Hybridization REF	TCGA-AA-A00A-01A-01R-A002-07
RY1	-0.609333333333333
ATAD2B	-0.115
ARHGAP17	0.4964
KCNIP3	-1.89275
SFPQ	0.378375
GFRA4	0.874
AKR1B10	-0.883875
TIGD6	0.36
RGS16	1.9795
URB1	-0.00416666666666667
OR4C46	0.0506666666666667
TOP3B	-0.9495
NFATC4	-0.3135
CA14	-4.50325
BMPR1A	0.248166666666667
SNRP70	-1.04975
PRL	-0.319
C6orf130	-0.38275
STAG2	-0.90525
CD55	0.715714285714286
RPS23	-0.555166666666667
SSX2	-1.113
FDPSL2A	-0.337
FBXO27	-1.452
SYNGR3	-1.75616666666667
TMSL3	2.013
EML1	-2.0815
NUP93	-0.929916666666667
SMAD3	-0.3133
KIAA1189	0.676166666666667
HNRPUL2	0.703
TBC1D12	0.867333333333333
C16orf24	0.9765
MRVI1	1.329
ZNF581	-0.110666666666667
ELOVL3	-0.927
OR51Q1	-0.1255
CACNB3	0.4615
GALNT13	-2.461125
C10orf84	0.4566875
NEDD4	-0.9298
SPO11	0.762
OR5AU1	0.5575
NEK4	0.579428571428571
PRKAR2A	0.928333333333333
IHPK1	0.1045
ATP6V0B	0.250625
CACNA1E	1.148
CEACAM8	2.28983333333333
PEX14	-0.614
FLJ12993	-2.4615
ZBTB38	1.39575
PCTK2	-0.2045
LRRC16	0.7076
FBLIM1	1.2335
FYCO1	0.9375
RP5-1022P6.2	2.46325
CMTM1	0.875666666666667
PLTP	-1.51516666666667
RAPH1	0.737375
DOCK8	0.143875
EZH2	-1.0008
SLC25A1	-0.0645
PLEKHB1	-0.2705
GRB7	1.6282
ZFP37	-2.0895
MRPL33	-0.36125
PELO	-0.20275
ARMC1	-0.623909090909091
C9orf27	-0.023
FLJ25778	0.1585
C9orf37	-1.13866666666667
TMEM66	-0.2395
SPRN	-0.0375
HBEGF	1.633
PI4KA	-1.062
LEPRE1	-1.069
POU2AF1	-1.808625
MRPL12	0.643833333333333
REP15	0.9
ZC3H3	0.22475
RASAL1	-0.067
DDAH1	2.709375
ACBD5	1.29175
TMC2	0.161
CCDC137	-0.385
SAMD13	1.528
UGT2B15	-1.05583333333333
TIPARP	-0.09725
DNASE1L3	0.4985
TRIM72	1.8805
DBX2	-0.01125
IPO8	-0.12375
C21orf88	-1.0466
MAP3K14	0.5405
LOC51233	0.512833333333333
GGTLA4	0.65375
PDE6D	-0.06775
ZNF117	-1.1905
CLK2	-0.654375
NKRF	-0.5095
TNFSF15	4.2925
DUSP2	0.738875
SECISBP2	0.0304
GABRR2	0.321
PPAP2C	2.39475
LOC51145	0.281833333333333
PAG1	1.083875
PIK3C3	0.0615
GNG10	-0.7045
APOL4	1.21483333333333
ANKRD28	-0.5135
STMN3	-2.3001
RAB14	0.7429
CDK2AP2	0.31725
HDDC3	0.26275
COMMD7	-0.49575
CXXC1	-0.282
HMCN1	-2.2145
CD40	0.319
DYNC1LI2	-0.21175
GDI1	-0.30425
LOC646938	0.074
VSNL1	1.37616666666667
PIH1D1	0.0873333333333333
RAET1G	-1.704
KRTAP5-9	-0.445
EFTUD2	-0.15775
ZNF311	-0.026
ATP6V1G3	-0.2885
OR2W3	-0.39325
SCN4A	-0.30675
MED10	-1.190625
FAM135A	2.0528
ARHGAP4	-1.462
EHMT2	-0.54425
UFD1L	-0.48725
ERMP1	0.32825
MAG1	-0.0995
THAP8	0.477833333333333
HACE1	-1.86483333333333
FAM82C	0.446666666666667
C3orf20	-0.3375
UNC84A	-0.205166666666667
SCD5	0.0120714285714286
LASS6	1.92075
LSG1	0.20825
MAL	-5.113
GPR22	-0.5875
WDR5B	0.2045
ACTRT1	0.413
C17orf60	0.0751666666666667
GRIN2C	0.1657
ARMC8	-0.438416666666667
SLC47A1	-2.2305
DMPK	-0.35775
DHRS13	-0.0638333333333333
SMC1A	-0.7635
KRTAP17-1	0.626
SMYD5	-0.14775
TUSC2	-0.172375
CRHR2	0.6925
KIR3DL2	1.286
CCDC104	-0.3865
ATP2C1	0.729
CROT	-2.33425
PABPC3	-0.2275
EGR1	0.144
THSD1	0.38575
KHK	0.11825
SLC12A2	3.773125
CD58	-2.40775
STOX2	-2.48816666666667
CCDC76	-0.9476
CCDC48	4.8195
DNAH1	0.333333333333333
ZIC4	-0.3075
OR1G1	-0.0825
PSMC6	-0.393833333333333
PROKR1	0.6065
ABCB1	3.636875
TRAT1	-0.9635
LLGL1	0.2215
MTF1	0.98425
USP54	1.371625
PAGE2B	-1.181
ITGB7	-3.267
CCDC81	-0.6805
LOC149837	0.6855
SCUBE1	-0.0045
ZSCAN10	1.049
HUWE1	0.0727142857142857
CDH17	8.1055
CD180	-0.0235
IL17A	0.45125
TMPO	-0.08425
KIAA1524	-0.755333333333333
HDGFRP3	-2.85866666666667
OXCT1	-0.0449090909090909
RRAS2	-0.724833333333333
LTBP2	1.1884375
SV2B	-0.330666666666667
CYP2A6	0.174125
PKD1L2	-1.222
PPM1M	-0.33675
FLJ22662	4.33
ZNF502	2.21725
GP6	-0.41675
CRYBA2	5.1535
LEF1	-3.1406
CTPS	-1.57328571428571
EYA1	-3.20333333333333
EPS8L1	0.09625
MAPK14	-0.018
SERPINB2	-4.77675
GTF2F2	0.754666666666667
ZNHIT4	0.151
PLA1A	1.190625
C20orf114	-0.3875
HPR	-4.5765
C18orf2	-2.91016666666667
SATB2	2.49875
KCNJ9	0.027875
MGC157906	0.5155
MOCS3	-0.25775
C17orf71	-0.662833333333333
PPHLN1	-0.4532
HIST1H2BN	-0.68875
RAPGEF1	-0.171375
MAP3K8	1.544
DLG4	0.211
STC1	-0.544583333333333
CDGAP	0.7255
DDX26B	-0.45825
LOC150223	-0.42675
CPSF3	-0.600666666666667
TMEM14A	-0.7845
MYH3	-0.61825
GPKOW	-0.1
SULT1A1	-0.656
SPON1	5.5342
YY1AP1	-0.387833333333333
RAB23	0.37175
PLA2G4A	-5.093
MAPRE3	0.60125
ZNF516	-0.124357142857143
GGPS1	0.14375
EXOC3L2	0.218125
C19orf42	-0.2051
MAP2K2	-0.106666666666667
HIST1H2BB	-1.025
RNF19B	2.09666666666667
C6orf128	-0.684833333333333
TLR8	2.2055
PCDHA9	1.29
CARS2	0.291375
CLUL1	-0.504
RHAG	-3.79083333333333
UNK	-0.4445
EXOC8	-0.0328
C9orf95	1.3975
C14orf143	-0.224166666666667
MAML3	0.639625
LDHA	-1.24925
MRPL20	0.359375
KLHDC6	0.488833333333333
ATP5S	0.12
C8orf55	0.14375
PHF19	-1.04075
KRTAP13-4	0.5905
TTC5	-0.3185
XKR5	-0.655
SILV	-4.3395
TEX28	-0.3835
TCTN1	-1.3205
CX40.1	0.48375
PPP2R5C	0.147375
C12orf30	-0.5795
CAPG	2.271
MPZL1	0.826
ARSB	-1.27816666666667
TDH	-1.865
WASF4	0.94825
TSSK3	-0.727333333333333
7A5	2.4505
CRISPLD1	-1.82225
MAD1L1	-0.641166666666667
SPIN4	1.42316666666667
AMPD1	-0.64475
DPYSL5	-0.2055
INPP1	1.54633333333333
ANKRD11	-0.509666666666667
NPAS4	-0.072
GCET2	-0.4599
RNASE9	-0.8885
GUCY2D	0.0106666666666667
CCDC98	-0.097
FGF4	-0.437125
CPM	-1.62033333333333
SLC26A4	-1.94366666666667
PLD5	0.44775
FAM59A	1.1222
FBXO5	-1.35966666666667
SIPA1L1	0.854
DPYS	0.15625
ATG4D	0.16025
TGM3	0.3855
MTCH1	-1.242
HK1	-0.521214285714286
CDC26	-0.190375
GALNT12	2.173
LOC339229	-0.13475
MRPL35	0.5805
ORC4L	0.395125
TNKS	-0.159428571428571
C2orf24	0.0123333333333333
ZNF553	-0.0886666666666667
GGTLA1	2.2261
ZNF497	-1.64
CDY1B	0.40525
SLC30A4	0.83925
TUB	-2.401875
ARHGEF18	0.219
ARRB1	0.998
KCNK1	1.76575
EREG	-1.9901
SCAMP5	-0.46225
RUNDC3B	0.48525
ADAMTS20	0.0715
IL17RB	1.622125
FLJ20323	-0.5205
MCAM	0.09975
POLR3E	-0.855666666666667
AQR	0.333
IPMK	0.486
CDCA7	1.050875
CAMP	-0.772
GRHL3	-0.564
ADAMTSL2	0.348666666666667
CLMN	1.95083333333333
SSTR3	0.9285
MAGEA5	-2.04333333333333
OVOL2	3.95975
JMJD1B	0.7885
RBL2	0.2298
PYGO2	0.01325
PPP1R10	0.376333333333333
CSE1L	-0.883333333333333
LCA5	-1.7025
RDH16	-0.445
ASRGL1	0.650875
TOM1	0.346666666666667
PTX3	-5.951
TTC15	0.3725
SCGB3A1	0.465333333333333
MRPL50	0.35425
RCAN3	0.818375
SLC26A11	-0.22125
STYX	-0.381833333333333
CINP	0.151
MARCH7	-0.38775
PFKM	-2.95933333333333
SGMS1	-0.092
RIOK3	0.5084
C1orf110	0.301
CES7	0.270375
LOC440248	-0.92325
PPP1R12C	-0.88175
C10orf27	0.6795
ATG9A	-0.6545
MRPS26	0.912
TMEM40	-1.07775
ELP3	-0.2157
ZNF787	0.7698
HIAT1	-0.805125
C8orf34	0.768666666666667
MGC4655	-1.3073
PELI1	1.33966666666667
PPT1	-1.3025
SLC35C2	-0.798166666666667
C6orf125	-0.64125
MUC4	4.48583333333333
RFC4	-1.88614285714286
GNB2	-0.12
NUP50	0.493785714285714
SULT4A1	0.5395
C7	1.016875
CCDC130	0.0635
ARRDC4	1.34475
RQCD1	-0.512
GLYCTK	1.37725
AYTL2	-0.825181818181818
MTUS1	1.4315
LEMD3	0.489666666666667
PLEKHF2	-0.18675
HOXA7	1.9365
GTF3C2	-1.1135
DYNLRB2	-2.709
CNOT10	-0.14075
MR1	-1.74866666666667
FFAR1	0.02575
PRIC285	0.04825
SLITRK6	1.78775
LIX1	-2.1498
UBE1L2	-0.091
F8	-1.224125
ACHE	0.159666666666667
KPNA5	0.57225
TNFRSF12A	-0.950833333333333
EGR3	-1.0865
SERPIND1	-3.22166666666667
OASL	2.436
IFRD1	-0.7465
WDFY1	0.893333333333333
ZNF267	-0.18325
ACCN5	0.15
ZBTB6	0.141
PPP1R3A	-0.032
PRRT3	0.1465
FBXL19	-0.573
TXNIP	0.375428571428571
ACTN2	-1.436
ATG9B	-0.229875
C9orf117	0.233
IL27	1.0405
RPL36AL	0.154833333333333
KLK15	2.2075
CHAD	0.181
RAP2B	-0.1757
HEBP2	1.5905
ZNF342	0.2035
CAMK2G	0.226333333333333
TLR3	1.0055
FGF14	-0.3365
HMGB2	-0.47275
TRPM5	0.201333333333333
OR5M11	0.5805
KIF3B	0.596421052631579
PRICKLE2	-1.30025
MTMR9	-0.32675
C3orf27	0.32925
GLRA3	-1.96433333333333
NSDHL	-0.147333333333333
TMEM32	-0.02625
POLR2D	-0.63925
MYADML	0.291
C9orf114	-0.39725
MRGPRX1	0.7295
TOPORS	0.23375
CLDN19	-0.9035
C1QL4	-0.2
RNF165	-2.5625
DHRS9	2.666
DNAH2	1.05716666666667
FXR1	-1.59016666666667
ZMYM3	-0.94075
CASP3	0.775666666666667
FAM120C	-0.226375
SCLY	0.15975
CA7	0.655
ENTPD5	1.83016666666667
ZNF461	-0.741
PDIA5	0.24575
C1orf19	-1.97233333333333
TMEM67	-0.83025
KCTD20	-0.3215
WDR47	-0.81
FLJ38723	-0.057
KLRF1	0.0546666666666667
TAS2R16	0.5025
CLDN12	1.056
PRKCE	-0.00900000000000002
UBXD4	-0.318
ITGAM	1.995
GLT8D3	-0.17425
WDR31	1.0457
RGS2	-0.453
OR51L1	0.6855
MST1R	3.023
KIAA1737	0.792
OR4A5	0.324
GLIS1	-2.01166666666667
PTMA	0.697071428571429
NAPA	-0.12
PRDM11	0.07975
LIPF	-0.1225
DIRAS3	-0.96775
ASGR2	-4.167125
C1QTNF4	-0.302
PIK3R4	-0.520333333333333
ARMC3	-0.239
NDUFV3	0.265083333333333
BTBD3	0.220833333333333
PPP1R2	0.11075
UBE2NL	0.20975
FOSL2	0.598428571428572
FAM119A	-0.733
TUBA4A	0.2728
KRTAP12-1	0.2025
SFRS2	-0.1865
RHPN1	-0.3162
EEF2	-0.126666666666667
ZDHHC11	-1.60316666666667
EPHA3	-2.0772
RBM12	-0.172
H2AFJ	0.502833333333333
EDIL3	1.144
KIF26A	-2.11175
SERGEF	-0.10575
B3GALT4	2.2805
LOC90925	1.96766666666667
OSCAR	-0.0766249999999999
NPFF	0.167125
DEDD	0.031375
TMEM155	-1.182625
PTPN1	-0.18375
SCYL2	0.2745
SKAP1	1.177
LEAP2	-1.99066666666667
GADD45G	3.5663
IFITM3	1.652
PILRB	-0.641333333333333
SLU7	-0.0196875
DSC3	-0.762
DNMT3L	-1.46125
PAPD5	-0.2185
B3GNT3	3.4095
LHCGR	-0.2145
MSL-1	0.25825
UBE2S	-1.21725
SAP130	-0.364
ANAPC11	0.073
MAGED4B	-2.5625
ATP6V1B2	0.411333333333333
C14orf179	0.8545
CAPZA1	-0.841
CDYL2	-1.45833333333333
GLRX3	0.0551666666666667
LOC136288	-0.53425
MOBKL1A	-0.728
HTR2B	-0.9075
CRYGD	0.159666666666667
NUS1	-0.194166666666667
PGRMC1	-0.644
MYOM2	1.02
FLJ39653	-1.371
CHM	0.0797
OR5M8	0.197
ZNF619	-0.293
FAM105A	3.639
CCNL1	-0.691625
NAP1L3	-2.14325
C10orf57	0.392333333333333
B3GALNT1	-2.47866666666667
CSN1S2A	0.02
TCP10L	-1.3165
GDAP2	0.524625
DMKN	-3.69333333333333
COX6B1	0.78325
DNASE2	0.0695
MSH5	-1.15325
LGMN	1.253125
USP31	-0.1007
OR13C8	0.6435
SDCBP	1.1765
NUDT11	-3.26083333333333
PYGL	-1.06133333333333
SNPH	-1.47083333333333
B3GNT4	-0.005
MIZF	-0.0828
NUBPL	-0.513375
NOD1	0.766166666666667
CDH22	-0.29175
NUBP1	0.0565
DSCAM	-3.74825
DGKI	-0.5695
FAM136A	0.19725
AKAP1	1.62066666666667
SLC16A6	-3.14675
RIN3	1.047
PSG2	-0.39475
DIP2B	0.164333333333333
PSORS1C1	-0.6163
KIAA0495	-3.076
FLJ90709	-0.897833333333333
LPA	-0.435666666666667
PIGA	-0.052
LY75	5.19
UTS2	-6.26783333333333
RREB1	0.516875
GALNACT-2	-0.2302
MGC3196	0.07375
FLJ31568	-0.26225
LPHN1	0.381
SP1	1.04925
TOX4	0.0693333333333333
HSPA9	0.7748
APOBEC1	5.773
SLC35E4	-0.53125
LSM5	-0.89025
SURF1	0.061
ZBTB1	0.518833333333333
GTF2F1	-0.21375
RPS15A	0.143857142857143
DUSP21	-0.681
GINS4	-0.985666666666667
MYO15A	-1.26766666666667
GIMAP7	2.03575
MGC13379	0.8305
ATP6V1E2	-1.1865
UTP3	0.0805
HNRPA3	-0.1574375
MT4	-0.6665
C14orf155	-0.512
U1SNRNPBP	0.449
CKLF	0.3305
PLEKHN1	2.61833333333333
MBNL1	-0.10525
NUP160	-0.8155
ACSM2A	-1.93425
LOC129881	-1.209
KIAA1529	-0.6705
FLJ22639	-0.2955
HAND1	-1.2715
GSX1	0.6275
FGA	-4.1098125
SERPINB1	2.53525
ZNF642	0.8355
IGFBP1	-7.949375
SLC1A1	1.5395
DHX57	-0.299
ZNF766	-0.3805
PTPN21	-0.0604
GDPD3	-1.33616666666667
PNPLA5	0.511
TBR1	0.201166666666667
FAM116A	-0.0775
IQGAP1	1.43425
FOS	1.96475
ZNF226	-0.3475
FIGNL1	-0.510166666666667
C14orf1	0.209166666666667
ZMYND17	-0.38
PUS7	-0.347333333333333
TUBB6	-1.669625
KCNQ2	-0.93175
MARCH6	-0.212916666666667
CCDC33	0.776
PRODH	-1.4695
RBM11	-2.96675
EPHA6	0.1965
SLC43A1	1.82675
LOC196541	0.058375
NTN1	0.0415000000000001
ING4	-0.46875
PCDHB10	-0.259
DPH2	-0.461
SPACA4	-0.06075
FBXL21	-3.4925
DIAPH1	-0.830333333333333
ZNF71	0.461833333333333
CEP76	-0.0785
CORO1A	-1.3015
RRM2	-0.981375
EDG4	0.531
OS9	-0.172166666666667
SLC4A1AP	-0.0705
COG5	0.02575
COPS8	-1.0725
NGLY1	-0.41825
NCBP2	0.323
C17orf42	0.0501666666666667
GPSM3	0.943375
SIL1	0.312166666666667
ASB6	-0.50975
SMAD5OS	-0.6845
UNC93A	-3.11375
A1BG	-1.7455
C21orf62	0.9195
FMO5	-1.56316666666667
ATRIP	-0.274333333333333
CEBPG	0.795666666666667
C7orf38	-0.509333333333333
TNFRSF1B	1.556
CLEC1A	1.48433333333333
IQSEC1	-0.5555
PATZ1	0.6356
RBM22	0.89225
BAG2	-0.614666666666667
PAQR5	-0.686333333333333
C9orf127	0.0618
THNSL1	1.26
SHROOM3	2.6041
JAM2	-0.86925
SNRPN	-3.21375
ALX4	0.111
CACNA1S	0.2575
FAM130A1	0.2535
CORIN	0.452
CD300LB	0.5005
PLEKHG6	2.185
LRRC40	-0.62625
PCLKC	-0.317
PCDHB16	-1.6985
WNT2B	1.52183333333333
ASNS	-3.87777777777778
MRPL49	-0.242
FLJ46111	-0.16225
ISG20	0.8395
SMU1	0.292
CASZ1	1.0835
POLR1D	0.464583333333333
GIN1	-0.4505
SNAG1	-0.3485
ANKRD29	-2.2465
CDKN2AIP	1.0445
KRR1	-0.3815
CXCL1	4.5545
EPM2A	-0.9027
PC	-1.22616666666667
DEFB127	0.1815
PDZRN4	0.7495
FAH	-1.65075
OR51E1	1.6885
CDC2L6	0.291
DNTTIP1	0.2175
PAX8	0.494
TMEM116	-0.8355
C1orf150	0.633
PRO2012	0.17675
MRPL40	-0.3155
BEX1	-3.7783
SLC2A4	-0.9015
PKMYT1	-0.98125
FEZF2	-0.198666666666667
SLC26A9	-1.259
MAP2	-0.534583333333333
LYL1	-1.4175
SLC25A19	0.000333333333333338
NOS3	-0.386
ZNF34	-0.132833333333333
TMPRSS11F	-0.82775
FAM43A	1.2215
FCRL4	0.264166666666667
KLF14	0.56975
FLRT2	-1.6725
WRN	-1.24175
SDF2	-0.1162
KRT8P12	-0.20325
C6orf195	-0.656
C9orf125	-1.87633333333333
DZIP3	-0.261875
RIT1	-0.3295
SCML1	-0.303666666666667
RHBDF2	0.808
OR2G3	-0.082
REXO1L1	-0.192
MAP3K7IP3	-0.27025
C3orf57	-6.91175
FBXW11	-0.380666666666667
ETAA1	-0.714
C14orf131	-0.051
AKT1S1	-0.34725
SLC12A5	-0.744
C9orf164	0.28825
NRIP3	-1.35975
NOS1AP	-0.24275
TMEM121	-2.36925
SAP30BP	-0.2073
DGCR6	-0.377
WDR76	-1.064
FAM82B	0.00141666666666663
LOC606495	-0.2565
MAP9	-1.54741666666667
BCDIN3D	0.2645
CXorf36	2.72433333333333
DSCR3	0.3937
ZFAND3	-0.77025
C7orf43	0.575333333333333
SPSB3	0.2679
C19orf19	0.691
FAM133A	-3.625375
C12orf25	0.7195
SLC39A3	-0.547125
DISP2	0.17025
PI4KAP2	-1.9365
MKRN3	-2.625
ADAMTS13	-0.60625
CBLN3	0.2101
TTYH1	-2.02666666666667
C3orf18	-1.43475
FLJ13236	1.5985
ZMYND12	2.8185
C18orf25	0.512
GLB1L3	-1.5295
ATP13A5	0.507
RANBP10	0.343
CD96	-0.3521
DENND1C	-0.194
RBMS3	-1.4205
SLC41A3	0.183333333333333
DGCR6L	-0.47025
TMEM128	0.267666666666667
CSNK1G3	0.296
MOBKL2C	1.516625
TSPAN6	0.812875
MATN2	-2.0266
MSL2L1	0.263
ST6GALNAC2	-3.067
FGFBP2	-0.522
FGL1	-6.65533333333333
MPP3	-1.23366666666667
ARHGEF6	-0.825
TGFBR2	-0.005875
ACMSD	-1.734
IL33	5.8755
C9orf5	-0.0145
DEAF1	-0.1536
AMN	2.697
DEFA6	6.038875
RNF212	-1.4375
METT5D1	0.534833333333333
CIB1	1.2787
TSSK1B	0.046
KIAA1727	1.811
ZNF680	-1.09933333333333
LOC399900	0.531
LOC152217	0.42025
CTNNAL1	-2.6405
CIT	-1.63241666666667
TLE6	-1.29175
ZNF607	-0.1195
HERC4	-0.6425
DRAP1	-0.7671
PEMT	-0.27
C10orf111	-0.8095
ZNF575	1.217375
KCTD7	-0.00124999999999999
MYO1F	0.755875
LOC285382	-0.52825
RAB11A	0.6735
PLCD3	0.000500000000000014
C15orf28	-0.2405
PTBP2	-1.3645
CTB-1048E9.5	-0.02625
C19orf60	1.35133333333333
C7orf25	0.0531666666666667
SETD7	0.845375
HOXB9	2.4985
VANGL1	-0.5455
CHAF1B	-1.23575
NDUFA3	0.66025
KIAA1328	-0.162333333333333
SHARPIN	0.208
TTC23	-0.182
UGP2	0.350666666666667
ANKIB1	-0.1866
CIRBP	-0.0408571428571428
SEC14L4	-3.61566666666667
OVCH1	-0.311
VPS52	-0.7375
FAT	1.547375
M6PRBP1	0.6505
GPRIN3	1.0345
PPM1F	-0.1325
TSR1	-0.0505
CCDC85A	-0.38525
PCSK5	0.26325
ZFHX3	0.464
HEMK1	0.0112
PGBD2	0.56875
RSRC2	-0.0248333333333333
AURKC	-2.2755
SCRIB	0.07425
ORM2	-4.17716666666667
FAM115A	-0.1824
FZD6	-0.446
UNC119	-0.685333333333333
GPX3	-1.2919
NOV	-2.348625
CABC1	0.91725
CDC42SE2	0.7015
EIF2S2	-0.3397
RNF130	0.701375
CKAP5	-1.07166666666667
RP11-413M3.2	0.902
C10orf18	0.2401
TMEM93	0.08875
DYX1C1	-1.6415
KCNMB2	-1.330125
ANK3	1.122
KRT5	-2.8699
CDH12	-1.3885
QRSL1	0.73025
JUB	-0.70025
SHC4	-2.687875
CCL15	1.78266666666667
CCDC22	0.09475
SNX24	-2.31725
RARS	-0.1905
MORC2	-0.4355
FAM48A	-0.3515
MT1H	-1.6575
PPP1R14C	1.69233333333333
FOXD1	-2.21221428571429
C1orf213	-1.77025
AMT	-1.161
DSN1	-1.05975
PTPLAD2	0.35575
DIS3L	-0.05975
RASL11A	4.7945
GPRC5B	-0.939875
FRMD7	-0.0725
STRN4	0.443
KITLG	0.891727272727273
HDGF	-0.3055
OR1S1	0.2495
SETX	0.3808
DDR2	-0.747875
KCTD12	0.21275
LYZL2	-0.74925
WDR52	-0.2095
TMEM2	1.858
ZNF579	0.588
LOC200810	0.05125
TNFSF9	-1.007125
PPFIA4	-3.48375
CNIH3	-0.487
MAP4K4	-1.10885714285714
ROD1	1.20364285714286
ALS2CR12	-0.558166666666667
DOCK3	-1.71433333333333
PAQR9	-4.21475
ASB17	0.2405
STX16	-1.21925
FEZ2	-0.176
DLAT	0.730666666666667
KIF21B	-0.362
CDC5L	-0.1955
TMEM119	1.1365
CRIP3	-1.896
TPSD1	0.612166666666667
TEPP	0.533
GNGT2	1.48975
C21orf121	0.91125
WNK1	-0.525
FLJ10490	0.7081
OR51B5	-2.175
LOC203547	-1.023375
HAS1	-1.189
PPA1	1.07216666666667
ST7	-0.197375
C11orf46	0.0439
POPDC3	-3.05183333333333
ACOX2	3.01133333333333
ATCAY	-0.0996666666666666
TM4SF19	-1.115
MFSD9	0.731333333333334
PDHB	-0.0255
ERN1	-0.492
LCE3C	0.5455
GPR111	0.38
NOTCH3	1.26516666666667
ADAMTS5	1.9955
B3GALT1	1.492
UGCGL1	0.671833333333333
FAM58A	-0.1585
FBXO32	-0.0725
CLPP	0.20325
NXPH1	-1.95975
MTMR3	0.568
ATP1B3	0.095375
TMEM16A	2.2235
HIST1H3F	-0.168666666666667
TRIM25	0.213
SDCBP2	3.756
CRKL	-0.849375
HOXB2	-1.812
ANP32B	-0.07
GATM	1.8225
AP4E1	-0.259125
EDG5	0.22225
CDKN3	-1.14883333333333
CDH4	-2.348
PGD	-0.354833333333333
RND1	0.8825
GAD1	1.7671
MPG	0.457375
LOC440350	-0.42
ZNF133	-0.444
SERPINB12	-0.144
AMELY	0.390833333333333
DHX36	-0.81925
TNFAIP8L2	2.47133333333333
PHTF2	-0.829333333333333
CCDC112	-0.0101666666666667
IQCC	-0.79475
HEYL	3.29483333333333
FTSJ2	-0.844
APPL1	0.567875
RAB43	-0.01
OR10G2	0.156
WAC	0.0103333333333333
ADCY9	-0.317
RUNDC2B	-0.454
PYCRL	-0.0476
AGPAT7	0.832
SLC22A9	-1.19483333333333
CDKAL1	-0.334
PDYN	-0.345333333333333
C20orf74	1.22575
MTMR11	2.7305
VAV3	1.46858333333333
DAPL1	4.6765
STXBP3	-0.374
EIF3G	0.16175
ARHGAP22	-2.0775
NPFFR1	0.4285
NPC1	-0.5395
ALDH9A1	0.0375
ZNF600	0.941125
ZNF678	-0.9205
RASSF1	-0.203666666666667
ADD2	-3.085875
PITPNB	0.41525
PKD2L2	-0.325
LRP11	0.66975
CDKL1	1.37225
SMEK2	0.579
PRODH2	-2.984
C11orf54	0.460833333333333
SFRS11	-0.443
IL7	3.8005
ALS2CR16	0.56
BTG3	-0.0101666666666667
PAK2	0.0216666666666667
RP11-679B17.1	-3.25225
GATA4	-1.5715
ATP2B1	0.1965
LOC130940	-1.212
C1orf172	2.7055
ATF7IP2	-1.59
SLC25A43	0.97
CENTG3	0.0324166666666667
IGF2BP1	-3.7938
FCHSD1	0.2595
CAMK2N2	1.18083333333333
ELAVL3	-0.0186
NBPF15	-1.07166666666667
UBE2J2	-0.209666666666667
GNL2	-0.47825
PRR3	-0.4945
NLF2	1.76375
OR4F6	-0.517
KLHL24	0.905333333333333
CCDC88A	-2.3715
SGPP1	0.153
C10orf11	0.276166666666667
SLC35B4	-1.69666666666667
UGT3A2	-1.484
ARNT2	-2.8848
CBR1	1.15225
ITPR3	0.596833333333333
TRAPPC6B	-0.6643
AMZ1	-0.9445
ARP11	1.475
WDSUB1	0.74775
APBA1	0.161166666666667
RAB2A	0.2747
C6orf162	0.49225
HPSE2	0.37975
PLCE1	2.02725
INSL3	0.402
DLG1	-0.2289
PTPLA	-1.827
PIGX	-0.44225
TFIP11	0.3835
FIBIN	1.6505
POLR2G	-0.38525
GRAP2	-1.7287
DNAJB8	0.191
CNBP	0.6875
WASF1	-3.67375
INPP5E	-0.9531
HSPB1	0.1385625
TMEM167	-0.4645
CUBN	-0.32775
IGF1	-0.61525
ITPK1	0.7656
NAALAD2	-0.9715
G3BP1	-0.1433
NT5DC1	0.7445
CYP39A1	1.998
TMEM139	2.40533333333333
POLK	-1.1152
GLULD1	-0.8865
RBM15	-1.45233333333333
AMZ2	-0.92925
GDF15	0.5415
MESDC2	0.28875
INCA	2.584
ACY1L2	1.4255
GZMM	-0.056
PAIP1	-0.14025
CACNA2D1	-0.5385
STK32C	0.917
SH3BP4	1.1635
DEC1	-0.073
PADI1	-0.0425
UBB	0.5166
PON3	-1.072
PROP1	0.8865
ANKRD13B	0.109
ADCK1	0.5435
TCF25	0.70075
SLC38A5	0.04775
CXorf26	0.494666666666667
C19orf39	0.61425
PPP1R13B	1.52675
ARL2	-0.913
TCL6	0.0126666666666667
TOP3A	-0.1265
SLC16A14	1.105
FXYD6	0.140166666666667
HIST1H4E	0.2185
BBC3	0.790842105263158
UNC5A	-0.00883333333333334
FAM86C	-0.3193
PI4KB	-0.376
B3GAT1	-3.6025
SUSD2	-0.3135
OAZ2	-1.028
NOC4L	0.2865
C10orf12	0.79475
FADS1	-2.36266666666667
LOC144097	-1.118
DKK2	0.787
KIAA1949	-0.3865
RHOT1	0.0211
OXT	1.201
GPR153	1.17725
ARL4A	0.1185
SAAL1	-0.47725
CCDC64	0.307
USE1	-0.123333333333333
HNMT	1.579
PCGF3	-0.033375
CYP2C19	0.18425
C20orf4	-0.0385
CCDC11	-0.1595
ACSBG2	-0.00375
RWDD2A	0.0875
PALLD	1.18225
CPLX4	0.688
LOC492311	0.8855
KPNA2	-1.37566666666667
MACROD1	1.2162
TMCO3	-1.21283333333333
C15orf52	-1.238
BIRC5	-1.2326
PRR16	0.679166666666667
FAM63B	-0.79275
