Hybridization REF	TCGA-AA-A00O-01A-02R-A00A-07
SLC9A5	-2.441
EPDR1	0.4454
MUSK	-0.224
ZNF434	0.971166666666667
SMARCD1	-0.2175
ZFP106	-0.252
ZNF347	0.313
GTF2E1	-0.1245
RY1	-0.697333333333333
ATAD2B	0.4405
ARHGAP17	0.3134
KCNIP3	0.51875
SFPQ	-0.0765
GFRA4	-0.774166666666667
AKR1B10	-2.956875
TIGD6	0.0448333333333333
RGS16	0.636125
URB1	0.345666666666667
OR4C46	0.146
TOP3B	-1.25525
NFATC4	-0.75
CA14	-6.77833333333333
BMPR1A	1.17383333333333
SNRP70	-1.360375
PRL	0.240916666666667
C6orf130	1.67625
STAG2	-0.02975
CD55	-1.34485714285714
RPS23	-0.105
SSX2	-1.27
FDPSL2A	-0.189
FBXO27	0.343375
SYNGR3	-1.58183333333333
TMSL3	0.443
EML1	-0.976
NUP93	-1.25841666666667
SMAD3	0.4872
KIAA1189	-0.0728333333333333
HNRPUL2	0.035
TBC1D12	0.592166666666667
C16orf24	-0.35225
MRVI1	2.5545
ZNF581	0.276666666666667
ELOVL3	-1.597
OR51Q1	-0.1085
CACNB3	-0.872666666666667
GALNT13	-1.08828571428571
C10orf84	0.8731875
NEDD4	0.6097
SPO11	0.7935
OR5AU1	-0.035
NEK4	0.850857142857143
PRKAR2A	0.763833333333333
IHPK1	-0.825833333333333
ATP6V0B	0.412875
CACNA1E	-0.5645
CEACAM8	1.50333333333333
PEX14	-0.181
FLJ12993	2.342
ZBTB38	0.49375
PCTK2	-0.234
LRRC16	-0.7439
FBLIM1	1.24366666666667
FYCO1	1.7465
RP5-1022P6.2	4.15141666666667
CMTM1	0.1855
PLTP	0.852666666666667
RAPH1	0.48525
DOCK8	0.070625
EZH2	-1.54846666666667
SLC25A1	-0.1105
PLEKHB1	2.2666
GRB7	1.6905
ZFP37	-0.628
MRPL33	0.3625
PELO	-0.7265
ARMC1	-0.186181818181818
C9orf27	0.190571428571429
FLJ25778	0.31
C9orf37	-1.29183333333333
TMEM66	0.3815
SPRN	0.154375
HBEGF	0.38125
PI4KA	-1.5385
LEPRE1	-1.12525
POU2AF1	-4.146
MRPL12	0.0335
REP15	0.281
ZC3H3	-0.785
RASAL1	1.8885
DDAH1	2.1115
ACBD5	1.041125
TMC2	-0.346
CCDC137	-0.764
SAMD13	1.7135
UGT2B15	-2.35966666666667
TIPARP	-0.287
DNASE1L3	1.039
TRIM72	-0.000833333333333334
DBX2	-0.7395
IPO8	0.03775
C21orf88	-0.9999
MAP3K14	0.015
LOC51233	0.0555
GGTLA4	0.06825
PDE6D	-0.20175
ZNF117	-0.358
CLK2	-0.759125
NKRF	-0.57775
TNFSF15	2.3368
DUSP2	-0.50725
SECISBP2	0.2523
GABRR2	0.151
PPAP2C	0.94175
LOC51145	-0.178833333333333
PAG1	1.337
PIK3C3	-0.302
GNG10	0.1585
APOL4	0.888166666666667
ANKRD28	-0.604875
STMN3	-2.3831
RAB14	0.8425
CDK2AP2	0.25025
HDDC3	-0.16325
COMMD7	1.555625
CXXC1	-0.57225
HMCN1	-0.0441666666666667
CD40	2.2895
DYNC1LI2	0.7480625
GDI1	-0.13325
LOC646938	-0.46675
VSNL1	1.17816666666667
PIH1D1	-0.427
RAET1G	-1.066
KRTAP5-9	-0.439
EFTUD2	-0.76775
ZNF311	-0.0568333333333334
ATP6V1G3	0.4645
OR2W3	-0.305
SCN4A	-0.00724999999999995
MED10	-1.06
FAM135A	1.4748
ARHGAP4	-0.36225
EHMT2	-0.65125
UFD1L	0.1365
ERMP1	1.135
MAG1	-0.598833333333333
THAP8	0.612
HACE1	-0.442333333333333
FAM82C	0.781833333333333
C3orf20	-0.481
UNC84A	0.202833333333333
SCD5	0.238357142857143
LASS6	2.208
LSG1	0.27175
MAL	-6.918
GPR22	-0.1905
WDR5B	1.176
ACTRT1	-0.5485
C17orf60	-0.24
GRIN2C	-0.4045
ARMC8	-1.10608333333333
SLC47A1	0.98
DMPK	-0.81525
DHRS13	-0.4335
SMC1A	-0.999166666666667
KRTAP17-1	1.14325
SMYD5	-0.876
TUSC2	-0.00812499999999999
CRHR2	-0.062
KIR3DL2	-0.18
CCDC104	-0.75575
ATP2C1	0.294875
CROT	0.544
PABPC3	-0.00166666666666666
EGR1	-1.15733333333333
THSD1	1.66275
KHK	0.9155
SLC12A2	2.66275
CD58	0.14325
STOX2	0.0901666666666667
CCDC76	0.3411
CCDC48	3.43225
DNAH1	0.641666666666667
ZIC4	0.296571428571429
OR1G1	-0.222
PSMC6	-1.28033333333333
PROKR1	-1.0915
ABCB1	0.368375
TRAT1	-1.33
LLGL1	-0.316
MTF1	1.453
USP54	0.983875
PAGE2B	-0.6765
ITGB7	-5.972
CCDC81	-0.4075
LOC149837	0.6525
SCUBE1	-0.4005
ZSCAN10	-0.887
HUWE1	-0.184857142857143
CDH17	4.144
CD180	0.259
IL17A	0.03675
TMPO	-0.9135
KIAA1524	-1.3454
HDGFRP3	-1.54566666666667
OXCT1	-2.43363636363636
RRAS2	-0.888166666666667
LTBP2	1.0650625
SV2B	0.655166666666667
CYP2A6	-0.226625
PKD1L2	-0.795833333333333
PPM1M	-0.4125
FLJ22662	3.11833333333333
ZNF502	2.43925
GP6	-1.02575
CRYBA2	-1.40375
LEF1	-1.6611
CTPS	-1.19314285714286
EYA1	-2.31233333333333
EPS8L1	0.851
MAPK14	-0.138666666666667
SERPINB2	-5.58228571428571
GTF2F2	0.448833333333333
ZNHIT4	-0.296
PLA1A	1.7255
C20orf114	-0.176
HPR	-5.083
C18orf2	-1.84683333333333
SATB2	2.81925
KCNJ9	-0.43625
MGC157906	0.0415
MOCS3	1.1345
C17orf71	-0.592166666666667
PPHLN1	0.0106
HIST1H2BN	-1.893625
RAPGEF1	0.25825
MAP3K8	1.29925
DLG4	-0.11
STC1	-0.31525
CDGAP	0.84175
DDX26B	-1.1325
LOC150223	-1.41775
CPSF3	-0.791
TMEM14A	-0.52525
MYH3	-0.4825
GPKOW	0.184
SULT1A1	-1.12566666666667
SPON1	2.0586
YY1AP1	-0.147833333333333
RAB23	-0.0095
PLA2G4A	-3.8895
MAPRE3	0.102
ZNF516	0.355285714285714
GGPS1	0.29075
EXOC3L2	-0.192125
C19orf42	-0.1454
MAP2K2	-0.870666666666667
HIST1H2BB	-1.90775
RNF19B	0.667
C6orf128	-0.309
TLR8	0.69475
PCDHA9	0.604
CARS2	0.59875
CLUL1	-0.3535
RHAG	-4.51316666666667
UNK	-0.0265
EXOC8	0.6684
C9orf95	2.253
C14orf143	-1.21966666666667
MAML3	-0.217
LDHA	-2.37075
MRPL20	0.462375
KLHDC6	2.011
ATP5S	0.2565
C8orf55	-0.7315
PHF19	-1.403
KRTAP13-4	0.27
TTC5	-0.795
XKR5	-0.51625
SILV	-6.91683333333333
TEX28	-0.1535
TCTN1	-0.35725
CX40.1	-0.06925
PPP2R5C	-0.0455
C12orf30	-0.287
CAPG	-0.01575
MPZL1	0.4001
ARSB	-1.3445
TDH	-0.91825
WASF4	1.58325
TSSK3	-0.901666666666667
7A5	1.964
CRISPLD1	0.76675
MAD1L1	-0.7175
SPIN4	0.243833333333333
AMPD1	-0.74625
DPYSL5	0.326
INPP1	0.209666666666667
ANKRD11	-0.0576111111111111
NPAS4	-0.1075
GCET2	-0.3124
RNASE9	-0.0195
GUCY2D	-0.563666666666667
CCDC98	0.65525
FGF4	-0.083625
CPM	-0.446333333333333
SLC26A4	-0.661833333333333
PLD5	0.52525
FAM59A	0.8249
FBXO5	-1.97922222222222
SIPA1L1	-0.09125
DPYS	-0.32325
ATG4D	0.18675
TGM3	0.615
MTCH1	-1.17725
HK1	-0.459428571428571
CDC26	0.31225
GALNT12	-0.259833333333333
LOC339229	-0.52275
MRPL35	-0.064375
ORC4L	0.243125
TNKS	0.436857142857143
C2orf24	-0.0913333333333333
ZNF553	-0.227833333333333
GGTLA1	1.5774
ZNF497	-1.506
CDY1B	-0.127666666666667
SLC30A4	1.10571428571429
TUB	-1.324125
ARHGEF18	0.36675
ARRB1	0.102
KCNK1	-3.313125
EREG	2.0554
SCAMP5	2.1615
RUNDC3B	1.7985
ADAMTS20	0.03175
IL17RB	1.953
FLJ20323	-0.83675
MCAM	0.900875
POLR3E	0.198166666666667
AQR	0.150833333333333
IPMK	1.2445
CDCA7	0.1945
CAMP	-0.4825
GRHL3	0.59675
ADAMTSL2	2.00666666666667
CLMN	0.9635
SSTR3	-0.318
MAGEA5	-2.52016666666667
OVOL2	3.4925
JMJD1B	-0.16325
RBL2	0.5911
PYGO2	0.24475
PPP1R10	0.157833333333333
CSE1L	-0.113666666666667
LCA5	0.356
RDH16	-0.64075
ASRGL1	-1.82475
TOM1	0.348833333333333
PTX3	-5.73875
TTC15	0.46125
SCGB3A1	0.2985
MRPL50	-0.5215
RCAN3	0.92025
SLC26A11	-0.06
STYX	-0.692333333333333
CINP	-0.75525
MARCH7	-0.013
PFKM	-0.291166666666667
SGMS1	0.108666666666667
RIOK3	-0.0552
C1orf110	1.406
CES7	0.538
LOC440248	0.07275
PPP1R12C	-0.276
C10orf27	-0.0695
ATG9A	-0.0615
MRPS26	0.599625
TMEM40	-1.16075
ELP3	-0.2459
ZNF787	-0.0654
HIAT1	0.33725
C8orf34	-0.293333333333333
MGC4655	-1.3026
PELI1	1.82583333333333
PPT1	-0.983
SLC35C2	0.1175
C6orf125	-0.18
MUC4	-0.567833333333333
RFC4	-2.17157142857143
GNB2	-0.367333333333333
NUP50	0.118071428571429
SULT4A1	1.424
C7	1.05825
CCDC130	-0.438
ARRDC4	0.3175
RQCD1	0.1555
GLYCTK	0.49525
AYTL2	-1.58881818181818
MTUS1	1.3989
LEMD3	0.946166666666667
PLEKHF2	0.3015
HOXA7	1.759875
GTF3C2	-0.893
DYNLRB2	0.8645
CNOT10	-0.4785
MR1	-1.7925
FFAR1	-0.722
PRIC285	-0.92
SLITRK6	1.0525
LIX1	-1.321
UBE1L2	0.576333333333333
F8	0.30425
ACHE	-0.683666666666667
KPNA5	-0.216
TNFRSF12A	-0.912833333333333
EGR3	-0.1215
SERPIND1	-4.33383333333333
OASL	2.54125
IFRD1	-0.304875
WDFY1	0.613833333333333
ZNF267	-0.431875
ACCN5	0.32
ZBTB6	0.94875
PPP1R3A	-0.3805
PRRT3	-0.0165
FBXL19	-1.5735
TXNIP	0.614642857142857
ACTN2	-0.589
ATG9B	-0.110125
C9orf117	0.428
IL27	-1.586
RPL36AL	-0.355
KLK15	1.92125
CHAD	-0.0285
RAP2B	-1.0269
HEBP2	1.2375
ZNF342	0.133
CAMK2G	0.912
TLR3	1.6315
FGF14	-0.1645
HMGB2	-1.891875
TRPM5	0.890166666666667
OR5M11	-0.099
KIF3B	2.82363157894737
PRICKLE2	-0.42575
MTMR9	-0.01425
C3orf27	-0.26225
GLRA3	-0.973
NSDHL	0.0975
TMEM32	0.35825
POLR2D	-0.871333333333333
MYADML	-0.541
C9orf114	-0.38775
MRGPRX1	1.2185
TOPORS	0.85675
CLDN19	-1.198
C1QL4	-0.194
RNF165	-1.01
DHRS9	-0.29725
DNAH2	-0.665666666666667
FXR1	-1.31333333333333
ZMYM3	-1.387875
CASP3	1.078
FAM120C	-1.720625
SCLY	-1.381
CA7	-0.2255
ENTPD5	0.8035
ZNF461	0.169
PDIA5	-0.6255
C1orf19	-0.740333333333333
TMEM67	-0.13325
KCTD20	-0.497
WDR47	0.0855
FLJ38723	0.057
KLRF1	0.368
TAS2R16	1.2845
CLDN12	0.658
PRKCE	0.211
UBXD4	-0.2575
ITGAM	1.55183333333333
GLT8D3	-0.08075
WDR31	0.8439
RGS2	-0.76625
OR51L1	-0.129
MST1R	1.61425
KIAA1737	0.98225
OR4A5	1.2285
GLIS1	-0.179833333333333
PTMA	0.3885
NAPA	0.7725
PRDM11	0.5675
LIPF	1.4845
DIRAS3	0.8045
ASGR2	-5.067625
C1QTNF4	-0.13225
PIK3R4	-0.4425
ARMC3	-1.14766666666667
NDUFV3	-0.504166666666667
BTBD3	0.689166666666667
PPP1R2	0.7195
UBE2NL	-0.15275
FOSL2	0.032
FAM119A	-1.1555
TUBA4A	0.1188
KRTAP12-1	-0.2815
SFRS2	-0.65225
RHPN1	-1.0721
EEF2	-0.895666666666667
ZDHHC11	0.7385
EPHA3	0.0808
RBM12	0.79825
H2AFJ	2.0405
EDIL3	2.477
KIF26A	0.4555
SERGEF	-0.18325
B3GALT4	0.26775
LOC90925	-0.200333333333333
OSCAR	-0.4145
NPFF	0.427125
DEDD	0.189125
TMEM155	-0.058125
PTPN1	0.83375
SCYL2	0.522333333333333
SKAP1	2.23075
LEAP2	-1.80166666666667
GADD45G	1.8658
IFITM3	0.648875
PILRB	-0.414333333333333
SLU7	-0.333375
DSC3	0.1955
DNMT3L	-0.715
PAPD5	0.790125
B3GNT3	3.20116666666667
LHCGR	0.5545
MSL-1	0.07125
UBE2S	-1.972
SAP130	0.40875
ANAPC11	0.27825
MAGED4B	-3.3665
ATP6V1B2	0.512333333333333
C14orf179	0.6815
CAPZA1	-0.0585
CDYL2	-0.761833333333333
GLRX3	-0.2385
LOC136288	-0.64875
MOBKL1A	0.34425
HTR2B	0.6675
CRYGD	-0.281666666666667
NUS1	-0.199333333333333
PGRMC1	0.171
MYOM2	0.992
FLJ39653	0.360166666666667
CHM	0.2765
OR5M8	0.1085
ZNF619	-0.219
FAM105A	1.94875
CCNL1	0.1965
NAP1L3	-0.46375
C10orf57	1.49133333333333
B3GALNT1	-0.956166666666667
CSN1S2A	0.165
TCP10L	-0.00674999999999999
GDAP2	0.304875
DMKN	0.737
COX6B1	1.18875
DNASE2	-0.767166666666667
MSH5	-0.8815
LGMN	-0.889875
USP31	0.7524
OR13C8	1.1925
SDCBP	-0.8919
NUDT11	-2.53233333333333
PYGL	-2.70266666666667
SNPH	0.649
B3GNT4	0.2845
MIZF	-0.2596
NUBPL	-0.183375
NOD1	0.513333333333333
CDH22	3.896
NUBP1	-0.372
DSCAM	-4.474
DGKI	0.2285
FAM136A	-0.32575
AKAP1	1.89783333333333
SLC16A6	-2.30275
RIN3	-0.8975
PSG2	-0.045
DIP2B	0.480416666666667
PSORS1C1	-0.053
KIAA0495	-1.6875
FLJ90709	-0.940833333333333
LPA	-0.099
PIGA	-0.376
LY75	4.3345
UTS2	-5.88283333333333
RREB1	-0.290625
GALNACT-2	0.8015
MGC3196	0.012
FLJ31568	-0.59325
LPHN1	-1.0635
SP1	0.568
TOX4	-0.744333333333333
HSPA9	-0.7929
APOBEC1	0.2575
SLC35E4	-0.04575
LSM5	-1.13475
SURF1	-0.07975
ZBTB1	0.0175
GTF2F1	-1.180625
RPS15A	-0.413928571428571
DUSP21	-0.0523333333333333
GINS4	-2.9765
MYO15A	0.105666666666667
GIMAP7	3.42825
MGC13379	0.79325
ATP6V1E2	-0.0545
UTP3	-0.22375
HNRPA3	-0.2808125
MT4	2.354
C14orf155	-0.07025
U1SNRNPBP	0.33
CKLF	0.0386666666666667
PLEKHN1	1.60683333333333
MBNL1	-0.314916666666667
NUP160	-0.8235
ACSM2A	-1.0695
LOC129881	-0.63225
KIAA1529	0.33375
FLJ22639	-0.6995
HAND1	-0.3345
GSX1	-0.346
FGA	-3.5371875
SERPINB1	-0.64625
ZNF642	0.18975
IGFBP1	-4.888125
SLC1A1	-1.0145
DHX57	-0.196625
ZNF766	1.09
PTPN21	-0.467
GDPD3	0.2475
PNPLA5	-0.52
TBR1	0.243
FAM116A	0.5795
IQGAP1	0.46725
FOS	-2.078375
ZNF226	0.63225
FIGNL1	-1.04316666666667
C14orf1	0.0345
ZMYND17	0.461
PUS7	-0.145833333333333
TUBB6	-1.4255
KCNQ2	-2.21875
MARCH6	-0.367666666666667
CCDC33	-0.4825
PRODH	-0.90325
RBM11	-0.047
EPHA6	0.1004
SLC43A1	0.43875
LOC196541	-0.424714285714286
NTN1	0.0976666666666666
ING4	-0.66425
PCDHB10	0.463
DPH2	-0.382833333333333
SPACA4	-0.1435
FBXL21	-1.38
DIAPH1	-1.15966666666667
ZNF71	0.526
CEP76	-1.677
CORO1A	-1.50575
RRM2	-2.088875
EDG4	0.8435
OS9	0.227333333333333
SLC4A1AP	0.067
COG5	0.39425
COPS8	-1.25775
NGLY1	-0.4545
NCBP2	-0.11725
C17orf42	-0.3235
GPSM3	-0.596625
SIL1	-0.792833333333333
ASB6	-1.24125
SMAD5OS	-0.0638333333333333
UNC93A	-2.251375
A1BG	-1.54466666666667
C21orf62	0.627
FMO5	0.34925
ATRIP	-0.799333333333333
CEBPG	1.56316666666667
C7orf38	-0.344833333333333
TNFRSF1B	1.65383333333333
CLEC1A	0.805833333333333
IQSEC1	1.108375
PATZ1	1.0148
RBM22	0.345
BAG2	-2.24583333333333
PAQR5	0.0126666666666667
C9orf127	0.9644
THNSL1	0.72125
SHROOM3	1.7793
JAM2	1.39625
SNRPN	-0.40325
ALX4	-0.475
CACNA1S	-0.5735
FAM130A1	0.299
CORIN	0.819
CD300LB	-0.41
PLEKHG6	1.262
LRRC40	-0.865
PCLKC	1.35625
PCDHB16	-0.0025
WNT2B	2.2005
ASNS	-0.836555555555555
MRPL49	-0.733
FLJ46111	0.01525
ISG20	0.064875
SMU1	0.135
CASZ1	-0.141
POLR1D	0.00325000000000003
GIN1	-0.86925
SNAG1	-0.404833333333333
ANKRD29	-0.22175
CDKN2AIP	0.2155
KRR1	-0.178
CXCL1	2.76083333333333
EPM2A	0.0634
PC	-0.518333333333333
DEFB127	-1.016
PDZRN4	0.743833333333333
FAH	-1.044875
OR51E1	1.939
CDC2L6	-0.0906666666666667
DNTTIP1	1.85675
PAX8	1.09325
TMEM116	-1.091
C1orf150	0.462
PRO2012	0.607
MRPL40	-0.069
BEX1	-4.279
SLC2A4	1.406
PKMYT1	-1.84725
FEZF2	-0.622666666666667
SLC26A9	-0.164
MAP2	-0.196272727272727
LYL1	-1.6595
SLC25A19	-0.838
NOS3	-0.373
ZNF34	-0.145833333333333
TMPRSS11F	0.013
FAM43A	0.109
FCRL4	-0.231833333333333
KLF14	0.9245
FLRT2	0.0413333333333333
WRN	-0.9455
SDF2	0.2547
KRT8P12	-0.027
C6orf195	0.65
C9orf125	0.998333333333334
DZIP3	-0.322375
RIT1	-0.155916666666667
SCML1	0.679333333333333
RHBDF2	0.19425
OR2G3	1.2465
REXO1L1	-0.397
MAP3K7IP3	0.530625
C3orf57	-7.81875
FBXW11	-0.165
ETAA1	-0.6925
C14orf131	-1.1019
AKT1S1	-0.05575
SLC12A5	-0.361875
C9orf164	1.1155
NRIP3	-1.109375
NOS1AP	0.86725
TMEM121	-1.069
SAP30BP	-0.449
DGCR6	-0.3395
WDR76	-2.603
FAM82B	-0.386166666666667
LOC606495	0.149
MAP9	-0.499416666666667
BCDIN3D	0.66075
CXorf36	2.85883333333333
DSCR3	-0.4368
ZFAND3	-0.8935
C7orf43	-0.617166666666667
SPSB3	1.3729
C19orf19	-0.40125
FAM133A	-1.93128571428571
C12orf25	-0.1045
SLC39A3	-1.214125
DISP2	-0.48225
PI4KAP2	-3.0075
MKRN3	-1.8308
ADAMTS13	-0.625375
CBLN3	0.0106
TTYH1	0.291666666666667
C3orf18	0.06425
FLJ13236	0.58775
ZMYND12	2.11075
C18orf25	0.071875
GLB1L3	-1.1205
ATP13A5	-0.2745
RANBP10	1.33775
CD96	-1.9143
DENND1C	-0.6895
RBMS3	0.909
SLC41A3	1.2415
DGCR6L	-0.56575
TMEM128	1.202
CSNK1G3	0.332214285714286
MOBKL2C	1.65125
TSPAN6	0.646375
MATN2	1.3733
MSL2L1	0.0385
ST6GALNAC2	0.946
FGFBP2	0.13575
FGL1	-6.32866666666667
MPP3	0.164
ARHGEF6	0.0958333333333334
TGFBR2	1.200875
ACMSD	-0.16825
IL33	2.05925
C9orf5	0.426833333333333
DEAF1	-0.8233
AMN	-0.84
DEFA6	5.276625
RNF212	0.141
METT5D1	-0.127666666666667
CIB1	0.5783
TSSK1B	0.1645
KIAA1727	2.46825
ZNF680	-0.0674166666666667
LOC399900	-0.0485
LOC152217	-0.27325
CTNNAL1	-2.3255
CIT	-1.77508333333333
TLE6	-1.0805
ZNF607	0.323
HERC4	-0.1155
DRAP1	-0.9813
PEMT	-1.195
C10orf111	0.5895
ZNF575	0.2845
KCTD7	0.00750000000000003
MYO1F	0.622
LOC285382	0.7335
RAB11A	1.241
PLCD3	-0.14375
C15orf28	0.45125
PTBP2	0.00862500000000001
CTB-1048E9.5	0.9765
C19orf60	0.188
C7orf25	-0.128666666666667
SETD7	0.50325
HOXB9	-1.5315
VANGL1	0.494875
CHAF1B	-1.79475
NDUFA3	0.71925
KIAA1328	-0.309
SHARPIN	-0.340875
TTC23	-0.659875
UGP2	0.0541666666666667
ANKIB1	0.6161
CIRBP	-0.344
SEC14L4	3.7155
OVCH1	-0.352666666666667
VPS52	-0.65525
FAT	0.95625
M6PRBP1	-1.57775
GPRIN3	0.328
PPM1F	-0.8025
TSR1	-1.52025
CCDC85A	1.47525
PCSK5	2.47275
ZFHX3	0.748
HEMK1	-0.4233
PGBD2	0.4285
RSRC2	-0.288833333333333
AURKC	-1.4195
SCRIB	-0.20925
ORM2	-1.34366666666667
FAM115A	0.3263
FZD6	0.30075
UNC119	0.081
GPX3	-0.9661
NOV	-0.251875
CABC1	1.807125
CDC42SE2	-0.4395
EIF2S2	0.961
RNF130	0.082875
CKAP5	-1.94133333333333
RP11-413M3.2	-0.40525
C10orf18	0.6579
TMEM93	-0.527
DYX1C1	-0.56325
KCNMB2	0.1635
ANK3	1.30275
KRT5	-4.3973
CDH12	-0.630625
QRSL1	-0.04725
JUB	-1.06725
SHC4	-1.304125
CCL15	1.494
CCDC22	-0.27
SNX24	-0.96325
RARS	-1.05425
MORC2	0.02625
FAM48A	-0.93125
MT1H	0.18
PPP1R14C	1.44383333333333
FOXD1	-0.409928571428571
C1orf213	-1.8535
AMT	0.2833
DSN1	-0.107
PTPLAD2	1.4795
DIS3L	0.8
RASL11A	1.01
GPRC5B	0.343875
FRMD7	0.1985
STRN4	0.6755
KITLG	0.421227272727273
HDGF	0.3215
OR1S1	-0.725
SETX	0.8638
DDR2	0.22275
KCTD12	1.01075
LYZL2	-0.873
WDR52	0.536
TMEM2	2.05475
ZNF579	-0.2875
LOC200810	0.572
TNFSF9	-1.60975
PPFIA4	-3.9225
CNIH3	-0.121666666666667
MAP4K4	-0.439
ROD1	1.53307142857143
ALS2CR12	0.3736
DOCK3	-1.28466666666667
PAQR9	-2.9045
ASB17	-0.528833333333333
STX16	0.546
FEZ2	-0.2115
DLAT	0.0136666666666667
KIF21B	-0.239666666666667
CDC5L	1.041
TMEM119	0.325833333333333
CRIP3	-0.6915
TPSD1	-0.193666666666667
TEPP	-0.961
GNGT2	1.2995
C21orf121	0.63275
WNK1	0.413
FLJ10490	0.3985
OR51B5	-1.781
LOC203547	-0.85
HAS1	-0.6445
PPA1	0.4685
ST7	-0.528
C11orf46	0.4455
POPDC3	-2.70366666666667
ACOX2	-0.187166666666667
ATCAY	-0.748916666666667
TM4SF19	-0.901
MFSD9	-0.520166666666667
PDHB	-0.0725
ERN1	-0.15275
LCE3C	-0.6975
GPR111	0.9
NOTCH3	1.31533333333333
ADAMTS5	2.81575
B3GALT1	0.09175
UGCGL1	-0.275666666666667
FAM58A	0.0498333333333333
FBXO32	0.4135
CLPP	-1.4405
NXPH1	-0.444
MTMR3	0.8855
ATP1B3	-0.803875
TMEM16A	2.883875
HIST1H3F	-0.606833333333333
TRIM25	-0.0521666666666667
SDCBP2	2.51
CRKL	-0.4145
HOXB2	-1.0275
ANP32B	-0.537875
GATM	1.6325
AP4E1	0.080875
EDG5	-0.560375
CDKN3	-1.87816666666667
CDH4	-2.05475
PGD	-1.17983333333333
RND1	1.1235
GAD1	-1.391
MPG	0.994
LOC440350	0.1845
ZNF133	-0.0485
SERPINB12	-0.164
AMELY	0.154333333333333
DHX36	-0.484
TNFAIP8L2	2.13516666666667
PHTF2	-0.683333333333333
CCDC112	-1.50683333333333
IQCC	-1.118
HEYL	2.81916666666667
FTSJ2	-0.867833333333333
APPL1	1.218625
RAB43	0.742785714285714
OR10G2	-0.5445
WAC	0.585833333333333
ADCY9	0.3935
RUNDC2B	1.53583333333333
PYCRL	-0.6966
AGPAT7	-0.2125
SLC22A9	-0.5285
CDKAL1	-0.6725
PDYN	0.5648
C20orf74	1.93475
MTMR11	0.2725
VAV3	2.82483333333333
DAPL1	3.4715
STXBP3	1.0485
EIF3G	-0.733
ARHGAP22	-1.2015
NPFFR1	-0.517
NPC1	-0.8855
ALDH9A1	0.4165
ZNF600	1.487375
ZNF678	-0.0936666666666667
RASSF1	-0.433
ADD2	-2.734875
PITPNB	0.509
PKD2L2	0.477125
LRP11	0.44775
CDKL1	-0.3495
SMEK2	1.0215
PRODH2	-4.36033333333333
C11orf54	1.66216666666667
SFRS11	-0.262
IL7	2.65783333333333
ALS2CR16	1.6565
BTG3	-0.1395
PAK2	-0.0756666666666667
RP11-679B17.1	-0.47175
GATA4	-2.4025
ATP2B1	-0.37725
LOC130940	-0.0515
C1orf172	2.66283333333333
ATF7IP2	0.661
SLC25A43	0.360333333333333
CENTG3	-0.35725
IGF2BP1	-4.50944444444445
FCHSD1	-0.357
CAMK2N2	-0.466666666666667
ELAVL3	-0.0075
NBPF15	-0.0331666666666667
UBE2J2	-0.0141666666666667
GNL2	-0.6555
PRR3	-0.7136
NLF2	-0.64875
OR4F6	0.4355
KLHL24	1.70566666666667
CCDC88A	-1.7815
SGPP1	-1.08183333333333
C10orf11	1.021
SLC35B4	-1.61366666666667
UGT3A2	0.0575
ARNT2	-1.4233
CBR1	0.759375
ITPR3	1.084
TRAPPC6B	-0.6019
AMZ1	-1.2055
ARP11	2.5255
WDSUB1	1.02575
APBA1	-0.323333333333333
RAB2A	0.6753
C6orf162	0.098375
HPSE2	0.4845
PLCE1	1.33775
INSL3	0.0525
DLG1	0.6762
PTPLA	-3.85975
PIGX	-0.00637500000000005
TFIP11	0.8645
FIBIN	2.005
POLR2G	-0.36675
GRAP2	-1.2954
DNAJB8	-0.0565
CNBP	0.199333333333333
WASF1	-2.28375
INPP5E	-0.7142
HSPB1	-1.0155
TMEM167	-0.4331
CUBN	0.50425
IGF1	0.7664375
ITPK1	-0.2094
NAALAD2	-0.238125
G3BP1	-0.5836
NT5DC1	0.728125
CYP39A1	0.8115
TMEM139	2.29783333333333
POLK	-0.1178
GLULD1	-0.87825
RBM15	-0.822333333333333
AMZ2	-0.0705
GDF15	-1.03566666666667
MESDC2	0.402
INCA	0.644333333333333
ACY1L2	-0.8645
GZMM	-1.68383333333333
PAIP1	-0.44325
CACNA2D1	-0.1565
STK32C	0.1745
SH3BP4	1.978
DEC1	0.921
PADI1	0.349
UBB	-0.191
PON3	-1.9785
PROP1	-0.0135
ANKRD13B	-0.281
ADCK1	-0.0735
TCF25	0.21475
SLC38A5	-0.93525
CXorf26	-0.6315
C19orf39	-0.22025
PPP1R13B	0.7435
ARL2	-1.263
TCL6	-0.175727272727273
TOP3A	-1.614
SLC16A14	-0.056625
FXYD6	1.90083333333333
HIST1H4E	-0.69175
BBC3	0.702947368421053
UNC5A	-0.403833333333333
FAM86C	0.299
PI4KB	0.00349999999999999
B3GAT1	0.99925
SUSD2	-0.272333333333333
OAZ2	0.0633333333333333
NOC4L	-1.14225
C10orf12	-0.0455
FADS1	-2.205
LOC144097	-0.73
DKK2	1.04916666666667
KIAA1949	-0.12875
RHOT1	0.1502
OXT	0.428166666666667
GPR153	-0.85175
ARL4A	-0.509166666666667
SAAL1	-1.3155
CCDC64	-0.5575
USE1	0.0806666666666667
HNMT	0.0315
PCGF3	0.751625
CYP2C19	0.390666666666667
C20orf4	1.252
