Hybridization REF	TCGA-AA-A01C-01A-01R-A00A-07
SLIC1	0.804875
FAM20A	-0.970875
IRF2BP2	0.872
ZNF230	-0.7465
MSN	-1.20378571428571
SLC9A5	-1.4125
EPDR1	0.9203
MUSK	0.316833333333333
ZNF434	0.169
SMARCD1	-0.275333333333333
ZFP106	-0.91075
ZNF347	0.0359
GTF2E1	0.33075
RY1	-0.475166666666667
ATAD2B	0.596125
ARHGAP17	0.7962
KCNIP3	-1.6585
SFPQ	0.21225
GFRA4	0.5035
AKR1B10	-0.334875
TIGD6	0.258
RGS16	0.82775
URB1	-0.7235
OR4C46	-0.1375
TOP3B	-0.71675
NFATC4	0.1125
CA14	-5.57
BMPR1A	0.0243333333333333
SNRP70	-0.803875
PRL	-0.101083333333333
C6orf130	-0.40225
STAG2	0.32475
CD55	-0.873785714285714
RPS23	0.700333333333333
SSX2	-1.13
FDPSL2A	-0.87225
FBXO27	-0.6675
SYNGR3	-1.18733333333333
TMSL3	1.97525
EML1	-2.5295
NUP93	-0.550416666666667
SMAD3	-0.4988
KIAA1189	0.204166666666667
HNRPUL2	0.1965
TBC1D12	0.334833333333333
C16orf24	0.7955
MRVI1	3.054
ZNF581	0.151333333333333
ELOVL3	-0.666
OR51Q1	0.296
CACNB3	0.5745
GALNT13	-1.61071428571429
C10orf84	1.0775
NEDD4	-0.2807
SPO11	0.64
OR5AU1	0.5575
NEK4	0.169214285714286
PRKAR2A	0.572666666666667
IHPK1	-0.5745
ATP6V0B	-0.264375
CACNA1E	1.1855
CEACAM8	2.25933333333333
PEX14	-0.7615
FLJ12993	-1.0345
ZBTB38	0.905
PCTK2	-0.930666666666667
LRRC16	1.4527
FBLIM1	1.26533333333333
FYCO1	0.76475
RP5-1022P6.2	2.13908333333333
CMTM1	-0.00183333333333339
PLTP	0.209333333333333
RAPH1	0.882125
DOCK8	-1.0615
EZH2	-0.6152
SLC25A1	-0.232166666666667
PLEKHB1	1.9228
GRB7	2.0819
ZFP37	-1.15325
MRPL33	-0.35775
PELO	-0.80675
ARMC1	-0.916272727272727
C9orf27	0.156857142857143
FLJ25778	0.01
C9orf37	-0.735166666666667
TMEM66	-0.9455
SPRN	-0.09575
HBEGF	1.8475
PI4KA	-1.764
LEPRE1	-0.8895
POU2AF1	-2.2905
MRPL12	0.625166666666667
REP15	1.5105
ZC3H3	0.374
RASAL1	0.539
DDAH1	2.460875
ACBD5	0.41625
TMC2	0.106
CCDC137	-0.4115
SAMD13	2.828
UGT2B15	-0.1805
TIPARP	-0.876
DNASE1L3	1.1425
TRIM72	0.638166666666667
DBX2	0.29775
IPO8	0.264
C21orf88	-1.0957
MAP3K14	0.383
LOC51233	0.291166666666667
GGTLA4	-1.29425
PDE6D	-0.1995
ZNF117	-0.48075
CLK2	-1.72575
NKRF	-0.05975
TNFSF15	2.2202
DUSP2	0.098875
SECISBP2	0.4114
GABRR2	0.092
PPAP2C	2.58875
LOC51145	-0.0663333333333333
PAG1	0.40875
PIK3C3	-1.42875
GNG10	-0.0715
APOL4	-0.1465
ANKRD28	-0.75425
STMN3	-0.2331
RAB14	0.5406
CDK2AP2	0.9795
HDDC3	0.343375
COMMD7	0.704
CXXC1	-0.72325
HMCN1	-1.2005
CD40	-0.67075
DYNC1LI2	0.6199375
GDI1	-0.252
LOC646938	0.09975
VSNL1	1.57333333333333
PIH1D1	-0.5725
RAET1G	0.3005
KRTAP5-9	0.4075
EFTUD2	-0.0515
ZNF311	-0.00266666666666667
ATP6V1G3	-0.21075
OR2W3	-0.284
SCN4A	0.07375
MED10	-0.893125
FAM135A	1.1583
ARHGAP4	-0.135
EHMT2	-0.51975
UFD1L	-0.51325
ERMP1	0.47625
MAG1	-1.59983333333333
THAP8	-0.581166666666667
HACE1	-1.45866666666667
FAM82C	-0.443
C3orf20	-0.32
UNC84A	-1.21033333333333
SCD5	0.405
LASS6	1.74625
LSG1	0.156583333333333
MAL	-6.24375
GPR22	0.448
WDR5B	0.5485
ACTRT1	0.367
C17orf60	-1.74366666666667
GRIN2C	0.2314
ARMC8	-0.624583333333333
SLC47A1	-3.43183333333333
DMPK	-0.0335
DHRS13	-0.636166666666667
SMC1A	-0.294166666666667
KRTAP17-1	0.281
SMYD5	0.35925
TUSC2	0.404125
CRHR2	0.5935
KIR3DL2	-0.192
CCDC104	-0.51425
ATP2C1	0.266875
CROT	-0.084
PABPC3	-0.531666666666667
EGR1	1.033
THSD1	0.95
KHK	1.09
SLC12A2	3.466625
CD58	-0.10975
STOX2	-2.5005
CCDC76	-0.6832
CCDC48	3.687
DNAH1	0.326
ZIC4	-0.279375
OR1G1	0.3425
PSMC6	-0.5975
PROKR1	0.324
ABCB1	-0.16825
TRAT1	-3.13175
LLGL1	0.2445
MTF1	0.3405
USP54	1.218875
PAGE2B	-2.331
ITGB7	-4.49075
CCDC81	-0.033
LOC149837	1.26975
SCUBE1	0.2005
ZSCAN10	0.7445
HUWE1	0.444428571428571
CDH17	7.066
CD180	-0.6035
IL17A	0.53675
TMPO	-0.66475
KIAA1524	-0.5924
HDGFRP3	-2.38133333333333
OXCT1	-1.17227272727273
RRAS2	-0.595
LTBP2	1.103875
SV2B	-0.337666666666667
CYP2A6	0.286
PKD1L2	-0.463833333333333
PPM1M	-0.96475
FLJ22662	2.80816666666667
ZNF502	2.55025
GP6	-0.46875
CRYBA2	0.89025
LEF1	-2.4981
CTPS	-1.90814285714286
EYA1	-3.37183333333333
EPS8L1	0.235
MAPK14	-0.353
SERPINB2	-5.076125
GTF2F2	1.28466666666667
ZNHIT4	-0.2415
PLA1A	-0.320625
C20orf114	-1.52866666666667
HPR	-4.569
C18orf2	-3.13583333333333
SATB2	3.716
KCNJ9	-0.07275
MGC157906	0.2145
MOCS3	1.55375
C17orf71	-0.536833333333333
PPHLN1	0.1647
HIST1H2BN	-0.52025
RAPGEF1	-0.02375
MAP3K8	0.5725
DLG4	0.358833333333333
STC1	-0.716583333333333
CDGAP	-0.01675
DDX26B	-0.39375
LOC150223	-1.11675
CPSF3	-0.261833333333333
TMEM14A	0.1545
MYH3	-1.997
GPKOW	-0.07375
SULT1A1	-0.387333333333333
SPON1	2.2787
YY1AP1	-1.11866666666667
RAB23	-0.13675
PLA2G4A	-5.1765
MAPRE3	-0.301
ZNF516	-0.953642857142857
GGPS1	-0.0105
EXOC3L2	0.239875
C19orf42	-0.00480000000000001
MAP2K2	0.2885
HIST1H2BB	-0.87225
RNF19B	0.875
C6orf128	-0.364833333333333
TLR8	0.909333333333333
PCDHA9	0.279
CARS2	0.871125
CLUL1	-1.067
RHAG	-4.70366666666667
UNK	-0.172
EXOC8	-0.3738
C9orf95	1.0415
C14orf143	0.541
MAML3	0.15
LDHA	-1.45425
MRPL20	-0.1925
KLHDC6	0.243166666666667
ATP5S	0.5555
C8orf55	0.262
PHF19	-0.740875
KRTAP13-4	0.747
TTC5	-0.48375
XKR5	-0.10775
SILV	-5.35633333333333
TEX28	-0.5905
TCTN1	-0.42125
CX40.1	0.351
PPP2R5C	0.138
C12orf30	-1.778
CAPG	1.842
MPZL1	0.27565
ARSB	-1.12133333333333
TDH	-2.21833333333333
WASF4	0.931
TSSK3	-0.425833333333333
7A5	3.38
CRISPLD1	-0.553875
MAD1L1	-0.936
SPIN4	0.615333333333333
AMPD1	-0.096
DPYSL5	0.562
INPP1	0.510333333333333
ANKRD11	-0.0162222222222222
NPAS4	0.49225
GCET2	-0.6764
RNASE9	0.395
GUCY2D	0.1825
CCDC98	-1.1625
FGF4	0.064
CPM	-2.30166666666667
SLC26A4	-2.6522
PLD5	-0.0615
FAM59A	0.233
FBXO5	-1.49555555555556
SIPA1L1	0.981
DPYS	0.22125
ATG4D	0.10375
TGM3	0.5585
MTCH1	-0.708875
HK1	-0.621923076923077
CDC26	0.81825
GALNT12	1.70983333333333
LOC339229	0.3525
MRPL35	0.285375
ORC4L	-0.083875
TNKS	-0.0675714285714286
C2orf24	0.189333333333333
ZNF553	0.654333333333333
GGTLA1	2.2829
ZNF497	-2.0465
CDY1B	-0.215666666666667
SLC30A4	0.76025
TUB	-1.571
ARHGEF18	0.4305
ARRB1	0.7685
KCNK1	0.481625
EREG	3.5175
SCAMP5	-0.15875
RUNDC3B	-0.17175
ADAMTS20	0.412666666666667
IL17RB	0.71125
FLJ20323	-1.3325
MCAM	0.344125
POLR3E	0.11525
AQR	0.106
IPMK	0.6465
CDCA7	1.365
CAMP	-1.678
GRHL3	0.12575
ADAMTSL2	0.973333333333333
CLMN	2.30833333333333
SSTR3	0.7965
MAGEA5	-1.68766666666667
OVOL2	3.67025
JMJD1B	0.285
RBL2	0.3081
PYGO2	0.28725
PPP1R10	0.527833333333333
CSE1L	-0.272333333333333
LCA5	-0.52375
RDH16	-0.12075
ASRGL1	-0.635375
TOM1	-0.604833333333333
PTX3	-6.00925
TTC15	0.192
SCGB3A1	0.531333333333333
MRPL50	0.062
RCAN3	0.653
SLC26A11	-1.1965
STYX	-0.733166666666667
CINP	0.04125
MARCH7	-0.92825
PFKM	-0.679
SGMS1	-0.758
RIOK3	-1.1544
C1orf110	0.143
CES7	-0.0022857142857143
LOC440248	-1.6655
PPP1R12C	-0.844
C10orf27	0.6635
ATG9A	-0.31925
MRPS26	1.610625
TMEM40	-0.25575
ELP3	-0.1248
ZNF787	0.9025
HIAT1	-1.186375
C8orf34	0.9125
MGC4655	-0.8075
PELI1	0.806833333333333
PPT1	-1.6877
SLC35C2	0.065
C6orf125	-0.476
MUC4	3.37916666666667
RFC4	-1.289
GNB2	0.265333333333333
NUP50	-0.159
SULT4A1	-0.8355
C7	1.50225
CCDC130	0.0268333333333333
ARRDC4	0.5265
RQCD1	-0.92375
GLYCTK	0.85875
AYTL2	-2.3064
MTUS1	0.9858
LEMD3	0.319
PLEKHF2	-0.796
HOXA7	2.180875
GTF3C2	-0.911
DYNLRB2	-1.899
CNOT10	-0.10575
MR1	-1.397
FFAR1	0.08375
PRIC285	-0.058
SLITRK6	-0.39575
LIX1	-2.2826
UBE1L2	-0.583583333333333
F8	-0.53225
ACHE	1.29566666666667
KPNA5	-1.211
TNFRSF12A	-0.136833333333333
EGR3	-1.18
SERPIND1	-4.0725
OASL	2.82325
IFRD1	-1.015375
WDFY1	0.473
ZNF267	-0.067125
ACCN5	0.561
ZBTB6	0.685
PPP1R3A	0.3045
PRRT3	-0.17925
FBXL19	-0.3915
TXNIP	0.270142857142857
ACTN2	-3.11533333333333
ATG9B	-0.378875
C9orf117	0.99725
IL27	2.573
RPL36AL	0.587666666666667
KLK15	1.1125
CHAD	0.4255
RAP2B	0.0833
HEBP2	1.48675
ZNF342	-0.097
CAMK2G	0.320166666666667
TLR3	0.7675
FGF14	-0.88625
HMGB2	-0.662125
TRPM5	0.564166666666667
OR5M11	0.673
KIF3B	1.54584210526316
PRICKLE2	-0.4825
MTMR9	-0.46775
C3orf27	0.11975
GLRA3	-1.10583333333333
NSDHL	0.336166666666667
TMEM32	0.1825
POLR2D	-0.208416666666667
MYADML	0.1485
C9orf114	-0.3675
MRGPRX1	0.777
TOPORS	1.17175
CLDN19	-0.8685
C1QL4	-0.0805
RNF165	-3.754
DHRS9	1.261
DNAH2	-0.838833333333333
FXR1	-1.8425
ZMYM3	-0.73525
CASP3	0.281
FAM120C	0.23175
SCLY	-0.2605
CA7	0.612
ENTPD5	1.244
ZNF461	-0.072625
PDIA5	-0.487
C1orf19	-1.454
TMEM67	-0.5775
KCTD20	-0.3525
WDR47	-1.256
FLJ38723	-1.1415
KLRF1	0.5875
TAS2R16	0.7195
CLDN12	0.127
PRKCE	-0.597
UBXD4	-1.0285
ITGAM	1.384
GLT8D3	-0.397
WDR31	0.5518
RGS2	-0.31375
OR51L1	0.5855
MST1R	2.4135
KIAA1737	0.61875
OR4A5	1.152
GLIS1	-1.5435
PTMA	1.205
NAPA	0.269
PRDM11	0.44225
LIPF	0.4465
DIRAS3	-0.80875
ASGR2	-4.7805
C1QTNF4	-0.05275
PIK3R4	-0.546333333333333
ARMC3	0.30825
NDUFV3	-1.33066666666667
BTBD3	0.00799999999999998
PPP1R2	0.146166666666667
UBE2NL	0.253
FOSL2	0.459357142857143
FAM119A	-0.738166666666667
TUBA4A	0.4863
KRTAP12-1	0.308
SFRS2	-0.37525
RHPN1	-0.8455
EEF2	-0.383166666666667
ZDHHC11	0.729333333333333
EPHA3	-1.5515
RBM12	0.2565
H2AFJ	1.91233333333333
EDIL3	2.1575
KIF26A	0.39175
SERGEF	-0.076
B3GALT4	2.6855
LOC90925	0.983333333333333
OSCAR	-0.512375
NPFF	0.1945
DEDD	0.31125
TMEM155	-0.84175
PTPN1	0.36
SCYL2	-0.162333333333333
SKAP1	-0.75675
LEAP2	-2.38533333333333
GADD45G	1.6319
IFITM3	1.9695
PILRB	-0.834166666666667
SLU7	0.2409375
DSC3	0.158
DNMT3L	-0.8115
PAPD5	0.230375
B3GNT3	4.25033333333333
LHCGR	-0.0385
MSL-1	0.09725
UBE2S	-0.935375
SAP130	-0.3435
ANAPC11	0.26275
MAGED4B	-0.828
ATP6V1B2	-0.0475
C14orf179	0.734
CAPZA1	-0.818125
CDYL2	-1.29233333333333
GLRX3	-0.5525
LOC136288	-0.40625
MOBKL1A	-1.218
HTR2B	0.8265
CRYGD	0.172333333333333
NUS1	-0.559666666666667
PGRMC1	0.797
MYOM2	1.916
FLJ39653	-1.12583333333333
CHM	-0.3272
OR5M8	0.211
ZNF619	-0.085
FAM105A	3.41925
CCNL1	-0.875125
NAP1L3	-1.29075
C10orf57	0.313666666666667
B3GALNT1	-2.1685
CSN1S2A	-0.01
TCP10L	-1.5035
GDAP2	-0.399625
DMKN	-2.617
COX6B1	0.91325
DNASE2	0.1555
MSH5	-1.07925
LGMN	-0.173375
USP31	-0.3905
OR13C8	0.882
SDCBP	-0.6318
NUDT11	-2.5535
PYGL	-1.06783333333333
SNPH	-0.886833333333333
B3GNT4	0.972
MIZF	-0.5
NUBPL	0.8495
NOD1	1.08433333333333
CDH22	0.632
NUBP1	0.195333333333333
DSCAM	-4.634
DGKI	-0.644
FAM136A	0.19925
AKAP1	1.81066666666667
SLC16A6	-2.76625
RIN3	0.842
PSG2	0.25125
DIP2B	0.13775
PSORS1C1	1.0597
KIAA0495	-3.0395
FLJ90709	-0.0766666666666667
LPA	0.28
PIGA	-0.0578333333333333
LY75	4.3255
UTS2	-4.3995
RREB1	-0.04675
GALNACT-2	-0.2294
MGC3196	0.35375
FLJ31568	0.02425
LPHN1	-0.2465
SP1	0.904375
TOX4	0.2375
HSPA9	0.269
APOBEC1	5.254
SLC35E4	-0.45125
LSM5	0.18975
SURF1	0.02375
ZBTB1	-0.554083333333333
GTF2F1	0.041875
RPS15A	0.645857142857143
DUSP21	-1.1066
GINS4	-0.805666666666667
MYO15A	-0.4725
GIMAP7	2.725
MGC13379	1.1435
ATP6V1E2	-0.9205
UTP3	-0.5435
HNRPA3	-0.0796875
MT4	0.1955
C14orf155	0.58625
U1SNRNPBP	0.6015
CKLF	-0.250666666666667
PLEKHN1	0.0226666666666667
MBNL1	-0.369583333333333
NUP160	-0.681
ACSM2A	-0.51825
LOC129881	-1.21875
KIAA1529	-0.83
FLJ22639	0.0535
HAND1	-0.046
GSX1	0.2275
FGA	-4.59907142857143
SERPINB1	1.866
ZNF642	0.6505
IGFBP1	-8.589
SLC1A1	1.236125
DHX57	-0.112625
ZNF766	0.0885
PTPN21	0.2265
GDPD3	-0.397333333333333
PNPLA5	0.078
TBR1	0.861
FAM116A	0.1115
IQGAP1	0.122875
FOS	1.86625
ZNF226	-0.3425
FIGNL1	0.305333333333333
C14orf1	0.361
ZMYND17	0.099
PUS7	0.2105
TUBB6	-1.383875
KCNQ2	-1.5645
MARCH6	-0.3525
CCDC33	0.528
PRODH	-1.12375
RBM11	-0.288
EPHA6	0.33625
SLC43A1	1.468
LOC196541	0.364375
NTN1	0.187416666666667
ING4	-0.049
PCDHB10	0.90025
DPH2	-0.5935
SPACA4	0.89425
FBXL21	-7.046
DIAPH1	0.198
ZNF71	0.577166666666667
CEP76	-0.909
CORO1A	-1.40475
RRM2	-0.77075
EDG4	0.38475
OS9	0.316
SLC4A1AP	-0.1345
COG5	0.00325
COPS8	-1.087
NGLY1	-1.053
NCBP2	0.844125
C17orf42	-0.192833333333333
GPSM3	0.561625
SIL1	0.204666666666667
ASB6	-0.5175
SMAD5OS	-0.0208333333333333
UNC93A	-1.34925
A1BG	-1.908
C21orf62	0.574
FMO5	-1.2015
ATRIP	-0.3165
CEBPG	0.808166666666667
C7orf38	-0.4485
TNFRSF1B	0.7765
CLEC1A	0.183833333333333
IQSEC1	-0.583375
PATZ1	0.4647
RBM22	0.963
BAG2	-2.95133333333333
PAQR5	-0.691666666666667
C9orf127	1.4746
THNSL1	-0.1675
SHROOM3	2.0817
JAM2	-1.24625
SNRPN	-3.53466666666667
ALX4	-0.0385
CACNA1S	0.3775
FAM130A1	-0.431
CORIN	0.949
CD300LB	0.687
PLEKHG6	1.631
LRRC40	-1.48875
PCLKC	1.18075
PCDHB16	1.93083333333333
WNT2B	2.408
ASNS	-1.52155555555556
MRPL49	-0.059
FLJ46111	0.361
ISG20	-0.452
SMU1	0.5565
CASZ1	0.102
POLR1D	0.771833333333333
GIN1	-1.286
SNAG1	-0.427833333333333
ANKRD29	-2.90025
CDKN2AIP	0.14275
KRR1	-0.2485
CXCL1	2.73066666666667
EPM2A	-1.2341
PC	-1.46116666666667
DEFB127	0.691
PDZRN4	1.04066666666667
FAH	-0.795625
OR51E1	1.9575
CDC2L6	0.587
DNTTIP1	1.00875
PAX8	-0.482
TMEM116	-1.092
C1orf150	0.649
PRO2012	0.21625
MRPL40	-0.668833333333333
BEX1	-3.5653
SLC2A4	1.12516666666667
PKMYT1	-0.4535
FEZF2	-0.482
SLC26A9	-1.35225
MAP2	-0.470666666666667
LYL1	-1.84025
SLC25A19	-0.140833333333333
NOS3	0.272
ZNF34	-0.0136666666666667
TMPRSS11F	-0.398333333333333
FAM43A	0.0115
FCRL4	-0.2735
KLF14	0.33625
FLRT2	-1.77433333333333
WRN	-0.8435
SDF2	0.1295
KRT8P12	0.79
C6orf195	0.132
C9orf125	2.40983333333333
DZIP3	-0.743625
RIT1	-0.94425
SCML1	1.15683333333333
RHBDF2	0.573625
OR2G3	-0.4735
REXO1L1	-0.3575
MAP3K7IP3	0.777
C3orf57	-7.97175
FBXW11	0.120833333333333
ETAA1	-0.80075
C14orf131	-1.1505
AKT1S1	-0.13025
SLC12A5	-0.494125
C9orf164	1.76475
NRIP3	-1.060625
NOS1AP	-0.96125
TMEM121	-1.81825
SAP30BP	-0.0806
DGCR6	-1.0655
WDR76	-2.25375
FAM82B	-0.754333333333333
LOC606495	-1.501
MAP9	-0.831166666666667
BCDIN3D	-0.0075
CXorf36	1.80933333333333
DSCR3	-0.7079
ZFAND3	-0.62425
C7orf43	0.3945
SPSB3	0.6523
C19orf19	0.67175
FAM133A	-2.85185714285714
C12orf25	0.252
SLC39A3	-0.627
DISP2	-0.39275
PI4KAP2	-2.227
MKRN3	-2.4645
ADAMTS13	-0.628
CBLN3	0.1727
TTYH1	-2.21083333333333
C3orf18	-0.97325
FLJ13236	0.56
ZMYND12	0.2315
C18orf25	-0.27875
GLB1L3	-1.2555
ATP13A5	0.5755
RANBP10	0.40725
CD96	-2.2231
DENND1C	1.11325
RBMS3	-0.5339
SLC41A3	0.774166666666667
DGCR6L	-1.11625
TMEM128	-0.155
CSNK1G3	-0.248214285714286
MOBKL2C	0.889375
TSPAN6	1.985
MATN2	-1.6901
MSL2L1	0.430333333333333
ST6GALNAC2	-3.292
FGFBP2	-1.475625
FGL1	-7.43566666666667
MPP3	-1.71683333333333
ARHGEF6	-1.53366666666667
TGFBR2	0.7555
ACMSD	-1.59275
IL33	4.13425
C9orf5	-0.15075
DEAF1	-0.5918
AMN	1.7005
DEFA6	5.68625
RNF212	-0.715333333333333
METT5D1	0.221
CIB1	0.4962
TSSK1B	0.42325
KIAA1727	1.85375
ZNF680	-0.421583333333333
LOC399900	-1.143
LOC152217	0.706583333333333
CTNNAL1	-1.5935
CIT	-0.607833333333333
TLE6	-1.31325
ZNF607	0.31825
HERC4	-0.853333333333333
DRAP1	-0.7087
PEMT	-0.0755
C10orf111	0.959
ZNF575	1.286125
KCTD7	-0.05775
MYO1F	0.520875
LOC285382	0.71125
RAB11A	-0.0119
PLCD3	0.3645
C15orf28	0.02075
PTBP2	-1.625125
CTB-1048E9.5	-1.03025
C19orf60	0.65
C7orf25	-0.0786666666666667
SETD7	-0.10725
HOXB9	-2.087
VANGL1	-0.0655
CHAF1B	-2.0205
NDUFA3	0.8675
KIAA1328	-0.9185
SHARPIN	-0.00737500000000001
TTC23	-0.344125
UGP2	0.117416666666667
ANKIB1	0.2001
CIRBP	-0.324714285714286
SEC14L4	0.518666666666667
OVCH1	-0.0168333333333333
VPS52	-0.3775
FAT	1.4575
M6PRBP1	0.09975
GPRIN3	0.2875
PPM1F	-0.933166666666667
TSR1	-0.3775
CCDC85A	0.284333333333333
PCSK5	2.192
ZFHX3	0.547
HEMK1	-0.2086
PGBD2	0.1535
RSRC2	-0.436333333333333
AURKC	-1.28866666666667
SCRIB	-0.23625
ORM2	-5.36433333333333
FAM115A	-0.5388
FZD6	-0.6865
UNC119	-0.3895
GPX3	-1.5011
NOV	-1.68925
CABC1	0.3765
CDC42SE2	-0.3625625
EIF2S2	0.3093
RNF130	0.618875
CKAP5	-1.35983333333333
RP11-413M3.2	0.649125
C10orf18	0.2272
TMEM93	0.30675
DYX1C1	-1.77975
KCNMB2	-1.04771428571429
ANK3	0.538
KRT5	-3.6381
CDH12	-1.703875
QRSL1	0.821875
JUB	-0.58475
SHC4	-1.999125
CCL15	1.912
CCDC22	0.591
SNX24	-2.31825
RARS	-0.538
MORC2	-0.28775
FAM48A	0.2905
MT1H	-1.8115
PPP1R14C	2.67583333333333
FOXD1	-2.99735714285714
C1orf213	-2.11
AMT	0.7689
DSN1	0.096
PTPLAD2	0.68775
DIS3L	-0.61025
RASL11A	2.165
GPRC5B	-0.523375
FRMD7	-0.302
STRN4	0.59975
KITLG	-0.116571428571429
HDGF	-0.08825
OR1S1	0.061
SETX	0.2384
DDR2	-0.04625
KCTD12	0.2305
LYZL2	-0.491
WDR52	0.128
TMEM2	1.295125
ZNF579	0.6145
LOC200810	1.14
TNFSF9	-1.2335
PPFIA4	-3.6355
CNIH3	0.1505
MAP4K4	-1.39014285714286
ROD1	1.66264285714286
ALS2CR12	-0.906166666666667
DOCK3	-1.448
PAQR9	-4.08125
ASB17	0.929666666666667
STX16	-0.279625
FEZ2	-0.441666666666667
DLAT	-0.0915
KIF21B	-1.02233333333333
CDC5L	-0.1895
TMEM119	0.758166666666667
CRIP3	-1.415
TPSD1	0.0575
TEPP	0.44
GNGT2	0.11925
C21orf121	-0.074
WNK1	-0.413916666666667
FLJ10490	1.0303
OR51B5	-1.595
LOC203547	-0.266875
HAS1	-0.84
PPA1	0.713666666666667
ST7	0.617375
C11orf46	-0.364
POPDC3	-3.47383333333333
ACOX2	1.41783333333333
ATCAY	-0.367666666666667
TM4SF19	-2.1755
MFSD9	0.4165
PDHB	-0.441
ERN1	-0.379
LCE3C	0.3265
GPR111	0.074
NOTCH3	1.45516666666667
ADAMTS5	2.814
B3GALT1	-1.3965
UGCGL1	0.419166666666667
FAM58A	0.547166666666667
FBXO32	0.2815
CLPP	-0.0765
NXPH1	-1.5105
MTMR3	-0.0521666666666667
ATP1B3	0.1355
TMEM16A	4.038375
HIST1H3F	-0.3385
TRIM25	-0.166833333333333
SDCBP2	4.4035
CRKL	-1.56975
HOXB2	-1.86716666666667
ANP32B	0.745
GATM	2.558
AP4E1	-0.382875
EDG5	0.0675
CDKN3	-0.3295
CDH4	-2.47275
PGD	-1.16433333333333
RND1	0.579
GAD1	-3.5072
MPG	0.43125
LOC440350	-0.1905
ZNF133	0.9635
SERPINB12	0.72
AMELY	-0.164333333333333
DHX36	-1.31775
TNFAIP8L2	2.01233333333333
PHTF2	-0.588166666666667
CCDC112	-0.2595
IQCC	-1.207
HEYL	3.17016666666667
FTSJ2	-1.1345
APPL1	0.104375
RAB43	-0.135642857142857
OR10G2	0.7365
WAC	-0.120833333333333
ADCY9	-0.141
RUNDC2B	-0.210833333333333
PYCRL	0.2609
AGPAT7	0.786666666666667
SLC22A9	-0.588166666666667
CDKAL1	-0.313
PDYN	-1.1345
C20orf74	2.09025
MTMR11	2.735
VAV3	2.731
DAPL1	-0.18975
STXBP3	-0.0355
EIF3G	-0.02875
ARHGAP22	-1.176
NPFFR1	0.3525
NPC1	-1.08566666666667
ALDH9A1	0.0258333333333333
ZNF600	0.508875
ZNF678	-0.356666666666667
RASSF1	-0.0294166666666667
ADD2	-2.94225
PITPNB	-0.3385
PKD2L2	-0.211571428571429
LRP11	0.7905
CDKL1	-0.4545
SMEK2	0.167
PRODH2	-3.561
C11orf54	0.758333333333333
SFRS11	-0.8745
IL7	1.51366666666667
ALS2CR16	1.0995
BTG3	-0.325
PAK2	-0.594833333333333
RP11-679B17.1	-0.55525
GATA4	-1.798
ATP2B1	-0.35175
LOC130940	-2.456
C1orf172	2.06033333333333
ATF7IP2	0.287
SLC25A43	0.762666666666667
CENTG3	0.0345833333333333
IGF2BP1	-4.0592
FCHSD1	0.5765
CAMK2N2	0.874666666666667
ELAVL3	-0.1641
NBPF15	-1.39066666666667
UBE2J2	-0.439333333333333
GNL2	-0.937
PRR3	-0.319
NLF2	0.92075
OR4F6	-0.3955
KLHL24	0.7875
CCDC88A	-2.9619
SGPP1	-1.4465
C10orf11	-0.729
SLC35B4	-1.199
UGT3A2	-0.801
ARNT2	-2.1872
CBR1	-0.07475
ITPR3	0.296
TRAPPC6B	-0.8049
AMZ1	-2.0175
ARP11	2.68175
WDSUB1	-0.64075
APBA1	0.172833333333333
RAB2A	0.303
C6orf162	-0.0485
HPSE2	0.93725
PLCE1	0.839
INSL3	0.14525
DLG1	-0.0778
PTPLA	-2.49925
PIGX	-0.460375
TFIP11	-0.140666666666667
FIBIN	2.455
POLR2G	-0.417
GRAP2	-3.1335
DNAJB8	0.00749999999999998
CNBP	0.535
WASF1	-1.999
INPP5E	-1.2199
HSPB1	-0.71925
TMEM167	-0.5294
CUBN	-0.19275
IGF1	0.209375
ITPK1	0.9569
NAALAD2	-1.26085714285714
G3BP1	0.7694
NT5DC1	0.441125
CYP39A1	2.19
TMEM139	2.34158333333333
POLK	-0.869
GLULD1	-1.5725
RBM15	-1.07016666666667
AMZ2	-0.53475
GDF15	0.153
MESDC2	-0.15725
INCA	0.492333333333333
ACY1L2	1.961
GZMM	-0.871333333333333
PAIP1	-0.14025
CACNA2D1	-0.38525
STK32C	-0.379666666666667
SH3BP4	0.812
DEC1	-0.042
PADI1	-0.298
UBB	0.2936
PON3	-0.647166666666667
PROP1	0.7705
ANKRD13B	1.3
ADCK1	-0.16475
TCF25	0.136
SLC38A5	-2.34375
CXorf26	0.189166666666667
C19orf39	1.10775
PPP1R13B	0.241
ARL2	-0.33
TCL6	0.394416666666667
TOP3A	-0.2445
SLC16A14	-1.472
FXYD6	1.4175
HIST1H4E	0.48775
BBC3	0.826947368421053
UNC5A	0.262666666666667
FAM86C	-0.1334
PI4KB	-0.881125
B3GAT1	-3.7475
SUSD2	-0.186166666666667
OAZ2	-1.0095
NOC4L	0.29
C10orf12	0.09425
FADS1	-0.206666666666667
LOC144097	-0.166
DKK2	2.6965
KIAA1949	-0.58875
RHOT1	-0.3922
OXT	0.916666666666667
GPR153	0.86975
ARL4A	-0.282833333333333
SAAL1	-1.10225
CCDC64	-0.032
USE1	-0.0258333333333333
HNMT	1.11033333333333
PCGF3	-0.159125
CYP2C19	1.0005
C20orf4	1.043
