Hybridization REF	TCGA-AA-A00F-01A-01R-A002-07
MUSK	-0.240833333333333
ZNF434	-0.5885
SMARCD1	-0.073
ZFP106	-0.4985
ZNF347	-0.5809
GTF2E1	0.23975
RY1	-0.843666666666667
ATAD2B	0.87475
ARHGAP17	0.5302
KCNIP3	-1.7335
SFPQ	0.123375
GFRA4	0.9075
AKR1B10	1.803875
TIGD6	-0.2185
RGS16	-0.5065
URB1	-0.01
OR4C46	0.420333333333333
TOP3B	-1.256
NFATC4	-0.0595
CA14	-4.6575
BMPR1A	-0.489166666666667
SNRP70	-1.14525
PRL	-0.514
C6orf130	-0.0585
STAG2	0.427
CD55	-0.353714285714286
RPS23	-0.881666666666667
SSX2	-1.1455
FDPSL2A	-0.6665
FBXO27	-1.109625
SYNGR3	-1.42433333333333
TMSL3	1.6895
EML1	-1.655
NUP93	-0.808083333333333
SMAD3	-0.4212
KIAA1189	-0.404333333333333
HNRPUL2	0.930166666666667
TBC1D12	0.321166666666667
C16orf24	0.92375
MRVI1	1.78966666666667
ZNF581	-0.7575
ELOVL3	-1.133
OR51Q1	-0.012
CACNB3	0.746
GALNT13	-2.6025
C10orf84	0.3580625
NEDD4	-0.3425
SPO11	-0.7505
OR5AU1	0.776
NEK4	0.578357142857143
PRKAR2A	0.842333333333333
IHPK1	-0.423166666666667
ATP6V0B	-0.69125
CACNA1E	1.5085
CEACAM8	3.48666666666667
PEX14	-0.86
FLJ12993	-1.2415
ZBTB38	1.06941666666667
PCTK2	-1.0105
LRRC16	1.3535
FBLIM1	1.35816666666667
FYCO1	1.01025
RP5-1022P6.2	0.826166666666667
CMTM1	0.437833333333333
PLTP	-0.0811666666666667
RAPH1	0.809375
DOCK8	-0.052625
EZH2	-0.0133333333333333
SLC25A1	-0.648166666666667
PLEKHB1	0.225
GRB7	1.305
ZFP37	-2.1765
MRPL33	-0.37775
PELO	-0.8925
ARMC1	-0.796636363636364
C9orf27	0.183285714285714
FLJ25778	0.398
C9orf37	-0.727166666666667
TMEM66	-1.29875
SPRN	-0.0695
HBEGF	1.71575
PI4KA	-1.4455
LEPRE1	-1.269
POU2AF1	-1.406375
MRPL12	-0.181
REP15	3.887
ZC3H3	-0.0595
RASAL1	-0.933
DDAH1	2.55325
ACBD5	0.102125
TMC2	0.442
CCDC137	-0.49875
SAMD13	2.58033333333333
UGT2B15	0.114833333333334
TIPARP	-0.829
DNASE1L3	2.2415
TRIM72	0.182833333333333
DBX2	-0.13625
IPO8	0.49425
C21orf88	1.8734
MAP3K14	0.5115
LOC51233	0.191
GGTLA4	0.80925
PDE6D	-0.508
ZNF117	-0.3275
CLK2	-0.707625
NKRF	-0.0245
TNFSF15	2.6316
DUSP2	-0.155
SECISBP2	0.5505
GABRR2	-0.32
PPAP2C	1.8605
LOC51145	0.515833333333333
PAG1	1.784875
PIK3C3	-0.4395
GNG10	-0.257
APOL4	-0.2542
ANKRD28	-0.4565
STMN3	-1.0365
RAB14	0.686
CDK2AP2	0.484
HDDC3	-0.12225
COMMD7	-0.00725000000000001
CXXC1	-0.95675
HMCN1	-1.32933333333333
CD40	-1.01125
DYNC1LI2	0.8346875
GDI1	-0.14975
LOC646938	-0.0875
VSNL1	0.821666666666667
PIH1D1	-0.414833333333333
RAET1G	0.9305
KRTAP5-9	0.1325
EFTUD2	-0.6195
ZNF311	0.0471666666666666
ATP6V1G3	0.06625
OR2W3	-0.80725
SCN4A	-0.25625
MED10	-1.296375
FAM135A	2.1205
ARHGAP4	0.1215
EHMT2	0.045125
UFD1L	-0.68875
ERMP1	0.923
MAG1	0.475833333333333
THAP8	-0.427833333333333
HACE1	-1.77266666666667
FAM82C	-0.325833333333333
C3orf20	0.032
UNC84A	-0.056
SCD5	-0.486071428571429
LASS6	1.399625
LSG1	0.254583333333333
MAL	-5.21725
GPR22	0.0425
WDR5B	0.1105
ACTRT1	0.123
C17orf60	-0.835166666666667
GRIN2C	0.4336
ARMC8	-0.510833333333333
SLC47A1	-2.84866666666667
DMPK	-0.4265
DHRS13	-1.53066666666667
SMC1A	-0.442333333333333
KRTAP17-1	0.0115
SMYD5	-0.6205
TUSC2	0.982875
CRHR2	0.4915
KIR3DL2	0.2195
CCDC104	-1.078
ATP2C1	0.485125
CROT	-0.13025
PABPC3	0.0486666666666667
EGR1	-0.425166666666667
THSD1	1.20825
KHK	0.1215
SLC12A2	3.0131875
CD58	-0.072
STOX2	-1.50083333333333
CCDC76	-0.4049
CCDC48	4.615
DNAH1	0.356333333333333
ZIC4	-0.1545
OR1G1	-0.0345
PSMC6	-0.2065
PROKR1	0.114
ABCB1	2.065625
TRAT1	-2.26125
LLGL1	-0.0735
MTF1	1.2925
USP54	1.238875
PAGE2B	-2.545
ITGB7	-3.36425
CCDC81	-0.5795
LOC149837	0.02475
SCUBE1	0.2035
ZSCAN10	1.3485
HUWE1	0.268428571428571
CDH17	8.009
CD180	-1.0825
IL17A	0.4365
TMPO	-0.83425
KIAA1524	-0.577666666666667
HDGFRP3	-2.80216666666667
OXCT1	-1.21809090909091
RRAS2	-1.7615
LTBP2	1.19475
SV2B	-0.4925
CYP2A6	-0.0405000000000001
PKD1L2	-0.918333333333333
PPM1M	-0.53025
FLJ22662	3.229
ZNF502	2.51925
GP6	-1.0595
CRYBA2	1.2275
LEF1	-2.2753
CTPS	-1.50328571428571
EYA1	1.7385
EPS8L1	0.5045
MAPK14	0.08875
SERPINB2	-4.970125
GTF2F2	1.768
ZNHIT4	-0.4985
PLA1A	-0.044375
C20orf114	-0.34175
HPR	-4.6725
C18orf2	-2.981
SATB2	2.91775
KCNJ9	0.440625
MGC157906	0.287
MOCS3	0.638
C17orf71	-0.9965
PPHLN1	0.2018
HIST1H2BN	-0.166875
RAPGEF1	-0.160125
MAP3K8	0.99325
DLG4	0.28
STC1	-1.16391666666667
CDGAP	0.28925
DDX26B	0.037
LOC150223	-1.212
CPSF3	-0.4405
TMEM14A	-0.06875
MYH3	-0.96075
GPKOW	0.1315
SULT1A1	0.277833333333333
SPON1	3.3643
YY1AP1	-0.634333333333333
RAB23	-0.05975
PLA2G4A	-4.7935
MAPRE3	-0.05475
ZNF516	-0.4135
GGPS1	0.227
EXOC3L2	0.722125
C19orf42	0.1401
MAP2K2	-0.0216666666666667
HIST1H2BB	-0.50725
RNF19B	0.779
C6orf128	-0.098
TLR8	1.54025
PCDHA9	-0.0285
CARS2	1.241375
CLUL1	-1.12
RHAG	-3.70333333333333
UNK	-0.4245
EXOC8	0.109
C9orf95	0.7605
C14orf143	-0.358
MAML3	0.5375
LDHA	-1.518
MRPL20	-0.36875
KLHDC6	5.0825
ATP5S	0.313
C8orf55	-0.82425
PHF19	-1.10875
KRTAP13-4	0.681
TTC5	-1.2285
XKR5	-0.426
SILV	-4.607
TEX28	-0.5415
TCTN1	-0.709
CX40.1	0.4545
PPP2R5C	0.27975
C12orf30	-1.144
CAPG	1.584
MPZL1	0.3642
ARSB	-1.67016666666667
TDH	-2.94275
WASF4	1.7255
TSSK3	-0.669333333333333
7A5	4.5485
CRISPLD1	-1.050375
MAD1L1	-0.246833333333333
SPIN4	0.731
AMPD1	1.15025
DPYSL5	0.1805
INPP1	1.4085
ANKRD11	0.372666666666667
NPAS4	0.123625
GCET2	-0.0564
RNASE9	0.539
GUCY2D	0.147833333333333
CCDC98	-1.227
FGF4	-0.321125
CPM	0.268666666666667
SLC26A4	-2.26366666666667
PLD5	0.04925
FAM59A	1.3827
FBXO5	-0.832666666666667
SIPA1L1	1.205375
DPYS	-0.963
ATG4D	-0.043
TGM3	0.7995
MTCH1	-0.62125
HK1	-0.778142857142857
CDC26	0.085375
GALNT12	2.34933333333333
LOC339229	-0.50925
MRPL35	0.271625
ORC4L	0.02375
TNKS	-0.569857142857143
C2orf24	-0.203166666666667
ZNF553	0.438
GGTLA1	1.8216
ZNF497	-1.93625
CDY1B	-0.7415
SLC30A4	1.164
TUB	-1.943625
ARHGEF18	0.8095
ARRB1	0.9105
KCNK1	1.5515
EREG	3.0963
SCAMP5	0.297
RUNDC3B	2.123
ADAMTS20	0.1165
IL17RB	-0.256875
FLJ20323	-0.27725
MCAM	0.122125
POLR3E	0.7045
AQR	0.0423333333333333
IPMK	1.0305
CDCA7	0.907375
CAMP	-1.59025
GRHL3	1.95325
ADAMTSL2	0.676166666666667
CLMN	2.2455
SSTR3	0.904
MAGEA5	-2.0025
OVOL2	2.91575
JMJD1B	0.223
RBL2	0.4343
PYGO2	-0.03375
PPP1R10	0.504833333333333
CSE1L	-0.359833333333333
LCA5	-1.0755
RDH16	-0.50775
ASRGL1	0.09
TOM1	-0.6005
PTX3	-6.3885
TTC15	0.1135
SCGB3A1	0.429
MRPL50	-0.176
RCAN3	0.755375
SLC26A11	-1.127
STYX	-0.731666666666667
CINP	-0.238
MARCH7	-0.80675
PFKM	-0.725833333333333
SGMS1	-0.165666666666667
RIOK3	0.5998
C1orf110	0.3285
CES7	0.334125
LOC440248	-0.79625
PPP1R12C	-0.6205
C10orf27	0.5835
ATG9A	-0.55275
MRPS26	0.072625
TMEM40	-1.0395
ELP3	-1.3618
ZNF787	0.85
HIAT1	-1.019625
C8orf34	0.761666666666667
MGC4655	-0.775
PELI1	1.12716666666667
PPT1	-1.6656
SLC35C2	-0.322
C6orf125	-0.27625
MUC4	4.65166666666667
RFC4	-1.55385714285714
GNB2	0.411
NUP50	0.119928571428571
SULT4A1	-1.67483333333333
C7	2.135
CCDC130	0.506166666666667
ARRDC4	0.47825
RQCD1	-0.66875
GLYCTK	0.874
AYTL2	-0.933090909090909
MTUS1	0.641
LEMD3	0.438666666666667
PLEKHF2	-0.1055
HOXA7	2.951125
GTF3C2	-1.351
DYNLRB2	-2.10825
CNOT10	0.23275
MR1	-1.47183333333333
FFAR1	-0.0505
PRIC285	0.19375
SLITRK6	1.65575
LIX1	-2.4541
UBE1L2	-0.0475
F8	-0.3905
ACHE	1.01316666666667
KPNA5	-1.786
TNFRSF12A	-0.4695
EGR3	-2.567
SERPIND1	-1.89
OASL	1.43125
IFRD1	-0.040875
WDFY1	0.481166666666667
ZNF267	0.024625
ACCN5	0.1435
ZBTB6	0.3
PPP1R3A	-0.3425
PRRT3	-0.4935
FBXL19	-0.3745
TXNIP	1.16471428571429
ACTN2	-2.2075
ATG9B	-0.411625
C9orf117	0.39
IL27	-0.475
RPL36AL	-0.0428333333333333
KLK15	2.60475
CHAD	1.165
RAP2B	-0.1085
HEBP2	2.015
ZNF342	-0.2535
CAMK2G	-0.0723333333333333
TLR3	1.818
FGF14	-0.5415
HMGB2	-0.433625
TRPM5	0.833833333333333
OR5M11	0.5325
KIF3B	1.29552631578947
PRICKLE2	-0.2445
MTMR9	-1.1435
C3orf27	0.04775
GLRA3	-1.774
NSDHL	-0.1465
TMEM32	0.2325
POLR2D	-0.635833333333333
MYADML	0.3945
C9orf114	-0.639
MRGPRX1	0.335
TOPORS	0.59675
CLDN19	-1.3985
C1QL4	-0.2415
RNF165	-2.9215
DHRS9	4.112
DNAH2	-0.0755
FXR1	-1.64516666666667
ZMYM3	-1.1595
CASP3	0.366833333333333
FAM120C	-0.08725
SCLY	-0.44775
CA7	0.744
ENTPD5	2.70733333333333
ZNF461	-0.8165
PDIA5	-0.19425
C1orf19	-0.7995
TMEM67	-1.70125
KCTD20	-0.48875
WDR47	-0.613
FLJ38723	0.528
KLRF1	0.0616666666666666
TAS2R16	0.1595
CLDN12	0.793
PRKCE	-0.2485
UBXD4	-0.976
ITGAM	1.56583333333333
GLT8D3	-0.11525
WDR31	-0.0728
RGS2	0.31775
OR51L1	0.509
MST1R	2.6095
KIAA1737	1.03375
OR4A5	0.429
GLIS1	-1.53383333333333
PTMA	1.02692857142857
NAPA	-0.09425
PRDM11	0.8035
LIPF	0.526
DIRAS3	-0.8405
ASGR2	-4.2595
C1QTNF4	-0.06475
PIK3R4	-0.376
ARMC3	-0.2005
NDUFV3	-0.154666666666667
BTBD3	-0.8945
PPP1R2	0.16775
UBE2NL	-0.155
FOSL2	0.751142857142857
FAM119A	-0.6495
TUBA4A	0.6197
KRTAP12-1	0.05425
SFRS2	-0.58375
RHPN1	-0.9192
EEF2	-0.337333333333333
ZDHHC11	-2.92383333333333
EPHA3	-1.1983
RBM12	0.267
H2AFJ	0.667083333333333
EDIL3	1.483
KIF26A	-1.5405
SERGEF	0.3025
B3GALT4	3.20275
LOC90925	0.784333333333333
OSCAR	-0.46925
NPFF	0.434875
DEDD	0.13675
TMEM155	-0.926125
PTPN1	0.54275
SCYL2	0.257166666666667
SKAP1	3.17925
LEAP2	-1.49916666666667
GADD45G	1.4337
IFITM3	0.833
PILRB	0.00983333333333333
SLU7	0.0408125
DSC3	-1.4125
DNMT3L	-1.19625
PAPD5	0.441875
B3GNT3	3.784
LHCGR	-0.236
MSL-1	-0.27575
UBE2S	-1.1465
SAP130	-0.31375
ANAPC11	-0.24275
MAGED4B	-2.1405
ATP6V1B2	-0.799
C14orf179	0.4465
CAPZA1	0.232
CDYL2	-1.32316666666667
GLRX3	-0.767
LOC136288	-0.49775
MOBKL1A	-0.804
HTR2B	-0.36775
CRYGD	-0.085
NUS1	-0.274666666666667
PGRMC1	-0.041
MYOM2	-0.7455
FLJ39653	-0.2395
CHM	-0.00299999999999999
OR5M8	0.253
ZNF619	-0.146
FAM105A	3.07875
CCNL1	-0.3615
NAP1L3	-1.4775
C10orf57	-0.0196666666666667
B3GALNT1	-2.7795
CSN1S2A	-0.2155
TCP10L	-1.835
GDAP2	0.580625
DMKN	-3.014
COX6B1	0.82725
DNASE2	-0.316
MSH5	-0.3395
LGMN	-0.305875
USP31	0.1618
OR13C8	0.388
SDCBP	-0.037
NUDT11	-3.107
PYGL	-0.758666666666667
SNPH	-1.01216666666667
B3GNT4	-0.432
MIZF	-0.7732
NUBPL	-0.28675
NOD1	1.03333333333333
CDH22	-0.041875
NUBP1	-0.211666666666667
DSCAM	-3.86825
DGKI	-1.0315
FAM136A	0.03725
AKAP1	1.46366666666667
SLC16A6	-1.79025
RIN3	0.28775
PSG2	0.01025
DIP2B	0.378666666666667
PSORS1C1	2.2715
KIAA0495	-2.558
FLJ90709	-0.389333333333333
LPA	0.2305
PIGA	0.0671666666666667
LY75	4.53366666666667
UTS2	-5.2475
RREB1	0.15575
GALNACT-2	-0.4813
MGC3196	0.43
FLJ31568	-0.00825
LPHN1	-0.34325
SP1	1.025375
TOX4	-0.3905
HSPA9	-0.202
APOBEC1	5.3835
SLC35E4	0.2775
LSM5	0.227
SURF1	0.23175
ZBTB1	0.407083333333333
GTF2F1	-0.09375
RPS15A	0.365928571428571
DUSP21	-0.0505
GINS4	-1.16183333333333
MYO15A	-0.901
GIMAP7	3.064
MGC13379	1.6265
ATP6V1E2	-1.38583333333333
UTP3	-0.55525
HNRPA3	-0.115125
MT4	-1.285
C14orf155	0.2525
U1SNRNPBP	0.6725
CKLF	-0.00316666666666666
PLEKHN1	2.016
MBNL1	-0.0336666666666667
NUP160	-0.76925
ACSM2A	-1.54175
LOC129881	-1.35975
KIAA1529	-1.79125
FLJ22639	-0.41125
HAND1	-0.4435
GSX1	0.6065
FGA	-4.311375
SERPINB1	2.37775
ZNF642	0.47275
IGFBP1	-8.151875
SLC1A1	2.962375
DHX57	-0.626375
ZNF766	0.3875
PTPN21	0.4673
GDPD3	1.39183333333333
PNPLA5	-0.0605
TBR1	-0.3165
FAM116A	0.65675
IQGAP1	0.753625
FOS	0.619125
ZNF226	-0.24575
FIGNL1	0.369666666666667
C14orf1	0.168833333333333
ZMYND17	0.0235
PUS7	0.652666666666667
TUBB6	-1.522375
KCNQ2	-1.1115
MARCH6	-0.55625
CCDC33	0.557
PRODH	-1.1605
RBM11	-1.312
EPHA6	0.012
SLC43A1	0.975
LOC196541	0.292875
NTN1	0.494666666666667
ING4	-0.0945
PCDHB10	1.13025
DPH2	-0.610833333333333
SPACA4	1.70325
FBXL21	-4.46
DIAPH1	-0.551
ZNF71	0.351833333333333
CEP76	-1.026
CORO1A	-0.6185
RRM2	-0.907
EDG4	0.39325
OS9	0.1625
SLC4A1AP	-0.20525
COG5	0.66075
COPS8	-1.072
NGLY1	-0.38625
NCBP2	0.534
C17orf42	-0.998833333333333
GPSM3	0.946
SIL1	-0.4435
ASB6	-0.31375
SMAD5OS	-0.441833333333333
UNC93A	-0.7555
A1BG	-2.24416666666667
C21orf62	0.2735
FMO5	0.71575
ATRIP	-0.205333333333333
CEBPG	1.15133333333333
C7orf38	-0.0523333333333333
TNFRSF1B	0.949
CLEC1A	1.28083333333333
IQSEC1	-0.269
PATZ1	-0.2391
RBM22	0.6
BAG2	-3.29733333333333
PAQR5	-0.177833333333333
C9orf127	0.6871
THNSL1	0.07275
SHROOM3	2.3634
JAM2	-0.574
SNRPN	-1.78975
ALX4	-0.218
CACNA1S	-0.1435
FAM130A1	-0.30075
CORIN	1.224
CD300LB	0.5655
PLEKHG6	2.3785
LRRC40	-1.53425
PCLKC	2.8235
PCDHB16	1.63983333333333
WNT2B	3.066
ASNS	-0.658333333333333
MRPL49	-0.2485
FLJ46111	0.27125
ISG20	-0.143125
SMU1	-0.0955
CASZ1	0.84
POLR1D	0.76825
GIN1	-1.18575
SNAG1	-0.721
ANKRD29	-2.11575
CDKN2AIP	0.08975
KRR1	-0.36875
CXCL1	3.32166666666667
EPM2A	-0.9592
PC	-0.720333333333333
DEFB127	-0.114
PDZRN4	1.576
FAH	-0.86825
OR51E1	5.1035
CDC2L6	0.394166666666667
DNTTIP1	0.99075
PAX8	-0.0445
TMEM116	-0.71025
C1orf150	-0.121
PRO2012	0.30375
MRPL40	-1.36583333333333
BEX1	-3.5944
SLC2A4	-0.235666666666667
PKMYT1	-1.0405
FEZF2	-0.4065
SLC26A9	-2.03425
MAP2	-1.08233333333333
LYL1	-1.707
SLC25A19	-0.622833333333333
NOS3	0.4705
ZNF34	-0.600833333333333
TMPRSS11F	-0.99025
FAM43A	-0.72625
FCRL4	0.846333333333333
KLF14	0.43325
FLRT2	-0.9985
WRN	-1.70425
SDF2	-0.4141
KRT8P12	0.5145
C6orf195	0.1325
C9orf125	1.89466666666667
DZIP3	-0.726625
RIT1	-0.451916666666667
SCML1	0.910833333333333
RHBDF2	0.275375
OR2G3	0.0175
REXO1L1	-0.3275
MAP3K7IP3	0.314375
C3orf57	-6.41925
FBXW11	-0.2795
ETAA1	-1.115
C14orf131	-0.5769
AKT1S1	-0.3515
SLC12A5	-1.178875
C9orf164	1.70825
NRIP3	-0.978625
NOS1AP	0.0745
TMEM121	-2.0435
SAP30BP	-0.6921
DGCR6	-1.061
WDR76	-2.60825
FAM82B	-0.684833333333333
LOC606495	-0.565
MAP9	-1.08525
BCDIN3D	0.27625
CXorf36	2.30366666666667
DSCR3	-0.1354
ZFAND3	-0.423375
C7orf43	0.794166666666667
SPSB3	0.6302
C19orf19	0.888
FAM133A	-4.18957142857143
C12orf25	-0.1565
SLC39A3	-0.662
DISP2	0.80825
PI4KAP2	-2.716
MKRN3	-2.73883333333333
ADAMTS13	-0.8255
CBLN3	0.0995
TTYH1	-1.97733333333333
C3orf18	-0.73725
FLJ13236	0.84775
ZMYND12	0.8645
C18orf25	-0.259875
GLB1L3	-1.408
ATP13A5	-0.7755
RANBP10	0.75525
CD96	-1.7495
DENND1C	-0.53975
RBMS3	-0.4697
SLC41A3	0.436166666666667
DGCR6L	-1.20475
TMEM128	-0.103166666666667
CSNK1G3	-0.102071428571429
MOBKL2C	0.936
TSPAN6	1.631375
MATN2	-0.0551
MSL2L1	0.604333333333333
ST6GALNAC2	-2.93966666666667
FGFBP2	-1.140125
FGL1	-6.999
MPP3	-0.894833333333333
ARHGEF6	-0.888166666666667
TGFBR2	1.573375
ACMSD	-1.356
IL33	5.56425
C9orf5	-0.163583333333333
DEAF1	-0.2084
AMN	2.209
DEFA6	3.436
RNF212	-1.3785
METT5D1	0.3005
CIB1	0.6425
TSSK1B	0.02825
KIAA1727	0.41125
ZNF680	-0.287083333333333
LOC399900	-0.6385
LOC152217	0.355416666666667
CTNNAL1	-1.5415
CIT	-0.672833333333333
TLE6	-1.67375
ZNF607	-0.623
HERC4	-1.137
DRAP1	-0.6052
PEMT	-0.72325
C10orf111	-0.251
ZNF575	1.544875
KCTD7	-0.10725
MYO1F	0.315125
LOC285382	0.3905
RAB11A	0.1334
PLCD3	0.4805
C15orf28	-0.245
PTBP2	-1.556375
CTB-1048E9.5	-0.622
C19orf60	0.944333333333333
C7orf25	0.482333333333333
SETD7	0.221125
HOXB9	3.1015
VANGL1	0.1735625
CHAF1B	-1.61025
NDUFA3	0.4225
KIAA1328	-1.19166666666667
SHARPIN	-0.338875
TTC23	-0.414125
UGP2	0.448833333333333
ANKIB1	0.5804
CIRBP	-0.639571428571429
SEC14L4	-0.5115
OVCH1	-0.236166666666667
VPS52	-0.37925
FAT	1.041875
M6PRBP1	0.11525
GPRIN3	0.4345
PPM1F	-1.12933333333333
TSR1	-0.48575
CCDC85A	0.00375
PCSK5	1.28
ZFHX3	0.7175
HEMK1	-0.2161
PGBD2	0.24325
RSRC2	-0.00599999999999999
AURKC	-2.62983333333333
SCRIB	-0.382
ORM2	-4.23883333333333
FAM115A	0.2297
FZD6	-0.7405
UNC119	-0.593666666666667
GPX3	-1.5331
NOV	-1.632625
CABC1	0.124625
CDC42SE2	0.3748125
EIF2S2	0.0978
RNF130	-0.083625
CKAP5	-0.902166666666667
RP11-413M3.2	0.698375
C10orf18	-0.123
TMEM93	-0.3795
DYX1C1	-1.2875
KCNMB2	-2.49725
ANK3	0.556
KRT5	-2.8539
CDH12	-1.918625
QRSL1	-0.0805
JUB	-0.25525
SHC4	-2.745125
CCL15	2.10416666666667
CCDC22	0.146
SNX24	-1.1345
RARS	-0.6085
MORC2	-0.1455
FAM48A	0.6295
MT1H	-0.129
PPP1R14C	2.60166666666667
FOXD1	-0.648428571428571
C1orf213	-1.586
AMT	0.4284
DSN1	-0.49925
PTPLAD2	0.36475
DIS3L	-0.76725
RASL11A	2.5845
GPRC5B	-0.900875
FRMD7	-0.402
STRN4	0.435
KITLG	0.957454545454545
HDGF	0.74875
OR1S1	0.0015
SETX	0.335
DDR2	-0.531625
KCTD12	0.90975
LYZL2	-0.61525
WDR52	0.0845
TMEM2	1.754
ZNF579	0.956
LOC200810	0.41525
TNFSF9	-1.814625
PPFIA4	-3.594
CNIH3	0.148666666666667
MAP4K4	-1.02271428571429
ROD1	1.31371428571429
ALS2CR12	-0.2985
DOCK3	-1.09633333333333
PAQR9	-4.597
ASB17	0.320333333333333
STX16	-0.068125
FEZ2	0.197166666666667
DLAT	-0.402666666666667
KIF21B	-0.0753333333333333
CDC5L	0.148
TMEM119	1.26333333333333
CRIP3	-1.2945
TPSD1	0.602833333333333
TEPP	0.5695
GNGT2	0.63
C21orf121	-0.081
WNK1	-0.0405833333333333
FLJ10490	1.4633
OR51B5	-1.8575
LOC203547	-0.379125
HAS1	-1.2615
PPA1	0.1675
ST7	-0.00325000000000002
C11orf46	-0.1439
POPDC3	-4.13466666666667
ACOX2	2.1025
ATCAY	-0.206
TM4SF19	-2.519
MFSD9	0.202333333333333
PDHB	-0.177
ERN1	-0.5365
LCE3C	0.1545
GPR111	0.306
NOTCH3	1.0485
ADAMTS5	1.79625
B3GALT1	0.12425
UGCGL1	0.217833333333333
FAM58A	0.880833333333333
FBXO32	0.8005
CLPP	-0.31375
NXPH1	-1.75125
MTMR3	0.444333333333333
ATP1B3	0.66275
TMEM16A	3.92925
HIST1H3F	-0.180833333333333
TRIM25	0.0305
SDCBP2	4.594
CRKL	-1.5555
HOXB2	-2.1615
ANP32B	0.420875
GATM	2.5795
AP4E1	-0.42175
EDG5	-0.07075
CDKN3	-0.522
CDH4	-2.7765
PGD	-1.27283333333333
RND1	-0.1105
GAD1	-2.9968
MPG	0.391625
LOC440350	-0.1605
ZNF133	-0.5275
SERPINB12	-0.176
AMELY	-0.289833333333333
DHX36	-1.17575
TNFAIP8L2	1.99833333333333
PHTF2	-0.198666666666667
CCDC112	-0.277833333333333
IQCC	-1.20025
HEYL	2.98683333333333
FTSJ2	0.022
APPL1	-0.829625
RAB43	0.114142857142857
OR10G2	0.206
WAC	-0.2125
ADCY9	-0.3845
RUNDC2B	0.364666666666667
PYCRL	-0.6258
AGPAT7	0.156833333333333
SLC22A9	-1.33383333333333
CDKAL1	-0.0055
PDYN	-0.737666666666667
C20orf74	1.6055
MTMR11	3.3445
VAV3	2.42225
DAPL1	-1.43575
STXBP3	0.133
EIF3G	-0.012
ARHGAP22	-2.4495
NPFFR1	0.377
NPC1	-0.808333333333333
ALDH9A1	0.321666666666667
ZNF600	1.06425
ZNF678	-0.03
RASSF1	-0.289833333333333
ADD2	-3.2485
PITPNB	0.250625
PKD2L2	-0.19275
LRP11	0.92825
CDKL1	0.46525
SMEK2	0.57425
PRODH2	-3.104
C11orf54	0.466833333333333
SFRS11	-0.496
IL7	3.44516666666667
ALS2CR16	1.941
BTG3	0.242666666666667
PAK2	-0.0260555555555556
RP11-679B17.1	-0.319
GATA4	-2.10883333333333
ATP2B1	-0.0975
LOC130940	-0.355
C1orf172	2.1305
ATF7IP2	0.24425
SLC25A43	0.2425
CENTG3	0.729833333333333
IGF2BP1	-4.1927
FCHSD1	0.2055
CAMK2N2	1.618
ELAVL3	-0.1025
NBPF15	-0.247166666666667
UBE2J2	-0.702666666666667
GNL2	-0.88125
PRR3	-0.3986
NLF2	1.33625
OR4F6	0.789
KLHL24	0.8825
CCDC88A	-2.5697
SGPP1	-0.815166666666667
C10orf11	-1.29533333333333
SLC35B4	-0.993833333333333
UGT3A2	-1.7825
ARNT2	-2.6362
CBR1	-1.175875
ITPR3	1.12333333333333
TRAPPC6B	-1.0516
AMZ1	-2.093
ARP11	1.6255
WDSUB1	-0.412
APBA1	0.8205
RAB2A	0.3689
C6orf162	0.1245
HPSE2	0.50525
PLCE1	1.65775
INSL3	0.2325
DLG1	0.3016
PTPLA	-3.309
PIGX	-0.45425
TFIP11	-0.0636666666666667
FIBIN	2.442
POLR2G	0.0215
GRAP2	-2.6643
DNAJB8	-0.3615
CNBP	0.6635
WASF1	-3.0145
INPP5E	-1.2789
HSPB1	-0.44275
TMEM167	-0.7255
CUBN	-0.53675
IGF1	0.8950625
ITPK1	0.8917
NAALAD2	-1.493625
G3BP1	0.1043
NT5DC1	0.6425
CYP39A1	1.9935
TMEM139	2.80108333333333
POLK	-0.9904
GLULD1	-1.801
RBM15	-0.742166666666667
AMZ2	-1.326
GDF15	0.0913333333333333
MESDC2	-0.546
INCA	0.640833333333333
ACY1L2	1.999
GZMM	-0.752666666666667
PAIP1	0.28075
CACNA2D1	-0.57275
STK32C	-1.44233333333333
SH3BP4	0.0813333333333333
DEC1	-0.0655
PADI1	-0.0645
UBB	-0.042
PON3	-1.30783333333333
PROP1	0.713
ANKRD13B	-0.03
ADCK1	0.21375
TCF25	0.619916666666667
SLC38A5	0.54925
CXorf26	0.931
C19orf39	0.78425
PPP1R13B	0.8455
ARL2	-0.721
TCL6	0.251083333333333
TOP3A	-0.838
SLC16A14	0.1575
FXYD6	0.916
HIST1H4E	0.79925
BBC3	1.04831578947368
UNC5A	0.361
FAM86C	-0.1013
PI4KB	-0.5035
B3GAT1	-4.178
SUSD2	-0.237
OAZ2	-0.9145
NOC4L	0.015
C10orf12	0.209
FADS1	-2.067
LOC144097	-0.3345
DKK2	2.29366666666667
KIAA1949	-0.19725
RHOT1	-0.5699
OXT	0.690666666666667
GPR153	1.2845
ARL4A	1.3495
SAAL1	-0.83725
CCDC64	0.2135
USE1	-0.0286666666666667
HNMT	0.5975
PCGF3	0.2265625
CYP2C19	0.90275
C20orf4	0.238
CCDC11	-1.4045
ACSBG2	-0.0445
RWDD2A	-0.04075
PALLD	1.599625
