Hybridization REF	TCGA-AA-A01D-01A-01R-A00A-07
ATAD2B	0.241375
ARHGAP17	-0.0175
KCNIP3	-1.29925
SFPQ	0.135375
GFRA4	0.626666666666667
AKR1B10	3.526125
TIGD6	-0.227833333333333
RGS16	2.300625
URB1	-0.103666666666667
OR4C46	0.2882
TOP3B	-0.648
NFATC4	0.6205
CA14	-4.96025
BMPR1A	-0.0826666666666667
SNRP70	-0.900375
PRL	0.42025
C6orf130	0.06875
STAG2	0.21325
CD55	1.896
RPS23	0.0485
SSX2	-1.2722
FDPSL2A	-0.44975
FBXO27	-0.632875
SYNGR3	-1.44283333333333
TMSL3	0.98525
EML1	-0.999
NUP93	-1.07383333333333
SMAD3	0.2256
KIAA1189	-0.226
HNRPUL2	0.0693333333333333
TBC1D12	0.101
C16orf24	0.121
MRVI1	3.3895
ZNF581	0.326666666666667
ELOVL3	-0.4025
OR51Q1	0.01725
CACNB3	0.00333333333333334
GALNT13	-1.55371428571429
C10orf84	0.01325
NEDD4	-0.5852
SPO11	0.609
OR5AU1	0.2725
NEK4	0.0756428571428571
PRKAR2A	-0.321666666666667
IHPK1	0.0248333333333333
ATP6V0B	0.761125
CACNA1E	1.2245
CEACAM8	3.59183333333333
PEX14	-0.567
FLJ12993	-2.2345
ZBTB38	-0.04425
PCTK2	-0.388333333333333
LRRC16	1.2941
FBLIM1	2.01191666666667
FYCO1	0.9645
RP5-1022P6.2	1.0315
CMTM1	-0.956166666666667
PLTP	0.505833333333333
RAPH1	0.38525
DOCK8	0.14975
EZH2	-1.64353333333333
SLC25A1	-0.1765
PLEKHB1	2.3853
GRB7	1.082
ZFP37	-2.14825
MRPL33	0.177
PELO	-0.59475
ARMC1	-0.369272727272727
C9orf27	0.13975
FLJ25778	-0.034
C9orf37	-0.975166666666667
TMEM66	0.29
SPRN	0.0535
HBEGF	3.814625
PI4KA	-1.0275
LEPRE1	-0.6005
POU2AF1	-3.793
MRPL12	-0.0658333333333333
REP15	2.1325
ZC3H3	0.758
RASAL1	1.87425
DDAH1	3.194625
ACBD5	0.36575
TMC2	-0.185
CCDC137	-0.77975
SAMD13	3.121
UGT2B15	-0.298
TIPARP	0.0775
DNASE1L3	1.83925
TRIM72	0.581833333333333
DBX2	-0.54125
IPO8	-0.17425
C21orf88	0.9142
MAP3K14	-0.101
LOC51233	0.4795
GGTLA4	0.6215
PDE6D	-0.813
ZNF117	-1.308
CLK2	-0.676875
NKRF	-0.1715
TNFSF15	1.8025
DUSP2	0.470125
SECISBP2	0.0597
GABRR2	-1.536
PPAP2C	1.86675
LOC51145	0.0983333333333333
PAG1	1.557625
PIK3C3	-0.60525
GNG10	0.0915
APOL4	0.275666666666667
ANKRD28	-1.200625
STMN3	-1.7095
RAB14	0.7884
CDK2AP2	0.73025
HDDC3	-0.1635
COMMD7	0.209
CXXC1	-0.61075
HMCN1	-1.06
CD40	-0.15975
DYNC1LI2	0.2416875
GDI1	-0.03
LOC646938	-0.03075
VSNL1	-0.107333333333333
PIH1D1	-0.250833333333333
RAET1G	-0.884
KRTAP5-9	0.299
EFTUD2	-0.7885
ZNF311	-0.8435
ATP6V1G3	0.041
OR2W3	-0.21575
SCN4A	0.00274999999999997
MED10	-0.608
FAM135A	1.815
ARHGAP4	0.14425
EHMT2	-0.662
UFD1L	-0.801
ERMP1	0.91675
MAG1	1.15133333333333
THAP8	-0.891333333333333
HACE1	-1.76133333333333
FAM82C	0.412333333333333
C3orf20	0.691
UNC84A	-0.4945
SCD5	0.438307692307692
LASS6	1.323125
LSG1	0.04625
MAL	-5.4005
GPR22	-0.158
WDR5B	0.027
ACTRT1	-0.1735
C17orf60	0.108333333333333
GRIN2C	0.0464
ARMC8	-0.626916666666667
SLC47A1	-2.85866666666667
DMPK	0.75075
DHRS13	-1.7615
SMC1A	-0.4935
KRTAP17-1	0.3155
SMYD5	-0.31
TUSC2	0.201125
CRHR2	0.5635
KIR3DL2	-0.5885
CCDC104	-1.0765
ATP2C1	0.36375
CROT	-0.618
PABPC3	0.638166666666667
EGR1	1.5305
THSD1	1.3665
KHK	0.75925
SLC12A2	2.811875
CD58	0.22575
STOX2	-1.24416666666667
CCDC76	-0.4541
CCDC48	4.281
DNAH1	0.136
ZIC4	0.127142857142857
OR1G1	-0.103
PSMC6	-0.144
PROKR1	0.335
ABCB1	2.3915
TRAT1	-3.52025
LLGL1	0.278
MTF1	0.885
USP54	-0.25725
PAGE2B	-2.971
ITGB7	-4.30675
CCDC81	-0.316
LOC149837	-0.12675
SCUBE1	-0.037
ZSCAN10	1.0995
HUWE1	0.275857142857143
CDH17	8.0625
CD180	0.0195
IL17A	0.35725
TMPO	-0.591625
KIAA1524	-0.784833333333333
HDGFRP3	-2.30883333333333
OXCT1	-1.63936363636364
RRAS2	-0.388
LTBP2	1.3920625
SV2B	1.20216666666667
CYP2A6	0.32075
PKD1L2	-0.780833333333333
PPM1M	-0.0575
FLJ22662	2.617
ZNF502	1.929
GP6	-0.338
CRYBA2	1.6335
LEF1	-2.1486
CTPS	-0.945571428571428
EYA1	-2.9495
EPS8L1	1.0015
MAPK14	-0.357583333333333
SERPINB2	-5.51425
GTF2F2	1.00433333333333
ZNHIT4	-0.2435
PLA1A	0.564625
C20orf114	2.35425
HPR	-5.055
C18orf2	-2.76883333333333
SATB2	-0.33225
KCNJ9	0.144125
MGC157906	0.223
MOCS3	-0.43075
C17orf71	-1.05583333333333
PPHLN1	-0.0904
HIST1H2BN	-0.1665
RAPGEF1	0.250125
MAP3K8	1.439
DLG4	0.569166666666667
STC1	-1.237
CDGAP	0.9895
DDX26B	-0.65975
LOC150223	-1.16475
CPSF3	-0.879166666666667
TMEM14A	-0.3145
MYH3	-1.8665
GPKOW	0.01125
SULT1A1	-0.4345
SPON1	3.1139
YY1AP1	-0.220166666666667
RAB23	0.13
PLA2G4A	-1.7295
MAPRE3	0.00825000000000004
ZNF516	-0.436642857142857
GGPS1	-0.17725
EXOC3L2	0.219625
C19orf42	-0.3194
MAP2K2	-0.356166666666667
HIST1H2BB	0.84825
RNF19B	0.792166666666667
C6orf128	-0.125166666666667
TLR8	2.97525
PCDHA9	0.7215
CARS2	1.363375
CLUL1	-1.1635
RHAG	-4.68433333333333
UNK	-0.951
EXOC8	0.9846
C9orf95	1.0135
C14orf143	-0.535166666666667
MAML3	0.126875
LDHA	-1.61725
MRPL20	0.32775
KLHDC6	0.5085
ATP5S	-0.317166666666667
C8orf55	-0.1335
PHF19	-1.312
KRTAP13-4	0.6055
TTC5	-0.36025
XKR5	0.025
SILV	-5.946
TEX28	0.194
TCTN1	-0.778
CX40.1	0.5375
PPP2R5C	0.550875
C12orf30	-0.949833333333333
CAPG	1.90525
MPZL1	0.5356
ARSB	-0.971166666666667
TDH	-1.236
WASF4	0.999
TSSK3	-0.550166666666667
7A5	3.4035
CRISPLD1	-0.6455
MAD1L1	-0.168333333333333
SPIN4	0.0775
AMPD1	-1.79075
DPYSL5	0.315
INPP1	1.9715
ANKRD11	-0.519
NPAS4	0.3595
GCET2	0.0235
RNASE9	0.801
GUCY2D	0.0756666666666667
CCDC98	-1.21625
FGF4	-0.200875
CPM	-0.328166666666667
SLC26A4	-2.30483333333333
PLD5	0.8135
FAM59A	2.5385
FBXO5	-1.85566666666667
SIPA1L1	0.2325
DPYS	0.043
ATG4D	-0.4185
TGM3	0.299
MTCH1	-0.763625
HK1	-1.08164285714286
CDC26	0.661
GALNT12	1.65716666666667
LOC339229	-0.83625
MRPL35	-0.347375
ORC4L	0.089375
TNKS	0.123714285714286
C2orf24	-0.0958333333333333
ZNF553	-0.270833333333333
GGTLA1	2.6439
ZNF497	-1.66875
CDY1B	0.1305
SLC30A4	0.62525
TUB	-1.40475
ARHGEF18	-0.1125
ARRB1	1.12625
KCNK1	2.72125
EREG	0.0968
SCAMP5	1.076
RUNDC3B	2.20525
ADAMTS20	-0.18125
IL17RB	0.758375
FLJ20323	-0.717
MCAM	0.2995
POLR3E	-0.871833333333333
AQR	0.353666666666667
IPMK	-0.1625
CDCA7	0.48875
CAMP	-1.26625
GRHL3	0.2345
ADAMTSL2	0.936333333333333
CLMN	2.81583333333333
SSTR3	1.1735
MAGEA5	-2.51133333333333
OVOL2	4.0475
JMJD1B	0.05775
RBL2	-0.083
PYGO2	0.39425
PPP1R10	0.646166666666667
CSE1L	0.472666666666667
LCA5	-0.26925
RDH16	0.08475
ASRGL1	-0.791875
TOM1	0.242166666666667
PTX3	-5.8245
TTC15	0.57875
SCGB3A1	0.7145
MRPL50	0.146
RCAN3	-0.426125
SLC26A11	-0.835
STYX	-0.347833333333333
CINP	0.47875
MARCH7	-1.53425
PFKM	-1.002
SGMS1	-0.259
RIOK3	1.3582
C1orf110	-0.327
CES7	0.204
LOC440248	-1.0765
PPP1R12C	-0.42925
C10orf27	0.205
ATG9A	-0.17175
MRPS26	0.301125
TMEM40	-0.60675
ELP3	0.2153
ZNF787	0.9198
HIAT1	-0.096
C8orf34	0.392333333333333
MGC4655	-0.8834
PELI1	1.5495
PPT1	-0.4797
SLC35C2	0.419
C6orf125	-1.0165
MUC4	3.11916666666667
RFC4	-2.219
GNB2	0.130333333333333
NUP50	0.0249285714285714
SULT4A1	-1.19533333333333
C7	3.29825
CCDC130	-0.1835
ARRDC4	0.9565
RQCD1	-0.62775
GLYCTK	1.32475
AYTL2	-0.200363636363636
MTUS1	2.0679
LEMD3	0.491333333333333
PLEKHF2	0.32125
HOXA7	2.658625
GTF3C2	-1.122
DYNLRB2	-0.037
CNOT10	-0.5925
MR1	-1.393
FFAR1	0.053
PRIC285	0.113
SLITRK6	-0.4345
LIX1	-2.00533333333333
UBE1L2	-0.30375
F8	-0.337875
ACHE	1.43933333333333
KPNA5	-1.2795
TNFRSF12A	-0.808166666666667
EGR3	1.764
SERPIND1	-2.92116666666667
OASL	1.753
IFRD1	-1.636875
WDFY1	0.576
ZNF267	0.30275
ACCN5	-0.9065
ZBTB6	0.9155
PPP1R3A	0.809
PRRT3	-0.60325
FBXL19	-0.898
TXNIP	-0.287785714285714
ACTN2	-2.11025
ATG9B	0.022125
C9orf117	-0.0675
IL27	-0.0865
RPL36AL	0.0936666666666667
KLK15	1.64675
CHAD	0.5935
RAP2B	-0.6257
HEBP2	0.6135
ZNF342	0.228
CAMK2G	0.283666666666667
TLR3	0.9435
FGF14	-0.07825
HMGB2	-0.99225
TRPM5	1.367
OR5M11	0.8155
KIF3B	0.398947368421052
PRICKLE2	-0.19375
MTMR9	-0.427125
C3orf27	0.14525
GLRA3	-1.02466666666667
NSDHL	-0.0443333333333333
TMEM32	0.512
POLR2D	-1.02091666666667
MYADML	0.216
C9orf114	-0.1755
MRGPRX1	0.358
TOPORS	0.788
CLDN19	-0.51075
C1QL4	-0.1915
RNF165	-2.2565
DHRS9	2.89
DNAH2	0.376166666666667
FXR1	-1.50366666666667
ZMYM3	-0.890375
CASP3	1.0485
FAM120C	0.045375
SCLY	-0.68525
CA7	0.249
ENTPD5	1.78183333333333
ZNF461	-1.016625
PDIA5	-0.14075
C1orf19	-0.183833333333333
TMEM67	-0.36275
KCTD20	-0.62325
WDR47	-0.523
FLJ38723	0.439
KLRF1	-0.2205
TAS2R16	0.4455
CLDN12	0.72975
PRKCE	-0.162
UBXD4	-0.51225
ITGAM	2.98016666666667
GLT8D3	-0.68375
WDR31	-0.2007
RGS2	2.78175
OR51L1	0.6625
MST1R	2.44725
KIAA1737	1.169
OR4A5	-0.591
GLIS1	-1.4145
PTMA	0.0712857142857143
NAPA	0.7235
PRDM11	0.08525
LIPF	0.52
DIRAS3	0.38475
ASGR2	-4.5675
C1QTNF4	1.132
PIK3R4	-0.647166666666667
ARMC3	0.2185
NDUFV3	-0.3955
BTBD3	0.176
PPP1R2	0.0795833333333333
UBE2NL	-0.62475
FOSL2	1.43307142857143
FAM119A	-1.39116666666667
TUBA4A	-0.1124
KRTAP12-1	0.0135
SFRS2	-0.571
RHPN1	-0.3189
EEF2	-0.619333333333333
ZDHHC11	0.639833333333333
EPHA3	-0.9614
RBM12	-0.17925
H2AFJ	-0.282
EDIL3	1.687
KIF26A	-0.63475
SERGEF	-0.07775
B3GALT4	2.67075
LOC90925	0.459166666666667
OSCAR	0.778125
NPFF	-0.364875
DEDD	0.42525
TMEM155	-0.59475
PTPN1	0.76825
SCYL2	0.0206666666666667
SKAP1	0.2835
LEAP2	-1.728
GADD45G	1.5981
IFITM3	1.240875
PILRB	-1.6475
SLU7	-0.22375
DSC3	-0.55
DNMT3L	-0.54325
PAPD5	0.483375
B3GNT3	3.376
LHCGR	0.376
MSL-1	-0.63325
UBE2S	-0.947875
SAP130	-0.63825
ANAPC11	-0.4835
MAGED4B	-2.3095
ATP6V1B2	0.758333333333333
C14orf179	0.788875
CAPZA1	0.212125
CDYL2	-0.369166666666667
GLRX3	-1.16133333333333
LOC136288	-0.96475
MOBKL1A	-0.666
HTR2B	0.572
CRYGD	-0.544
NUS1	-0.720166666666667
PGRMC1	0.4675
MYOM2	-0.31425
FLJ39653	-0.9885
CHM	-0.0386
OR5M8	0.2075
ZNF619	-0.1065
FAM105A	3.936
CCNL1	-0.37225
NAP1L3	-0.92125
C10orf57	-0.0865
B3GALNT1	-1.9925
CSN1S2A	-0.395
TCP10L	-0.9605
GDAP2	0.379
DMKN	-0.387833333333333
COX6B1	0.65525
DNASE2	-0.577
MSH5	-1.4305
LGMN	0.248625
USP31	-0.6447
OR13C8	0.2725
SDCBP	0.4136
NUDT11	-2.60183333333333
PYGL	-1.60716666666667
SNPH	-0.652166666666667
B3GNT4	-1.006
MIZF	-0.4175
NUBPL	0.25175
NOD1	-0.31
CDH22	0.210375
NUBP1	-0.501666666666667
DSCAM	-4.49575
DGKI	-0.248
FAM136A	0.0335
AKAP1	1.1355
SLC16A6	-2.5135
RIN3	0.59225
PSG2	-0.05325
DIP2B	0.2655
PSORS1C1	-1.1108
KIAA0495	-2.038
FLJ90709	-1.0755
LPA	0.233666666666667
PIGA	-0.473
LY75	2.7155
UTS2	-5.18633333333333
RREB1	-0.445625
GALNACT-2	0.0435
MGC3196	-0.4875
FLJ31568	-1.2675
LPHN1	-0.809125
SP1	1.32525
TOX4	0.315666666666667
HSPA9	-0.2846
APOBEC1	2.2255
SLC35E4	-0.382
LSM5	-0.7505
SURF1	0.33625
ZBTB1	1.27558333333333
GTF2F1	-0.512375
RPS15A	-0.0447142857142857
DUSP21	-1.2366
GINS4	-2.491
MYO15A	-1.29433333333333
GIMAP7	3.57975
MGC13379	0.94325
ATP6V1E2	-1.096
UTP3	-0.11675
HNRPA3	-0.5448125
MT4	0.072
C14orf155	-0.013
U1SNRNPBP	0.5215
CKLF	-0.189833333333333
PLEKHN1	-0.394833333333333
MBNL1	-0.144916666666667
NUP160	-1.09425
ACSM2A	-1.03575
LOC129881	-0.31075
KIAA1529	-1.3615
FLJ22639	-1.47825
HAND1	0.6225
GSX1	0.5055
FGA	-4.1744
SERPINB1	2.03125
ZNF642	0.00325
IGFBP1	-9.454875
SLC1A1	2.271625
DHX57	-0.58125
ZNF766	0.402
PTPN21	-0.0839
GDPD3	1.04416666666667
PNPLA5	-0.1835
TBR1	0.141
FAM116A	-0.13025
IQGAP1	0.45725
FOS	3.28375
ZNF226	0.45625
FIGNL1	-0.664333333333333
C14orf1	0.555
ZMYND17	-0.229
PUS7	-0.320833333333333
TUBB6	-1.0415
KCNQ2	-1.31525
MARCH6	-0.0958333333333333
CCDC33	1.074
PRODH	-0.6365
RBM11	-1.29925
EPHA6	0.246
SLC43A1	1.241
LOC196541	0.0415
NTN1	0.904833333333333
ING4	-0.47275
PCDHB10	-0.288
DPH2	-0.281166666666667
SPACA4	1.4515
FBXL21	-3.5425
DIAPH1	-0.4845
ZNF71	-0.587166666666667
CEP76	-0.034
CORO1A	0.25025
RRM2	-1.077125
EDG4	-0.10925
OS9	0.253333333333333
SLC4A1AP	-0.1985
COG5	-0.241
COPS8	-1.01075
NGLY1	-0.64625
NCBP2	-0.32275
C17orf42	-0.869666666666667
GPSM3	1.100625
SIL1	-0.0445
ASB6	-0.29525
SMAD5OS	-0.5535
UNC93A	-1.05625
A1BG	-1.59866666666667
C21orf62	0.19675
FMO5	0.674666666666667
ATRIP	-1.12183333333333
CEBPG	0.232166666666667
C7orf38	-0.243
TNFRSF1B	1.81566666666667
CLEC1A	1.27933333333333
IQSEC1	-0.265875
PATZ1	0.794
RBM22	0.386
BAG2	-1.56266666666667
PAQR5	-0.999166666666667
C9orf127	0.5654
THNSL1	-0.39575
SHROOM3	3.2731
JAM2	0.60425
SNRPN	-3.34775
ALX4	-0.4755
CACNA1S	0.3445
FAM130A1	-0.43575
CORIN	1.1285
CD300LB	0.6005
PLEKHG6	1.333
LRRC40	-1.449
PCLKC	2.836
PCDHB16	-0.957833333333333
WNT2B	2.64933333333333
ASNS	-2.19077777777778
MRPL49	-0.640375
FLJ46111	0.8755
ISG20	0.419
SMU1	0.114666666666667
CASZ1	0.214
POLR1D	0.710416666666667
GIN1	-0.88025
SNAG1	-0.0105
ANKRD29	-2.06325
CDKN2AIP	0.7475
KRR1	-0.28475
CXCL1	3.10583333333333
EPM2A	-0.7788
PC	-0.580333333333333
DEFB127	0.479
PDZRN4	2.958
FAH	-0.709375
OR51E1	3.564
CDC2L6	-0.303666666666667
DNTTIP1	0.98225
PAX8	-0.18625
TMEM116	-1.804
C1orf150	0.237
PRO2012	0.00474999999999998
MRPL40	-0.784333333333333
BEX1	-3.7497
SLC2A4	1.0555
PKMYT1	-0.9865
FEZF2	-0.1695
SLC26A9	2.15625
MAP2	-0.5501
LYL1	-1.22025
SLC25A19	-0.6075
NOS3	0.554
ZNF34	0.585
TMPRSS11F	-0.4475
FAM43A	0.132
FCRL4	0.0318333333333333
KLF14	0.26725
FLRT2	-0.258833333333333
WRN	-1.38575
SDF2	-0.2317
KRT8P12	0.44625
C6orf195	-0.254
C9orf125	2.348
DZIP3	-1.342
RIT1	0.219416666666667
SCML1	-0.318166666666667
RHBDF2	0.534
OR2G3	0.047
REXO1L1	-0.093
MAP3K7IP3	-0.212125
C3orf57	-7.478
FBXW11	-0.243333333333333
ETAA1	-1.33275
C14orf131	-0.6571
AKT1S1	0.356
SLC12A5	-0.6025
C9orf164	0.849
NRIP3	-0.45
NOS1AP	-0.15425
TMEM121	-1.51675
SAP30BP	-0.7062
DGCR6	-0.60175
WDR76	-2.23375
FAM82B	-0.0259166666666667
LOC606495	-1.919
MAP9	-0.61425
BCDIN3D	-0.08375
CXorf36	3.09433333333333
DSCR3	-0.7673
ZFAND3	-0.552125
C7orf43	0.544833333333333
SPSB3	0.0583
C19orf19	0.618
FAM133A	-3.398375
C12orf25	-0.38825
SLC39A3	-0.98225
DISP2	1.4195
PI4KAP2	-1.4475
MKRN3	-2.91583333333333
ADAMTS13	-0.681375
CBLN3	-0.0388
TTYH1	-0.972166666666667
C3orf18	-0.96925
FLJ13236	0.97675
ZMYND12	1.3715
C18orf25	-0.321
GLB1L3	-0.5265
ATP13A5	0.131
RANBP10	-0.25575
CD96	-1.8422
DENND1C	0.33075
RBMS3	-0.4821
SLC41A3	0.847
DGCR6L	-0.5965
TMEM128	0.685333333333333
CSNK1G3	-0.157285714285714
MOBKL2C	0.898875
TSPAN6	0.98275
MATN2	0.5587
MSL2L1	0.4615
ST6GALNAC2	-3.42766666666667
FGFBP2	-0.566875
FGL1	-5.921
MPP3	-2.01633333333333
ARHGEF6	-0.434833333333333
TGFBR2	1.405375
ACMSD	-0.374
IL33	2.9225
C9orf5	0.147333333333333
DEAF1	-0.0622
AMN	2.276
DEFA6	5.263875
RNF212	-0.54775
METT5D1	-0.0018333333333333
CIB1	0.8613
TSSK1B	0.225
KIAA1727	0.76
ZNF680	-1.04833333333333
LOC399900	-1.194
LOC152217	-0.177166666666667
CTNNAL1	-1.9695
CIT	-1.14358333333333
TLE6	-1.252
ZNF607	-0.943
HERC4	-1.206
DRAP1	-1.1284
PEMT	-0.774
C10orf111	0.149
ZNF575	1.517
KCTD7	-0.0795
MYO1F	1.199375
LOC285382	1.264
RAB11A	0.5794
PLCD3	0.42575
C15orf28	0.0655
PTBP2	-0.6715
CTB-1048E9.5	-0.457375
C19orf60	0.299833333333333
C7orf25	-0.576333333333333
SETD7	0.560375
HOXB9	1.022
VANGL1	-0.2670625
CHAF1B	-1.96025
NDUFA3	1.29725
KIAA1328	-1.128
SHARPIN	0.71525
TTC23	-1.04675
UGP2	0.180333333333333
ANKIB1	-0.4698
CIRBP	-0.475714285714286
SEC14L4	0.7725
OVCH1	0.461833333333333
VPS52	-0.4405
FAT	1.519125
M6PRBP1	-0.28375
GPRIN3	0.878
PPM1F	-0.692666666666667
TSR1	-0.874
CCDC85A	0.1765
PCSK5	2.8585
ZFHX3	0.1055
HEMK1	-0.8784
PGBD2	0.96175
RSRC2	-0.356166666666667
AURKC	-1.243
SCRIB	0.167125
ORM2	-4.72983333333333
FAM115A	-0.7141
FZD6	0.25575
UNC119	-0.673333333333333
GPX3	-0.6649
NOV	-0.6825
CABC1	1.401125
CDC42SE2	-0.0144375
EIF2S2	-0.3069
RNF130	0.16725
CKAP5	-1.424
RP11-413M3.2	0.549625
C10orf18	-0.0973
TMEM93	-0.57425
DYX1C1	0.36275
KCNMB2	-1.508875
ANK3	-0.322083333333333
KRT5	-3.8488
CDH12	-1.284625
QRSL1	-0.389625
JUB	-1.36975
SHC4	-2.070375
CCL15	2.7095
CCDC22	0.0415
SNX24	-1.42175
RARS	-0.71525
MORC2	-0.16225
FAM48A	0.33025
MT1H	-0.003
PPP1R14C	-1.89566666666667
FOXD1	-0.973
C1orf213	-2.22725
AMT	0.6539
DSN1	-0.96575
PTPLAD2	1.08725
DIS3L	-0.40475
RASL11A	1.1265
GPRC5B	-0.648
FRMD7	-0.2755
STRN4	0.91175
KITLG	0.782954545454545
HDGF	0.58725
OR1S1	0.377
SETX	0.2016
DDR2	0.400875
KCTD12	1.826
LYZL2	-0.4765
WDR52	-0.4295
TMEM2	2.14175
ZNF579	1.058
LOC200810	0.19275
TNFSF9	-1.355375
PPFIA4	-4.2375
CNIH3	0.166666666666667
MAP4K4	-1.02535714285714
ROD1	0.592928571428571
ALS2CR12	-0.345833333333333
DOCK3	-0.655166666666667
PAQR9	-5.76433333333333
ASB17	0.424666666666667
STX16	-0.079
FEZ2	-0.5115
DLAT	-0.2505
KIF21B	-1.215
CDC5L	-0.2365
TMEM119	0.973833333333333
CRIP3	-1.34575
TPSD1	0.2585
TEPP	0.613
GNGT2	1.45175
C21orf121	1.4035
WNK1	-0.614833333333333
FLJ10490	0.7552
OR51B5	-2.3755
LOC203547	-0.31
HAS1	-0.701
PPA1	0.0118333333333333
ST7	0.252625
C11orf46	0.1016
POPDC3	-3.26683333333333
ACOX2	0.810166666666667
ATCAY	-0.4525
TM4SF19	2.76025
MFSD9	-0.0918333333333333
PDHB	-0.12725
ERN1	-0.07025
LCE3C	0.0585
GPR111	0.2055
NOTCH3	1.21983333333333
ADAMTS5	1.56775
B3GALT1	-0.456
UGCGL1	-0.3415
FAM58A	0.251833333333333
FBXO32	1.48825
CLPP	-0.62025
NXPH1	-1.83525
MTMR3	0.488
ATP1B3	0.5955
TMEM16A	3.627375
HIST1H3F	0.204
TRIM25	0.0533333333333333
SDCBP2	5.4365
CRKL	-1.3885
HOXB2	-1.4425
ANP32B	0.071375
GATM	2.997
AP4E1	-0.64175
EDG5	0.175875
CDKN3	-0.404166666666667
CDH4	-2.601
PGD	-1.006
RND1	0.553
GAD1	-1.1904
MPG	0.20325
LOC440350	-0.6035
ZNF133	-0.25
SERPINB12	-0.116
AMELY	0.1358
DHX36	-0.95775
TNFAIP8L2	3.55333333333333
PHTF2	-0.900277777777778
CCDC112	-1.63033333333333
IQCC	-0.662
HEYL	3.01916666666667
FTSJ2	-0.885833333333333
APPL1	0.109
RAB43	0.312142857142857
OR10G2	-0.1175
WAC	-0.3905
ADCY9	-0.613625
RUNDC2B	0.107833333333333
PYCRL	0.1314
AGPAT7	1.00683333333333
SLC22A9	-1.13366666666667
CDKAL1	-0.6645
PDYN	-0.5795
C20orf74	1.708
MTMR11	2.88575
VAV3	-1.12341666666667
DAPL1	2.0005
STXBP3	0.7335
EIF3G	-0.3325
ARHGAP22	-0.94775
NPFFR1	-0.279
NPC1	-0.424333333333333
ALDH9A1	1.29883333333333
ZNF600	1.49875
ZNF678	-0.79
RASSF1	-0.0868333333333333
ADD2	-2.78225
PITPNB	0.4915
PKD2L2	0.4315
LRP11	-0.76975
CDKL1	-0.46475
SMEK2	0.688
PRODH2	-3.975
C11orf54	0.230333333333333
SFRS11	-0.8275
IL7	0.271666666666667
ALS2CR16	0.76425
BTG3	-0.500833333333333
PAK2	0.00688888888888886
RP11-679B17.1	-0.158
GATA4	0.607166666666667
ATP2B1	-0.20425
LOC130940	-0.4745
C1orf172	2.82433333333333
ATF7IP2	-0.06725
SLC25A43	-0.266
CENTG3	0.2185
IGF2BP1	-4.0799
FCHSD1	0.3745
CAMK2N2	1.03233333333333
ELAVL3	0.0721111111111111
NBPF15	-0.713333333333333
UBE2J2	-0.0815833333333333
GNL2	-0.7725
PRR3	-0.4826
NLF2	1.235
OR4F6	-0.334
KLHL24	0.5705
CCDC88A	-1.6098
SGPP1	-0.777
C10orf11	-0.790666666666667
SLC35B4	-1.35216666666667
UGT3A2	-0.914
ARNT2	0.3592
CBR1	0.882125
ITPR3	0.375
TRAPPC6B	-0.2934
AMZ1	-1.573
ARP11	2.01075
WDSUB1	-0.29625
APBA1	0.792
RAB2A	0.2521
C6orf162	-0.97925
HPSE2	0.22375
PLCE1	0.60725
INSL3	0.0715
DLG1	0.4065
PTPLA	-2.065
PIGX	-0.81925
TFIP11	0.0328333333333333
FIBIN	2.87
POLR2G	-0.65325
GRAP2	-2.4761
DNAJB8	-0.516
CNBP	0.295666666666667
WASF1	-0.98725
INPP5E	-1.1968
HSPB1	-0.502
TMEM167	-0.6359
CUBN	0.021
IGF1	1.3645625
ITPK1	1.1526
NAALAD2	-1.52216666666667
G3BP1	-0.1375
NT5DC1	0.0888749999999999
CYP39A1	2.1825
TMEM139	1.7765
POLK	-0.6592
GLULD1	-1.37125
RBM15	-0.6215
AMZ2	-1.52525
GDF15	0.231833333333333
MESDC2	0.13225
INCA	-0.378833333333333
ACY1L2	-0.638
GZMM	-0.166166666666667
PAIP1	-0.0755
CACNA2D1	-0.55175
STK32C	-1.08233333333333
SH3BP4	1.35933333333333
DEC1	-0.868
PADI1	-0.1985
UBB	0.0659
PON3	0.291
PROP1	0.644
ANKRD13B	-1.385
ADCK1	0.4445
TCF25	0.302583333333333
SLC38A5	0.11025
CXorf26	0.582333333333333
C19orf39	0.091
PPP1R13B	1.83025
ARL2	-1.412
TCL6	-0.06225
TOP3A	-0.8565
SLC16A14	-0.6185
FXYD6	2.20016666666667
HIST1H4E	-0.3355
BBC3	0.187263157894737
UNC5A	0.273666666666667
FAM86C	-0.418
PI4KB	0.228625
B3GAT1	-3.829
SUSD2	0.535166666666667
OAZ2	-0.323666666666667
NOC4L	-0.3795
C10orf12	-0.62575
FADS1	-2.69466666666667
LOC144097	-0.77625
DKK2	1.43966666666667
KIAA1949	-0.104
RHOT1	-0.6299
OXT	1.55966666666667
GPR153	1.088
ARL4A	0.278
SAAL1	-1.715
CCDC64	0.075
USE1	-0.515
HNMT	1.04233333333333
PCGF3	0.21125
CYP2C19	0.041
C20orf4	0.286
CCDC11	-1.64525
ACSBG2	-0.127
RWDD2A	-0.588
PALLD	2.288625
CPLX4	0.3745
LOC492311	0.84875
KPNA2	-1.65
MACROD1	-0.7808
TMCO3	-0.2245
C15orf52	1.86333333333333
BIRC5	-1.38273333333333
PRR16	0.802
FAM63B	-0.478
KATNB1	-0.944
