Hybridization REF	TCGA-AA-A00L-01A-01R-A002-07
MUSK	0.1955
ZNF434	-1.334
SMARCD1	-0.0333333333333333
ZFP106	-0.0455
ZNF347	-0.1443
GTF2E1	-0.0895
RY1	-0.391333333333333
ATAD2B	0.335125
ARHGAP17	0.052
KCNIP3	-1.51075
SFPQ	-0.051
GFRA4	0.667166666666667
AKR1B10	-0.431625
TIGD6	0.2925
RGS16	0.188625
URB1	-0.7535
OR4C46	0.385166666666667
TOP3B	-0.93975
NFATC4	-0.345
CA14	-4.27425
BMPR1A	0.0471666666666667
SNRP70	-1.370375
PRL	-0.423181818181818
C6orf130	-0.197
STAG2	0.662
CD55	-0.636
RPS23	-0.299
SSX2	-1.13783333333333
FDPSL2A	-0.366
FBXO27	-0.91775
SYNGR3	-1.403
TMSL3	2.46875
EML1	-2.8555
NUP93	-0.894083333333333
SMAD3	-0.1061
KIAA1189	-0.382
HNRPUL2	0.2415
TBC1D12	0.7225
C16orf24	0.385
MRVI1	1.8405
ZNF581	-0.1605
ELOVL3	-0.8045
OR51Q1	0.346
CACNB3	-0.4125
GALNT13	-2.324125
C10orf84	0.8888125
NEDD4	0.8362
SPO11	1.639
OR5AU1	0.312
NEK4	0.140785714285714
PRKAR2A	0.818833333333333
IHPK1	-0.295
ATP6V0B	0.46525
CACNA1E	0.8955
CEACAM8	2.20066666666667
PEX14	-0.492
FLJ12993	-0.0295
ZBTB38	1.4495
PCTK2	-0.583333333333333
LRRC16	0.5688
FBLIM1	0.993083333333333
FYCO1	0.88325
RP5-1022P6.2	1.649
CMTM1	1.21166666666667
PLTP	-1.55116666666667
RAPH1	0.420875
DOCK8	-1.006875
EZH2	-0.993266666666667
SLC25A1	-0.5325
PLEKHB1	1.7303
GRB7	1.6704
ZFP37	-1.8875
MRPL33	0.11575
PELO	-0.11625
ARMC1	0.00690909090909091
C9orf27	0.30875
FLJ25778	0.049
C9orf37	-0.7385
TMEM66	-1.56175
SPRN	0.084125
HBEGF	1.14875
PI4KA	-0.9165
LEPRE1	-1.60525
POU2AF1	-3.321875
MRPL12	0.7335
REP15	0.0755
ZC3H3	-0.2565
RASAL1	-0.97725
DDAH1	2.344875
ACBD5	0.759125
TMC2	0.018
CCDC137	0.04375
SAMD13	1.81316666666667
UGT2B15	-3.57983333333333
TIPARP	-1.1515
DNASE1L3	2.95175
TRIM72	0.189
DBX2	-0.3585
IPO8	0.27175
C21orf88	-0.5991
MAP3K14	1.002
LOC51233	0.308666666666667
GGTLA4	2.09325
PDE6D	-0.43975
ZNF117	-0.47825
CLK2	-1.27975
NKRF	0.3055
TNFSF15	1.6952
DUSP2	0.0635
SECISBP2	0.5479
GABRR2	0.592
PPAP2C	2.12225
LOC51145	0.0621666666666667
PAG1	0.5735
PIK3C3	-0.4375
GNG10	-0.76
APOL4	1.13916666666667
ANKRD28	-0.704375
STMN3	-3.0725
RAB14	0.5625
CDK2AP2	-0.409
HDDC3	0.254
COMMD7	0.414375
CXXC1	-0.771
HMCN1	-2.02516666666667
CD40	-0.25575
DYNC1LI2	0.1000625
GDI1	0.0425
LOC646938	0.492
VSNL1	2.69066666666667
PIH1D1	-0.509
RAET1G	-0.3025
KRTAP5-9	-0.387
EFTUD2	0.3005
ZNF311	-0.934
ATP6V1G3	-0.1615
OR2W3	-0.25
SCN4A	0.02375
MED10	-0.889
FAM135A	1.8905
ARHGAP4	0.07
EHMT2	-0.556
UFD1L	-0.33775
ERMP1	0.43175
MAG1	0.558
THAP8	-0.767333333333333
HACE1	-1.37316666666667
FAM82C	0.685
C3orf20	-0.1305
UNC84A	0.171166666666667
SCD5	-0.528285714285714
LASS6	2.152
LSG1	0.0603333333333333
MAL	-5.051
GPR22	-0.454
WDR5B	0.776
ACTRT1	0.3775
C17orf60	-1.88816666666667
GRIN2C	0.216
ARMC8	-0.782083333333333
SLC47A1	-3.03783333333333
DMPK	-0.44625
DHRS13	0.137833333333333
SMC1A	0.256333333333333
KRTAP17-1	-0.1655
SMYD5	-0.2185
TUSC2	0.230875
CRHR2	0.5485
KIR3DL2	0.286
CCDC104	-0.03125
ATP2C1	0.188125
CROT	0.1745
PABPC3	-0.124
EGR1	0.8455
THSD1	1.4425
KHK	-0.07775
SLC12A2	4.1745
CD58	0.254
STOX2	-2.2025
CCDC76	-0.3205
CCDC48	2.862
DNAH1	-0.0643333333333333
ZIC4	0.231375
OR1G1	0.32
PSMC6	-1.14716666666667
PROKR1	0.4595
ABCB1	0.968375
TRAT1	-2.92625
LLGL1	-0.136
MTF1	1.14275
USP54	1.4055
PAGE2B	-1.691
ITGB7	-3.40325
CCDC81	1.355
LOC149837	1.53675
SCUBE1	0.4545
ZSCAN10	0.7905
HUWE1	0.666214285714286
CDH17	7.944
CD180	-1.5375
IL17A	0.549
TMPO	-0.485625
KIAA1524	-0.734
HDGFRP3	-1.26633333333333
OXCT1	-1.46463636363636
RRAS2	-0.7095
LTBP2	0.0355625
SV2B	-1.29116666666667
CYP2A6	0.2525
PKD1L2	-0.452
PPM1M	-1.654
FLJ22662	2.60916666666667
ZNF502	2.4785
GP6	-0.47325
CRYBA2	-0.31275
LEF1	-3.5395
CTPS	-0.672857142857143
EYA1	-3.024
EPS8L1	-0.10725
MAPK14	0.605
SERPINB2	-4.52775
GTF2F2	1.60933333333333
ZNHIT4	-0.2735
PLA1A	0.25175
C20orf114	-0.42375
HPR	-4.202
C18orf2	0.277333333333333
SATB2	3.45525
KCNJ9	-0.212375
MGC157906	1.0605
MOCS3	0.0495
C17orf71	0.0415
PPHLN1	-0.0699
HIST1H2BN	-1.30475
RAPGEF1	-0.078875
MAP3K8	0.895
DLG4	0.0433333333333333
STC1	-0.879166666666667
CDGAP	-0.071
DDX26B	-2.442
LOC150223	-1.37025
CPSF3	-0.361833333333333
TMEM14A	-0.3785
MYH3	-1.5295
GPKOW	0.82025
SULT1A1	-0.0958333333333333
SPON1	0.1911
YY1AP1	-0.679833333333333
RAB23	-0.4615
PLA2G4A	-4.76625
MAPRE3	0.461666666666667
ZNF516	0.4315
GGPS1	-0.08525
EXOC3L2	0.148875
C19orf42	-0.4326
MAP2K2	0.0888333333333333
HIST1H2BB	-1.987
RNF19B	1.43566666666667
C6orf128	-1.14933333333333
TLR8	0.14725
PCDHA9	-0.1655
CARS2	1.274125
CLUL1	-0.8375
RHAG	-3.63483333333333
UNK	-0.0645
EXOC8	0.0408
C9orf95	1.1535
C14orf143	-0.548
MAML3	0.295
LDHA	-2.02275
MRPL20	0.309625
KLHDC6	0.695833333333333
ATP5S	-0.216166666666667
C8orf55	-0.66975
PHF19	-1.40975
KRTAP13-4	0.6465
TTC5	-1.50975
XKR5	-0.3655
SILV	-4.12483333333333
TEX28	-0.875
TCTN1	-0.965
CX40.1	0.45425
PPP2R5C	-0.922875
C12orf30	-0.3375
CAPG	0.4855
MPZL1	0.27985
ARSB	-1.57233333333333
TDH	-1.9085
WASF4	1.2295
TSSK3	-0.0731666666666667
7A5	3.382
CRISPLD1	-1.773625
MAD1L1	0.0261666666666667
SPIN4	0.6825
AMPD1	-0.38325
DPYSL5	-0.052
INPP1	1.21383333333333
ANKRD11	-0.00155555555555554
NPAS4	0.223375
GCET2	-0.2142
RNASE9	0.7625
GUCY2D	0.308166666666667
CCDC98	-0.6415
FGF4	0.280625
CPM	-1.84
SLC26A4	-1.8395
PLD5	0.511
FAM59A	1.2841
FBXO5	-1.40677777777778
SIPA1L1	0.096375
DPYS	-0.150666666666667
ATG4D	0.18025
TGM3	-0.568
MTCH1	-1.097125
HK1	-0.859571428571429
CDC26	-0.071
GALNT12	1.06516666666667
LOC339229	0.22225
MRPL35	-0.087125
ORC4L	0.073625
TNKS	0.711785714285715
C2orf24	-0.4825
ZNF553	-0.157333333333333
GGTLA1	1.0426
ZNF497	-2.439
CDY1B	0.03175
SLC30A4	0.61125
TUB	-2.485625
ARHGEF18	0.10875
ARRB1	-0.42075
KCNK1	1.00275
EREG	3.3293
SCAMP5	-1.404
RUNDC3B	0.13125
ADAMTS20	-0.198
IL17RB	2.05825
FLJ20323	0.2855
MCAM	0.067875
POLR3E	0.0283333333333333
AQR	0.116833333333333
IPMK	0.8205
CDCA7	0.886375
CAMP	-1.796
GRHL3	-0.98625
ADAMTSL2	0.661666666666667
CLMN	1.40816666666667
SSTR3	0.681
MAGEA5	-1.6735
OVOL2	3.8925
JMJD1B	0.2945
RBL2	0.2292
PYGO2	-0.0415
PPP1R10	0.154333333333333
CSE1L	-0.453333333333333
LCA5	-0.78375
RDH16	0.127
ASRGL1	-0.179125
TOM1	-0.0653333333333333
PTX3	-6.15925
TTC15	0.524
SCGB3A1	0.601833333333333
MRPL50	-0.55775
RCAN3	0.7905
SLC26A11	-0.38025
STYX	-1.34916666666667
CINP	-0.84475
MARCH7	-0.55275
PFKM	-0.0843333333333333
SGMS1	-0.969666666666667
RIOK3	0.7995
C1orf110	0.6215
CES7	0.17575
LOC440248	-0.382
PPP1R12C	-0.55375
C10orf27	0.3995
ATG9A	-0.1105
MRPS26	0.749125
TMEM40	-0.41775
ELP3	-1.1014
ZNF787	0.7113
HIAT1	0.022625
C8orf34	0.222
MGC4655	-0.8326
PELI1	0.379166666666667
PPT1	-1.2064
SLC35C2	-0.2225
C6orf125	-0.178
MUC4	1.72566666666667
RFC4	-1.32942857142857
GNB2	-0.3085
NUP50	0.325
SULT4A1	-0.481
C7	0.62625
CCDC130	0.355333333333333
ARRDC4	-0.014
RQCD1	-0.52475
GLYCTK	0.69775
AYTL2	-1.96163636363636
MTUS1	0.0805
LEMD3	0.7055
PLEKHF2	-0.308
HOXA7	1.305375
GTF3C2	-0.713
DYNLRB2	-2.80775
CNOT10	-0.185
MR1	-1.69633333333333
FFAR1	0.31825
PRIC285	-0.084
SLITRK6	-1.38625
LIX1	-1.8229
UBE1L2	0.0430833333333333
F8	-0.23075
ACHE	0.637333333333333
KPNA5	-1.2415
TNFRSF12A	-1.2585
EGR3	-2.9415
SERPIND1	-2.73833333333333
OASL	0.435
IFRD1	-0.3735
WDFY1	-0.247166666666667
ZNF267	-0.48875
ACCN5	0.7935
ZBTB6	-0.02425
PPP1R3A	0.09
PRRT3	-0.9695
FBXL19	-0.1545
TXNIP	-1.08971428571429
ACTN2	-2.387
ATG9B	-0.1335
C9orf117	-0.41975
IL27	1.182
RPL36AL	-0.143
KLK15	0.7615
CHAD	0.658
RAP2B	-0.6129
HEBP2	1.22575
ZNF342	0.149
CAMK2G	0.3125
TLR3	1.219
FGF14	-0.394
HMGB2	-0.787375
TRPM5	0.494833333333333
OR5M11	0.161
KIF3B	1.33184210526316
PRICKLE2	-2.2085
MTMR9	-0.192
C3orf27	0.00950000000000001
GLRA3	-0.837166666666667
NSDHL	0.463333333333333
TMEM32	0.82325
POLR2D	-0.399583333333333
MYADML	0.0945
C9orf114	-0.68125
MRGPRX1	-0.799
TOPORS	0.3625
CLDN19	-1.103
C1QL4	-0.0725
RNF165	-2.115
DHRS9	2.13375
DNAH2	-1.44
FXR1	-1.27616666666667
ZMYM3	-0.8565
CASP3	-0.588833333333333
FAM120C	0.153125
SCLY	-0.37625
CA7	0.686
ENTPD5	0.702
ZNF461	0.082875
PDIA5	-0.511
C1orf19	-0.5155
TMEM67	-0.81425
KCTD20	-0.14725
WDR47	-0.342
FLJ38723	0.408
KLRF1	-0.114
TAS2R16	0.229
CLDN12	0.18425
PRKCE	-0.15925
UBXD4	-0.543
ITGAM	0.5485
GLT8D3	-0.07625
WDR31	0.0145
RGS2	-1.1515
OR51L1	0.596
MST1R	2.1605
KIAA1737	0.124
OR4A5	0.1055
GLIS1	-1.719
PTMA	0.110928571428571
NAPA	-0.385
PRDM11	0.47425
LIPF	0.325
DIRAS3	-1.09075
ASGR2	-3.7695
C1QTNF4	0.3235
PIK3R4	-0.634
ARMC3	-0.38725
NDUFV3	-0.521083333333333
BTBD3	-0.222666666666667
PPP1R2	0.534666666666667
UBE2NL	0.25975
FOSL2	-0.206285714285714
FAM119A	-1.035
TUBA4A	0.1282
KRTAP12-1	0.17075
SFRS2	-0.0925
RHPN1	-0.8339
EEF2	-0.1175
ZDHHC11	-4.49533333333333
EPHA3	-1.604
RBM12	0.01375
H2AFJ	1.24091666666667
EDIL3	1.31
KIF26A	-2.1625
SERGEF	-0.21
B3GALT4	2.06525
LOC90925	-0.168
OSCAR	-1.1725
NPFF	0.25125
DEDD	0.141375
TMEM155	-0.749
PTPN1	-0.078
SCYL2	0.261166666666667
SKAP1	2.595
LEAP2	-2.04633333333333
GADD45G	1.6202
IFITM3	1.126875
PILRB	-0.969666666666667
SLU7	-0.078125
DSC3	-1.70125
DNMT3L	-0.7445
PAPD5	0.08625
B3GNT3	3.72583333333333
LHCGR	-0.534
MSL-1	0.49
UBE2S	-0.94475
SAP130	-0.51725
ANAPC11	0.58575
MAGED4B	-3.362
ATP6V1B2	-0.956666666666667
C14orf179	0.082375
CAPZA1	-0.1785
CDYL2	-1.49733333333333
GLRX3	0.04
LOC136288	-0.544
MOBKL1A	-0.71225
HTR2B	-0.8695
CRYGD	0.1398
NUS1	0.00683333333333333
PGRMC1	0.3555
MYOM2	-1.6065
FLJ39653	-0.300166666666667
CHM	0.6103
OR5M8	-0.0925
ZNF619	-0.299
FAM105A	3.43925
CCNL1	-0.6935
NAP1L3	-2.351
C10orf57	0.627333333333333
B3GALNT1	-2.08316666666667
CSN1S2A	-0.0425
TCP10L	-1.63375
GDAP2	0.043875
DMKN	-2.59716666666667
COX6B1	0.681
DNASE2	-0.246333333333333
MSH5	-0.61825
LGMN	-0.656125
USP31	-0.0665
OR13C8	0.6215
SDCBP	-0.381
NUDT11	-4.04183333333333
PYGL	-3.89516666666667
SNPH	-1.59933333333333
B3GNT4	-0.7655
MIZF	-0.346
NUBPL	-0.788875
NOD1	1.7215
CDH22	-0.110428571428571
NUBP1	-0.524666666666667
DSCAM	-3.58775
DGKI	-1.215
FAM136A	0.1115
AKAP1	2.53383333333333
SLC16A6	-1.9975
RIN3	-0.74125
PSG2	0.0815
DIP2B	-0.0518333333333333
PSORS1C1	1.6188
KIAA0495	-3.0425
FLJ90709	0.222
LPA	0.369
PIGA	0.465666666666667
LY75	5.231
UTS2	-5.42283333333333
RREB1	-0.139125
GALNACT-2	-0.8372
MGC3196	0.08175
FLJ31568	2.22375
LPHN1	-0.642
SP1	0.6265
TOX4	-0.878666666666667
HSPA9	0.4956
APOBEC1	3.71
SLC35E4	-0.34825
LSM5	0.06075
SURF1	0.29575
ZBTB1	-1.18625
GTF2F1	-0.11325
RPS15A	0.0497857142857143
DUSP21	-0.0808333333333334
GINS4	-1.48366666666667
MYO15A	-0.907833333333333
GIMAP7	2.12725
MGC13379	0.8895
ATP6V1E2	-0.967666666666667
UTP3	-0.06425
HNRPA3	-0.387875
MT4	0.285
C14orf155	0.19975
U1SNRNPBP	0.229
CKLF	-0.122666666666667
PLEKHN1	-0.493
MBNL1	-0.56625
NUP160	-0.63375
ACSM2A	-0.80875
LOC129881	-1.178
KIAA1529	-0.908
FLJ22639	-0.00725
HAND1	-0.58
GSX1	0.6525
FGA	-4.0481875
SERPINB1	2.36475
ZNF642	0.7885
IGFBP1	-6.29725
SLC1A1	0.608875
DHX57	-0.408875
ZNF766	-0.153
PTPN21	-0.4908
GDPD3	0.023
PNPLA5	0.356
TBR1	-0.230333333333333
FAM116A	0.29025
IQGAP1	0.5745
FOS	-0.427375
ZNF226	-0.00737499999999996
FIGNL1	0.655
C14orf1	-0.698666666666667
ZMYND17	-0.114
PUS7	-0.197666666666667
TUBB6	-2.36125
KCNQ2	-0.9505
MARCH6	-0.409333333333333
CCDC33	0.5095
PRODH	-0.6125
RBM11	-0.022
EPHA6	-0.0328333333333333
SLC43A1	1.44875
LOC196541	-0.0916249999999999
NTN1	-0.30875
ING4	-0.604
PCDHB10	0.7495
DPH2	-0.305333333333333
SPACA4	0.2915
FBXL21	-4.1985
DIAPH1	-0.0888333333333333
ZNF71	0.211333333333333
CEP76	-1.373
CORO1A	-1.76675
RRM2	-0.70625
EDG4	0.508
OS9	-0.3875
SLC4A1AP	0.045
COG5	-0.1205
COPS8	-0.949
NGLY1	-0.61675
NCBP2	0.08925
C17orf42	0.271166666666667
GPSM3	0.33
SIL1	0.423833333333333
ASB6	-0.79375
SMAD5OS	-0.653166666666667
UNC93A	0.413
A1BG	-2.42033333333333
C21orf62	0.7305
FMO5	1.31458333333333
ATRIP	-0.328666666666667
CEBPG	1.05333333333333
C7orf38	-0.528333333333333
TNFRSF1B	1.49633333333333
CLEC1A	0.112
IQSEC1	-0.675875
PATZ1	-0.00380000000000001
RBM22	0.669875
BAG2	-2.015
PAQR5	0.849333333333333
C9orf127	0.5483
THNSL1	-0.1475
SHROOM3	1.9201
JAM2	-1.64725
SNRPN	-1.86475
ALX4	0.449
CACNA1S	0.0655
FAM130A1	0.05225
CORIN	1.026
CD300LB	0.83
PLEKHG6	2.0835
LRRC40	-0.795
PCLKC	1.70025
PCDHB16	-1.6845
WNT2B	0.6515
ASNS	0.345888888888889
MRPL49	-0.612
FLJ46111	-0.2505
ISG20	0.644875
SMU1	0.148666666666667
CASZ1	0.2145
POLR1D	0.922
GIN1	-0.92125
SNAG1	-0.514166666666667
ANKRD29	-0.24075
CDKN2AIP	-0.31925
KRR1	-0.3715
CXCL1	4.92666666666667
EPM2A	-1.1811
PC	-0.6845
DEFB127	-0.537
PDZRN4	0.309833333333333
FAH	-0.010875
OR51E1	0.769
CDC2L6	-0.000166666666666695
DNTTIP1	0.655
PAX8	-0.36275
TMEM116	-0.91325
C1orf150	0.985
PRO2012	0.422
MRPL40	-0.5815
BEX1	-3.4448
SLC2A4	-0.862166666666667
PKMYT1	-0.95075
FEZF2	-0.00700000000000002
SLC26A9	-1.522
MAP2	-0.535
LYL1	-1.59475
SLC25A19	0.3035
NOS3	0.1535
ZNF34	-1.08016666666667
TMPRSS11F	0.06875
FAM43A	-0.28825
FCRL4	0.283166666666667
KLF14	0.719
FLRT2	-2.34933333333333
WRN	-1.882
SDF2	0.0595
KRT8P12	-0.0755
C6orf195	-0.7715
C9orf125	1.449
DZIP3	-0.479125
RIT1	-0.745583333333333
SCML1	2.145
RHBDF2	0.845875
OR2G3	0.1895
REXO1L1	-0.5745
MAP3K7IP3	1.17925
C3orf57	-6.452
FBXW11	0.169833333333333
ETAA1	-0.7985
C14orf131	-1.1013
AKT1S1	-0.38925
SLC12A5	-0.298125
C9orf164	1.1355
NRIP3	-0.893375
NOS1AP	-0.1865
TMEM121	-2.5785
SAP30BP	0.3895
DGCR6	-0.68475
WDR76	-1.64375
FAM82B	-0.179333333333333
LOC606495	-0.0875
MAP9	-1.9155
BCDIN3D	0.188
CXorf36	1.92916666666667
DSCR3	-0.5519
ZFAND3	-0.561375
C7orf43	0.410833333333333
SPSB3	-0.1329
C19orf19	0.77575
FAM133A	-2.925375
C12orf25	0.47525
SLC39A3	-0.68575
DISP2	0.6125
PI4KAP2	-1.697
MKRN3	-2.3555
ADAMTS13	-0.38675
CBLN3	0.3516
TTYH1	-1.5055
C3orf18	-1.05
FLJ13236	1.03075
ZMYND12	0.50175
C18orf25	0.184875
GLB1L3	-1.6135
ATP13A5	0.8625
RANBP10	0.5565
CD96	-1.9766
DENND1C	-1.01
RBMS3	-1.4047
SLC41A3	0.629666666666667
DGCR6L	-0.7935
TMEM128	0.5415
CSNK1G3	0.518928571428571
MOBKL2C	0.175875
TSPAN6	1.99075
MATN2	-1.567
MSL2L1	0.220333333333333
ST6GALNAC2	-2.36566666666667
FGFBP2	-0.9815
FGL1	-6.05116666666667
MPP3	-1.2165
ARHGEF6	-1.60166666666667
TGFBR2	0.533875
ACMSD	-1.1195
IL33	3.664
C9orf5	0.01025
DEAF1	-0.3673
AMN	1.1485
DEFA6	7.299
RNF212	-0.973
METT5D1	0.172166666666667
CIB1	0.5599
TSSK1B	0.582
KIAA1727	3.32525
ZNF680	-0.77075
LOC399900	-0.013
LOC152217	0.52125
CTNNAL1	-1.6015
CIT	-1.01766666666667
TLE6	-1.47025
ZNF607	0.09075
HERC4	-0.761166666666667
DRAP1	-0.8257
PEMT	-0.7915
C10orf111	0.222
ZNF575	0.822
KCTD7	0.06275
MYO1F	0.202
LOC285382	1.79175
RAB11A	0.3069
PLCD3	-0.06825
C15orf28	-0.35225
PTBP2	-1.310625
CTB-1048E9.5	-0.0835
C19orf60	0.8275
C7orf25	0.7075
SETD7	0.436625
HOXB9	2.1725
VANGL1	-0.471875
CHAF1B	-2.01075
NDUFA3	0.7215
KIAA1328	0.194333333333333
SHARPIN	-0.582875
TTC23	-0.549625
UGP2	0.383916666666667
ANKIB1	0.0718
CIRBP	-0.886428571428571
SEC14L4	3.10583333333333
OVCH1	-0.1575
VPS52	-0.754
FAT	1.1525
M6PRBP1	0.0125
GPRIN3	1.111
PPM1F	-0.562
TSR1	-0.89525
CCDC85A	0.31
PCSK5	0.6545
ZFHX3	-0.2285
HEMK1	0.151
PGBD2	-0.61975
RSRC2	-0.4905
AURKC	-2.24833333333333
SCRIB	-0.429625
ORM2	-3.69866666666667
FAM115A	-0.5095
FZD6	-0.723125
UNC119	0.0566666666666667
GPX3	-1.4387
NOV	-2.3055
CABC1	0.51575
CDC42SE2	0.383625
EIF2S2	0.4663
RNF130	0.429625
CKAP5	-1.24
RP11-413M3.2	0.141625
C10orf18	0.4465
TMEM93	-0.5195
DYX1C1	-1.737
KCNMB2	-1.226375
ANK3	1.00766666666667
KRT5	-2.4723
CDH12	-0.660375
QRSL1	0.65425
JUB	-1.369
SHC4	-2.613
CCL15	2.32333333333333
CCDC22	1.003
SNX24	-0.82175
RARS	-0.148
MORC2	-0.00325
FAM48A	0.051
MT1H	-2.299
PPP1R14C	1.1555
FOXD1	-1.4665
C1orf213	-1.6855
AMT	0.3309
DSN1	-0.3265
PTPLAD2	-0.94925
DIS3L	-0.276
RASL11A	4.131
GPRC5B	-0.826375
FRMD7	-0.782
STRN4	0.44675
KITLG	0.3095
HDGF	0.22525
OR1S1	0.451
SETX	0.1526
DDR2	-1.716625
KCTD12	-0.947
LYZL2	-0.3865
WDR52	0.2405
TMEM2	1.24875
ZNF579	0.651833333333333
LOC200810	0.3185
TNFSF9	-1.484125
PPFIA4	-3.804
CNIH3	-1.591
MAP4K4	-0.9305
ROD1	1.53678571428571
ALS2CR12	-0.429
DOCK3	-1.29816666666667
PAQR9	-3.847
ASB17	-0.538833333333333
STX16	-0.337875
FEZ2	-0.037
DLAT	0.340833333333333
KIF21B	0.0901666666666667
CDC5L	-0.51325
TMEM119	0.4325
CRIP3	-0.86425
TPSD1	0.597333333333333
TEPP	0.64525
GNGT2	-0.1235
C21orf121	0.3595
WNK1	-0.524666666666667
FLJ10490	0.6083
OR51B5	-1.409
LOC203547	0.77475
HAS1	-0.9745
PPA1	1.26366666666667
ST7	-0.814
C11orf46	-0.2047
POPDC3	-2.94033333333333
ACOX2	0.865
ATCAY	-0.0926666666666667
TM4SF19	-1.502
MFSD9	0.254166666666667
PDHB	-0.663
ERN1	0.10425
LCE3C	0.8095
GPR111	0.284
NOTCH3	0.442666666666667
ADAMTS5	2.069
B3GALT1	-0.36075
UGCGL1	0.733666666666667
FAM58A	0.901833333333333
FBXO32	-0.98025
CLPP	-0.0115
NXPH1	-1.0705
MTMR3	0.397833333333333
ATP1B3	0.0195
TMEM16A	1.077125
HIST1H3F	-0.461
TRIM25	0.633666666666667
SDCBP2	3.9635
CRKL	-0.87225
HOXB2	-2.674
ANP32B	-0.0415
GATM	0.424
AP4E1	-0.31275
EDG5	-0.027375
CDKN3	-1.1165
CDH4	-2.06925
PGD	-0.00383333333333333
RND1	0.1795
GAD1	-2.903
MPG	-0.019
LOC440350	-0.719
ZNF133	0.056
SERPINB12	-0.9205
AMELY	-0.046
DHX36	-0.86725
TNFAIP8L2	1.03316666666667
PHTF2	-0.837722222222222
CCDC112	-1.27466666666667
IQCC	-1.006
HEYL	2.64233333333333
FTSJ2	-0.241833333333333
APPL1	0.234125
RAB43	-0.177571428571429
OR10G2	0.385
WAC	0.161833333333333
ADCY9	-0.137375
RUNDC2B	-0.6035
PYCRL	-0.9731
AGPAT7	-0.2585
SLC22A9	-0.638
CDKAL1	-0.222
PDYN	-0.0425
C20orf74	2.29925
MTMR11	1.90475
VAV3	3.701
DAPL1	5.464
STXBP3	0.16775
EIF3G	0.312
ARHGAP22	-2.847
NPFFR1	0.605
NPC1	-0.455666666666667
ALDH9A1	0.193833333333333
ZNF600	0.697375
ZNF678	-0.503666666666667
RASSF1	-0.9315
ADD2	-3.34775
PITPNB	0.408875
PKD2L2	0.679125
LRP11	0.48525
CDKL1	-0.46775
SMEK2	0.758
PRODH2	-2.65016666666667
C11orf54	0.562333333333333
SFRS11	-0.477833333333333
IL7	1.81966666666667
ALS2CR16	0.78325
BTG3	-0.359
PAK2	-0.601055555555556
RP11-679B17.1	-0.296
GATA4	-1.98716666666667
ATP2B1	-0.6115
LOC130940	-1.376
C1orf172	2.7405
ATF7IP2	0.5105
SLC25A43	1.27683333333333
CENTG3	-0.265916666666667
IGF2BP1	-3.0533
FCHSD1	0.508
CAMK2N2	0.974333333333333
ELAVL3	0.2595
NBPF15	-0.3865
UBE2J2	-0.0994166666666667
GNL2	-0.388
PRR3	-0.5177
NLF2	1.28175
OR4F6	-0.1195
KLHL24	0.381166666666667
CCDC88A	-2.953
SGPP1	-1.4505
C10orf11	1.217
SLC35B4	-1.548
UGT3A2	-1.354
ARNT2	-2.9828
CBR1	-0.348125
ITPR3	0.738
TRAPPC6B	-1.4663
AMZ1	-3.213
ARP11	0.50775
WDSUB1	0.03725
APBA1	0.228333333333333
RAB2A	0.8028
C6orf162	-0.18525
HPSE2	0.594666666666667
PLCE1	1.383
INSL3	0.21625
DLG1	0.1911
PTPLA	-2.846
PIGX	-0.494875
TFIP11	-0.108333333333333
FIBIN	1.272
POLR2G	-0.46525
GRAP2	-2.2294
DNAJB8	0.044
CNBP	0.3415
WASF1	-3.39975
INPP5E	-1.3348
HSPB1	-1.6253125
TMEM167	-0.7318
CUBN	-0.16075
IGF1	-0.4163125
ITPK1	0.0667
NAALAD2	-0.734375
G3BP1	0.0958
NT5DC1	0.5605
CYP39A1	1.405
TMEM139	1.20733333333333
POLK	-0.7868
GLULD1	-1.6245
RBM15	-0.436833333333333
AMZ2	-0.47725
GDF15	1.56433333333333
MESDC2	-0.325
INCA	2.21
ACY1L2	0.573
GZMM	-0.618333333333333
PAIP1	-0.33775
CACNA2D1	-0.091
STK32C	-1.18116666666667
SH3BP4	0.824
DEC1	0.527
PADI1	0.044
UBB	-0.7179
PON3	-3.13766666666667
PROP1	0.5535
ANKRD13B	-0.1525
ADCK1	-0.1195
TCF25	-0.00416666666666667
SLC38A5	-0.1435
CXorf26	0.6535
C19orf39	0.26375
PPP1R13B	0.03575
ARL2	-0.637
TCL6	0.0985833333333334
TOP3A	-1.4235
SLC16A14	0.426875
FXYD6	-0.1515
HIST1H4E	0.3985
BBC3	0.511210526315789
UNC5A	0.164833333333333
FAM86C	-0.4793
PI4KB	-0.29925
B3GAT1	-3.4635
SUSD2	-0.44
OAZ2	-1.05083333333333
NOC4L	0.30975
C10orf12	0.0735
FADS1	-3.70416666666667
LOC144097	-0.54925
DKK2	0.6365
KIAA1949	-1.57775
RHOT1	0.6119
OXT	0.3775
GPR153	0.75925
ARL4A	0.479666666666667
SAAL1	-0.80925
CCDC64	0.051
USE1	-0.0148333333333333
HNMT	1.22
PCGF3	0.14625
CYP2C19	1.17625
C20orf4	0.308
CCDC11	-1.34425
ACSBG2	0.41975
RWDD2A	-0.35
PALLD	-0.194
CPLX4	0.574
LOC492311	0.91175
KPNA2	-0.760833333333333
MACROD1	1.1341
TMCO3	0.0485
