Hybridization REF	TCGA-AA-A00N-01A-02R-A00A-07
EPDR1	0.4018
MUSK	-0.00133333333333332
ZNF434	-0.12
SMARCD1	0.239666666666667
ZFP106	-0.6795
ZNF347	-0.2435
GTF2E1	0.21925
RY1	0.205333333333333
ATAD2B	0.914375
ARHGAP17	-0.266
KCNIP3	-1.60325
SFPQ	0.559125
GFRA4	-0.189
AKR1B10	2.05775
TIGD6	-0.184666666666667
RGS16	0.9045
URB1	0.249333333333333
OR4C46	-0.660166666666667
TOP3B	-1.1465
NFATC4	-0.4205
CA14	-4.9395
BMPR1A	0.158166666666667
SNRP70	-1.3635
PRL	0.25975
C6orf130	-0.1225
STAG2	-0.45775
CD55	0.716714285714286
RPS23	-0.9765
SSX2	-0.783333333333333
FDPSL2A	-0.2705
FBXO27	-1.067
SYNGR3	-1.84816666666667
TMSL3	1.741
EML1	-1.437
NUP93	-1.05883333333333
SMAD3	-0.2038
KIAA1189	1.16166666666667
HNRPUL2	0.00833333333333334
TBC1D12	1.23733333333333
C16orf24	-0.341
MRVI1	2.69383333333333
ZNF581	-0.806166666666667
ELOVL3	-0.5775
OR51Q1	0.74875
CACNB3	0.635666666666667
GALNT13	1.45757142857143
C10orf84	1.145375
NEDD4	-0.4924
SPO11	0.3
OR5AU1	0.167
NEK4	0.430928571428571
PRKAR2A	0.155
IHPK1	-0.894833333333333
ATP6V0B	0.319125
CACNA1E	0.2565
CEACAM8	1.9254
PEX14	-0.0165
FLJ12993	-0.4075
ZBTB38	1.05775
PCTK2	-0.438833333333333
LRRC16	1.8832
FBLIM1	0.971333333333333
FYCO1	1.40425
RP5-1022P6.2	0.372916666666667
CMTM1	0.694
PLTP	-0.551166666666667
RAPH1	0.914625
DOCK8	0.283125
EZH2	-1.21246666666667
SLC25A1	-0.975833333333333
PLEKHB1	1.3963
GRB7	0.4522
ZFP37	-0.83575
MRPL33	0.317
PELO	-0.1045
ARMC1	-0.514090909090909
C9orf27	0.176875
FLJ25778	-0.1535
C9orf37	-0.9775
TMEM66	0.6885
SPRN	-0.07075
HBEGF	1.594125
PI4KA	-2.0895
LEPRE1	-0.71375
POU2AF1	-1.571125
MRPL12	0.583666666666667
REP15	2.6285
ZC3H3	-0.45425
RASAL1	1.9575
DDAH1	2.91875
ACBD5	1.05
TMC2	0.042
CCDC137	-0.93175
SAMD13	3.40616666666667
UGT2B15	3.63533333333333
TIPARP	-0.22925
DNASE1L3	0.53575
TRIM72	0.057
DBX2	-0.30875
IPO8	0.217
C21orf88	-1.3864
MAP3K14	-0.403
LOC51233	-0.172333333333333
GGTLA4	1.61825
PDE6D	0.083
ZNF117	-0.96475
CLK2	-0.8415
NKRF	-0.463
TNFSF15	1.7864
DUSP2	-0.996375
SECISBP2	-0.2161
GABRR2	-0.486
PPAP2C	1.9835
LOC51145	-0.0746666666666666
PAG1	1.433625
PIK3C3	0.1655
GNG10	-0.1675
APOL4	0.700666666666667
ANKRD28	-0.26675
STMN3	-2.3188
RAB14	1.0022
CDK2AP2	-0.03275
HDDC3	0.289857142857143
COMMD7	-0.35825
CXXC1	-0.149
HMCN1	-0.548333333333333
CD40	-0.396
DYNC1LI2	0.331625
GDI1	-0.2145
LOC646938	-0.358
VSNL1	1.75433333333333
PIH1D1	-0.327333333333333
RAET1G	-1.6655
KRTAP5-9	-0.1945
EFTUD2	-0.08525
ZNF311	-0.24
ATP6V1G3	0.53625
OR2W3	0.33725
SCN4A	-0.60075
MED10	-0.98325
FAM135A	2.0382
ARHGAP4	-1.078
EHMT2	-1.215875
UFD1L	-0.2175
ERMP1	-0.002
MAG1	-0.4685
THAP8	-0.440333333333333
HACE1	-0.724666666666667
FAM82C	0.494333333333333
C3orf20	0.2575
UNC84A	-0.661333333333333
SCD5	0.197384615384615
LASS6	1.765125
LSG1	-0.28825
MAL	-6.6175
GPR22	-0.6535
WDR5B	-0.25975
ACTRT1	-0.6445
C17orf60	0.0365
GRIN2C	-0.7347
ARMC8	-0.379666666666667
SLC47A1	-2.6495
DMPK	-0.73675
DHRS13	-0.516666666666667
SMC1A	-1.4165
KRTAP17-1	1.23033333333333
SMYD5	-0.79825
TUSC2	0.342625
CRHR2	0.502
KIR3DL2	null
CCDC104	-0.77625
ATP2C1	0.437
CROT	0.9885
PABPC3	-0.737833333333333
EGR1	0.887
THSD1	1.1995
KHK	0.45525
SLC12A2	3.7018125
CD58	0.198
STOX2	-0.375166666666667
CCDC76	-0.8891
CCDC48	3.34225
DNAH1	-0.357666666666667
ZIC4	0.229125
OR1G1	-0.645
PSMC6	-0.531166666666667
PROKR1	-0.1565
ABCB1	2.044625
TRAT1	-0.815
LLGL1	-0.531
MTF1	1.04075
USP54	1.188375
PAGE2B	-0.586
ITGB7	-5.23275
CCDC81	-0.043
LOC149837	0.227
SCUBE1	-0.1655
ZSCAN10	-0.401
HUWE1	-0.127357142857143
CDH17	7.686
CD180	0.27625
IL17A	0.3335
TMPO	-0.332
KIAA1524	-0.707833333333333
HDGFRP3	-1.981
OXCT1	-0.942
RRAS2	0.308833333333333
LTBP2	1.292625
SV2B	0.113
CYP2A6	0.140125
PKD1L2	-0.394
PPM1M	0.24875
FLJ22662	4.75466666666667
ZNF502	1.912
GP6	-0.5615
CRYBA2	0.2675
LEF1	-1.7266
CTPS	-1.29385714285714
EYA1	-2.20233333333333
EPS8L1	0.292
MAPK14	-0.06725
SERPINB2	-2.983625
GTF2F2	0.444333333333333
ZNHIT4	-0.851
PLA1A	0.49375
C20orf114	2.2945
HPR	-3.441
C18orf2	-1.29983333333333
SATB2	2.997
KCNJ9	-0.244375
MGC157906	0.445
MOCS3	0.07425
C17orf71	-0.591333333333333
PPHLN1	0.0053
HIST1H2BN	-0.995375
RAPGEF1	-0.620875
MAP3K8	0.6375
DLG4	0.231833333333333
STC1	0.229
CDGAP	0.4925
DDX26B	0.28875
LOC150223	-1.07525
CPSF3	-0.836833333333333
TMEM14A	0.1125
MYH3	-1.47225
GPKOW	0.30975
SULT1A1	0.153333333333333
SPON1	2.71
YY1AP1	-0.486166666666667
RAB23	-0.06525
PLA2G4A	-0.3115
MAPRE3	0.333
ZNF516	0.359357142857143
GGPS1	0.4755
EXOC3L2	-0.583875
C19orf42	0.9428
MAP2K2	-0.422333333333333
HIST1H2BB	-1.0575
RNF19B	1.4345
C6orf128	-0.127333333333333
TLR8	1.717
PCDHA9	1.015
CARS2	-0.00675
CLUL1	-1.13316666666667
RHAG	-4.42633333333333
UNK	-0.3195
EXOC8	0.4308
C9orf95	1.87475
C14orf143	0.3492
MAML3	0.267
LDHA	-0.8895
MRPL20	0.7345
KLHDC6	0.2378
ATP5S	0.491166666666667
C8orf55	-0.06725
PHF19	-1.973875
KRTAP13-4	0.151
TTC5	-0.66775
XKR5	-0.3045
SILV	-6.43516666666667
TEX28	-0.792
TCTN1	-0.839
CX40.1	0.22
PPP2R5C	0.171625
C12orf30	-0.5096
CAPG	1.7015
MPZL1	1.51685
ARSB	-1.00866666666667
TDH	-0.867
WASF4	1.155
TSSK3	-0.735333333333333
7A5	2.4915
CRISPLD1	0.285375
MAD1L1	-0.390166666666667
SPIN4	0.1335
AMPD1	-1.08975
DPYSL5	1.0775
INPP1	1.77066666666667
ANKRD11	-0.895444444444445
NPAS4	-0.182125
GCET2	0.1038
RNASE9	0.44
GUCY2D	-0.245333333333333
CCDC98	-0.2365
FGF4	-0.110875
CPM	-0.509666666666667
SLC26A4	-0.1745
PLD5	0.38075
FAM59A	1.9028
FBXO5	-1.34588888888889
SIPA1L1	0.437875
DPYS	0.86825
ATG4D	0.52975
TGM3	1.683
MTCH1	-0.74
HK1	-0.461571428571429
CDC26	0.49425
GALNT12	2.08866666666667
LOC339229	-0.899
MRPL35	0.58475
ORC4L	-0.27675
TNKS	-0.00942857142857143
C2orf24	-0.329833333333333
ZNF553	-0.0563333333333333
GGTLA1	2.1418
ZNF497	-1.40025
CDY1B	-0.2
SLC30A4	0.41475
TUB	-1.18125
ARHGEF18	0.146
ARRB1	0.96275
KCNK1	2.291875
EREG	-0.3964
SCAMP5	-0.666
RUNDC3B	1.40925
ADAMTS20	-0.26775
IL17RB	-0.0928571428571429
FLJ20323	-0.7325
MCAM	0.731375
POLR3E	-0.737416666666667
AQR	0.734666666666667
IPMK	-0.4285
CDCA7	0.462875
CAMP	0.51525
GRHL3	0.90325
ADAMTSL2	-0.3465
CLMN	2.544
SSTR3	0.3
MAGEA5	-2.67466666666667
OVOL2	4.71425
JMJD1B	0.4225
RBL2	0.2749
PYGO2	0.4925
PPP1R10	0.131166666666667
CSE1L	-1.109
LCA5	0.52375
RDH16	-0.4135
ASRGL1	1.187625
TOM1	-0.140333333333333
PTX3	-4.6195
TTC15	0.3495
SCGB3A1	-0.299333333333333
MRPL50	-0.17
RCAN3	0.970875
SLC26A11	-0.26475
STYX	-0.561833333333333
CINP	0.287
MARCH7	-0.0325
PFKM	-0.199333333333333
SGMS1	0.812
RIOK3	0.3175
C1orf110	2.014
CES7	-0.131875
LOC440248	-1.89275
PPP1R12C	-0.785
C10orf27	0.206
ATG9A	-0.53325
MRPS26	0.0055
TMEM40	-1.17625
ELP3	-0.1327
ZNF787	0.0535
HIAT1	-0.343375
C8orf34	0.5885
MGC4655	-0.8657
PELI1	2.10133333333333
PPT1	-0.8655
SLC35C2	-0.514333333333333
C6orf125	-0.26825
MUC4	4.76716666666667
RFC4	-1.87557142857143
GNB2	-0.571166666666667
NUP50	0.757928571428572
SULT4A1	-0.5455
C7	0.291875
CCDC130	-0.198833333333333
ARRDC4	1.9415
RQCD1	0.02625
GLYCTK	0.22525
AYTL2	-0.536181818181818
MTUS1	1.9169
LEMD3	0.459166666666667
PLEKHF2	-0.19325
HOXA7	1.7685
GTF3C2	-1.102
DYNLRB2	0.442
CNOT10	-0.69825
MR1	-0.263166666666667
FFAR1	-0.39375
PRIC285	-0.848
SLITRK6	1.46125
LIX1	-1.0762
UBE1L2	0.152
F8	0.12475
ACHE	-0.0208333333333334
KPNA5	-1.35125
TNFRSF12A	-1.1885
EGR3	-0.539
SERPIND1	-4.78066666666667
OASL	3.0285
IFRD1	-0.838125
WDFY1	0.352
ZNF267	0.3435
ACCN5	0.694
ZBTB6	0.905
PPP1R3A	-1.0815
PRRT3	0.3385
FBXL19	-1.233
TXNIP	0.582214285714286
ACTN2	-1.2405
ATG9B	-0.22275
C9orf117	0.26725
IL27	0.2575
RPL36AL	0.431333333333333
KLK15	1.2395
CHAD	-0.037
RAP2B	0.3598
HEBP2	1.631
ZNF342	-0.1705
CAMK2G	0.136
TLR3	3.10025
FGF14	0.31375
HMGB2	-1.14425
TRPM5	0.412166666666667
OR5M11	0.572
KIF3B	0.616684210526316
PRICKLE2	0.02725
MTMR9	-0.117
C3orf27	-0.3425
GLRA3	-0.801
NSDHL	-0.129666666666667
TMEM32	0.2225
POLR2D	-0.146166666666667
MYADML	-0.0795
C9orf114	-1.013
MRGPRX1	1.156
TOPORS	0.7395
CLDN19	-0.9465
C1QL4	-0.1435
RNF165	-1.422
DHRS9	3.017
DNAH2	-0.3064
FXR1	-1.17483333333333
ZMYM3	-0.866875
CASP3	0.793333333333333
FAM120C	-1.19375
SCLY	-0.9285
CA7	-0.733
ENTPD5	1.52633333333333
ZNF461	-0.8525
PDIA5	-0.4815
C1orf19	-0.586833333333333
TMEM67	-0.1485
KCTD20	-0.70175
WDR47	0.5125
FLJ38723	0.595
KLRF1	-0.297833333333333
TAS2R16	1.0945
CLDN12	0.9655
PRKCE	0.37575
UBXD4	-0.36425
ITGAM	2.547
GLT8D3	-0.0715
WDR31	-0.2563
RGS2	1.84125
OR51L1	-0.006
MST1R	2.4015
KIAA1737	0.83
OR4A5	0.164
GLIS1	-1.85016666666667
PTMA	0.689571428571428
NAPA	-0.155
PRDM11	-0.148
LIPF	1.3965
DIRAS3	1.40325
ASGR2	-4.719625
C1QTNF4	-0.10025
PIK3R4	-0.344666666666667
ARMC3	0.6865
NDUFV3	-0.12075
BTBD3	-0.037
PPP1R2	0.666833333333333
UBE2NL	0.27975
FOSL2	1.08142857142857
FAM119A	-0.8565
TUBA4A	0.0195
KRTAP12-1	-0.845
SFRS2	-0.37975
RHPN1	-1.6947
EEF2	-0.4795
ZDHHC11	-0.969833333333333
EPHA3	-0.4765
RBM12	-0.60325
H2AFJ	-0.170583333333333
EDIL3	3.0285
KIF26A	-0.42725
SERGEF	0.1485
B3GALT4	2.74825
LOC90925	-0.0455
OSCAR	0.623875
NPFF	-0.045625
DEDD	0.50375
TMEM155	-0.367625
PTPN1	-0.2185
SCYL2	0.8925
SKAP1	1.4905
LEAP2	-2.07066666666667
GADD45G	1.4084
IFITM3	1.34775
PILRB	-1.0795
SLU7	0.364625
DSC3	0.88775
DNMT3L	-0.3495
PAPD5	-0.0345
B3GNT3	3.35283333333333
LHCGR	-0.3605
MSL-1	0.60275
UBE2S	-1.507125
SAP130	-0.675
ANAPC11	0.6035
MAGED4B	-1.208
ATP6V1B2	0.5775
C14orf179	0.876625
CAPZA1	0.449
CDYL2	-0.753
GLRX3	-0.133166666666667
LOC136288	-0.71975
MOBKL1A	-0.24425
HTR2B	1.87575
CRYGD	-0.0783333333333333
NUS1	0.26
PGRMC1	0.915
MYOM2	0.61075
FLJ39653	-0.0575
CHM	-0.314
OR5M8	-0.0275
ZNF619	0.1775
FAM105A	3.08325
CCNL1	-1.083625
NAP1L3	-0.6715
C10orf57	0.635
B3GALNT1	-0.471833333333333
CSN1S2A	-0.792
TCP10L	-0.10325
GDAP2	0.4595
DMKN	-0.915
COX6B1	1.04125
DNASE2	-0.00766666666666667
MSH5	-1.57025
LGMN	-0.232375
USP31	-0.1379
OR13C8	0.4255
SDCBP	0.5142
NUDT11	-1.42483333333333
PYGL	-0.334166666666667
SNPH	-0.369833333333333
B3GNT4	0.4985
MIZF	-0.5342
NUBPL	-0.244625
NOD1	0.4335
CDH22	-0.560875
NUBP1	0.139833333333333
DSCAM	-5.0695
DGKI	0.5195
FAM136A	0.02425
AKAP1	1.16183333333333
SLC16A6	-2.32825
RIN3	0.5745
PSG2	0.07775
DIP2B	0.455166666666667
PSORS1C1	1.4577
KIAA0495	-2.726
FLJ90709	-0.0591666666666667
LPA	0.1085
PIGA	0.212
LY75	4.734
UTS2	-5.137
RREB1	-0.089625
GALNACT-2	0.4518
MGC3196	-0.85325
FLJ31568	-0.27225
LPHN1	-1.166625
SP1	1.23325
TOX4	0.0843333333333333
HSPA9	0.2762
APOBEC1	4.1005
SLC35E4	-0.99025
LSM5	-0.3585
SURF1	-0.57975
ZBTB1	1.12025
GTF2F1	-0.5185
RPS15A	-0.0717142857142857
DUSP21	0.160166666666667
GINS4	-1.76883333333333
MYO15A	-0.479333333333333
GIMAP7	1.69575
MGC13379	0.98375
ATP6V1E2	-0.3555
UTP3	-0.253
HNRPA3	-0.2503125
MT4	-0.324
C14orf155	0.237666666666667
U1SNRNPBP	0.4275
CKLF	0.106333333333333
PLEKHN1	0.739
MBNL1	-0.0278333333333333
NUP160	-0.623
ACSM2A	-0.69975
LOC129881	-0.788333333333333
KIAA1529	-1.13475
FLJ22639	-0.198
HAND1	-0.182
GSX1	0.0205
FGA	-3.56878571428571
SERPINB1	2.74425
ZNF642	0.64375
IGFBP1	-8.083125
SLC1A1	2.53775
DHX57	-0.555375
ZNF766	-0.373
PTPN21	0.3601
GDPD3	2.10266666666667
PNPLA5	-0.3445
TBR1	-0.5335
FAM116A	0.73225
IQGAP1	0.9015
FOS	1.477875
ZNF226	-0.194875
FIGNL1	-0.0313333333333333
C14orf1	-0.185166666666667
ZMYND17	-0.461
PUS7	-0.242
TUBB6	-0.896375
KCNQ2	-1.22425
MARCH6	-0.147916666666667
CCDC33	0.4585
PRODH	0.72125
RBM11	0.0475
EPHA6	0.533333333333333
SLC43A1	-0.6605
LOC196541	0.00428571428571427
NTN1	0.447416666666667
ING4	-0.63625
PCDHB10	1.33225
DPH2	-0.293833333333333
SPACA4	0.014
FBXL21	-1.786
DIAPH1	-0.301833333333333
ZNF71	-0.268
CEP76	-0.067
CORO1A	-2.03375
RRM2	-0.737375
EDG4	0.2675
OS9	0.449333333333333
SLC4A1AP	-0.4645
COG5	-0.31175
COPS8	-1.044
NGLY1	-0.89775
NCBP2	0.716
C17orf42	-0.226833333333333
GPSM3	0.0475
SIL1	0.149666666666667
ASB6	-0.64
SMAD5OS	0.175833333333333
UNC93A	0.077125
A1BG	-1.217
C21orf62	1.1785
FMO5	0.461
ATRIP	-0.578333333333333
CEBPG	1.202
C7orf38	-0.527333333333333
TNFRSF1B	0.562833333333333
CLEC1A	0.31
IQSEC1	-0.485125
PATZ1	-0.0904
RBM22	0.76525
BAG2	-2.37666666666667
PAQR5	1.62783333333333
C9orf127	0.5829
THNSL1	0.202
SHROOM3	3.0296
JAM2	-0.225
SNRPN	-1.03975
ALX4	-0.633
CACNA1S	-0.4775
FAM130A1	-0.2305
CORIN	1.2605
CD300LB	0.191
PLEKHG6	1.3015
LRRC40	-1
PCLKC	1.3455
PCDHB16	0.419333333333333
WNT2B	1.61166666666667
ASNS	-1.39755555555556
MRPL49	-0.059125
FLJ46111	0.54125
ISG20	0.307125
SMU1	0.0846666666666667
CASZ1	0.0485
POLR1D	-0.126333333333333
GIN1	-0.395
SNAG1	0.414833333333333
ANKRD29	0.06125
CDKN2AIP	0.919
KRR1	-0.35875
CXCL1	4.86433333333333
EPM2A	-0.4742
PC	-1.32466666666667
DEFB127	1.7305
PDZRN4	1.14133333333333
FAH	-1.683125
OR51E1	1.691
CDC2L6	-0.198
DNTTIP1	-0.4115
PAX8	-0.4525
TMEM116	-1.3235
C1orf150	-0.05
PRO2012	0.53775
MRPL40	-0.36
BEX1	-4.3063
SLC2A4	-0.222666666666667
PKMYT1	-1.783
FEZF2	0.0243333333333333
SLC26A9	0.46425
MAP2	0.3225
LYL1	-1.69275
SLC25A19	-0.577333333333333
NOS3	-0.6285
ZNF34	-0.530666666666667
TMPRSS11F	3.12325
FAM43A	-0.694
FCRL4	-0.0526666666666666
KLF14	-0.16475
FLRT2	-0.114166666666667
WRN	-0.988
SDF2	0.6276
KRT8P12	0.1615
C6orf195	-0.016
C9orf125	2.48183333333333
DZIP3	0.205625
RIT1	0.557916666666667
SCML1	-1.21066666666667
RHBDF2	0.814
OR2G3	-0.0345
REXO1L1	-0.9315
MAP3K7IP3	0.26775
C3orf57	-6.47775
FBXW11	-0.1045
ETAA1	-0.77275
C14orf131	-0.4891
AKT1S1	-0.43275
SLC12A5	-0.28925
C9orf164	0.49775
NRIP3	-0.94025
NOS1AP	-0.36325
TMEM121	-1.986
SAP30BP	-0.1535
DGCR6	-0.6315
WDR76	-1.1965
FAM82B	-0.240666666666667
LOC606495	0.356
MAP9	1.39416666666667
BCDIN3D	0.657
CXorf36	3.0865
DSCR3	0.2384
ZFAND3	-0.116375
C7orf43	-0.101166666666667
SPSB3	-0.299
C19orf19	0.05575
FAM133A	-1.89633333333333
C12orf25	0.371
SLC39A3	-0.598375
DISP2	-0.28275
PI4KAP2	-3.192
MKRN3	-2.2632
ADAMTS13	-1.27325
CBLN3	0.054
TTYH1	-2.48716666666667
C3orf18	-0.20475
FLJ13236	0.63625
ZMYND12	1.7435
C18orf25	0.88025
GLB1L3	-0.7065
ATP13A5	-0.2
RANBP10	-0.4465
CD96	-1.5477
DENND1C	0.24525
RBMS3	0.1933
SLC41A3	0.7205
DGCR6L	-0.799
TMEM128	-0.179833333333333
CSNK1G3	0.535857142857143
MOBKL2C	1.3155
TSPAN6	0.850875
MATN2	1.4429
MSL2L1	0.0403333333333333
ST6GALNAC2	-2.7695
FGFBP2	-0.358
FGL1	-1.07683333333333
MPP3	-0.8715
ARHGEF6	-0.609666666666667
TGFBR2	1.364375
ACMSD	-0.0913333333333333
IL33	1.60875
C9orf5	-0.119583333333333
DEAF1	-0.7417
AMN	1.0055
DEFA6	6.433875
RNF212	-0.27
METT5D1	0.578166666666667
CIB1	1.0115
TSSK1B	0.2085
KIAA1727	1.72875
ZNF680	-0.345916666666667
LOC399900	-0.6435
LOC152217	-0.855
CTNNAL1	-2.82
CIT	-1.27983333333333
TLE6	-0.45575
ZNF607	0.1185
HERC4	-0.898
DRAP1	-1.2532
PEMT	-0.66425
C10orf111	0.495
ZNF575	0.652125
KCTD7	-0.10125
MYO1F	0.60525
LOC285382	2.051
RAB11A	0.9241
PLCD3	-0.05275
C15orf28	0.544
PTBP2	-0.75275
CTB-1048E9.5	0.36925
C19orf60	0.4195
C7orf25	-0.119
SETD7	0.897625
HOXB9	2.5745
VANGL1	0.515375
CHAF1B	-1.64825
NDUFA3	0.676
KIAA1328	-0.5105
SHARPIN	-0.28875
TTC23	-0.06
UGP2	0.525666666666667
ANKIB1	-0.0776
CIRBP	0.368714285714286
SEC14L4	-2.02366666666667
OVCH1	-0.199166666666667
VPS52	-1.36725
FAT	1.536625
M6PRBP1	-0.35675
GPRIN3	1.287
PPM1F	-0.5115
TSR1	0.0115
CCDC85A	2.605
PCSK5	2.10725
ZFHX3	-0.2825
HEMK1	-0.4908
PGBD2	0.13275
RSRC2	0.235333333333333
AURKC	-1.5015
SCRIB	-0.28375
ORM2	-5.44183333333333
FAM115A	-0.6042
FZD6	0.367875
UNC119	-0.841166666666667
GPX3	-1.1875
NOV	1.08825
CABC1	0.25925
CDC42SE2	1.0900625
EIF2S2	-0.2035
RNF130	0.331625
CKAP5	-1.48533333333333
RP11-413M3.2	-0.33075
C10orf18	0.0896
TMEM93	0.6445
DYX1C1	0.91275
KCNMB2	-0.1675
ANK3	1.17091666666667
KRT5	-4.0401
CDH12	-0.753125
QRSL1	0.178875
JUB	-0.0945
SHC4	-0.964125
CCL15	1.65566666666667
CCDC22	0.255
SNX24	-0.419
RARS	-0.02575
MORC2	0.336375
FAM48A	-0.95975
MT1H	-0.9375
PPP1R14C	2.29783333333333
FOXD1	-0.878714285714286
C1orf213	-1.706
AMT	-1.112
DSN1	-1.1525
PTPLAD2	2.098
DIS3L	-0.9875
RASL11A	1.809
GPRC5B	-0.313125
FRMD7	-1.167
STRN4	-0.1575
KITLG	1.34931818181818
HDGF	-0.42425
OR1S1	0.1125
SETX	0.2188
DDR2	0.339
KCTD12	1.168
LYZL2	-1.2455
WDR52	-0.279
TMEM2	1.71875
ZNF579	-0.189333333333333
LOC200810	0.92525
TNFSF9	-0.9565
PPFIA4	-3.25425
CNIH3	0.2885
MAP4K4	-0.748285714285714
ROD1	1.08235714285714
ALS2CR12	-0.4384
DOCK3	-0.439666666666667
PAQR9	-3.30366666666667
ASB17	-0.150666666666667
STX16	-1.061625
FEZ2	0.69
DLAT	0.214
KIF21B	-1.1125
CDC5L	-0.2345
TMEM119	0.722
CRIP3	-0.57025
TPSD1	-0.643833333333333
TEPP	-0.579
GNGT2	1.4165
C21orf121	-0.12175
WNK1	-0.1395
FLJ10490	-0.1023
OR51B5	-1.4335
LOC203547	0.374375
HAS1	0.488
PPA1	0.809
ST7	-0.1195
C11orf46	0.3133
POPDC3	-0.6775
ACOX2	0.292333333333333
ATCAY	-0.430083333333333
TM4SF19	-0.54075
MFSD9	0.646166666666667
PDHB	0.014
ERN1	-0.78475
LCE3C	-0.293
GPR111	-0.6705
NOTCH3	1.106
ADAMTS5	2.64225
B3GALT1	0.299
UGCGL1	0.840333333333333
FAM58A	0.6085
FBXO32	0.256
CLPP	-0.26225
NXPH1	-0.6215
MTMR3	0.785666666666667
ATP1B3	0.534625
TMEM16A	3.772875
HIST1H3F	-0.615166666666667
TRIM25	-0.172666666666667
SDCBP2	4.5785
CRKL	-0.628
HOXB2	-0.887666666666667
ANP32B	-0.10125
GATM	3.7105
AP4E1	0.156125
EDG5	-0.172625
CDKN3	-0.612
CDH4	-1.52075
PGD	-0.407166666666667
RND1	0.4695
GAD1	-0.6857
MPG	-0.534625
LOC440350	-1.365
ZNF133	-0.0495
SERPINB12	-0.003
AMELY	0.264
DHX36	-0.99375
TNFAIP8L2	3.14033333333333
PHTF2	-0.131055555555556
CCDC112	0.317833333333333
IQCC	-0.55825
HEYL	2.98133333333333
FTSJ2	-0.398666666666667
APPL1	-0.188875
RAB43	0.634285714285714
OR10G2	0.0175
WAC	0.198
ADCY9	-0.113625
RUNDC2B	0.273
PYCRL	-0.6607
AGPAT7	0.412166666666667
SLC22A9	-0.6865
CDKAL1	0.0805
PDYN	0.4506
C20orf74	1.1055
MTMR11	2.721
VAV3	2.14675
DAPL1	1.197
STXBP3	0.4365
EIF3G	-0.66575
ARHGAP22	-0.35025
NPFFR1	-1.048
NPC1	-0.562833333333333
ALDH9A1	0.437166666666667
ZNF600	1.11525
ZNF678	-0.638
RASSF1	-0.496083333333333
ADD2	-2.106375
PITPNB	0.583125
PKD2L2	1.25175
LRP11	0.35375
CDKL1	0.88225
SMEK2	0.9655
PRODH2	-4.805
C11orf54	1.04466666666667
SFRS11	-0.8345
IL7	2.698
ALS2CR16	0.971
BTG3	0.304666666666667
PAK2	-0.208666666666667
RP11-679B17.1	-1.07375
GATA4	0.0985
ATP2B1	0.27375
LOC130940	-0.782
C1orf172	2.9555
ATF7IP2	0.4845
SLC25A43	0.423666666666667
CENTG3	-0.62875
IGF2BP1	-4.1565
FCHSD1	-0.0905
CAMK2N2	0.127333333333333
ELAVL3	-0.398444444444444
NBPF15	-1.14883333333333
UBE2J2	0.0541666666666667
GNL2	-0.315
PRR3	-0.6505
NLF2	0.03425
OR4F6	0.285
KLHL24	0.620166666666667
CCDC88A	-1.8399
SGPP1	-0.18
C10orf11	1.12166666666667
SLC35B4	-1.19633333333333
UGT3A2	-1.122
ARNT2	-1.1991
CBR1	1.05525
ITPR3	0.536833333333333
TRAPPC6B	0.279666666666667
AMZ1	0.019
ARP11	0.65475
WDSUB1	-0.1845
APBA1	-0.199166666666667
RAB2A	1.1701
C6orf162	0.447125
HPSE2	-0.076
PLCE1	2.06225
INSL3	0.42175
DLG1	0.0661
PTPLA	-0.74825
PIGX	-0.28925
TFIP11	0.245833333333333
FIBIN	2.566
POLR2G	-0.2805
GRAP2	-1.46477777777778
DNAJB8	-0.5
CNBP	0.536
WASF1	-0.91125
INPP5E	-1.2787
HSPB1	-0.9834375
TMEM167	0.1252
CUBN	0.0893333333333333
IGF1	-0.0125333333333333
ITPK1	0.8349
NAALAD2	-0.608875
G3BP1	0.5074
NT5DC1	0.915625
CYP39A1	1.0865
TMEM139	1.95241666666667
POLK	-0.887666666666667
GLULD1	-0.55
RBM15	-0.652333333333333
AMZ2	-0.8205
GDF15	0.2405
MESDC2	0.2805
INCA	1.63216666666667
ACY1L2	-1.224
GZMM	-1.214
PAIP1	-0.32725
CACNA2D1	-0.538
STK32C	-0.951
SH3BP4	1.539
DEC1	0.5565
PADI1	-0.0395
UBB	0.1413
PON3	0.127
PROP1	-0.122
ANKRD13B	-0.49
ADCK1	-0.032
TCF25	0.04175
SLC38A5	-3.01375
CXorf26	0.288666666666667
C19orf39	-0.01275
PPP1R13B	0.99175
ARL2	-1.1775
TCL6	-0.114454545454545
TOP3A	-0.507
SLC16A14	-0.365125
FXYD6	0.444
HIST1H4E	0.05075
BBC3	0.165105263157895
UNC5A	-0.150333333333333
FAM86C	-0.6646
PI4KB	-0.465875
B3GAT1	-2.71725
SUSD2	-0.0423333333333333
OAZ2	-0.655333333333333
NOC4L	-0.6225
C10orf12	0.65575
FADS1	-2.18983333333333
LOC144097	-0.687
DKK2	0.777333333333333
KIAA1949	0.04
RHOT1	-0.3784
OXT	0.1965
GPR153	-0.3635
ARL4A	0.417166666666667
SAAL1	-0.24125
CCDC64	-0.259
USE1	-0.364166666666667
HNMT	0.992666666666667
PCGF3	0.4730625
CYP2C19	2.16475
C20orf4	0.097
CCDC11	-0.2235
ACSBG2	-0.444
