Hybridization REF	TCGA-AA-A02H-01A-01R-A00A-07
MSN	-1.92314285714286
SLC9A5	-1.6225
EPDR1	1.1583
MUSK	0.521666666666667
ZNF434	0.264333333333333
SMARCD1	-0.0351666666666667
ZFP106	-0.08075
ZNF347	0.4636
GTF2E1	0.53125
RY1	-0.4625
ATAD2B	0.81925
ARHGAP17	0.4764
KCNIP3	-1.92925
SFPQ	-0.07975
GFRA4	-0.156166666666667
AKR1B10	0.050625
TIGD6	0.267333333333333
RGS16	0.674375
URB1	0.214666666666667
OR4C46	0.385
TOP3B	-0.92675
NFATC4	-0.5625
CA14	-5.447
BMPR1A	0.935
SNRP70	-0.8935
PRL	-0.00675000000000004
C6orf130	-0.372
STAG2	0.26475
CD55	1.11778571428571
RPS23	-0.166333333333333
SSX2	-0.710166666666667
FDPSL2A	-0.9725
FBXO27	-0.900625
SYNGR3	-1.64266666666667
TMSL3	1.39175
EML1	-2.429
NUP93	-1.00066666666667
SMAD3	0.3674
KIAA1189	-0.687333333333333
HNRPUL2	0.190666666666667
TBC1D12	1.08266666666667
C16orf24	-0.51375
MRVI1	2.70333333333333
ZNF581	0.399166666666667
ELOVL3	-0.5175
OR51Q1	0.508
CACNB3	0.759333333333333
GALNT13	-1.159625
C10orf84	0.5984375
NEDD4	0.5947
SPO11	1.602
OR5AU1	0.1215
NEK4	-0.3385
PRKAR2A	0.2165
IHPK1	-0.838
ATP6V0B	-0.166125
CACNA1E	0.4145
CEACAM8	2.2355
PEX14	-0.678
FLJ12993	-0.6245
ZBTB38	1.30433333333333
PCTK2	-0.178333333333333
LRRC16	2.0583
FBLIM1	0.88825
FYCO1	0.632
RP5-1022P6.2	2.67266666666667
CMTM1	-0.145166666666667
PLTP	1.1195
RAPH1	0.911875
DOCK8	-0.487285714285714
EZH2	-0.741066666666667
SLC25A1	-0.375833333333333
PLEKHB1	1.109
GRB7	1.6064
ZFP37	-0.85125
MRPL33	0.1575
PELO	-0.12575
ARMC1	-1.07036363636364
C9orf27	0.074125
FLJ25778	-0.2365
C9orf37	-1.23666666666667
TMEM66	-0.2405
SPRN	-0.1075
HBEGF	2.67
PI4KA	-1.293
LEPRE1	-1.23
POU2AF1	-1.918
MRPL12	0.197833333333333
REP15	1.8845
ZC3H3	0.07675
RASAL1	-0.181
DDAH1	2.4805
ACBD5	0.664625
TMC2	0.00600000000000001
CCDC137	-1.16475
SAMD13	2.65166666666667
UGT2B15	1.852
TIPARP	-0.2335
DNASE1L3	1.748
TRIM72	-0.0801666666666667
DBX2	0.38075
IPO8	0.145
C21orf88	-0.3472
MAP3K14	0.4795
LOC51233	0.567333333333333
GGTLA4	-0.2105
PDE6D	0.00425
ZNF117	-0.34075
CLK2	-0.586375
NKRF	0.608
TNFSF15	1.4954
DUSP2	1.009625
SECISBP2	0.1852
GABRR2	-0.529
PPAP2C	1.59875
LOC51145	0.0158333333333333
PAG1	0.410125
PIK3C3	-0.44425
GNG10	0.0295
APOL4	0.5234
ANKRD28	-0.596125
STMN3	-2.4578
RAB14	0.7206
CDK2AP2	-0.381
HDDC3	0.50025
COMMD7	1.14875
CXXC1	-0.914
HMCN1	-1.07783333333333
CD40	-1.08175
DYNC1LI2	0.07225
GDI1	0.351
LOC646938	-0.016
VSNL1	0.0965
PIH1D1	-0.735166666666667
RAET1G	-0.5255
KRTAP5-9	-0.104
EFTUD2	-0.432
ZNF311	0.791
ATP6V1G3	-0.3705
OR2W3	-0.00325000000000003
SCN4A	-0.40775
MED10	-0.474375
FAM135A	2.2931
ARHGAP4	-1.98725
EHMT2	0.105125
UFD1L	-0.8115
ERMP1	0.39325
MAG1	-0.601666666666667
THAP8	-0.277666666666667
HACE1	-0.200666666666667
FAM82C	0.982
C3orf20	0.289
UNC84A	0.429833333333333
SCD5	0.180214285714286
LASS6	2.324125
LSG1	0.177916666666667
MAL	-6.96575
GPR22	-0.423
WDR5B	0.6105
ACTRT1	-0.431
C17orf60	-1.10516666666667
GRIN2C	0.526
ARMC8	-0.413333333333333
SLC47A1	-2.75966666666667
DMPK	0.40625
DHRS13	-0.553666666666667
SMC1A	-0.0611666666666667
KRTAP17-1	0.0155
SMYD5	0.1135
TUSC2	-0.24225
CRHR2	0.7235
KIR3DL2	0.1025
CCDC104	-0.27075
ATP2C1	0.74725
CROT	0.70175
PABPC3	-0.197
EGR1	1.4975
THSD1	1.72225
KHK	1.037
SLC12A2	2.69675
CD58	-0.055
STOX2	-1.65166666666667
CCDC76	-0.3135
CCDC48	2.63075
DNAH1	0.676166666666667
ZIC4	0.034375
OR1G1	-0.2255
PSMC6	-1.10566666666667
PROKR1	-0.3585
ABCB1	0.406625
TRAT1	-1.5525
LLGL1	-0.1925
MTF1	0.1895
USP54	1.881375
PAGE2B	-1.283
ITGB7	-5.49425
CCDC81	-0.9
LOC149837	0.514
SCUBE1	0.0305
ZSCAN10	-0.0945
HUWE1	0.231571428571429
CDH17	6.7545
CD180	0.39675
IL17A	0.101
TMPO	-0.37475
KIAA1524	-1.1118
HDGFRP3	-0.842666666666667
OXCT1	-2.18090909090909
RRAS2	-1.47116666666667
LTBP2	0.8890625
SV2B	-0.6055
CYP2A6	-0.17825
PKD1L2	-0.601333333333333
PPM1M	-0.49375
FLJ22662	3.73183333333333
ZNF502	2.78925
GP6	-0.46175
CRYBA2	-0.0165
LEF1	-2.2504
CTPS	-1.42614285714286
EYA1	-1.92133333333333
EPS8L1	0.56725
MAPK14	0.20575
SERPINB2	-4.93914285714286
GTF2F2	1.79683333333333
ZNHIT4	-0.39
PLA1A	0.39975
C20orf114	-0.589
HPR	-4.7525
C18orf2	-2.084
SATB2	3.397
KCNJ9	-0.082625
MGC157906	-0.119
MOCS3	1.47975
C17orf71	-0.289166666666667
PPHLN1	0.2847
HIST1H2BN	-1.505125
RAPGEF1	-0.16625
MAP3K8	1.96625
DLG4	0.017
STC1	-0.9325
CDGAP	-0.55375
DDX26B	0.4295
LOC150223	-0.75275
CPSF3	-0.708333333333333
TMEM14A	0.36925
MYH3	-0.9535
GPKOW	0.01425
SULT1A1	-0.681
SPON1	1.6258
YY1AP1	-0.143
RAB23	-0.471
PLA2G4A	-5.12075
MAPRE3	0.27075
ZNF516	0.0937142857142857
GGPS1	-0.113
EXOC3L2	-0.1035
C19orf42	0.3402
MAP2K2	-0.149333333333333
HIST1H2BB	-1.772
RNF19B	0.752833333333333
C6orf128	-0.351
TLR8	0.82025
PCDHA9	1.3975
CARS2	1.58375
CLUL1	-0.8895
RHAG	-4.48666666666667
UNK	0.0765
EXOC8	0.7972
C9orf95	1.21175
C14orf143	-0.530333333333333
MAML3	0.00475000000000003
LDHA	-1.869
MRPL20	0.03175
KLHDC6	0.257333333333333
ATP5S	-0.3445
C8orf55	-0.069
PHF19	-1.582
KRTAP13-4	0.474
TTC5	-0.48675
XKR5	-0.20675
SILV	-5.965
TEX28	-0.036
TCTN1	0.224
CX40.1	0.021
PPP2R5C	0.085625
C12orf30	-0.0988333333333333
CAPG	1.5795
MPZL1	0.5906
ARSB	-1.26183333333333
TDH	-0.99725
WASF4	0.37125
TSSK3	-0.613
7A5	3.176
CRISPLD1	-0.25975
MAD1L1	-0.896333333333333
SPIN4	0.160666666666667
AMPD1	-0.72225
DPYSL5	0.753
INPP1	1.68483333333333
ANKRD11	-0.499055555555556
NPAS4	0.03425
GCET2	-0.0451
RNASE9	-0.032
GUCY2D	-0.101166666666667
CCDC98	-0.023
FGF4	-0.108
CPM	-1.38716666666667
SLC26A4	-1.033
PLD5	0.386
FAM59A	1.4378
FBXO5	-2.06622222222222
SIPA1L1	0.048875
DPYS	0.732
ATG4D	0.00849999999999999
TGM3	0.4875
MTCH1	-0.954
HK1	-1.05564285714286
CDC26	0.38525
GALNT12	1.55283333333333
LOC339229	-0.573
MRPL35	-0.35625
ORC4L	0.322125
TNKS	-0.0107857142857143
C2orf24	-0.3165
ZNF553	0.175166666666667
GGTLA1	1.5996
ZNF497	-2.476
CDY1B	0.17375
SLC30A4	0.998125
TUB	-1.1705
ARHGEF18	0.66275
ARRB1	0.1595
KCNK1	1.38425
EREG	2.6734
SCAMP5	-0.691
RUNDC3B	0.244
ADAMTS20	-0.0565
IL17RB	0.03675
FLJ20323	0.17825
MCAM	-0.710875
POLR3E	0.0986666666666666
AQR	0.421333333333333
IPMK	0.2565
CDCA7	0.720625
CAMP	-1.0285
GRHL3	1.09475
ADAMTSL2	0.16
CLMN	2.11266666666667
SSTR3	0.563
MAGEA5	-2.19716666666667
OVOL2	4.15375
JMJD1B	0.54875
RBL2	-0.0594
PYGO2	0.32825
PPP1R10	0.594166666666667
CSE1L	0.235333333333333
LCA5	1.01075
RDH16	-0.30925
ASRGL1	-2.075125
TOM1	-0.2095
PTX3	-6.1135
TTC15	0.26925
SCGB3A1	0.0198333333333333
MRPL50	-0.79725
RCAN3	0.76825
SLC26A11	-0.01425
STYX	-0.784
CINP	-0.2945
MARCH7	-0.258
PFKM	0.0613333333333333
SGMS1	-0.352333333333333
RIOK3	-0.175
C1orf110	0.7425
CES7	-0.051875
LOC440248	0.4655
PPP1R12C	-0.743
C10orf27	0.59
ATG9A	-0.11425
MRPS26	0.57125
TMEM40	-1.00375
ELP3	-0.1816
ZNF787	0.052
HIAT1	-0.37425
C8orf34	0.0773333333333333
MGC4655	-0.82
PELI1	1.72066666666667
PPT1	-1.3769
SLC35C2	0.2225
C6orf125	-0.155
MUC4	2.951
RFC4	-1.86971428571429
GNB2	-0.170666666666667
NUP50	0.177785714285714
SULT4A1	-0.545166666666667
C7	0.817875
CCDC130	0.440833333333333
ARRDC4	0.5565
RQCD1	-0.84
GLYCTK	0.8485
AYTL2	-1.01545454545455
MTUS1	1.1515
LEMD3	1.24933333333333
PLEKHF2	0.24575
HOXA7	0.0955
GTF3C2	-0.526
DYNLRB2	-0.5965
CNOT10	-0.4675
MR1	-1.15316666666667
FFAR1	-0.566
PRIC285	-0.63025
SLITRK6	-0.291
LIX1	-1.1785
UBE1L2	0.163166666666667
F8	-0.380625
ACHE	1.129
KPNA5	-0.58425
TNFRSF12A	-0.7925
EGR3	2.363
SERPIND1	-4.84966666666667
OASL	2.121
IFRD1	-0.501375
WDFY1	0.992
ZNF267	0.46675
ACCN5	0.8655
ZBTB6	0.83225
PPP1R3A	-0.7575
PRRT3	-0.6955
FBXL19	-1.05
TXNIP	-0.722142857142857
ACTN2	-1.16775
ATG9B	0.1095
C9orf117	0.326
IL27	1.2715
RPL36AL	0.102
KLK15	0.36775
CHAD	0.183
RAP2B	-0.4193
HEBP2	0.544
ZNF342	0.155
CAMK2G	0.632833333333333
TLR3	0.7145
FGF14	-0.7945
HMGB2	-2.696625
TRPM5	0.533666666666667
OR5M11	0.012
KIF3B	1.50821052631579
PRICKLE2	-0.80875
MTMR9	-0.793875
C3orf27	-0.3915
GLRA3	-0.182
NSDHL	-0.0891666666666667
TMEM32	0.73125
POLR2D	-0.261
MYADML	-0.11
C9orf114	-0.69925
MRGPRX1	0.5765
TOPORS	0.609
CLDN19	-0.58375
C1QL4	0.0395
RNF165	-2.0285
DHRS9	2.86
DNAH2	-0.9934
FXR1	-1.556
ZMYM3	-1.032625
CASP3	-0.685333333333333
FAM120C	-0.73925
SCLY	-0.0925
CA7	0.457
ENTPD5	0.561333333333333
ZNF461	0.306875
PDIA5	0.389
C1orf19	-0.6475
TMEM67	-0.223
KCTD20	-0.162
WDR47	-0.0405
FLJ38723	0.3495
KLRF1	0.0645
TAS2R16	0.916
CLDN12	0.8065
PRKCE	0.37625
UBXD4	-0.42625
ITGAM	0.802333333333333
GLT8D3	-0.543
WDR31	-0.2253
RGS2	0.70425
OR51L1	-0.0505
MST1R	2.087
KIAA1737	0.56375
OR4A5	0.793
GLIS1	-1.49383333333333
PTMA	0.0405
NAPA	0.19375
PRDM11	0.76725
LIPF	0.038
DIRAS3	-0.4585
ASGR2	-5.03325
C1QTNF4	0.06025
PIK3R4	-0.169166666666667
ARMC3	-0.445
NDUFV3	0.0856666666666667
BTBD3	0.101833333333333
PPP1R2	0.396
UBE2NL	0.29425
FOSL2	0.577857142857143
FAM119A	-0.745166666666667
TUBA4A	0.1616
KRTAP12-1	-0.09375
SFRS2	-0.24975
RHPN1	-0.3965
EEF2	-0.438166666666667
ZDHHC11	-1.35766666666667
EPHA3	-1.3401
RBM12	0.98975
H2AFJ	0.913583333333333
EDIL3	1.536
KIF26A	-1.89775
SERGEF	-0.26875
B3GALT4	1.73225
LOC90925	-0.0363333333333333
OSCAR	-0.581875
NPFF	0.445875
DEDD	0.267875
TMEM155	-0.425375
PTPN1	0.33075
SCYL2	0.298666666666667
SKAP1	-0.51025
LEAP2	-2.18716666666667
GADD45G	0.0358
IFITM3	1.36025
PILRB	-0.0261666666666667
SLU7	-0.217
DSC3	-0.62225
DNMT3L	-0.8905
PAPD5	0.2965
B3GNT3	3.777
LHCGR	0.132
MSL-1	0.8945
UBE2S	-1.74175
SAP130	-0.193
ANAPC11	0.193
MAGED4B	-3.268
ATP6V1B2	-0.348666666666667
C14orf179	0.578125
CAPZA1	-0.549125
CDYL2	-1.6135
GLRX3	-0.348666666666667
LOC136288	-0.7205
MOBKL1A	-0.2515
HTR2B	-0.4525
CRYGD	-0.054
NUS1	-0.572666666666667
PGRMC1	0.4845
MYOM2	0.945
FLJ39653	-0.273666666666667
CHM	0.1596
OR5M8	0.242
ZNF619	-0.7835
FAM105A	3.01025
CCNL1	-0.012
NAP1L3	-1.08325
C10orf57	1.303
B3GALNT1	-1.2195
CSN1S2A	-0.1675
TCP10L	-1.216
GDAP2	0.164125
DMKN	-2.3415
COX6B1	0.371
DNASE2	0.143333333333333
MSH5	-0.6535
LGMN	-0.956875
USP31	-0.1905
OR13C8	0.5135
SDCBP	-0.4469
NUDT11	-2.456
PYGL	-2.52566666666667
SNPH	-1.6155
B3GNT4	-0.0565
MIZF	-0.094
NUBPL	0.594375
NOD1	1.66383333333333
CDH22	-0.188625
NUBP1	-0.779333333333333
DSCAM	-4.52875
DGKI	0.098
FAM136A	0.344
AKAP1	1.97483333333333
SLC16A6	-2.06075
RIN3	0.38875
PSG2	0.11075
DIP2B	0.478416666666667
PSORS1C1	1.6191
KIAA0495	-2.4445
FLJ90709	-1.03616666666667
LPA	0.1665
PIGA	0.252333333333333
LY75	5.67533333333333
UTS2	-5.43483333333333
RREB1	0.028375
GALNACT-2	-0.0115
MGC3196	-0.12125
FLJ31568	-0.77475
LPHN1	-0.6345
SP1	0.982375
TOX4	-0.5015
HSPA9	-0.3821
APOBEC1	4.6605
SLC35E4	-0.41275
LSM5	-0.11225
SURF1	-0.1075
ZBTB1	-0.913416666666667
GTF2F1	-0.038625
RPS15A	-0.0890714285714286
DUSP21	-0.0198333333333333
GINS4	-1.91316666666667
MYO15A	0.0556666666666667
GIMAP7	1.5165
MGC13379	1.867
ATP6V1E2	0.0405
UTP3	0.6185
HNRPA3	-0.1101875
MT4	0.287
C14orf155	0.18
U1SNRNPBP	0.181
CKLF	-0.714166666666667
PLEKHN1	0.2115
MBNL1	-0.496083333333333
NUP160	-0.57825
ACSM2A	-0.872
LOC129881	-0.477
KIAA1529	-0.36425
FLJ22639	-0.14925
HAND1	0.2525
GSX1	0.2775
FGA	-3.574625
SERPINB1	1.27975
ZNF642	0.63
IGFBP1	-8.610375
SLC1A1	-0.0215
DHX57	-0.154
ZNF766	0.0755
PTPN21	-0.7231
GDPD3	-0.160333333333333
PNPLA5	0.127
TBR1	0.4074
FAM116A	-0.11525
IQGAP1	1.686375
FOS	2.3295
ZNF226	-0.252625
FIGNL1	0.222
C14orf1	-0.219666666666667
ZMYND17	0.648
PUS7	0.75
TUBB6	-2.236125
KCNQ2	-1.797
MARCH6	0.240833333333333
CCDC33	-0.477
PRODH	0.036
RBM11	-0.75225
EPHA6	0.99275
SLC43A1	0.837
LOC196541	0.0425
NTN1	-0.390083333333333
ING4	-0.7335
PCDHB10	1.039
DPH2	-0.461833333333333
SPACA4	0.33175
FBXL21	-0.787
DIAPH1	-0.506666666666667
ZNF71	0.427833333333333
CEP76	-1.174
CORO1A	-2.45225
RRM2	-1.505125
EDG4	0.526
OS9	0.158833333333333
SLC4A1AP	0.01725
COG5	0.8585
COPS8	-1.16375
NGLY1	-1.05425
NCBP2	0.57125
C17orf42	0.253666666666667
GPSM3	-0.19375
SIL1	-0.308666666666667
ASB6	-0.7455
SMAD5OS	-0.015
UNC93A	-0.04025
A1BG	-1.9325
C21orf62	0.94775
FMO5	0.22575
ATRIP	-0.710166666666667
CEBPG	1.2455
C7orf38	0.446
TNFRSF1B	0.966166666666667
CLEC1A	0.0621666666666666
IQSEC1	-0.470875
PATZ1	0.9592
RBM22	0.604
BAG2	-3.30833333333333
PAQR5	0.291
C9orf127	0.8962
THNSL1	0.495
SHROOM3	2.6909
JAM2	-1.25025
SNRPN	-1.28025
ALX4	-0.557
CACNA1S	-0.175
FAM130A1	0.44775
CORIN	0.098
CD300LB	-0.0245
PLEKHG6	1.773
LRRC40	-1.233
PCLKC	2.09675
PCDHB16	-1.22966666666667
WNT2B	1.074
ASNS	-0.942111111111111
MRPL49	-0.434875
FLJ46111	0.285
ISG20	0.609375
SMU1	0.148666666666667
CASZ1	0.031
POLR1D	3.22408333333333
GIN1	-1.15025
SNAG1	-0.199
ANKRD29	-0.495
CDKN2AIP	-0.53475
KRR1	-0.032
CXCL1	4.72
EPM2A	-0.7529
PC	-1.91133333333333
DEFB127	0.247
PDZRN4	0.808666666666667
FAH	0.46625
OR51E1	1.566
CDC2L6	-0.263
DNTTIP1	0.50775
PAX8	-0.173
TMEM116	-1.357
C1orf150	0.9115
PRO2012	0.5205
MRPL40	-0.224833333333333
BEX1	-4.4415
SLC2A4	0.566666666666667
PKMYT1	-1.99175
FEZF2	0.123
SLC26A9	-0.5645
MAP2	-0.173666666666667
LYL1	-1.9205
SLC25A19	-0.6215
NOS3	0.4755
ZNF34	0.6915
TMPRSS11F	0.25825
FAM43A	-0.02075
FCRL4	0.317833333333333
KLF14	-0.12925
FLRT2	-1.5585
WRN	-0.75775
SDF2	0.1409
KRT8P12	0.40375
C6orf195	0.1815
C9orf125	2.38483333333333
DZIP3	-0.71725
RIT1	-0.197916666666667
SCML1	1.20816666666667
RHBDF2	0.622125
OR2G3	0.676
REXO1L1	-1.3625
MAP3K7IP3	1.103
C3orf57	-8.28125
FBXW11	0.0773333333333334
ETAA1	-0.74525
C14orf131	-0.5557
AKT1S1	-0.395
SLC12A5	-0.145875
C9orf164	1.21375
NRIP3	-1.42325
NOS1AP	0.69475
TMEM121	-2.09775
SAP30BP	-0.2922
DGCR6	-0.682
WDR76	-2.0215
FAM82B	-0.79575
LOC606495	0.1465
MAP9	-1.29575
BCDIN3D	0.1245
CXorf36	1.213
DSCR3	-0.1257
ZFAND3	-0.196625
C7orf43	-0.0355
SPSB3	0.1031
C19orf19	0.05225
FAM133A	-2.058375
C12orf25	-0.24925
SLC39A3	-0.87125
DISP2	-0.01225
PI4KAP2	-1.706
MKRN3	-1.95983333333333
ADAMTS13	-0.59675
CBLN3	0.0908
TTYH1	-1.71016666666667
C3orf18	-0.794
FLJ13236	0.695
ZMYND12	0.345
C18orf25	-0.2895
GLB1L3	-0.7905
ATP13A5	-0.026
RANBP10	-0.14825
CD96	-1.5737
DENND1C	0.179
RBMS3	-0.6221
SLC41A3	0.693833333333333
DGCR6L	-0.93525
TMEM128	0.358333333333333
CSNK1G3	0.331785714285714
MOBKL2C	1.193
TSPAN6	2.509625
MATN2	0.4913
MSL2L1	0.684833333333333
ST6GALNAC2	-3.23666666666667
FGFBP2	-1.02925
FGL1	-6.84933333333333
MPP3	-0.501166666666667
ARHGEF6	-0.798
TGFBR2	0.569875
ACMSD	0.40625
IL33	1.8645
C9orf5	-0.207666666666667
DEAF1	-0.8789
AMN	1.6645
DEFA6	7.492875
RNF212	-0.30875
METT5D1	0.3435
CIB1	1.5954
TSSK1B	-0.1465
KIAA1727	1.7485
ZNF680	-0.0974166666666667
LOC399900	-0.1135
LOC152217	0.0436666666666667
CTNNAL1	-2.849
CIT	-1.81775
TLE6	-1.27375
ZNF607	0.03475
HERC4	-0.0803333333333333
DRAP1	-1.1322
PEMT	-0.114
C10orf111	0.1825
ZNF575	1.0095
KCTD7	-0.13225
MYO1F	0.57725
LOC285382	1.21225
RAB11A	0.8769
PLCD3	-0.0005
C15orf28	0.223
PTBP2	-1.128625
CTB-1048E9.5	0.162125
C19orf60	0.797166666666667
C7orf25	0.484
SETD7	0.171
HOXB9	-2.103
VANGL1	-0.6483125
CHAF1B	-1.81975
NDUFA3	1.0725
KIAA1328	-0.2195
SHARPIN	0.174
TTC23	-0.17925
UGP2	0.215833333333333
ANKIB1	0.0856
CIRBP	-0.876857142857143
SEC14L4	-1.871
OVCH1	0.190166666666667
VPS52	-0.50575
FAT	0.423375
M6PRBP1	-0.0385
GPRIN3	0.2695
PPM1F	-0.9185
TSR1	-0.9205
CCDC85A	-0.129666666666667
PCSK5	2.55425
ZFHX3	0.181
HEMK1	-0.7809
PGBD2	-0.09275
RSRC2	0.0218333333333333
AURKC	-1.1525
SCRIB	0.582875
ORM2	-5.79766666666667
FAM115A	-0.2623
FZD6	-0.419875
UNC119	0.0796666666666667
GPX3	-1.2365
NOV	-1.91125
CABC1	0.694
CDC42SE2	0.4501875
EIF2S2	0.6131
RNF130	-0.293
CKAP5	-1.26666666666667
RP11-413M3.2	-0.334125
C10orf18	0.6156
TMEM93	-0.1755
DYX1C1	0.907
KCNMB2	-0.329875
ANK3	0.754083333333333
KRT5	-4.042
CDH12	-0.564125
QRSL1	-0.3195
JUB	-0.474
SHC4	-1.77875
CCL15	2.10816666666667
CCDC22	0.43775
SNX24	-1.313
RARS	-0.51875
MORC2	0.7345
FAM48A	0.4535
MT1H	-1.7655
PPP1R14C	2.4025
FOXD1	-3.06521428571429
C1orf213	-2.1415
AMT	0.6609
DSN1	-0.32625
PTPLAD2	1.2175
DIS3L	-0.13
RASL11A	1.69375
GPRC5B	-0.772125
FRMD7	0.089
STRN4	0.62025
KITLG	-0.153090909090909
HDGF	-0.389
OR1S1	0.26
SETX	0.2566
DDR2	-0.631625
KCTD12	0.02775
LYZL2	-0.346
WDR52	-0.00899999999999998
TMEM2	1.12875
ZNF579	0.258166666666667
LOC200810	0.159
TNFSF9	-1.569
PPFIA4	-4.391
CNIH3	-0.221666666666667
MAP4K4	-1.70828571428571
ROD1	1.15828571428571
ALS2CR12	-0.341833333333333
DOCK3	-1.57383333333333
PAQR9	-2.6115
ASB17	0.036
STX16	0.337875
FEZ2	-0.107
DLAT	-0.383833333333333
KIF21B	-0.350333333333333
CDC5L	-0.6495
TMEM119	0.626166666666667
CRIP3	-0.42375
TPSD1	-0.0125
TEPP	-0.44225
GNGT2	0.46425
C21orf121	0.000499999999999987
WNK1	-0.27025
FLJ10490	0.2057
OR51B5	-1.6555
LOC203547	-0.04025
HAS1	-0.316
PPA1	0.987833333333333
ST7	0.158375
C11orf46	0.1537
POPDC3	-2.34283333333333
ACOX2	0.238833333333333
ATCAY	-0.418583333333333
TM4SF19	-1.657
MFSD9	-0.246166666666667
PDHB	-0.857
ERN1	-0.253
LCE3C	0.00900000000000001
GPR111	0.1335
NOTCH3	0.754833333333333
ADAMTS5	1.5435
B3GALT1	0.094
UGCGL1	0.3725
FAM58A	0.535
FBXO32	0.2615
CLPP	-0.22075
NXPH1	-0.3635
MTMR3	0.6425
ATP1B3	0.19675
TMEM16A	2.4715
HIST1H3F	-0.557666666666667
TRIM25	-0.546166666666667
SDCBP2	3.5645
CRKL	-0.0655
HOXB2	-1.93783333333333
ANP32B	-0.4915
GATM	0.2205
AP4E1	0.032875
EDG5	-0.029125
CDKN3	-2.36516666666667
CDH4	-3.02975
PGD	-1.09416666666667
RND1	0.3965
GAD1	-2.549
MPG	-0.273125
LOC440350	-0.1605
ZNF133	0.847
SERPINB12	-0.903
AMELY	0.262833333333333
DHX36	-0.995
TNFAIP8L2	1.7915
PHTF2	-0.305611111111111
CCDC112	-0.336666666666667
IQCC	-0.45275
HEYL	2.45833333333333
FTSJ2	-0.719333333333333
APPL1	-0.871125
RAB43	-0.0348571428571429
OR10G2	-0.1285
WAC	0.226166666666667
ADCY9	-0.39575
RUNDC2B	-0.371666666666667
PYCRL	0.1599
AGPAT7	0.61
SLC22A9	-0.913
CDKAL1	0.0555
PDYN	-0.097
C20orf74	1.84775
MTMR11	3.15775
VAV3	2.59383333333333
DAPL1	1.7735
STXBP3	0.20875
EIF3G	-0.12475
ARHGAP22	-2.29075
NPFFR1	-0.1925
NPC1	-0.6005
ALDH9A1	0.551666666666667
ZNF600	1.522375
ZNF678	-0.566333333333333
RASSF1	-0.990666666666667
ADD2	-2.77066666666667
PITPNB	0.623375
PKD2L2	-0.201375
LRP11	0.45
CDKL1	-0.3055
SMEK2	0.79575
PRODH2	-3.979
C11orf54	0.755666666666667
SFRS11	-0.659666666666667
IL7	1.12933333333333
ALS2CR16	0.61775
BTG3	-0.567833333333333
PAK2	-0.231111111111111
RP11-679B17.1	-1.2125
GATA4	-1.64433333333333
ATP2B1	-0.03625
LOC130940	-0.7195
C1orf172	2.433
ATF7IP2	-0.99675
SLC25A43	1.51816666666667
CENTG3	0.144916666666667
IGF2BP1	-3.9975
FCHSD1	0.331
CAMK2N2	0.102666666666667
ELAVL3	0.1941
NBPF15	-0.544166666666667
UBE2J2	-0.344333333333333
GNL2	-0.92
PRR3	-0.2919
NLF2	-0.03375
OR4F6	0.504
KLHL24	0.3875
CCDC88A	-3.277
SGPP1	-0.386333333333333
C10orf11	-0.0715
SLC35B4	-1.22833333333333
UGT3A2	-0.193
ARNT2	-2.2014
CBR1	0.528375
ITPR3	0.898166666666667
TRAPPC6B	-0.8576
AMZ1	-1.2
ARP11	2.37275
WDSUB1	0.422
APBA1	-0.0865
RAB2A	0.3755
C6orf162	-0.389375
HPSE2	0.0575
PLCE1	1.94
INSL3	0.28425
DLG1	0.0807
PTPLA	-4.05566666666667
PIGX	-0.28775
TFIP11	0.0908333333333333
FIBIN	1.22
POLR2G	-0.31625
GRAP2	-1.5616
DNAJB8	-0.3345
CNBP	0.0661666666666667
WASF1	-3.1175
INPP5E	-0.6046
HSPB1	-1.1769375
TMEM167	-0.7579
CUBN	-0.08075
IGF1	0.1655625
ITPK1	0.4483
NAALAD2	-0.529875
G3BP1	-0.3716
NT5DC1	0.16925
CYP39A1	0.79
TMEM139	2.45116666666667
POLK	-0.322777777777778
GLULD1	-0.508
RBM15	-1.438
AMZ2	-0.3015
GDF15	1.53983333333333
MESDC2	0.85025
INCA	0.81
ACY1L2	0.7505
GZMM	-1.38616666666667
PAIP1	0.27325
CACNA2D1	-0.01475
STK32C	-0.744
SH3BP4	0.886833333333333
DEC1	-0.1305
PADI1	0.7025
UBB	0.1011
PON3	0.652666666666667
PROP1	-0.1895
ANKRD13B	0.5525
ADCK1	0.072
TCF25	-0.368416666666667
SLC38A5	-0.71525
CXorf26	0.247
C19orf39	0.45275
PPP1R13B	1.05875
ARL2	-1.0005
TCL6	-0.169666666666667
TOP3A	-0.1105
SLC16A14	-1.171625
FXYD6	0.627333333333333
HIST1H4E	0.06325
BBC3	0.195052631578947
UNC5A	-0.0595
FAM86C	-0.4556
PI4KB	0.0025
B3GAT1	-3.19675
SUSD2	0.215666666666667
OAZ2	-0.756
NOC4L	-0.3455
C10orf12	0.759
FADS1	-3.12783333333333
LOC144097	-0.2085
DKK2	1.22383333333333
KIAA1949	-0.27875
RHOT1	0.0634
OXT	0.574
GPR153	-0.154
ARL4A	1.1385
SAAL1	-1.302
CCDC64	-0.199
USE1	-0.0521666666666666
HNMT	1.29516666666667
PCGF3	0.4179375
CYP2C19	0.22525
C20orf4	1.234
