Hybridization REF	TCGA-AV-A03E-20A-01R-A00A-07
IRF2BP2	-0.80025
ZNF230	0.7995
MSN	0.544428571428571
SLC9A5	1.061
EPDR1	2.67
MUSK	0.347166666666667
ZNF434	-1.8315
SMARCD1	-0.0581666666666667
ZFP106	-0.05575
ZNF347	-2.8506
GTF2E1	0.93825
RY1	1.232
ATAD2B	-1.141
ARHGAP17	0.0615
KCNIP3	-2.577
SFPQ	-0.37925
GFRA4	-0.1315
AKR1B10	2.872125
TIGD6	1.0645
RGS16	-1.8275
URB1	-0.359833333333333
OR4C46	-0.213333333333333
TOP3B	-0.891
NFATC4	-0.3295
CA14	-6.06575
BMPR1A	0.350666666666667
SNRP70	-1.888
PRL	-0.2585
C6orf130	-0.89575
STAG2	-0.4725
CD55	-1.13778571428571
RPS23	0.357166666666667
SSX2	-0.5845
FDPSL2A	0.3555
FBXO27	1.446125
SYNGR3	-1.98883333333333
TMSL3	1.21625
EML1	1.7065
NUP93	-0.390083333333333
SMAD3	-0.5624
KIAA1189	1.12433333333333
HNRPUL2	0.1585
TBC1D12	0.982
C16orf24	-1.06975
MRVI1	0.738333333333333
ZNF581	-0.365
ELOVL3	4.1225
OR51Q1	0.3675
CACNB3	-0.275833333333333
GALNT13	2.230375
C10orf84	1.2628125
NEDD4	1.4102
SPO11	0.614
OR5AU1	0.512
NEK4	0.599
PRKAR2A	0.0775000000000001
IHPK1	-0.694
ATP6V0B	0.452875
CACNA1E	0.076
CEACAM8	0.0385
PEX14	-0.6145
FLJ12993	-2.101
ZBTB38	1.25258333333333
PCTK2	0.415
LRRC16	-0.3711
FBLIM1	-0.202416666666667
FYCO1	1.5805
RP5-1022P6.2	-2.19525
CMTM1	0.9775
PLTP	2.25466666666667
RAPH1	1.2885
DOCK8	-1.878875
EZH2	-0.5138
SLC25A1	-0.2905
PLEKHB1	-0.413
GRB7	-1.5071
ZFP37	1.44
MRPL33	1.002
PELO	1.16825
ARMC1	0.865818181818182
C9orf27	0.30775
FLJ25778	-0.625
C9orf37	-0.236833333333333
TMEM66	0.43875
SPRN	-0.326625
HBEGF	2.524875
PI4KA	-2.3275
LEPRE1	0.5275
POU2AF1	-6.7395
MRPL12	-0.1905
REP15	0.6425
ZC3H3	0.05325
RASAL1	-1.62525
DDAH1	-1.324
ACBD5	0.654
TMC2	-0.136
CCDC137	-1.1455
SAMD13	-1.13433333333333
UGT2B15	-4.48733333333333
TIPARP	0.154
DNASE1L3	-0.0885
TRIM72	-0.334166666666667
DBX2	-0.2495
IPO8	0.5805
C21orf88	-1.2372
MAP3K14	-0.11125
LOC51233	0.665666666666667
GGTLA4	0.94875
PDE6D	0.967
ZNF117	-3.127
CLK2	-1.414875
NKRF	-0.63275
TNFSF15	-0.0696
DUSP2	-2.83425
SECISBP2	-0.3006
GABRR2	-0.1325
PPAP2C	-0.456
LOC51145	-0.1955
PAG1	1.38675
PIK3C3	0.25975
GNG10	1.1365
APOL4	0.709
ANKRD28	0.63575
STMN3	-4.3805
RAB14	0.6192
CDK2AP2	0.20825
HDDC3	0.32475
COMMD7	0.918875
CXXC1	-0.7885
HMCN1	-0.1915
CD40	1.2345
DYNC1LI2	0.509875
GDI1	0.74025
LOC646938	-0.09975
VSNL1	-0.283333333333333
PIH1D1	-1.68966666666667
RAET1G	-1.2745
KRTAP5-9	0.343
EFTUD2	-0.315
ZNF311	-0.696166666666667
ATP6V1G3	-0.091
OR2W3	-0.181
SCN4A	0.013
MED10	-0.093125
FAM135A	-0.1364
ARHGAP4	-5.092
EHMT2	-1.739625
UFD1L	0.54125
ERMP1	-1.7325
MAG1	2.24866666666667
THAP8	1.2345
HACE1	0.5975
FAM82C	0.0645
C3orf20	-0.192
UNC84A	-0.152666666666667
SCD5	1.16642857142857
LASS6	1.134375
LSG1	-0.5735
MAL	-7.8775
GPR22	-0.2815
WDR5B	2.11375
ACTRT1	0.8955
C17orf60	2.63816666666667
GRIN2C	-0.8123
ARMC8	0.3555
SLC47A1	-2.7575
DMPK	-0.42
DHRS13	-1.27233333333333
SMC1A	-0.949333333333333
KRTAP17-1	0.353
SMYD5	-0.29125
TUSC2	0.10825
CRHR2	0.1165
KIR3DL2	-0.2045
CCDC104	1.40275
ATP2C1	1.058375
CROT	0.58475
PABPC3	-1.05616666666667
EGR1	-1.01183333333333
THSD1	-0.2765
KHK	-1.8735
SLC12A2	-0.1314375
CD58	0.9175
STOX2	-2.14383333333333
CCDC76	0.0421
CCDC48	-0.83575
DNAH1	-0.215
ZIC4	1.391125
OR1G1	0.513
PSMC6	-0.863833333333333
PROKR1	0.112
ABCB1	-2.51325
TRAT1	-1.95575
LLGL1	0.553
MTF1	0.62675
USP54	0.310375
PAGE2B	-0.681
ITGB7	-6.55725
CCDC81	-0.443
LOC149837	0.01175
SCUBE1	-0.749
ZSCAN10	-0.2785
HUWE1	-0.0767857142857143
CDH17	0.351
CD180	-0.163
IL17A	-0.186
TMPO	-0.485625
KIAA1524	1.04566666666667
HDGFRP3	0.376166666666667
OXCT1	-0.0920909090909091
RRAS2	1.351
LTBP2	0.3223125
SV2B	-1.85966666666667
CYP2A6	0.076625
PKD1L2	-0.0738333333333333
PPM1M	0.70975
FLJ22662	-5.65083333333333
ZNF502	-3.024
GP6	-0.569
CRYBA2	0
LEF1	-2.0376
CTPS	-0.418142857142857
EYA1	0.383333333333333
EPS8L1	-0.799
MAPK14	-0.318416666666667
SERPINB2	0.983625
GTF2F2	0.862333333333333
ZNHIT4	0.545
PLA1A	-1.72925
C20orf114	-0.048
HPR	-5.1835
C18orf2	-1.99466666666667
SATB2	1.699
KCNJ9	-0.127875
MGC157906	0.3045
MOCS3	0.56625
C17orf71	-0.164666666666667
PPHLN1	0.2896
HIST1H2BN	-1.0095
RAPGEF1	0.165875
MAP3K8	1.0085
DLG4	0.835666666666667
STC1	4.23791666666667
CDGAP	1.88625
DDX26B	0.22275
LOC150223	-3.64275
CPSF3	0.157333333333333
TMEM14A	1.3715
MYH3	-1.18075
GPKOW	0.0625
SULT1A1	-2.5565
SPON1	-1.21411111111111
YY1AP1	-0.564
RAB23	2.07875
PLA2G4A	-0.4175
MAPRE3	1.146
ZNF516	-0.504357142857143
GGPS1	-0.211
EXOC3L2	-1.304
C19orf42	-0.0918
MAP2K2	0.3215
HIST1H2BB	-1.827
RNF19B	0.979333333333333
C6orf128	1.20933333333333
TLR8	-0.18025
PCDHA9	0.8015
CARS2	1.954375
CLUL1	-0.435666666666667
RHAG	-5.14483333333333
UNK	-0.387
EXOC8	0.7896
C9orf95	1.6975
C14orf143	0.5145
MAML3	-0.438
LDHA	0.78825
MRPL20	0.324625
KLHDC6	-0.0665
ATP5S	-0.807333333333333
C8orf55	-2.14675
PHF19	-1.60575
KRTAP13-4	0.3715
TTC5	-0.96375
XKR5	-0.4165
SILV	-6.80583333333333
TEX28	1.179
TCTN1	0.15525
CX40.1	0.29175
PPP2R5C	0.649125
C12orf30	0.832666666666667
CAPG	2.0365
MPZL1	1.25935
ARSB	0.440833333333333
TDH	-1.66475
WASF4	0.73875
TSSK3	0.185
7A5	-2.0445
CRISPLD1	1.173875
MAD1L1	-0.849166666666667
SPIN4	0.700833333333333
AMPD1	-1.1225
DPYSL5	-0.1375
INPP1	-0.1875
ANKRD11	-0.748722222222222
NPAS4	0.27725
GCET2	0.0764
RNASE9	-0.366
GUCY2D	0.137166666666667
CCDC98	1.028
FGF4	0.37
CPM	-0.400333333333333
SLC26A4	0.203
PLD5	0.48225
FAM59A	0.6683
FBXO5	0.202888888888889
SIPA1L1	-0.553
DPYS	0.604
ATG4D	-0.21975
TGM3	1.161
MTCH1	-0.8855
HK1	0.652857142857143
CDC26	0.912125
GALNT12	2.31266666666667
LOC339229	-0.23725
MRPL35	0.01225
ORC4L	0.415875
TNKS	0.293285714285714
C2orf24	-0.8165
ZNF553	-1.04966666666667
GGTLA1	0.3887
ZNF497	-0.891
CDY1B	-0.000499999999999987
SLC30A4	-0.143375
TUB	0.3075
ARHGEF18	-0.47775
ARRB1	-1.77025
KCNK1	-6.50275
EREG	6.2311
SCAMP5	-0.282
RUNDC3B	1.84175
ADAMTS20	-0.2425
IL17RB	-2.1425
FLJ20323	-0.379
MCAM	-0.225125
POLR3E	-2.62075
AQR	0.062
IPMK	0.93
CDCA7	-1.6485
CAMP	-1.0755
GRHL3	-1.5025
ADAMTSL2	-1.34266666666667
CLMN	1.35883333333333
SSTR3	0.0855
MAGEA5	-2.07483333333333
OVOL2	-3.2495
JMJD1B	-0.89525
RBL2	0.5198
PYGO2	-0.39075
PPP1R10	-0.358
CSE1L	0.0478333333333333
LCA5	1.6145
RDH16	-0.69075
ASRGL1	-4.6145
TOM1	0.0796666666666667
PTX3	1.4985
TTC15	0.23175
SCGB3A1	-0.290833333333333
MRPL50	-0.37275
RCAN3	-0.536
SLC26A11	-0.44725
STYX	0.453
CINP	1.01
MARCH7	0.481
PFKM	0.4125
SGMS1	1.12316666666667
RIOK3	-0.3455
C1orf110	0.622
CES7	0.39675
LOC440248	-2.3445
PPP1R12C	-0.97175
C10orf27	-0.1365
ATG9A	-0.62225
MRPS26	-0.80275
TMEM40	-1.48325
ELP3	-0.1758
ZNF787	-0.394
HIAT1	0.945375
C8orf34	-0.302
MGC4655	0.2226
PELI1	-0.638833333333333
PPT1	-0.3126
SLC35C2	-0.228666666666667
C6orf125	-0.75175
MUC4	-1.17133333333333
RFC4	-0.182571428571429
GNB2	-0.517333333333333
NUP50	0.309428571428571
SULT4A1	-0.633166666666667
C7	0.444
CCDC130	0.149666666666667
ARRDC4	2.87975
RQCD1	1.19475
GLYCTK	-1.18175
AYTL2	0.00827272727272729
MTUS1	-4.523875
LEMD3	-0.0586666666666667
PLEKHF2	-0.97575
HOXA7	-2.452625
GTF3C2	-0.177
DYNLRB2	0.72425
CNOT10	-0.39875
MR1	0.167
FFAR1	-0.142
PRIC285	-0.6745
SLITRK6	0.133
LIX1	-1.4882
UBE1L2	0.833916666666667
F8	1.690875
ACHE	-0.275666666666667
KPNA5	0.64575
TNFRSF12A	-0.0825
EGR3	-1.351
SERPIND1	-0.729166666666667
OASL	3.79725
IFRD1	-0.06
WDFY1	1.34466666666667
ZNF267	0.733125
ACCN5	0.4455
ZBTB6	0.349
PPP1R3A	-0.1135
PRRT3	0.69625
FBXL19	0.2845
TXNIP	1.58978571428571
ACTN2	-0.75175
ATG9B	-0.07975
C9orf117	-0.131125
IL27	0.4225
RPL36AL	-0.345
KLK15	-0.217
CHAD	-0.371
RAP2B	0.5014
HEBP2	0.34275
ZNF342	-0.498
CAMK2G	0.648833333333333
TLR3	1.46875
FGF14	4.0245
HMGB2	-1.209
TRPM5	-0.458333333333333
OR5M11	0.4145
KIF3B	1.0398947368421
PRICKLE2	2.4535
MTMR9	0.82475
C3orf27	0.214
GLRA3	-0.352166666666667
NSDHL	0.839
TMEM32	0.66875
POLR2D	0.00575
MYADML	-0.3005
C9orf114	-1.648
MRGPRX1	0.862
TOPORS	0.7565
CLDN19	-0.62375
C1QL4	0.0545
RNF165	-3.318
DHRS9	0.379
DNAH2	-2.28166666666667
FXR1	-0.482166666666667
ZMYM3	-1.08275
CASP3	0.346666666666667
FAM120C	-0.033125
SCLY	-0.44475
CA7	0.5645
ENTPD5	-0.606666666666667
ZNF461	-1.381125
PDIA5	-0.067
C1orf19	-0.0251666666666667
TMEM67	1.0445
KCTD20	-1.036
WDR47	1.9735
FLJ38723	-0.4555
KLRF1	0.0645
TAS2R16	0.387
CLDN12	1.19575
PRKCE	0.45875
UBXD4	0.106
ITGAM	-0.563833333333333
GLT8D3	0.519625
WDR31	0.6364
RGS2	1.47075
OR51L1	0.2915
MST1R	-2.58425
KIAA1737	0.2765
OR4A5	0.7265
GLIS1	0.529833333333333
PTMA	-1.30321428571429
NAPA	0.5
PRDM11	-0.588
LIPF	0.368
DIRAS3	5.0655
ASGR2	-6.346125
C1QTNF4	-1.03175
PIK3R4	-0.2685
ARMC3	-0.73425
NDUFV3	-0.00241666666666666
BTBD3	-0.813666666666667
PPP1R2	0.414416666666667
UBE2NL	-0.66175
FOSL2	0.883357142857143
FAM119A	-0.148
TUBA4A	1.9238
KRTAP12-1	-0.271
SFRS2	-0.80125
RHPN1	-2.637
EEF2	-0.821166666666667
ZDHHC11	-3.16883333333333
EPHA3	-0.3441
RBM12	-0.90925
H2AFJ	-1.54933333333333
EDIL3	5.429
KIF26A	-3.55
SERGEF	0.02225
B3GALT4	0.2825
LOC90925	-0.412666666666667
OSCAR	-0.06125
NPFF	-1.004625
DEDD	0.38975
TMEM155	-0.613875
PTPN1	0.7435
SCYL2	-0.215166666666667
SKAP1	-3.65725
LEAP2	-2.43683333333333
GADD45G	-1.1635
IFITM3	-1.150875
PILRB	-2.94183333333333
SLU7	0.585
DSC3	-0.2865
DNMT3L	-0.34575
PAPD5	-0.128375
B3GNT3	-2.70433333333333
LHCGR	0.454
MSL-1	0.04325
UBE2S	0.131625
SAP130	0.48425
ANAPC11	0.8935
MAGED4B	0.106
ATP6V1B2	0.441166666666667
C14orf179	2.136625
CAPZA1	0.990375
CDYL2	-0.515333333333333
GLRX3	1.122
LOC136288	0.97075
MOBKL1A	-0.09625
HTR2B	-0.3075
CRYGD	0.1875
NUS1	0.699666666666667
PGRMC1	1.3685
MYOM2	0.84475
FLJ39653	-0.205166666666667
CHM	1.1295
OR5M8	0.8945
ZNF619	-0.25
FAM105A	-0.021
CCNL1	-1.32775
NAP1L3	1.33875
C10orf57	0.9925
B3GALNT1	0.957833333333333
CSN1S2A	-0.445
TCP10L	0.10875
GDAP2	1.1605
DMKN	0.571166666666667
COX6B1	0.51275
DNASE2	0.3965
MSH5	-2.5245
LGMN	-1.003125
USP31	0.5639
OR13C8	0.949
SDCBP	1.9787
NUDT11	-0.635666666666667
PYGL	-0.4175
SNPH	0.476
B3GNT4	-0.206
MIZF	-1.6442
NUBPL	-0.19025
NOD1	-0.6875
CDH22	-0.414625
NUBP1	-0.114166666666667
DSCAM	-4.8
DGKI	3.8935
FAM136A	-0.5935
AKAP1	-2.08883333333333
SLC16A6	0.11625
RIN3	0.8715
PSG2	0.912
DIP2B	0.180166666666667
PSORS1C1	-0.3092
KIAA0495	-1.29
FLJ90709	-0.217333333333333
LPA	-0.174
PIGA	0.534
LY75	-2.54883333333333
UTS2	-4.88816666666667
RREB1	-0.84425
GALNACT-2	1.7036
MGC3196	-0.12025
FLJ31568	-1.31225
LPHN1	-0.82075
SP1	-0.1995
TOX4	-0.949166666666667
HSPA9	0.6125
APOBEC1	0.2625
SLC35E4	-2.42925
LSM5	-0.8305
SURF1	0.29
ZBTB1	0.2795
GTF2F1	-0.502875
RPS15A	-0.391642857142857
DUSP21	-0.411833333333333
GINS4	-1.53366666666667
MYO15A	1.03
GIMAP7	-0.93075
MGC13379	-4.056
ATP6V1E2	0.307
UTP3	0.4095
HNRPA3	-0.3853125
MT4	0.2175
C14orf155	-0.0443333333333333
U1SNRNPBP	-0.27475
CKLF	1.0955
PLEKHN1	0.972166666666667
MBNL1	0.178
NUP160	-0.9825
ACSM2A	-0.95525
LOC129881	0.412
KIAA1529	-1.61975
FLJ22639	0.4815
HAND1	-0.7035
GSX1	0.369
FGA	-3.68926666666667
SERPINB1	-0.8225
ZNF642	0.96075
IGFBP1	-2.93675
SLC1A1	2.81325
DHX57	-0.019375
ZNF766	-0.4615
PTPN21	0.141222222222222
GDPD3	-1.23016666666667
PNPLA5	-0.1625
TBR1	0.0866666666666667
FAM116A	-0.54775
IQGAP1	1.040125
FOS	-3.93825
ZNF226	0.05125
FIGNL1	0.282
C14orf1	0.417166666666667
ZMYND17	-0.182
PUS7	-1.47683333333333
TUBB6	1.448625
KCNQ2	-1.68725
MARCH6	-0.242583333333333
CCDC33	0.6235
PRODH	-2.01125
RBM11	-2.15325
EPHA6	0.550875
SLC43A1	-2.0325
LOC196541	-0.114375
NTN1	-0.821083333333333
ING4	-0.413
PCDHB10	1.97225
DPH2	-1.187
SPACA4	0.1045
FBXL21	-1.198
DIAPH1	-0.8405
ZNF71	0.00149999999999999
CEP76	-0.1215
CORO1A	-4.1885
RRM2	0.833625
EDG4	-1.53025
OS9	-1.19633333333333
SLC4A1AP	0.87775
COG5	0.72675
COPS8	0.768
NGLY1	-0.1685
NCBP2	0.45175
C17orf42	-0.271
GPSM3	-1.023125
SIL1	-0.178166666666667
ASB6	-0.262
SMAD5OS	1.30883333333333
UNC93A	-2.36985714285714
A1BG	0.00266666666666666
C21orf62	1.42875
FMO5	-1.55033333333333
ATRIP	-0.242833333333333
CEBPG	0.117333333333333
C7orf38	0.495833333333333
TNFRSF1B	1.111
CLEC1A	0.237
IQSEC1	-0.660875
PATZ1	-1.4161
RBM22	1.4325
BAG2	-0.105166666666667
PAQR5	3.10433333333333
C9orf127	1.7715
THNSL1	0.57725
SHROOM3	-1.9992
JAM2	4.13525
SNRPN	-1.64475
ALX4	0.473
CACNA1S	-0.7165
FAM130A1	0.9345
CORIN	-0.432
CD300LB	-0.1915
PLEKHG6	-0.0285
LRRC40	0.12175
PCLKC	-1.5635
PCDHB16	2.012
WNT2B	0.777166666666667
ASNS	-0.0454444444444444
MRPL49	0.010375
FLJ46111	-2.725
ISG20	-0.931
SMU1	0.329
CASZ1	0.3075
POLR1D	-0.607583333333333
GIN1	0.579
SNAG1	0.300166666666667
ANKRD29	1.789
CDKN2AIP	0.022
KRR1	-0.65075
CXCL1	2.85983333333333
EPM2A	-0.3237
PC	-0.822833333333333
DEFB127	0.9785
PDZRN4	-0.814
FAH	0.79975
OR51E1	0.0245
CDC2L6	-0.0361666666666667
DNTTIP1	0.87125
PAX8	0.27175
TMEM116	0.52625
C1orf150	0.0415
PRO2012	0.661
MRPL40	0.455166666666667
BEX1	0.4224
SLC2A4	-0.720833333333333
PKMYT1	-1.67875
FEZF2	0.111
SLC26A9	2.3345
MAP2	1.19333333333333
LYL1	-3.5055
SLC25A19	-1.10283333333333
NOS3	-1.9605
ZNF34	0.0485
TMPRSS11F	0.552
FAM43A	-2.2865
FCRL4	0.204166666666667
KLF14	-0.354
FLRT2	2.20233333333333
WRN	-0.90775
SDF2	0.4953
KRT8P12	-1.94075
C6orf195	0.296
C9orf125	2.9115
DZIP3	-0.026125
RIT1	0.950083333333333
SCML1	1.132
RHBDF2	0.333125
OR2G3	0.012
REXO1L1	-0.609
MAP3K7IP3	0.495625
C3orf57	-8.29675
FBXW11	0.197333333333333
ETAA1	0.199
C14orf131	-0.4545
AKT1S1	-0.0145
SLC12A5	0.5485
C9orf164	-1.09625
NRIP3	1.908
NOS1AP	-1.1605
TMEM121	-1.06475
SAP30BP	-0.1793
DGCR6	-0.24525
WDR76	-0.71025
FAM82B	0.32025
LOC606495	-0.123
MAP9	2.69591666666667
BCDIN3D	0.04825
CXorf36	0.147
DSCR3	0.4092
ZFAND3	-0.26925
C7orf43	-0.6775
SPSB3	-1.3302
C19orf19	-0.07375
FAM133A	0.7815
C12orf25	0.0505
SLC39A3	-0.791
DISP2	-1.4555
PI4KAP2	-3.6275
MKRN3	0.222666666666667
ADAMTS13	-1.05925
CBLN3	0.2781
TTYH1	-3.11733333333333
C3orf18	2.242
FLJ13236	-0.8605
ZMYND12	-0.1995
C18orf25	0.329875
GLB1L3	-0.4815
ATP13A5	-0.554
RANBP10	-1.10275
CD96	-2.9859
DENND1C	-3.11375
RBMS3	0.1073
SLC41A3	0.524
DGCR6L	-0.0875
TMEM128	0.911666666666667
CSNK1G3	1.08964285714286
MOBKL2C	0.816625
TSPAN6	0.10875
MATN2	0.8624
MSL2L1	-0.64
ST6GALNAC2	-5.34366666666667
FGFBP2	2.882625
FGL1	-7.8565
MPP3	-0.582166666666667
ARHGEF6	1.9945
TGFBR2	0.23775
ACMSD	-0.57875
IL33	3.896
C9orf5	0.97625
DEAF1	-1.0705
AMN	-0.7955
DEFA6	0.06025
RNF212	-0.60025
METT5D1	1.12266666666667
CIB1	0.8427
TSSK1B	0.252
KIAA1727	-0.936666666666667
ZNF680	-2.96963636363636
LOC399900	-0.7185
LOC152217	-1.09458333333333
CTNNAL1	0.7195
CIT	0.407916666666667
TLE6	-0.3055
ZNF607	-0.737
HERC4	0.459
DRAP1	1.1815
PEMT	0.38825
C10orf111	1.383
ZNF575	0.729
KCTD7	0.12525
MYO1F	-0.774375
LOC285382	-0.2
RAB11A	0.5644
PLCD3	-0.9275
C15orf28	0.5875
PTBP2	-1.285625
CTB-1048E9.5	0.608125
C19orf60	0.869
C7orf25	0.821333333333333
SETD7	1.565625
HOXB9	-5.4345
VANGL1	0.6669375
CHAF1B	-0.53475
NDUFA3	1.1415
KIAA1328	0.664833333333333
SHARPIN	-0.095625
TTC23	0.850625
UGP2	0.488416666666667
ANKIB1	0.8708
CIRBP	-0.966142857142857
SEC14L4	-2.9535
OVCH1	0.765333333333333
VPS52	-1.69425
FAT	-0.00199999999999997
M6PRBP1	0.58325
GPRIN3	0.3385
PPM1F	-0.420333333333333
TSR1	-0.72775
CCDC85A	-0.5025
PCSK5	2.8765
ZFHX3	-1.317
HEMK1	0.0228
PGBD2	-0.32
RSRC2	-0.135166666666667
AURKC	-0.641
SCRIB	-0.928125
ORM2	-6.6435
FAM115A	0.7304
FZD6	0.69925
UNC119	0.383833333333333
GPX3	-2.0018
NOV	1.22225
CABC1	-1.51175
CDC42SE2	-0.5325
EIF2S2	0.5954
RNF130	-1.462
CKAP5	-1.0685
RP11-413M3.2	-0.248125
C10orf18	0.1861
TMEM93	0.7435
DYX1C1	1.98075
KCNMB2	-0.923857142857143
ANK3	-0.598333333333333
KRT5	-4.5136
CDH12	-0.65175
QRSL1	0.2145
JUB	-1.915
SHC4	-1.098125
CCL15	-0.226
CCDC22	0.30625
SNX24	1.1385
RARS	0.39
MORC2	-0.255
FAM48A	-0.33125
MT1H	4.174
PPP1R14C	1.80766666666667
FOXD1	1.24064285714286
C1orf213	0.9465
AMT	-3.0548
DSN1	0.5935
PTPLAD2	-1.481
DIS3L	-0.92825
RASL11A	0.00375
GPRC5B	-0.78325
FRMD7	3.33
STRN4	-0.2625
KITLG	0.683454545454545
HDGF	-0.547
OR1S1	0.0835
SETX	-0.2535
DDR2	2.29525
KCTD12	2.29975
LYZL2	-0.53225
WDR52	-1.12
TMEM2	-1.828
ZNF579	-0.2815
LOC200810	-1.438
TNFSF9	0.5
PPFIA4	-1.90025
CNIH3	3.7055
MAP4K4	1.06757142857143
ROD1	-0.169
ALS2CR12	-0.452333333333333
DOCK3	2.111
PAQR9	-0.6255
ASB17	0.358333333333333
STX16	-0.001625
FEZ2	0.6105
DLAT	-0.840333333333333
KIF21B	-1.40466666666667
CDC5L	-0.251
TMEM119	1.073
CRIP3	-1.04475
TPSD1	-0.587666666666667
TEPP	-0.561
GNGT2	0.57775
C21orf121	2.862
WNK1	-0.141583333333333
FLJ10490	-0.4109
OR51B5	-2.13
LOC203547	0.619625
HAS1	4.9095
PPA1	-0.643
ST7	-0.198625
C11orf46	0.9691
POPDC3	4.20333333333333
ACOX2	2.46766666666667
ATCAY	-0.610083333333333
TM4SF19	3.07475
MFSD9	-0.314666666666667
PDHB	0.44275
ERN1	-0.0975
LCE3C	-0.172
GPR111	0.614
NOTCH3	1.60366666666667
ADAMTS5	4.64725
B3GALT1	0.00650000000000001
UGCGL1	0.505333333333333
FAM58A	0.186833333333333
FBXO32	0.8405
CLPP	0.19625
NXPH1	-1.083
MTMR3	0.36
ATP1B3	0.520625
TMEM16A	-1.17928571428571
HIST1H3F	-1.16733333333333
TRIM25	-0.588666666666667
SDCBP2	-0.519
CRKL	-0.305125
HOXB2	1.79483333333333
ANP32B	-0.440125
GATM	1.475
AP4E1	0.777875
EDG5	-0.02575
CDKN3	1
CDH4	-0.45525
PGD	-0.274333333333333
RND1	-0.126
GAD1	0.8411
MPG	-0.319
LOC440350	-0.986
ZNF133	-0.52425
SERPINB12	0.092
AMELY	0.0861666666666667
DHX36	-0.12525
TNFAIP8L2	-1.4965
PHTF2	0.989222222222222
CCDC112	-0.783
IQCC	-0.015
HEYL	-1.38933333333333
FTSJ2	-1.13533333333333
APPL1	0.572125
RAB43	0.0762142857142857
OR10G2	-0.228
WAC	0.145833333333333
ADCY9	-0.322375
RUNDC2B	0.801666666666667
PYCRL	-1.3013
AGPAT7	-0.415666666666667
SLC22A9	-0.594333333333333
CDKAL1	-0.9235
PDYN	0.483666666666667
C20orf74	-1.5095
MTMR11	0.9675
VAV3	1.18358333333333
DAPL1	4.372
STXBP3	1.388
EIF3G	-0.45725
ARHGAP22	3.357
NPFFR1	-0.134
NPC1	2.01766666666667
ALDH9A1	0.136833333333333
ZNF600	-3.16625
ZNF678	-1.715
RASSF1	-0.724833333333333
ADD2	-1.999375
PITPNB	0.18875
PKD2L2	0.1635
LRP11	0.643
CDKL1	0.00199999999999999
SMEK2	0.2045
PRODH2	-4.26083333333333
C11orf54	-0.9065
SFRS11	-0.692833333333333
IL7	2.53766666666667
ALS2CR16	0.35975
BTG3	1.08783333333333
PAK2	-0.350666666666667
RP11-679B17.1	0.42325
GATA4	-2.35883333333333
ATP2B1	1.50075
LOC130940	2.013
C1orf172	-5.85683333333333
ATF7IP2	-6.12125
SLC25A43	1.21383333333333
CENTG3	0.195583333333333
IGF2BP1	-4.5518
FCHSD1	0.2215
CAMK2N2	-0.2325
ELAVL3	0.1671
NBPF15	-1.0435
UBE2J2	0.163545454545455
GNL2	-0.29775
PRR3	-0.6796
NLF2	0.08125
OR4F6	0.4965
KLHL24	-0.011
CCDC88A	0.431
SGPP1	0.859
C10orf11	2.63266666666667
SLC35B4	0.523333333333333
UGT3A2	-0.19
ARNT2	0.7125
CBR1	1.63475
ITPR3	-0.782333333333333
TRAPPC6B	-0.5159
AMZ1	0.479
ARP11	-2.456
WDSUB1	1.04175
APBA1	0.145166666666667
RAB2A	1.2701
C6orf162	0.7285
HPSE2	0.61975
PLCE1	0.5015
INSL3	0.84575
DLG1	0.6117
PTPLA	1.17175
PIGX	0.033875
TFIP11	-0.0881666666666667
FIBIN	1.719
POLR2G	-0.091
GRAP2	-1.6118
DNAJB8	-0.14525
CNBP	0.303166666666667
WASF1	1.2595
INPP5E	-0.6379
HSPB1	0.00893749999999998
TMEM167	0.2722
CUBN	0.95525
IGF1	-0.9921875
ITPK1	-0.1975
NAALAD2	-0.2825
G3BP1	0.2206
NT5DC1	0.780125
CYP39A1	-1.347
TMEM139	-1.64525
POLK	0.6461
GLULD1	-0.2055
RBM15	-0.907166666666667
AMZ2	0.808
GDF15	0.0953333333333333
MESDC2	0.18825
INCA	0.0455
ACY1L2	-0.928
GZMM	-2.2895
PAIP1	-0.38925
CACNA2D1	0.62775
STK32C	0.0118333333333334
SH3BP4	1.1575
DEC1	0.159
PADI1	0.435
UBB	0.7646
PON3	-4.02016666666667
PROP1	0.884
ANKRD13B	-0.774
ADCK1	-0.89275
TCF25	-0.564666666666667
SLC38A5	-4.04825
CXorf26	-0.151166666666667
C19orf39	-0.96175
PPP1R13B	-0.607
ARL2	-0.689
TCL6	-0.117083333333333
TOP3A	-0.6775
SLC16A14	-1.681875
FXYD6	-2.59033333333333
HIST1H4E	-0.2855
BBC3	-1.16247368421053
UNC5A	-0.109166666666667
FAM86C	0.4449
PI4KB	-0.18475
B3GAT1	-3.987
SUSD2	-0.403333333333333
OAZ2	0.204166666666667
NOC4L	-0.757
C10orf12	0.6085
FADS1	0.765666666666667
LOC144097	-0.54325
DKK2	-0.373166666666667
KIAA1949	0.61875
RHOT1	0.4126
OXT	-0.175333333333333
GPR153	-0.23225
ARL4A	-0.3255
SAAL1	-0.299
CCDC64	-1.007
USE1	0.558
HNMT	0.225166666666667
PCGF3	-0.584125
CYP2C19	0.7795
C20orf4	0.149
CCDC11	-0.29825
