Hybridization REF	TCGA-AA-A00U-01A-01R-A002-07
SMARCD1	-0.0385
ZFP106	-0.68125
ZNF347	-1.9056
GTF2E1	0.13375
RY1	-0.294666666666667
ATAD2B	0.43
ARHGAP17	-0.0375
KCNIP3	-1.74975
SFPQ	0.618625
GFRA4	0.133833333333333
AKR1B10	-0.522875
TIGD6	-0.0955
RGS16	1.538375
URB1	0.2415
OR4C46	0.2725
TOP3B	-1.39925
NFATC4	-0.0995
CA14	-4.30325
BMPR1A	0.791666666666667
SNRP70	-0.430875
PRL	0.08275
C6orf130	-0.74275
STAG2	0.025
CD55	0.279785714285714
RPS23	-0.351833333333333
SSX2	-0.891666666666667
FDPSL2A	-0.48425
FBXO27	-0.90575
SYNGR3	-1.823
TMSL3	0.461
EML1	-2.9605
NUP93	-0.356416666666667
SMAD3	-0.9889
KIAA1189	0.0443333333333333
HNRPUL2	1.0255
TBC1D12	0.8765
C16orf24	0.25775
MRVI1	1.19116666666667
ZNF581	-0.5895
ELOVL3	-0.952
OR51Q1	-0.0025
CACNB3	-0.488833333333333
GALNT13	-1.34125
C10orf84	0.6445625
NEDD4	-1.3128
SPO11	-0.036
OR5AU1	0.1735
NEK4	1.07614285714286
PRKAR2A	0.310666666666667
IHPK1	0.235333333333333
ATP6V0B	0.574625
CACNA1E	0.476
CEACAM8	1.7485
PEX14	-0.396
FLJ12993	-0.0955
ZBTB38	0.91275
PCTK2	-0.0966666666666667
LRRC16	0.7577
FBLIM1	0.296083333333333
FYCO1	0.51525
RP5-1022P6.2	1.09216666666667
CMTM1	0.696666666666667
PLTP	0.171166666666667
RAPH1	0.537375
DOCK8	-0.58625
EZH2	-0.5358
SLC25A1	-0.973833333333333
PLEKHB1	1.4664
GRB7	1.0496
ZFP37	-0.707
MRPL33	-0.47175
PELO	-0.16475
ARMC1	0.509363636363636
C9orf27	-0.071625
FLJ25778	-0.2505
C9orf37	-1.3
TMEM66	-0.732
SPRN	0.095125
HBEGF	2.338375
PI4KA	-1.7595
LEPRE1	-1.11275
POU2AF1	-2.972125
MRPL12	0.500166666666667
REP15	2.3465
ZC3H3	0.62875
RASAL1	1.6445
DDAH1	2.266
ACBD5	0.792125
TMC2	0.1655
CCDC137	-0.5845
SAMD13	2.0515
UGT2B15	0.354666666666667
TIPARP	-0.03375
DNASE1L3	0.648
TRIM72	0.547833333333333
DBX2	0.12575
IPO8	0.55625
C21orf88	-1.0395
MAP3K14	0.33125
LOC51233	0.223
GGTLA4	-1.218
PDE6D	-0.10975
ZNF117	-0.23625
CLK2	-0.27525
NKRF	0.02275
TNFSF15	2.1564
DUSP2	1.503375
SECISBP2	-0.0843
GABRR2	0.2555
PPAP2C	1.69925
LOC51145	0.1545
PAG1	0.507875
PIK3C3	-1.14625
GNG10	-0.773
APOL4	-0.1665
ANKRD28	-0.565
STMN3	-2.6175
RAB14	0.5648
CDK2AP2	-0.11225
HDDC3	-0.21
COMMD7	0.392625
CXXC1	-0.946
HMCN1	-2.08333333333333
CD40	-1.0705
DYNC1LI2	0.4774375
GDI1	-0.16525
LOC646938	-0.061
VSNL1	1.87183333333333
PIH1D1	0.0285
RAET1G	-1.4565
KRTAP5-9	0.014
EFTUD2	-0.16625
ZNF311	-0.171166666666667
ATP6V1G3	-0.5645
OR2W3	-0.25875
SCN4A	-0.14
MED10	-0.775625
FAM135A	1.7659
ARHGAP4	0.1255
EHMT2	-0.365375
UFD1L	-1.0805
ERMP1	0.48275
MAG1	-0.827833333333333
THAP8	-0.497
HACE1	-0.532
FAM82C	-0.249666666666667
C3orf20	-0.0785
UNC84A	0.201333333333333
SCD5	-0.0157857142857143
LASS6	2.183125
LSG1	0.71025
MAL	-5.54025
GPR22	0.0715
WDR5B	0.54025
ACTRT1	0.2995
C17orf60	-1.02416666666667
GRIN2C	-0.2292
ARMC8	0.108083333333333
SLC47A1	-3.29966666666667
DMPK	-0.13475
DHRS13	-0.840833333333333
SMC1A	-1.0605
KRTAP17-1	1.25175
SMYD5	0.1605
TUSC2	0.210625
CRHR2	0.36
KIR3DL2	0.218
CCDC104	-0.21925
ATP2C1	0.68875
CROT	-0.76975
PABPC3	1.03833333333333
EGR1	1.55766666666667
THSD1	0.503
KHK	-0.025
SLC12A2	3.09775
CD58	-0.08675
STOX2	-2.16183333333333
CCDC76	-0.0182
CCDC48	2.784
DNAH1	-0.1435
ZIC4	-0.177
OR1G1	0.39
PSMC6	0.117
PROKR1	0.124
ABCB1	1.65925
TRAT1	-1.18225
LLGL1	0.004
MTF1	1.3625
USP54	1.48425
PAGE2B	-1.5865
ITGB7	-3.86975
CCDC81	-0.0475
LOC149837	0.1515
SCUBE1	0.0855
ZSCAN10	-0.026
HUWE1	0.176071428571429
CDH17	6.246
CD180	-0.6945
IL17A	0.06525
TMPO	-0.032625
KIAA1524	-0.280666666666667
HDGFRP3	-3.72716666666667
OXCT1	-0.524818181818182
RRAS2	-0.0145
LTBP2	0.0884375
SV2B	-1.6585
CYP2A6	0.128125
PKD1L2	-0.8185
PPM1M	-1.197
FLJ22662	3.77916666666667
ZNF502	1.2875
GP6	-0.78475
CRYBA2	0.87175
LEF1	-3.0271
CTPS	-0.593571428571429
EYA1	-1.971
EPS8L1	-0.104
MAPK14	0.410583333333333
SERPINB2	-4.787
GTF2F2	0.873666666666667
ZNHIT4	0.1475
PLA1A	0.03875
C20orf114	-0.1025
HPR	-4.287
C18orf2	-2.50166666666667
SATB2	2.90025
KCNJ9	-0.08475
MGC157906	0.3005
MOCS3	0.2695
C17orf71	-0.489166666666667
PPHLN1	0.0521
HIST1H2BN	-1.258375
RAPGEF1	-0.275125
MAP3K8	2.057
DLG4	-0.353666666666667
STC1	-0.434833333333333
CDGAP	-0.21975
DDX26B	0.178
LOC150223	-1.1555
CPSF3	-0.0138333333333333
TMEM14A	-0.412
MYH3	-2.0055
GPKOW	-0.24775
SULT1A1	-1.48166666666667
SPON1	0.8219
YY1AP1	-0.314833333333333
RAB23	0.768
PLA2G4A	-0.98775
MAPRE3	0.30675
ZNF516	-0.261071428571429
GGPS1	0.06125
EXOC3L2	-0.175
C19orf42	-0.1355
MAP2K2	-0.325833333333333
HIST1H2BB	-1.72675
RNF19B	1.4425
C6orf128	-0.539666666666667
TLR8	0.44675
PCDHA9	0.3645
CARS2	0.692625
CLUL1	-0.4165
RHAG	-3.6905
UNK	-0.302
EXOC8	0.3799
C9orf95	0.17425
C14orf143	0.443666666666667
MAML3	0.195
LDHA	-0.69225
MRPL20	0.528625
KLHDC6	2.33116666666667
ATP5S	0.237333333333333
C8orf55	0.447
PHF19	-0.550375
KRTAP13-4	0.28
TTC5	-0.08275
XKR5	-0.389
SILV	-4.74216666666667
TEX28	-0.184
TCTN1	-0.21475
CX40.1	0.2355
PPP2R5C	0.5555
C12orf30	0.259166666666667
CAPG	0.67425
MPZL1	1.01065
ARSB	-0.412833333333333
TDH	-1.304
WASF4	0.7665
TSSK3	-0.786833333333333
7A5	3.252
CRISPLD1	-1.333
MAD1L1	-0.380166666666667
SPIN4	0.6435
AMPD1	-0.83225
DPYSL5	-0.0005
INPP1	0.967666666666667
ANKRD11	0.0441111111111111
NPAS4	0.129125
GCET2	-0.362
RNASE9	0.319
GUCY2D	0.190666666666667
CCDC98	-0.4785
FGF4	-0.27075
CPM	-1.184
SLC26A4	-1.20066666666667
PLD5	-0.29975
FAM59A	1.1576
FBXO5	-0.589
SIPA1L1	0.80675
DPYS	0.0603333333333333
ATG4D	-0.26125
TGM3	0.273
MTCH1	-0.453625
HK1	-0.493428571428571
CDC26	0.0795
GALNT12	1.313
LOC339229	-0.84425
MRPL35	0.09975
ORC4L	-0.361125
TNKS	-0.256285714285714
C2orf24	-0.213833333333333
ZNF553	0.224
GGTLA1	1.1826
ZNF497	-2.276
CDY1B	-1.48375
SLC30A4	-0.0925
TUB	-2.152
ARHGEF18	0.05075
ARRB1	0.57325
KCNK1	-0.641375
EREG	4.3555
SCAMP5	-1.799
RUNDC3B	0.499
ADAMTS20	-0.20475
IL17RB	1.25575
FLJ20323	0.24675
MCAM	0.233375
POLR3E	0.0314166666666667
AQR	-0.275166666666667
IPMK	1.4465
CDCA7	0.702375
CAMP	-0.75375
GRHL3	1.6295
ADAMTSL2	0.703166666666667
CLMN	1.6525
SSTR3	0.4985
MAGEA5	-2.051
OVOL2	3.16075
JMJD1B	0.25775
RBL2	0.1339
PYGO2	-0.11675
PPP1R10	-0.4055
CSE1L	-0.1465
LCA5	-0.57975
RDH16	-0.52325
ASRGL1	0.143375
TOM1	-0.717833333333333
PTX3	-6.357
TTC15	-0.17825
SCGB3A1	0.477333333333333
MRPL50	-0.04675
RCAN3	1.057875
SLC26A11	-0.5155
STYX	-0.258333333333333
CINP	0.18875
MARCH7	0.349
PFKM	0.00566666666666667
SGMS1	-0.242333333333333
RIOK3	-0.1266
C1orf110	0.036
CES7	-0.260125
LOC440248	-1.56275
PPP1R12C	-0.695
C10orf27	0.035
ATG9A	-0.51175
MRPS26	0.375625
TMEM40	-1.14625
ELP3	-1.0622
ZNF787	0.3168
HIAT1	0.2885
C8orf34	0.0243333333333333
MGC4655	-1.1172
PELI1	1.73333333333333
PPT1	-0.5158
SLC35C2	-0.195666666666667
C6orf125	-0.02525
MUC4	3.05433333333333
RFC4	-0.974571428571429
GNB2	-0.289166666666667
NUP50	-0.0303571428571429
SULT4A1	-1.17933333333333
C7	1.154
CCDC130	0.0555
ARRDC4	-0.601
RQCD1	0.20575
GLYCTK	-0.14825
AYTL2	-0.593818181818182
MTUS1	0.7048
LEMD3	0.800666666666667
PLEKHF2	-0.03275
HOXA7	1.8155
GTF3C2	-0.6045
DYNLRB2	-2.561
CNOT10	-0.00299999999999999
MR1	-1.44766666666667
FFAR1	-0.07575
PRIC285	0.18225
SLITRK6	3.4225
LIX1	-1.25822222222222
UBE1L2	0.320833333333333
F8	-1.280125
ACHE	-0.0381666666666667
KPNA5	0.12475
TNFRSF12A	0.0501666666666667
EGR3	-0.5235
SERPIND1	-2.91483333333333
OASL	2.29175
IFRD1	0.019375
WDFY1	0.667833333333333
ZNF267	0.319
ACCN5	0.406
ZBTB6	0.552
PPP1R3A	-0.1005
PRRT3	-0.221
FBXL19	-0.505
TXNIP	-1.39428571428571
ACTN2	-1.0635
ATG9B	-0.13575
C9orf117	0.534125
IL27	0.1235
RPL36AL	-0.209666666666667
KLK15	1.159
CHAD	0.3575
RAP2B	-0.2477
HEBP2	1.163
ZNF342	-0.05
CAMK2G	0.0971666666666667
TLR3	0.5785
FGF14	0.001
HMGB2	-0.347875
TRPM5	1.66466666666667
OR5M11	0.161
KIF3B	1.38989473684211
PRICKLE2	-1.17675
MTMR9	-1.14775
C3orf27	0.2475
GLRA3	-0.9665
NSDHL	-0.214833333333333
TMEM32	0.134
POLR2D	-0.00791666666666667
MYADML	0.18
C9orf114	-0.275
MRGPRX1	0.4665
TOPORS	0.194
CLDN19	-0.702
C1QL4	0.247
RNF165	-2.9265
DHRS9	1.32325
DNAH2	-0.224833333333333
FXR1	-1.015
ZMYM3	-0.838125
CASP3	0.493333333333333
FAM120C	-0.664875
SCLY	0.30175
CA7	0.1845
ENTPD5	1.89633333333333
ZNF461	-0.03
PDIA5	0.0205
C1orf19	-0.367833333333333
TMEM67	0.5085
KCTD20	0.108
WDR47	-0.232
FLJ38723	0.232
KLRF1	-0.399
TAS2R16	-0.067
CLDN12	1.00975
PRKCE	0.255
UBXD4	-0.05825
ITGAM	0.974333333333333
GLT8D3	0.1145
WDR31	0.9015
RGS2	0.407
OR51L1	0.3065
MST1R	2.141
KIAA1737	0.46375
OR4A5	-0.1945
GLIS1	-2.0305
PTMA	0.942642857142857
NAPA	0.20775
PRDM11	-0.347
LIPF	0.0385
DIRAS3	-0.75425
ASGR2	-4.467
C1QTNF4	-0.34525
PIK3R4	-0.017
ARMC3	-0.00899999999999999
NDUFV3	-0.001
BTBD3	0.120833333333333
PPP1R2	0.175166666666667
UBE2NL	0.4495
FOSL2	0.935071428571429
FAM119A	-0.6725
TUBA4A	1.0345
KRTAP12-1	0.01925
SFRS2	0.2545
RHPN1	-0.1636
EEF2	0.171666666666667
ZDHHC11	-1.18166666666667
EPHA3	-1.2123
RBM12	-0.58275
H2AFJ	0.29925
EDIL3	1.4465
KIF26A	-1.54
SERGEF	-0.07475
B3GALT4	0.04275
LOC90925	0.505833333333333
OSCAR	-1.320625
NPFF	-0.4965
DEDD	0.225375
TMEM155	-0.495125
PTPN1	0.234
SCYL2	0.926666666666667
SKAP1	1.76675
LEAP2	-2.36
GADD45G	1.3431
IFITM3	0.919625
PILRB	-0.9035
SLU7	-0.1415
DSC3	-0.2815
DNMT3L	-0.992
PAPD5	0.94275
B3GNT3	3.00416666666667
LHCGR	0.33
MSL-1	0.7835
UBE2S	-0.517
SAP130	-0.23625
ANAPC11	0.04675
MAGED4B	-3.213
ATP6V1B2	-0.506333333333333
C14orf179	0.830375
CAPZA1	0.00400000000000001
CDYL2	-1.25433333333333
GLRX3	0.2515
LOC136288	-0.08175
MOBKL1A	-0.83325
HTR2B	-0.06025
CRYGD	0.2005
NUS1	0.536
PGRMC1	0.315
MYOM2	-0.085
FLJ39653	-1.31916666666667
CHM	0.3943
OR5M8	0.306
ZNF619	-0.323
FAM105A	3.068
CCNL1	-0.20075
NAP1L3	-2.782
C10orf57	0.499833333333333
B3GALNT1	-1.07083333333333
CSN1S2A	0.1475
TCP10L	-0.24825
GDAP2	0.652625
DMKN	-1.81283333333333
COX6B1	0.4095
DNASE2	-0.655666666666667
MSH5	-1.16575
LGMN	-0.51175
USP31	0.1668
OR13C8	0.158
SDCBP	0.172
NUDT11	-3.57383333333333
PYGL	-0.305166666666667
SNPH	-1.47816666666667
B3GNT4	0.1695
MIZF	0.0747
NUBPL	0.57275
NOD1	0.442333333333333
CDH22	-0.142875
NUBP1	-0.314166666666667
DSCAM	-3.95925
DGKI	-0.272
FAM136A	0.222
AKAP1	1.606
SLC16A6	-2.1615
RIN3	-0.42225
PSG2	-0.0625
DIP2B	1.05816666666667
PSORS1C1	0.0309
KIAA0495	-2.9255
FLJ90709	-0.00800000000000001
LPA	-0.188166666666667
PIGA	0.210333333333333
LY75	3.54283333333333
UTS2	-3.985
RREB1	0.279625
GALNACT-2	0.0811
MGC3196	-0.3745
FLJ31568	0.6125
LPHN1	0.144375
SP1	1.025
TOX4	-0.399333333333333
HSPA9	0.7502
APOBEC1	2.471
SLC35E4	-0.41475
LSM5	0.14275
SURF1	-0.2495
ZBTB1	0.25025
GTF2F1	-0.065375
RPS15A	-0.168642857142857
DUSP21	0.0853333333333333
GINS4	-0.711333333333333
MYO15A	-0.772166666666667
GIMAP7	1.36825
MGC13379	0.73975
ATP6V1E2	-0.744833333333333
UTP3	0.0445
HNRPA3	-0.16425
MT4	-0.174
C14orf155	0.1505
U1SNRNPBP	-0.03325
CKLF	-0.2815
PLEKHN1	1.30116666666667
MBNL1	0.0563333333333333
NUP160	-0.36375
ACSM2A	-1.15125
LOC129881	-0.34425
KIAA1529	-1.83875
FLJ22639	-0.618
HAND1	-0.959
GSX1	0.1115
FGA	-3.5724375
SERPINB1	1.762
ZNF642	0.52125
IGFBP1	-7.78825
SLC1A1	-0.70875
DHX57	0.17525
ZNF766	0.0835
PTPN21	0.339
GDPD3	-0.957333333333333
PNPLA5	0.15
TBR1	0.036
FAM116A	-0.1195
IQGAP1	0.2765
FOS	2.169375
ZNF226	-0.916375
FIGNL1	0.00333333333333334
C14orf1	0.131666666666667
ZMYND17	-0.4405
PUS7	0.1765
TUBB6	-1.960375
KCNQ2	-1.31225
MARCH6	-0.08625
CCDC33	0.104
PRODH	-0.59175
RBM11	0.13175
EPHA6	-0.07375
SLC43A1	1.413
LOC196541	0.14225
NTN1	-0.390833333333333
ING4	-1.0815
PCDHB10	-0.63025
DPH2	0.2325
SPACA4	0.3885
FBXL21	-2.841
DIAPH1	0.0571666666666667
ZNF71	0.066
CEP76	0.3615
CORO1A	-1.37775
RRM2	-0.273
EDG4	0.2685
OS9	-0.0343333333333333
SLC4A1AP	0.1115
COG5	0.2275
COPS8	-0.86
NGLY1	-0.4915
NCBP2	0.354375
C17orf42	-0.273666666666667
GPSM3	0.060875
SIL1	0.372666666666667
ASB6	-0.41875
SMAD5OS	-0.489833333333333
UNC93A	0.089625
A1BG	-2.1385
C21orf62	0.1565
FMO5	-0.894833333333333
ATRIP	0.0745
CEBPG	0.993666666666667
C7orf38	-0.294
TNFRSF1B	1.502
CLEC1A	0.5125
IQSEC1	-0.64275
PATZ1	0.000199999999999999
RBM22	0.997875
BAG2	0.310333333333333
PAQR5	0.349
C9orf127	-0.1715
THNSL1	0.28775
SHROOM3	2.6965
JAM2	-1.8835
SNRPN	-2.5525
ALX4	0.0225
CACNA1S	0.2
FAM130A1	0.12275
CORIN	0.878
CD300LB	0.2815
PLEKHG6	2.17
LRRC40	-0.83575
PCLKC	0.46
PCDHB16	-1.57466666666667
WNT2B	1.422
ASNS	-0.946111111111111
MRPL49	0.022125
FLJ46111	0.02375
ISG20	-0.898375
SMU1	0.0946666666666667
CASZ1	-0.042
POLR1D	0.00975
GIN1	-0.654
SNAG1	-0.262166666666667
ANKRD29	-2.45
CDKN2AIP	1.10325
KRR1	0.217
CXCL1	5.5885
EPM2A	-0.6468
PC	-0.5235
DEFB127	0.056
PDZRN4	0.274
FAH	-0.9985
OR51E1	1.352
CDC2L6	0.406666666666667
DNTTIP1	0.32325
PAX8	-0.9735
TMEM116	-1.48075
C1orf150	-0.2795
PRO2012	0.0655
MRPL40	-1.59833333333333
BEX1	-3.6181
SLC2A4	-0.122666666666667
PKMYT1	-0.57925
FEZF2	0.0678333333333333
SLC26A9	0.15125
MAP2	-0.36
LYL1	-2.106
SLC25A19	-0.041
NOS3	-0.689
ZNF34	0.0783333333333333
TMPRSS11F	-0.188
FAM43A	0.58125
FCRL4	0.00816666666666667
KLF14	0.066
FLRT2	-2.05666666666667
WRN	-1.20625
SDF2	-0.1853
KRT8P12	-0.127
C6orf195	0.109
C9orf125	-0.4195
DZIP3	-0.426875
RIT1	-0.383
SCML1	1.02133333333333
RHBDF2	0.163
OR2G3	0.2395
REXO1L1	-0.044
MAP3K7IP3	0.43225
C3orf57	-6.33525
FBXW11	0.0306666666666667
ETAA1	-1.0915
C14orf131	-0.1232
AKT1S1	0.036
SLC12A5	-0.6425
C9orf164	0.43725
NRIP3	-1.356875
NOS1AP	-0.08625
TMEM121	-2.80875
SAP30BP	-0.0571
DGCR6	-1.13525
WDR76	-1.39575
FAM82B	-0.211083333333333
LOC606495	-0.2795
MAP9	-1.36416666666667
BCDIN3D	-0.527
CXorf36	1.60733333333333
DSCR3	0.0318
ZFAND3	-0.352125
C7orf43	0.0466666666666667
SPSB3	-0.2385
C19orf19	0.39225
FAM133A	-2.135375
C12orf25	0.2205
SLC39A3	-0.572125
DISP2	-0.7175
PI4KAP2	-2.0885
MKRN3	-2.34616666666667
ADAMTS13	-0.831
CBLN3	0.1353
TTYH1	-2.1725
C3orf18	-1.5765
FLJ13236	0.208
ZMYND12	0.63225
C18orf25	0.00374999999999998
GLB1L3	-0.5495
ATP13A5	0.4535
RANBP10	-0.077
CD96	-1.1041
DENND1C	-0.36725
RBMS3	-1.0869
SLC41A3	0.0453333333333333
DGCR6L	-1.16675
TMEM128	-0.257166666666667
CSNK1G3	0.524785714285714
MOBKL2C	0.885375
TSPAN6	1.25
MATN2	-0.3242
MSL2L1	0.2815
ST6GALNAC2	-3.16266666666667
FGFBP2	-0.676875
FGL1	-6.36416666666667
MPP3	-1.3715
ARHGEF6	-0.8875
TGFBR2	1.28925
ACMSD	-0.7595
IL33	4.51525
C9orf5	0.0898333333333333
DEAF1	-0.7152
AMN	0.461
DEFA6	5.819125
RNF212	-1.11825
METT5D1	0.838
CIB1	0.0489
TSSK1B	0.3535
KIAA1727	3.15425
ZNF680	-0.478583333333333
LOC399900	-0.0695
LOC152217	0.328583333333333
CTNNAL1	-1.652
CIT	-0.674
TLE6	-0.9535
ZNF607	-0.08275
HERC4	-0.254166666666667
DRAP1	-0.4422
PEMT	-1.11125
C10orf111	-0.1795
ZNF575	0.226
KCTD7	-0.02825
MYO1F	0.222125
LOC285382	1.975
RAB11A	0.1292
PLCD3	-0.12825
C15orf28	0.10275
PTBP2	-0.894625
CTB-1048E9.5	-0.38175
C19orf60	0.654166666666667
C7orf25	-0.166833333333333
SETD7	0.745375
HOXB9	2.818
VANGL1	0.5115
CHAF1B	-1.10925
NDUFA3	0.43525
KIAA1328	-0.833166666666667
SHARPIN	0.439875
TTC23	-0.884375
UGP2	0.05775
ANKIB1	0.3851
CIRBP	-0.732
SEC14L4	-0.765833333333333
OVCH1	0.0831666666666667
VPS52	-0.21125
FAT	1.131375
M6PRBP1	-0.27525
GPRIN3	1.2065
PPM1F	-0.744
TSR1	0.098
CCDC85A	0.218
PCSK5	0.21875
ZFHX3	0.4125
HEMK1	-0.7195
PGBD2	-0.14025
RSRC2	0.6035
AURKC	-1.53566666666667
SCRIB	0.5915
ORM2	-4.2065
FAM115A	-0.022
FZD6	0.273625
UNC119	-0.457333333333333
GPX3	-1.6451
NOV	-1.240875
CABC1	0.72675
CDC42SE2	1.1784375
EIF2S2	0.1817
RNF130	0.184875
CKAP5	-0.4215
RP11-413M3.2	0.0675
C10orf18	0.389
TMEM93	-0.70825
DYX1C1	-0.798
KCNMB2	-0.8495
ANK3	0.552833333333333
KRT5	-2.9237
CDH12	-0.648125
QRSL1	1.0125
JUB	-0.261
SHC4	-2.0025
CCL15	0.262666666666667
CCDC22	-0.1515
SNX24	-1.49025
RARS	0.02925
MORC2	-0.127625
FAM48A	-0.22675
MT1H	-1.5705
PPP1R14C	0.486666666666667
FOXD1	-2.49285714285714
C1orf213	-2.589
AMT	0.0552
DSN1	-0.248
PTPLAD2	-0.19575
DIS3L	-1.14925
RASL11A	1.24325
GPRC5B	-0.18825
FRMD7	-0.5405
STRN4	0.506
KITLG	1.03986363636364
HDGF	0.971
OR1S1	0.031
SETX	0.4373
DDR2	-1.26275
KCTD12	-0.342
LYZL2	-0.433
WDR52	0.327
TMEM2	1.53125
ZNF579	0.171666666666667
LOC200810	0.42875
TNFSF9	-1.1015
PPFIA4	-3.47825
CNIH3	-1.18816666666667
MAP4K4	-0.909357142857143
ROD1	1.21235714285714
ALS2CR12	-0.246666666666667
DOCK3	-1.55266666666667
PAQR9	-3.45675
ASB17	-0.0368333333333333
STX16	-0.333
FEZ2	-0.437666666666667
DLAT	0.445833333333333
KIF21B	-0.533833333333333
CDC5L	0.119
TMEM119	0.5265
CRIP3	-1.42875
TPSD1	0.0813333333333333
TEPP	-0.1375
GNGT2	0.151
C21orf121	0.4085
WNK1	0.0235
FLJ10490	0.2844
OR51B5	-1.933
LOC203547	0.088375
HAS1	-0.42
PPA1	1.39533333333333
ST7	-0.089625
C11orf46	0.2462
POPDC3	-3.39616666666667
ACOX2	-0.0253333333333333
ATCAY	-0.3725
TM4SF19	-2.12975
MFSD9	0.8085
PDHB	-0.12075
ERN1	-0.028
LCE3C	0.4355
GPR111	0.04
NOTCH3	0.437166666666667
ADAMTS5	1.63925
B3GALT1	-0.4365
UGCGL1	0.737833333333333
FAM58A	0.481833333333333
FBXO32	-0.01575
CLPP	0.22175
NXPH1	-0.37725
MTMR3	-0.1405
ATP1B3	0.403125
TMEM16A	2.352
HIST1H3F	-0.294333333333333
TRIM25	0.884333333333333
SDCBP2	1.6565
CRKL	-1.080125
HOXB2	-1.848
ANP32B	0.47925
GATM	3.636
AP4E1	-0.433375
EDG5	-0.184375
CDKN3	-0.306166666666667
CDH4	-2.45
PGD	-0.107666666666667
RND1	0.779
GAD1	-1.5685
MPG	-0.3695
LOC440350	-0.2565
ZNF133	-0.13125
SERPINB12	0.324
AMELY	0.073
DHX36	-0.48
TNFAIP8L2	1.12233333333333
PHTF2	0.0422777777777778
CCDC112	0.291666666666667
IQCC	-0.385
HEYL	2.4585
FTSJ2	-0.133166666666667
APPL1	0.38475
RAB43	-0.106285714285714
OR10G2	0.3395
WAC	0.397166666666667
ADCY9	-0.639875
RUNDC2B	-0.3005
PYCRL	0.2575
AGPAT7	-0.375333333333333
SLC22A9	-0.657833333333333
CDKAL1	0.137
PDYN	-0.149
C20orf74	1.4045
MTMR11	2.04225
VAV3	2.62616666666667
DAPL1	0.044
STXBP3	0.4105
EIF3G	0.1135
ARHGAP22	-2.5975
NPFFR1	0.118
NPC1	-1.177
ALDH9A1	0.0346666666666667
ZNF600	1.01725
ZNF678	-0.271
RASSF1	-0.5965
ADD2	-2.62325
PITPNB	0.0338749999999999
PKD2L2	-0.181125
LRP11	0.731
CDKL1	0.51875
SMEK2	0.97175
PRODH2	-2.96116666666667
C11orf54	0.267
SFRS11	-0.0476666666666667
IL7	2.57766666666667
ALS2CR16	0.72275
BTG3	0.4905
PAK2	0.297277777777778
RP11-679B17.1	-1.52775
GATA4	-1.58016666666667
ATP2B1	0.581
LOC130940	0.6085
C1orf172	2.60883333333333
ATF7IP2	-0.40125
SLC25A43	0.571166666666667
CENTG3	-0.176833333333333
IGF2BP1	-3.7941
FCHSD1	0.1855
CAMK2N2	0.3455
ELAVL3	-0.0077
NBPF15	-0.618333333333333
UBE2J2	-0.022
GNL2	-0.08575
PRR3	-0.6387
NLF2	0.44875
OR4F6	0.052
KLHL24	0.394333333333333
CCDC88A	-2.811
SGPP1	-0.261333333333333
C10orf11	-1.0065
SLC35B4	-1.06083333333333
UGT3A2	-1.011
ARNT2	-2.3782
CBR1	0.589375
ITPR3	0.644333333333333
TRAPPC6B	0.1346
AMZ1	-1.588
ARP11	0.586
WDSUB1	0.43325
APBA1	0.325
RAB2A	1.0392
C6orf162	-0.52475
HPSE2	0.2765
PLCE1	1.84325
INSL3	-0.18725
DLG1	0.0803
PTPLA	-0.85425
PIGX	-0.44
TFIP11	-0.488666666666667
FIBIN	0.94
POLR2G	-0.2285
GRAP2	-1.7001
DNAJB8	0.0195
CNBP	0.3065
WASF1	-1.73675
INPP5E	-0.8125
HSPB1	-0.6414375
TMEM167	-0.2904
CUBN	-0.4165
IGF1	-0.7055625
ITPK1	0.6679
NAALAD2	-0.879625
G3BP1	0.3374
NT5DC1	0.6675
CYP39A1	1.889
TMEM139	1.73175
POLK	-0.0632
GLULD1	-0.636
RBM15	-0.506833333333333
AMZ2	-0.80325
GDF15	0.9075
MESDC2	-0.326
INCA	0.892666666666667
ACY1L2	0.289
GZMM	-0.7775
PAIP1	-0.12225
CACNA2D1	-0.37475
STK32C	0.948833333333333
SH3BP4	1.3015
DEC1	0.131
PADI1	0.3405
UBB	-0.3034
PON3	-0.433333333333333
PROP1	0.2285
ANKRD13B	-0.215
ADCK1	1.07625
TCF25	0.227916666666667
SLC38A5	0.14825
CXorf26	0.543166666666667
C19orf39	0.08625
PPP1R13B	1.1975
ARL2	-0.371
TCL6	0.204083333333333
TOP3A	-0.126
SLC16A14	-0.418
FXYD6	-0.275333333333333
HIST1H4E	0.34625
BBC3	0.00794736842105261
UNC5A	0.047
FAM86C	-0.2865
PI4KB	-0.207125
B3GAT1	-3.2275
SUSD2	0.398666666666667
OAZ2	-1.558
NOC4L	0.22425
C10orf12	1.1285
FADS1	-2.97716666666667
LOC144097	-0.249
DKK2	0.9285
KIAA1949	-1.636
RHOT1	0.3735
OXT	0.223
GPR153	0.19075
ARL4A	0.589166666666667
SAAL1	-0.49425
CCDC64	0.074
USE1	-0.158166666666667
HNMT	0.592666666666667
PCGF3	0.1269375
CYP2C19	0.37675
C20orf4	0.295
CCDC11	-1.18075
ACSBG2	-0.27325
RWDD2A	-0.19825
PALLD	0.811875
CPLX4	0.0035
LOC492311	0.102
KPNA2	-0.5535
MACROD1	0.3451
