Hybridization REF	TCGA-AA-A01K-01A-01R-A00A-07
EPDR1	0.3777
MUSK	-0.1705
ZNF434	0.137666666666667
SMARCD1	0.367
ZFP106	-0.464
ZNF347	-1.0569
GTF2E1	0.4475
RY1	0.193833333333333
ATAD2B	0.812375
ARHGAP17	0.1284
KCNIP3	-1.0505
SFPQ	0.194375
GFRA4	0.109166666666667
AKR1B10	0.660125
TIGD6	-0.1255
RGS16	1.0215
URB1	-0.6205
OR4C46	-0.0486666666666667
TOP3B	-1.25475
NFATC4	-0.4735
CA14	-5.03125
BMPR1A	0.700666666666667
SNRP70	-1.274875
PRL	0.00739999999999996
C6orf130	0.12775
STAG2	0.17425
CD55	0.104357142857143
RPS23	0.679333333333333
SSX2	-1.02983333333333
FDPSL2A	-0.2825
FBXO27	-0.537125
SYNGR3	-1.96066666666667
TMSL3	1.901
EML1	-1.1255
NUP93	-0.964916666666667
SMAD3	-1.0468
KIAA1189	0.519833333333333
HNRPUL2	-0.430166666666667
TBC1D12	1.30416666666667
C16orf24	-0.18975
MRVI1	2.72216666666667
ZNF581	-0.0818333333333333
ELOVL3	-0.6105
OR51Q1	0.55725
CACNB3	1.03683333333333
GALNT13	-1.15885714285714
C10orf84	1.1561875
NEDD4	0.2102
SPO11	-0.2385
OR5AU1	-0.211
NEK4	0.0872142857142857
PRKAR2A	-0.0611666666666667
IHPK1	-1.66783333333333
ATP6V0B	-0.6505
CACNA1E	0.595
CEACAM8	1.901
PEX14	-1.0545
FLJ12993	0.4855
ZBTB38	0.883333333333333
PCTK2	-0.150333333333333
LRRC16	2.4588
FBLIM1	0.753166666666667
FYCO1	0.35625
RP5-1022P6.2	0.479166666666667
CMTM1	-0.127
PLTP	0.07
RAPH1	1.237625
DOCK8	0.773
EZH2	-0.740666666666667
SLC25A1	-0.409
PLEKHB1	1.1647
GRB7	0.9625
ZFP37	-1.2415
MRPL33	0.62775
PELO	0.34875
ARMC1	0.0491818181818182
C9orf27	0.0565714285714286
FLJ25778	0.806
C9orf37	-1.55433333333333
TMEM66	-1.1665
SPRN	0.248
HBEGF	0.786875
PI4KA	-1.7965
LEPRE1	-1.135
POU2AF1	-1.01375
MRPL12	0.633833333333333
REP15	0.8625
ZC3H3	-0.271
RASAL1	0.683
DDAH1	1.809
ACBD5	1.185375
TMC2	-0.467
CCDC137	-0.57975
SAMD13	0.534166666666667
UGT2B15	0.144166666666667
TIPARP	-0.207
DNASE1L3	0.611
TRIM72	0.1016
DBX2	0.12425
IPO8	0.3225
C21orf88	-0.9172
MAP3K14	0.94525
LOC51233	0.0876666666666667
GGTLA4	1.91025
PDE6D	-0.1265
ZNF117	-1.02825
CLK2	-1.27575
NKRF	0.048
TNFSF15	2.9383
DUSP2	-0.444875
SECISBP2	0.0791
GABRR2	-0.1905
PPAP2C	2.016
LOC51145	-0.0115
PAG1	1.37575
PIK3C3	-0.479
GNG10	0.1845
APOL4	1.65816666666667
ANKRD28	-1.05175
STMN3	-2.0033
RAB14	0.863
CDK2AP2	-0.1785
HDDC3	-0.061125
COMMD7	0.1685
CXXC1	-1.2275
HMCN1	-0.4795
CD40	-0.5555
DYNC1LI2	0.3508125
GDI1	-0.532
LOC646938	-0.1905
VSNL1	1.94966666666667
PIH1D1	-0.873166666666667
RAET1G	-1.1
KRTAP5-9	-0.0935
EFTUD2	-0.121
ZNF311	0.487333333333333
ATP6V1G3	-0.2885
OR2W3	-0.481
SCN4A	-0.25375
MED10	-0.323875
FAM135A	2.3486
ARHGAP4	-2.4025
EHMT2	-0.787
UFD1L	0.291
ERMP1	0.335
MAG1	-0.1995
THAP8	-0.540333333333333
HACE1	-0.547833333333333
FAM82C	0.148666666666667
C3orf20	-0.345
UNC84A	-0.142666666666667
SCD5	1.12085714285714
LASS6	1.5255
LSG1	0.397583333333333
MAL	-6.29375
GPR22	0.164
WDR5B	0.56525
ACTRT1	-0.177
C17orf60	-0.1945
GRIN2C	-0.6417
ARMC8	-0.251166666666667
SLC47A1	-2.49433333333333
DMPK	-0.24675
DHRS13	-2.14066666666667
SMC1A	-0.6615
KRTAP17-1	0.4485
SMYD5	-0.33175
TUSC2	-0.301875
CRHR2	0.3165
KIR3DL2	0.3055
CCDC104	0.73675
ATP2C1	0.53575
CROT	0.56425
PABPC3	-0.274333333333333
EGR1	0.02
THSD1	1.78525
KHK	1.12075
SLC12A2	3.51475
CD58	-0.18725
STOX2	-0.296333333333333
CCDC76	-0.6477
CCDC48	3.9
DNAH1	0.195
ZIC4	0.086
OR1G1	-0.095
PSMC6	-1.02116666666667
PROKR1	-0.354
ABCB1	2.607375
TRAT1	-0.9815
LLGL1	-0.4255
MTF1	0.64575
USP54	1.386125
PAGE2B	-1.2335
ITGB7	-5.1005
CCDC81	-0.326
LOC149837	-0.217
SCUBE1	-0.6155
ZSCAN10	0.009
HUWE1	-0.0736428571428572
CDH17	6.143
CD180	0.17725
IL17A	-0.19925
TMPO	-0.340625
KIAA1524	-0.308
HDGFRP3	-2.12583333333333
OXCT1	-2.62454545454545
RRAS2	-0.661166666666667
LTBP2	0.6796875
SV2B	1.10983333333333
CYP2A6	-0.103125
PKD1L2	-0.450833333333333
PPM1M	-0.2205
FLJ22662	3.56983333333333
ZNF502	1.691
GP6	-0.45475
CRYBA2	0.6075
LEF1	-1.3213
CTPS	-1.22371428571429
EYA1	-2.05083333333333
EPS8L1	0.46
MAPK14	-0.239166666666667
SERPINB2	-4.976
GTF2F2	1.27
ZNHIT4	-0.146
PLA1A	1.14
C20orf114	-0.237
HPR	-4.831
C18orf2	-1.7855
SATB2	0.89875
KCNJ9	-0.2395
MGC157906	-0.00750000000000001
MOCS3	0.855
C17orf71	-0.365
PPHLN1	0.1127
HIST1H2BN	-1.42525
RAPGEF1	-0.3125
MAP3K8	1.467
DLG4	-0.0406666666666666
STC1	-0.723416666666667
CDGAP	0.33975
DDX26B	0.25275
LOC150223	-0.968
CPSF3	-1.097
TMEM14A	1.008
MYH3	-0.385
GPKOW	-0.23175
SULT1A1	-0.435666666666667
SPON1	4.0818
YY1AP1	-0.4855
RAB23	-0.16775
PLA2G4A	-1.05375
MAPRE3	-0.11225
ZNF516	-0.113857142857143
GGPS1	0.282
EXOC3L2	-0.203875
C19orf42	0.6202
MAP2K2	-0.175833333333333
HIST1H2BB	-2.4295
RNF19B	0.7885
C6orf128	0.257166666666667
TLR8	0.8735
PCDHA9	1.1265
CARS2	0.62625
CLUL1	-0.521666666666667
RHAG	-4.94466666666667
UNK	0.4205
EXOC8	0.8647
C9orf95	1.141
C14orf143	0.094
MAML3	0.227
LDHA	-1.76675
MRPL20	-0.042125
KLHDC6	0.105
ATP5S	-0.308166666666667
C8orf55	-0.175
PHF19	-1.04825
KRTAP13-4	0.5205
TTC5	-1.14225
XKR5	-0.38
SILV	-6.33866666666667
TEX28	-0.036
TCTN1	-0.0625
CX40.1	-0.338
PPP2R5C	-0.2495
C12orf30	-0.4938
CAPG	1.92925
MPZL1	0.9594
ARSB	-1.11766666666667
TDH	-0.99125
WASF4	0.65625
TSSK3	-0.862666666666667
7A5	2.093
CRISPLD1	0.3795
MAD1L1	-1.08266666666667
SPIN4	-0.093
AMPD1	0.59625
DPYSL5	1.4535
INPP1	1.521
ANKRD11	-0.501
NPAS4	0.018
GCET2	-0.4127
RNASE9	-0.474
GUCY2D	-0.343333333333333
CCDC98	0.4285
FGF4	-0.26975
CPM	-0.975
SLC26A4	-0.8316
PLD5	0.233
FAM59A	0.5222
FBXO5	-1.34533333333333
SIPA1L1	-0.030375
DPYS	0.5145
ATG4D	0.164
TGM3	0.3225
MTCH1	-0.859625
HK1	-0.886857142857143
CDC26	0.241625
GALNT12	0.565833333333333
LOC339229	-0.558
MRPL35	0.3205
ORC4L	-0.372875
TNKS	-0.412642857142857
C2orf24	-0.4465
ZNF553	-0.0245
GGTLA1	2.138
ZNF497	-1.54125
CDY1B	0.2575
SLC30A4	0.863142857142857
TUB	-1.037
ARHGEF18	0.9875
ARRB1	0.27725
KCNK1	1.73875
EREG	-0.6356
SCAMP5	2.03875
RUNDC3B	0.6095
ADAMTS20	-0.086
IL17RB	0.502625
FLJ20323	-0.467
MCAM	0.026625
POLR3E	0.08375
AQR	0.0483333333333333
IPMK	-0.391
CDCA7	0.425
CAMP	0.622
GRHL3	0.0245
ADAMTSL2	0.583666666666667
CLMN	0.876666666666667
SSTR3	0.339
MAGEA5	-2.07316666666667
OVOL2	3.63275
JMJD1B	0.98375
RBL2	0.3677
PYGO2	0.125
PPP1R10	1.03683333333333
CSE1L	-0.6165
LCA5	0.563
RDH16	-0.60775
ASRGL1	-1.48375
TOM1	0.207333333333333
PTX3	-5.7385
TTC15	0.00525
SCGB3A1	-0.201
MRPL50	-0.02175
RCAN3	0.665375
SLC26A11	-0.2285
STYX	-0.7225
CINP	-0.44525
MARCH7	-0.22125
PFKM	0.0521666666666667
SGMS1	0.750166666666667
RIOK3	-0.5702
C1orf110	0.837
CES7	-0.33675
LOC440248	-0.67275
PPP1R12C	-0.85125
C10orf27	-0.042
ATG9A	-0.84825
MRPS26	-0.107125
TMEM40	-1.1105
ELP3	-0.4775
ZNF787	0.3647
HIAT1	-0.918875
C8orf34	1.041
MGC4655	-1.0856
PELI1	1.21966666666667
PPT1	-1.8229
SLC35C2	-0.9145
C6orf125	-0.56325
MUC4	1.10266666666667
RFC4	-1.53114285714286
GNB2	-0.7685
NUP50	0.733571428571429
SULT4A1	-0.753666666666667
C7	1.008
CCDC130	0.320666666666667
ARRDC4	1.08425
RQCD1	-0.4675
GLYCTK	0.27975
AYTL2	-0.861454545454545
MTUS1	0.7427
LEMD3	0.398833333333333
PLEKHF2	0.08225
HOXA7	0.986
GTF3C2	-0.761
DYNLRB2	1.01625
CNOT10	-0.517
MR1	-0.7395
FFAR1	-0.7155
PRIC285	-0.96975
SLITRK6	0.26925
LIX1	-1.54377777777778
UBE1L2	0.660583333333333
F8	-0.517375
ACHE	0.0435
KPNA5	-0.5055
TNFRSF12A	-0.859833333333333
EGR3	0.0075
SERPIND1	-4.50166666666667
OASL	1.49125
IFRD1	-0.781625
WDFY1	-0.0115
ZNF267	0.75725
ACCN5	0.743
ZBTB6	0.699
PPP1R3A	0.033
PRRT3	-0.90925
FBXL19	-0.932
TXNIP	0.145
ACTN2	-0.58275
ATG9B	-0.32025
C9orf117	0.6395
IL27	0.1295
RPL36AL	0.0221666666666667
KLK15	0.12675
CHAD	-0.381
RAP2B	0.3294
HEBP2	1.6485
ZNF342	-0.3615
CAMK2G	0.7355
TLR3	1.20825
FGF14	0.02025
HMGB2	-2.208
TRPM5	0.251333333333333
OR5M11	0.0025
KIF3B	1.26778947368421
PRICKLE2	-0.448
MTMR9	-0.210625
C3orf27	-0.3905
GLRA3	-0.498166666666667
NSDHL	0.125333333333333
TMEM32	0.2705
POLR2D	-0.264416666666667
MYADML	-0.275
C9orf114	-0.95875
MRGPRX1	-0.4405
TOPORS	1.11575
CLDN19	-1.083
C1QL4	-0.3965
RNF165	-1.9345
DHRS9	1.46225
DNAH2	-0.246666666666667
FXR1	-1.4945
ZMYM3	-1.152875
CASP3	0.517833333333333
FAM120C	-0.88775
SCLY	-0.0715
CA7	-0.3255
ENTPD5	-0.4005
ZNF461	-0.063125
PDIA5	0.00174999999999999
C1orf19	-0.3915
TMEM67	-0.156
KCTD20	-0.38225
WDR47	-0.042
FLJ38723	0.086
KLRF1	0.864833333333333
TAS2R16	0.336
CLDN12	1.3115
PRKCE	-0.0145
UBXD4	-0.3605
ITGAM	2.20933333333333
GLT8D3	-0.357125
WDR31	0.4277
RGS2	0.5945
OR51L1	0.2075
MST1R	1.465
KIAA1737	0.13475
OR4A5	-0.2115
GLIS1	-1.11116666666667
PTMA	0.655357142857143
NAPA	-0.29875
PRDM11	0.11525
LIPF	-0.132
DIRAS3	0.028
ASGR2	-5.11125
C1QTNF4	-0.36625
PIK3R4	-0.183666666666667
ARMC3	0.051
NDUFV3	-0.695
BTBD3	-0.455166666666667
PPP1R2	0.667333333333333
UBE2NL	0.10275
FOSL2	1.11014285714286
FAM119A	-1.69766666666667
TUBA4A	-0.0792
KRTAP12-1	-0.37075
SFRS2	-0.24525
RHPN1	-0.3952
EEF2	-0.607666666666667
ZDHHC11	0.569666666666667
EPHA3	-0.4977
RBM12	0.49525
H2AFJ	-0.19875
EDIL3	1.7955
KIF26A	-1.41175
SERGEF	-0.10675
B3GALT4	1.617
LOC90925	0.2985
OSCAR	-0.07325
NPFF	0.693125
DEDD	0.332875
TMEM155	-0.410625
PTPN1	0.2045
SCYL2	0.558
SKAP1	2.1065
LEAP2	-0.993833333333333
GADD45G	0.6457
IFITM3	0.4325
PILRB	-0.453
SLU7	0.6301875
DSC3	0.005
DNMT3L	-0.791
PAPD5	0.314
B3GNT3	3.01416666666667
LHCGR	0.8615
MSL-1	0.4645
UBE2S	-1.2025
SAP130	-0.1715
ANAPC11	-0.00625000000000001
MAGED4B	-2.1505
ATP6V1B2	0.179666666666667
C14orf179	0.73325
CAPZA1	-0.380875
CDYL2	-0.378666666666667
GLRX3	-0.00383333333333334
LOC136288	0.22275
MOBKL1A	0.15275
HTR2B	0.87875
CRYGD	0.071
NUS1	-0.281833333333333
PGRMC1	-0.232
MYOM2	0.9945
FLJ39653	-1.02333333333333
CHM	-0.1402
OR5M8	-0.3355
ZNF619	-0.6155
FAM105A	2.95375
CCNL1	-0.5245
NAP1L3	-0.44
C10orf57	0.403833333333333
B3GALNT1	-1.51266666666667
CSN1S2A	0.238
TCP10L	-1.3605
GDAP2	-0.132625
DMKN	-0.781666666666667
COX6B1	1.00775
DNASE2	-0.145
MSH5	-0.6985
LGMN	-0.70725
USP31	0.2082
OR13C8	0.4485
SDCBP	0.5163
NUDT11	-2.13666666666667
PYGL	-1.68216666666667
SNPH	-0.969
B3GNT4	-0.133
MIZF	-0.2949
NUBPL	-0.28725
NOD1	0.6545
CDH22	-0.350125
NUBP1	0.0436666666666667
DSCAM	-4.58
DGKI	-0.1265
FAM136A	-0.19975
AKAP1	1.825
SLC16A6	-2.574
RIN3	0.18275
PSG2	-0.185
DIP2B	1.13166666666667
PSORS1C1	2.4876
KIAA0495	-1.817
FLJ90709	0.285666666666667
LPA	-0.2495
PIGA	0.200333333333333
LY75	5.63016666666667
UTS2	-2.287
RREB1	-0.1095
GALNACT-2	0.4939
MGC3196	-0.67425
FLJ31568	0.83775
LPHN1	-0.60225
SP1	1.167625
TOX4	-0.611333333333333
HSPA9	0.715
APOBEC1	4.5565
SLC35E4	-0.78525
LSM5	-0.24825
SURF1	-0.789
ZBTB1	0.311
GTF2F1	-0.427625
RPS15A	0.359214285714286
DUSP21	0.0812
GINS4	-2.09966666666667
MYO15A	-0.821166666666667
GIMAP7	2.79125
MGC13379	0.469
ATP6V1E2	-0.165333333333333
UTP3	0.6255
HNRPA3	0.1860625
MT4	-1.2685
C14orf155	0.409
U1SNRNPBP	0.77375
CKLF	0.475333333333333
PLEKHN1	1.4085
MBNL1	-0.0495833333333333
NUP160	-1.1105
ACSM2A	-0.95825
LOC129881	-0.62775
KIAA1529	-1.31875
FLJ22639	-0.20325
HAND1	-0.233
GSX1	-0.2115
FGA	-3.569
SERPINB1	2.8555
ZNF642	-0.17225
IGFBP1	-6.531125
SLC1A1	1.95525
DHX57	-0.452428571428571
ZNF766	-0.127
PTPN21	-0.2681
GDPD3	-0.708666666666667
PNPLA5	-0.2805
TBR1	0.2185
FAM116A	0.48975
IQGAP1	0.552375
FOS	-1.497375
ZNF226	-0.575375
FIGNL1	0.214
C14orf1	-0.737333333333333
ZMYND17	-0.24
PUS7	-0.0505
TUBB6	-1.38975
KCNQ2	-1.78375
MARCH6	-0.31375
CCDC33	-0.1285
PRODH	0.568
RBM11	0.8595
EPHA6	0.364625
SLC43A1	-0.88525
LOC196541	0.33175
NTN1	0.215083333333333
ING4	-0.305
PCDHB10	0.625
DPH2	-0.832
SPACA4	0.712
FBXL21	-1.9855
DIAPH1	0.118833333333333
ZNF71	0.483833333333333
CEP76	-1.2785
CORO1A	-1.832
RRM2	-1.127375
EDG4	0.501
OS9	0.0936666666666667
SLC4A1AP	0.02275
COG5	0.2275
COPS8	-0.87425
NGLY1	-1.376
NCBP2	0.8275
C17orf42	0.097
GPSM3	0.048125
SIL1	-0.172166666666667
ASB6	-0.6815
SMAD5OS	-0.1105
UNC93A	1.150625
A1BG	-1.65916666666667
C21orf62	0.255
FMO5	-0.4325
ATRIP	-0.874833333333333
CEBPG	1.439
C7orf38	-0.403833333333333
TNFRSF1B	0.7785
CLEC1A	0.565166666666667
IQSEC1	-0.629375
PATZ1	0.4581
RBM22	0.980375
BAG2	-2.18283333333333
PAQR5	0.227166666666667
C9orf127	1.1022
THNSL1	0.18625
SHROOM3	2.2449
JAM2	-0.24125
SNRPN	-0.99
ALX4	-0.3035
CACNA1S	-0.296
FAM130A1	0.1185
CORIN	0.9555
CD300LB	-0.338
PLEKHG6	1.436
LRRC40	-1.27075
PCLKC	2.29
PCDHB16	0.109833333333333
WNT2B	2.32283333333333
ASNS	-1.07522222222222
MRPL49	-0.940875
FLJ46111	0.68525
ISG20	-0.32575
SMU1	0.00633333333333334
CASZ1	0.0855
POLR1D	0.149583333333333
GIN1	-0.38275
SNAG1	0.0551666666666667
ANKRD29	0.6715
CDKN2AIP	0.1915
KRR1	0.178
CXCL1	3.561
EPM2A	-0.766
PC	-1.93633333333333
DEFB127	-0.165
PDZRN4	0.848
FAH	-0.59625
OR51E1	0.84
CDC2L6	-0.0701666666666667
DNTTIP1	0.20775
PAX8	0.056
TMEM116	-1.19325
C1orf150	0.578
PRO2012	0.492
MRPL40	-0.287333333333333
BEX1	-4.5823
SLC2A4	0.2785
PKMYT1	-1.76525
FEZF2	0.123
SLC26A9	0.424
MAP2	-0.347
LYL1	-2.2185
SLC25A19	-0.5815
NOS3	-0.1235
ZNF34	0.133333333333333
TMPRSS11F	0.431666666666667
FAM43A	0.0175
FCRL4	0.468333333333333
KLF14	-0.01125
FLRT2	-0.454
WRN	-1.69025
SDF2	0.0481
KRT8P12	0.66425
C6orf195	0.0735
C9orf125	2.04416666666667
DZIP3	-0.68025
RIT1	0.0985833333333333
SCML1	0.7345
RHBDF2	0.561875
OR2G3	0.0635
REXO1L1	-0.7545
MAP3K7IP3	0.43875
C3orf57	-8.09425
FBXW11	0.400666666666667
ETAA1	-1.357
C14orf131	-0.828
AKT1S1	-0.041
SLC12A5	-0.553
C9orf164	1.03575
NRIP3	-0.72775
NOS1AP	0.3725
TMEM121	-1.632
SAP30BP	-0.1229
DGCR6	-0.3305
WDR76	-2.6985
FAM82B	-0.0381666666666667
LOC606495	0.1215
MAP9	-0.444833333333333
BCDIN3D	-0.12425
CXorf36	2.0445
DSCR3	-0.5837
ZFAND3	-0.3945
C7orf43	-0.329
SPSB3	-0.1837
C19orf19	0.119
FAM133A	-1.60357142857143
C12orf25	-0.11575
SLC39A3	-0.751625
DISP2	-1.19375
PI4KAP2	-2.666
MKRN3	-2.02083333333333
ADAMTS13	-0.547625
CBLN3	-0.1051
TTYH1	-1.82766666666667
C3orf18	-0.1905
FLJ13236	0.6565
ZMYND12	0.0785
C18orf25	-0.5245
GLB1L3	-0.7505
ATP13A5	0.408
RANBP10	0.14575
CD96	-0.6137
DENND1C	-0.04875
RBMS3	-0.0633
SLC41A3	0.578666666666667
DGCR6L	-0.57875
TMEM128	-0.127833333333333
CSNK1G3	0.579785714285714
MOBKL2C	1.099375
TSPAN6	1.05725
MATN2	-1.7576
MSL2L1	0.488666666666667
ST6GALNAC2	-3.553
FGFBP2	-0.304375
FGL1	-6.36416666666667
MPP3	0.128833333333333
ARHGEF6	-0.497
TGFBR2	0.434625
ACMSD	3.92625
IL33	1.39
C9orf5	-0.307416666666667
DEAF1	-1.0434
AMN	0.916
DEFA6	0.451125
RNF212	-0.09525
METT5D1	-0.034
CIB1	1.1782
TSSK1B	-0.3305
KIAA1727	1.287
ZNF680	-0.478
LOC399900	-1.1785
LOC152217	-0.0585833333333333
CTNNAL1	-2.786
CIT	-0.673833333333333
TLE6	-1.215
ZNF607	0.0285
HERC4	-0.386
DRAP1	-1.2128
PEMT	-1.12925
C10orf111	-0.2665
ZNF575	0.902375
KCTD7	0.10925
MYO1F	1.206
LOC285382	1.1745
RAB11A	0.4555
PLCD3	-0.70725
C15orf28	0.42925
PTBP2	-0.701375
CTB-1048E9.5	-0.033375
C19orf60	1.20716666666667
C7orf25	0.213
SETD7	0.949875
HOXB9	1.945
VANGL1	-0.6580625
CHAF1B	-2.46
NDUFA3	0.98325
KIAA1328	-1.08466666666667
SHARPIN	-0.5005
TTC23	-0.05575
UGP2	-0.300583333333333
ANKIB1	0.0269
CIRBP	-0.436714285714286
SEC14L4	-0.825666666666667
OVCH1	-0.011
VPS52	-0.73375
FAT	2.062875
M6PRBP1	-0.378
GPRIN3	0.94
PPM1F	-0.818666666666667
TSR1	0.2265
CCDC85A	0.6275
PCSK5	2.70425
ZFHX3	-0.2015
HEMK1	-0.7372
PGBD2	-0.00275
RSRC2	-0.00916666666666668
AURKC	-1.655
SCRIB	-0.46025
ORM2	-5.58816666666667
FAM115A	-0.067
FZD6	0.232375
UNC119	-0.145
GPX3	-1.026
NOV	-1.515375
CABC1	0.640125
CDC42SE2	0.2510625
EIF2S2	0.4635
RNF130	1.067625
CKAP5	-1.72316666666667
RP11-413M3.2	0.1545
C10orf18	0.8305
TMEM93	0.77925
DYX1C1	2.97275
KCNMB2	-0.333
ANK3	0.817333333333333
KRT5	-4.44
CDH12	-0.763875
QRSL1	0.20175
JUB	-0.9605
SHC4	-1.569375
CCL15	1.7565
CCDC22	0.21125
SNX24	-0.4525
RARS	0.014
MORC2	0.890625
FAM48A	-0.4655
MT1H	-2.6835
PPP1R14C	1.11483333333333
FOXD1	-2.215
C1orf213	-1.7895
AMT	-0.2594
DSN1	-0.58475
PTPLAD2	1.18925
DIS3L	-1.023
RASL11A	2.7225
GPRC5B	-0.598875
FRMD7	-0.1785
STRN4	0.0805
KITLG	0.169727272727273
HDGF	-0.00599999999999999
OR1S1	-0.2665
SETX	0.3163
DDR2	0.30225
KCTD12	1.0555
LYZL2	-0.6535
WDR52	0.5275
TMEM2	1.70925
ZNF579	0.0738333333333333
LOC200810	0.1745
TNFSF9	-1.0105
PPFIA4	-3.2535
CNIH3	1.0325
MAP4K4	-0.5735
ROD1	1.256
ALS2CR12	-0.560666666666667
DOCK3	-0.720166666666667
PAQR9	-3.60525
ASB17	-0.3288
STX16	-0.329875
FEZ2	-0.461333333333333
DLAT	0.291333333333333
KIF21B	-0.679
CDC5L	-0.19075
TMEM119	0.704833333333333
CRIP3	-0.28925
TPSD1	-0.076
TEPP	-0.404
GNGT2	1.23175
C21orf121	0.278
WNK1	-0.31175
FLJ10490	0.3204
OR51B5	-1.8985
LOC203547	-0.046
HAS1	-0.842
PPA1	1.496
ST7	0.31725
C11orf46	-0.2444
POPDC3	-0.816
ACOX2	0.702833333333333
ATCAY	-0.504333333333333
TM4SF19	-0.941
MFSD9	-0.222666666666667
PDHB	-1.13975
ERN1	-0.247
LCE3C	-0.1555
GPR111	0.308
NOTCH3	1.37216666666667
ADAMTS5	2.661
B3GALT1	-0.0863333333333333
UGCGL1	0.267833333333333
FAM58A	0.8345
FBXO32	0.44675
CLPP	-0.0795
NXPH1	-0.1045
MTMR3	0.521833333333333
ATP1B3	0.22225
TMEM16A	3.487625
HIST1H3F	-0.529666666666667
TRIM25	-0.456333333333333
SDCBP2	3.254
CRKL	-0.515
HOXB2	-0.8035
ANP32B	0.0955
GATM	3.705
AP4E1	-0.428
EDG5	-0.03275
CDKN3	-1.49966666666667
CDH4	-2.818
PGD	-1.37066666666667
RND1	0.293
GAD1	-0.0184
MPG	-0.500375
LOC440350	-0.383
ZNF133	-0.20575
SERPINB12	0.534
AMELY	-0.594
DHX36	-1.05825
TNFAIP8L2	2.5495
PHTF2	-0.454944444444444
CCDC112	0.504666666666667
IQCC	-1.24425
HEYL	3.0995
FTSJ2	-0.588
APPL1	-0.49375
RAB43	0.249214285714286
OR10G2	-0.0365
WAC	0.400333333333333
ADCY9	-0.677
RUNDC2B	0.421333333333333
PYCRL	0.1372
AGPAT7	0.112666666666667
SLC22A9	-0.525333333333333
CDKAL1	-0.272
PDYN	-0.0643333333333333
C20orf74	1.102
MTMR11	4.2245
VAV3	1.16025
DAPL1	2.88225
STXBP3	-0.11725
EIF3G	-0.46475
ARHGAP22	-1.117
NPFFR1	-0.08
NPC1	-0.719333333333333
ALDH9A1	0.379166666666667
ZNF600	0.568125
ZNF678	-0.705166666666667
RASSF1	-1.1855
ADD2	-2.56871428571429
PITPNB	0.337
PKD2L2	0.746142857142857
LRP11	0.1225
CDKL1	-0.17625
SMEK2	0.606
PRODH2	-3.178
C11orf54	-0.692333333333333
SFRS11	-0.897333333333333
IL7	2.63783333333333
ALS2CR16	1.44325
BTG3	-0.658333333333333
PAK2	0.0101666666666667
RP11-679B17.1	-0.5395
GATA4	0.176333333333333
ATP2B1	-0.507
LOC130940	-0.0535
C1orf172	2.041
ATF7IP2	-0.4515
SLC25A43	0.494166666666667
CENTG3	-0.332666666666667
IGF2BP1	-1.8382
FCHSD1	0.4205
CAMK2N2	0.449666666666667
ELAVL3	-0.0501
NBPF15	-0.43
UBE2J2	-0.551333333333333
GNL2	-1.0845
PRR3	-0.516
NLF2	0.216
OR4F6	-0.034
KLHL24	1.10283333333333
CCDC88A	-2.0182
SGPP1	-0.851166666666667
C10orf11	1.362
SLC35B4	-1.097
UGT3A2	-0.473
ARNT2	-0.6565
CBR1	0.578875
ITPR3	0.472
TRAPPC6B	-0.9527
AMZ1	-1.04
ARP11	1.11275
WDSUB1	0.18075
APBA1	-0.145
RAB2A	0.5555
C6orf162	0.404875
HPSE2	0.235666666666667
PLCE1	1.795
INSL3	0.30675
DLG1	0.867
PTPLA	-2.769
PIGX	-0.28825
TFIP11	0.213333333333333
FIBIN	2.53
POLR2G	-0.7875
GRAP2	-1.4266
DNAJB8	-0.42925
CNBP	0.218166666666667
WASF1	-0.66775
INPP5E	-1.078
HSPB1	-0.9135
TMEM167	0.0175
CUBN	0.27775
IGF1	0.5835
ITPK1	0.109
NAALAD2	-0.833875
G3BP1	0.798
NT5DC1	1.002625
CYP39A1	-0.807
TMEM139	2.29918181818182
POLK	0.0556
GLULD1	-0.339333333333333
RBM15	-1.8315
AMZ2	-0.3645
GDF15	-0.305833333333333
MESDC2	0.007
INCA	1.2875
ACY1L2	0.916
GZMM	-1.01933333333333
PAIP1	0.36675
CACNA2D1	-0.3155
STK32C	0.393
SH3BP4	0.593166666666667
DEC1	0.477
PADI1	0.0325
UBB	0.0674
PON3	0.116166666666667
PROP1	-0.0085
ANKRD13B	-0.1635
ADCK1	-0.52375
TCF25	0.221166666666667
SLC38A5	-0.34125
CXorf26	0.555333333333333
C19orf39	0.6155
PPP1R13B	0.06775
ARL2	-1.7755
TCL6	-0.364083333333333
TOP3A	-1.0375
SLC16A14	-0.986375
FXYD6	1.3385
HIST1H4E	0.39225
BBC3	0.233421052631579
UNC5A	-0.0388333333333333
FAM86C	-0.7237
PI4KB	-0.288625
B3GAT1	-2.83075
SUSD2	-0.505333333333333
OAZ2	-0.570166666666667
NOC4L	-0.53925
C10orf12	0.42725
FADS1	-2.41283333333333
LOC144097	-0.81925
DKK2	1.98533333333333
KIAA1949	0.15025
RHOT1	-0.2032
OXT	1.11433333333333
GPR153	-0.07425
ARL4A	0.5665
SAAL1	-1.1565
CCDC64	-0.2305
USE1	-0.165666666666667
HNMT	1.02033333333333
PCGF3	0.04175
CYP2C19	1.06275
C20orf4	0.2355
CCDC11	-0.16775
ACSBG2	-0.21425
RWDD2A	0.9395
PALLD	2.232125
