Hybridization REF	TCGA-AA-A00E-01A-01R-A002-07
GTF2E1	0.42875
RY1	-0.0585
ATAD2B	-0.194125
ARHGAP17	0.3912
KCNIP3	-1.04975
SFPQ	0.702625
GFRA4	0.1615
AKR1B10	1.290625
TIGD6	-0.1165
RGS16	0.857375
URB1	-0.272
OR4C46	0.133166666666667
TOP3B	-1.1155
NFATC4	-0.5515
CA14	-4.92375
BMPR1A	0.175333333333333
SNRP70	-0.961625
PRL	0.02325
C6orf130	-0.29475
STAG2	-2.3205
CD55	0.951
RPS23	0.375833333333333
SSX2	-1.17166666666667
FDPSL2A	-0.10675
FBXO27	-1.363125
SYNGR3	0.285333333333333
TMSL3	0.59475
EML1	-2.866
NUP93	-0.505166666666667
SMAD3	-0.6625
KIAA1189	0.244166666666667
HNRPUL2	0.626833333333333
TBC1D12	1.1655
C16orf24	1.4075
MRVI1	1.1185
ZNF581	-1.24766666666667
ELOVL3	0.157
OR51Q1	0.35025
CACNB3	-0.197333333333333
GALNT13	-1.722875
C10orf84	0.8181875
NEDD4	-1.5776
SPO11	0.642
OR5AU1	0.747
NEK4	1.29128571428571
PRKAR2A	0.215166666666667
IHPK1	-0.2535
ATP6V0B	0.667125
CACNA1E	0.722
CEACAM8	1.73916666666667
PEX14	-0.301
FLJ12993	-2.33
ZBTB38	0.317
PCTK2	0.0556666666666667
LRRC16	0.7657
FBLIM1	0.757333333333333
FYCO1	0.886
RP5-1022P6.2	0.236833333333333
CMTM1	0.722333333333333
PLTP	-1.66566666666667
RAPH1	0.37975
DOCK8	0.90625
EZH2	-0.7962
SLC25A1	-0.527166666666667
PLEKHB1	0.625
GRB7	0.9535
ZFP37	0.26
MRPL33	-0.29125
PELO	0.08025
ARMC1	-0.0432727272727273
C9orf27	0.475125
FLJ25778	0.0645
C9orf37	-0.9805
TMEM66	0.125
SPRN	-0.234875
HBEGF	2.23375
PI4KA	-0.8865
LEPRE1	-1.182
POU2AF1	-0.8905
MRPL12	0.073
REP15	1.9805
ZC3H3	0.2255
RASAL1	-0.29
DDAH1	2.228125
ACBD5	1.323875
TMC2	0.1155
CCDC137	-0.85925
SAMD13	0.421333333333333
UGT2B15	0.888166666666667
TIPARP	-0.48775
DNASE1L3	1.812
TRIM72	0.725
DBX2	-0.32875
IPO8	0.668
C21orf88	-1.4201
MAP3K14	0.7435
LOC51233	0.380166666666667
GGTLA4	-0.02375
PDE6D	0.13175
ZNF117	-0.22925
CLK2	-0.3785
NKRF	-0.5195
TNFSF15	1.961
DUSP2	0.45925
SECISBP2	-0.3961
GABRR2	0.7225
PPAP2C	1.97925
LOC51145	0.0233333333333333
PAG1	1.007125
PIK3C3	-0.16775
GNG10	-0.0755
APOL4	1.29116666666667
ANKRD28	-0.91975
STMN3	-2.8186
RAB14	1.0808
CDK2AP2	0.81125
HDDC3	0.09175
COMMD7	-0.16275
CXXC1	-0.00625
HMCN1	-2.24733333333333
CD40	0.7015
DYNC1LI2	0.1020625
GDI1	-0.211
LOC646938	0.11825
VSNL1	-0.689166666666667
PIH1D1	-0.156
RAET1G	-1.069
KRTAP5-9	0.195
EFTUD2	-0.27325
ZNF311	0.173333333333333
ATP6V1G3	0.13125
OR2W3	-0.45175
SCN4A	-0.0485
MED10	-0.441
FAM135A	2.6419
ARHGAP4	-1.55
EHMT2	-0.910625
UFD1L	0.0475
ERMP1	0.00475000000000001
MAG1	1.14116666666667
THAP8	-0.445833333333333
HACE1	-0.750166666666667
FAM82C	0.0355
C3orf20	0.2735
UNC84A	-0.574333333333333
SCD5	0.988857142857143
LASS6	1.4535
LSG1	0.1415
MAL	-5.30925
GPR22	0.766
WDR5B	0.81425
ACTRT1	0.077
C17orf60	-0.239
GRIN2C	0.6468
ARMC8	0.214583333333333
SLC47A1	-2.83966666666667
DMPK	-1.0075
DHRS13	0.0385
SMC1A	-0.6475
KRTAP17-1	0.516
SMYD5	-0.55925
TUSC2	0.166
CRHR2	0.362
KIR3DL2	0.475
CCDC104	0.36675
ATP2C1	0.69775
CROT	-0.59825
PABPC3	0.0208333333333333
EGR1	0.309666666666667
THSD1	0.84725
KHK	-0.51175
SLC12A2	2.1534375
CD58	0.076
STOX2	-2.3985
CCDC76	-0.0967
CCDC48	3.66225
DNAH1	0.388
ZIC4	-0.21025
OR1G1	0.4815
PSMC6	0.203333333333333
PROKR1	0.283
ABCB1	1.2375
TRAT1	-0.725
LLGL1	0.0375
MTF1	0.88025
USP54	1.40775
PAGE2B	-2.6475
ITGB7	-3.64125
CCDC81	-0.834
LOC149837	0.23125
SCUBE1	0.119
ZSCAN10	0.0875
HUWE1	0.345571428571429
CDH17	6.643
CD180	0.73875
IL17A	0.1985
TMPO	-0.696375
KIAA1524	-0.0763333333333333
HDGFRP3	-3.49266666666667
OXCT1	0.402090909090909
RRAS2	0.105833333333333
LTBP2	0.772875
SV2B	0.193333333333333
CYP2A6	0.005625
PKD1L2	-0.989
PPM1M	0.1265
FLJ22662	4.27833333333333
ZNF502	-1.07725
GP6	-0.134
CRYBA2	3.32225
LEF1	-1.6638
CTPS	-0.577714285714286
EYA1	-3.57683333333333
EPS8L1	0.25025
MAPK14	0.310416666666667
SERPINB2	-4.927375
GTF2F2	0.125166666666667
ZNHIT4	0.335
PLA1A	0.841875
C20orf114	-0.7865
HPR	-4.7895
C18orf2	-2.61233333333333
SATB2	1.643
KCNJ9	0.0717142857142857
MGC157906	0.4325
MOCS3	-0.11025
C17orf71	-0.51
PPHLN1	-0.044
HIST1H2BN	-1.12125
RAPGEF1	-0.255125
MAP3K8	0.742
DLG4	-0.262666666666667
STC1	-0.62575
CDGAP	1.26125
DDX26B	0.53075
LOC150223	-1.09
CPSF3	-0.245333333333333
TMEM14A	0.581
MYH3	-1.3245
GPKOW	-0.078
SULT1A1	-0.390833333333333
SPON1	5.1462
YY1AP1	-0.344833333333333
RAB23	-0.08225
PLA2G4A	-0.17075
MAPRE3	0.06825
ZNF516	0.479714285714286
GGPS1	-0.12125
EXOC3L2	-0.2985
C19orf42	0.1725
MAP2K2	-0.758166666666667
HIST1H2BB	-1.5635
RNF19B	2.1025
C6orf128	-0.485166666666667
TLR8	3.8305
PCDHA9	-0.2815
CARS2	0.226875
CLUL1	-0.882
RHAG	-4.1875
UNK	-0.581
EXOC8	0.1841
C9orf95	1.3335
C14orf143	-0.2425
MAML3	0.442
LDHA	-0.442
MRPL20	0.529625
KLHDC6	1.1975
ATP5S	0.155166666666667
C8orf55	-0.4845
PHF19	-1.06475
KRTAP13-4	0.314
TTC5	-0.39625
XKR5	-0.68825
SILV	-4.69516666666667
TEX28	0.7785
TCTN1	-0.1455
CX40.1	0.2835
PPP2R5C	0.11775
C12orf30	0.404833333333333
CAPG	1.88325
MPZL1	1.2634
ARSB	-0.305833333333333
TDH	-1.65125
WASF4	0.37025
TSSK3	-0.637833333333333
7A5	2.3595
CRISPLD1	-2.117875
MAD1L1	-0.713833333333333
SPIN4	0.818166666666667
AMPD1	0.31675
DPYSL5	-0.1655
INPP1	2.27516666666667
ANKRD11	0.0385
NPAS4	-0.028125
GCET2	0.3266
RNASE9	0.6855
GUCY2D	0.176166666666667
CCDC98	-0.65775
FGF4	-0.247125
CPM	-0.4105
SLC26A4	-0.846333333333333
PLD5	0.17625
FAM59A	-0.4473
FBXO5	-0.629111111111111
SIPA1L1	0.695125
DPYS	0.581
ATG4D	0.18075
TGM3	0.329
MTCH1	-0.45525
HK1	-0.131285714285714
CDC26	0.122875
GALNT12	2.53716666666667
LOC339229	-0.63
MRPL35	-0.020375
ORC4L	0.562875
TNKS	0.430428571428571
C2orf24	-0.3555
ZNF553	0.102666666666667
GGTLA1	1.6318
ZNF497	-2.105
CDY1B	-0.19475
SLC30A4	0.728875
TUB	-2.1105
ARHGEF18	0.28675
ARRB1	0.6045
KCNK1	2.32225
EREG	-2.0693
SCAMP5	-1.6215
RUNDC3B	1.12225
ADAMTS20	-0.3495
IL17RB	1.437375
FLJ20323	-0.39325
MCAM	-0.642375
POLR3E	-1.46625
AQR	0.0353333333333333
IPMK	1.779
CDCA7	0.590125
CAMP	-0.3165
GRHL3	0.1605
ADAMTSL2	-0.238666666666667
CLMN	0.953833333333333
SSTR3	0.5105
MAGEA5	-2.3225
OVOL2	3.33875
JMJD1B	0.3775
RBL2	0.3179
PYGO2	-0.1375
PPP1R10	0.478
CSE1L	-0.547333333333333
LCA5	-1.101
RDH16	0.703
ASRGL1	1.976
TOM1	-0.183333333333333
PTX3	-6.473
TTC15	0.03
SCGB3A1	0.368333333333333
MRPL50	0.19725
RCAN3	0.706375
SLC26A11	0.09575
STYX	0.133333333333333
CINP	0.256
MARCH7	-0.07425
PFKM	-0.457166666666667
SGMS1	0.120666666666667
RIOK3	0.7214
C1orf110	0.071
CES7	-0.255
LOC440248	-0.5625
PPP1R12C	-0.7655
C10orf27	0.186
ATG9A	-1.003
MRPS26	0.05675
TMEM40	-1.2725
ELP3	-0.9628
ZNF787	0.0759
HIAT1	-0.26125
C8orf34	0.341833333333333
MGC4655	-0.718
PELI1	0.818
PPT1	0.2767
SLC35C2	-0.462
C6orf125	-0.18875
MUC4	3.62233333333333
RFC4	-1.03414285714286
GNB2	0.6325
NUP50	0.577142857142857
SULT4A1	-1.4015
C7	0.46775
CCDC130	-0.1345
ARRDC4	1.1435
RQCD1	0.8805
GLYCTK	0.031
AYTL2	-0.573272727272727
MTUS1	1.6461
LEMD3	0.732833333333333
PLEKHF2	-0.331
HOXA7	2.140625
GTF3C2	-0.3215
DYNLRB2	-1.768
CNOT10	-0.28925
MR1	-0.449666666666667
FFAR1	0.10975
PRIC285	-0.157
SLITRK6	0.78975
LIX1	-1.971
UBE1L2	0.177916666666667
F8	0.081375
ACHE	0.573166666666667
KPNA5	0.624
TNFRSF12A	-0.669
EGR3	-1.02
SERPIND1	-3.48083333333333
OASL	2.944
IFRD1	-0.337875
WDFY1	0.393333333333333
ZNF267	0.93975
ACCN5	-0.062
ZBTB6	0.781
PPP1R3A	0.0475
PRRT3	0.7595
FBXL19	-0.983
TXNIP	-0.388
ACTN2	-1.843
ATG9B	-0.479875
C9orf117	0.317375
IL27	-1.7775
RPL36AL	0.391833333333333
KLK15	0.303
CHAD	0.6495
RAP2B	0.3914
HEBP2	1.544
ZNF342	0.3615
CAMK2G	0.123666666666667
TLR3	1.719
FGF14	0.2555
HMGB2	-0.575125
TRPM5	0.426333333333333
OR5M11	0.137
KIF3B	0.633052631578948
PRICKLE2	-1.996
MTMR9	-0.642125
C3orf27	0.082
GLRA3	-1.46683333333333
NSDHL	-0.0035
TMEM32	0.6885
POLR2D	-0.45325
MYADML	0.278
C9orf114	-0.5645
MRGPRX1	0.0335
TOPORS	0.25475
CLDN19	-0.6505
C1QL4	-0.235
RNF165	-2.842
DHRS9	3.12425
DNAH2	-0.0968333333333333
FXR1	-1.17633333333333
ZMYM3	-0.98875
CASP3	0.754333333333333
FAM120C	-0.965375
SCLY	-0.30875
CA7	0.6
ENTPD5	1.28683333333333
ZNF461	-0.29525
PDIA5	0.62925
C1orf19	-0.253
TMEM67	-0.8245
KCTD20	-0.38175
WDR47	0.0035
FLJ38723	-0.245
KLRF1	0.399166666666667
TAS2R16	0.2005
CLDN12	2.5005
PRKCE	-0.1945
UBXD4	0.2025
ITGAM	2.48483333333333
GLT8D3	0.326375
WDR31	0.4535
RGS2	0.37975
OR51L1	0.2535
MST1R	2.32825
KIAA1737	0.49025
OR4A5	-0.0495
GLIS1	-2.56416666666667
PTMA	0.881571428571428
NAPA	0.16675
PRDM11	0.05825
LIPF	1.001
DIRAS3	-0.57375
ASGR2	-4.425875
C1QTNF4	-0.88975
PIK3R4	-0.3215
ARMC3	0.40475
NDUFV3	0.130083333333333
BTBD3	0.458666666666667
PPP1R2	-0.0858333333333333
UBE2NL	0.4205
FOSL2	0.669071428571428
FAM119A	-0.6915
TUBA4A	1.1409
KRTAP12-1	0.09675
SFRS2	0.25775
RHPN1	-0.7062
EEF2	-0.223
ZDHHC11	0.7695
EPHA3	-2.0652
RBM12	-0.38125
H2AFJ	0.00650000000000002
EDIL3	1.4435
KIF26A	-2.13125
SERGEF	-0.23425
B3GALT4	1.86825
LOC90925	2.49283333333333
OSCAR	0.506125
NPFF	-0.24675
DEDD	0.103625
TMEM155	-0.876875
PTPN1	-0.3875
SCYL2	0.941
SKAP1	2.2975
LEAP2	-1.74383333333333
GADD45G	1.616
IFITM3	1.19775
PILRB	-0.646
SLU7	0.2388125
DSC3	-1.255
DNMT3L	-1.49425
PAPD5	0.24275
B3GNT3	3.31466666666667
LHCGR	0.342
MSL-1	0.82525
UBE2S	-0.696375
SAP130	-0.41775
ANAPC11	0.27925
MAGED4B	-3.306
ATP6V1B2	0.623666666666667
C14orf179	0.413375
CAPZA1	0.786375
CDYL2	-0.420833333333333
GLRX3	0.564833333333333
LOC136288	-0.45375
MOBKL1A	-0.38875
HTR2B	0.6735
CRYGD	-0.1515
NUS1	1.0255
PGRMC1	0.674
MYOM2	-2.075
FLJ39653	-0.4995
CHM	-0.135
OR5M8	0.1355
ZNF619	0.216
FAM105A	2.57075
CCNL1	-0.58125
NAP1L3	-2.548
C10orf57	0.7135
B3GALNT1	0.579333333333333
CSN1S2A	-0.2845
TCP10L	-0.7275
GDAP2	0.83525
DMKN	-3.48466666666667
COX6B1	-0.0535
DNASE2	0.251333333333333
MSH5	-0.74825
LGMN	0.275625
USP31	0.0122
OR13C8	0.438
SDCBP	0.3653
NUDT11	-4.04316666666667
PYGL	-0.868166666666667
SNPH	-0.787166666666667
B3GNT4	1.1795
MIZF	-0.2742
NUBPL	-1.717625
NOD1	-0.197333333333333
CDH22	-0.160875
NUBP1	-0.384333333333333
DSCAM	-4.3215
DGKI	-0.6755
FAM136A	-0.086
AKAP1	0.791166666666667
SLC16A6	-2.0475
RIN3	0.39075
PSG2	-0.1015
DIP2B	0.632333333333333
PSORS1C1	1.0811
KIAA0495	-2.379
FLJ90709	-0.675
LPA	-0.244333333333333
PIGA	0.507333333333333
LY75	4.28266666666667
UTS2	-6.07366666666667
RREB1	0.163
GALNACT-2	0.5902
MGC3196	-0.30225
FLJ31568	0.673
LPHN1	0.008625
SP1	0.94975
TOX4	-0.2875
HSPA9	0.4271
APOBEC1	4.2945
SLC35E4	-1.006
LSM5	-0.37375
SURF1	-0.4725
ZBTB1	0.551583333333333
GTF2F1	-0.415125
RPS15A	-0.543285714285714
DUSP21	-0.0356666666666666
GINS4	-0.800166666666667
MYO15A	-0.853166666666667
GIMAP7	2.69325
MGC13379	0.1095
ATP6V1E2	-0.421666666666667
UTP3	0.38775
HNRPA3	0.1094375
MT4	-0.2745
C14orf155	-0.402
U1SNRNPBP	-0.182
CKLF	0.626
PLEKHN1	0.977333333333333
MBNL1	0.116583333333333
NUP160	-0.6675
ACSM2A	-1.43425
LOC129881	-1.01666666666667
KIAA1529	-0.60275
FLJ22639	0.1695
HAND1	-1.038
GSX1	0.5605
FGA	-3.916625
SERPINB1	2.78375
ZNF642	1.27825
IGFBP1	-8.26575
SLC1A1	3.184
DHX57	-0.308625
ZNF766	-0.8555
PTPN21	0.1427
GDPD3	-0.451166666666667
PNPLA5	0.085
TBR1	0.555166666666667
FAM116A	-0.2865
IQGAP1	1.181625
FOS	1.806375
ZNF226	0.575625
FIGNL1	0.2315
C14orf1	0.6285
ZMYND17	0.151
PUS7	0.175833333333333
TUBB6	-1.5575
KCNQ2	-0.9605
MARCH6	-0.35975
CCDC33	-0.086
PRODH	-0.83
RBM11	-2.29
EPHA6	0.31375
SLC43A1	0.431
LOC196541	-0.0524285714285714
NTN1	-0.165
ING4	-1.17625
PCDHB10	0.005
DPH2	-0.5175
SPACA4	0.599
FBXL21	-5.614
DIAPH1	0.294666666666667
ZNF71	-1.58666666666667
CEP76	0.3605
CORO1A	-1.06875
RRM2	0.9735
EDG4	-0.001
OS9	0.623666666666667
SLC4A1AP	-0.3315
COG5	0.6865
COPS8	-0.86125
NGLY1	-0.33875
NCBP2	-0.11925
C17orf42	0.102666666666667
GPSM3	0.24475
SIL1	0.626666666666667
ASB6	-0.41225
SMAD5OS	0.865666666666666
UNC93A	1.374125
A1BG	-2.22283333333333
C21orf62	0.45675
FMO5	0.270583333333333
ATRIP	0.168333333333333
CEBPG	1.44066666666667
C7orf38	0.335333333333333
TNFRSF1B	1.27133333333333
CLEC1A	1.52883333333333
IQSEC1	-0.46575
PATZ1	-0.3534
RBM22	0.81
BAG2	0.169333333333333
PAQR5	-0.670166666666667
C9orf127	-0.703
THNSL1	0.203
SHROOM3	2.4143
JAM2	-0.9995
SNRPN	-2.5465
ALX4	0.1345
CACNA1S	0.052
FAM130A1	-0.25375
CORIN	0.518
CD300LB	0.416
PLEKHG6	1.6635
LRRC40	-0.36375
PCLKC	1.169
PCDHB16	-1.494
WNT2B	1.61533333333333
ASNS	0.676888888888889
MRPL49	0.24825
FLJ46111	0.69425
ISG20	1.5145
SMU1	0.8175
CASZ1	0.6625
POLR1D	-0.0293333333333333
GIN1	-0.12825
SNAG1	-0.219666666666667
ANKRD29	-1.62225
CDKN2AIP	0.6605
KRR1	0.246
CXCL1	1.45016666666667
EPM2A	-0.7334
PC	-1.37766666666667
DEFB127	-0.672
PDZRN4	1.1065
FAH	-1.375875
OR51E1	1.384
CDC2L6	0.0736666666666667
DNTTIP1	-0.336
PAX8	-0.46
TMEM116	-1.01875
C1orf150	0.692
PRO2012	-0.06575
MRPL40	-0.675333333333333
BEX1	-3.8582
SLC2A4	-0.531666666666667
PKMYT1	-0.66825
FEZF2	-0.707833333333333
SLC26A9	0.1615
MAP2	-0.595416666666667
LYL1	-1.37625
SLC25A19	-0.270333333333333
NOS3	0.003
ZNF34	0.1
TMPRSS11F	0.11825
FAM43A	-0.85575
FCRL4	0.716833333333333
KLF14	0.1815
FLRT2	-1.80333333333333
WRN	-0.80175
SDF2	-0.0119
KRT8P12	0.1695
C6orf195	0.674
C9orf125	2.39483333333333
DZIP3	-0.369375
RIT1	-0.69875
SCML1	0.349
RHBDF2	0.410375
OR2G3	0.134
REXO1L1	-0.9155
MAP3K7IP3	0.0235
C3orf57	-6.79325
FBXW11	-0.0536666666666667
ETAA1	-0.532
C14orf131	-0.3599
AKT1S1	-0.02875
SLC12A5	-1.06325
C9orf164	0.16
NRIP3	-1.1095
NOS1AP	-0.22225
TMEM121	-2.66775
SAP30BP	0.0344
DGCR6	-0.61075
WDR76	-0.35875
FAM82B	-0.336166666666667
LOC606495	-0.203
MAP9	-1.65366666666667
BCDIN3D	0.3815
CXorf36	2.45383333333333
DSCR3	0.4818
ZFAND3	0.208875
C7orf43	0.433166666666667
SPSB3	-0.4157
C19orf19	0.19225
FAM133A	-3.60928571428571
C12orf25	0.29725
SLC39A3	-0.45925
DISP2	0.26375
PI4KAP2	-1.1365
MKRN3	-0.236833333333333
ADAMTS13	-1.218
CBLN3	0.2772
TTYH1	-2.35983333333333
C3orf18	-1.411
FLJ13236	1.18775
ZMYND12	1.94375
C18orf25	0.369375
GLB1L3	-0.8305
ATP13A5	-0.743
RANBP10	-0.573
CD96	-0.4465
DENND1C	0.15125
RBMS3	-1.2132
SLC41A3	-0.317833333333333
DGCR6L	-0.59225
TMEM128	-0.0428333333333333
CSNK1G3	0.173714285714286
MOBKL2C	1.071875
TSPAN6	-0.401375
MATN2	0.6228
MSL2L1	0.0541666666666667
ST6GALNAC2	-1.95433333333333
FGFBP2	-0.19675
FGL1	-5.58733333333333
MPP3	-0.01
ARHGEF6	-0.324
TGFBR2	0.260125
ACMSD	-0.62
IL33	3.65775
C9orf5	-0.109
DEAF1	-0.3111
AMN	1.3325
DEFA6	4.03875
RNF212	-1.134
METT5D1	0.103833333333333
CIB1	1.8268
TSSK1B	-0.1955
KIAA1727	2.01025
ZNF680	-0.49625
LOC399900	-0.06
LOC152217	0.05775
CTNNAL1	-0.6665
CIT	-1.3465
TLE6	-1.67075
ZNF607	-0.6245
HERC4	-0.346666666666667
DRAP1	-1.0333
PEMT	-0.467
C10orf111	0.4365
ZNF575	0.465
KCTD7	-0.41925
MYO1F	1.041875
LOC285382	3.3805
RAB11A	0.8668
PLCD3	-0.22525
C15orf28	0.08625
PTBP2	-1.130125
CTB-1048E9.5	-0.292875
C19orf60	0.42
C7orf25	0.339666666666667
SETD7	1.616375
HOXB9	2.4825
VANGL1	0.263
CHAF1B	-0.8435
NDUFA3	0.187
KIAA1328	0.043
SHARPIN	-0.453125
TTC23	-0.6825
UGP2	0.3115
ANKIB1	0.0991
CIRBP	-0.359428571428571
SEC14L4	-3.468
OVCH1	0.244166666666667
VPS52	-0.322
FAT	0.843375
M6PRBP1	-0.06425
GPRIN3	1.0485
PPM1F	0.00600000000000001
TSR1	0.60075
CCDC85A	0.89575
PCSK5	2.10775
ZFHX3	-0.177
HEMK1	-0.5444
PGBD2	-0.22825
RSRC2	0.304333333333333
AURKC	-1.00716666666667
SCRIB	-0.73925
ORM2	-4.7055
FAM115A	-0.1324
FZD6	-0.636375
UNC119	-0.744
GPX3	-0.9601
NOV	-1.416875
CABC1	-0.263125
CDC42SE2	1.4393125
EIF2S2	-0.2646
RNF130	0.669625
CKAP5	-0.7635
RP11-413M3.2	0.05
C10orf18	0.4614
TMEM93	0.18525
DYX1C1	-0.196
KCNMB2	-2.318
ANK3	0.698833333333333
KRT5	-3.1592
CDH12	-1.00375
QRSL1	0.4785
JUB	-0.235
SHC4	-2.645625
CCL15	1.98516666666667
CCDC22	-0.42825
SNX24	-0.82575
RARS	0.0445
MORC2	0.30425
FAM48A	-0.29275
MT1H	-0.5325
PPP1R14C	-0.3415
FOXD1	0.7655
C1orf213	-2.3195
AMT	-1.9241
DSN1	-0.326
PTPLAD2	0.555
DIS3L	-0.5155
RASL11A	4.4005
GPRC5B	-1.201125
FRMD7	-0.4845
STRN4	0.074
KITLG	1.70795454545455
HDGF	0.023
OR1S1	0.5555
SETX	0.7063
DDR2	-1.10375
KCTD12	1.60425
LYZL2	-0.5015
WDR52	0.5655
TMEM2	1.248
ZNF579	0.5605
LOC200810	0.26275
TNFSF9	-0.073375
PPFIA4	-4.084
CNIH3	-1.20366666666667
MAP4K4	-0.984928571428571
ROD1	1.3405
ALS2CR12	-0.0751666666666667
DOCK3	-0.057
PAQR9	-4.6785
ASB17	0.0698
STX16	-0.47275
FEZ2	-0.3925
DLAT	-0.580833333333333
KIF21B	0.022
CDC5L	-0.4135
TMEM119	1.03233333333333
CRIP3	-1.33475
TPSD1	0.491833333333333
TEPP	-0.1415
GNGT2	1.58125
C21orf121	0.541
WNK1	-0.765583333333333
FLJ10490	0.5207
OR51B5	-2.4835
LOC203547	-0.1205
HAS1	-0.6755
PPA1	0.972
ST7	0.70525
C11orf46	0.4322
POPDC3	-4.55033333333333
ACOX2	0.831666666666667
ATCAY	-0.572
TM4SF19	0.50475
MFSD9	0.915833333333333
PDHB	-0.11475
ERN1	-0.32475
LCE3C	0.3825
GPR111	-0.124
NOTCH3	-0.108666666666667
ADAMTS5	1.7585
B3GALT1	-0.24825
UGCGL1	1.29733333333333
FAM58A	0.468
FBXO32	-0.19525
CLPP	0.286
NXPH1	-1.954
MTMR3	0.370666666666667
ATP1B3	0.72875
TMEM16A	1.28575
HIST1H3F	-0.239666666666667
TRIM25	0.634
SDCBP2	4.0155
CRKL	-0.81775
HOXB2	-1.46516666666667
ANP32B	-0.122625
GATM	0.131
AP4E1	-0.557375
EDG5	-0.106625
CDKN3	-0.835166666666667
CDH4	-2.688
PGD	-0.0993333333333333
RND1	0.439
GAD1	1.4328
MPG	-0.2805
LOC440350	-0.864
ZNF133	-0.422
SERPINB12	0.2285
AMELY	0.5764
DHX36	-1.20675
TNFAIP8L2	2.82716666666667
PHTF2	0.319833333333333
CCDC112	0.423
IQCC	-0.417
HEYL	1.9995
FTSJ2	-0.560333333333333
APPL1	-0.0375
RAB43	0.163642857142857
OR10G2	-0.1755
WAC	0.123333333333333
ADCY9	-0.31425
RUNDC2B	-0.271833333333333
PYCRL	-0.1385
AGPAT7	0.501333333333333
SLC22A9	-1.0174
CDKAL1	0.3395
PDYN	-0.435166666666667
C20orf74	1.45
MTMR11	2.2205
VAV3	0.273583333333333
DAPL1	-0.738
STXBP3	0.2495
EIF3G	-0.16225
ARHGAP22	-2.427
NPFFR1	0.372
NPC1	-0.554666666666667
ALDH9A1	0.281333333333333
ZNF600	1.537125
ZNF678	-0.0126666666666667
RASSF1	0.511916666666667
ADD2	-3.468875
PITPNB	0.767375
PKD2L2	-0.423125
LRP11	0.752
CDKL1	0.04625
SMEK2	0.89725
PRODH2	-3.44016666666667
C11orf54	0.0418333333333333
SFRS11	-0.256333333333333
IL7	3.5575
ALS2CR16	0.58975
BTG3	0.734666666666667
PAK2	0.279
RP11-679B17.1	-1.6615
GATA4	-1.97533333333333
ATP2B1	0.606
LOC130940	-0.142
C1orf172	2.62066666666667
ATF7IP2	-0.01325
SLC25A43	1.13116666666667
CENTG3	-0.236833333333333
IGF2BP1	-4.3233
FCHSD1	0.157
CAMK2N2	0.473166666666667
ELAVL3	0.2018
NBPF15	-0.5165
UBE2J2	0.296666666666667
GNL2	-0.28475
PRR3	-0.1493
NLF2	0.31425
OR4F6	0.5725
KLHL24	-0.606666666666667
CCDC88A	-1.5346
SGPP1	0.502166666666667
C10orf11	-1.24233333333333
SLC35B4	-1.1945
UGT3A2	-1.296
ARNT2	-0.5626
CBR1	0.417375
ITPR3	0.928166666666667
TRAPPC6B	0.0584
AMZ1	-1.331
ARP11	1.4555
WDSUB1	0.1505
APBA1	0.576666666666667
RAB2A	0.7492
C6orf162	0.2995
HPSE2	0.19575
PLCE1	1.7545
INSL3	0.58975
DLG1	0.0742
PTPLA	-2.93575
PIGX	-0.17225
TFIP11	-0.0283333333333333
FIBIN	1.4345
POLR2G	-0.5075
GRAP2	-1.5132
DNAJB8	-0.37575
CNBP	0.3895
WASF1	-1.28375
INPP5E	-1.0634
HSPB1	-0.7098125
TMEM167	0.1698
CUBN	-0.24525
IGF1	0.344375
ITPK1	1.3247
NAALAD2	-0.86875
G3BP1	-0.2064
NT5DC1	0.52275
CYP39A1	2.114
TMEM139	1.79075
POLK	-0.367333333333333
GLULD1	-1.22425
RBM15	-0.665
AMZ2	-0.18575
GDF15	0.910833333333333
MESDC2	0.9
INCA	1.15616666666667
ACY1L2	-1.9195
GZMM	-0.646833333333333
PAIP1	-0.1595
CACNA2D1	-0.449
STK32C	-0.658666666666667
SH3BP4	1.60483333333333
DEC1	0.6145
PADI1	0.463
UBB	0.4742
PON3	0.569666666666667
PROP1	0.1325
ANKRD13B	-0.749
ADCK1	-0.23475
TCF25	0.314666666666667
SLC38A5	-3.3775
CXorf26	0.506666666666667
C19orf39	0.06275
PPP1R13B	1.2815
ARL2	-1.181
TCL6	0.136416666666667
TOP3A	-0.4505
SLC16A14	1.55775
FXYD6	-0.135
HIST1H4E	-0.10525
BBC3	-0.215263157894737
UNC5A	0.268166666666667
FAM86C	-0.1145
PI4KB	-0.050375
B3GAT1	-3.18775
SUSD2	-0.042
OAZ2	-0.881166666666667
NOC4L	-0.44625
C10orf12	1.01875
FADS1	-2.966
LOC144097	-0.6505
DKK2	0.175
KIAA1949	-0.577
RHOT1	0.3952
OXT	0.570166666666667
GPR153	0.176
ARL4A	-0.123833333333333
SAAL1	-0.489
CCDC64	0.0805
USE1	-1.1155
HNMT	0.0316666666666667
PCGF3	0.0981875
CYP2C19	1.03075
C20orf4	-0.6435
CCDC11	-0.009
ACSBG2	-0.427
RWDD2A	1.363
PALLD	1.49775
CPLX4	0.3955
LOC492311	0.8175
KPNA2	-0.5355
MACROD1	0.1807
TMCO3	1.532
C15orf52	0.820333333333333
BIRC5	-0.6334
PRR16	0.593
FAM63B	-0.785375
KATNB1	-0.5935
