Hybridization REF	TCGA-AA-A00W-01A-01R-A002-07
ZNF434	-0.881333333333333
SMARCD1	-0.250333333333333
ZFP106	-0.2045
ZNF347	-0.1506
GTF2E1	0.1755
RY1	-0.322166666666667
ATAD2B	0.0435
ARHGAP17	0.0881
KCNIP3	-2.26025
SFPQ	0.374625
GFRA4	-0.0143333333333333
AKR1B10	0.81925
TIGD6	0.738333333333333
RGS16	0.202375
URB1	0.444333333333333
OR4C46	-0.2852
TOP3B	-1.2295
NFATC4	-0.55
CA14	-4.8985
BMPR1A	0.7075
SNRP70	-0.827125
PRL	-0.180833333333333
C6orf130	-0.62825
STAG2	0.1925
CD55	-0.211214285714286
RPS23	0.573666666666667
SSX2	-1.16066666666667
FDPSL2A	-0.44025
FBXO27	-1.471
SYNGR3	-1.93766666666667
TMSL3	1.1995
EML1	-3.3605
NUP93	-0.723083333333333
SMAD3	-0.3818
KIAA1189	-0.203833333333333
HNRPUL2	0.674
TBC1D12	1.3975
C16orf24	-0.00325000000000001
MRVI1	1.25533333333333
ZNF581	-0.567833333333333
ELOVL3	-0.6535
OR51Q1	0.3555
CACNB3	-0.200333333333333
GALNT13	-2.40957142857143
C10orf84	0.813625
NEDD4	0.6595
SPO11	-0.198
OR5AU1	0.36
NEK4	0.6915
PRKAR2A	0.374666666666667
IHPK1	-0.722166666666667
ATP6V0B	0.50375
CACNA1E	0.017
CEACAM8	3.32566666666667
PEX14	-0.4895
FLJ12993	0.0305
ZBTB38	1.58391666666667
PCTK2	-0.0481666666666667
LRRC16	1.0303
FBLIM1	1.01216666666667
FYCO1	0.712
RP5-1022P6.2	1.34533333333333
CMTM1	1.6535
PLTP	-0.914333333333333
RAPH1	0.672375
DOCK8	-0.51925
EZH2	-0.9226
SLC25A1	-1.22433333333333
PLEKHB1	0.5818
GRB7	0.7554
ZFP37	-1.435
MRPL33	-0.14125
PELO	-0.31275
ARMC1	-0.0448181818181818
C9orf27	0.126
FLJ25778	0.1845
C9orf37	-1.26166666666667
TMEM66	0.08625
SPRN	-0.035
HBEGF	3.4825
PI4KA	-1.6425
LEPRE1	-2.325
POU2AF1	-0.885375
MRPL12	0.0753333333333333
REP15	0.875
ZC3H3	0.2615
RASAL1	-0.17875
DDAH1	2.44575
ACBD5	1.0365
TMC2	-0.094
CCDC137	-0.629
SAMD13	2.67233333333333
UGT2B15	-0.579166666666667
TIPARP	0.21925
DNASE1L3	2.45675
TRIM72	0.595
DBX2	0.28975
IPO8	0.63725
C21orf88	-0.9309
MAP3K14	0.20875
LOC51233	0.442666666666667
GGTLA4	0.65425
PDE6D	-0.2
ZNF117	-0.154
CLK2	-0.594
NKRF	0.37625
TNFSF15	3.1531
DUSP2	1.43025
SECISBP2	0.3815
GABRR2	0.031
PPAP2C	1.802
LOC51145	-0.015
PAG1	0.243125
PIK3C3	-1.167
GNG10	-0.454
APOL4	0.0928333333333333
ANKRD28	-0.32975
STMN3	-1.8951
RAB14	0.7485
CDK2AP2	-0.3235
HDDC3	-0.024
COMMD7	0.54025
CXXC1	-1.16325
HMCN1	-2.9155
CD40	0.343
DYNC1LI2	0.5526875
GDI1	-0.053
LOC646938	0.34825
VSNL1	-0.402833333333333
PIH1D1	-0.649166666666667
RAET1G	-0.5335
KRTAP5-9	0.066
EFTUD2	-0.536
ZNF311	0.695166666666667
ATP6V1G3	-0.38875
OR2W3	0.8595
SCN4A	-0.2535
MED10	-0.76125
FAM135A	2.9352
ARHGAP4	-2.96075
EHMT2	-0.647375
UFD1L	-0.663
ERMP1	0.5685
MAG1	0.477
THAP8	-0.6155
HACE1	-0.592666666666667
FAM82C	0.657
C3orf20	0.27
UNC84A	-0.145166666666667
SCD5	0.00323076923076923
LASS6	2.245
LSG1	0.421666666666667
MAL	-5.77
GPR22	0.374
WDR5B	1.038
ACTRT1	-0.2245
C17orf60	-1.85433333333333
GRIN2C	-0.7045
ARMC8	-0.5065
SLC47A1	-3.53083333333333
DMPK	-0.31625
DHRS13	-0.722166666666667
SMC1A	-0.642833333333333
KRTAP17-1	0.8335
SMYD5	-0.18425
TUSC2	0.169625
CRHR2	0.3545
KIR3DL2	0.495
CCDC104	-0.18775
ATP2C1	0.82875
CROT	0.1935
PABPC3	0.730833333333333
EGR1	2.48033333333333
THSD1	0.88325
KHK	-1.21125
SLC12A2	3.41375
CD58	0.58775
STOX2	-2.6345
CCDC76	0.2843
CCDC48	2.93375
DNAH1	0.786
ZIC4	0.021125
OR1G1	-0.0195
PSMC6	-0.633833333333333
PROKR1	0.0525
ABCB1	2.751625
TRAT1	-1.38825
LLGL1	-0.171
MTF1	1.11225
USP54	2.256625
PAGE2B	-2.163
ITGB7	-4.1495
CCDC81	-0.831
LOC149837	0.93575
SCUBE1	0.05
ZSCAN10	-0.187
HUWE1	0.441785714285714
CDH17	7.2365
CD180	-0.60475
IL17A	0.682
TMPO	-0.308875
KIAA1524	-0.609833333333333
HDGFRP3	-1.10616666666667
OXCT1	0.137454545454545
RRAS2	-0.841666666666667
LTBP2	-0.2496875
SV2B	-2.82566666666667
CYP2A6	-0.308875
PKD1L2	-1.31216666666667
PPM1M	-1.245
FLJ22662	4.21683333333333
ZNF502	2.1755
GP6	-0.8165
CRYBA2	-0.42625
LEF1	-3.1908
CTPS	-0.533571428571429
EYA1	-1.97716666666667
EPS8L1	0.17575
MAPK14	0.308833333333333
SERPINB2	-5.46625
GTF2F2	1.38566666666667
ZNHIT4	0.238
PLA1A	2.21325
C20orf114	-0.299
HPR	-4.864
C18orf2	-3.4215
SATB2	3.245
KCNJ9	0.31525
MGC157906	0.648
MOCS3	1.06875
C17orf71	-0.395833333333333
PPHLN1	0.4678
HIST1H2BN	-1.600375
RAPGEF1	0.193875
MAP3K8	1.93175
DLG4	-0.4985
STC1	-1.717
CDGAP	0.817
DDX26B	0.01925
LOC150223	-1.513
CPSF3	-0.00749999999999999
TMEM14A	0.169
MYH3	-2.362
GPKOW	0.25225
SULT1A1	-0.522333333333333
SPON1	0.6493
YY1AP1	-0.393833333333333
RAB23	0.40775
PLA2G4A	-1.575
MAPRE3	0.46625
ZNF516	-0.498785714285714
GGPS1	0.03475
EXOC3L2	-0.372125
C19orf42	-0.1986
MAP2K2	-0.217333333333333
HIST1H2BB	-1.89525
RNF19B	2.016
C6orf128	-0.4505
TLR8	1.06825
PCDHA9	-0.483
CARS2	1.25125
CLUL1	-1.1325
RHAG	-4.27283333333333
UNK	-0.6645
EXOC8	0.7675
C9orf95	1.002
C14orf143	-0.515666666666667
MAML3	0.38225
LDHA	-1.2175
MRPL20	0.40425
KLHDC6	0.6125
ATP5S	-0.171166666666667
C8orf55	-0.39425
PHF19	-1.218625
KRTAP13-4	0.6215
TTC5	-1.1055
XKR5	-0.44675
SILV	-4.82516666666667
TEX28	0.045
TCTN1	-0.29975
CX40.1	0.314
PPP2R5C	0.0685
C12orf30	-0.0245
CAPG	1.221
MPZL1	0.8968
ARSB	-1.4855
TDH	-2.192
WASF4	0.458
TSSK3	-0.954
7A5	2.433
CRISPLD1	-2.61025
MAD1L1	-0.972333333333333
SPIN4	1.021
AMPD1	-0.612
DPYSL5	-0.187
INPP1	1.95
ANKRD11	-0.065
NPAS4	0.077125
GCET2	-0.0262
RNASE9	0.117
GUCY2D	0.528833333333333
CCDC98	0.087
FGF4	-0.531625
CPM	-1.492
SLC26A4	-0.722833333333333
PLD5	-0.02825
FAM59A	0.6285
FBXO5	-1.309
SIPA1L1	-0.17775
DPYS	-0.5475
ATG4D	-0.115
TGM3	1.559
MTCH1	-0.686125
HK1	-0.376571428571429
CDC26	-0.109125
GALNT12	0.289833333333333
LOC339229	-0.305
MRPL35	0.0825
ORC4L	0.701875
TNKS	0.173857142857143
C2orf24	0.0975
ZNF553	-0.0816666666666667
GGTLA1	0.7949
ZNF497	-3.079
CDY1B	0.55375
SLC30A4	0.718625
TUB	-3.0215
ARHGEF18	0.13
ARRB1	-0.19575
KCNK1	1.270375
EREG	4.7813
SCAMP5	-0.36975
RUNDC3B	2.10975
ADAMTS20	-0.210333333333333
IL17RB	1.03825
FLJ20323	-0.42675
MCAM	-0.69875
POLR3E	-0.0643333333333333
AQR	0.0841666666666667
IPMK	1.5005
CDCA7	1.08925
CAMP	-0.43525
GRHL3	0.49475
ADAMTSL2	0.752
CLMN	0.904166666666667
SSTR3	0.477
MAGEA5	-2.63083333333333
OVOL2	3.72675
JMJD1B	0.27325
RBL2	0.7092
PYGO2	-0.18625
PPP1R10	0.402833333333333
CSE1L	-0.0946666666666667
LCA5	-1.324
RDH16	-0.46675
ASRGL1	0.58475
TOM1	-0.136333333333333
PTX3	-6.52275
TTC15	0.42775
SCGB3A1	0.0158333333333333
MRPL50	0.0865
RCAN3	1.277625
SLC26A11	-0.5115
STYX	-1.18133333333333
CINP	-0.66925
MARCH7	0.0235
PFKM	0.143333333333333
SGMS1	-0.0953333333333333
RIOK3	-0.1441
C1orf110	-0.081
CES7	-0.100375
LOC440248	-0.514
PPP1R12C	-1.01875
C10orf27	0.2285
ATG9A	-0.64275
MRPS26	-0.57825
TMEM40	-0.06875
ELP3	-0.1048
ZNF787	0.1657
HIAT1	0.32675
C8orf34	0.00766666666666666
MGC4655	-1.1889
PELI1	1.46383333333333
PPT1	-0.7171
SLC35C2	0.1085
C6orf125	-0.2305
MUC4	3.24016666666667
RFC4	-1.204
GNB2	-0.2675
NUP50	-0.00164285714285714
SULT4A1	-2.207
C7	1.813375
CCDC130	-0.131166666666667
ARRDC4	-0.1525
RQCD1	0.15775
GLYCTK	0.28475
AYTL2	-0.756090909090909
MTUS1	1.3867
LEMD3	1.13
PLEKHF2	-0.378
HOXA7	1.575625
GTF3C2	-0.6975
DYNLRB2	-0.90525
CNOT10	-0.03525
MR1	-0.251166666666667
FFAR1	0.19675
PRIC285	0.2
SLITRK6	1.71775
LIX1	-2.0919
UBE1L2	0.210083333333333
F8	0.9225
ACHE	0.131833333333333
KPNA5	-0.425
TNFRSF12A	-0.948
EGR3	0.8935
SERPIND1	-3.52233333333333
OASL	2.267
IFRD1	-0.7395
WDFY1	1.05133333333333
ZNF267	0.169
ACCN5	0.653
ZBTB6	1.1145
PPP1R3A	0.458
PRRT3	-0.49775
FBXL19	-0.494
TXNIP	-0.728285714285714
ACTN2	-2.397
ATG9B	-0.072375
C9orf117	0.61975
IL27	0.0905
RPL36AL	-0.714
KLK15	1.3085
CHAD	0.018
RAP2B	-0.5425
HEBP2	1.378
ZNF342	-0.0095
CAMK2G	0.238333333333333
TLR3	1.841
FGF14	-0.1565
HMGB2	-0.834625
TRPM5	0.788833333333333
OR5M11	0.2645
KIF3B	1.56473684210526
PRICKLE2	-2.17975
MTMR9	-0.74525
C3orf27	0.18575
GLRA3	-1.849
NSDHL	0.2245
TMEM32	0.47975
POLR2D	-0.145416666666667
MYADML	0.0345
C9orf114	-0.38275
MRGPRX1	-0.1275
TOPORS	0.647
CLDN19	-1.224
C1QL4	-0.4495
RNF165	-3.632
DHRS9	2.2885
DNAH2	-0.218333333333333
FXR1	-1.188
ZMYM3	-0.908375
CASP3	0.587
FAM120C	-0.704625
SCLY	-0.14525
CA7	1.686
ENTPD5	1.321
ZNF461	0.230625
PDIA5	-0.0645
C1orf19	-0.392833333333333
TMEM67	0.10475
KCTD20	0.14325
WDR47	-0.119
FLJ38723	-0.0375
KLRF1	1.3465
TAS2R16	0.5995
CLDN12	1.84775
PRKCE	0.12125
UBXD4	-0.3545
ITGAM	0.238
GLT8D3	-0.100875
WDR31	0.851
RGS2	-0.6385
OR51L1	0.223
MST1R	2.10225
KIAA1737	-0.00750000000000001
OR4A5	0.198
GLIS1	-2.865
PTMA	0.355428571428571
NAPA	0.627
PRDM11	-0.166
LIPF	-0.2755
DIRAS3	-0.23
ASGR2	-4.586
C1QTNF4	-0.70475
PIK3R4	-0.063
ARMC3	0.482
NDUFV3	-0.0345
BTBD3	0.238166666666667
PPP1R2	0.434416666666667
UBE2NL	0.46925
FOSL2	0.445857142857143
FAM119A	-0.945666666666667
TUBA4A	0.6766
KRTAP12-1	0.3575
SFRS2	0.00125
RHPN1	-0.563
EEF2	0.354333333333333
ZDHHC11	-1.44316666666667
EPHA3	-1.7194
RBM12	0.09575
H2AFJ	0.5645
EDIL3	0.253
KIF26A	-2.7225
SERGEF	-0.28525
B3GALT4	1.0515
LOC90925	2.33116666666667
OSCAR	-1.215
NPFF	-0.070375
DEDD	0.268875
TMEM155	-0.642125
PTPN1	0.23525
SCYL2	0.827333333333333
SKAP1	2.774
LEAP2	-2.15416666666667
GADD45G	1.2652
IFITM3	1.239875
PILRB	-0.159166666666667
SLU7	0.066875
DSC3	-0.75525
DNMT3L	-1.52875
PAPD5	0.645375
B3GNT3	3.42866666666667
LHCGR	-0.658
MSL-1	0.4795
UBE2S	-1.085125
SAP130	-0.31475
ANAPC11	-0.0455
MAGED4B	-4.128
ATP6V1B2	0.161
C14orf179	0.286
CAPZA1	0.56775
CDYL2	-1.82066666666667
GLRX3	0.411166666666667
LOC136288	0.01775
MOBKL1A	-0.612
HTR2B	-1.1505
CRYGD	0.054
NUS1	0.174666666666667
PGRMC1	0.582
MYOM2	1.11925
FLJ39653	-0.823
CHM	1.043
OR5M8	0.53
ZNF619	-0.773
FAM105A	3.8905
CCNL1	-0.067625
NAP1L3	-3.69975
C10orf57	0.974166666666667
B3GALNT1	-0.9315
CSN1S2A	-0.262
TCP10L	-1.0075
GDAP2	0.393125
DMKN	-1.337
COX6B1	0.52275
DNASE2	-0.0798333333333333
MSH5	-0.97475
LGMN	-0.71975
USP31	-0.1397
OR13C8	0.3155
SDCBP	0.1923
NUDT11	-5.14766666666667
PYGL	-2.6145
SNPH	-1.38266666666667
B3GNT4	-0.5795
MIZF	-0.0231
NUBPL	0.04075
NOD1	0.282833333333333
CDH22	0.08325
NUBP1	-0.312166666666667
DSCAM	-4.38675
DGKI	-0.993
FAM136A	0.29925
AKAP1	1.73816666666667
SLC16A6	-2.336
RIN3	-0.73725
PSG2	-0.2065
DIP2B	0.13475
PSORS1C1	0.5198
KIAA0495	-3.337
FLJ90709	-0.029
LPA	-0.143166666666667
PIGA	0.0986666666666667
LY75	5.02666666666667
UTS2	-2.18883333333333
RREB1	0.240125
GALNACT-2	-0.2063
MGC3196	-0.0165
FLJ31568	2.127
LPHN1	0.1805
SP1	1.33625
TOX4	-0.827333333333333
HSPA9	0.472
APOBEC1	4.715
SLC35E4	-0.57025
LSM5	-0.72175
SURF1	-0.49325
ZBTB1	-0.72225
GTF2F1	-0.306875
RPS15A	-0.119
DUSP21	-0.657833333333333
GINS4	-1.957
MYO15A	-1.0638
GIMAP7	1.584
MGC13379	0.432
ATP6V1E2	-0.4875
UTP3	0.644
HNRPA3	-0.0121875
MT4	0.4285
C14orf155	-0.31725
U1SNRNPBP	0.0905
CKLF	0.446666666666667
PLEKHN1	0.5175
MBNL1	-0.0450833333333333
NUP160	-0.87425
ACSM2A	-1.78725
LOC129881	-0.81875
KIAA1529	-0.73475
FLJ22639	0.1595
HAND1	-1.2735
GSX1	0.299
FGA	-4.5159375
SERPINB1	2.24
ZNF642	1.0505
IGFBP1	-8.04175
SLC1A1	0.2975
DHX57	-0.107375
ZNF766	0.2295
PTPN21	-0.7203
GDPD3	-1.3815
PNPLA5	0.1515
TBR1	0.588
FAM116A	-0.09225
IQGAP1	0.648125
FOS	2.32075
ZNF226	-0.359875
FIGNL1	0.0443333333333333
C14orf1	-0.238
ZMYND17	-0.051
PUS7	-0.151666666666667
TUBB6	-2.5345
KCNQ2	-1.3005
MARCH6	0.0659166666666667
CCDC33	-0.1395
PRODH	-1.918
RBM11	2.33175
EPHA6	-0.0127142857142857
SLC43A1	0.27975
LOC196541	-0.0918571428571429
NTN1	-0.674
ING4	-0.45375
PCDHB10	-0.30325
DPH2	0.156166666666667
SPACA4	1.03125
FBXL21	-4.0985
DIAPH1	0.110833333333333
ZNF71	0.00416666666666666
CEP76	-1.203
CORO1A	-1.6425
RRM2	-0.1565
EDG4	0.40475
OS9	-0.0918333333333333
SLC4A1AP	0.15575
COG5	0.7165
COPS8	-0.79625
NGLY1	0.087
NCBP2	0.036125
C17orf42	0.1205
GPSM3	0.035625
SIL1	0.354333333333333
ASB6	-0.62125
SMAD5OS	-0.775
UNC93A	0.101125
A1BG	-2.847
C21orf62	0.35025
FMO5	1.22483333333333
ATRIP	-0.144333333333333
CEBPG	1.17916666666667
C7orf38	-0.101
TNFRSF1B	1.57516666666667
CLEC1A	0.714833333333333
IQSEC1	-0.895125
PATZ1	-0.00939999999999999
RBM22	0.9645
BAG2	-2.9795
PAQR5	-0.626
C9orf127	1.2338
THNSL1	0.527
SHROOM3	2.2905
JAM2	-2.578
SNRPN	-1.785
ALX4	-0.00599999999999999
CACNA1S	0.3775
FAM130A1	0.12925
CORIN	-0.1815
CD300LB	0.0445
PLEKHG6	2.383
LRRC40	-0.5895
PCLKC	2.892
PCDHB16	-2.52916666666667
WNT2B	0.244166666666667
ASNS	0.235444444444444
MRPL49	-0.259375
FLJ46111	0.75425
ISG20	-0.36375
SMU1	-0.253
CASZ1	-0.1165
POLR1D	0.663
GIN1	-0.46575
SNAG1	0.0768333333333333
ANKRD29	-2.46
CDKN2AIP	0.9995
KRR1	0.15675
CXCL1	5.97433333333333
EPM2A	-0.5653
PC	-0.8155
DEFB127	0.082
PDZRN4	0.234333333333333
FAH	-0.477375
OR51E1	2.449
CDC2L6	-0.0393333333333333
DNTTIP1	1.03075
PAX8	0.00424999999999995
TMEM116	-1.10125
C1orf150	1.258
PRO2012	0.5885
MRPL40	-1.00316666666667
BEX1	-4.1104
SLC2A4	-0.0515
PKMYT1	-1.0955
FEZF2	-0.7075
SLC26A9	-1.42875
MAP2	-0.634583333333333
LYL1	-2.5545
SLC25A19	-0.3885
NOS3	0.3485
ZNF34	-0.7605
TMPRSS11F	-0.859666666666667
FAM43A	-0.7755
FCRL4	0.346166666666667
KLF14	-0.043
FLRT2	-3.11233333333333
WRN	-0.73
SDF2	0.0032
KRT8P12	0.0745
C6orf195	-0.512
C9orf125	1.2585
DZIP3	-0.0195
RIT1	-1.04783333333333
SCML1	1.7605
RHBDF2	-0.5555
OR2G3	-0.0585
REXO1L1	-0.121
MAP3K7IP3	0.75475
C3orf57	-7.19025
FBXW11	0.345833333333333
ETAA1	-0.757
C14orf131	-1.194
AKT1S1	0.18925
SLC12A5	-0.9415
C9orf164	1.12925
NRIP3	-0.676125
NOS1AP	-0.322
TMEM121	-3.51825
SAP30BP	-0.1632
DGCR6	-1.23475
WDR76	-1.52125
FAM82B	-0.35675
LOC606495	0.1915
MAP9	-2.41675
BCDIN3D	-0.12575
CXorf36	2.13816666666667
DSCR3	0.0568
ZFAND3	-0.238875
C7orf43	0.178
SPSB3	-0.3045
C19orf19	0.058
FAM133A	-3.74771428571429
C12orf25	0.99775
SLC39A3	-0.618
DISP2	-0.707
PI4KAP2	-2.168
MKRN3	-2.8645
ADAMTS13	-0.40925
CBLN3	0.2079
TTYH1	-2.70183333333333
C3orf18	-1.60125
FLJ13236	0.5145
ZMYND12	1.77725
C18orf25	-0.51925
GLB1L3	-1.4675
ATP13A5	0.162
RANBP10	0.35275
CD96	-1.8632
DENND1C	-0.88875
RBMS3	-1.8989
SLC41A3	0.422166666666667
DGCR6L	-1.24525
TMEM128	0.688
CSNK1G3	0.684642857142857
MOBKL2C	0.9895
TSPAN6	1.631
MATN2	-1.6527
MSL2L1	0.0281666666666667
ST6GALNAC2	-4.12233333333333
FGFBP2	-0.94325
FGL1	-7.50716666666667
MPP3	-0.753166666666667
ARHGEF6	-1.62216666666667
TGFBR2	1.08175
ACMSD	-0.64975
IL33	5.1855
C9orf5	0.257166666666667
DEAF1	-0.5037
AMN	0.3595
DEFA6	4.678875
RNF212	-1.2475
METT5D1	0.546833333333333
CIB1	0.2215
TSSK1B	0.52425
KIAA1727	2.68125
ZNF680	-0.319083333333333
LOC399900	-0.9035
LOC152217	0.404666666666667
CTNNAL1	-2.265
CIT	-0.765833333333333
TLE6	-1.481
ZNF607	-0.37125
HERC4	-0.068
DRAP1	-0.6761
PEMT	-1.18025
C10orf111	0.6655
ZNF575	0.1505
KCTD7	-0.4545
MYO1F	-0.070625
LOC285382	2.50825
RAB11A	0.9546
PLCD3	-0.457
C15orf28	0.03525
PTBP2	-1.135375
CTB-1048E9.5	-0.40875
C19orf60	0.283
C7orf25	0.367
SETD7	1.2075
HOXB9	3.2125
VANGL1	0.533375
CHAF1B	-1.52025
NDUFA3	0.786
KIAA1328	-0.881333333333333
SHARPIN	0.056375
TTC23	-0.084875
UGP2	0.52175
ANKIB1	0.4183
CIRBP	-0.738
SEC14L4	-2.77216666666667
OVCH1	-0.338333333333333
VPS52	-0.163
FAT	1.817625
M6PRBP1	0.11725
GPRIN3	2.0455
PPM1F	-1.07733333333333
TSR1	-0.542
CCDC85A	1.7235
PCSK5	-0.196
ZFHX3	-0.879
HEMK1	-0.1147
PGBD2	0.06025
RSRC2	0.1855
AURKC	-2.23583333333333
SCRIB	-0.00475
ORM2	-4.07466666666667
FAM115A	0.1791
FZD6	0.1915
UNC119	-0.173833333333333
GPX3	-1.7038
NOV	-0.237375
CABC1	0.419375
CDC42SE2	0.92375
EIF2S2	1.0259
RNF130	0.72025
CKAP5	-0.851666666666667
RP11-413M3.2	-0.507375
C10orf18	0.7872
TMEM93	-0.69325
DYX1C1	1.41475
KCNMB2	-2.400625
ANK3	0.709166666666667
KRT5	-3.3418
CDH12	-1.48025
QRSL1	0.95075
JUB	-1.883
SHC4	-3.101125
CCL15	1.86416666666667
CCDC22	0.12425
SNX24	-0.83225
RARS	0.114
MORC2	-0.382
FAM48A	0.162
MT1H	-2.305
PPP1R14C	1.82133333333333
FOXD1	-3.45528571428571
C1orf213	-2.7585
AMT	0.6427
DSN1	0.1985
PTPLAD2	-0.871
DIS3L	-0.68325
RASL11A	2.96025
GPRC5B	-1.4655
FRMD7	-0.647
STRN4	0.3395
KITLG	0.271454545454545
HDGF	0.455
OR1S1	0.2995
SETX	0.2945
DDR2	-2.47475
KCTD12	0.86325
LYZL2	-0.74975
WDR52	1.029
TMEM2	1.759375
ZNF579	0.000833333333333332
LOC200810	0.44775
TNFSF9	-2.087
PPFIA4	-4.52825
CNIH3	-2.30966666666667
MAP4K4	-1.00642857142857
ROD1	1.11871428571429
ALS2CR12	-0.0878333333333334
DOCK3	-2.608
PAQR9	-5.367
ASB17	-0.9304
STX16	0.377875
FEZ2	0.0758333333333333
DLAT	0.277333333333333
KIF21B	0.0836666666666667
CDC5L	0.008
TMEM119	0.442666666666667
CRIP3	-1.587
TPSD1	-0.0326666666666667
TEPP	-0.26025
GNGT2	0.33
C21orf121	0.642
WNK1	-0.152166666666667
FLJ10490	0.2751
OR51B5	-2.652
LOC203547	-0.032625
HAS1	-0.942
PPA1	1.87733333333333
ST7	-0.382125
C11orf46	0.5233
POPDC3	-4.897
ACOX2	1.886
ATCAY	-0.656166666666667
TM4SF19	-2.0325
MFSD9	0.653833333333333
PDHB	0.173
ERN1	-0.154
LCE3C	0.156
GPR111	-0.668
NOTCH3	-0.499333333333333
ADAMTS5	0.62475
B3GALT1	0.14575
UGCGL1	0.0266666666666667
FAM58A	0.580833333333333
FBXO32	-0.7595
CLPP	0.03275
NXPH1	-1.49425
MTMR3	0.351333333333333
ATP1B3	0.53375
TMEM16A	0.4375
HIST1H3F	-0.647666666666667
TRIM25	0.7775
SDCBP2	2.965
CRKL	-0.769375
HOXB2	-2.997
ANP32B	0.196625
GATM	0.5965
AP4E1	-0.2125
EDG5	-0.2995
CDKN3	-1.67433333333333
CDH4	-2.50475
PGD	-0.135333333333333
RND1	0.7365
GAD1	-1.7325
MPG	-0.553125
LOC440350	-0.1955
ZNF133	-0.287
SERPINB12	0.1885
AMELY	0.167
DHX36	-0.51325
TNFAIP8L2	1.17383333333333
PHTF2	-0.630555555555556
CCDC112	-0.355333333333333
IQCC	-0.45225
HEYL	1.596
FTSJ2	-0.7285
APPL1	0.25475
RAB43	-0.118071428571429
OR10G2	0.051
WAC	0.127333333333333
ADCY9	-0.6345
RUNDC2B	-0.824333333333333
PYCRL	-0.5179
AGPAT7	0.271833333333333
SLC22A9	-0.834333333333333
CDKAL1	-0.3075
PDYN	-0.4975
C20orf74	2.0825
MTMR11	2.87475
VAV3	3.001
DAPL1	2.03325
STXBP3	0.694
EIF3G	-0.153
ARHGAP22	-3.702
NPFFR1	0.287
NPC1	-1.3565
ALDH9A1	0.6315
ZNF600	1.518875
ZNF678	-0.102666666666667
RASSF1	-0.54075
ADD2	-3.65475
PITPNB	0.29025
PKD2L2	-0.069125
LRP11	0.7805
CDKL1	-0.1505
SMEK2	0.959
PRODH2	-3.6955
C11orf54	0.497833333333333
SFRS11	-0.1015
IL7	3.03266666666667
ALS2CR16	0.91325
BTG3	0.866666666666667
PAK2	0.0475
RP11-679B17.1	-0.16
GATA4	-2.07316666666667
ATP2B1	-0.274
LOC130940	0.432
C1orf172	2.57483333333333
ATF7IP2	-0.25375
SLC25A43	1.29716666666667
CENTG3	-0.546916666666667
IGF2BP1	-4.598
FCHSD1	0.418
CAMK2N2	0.156666666666667
ELAVL3	-0.3365
NBPF15	-0.392
UBE2J2	0.1315
GNL2	-0.15175
PRR3	-0.784
NLF2	-0.03525
OR4F6	0.581
KLHL24	0.423166666666667
CCDC88A	-3.9107
SGPP1	-0.7745
C10orf11	1.13616666666667
SLC35B4	-1.803
UGT3A2	-0.976
ARNT2	-3.6091
CBR1	0.600625
ITPR3	0.581833333333333
TRAPPC6B	-1.6302
AMZ1	-2.8225
ARP11	1.7275
WDSUB1	0.50125
APBA1	1.0855
RAB2A	0.2401
C6orf162	-0.084125
HPSE2	0.475
PLCE1	1.158
INSL3	-0.22
DLG1	0.5283
PTPLA	-2.73075
PIGX	0.017375
TFIP11	-0.526
FIBIN	0.0285
POLR2G	-0.4945
GRAP2	-2.3175
DNAJB8	-0.219
CNBP	0.372
WASF1	-3.39575
INPP5E	-1.0993
HSPB1	-2.087375
TMEM167	-0.2378
CUBN	-0.6035
IGF1	-0.929875
ITPK1	-0.1182
NAALAD2	-1.307
G3BP1	0.2192
NT5DC1	1.04
CYP39A1	3.5315
TMEM139	0.93925
POLK	0.0888
GLULD1	-1.2915
RBM15	-0.460333333333333
AMZ2	-0.03825
GDF15	1.2655
MESDC2	-0.00875
INCA	1.74766666666667
ACY1L2	0.8905
GZMM	-1.064
PAIP1	0.06575
CACNA2D1	-0.168
STK32C	-1.083
SH3BP4	0.906333333333333
DEC1	-0.278
PADI1	0.367
UBB	-0.4707
PON3	0.706333333333333
PROP1	0.215
ANKRD13B	-0.893
ADCK1	0.2285
TCF25	0.34975
SLC38A5	0.0365
CXorf26	0.5265
C19orf39	0.47675
PPP1R13B	0.3565
ARL2	-1.329
TCL6	0.100166666666667
TOP3A	-1.543
SLC16A14	1.28125
FXYD6	-1.47016666666667
HIST1H4E	-0.22275
BBC3	0.413157894736842
UNC5A	0.143666666666667
FAM86C	-0.4036
PI4KB	-0.085125
B3GAT1	-4
SUSD2	-0.9775
OAZ2	-1.2735
NOC4L	0.14625
C10orf12	0.09425
FADS1	-4.8085
LOC144097	-0.56625
DKK2	-0.870666666666667
KIAA1949	-2.1885
RHOT1	0.545
OXT	0.0118333333333333
GPR153	-0.1355
ARL4A	0.266333333333333
SAAL1	-0.87825
CCDC64	-0.289
USE1	-0.280666666666667
HNMT	1.05816666666667
PCGF3	0.2934375
CYP2C19	1.602
C20orf4	0.62
CCDC11	-1.2325
ACSBG2	-0.164
RWDD2A	0.14075
PALLD	0.21
CPLX4	0.5005
LOC492311	1.08975
KPNA2	-0.951833333333333
MACROD1	0.344
TMCO3	0.0283333333333333
C15orf52	-0.107666666666667
