Hybridization REF	TCGA-AA-A02F-01A-01R-A00A-07
ZNF230	-0.711
MSN	-0.584571428571429
SLC9A5	-1.9495
EPDR1	0.0267
MUSK	0.267833333333333
ZNF434	-0.157
SMARCD1	0.327
ZFP106	0.0295
ZNF347	0.8089
GTF2E1	0.7625
RY1	0.0536666666666667
ATAD2B	1.298125
ARHGAP17	0.2416
KCNIP3	-1.43725
SFPQ	1.15275
GFRA4	0.1515
AKR1B10	0.232875
TIGD6	0.102833333333333
RGS16	1.732375
URB1	-0.598666666666667
OR4C46	-0.488166666666667
TOP3B	-1.2525
NFATC4	0.0585
CA14	-5.06625
BMPR1A	-0.0115
SNRP70	-0.814125
PRL	0.800727272727273
C6orf130	0.029
STAG2	0.1125
CD55	-1.10492857142857
RPS23	0.220333333333333
SSX2	-1.15816666666667
FDPSL2A	-0.24975
FBXO27	-0.38775
SYNGR3	-1.55533333333333
TMSL3	1.811
EML1	-2.584
NUP93	-0.647333333333333
SMAD3	0.2631
KIAA1189	0.143166666666667
HNRPUL2	-0.0393333333333333
TBC1D12	0.213
C16orf24	-0.34475
MRVI1	2.00166666666667
ZNF581	0.199333333333333
ELOVL3	-1.1035
OR51Q1	0.24025
CACNB3	0.817
GALNT13	-0.0168571428571429
C10orf84	1.2898125
NEDD4	0.6766
SPO11	2.5005
OR5AU1	0.6885
NEK4	0.694714285714286
PRKAR2A	0.783333333333333
IHPK1	-0.289666666666667
ATP6V0B	0.09925
CACNA1E	0.855
CEACAM8	2.5855
PEX14	-0.892
FLJ12993	0.1885
ZBTB38	0.632833333333333
PCTK2	-0.200666666666667
LRRC16	1.4849
FBLIM1	0.69125
FYCO1	0.41525
RP5-1022P6.2	1.46675
CMTM1	-0.381666666666667
PLTP	0.910333333333333
RAPH1	1.117125
DOCK8	-0.093875
EZH2	-0.274733333333333
SLC25A1	-0.948333333333333
PLEKHB1	0.0711
GRB7	0.999
ZFP37	-0.5465
MRPL33	0.5545
PELO	0.02575
ARMC1	-0.575454545454545
C9orf27	0.147428571428571
FLJ25778	-0.2145
C9orf37	-1.17483333333333
TMEM66	-0.3175
SPRN	0.077375
HBEGF	2.0575
PI4KA	-2.5965
LEPRE1	-1.75075
POU2AF1	-5.426
MRPL12	-0.0788333333333333
REP15	1.579
ZC3H3	-0.1145
RASAL1	1.34725
DDAH1	3.31975
ACBD5	0.905875
TMC2	-0.5655
CCDC137	-1.117
SAMD13	3.26366666666667
UGT2B15	-1.52133333333333
TIPARP	0.033
DNASE1L3	-0.6175
TRIM72	0.0545
DBX2	-0.2505
IPO8	0.62925
C21orf88	-1.5182
MAP3K14	-0.12125
LOC51233	0.00783333333333333
GGTLA4	-1.4665
PDE6D	-0.97975
ZNF117	-1.02025
CLK2	-0.31225
NKRF	0.2695
TNFSF15	1.8389
DUSP2	-0.57425
SECISBP2	-0.3256
GABRR2	-0.527
PPAP2C	1.05875
LOC51145	0.046
PAG1	0.721875
PIK3C3	-0.55825
GNG10	0.395
APOL4	0.573166666666667
ANKRD28	-0.407
STMN3	-1.4491
RAB14	0.7419
CDK2AP2	-0.053
HDDC3	0.0642857142857143
COMMD7	0.8265
CXXC1	-0.81775
HMCN1	-1.0685
CD40	-1.46075
DYNC1LI2	0.710125
GDI1	-0.29425
LOC646938	-0.5015
VSNL1	3.11033333333333
PIH1D1	-0.620166666666667
RAET1G	0.1015
KRTAP5-9	-0.0945
EFTUD2	-0.80675
ZNF311	-0.119166666666667
ATP6V1G3	0.3195
OR2W3	-1.00925
SCN4A	-0.38
MED10	-0.2655
FAM135A	1.8649
ARHGAP4	0.26025
EHMT2	-0.3375
UFD1L	-0.672
ERMP1	1.1875
MAG1	-0.0465
THAP8	0.0715
HACE1	-1.49733333333333
FAM82C	0.437333333333333
C3orf20	0.0515
UNC84A	-0.313833333333333
SCD5	-0.123071428571429
LASS6	1.121
LSG1	0.53725
MAL	-7.11225
GPR22	0.387
WDR5B	0.23425
ACTRT1	0.254
C17orf60	-1.47183333333333
GRIN2C	-0.3096
ARMC8	0.342083333333333
SLC47A1	-3.14883333333333
DMPK	-0.00825
DHRS13	-1.7005
SMC1A	-0.904333333333333
KRTAP17-1	-0.4275
SMYD5	-0.18275
TUSC2	0.321375
CRHR2	0.347
KIR3DL2	0.405
CCDC104	-1.28925
ATP2C1	0.87925
CROT	-0.34225
PABPC3	-0.5165
EGR1	1.97916666666667
THSD1	1.6465
KHK	0.44775
SLC12A2	3.4050625
CD58	-0.13975
STOX2	-2.169
CCDC76	0.1706
CCDC48	4.077
DNAH1	0.8465
ZIC4	-0.00557142857142861
OR1G1	-0.383
PSMC6	0.138166666666667
PROKR1	-0.4375
ABCB1	2.715
TRAT1	-2.13075
LLGL1	-0.214
MTF1	1.20725
USP54	0.55025
PAGE2B	-1.316
ITGB7	-5.66025
CCDC81	-0.013
LOC149837	0.22175
SCUBE1	-0.811
ZSCAN10	0.287
HUWE1	0.292142857142857
CDH17	6.909
CD180	-0.583
IL17A	0.012
TMPO	-0.0655
KIAA1524	0.681333333333333
HDGFRP3	-0.0398333333333333
OXCT1	0.365181818181818
RRAS2	0.446666666666667
LTBP2	-0.135
SV2B	-1.49833333333333
CYP2A6	0.046
PKD1L2	-0.586
PPM1M	-1.084
FLJ22662	3.88883333333333
ZNF502	2.574
GP6	-0.763333333333333
CRYBA2	-0.0935
LEF1	-2.0767
CTPS	-0.425428571428571
EYA1	-0.694666666666667
EPS8L1	-0.02725
MAPK14	0.630333333333333
SERPINB2	-4.356
GTF2F2	1.62616666666667
ZNHIT4	-0.463
PLA1A	-0.0765
C20orf114	-0.074
HPR	-5.513
C18orf2	-1.59116666666667
SATB2	3.60525
KCNJ9	-0.213875
MGC157906	-0.258
MOCS3	1.072
C17orf71	-0.958833333333333
PPHLN1	0.7045
HIST1H2BN	0.1045
RAPGEF1	-0.3785
MAP3K8	0.6225
DLG4	0.595666666666667
STC1	-0.653166666666667
CDGAP	-0.31375
DDX26B	0.7545
LOC150223	-2.025
CPSF3	-0.180833333333333
TMEM14A	0.549
MYH3	-2.0805
GPKOW	0.028
SULT1A1	-0.280166666666667
SPON1	1.1424
YY1AP1	-0.169833333333333
RAB23	0.325
PLA2G4A	-3.1905
MAPRE3	0.0375
ZNF516	0.0411428571428571
GGPS1	-0.04975
EXOC3L2	-0.3245
C19orf42	-0.8364
MAP2K2	-1.16766666666667
HIST1H2BB	-0.76425
RNF19B	0.6675
C6orf128	0.281833333333333
TLR8	-0.39525
PCDHA9	1.9865
CARS2	0.650125
CLUL1	-0.9882
RHAG	-4.382
UNK	-0.3995
EXOC8	1.0193
C9orf95	0.6345
C14orf143	0.816
MAML3	-0.164125
LDHA	-1.18075
MRPL20	-0.120625
KLHDC6	2.181
ATP5S	0.800166666666667
C8orf55	-0.07425
PHF19	-0.681875
KRTAP13-4	-0.144
TTC5	-0.63875
XKR5	-0.2815
SILV	-6.86866666666667
TEX28	-0.684
TCTN1	-0.73525
CX40.1	-0.228
PPP2R5C	0.865375
C12orf30	-0.369333333333333
CAPG	2.03
MPZL1	0.5893
ARSB	-1.04266666666667
TDH	-0.84975
WASF4	1.026
TSSK3	-0.521166666666667
7A5	3.302
CRISPLD1	-0.506875
MAD1L1	-0.4415
SPIN4	0.958
AMPD1	-1.13066666666667
DPYSL5	0.248
INPP1	1.28033333333333
ANKRD11	-0.625111111111111
NPAS4	-0.369
GCET2	-0.36
RNASE9	-0.8505
GUCY2D	-0.1505
CCDC98	-0.822333333333333
FGF4	-0.30525
CPM	-2.23983333333333
SLC26A4	-0.887166666666667
PLD5	0.38225
FAM59A	0.9931
FBXO5	-0.203333333333333
SIPA1L1	0.789875
DPYS	0.619
ATG4D	-0.62275
TGM3	0.813
MTCH1	-0.707625
HK1	-0.869571428571429
CDC26	0.542
GALNT12	0.711666666666667
LOC339229	-1.05325
MRPL35	0.7375
ORC4L	-0.08975
TNKS	0.315
C2orf24	-0.684333333333333
ZNF553	0.681333333333333
GGTLA1	1.0932
ZNF497	-3.10775
CDY1B	0.75575
SLC30A4	0.474875
TUB	-1.23975
ARHGEF18	-0.0795
ARRB1	-0.6385
KCNK1	0.76075
EREG	2.6059
SCAMP5	1.52325
RUNDC3B	2.8965
ADAMTS20	-0.14625
IL17RB	-0.080875
FLJ20323	-0.55375
MCAM	-0.08775
POLR3E	0.426583333333333
AQR	0.880666666666667
IPMK	0.608
CDCA7	2.0005
CAMP	-1.46625
GRHL3	1.335
ADAMTSL2	1.14033333333333
CLMN	2.50883333333333
SSTR3	0.243
MAGEA5	-2.03766666666667
OVOL2	4.05775
JMJD1B	1.034
RBL2	-0.0885
PYGO2	0.4345
PPP1R10	0.7255
CSE1L	-0.163833333333333
LCA5	-0.27575
RDH16	-0.47675
ASRGL1	-0.726125
TOM1	-1.0205
PTX3	-6.062
TTC15	-0.07275
SCGB3A1	-0.250166666666667
MRPL50	-0.11825
RCAN3	1.070375
SLC26A11	-1.1495
STYX	-0.142833333333333
CINP	0.3065
MARCH7	0.468
PFKM	-0.816666666666667
SGMS1	-0.467666666666667
RIOK3	-0.0147
C1orf110	1.6005
CES7	-0.365875
LOC440248	-0.3915
PPP1R12C	-0.7865
C10orf27	0.2365
ATG9A	-1.495
MRPS26	-0.155125
TMEM40	0.1505
ELP3	0.4554
ZNF787	0.6652
HIAT1	-0.48825
C8orf34	-0.232166666666667
MGC4655	-1.3428
PELI1	1.0565
PPT1	-0.9055
SLC35C2	-0.3915
C6orf125	-0.4225
MUC4	-0.123
RFC4	-0.566571428571429
GNB2	-0.564166666666667
NUP50	0.1895
SULT4A1	-0.613
C7	0.3465
CCDC130	-0.631
ARRDC4	0.929
RQCD1	-0.808
GLYCTK	-0.45925
AYTL2	-1.61427272727273
MTUS1	1.4361
LEMD3	0.733166666666667
PLEKHF2	-0.139
HOXA7	2.130375
GTF3C2	-0.4035
DYNLRB2	-0.968
CNOT10	0.756
MR1	-1.00366666666667
FFAR1	-0.3465
PRIC285	-0.7885
SLITRK6	3.5685
LIX1	-2.1048
UBE1L2	-0.18175
F8	0.429
ACHE	0.5105
KPNA5	-0.14875
TNFRSF12A	-0.936166666666667
EGR3	0.165
SERPIND1	-3.571
OASL	3.23325
IFRD1	-0.469875
WDFY1	-0.459
ZNF267	0.761125
ACCN5	0.1975
ZBTB6	0.938
PPP1R3A	-0.1785
PRRT3	-1.17725
FBXL19	-1.042
TXNIP	0.709142857142857
ACTN2	-1.65375
ATG9B	-0.211125
C9orf117	0.499125
IL27	1.8135
RPL36AL	0.604833333333333
KLK15	0.924
CHAD	-0.4075
RAP2B	0.4527
HEBP2	1.66625
ZNF342	-0.109
CAMK2G	-0.4775
TLR3	-0.66075
FGF14	-0.15775
HMGB2	-0.788125
TRPM5	1.61483333333333
OR5M11	-0.0655
KIF3B	0.742473684210526
PRICKLE2	0.271
MTMR9	-0.43075
C3orf27	-0.3035
GLRA3	-0.5015
NSDHL	0.1765
TMEM32	-0.01075
POLR2D	0.21625
MYADML	-0.226
C9orf114	-0.3505
MRGPRX1	0.2415
TOPORS	1.125
CLDN19	-0.8355
C1QL4	-0.156
RNF165	-2.472
DHRS9	0.77975
DNAH2	1.0356
FXR1	-1.26933333333333
ZMYM3	-0.5715
CASP3	0.031
FAM120C	-0.1905
SCLY	-1.18825
CA7	-0.288
ENTPD5	0.551333333333333
ZNF461	-0.035375
PDIA5	-0.446
C1orf19	-0.141166666666667
TMEM67	-0.74475
KCTD20	0.084
WDR47	0.338
FLJ38723	0.325
KLRF1	-0.0634
TAS2R16	0.357
CLDN12	0.97975
PRKCE	0.074
UBXD4	-0.26725
ITGAM	0.758166666666667
GLT8D3	0.201625
WDR31	-0.1873
RGS2	-0.19725
OR51L1	0.433
MST1R	2.321
KIAA1737	0.28475
OR4A5	-0.4925
GLIS1	-1.8245
PTMA	0.271214285714286
NAPA	0.10825
PRDM11	0.89575
LIPF	0.2045
DIRAS3	-0.4815
ASGR2	-5.189
C1QTNF4	-0.934
PIK3R4	-0.577833333333333
ARMC3	-0.0105
NDUFV3	-2.42591666666667
BTBD3	-0.931
PPP1R2	0.64825
UBE2NL	0.76825
FOSL2	0.963571428571429
FAM119A	-0.864666666666667
TUBA4A	0.315
KRTAP12-1	-0.42625
SFRS2	-0.666
RHPN1	-0.8361
EEF2	-1.73
ZDHHC11	0.541666666666667
EPHA3	-1.62055555555556
RBM12	0.41575
H2AFJ	1.01225
EDIL3	1.302
KIF26A	-0.99125
SERGEF	0.914
B3GALT4	1.7445
LOC90925	0.323166666666667
OSCAR	-1.028375
NPFF	0.80825
DEDD	0.412625
TMEM155	-0.967285714285714
PTPN1	-0.26375
SCYL2	0.428
SKAP1	2.51475
LEAP2	-0.3275
GADD45G	1.3423
IFITM3	1.964625
PILRB	0.0888333333333333
SLU7	0.8428125
DSC3	1.229
DNMT3L	-0.85325
PAPD5	0.448125
B3GNT3	2.7885
LHCGR	0.759
MSL-1	-0.29
UBE2S	-1.197
SAP130	-0.16875
ANAPC11	-0.31675
MAGED4B	-0.938
ATP6V1B2	0.508833333333333
C14orf179	0.377125
CAPZA1	0.556
CDYL2	-0.349666666666667
GLRX3	0.504666666666667
LOC136288	-0.02025
MOBKL1A	-0.88875
HTR2B	-0.27075
CRYGD	0.256166666666667
NUS1	0.212666666666667
PGRMC1	1.674
MYOM2	-1.17525
FLJ39653	-0.608
CHM	-0.0903
OR5M8	-0.299
ZNF619	0.1015
FAM105A	3.55625
CCNL1	-0.2075
NAP1L3	-1.50075
C10orf57	-1.00766666666667
B3GALNT1	-1.52516666666667
CSN1S2A	0.3125
TCP10L	-1.2495
GDAP2	0.802125
DMKN	1.62466666666667
COX6B1	1.81075
DNASE2	-1.06033333333333
MSH5	-1.18425
LGMN	-0.501875
USP31	0.4759
OR13C8	0.4775
SDCBP	0.3305
NUDT11	-2.56916666666667
PYGL	-0.175666666666667
SNPH	-1.23383333333333
B3GNT4	1.389
MIZF	-1.1465
NUBPL	0.352625
NOD1	0.8055
CDH22	-0.04025
NUBP1	-0.2315
DSCAM	-4.27875
DGKI	-0.8865
FAM136A	-0.20975
AKAP1	1.03333333333333
SLC16A6	-2.42975
RIN3	-0.2935
PSG2	-0.35675
DIP2B	0.812333333333333
PSORS1C1	-0.0723
KIAA0495	-2.895
FLJ90709	-0.0926666666666667
LPA	0.154833333333333
PIGA	0.806333333333333
LY75	4.24433333333333
UTS2	-2.1195
RREB1	0.370875
GALNACT-2	-0.0096
MGC3196	-0.40775
FLJ31568	-0.0305
LPHN1	-0.67325
SP1	2.16675
TOX4	-0.06
HSPA9	0.7346
APOBEC1	4.4395
SLC35E4	-0.7325
LSM5	0.6215
SURF1	-0.664
ZBTB1	0.747916666666667
GTF2F1	-1.10625
RPS15A	0.276142857142857
DUSP21	0.124833333333333
GINS4	-0.541666666666667
MYO15A	-0.8785
GIMAP7	1.9115
MGC13379	0.35675
ATP6V1E2	-1.2
UTP3	-0.46975
HNRPA3	-0.1488125
MT4	-0.446
C14orf155	-0.602666666666667
U1SNRNPBP	0.98625
CKLF	-0.466666666666667
PLEKHN1	0.485833333333333
MBNL1	-0.25925
NUP160	0.25575
ACSM2A	-0.766
LOC129881	-0.96125
KIAA1529	-1.23325
FLJ22639	0.35275
HAND1	0.027
GSX1	0.2575
FGA	-3.6102
SERPINB1	1.6365
ZNF642	1.2315
IGFBP1	-8.537375
SLC1A1	-0.23075
DHX57	-0.600375
ZNF766	0.319
PTPN21	0.111111111111111
GDPD3	0.825666666666667
PNPLA5	-0.3575
TBR1	0.4435
FAM116A	0.58325
IQGAP1	1.15675
FOS	1.909625
ZNF226	-0.086125
FIGNL1	0.539166666666667
C14orf1	0.159166666666667
ZMYND17	0.1245
PUS7	0.201333333333333
TUBB6	-1.643125
KCNQ2	-1.26575
MARCH6	0.1555
CCDC33	0.2995
PRODH	-1.23
RBM11	0.982
EPHA6	0.656333333333333
SLC43A1	0.14725
LOC196541	0.543
NTN1	-0.0833333333333333
ING4	-1.11375
PCDHB10	0.65825
DPH2	0.298
SPACA4	1.86775
FBXL21	-2.0435
DIAPH1	0.253166666666667
ZNF71	0.690666666666667
CEP76	-1.0375
CORO1A	-0.399
RRM2	-0.913375
EDG4	-0.25525
OS9	0.115833333333333
SLC4A1AP	0.2095
COG5	0.24325
COPS8	-1.582
NGLY1	-0.33375
NCBP2	1.02175
C17orf42	-0.616333333333333
GPSM3	0.306125
SIL1	-0.672666666666667
ASB6	0.09375
SMAD5OS	0.427666666666667
UNC93A	-1.95675
A1BG	-2.37716666666667
C21orf62	-0.042
FMO5	-0.0735833333333333
ATRIP	0.176166666666667
CEBPG	2.05316666666667
C7orf38	-0.297166666666667
TNFRSF1B	0.28
CLEC1A	0.272833333333333
IQSEC1	-0.374
PATZ1	0.4869
RBM22	1.400125
BAG2	-0.478833333333333
PAQR5	0.316
C9orf127	1.0379
THNSL1	0.2985
SHROOM3	1.1687
JAM2	-1.611
SNRPN	-0.97125
ALX4	-1.019
CACNA1S	-0.5305
FAM130A1	-0.19475
CORIN	0.743
CD300LB	-0.173
PLEKHG6	1.1555
LRRC40	-0.54475
PCLKC	0.38
PCDHB16	1.77983333333333
WNT2B	2.13116666666667
ASNS	-0.840777777777778
MRPL49	-0.94575
FLJ46111	0.795
ISG20	-0.183125
SMU1	0.601166666666667
CASZ1	-0.391
POLR1D	0.849
GIN1	-0.76525
SNAG1	-0.1915
ANKRD29	-1.4315
CDKN2AIP	0.11775
KRR1	0.99325
CXCL1	3.10833333333333
EPM2A	-0.4791
PC	-0.472333333333333
DEFB127	0.842
PDZRN4	-0.5618
FAH	-0.822125
OR51E1	4.363
CDC2L6	0.109333333333333
DNTTIP1	0.62825
PAX8	-0.1155
TMEM116	-1.09325
C1orf150	0.877
PRO2012	0.78175
MRPL40	-1.15916666666667
BEX1	-4.1757
SLC2A4	1.8005
PKMYT1	-0.3815
FEZF2	0.4956
SLC26A9	-1.094
MAP2	-0.288
LYL1	-2.4265
SLC25A19	-0.822833333333333
NOS3	-0.0495
ZNF34	0.614166666666667
TMPRSS11F	0.07775
FAM43A	-1.2195
FCRL4	-0.396
KLF14	0.0395
FLRT2	-1.08316666666667
WRN	-0.6865
SDF2	-0.6035
KRT8P12	0.68075
C6orf195	0.655
C9orf125	2.4495
DZIP3	-1.13475
RIT1	0.0891666666666666
SCML1	1.19933333333333
RHBDF2	0.18275
OR2G3	-0.201
REXO1L1	-0.1795
MAP3K7IP3	1.02825
C3orf57	-6.6245
FBXW11	0.161833333333333
ETAA1	-1.19
C14orf131	0.0568
AKT1S1	-0.4105
SLC12A5	-0.426625
C9orf164	1.35175
NRIP3	-0.5675
NOS1AP	0.06675
TMEM121	-1.50725
SAP30BP	-0.6283
DGCR6	-1.633
WDR76	-0.62775
FAM82B	-0.832333333333333
LOC606495	0.134
MAP9	-1.60416666666667
BCDIN3D	0.1095
CXorf36	1.9465
DSCR3	-0.7136
ZFAND3	-0.6965
C7orf43	-0.104166666666667
SPSB3	0.3044
C19orf19	1.036
FAM133A	-3.54883333333333
C12orf25	-0.30475
SLC39A3	-1.68
DISP2	0.19925
PI4KAP2	-3.064
MKRN3	2.31166666666667
ADAMTS13	-0.985125
CBLN3	-0.0897
TTYH1	-2.27933333333333
C3orf18	-0.989
FLJ13236	0.5515
ZMYND12	0.98425
C18orf25	0.185125
GLB1L3	-1.07
ATP13A5	0.748
RANBP10	0.624
CD96	-2.2441
DENND1C	-0.6905
RBMS3	-0.793
SLC41A3	0.783833333333333
DGCR6L	-1.851
TMEM128	-0.264333333333333
CSNK1G3	0.610071428571429
MOBKL2C	1.073125
TSPAN6	2.0805
MATN2	0.446
MSL2L1	0.906833333333333
ST6GALNAC2	-3.88683333333333
FGFBP2	-1.41075
FGL1	-6.47583333333333
MPP3	-0.341666666666667
ARHGEF6	-1.29866666666667
TGFBR2	0.85975
ACMSD	-0.6215
IL33	3.682
C9orf5	-0.32275
DEAF1	-0.556
AMN	0.4355
DEFA6	2.33
RNF212	-1.0695
METT5D1	0.7405
CIB1	0.9073
TSSK1B	-0.04875
KIAA1727	1.135
ZNF680	-0.0675
LOC399900	-0.8215
LOC152217	-0.138416666666667
CTNNAL1	-1.3145
CIT	0.298333333333333
TLE6	-0.61725
ZNF607	-0.01975
HERC4	-1.0075
DRAP1	-1.1614
PEMT	-0.40775
C10orf111	0.346
ZNF575	1.3085
KCTD7	-0.162
MYO1F	-0.4015
LOC285382	0.31225
RAB11A	0.8206
PLCD3	-0.27975
C15orf28	0.300666666666667
PTBP2	0.281125
CTB-1048E9.5	-1.31075
C19orf60	0.170166666666667
C7orf25	-0.351166666666667
SETD7	-0.03825
HOXB9	2.1735
VANGL1	0.9094375
CHAF1B	-1.9935
NDUFA3	1.327
KIAA1328	-0.650833333333333
SHARPIN	-0.101875
TTC23	-0.088375
UGP2	-0.0579166666666667
ANKIB1	-0.4659
CIRBP	-1.55385714285714
SEC14L4	0.437666666666667
OVCH1	0.0411666666666667
VPS52	-0.61325
FAT	0.807125
M6PRBP1	-1.35975
GPRIN3	1.031
PPM1F	-1.334
TSR1	-0.45075
CCDC85A	0.33675
PCSK5	0.768
ZFHX3	0.282
HEMK1	-0.8463
PGBD2	1.039
RSRC2	0.258166666666667
AURKC	-1.2575
SCRIB	-0.392875
ORM2	-5.35
FAM115A	-0.2007
FZD6	0.30275
UNC119	-1.39216666666667
GPX3	-1.3751
NOV	0.93
CABC1	0.5475
CDC42SE2	0.5925
EIF2S2	0.0386
RNF130	0.225
CKAP5	-0.3065
RP11-413M3.2	0.519
C10orf18	0.4481
TMEM93	-0.44175
DYX1C1	-0.46625
KCNMB2	-0.514714285714286
ANK3	0.121583333333333
KRT5	-4.2045
CDH12	-0.516125
QRSL1	0.456
JUB	0.07575
SHC4	-1.75075
CCL15	0.968
CCDC22	0.2795
SNX24	-1.7265
RARS	-0.0795
MORC2	-0.01575
FAM48A	0.311
MT1H	-2.3375
PPP1R14C	1.79866666666667
FOXD1	-3.09853846153846
C1orf213	-2.163
AMT	0.3316
DSN1	-0.41275
PTPLAD2	-0.16425
DIS3L	-0.206
RASL11A	2.2815
GPRC5B	-0.52475
FRMD7	-0.158
STRN4	0.259
KITLG	0.548666666666667
HDGF	0.42
OR1S1	-0.586
SETX	0.1354
DDR2	-0.601625
KCTD12	0.102
LYZL2	-0.48275
WDR52	-1.3975
TMEM2	1.808375
ZNF579	0.474166666666667
LOC200810	0.86625
TNFSF9	-1.228875
PPFIA4	-2.566
CNIH3	-0.532166666666667
MAP4K4	-0.243285714285714
ROD1	1.53864285714286
ALS2CR12	-0.337166666666667
DOCK3	-0.761833333333333
PAQR9	-3.672
ASB17	0.4338
STX16	0.36975
FEZ2	-0.691833333333333
DLAT	-0.0386666666666667
KIF21B	-0.630166666666667
CDC5L	0.2725
TMEM119	0.108833333333333
CRIP3	-1.35
TPSD1	-0.478
TEPP	-0.042
GNGT2	0.182
C21orf121	0.408
WNK1	-0.106666666666667
FLJ10490	1.0347
OR51B5	-1.438
LOC203547	0.792125
HAS1	-0.137
PPA1	0.422833333333333
ST7	0.25175
C11orf46	0.897
POPDC3	-3.01016666666667
ACOX2	2.84433333333333
ATCAY	-0.377583333333333
TM4SF19	-1.09375
MFSD9	-0.1265
PDHB	0.212
ERN1	-0.6005
LCE3C	-0.144
GPR111	-0.837
NOTCH3	0.577166666666667
ADAMTS5	1.788
B3GALT1	0.03175
UGCGL1	0.279666666666667
FAM58A	0.905333333333333
FBXO32	-0.57825
CLPP	-1.16075
NXPH1	0.158333333333333
MTMR3	0.2505
ATP1B3	0.347125
TMEM16A	3.009375
HIST1H3F	0.0535000000000001
TRIM25	-0.612666666666667
SDCBP2	2.08
CRKL	-0.83075
HOXB2	-2.0175
ANP32B	0.537
GATM	3.5
AP4E1	0.16925
EDG5	-0.489375
CDKN3	0.4675
CDH4	-2.2045
PGD	-1.8155
RND1	0.316
GAD1	0.3291
MPG	-0.02975
LOC440350	0.036
ZNF133	1.288
SERPINB12	0.3205
AMELY	0.0378
DHX36	-1.24775
TNFAIP8L2	0.6035
PHTF2	-0.457882352941177
CCDC112	0.897333333333333
IQCC	-1.31375
HEYL	3.045
FTSJ2	-0.547666666666667
APPL1	0.49625
RAB43	0.712785714285714
OR10G2	-0.1165
WAC	0.562
ADCY9	0.116625
RUNDC2B	-0.0685
PYCRL	0.2228
AGPAT7	0.302833333333333
SLC22A9	-0.6745
CDKAL1	0.7065
PDYN	0.157
C20orf74	2.492
MTMR11	3.952
VAV3	2.79941666666667
DAPL1	1.881
STXBP3	0.73625
EIF3G	-1.3075
ARHGAP22	-2.55575
NPFFR1	-0.564
NPC1	-0.936166666666667
ALDH9A1	0.711833333333333
ZNF600	1.028875
ZNF678	-0.118
RASSF1	-0.134916666666667
ADD2	-2.76228571428571
PITPNB	-0.335375
PKD2L2	0.207875
LRP11	0.68
CDKL1	0.61425
SMEK2	0.91875
PRODH2	-3.72766666666667
C11orf54	-0.947166666666667
SFRS11	-0.271166666666667
IL7	2.6805
ALS2CR16	1.5095
BTG3	-0.4545
PAK2	0.186888888888889
RP11-679B17.1	-0.45775
GATA4	-0.558666666666667
ATP2B1	-0.09025
LOC130940	0.2695
C1orf172	2.19683333333333
ATF7IP2	0.87875
SLC25A43	0.4375
CENTG3	-0.108833333333333
IGF2BP1	-3.4394
FCHSD1	0.172
CAMK2N2	0.545666666666667
ELAVL3	-0.2828
NBPF15	-1.02133333333333
UBE2J2	-0.807666666666667
GNL2	0.26775
PRR3	-0.4053
NLF2	0.6045
OR4F6	-0.0365
KLHL24	0.9715
CCDC88A	-2.8892
SGPP1	0.0403333333333333
C10orf11	1.329
SLC35B4	-0.812833333333333
UGT3A2	-0.113
ARNT2	-1.9439
CBR1	-0.600875
ITPR3	0.595666666666667
TRAPPC6B	0.616555555555556
AMZ1	-2.0705
ARP11	2.13575
WDSUB1	0.095
APBA1	0.5935
RAB2A	0.7245
C6orf162	0.297875
HPSE2	-0.31125
PLCE1	0.4195
INSL3	-0.50975
DLG1	0.5818
PTPLA	-0.96925
PIGX	-0.73825
TFIP11	-0.3955
FIBIN	1.588
POLR2G	-1.1715
GRAP2	-1.94122222222222
DNAJB8	0.00625000000000001
CNBP	1.1965
WASF1	-0.86575
INPP5E	-1.1913
HSPB1	-0.1405625
TMEM167	-0.419
CUBN	0.1285
IGF1	0.2541875
ITPK1	0.6554
NAALAD2	-0.177333333333333
G3BP1	1.4889
NT5DC1	0.924375
CYP39A1	2.7405
TMEM139	1.5145
POLK	-0.2875
GLULD1	-0.482
RBM15	0.576
AMZ2	-1.6795
GDF15	0.2955
MESDC2	0.70675
INCA	0.460666666666667
ACY1L2	0.4815
GZMM	-1.5605
PAIP1	0.13725
CACNA2D1	-0.5515
STK32C	-0.258333333333333
SH3BP4	1.05866666666667
DEC1	-0.016
PADI1	0.1295
UBB	-0.1763
PON3	0.0116666666666667
PROP1	0.3865
ANKRD13B	-0.092
ADCK1	-0.40425
TCF25	-0.560583333333333
SLC38A5	-0.12375
CXorf26	0.656
C19orf39	0.05775
PPP1R13B	1.244
ARL2	-1.879
TCL6	-0.158
TOP3A	-0.571
SLC16A14	-0.5655
FXYD6	-0.157666666666667
HIST1H4E	1.01075
BBC3	0.862578947368421
UNC5A	-0.139833333333333
FAM86C	-0.2269
PI4KB	-0.474875
B3GAT1	-3.4425
SUSD2	-0.935666666666667
OAZ2	-1.0075
NOC4L	-0.2885
C10orf12	0.29125
FADS1	-2.64983333333333
LOC144097	-0.422
DKK2	0.9725
KIAA1949	0.54625
RHOT1	-0.6582
OXT	-0.00433333333333335
GPR153	-0.107
ARL4A	0.986
SAAL1	-0.55425
CCDC64	0.036
USE1	-0.7085
HNMT	0.944333333333333
PCGF3	-0.504625
CYP2C19	0.222
C20orf4	0.2955
