Hybridization REF	TCGA-AY-4071-01A-01R-1113-07
ZNF347	-0.9516
GTF2E1	0.536
RY1	-0.2075
ATAD2B	1.14325
ARHGAP17	0.1903
KCNIP3	-1.78925
SFPQ	0.269375
GFRA4	0.435833333333333
AKR1B10	2.03075
TIGD6	0.394333333333333
RGS16	0.6315
URB1	-1.09683333333333
OR4C46	0.3758
TOP3B	-0.606
NFATC4	-0.303
CA14	-4.876
BMPR1A	0.249833333333333
SNRP70	-1.896375
PRL	0.523888888888889
C6orf130	-0.79025
STAG2	0.639
CD55	1.73842857142857
RPS23	-0.3165
SSX2	-1.02716666666667
FDPSL2A	-0.608
FBXO27	-0.373875
SYNGR3	-1.38533333333333
TMSL3	2.089
EML1	-1.623
NUP93	-1.19691666666667
SMAD3	-0.7461
KIAA1189	0.124166666666667
HNRPUL2	-0.015
TBC1D12	1.208
C16orf24	0.3095
MRVI1	1.5315
ZNF581	-0.3355
ELOVL3	-0.382
OR51Q1	0.425
CACNB3	0.617166666666667
GALNT13	-1.99983333333333
C10orf84	0.95125
NEDD4	0.7838
SPO11	
OR5AU1	0.65
NEK4	0.4
PRKAR2A	0.218833333333333
IHPK1	0.3045
ATP6V0B	0.447375
CACNA1E	0.6945
CEACAM8	4.1855
PEX14	-1.018
FLJ12993	-2.106
ZBTB38	1.61683333333333
PCTK2	-0.198333333333333
LRRC16	1.2924
FBLIM1	0.820666666666667
FYCO1	0.91225
RP5-1022P6.2	2.08016666666667
CMTM1	-0.2805
PLTP	-1.66216666666667
RAPH1	1.209375
DOCK8	0.192375
EZH2	-1.2776
SLC25A1	-0.7955
PLEKHB1	-0.1073
GRB7	1.6271
ZFP37	-0.8185
MRPL33	0.32325
PELO	-0.31775
ARMC1	-0.312909090909091
C9orf27	-0.352166666666667
FLJ25778	0.844
C9orf37	-1.66383333333333
TMEM66	0.22675
SPRN	0.168625
HBEGF	3.629375
PI4KA	-1.031
LEPRE1	-1.0485
POU2AF1	0.0515
MRPL12	0.0551666666666667
REP15	0.473
ZC3H3	-0.6635
RASAL1	-0.079
DDAH1	2.391375
ACBD5	0.345875
TMC2	-0.74
CCDC137	-0.86875
SAMD13	3.12733333333333
UGT2B15	1.9825
TIPARP	0.3765
DNASE1L3	5.26425
TRIM72	0.5358
DBX2	-0.562333333333333
IPO8	0.056
C21orf88	-0.3928
MAP3K14	0.50575
LOC51233	0.94725
GGTLA4	0.21025
PDE6D	0.49525
ZNF117	-1.068
CLK2	-1.501
NKRF	0.0125
TNFSF15	1.9424
DUSP2	0.05375
SECISBP2	0.0987
GABRR2	0.074
PPAP2C	1.659
LOC51145	-0.735833333333333
PAG1	1.2865
PIK3C3	0.019
GNG10	0.105
APOL4	-0.5068
ANKRD28	-0.5325
STMN3	-0.882
RAB14	0.0897
CDK2AP2	-0.11875
HDDC3	-0.503875
COMMD7	0.16525
CXXC1	-1.261
HMCN1	-1.3358
CD40	0.139
DYNC1LI2	1.03925
GDI1	-0.39375
LOC646938	-0.03525
VSNL1	-0.878666666666667
PIH1D1	-1.14383333333333
RAET1G	0.3345
KRTAP5-9	0.0045
EFTUD2	-0.61975
ZNF311	-0.0976666666666667
ATP6V1G3	-0.138
OR2W3	-1.185
SCN4A	0.203
MED10	-0.573625
FAM135A	2.5263
ARHGAP4	-1.71325
EHMT2	-0.905625
UFD1L	0.35125
ERMP1	0.32375
MAG1	-0.667833333333333
THAP8	-0.383833333333333
HACE1	-0.279833333333333
FAM82C	-0.577166666666667
C3orf20	-0.135
UNC84A	0.3505
SCD5	-0.255833333333333
LASS6	1.09175
LSG1	0.1595
MAL	-5.27275
GPR22	-1.3385
WDR5B	1.012
ACTRT1	0.977
C17orf60	-1.38133333333333
GRIN2C	0.0255
ARMC8	-0.1585
SLC47A1	-2.51916666666667
DMPK	-0.25
DHRS13	-1.21683333333333
SMC1A	-1.01383333333333
KRTAP17-1	-0.0183333333333334
SMYD5	-1.12375
TUSC2	0.771375
CRHR2	0.587
KIR3DL2	0.237
CCDC104	0.35175
ATP2C1	0.618625
CROT	1.10225
PABPC3	-0.704833333333333
EGR1	0.4865
THSD1	1.5955
KHK	-0.2575
SLC12A2	2.7404
CD58	0.945
STOX2	-1.79333333333333
CCDC76	0.2659
CCDC48	4.7885
DNAH1	0.256833333333333
ZIC4	-0.688875
OR1G1	1.2955
PSMC6	-0.521166666666667
PROKR1	0.625
ABCB1	2.77775
TRAT1	0.09575
LLGL1	0.561
MTF1	1.72175
USP54	1.68375
PAGE2B	-4.7735
ITGB7	-3.78575
CCDC81	0.1845
LOC149837	0.601
SCUBE1	-0.043
ZSCAN10	0.5305
HUWE1	-0.0271428571428572
CDH17	8.3595
CD180	-0.78175
IL17A	0.65825
TMPO	-0.22325
KIAA1524	-0.5112
HDGFRP3	-1.06733333333333
OXCT1	-1.67
RRAS2	-2.23433333333333
LTBP2	1.4805
SV2B	-0.137833333333333
CYP2A6	-0.07175
PKD1L2	-1.0228
PPM1M	0.0665
FLJ22662	4.63133333333333
ZNF502	2.11275
GP6	-0.772
CRYBA2	-0.2245
LEF1	-2.1689
CTPS	-2.05
EYA1	-1.68066666666667
EPS8L1	0.176
MAPK14	0.21975
SERPINB2	-4.73675
GTF2F2	1.18683333333333
ZNHIT4	-0.6325
PLA1A	1.94125
C20orf114	-0.33125
HPR	-4.551
C18orf2	-2.7504
SATB2	3.3915
KCNJ9	0.131833333333333
MGC157906	0.8475
MOCS3	1.054
C17orf71	-0.582333333333333
PPHLN1	0.2512
HIST1H2BN	-0.783625
RAPGEF1	-0.544875
MAP3K8	2.38675
DLG4	0.215666666666667
STC1	-0.813083333333333
CDGAP	-0.486
DDX26B	1.3615
LOC150223	-1.6225
CPSF3	-0.754333333333333
TMEM14A	0.65325
MYH3	-1.151
GPKOW	0.97075
SULT1A1	0.651
SPON1	2.0013
YY1AP1	-0.854666666666667
RAB23	-0.41075
PLA2G4A	-3.5825
MAPRE3	-0.4785
ZNF516	-0.0678571428571429
GGPS1	0.1
EXOC3L2	-0.174
C19orf42	-0.0467
MAP2K2	-0.222333333333333
HIST1H2BB	-1.60275
RNF19B	1.978
C6orf128	-0.386333333333333
TLR8	3.8535
PCDHA9	
CARS2	0.5055
CLUL1	-0.932
RHAG	-3.801
UNK	-0.4105
EXOC8	0.7095
C9orf95	0.98125
C14orf143	0.2628
MAML3	0.436166666666667
LDHA	-1.66475
MRPL20	0.24325
KLHDC6	2.467
ATP5S	0.581
C8orf55	-0.7965
PHF19	-1.755625
KRTAP13-4	0.968
TTC5	-0.7955
XKR5	-0.0296666666666666
SILV	-5.28033333333333
TEX28	-1.503
TCTN1	-0.36725
CX40.1	-0.06125
PPP2R5C	-0.14725
C12orf30	-0.979166666666667
CAPG	1.87375
MPZL1	0.596
ARSB	-1.09083333333333
TDH	-1.24525
WASF4	2.41125
TSSK3	-0.911666666666667
7A5	2.6695
CRISPLD1	-0.675125
MAD1L1	-0.864666666666667
SPIN4	0.342166666666667
AMPD1	2.03825
DPYSL5	0.9
INPP1	1.676
ANKRD11	-0.766222222222222
NPAS4	1.058625
GCET2	-0.3679
RNASE9	
GUCY2D	-0.3175
CCDC98	-0.64275
FGF4	-0.1985
CPM	-1.60866666666667
SLC26A4	-1.869
PLD5	-0.683333333333333
FAM59A	1.2743
FBXO5	-2.00855555555556
SIPA1L1	-0.3095
DPYS	1.592
ATG4D	-0.21425
TGM3	0.2785
MTCH1	-1.055125
HK1	-0.809
CDC26	-0.09975
GALNT12	0.960166666666667
LOC339229	-0.0495
MRPL35	0.42625
ORC4L	0.46975
TNKS	-0.225928571428571
C2orf24	-0.289
ZNF553	-0.3475
GGTLA1	1.1852
ZNF497	-1.94825
CDY1B	0.669
SLC30A4	0.553571428571428
TUB	-1.8305
ARHGEF18	0.529
ARRB1	0.857
KCNK1	2.144125
EREG	4.2441
SCAMP5	0.23625
RUNDC3B	0.63025
ADAMTS20	0.849
IL17RB	0.6295
FLJ20323	-0.4575
MCAM	-0.678875
POLR3E	-0.77525
AQR	-0.290166666666667
IPMK	0.8395
CDCA7	0.490625
CAMP	-0.74
GRHL3	1.50725
ADAMTSL2	-0.0898333333333334
CLMN	1.82
SSTR3	0.6965
MAGEA5	-1.83066666666667
OVOL2	5.031
JMJD1B	0.2865
RBL2	0.9826
PYGO2	-0.3485
PPP1R10	-0.609333333333333
CSE1L	-0.727333333333333
LCA5	-0.4825
RDH16	-0.27825
ASRGL1	-0.432875
TOM1	-0.0478333333333333
PTX3	-5.05475
TTC15	0.187
SCGB3A1	0.202166666666667
MRPL50	-1.04425
RCAN3	1.132625
SLC26A11	-0.076
STYX	-0.722166666666667
CINP	-1.06725
MARCH7	-0.1685
PFKM	-1.20016666666667
SGMS1	0.218666666666667
RIOK3	1.1369
C1orf110	2.066
CES7	-0.0568571428571429
LOC440248	-0.929
PPP1R12C	-1.4905
C10orf27	-0.0275
ATG9A	-0.92575
MRPS26	0.6665
TMEM40	-0.99275
ELP3	-0.9707
ZNF787	0.0712
HIAT1	0.1035
C8orf34	0.96575
MGC4655	-0.9504
PELI1	1.0705
PPT1	-1.0234
SLC35C2	-0.5005
C6orf125	-0.34825
MUC4	4.62816666666667
RFC4	-1.64471428571429
GNB2	-0.0826666666666667
NUP50	-0.225428571428571
SULT4A1	-1.55783333333333
C7	0.6942
CCDC130	0.622666666666667
ARRDC4	0.1225
RQCD1	-0.40075
GLYCTK	1.74225
AYTL2	-0.562090909090909
MTUS1	1.1288
LEMD3	0.715
PLEKHF2	0.8825
HOXA7	1.104625
GTF3C2	-1.142
DYNLRB2	-1.268
CNOT10	-0.0895
MR1	-0.537333333333333
FFAR1	-0.19175
PRIC285	0.03075
SLITRK6	0.312
LIX1	-1.42188888888889
UBE1L2	-0.253833333333333
F8	0.85525
ACHE	1.38933333333333
KPNA5	-1.26025
TNFRSF12A	-0.413833333333333
EGR3	0.314
SERPIND1	-3.7605
OASL	2.59825
IFRD1	0.17475
WDFY1	1.151
ZNF267	0.34575
ACCN5	1.115
ZBTB6	-0.5005
PPP1R3A	-0.81
PRRT3	-0.6545
FBXL19	-0.864
TXNIP	0.423714285714286
ACTN2	-1.62575
ATG9B	0.0505
C9orf117	-0.0985
IL27	0.9165
RPL36AL	-0.130166666666667
KLK15	1.20566666666667
CHAD	-0.1955
RAP2B	-0.045
HEBP2	1.86725
ZNF342	-0.642
CAMK2G	0.448333333333333
TLR3	1.705
FGF14	-1.06475
HMGB2	-1.517
TRPM5	0.0908333333333333
OR5M11	0.697
KIF3B	1.803
PRICKLE2	-0.8555
MTMR9	-0.9215
C3orf27	-0.172
GLRA3	-1.3575
NSDHL	0.2775
TMEM32	1.04875
POLR2D	-0.948
MYADML	0.1855
C9orf114	-1.74325
MRGPRX1	0.4315
TOPORS	0.68125
CLDN19	-0.826
C1QL4	0.05
RNF165	-5.031
DHRS9	3.9295
DNAH2	0.235833333333333
FXR1	-1.50416666666667
ZMYM3	-1.067875
CASP3	0.747
FAM120C	-0.55875
SCLY	-0.68425
CA7	1.061
ENTPD5	1.2705
ZNF461	-0.299625
PDIA5	0.12775
C1orf19	-0.628666666666667
TMEM67	-0.143
KCTD20	-0.5705
WDR47	0.1295
FLJ38723	2.589
KLRF1	0.934166666666667
TAS2R16	0.3455
CLDN12	1.4795
PRKCE	-0.97925
UBXD4	-1.106
ITGAM	1.215
GLT8D3	-0.877125
WDR31	-0.9474
RGS2	0.77775
OR51L1	0.4965
MST1R	2.6835
KIAA1737	0.47575
OR4A5	
GLIS1	-1.13383333333333
PTMA	0.392857142857143
NAPA	-0.665
PRDM11	0.1445
LIPF	-1.737
DIRAS3	-1.18025
ASGR2	-4.2825
C1QTNF4	-0.47875
PIK3R4	-0.339
ARMC3	0.74
NDUFV3	-0.630166666666667
BTBD3	-0.229166666666667
PPP1R2	0.675083333333333
UBE2NL	0.1465
FOSL2	1.01464285714286
FAM119A	-1.26666666666667
TUBA4A	0.2468
KRTAP12-1	0.46475
SFRS2	-0.4315
RHPN1	-0.5922
EEF2	-1.14766666666667
ZDHHC11	-3.51083333333333
EPHA3	-0.968
RBM12	0.2525
H2AFJ	0.829333333333333
EDIL3	3.787
KIF26A	-1.872
SERGEF	0.02925
B3GALT4	3.14025
LOC90925	3.4355
OSCAR	-0.333875
NPFF	-0.280125
DEDD	0.10075
TMEM155	-1.09475
PTPN1	0.655
SCYL2	0.625333333333333
SKAP1	3.04375
LEAP2	-1.213
GADD45G	0.8847
IFITM3	2.21528571428571
PILRB	-0.403666666666667
SLU7	0.0811875
DSC3	0.122666666666667
DNMT3L	-0.96475
PAPD5	0.9485
B3GNT3	4.1895
LHCGR	
MSL-1	-0.07925
UBE2S	-1.97175
SAP130	-0.60875
ANAPC11	0.307
MAGED4B	-3.366
ATP6V1B2	0.1155
C14orf179	1.1105
CAPZA1	0.53025
CDYL2	-1.30716666666667
GLRX3	0.676333333333333
LOC136288	0.254333333333333
MOBKL1A	-1.61675
HTR2B	-0.31875
CRYGD	0.1965
NUS1	-0.358833333333333
PGRMC1	0.7645
MYOM2	0.0925
FLJ39653	-1.6275
CHM	0.5296
OR5M8	0.089
ZNF619	-0.5245
FAM105A	3.54375
CCNL1	0.200875
NAP1L3	-1.4305
C10orf57	0.997666666666667
B3GALNT1	-1.09
CSN1S2A	-0.279
TCP10L	-0.7845
GDAP2	0.750375
DMKN	-3.29133333333333
COX6B1	1.103
DNASE2	-0.636333333333333
MSH5	-1.386
LGMN	-0.137375
USP31	-0.7797
OR13C8	0.809
SDCBP	0.1007
NUDT11	-2.813
PYGL	-1.0365
SNPH	-1.3915
B3GNT4	-0.646
MIZF	-0.7829
NUBPL	0.407875
NOD1	0.965
CDH22	0.128625
NUBP1	-0.448166666666667
DSCAM	-4.61375
DGKI	-0.676
FAM136A	-0.40075
AKAP1	1.80616666666667
SLC16A6	-2.545
RIN3	-1.20475
PSG2	0.26775
DIP2B	-0.308083333333333
PSORS1C1	0.9242
KIAA0495	-4.8835
FLJ90709	-0.122
LPA	0.195
PIGA	0.504166666666667
LY75	5.07783333333333
UTS2	-5.55833333333333
RREB1	-0.245375
GALNACT-2	-0.0708999999999999
MGC3196	0.15375
FLJ31568	-1.1205
LPHN1	-0.69975
SP1	1.15125
TOX4	-0.441
HSPA9	-0.309
APOBEC1	6.386
SLC35E4	-1.1575
LSM5	0.112
SURF1	-0.19475
ZBTB1	0.509166666666667
GTF2F1	-0.751625
RPS15A	0.498071428571429
DUSP21	0.2872
GINS4	-2.78216666666667
MYO15A	-0.8534
GIMAP7	3.565
MGC13379	0.812
ATP6V1E2	-1.24366666666667
UTP3	-0.718
HNRPA3	-0.4199375
MT4	-1.033
C14orf155	-0.236
U1SNRNPBP	0.0545
CKLF	0.856
PLEKHN1	2.08183333333333
MBNL1	0.206166666666667
NUP160	-0.72425
ACSM2A	-0.01975
LOC129881	-0.62825
KIAA1529	-1.5205
FLJ22639	0.352
HAND1	0.0545
GSX1	0.463
FGA	-3.48513333333333
SERPINB1	1.999
ZNF642	0.35225
IGFBP1	-8.098
SLC1A1	1.98675
DHX57	-0.495875
ZNF766	-1.313
PTPN21	-0.218625
GDPD3	1.477
PNPLA5	0.051
TBR1	0.0995
FAM116A	0.45175
IQGAP1	0.30925
FOS	1.625
ZNF226	-0.36325
FIGNL1	0.191666666666667
C14orf1	-0.576166666666667
ZMYND17	0.9305
PUS7	-0.808166666666667
TUBB6	-2.1265
KCNQ2	-1.78325
MARCH6	-0.761083333333333
CCDC33	0.0395
PRODH	-0.4685
RBM11	1.4935
EPHA6	0.5495
SLC43A1	-0.637
LOC196541	-0.08375
NTN1	0.309454545454545
ING4	0.44075
PCDHB10	-1.0505
DPH2	-0.4435
SPACA4	1.27575
FBXL21	-8.2385
DIAPH1	-0.491
ZNF71	-0.0466666666666667
CEP76	-0.9675
CORO1A	-0.84275
RRM2	-1.954625
EDG4	-0.23075
OS9	-0.0343333333333333
SLC4A1AP	-0.1605
COG5	1.18825
COPS8	-0.69125
NGLY1	0.07975
NCBP2	0.517875
C17orf42	0.222333333333333
GPSM3	0.418875
SIL1	0.197666666666667
ASB6	-1.18275
SMAD5OS	-1.20483333333333
UNC93A	-1.192125
A1BG	-1.89116666666667
C21orf62	0.269
FMO5	0.894416666666667
ATRIP	-1.02633333333333
CEBPG	1.013
C7orf38	-0.2375
TNFRSF1B	0.916
CLEC1A	1.137
IQSEC1	-0.621125
PATZ1	-0.8359
RBM22	1.4335
BAG2	-2.87083333333333
PAQR5	-0.839833333333333
C9orf127	0.8818
THNSL1	-0.30725
SHROOM3	1.5503
JAM2	-0.3535
SNRPN	-3.95225
ALX4	-0.171
CACNA1S	-0.021
FAM130A1	0.1035
CORIN	0.7835
CD300LB	0.3535
PLEKHG6	0.8795
LRRC40	-0.776
PCLKC	2.2505
PCDHB16	-2.47383333333333
WNT2B	3.4456
ASNS	-1.06011111111111
MRPL49	-0.4995
FLJ46111	-0.40025
ISG20	0.870375
SMU1	0.202
CASZ1	0.005
POLR1D	0.771916666666667
GIN1	-1.143
SNAG1	-0.354166666666667
ANKRD29	-0.85325
CDKN2AIP	0.43925
KRR1	-0.37875
CXCL1	4.85466666666667
EPM2A	-2.135
PC	-1.13566666666667
DEFB127	-0.715
PDZRN4	1.4845
FAH	-0.869875
OR51E1	1.0305
CDC2L6	0.161166666666667
DNTTIP1	1.421
PAX8	-0.128
TMEM116	-0.76875
C1orf150	-0.082
PRO2012	0.5935
MRPL40	-0.028
BEX1	-4.5997
SLC2A4	-0.365
PKMYT1	-2.2795
FEZF2	-1.2128
SLC26A9	-2.16166666666667
MAP2	0.4743
LYL1	-1.72175
SLC25A19	-0.832
NOS3	-0.00750000000000001
ZNF34	-1.0505
TMPRSS11F	1.4025
FAM43A	-0.94075
FCRL4	0.9576
KLF14	0.90075
FLRT2	-1.672
WRN	-0.912
SDF2	0.5952
KRT8P12	-0.4435
C6orf195	
C9orf125	1.94633333333333
DZIP3	0.02775
RIT1	0.148272727272727
SCML1	1.60866666666667
RHBDF2	0.025125
OR2G3	1.1705
REXO1L1	-0.495
MAP3K7IP3	1.009
C3orf57	-8.618
FBXW11	-0.2465
ETAA1	-1.592
C14orf131	-1.4969
AKT1S1	-1.33725
SLC12A5	-1.74975
C9orf164	1.62225
NRIP3	-0.424714285714286
NOS1AP	-0.8345
TMEM121	-1.89375
SAP30BP	-0.4859
DGCR6	0.077
WDR76	-2.59675
FAM82B	-0.786916666666667
LOC606495	0.7905
MAP9	-0.874916666666667
BCDIN3D	-0.1345
CXorf36	2.52916666666667
DSCR3	0.2056
ZFAND3	-0.329625
C7orf43	0.480833333333333
SPSB3	0.4777
C19orf19	0.9475
FAM133A	-2.692875
C12orf25	0.40775
SLC39A3	-1.049
DISP2	-0.2675
PI4KAP2	-1.6385
MKRN3	-1.92816666666667
ADAMTS13	-0.869375
CBLN3	-0.0349
TTYH1	-2.046
C3orf18	-0.57425
FLJ13236	-0.0325
ZMYND12	2.14425
C18orf25	0.282125
GLB1L3	-0.7805
ATP13A5	
RANBP10	0.38775
CD96	-0.2696
DENND1C	0.2775
RBMS3	-0.6971
SLC41A3	0.617166666666667
DGCR6L	0.013
TMEM128	0.5415
CSNK1G3	1.15871428571429
MOBKL2C	0.760375
TSPAN6	3.31825
MATN2	-0.8857
MSL2L1	-0.209833333333333
ST6GALNAC2	-4.05083333333333
FGFBP2	-0.241625
FGL1	-6.484
MPP3	-2.102
ARHGEF6	-0.3575
TGFBR2	1.16
ACMSD	-1.86066666666667
IL33	4.58625
C9orf5	-0.918181818181818
DEAF1	-0.9511
AMN	1.5315
DEFA6	3.60585714285714
RNF212	-1.892
METT5D1	0.601666666666667
CIB1	0.8644
TSSK1B	1.5025
KIAA1727	0.947
ZNF680	-0.561272727272727
LOC399900	0.6825
LOC152217	0.524666666666667
CTNNAL1	-2.9255
CIT	-1.62391666666667
TLE6	-1.306
ZNF607	-0.27325
HERC4	-0.185333333333333
DRAP1	-0.5816
PEMT	-0.553
C10orf111	
ZNF575	1.059625
KCTD7	0.2205
MYO1F	1.147875
LOC285382	1.67925
RAB11A	0.3798
PLCD3	-0.888
C15orf28	-0.03475
PTBP2	-0.287625
CTB-1048E9.5	-0.264375
C19orf60	1.058
C7orf25	0.370666666666667
SETD7	0.053375
HOXB9	0.7585
VANGL1	-0.2785
CHAF1B	-2.18675
NDUFA3	0.931
KIAA1328	-0.596833333333333
SHARPIN	-0.29325
TTC23	0.22175
UGP2	0.29825
ANKIB1	1.0574
CIRBP	-1.30714285714286
SEC14L4	-2.55033333333333
OVCH1	0.86875
VPS52	-1.027
FAT	0.919125
M6PRBP1	-0.14475
GPRIN3	1.051
PPM1F	-0.00716666666666669
TSR1	-1.15
CCDC85A	0.974666666666667
PCSK5	0.92175
ZFHX3	-0.437
HEMK1	0.4159
PGBD2	0.30025
RSRC2	-0.022
AURKC	-1.70716666666667
SCRIB	-0.482375
ORM2	-3.74966666666667
FAM115A	-0.101
FZD6	-0.26775
UNC119	0.867833333333333
GPX3	-1.5087
NOV	-1.689125
CABC1	-0.2285
CDC42SE2	0.9085
EIF2S2	0.2449
RNF130	0.86825
CKAP5	-1.87416666666667
RP11-413M3.2	-0.082125
C10orf18	0.0971
TMEM93	0.16575
DYX1C1	-0.74425
KCNMB2	-1.741
ANK3	1.14208333333333
KRT5	-3.5345
CDH12	-0.734285714285714
QRSL1	0.57575
JUB	-2.16525
SHC4	-2.236125
CCL15	2.40133333333333
CCDC22	0.7725
SNX24	-1.182
RARS	-0.53775
MORC2	-0.98
FAM48A	-0.39875
MT1H	-0.799
PPP1R14C	2.55483333333333
FOXD1	-3.03742857142857
C1orf213	-2.56975
AMT	0.808
DSN1	-0.14575
PTPLAD2	2.01525
DIS3L	-1.2005
RASL11A	3.097
GPRC5B	-1.031625
FRMD7	0.32
STRN4	0.25125
KITLG	0.00531818181818179
HDGF	-0.3415
OR1S1	0.9165
SETX	0.0324
DDR2	-0.8465
KCTD12	1.69375
LYZL2	-0.5175
WDR52	0.832
TMEM2	0.793625
ZNF579	0.0766666666666667
LOC200810	0.856
TNFSF9	-1.267375
PPFIA4	-4.43375
CNIH3	-0.376666666666667
MAP4K4	-2.042
ROD1	1.06757142857143
ALS2CR12	-1.04533333333333
DOCK3	-1.49633333333333
PAQR9	-5.13966666666667
ASB17	-0.444
STX16	-0.035875
FEZ2	0.1418
DLAT	-0.155666666666667
KIF21B	-0.285
CDC5L	-0.359
TMEM119	-0.0375
CRIP3	-0.79175
TPSD1	-0.963833333333333
TEPP	0.4895
GNGT2	1.8115
C21orf121	-0.696
WNK1	-0.980166666666667
FLJ10490	0.4123
OR51B5	-2.1125
LOC203547	0.130875
HAS1	-0.0985
PPA1	1.70233333333333
ST7	-0.1815
C11orf46	-0.0544
POPDC3	-2.85766666666667
ACOX2	2.58816666666667
ATCAY	-0.628666666666667
TM4SF19	-2.343
MFSD9	0.315333333333333
PDHB	0.3215
ERN1	0.056
LCE3C	0.2855
GPR111	-1.158
NOTCH3	0.759166666666667
ADAMTS5	1.45625
B3GALT1	-0.0626666666666667
UGCGL1	-0.283833333333333
FAM58A	1.5355
FBXO32	0.813
CLPP	0.18375
NXPH1	-0.07075
MTMR3	0.628166666666667
ATP1B3	1.37275
TMEM16A	2.3515
HIST1H3F	-0.00283333333333334
TRIM25	0.0391666666666667
SDCBP2	5.539
CRKL	-1.7705
HOXB2	-1.42166666666667
ANP32B	-1.121125
GATM	3.146
AP4E1	0.23425
EDG5	-0.05975
CDKN3	-1.82566666666667
CDH4	-2.69175
PGD	-1.71733333333333
RND1	0.855
GAD1	-2.7578
MPG	0.54
LOC440350	-0.53
ZNF133	0.3795
SERPINB12	0.668
AMELY	-0.2998
DHX36	-0.7375
TNFAIP8L2	3.47666666666667
PHTF2	0.176882352941176
CCDC112	-0.624
IQCC	-1.62625
HEYL	2.63966666666667
FTSJ2	-1.1895
APPL1	-0.414375
RAB43	0.566142857142857
OR10G2	0.766
WAC	-0.249666666666667
ADCY9	-0.6975
RUNDC2B	0.319166666666667
PYCRL	-0.9718
AGPAT7	-0.7605
SLC22A9	-0.7584
CDKAL1	-0.418
PDYN	-0.420166666666667
C20orf74	1.91775
MTMR11	4.356
VAV3	4.42325
DAPL1	-0.15825
STXBP3	1.136
EIF3G	-0.22925
ARHGAP22	-0.7585
NPFFR1	0.632
NPC1	-0.529666666666667
ALDH9A1	0.565333333333333
ZNF600	0.89675
ZNF678	-0.7845
RASSF1	-0.333166666666667
ADD2	-2.402625
PITPNB	-0.04225
PKD2L2	-0.442666666666667
LRP11	0.6745
CDKL1	-1.0065
SMEK2	0.5995
PRODH2	-3.73966666666667
C11orf54	1.33066666666667
SFRS11	-0.565333333333333
IL7	3.67433333333333
ALS2CR16	1.5775
BTG3	0.492833333333333
PAK2	-0.302388888888889
RP11-679B17.1	-0.323
GATA4	-2.32016666666667
ATP2B1	-0.38125
LOC130940	-2.303
C1orf172	2.37216666666667
ATF7IP2	-2.99675
SLC25A43	0.835333333333333
CENTG3	-0.408333333333333
IGF2BP1	-4.17522222222222
FCHSD1	0.945
CAMK2N2	0.9265
ELAVL3	-0.116
NBPF15	-0.4845
UBE2J2	-0.247909090909091
GNL2	-0.845
PRR3	-0.7456
NLF2	0.65925
OR4F6	0.585
KLHL24	1.80533333333333
CCDC88A	-2.4598
SGPP1	-0.6695
C10orf11	1.75116666666667
SLC35B4	-1.56716666666667
UGT3A2	-0.4525
ARNT2	-2.4842
CBR1	0.10975
ITPR3	0.5355
TRAPPC6B	-0.418555555555556
AMZ1	-1.8025
ARP11	2.7155
WDSUB1	0.41425
APBA1	0.559833333333333
RAB2A	0.9556
C6orf162	0.438875
HPSE2	0.0786666666666667
PLCE1	2.22025
INSL3	0.1745
DLG1	0.7457
PTPLA	-3.90725
PIGX	-0.04875
TFIP11	-0.209166666666667
FIBIN	2.205
POLR2G	-0.6475
GRAP2	-2.5203
DNAJB8	-0.862
CNBP	0.0858333333333333
WASF1	-2.40466666666667
INPP5E	-2.0084
HSPB1	-0.6701875
TMEM167	-0.1372
CUBN	-1.38075
IGF1	1.5231875
ITPK1	0.1548
NAALAD2	-0.401125
G3BP1	0.3256
NT5DC1	0.84475
CYP39A1	3.0445
TMEM139	2.80581818181818
POLK	-0.402625
GLULD1	-2.41425
RBM15	-1.189
AMZ2	-0.085
GDF15	0.957666666666667
MESDC2	-0.402
INCA	2.4136
ACY1L2	0.701
GZMM	0.164166666666667
PAIP1	0.3655
CACNA2D1	0.31125
STK32C	-1.24216666666667
SH3BP4	-0.0165
DEC1	1.869
PADI1	0.934
UBB	0.2618
PON3	1.03866666666667
PROP1	0.5365
ANKRD13B	-0.627
ADCK1	-1.4455
TCF25	0.20125
SLC38A5	-0.87675
CXorf26	0.9225
C19orf39	0.70275
PPP1R13B	0.7815
ARL2	-1.4695
TCL6	-0.105166666666667
TOP3A	-0.7755
SLC16A14	1.788
FXYD6	0.495833333333333
HIST1H4E	0.4885
BBC3	0.398052631578947
UNC5A	0.3024
FAM86C	-0.7187
PI4KB	-1.043125
B3GAT1	-4.38625
SUSD2	-0.440166666666667
OAZ2	-1.01883333333333
NOC4L	-0.57725
C10orf12	0.51125
FADS1	-3.29083333333333
LOC144097	-1.01375
DKK2	1.41266666666667
KIAA1949	-0.615
RHOT1	0.39
OXT	0.484333333333333
GPR153	0.3425
ARL4A	0.906
SAAL1	-1.4715
CCDC64	-0.207
USE1	0.483
HNMT	1.91116666666667
PCGF3	-0.1503125
CYP2C19	-0.18
C20orf4	0.7165
CCDC11	0.51225
ACSBG2	-0.03775
RWDD2A	0.817
PALLD	1.763375
CPLX4	-0.384
LOC492311	0.61025
KPNA2	-1.79333333333333
MACROD1	-0.0435
TMCO3	-0.497
C15orf52	-0.9945
BIRC5	-1.41813333333333
