Hybridization REF	TCGA-AA-A01I-01A-02R-A00A-07
ZFP106	-0.2085
ZNF347	-2.7964
GTF2E1	0.01325
RY1	0.23
ATAD2B	0.7175
ARHGAP17	-0.1089
KCNIP3	-2.4055
SFPQ	0.244
GFRA4	0.230166666666667
AKR1B10	0.938
TIGD6	0.0386666666666667
RGS16	0.69975
URB1	-0.162666666666667
OR4C46	-0.0781666666666667
TOP3B	-0.8245
NFATC4	-0.3385
CA14	-5.2785
BMPR1A	0.253666666666667
SNRP70	-1.349625
PRL	0.416166666666667
C6orf130	0.2625
STAG2	0.4905
CD55	-0.0217142857142857
RPS23	0.00316666666666669
SSX2	-1.39516666666667
FDPSL2A	-0.17625
FBXO27	-0.577625
SYNGR3	-1.73183333333333
TMSL3	2.76175
EML1	-2.6175
NUP93	-1.0565
SMAD3	-0.6262
KIAA1189	0.3835
HNRPUL2	0.4255
TBC1D12	1.09083333333333
C16orf24	0.26925
MRVI1	1.71283333333333
ZNF581	-0.394166666666667
ELOVL3	-0.5675
OR51Q1	0.4765
CACNB3	0.498833333333333
GALNT13	-1.307875
C10orf84	0.68775
NEDD4	0.0583
SPO11	0.2825
OR5AU1	0.1585
NEK4	0.508214285714286
PRKAR2A	0.378833333333333
IHPK1	-0.4395
ATP6V0B	-0.078875
CACNA1E	0.8585
CEACAM8	1.83483333333333
PEX14	-0.7575
FLJ12993	-0.3205
ZBTB38	0.976666666666667
PCTK2	-0.042
LRRC16	1.677
FBLIM1	1.02216666666667
FYCO1	0.76925
RP5-1022P6.2	2.21558333333333
CMTM1	0.6915
PLTP	-0.986333333333334
RAPH1	1.58275
DOCK8	-0.63925
EZH2	-1.053
SLC25A1	-1.297
PLEKHB1	1.0582
GRB7	0.7054
ZFP37	-1.32475
MRPL33	0.65975
PELO	-0.498
ARMC1	-0.720818181818182
C9orf27	0.329
FLJ25778	-0.572
C9orf37	-1.5095
TMEM66	-0.34825
SPRN	-0.120625
HBEGF	1.6195
PI4KA	-1.701
LEPRE1	-1.99375
POU2AF1	-2.2975
MRPL12	0.477333333333333
REP15	1.932
ZC3H3	-0.20825
RASAL1	1.614
DDAH1	2.3865
ACBD5	0.8595
TMC2	-0.0165
CCDC137	-1.27025
SAMD13	2.9485
UGT2B15	-1.16733333333333
TIPARP	-0.82425
DNASE1L3	2.66525
TRIM72	0.575
DBX2	-0.125
IPO8	0.70275
C21orf88	-1.0126
MAP3K14	-0.143
LOC51233	0.320333333333333
GGTLA4	1.38
PDE6D	0.009
ZNF117	-1.56675
CLK2	-1.342875
NKRF	0.1505
TNFSF15	2.7045
DUSP2	0.0125
SECISBP2	-0.1789
GABRR2	-0.622
PPAP2C	2.2145
LOC51145	-0.415333333333333
PAG1	0.143625
PIK3C3	-0.132
GNG10	0.2155
APOL4	0.599666666666667
ANKRD28	-0.838
STMN3	-3.5944
RAB14	0.7151
CDK2AP2	-0.9235
HDDC3	-0.129
COMMD7	0.185875
CXXC1	-0.71775
HMCN1	-1.75933333333333
CD40	-1.1065
DYNC1LI2	-0.104375
GDI1	-0.791
LOC646938	0.43675
VSNL1	2.36266666666667
PIH1D1	-0.422833333333333
RAET1G	0.1575
KRTAP5-9	0.151
EFTUD2	-0.49875
ZNF311	1.1955
ATP6V1G3	-0.076
OR2W3	0.2385
SCN4A	0.08225
MED10	-0.95275
FAM135A	2.4387
ARHGAP4	0.949
EHMT2	-0.997375
UFD1L	-0.23425
ERMP1	0.624
MAG1	0.197
THAP8	-0.202666666666667
HACE1	-0.785333333333333
FAM82C	0.262833333333333
C3orf20	-0.1175
UNC84A	-0.759833333333333
SCD5	0.0347857142857143
LASS6	1.775625
LSG1	-0.09575
MAL	-6.20425
GPR22	-0.704
WDR5B	-0.39375
ACTRT1	0.2435
C17orf60	-0.071
GRIN2C	-0.1722
ARMC8	-0.54175
SLC47A1	-3.08866666666667
DMPK	-0.92675
DHRS13	-0.939333333333333
SMC1A	-0.721666666666667
KRTAP17-1	0.4945
SMYD5	-0.41675
TUSC2	0.12425
CRHR2	0.567
KIR3DL2	-0.2875
CCDC104	0.32975
ATP2C1	0.615375
CROT	0.516
PABPC3	-0.899666666666667
EGR1	-0.109166666666667
THSD1	1.38975
KHK	0.342
SLC12A2	3.883125
CD58	0.85775
STOX2	-2.641
CCDC76	-0.6781
CCDC48	3.77275
DNAH1	-0.0255000000000001
ZIC4	-0.07375
OR1G1	-0.02
PSMC6	-0.0223333333333333
PROKR1	0.3375
ABCB1	2.498375
TRAT1	-2.56
LLGL1	-0.125
MTF1	0.384
USP54	1.3775
PAGE2B	-0.429
ITGB7	-4.652
CCDC81	0.1665
LOC149837	0.716
SCUBE1	-0.044
ZSCAN10	0.6345
HUWE1	0.527214285714286
CDH17	7.46
CD180	-0.333
IL17A	-0.0505
TMPO	-0.09575
KIAA1524	-0.439833333333333
HDGFRP3	-3.916
OXCT1	-0.635909090909091
RRAS2	-1.50616666666667
LTBP2	0.0843125
SV2B	-1.08533333333333
CYP2A6	-0.161625
PKD1L2	-0.737666666666667
PPM1M	-1.85475
FLJ22662	4.42166666666667
ZNF502	2.05775
GP6	-0.30875
CRYBA2	0.1895
LEF1	-2.9305
CTPS	-1.17114285714286
EYA1	-1.917
EPS8L1	0.3075
MAPK14	0.429916666666667
SERPINB2	-5.186625
GTF2F2	1.532
ZNHIT4	-0.266
PLA1A	1.00475
C20orf114	0.132
HPR	-5.535
C18orf2	-2.4365
SATB2	3.4535
KCNJ9	0.02225
MGC157906	0.0565
MOCS3	0.2665
C17orf71	-0.651166666666667
PPHLN1	0.1702
HIST1H2BN	-1.510875
RAPGEF1	-0.283125
MAP3K8	0.381
DLG4	0.0641666666666667
STC1	-0.52775
CDGAP	-0.72725
DDX26B	-0.08275
LOC150223	-1.11525
CPSF3	-0.110166666666667
TMEM14A	0.48575
MYH3	-1.86975
GPKOW	0.76525
SULT1A1	0.4285
SPON1	0.5402
YY1AP1	-1.28483333333333
RAB23	0.0835
PLA2G4A	-4.45725
MAPRE3	0.506
ZNF516	0.661857142857143
GGPS1	0.2135
EXOC3L2	-0.4695
C19orf42	0.2105
MAP2K2	-0.195666666666667
HIST1H2BB	-1.42825
RNF19B	1.76183333333333
C6orf128	-0.400166666666667
TLR8	0.575333333333333
PCDHA9	0.437
CARS2	0.88175
CLUL1	-0.659166666666667
RHAG	-4.117
UNK	-0.402
EXOC8	0.0628
C9orf95	0.69625
C14orf143	0.295666666666667
MAML3	0.028625
LDHA	-1.91
MRPL20	0.4725
KLHDC6	2.68816666666667
ATP5S	1.5735
C8orf55	-0.7235
PHF19	-1.130125
KRTAP13-4	0.546
TTC5	-0.45575
XKR5	-1.04525
SILV	-5.47
TEX28	-0.203
TCTN1	0.2925
CX40.1	-0.02
PPP2R5C	0.7355
C12orf30	-0.606666666666667
CAPG	1.8365
MPZL1	0.9619
ARSB	-0.875166666666667
TDH	-1.58525
WASF4	0.61325
TSSK3	-0.3545
7A5	3.469
CRISPLD1	-1.656
MAD1L1	-1.15583333333333
SPIN4	0.714
AMPD1	-0.813
DPYSL5	-0.27
INPP1	2.43233333333333
ANKRD11	-0.6715
NPAS4	-0.059
GCET2	0.0397
RNASE9	0.792
GUCY2D	-0.216666666666667
CCDC98	-0.27275
FGF4	0.06975
CPM	-1.5225
SLC26A4	-1.107
PLD5	0.877666666666667
FAM59A	1.5682
FBXO5	-1.22533333333333
SIPA1L1	0.859625
DPYS	0.9425
ATG4D	-0.1105
TGM3	0.8975
MTCH1	-1.027
HK1	-0.884285714285714
CDC26	-0.151875
GALNT12	1.29933333333333
LOC339229	-0.86375
MRPL35	0.98525
ORC4L	0.36025
TNKS	0.238714285714286
C2orf24	-0.271666666666667
ZNF553	-0.109333333333333
GGTLA1	0.523
ZNF497	-2.45325
CDY1B	0.513
SLC30A4	0.820125
TUB	-1.36514285714286
ARHGEF18	0.2245
ARRB1	-0.01175
KCNK1	1.2125
EREG	3.4191
SCAMP5	-0.90925
RUNDC3B	-0.304
ADAMTS20	0.0336666666666667
IL17RB	-0.4715
FLJ20323	-0.568
MCAM	-0.77225
POLR3E	-0.903916666666667
AQR	0.5735
IPMK	0.2955
CDCA7	1.58625
CAMP	-1.087
GRHL3	1.55475
ADAMTSL2	-0.142166666666667
CLMN	2.46633333333333
SSTR3	0.6485
MAGEA5	-1.8275
OVOL2	4.19375
JMJD1B	0.3835
RBL2	0.3001
PYGO2	0.233
PPP1R10	0.371166666666667
CSE1L	-0.727166666666667
LCA5	-1.8495
RDH16	-0.31025
ASRGL1	0.565875
TOM1	-0.324333333333333
PTX3	-5.59225
TTC15	0.77425
SCGB3A1	-0.0825
MRPL50	0.247
RCAN3	1.316875
SLC26A11	-0.60625
STYX	-0.432833333333333
CINP	-0.123
MARCH7	0.44775
PFKM	0.0598333333333333
SGMS1	-0.417
RIOK3	0.5063
C1orf110	0.3245
CES7	0.157625
LOC440248	-0.93575
PPP1R12C	-1.08
C10orf27	0.2355
ATG9A	-0.455
MRPS26	0.814
TMEM40	0.788
ELP3	-0.024
ZNF787	0.2098
HIAT1	-0.585625
C8orf34	0.283166666666667
MGC4655	-1.441
PELI1	1.21416666666667
PPT1	-1.406
SLC35C2	-0.2885
C6orf125	0.47625
MUC4	0.131
RFC4	-1.51771428571429
GNB2	-0.93
NUP50	0.4435
SULT4A1	-1.58166666666667
C7	0.439375
CCDC130	-0.264666666666667
ARRDC4	-0.386
RQCD1	0.517
GLYCTK	0.21925
AYTL2	-1.34409090909091
MTUS1	0.9242
LEMD3	0.404666666666667
PLEKHF2	-0.5985
HOXA7	1.633375
GTF3C2	-1.0675
DYNLRB2	-2.365
CNOT10	-0.2605
MR1	0.103833333333333
FFAR1	0.16375
PRIC285	-0.4895
SLITRK6	2.443
LIX1	-1.74444444444444
UBE1L2	-0.180916666666667
F8	-0.648125
ACHE	0.00550000000000001
KPNA5	-0.9855
TNFRSF12A	-0.955166666666667
EGR3	-0.2745
SERPIND1	-4.01483333333333
OASL	2.95375
IFRD1	0.405125
WDFY1	1.15983333333333
ZNF267	-0.688625
ACCN5	0.3435
ZBTB6	0.09275
PPP1R3A	-0.7575
PRRT3	-0.9095
FBXL19	-1.0035
TXNIP	-1.32042857142857
ACTN2	-1.7105
ATG9B	-0.069625
C9orf117	0.131125
IL27	1.6185
RPL36AL	0.579166666666667
KLK15	1.46375
CHAD	-0.2665
RAP2B	-0.0298
HEBP2	1.681
ZNF342	-0.1585
CAMK2G	-0.356
TLR3	2.20475
FGF14	0.01325
HMGB2	-0.83725
TRPM5	0.497166666666667
OR5M11	0.232
KIF3B	1.063
PRICKLE2	-1.445
MTMR9	-0.5685
C3orf27	-0.17975
GLRA3	-0.2485
NSDHL	0.386666666666667
TMEM32	0.75925
POLR2D	-0.0135833333333333
MYADML	-0.0665
C9orf114	-0.8605
MRGPRX1	0.444
TOPORS	0.30975
CLDN19	-0.85025
C1QL4	-0.781
RNF165	-3.8455
DHRS9	4.48675
DNAH2	1.0245
FXR1	-0.944333333333333
ZMYM3	-0.424
CASP3	0.512
FAM120C	-0.24275
SCLY	-0.138
CA7	0.3515
ENTPD5	2.38216666666667
ZNF461	-0.603875
PDIA5	-0.503
C1orf19	-1.437
TMEM67	-0.93175
KCTD20	-0.4415
WDR47	-0.2385
FLJ38723	-0.075
KLRF1	0.313333333333333
TAS2R16	0.203
CLDN12	1.41525
PRKCE	-0.27425
UBXD4	-0.23225
ITGAM	0.770666666666667
GLT8D3	0.541375
WDR31	0.4031
RGS2	-1.488
OR51L1	0.2325
MST1R	2.45825
KIAA1737	0.82875
OR4A5	0.6835
GLIS1	-1.8435
PTMA	0.760071428571429
NAPA	-0.61575
PRDM11	0.199
LIPF	1.238
DIRAS3	-0.665
ASGR2	-4.8635
C1QTNF4	-0.43075
PIK3R4	-1.0355
ARMC3	0.184666666666667
NDUFV3	-0.0523333333333333
BTBD3	0.0596666666666667
PPP1R2	0.5645
UBE2NL	0.99725
FOSL2	0.378142857142857
FAM119A	-0.422166666666667
TUBA4A	0.6324
KRTAP12-1	0.20475
SFRS2	-0.77125
RHPN1	-0.623
EEF2	-0.707166666666667
ZDHHC11	-1.031
EPHA3	-1.5404
RBM12	-0.6425
H2AFJ	0.758833333333333
EDIL3	1.2085
KIF26A	0.65875
SERGEF	-0.44775
B3GALT4	0.76125
LOC90925	0.691833333333333
OSCAR	-0.824625
NPFF	0.60825
DEDD	0.3755
TMEM155	-1.079
PTPN1	-0.286
SCYL2	1.00833333333333
SKAP1	4.19375
LEAP2	-2.46916666666667
GADD45G	1.1092
IFITM3	1.2995
PILRB	-0.544
SLU7	0.003875
DSC3	-0.83275
DNMT3L	-0.3255
PAPD5	-0.36525
B3GNT3	4.04866666666667
LHCGR	0.421
MSL-1	0.2125
UBE2S	-1.04975
SAP130	-0.50075
ANAPC11	0.02
MAGED4B	-4.018
ATP6V1B2	0.656833333333333
C14orf179	0.45425
CAPZA1	0.2445
CDYL2	-0.826166666666667
GLRX3	0.287166666666667
LOC136288	-0.525666666666667
MOBKL1A	-0.36925
HTR2B	0.12975
CRYGD	0.158666666666667
NUS1	0.468833333333333
PGRMC1	1.5735
MYOM2	-0.79925
FLJ39653	-1.39366666666667
CHM	0.6451
OR5M8	0.237
ZNF619	-0.0965
FAM105A	3.229
CCNL1	-1.23925
NAP1L3	-2.29575
C10orf57	0.801166666666667
B3GALNT1	-2.58183333333333
CSN1S2A	-0.7325
TCP10L	0.04975
GDAP2	0.49625
DMKN	-3.41633333333333
COX6B1	0.733
DNASE2	-0.177333333333333
MSH5	-0.91975
LGMN	0.188125
USP31	-0.1039
OR13C8	0.548
SDCBP	0.0146
NUDT11	-3.78766666666667
PYGL	-2.05416666666667
SNPH	-0.7505
B3GNT4	-0.4865
MIZF	-0.7209
NUBPL	0.238
NOD1	0.181166666666667
CDH22	-0.71575
NUBP1	-0.0815
DSCAM	-3.7255
DGKI	-0.9405
FAM136A	0.132
AKAP1	1.48583333333333
SLC16A6	-2.83275
RIN3	0.336
PSG2	0.177
DIP2B	1.07558333333333
PSORS1C1	1.1722
KIAA0495	-2.1
FLJ90709	-0.332833333333333
LPA	-0.163
PIGA	0.2855
LY75	5.178
UTS2	-2.9155
RREB1	0.02675
GALNACT-2	-0.4181
MGC3196	-0.56025
FLJ31568	0.9475
LPHN1	-1.7415
SP1	2.01175
TOX4	-0.111333333333333
HSPA9	0.5253
APOBEC1	5.671
SLC35E4	-1.1075
LSM5	-0.20725
SURF1	-0.08975
ZBTB1	0.0791666666666667
GTF2F1	-0.498875
RPS15A	-0.00635714285714279
DUSP21	-0.255833333333333
GINS4	-2.10533333333333
MYO15A	-1.07366666666667
GIMAP7	2.8315
MGC13379	0.66425
ATP6V1E2	-0.1225
UTP3	-0.0465
HNRPA3	-0.0233125
MT4	-0.8065
C14orf155	0.439
U1SNRNPBP	0.3355
CKLF	0.312333333333333
PLEKHN1	0.490666666666667
MBNL1	-0.812583333333333
NUP160	-1.28675
ACSM2A	-1.0575
LOC129881	-1.20975
KIAA1529	-1.52375
FLJ22639	-0.5505
HAND1	0.129
GSX1	0.397
FGA	-3.6666875
SERPINB1	2.82025
ZNF642	0.924
IGFBP1	-7.0965
SLC1A1	0.672875
DHX57	0.055375
ZNF766	-0.6745
PTPN21	0.1772
GDPD3	0.940833333333333
PNPLA5	-0.021
TBR1	0.312
FAM116A	0.33075
IQGAP1	0.93925
FOS	-0.4605
ZNF226	-0.387625
FIGNL1	-0.0123333333333333
C14orf1	0.165333333333333
ZMYND17	-0.192
PUS7	-0.441166666666667
TUBB6	-2.1495
KCNQ2	-1.71175
MARCH6	-0.791
CCDC33	0.08
PRODH	-1.11575
RBM11	-0.0255
EPHA6	0.629
SLC43A1	0.86575
LOC196541	0.50125
NTN1	-0.361333333333333
ING4	-0.95925
PCDHB10	-1.40875
DPH2	-0.446
SPACA4	0.6355
FBXL21	-3.991
DIAPH1	-0.552
ZNF71	-0.488666666666667
CEP76	0.0505
CORO1A	-1.47225
RRM2	-0.533
EDG4	0.599
OS9	0.292666666666667
SLC4A1AP	0.271
COG5	0.22
COPS8	-0.4055
NGLY1	-0.95725
NCBP2	0.641875
C17orf42	-0.1415
GPSM3	0.11225
SIL1	0.414666666666667
ASB6	-1.10375
SMAD5OS	-0.188
UNC93A	1.41275
A1BG	-2.19833333333333
C21orf62	0.484
FMO5	-0.00174999999999999
ATRIP	-1.17066666666667
CEBPG	1.10016666666667
C7orf38	-0.579166666666667
TNFRSF1B	0.874166666666667
CLEC1A	0.0323333333333333
IQSEC1	-0.91725
PATZ1	0.2113
RBM22	0.53525
BAG2	-1.46466666666667
PAQR5	1.459
C9orf127	-0.1464
THNSL1	0.29275
SHROOM3	2.263
JAM2	-2.03925
SNRPN	-1.324
ALX4	-0.1925
CACNA1S	0.2985
FAM130A1	0.09275
CORIN	-0.049
CD300LB	0.2645
PLEKHG6	1.637
LRRC40	-0.792
PCLKC	1.7535
PCDHB16	-2.236
WNT2B	1.37683333333333
ASNS	-0.108666666666667
MRPL49	-0.297125
FLJ46111	0.778
ISG20	0.532625
SMU1	0.783
CASZ1	0.2065
POLR1D	0.27075
GIN1	-0.1055
SNAG1	-0.319333333333333
ANKRD29	-0.8745
CDKN2AIP	0.52575
KRR1	0.151
CXCL1	3.612
EPM2A	-0.609777777777778
PC	-1.62016666666667
DEFB127	-0.0235
PDZRN4	0.737166666666667
FAH	-0.1825
OR51E1	2.0055
CDC2L6	-0.0753333333333333
DNTTIP1	0.586
PAX8	0.948
TMEM116	-0.98925
C1orf150	0.0895
PRO2012	0.55025
MRPL40	-0.486166666666667
BEX1	-4.1397
SLC2A4	-0.5475
PKMYT1	-1.871
FEZF2	0.63
SLC26A9	-1.11775
MAP2	-0.621727272727273
LYL1	-2.134
SLC25A19	-0.901
NOS3	0.5355
ZNF34	-1.27916666666667
TMPRSS11F	0.4745
FAM43A	-0.22025
FCRL4	0.0911666666666667
KLF14	0.342
FLRT2	-2.19116666666667
WRN	-1.03125
SDF2	-0.2304
KRT8P12	0.489
C6orf195	0.9335
C9orf125	1.63
DZIP3	-0.685125
RIT1	-0.317083333333333
SCML1	0.266666666666667
RHBDF2	0.111875
OR2G3	0.777
REXO1L1	0.2155
MAP3K7IP3	1.43275
C3orf57	-7.61125
FBXW11	-0.00516666666666667
ETAA1	-0.67325
C14orf131	-0.5731
AKT1S1	-1.2835
SLC12A5	-0.48425
C9orf164	0.8925
NRIP3	-0.756375
NOS1AP	-0.9895
TMEM121	-3.094
SAP30BP	-0.3912
DGCR6	-0.9035
WDR76	-1.668
FAM82B	-0.738083333333333
LOC606495	0.0835
MAP9	-1.99333333333333
BCDIN3D	0.69425
CXorf36	1.37533333333333
DSCR3	0.5743
ZFAND3	0.117375
C7orf43	0.296833333333333
SPSB3	-0.4482
C19orf19	0.5385
FAM133A	-2.95185714285714
C12orf25	0.0975
SLC39A3	-0.962375
DISP2	0.098
PI4KAP2	-2.6175
MKRN3	-2.328
ADAMTS13	-1.129875
CBLN3	0.0908
TTYH1	-1.90966666666667
C3orf18	-1.6685
FLJ13236	1.292
ZMYND12	1.956
C18orf25	0.52925
GLB1L3	-0.5095
ATP13A5	-0.2665
RANBP10	0.13275
CD96	-1.4338
DENND1C	-1.05675
RBMS3	-1.4206
SLC41A3	-0.0571666666666667
DGCR6L	-0.7955
TMEM128	0.558166666666667
CSNK1G3	0.446071428571429
MOBKL2C	0.76475
TSPAN6	2.3865
MATN2	-1.8925
MSL2L1	-0.279333333333333
ST6GALNAC2	-3.91716666666667
FGFBP2	-0.881857142857143
FGL1	-7.087
MPP3	-1.45583333333333
ARHGEF6	-1.53683333333333
TGFBR2	0.917
ACMSD	-1.31966666666667
IL33	6.6535
C9orf5	-0.853272727272727
DEAF1	-0.8024
AMN	1.8345
DEFA6	7.800875
RNF212	-1.07475
METT5D1	0.602666666666667
CIB1	1.0133
TSSK1B	-0.11975
KIAA1727	2.22825
ZNF680	-1.52725
LOC399900	-0.663
LOC152217	-0.321583333333333
CTNNAL1	-1.7885
CIT	-1.1715
TLE6	-0.64125
ZNF607	-0.05275
HERC4	-0.271333333333333
DRAP1	-0.9004
PEMT	-0.53625
C10orf111	-0.888
ZNF575	0.775875
KCTD7	0.2015
MYO1F	-0.146875
LOC285382	0.99225
RAB11A	0.8337
PLCD3	0.0945
C15orf28	0.113
PTBP2	-1.036
CTB-1048E9.5	-0.395
C19orf60	0.767666666666667
C7orf25	-0.291666666666667
SETD7	0.69875
HOXB9	2.375
VANGL1	0.2904375
CHAF1B	-1.43025
NDUFA3	0.499
KIAA1328	-0.739666666666667
SHARPIN	-0.428
TTC23	0.06825
UGP2	0.47975
ANKIB1	-0.4795
CIRBP	-0.680857142857143
SEC14L4	0.779
OVCH1	-0.341
VPS52	-0.7785
FAT	2.0695
M6PRBP1	-0.551
GPRIN3	-0.0690000000000001
PPM1F	-0.837833333333333
TSR1	-0.1485
CCDC85A	-0.319
PCSK5	-0.00375
ZFHX3	-0.2715
HEMK1	-0.3614
PGBD2	-0.34975
RSRC2	0.11
AURKC	-1.422
SCRIB	-0.27225
ORM2	-5.59933333333333
FAM115A	-1.0177
FZD6	0.343375
UNC119	-0.277333333333333
GPX3	-1.4992
NOV	-2.457875
CABC1	-0.219625
CDC42SE2	0.85575
EIF2S2	0.316
RNF130	0.73475
CKAP5	-1.2855
RP11-413M3.2	-0.034625
C10orf18	-0.1079
TMEM93	0.4515
DYX1C1	0.652
KCNMB2	-0.714
ANK3	0.92475
KRT5	-3.6209
CDH12	-0.949
QRSL1	0.6955
JUB	-0.43175
SHC4	-1.91875
CCL15	1.71666666666667
CCDC22	0.845
SNX24	-1.609
RARS	-0.0985
MORC2	-0.237625
FAM48A	-0.406
MT1H	-1.0365
PPP1R14C	2.753
FOXD1	-1.67414285714286
C1orf213	-2.2545
AMT	-1.1867
DSN1	-1.245
PTPLAD2	0.17425
DIS3L	-0.5435
RASL11A	1.3875
GPRC5B	-0.712875
FRMD7	-0.0365
STRN4	-0.4245
KITLG	0.560090909090909
HDGF	-0.9825
OR1S1	-0.3525
SETX	-0.0813
DDR2	-1.627
KCTD12	-0.8985
LYZL2	-0.551
WDR52	-0.4695
TMEM2	1.365875
ZNF579	0.343333333333333
LOC200810	0.67725
TNFSF9	-0.272625
PPFIA4	-4.7675
CNIH3	-1.3515
MAP4K4	-0.952285714285714
ROD1	1.62271428571429
ALS2CR12	0.268
DOCK3	-0.524666666666667
PAQR9	-3.89175
ASB17	0.0498
STX16	-0.2155
FEZ2	0.117333333333333
DLAT	0.0673333333333333
KIF21B	0.350833333333333
CDC5L	-0.03
TMEM119	0.303
CRIP3	-0.85325
TPSD1	0.0655
TEPP	0.248
GNGT2	0.41275
C21orf121	0.3195
WNK1	-0.06075
FLJ10490	0.4166
OR51B5	-1.4915
LOC203547	1.215
HAS1	-0.8175
PPA1	0.988
ST7	-0.311125
C11orf46	0.1209
POPDC3	-1.34683333333333
ACOX2	2.3435
ATCAY	-0.338833333333334
TM4SF19	0.62425
MFSD9	0.853
PDHB	-0.10825
ERN1	-0.03125
LCE3C	-0.142
GPR111	0.678
NOTCH3	-0.0621666666666667
ADAMTS5	0.6085
B3GALT1	-0.593
UGCGL1	0.825166666666667
FAM58A	1.31666666666667
FBXO32	-0.58975
CLPP	-0.12475
NXPH1	-0.07925
MTMR3	0.699666666666667
ATP1B3	0.1575
TMEM16A	2.68775
HIST1H3F	-0.206
TRIM25	0.449166666666667
SDCBP2	4.894
CRKL	-0.952375
HOXB2	-2.26783333333333
ANP32B	-0.09425
GATM	3.221
AP4E1	0.228875
EDG5	-0.173875
CDKN3	-0.164166666666667
CDH4	-2.42925
PGD	-0.396166666666667
RND1	0.169
GAD1	-0.8008
MPG	0.16625
LOC440350	-1.1605
ZNF133	-0.14225
SERPINB12	0.91
AMELY	0.3345
DHX36	-1.51225
TNFAIP8L2	1.85333333333333
PHTF2	-0.912588235294117
CCDC112	0.3065
IQCC	-1.53875
HEYL	2.3665
FTSJ2	-1.24733333333333
APPL1	-0.38725
RAB43	0.086
OR10G2	0.2775
WAC	-0.0248333333333333
ADCY9	-1.312
RUNDC2B	-1.01816666666667
PYCRL	-1.321
AGPAT7	0.1315
SLC22A9	-1.0375
CDKAL1	0.686
PDYN	-0.03
C20orf74	2.0195
MTMR11	2.83325
VAV3	2.76608333333333
DAPL1	3.68825
STXBP3	0.429
EIF3G	-0.412
ARHGAP22	-2.2335
NPFFR1	0.224
NPC1	-0.406666666666667
ALDH9A1	0.389833333333333
ZNF600	0.237625
ZNF678	-1.03183333333333
RASSF1	-0.805166666666667
ADD2	-2.8815
PITPNB	0.158
PKD2L2	0.2715
LRP11	1.09125
CDKL1	0.16875
SMEK2	1.27675
PRODH2	-3.72283333333333
C11orf54	0.1195
SFRS11	-0.851166666666667
IL7	2.89783333333333
ALS2CR16	0.7575
BTG3	0.402
PAK2	-0.624444444444444
RP11-679B17.1	-3.65325
GATA4	-2.6655
ATP2B1	-0.5715
LOC130940	0.0025
C1orf172	2.91066666666667
ATF7IP2	0.65425
SLC25A43	1.18516666666667
CENTG3	-0.7505
IGF2BP1	-3.8598
FCHSD1	0.103
CAMK2N2	0.511333333333333
ELAVL3	-0.0987
NBPF15	-1.3825
UBE2J2	-0.355333333333333
GNL2	-0.637
PRR3	-0.4736
NLF2	0.8495
OR4F6	-1.167
KLHL24	0.461666666666667
CCDC88A	-3.3499
SGPP1	0.447166666666667
C10orf11	0.903666666666667
SLC35B4	-1.715
UGT3A2	-0.747
ARNT2	-2.7129
CBR1	0.484375
ITPR3	0.468
TRAPPC6B	0.5432
AMZ1	-2.892
ARP11	2.01575
WDSUB1	0.823
APBA1	0.1155
RAB2A	0.6222
C6orf162	0.202375
HPSE2	0.04325
PLCE1	0.6735
INSL3	-0.03275
DLG1	0.1284
PTPLA	-3.5905
PIGX	-0.407625
TFIP11	-0.252333333333333
FIBIN	1.1015
POLR2G	-0.7865
GRAP2	-1.4441
DNAJB8	0.01625
CNBP	0.5175
WASF1	-2.75875
INPP5E	-1.5706
HSPB1	-1.2638125
TMEM167	-0.5282
CUBN	0.1375
IGF1	0.0491875
ITPK1	0.6476
NAALAD2	-1.000625
G3BP1	0.9079
NT5DC1	0.901
CYP39A1	3.387
TMEM139	2.129
POLK	-0.7904
GLULD1	-2.03525
RBM15	-1.27866666666667
AMZ2	-0.54875
GDF15	2.40616666666667
MESDC2	-0.02075
INCA	1.9375
ACY1L2	0.884
GZMM	-0.882166666666667
PAIP1	-0.03125
CACNA2D1	-0.41725
STK32C	-1.13366666666667
SH3BP4	1.73566666666667
DEC1	0.165
PADI1	0.199
UBB	-0.0705
PON3	-0.495166666666667
PROP1	0.41
ANKRD13B	-0.687
ADCK1	-0.38325
TCF25	-0.276083333333333
SLC38A5	0.3015
CXorf26	0.9845
C19orf39	0.36225
PPP1R13B	0.99925
ARL2	-0.8975
TCL6	-0.139666666666667
TOP3A	-0.7215
SLC16A14	0.98675
FXYD6	-0.633
HIST1H4E	0.2685
BBC3	0.696578947368421
UNC5A	0.3765
FAM86C	-0.3342
PI4KB	-0.8855
B3GAT1	-3.252
SUSD2	-1.0305
OAZ2	-1.17333333333333
NOC4L	-0.0785
C10orf12	0.73725
FADS1	-3.5335
LOC144097	-0.93525
DKK2	-0.492
KIAA1949	-0.997
RHOT1	-0.0424
OXT	0.102166666666667
GPR153	0.35225
ARL4A	0.300333333333333
SAAL1	-0.361
CCDC64	-0.4995
USE1	-0.2585
HNMT	1.53333333333333
PCGF3	0.0859375
CYP2C19	0.8685
C20orf4	-0.223
CCDC11	-1.1235
ACSBG2	0.00424999999999998
RWDD2A	0.00275
PALLD	0.432125
CPLX4	0.0835
LOC492311	0.325
KPNA2	-0.925333333333333
MACROD1	0.1119
