Hybridization REF	TCGA-AA-A02W-01A-01R-A00A-07
EPDR1	0.6067
MUSK	0.191666666666667
ZNF434	-0.553333333333333
SMARCD1	0.297333333333333
ZFP106	-0.61
ZNF347	-0.0491
GTF2E1	0.34675
RY1	-0.532
ATAD2B	0.19025
ARHGAP17	0.3126
KCNIP3	-1.8905
SFPQ	0.244
GFRA4	0.327333333333333
AKR1B10	-3.26875
TIGD6	0.224333333333333
RGS16	1.055375
URB1	-0.179666666666667
OR4C46	-0.1195
TOP3B	-0.807
NFATC4	0.23
CA14	-5.45725
BMPR1A	-0.424666666666667
SNRP70	-0.85975
PRL	0.117666666666667
C6orf130	0.08025
STAG2	0.62575
CD55	-1.08471428571429
RPS23	0.488833333333333
SSX2	-1.13216666666667
FDPSL2A	-1.04225
FBXO27	-0.697875
SYNGR3	-1.507
TMSL3	1.132
EML1	-2.576
NUP93	-0.700833333333333
SMAD3	-0.3683
KIAA1189	-0.0455
HNRPUL2	0.564
TBC1D12	-0.0466666666666667
C16orf24	0.0965
MRVI1	2.27616666666667
ZNF581	-0.182
ELOVL3	-0.5455
OR51Q1	0.27725
CACNB3	0.356
GALNT13	-1.56675
C10orf84	0.2381875
NEDD4	-0.1242
SPO11	0.2695
OR5AU1	0.1255
NEK4	0.441428571428571
PRKAR2A	-0.129833333333333
IHPK1	-0.514333333333333
ATP6V0B	0.027625
CACNA1E	0.5845
CEACAM8	2.1515
PEX14	-0.8555
FLJ12993	0.539
ZBTB38	1.10975
PCTK2	-0.296833333333333
LRRC16	0.7975
FBLIM1	0.652083333333333
FYCO1	0.983
RP5-1022P6.2	2.76141666666667
CMTM1	-0.666
PLTP	0.822833333333333
RAPH1	0.268125
DOCK8	-0.426125
EZH2	-0.747666666666667
SLC25A1	-0.369333333333333
PLEKHB1	1.8339
GRB7	2.2527
ZFP37	-2.3575
MRPL33	0.0185
PELO	-0.9725
ARMC1	0.607818181818182
C9orf27	0.08225
FLJ25778	0.056
C9orf37	-1.60666666666667
TMEM66	-1.19575
SPRN	0.119125
HBEGF	0.733875
PI4KA	-1.643
LEPRE1	-1.41925
POU2AF1	-2.511875
MRPL12	0.355166666666667
REP15	-0.0195
ZC3H3	0.9455
RASAL1	1.29225
DDAH1	2.545125
ACBD5	-0.399125
TMC2	0.1705
CCDC137	-0.2335
SAMD13	3.28616666666667
UGT2B15	-1.304
TIPARP	-0.524
DNASE1L3	2.79125
TRIM72	0.427833333333333
DBX2	-0.10675
IPO8	0.042
C21orf88	-0.8631
MAP3K14	0.62775
LOC51233	0.058
GGTLA4	-0.8855
PDE6D	-0.1575
ZNF117	-0.2665
CLK2	-0.63625
NKRF	0.65125
TNFSF15	2.0515
DUSP2	0.863125
SECISBP2	0.542
GABRR2	0.077
PPAP2C	1.13225
LOC51145	-0.0281666666666667
PAG1	1.355625
PIK3C3	-0.341
GNG10	-0.5585
APOL4	0.402666666666667
ANKRD28	-0.348625
STMN3	0.1836
RAB14	-0.1112
CDK2AP2	1.058
HDDC3	0.087375
COMMD7	0.69475
CXXC1	-0.61425
HMCN1	-1.5135
CD40	-0.189
DYNC1LI2	-0.117875
GDI1	0.3075
LOC646938	-0.1615
VSNL1	1.477
PIH1D1	-0.562
RAET1G	-0.4485
KRTAP5-9	0.2445
EFTUD2	0.091
ZNF311	1.11633333333333
ATP6V1G3	-0.257
OR2W3	0.17075
SCN4A	-0.13275
MED10	0.31325
FAM135A	1.55
ARHGAP4	-2.277
EHMT2	-0.073625
UFD1L	-1.13225
ERMP1	0.795
MAG1	-1.84816666666667
THAP8	-0.4855
HACE1	-1.0105
FAM82C	-0.727333333333333
C3orf20	-0.013
UNC84A	-0.177833333333333
SCD5	-0.441071428571429
LASS6	2.124625
LSG1	0.569833333333333
MAL	-6.0745
GPR22	0.0015
WDR5B	1.35875
ACTRT1	-0.17
C17orf60	-1.1275
GRIN2C	1.131
ARMC8	-0.39925
SLC47A1	-3.06766666666667
DMPK	-0.4655
DHRS13	-1.14316666666667
SMC1A	0.0426666666666667
KRTAP17-1	0.2165
SMYD5	0.35425
TUSC2	0.472375
CRHR2	0.6275
KIR3DL2	0.6595
CCDC104	0.02775
ATP2C1	0.7765
CROT	-0.4485
PABPC3	1.41766666666667
EGR1	-0.00683333333333333
THSD1	1.93975
KHK	0.8645
SLC12A2	2.0285625
CD58	-0.2245
STOX2	-2.11716666666667
CCDC76	-0.0482
CCDC48	3.49225
DNAH1	0.735666666666667
ZIC4	-0.00825000000000001
OR1G1	-0.4175
PSMC6	-0.218666666666667
PROKR1	0.2625
ABCB1	3.77275
TRAT1	-2.00075
LLGL1	0.144
MTF1	0.40275
USP54	0.861625
PAGE2B	-1.8555
ITGB7	-4.58225
CCDC81	0.02
LOC149837	1.171
SCUBE1	0.2845
ZSCAN10	0.463
HUWE1	-0.0772142857142857
CDH17	7.187
CD180	-0.27875
IL17A	0.11625
TMPO	-0.628
KIAA1524	-0.778333333333333
HDGFRP3	-1.04983333333333
OXCT1	0.163545454545455
RRAS2	-0.281333333333333
LTBP2	0.8258125
SV2B	-0.368833333333333
CYP2A6	0.03125
PKD1L2	-0.659333333333333
PPM1M	-0.15075
FLJ22662	3.91366666666667
ZNF502	2.45925
GP6	-0.411
CRYBA2	1.465
LEF1	-2.7171
CTPS	-1.28457142857143
EYA1	-2.24033333333333
EPS8L1	-0.197
MAPK14	-0.0206666666666667
SERPINB2	-5.265
GTF2F2	1.1925
ZNHIT4	0.178
PLA1A	0.636375
C20orf114	-0.17725
HPR	-5.118
C18orf2	-2.754
SATB2	2.831
KCNJ9	0.00187500000000002
MGC157906	0.212
MOCS3	1.1435
C17orf71	-0.498
PPHLN1	0.0917
HIST1H2BN	-1.652375
RAPGEF1	-0.317
MAP3K8	1.1335
DLG4	0.0271666666666666
STC1	-1.96408333333333
CDGAP	-0.36525
DDX26B	-0.06325
LOC150223	-0.59675
CPSF3	-0.389333333333333
TMEM14A	0.0455
MYH3	0.489
GPKOW	-0.099
SULT1A1	-0.548666666666667
SPON1	0.5068
YY1AP1	-0.799
RAB23	0.1245
PLA2G4A	-4.24925
MAPRE3	0.11425
ZNF516	-0.00785714285714286
GGPS1	-0.24475
EXOC3L2	0.230125
C19orf42	-0.1919
MAP2K2	-0.572333333333333
HIST1H2BB	-1.96675
RNF19B	0.7945
C6orf128	-0.5525
TLR8	0.531
PCDHA9	0.257
CARS2	1.26025
CLUL1	-1.22616666666667
RHAG	-4.38583333333333
UNK	-0.001
EXOC8	-0.1876
C9orf95	1.12275
C14orf143	0.0555
MAML3	0.178
LDHA	-1.445
MRPL20	-0.031
KLHDC6	3.37583333333333
ATP5S	0.259666666666667
C8orf55	0.25475
PHF19	-1.5465
KRTAP13-4	0.376
TTC5	0.03975
XKR5	-0.05
SILV	-5.41316666666667
TEX28	-0.193
TCTN1	0.41775
CX40.1	0.09425
PPP2R5C	0.421125
C12orf30	-0.5915
CAPG	1.51275
MPZL1	0.25265
ARSB	-1.386
TDH	-2.234
WASF4	0.47375
TSSK3	-0.629333333333333
7A5	2.91
CRISPLD1	-1.581375
MAD1L1	-0.504
SPIN4	0.344333333333333
AMPD1	-0.27225
DPYSL5	0.3665
INPP1	0.444666666666667
ANKRD11	-0.642333333333333
NPAS4	0.185875
GCET2	-0.1931
RNASE9	0.1725
GUCY2D	-0.0181666666666667
CCDC98	-0.30525
FGF4	-0.068625
CPM	1.384
SLC26A4	-2.6145
PLD5	-0.34
FAM59A	0.9011
FBXO5	-1.50844444444444
SIPA1L1	0.3645
DPYS	0.33375
ATG4D	-0.828
TGM3	-0.032
MTCH1	-0.47675
HK1	-1.0875
CDC26	0.08925
GALNT12	0.8755
LOC339229	0.2705
MRPL35	-0.301375
ORC4L	0.518875
TNKS	-0.7135
C2orf24	0.0353333333333333
ZNF553	0.6785
GGTLA1	1.5723
ZNF497	-2.51475
CDY1B	0.331
SLC30A4	0.38875
TUB	-1.522375
ARHGEF18	-0.10025
ARRB1	1.30375
KCNK1	0.042375
EREG	3.3065
SCAMP5	-0.20625
RUNDC3B	0.9725
ADAMTS20	-0.00133333333333333
IL17RB	0.804875
FLJ20323	-0.62175
MCAM	-0.622
POLR3E	0.863666666666667
AQR	0.116
IPMK	0.0185
CDCA7	1.75
CAMP	-1.91975
GRHL3	1.13425
ADAMTSL2	0.830666666666667
CLMN	1.837
SSTR3	0.234
MAGEA5	-1.965
OVOL2	4.0675
JMJD1B	0.205
RBL2	0.7033
PYGO2	0.20225
PPP1R10	0.453833333333333
CSE1L	-0.0911666666666667
LCA5	-0.09625
RDH16	-0.0045
ASRGL1	-0.074375
TOM1	-0.718166666666667
PTX3	-6.32125
TTC15	0.19575
SCGB3A1	0.367833333333333
MRPL50	-0.80525
RCAN3	0.919625
SLC26A11	-0.40775
STYX	-0.599166666666667
CINP	-0.01825
MARCH7	-0.55975
PFKM	-0.0663333333333333
SGMS1	-0.848833333333333
RIOK3	-0.0204
C1orf110	-0.5735
CES7	0.05525
LOC440248	0.285
PPP1R12C	-0.97475
C10orf27	0.5235
ATG9A	-0.3115
MRPS26	1.236
TMEM40	-0.598
ELP3	-1.2608
ZNF787	0.3252
HIAT1	-0.4045
C8orf34	0.172166666666667
MGC4655	-1.0249
PELI1	1.1985
PPT1	-0.5926
SLC35C2	0.0481666666666667
C6orf125	-0.18925
MUC4	0.825166666666667
RFC4	-1.41142857142857
GNB2	0.0223333333333334
NUP50	-0.214
SULT4A1	-1.08333333333333
C7	1.85525
CCDC130	-0.142333333333333
ARRDC4	0.98425
RQCD1	-0.83
GLYCTK	0.9165
AYTL2	0.446636363636364
MTUS1	-0.7265
LEMD3	0.850833333333333
PLEKHF2	0.4575
HOXA7	2.395375
GTF3C2	-0.743
DYNLRB2	0.05875
CNOT10	0.18275
MR1	-1.04116666666667
FFAR1	0.16575
PRIC285	-0.2015
SLITRK6	-0.1255
LIX1	-1.6405
UBE1L2	-0.46475
F8	-0.39825
ACHE	0.904333333333333
KPNA5	-1.01475
TNFRSF12A	-1.61583333333333
EGR3	-1.885
SERPIND1	-3.55866666666667
OASL	0.23375
IFRD1	-0.42175
WDFY1	0.1195
ZNF267	0.807
ACCN5	0.2755
ZBTB6	0.22
PPP1R3A	0.084
PRRT3	-0.515
FBXL19	-0.379
TXNIP	0.356642857142857
ACTN2	-1.619
ATG9B	0.172625
C9orf117	0.240375
IL27	-0.911
RPL36AL	0.210333333333333
KLK15	0.18175
CHAD	-0.109
RAP2B	-0.3574
HEBP2	1.47125
ZNF342	0.023
CAMK2G	-0.140666666666667
TLR3	0.21525
FGF14	0.1655
HMGB2	-1.259
TRPM5	0.5905
OR5M11	0.377
KIF3B	1.06136842105263
PRICKLE2	-1.51975
MTMR9	-1.1075
C3orf27	0.052
GLRA3	-1.23533333333333
NSDHL	0.267166666666667
TMEM32	0.5475
POLR2D	-0.385583333333333
MYADML	0.0515
C9orf114	-0.736
MRGPRX1	0.4485
TOPORS	0.568
CLDN19	-0.7255
C1QL4	-0.1015
RNF165	-3.4755
DHRS9	-1.32425
DNAH2	0.94
FXR1	-1.08683333333333
ZMYM3	-0.753375
CASP3	0.211
FAM120C	0.0395
SCLY	0.58925
CA7	0.1405
ENTPD5	0.534333333333333
ZNF461	-0.102875
PDIA5	0.73375
C1orf19	-0.673833333333333
TMEM67	1.07875
KCTD20	-0.21125
WDR47	-0.747
FLJ38723	0.1205
KLRF1	-0.285166666666667
TAS2R16	0.4525
CLDN12	1.27625
PRKCE	-1.21075
UBXD4	-0.6115
ITGAM	0.792666666666667
GLT8D3	-0.446875
WDR31	0.9294
RGS2	-0.617
OR51L1	0.2795
MST1R	1.77775
KIAA1737	0.8405
OR4A5	0.886
GLIS1	-2.1085
PTMA	0.297642857142857
NAPA	-0.367
PRDM11	0.1565
LIPF	0.117
DIRAS3	-0.8585
ASGR2	-4.716625
C1QTNF4	-0.093
PIK3R4	-0.223833333333333
ARMC3	0.0965
NDUFV3	-0.592
BTBD3	-0.442833333333333
PPP1R2	0.169666666666667
UBE2NL	-0.3885
FOSL2	0.276785714285714
FAM119A	-0.618833333333333
TUBA4A	0.2868
KRTAP12-1	0.23075
SFRS2	-0.00800000000000001
RHPN1	0.2727
EEF2	-0.315
ZDHHC11	0.660333333333333
EPHA3	-1.5397
RBM12	0.6985
H2AFJ	0.0694166666666667
EDIL3	1.372
KIF26A	-2.55525
SERGEF	0.19925
B3GALT4	2.376
LOC90925	0.812
OSCAR	-0.976125
NPFF	0.2085
DEDD	0.02525
TMEM155	-0.7455
PTPN1	-0.19425
SCYL2	0.177833333333333
SKAP1	3.517
LEAP2	-2.17783333333333
GADD45G	0.6502
IFITM3	0.827625
PILRB	-0.3065
SLU7	-0.17225
DSC3	1.86375
DNMT3L	-0.636
PAPD5	0.827
B3GNT3	3.04683333333333
LHCGR	0.466
MSL-1	0.459
UBE2S	-1.653125
SAP130	-0.47275
ANAPC11	0.21375
MAGED4B	-3.5175
ATP6V1B2	-1.23833333333333
C14orf179	0.769
CAPZA1	-0.576375
CDYL2	-1.33533333333333
GLRX3	-0.7195
LOC136288	0.23875
MOBKL1A	-0.8405
HTR2B	1.87175
CRYGD	0.219833333333333
NUS1	-0.3845
PGRMC1	0.5935
MYOM2	0.635
FLJ39653	0.376166666666667
CHM	0.7453
OR5M8	0.3385
ZNF619	0.123
FAM105A	4.097
CCNL1	-0.18125
NAP1L3	-1.979
C10orf57	0.891333333333333
B3GALNT1	-2.72383333333333
CSN1S2A	0.2145
TCP10L	-1.4015
GDAP2	-0.193125
DMKN	-0.141833333333333
COX6B1	0.25175
DNASE2	-0.488
MSH5	-0.3765
LGMN	0.178875
USP31	-0.0878
OR13C8	0.5975
SDCBP	0.2575
NUDT11	-3.65816666666667
PYGL	-0.0651666666666667
SNPH	-1.06333333333333
B3GNT4	-0.2505
MIZF	0.406
NUBPL	1.1005
NOD1	0.481166666666667
CDH22	-0.448875
NUBP1	-0.403666666666667
DSCAM	-4.351
DGKI	-0.8965
FAM136A	0.158
AKAP1	2.17183333333333
SLC16A6	-1.9765
RIN3	0.1685
PSG2	-0.01875
DIP2B	0.2555
PSORS1C1	1.3501
KIAA0495	-2.951
FLJ90709	-0.163833333333333
LPA	0.542333333333333
PIGA	0.1485
LY75	3.80366666666667
UTS2	-5.26333333333333
RREB1	-0.0775
GALNACT-2	-0.5035
MGC3196	0.02375
FLJ31568	3.686
LPHN1	-1.020625
SP1	0.630625
TOX4	0.126
HSPA9	-0.1038
APOBEC1	4.323
SLC35E4	-0.04525
LSM5	-0.34775
SURF1	0.09925
ZBTB1	0.288166666666667
GTF2F1	-0.298625
RPS15A	0.906785714285714
DUSP21	-0.997833333333333
GINS4	-0.326166666666667
MYO15A	0.295166666666667
GIMAP7	2.369
MGC13379	1.65825
ATP6V1E2	0.3085
UTP3	-0.39425
HNRPA3	-0.1226875
MT4	0.1085
C14orf155	-0.853666666666667
U1SNRNPBP	0.14975
CKLF	-1.59816666666667
PLEKHN1	1.21966666666667
MBNL1	-0.78375
NUP160	-0.81175
ACSM2A	-1.6815
LOC129881	-0.728
KIAA1529	-0.1055
FLJ22639	-0.41225
HAND1	0.0185
GSX1	0.3255
FGA	-4.20746666666667
SERPINB1	1.29
ZNF642	0.337
IGFBP1	-8.142875
SLC1A1	0.616625
DHX57	0.2425
ZNF766	0.1195
PTPN21	-0.2474
GDPD3	-0.252
PNPLA5	-0.0245
TBR1	0.1915
FAM116A	-0.04875
IQGAP1	0.293
FOS	1.112375
ZNF226	-0.78875
FIGNL1	-0.108333333333333
C14orf1	0.414166666666667
ZMYND17	-0.2095
PUS7	0.2995
TUBB6	-2.4035
KCNQ2	-1.79875
MARCH6	1.07833333333333
CCDC33	0.09
PRODH	-0.36575
RBM11	-1.1735
EPHA6	-0.173875
SLC43A1	1.8585
LOC196541	-0.4085
NTN1	0.1105
ING4	0.1355
PCDHB10	-0.968
DPH2	-0.211
SPACA4	1.05375
FBXL21	-3.243
DIAPH1	-0.654833333333333
ZNF71	0.296666666666667
CEP76	-0.5665
CORO1A	-0.42775
RRM2	-1.223375
EDG4	-0.01375
OS9	0.278333333333333
SLC4A1AP	0.039
COG5	0.3725
COPS8	-0.934
NGLY1	-0.3375
NCBP2	1.113
C17orf42	-0.326
GPSM3	0.553625
SIL1	-0.2455
ASB6	-0.68825
SMAD5OS	0.3335
UNC93A	-0.893375
A1BG	-1.90233333333333
C21orf62	0.229
FMO5	1.5735
ATRIP	-0.705166666666667
CEBPG	0.513833333333333
C7orf38	0.391
TNFRSF1B	1.13066666666667
CLEC1A	0.310833333333333
IQSEC1	-0.691125
PATZ1	0.8434
RBM22	0.49125
BAG2	-2.4365
PAQR5	0.230833333333333
C9orf127	0.5919
THNSL1	0.3885
SHROOM3	2.0552
JAM2	-1.73525
SNRPN	-1.33475
ALX4	0.176
CACNA1S	-0.3375
FAM130A1	0.17325
CORIN	0.4735
CD300LB	0.1115
PLEKHG6	1.508
LRRC40	-1.6255
PCLKC	-0.30525
PCDHB16	-0.0185
WNT2B	1.31683333333333
ASNS	-0.904111111111111
MRPL49	-0.21075
FLJ46111	0.01975
ISG20	-1.20025
SMU1	0.0628333333333333
CASZ1	0.324
POLR1D	0.760416666666667
GIN1	-1.07625
SNAG1	-0.7835
ANKRD29	-2.9115
CDKN2AIP	0.49275
KRR1	-0.0405
CXCL1	1.89583333333333
EPM2A	-0.7311
PC	-1.5965
DEFB127	0.4105
PDZRN4	1.0725
FAH	-0.6115
OR51E1	1.4385
CDC2L6	0.167166666666667
DNTTIP1	0.94375
PAX8	0.66375
TMEM116	-0.86
C1orf150	-0.066
PRO2012	0.2095
MRPL40	-0.846333333333333
BEX1	-3.9866
SLC2A4	0.281
PKMYT1	-1.10775
FEZF2	-0.207666666666667
SLC26A9	-0.9875
MAP2	-0.542666666666667
LYL1	-1.85225
SLC25A19	-0.235166666666667
NOS3	0.0495
ZNF34	0.9795
TMPRSS11F	-0.46325
FAM43A	-0.5165
FCRL4	0.3615
KLF14	0.2925
FLRT2	-1.90816666666667
WRN	-1.62525
SDF2	0.4515
KRT8P12	0.17025
C6orf195	0.853
C9orf125	1.6805
DZIP3	-0.171625
RIT1	-0.59125
SCML1	1.526
RHBDF2	0.384125
OR2G3	0.3525
REXO1L1	-0.358
MAP3K7IP3	0.79225
C3orf57	-7.96225
FBXW11	-0.0913333333333333
ETAA1	-0.40325
C14orf131	0.44
AKT1S1	-0.65925
SLC12A5	-1.34725
C9orf164	1.5575
NRIP3	-0.985875
NOS1AP	-0.48775
TMEM121	-1.22775
SAP30BP	-0.1747
DGCR6	-0.49025
WDR76	-2.29825
FAM82B	0.334666666666667
LOC606495	-1.062
MAP9	-1.87
BCDIN3D	0.91225
CXorf36	1.35816666666667
DSCR3	-0.9295
ZFAND3	-0.74975
C7orf43	0.181333333333333
SPSB3	0.0636
C19orf19	0.35575
FAM133A	-3.1735
C12orf25	0.24825
SLC39A3	-0.927625
DISP2	0.701
PI4KAP2	-2.2155
MKRN3	-2.7175
ADAMTS13	-0.37225
CBLN3	0.0286
TTYH1	-1.69716666666667
C3orf18	-0.25275
FLJ13236	0.53225
ZMYND12	1.4865
C18orf25	-0.570375
GLB1L3	-0.7065
ATP13A5	0.424
RANBP10	-0.48975
CD96	-1.8212
DENND1C	1.10775
RBMS3	-1.0426
SLC41A3	0.868666666666667
DGCR6L	-0.65675
TMEM128	0.190833333333333
CSNK1G3	-0.00521428571428573
MOBKL2C	0.73625
TSPAN6	2.30075
MATN2	0.4718
MSL2L1	0.697666666666667
ST6GALNAC2	-3.16666666666667
FGFBP2	-0.506125
FGL1	-7.39833333333333
MPP3	-0.1025
ARHGEF6	-1.02983333333333
TGFBR2	1.601875
ACMSD	-0.6185
IL33	1.96875
C9orf5	-0.14925
DEAF1	-0.3802
AMN	1.841
DEFA6	2.077625
RNF212	-1.19
METT5D1	0.1775
CIB1	-0.0572
TSSK1B	-0.035
KIAA1727	1.979
ZNF680	-0.3765
LOC399900	-0.4585
LOC152217	0.044
CTNNAL1	-2.1505
CIT	-0.9265
TLE6	-0.6025
ZNF607	-0.04375
HERC4	-0.899
DRAP1	-0.3184
PEMT	-0.01225
C10orf111	0.2215
ZNF575	0.631
KCTD7	0.078
MYO1F	0.293375
LOC285382	-0.70925
RAB11A	-0.0325
PLCD3	0.305
C15orf28	0.2505
PTBP2	-0.9005
CTB-1048E9.5	-0.51475
C19orf60	0.3695
C7orf25	-0.229833333333333
SETD7	-0.105375
HOXB9	3.1505
VANGL1	-0.4555
CHAF1B	-1.95825
NDUFA3	0.292
KIAA1328	-0.540166666666667
SHARPIN	0.967625
TTC23	-0.890375
UGP2	0.0588333333333334
ANKIB1	0.1859
CIRBP	-0.676714285714286
SEC14L4	1.7635
OVCH1	-0.000999999999999987
VPS52	0.07275
FAT	0.402375
M6PRBP1	-0.95175
GPRIN3	1.3065
PPM1F	-1.33516666666667
TSR1	-0.206
CCDC85A	-0.2775
PCSK5	0.48025
ZFHX3	0.114
HEMK1	0.338
PGBD2	-0.08325
RSRC2	-0.160166666666667
AURKC	-1.625
SCRIB	1.2345
ORM2	-5.34016666666667
FAM115A	0.1861
FZD6	-0.05375
UNC119	0.071
GPX3	-1.117
NOV	0.425625
CABC1	1.146125
CDC42SE2	-0.2256875
EIF2S2	0.286
RNF130	-0.188625
CKAP5	-0.975833333333333
RP11-413M3.2	0.3455
C10orf18	0.0371
TMEM93	-0.47325
DYX1C1	0.68575
KCNMB2	-1.359375
ANK3	0.155166666666667
KRT5	-3.8377
CDH12	-0.935125
QRSL1	0.578125
JUB	-0.40375
SHC4	-2.808875
CCL15	1.47766666666667
CCDC22	0.47525
SNX24	-1.88
RARS	-0.74125
MORC2	0.04525
FAM48A	0.5195
MT1H	-1.899
PPP1R14C	0.125666666666667
FOXD1	-2.83835714285714
C1orf213	-1.371
AMT	0.5582
DSN1	-0.1095
PTPLAD2	0.2675
DIS3L	-0.149
RASL11A	1.3965
GPRC5B	-0.878625
FRMD7	0.715
STRN4	0.47525
KITLG	-0.481409090909091
HDGF	-0.038
OR1S1	0.2645
SETX	-0.2241
DDR2	-1.14275
KCTD12	2.066
LYZL2	-0.1015
WDR52	0.799
TMEM2	1.063875
ZNF579	0.439333333333333
LOC200810	0.7925
TNFSF9	-1.223875
PPFIA4	-3.1445
CNIH3	-0.8745
MAP4K4	-0.561
ROD1	0.719357142857143
ALS2CR12	0.00883333333333334
DOCK3	-1.51316666666667
PAQR9	-4.37125
ASB17	-0.182666666666667
STX16	0.474375
FEZ2	-0.142666666666667
DLAT	-0.1185
KIF21B	-0.6315
CDC5L	0.1185
TMEM119	0.556833333333333
CRIP3	-0.05175
TPSD1	0.2755
TEPP	0.03025
GNGT2	0.19375
C21orf121	-0.1335
WNK1	-0.01725
FLJ10490	0.518
OR51B5	-2.19
LOC203547	-0.374375
HAS1	-0.4665
PPA1	0.8625
ST7	-0.088125
C11orf46	0.1866
POPDC3	-2.89166666666667
ACOX2	1.82266666666667
ATCAY	-0.464333333333333
TM4SF19	-2.3175
MFSD9	-0.111166666666667
PDHB	-0.35025
ERN1	-0.04625
LCE3C	0.3255
GPR111	0.0475
NOTCH3	0.4615
ADAMTS5	0.605
B3GALT1	-0.73575
UGCGL1	0.000166666666666664
FAM58A	0.571333333333333
FBXO32	1.05325
CLPP	-0.6575
NXPH1	-0.54425
MTMR3	0.327666666666667
ATP1B3	-0.361125
TMEM16A	2.016125
HIST1H3F	-0.741
TRIM25	-0.0221666666666667
SDCBP2	2.859
CRKL	-1.1225
HOXB2	-2.23666666666667
ANP32B	-0.386125
GATM	2.4015
AP4E1	-0.687
EDG5	-0.1135
CDKN3	-0.685833333333333
CDH4	-2.48875
PGD	-1.58983333333333
RND1	0.203
GAD1	-2.1849
MPG	0.132
LOC440350	0.25
ZNF133	0.93225
SERPINB12	0.097
AMELY	0.259333333333333
DHX36	-0.6125
TNFAIP8L2	2.048
PHTF2	-0.931277777777778
CCDC112	-0.2905
IQCC	-0.63425
HEYL	2.4055
FTSJ2	-0.405333333333333
APPL1	0.078
RAB43	-0.116857142857143
OR10G2	0.5515
WAC	-0.2955
ADCY9	-0.40075
RUNDC2B	0.0396666666666667
PYCRL	1.3541
AGPAT7	0.4075
SLC22A9	-0.829166666666667
CDKAL1	-0.334
PDYN	-0.506
C20orf74	1.86025
MTMR11	3.579
VAV3	3.70316666666667
DAPL1	2.66625
STXBP3	0.52775
EIF3G	-0.07625
ARHGAP22	-1.01775
NPFFR1	0.1085
NPC1	-0.868666666666667
ALDH9A1	0.202666666666667
ZNF600	0.7675
ZNF678	-0.247833333333333
RASSF1	-0.630833333333333
ADD2	-3.13575
PITPNB	-0.00537499999999999
PKD2L2	-0.722
LRP11	1.55825
CDKL1	0.39425
SMEK2	0.585
PRODH2	-3.87266666666667
C11orf54	0.543833333333333
SFRS11	-0.565166666666667
IL7	1.58383333333333
ALS2CR16	0.842
BTG3	0.046
PAK2	0.126444444444444
RP11-679B17.1	0.46575
GATA4	-1.68916666666667
ATP2B1	-0.46075
LOC130940	0.001
C1orf172	2.502
ATF7IP2	-1.26925
SLC25A43	0.833
CENTG3	0.0255
IGF2BP1	-3.5375
FCHSD1	0.3805
CAMK2N2	0.538833333333333
ELAVL3	-0.00629999999999998
NBPF15	-0.701666666666667
UBE2J2	-0.56625
GNL2	-0.729
PRR3	-0.1962
NLF2	0.7745
OR4F6	0.584
KLHL24	1.10833333333333
CCDC88A	-3.4114
SGPP1	-1.17816666666667
C10orf11	-1.19933333333333
SLC35B4	-1.4095
UGT3A2	-0.2245
ARNT2	-1.0146
CBR1	-0.03375
ITPR3	0.896333333333333
TRAPPC6B	-0.947
AMZ1	-2.1685
ARP11	2.56975
WDSUB1	0.56525
APBA1	0.45
RAB2A	1.0641
C6orf162	-0.206375
HPSE2	0.38875
PLCE1	0.785
INSL3	0.22775
DLG1	0.3526
PTPLA	-4.50325
PIGX	-0.276
TFIP11	0.0873333333333333
FIBIN	1.4895
POLR2G	-0.307
GRAP2	-2.0725
DNAJB8	-0.26725
CNBP	0.401166666666667
WASF1	-0.3565
INPP5E	-1.184
HSPB1	-0.4276875
TMEM167	-0.8954
CUBN	-0.44
IGF1	-0.340875
ITPK1	0.6142
NAALAD2	-1.070375
G3BP1	0.0144
NT5DC1	0.90675
CYP39A1	1.143
TMEM139	1.74833333333333
POLK	-0.7938
GLULD1	-1.277
RBM15	-1.41883333333333
AMZ2	-0.3495
GDF15	-0.386666666666667
MESDC2	-0.12475
INCA	-0.204833333333333
ACY1L2	1.9245
GZMM	-0.851833333333333
PAIP1	1.142
CACNA2D1	-0.62775
STK32C	1.19
SH3BP4	0.898333333333333
DEC1	0.3135
PADI1	-0.171
UBB	0.0309
PON3	-1.74166666666667
PROP1	0.2615
ANKRD13B	1.261
ADCK1	0.783
TCF25	-0.422583333333333
SLC38A5	0.4015
CXorf26	0.547
C19orf39	0.34925
PPP1R13B	1.16325
ARL2	-0.1505
TCL6	0.152083333333333
TOP3A	-0.648
SLC16A14	-1.558125
FXYD6	1.29066666666667
HIST1H4E	0.17425
BBC3	0.436157894736842
UNC5A	0.0461666666666667
FAM86C	0.0362
PI4KB	-0.343875
B3GAT1	-3.86075
SUSD2	-0.547333333333333
OAZ2	-0.906
NOC4L	-0.13075
C10orf12	-0.308
FADS1	-0.8685
LOC144097	0.2405
DKK2	0.181333333333333
KIAA1949	-1.02125
RHOT1	0.0383
OXT	1.83016666666667
GPR153	0.53875
ARL4A	0.302166666666667
SAAL1	-0.9715
CCDC64	-0.26
USE1	-0.0103333333333333
HNMT	1.56566666666667
PCGF3	0.159
CYP2C19	0.72075
C20orf4	0.9305
CCDC11	0.1705
ACSBG2	0.1555
RWDD2A	0.3595
PALLD	0.877
CPLX4	-0.37
LOC492311	0.45925
