Hybridization REF	TCGA-AA-A01G-01A-01R-A002-07
SMARCD1	0.539666666666667
ZFP106	0.1005
ZNF347	-0.443
GTF2E1	0.023
RY1	-0.675166666666667
ATAD2B	0.833125
ARHGAP17	0.1107
KCNIP3	-2.275
SFPQ	0.6785
GFRA4	0.230833333333333
AKR1B10	2.928625
TIGD6	-0.304666666666667
RGS16	1.089875
URB1	-0.1275
OR4C46	0.148166666666667
TOP3B	-1.24425
NFATC4	-0.763
CA14	-4.4805
BMPR1A	0.633833333333333
SNRP70	-1.453
PRL	-0.383
C6orf130	-0.75325
STAG2	0.055
CD55	-0.154928571428571
RPS23	0.3055
SSX2	-1.752
FDPSL2A	-0.5965
FBXO27	-1.2315
SYNGR3	-1.572
TMSL3	2.43275
EML1	-2.716
NUP93	-0.735833333333333
SMAD3	-0.443
KIAA1189	-0.242666666666667
HNRPUL2	0.661833333333333
TBC1D12	0.838666666666667
C16orf24	0.451
MRVI1	2.36083333333333
ZNF581	0.559333333333333
ELOVL3	-1.1925
OR51Q1	0.37325
CACNB3	0.443333333333333
GALNT13	-2.07883333333333
C10orf84	1.029125
NEDD4	-0.5105
SPO11	1.128
OR5AU1	0.6225
NEK4	0.805785714285714
PRKAR2A	0.683333333333333
IHPK1	-0.500666666666667
ATP6V0B	-0.34375
CACNA1E	0.906
CEACAM8	2.48
PEX14	-0.5535
FLJ12993	-0.676
ZBTB38	0.711166666666667
PCTK2	-0.1865
LRRC16	1.9405
FBLIM1	0.763666666666667
FYCO1	0.35975
RP5-1022P6.2	1.46675
CMTM1	0.7015
PLTP	-0.1415
RAPH1	0.40725
DOCK8	-0.264625
EZH2	-0.450733333333333
SLC25A1	-0.829333333333333
PLEKHB1	0.7304
GRB7	1.5843
ZFP37	-1.075
MRPL33	0.018
PELO	-0.72875
ARMC1	0.0340909090909091
C9orf27	0.355428571428571
FLJ25778	0.433
C9orf37	-1.12083333333333
TMEM66	-1.23325
SPRN	0.18925
HBEGF	2.22325
PI4KA	-1.2835
LEPRE1	-1.66925
POU2AF1	-2.294
MRPL12	0.966333333333333
REP15	3.2425
ZC3H3	-0.20325
RASAL1	1.49125
DDAH1	2.606125
ACBD5	0.90375
TMC2	-0.141
CCDC137	-0.111
SAMD13	2.91183333333333
UGT2B15	-2.65133333333333
TIPARP	-0.72175
DNASE1L3	1.99875
TRIM72	0.688833333333333
DBX2	0.707666666666667
IPO8	0.828
C21orf88	-0.676888888888889
MAP3K14	0.73925
LOC51233	0.606166666666667
GGTLA4	-0.24425
PDE6D	-0.30025
ZNF117	-1.00025
CLK2	-1.342875
NKRF	0.0595
TNFSF15	2.355
DUSP2	0.083625
SECISBP2	-0.3355
GABRR2	-0.3905
PPAP2C	2.0175
LOC51145	-0.130833333333333
PAG1	0.678
PIK3C3	-0.675
GNG10	-0.999
APOL4	0.0565
ANKRD28	-0.579
STMN3	-3.365
RAB14	0.6692
CDK2AP2	-0.25825
HDDC3	0.086625
COMMD7	0.569625
CXXC1	-0.71825
HMCN1	-2.986
CD40	-1.199
DYNC1LI2	0.1556875
GDI1	-0.60425
LOC646938	-0.032
VSNL1	1.70916666666667
PIH1D1	0.0295
RAET1G	-1.9265
KRTAP5-9	0.1695
EFTUD2	0.2555
ZNF311	0.68
ATP6V1G3	0.181
OR2W3	-0.41725
SCN4A	-0.40225
MED10	-1.176125
FAM135A	2.1196
ARHGAP4	-0.15925
EHMT2	-0.805375
UFD1L	-0.417
ERMP1	0.457
MAG1	0.342
THAP8	-0.231333333333333
HACE1	-1.12233333333333
FAM82C	0.116833333333333
C3orf20	0.849
UNC84A	-0.942
SCD5	0.469615384615385
LASS6	1.907375
LSG1	0.192166666666667
MAL	-5.4645
GPR22	-0.1085
WDR5B	0.19675
ACTRT1	-0.717
C17orf60	-0.7235
GRIN2C	0.954
ARMC8	-0.267833333333333
SLC47A1	-3.4725
DMPK	-0.5085
DHRS13	-0.991666666666667
SMC1A	-0.8415
KRTAP17-1	0.81475
SMYD5	-0.74025
TUSC2	0.37225
CRHR2	0.929
KIR3DL2	-0.3995
CCDC104	-0.2445
ATP2C1	0.905125
CROT	0.4695
PABPC3	0.265333333333333
EGR1	0.950666666666666
THSD1	1.3305
KHK	1.0205
SLC12A2	3.812875
CD58	-0.2195
STOX2	-2.169
CCDC76	0.0418
CCDC48	4.1925
DNAH1	-0.211
ZIC4	-0.34425
OR1G1	0.471
PSMC6	-0.4795
PROKR1	0.4565
ABCB1	3.070625
TRAT1	-2.13875
LLGL1	-0.6105
MTF1	1.09975
USP54	1.700875
PAGE2B	-1.824
ITGB7	-3.90225
CCDC81	-0.2465
LOC149837	0.4445
SCUBE1	0.244
ZSCAN10	0.3435
HUWE1	0.3155
CDH17	7.805
CD180	-1.21825
IL17A	0.2585
TMPO	0.3575
KIAA1524	-0.227666666666667
HDGFRP3	-3.898
OXCT1	-0.526818181818182
RRAS2	-0.177833333333333
LTBP2	-0.00187499999999999
SV2B	-0.638166666666667
CYP2A6	-0.0695
PKD1L2	-1.12083333333333
PPM1M	-1.65225
FLJ22662	3.89866666666667
ZNF502	2.212
GP6	-0.65475
CRYBA2	1.68125
LEF1	-2.2827
CTPS	-0.424285714285714
EYA1	-2.58866666666667
EPS8L1	0.23025
MAPK14	-0.0318333333333333
SERPINB2	-4.170375
GTF2F2	1.34516666666667
ZNHIT4	-0.173
PLA1A	-0.051875
C20orf114	-1.314
HPR	-4.506
C18orf2	-3.6715
SATB2	3.494
KCNJ9	0.449375
MGC157906	0.2375
MOCS3	0.45775
C17orf71	-0.2665
PPHLN1	0.2594
HIST1H2BN	-0.62225
RAPGEF1	-0.4295
MAP3K8	0.6065
DLG4	-0.117833333333333
STC1	-0.776833333333333
CDGAP	-0.71625
DDX26B	0.27175
LOC150223	-0.63575
CPSF3	-0.565666666666667
TMEM14A	-0.192
MYH3	-1.62225
GPKOW	-0.03375
SULT1A1	-0.662833333333333
SPON1	0.6368
YY1AP1	-0.824666666666667
RAB23	-0.509
PLA2G4A	-1.40825
MAPRE3	0.22175
ZNF516	0.5755
GGPS1	-0.35225
EXOC3L2	-0.062875
C19orf42	-0.3984
MAP2K2	-0.2675
HIST1H2BB	-1.0705
RNF19B	1.23766666666667
C6orf128	-0.9705
TLR8	0.81325
PCDHA9	-0.3345
CARS2	0.622875
CLUL1	-1.51283333333333
RHAG	-3.74233333333333
UNK	-0.0035
EXOC8	0.2383
C9orf95	0.5735
C14orf143	0.097
MAML3	0.425375
LDHA	-1.9505
MRPL20	0.481125
KLHDC6	2.52116666666667
ATP5S	0.376
C8orf55	0.1725
PHF19	-0.91925
KRTAP13-4	0.3375
TTC5	-0.872
XKR5	-0.34275
SILV	-4.69066666666667
TEX28	-1.34
TCTN1	-1.06675
CX40.1	0.2755
PPP2R5C	0.11625
C12orf30	-0.109833333333333
CAPG	1.1505
MPZL1	0.872
ARSB	-1.64516666666667
TDH	-2.38125
WASF4	1.358
TSSK3	-0.7825
7A5	2.835
CRISPLD1	-2.328625
MAD1L1	-0.950166666666667
SPIN4	0.641166666666667
AMPD1	0.74725
DPYSL5	-0.3455
INPP1	0.591666666666667
ANKRD11	0.0172777777777778
NPAS4	-0.062625
GCET2	-0.711666666666667
RNASE9	0.6335
GUCY2D	0.570666666666667
CCDC98	-0.8065
FGF4	-0.635625
CPM	-0.598833333333333
SLC26A4	-1.90916666666667
PLD5	-0.27675
FAM59A	1.8291
FBXO5	-1.40488888888889
SIPA1L1	0.540875
DPYS	0.480666666666667
ATG4D	-0.08175
TGM3	0.052
MTCH1	-1.09575
HK1	-0.826928571428571
CDC26	0.23675
GALNT12	0.034
LOC339229	-0.2795
MRPL35	0.296125
ORC4L	0.09125
TNKS	-0.617071428571429
C2orf24	-0.680166666666667
ZNF553	0.671666666666667
GGTLA1	1.3232
ZNF497	-2.38875
CDY1B	0.65575
SLC30A4	0.0745714285714285
TUB	-2.31925
ARHGEF18	0.08525
ARRB1	-0.30475
KCNK1	1.058
EREG	4.1889
SCAMP5	-1.614
RUNDC3B	1.37025
ADAMTS20	-0.0803333333333333
IL17RB	1.5885
FLJ20323	-0.688
MCAM	-0.54325
POLR3E	0.0469166666666667
AQR	0.4335
IPMK	0.9785
CDCA7	1.035875
CAMP	-1.22775
GRHL3	1.84525
ADAMTSL2	0.548333333333333
CLMN	1.86383333333333
SSTR3	0.883
MAGEA5	-1.01416666666667
OVOL2	4.53875
JMJD1B	0.5885
RBL2	0.267
PYGO2	-0.15
PPP1R10	0.411333333333333
CSE1L	-0.396166666666667
LCA5	-0.12
RDH16	-0.417
ASRGL1	0.50275
TOM1	-1.18866666666667
PTX3	-6.534
TTC15	-0.17425
SCGB3A1	0.240833333333333
MRPL50	-0.48275
RCAN3	1.271875
SLC26A11	-0.83075
STYX	-0.671833333333333
CINP	-0.168
MARCH7	-0.1425
PFKM	0.285166666666667
SGMS1	0.0603333333333333
RIOK3	0.0701
C1orf110	0.5695
CES7	-0.122
LOC440248	-0.92725
PPP1R12C	-0.155
C10orf27	0.158
ATG9A	-0.7055
MRPS26	0.9365
TMEM40	-0.74325
ELP3	-1.1965
ZNF787	0.726
HIAT1	-0.173125
C8orf34	-0.06
MGC4655	-1.5594
PELI1	1.17616666666667
PPT1	-0.9937
SLC35C2	-0.44
C6orf125	0.19125
MUC4	2.92566666666667
RFC4	-1.11342857142857
GNB2	-0.753
NUP50	0.618285714285714
SULT4A1	-1.77666666666667
C7	1.49275
CCDC130	-0.0595
ARRDC4	-0.2185
RQCD1	-0.09625
GLYCTK	0.445
AYTL2	-1.61945454545455
MTUS1	1.0026
LEMD3	0.823833333333333
PLEKHF2	-0.09875
HOXA7	2.4595
GTF3C2	-1.558
DYNLRB2	-1.78725
CNOT10	-0.204
MR1	-1.44466666666667
FFAR1	0.37925
PRIC285	-0.02625
SLITRK6	2.64725
LIX1	-2.12266666666667
UBE1L2	0.0933333333333333
F8	-1.020875
ACHE	0.876333333333333
KPNA5	-1.02975
TNFRSF12A	-0.970333333333333
EGR3	-0.9465
SERPIND1	-2.6485
OASL	3.0465
IFRD1	-0.693375
WDFY1	0.701666666666667
ZNF267	0.360875
ACCN5	-0.047
ZBTB6	0.35175
PPP1R3A	0.437
PRRT3	-0.2735
FBXL19	-0.795
TXNIP	-1.3775
ACTN2	-1.67033333333333
ATG9B	-0.21825
C9orf117	0.30775
IL27	2.321
RPL36AL	0.335
KLK15	1.64525
CHAD	0.9925
RAP2B	0.2586
HEBP2	1.1085
ZNF342	0.748
CAMK2G	0.132
TLR3	1.37525
FGF14	0.339
HMGB2	0.010125
TRPM5	1.38233333333333
OR5M11	0.921
KIF3B	1.52631578947368
PRICKLE2	-1.07025
MTMR9	-1.321625
C3orf27	0.0825
GLRA3	-2.1975
NSDHL	-0.0353333333333333
TMEM32	0.31825
POLR2D	-0.41125
MYADML	0.6405
C9orf114	-0.90575
MRGPRX1	0.522
TOPORS	0.27475
CLDN19	-1.13375
C1QL4	-0.05
RNF165	-4.2175
DHRS9	3.449
DNAH2	-0.1335
FXR1	-1.76166666666667
ZMYM3	-1.465375
CASP3	0.589833333333333
FAM120C	-0.3075
SCLY	0.25775
CA7	0.424
ENTPD5	1.75683333333333
ZNF461	-0.191125
PDIA5	-0.49675
C1orf19	0.0695
TMEM67	0.0455
KCTD20	-0.8765
WDR47	-0.209
FLJ38723	-0.505
KLRF1	-0.241666666666667
TAS2R16	-0.308
CLDN12	0.84975
PRKCE	0.0805
UBXD4	-0.8995
ITGAM	0.688333333333333
GLT8D3	0.368375
WDR31	0.4005
RGS2	0.35225
OR51L1	0.5305
MST1R	2.118
KIAA1737	0.5515
OR4A5	-0.054
GLIS1	-2.45566666666667
PTMA	1.41764285714286
NAPA	0.18875
PRDM11	-0.036
LIPF	-1.062
DIRAS3	-0.42375
ASGR2	-4.56475
C1QTNF4	-0.3205
PIK3R4	-0.4985
ARMC3	-0.133666666666667
NDUFV3	-0.488416666666667
BTBD3	0.393833333333333
PPP1R2	0.67175
UBE2NL	0.97125
FOSL2	0.4385
FAM119A	-0.797833333333333
TUBA4A	0.6311
KRTAP12-1	-0.1435
SFRS2	-0.06175
RHPN1	-0.8114
EEF2	-0.71
ZDHHC11	-0.328
EPHA3	-2.0299
RBM12	0.4335
H2AFJ	0.959833333333333
EDIL3	1.824
KIF26A	-1.95525
SERGEF	-0.21
B3GALT4	1.1735
LOC90925	0.625833333333333
OSCAR	-0.646
NPFF	0.191125
DEDD	0.286375
TMEM155	-0.811875
PTPN1	0.31475
SCYL2	0.881166666666667
SKAP1	2.79425
LEAP2	-1.41683333333333
GADD45G	0.5916
IFITM3	0.672875
PILRB	-0.8195
SLU7	-0.1291875
DSC3	3.86275
DNMT3L	-1.266
PAPD5	1.029125
B3GNT3	3.45766666666667
LHCGR	0.307
MSL-1	0.68825
UBE2S	-0.00874999999999997
SAP130	-0.66275
ANAPC11	0.44
MAGED4B	-3.0845
ATP6V1B2	-0.447
C14orf179	0.587375
CAPZA1	0.33525
CDYL2	-0.972333333333333
GLRX3	-0.2195
LOC136288	-0.33525
MOBKL1A	-0.92475
HTR2B	-0.43725
CRYGD	-0.456
NUS1	0.0236666666666667
PGRMC1	0.9045
MYOM2	-1.4715
FLJ39653	-1.16966666666667
CHM	-0.4076
OR5M8	1.084
ZNF619	-0.4055
FAM105A	2.8445
CCNL1	-0.76725
NAP1L3	-2.68125
C10orf57	0.170833333333333
B3GALNT1	-0.674
CSN1S2A	-0.351
TCP10L	-1.078
GDAP2	0.3925
DMKN	-3.37133333333333
COX6B1	1.50675
DNASE2	-0.663833333333333
MSH5	-1.043
LGMN	-0.21775
USP31	0.2015
OR13C8	0.792
SDCBP	0.4714
NUDT11	-4.03683333333333
PYGL	-2.8085
SNPH	-1.29566666666667
B3GNT4	0.019
MIZF	-0.5842
NUBPL	0.551375
NOD1	0.196
CDH22	-0.138375
NUBP1	-0.489833333333333
DSCAM	-4.17325
DGKI	-1.6455
FAM136A	-0.36125
AKAP1	2.20166666666667
SLC16A6	-1.60175
RIN3	-0.14675
PSG2	-0.35375
DIP2B	1.27683333333333
PSORS1C1	-0.7529
KIAA0495	-3.4355
FLJ90709	-0.435333333333333
LPA	-0.041
PIGA	0.169166666666667
LY75	4.67216666666667
UTS2	-4.742
RREB1	0.019625
GALNACT-2	-0.5933
MGC3196	-0.439
FLJ31568	2.137
LPHN1	-0.49075
SP1	1.287
TOX4	-0.0556666666666667
HSPA9	0.7357
APOBEC1	4.267
SLC35E4	-0.66325
LSM5	-0.33675
SURF1	-0.643
ZBTB1	0.39875
GTF2F1	-0.581875
RPS15A	0.403357142857143
DUSP21	0.675333333333333
GINS4	-2.02316666666667
MYO15A	-1.67066666666667
GIMAP7	1.889
MGC13379	0.866
ATP6V1E2	-0.691833333333333
UTP3	0.03425
HNRPA3	0.1206875
MT4	2.4765
C14orf155	0.30475
U1SNRNPBP	0.5775
CKLF	0.301
PLEKHN1	0.767
MBNL1	-0.127
NUP160	-0.917
ACSM2A	-2.39375
LOC129881	-1.02933333333333
KIAA1529	-1.1555
FLJ22639	-0.56925
HAND1	-1.213
GSX1	0.578
FGA	-4.3849375
SERPINB1	1.605
ZNF642	0.98025
IGFBP1	-8.10925
SLC1A1	1.571875
DHX57	-0.404125
ZNF766	0.0415
PTPN21	0.0526
GDPD3	0.564833333333333
PNPLA5	0.2495
TBR1	-0.108333333333333
FAM116A	0.395
IQGAP1	1.174
FOS	1.68575
ZNF226	0.85275
FIGNL1	0.135166666666667
C14orf1	0.107
ZMYND17	0.3755
PUS7	0.0225
TUBB6	-2.201875
KCNQ2	-1.65575
MARCH6	-0.6805
CCDC33	0.0815
PRODH	-0.37625
RBM11	0.32225
EPHA6	-0.00242857142857141
SLC43A1	0.5395
LOC196541	0.325
NTN1	-0.23575
ING4	-0.985
PCDHB10	-0.754
DPH2	-0.033
SPACA4	1.9895
FBXL21	-3.4875
DIAPH1	-0.3515
ZNF71	1.1345
CEP76	0.035
CORO1A	-2.0935
RRM2	-0.603875
EDG4	0.35175
OS9	-0.3245
SLC4A1AP	-0.3375
COG5	-0.15725
COPS8	-0.94
NGLY1	-0.47175
NCBP2	0.017375
C17orf42	0.404166666666667
GPSM3	-0.166875
SIL1	-0.183166666666667
ASB6	-0.95275
SMAD5OS	0.0531666666666667
UNC93A	2.652875
A1BG	-2.603
C21orf62	-0.017
FMO5	-0.615416666666667
ATRIP	-0.835
CEBPG	1.84883333333333
C7orf38	-0.870333333333333
TNFRSF1B	1.09333333333333
CLEC1A	0.628833333333333
IQSEC1	-1.064875
PATZ1	0.632
RBM22	0.807375
BAG2	-1.94183333333333
PAQR5	0.796666666666667
C9orf127	-0.2241
THNSL1	0.3815
SHROOM3	2.5647
JAM2	-1.56525
SNRPN	-3.094
ALX4	-0.055
CACNA1S	-0.173
FAM130A1	0.20925
CORIN	0.4435
CD300LB	0.5035
PLEKHG6	2.165
LRRC40	-0.92625
PCLKC	1.70075
PCDHB16	-2.03683333333333
WNT2B	1.51766666666667
ASNS	0.0258888888888889
MRPL49	-0.51675
FLJ46111	0.4165
ISG20	-0.5495
SMU1	0.597
CASZ1	0.936
POLR1D	0.88725
GIN1	-0.75675
SNAG1	-0.306666666666667
ANKRD29	-0.16725
CDKN2AIP	0.5295
KRR1	0.6835
CXCL1	2.66316666666667
EPM2A	-0.6973
PC	-1.4365
DEFB127	0.209
PDZRN4	0.866333333333333
FAH	-0.32375
OR51E1	2.536
CDC2L6	0.0923333333333333
DNTTIP1	0.31425
PAX8	-0.66225
TMEM116	-1.52
C1orf150	0.3205
PRO2012	0.29125
MRPL40	-0.704
BEX1	-3.8786
SLC2A4	0.426
PKMYT1	-1.024
FEZF2	-0.5816
SLC26A9	-0.351
MAP2	-0.316416666666667
LYL1	-2.21475
SLC25A19	0.289166666666667
NOS3	-0.6005
ZNF34	0.156333333333333
TMPRSS11F	-0.343333333333333
FAM43A	-0.34125
FCRL4	0.510666666666667
KLF14	0.46525
FLRT2	-2.14083333333333
WRN	-1.91775
SDF2	0.4354
KRT8P12	0.062
C6orf195	-0.5595
C9orf125	2.14083333333333
DZIP3	-0.69525
RIT1	-0.520833333333333
SCML1	1.2115
RHBDF2	0.13925
OR2G3	0.6115
REXO1L1	-0.2025
MAP3K7IP3	0.393125
C3orf57	-5.6645
FBXW11	0.026
ETAA1	-1.1355
C14orf131	-1.1928
AKT1S1	0.15275
SLC12A5	-0.863625
C9orf164	0.1945
NRIP3	-1.16875
NOS1AP	-0.44475
TMEM121	-2.883
SAP30BP	0.1253
DGCR6	-0.8645
WDR76	-1.49625
FAM82B	-0.282666666666667
LOC606495	-0.1965
MAP9	-1.92616666666667
BCDIN3D	0.68125
CXorf36	1.87
DSCR3	-0.2096
ZFAND3	-0.75275
C7orf43	0.084
SPSB3	-0.3903
C19orf19	0.326
FAM133A	-3.357625
C12orf25	0.56075
SLC39A3	-0.7265
DISP2	0.36325
PI4KAP2	-2.078
MKRN3	-2.6675
ADAMTS13	-1.436375
CBLN3	0.0438
TTYH1	-1.94783333333333
C3orf18	-1.84
FLJ13236	0.663
ZMYND12	1.12625
C18orf25	0.49025
GLB1L3	-2.0135
ATP13A5	-0.047
RANBP10	0.04325
CD96	-1.5184
DENND1C	-1.23125
RBMS3	-1.3488
SLC41A3	0.4345
DGCR6L	-0.9855
TMEM128	0.196833333333333
CSNK1G3	0.653214285714286
MOBKL2C	0.9535
TSPAN6	1.351875
MATN2	-0.5426
MSL2L1	0.301333333333333
ST6GALNAC2	-3.44533333333333
FGFBP2	-1.26525
FGL1	-7.03783333333333
MPP3	-0.761166666666667
ARHGEF6	-1.352
TGFBR2	0.9225
ACMSD	-1.821
IL33	5.0055
C9orf5	-0.059
DEAF1	-0.831
AMN	2.228
DEFA6	6.722375
RNF212	-1.653
METT5D1	-0.000833333333333334
CIB1	0.1745
TSSK1B	0.228333333333333
KIAA1727	2.672
ZNF680	-0.53975
LOC399900	-0.8605
LOC152217	0.213166666666667
CTNNAL1	-1.999
CIT	0.0369166666666667
TLE6	-0.85225
ZNF607	0.38625
HERC4	-0.826666666666667
DRAP1	-0.9306
PEMT	-1.02375
C10orf111	-0.1125
ZNF575	1.32225
KCTD7	-0.39025
MYO1F	0.077
LOC285382	2.41825
RAB11A	0.4996
PLCD3	-0.1695
C15orf28	-0.64525
PTBP2	-0.915
CTB-1048E9.5	-0.143125
C19orf60	0.776666666666667
C7orf25	-0.577666666666667
SETD7	1.0545
HOXB9	2.7055
VANGL1	0.109875
CHAF1B	-1.216
NDUFA3	1.04125
KIAA1328	-0.196166666666667
SHARPIN	0.16275
TTC23	-0.149
UGP2	0.437833333333333
ANKIB1	0.1006
CIRBP	-0.877428571428571
SEC14L4	-1.03683333333333
OVCH1	0.118
VPS52	-1.248
FAT	1.466125
M6PRBP1	-1.04325
GPRIN3	0.7615
PPM1F	-0.770666666666667
TSR1	-0.72025
CCDC85A	0.63375
PCSK5	1.54975
ZFHX3	-0.1065
HEMK1	-0.6904
PGBD2	-0.085
RSRC2	-0.019
AURKC	-2.97183333333333
SCRIB	0.074125
ORM2	-4.619
FAM115A	-0.5548
FZD6	0.41525
UNC119	0.0421666666666667
GPX3	-1.9876
NOV	1.56625
CABC1	-0.16
CDC42SE2	0.822625
EIF2S2	0.7754
RNF130	0.390875
CKAP5	-1.05483333333333
RP11-413M3.2	0.32275
C10orf18	0.3237
TMEM93	-0.5265
DYX1C1	0.669
KCNMB2	-1.51725
ANK3	0.371333333333333
KRT5	-2.4035
CDH12	-1.45871428571429
QRSL1	0.580375
JUB	-0.031
SHC4	-2.01175
CCL15	1.79366666666667
CCDC22	0.12675
SNX24	-1.57425
RARS	-0.168
MORC2	0.143125
FAM48A	-0.05125
MT1H	-1.4405
PPP1R14C	1.89433333333333
FOXD1	-0.666285714285714
C1orf213	-1.9095
AMT	-1.4554
DSN1	-0.421
PTPLAD2	-0.30175
DIS3L	-0.61225
RASL11A	2.841
GPRC5B	-0.567375
FRMD7	-0.323
STRN4	0.7455
KITLG	1.29827272727273
HDGF	0.25975
OR1S1	0.5845
SETX	-0.0999
DDR2	-1.657625
KCTD12	2.5905
LYZL2	-0.68075
WDR52	0.445
TMEM2	1.718375
ZNF579	0.4885
LOC200810	-0.14025
TNFSF9	-2.1555
PPFIA4	-3.85025
CNIH3	-1.44683333333333
MAP4K4	-1.23364285714286
ROD1	1.86871428571429
ALS2CR12	-0.1705
DOCK3	-1.593
PAQR9	-4.4265
ASB17	0.9008
STX16	-0.02825
FEZ2	-0.541333333333333
DLAT	0.208833333333333
KIF21B	-0.746
CDC5L	-0.262
TMEM119	0.4735
CRIP3	-1.137
TPSD1	0.195833333333333
TEPP	0.67825
GNGT2	0.40025
C21orf121	1.06125
WNK1	0.276583333333333
FLJ10490	0.9776
OR51B5	-2.651
LOC203547	0.577875
HAS1	-0.6
PPA1	1.05766666666667
ST7	-0.44275
C11orf46	0.1
POPDC3	-2.82816666666667
ACOX2	0.599333333333333
ATCAY	-0.48775
TM4SF19	-2.41775
MFSD9	0.2945
PDHB	-0.416
ERN1	-0.1365
LCE3C	0.2835
GPR111	0.082
NOTCH3	0.483166666666667
ADAMTS5	1.17475
B3GALT1	0.134
UGCGL1	0.5515
FAM58A	0.778833333333333
FBXO32	-0.32525
CLPP	-0.293
NXPH1	-1.45425
MTMR3	0.620333333333333
ATP1B3	0.627375
TMEM16A	3.041125
HIST1H3F	-0.138666666666667
TRIM25	0.390666666666667
SDCBP2	3.4035
CRKL	-0.85575
HOXB2	-2.04633333333333
ANP32B	0.435375
GATM	1.587
AP4E1	-0.444875
EDG5	0.056125
CDKN3	0.0811666666666667
CDH4	-2.234
PGD	-0.506666666666667
RND1	0.7185
GAD1	-1.6051
MPG	-0.321375
LOC440350	-0.757
ZNF133	0.3105
SERPINB12	0.386
AMELY	0.806666666666667
DHX36	-0.986
TNFAIP8L2	1.757
PHTF2	-0.908944444444444
CCDC112	0.238333333333333
IQCC	-1.01625
HEYL	2.51966666666667
FTSJ2	-0.840666666666667
APPL1	-0.1395
RAB43	-0.233785714285714
OR10G2	-0.252
WAC	0.309
ADCY9	-0.173125
RUNDC2B	-0.285166666666667
PYCRL	0.2647
AGPAT7	0.157
SLC22A9	-1.018
CDKAL1	0.0655
PDYN	-0.335333333333333
C20orf74	2.74175
MTMR11	3.18325
VAV3	2.797
DAPL1	1.83725
STXBP3	0.16625
EIF3G	-0.24125
ARHGAP22	-1.72225
NPFFR1	0.495
NPC1	-0.4235
ALDH9A1	0.286666666666667
ZNF600	1.808875
ZNF678	-0.460333333333333
RASSF1	-1.00116666666667
ADD2	-3.338
PITPNB	0.275125
PKD2L2	0.339
LRP11	0.2935
CDKL1	0.204
SMEK2	0.69325
PRODH2	-3.298
C11orf54	-0.110666666666667
SFRS11	-0.479833333333333
IL7	3.12666666666667
ALS2CR16	0.7895
BTG3	0.4305
PAK2	0.0793888888888889
RP11-679B17.1	-0.9795
GATA4	-1.76683333333333
ATP2B1	0.3485
LOC130940	-0.161
C1orf172	2.581
ATF7IP2	1.1465
SLC25A43	0.4695
CENTG3	-0.537833333333333
IGF2BP1	-4.1739
FCHSD1	0.322
CAMK2N2	0.751333333333333
ELAVL3	-0.0246666666666667
NBPF15	-1.3535
UBE2J2	-0.227833333333333
GNL2	-0.68325
PRR3	-0.9342
NLF2	0.6265
OR4F6	-0.404
KLHL24	0.354833333333333
CCDC88A	-3.3229
SGPP1	-0.964166666666667
C10orf11	-0.326
SLC35B4	-1.71433333333333
UGT3A2	-1.252
ARNT2	-0.8584
CBR1	0.624375
ITPR3	0.3355
TRAPPC6B	-0.4566
AMZ1	-2.8855
ARP11	1.99825
WDSUB1	-0.407
APBA1	0.857666666666667
RAB2A	0.7623
C6orf162	0.066375
HPSE2	1.05075
PLCE1	2.101
INSL3	0.37625
DLG1	0.2526
PTPLA	-1.97675
PIGX	-0.64975
TFIP11	-0.254666666666667
FIBIN	1.033
POLR2G	-0.35275
GRAP2	-2.5187
DNAJB8	-0.20325
CNBP	0.651666666666667
WASF1	-1.52925
INPP5E	-1.6347
HSPB1	-1.369875
TMEM167	-0.5628
CUBN	-0.5465
IGF1	-0.2026875
ITPK1	1.3617
NAALAD2	-1.3055
G3BP1	1.0533
NT5DC1	0.389
CYP39A1	1.999
TMEM139	2.06733333333333
POLK	-0.875333333333333
GLULD1	-2.17775
RBM15	-0.621
AMZ2	-0.50975
GDF15	-0.177333333333333
MESDC2	0.2345
INCA	1.724
ACY1L2	0.604
GZMM	-0.745
PAIP1	-0.19725
CACNA2D1	-0.90425
STK32C	-1.64166666666667
SH3BP4	1.37416666666667
DEC1	-0.5815
PADI1	-0.036
UBB	-0.3668
PON3	-0.047
PROP1	0.5865
ANKRD13B	1.1125
ADCK1	-0.39225
TCF25	-0.018
SLC38A5	0.04025
CXorf26	0.321833333333333
C19orf39	0.208
PPP1R13B	0.87975
ARL2	-0.963
TCL6	0.149583333333333
TOP3A	-1.144
SLC16A14	1.1815
FXYD6	-0.375166666666667
HIST1H4E	0.62175
BBC3	0.464894736842105
UNC5A	0.191666666666667
FAM86C	-0.564
PI4KB	-0.73425
B3GAT1	-4.42125
SUSD2	-0.346833333333333
OAZ2	-1.157
NOC4L	0.40225
C10orf12	0.28725
FADS1	-2.7105
LOC144097	-0.3485
DKK2	0.327666666666667
KIAA1949	-1.6455
RHOT1	0.3791
OXT	0.822833333333333
GPR153	0.42125
ARL4A	-0.00433333333333333
SAAL1	-0.355
CCDC64	0.049
USE1	-0.332
HNMT	0.134166666666667
PCGF3	0.1375
CYP2C19	0.672
C20orf4	0.26
CCDC11	-0.992
ACSBG2	-0.061
RWDD2A	-0.22875
PALLD	0.93025
CPLX4	-1.092
LOC492311	-0.035
KPNA2	-0.123333333333333
MACROD1	0.1504
