Hybridization REF	TCGA-AA-A00J-01A-02R-A002-07
EPDR1	-2.1791
MUSK	0.092
ZNF434	-0.519666666666667
SMARCD1	0.216333333333333
ZFP106	0.16875
ZNF347	-2.4972
GTF2E1	-0.42025
RY1	-0.573666666666667
ATAD2B	0.268375
ARHGAP17	0.0669
KCNIP3	-1.725
SFPQ	0.0035
GFRA4	0.7875
AKR1B10	-0.838625
TIGD6	-0.337833333333333
RGS16	2.347875
URB1	-0.163666666666667
OR4C46	0.282
TOP3B	-1.1965
NFATC4	-0.5215
CA14	-4.78825
BMPR1A	0.343166666666667
SNRP70	-1.31625
PRL	-0.315583333333333
C6orf130	-0.1305
STAG2	-0.293
CD55	1.42007142857143
RPS23	0.9805
SSX2	-1.62633333333333
FDPSL2A	-0.73875
FBXO27	-1.328875
SYNGR3	-1.44433333333333
TMSL3	1.8455
EML1	-2.2575
NUP93	-1.16108333333333
SMAD3	-0.6681
KIAA1189	1.1035
HNRPUL2	-0.502833333333333
TBC1D12	0.477333333333333
C16orf24	0.21925
MRVI1	1.7415
ZNF581	-0.112333333333333
ELOVL3	-0.4385
OR51Q1	0.12
CACNB3	0.371
GALNT13	-2.50614285714286
C10orf84	1.06875
NEDD4	-0.3337
SPO11	0.4285
OR5AU1	0.1065
NEK4	0.135714285714286
PRKAR2A	0.0671666666666667
IHPK1	-0.1235
ATP6V0B	-0.155375
CACNA1E	1.5125
CEACAM8	1.6332
PEX14	-0.202
FLJ12993	-3.2255
ZBTB38	-0.673833333333334
PCTK2	-0.0101666666666667
LRRC16	2.4213
FBLIM1	1.38358333333333
FYCO1	0.557
RP5-1022P6.2	0.138166666666667
CMTM1	0.951333333333333
PLTP	-1.359
RAPH1	0.63375
DOCK8	-0.13425
EZH2	-0.575333333333333
SLC25A1	-0.787166666666667
PLEKHB1	2.4252
GRB7	1.9349
ZFP37	-1.36475
MRPL33	-0.27125
PELO	-0.77575
ARMC1	-0.331090909090909
C9orf27	0.0735
FLJ25778	0.0655
C9orf37	-0.767333333333333
TMEM66	-0.27475
SPRN	-0.107625
HBEGF	1.029375
PI4KA	-1.38
LEPRE1	-1.10725
POU2AF1	-2.701375
MRPL12	0.539166666666667
REP15	2.834
ZC3H3	0.05975
RASAL1	1.777
DDAH1	3.095875
ACBD5	1.991125
TMC2	0.0925
CCDC137	-1.01725
SAMD13	0.850166666666667
UGT2B15	-0.122666666666667
TIPARP	-0.21925
DNASE1L3	-1.421
TRIM72	0.458666666666667
DBX2	0.498
IPO8	0.46225
C21orf88	-0.1199
MAP3K14	1.05625
LOC51233	0.461
GGTLA4	0.60175
PDE6D	0.2835
ZNF117	-1.78025
CLK2	-0.82175
NKRF	-0.46775
TNFSF15	2.4105
DUSP2	0.54575
SECISBP2	-0.1599
GABRR2	-0.271
PPAP2C	2.49
LOC51145	-0.0616666666666667
PAG1	1.289375
PIK3C3	-0.18975
GNG10	0.1355
APOL4	1.2145
ANKRD28	-0.366625
STMN3	-2.3568
RAB14	1.0821
CDK2AP2	-0.0975
HDDC3	-0.031625
COMMD7	-0.14
CXXC1	0.11025
HMCN1	-1.86633333333333
CD40	-0.8405
DYNC1LI2	0.191125
GDI1	-0.37225
LOC646938	0.58875
VSNL1	2.1725
PIH1D1	-0.144166666666667
RAET1G	-1.642
KRTAP5-9	0.4165
EFTUD2	-0.36875
ZNF311	-0.2555
ATP6V1G3	0.09625
OR2W3	-0.565
SCN4A	-0.2435
MED10	-0.704375
FAM135A	1.9187
ARHGAP4	-2.3315
EHMT2	-0.500625
UFD1L	-0.36875
ERMP1	0.86425
MAG1	-0.165
THAP8	0.0005
HACE1	-0.0206666666666667
FAM82C	-0.0793333333333333
C3orf20	0.3605
UNC84A	-0.106166666666667
SCD5	-0.742142857142857
LASS6	1.545625
LSG1	0.140083333333333
MAL	-5.74075
GPR22	-0.459
WDR5B	0.5715
ACTRT1	0.133
C17orf60	-0.913333333333333
GRIN2C	1.5815
ARMC8	-0.374916666666667
SLC47A1	-2.87133333333333
DMPK	0.3155
DHRS13	0.3095
SMC1A	-0.0325
KRTAP17-1	2.82425
SMYD5	-0.44225
TUSC2	0.248125
CRHR2	0.562
KIR3DL2	-0.105
CCDC104	0.06375
ATP2C1	0.551125
CROT	-1.023
PABPC3	-0.391666666666667
EGR1	0.0201666666666667
THSD1	1.183
KHK	-0.021
SLC12A2	3.781
CD58	-0.761
STOX2	-2.09883333333333
CCDC76	-0.189
CCDC48	4.22025
DNAH1	0.719166666666667
ZIC4	-0.165875
OR1G1	0.1115
PSMC6	-0.498166666666667
PROKR1	0.679
ABCB1	-0.577625
TRAT1	-2.32925
LLGL1	0.4515
MTF1	0.73125
USP54	1.229375
PAGE2B	-3.137
ITGB7	-3.325
CCDC81	-0.2095
LOC149837	0.0895
SCUBE1	-0.049
ZSCAN10	1.2
HUWE1	0.258928571428571
CDH17	7.746
CD180	-0.39475
IL17A	0.29775
TMPO	-0.12425
KIAA1524	-0.331333333333333
HDGFRP3	-2.90316666666667
OXCT1	0.370636363636364
RRAS2	-0.151833333333333
LTBP2	0.5461875
SV2B	1.581
CYP2A6	0.18825
PKD1L2	-1.28516666666667
PPM1M	-0.719
FLJ22662	2.01966666666667
ZNF502	-1.2825
GP6	-0.6185
CRYBA2	4.07225
LEF1	-1.8158
CTPS	-1.03942857142857
EYA1	-3.12233333333333
EPS8L1	-0.37925
MAPK14	0.239666666666667
SERPINB2	-4.586625
GTF2F2	0.244833333333333
ZNHIT4	-0.2215
PLA1A	2.019875
C20orf114	0.29225
HPR	-4.9255
C18orf2	-3.36316666666667
SATB2	1.252
KCNJ9	-0.30025
MGC157906	0.818
MOCS3	-0.52275
C17orf71	-0.696166666666667
PPHLN1	-0.2166
HIST1H2BN	-0.699625
RAPGEF1	-0.17325
MAP3K8	0.20075
DLG4	0.321333333333333
STC1	0.3205
CDGAP	0.1645
DDX26B	-0.944
LOC150223	-0.9865
CPSF3	-0.9415
TMEM14A	0.299
MYH3	-0.10475
GPKOW	0.0875
SULT1A1	-0.804666666666667
SPON1	4.5787
YY1AP1	-0.7795
RAB23	-0.26025
PLA2G4A	-0.9015
MAPRE3	-0.3455
ZNF516	0.892928571428571
GGPS1	-0.31625
EXOC3L2	0.00962500000000002
C19orf42	0.3941
MAP2K2	-0.5325
HIST1H2BB	-0.89825
RNF19B	1.5
C6orf128	-0.7085
TLR8	2.56375
PCDHA9	-1.625
CARS2	-0.02625
CLUL1	-0.685666666666667
RHAG	-3.7355
UNK	-0.046
EXOC8	0.1246
C9orf95	0.79775
C14orf143	-1.12983333333333
MAML3	0.430375
LDHA	-1.45625
MRPL20	0.24825
KLHDC6	0.1785
ATP5S	-0.134166666666667
C8orf55	0.00825
PHF19	-1.027375
KRTAP13-4	0.6115
TTC5	-0.3675
XKR5	-0.84475
SILV	-4.7565
TEX28	-0.492
TCTN1	-1.04475
CX40.1	0.83775
PPP2R5C	-0.422375
C12orf30	-0.418833333333333
CAPG	0.662
MPZL1	0.55
ARSB	-1.1315
TDH	-2.9985
WASF4	1.199
TSSK3	-0.703333333333334
7A5	2.3155
CRISPLD1	-1.354125
MAD1L1	-0.133666666666667
SPIN4	1.34133333333333
AMPD1	-1.91825
DPYSL5	0.2245
INPP1	1.93883333333333
ANKRD11	-0.600722222222222
NPAS4	0.0195
GCET2	-0.4998
RNASE9	-0.1395
GUCY2D	0.282833333333333
CCDC98	-0.93025
FGF4	-0.39675
CPM	-1.85266666666667
SLC26A4	-1.4035
PLD5	0.033
FAM59A	0.9502
FBXO5	-0.816666666666667
SIPA1L1	0.513625
DPYS	-0.04175
ATG4D	0.46075
TGM3	1.8275
MTCH1	-0.90975
HK1	-0.303785714285714
CDC26	0.3545
GALNT12	2.25733333333333
LOC339229	-0.644
MRPL35	-0.064875
ORC4L	-0.12625
TNKS	0.456285714285714
C2orf24	-0.447166666666667
ZNF553	-0.0108333333333333
GGTLA1	2.0843
ZNF497	-2.17925
CDY1B	0.17325
SLC30A4	0.826875
TUB	-2.699375
ARHGEF18	0.00125
ARRB1	-0.1655
KCNK1	1.5535
EREG	-2.8586
SCAMP5	0.02975
RUNDC3B	0.036
ADAMTS20	0.0403333333333333
IL17RB	1.995625
FLJ20323	-1.286
MCAM	-0.086875
POLR3E	-1.45108333333333
AQR	0.206
IPMK	1.0895
CDCA7	0.675375
CAMP	-1.029
GRHL3	-1.17225
ADAMTSL2	0.207833333333333
CLMN	0.806833333333333
SSTR3	0.7635
MAGEA5	-2.34216666666667
OVOL2	3.69325
JMJD1B	0.79325
RBL2	-0.3034
PYGO2	0.057
PPP1R10	-0.160166666666667
CSE1L	-1.3335
LCA5	-0.3395
RDH16	0.55475
ASRGL1	-0.395375
TOM1	-0.192666666666667
PTX3	-6.4165
TTC15	-0.036
SCGB3A1	0.724
MRPL50	-0.32875
RCAN3	1.0515
SLC26A11	-1.6025
STYX	-0.4635
CINP	-1.292
MARCH7	-0.475
PFKM	0.156166666666667
SGMS1	0.336166666666667
RIOK3	-0.1934
C1orf110	2.055
CES7	0.049125
LOC440248	-0.89975
PPP1R12C	-0.48425
C10orf27	0.287
ATG9A	-0.178
MRPS26	0.680125
TMEM40	-1.52875
ELP3	-0.0877
ZNF787	0.5131
HIAT1	-0.45225
C8orf34	0.69
MGC4655	-1.0056
PELI1	1.208
PPT1	-0.7142
SLC35C2	-0.278833333333333
C6orf125	-0.19125
MUC4	1.6675
RFC4	-0.950142857142857
GNB2	-0.467666666666667
NUP50	0.303214285714286
SULT4A1	-1.93783333333333
C7	0.723375
CCDC130	0.0476666666666667
ARRDC4	1.06775
RQCD1	-0.516
GLYCTK	1.456
AYTL2	-0.837636363636364
MTUS1	0.9417
LEMD3	0.508
PLEKHF2	-0.45775
HOXA7	2.203
GTF3C2	-0.4075
DYNLRB2	-3.12225
CNOT10	-0.2905
MR1	-1.68483333333333
FFAR1	0.36275
PRIC285	0.23375
SLITRK6	3.18375
LIX1	-2.5287
UBE1L2	-0.032
F8	-0.518875
ACHE	1.15466666666667
KPNA5	-0.8735
TNFRSF12A	-1.708
EGR3	-0.2115
SERPIND1	-3.40533333333333
OASL	2.58
IFRD1	-0.8585
WDFY1	0.2225
ZNF267	-0.067375
ACCN5	-0.1185
ZBTB6	0.69325
PPP1R3A	-0.3145
PRRT3	-0.147
FBXL19	-0.8825
TXNIP	0.773571428571429
ACTN2	-1.7725
ATG9B	-0.6355
C9orf117	0.290125
IL27	-0.2925
RPL36AL	0.077
KLK15	1.80925
CHAD	0.4195
RAP2B	-0.0443
HEBP2	1.24875
ZNF342	-0.1045
CAMK2G	-0.0386666666666667
TLR3	1.1295
FGF14	0.13175
HMGB2	0.105
TRPM5	0.1845
OR5M11	0.618
KIF3B	0.120473684210526
PRICKLE2	-1.188
MTMR9	-0.980625
C3orf27	0.233
GLRA3	-2.51983333333333
NSDHL	-0.841
TMEM32	0.14675
POLR2D	-0.884
MYADML	0.2545
C9orf114	-0.7725
MRGPRX1	0.1115
TOPORS	0.45275
CLDN19	-1.1185
C1QL4	-0.102
RNF165	-3.003
DHRS9	0.21475
DNAH2	0.708666666666667
FXR1	-2.1035
ZMYM3	-0.964
CASP3	0.554333333333333
FAM120C	-0.234125
SCLY	-0.68625
CA7	0.6355
ENTPD5	-0.328666666666667
ZNF461	-1.383125
PDIA5	0.22975
C1orf19	-1.693
TMEM67	-1.72425
KCTD20	-1.03875
WDR47	0.337
FLJ38723	-0.069
KLRF1	-0.462666666666667
TAS2R16	0.4795
CLDN12	2.11675
PRKCE	-0.11525
UBXD4	-0.376
ITGAM	2.4675
GLT8D3	0.157125
WDR31	0.2038
RGS2	0.4515
OR51L1	0.501
MST1R	1.96125
KIAA1737	0.43275
OR4A5	-1.5815
GLIS1	-2.3955
PTMA	0.632928571428572
NAPA	-0.5125
PRDM11	-0.30075
LIPF	-0.1875
DIRAS3	1.92975
ASGR2	-4.384
C1QTNF4	0.45825
PIK3R4	-0.5575
ARMC3	-0.227
NDUFV3	-0.77425
BTBD3	0.751
PPP1R2	0.248333333333333
UBE2NL	0.5485
FOSL2	0.5175
FAM119A	-1.0635
TUBA4A	0.6689
KRTAP12-1	0.252
SFRS2	-0.54725
RHPN1	-0.8004
EEF2	0.232333333333333
ZDHHC11	1.71933333333333
EPHA3	-1.443
RBM12	0.136
H2AFJ	-2.76441666666667
EDIL3	1.8105
KIF26A	-1.60225
SERGEF	0.305
B3GALT4	1.9425
LOC90925	0.523833333333333
OSCAR	0.039375
NPFF	1.128625
DEDD	-0.10325
TMEM155	-1.02525
PTPN1	-0.528
SCYL2	0.263
SKAP1	2.776
LEAP2	-1.98816666666667
GADD45G	2.9625
IFITM3	0.72375
PILRB	-0.577833333333333
SLU7	0.4238125
DSC3	0.01
DNMT3L	-1.42975
PAPD5	-0.086
B3GNT3	3.46966666666667
LHCGR	-1.0415
MSL-1	-0.068
UBE2S	-0.46925
SAP130	-0.8105
ANAPC11	0.097
MAGED4B	-2.679
ATP6V1B2	1.2165
C14orf179	0.314375
CAPZA1	0.33525
CDYL2	-1.24133333333333
GLRX3	-0.086
LOC136288	-0.499666666666667
MOBKL1A	0.1205
HTR2B	1.61075
CRYGD	0.0228333333333333
NUS1	-0.1655
PGRMC1	-0.2575
MYOM2	0.00549999999999999
FLJ39653	-1.4855
CHM	-0.3381
OR5M8	0.2375
ZNF619	-0.753
FAM105A	3.913
CCNL1	-0.6885
NAP1L3	-1.637
C10orf57	0.4075
B3GALNT1	-2.4595
CSN1S2A	-0.61
TCP10L	-0.90725
GDAP2	-0.1615
DMKN	-0.0338333333333333
COX6B1	0.7085
DNASE2	0.0513333333333333
MSH5	-1.205
LGMN	-0.233
USP31	0.0405
OR13C8	0.428
SDCBP	0.3036
NUDT11	-3.409
PYGL	-2.0745
SNPH	0.116166666666667
B3GNT4	1.167
MIZF	-0.1721
NUBPL	-1.569
NOD1	0.157333333333333
CDH22	0.389125
NUBP1	-0.247833333333333
DSCAM	-4.0755
DGKI	-0.4425
FAM136A	-0.21625
AKAP1	0.971166666666667
SLC16A6	-2.3565
RIN3	0.65775
PSG2	-0.496
DIP2B	1.07033333333333
PSORS1C1	2.2983
KIAA0495	-3.2975
FLJ90709	-1.316
LPA	-0.471833333333333
PIGA	0.3065
LY75	4.36066666666667
UTS2	-4.8465
RREB1	0.025125
GALNACT-2	0.6079
MGC3196	-1.4005
FLJ31568	1.6115
LPHN1	-0.665
SP1	0.68075
TOX4	0.1955
HSPA9	0.7702
APOBEC1	4.7815
SLC35E4	-1.0475
LSM5	-0.81125
SURF1	-0.2395
ZBTB1	1.29175
GTF2F1	-0.30125
RPS15A	0.293285714285714
DUSP21	-0.633666666666667
GINS4	-0.8335
MYO15A	-0.437333333333333
GIMAP7	2.51425
MGC13379	0.314
ATP6V1E2	-0.141
UTP3	-0.123
HNRPA3	-0.4890625
MT4	-0.4545
C14orf155	0.15325
U1SNRNPBP	0.7385
CKLF	0.1155
PLEKHN1	0.4855
MBNL1	-0.154333333333333
NUP160	-0.4345
ACSM2A	-1.99175
LOC129881	-0.309
KIAA1529	-2.906
FLJ22639	-0.468
HAND1	-1.6295
GSX1	0.572
FGA	-4.36275
SERPINB1	2.70175
ZNF642	-0.706
IGFBP1	-4.79675
SLC1A1	2.01625
DHX57	-0.41525
ZNF766	-0.965
PTPN21	-0.2311
GDPD3	-0.217333333333333
PNPLA5	0.4595
TBR1	-0.468333333333333
FAM116A	0.39775
IQGAP1	1.00225
FOS	0.353375
ZNF226	-0.17525
FIGNL1	0.1145
C14orf1	0.208
ZMYND17	-0.3885
PUS7	-0.556
TUBB6	-1.562125
KCNQ2	-0.94775
MARCH6	-0.253166666666667
CCDC33	0.3875
PRODH	-0.19475
RBM11	-3.3855
EPHA6	0.704
SLC43A1	1.46125
LOC196541	-0.4625
NTN1	0.857833333333334
ING4	-0.42025
PCDHB10	1.31775
DPH2	-0.285666666666667
SPACA4	1.03625
FBXL21	-4.224
DIAPH1	-0.895333333333333
ZNF71	-1.48966666666667
CEP76	-0.679
CORO1A	-1.634
RRM2	0.36875
EDG4	1.12875
OS9	0.687166666666667
SLC4A1AP	-0.36125
COG5	-0.7645
COPS8	-1.06825
NGLY1	-0.50975
NCBP2	0.251625
C17orf42	-0.3905
GPSM3	0.873125
SIL1	0.120166666666667
ASB6	-0.881
SMAD5OS	0.854166666666667
UNC93A	-2.621875
A1BG	-2.18116666666667
C21orf62	0.573333333333333
FMO5	0.168083333333333
ATRIP	-0.630833333333333
CEBPG	0.675833333333333
C7orf38	-1.17683333333333
TNFRSF1B	1.19816666666667
CLEC1A	0.783166666666667
IQSEC1	-0.110375
PATZ1	0.5033
RBM22	0.6985
BAG2	-1.15
PAQR5	-0.983666666666667
C9orf127	0.8443
THNSL1	0.52425
SHROOM3	2.1013
JAM2	-0.5475
SNRPN	-3.112
ALX4	0.242
CACNA1S	0.4675
FAM130A1	0.157
CORIN	1.177
CD300LB	0.6545
PLEKHG6	1.512
LRRC40	-0.79925
PCLKC	1.92025
PCDHB16	-1.083
WNT2B	0.9115
ASNS	-0.502666666666667
MRPL49	-0.362625
FLJ46111	1.66575
ISG20	0.2695
SMU1	0.5295
CASZ1	0.737
POLR1D	0.411416666666667
GIN1	-0.7715
SNAG1	-0.511166666666667
ANKRD29	-2.44625
CDKN2AIP	0.4405
KRR1	0.7965
CXCL1	2.67816666666667
EPM2A	-0.2744
PC	-1.34
DEFB127	0.136
PDZRN4	0.8235
FAH	-1.976625
OR51E1	3.1865
CDC2L6	-0.185166666666667
DNTTIP1	-0.31775
PAX8	0.23775
TMEM116	-1.06725
C1orf150	-0.3215
PRO2012	0.76925
MRPL40	-0.786833333333333
BEX1	-3.7149
SLC2A4	0.241666666666667
PKMYT1	-1.08825
FEZF2	-0.163166666666667
SLC26A9	0.63825
MAP2	-0.01725
LYL1	-1.6075
SLC25A19	0.0636666666666667
NOS3	-0.5055
ZNF34	-0.252
TMPRSS11F	-0.576
FAM43A	-0.09175
FCRL4	0.466166666666667
KLF14	0.44225
FLRT2	-1.53716666666667
WRN	-0.89625
SDF2	-0.2031
KRT8P12	0.93225
C6orf195	-0.243
C9orf125	2.92583333333333
DZIP3	-0.261125
RIT1	-0.312833333333333
SCML1	0.130833333333333
RHBDF2	0.20075
OR2G3	-0.0945
REXO1L1	-0.8495
MAP3K7IP3	-0.41075
C3orf57	-6.36825
FBXW11	-0.194333333333333
ETAA1	-0.9445
C14orf131	-1.0264
AKT1S1	-0.26175
SLC12A5	-1.02
C9orf164	0.70975
NRIP3	-1.100875
NOS1AP	-0.69725
TMEM121	-2.5505
SAP30BP	-0.3089
DGCR6	-0.191
WDR76	-0.48225
FAM82B	-0.40425
LOC606495	-0.046
MAP9	-1.55925
BCDIN3D	0.583
CXorf36	2.67516666666667
DSCR3	-0.6191
ZFAND3	-0.60275
C7orf43	0.297666666666667
SPSB3	0.017
C19orf19	0.4575
FAM133A	-3.76325
C12orf25	0.68425
SLC39A3	-0.658625
DISP2	-0.10575
PI4KAP2	-2.1275
MKRN3	-0.4735
ADAMTS13	-0.27225
CBLN3	0.2573
TTYH1	-1.63933333333333
C3orf18	-0.1875
FLJ13236	1.31525
ZMYND12	2.14775
C18orf25	0.28525
GLB1L3	-1.392
ATP13A5	0.7865
RANBP10	0.4285
CD96	-1.5878
DENND1C	-0.7795
RBMS3	-1.2788
SLC41A3	0.389333333333333
DGCR6L	-0.0795
TMEM128	0.1955
CSNK1G3	0.377357142857143
MOBKL2C	0.95975
TSPAN6	-0.02275
MATN2	0.9723
MSL2L1	0.224333333333333
ST6GALNAC2	-2.21683333333333
FGFBP2	0.691125
FGL1	-6.2305
MPP3	0.0676666666666667
ARHGEF6	-1.10116666666667
TGFBR2	-0.0485
ACMSD	-0.64675
IL33	3.30375
C9orf5	0.339333333333333
DEAF1	-0.2279
AMN	0.9895
DEFA6	6.75625
RNF212	-2.17175
METT5D1	0.134833333333333
CIB1	0.7561
TSSK1B	0.103
KIAA1727	2.41425
ZNF680	-1.06583333333333
LOC399900	-0.9945
LOC152217	0.199916666666667
CTNNAL1	-1.5865
CIT	0.173166666666667
TLE6	-0.34825
ZNF607	-0.327
HERC4	-1.144
DRAP1	-1.3019
PEMT	-0.105
C10orf111	0.176
ZNF575	1.368875
KCTD7	-0.0735
MYO1F	0.4925
LOC285382	2.4085
RAB11A	0.584
PLCD3	-0.25225
C15orf28	-0.361
PTBP2	-0.515
CTB-1048E9.5	-0.77025
C19orf60	1.0615
C7orf25	-0.480333333333333
SETD7	1.345
HOXB9	0.71
VANGL1	-0.600375
CHAF1B	-1.03175
NDUFA3	0.331
KIAA1328	-0.230666666666667
SHARPIN	-0.306
TTC23	-0.440125
UGP2	0.442916666666667
ANKIB1	-0.5518
CIRBP	-0.111714285714286
SEC14L4	-3.44333333333333
OVCH1	-0.0711666666666667
VPS52	-0.6905
FAT	0.683125
M6PRBP1	-0.39275
GPRIN3	1.3355
PPM1F	0.186833333333333
TSR1	-0.1115
CCDC85A	0.236
PCSK5	1.69525
ZFHX3	0.408
HEMK1	-0.3881
PGBD2	0.1555
RSRC2	0.131333333333333
AURKC	-2.2595
SCRIB	-0.50775
ORM2	-4.32816666666667
FAM115A	0.0174
FZD6	-0.17975
UNC119	-1.21216666666667
GPX3	-1.4958
NOV	-1.240125
CABC1	1.23
CDC42SE2	1.0003125
EIF2S2	-0.2002
RNF130	1.221375
CKAP5	-1.07183333333333
RP11-413M3.2	0.792375
C10orf18	-0.3181
TMEM93	-0.1045
DYX1C1	0.63625
KCNMB2	-2.144375
ANK3	0.875583333333333
KRT5	-3.067
CDH12	-1.30675
QRSL1	0.255125
JUB	-1.649
SHC4	-2.847125
CCL15	2.29233333333333
CCDC22	-0.04525
SNX24	-1.38
RARS	-0.38575
MORC2	-0.099625
FAM48A	-0.70125
MT1H	1.5425
PPP1R14C	-3.484
FOXD1	0.760285714285714
C1orf213	-1.53325
AMT	-1.1281
DSN1	-0.7755
PTPLAD2	0.14225
DIS3L	-0.1835
RASL11A	4.1335
GPRC5B	-1.003375
FRMD7	-0.798
STRN4	0.26025
KITLG	1.79281818181818
HDGF	-0.506
OR1S1	0.753
SETX	-0.4984
DDR2	-0.463125
KCTD12	2.13875
LYZL2	-1.08875
WDR52	0.428
TMEM2	2.142625
ZNF579	1.084
LOC200810	-0.018
TNFSF9	-0.316375
PPFIA4	-3.57225
CNIH3	-0.288333333333333
MAP4K4	-1.20471428571429
ROD1	1.069
ALS2CR12	-0.654666666666667
DOCK3	-0.294
PAQR9	-5.23425
ASB17	0.3295
STX16	-1.2865
FEZ2	-0.788333333333333
DLAT	-0.661666666666667
KIF21B	-0.238166666666667
CDC5L	-0.30275
TMEM119	0.3245
CRIP3	-2.0515
TPSD1	0.3225
TEPP	0.7285
GNGT2	0.957
C21orf121	-0.238
WNK1	-0.225833333333333
FLJ10490	0.7006
OR51B5	-2.482
LOC203547	-0.569125
HAS1	-1.623
PPA1	0.461166666666667
ST7	0.391375
C11orf46	0.0131
POPDC3	-3.60733333333333
ACOX2	1.72133333333333
ATCAY	-0.279166666666667
TM4SF19	-1.867
MFSD9	0.0401666666666667
PDHB	-0.2795
ERN1	-0.046
LCE3C	0.4865
GPR111	-0.3645
NOTCH3	0.682166666666667
ADAMTS5	2.54775
B3GALT1	-2.00575
UGCGL1	-0.406
FAM58A	-0.0715
FBXO32	0.94425
CLPP	-0.60975
NXPH1	-2.00775
MTMR3	0.678833333333333
ATP1B3	0.0275
TMEM16A	3.4515
HIST1H3F	-0.0356666666666667
TRIM25	0.466666666666667
SDCBP2	3.684
CRKL	-0.313375
HOXB2	-1.90533333333333
ANP32B	-0.13125
GATM	0.691
AP4E1	-0.63725
EDG5	0.110875
CDKN3	-0.562666666666667
CDH4	-2.57025
PGD	-0.6075
RND1	1.3985
GAD1	1.7903
MPG	-0.24425
LOC440350	-0.465
ZNF133	-0.02175
SERPINB12	0.813
AMELY	0.145
DHX36	-1.72075
TNFAIP8L2	2.20333333333333
PHTF2	-0.6875
CCDC112	0.311333333333333
IQCC	-0.33
HEYL	2.87933333333333
FTSJ2	-0.763833333333333
APPL1	0.66275
RAB43	-0.212785714285714
OR10G2	-0.00299999999999999
WAC	0.189833333333333
ADCY9	-0.303875
RUNDC2B	0.0873333333333333
PYCRL	-0.468
AGPAT7	0.902
SLC22A9	-1.49633333333333
CDKAL1	-0.175
PDYN	-0.476166666666667
C20orf74	2.02
MTMR11	2.30825
VAV3	-0.13025
DAPL1	3.27225
STXBP3	0.24275
EIF3G	-0.08075
ARHGAP22	-1.5205
NPFFR1	0.419
NPC1	-0.945333333333333
ALDH9A1	1.252
ZNF600	0.31875
ZNF678	-0.998333333333333
RASSF1	-0.0461666666666667
ADD2	-3.629375
PITPNB	0.574
PKD2L2	0.4295
LRP11	-0.461
CDKL1	0.773
SMEK2	-0.159
PRODH2	-3.25633333333333
C11orf54	0.339666666666667
SFRS11	-0.517166666666667
IL7	2.9455
ALS2CR16	0.66325
BTG3	-0.00166666666666667
PAK2	-0.237222222222222
RP11-679B17.1	-3.52625
GATA4	1.02466666666667
ATP2B1	0.52875
LOC130940	-0.249
C1orf172	2.84683333333333
ATF7IP2	-0.7675
SLC25A43	-0.265333333333333
CENTG3	0.321083333333333
IGF2BP1	-4.3339
FCHSD1	0.158
CAMK2N2	1.2135
ELAVL3	-0.3279
NBPF15	-0.826833333333333
UBE2J2	-0.08525
GNL2	-0.57775
PRR3	-0.0537
NLF2	1.441
OR4F6	-0.1045
KLHL24	1.25583333333333
CCDC88A	-2.4122
SGPP1	-0.188833333333333
C10orf11	-1.19766666666667
SLC35B4	-1.42866666666667
UGT3A2	-1.158
ARNT2	-2.4385
CBR1	-0.197625
ITPR3	0.622
TRAPPC6B	-0.6347
AMZ1	-2.3285
ARP11	2.39925
WDSUB1	0.35825
APBA1	0.925
RAB2A	0.6889
C6orf162	-0.080125
HPSE2	-0.07775
PLCE1	1.4295
INSL3	0.4725
DLG1	0.0021
PTPLA	-2.87
PIGX	-0.463875
TFIP11	0.0723333333333333
FIBIN	2.2485
POLR2G	-1.38
GRAP2	-1.9057
DNAJB8	-0.10975
CNBP	0.913833333333333
WASF1	-0.3505
INPP5E	-1.2541
HSPB1	-1.205625
TMEM167	-0.4802
CUBN	0.00900000000000001
IGF1	-0.4288125
ITPK1	0.1623
NAALAD2	-1.453
G3BP1	0.2845
NT5DC1	0.4995
CYP39A1	1.996
TMEM139	-0.0228333333333334
POLK	-1.36377777777778
GLULD1	-1.80275
RBM15	-0.965666666666667
AMZ2	-0.891
GDF15	1.57
MESDC2	0.219
INCA	0.571333333333333
ACY1L2	-4.001
GZMM	-0.0661666666666667
PAIP1	0.10925
CACNA2D1	-1.04025
STK32C	-0.879333333333333
SH3BP4	1.40416666666667
DEC1	0.4675
PADI1	0.842
UBB	0.2014
PON3	-0.334166666666667
PROP1	1.529
ANKRD13B	0.632
ADCK1	-0.20875
TCF25	-1.15566666666667
SLC38A5	-2.96325
CXorf26	0.315833333333333
C19orf39	0.19
PPP1R13B	0.545
ARL2	-0.8725
TCL6	0.162333333333333
TOP3A	0.1335
SLC16A14	0.687
FXYD6	0.725
HIST1H4E	0.49625
BBC3	1.13331578947368
UNC5A	0.311166666666667
FAM86C	-1.2089
PI4KB	-0.440125
B3GAT1	-3.98975
SUSD2	0.985833333333333
OAZ2	-0.557333333333333
NOC4L	0.061
C10orf12	0.03425
FADS1	-3.41716666666667
LOC144097	-0.42375
DKK2	1.0645
KIAA1949	-1.05525
RHOT1	-0.695
OXT	0.6125
GPR153	1.20125
ARL4A	-0.697
SAAL1	0.007
CCDC64	-0.17
USE1	-0.331333333333333
HNMT	0.781
PCGF3	0.4524375
CYP2C19	0.99225
C20orf4	-0.492
CCDC11	1.6525
