Hybridization REF	TCGA-AA-A02R-01A-01R-A00A-07
GTF2E1	0.0345
RY1	-0.595333333333333
ATAD2B	-0.686875
ARHGAP17	0.4472
KCNIP3	-0.69775
SFPQ	0.38925
GFRA4	0.6445
AKR1B10	-2.17025
TIGD6	0.183666666666667
RGS16	1.078125
URB1	-0.372666666666667
OR4C46	0.0908333333333334
TOP3B	-0.591
NFATC4	-0.0085
CA14	-5.5775
BMPR1A	0.541
SNRP70	-1.056625
PRL	0.119833333333333
C6orf130	-0.533
STAG2	-0.92175
CD55	1.25435714285714
RPS23	0.814333333333333
SSX2	-0.383666666666667
FDPSL2A	-0.496
FBXO27	-0.850875
SYNGR3	-0.120166666666667
TMSL3	1.8915
EML1	-3.1935
NUP93	-0.392666666666667
SMAD3	0.0491
KIAA1189	0.341666666666667
HNRPUL2	0.319666666666667
TBC1D12	0.8835
C16orf24	0.44
MRVI1	2.22566666666667
ZNF581	0.260666666666667
ELOVL3	1.6165
OR51Q1	0.46825
CACNB3	0.693333333333333
GALNT13	-2.31875
C10orf84	0.2333125
NEDD4	-1.0265
SPO11	0.0935
OR5AU1	0.6085
NEK4	0.345357142857143
PRKAR2A	0.515666666666667
IHPK1	0.1075
ATP6V0B	0.2105
CACNA1E	1.061
CEACAM8	0.430666666666667
PEX14	-0.9785
FLJ12993	-4.2205
ZBTB38	-0.477583333333333
PCTK2	0.621666666666667
LRRC16	1.2142
FBLIM1	0.578416666666667
FYCO1	0.964
RP5-1022P6.2	0.0203333333333333
CMTM1	0.543166666666667
PLTP	-0.821666666666667
RAPH1	-0.084875
DOCK8	1.05375
EZH2	-0.956666666666667
SLC25A1	-0.364333333333333
PLEKHB1	-0.9742
GRB7	1.1343
ZFP37	0.16425
MRPL33	-0.6845
PELO	-0.36975
ARMC1	-0.627909090909091
C9orf27	0.039875
FLJ25778	0.4295
C9orf37	-1.75483333333333
TMEM66	-0.2165
SPRN	0.193875
HBEGF	0.400875
PI4KA	-1.52
LEPRE1	-1.2735
POU2AF1	-2.051125
MRPL12	1.068
REP15	1.932
ZC3H3	0.5445
RASAL1	1.1965
DDAH1	2.175125
ACBD5	0.975375
TMC2	-0.102
CCDC137	-0.52225
SAMD13	1.16916666666667
UGT2B15	-3.00866666666667
TIPARP	-0.1355
DNASE1L3	0.7865
TRIM72	0.580666666666667
DBX2	0.57125
IPO8	0.53
C21orf88	-2.155
MAP3K14	0.72925
LOC51233	1.01733333333333
GGTLA4	-1.52875
PDE6D	0.4565
ZNF117	-0.6855
CLK2	-0.287375
NKRF	-0.18975
TNFSF15	1.0447
DUSP2	0.980625
SECISBP2	-0.5667
GABRR2	0.2225
PPAP2C	1.78225
LOC51145	0.386833333333333
PAG1	0.35275
PIK3C3	-0.3135
GNG10	-0.101
APOL4	3.0755
ANKRD28	-0.61075
STMN3	-1.6285
RAB14	0.7524
CDK2AP2	0.20275
HDDC3	-0.04725
COMMD7	0.258875
CXXC1	-0.04875
HMCN1	-2.1986
CD40	0.9225
DYNC1LI2	-0.931625
GDI1	0.06925
LOC646938	0.426
VSNL1	1.95333333333333
PIH1D1	-0.613
RAET1G	-0.156
KRTAP5-9	0.419
EFTUD2	-0.46275
ZNF311	0.182
ATP6V1G3	-0.021
OR2W3	0.10425
SCN4A	0.11925
MED10	-0.70675
FAM135A	0.5544
ARHGAP4	-2.08975
EHMT2	-0.132125
UFD1L	-0.4895
ERMP1	0.341
MAG1	-0.1375
THAP8	-0.711
HACE1	-0.362333333333333
FAM82C	0.511833333333333
C3orf20	-0.1975
UNC84A	-0.289166666666667
SCD5	0.730642857142857
LASS6	2.5985
LSG1	0.227833333333333
MAL	-5.97725
GPR22	-1.04
WDR5B	0.7835
ACTRT1	0.367
C17orf60	0.3705
GRIN2C	0.4678
ARMC8	0.0525833333333333
SLC47A1	-1.716
DMPK	-0.4915
DHRS13	-0.583333333333333
SMC1A	0.2245
KRTAP17-1	0.31075
SMYD5	0.22275
TUSC2	-0.033875
CRHR2	0.4915
KIR3DL2	1.1625
CCDC104	-0.20825
ATP2C1	1.1445
CROT	-0.364
PABPC3	-0.128833333333333
EGR1	-1.224
THSD1	-0.23575
KHK	0.8095
SLC12A2	2.614625
CD58	0.1445
STOX2	-2.66866666666667
CCDC76	-0.4877
CCDC48	2.0715
DNAH1	0.322666666666667
ZIC4	-0.00187500000000002
OR1G1	0.4015
PSMC6	-0.486833333333333
PROKR1	0.489
ABCB1	-0.436875
TRAT1	-0.1685
LLGL1	0.6465
MTF1	0.90775
USP54	-0.00662499999999999
PAGE2B	-2.697
ITGB7	-3.803
CCDC81	-0.491
LOC149837	0.0355
SCUBE1	0.127
ZSCAN10	1.015
HUWE1	0.161714285714286
CDH17	7.013
CD180	0.34375
IL17A	0.391
TMPO	0.38275
KIAA1524	-0.2364
HDGFRP3	-3.50816666666667
OXCT1	0.972272727272727
RRAS2	0.271
LTBP2	0.877125
SV2B	0.0138333333333333
CYP2A6	0.180875
PKD1L2	-0.759166666666667
PPM1M	0.9225
FLJ22662	3.78766666666667
ZNF502	1.83675
GP6	-0.151
CRYBA2	3.71275
LEF1	-1.9191
CTPS	-0.779857142857143
EYA1	-3.46016666666667
EPS8L1	-0.3795
MAPK14	0.0728333333333333
SERPINB2	-1.002875
GTF2F2	-0.117666666666667
ZNHIT4	0.084
PLA1A	2.740625
C20orf114	0.1385
HPR	-5.105
C18orf2	-3.205
SATB2	0.43575
KCNJ9	-0.223
MGC157906	1.4565
MOCS3	0.03725
C17orf71	-0.3845
PPHLN1	-0.0549
HIST1H2BN	-0.970125
RAPGEF1	0.362375
MAP3K8	1.15125
DLG4	0.342666666666667
STC1	-1.03608333333333
CDGAP	1.4705
DDX26B	0.045
LOC150223	-0.48075
CPSF3	-0.5785
TMEM14A	-0.56525
MYH3	-1.193
GPKOW	-0.418
SULT1A1	-1.51683333333333
SPON1	4.094
YY1AP1	-0.74
RAB23	0.3625
PLA2G4A	-1.46925
MAPRE3	-0.302
ZNF516	-0.305642857142857
GGPS1	-0.688
EXOC3L2	-0.411125
C19orf42	-0.2912
MAP2K2	-0.4385
HIST1H2BB	-1.9815
RNF19B	2.62616666666667
C6orf128	-0.315333333333333
TLR8	4.3665
PCDHA9	-0.865
CARS2	0.69925
CLUL1	-1.277
RHAG	-4.76266666666667
UNK	-0.422
EXOC8	0.4927
C9orf95	0.74125
C14orf143	-0.569333333333333
MAML3	0.744714285714286
LDHA	-0.9415
MRPL20	0.348625
KLHDC6	0.304666666666667
ATP5S	-0.0435
C8orf55	-0.03
PHF19	-0.873625
KRTAP13-4	0.6685
TTC5	-0.61075
XKR5	-0.119
SILV	-5.38533333333333
TEX28	-1.262
TCTN1	-0.02275
CX40.1	0.53625
PPP2R5C	0.080875
C12orf30	-0.055
CAPG	2.05375
MPZL1	0.47395
ARSB	-0.651
TDH	-2.227
WASF4	0.68625
TSSK3	-0.426166666666667
7A5	0.3225
CRISPLD1	-1.303875
MAD1L1	-0.479333333333333
SPIN4	0.852666666666667
AMPD1	-0.66825
DPYSL5	0.5945
INPP1	2.05483333333333
ANKRD11	-0.460444444444444
NPAS4	0.23925
GCET2	0.0936
RNASE9	0.3455
GUCY2D	0.5335
CCDC98	-0.1225
FGF4	0.11625
CPM	-0.207333333333333
SLC26A4	-2.515
PLD5	-0.18975
FAM59A	-0.8555
FBXO5	-1.00833333333333
SIPA1L1	0.562375
DPYS	-0.261
ATG4D	-0.70775
TGM3	0.112
MTCH1	-0.612875
HK1	-0.737928571428571
CDC26	-0.004
GALNT12	0.839833333333333
LOC339229	-0.414
MRPL35	0.16
ORC4L	0.28375
TNKS	-0.154428571428571
C2orf24	-0.0095
ZNF553	0.5425
GGTLA1	2.4133
ZNF497	-1.47375
CDY1B	-0.173666666666667
SLC30A4	-0.332857142857143
TUB	-2.24975
ARHGEF18	0.44525
ARRB1	0.20925
KCNK1	1.725
EREG	-3.3835
SCAMP5	-0.34575
RUNDC3B	0.086
ADAMTS20	-0.4075
IL17RB	1.223375
FLJ20323	-0.4395
MCAM	-1.10275
POLR3E	-1.59016666666667
AQR	0.709
IPMK	-0.0275
CDCA7	0.66975
CAMP	-0.41425
GRHL3	-0.1455
ADAMTSL2	0.263833333333333
CLMN	0.177333333333333
SSTR3	0.841
MAGEA5	-2.2975
OVOL2	4.52025
JMJD1B	0.576
RBL2	0.1916
PYGO2	0.4585
PPP1R10	0.0718333333333333
CSE1L	-0.707833333333333
LCA5	-1.10825
RDH16	0.4455
ASRGL1	-1.436375
TOM1	-0.651666666666667
PTX3	-7.0845
TTC15	-0.34275
SCGB3A1	0.467
MRPL50	-0.32975
RCAN3	1.283
SLC26A11	-0.71925
STYX	-0.672333333333333
CINP	-0.13
MARCH7	-0.58125
PFKM	0.261
SGMS1	0.730166666666667
RIOK3	-0.3332
C1orf110	-0.133
CES7	-0.210625
LOC440248	-1.14525
PPP1R12C	-0.85275
C10orf27	0.2565
ATG9A	-0.1735
MRPS26	0.894625
TMEM40	-0.311
ELP3	-0.0796
ZNF787	0.9172
HIAT1	0.417125
C8orf34	0.907833333333333
MGC4655	-0.7715
PELI1	2.92383333333333
PPT1	-0.2946
SLC35C2	-0.391333333333333
C6orf125	-0.56775
MUC4	0.231666666666667
RFC4	-1.16557142857143
GNB2	-0.0118333333333333
NUP50	1.028
SULT4A1	-1.3705
C7	0.900875
CCDC130	-0.3705
ARRDC4	1.37575
RQCD1	-0.0825
GLYCTK	0.1995
AYTL2	-0.265909090909091
MTUS1	0.1776
LEMD3	0.792166666666667
PLEKHF2	-0.31225
HOXA7	2.187
GTF3C2	-0.7485
DYNLRB2	-2.17025
CNOT10	-0.15925
MR1	-0.442833333333333
FFAR1	0.41075
PRIC285	0.37025
SLITRK6	-3.8815
LIX1	-2.7657
UBE1L2	0.037
F8	-0.212875
ACHE	0.336666666666667
KPNA5	1.088
TNFRSF12A	-0.853
EGR3	-1.5875
SERPIND1	-4.45683333333333
OASL	4.19275
IFRD1	-2.5225
WDFY1	1.42716666666667
ZNF267	0.361125
ACCN5	0.0965
ZBTB6	0.534
PPP1R3A	-1.659
PRRT3	-0.1825
FBXL19	-1.018
TXNIP	0.480571428571429
ACTN2	-1.893
ATG9B	-0.175375
C9orf117	-0.0841428571428572
IL27	-1.775
RPL36AL	0.064
KLK15	-0.0956666666666667
CHAD	0.2205
RAP2B	0.8055
HEBP2	0.6505
ZNF342	0.6515
CAMK2G	-0.1955
TLR3	2.79975
FGF14	0.00325
HMGB2	-0.40275
TRPM5	0.400666666666667
OR5M11	0.634
KIF3B	-0.392421052631579
PRICKLE2	-1.49275
MTMR9	-0.590125
C3orf27	0.325
GLRA3	-1.5
NSDHL	-0.181833333333333
TMEM32	0.454
POLR2D	-0.689583333333333
MYADML	0.419
C9orf114	-0.2185
MRGPRX1	0.2835
TOPORS	0.4915
CLDN19	-0.8775
C1QL4	0.1645
RNF165	-3.903
DHRS9	0.6435
DNAH2	0.151166666666667
FXR1	-1.21083333333333
ZMYM3	-0.75825
CASP3	1.11783333333333
FAM120C	-0.27775
SCLY	0.179
CA7	0.3925
ENTPD5	0.04
ZNF461	-0.258125
PDIA5	-0.08025
C1orf19	-0.559833333333333
TMEM67	-0.26
KCTD20	-0.129
WDR47	-0.205
FLJ38723	0.0415
KLRF1	0.0885
TAS2R16	0.1165
CLDN12	0.09525
PRKCE	-0.537
UBXD4	-0.03025
ITGAM	3.0335
GLT8D3	0.894125
WDR31	-0.584
RGS2	-0.507
OR51L1	0.5455
MST1R	2.20075
KIAA1737	0.2245
OR4A5	0.1335
GLIS1	-2.8825
PTMA	0.530785714285714
NAPA	0.34975
PRDM11	0.06125
LIPF	-0.667
DIRAS3	-0.387
ASGR2	-4.921125
C1QTNF4	-0.58525
PIK3R4	-0.4335
ARMC3	-0.63975
NDUFV3	-0.166083333333333
BTBD3	-0.1635
PPP1R2	-0.210083333333333
UBE2NL	0.296
FOSL2	0.709214285714286
FAM119A	-0.708
TUBA4A	0.173
KRTAP12-1	0.234
SFRS2	0.25975
RHPN1	-0.6232
EEF2	-0.0186666666666667
ZDHHC11	-0.660333333333333
EPHA3	-1.6603
RBM12	-0.08675
H2AFJ	-2.37491666666667
EDIL3	1.068
KIF26A	0.3315
SERGEF	-0.44125
B3GALT4	1.705
LOC90925	0.0361666666666667
OSCAR	0.891375
NPFF	-0.546
DEDD	0.263
TMEM155	-0.130875
PTPN1	-0.34975
SCYL2	0.772
SKAP1	2.214
LEAP2	-3.10883333333333
GADD45G	0.786
IFITM3	1.896875
PILRB	-1.84333333333333
SLU7	-0.328
DSC3	-1.02325
DNMT3L	-1.223
PAPD5	-0.198875
B3GNT3	1.38266666666667
LHCGR	-0.00600000000000001
MSL-1	-0.18625
UBE2S	-0.909625
SAP130	-0.10025
ANAPC11	-0.47025
MAGED4B	-4.044
ATP6V1B2	0.755166666666667
C14orf179	0.2605
CAPZA1	0.202125
CDYL2	-1.137
GLRX3	-0.3065
LOC136288	-0.171
MOBKL1A	-0.4545
HTR2B	1.9525
CRYGD	0.749833333333333
NUS1	-0.245333333333333
PGRMC1	0.0475
MYOM2	0.086
FLJ39653	-1.4265
CHM	-0.1242
OR5M8	0.2125
ZNF619	-0.082
FAM105A	1.68975
CCNL1	-0.79625
NAP1L3	-1.99225
C10orf57	0.775666666666667
B3GALNT1	-0.243833333333333
CSN1S2A	0.023
TCP10L	-1.61475
GDAP2	0.3505
DMKN	0.975166666666667
COX6B1	0.4005
DNASE2	0.368166666666667
MSH5	-1.85725
LGMN	0.44675
USP31	0.0974
OR13C8	0.7565
SDCBP	0.056
NUDT11	-4.18916666666667
PYGL	-2.722
SNPH	-0.7945
B3GNT4	3.0415
MIZF	0.0897
NUBPL	-2.7515
NOD1	0.967333333333333
CDH22	-0.065375
NUBP1	-0.170333333333333
DSCAM	-4.64125
DGKI	-1.324
FAM136A	0.07625
AKAP1	0.705
SLC16A6	-2.436
RIN3	0.8045
PSG2	-0.0365
DIP2B	0.898833333333333
PSORS1C1	1.5605
KIAA0495	-2.677
FLJ90709	-0.198333333333333
LPA	-0.021
PIGA	-0.440166666666667
LY75	4.694
UTS2	0.231
RREB1	0.133375
GALNACT-2	0.1895
MGC3196	0.3505
FLJ31568	0.92775
LPHN1	0.846625
SP1	1.438125
TOX4	-0.410166666666667
HSPA9	0.7839
APOBEC1	0.9815
SLC35E4	-1.822
LSM5	-0.59625
SURF1	-0.455
ZBTB1	0.0995833333333333
GTF2F1	-0.43625
RPS15A	0.200214285714286
DUSP21	0.2186
GINS4	-1.00583333333333
MYO15A	-0.933166666666667
GIMAP7	4.171
MGC13379	1.09125
ATP6V1E2	-1.135
UTP3	-0.08125
HNRPA3	-0.31875
MT4	0.089
C14orf155	-0.923666666666667
U1SNRNPBP	0.75325
CKLF	-0.543
PLEKHN1	1.47383333333333
MBNL1	-0.534416666666667
NUP160	-0.695
ACSM2A	-0.97
LOC129881	-1.51275
KIAA1529	-1.07725
FLJ22639	-0.97575
HAND1	-0.789
GSX1	0.521
FGA	-4.62053333333333
SERPINB1	2.19525
ZNF642	1.88525
IGFBP1	-8.9875
SLC1A1	2.49575
DHX57	-0.32625
ZNF766	-0.555
PTPN21	-0.4214
GDPD3	-3.5525
PNPLA5	0.4165
TBR1	0.2862
FAM116A	-0.4085
IQGAP1	0.817
FOS	-1.150375
ZNF226	-0.068625
FIGNL1	0.831833333333333
C14orf1	0.0495
ZMYND17	0
PUS7	-0.326333333333333
TUBB6	-1.940625
KCNQ2	0.13925
MARCH6	-0.955333333333333
CCDC33	0.4685
PRODH	-0.04
RBM11	-2.78375
EPHA6	0.1
SLC43A1	1.41825
LOC196541	0.1915
NTN1	0.524416666666667
ING4	-0.34
PCDHB10	0.45075
DPH2	-0.082
SPACA4	-0.374
FBXL21	-3.76
DIAPH1	0.0815
ZNF71	0.09
CEP76	0.567
CORO1A	-0.7165
RRM2	-0.51575
EDG4	0.36125
OS9	0.321833333333333
SLC4A1AP	-0.19
COG5	-0.18675
COPS8	-0.9355
NGLY1	-0.41025
NCBP2	-0.803625
C17orf42	0.453333333333333
GPSM3	0.7565
SIL1	0.0511666666666667
ASB6	0.3185
SMAD5OS	-0.823166666666667
UNC93A	-3.193375
A1BG	-2.2595
C21orf62	0.50075
FMO5	-2.15525
ATRIP	-0.714333333333333
CEBPG	0.688833333333333
C7orf38	-0.692166666666667
TNFRSF1B	1.90266666666667
CLEC1A	1.47
IQSEC1	-0.246375
PATZ1	0.9211
RBM22	0.995625
BAG2	0.351166666666667
PAQR5	0.924833333333333
C9orf127	-0.4137
THNSL1	0.6065
SHROOM3	2.8403
JAM2	-0.64025
SNRPN	-3.81575
ALX4	0.558
CACNA1S	0.431
FAM130A1	0.86775
CORIN	1.287
CD300LB	0.4155
PLEKHG6	1.317
LRRC40	-0.67725
PCLKC	-0.79
PCDHB16	-0.75
WNT2B	1.1975
ASNS	-1.44911111111111
MRPL49	0.023125
FLJ46111	1.186
ISG20	0.71375
SMU1	0.687
CASZ1	0.348
POLR1D	0.0963333333333333
GIN1	-1.0335
SNAG1	-0.856
ANKRD29	0.10975
CDKN2AIP	0.61975
KRR1	0.2665
CXCL1	-0.132833333333333
EPM2A	-0.2303
PC	-2.04716666666667
DEFB127	-1.244
PDZRN4	0.994333333333333
FAH	-1.1855
OR51E1	0.9325
CDC2L6	0.0766666666666667
DNTTIP1	-0.7215
PAX8	0.508
TMEM116	-0.9925
C1orf150	0.3485
PRO2012	0.231
MRPL40	-0.7465
BEX1	-4.2722
SLC2A4	-0.667
PKMYT1	-0.4075
FEZF2	0.4382
SLC26A9	2.91725
MAP2	-0.5892
LYL1	-1.18225
SLC25A19	-0.118
NOS3	-0.1855
ZNF34	-0.355166666666667
TMPRSS11F	-0.17525
FAM43A	-0.06525
FCRL4	0.138166666666667
KLF14	0.106
FLRT2	-2.19483333333333
WRN	-0.6835
SDF2	-0.3895
KRT8P12	0.57575
C6orf195	0.5705
C9orf125	2.00266666666667
DZIP3	-1.562625
RIT1	-0.948583333333333
SCML1	-0.000833333333333353
RHBDF2	1.590875
OR2G3	0.9465
REXO1L1	-0.019
MAP3K7IP3	-0.34275
C3orf57	-8.79925
FBXW11	-0.093
ETAA1	-0.7835
C14orf131	-0.1954
AKT1S1	0.294
SLC12A5	-0.5065
C9orf164	0.6865
NRIP3	-0.719375
NOS1AP	-0.53
TMEM121	-2.24175
SAP30BP	-0.0728
DGCR6	-0.14975
WDR76	-0.315
FAM82B	-0.563333333333333
LOC606495	-0.5985
MAP9	-1.50766666666667
BCDIN3D	-0.0055
CXorf36	2.24983333333333
DSCR3	0.1055
ZFAND3	-1.253625
C7orf43	0.2395
SPSB3	0.0913
C19orf19	0.68875
FAM133A	-3.05475
C12orf25	0.77825
SLC39A3	-0.8205
DISP2	0.0945
PI4KAP2	-1.9365
MKRN3	-2.92666666666667
ADAMTS13	-0.885625
CBLN3	0.3379
TTYH1	-2.311
C3orf18	-0.9645
FLJ13236	0.36375
ZMYND12	2.40925
C18orf25	0.297875
GLB1L3	-0.1545
ATP13A5	0.3095
RANBP10	-0.24
CD96	0.1928
DENND1C	0.24475
RBMS3	-1.7395
SLC41A3	0.220666666666667
DGCR6L	-0.29875
TMEM128	0.159333333333333
CSNK1G3	0.0768571428571429
MOBKL2C	1.773875
TSPAN6	0.24175
MATN2	0.6199
MSL2L1	0.87
ST6GALNAC2	-1.35733333333333
FGFBP2	-0.151875
FGL1	-7.7335
MPP3	0.784833333333333
ARHGEF6	-0.112
TGFBR2	0.0495
ACMSD	-1.05625
IL33	2.58475
C9orf5	-0.0905833333333333
DEAF1	-0.0808
AMN	2.5725
DEFA6	0.160875
RNF212	-1.48175
METT5D1	0.246
CIB1	0.1529
TSSK1B	0.43375
KIAA1727	0.73875
ZNF680	-0.509
LOC399900	-1.2975
LOC152217	-0.191583333333333
CTNNAL1	-2.069
CIT	-0.7985
TLE6	0.418
ZNF607	0.12075
HERC4	-0.724666666666667
DRAP1	-0.6783
PEMT	0.41825
C10orf111	0.152
ZNF575	1.013125
KCTD7	-0.35375
MYO1F	1.230375
LOC285382	1.4855
RAB11A	0.6264
PLCD3	-0.107
C15orf28	0.13975
PTBP2	-1.84425
CTB-1048E9.5	-0.083
C19orf60	0.724666666666667
C7orf25	-0.131333333333333
SETD7	0.59375
HOXB9	1.955
VANGL1	0.050125
CHAF1B	-0.564
NDUFA3	0.32725
KIAA1328	0.0536
SHARPIN	0.141125
TTC23	-0.775375
UGP2	-0.037
ANKIB1	-0.4044
CIRBP	-0.341714285714286
SEC14L4	-3.02783333333333
OVCH1	0.2405
VPS52	-0.30725
FAT	2.182875
M6PRBP1	-1.27975
GPRIN3	0.376
PPM1F	0.0346666666666667
TSR1	0.5855
CCDC85A	-0.70875
PCSK5	2.2275
ZFHX3	-0.4
HEMK1	-0.8839
PGBD2	0.227
RSRC2	-0.106
AURKC	-0.729166666666667
SCRIB	-0.689625
ORM2	-5.594
FAM115A	-0.1609
FZD6	0.3975
UNC119	0.376833333333333
GPX3	-0.8473
NOV	-2.143
CABC1	0.366875
CDC42SE2	1.0269375
EIF2S2	-0.4667
RNF130	0.665125
CKAP5	-1.07266666666667
RP11-413M3.2	0.708125
C10orf18	0.6828
TMEM93	-0.41375
DYX1C1	1.78275
KCNMB2	-1.61442857142857
ANK3	0.614916666666667
KRT5	-3.1564
CDH12	-0.996375
QRSL1	0.201
JUB	0.03175
SHC4	-2.498375
CCL15	3.01083333333333
CCDC22	-0.0375
SNX24	-1.15025
RARS	-0.283
MORC2	0.20775
FAM48A	-0.86525
MT1H	1.4715
PPP1R14C	-1.67083333333333
FOXD1	0.532642857142857
C1orf213	-1.45775
AMT	-1.8203
DSN1	-0.99625
PTPLAD2	1.0695
DIS3L	0.3135
RASL11A	5.432
GPRC5B	-0.930125
FRMD7	1.1375
STRN4	0.66
KITLG	0.976590909090909
HDGF	0.21575
OR1S1	0.6805
SETX	0.5934
DDR2	-0.761125
KCTD12	1.231
LYZL2	-0.8125
WDR52	-1.0955
TMEM2	-0.4825
ZNF579	0.734166666666667
LOC200810	-0.0845
TNFSF9	0.99975
PPFIA4	-3.18225
CNIH3	-0.756
MAP4K4	-0.332714285714286
ROD1	0.599642857142857
ALS2CR12	-0.832
DOCK3	-0.206
PAQR9	-5.13875
ASB17	0.2082
STX16	-0.9705
FEZ2	-0.426
DLAT	-0.0643333333333333
KIF21B	-1.625
CDC5L	-0.33275
TMEM119	0.8165
CRIP3	-2.32575
TPSD1	0.326333333333333
TEPP	0.17325
GNGT2	1.868
C21orf121	-0.12525
WNK1	-0.32975
FLJ10490	0.066
OR51B5	-1.863
LOC203547	-0.6045
HAS1	-0.875
PPA1	0.292833333333333
ST7	0.511125
C11orf46	-0.0015
POPDC3	-3.3735
ACOX2	-2.6575
ATCAY	-0.45775
TM4SF19	0.17
MFSD9	0.0808333333333333
PDHB	-0.079
ERN1	0.05075
LCE3C	0.9345
GPR111	-0.771
NOTCH3	0.765166666666667
ADAMTS5	-0.01675
B3GALT1	-0.697
UGCGL1	-0.187333333333333
FAM58A	0.239
FBXO32	0.174
CLPP	-0.12275
NXPH1	-1.77375
MTMR3	0.686333333333333
ATP1B3	0.208125
TMEM16A	4.916
HIST1H3F	-0.398
TRIM25	0.6705
SDCBP2	2.366
CRKL	-0.931375
HOXB2	-0.6235
ANP32B	-0.145625
GATM	0.87
AP4E1	-0.759625
EDG5	0.53775
CDKN3	-1.25816666666667
CDH4	-3.4625
PGD	0.012
RND1	0.704
GAD1	0.0244
MPG	-0.1295
LOC440350	-0.175
ZNF133	-0.44925
SERPINB12	0.604
AMELY	0.0413333333333333
DHX36	-0.73
TNFAIP8L2	3.35333333333333
PHTF2	-0.485222222222222
CCDC112	0.485
IQCC	-0.58875
HEYL	2.922
FTSJ2	-0.393666666666667
APPL1	0.820875
RAB43	0.0971428571428571
OR10G2	0.675
WAC	-0.101833333333333
ADCY9	0.702875
RUNDC2B	-0.882666666666667
PYCRL	0.2632
AGPAT7	0.911
SLC22A9	-0.941666666666667
CDKAL1	-0.4855
PDYN	-0.499833333333333
C20orf74	-0.39825
MTMR11	2.4705
VAV3	-1.89266666666667
DAPL1	-0.558
STXBP3	0.71475
EIF3G	-0.3655
ARHGAP22	-1.39825
NPFFR1	0.454
NPC1	-0.0335
ALDH9A1	0.774
ZNF600	1.806875
ZNF678	-0.262666666666667
RASSF1	0.126916666666667
ADD2	-2.76685714285714
PITPNB	0.82075
PKD2L2	0.55675
LRP11	0.4365
CDKL1	0.212
SMEK2	0.81875
PRODH2	-3.92733333333333
C11orf54	-0.1575
SFRS11	-0.692166666666667
IL7	3.1705
ALS2CR16	-1.0215
BTG3	-0.0908333333333333
PAK2	-0.262722222222222
RP11-679B17.1	-3.06825
GATA4	-1.17616666666667
ATP2B1	-1.0995
LOC130940	-0.817
C1orf172	2.812
ATF7IP2	-0.77325
SLC25A43	0.708166666666667
CENTG3	-0.0193333333333333
IGF2BP1	-4.58811111111111
FCHSD1	0.8245
CAMK2N2	0.745166666666667
ELAVL3	0.317555555555556
NBPF15	-1.211
UBE2J2	0.03775
GNL2	-1.0865
PRR3	-0.0987
NLF2	1.137
OR4F6	0.3185
KLHL24	0.00533333333333334
CCDC88A	-1.5398
SGPP1	-0.0395
C10orf11	-1.21033333333333
SLC35B4	-1.06933333333333
UGT3A2	0.4525
ARNT2	2.0618
CBR1	1.048375
ITPR3	0.670666666666667
TRAPPC6B	-0.6101
AMZ1	-1.226
ARP11	3.4755
WDSUB1	0.34175
APBA1	0.5905
RAB2A	-0.00379999999999999
C6orf162	-0.470125
HPSE2	0.508
PLCE1	0.6225
INSL3	1.11075
DLG1	-0.3725
PTPLA	-1.46075
PIGX	-0.51275
TFIP11	0.33
FIBIN	1.004
POLR2G	-0.65675
GRAP2	-1.2897
DNAJB8	0.25
CNBP	0.192166666666667
WASF1	-0.16225
INPP5E	-0.3037
HSPB1	-0.823375
TMEM167	-0.6256
CUBN	-0.31625
IGF1	-0.490375
ITPK1	1.8587
NAALAD2	-1.289
G3BP1	0.2478
NT5DC1	0.469625
CYP39A1	-1.56
TMEM139	1.09158333333333
POLK	-0.409111111111111
GLULD1	-2.372
RBM15	-0.845
AMZ2	-1.15925
GDF15	-0.674666666666667
MESDC2	0.46225
INCA	2.15733333333333
ACY1L2	0.153
GZMM	0.432166666666667
PAIP1	0.15875
CACNA2D1	-0.306666666666667
STK32C	-0.502333333333333
SH3BP4	0.163333333333333
DEC1	0.5435
PADI1	0.542
UBB	0.1189
PON3	0.858166666666667
PROP1	0.9015
ANKRD13B	0.9065
ADCK1	0.669
TCF25	0.245833333333333
SLC38A5	0.30325
CXorf26	-2.3005
C19orf39	0.3775
PPP1R13B	0.68325
ARL2	-0.6305
TCL6	0.27875
TOP3A	0.0455
SLC16A14	-2.170875
FXYD6	0.912
HIST1H4E	0.329
BBC3	0.996
UNC5A	0.542833333333333
FAM86C	-0.5705
PI4KB	-0.124
B3GAT1	-2.58475
SUSD2	-0.188166666666667
OAZ2	-0.659
NOC4L	0.15525
C10orf12	0.819
FADS1	-3.04083333333333
LOC144097	-0.40975
DKK2	0.100833333333333
KIAA1949	0.17325
RHOT1	0.3531
OXT	0.852166666666667
GPR153	0.91025
ARL4A	-0.6805
SAAL1	-0.60025
CCDC64	-0.335
USE1	-0.593333333333333
HNMT	0.156833333333333
PCGF3	-0.585375
CYP2C19	1.222
C20orf4	-0.1755
CCDC11	-1.04275
ACSBG2	0.4015
RWDD2A	0.178
PALLD	1.92175
CPLX4	-1.26
LOC492311	0.849
KPNA2	-1.0345
MACROD1	0.9026
TMCO3	-1.043
C15orf52	-0.816166666666667
BIRC5	-1.11746666666667
PRR16	1.02916666666667
FAM63B	-0.38275
KATNB1	-0.270166666666667
