Hybridization REF	TCGA-AA-A00D-01A-01R-A002-07
GTF2E1	0.1185
RY1	-0.401333333333333
ATAD2B	-0.0765
ARHGAP17	0.5046
KCNIP3	-2.1015
SFPQ	0.54375
GFRA4	0.257666666666667
AKR1B10	-3.32125
TIGD6	0.509666666666667
RGS16	1.020375
URB1	-0.0996666666666667
OR4C46	-0.336333333333333
TOP3B	-1.166
NFATC4	-0.1575
CA14	-4.88475
BMPR1A	0.634333333333333
SNRP70	-0.86625
PRL	-0.0633333333333333
C6orf130	-0.23925
STAG2	0.6535
CD55	-1.44264285714286
RPS23	0.717166666666667
SSX2	-1.4435
FDPSL2A	-1.1835
FBXO27	-0.980125
SYNGR3	0.616833333333333
TMSL3	1.10975
EML1	-1.988
NUP93	-0.764
SMAD3	-0.721
KIAA1189	-0.146666666666667
HNRPUL2	0.563166666666667
TBC1D12	0.898833333333333
C16orf24	1.3795
MRVI1	1.5555
ZNF581	-0.589833333333333
ELOVL3	-0.2505
OR51Q1	0.10625
CACNB3	-0.3505
GALNT13	-2.002125
C10orf84	0.7065
NEDD4	-0.9637
SPO11	0.571
OR5AU1	0.4265
NEK4	0.659714285714286
PRKAR2A	0.3165
IHPK1	-0.0938333333333333
ATP6V0B	0.418
CACNA1E	0.796
CEACAM8	1.09833333333333
PEX14	-0.344
FLJ12993	-0.093
ZBTB38	0.574916666666667
PCTK2	-0.101
LRRC16	1.1949
FBLIM1	0.684166666666667
FYCO1	0.723
RP5-1022P6.2	-0.349333333333333
CMTM1	0.557166666666667
PLTP	0.775
RAPH1	0.34675
DOCK8	1.338
EZH2	-0.5018
SLC25A1	-0.777833333333333
PLEKHB1	1.6961
GRB7	1.1031
ZFP37	-0.52575
MRPL33	-0.50375
PELO	-0.355
ARMC1	0.932
C9orf27	0.28275
FLJ25778	-0.114
C9orf37	-0.924833333333333
TMEM66	0.017
SPRN	0.040625
HBEGF	0.78625
PI4KA	-1.128
LEPRE1	-1.08775
POU2AF1	0.14425
MRPL12	-0.0325
REP15	0.1935
ZC3H3	1.03075
RASAL1	0.10175
DDAH1	2.19125
ACBD5	1.1875
TMC2	0.1655
CCDC137	-0.43575
SAMD13	1.451
UGT2B15	-2.54083333333333
TIPARP	-0.6145
DNASE1L3	3.332
TRIM72	1.25516666666667
DBX2	0.599666666666667
IPO8	0.56075
C21orf88	-0.685
MAP3K14	0.61675
LOC51233	0.660666666666667
GGTLA4	1.799
PDE6D	0.12525
ZNF117	-0.865
CLK2	-0.58975
NKRF	-0.11625
TNFSF15	2.8856
DUSP2	0.407125
SECISBP2	0.0344
GABRR2	-1.1135
PPAP2C	1.75675
LOC51145	-0.337833333333333
PAG1	0.708
PIK3C3	-0.8465
GNG10	-0.127
APOL4	2.92433333333333
ANKRD28	-0.707125
STMN3	-2.2721
RAB14	0.6811
CDK2AP2	0.0315
HDDC3	-0.51275
COMMD7	0.77425
CXXC1	-0.9975
HMCN1	-1.5555
CD40	1.84975
DYNC1LI2	0.3900625
GDI1	0.21375
LOC646938	0.0565
VSNL1	0.877833333333333
PIH1D1	-0.410666666666667
RAET1G	-0.4545
KRTAP5-9	0.1565
EFTUD2	-0.284
ZNF311	-0.0505
ATP6V1G3	0.057
OR2W3	-0.81325
SCN4A	-0.2045
MED10	-0.22025
FAM135A	1.2887
ARHGAP4	1.079
EHMT2	-0.49775
UFD1L	-0.40775
ERMP1	-0.12875
MAG1	-1.08616666666667
THAP8	-0.185666666666667
HACE1	-0.613333333333333
FAM82C	-0.0758333333333333
C3orf20	-0.1715
UNC84A	-0.251333333333333
SCD5	0.461857142857143
LASS6	2.27225
LSG1	0.433083333333333
MAL	-4.91975
GPR22	0.00850000000000001
WDR5B	1.166
ACTRT1	0.1405
C17orf60	0.7025
GRIN2C	1.8351
ARMC8	-0.472333333333333
SLC47A1	-2.04416666666667
DMPK	-0.68725
DHRS13	-1.5875
SMC1A	-0.688666666666667
KRTAP17-1	0.19975
SMYD5	-0.09775
TUSC2	0.047625
CRHR2	0.1155
KIR3DL2	0.5765
CCDC104	-0.21975
ATP2C1	0.665875
CROT	0.374
PABPC3	1.64266666666667
EGR1	-0.452166666666667
THSD1	1.911
KHK	0.536
SLC12A2	2.917375
CD58	0.15975
STOX2	-1.88183333333333
CCDC76	-0.1944
CCDC48	3.34975
DNAH1	0.509833333333333
ZIC4	-0.47425
OR1G1	0.174
PSMC6	0.328166666666667
PROKR1	0.628
ABCB1	3.39325
TRAT1	-0.0835
LLGL1	-0.1805
MTF1	1.00675
USP54	1.517
PAGE2B	-2.573
ITGB7	-3.34725
CCDC81	-0.7485
LOC149837	0.81475
SCUBE1	0.4545
ZSCAN10	0.0955
HUWE1	0.618071428571428
CDH17	7.32
CD180	1.0445
IL17A	0.73175
TMPO	-0.168375
KIAA1524	-0.387
HDGFRP3	-2.76583333333333
OXCT1	-1.00290909090909
RRAS2	-0.473
LTBP2	1.574125
SV2B	0.221833333333333
CYP2A6	0.055
PKD1L2	-0.846666666666667
PPM1M	0.20325
FLJ22662	3.48933333333333
ZNF502	0.9875
GP6	-0.91825
CRYBA2	2.688
LEF1	-1.4014
CTPS	-0.873142857142857
EYA1	-3.73716666666667
EPS8L1	-0.114
MAPK14	0.10725
SERPINB2	-5.4545
GTF2F2	1.25883333333333
ZNHIT4	0.098
PLA1A	2.739125
C20orf114	-0.43475
HPR	-4.5005
C18orf2	-2.97066666666667
SATB2	-1.7695
KCNJ9	0.285714285714286
MGC157906	0.669
MOCS3	-0.01175
C17orf71	-0.7655
PPHLN1	0.1877
HIST1H2BN	-1.296625
RAPGEF1	0.1115
MAP3K8	3.12325
DLG4	-0.152333333333333
STC1	-1.8145
CDGAP	1.14275
DDX26B	0.5225
LOC150223	-0.467
CPSF3	-0.2045
TMEM14A	-0.094
MYH3	-1.8795
GPKOW	0.57875
SULT1A1	-0.793166666666667
SPON1	1.5506
YY1AP1	-0.233
RAB23	1.85325
PLA2G4A	-0.7445
MAPRE3	-0.267
ZNF516	-0.446642857142857
GGPS1	-0.1175
EXOC3L2	0.0245
C19orf42	-0.0214
MAP2K2	-0.423
HIST1H2BB	-1.32275
RNF19B	1.8485
C6orf128	-0.863666666666667
TLR8	3.67325
PCDHA9	-0.499
CARS2	1.39475
CLUL1	-0.726833333333333
RHAG	-4.25466666666667
UNK	-0.2285
EXOC8	0.462
C9orf95	1.0365
C14orf143	-0.1675
MAML3	0.154125
LDHA	-1.2905
MRPL20	0.254
KLHDC6	-0.390333333333333
ATP5S	0.577666666666667
C8orf55	0.56825
PHF19	-1.1995
KRTAP13-4	0.586
TTC5	0.11575
XKR5	-0.392
SILV	-4.32883333333333
TEX28	-0.194
TCTN1	0.0335
CX40.1	0.26725
PPP2R5C	0.475625
C12orf30	-0.291
CAPG	1.89825
MPZL1	0.6516
ARSB	-0.816
TDH	-2.585
WASF4	0.7495
TSSK3	-0.965666666666667
7A5	3.043
CRISPLD1	-1.318875
MAD1L1	-0.778166666666667
SPIN4	0.4255
AMPD1	2.02775
DPYSL5	0.667
INPP1	1.12566666666667
ANKRD11	-0.341666666666667
NPAS4	0.128
GCET2	0.3084
RNASE9	0.655
GUCY2D	0.00866666666666666
CCDC98	-0.0235
FGF4	-0.18525
CPM	-0.442333333333333
SLC26A4	-2.00833333333333
PLD5	-0.11125
FAM59A	1.1022
FBXO5	-0.504333333333333
SIPA1L1	0.5455
DPYS	0.29225
ATG4D	-0.58725
TGM3	1.147
MTCH1	-0.51925
HK1	-1.1355
CDC26	0.20025
GALNT12	0.3185
LOC339229	-0.2015
MRPL35	-0.34225
ORC4L	0.396375
TNKS	-0.201071428571429
C2orf24	0.0623333333333333
ZNF553	-0.150333333333333
GGTLA1	2.3868
ZNF497	-1.34325
CDY1B	0.22125
SLC30A4	0.649125
TUB	-2.11
ARHGEF18	0.291
ARRB1	0.82175
KCNK1	0.84925
EREG	0.1224
SCAMP5	-0.73575
RUNDC3B	1.6275
ADAMTS20	-0.387
IL17RB	0.251
FLJ20323	-0.3645
MCAM	-0.4485
POLR3E	-0.649083333333333
AQR	-0.393333333333333
IPMK	2.473
CDCA7	0.716625
CAMP	0.11225
GRHL3	1.2125
ADAMTSL2	0.969833333333333
CLMN	0.775666666666667
SSTR3	0.349
MAGEA5	-2.315
OVOL2	2.773
JMJD1B	0.21275
RBL2	0.5253
PYGO2	-0.0125
PPP1R10	-0.058
CSE1L	-0.302
LCA5	0.227
RDH16	1.03525
ASRGL1	-0.42625
TOM1	0.457333333333333
PTX3	-6.5975
TTC15	0.06625
SCGB3A1	0.839666666666667
MRPL50	-0.3905
RCAN3	0.998375
SLC26A11	-0.524
STYX	-0.313
CINP	-0.00875
MARCH7	-0.23025
PFKM	-0.595
SGMS1	1.16616666666667
RIOK3	-0.000200000000000003
C1orf110	-0.198
CES7	0.015125
LOC440248	-1.02575
PPP1R12C	-0.6005
C10orf27	-0.0245
ATG9A	-0.877
MRPS26	-0.460125
TMEM40	-0.61075
ELP3	-0.4771
ZNF787	-0.0454
HIAT1	0.10225
C8orf34	0.337
MGC4655	-0.8696
PELI1	1.823
PPT1	-0.1912
SLC35C2	-0.269333333333333
C6orf125	-0.3735
MUC4	1.77083333333333
RFC4	-1.31257142857143
GNB2	0.0906666666666667
NUP50	0.344785714285714
SULT4A1	-1.7825
C7	1.633625
CCDC130	-0.0486666666666667
ARRDC4	-0.20575
RQCD1	-0.052
GLYCTK	0.64375
AYTL2	-0.564636363636364
MTUS1	0.3408
LEMD3	0.701
PLEKHF2	0.775
HOXA7	-0.145375
GTF3C2	-0.925
DYNLRB2	-1.658
CNOT10	-0.19225
MR1	-0.0121666666666667
FFAR1	0.00149999999999999
PRIC285	0.29775
SLITRK6	-2.6375
LIX1	-2.0908
UBE1L2	0.245916666666667
F8	0.878375
ACHE	0.137666666666667
KPNA5	-0.63225
TNFRSF12A	-1.24483333333333
EGR3	-0.6315
SERPIND1	-3.02366666666667
OASL	2.2905
IFRD1	-0.608625
WDFY1	0.860666666666667
ZNF267	0.729375
ACCN5	0.3035
ZBTB6	0.6075
PPP1R3A	-0.062
PRRT3	0.21925
FBXL19	-0.873
TXNIP	0.169642857142857
ACTN2	-1.77766666666667
ATG9B	0.12775
C9orf117	0.56325
IL27	-1.8635
RPL36AL	0.193666666666667
KLK15	0.93025
CHAD	0.3535
RAP2B	0.2323
HEBP2	1.4585
ZNF342	0.554
CAMK2G	0.195
TLR3	1.9765
FGF14	-0.336
HMGB2	-0.702875
TRPM5	0.759166666666667
OR5M11	0.501
KIF3B	0.908052631578947
PRICKLE2	-0.8065
MTMR9	-0.806
C3orf27	0.061
GLRA3	-1.88933333333333
NSDHL	0.513833333333333
TMEM32	0.90225
POLR2D	-0.386166666666667
MYADML	0.154
C9orf114	-0.4925
MRGPRX1	1.082
TOPORS	0.22425
CLDN19	-0.9955
C1QL4	-0.308
RNF165	-3.155
DHRS9	0.6
DNAH2	-0.456833333333333
FXR1	-1.1325
ZMYM3	-0.70925
CASP3	1.04066666666667
FAM120C	-0.4245
SCLY	-0.1595
CA7	0.172
ENTPD5	0.358833333333333
ZNF461	-0.810375
PDIA5	0.33125
C1orf19	-0.27
TMEM67	0.944
KCTD20	-0.26825
WDR47	-0.179
FLJ38723	-0.1915
KLRF1	1.0205
TAS2R16	0.481
CLDN12	1.217
PRKCE	0.000750000000000001
UBXD4	-0.19825
ITGAM	2.44633333333333
GLT8D3	-0.336
WDR31	1.1736
RGS2	0.992
OR51L1	0.4055
MST1R	1.98425
KIAA1737	0.69075
OR4A5	0.596
GLIS1	-2.6685
PTMA	0.898285714285714
NAPA	0.647
PRDM11	-0.3575
LIPF	0.5545
DIRAS3	-0.33
ASGR2	-3.705375
C1QTNF4	-0.88125
PIK3R4	-0.502333333333333
ARMC3	-0.07075
NDUFV3	-0.133083333333333
BTBD3	-0.918666666666667
PPP1R2	0.840833333333333
UBE2NL	0.0275
FOSL2	0.299928571428571
FAM119A	-0.9625
TUBA4A	0.684
KRTAP12-1	0.6545
SFRS2	0.19475
RHPN1	-0.3366
EEF2	0.1385
ZDHHC11	-1.0455
EPHA3	-1.5338
RBM12	-0.641
H2AFJ	0.492333333333333
EDIL3	2.6265
KIF26A	-1.98675
SERGEF	0.04725
B3GALT4	1.72875
LOC90925	3.095
OSCAR	-0.02925
NPFF	-0.15125
DEDD	0.20525
TMEM155	-0.947625
PTPN1	0.34425
SCYL2	0.636333333333333
SKAP1	3.504
LEAP2	-2.48266666666667
GADD45G	1.683
IFITM3	1.827
PILRB	-0.957333333333333
SLU7	0.26
DSC3	-0.39175
DNMT3L	-1.02875
PAPD5	0.367875
B3GNT3	3.06566666666667
LHCGR	0.545
MSL-1	0.61325
UBE2S	-1.245625
SAP130	-0.3325
ANAPC11	-0.045
MAGED4B	-3.381
ATP6V1B2	0.379333333333333
C14orf179	0.80375
CAPZA1	0.190875
CDYL2	-0.511666666666667
GLRX3	0.0288333333333333
LOC136288	0.40575
MOBKL1A	-0.70125
HTR2B	0.57925
CRYGD	-0.469166666666667
NUS1	-0.156333333333333
PGRMC1	0.517
MYOM2	-0.40375
FLJ39653	-0.966833333333333
CHM	0.467
OR5M8	0.7825
ZNF619	0.0735
FAM105A	1.84025
CCNL1	-0.495375
NAP1L3	-1.7185
C10orf57	-0.119166666666667
B3GALNT1	0.119666666666667
CSN1S2A	0.1865
TCP10L	-1.15275
GDAP2	0.348
DMKN	-0.332833333333333
COX6B1	0.442
DNASE2	0.342333333333333
MSH5	-1.1895
LGMN	1.071875
USP31	-0.2248
OR13C8	0.852
SDCBP	0.9642
NUDT11	-3.17416666666667
PYGL	-0.381
SNPH	-1.63866666666667
B3GNT4	0.576
MIZF	-0.0461
NUBPL	0.525125
NOD1	0.767333333333333
CDH22	-0.0455
NUBP1	-0.226
DSCAM	-4.2815
DGKI	-0.8405
FAM136A	-0.247
AKAP1	1.22816666666667
SLC16A6	-1.8245
RIN3	0.21875
PSG2	-0.784
DIP2B	0.467
PSORS1C1	0.4383
KIAA0495	-2.239
FLJ90709	-0.05
LPA	-0.119166666666667
PIGA	-0.139666666666667
LY75	4.9635
UTS2	-4.82683333333333
RREB1	-0.167625
GALNACT-2	0.924
MGC3196	-0.7105
FLJ31568	0.39675
LPHN1	0.060375
SP1	1.0135
TOX4	0.334
HSPA9	0.1628
APOBEC1	3.6995
SLC35E4	-0.44875
LSM5	-0.705
SURF1	0.1
ZBTB1	1.43508333333333
GTF2F1	-0.087125
RPS15A	-0.377428571428571
DUSP21	-0.200833333333333
GINS4	0.879166666666667
MYO15A	-0.991166666666667
GIMAP7	2.83625
MGC13379	0.7915
ATP6V1E2	-0.0806666666666667
UTP3	0.01525
HNRPA3	-0.0690625
MT4	0.2805
C14orf155	-0.0215
U1SNRNPBP	-0.0485
CKLF	0.317333333333333
PLEKHN1	0.852666666666667
MBNL1	0.0174166666666667
NUP160	-1.12775
ACSM2A	-1.517
LOC129881	-0.376
KIAA1529	-1.19075
FLJ22639	-0.5835
HAND1	-1.3655
GSX1	0.715
FGA	-4.26433333333333
SERPINB1	2.5365
ZNF642	1.2725
IGFBP1	-8.563625
SLC1A1	0.13825
DHX57	-0.172625
ZNF766	0.624
PTPN21	-0.265
GDPD3	-1.52416666666667
PNPLA5	0.161
TBR1	-0.0935
FAM116A	0.0345
IQGAP1	-0.034
FOS	0.3315
ZNF226	-0.25275
FIGNL1	-0.442833333333333
C14orf1	0.446833333333333
ZMYND17	-0.0245
PUS7	-0.330833333333333
TUBB6	-1.750875
KCNQ2	-1.266
MARCH6	-0.377083333333333
CCDC33	0.007
PRODH	-2.37975
RBM11	1.51175
EPHA6	0.325666666666667
SLC43A1	0.81925
LOC196541	-0.093375
NTN1	-0.1935
ING4	-0.3585
PCDHB10	0.17275
DPH2	-0.3465
SPACA4	1.2535
FBXL21	-3.9485
DIAPH1	-0.081
ZNF71	-1.54033333333333
CEP76	-1.175
CORO1A	-0.45575
RRM2	-0.35875
EDG4	0.39275
OS9	0.178833333333333
SLC4A1AP	0.02725
COG5	0.26875
COPS8	-0.74225
NGLY1	-0.36375
NCBP2	-0.065625
C17orf42	-0.0341666666666667
GPSM3	0.726125
SIL1	0.473333333333333
ASB6	-0.34425
SMAD5OS	-0.469333333333333
UNC93A	-0.1765
A1BG	-1.76833333333333
C21orf62	-0.06925
FMO5	0.119583333333333
ATRIP	-0.456
CEBPG	0.439333333333333
C7orf38	-0.522
TNFRSF1B	2.1825
CLEC1A	1.73033333333333
IQSEC1	-0.204125
PATZ1	0.7812
RBM22	1.0945
BAG2	0.466166666666667
PAQR5	-1.3515
C9orf127	0.5641
THNSL1	0.8615
SHROOM3	1.6814
JAM2	-0.1255
SNRPN	-1.31175
ALX4	0.2455
CACNA1S	0.202
FAM130A1	0.25625
CORIN	1.2615
CD300LB	0.1685
PLEKHG6	1.99
LRRC40	-0.83375
PCLKC	1.5745
PCDHB16	-1.77666666666667
WNT2B	2.361
ASNS	-0.535888888888889
MRPL49	0.01275
FLJ46111	0.5295
ISG20	0.80875
SMU1	0.227333333333333
CASZ1	0.666
POLR1D	0.784083333333333
GIN1	-0.51075
SNAG1	-0.00999999999999999
ANKRD29	-1.34025
CDKN2AIP	0.79725
KRR1	-0.095
CXCL1	4.04666666666667
EPM2A	-0.4503
PC	-2.24233333333333
DEFB127	-1.0855
PDZRN4	1.482
FAH	-1.063
OR51E1	1.6435
CDC2L6	0.272333333333333
DNTTIP1	0.58
PAX8	0.6525
TMEM116	-1.09625
C1orf150	0.114
PRO2012	0.11875
MRPL40	-0.751666666666667
BEX1	-3.8057
SLC2A4	-0.356833333333333
PKMYT1	-0.7425
FEZF2	-0.2
SLC26A9	-1.16425
MAP2	-0.240083333333333
LYL1	-1.3255
SLC25A19	-0.559333333333333
NOS3	-0.5725
ZNF34	0.633333333333333
TMPRSS11F	-1.09375
FAM43A	-0.3375
FCRL4	0.7905
KLF14	0.16325
FLRT2	-0.462666666666667
WRN	-1.09175
SDF2	-0.0568
KRT8P12	0.04025
C6orf195	0.3985
C9orf125	-0.0405
DZIP3	-0.26325
RIT1	-0.55225
SCML1	2.663
RHBDF2	1.083625
OR2G3	0.859
REXO1L1	0.00950000000000001
MAP3K7IP3	0.01125
C3orf57	-5.3375
FBXW11	0.0823333333333333
ETAA1	-0.48375
C14orf131	-0.1539
AKT1S1	-0.29775
SLC12A5	-0.872125
C9orf164	1.10825
NRIP3	0.35725
NOS1AP	0.195
TMEM121	-2.15725
SAP30BP	-0.0903
DGCR6	-0.565
WDR76	-1.68825
FAM82B	0.701833333333333
LOC606495	-0.233
MAP9	-0.935666666666667
BCDIN3D	0.113
CXorf36	2.428
DSCR3	-0.1363
ZFAND3	-0.344375
C7orf43	0.3315
SPSB3	-0.1904
C19orf19	1.2965
FAM133A	-3.127625
C12orf25	1.355
SLC39A3	-0.61575
DISP2	-0.24625
PI4KAP2	-2.053
MKRN3	-2.74733333333333
ADAMTS13	-0.932
CBLN3	0.4602
TTYH1	-2.09933333333333
C3orf18	-0.95525
FLJ13236	0.03325
ZMYND12	2.40525
C18orf25	-0.4305
GLB1L3	-1.2465
ATP13A5	-0.206
RANBP10	0.18675
CD96	0.2988
DENND1C	1.283
RBMS3	-0.4772
SLC41A3	0.558166666666667
DGCR6L	-0.627
TMEM128	0.352
CSNK1G3	0.4335
MOBKL2C	1.154625
TSPAN6	1.770875
MATN2	-1.3437
MSL2L1	-0.0255
ST6GALNAC2	-1.5035
FGFBP2	-0.107625
FGL1	-7.32733333333333
MPP3	-1.33916666666667
ARHGEF6	0.5205
TGFBR2	1.34875
ACMSD	-0.1865
IL33	3.8455
C9orf5	0.0691666666666667
DEAF1	-0.4378
AMN	1.7405
DEFA6	5.46325
RNF212	-1.5125
METT5D1	0.1175
CIB1	-0.1508
TSSK1B	0.63625
KIAA1727	0.4675
ZNF680	-0.601333333333333
LOC399900	-1.218
LOC152217	-0.359166666666667
CTNNAL1	-1.9705
CIT	-0.920333333333333
TLE6	-1.80075
ZNF607	-0.46975
HERC4	-0.464166666666667
DRAP1	-0.2817
PEMT	-1.05325
C10orf111	0.2915
ZNF575	0.502
KCTD7	0.02275
MYO1F	1.593625
LOC285382	1.21425
RAB11A	-0.00259999999999997
PLCD3	-0.57875
C15orf28	-0.34
PTBP2	-1.097875
CTB-1048E9.5	-0.397
C19orf60	0.7765
C7orf25	0.2805
SETD7	0.95075
HOXB9	3.7505
VANGL1	0.2016875
CHAF1B	-0.88475
NDUFA3	0.3365
KIAA1328	-1.173
SHARPIN	0.90625
TTC23	-0.9145
UGP2	0.50575
ANKIB1	0.5073
CIRBP	0.126
SEC14L4	-1.79783333333333
OVCH1	-0.112
VPS52	-0.28325
FAT	2.384875
M6PRBP1	0.35625
GPRIN3	1.4785
PPM1F	-0.127
TSR1	-0.62475
CCDC85A	2.65625
PCSK5	0.75675
ZFHX3	-0.5005
HEMK1	-0.4211
PGBD2	-0.148
RSRC2	0.105
AURKC	-2.013
SCRIB	1.006875
ORM2	-4.36616666666667
FAM115A	0.1897
FZD6	0.784125
UNC119	-0.563833333333333
GPX3	-0.2583
NOV	-1.856625
CABC1	0.10625
CDC42SE2	1.0695
EIF2S2	0.0376
RNF130	0.83375
CKAP5	-0.922833333333333
RP11-413M3.2	-0.020625
C10orf18	0.5711
TMEM93	-0.924
DYX1C1	0.862
KCNMB2	-1.88475
ANK3	0.626333333333333
KRT5	-3.0563
CDH12	-1.494375
QRSL1	0.235
JUB	-0.36575
SHC4	-2.735875
CCL15	1.99766666666667
CCDC22	0.646
SNX24	-0.741
RARS	-0.0485
MORC2	-0.205875
FAM48A	0.3705
MT1H	-1.866
PPP1R14C	-1.569
FOXD1	-1.12221428571429
C1orf213	-1.558
AMT	-0.1498
DSN1	-0.21675
PTPLAD2	1.24625
DIS3L	-0.75875
RASL11A	-0.0105
GPRC5B	-0.862375
FRMD7	0.075
STRN4	0.47625
KITLG	0.743272727272727
HDGF	0.33975
OR1S1	0.554
SETX	0.4637
DDR2	-0.43575
KCTD12	1.474
LYZL2	-0.595666666666667
WDR52	-0.297
TMEM2	1.315875
ZNF579	0.31
LOC200810	-0.059
TNFSF9	-0.45925
PPFIA4	-4.17775
CNIH3	-0.614
MAP4K4	-0.695928571428571
ROD1	1.02314285714286
ALS2CR12	-0.116833333333333
DOCK3	-0.448666666666667
PAQR9	-4.298
ASB17	-0.103833333333333
STX16	0.386875
FEZ2	-0.0716666666666667
DLAT	-0.126
KIF21B	-0.682666666666667
CDC5L	-0.10175
TMEM119	1.814
CRIP3	-0.88525
TPSD1	0.161666666666667
TEPP	-0.0965
GNGT2	1.67775
C21orf121	0.17325
WNK1	-0.0391666666666667
FLJ10490	0.25
OR51B5	-2.7605
LOC203547	0.48675
HAS1	-0.6025
PPA1	1.62083333333333
ST7	0.18975
C11orf46	0.1562
POPDC3	-4.1645
ACOX2	-0.6715
ATCAY	-0.382916666666667
TM4SF19	-0.472
MFSD9	0.0596666666666667
PDHB	-1.03775
ERN1	-0.46325
LCE3C	0.357
GPR111	0.557
NOTCH3	0.593833333333333
ADAMTS5	0.93425
B3GALT1	-1.2955
UGCGL1	0.1815
FAM58A	1.22833333333333
FBXO32	0.51425
CLPP	-0.02625
NXPH1	-0.731
MTMR3	0.624833333333333
ATP1B3	0.261625
TMEM16A	3.059375
HIST1H3F	-0.585
TRIM25	0.502166666666667
SDCBP2	3.1085
CRKL	-0.7265
HOXB2	-1.32666666666667
ANP32B	0.1795
GATM	0.2165
AP4E1	-0.496285714285714
EDG5	0.10825
CDKN3	0.111333333333333
CDH4	-2.83025
PGD	-0.494166666666667
RND1	0.7305
GAD1	0.4888
MPG	-0.24925
LOC440350	-0.2605
ZNF133	-0.8965
SERPINB12	1.2585
AMELY	0.7076
DHX36	-0.4705
TNFAIP8L2	3.11633333333333
PHTF2	-0.194666666666667
CCDC112	-0.339333333333333
IQCC	-0.45
HEYL	2.2525
FTSJ2	-0.5225
APPL1	0.49125
RAB43	-0.131642857142857
OR10G2	0.042
WAC	0.109166666666667
ADCY9	0.2045
RUNDC2B	0.246166666666667
PYCRL	0.9148
AGPAT7	-0.781
SLC22A9	-1.66216666666667
CDKAL1	0.164
PDYN	-0.302333333333333
C20orf74	0.38925
MTMR11	3.2405
VAV3	2.86516666666667
DAPL1	2.4655
STXBP3	0.601
EIF3G	0.15575
ARHGAP22	-1.29675
NPFFR1	0.3265
NPC1	-1.04816666666667
ALDH9A1	0.466
ZNF600	-1.657875
ZNF678	-0.768666666666666
RASSF1	-0.00124999999999996
ADD2	-3.677875
PITPNB	0.969375
PKD2L2	-0.0984285714285714
LRP11	0.706
CDKL1	0.5875
SMEK2	0.96375
PRODH2	-3.094
C11orf54	-0.717833333333333
SFRS11	-0.430666666666667
IL7	3.83883333333333
ALS2CR16	1.70625
BTG3	0.0716666666666667
PAK2	-0.0721666666666667
RP11-679B17.1	-1.19425
GATA4	-1.93016666666667
ATP2B1	-0.42575
LOC130940	0.114
C1orf172	2.51533333333333
ATF7IP2	0.1015
SLC25A43	1.08166666666667
CENTG3	-0.19125
IGF2BP1	-4.5103
FCHSD1	0.141
CAMK2N2	0.634
ELAVL3	-0.203
NBPF15	-0.533166666666667
UBE2J2	-0.243333333333333
GNL2	-0.4765
PRR3	-0.7559
NLF2	0.64675
OR4F6	1.2205
KLHL24	0.681333333333333
CCDC88A	-1.4857
SGPP1	-0.215
C10orf11	-0.879
SLC35B4	-1.20716666666667
UGT3A2	-1.4115
ARNT2	-0.6236
CBR1	0.812375
ITPR3	0.603
TRAPPC6B	0.0674
AMZ1	-1.36
ARP11	2.434
WDSUB1	0.585
APBA1	0.391333333333333
RAB2A	1.841
C6orf162	-0.485625
HPSE2	0.488
PLCE1	-0.51125
INSL3	0.791
DLG1	0.309
PTPLA	-3.811
PIGX	-0.01525
TFIP11	0.346833333333333
FIBIN	2.391
POLR2G	-0.42925
GRAP2	-1.2448
DNAJB8	0.34975
CNBP	0.283166666666667
WASF1	-0.60175
INPP5E	-1.0447
HSPB1	-0.408875
TMEM167	-0.2613
CUBN	-0.06375
IGF1	0.88275
ITPK1	0.3389
NAALAD2	-1.192375
G3BP1	0.2285
NT5DC1	0.3025
CYP39A1	3.0225
TMEM139	1.8415
POLK	-0.099
GLULD1	-1.44875
RBM15	-0.693333333333333
AMZ2	-0.284
GDF15	-1.11933333333333
MESDC2	-0.6125
INCA	2.4735
ACY1L2	0.689
GZMM	0.291166666666667
PAIP1	-0.11075
CACNA2D1	-0.44075
STK32C	1.38833333333333
SH3BP4	0.597833333333333
DEC1	0.125
PADI1	0.7195
UBB	0.000999999999999992
PON3	-0.5275
PROP1	0.367
ANKRD13B	-0.485
ADCK1	0.83175
TCF25	0.431833333333333
SLC38A5	-3.0855
CXorf26	0.315
C19orf39	0.266
PPP1R13B	1.10675
ARL2	-0.6815
TCL6	0.0360833333333333
TOP3A	-0.8585
SLC16A14	1.355375
FXYD6	0.836833333333333
HIST1H4E	0.08975
BBC3	0.225947368421053
UNC5A	0.221
FAM86C	-0.6136
PI4KB	0.015125
B3GAT1	-3.423
SUSD2	-0.468
OAZ2	-1.1445
NOC4L	-0.088
C10orf12	0.06775
FADS1	-3.00683333333333
LOC144097	-0.76225
DKK2	0.125666666666667
KIAA1949	-0.25775
RHOT1	0.3086
OXT	0.897666666666667
GPR153	0.41325
ARL4A	1.35633333333333
SAAL1	-1.0025
CCDC64	-0.227
USE1	-0.451166666666667
HNMT	0.317333333333333
PCGF3	0.0843125
CYP2C19	1.16925
C20orf4	0.3465
CCDC11	-0.78375
ACSBG2	-0.24175
RWDD2A	0.37525
PALLD	0.974625
CPLX4	0.4495
LOC492311	0.78425
KPNA2	-0.781
MACROD1	0.4091
TMCO3	0.196166666666667
C15orf52	0.855166666666667
BIRC5	-0.575866666666667
