Hybridization REF	TCGA-AA-A00Z-01A-01R-A002-07
MSN	-1.65792857142857
SLC9A5	-1.801
EPDR1	0.337
MUSK	0.274333333333333
ZNF434	0.272333333333333
SMARCD1	-0.336833333333333
ZFP106	0.07325
ZNF347	-1.0126
GTF2E1	-0.03525
RY1	-0.555333333333333
ATAD2B	-0.0075
ARHGAP17	-0.0147
KCNIP3	-1.7245
SFPQ	0.23825
GFRA4	0.523333333333333
AKR1B10	-0.405125
TIGD6	0.3665
RGS16	-0.3845
URB1	0.004
OR4C46	-0.065
TOP3B	-0.69575
NFATC4	-0.4825
CA14	-4.50775
BMPR1A	0.115
SNRP70	-1.063375
PRL	-0.095
C6orf130	-0.2335
STAG2	0.32425
CD55	-0.297857142857143
RPS23	-0.830333333333333
SSX2	-0.852666666666667
FDPSL2A	-0.33275
FBXO27	-0.5715
SYNGR3	-1.58333333333333
TMSL3	2.16925
EML1	-2.521
NUP93	-0.444333333333333
SMAD3	-1.1797
KIAA1189	0.43
HNRPUL2	0.217333333333333
TBC1D12	1.02216666666667
C16orf24	-0.561
MRVI1	1.69033333333333
ZNF581	-0.0691666666666667
ELOVL3	-0.6115
OR51Q1	0.2295
CACNB3	-1.07983333333333
GALNT13	-1.645125
C10orf84	0.53075
NEDD4	-0.5349
SPO11	0.1245
OR5AU1	0.2965
NEK4	0.252928571428571
PRKAR2A	0.997333333333333
IHPK1	-0.483833333333333
ATP6V0B	-0.2695
CACNA1E	0.9715
CEACAM8	1.825
PEX14	-0.0385
FLJ12993	-2.1905
ZBTB38	0.648
PCTK2	-0.898666666666667
LRRC16	0.7762
FBLIM1	0.750333333333333
FYCO1	0.84125
RP5-1022P6.2	1.50491666666667
CMTM1	0.771833333333333
PLTP	-0.9365
RAPH1	0.051125
DOCK8	-0.564375
EZH2	-0.697866666666667
SLC25A1	-0.944166666666667
PLEKHB1	1.2469
GRB7	1.1806
ZFP37	-1.38825
MRPL33	-0.22925
PELO	-0.24625
ARMC1	0.0671818181818182
C9orf27	-0.259
FLJ25778	0.1715
C9orf37	-1.12816666666667
TMEM66	-0.37025
SPRN	-0.14825
HBEGF	0.704625
PI4KA	-1.325
LEPRE1	-1.69825
POU2AF1	-2.065
MRPL12	0.552333333333333
REP15	1.768
ZC3H3	-0.09925
RASAL1	-0.12475
DDAH1	2.3445
ACBD5	0.684375
TMC2	0.075
CCDC137	0.33825
SAMD13	3.26083333333333
UGT2B15	-1.89716666666667
TIPARP	-0.8785
DNASE1L3	2.871
TRIM72	1.15866666666667
DBX2	-0.3085
IPO8	0.01675
C21orf88	-0.035
MAP3K14	0.9995
LOC51233	0.237833333333333
GGTLA4	0.1145
PDE6D	-0.191
ZNF117	-1.11125
CLK2	-1.1435
NKRF	0.4665
TNFSF15	1.3218
DUSP2	0.132
SECISBP2	0.7593
GABRR2	0.2655
PPAP2C	2.1945
LOC51145	-0.0366666666666667
PAG1	0.957875
PIK3C3	-0.803
GNG10	-0.184
APOL4	0.919166666666667
ANKRD28	-0.481625
STMN3	-2.6635
RAB14	0.9736
CDK2AP2	0.012
HDDC3	-0.041375
COMMD7	0.432375
CXXC1	-1.0925
HMCN1	-1.36683333333333
CD40	-0.7655
DYNC1LI2	0.345125
GDI1	-0.15225
LOC646938	0.347
VSNL1	1.223
PIH1D1	-0.665666666666667
RAET1G	-0.8545
KRTAP5-9	0.1655
EFTUD2	0.32025
ZNF311	0.62
ATP6V1G3	0.10125
OR2W3	-0.1685
SCN4A	0.0275
MED10	-0.1325
FAM135A	1.8453
ARHGAP4	-2.68375
EHMT2	-0.72375
UFD1L	-0.0885
ERMP1	0.084
MAG1	-0.096
THAP8	0.0941666666666667
HACE1	-0.595833333333333
FAM82C	0.277166666666667
C3orf20	-0.6905
UNC84A	-0.514666666666667
SCD5	-0.451
LASS6	1.574
LSG1	0.257833333333333
MAL	-5.468
GPR22	-0.116
WDR5B	1.17775
ACTRT1	0.1725
C17orf60	-0.550666666666667
GRIN2C	0.0800999999999999
ARMC8	-0.464083333333333
SLC47A1	-2.59516666666667
DMPK	0.09925
DHRS13	-0.213333333333333
SMC1A	0.422666666666667
KRTAP17-1	0.11875
SMYD5	-0.32325
TUSC2	0.39125
CRHR2	0.202
KIR3DL2	0.546
CCDC104	0.029
ATP2C1	0.510625
CROT	0.1505
PABPC3	0.0903333333333333
EGR1	-1.3905
THSD1	0.273
KHK	0.254
SLC12A2	4.377
CD58	0.31825
STOX2	-1.89116666666667
CCDC76	-0.0472
CCDC48	3.769
DNAH1	0.4405
ZIC4	-0.241875
OR1G1	0.446
PSMC6	-0.618166666666667
PROKR1	0.012
ABCB1	2.49125
TRAT1	-2.12
LLGL1	-0.138
MTF1	0.92675
USP54	2.03925
PAGE2B	-1.4655
ITGB7	-3.7365
CCDC81	-0.4035
LOC149837	1.129
SCUBE1	0.061
ZSCAN10	0.8125
HUWE1	0.668142857142857
CDH17	7.6075
CD180	-0.5705
IL17A	0.16525
TMPO	-0.359625
KIAA1524	0.177333333333333
HDGFRP3	-0.367
OXCT1	-0.948272727272727
RRAS2	-0.411333333333333
LTBP2	0.492125
SV2B	0.0735
CYP2A6	0.04525
PKD1L2	-0.811
PPM1M	-1.1315
FLJ22662	3.58833333333333
ZNF502	2.44675
GP6	-0.21225
CRYBA2	0.60325
LEF1	-2.9515
CTPS	-0.541857142857143
EYA1	-2.41166666666667
EPS8L1	-0.15075
MAPK14	-0.0115
SERPINB2	-4.81675
GTF2F2	0.758833333333333
ZNHIT4	-0.297
PLA1A	0.511
C20orf114	-0.199
HPR	-4.8485
C18orf2	-2.71733333333333
SATB2	2.93775
KCNJ9	-0.10625
MGC157906	0.4695
MOCS3	0.6745
C17orf71	0.0546666666666667
PPHLN1	0.0057
HIST1H2BN	-0.665125
RAPGEF1	-0.319
MAP3K8	0.1065
DLG4	-0.0431666666666667
STC1	-1.89541666666667
CDGAP	-0.43475
DDX26B	-0.61225
LOC150223	-0.98675
CPSF3	-0.176666666666667
TMEM14A	-0.07775
MYH3	-1.29775
GPKOW	0.428
SULT1A1	0.0468333333333333
SPON1	1.3976
YY1AP1	-0.853833333333333
RAB23	-0.84525
PLA2G4A	-4.55075
MAPRE3	-0.11875
ZNF516	-0.852071428571428
GGPS1	0.041
EXOC3L2	0.1305
C19orf42	0.4656
MAP2K2	-0.179833333333333
HIST1H2BB	-1.346
RNF19B	1.08316666666667
C6orf128	-0.4045
TLR8	1.7875
PCDHA9	-0.063
CARS2	0.335375
CLUL1	-1.06566666666667
RHAG	-3.80483333333333
UNK	-0.621
EXOC8	0.2387
C9orf95	0.24525
C14orf143	0.511
MAML3	-0.01075
LDHA	-1.442
MRPL20	1.30125
KLHDC6	2.7655
ATP5S	-0.236666666666667
C8orf55	-0.207
PHF19	-0.912875
KRTAP13-4	0.3875
TTC5	-0.854
XKR5	-0.28725
SILV	-4.60416666666667
TEX28	-0.322
TCTN1	-0.19425
CX40.1	0.3815
PPP2R5C	-0.62675
C12orf30	-0.379833333333333
CAPG	0.1715
MPZL1	0.4238
ARSB	-1.12166666666667
TDH	-1.9765
WASF4	1.05825
TSSK3	-0.713
7A5	2.6015
CRISPLD1	-1.305625
MAD1L1	-0.692666666666667
SPIN4	1.32866666666667
AMPD1	0.05475
DPYSL5	0.041
INPP1	0.887666666666667
ANKRD11	-0.217888888888889
NPAS4	-0.120875
GCET2	-0.1177
RNASE9	0.2725
GUCY2D	0.107833333333333
CCDC98	-0.466
FGF4	-0.204125
CPM	-0.838666666666667
SLC26A4	-2.12733333333333
PLD5	-0.069
FAM59A	0.4105
FBXO5	-0.991555555555556
SIPA1L1	0.219125
DPYS	0.26775
ATG4D	0.77575
TGM3	2.17
MTCH1	-0.801
HK1	-0.741714285714286
CDC26	0.77975
GALNT12	1.1295
LOC339229	0.01425
MRPL35	0.178875
ORC4L	0.312625
TNKS	0.0282857142857143
C2orf24	-0.5525
ZNF553	-0.1685
GGTLA1	0.9668
ZNF497	-2.5775
CDY1B	-0.281
SLC30A4	0.61
TUB	-2.225375
ARHGEF18	0.235
ARRB1	-0.16975
KCNK1	1.190375
EREG	4.6842
SCAMP5	-1.73125
RUNDC3B	0.46825
ADAMTS20	-0.5045
IL17RB	1.173625
FLJ20323	-0.33825
MCAM	-0.273625
POLR3E	-0.0115
AQR	0.466666666666667
IPMK	1.1835
CDCA7	0.6845
CAMP	-1.009
GRHL3	0.25975
ADAMTSL2	0.338833333333333
CLMN	1.34983333333333
SSTR3	0.4315
MAGEA5	-1.49866666666667
OVOL2	3.55175
JMJD1B	0.00925
RBL2	0.1052
PYGO2	0.08075
PPP1R10	0.130833333333333
CSE1L	0.273666666666667
LCA5	-1.59575
RDH16	-0.0515
ASRGL1	0.07875
TOM1	-0.304166666666667
PTX3	-6.0025
TTC15	0.23825
SCGB3A1	0.384166666666667
MRPL50	0.5275
RCAN3	1.348875
SLC26A11	-0.71725
STYX	-0.644333333333333
CINP	-0.46125
MARCH7	-0.37675
PFKM	-0.396
SGMS1	-0.608833333333333
RIOK3	-0.0995
C1orf110	0.7005
CES7	0.112875
LOC440248	-0.5795
PPP1R12C	-0.6925
C10orf27	0.2035
ATG9A	-0.36875
MRPS26	1.127625
TMEM40	-0.562
ELP3	-0.1489
ZNF787	0.9847
HIAT1	-0.079625
C8orf34	0.0955
MGC4655	-0.7549
PELI1	0.463833333333333
PPT1	-0.8804
SLC35C2	-0.0506666666666667
C6orf125	0.09
MUC4	3.2735
RFC4	-0.702285714285714
GNB2	-0.571166666666667
NUP50	0.275428571428571
SULT4A1	-0.884666666666667
C7	0.295625
CCDC130	0.560833333333333
ARRDC4	0.32125
RQCD1	0.07675
GLYCTK	0.338
AYTL2	-0.609636363636364
MTUS1	1.2599
LEMD3	0.557
PLEKHF2	-0.46675
HOXA7	1.499125
GTF3C2	-0.345
DYNLRB2	-1.05475
CNOT10	-0.07425
MR1	-0.7885
FFAR1	-0.0875
PRIC285	0.0585
SLITRK6	1.41325
LIX1	-1.498
UBE1L2	0.0930833333333333
F8	0.2215
ACHE	0.120666666666667
KPNA5	-0.6905
TNFRSF12A	-1.73283333333333
EGR3	-2.265
SERPIND1	-3.293
OASL	2.04275
IFRD1	-0.227125
WDFY1	-0.000500000000000003
ZNF267	-0.882125
ACCN5	0.311
ZBTB6	0.80225
PPP1R3A	0.188
PRRT3	-0.82625
FBXL19	-0.779
TXNIP	-0.615
ACTN2	-1.46125
ATG9B	-0.2905
C9orf117	0.22775
IL27	0.2635
RPL36AL	0.00916666666666666
KLK15	0.87425
CHAD	0.2065
RAP2B	-0.716
HEBP2	0.9705
ZNF342	-0.1995
CAMK2G	0.116166666666667
TLR3	1.578
FGF14	-0.14925
HMGB2	-0.654375
TRPM5	0.479333333333333
OR5M11	0.1755
KIF3B	1.31678947368421
PRICKLE2	-1.71375
MTMR9	-0.270375
C3orf27	0.0335
GLRA3	-1.50816666666667
NSDHL	0.6305
TMEM32	0.81375
POLR2D	-0.159416666666667
MYADML	0.095
C9orf114	-0.134
MRGPRX1	0.2535
TOPORS	0.181
CLDN19	-1.04675
C1QL4	-0.0555
RNF165	-2.8565
DHRS9	3.447
DNAH2	-1.17166666666667
FXR1	-1.17483333333333
ZMYM3	-0.770375
CASP3	0.7505
FAM120C	0.1755
SCLY	0.21475
CA7	0.2705
ENTPD5	1.02133333333333
ZNF461	-0.231875
PDIA5	-0.628
C1orf19	-0.00516666666666667
TMEM67	-0.42575
KCTD20	-0.4635
WDR47	-0.1745
FLJ38723	0.0505
KLRF1	0.235166666666667
TAS2R16	0.253
CLDN12	0.642
PRKCE	-0.266
UBXD4	-0.75125
ITGAM	1.41866666666667
GLT8D3	-0.127125
WDR31	0.3315
RGS2	-0.78625
OR51L1	0.371
MST1R	2.2435
KIAA1737	-0.022
OR4A5	0.155
GLIS1	-1.78083333333333
PTMA	0.412285714285714
NAPA	-0.09725
PRDM11	0.17
LIPF	0.3085
DIRAS3	-1.018
ASGR2	-4.21425
C1QTNF4	-0.3585
PIK3R4	-0.220666666666667
ARMC3	-0.47625
NDUFV3	-0.187166666666667
BTBD3	0.0085
PPP1R2	0.199416666666667
UBE2NL	0.45075
FOSL2	0.0057142857142857
FAM119A	-0.336
TUBA4A	0.3544
KRTAP12-1	0.54225
SFRS2	-0.0735
RHPN1	-1.2528
EEF2	0.540166666666667
ZDHHC11	-0.815666666666667
EPHA3	-1.223
RBM12	-0.167
H2AFJ	0.883666666666667
EDIL3	1.6645
KIF26A	0.886
SERGEF	-0.479
B3GALT4	1.285
LOC90925	0.778666666666667
OSCAR	-1.047125
NPFF	0.52125
DEDD	-0.100375
TMEM155	-0.890625
PTPN1	0.5045
SCYL2	0.468333333333333
SKAP1	0.36025
LEAP2	-1.60016666666667
GADD45G	0.8244
IFITM3	1.15825
PILRB	-1.0825
SLU7	-0.0921875
DSC3	3.74275
DNMT3L	-0.6865
PAPD5	0.50825
B3GNT3	3.76716666666667
LHCGR	-0.1195
MSL-1	0.3775
UBE2S	0.191625
SAP130	-0.5615
ANAPC11	0.79425
MAGED4B	-3.245
ATP6V1B2	0.227333333333333
C14orf179	0.548
CAPZA1	0.15325
CDYL2	-1.51816666666667
GLRX3	0.0826666666666667
LOC136288	-0.457
MOBKL1A	-0.95725
HTR2B	-0.25225
CRYGD	-0.0213333333333333
NUS1	-0.0608333333333333
PGRMC1	0.826
MYOM2	-0.12
FLJ39653	-0.686666666666667
CHM	0.4626
OR5M8	0.096
ZNF619	-0.8235
FAM105A	2.9745
CCNL1	-0.746625
NAP1L3	-2.23475
C10orf57	0.479
B3GALNT1	-0.778666666666667
CSN1S2A	0.0955
TCP10L	-0.71875
GDAP2	0.5195
DMKN	-2.99966666666667
COX6B1	1.45425
DNASE2	0.389166666666667
MSH5	-1.165
LGMN	-0.35375
USP31	-0.0264
OR13C8	0.312
SDCBP	-0.424
NUDT11	-3.2695
PYGL	-3.12683333333333
SNPH	-0.666833333333333
B3GNT4	-0.4605
MIZF	-0.2594
NUBPL	-0.08675
NOD1	0.163833333333333
CDH22	0.381875
NUBP1	0.0025
DSCAM	-3.7885
DGKI	-0.8795
FAM136A	-0.06675
AKAP1	2.05416666666667
SLC16A6	-2.79875
RIN3	-0.1905
PSG2	0.00124999999999999
DIP2B	0.309416666666667
PSORS1C1	1.3421
KIAA0495	-1.6295
FLJ90709	0.301666666666667
LPA	0.105166666666667
PIGA	0.525
LY75	4.36766666666667
UTS2	-4.52433333333333
RREB1	-0.09475
GALNACT-2	-0.5561
MGC3196	-0.16875
FLJ31568	0.53325
LPHN1	-0.055875
SP1	0.744875
TOX4	-0.250333333333333
HSPA9	0.1963
APOBEC1	4.575
SLC35E4	-0.2985
LSM5	-0.38725
SURF1	0.10275
ZBTB1	-0.463
GTF2F1	-0.314875
RPS15A	-0.124571428571429
DUSP21	-0.00600000000000001
GINS4	-0.105166666666667
MYO15A	-0.825166666666667
GIMAP7	2.5105
MGC13379	1.1265
ATP6V1E2	0.0515
UTP3	0.1955
HNRPA3	-0.2545625
MT4	0.438
C14orf155	-0.2415
U1SNRNPBP	0.01825
CKLF	0.171
PLEKHN1	-0.23
MBNL1	-0.191333333333333
NUP160	-0.45325
ACSM2A	-1.3
LOC129881	-0.93325
KIAA1529	0.2115
FLJ22639	0.65875
HAND1	-0.5925
GSX1	0.2995
FGA	-3.6400625
SERPINB1	1.12675
ZNF642	0.38175
IGFBP1	-7.754625
SLC1A1	-0.793625
DHX57	-0.20175
ZNF766	0.069
PTPN21	-0.1071
GDPD3	0.459833333333333
PNPLA5	-0.0785
TBR1	-0.258666666666667
FAM116A	0.06375
IQGAP1	0.55625
FOS	-0.9195
ZNF226	0.108625
FIGNL1	0.126666666666667
C14orf1	-0.186666666666667
ZMYND17	-0.4665
PUS7	-0.207666666666667
TUBB6	-1.8335
KCNQ2	-1.268
MARCH6	-0.205666666666667
CCDC33	0.0705
PRODH	-1.1715
RBM11	1.75875
EPHA6	0.45475
SLC43A1	0.543
LOC196541	-0.130125
NTN1	0.0601666666666667
ING4	-0.5415
PCDHB10	-0.74
DPH2	0.491833333333333
SPACA4	0.5725
FBXL21	-3.2135
DIAPH1	-0.246666666666667
ZNF71	0.793333333333333
CEP76	-0.532
CORO1A	-1.732
RRM2	-0.123375
EDG4	0.73425
OS9	-0.272666666666667
SLC4A1AP	-0.00775
COG5	0.0255
COPS8	-0.90025
NGLY1	-0.483
NCBP2	0.540625
C17orf42	0.658666666666667
GPSM3	0.233875
SIL1	0.217333333333333
ASB6	-0.9035
SMAD5OS	1.02316666666667
UNC93A	-0.534
A1BG	-2.29066666666667
C21orf62	0.2055
FMO5	0.0105833333333333
ATRIP	-0.324666666666667
CEBPG	2.29466666666667
C7orf38	0.227833333333333
TNFRSF1B	1.94733333333333
CLEC1A	0.5
IQSEC1	-0.51175
PATZ1	0.0353
RBM22	0.496
BAG2	-2.4855
PAQR5	1.08033333333333
C9orf127	0.1481
THNSL1	-0.62775
SHROOM3	2.1792
JAM2	-0.90925
SNRPN	-1.357
ALX4	0.263
CACNA1S	-0.185
FAM130A1	-0.13375
CORIN	0.7355
CD300LB	0.316
PLEKHG6	1.589
LRRC40	-0.932
PCLKC	1.92475
PCDHB16	-1.992
WNT2B	1.53616666666667
ASNS	-0.500444444444444
MRPL49	-0.334
FLJ46111	0.12575
ISG20	-0.103875
SMU1	0.141833333333333
CASZ1	0.141
POLR1D	0.2885
GIN1	-0.6085
SNAG1	-0.321
ANKRD29	-1.4495
CDKN2AIP	0.7295
KRR1	0.0015
CXCL1	3.89766666666667
EPM2A	-0.6131
PC	-0.947666666666667
DEFB127	0.4055
PDZRN4	0.724666666666667
FAH	-0.192125
OR51E1	1.375
CDC2L6	-0.105
DNTTIP1	0.37775
PAX8	-0.05275
TMEM116	-1.2665
C1orf150	0.3835
PRO2012	-0.1145
MRPL40	-0.0885
BEX1	-3.6509
SLC2A4	-0.4495
PKMYT1	-1.33175
FEZF2	-0.197833333333333
SLC26A9	-1.54075
MAP2	-0.457583333333333
LYL1	-1.62175
SLC25A19	0.517333333333333
NOS3	-0.235
ZNF34	-0.939166666666666
TMPRSS11F	-0.40675
FAM43A	-0.5285
FCRL4	0.091
KLF14	0.16975
FLRT2	-1.503
WRN	-0.77525
SDF2	0.6072
KRT8P12	0.0095
C6orf195	-0.0155
C9orf125	1.99916666666667
DZIP3	-0.192
RIT1	-0.650166666666667
SCML1	1.106
RHBDF2	0.268625
OR2G3	0.244
REXO1L1	-0.454
MAP3K7IP3	0.984875
C3orf57	-6.6665
FBXW11	-0.161
ETAA1	-0.64225
C14orf131	-0.8424
AKT1S1	-0.1075
SLC12A5	-0.813375
C9orf164	0.5795
NRIP3	-1.027875
NOS1AP	-0.82075
TMEM121	-2.7275
SAP30BP	0.2486
DGCR6	-0.9565
WDR76	-1.1045
FAM82B	-0.225416666666667
LOC606495	-0.082
MAP9	-1.69058333333333
BCDIN3D	0.48425
CXorf36	1.54633333333333
DSCR3	0.2215
ZFAND3	-0.5115
C7orf43	0.2325
SPSB3	-0.9503
C19orf19	0.46275
FAM133A	-3.37175
C12orf25	0.07675
SLC39A3	-0.176875
DISP2	0.914
PI4KAP2	-2.123
MKRN3	-2.16183333333333
ADAMTS13	-0.687125
CBLN3	0.0737
TTYH1	-1.9675
C3orf18	-0.99525
FLJ13236	0.658
ZMYND12	1.94925
C18orf25	-0.242
GLB1L3	-0.811
ATP13A5	0.2055
RANBP10	-0.02525
CD96	-1.8554
DENND1C	-0.06575
RBMS3	-1.1286
SLC41A3	0.274666666666667
DGCR6L	-0.8985
TMEM128	0.531166666666667
CSNK1G3	0.280357142857143
MOBKL2C	1.07025
TSPAN6	2.489625
MATN2	-1.6451
MSL2L1	0.221666666666667
ST6GALNAC2	-3.85516666666667
FGFBP2	-0.9385
FGL1	-6.6035
MPP3	-1.75766666666667
ARHGEF6	-1.19016666666667
TGFBR2	0.676125
ACMSD	-0.897666666666667
IL33	4.40025
C9orf5	0.363333333333333
DEAF1	-0.6963
AMN	1.0175
DEFA6	6.82825
RNF212	-1.4415
METT5D1	0.255333333333333
CIB1	0.5964
TSSK1B	0.142
KIAA1727	2.87675
ZNF680	-1.1505
LOC399900	-0.8435
LOC152217	0.584916666666667
CTNNAL1	-1.0785
CIT	-0.6775
TLE6	-0.804
ZNF607	0.22425
HERC4	-0.721333333333333
DRAP1	-0.9469
PEMT	-0.955
C10orf111	0.073
ZNF575	0.737
KCTD7	-0.05875
MYO1F	0.603875
LOC285382	2.03725
RAB11A	0.7457
PLCD3	-0.5115
C15orf28	-0.016
PTBP2	-1.332625
CTB-1048E9.5	0.16025
C19orf60	1.17816666666667
C7orf25	-0.0116666666666667
SETD7	0.457125
HOXB9	1.538
VANGL1	0.263
CHAF1B	-1.18425
NDUFA3	-0.0855
KIAA1328	-0.781333333333333
SHARPIN	-0.17375
TTC23	-0.582
UGP2	0.326916666666667
ANKIB1	0.0636
CIRBP	-0.170285714285714
SEC14L4	-2.0865
OVCH1	0.155
VPS52	-0.97675
FAT	1.3515
M6PRBP1	-0.3135
GPRIN3	0.824
PPM1F	-0.9635
TSR1	-0.93475
CCDC85A	-0.02275
PCSK5	0.774
ZFHX3	-0.3225
HEMK1	-0.0421
PGBD2	-0.194
RSRC2	-0.419
AURKC	-1.84933333333333
SCRIB	-0.1415
ORM2	-2.116
FAM115A	-0.2956
FZD6	-0.193625
UNC119	0.365166666666667
GPX3	-1.6486
NOV	-1.41925
CABC1	0.59875
CDC42SE2	0.743125
EIF2S2	0.6099
RNF130	0.12575
CKAP5	-0.846833333333333
RP11-413M3.2	0.191875
C10orf18	-0.2406
TMEM93	-0.438
DYX1C1	0.70025
KCNMB2	-1.370125
ANK3	-0.0668333333333333
KRT5	-3.071
CDH12	-1.23225
QRSL1	0.562125
JUB	-0.80675
SHC4	-2.387125
CCL15	1.32716666666667
CCDC22	0.969
SNX24	-0.71
RARS	0.30375
MORC2	0.07775
FAM48A	-0.1005
MT1H	-1.8035
PPP1R14C	2.8845
FOXD1	-2.17928571428571
C1orf213	-1.7
AMT	0.935
DSN1	0.33825
PTPLAD2	1.22
DIS3L	0.27325
RASL11A	2.307
GPRC5B	-0.768
FRMD7	-0.1045
STRN4	-0.018
KITLG	0.322727272727273
HDGF	0.13075
OR1S1	-0.182
SETX	-0.1534
DDR2	-1.30325
KCTD12	0.31225
LYZL2	-0.44825
WDR52	-0.1285
TMEM2	1.361625
ZNF579	0.0513333333333334
LOC200810	0.68475
TNFSF9	-1.726375
PPFIA4	-3.732
CNIH3	-0.671833333333333
MAP4K4	-1.45128571428571
ROD1	1.66078571428571
ALS2CR12	-0.491666666666667
DOCK3	-0.8305
PAQR9	-3.848
ASB17	0.0476666666666667
STX16	-0.306625
FEZ2	-0.373833333333333
DLAT	0.0291666666666667
KIF21B	-0.457666666666667
CDC5L	-0.24025
TMEM119	0.4755
CRIP3	-1.013
TPSD1	-0.0798333333333333
TEPP	-0.03125
GNGT2	0.14975
C21orf121	0.15925
WNK1	-0.484833333333333
FLJ10490	0.8671
OR51B5	-1.4735
LOC203547	0.678625
HAS1	-0.7705
PPA1	0.984333333333333
ST7	-0.1795
C11orf46	0.0891
POPDC3	-3.47166666666667
ACOX2	0.377
ATCAY	-0.327416666666667
TM4SF19	-1.85
MFSD9	0.312666666666667
PDHB	-0.1875
ERN1	-0.21975
LCE3C	-0.011
GPR111	0.08
NOTCH3	0.5295
ADAMTS5	1.2185
B3GALT1	-0.85975
UGCGL1	0.4
FAM58A	1.08516666666667
FBXO32	-0.6675
CLPP	-0.355
NXPH1	-1.25875
MTMR3	0.400166666666667
ATP1B3	0.355
TMEM16A	2.578375
HIST1H3F	-0.218
TRIM25	0.4525
SDCBP2	4.404
CRKL	-0.76375
HOXB2	-2.19133333333333
ANP32B	0.268875
GATM	1.1965
AP4E1	-0.015
EDG5	-0.171
CDKN3	-0.340666666666667
CDH4	-2.581
PGD	0.248666666666667
RND1	0.9335
GAD1	-3.0998
MPG	-1.0895
LOC440350	-0.85
ZNF133	0.35275
SERPINB12	0.0905
AMELY	0.820166666666667
DHX36	-0.5895
TNFAIP8L2	1.8105
PHTF2	-0.862166666666667
CCDC112	-0.00233333333333334
IQCC	-0.6255
HEYL	2.68
FTSJ2	-0.756166666666667
APPL1	0.3705
RAB43	-0.155357142857143
OR10G2	0.009
WAC	0.0471666666666667
ADCY9	-0.876625
RUNDC2B	-0.402333333333333
PYCRL	-0.4105
AGPAT7	0.0995
SLC22A9	-0.747166666666667
CDKAL1	0.0285
PDYN	-0.321333333333333
C20orf74	1.929
MTMR11	1.868
VAV3	3.16658333333333
DAPL1	0.87375
STXBP3	0.68275
EIF3G	0.90425
ARHGAP22	-2.41725
NPFFR1	0.298
NPC1	-0.796333333333333
ALDH9A1	0.0243333333333333
ZNF600	0.274125
ZNF678	-0.779
RASSF1	0.0659166666666667
ADD2	-2.783
PITPNB	0.580125
PKD2L2	-0.106125
LRP11	0.11475
CDKL1	0.1525
SMEK2	0.64375
PRODH2	-2.906
C11orf54	0.7285
SFRS11	-0.526666666666667
IL7	2.69916666666667
ALS2CR16	0.70375
BTG3	0.213166666666667
PAK2	-0.0545555555555556
RP11-679B17.1	-2.3655
GATA4	-1.677
ATP2B1	-0.11275
LOC130940	-0.443
C1orf172	2.25683333333333
ATF7IP2	-3.32125
SLC25A43	1.13116666666667
CENTG3	-0.55275
IGF2BP1	-1.4651
FCHSD1	0.2295
CAMK2N2	0.733
ELAVL3	0.9195
NBPF15	-0.895333333333333
UBE2J2	0.15925
GNL2	-0.2425
PRR3	-0.5907
NLF2	0.80975
OR4F6	0.193
KLHL24	0.218166666666667
CCDC88A	-2.8505
SGPP1	-0.876166666666667
C10orf11	1.492
SLC35B4	-1.27416666666667
UGT3A2	-0.7565
ARNT2	-2.4082
CBR1	0.310875
ITPR3	0.462666666666667
TRAPPC6B	-0.6138
AMZ1	-2.662
ARP11	1.591
WDSUB1	0.2445
APBA1	0.201
RAB2A	0.5535
C6orf162	0.261625
HPSE2	0.37025
PLCE1	1.55475
INSL3	0.20625
DLG1	0.0257
PTPLA	-4.03825
PIGX	-0.302875
TFIP11	0.239333333333333
FIBIN	1.142
POLR2G	0.03075
GRAP2	-1.9096
DNAJB8	-0.0945
CNBP	0.116333333333333
WASF1	-1.82525
INPP5E	-1.417
HSPB1	-1.3390625
TMEM167	-0.083
CUBN	-0.41825
IGF1	0.1448125
ITPK1	0.2443
NAALAD2	-1.437375
G3BP1	0.5569
NT5DC1	0.5555
CYP39A1	2.01
TMEM139	1.37258333333333
POLK	-0.4268
GLULD1	-1.071
RBM15	-0.297333333333333
AMZ2	0.08775
GDF15	1.602
MESDC2	-0.03925
INCA	1.7985
ACY1L2	1.3615
GZMM	-0.6815
PAIP1	0.3965
CACNA2D1	-0.3865
STK32C	-0.147166666666667
SH3BP4	0.832333333333333
DEC1	0.2555
PADI1	-0.0375
UBB	0.0302
PON3	-0.150833333333333
PROP1	0.2995
ANKRD13B	0.829
ADCK1	-0.33975
TCF25	-0.52475
SLC38A5	1.01275
CXorf26	1.17433333333333
C19orf39	1.83875
PPP1R13B	0.0835
ARL2	-0.5155
TCL6	0.01225
TOP3A	-0.9975
SLC16A14	0.556
FXYD6	0.105333333333333
HIST1H4E	0.2645
BBC3	0.0198421052631579
UNC5A	-0.0616666666666667
FAM86C	-0.4222
PI4KB	-0.429
B3GAT1	-3.84475
SUSD2	0.217
OAZ2	-0.900666666666667
NOC4L	0.26975
C10orf12	-0.129
FADS1	-1.52916666666667
LOC144097	-0.93775
DKK2	0.77
KIAA1949	-1.54875
RHOT1	0.2013
OXT	0.988666666666667
GPR153	0.75175
ARL4A	-0.226666666666667
SAAL1	-0.6995
CCDC64	-0.4575
USE1	0.506
HNMT	0.634833333333333
