Hybridization REF	TCGA-AA-A02J-01A-01R-A00A-07
RY1	-0.453333333333333
ATAD2B	0.096
ARHGAP17	-0.0443
KCNIP3	-1.5255
SFPQ	0.234375
GFRA4	0.106666666666667
AKR1B10	-0.274625
TIGD6	0.1555
RGS16	0.99375
URB1	0.0538333333333334
OR4C46	-0.1355
TOP3B	-0.8665
NFATC4	-0.185
CA14	-5.73825
BMPR1A	0.501333333333333
SNRP70	-0.9855
PRL	-0.301916666666667
C6orf130	-0.10525
STAG2	0.6675
CD55	-1.29514285714286
RPS23	-0.3785
SSX2	-1.016
FDPSL2A	-0.32925
FBXO27	-1.099125
SYNGR3	-1.60533333333333
TMSL3	1.729
EML1	-2.2965
NUP93	-0.64275
SMAD3	0.0603
KIAA1189	-0.2455
HNRPUL2	0.039
TBC1D12	0.834
C16orf24	0.463
MRVI1	1.58533333333333
ZNF581	-0.2485
ELOVL3	-0.8135
OR51Q1	0.1285
CACNB3	-0.394833333333333
GALNT13	-1.65028571428571
C10orf84	0.7164375
NEDD4	0.3748
SPO11	0.9915
OR5AU1	0.3915
NEK4	0.482071428571429
PRKAR2A	0.553166666666667
IHPK1	-0.3385
ATP6V0B	0.434
CACNA1E	0.3445
CEACAM8	2.29966666666667
PEX14	-0.788
FLJ12993	-0.2785
ZBTB38	-0.14675
PCTK2	-0.5775
LRRC16	1.3902
FBLIM1	-0.25675
FYCO1	0.5325
RP5-1022P6.2	2.0165
CMTM1	-0.0286666666666667
PLTP	0.666166666666667
RAPH1	0.333375
DOCK8	-1.537625
EZH2	-0.344133333333333
SLC25A1	0.114666666666667
PLEKHB1	1.7529
GRB7	1.6141
ZFP37	-1.503
MRPL33	0.27275
PELO	-0.63375
ARMC1	0.508181818181818
C9orf27	0.022375
FLJ25778	0.4915
C9orf37	-0.967333333333333
TMEM66	-0.892
SPRN	0.1285
HBEGF	2.46725
PI4KA	-1.277
LEPRE1	-2.05525
POU2AF1	-4.563
MRPL12	0.329833333333333
REP15	1.6795
ZC3H3	0.8935
RASAL1	1.32275
DDAH1	2.768875
ACBD5	0.778125
TMC2	0.193
CCDC137	-0.936
SAMD13	2.88666666666667
UGT2B15	-0.7855
TIPARP	-0.64475
DNASE1L3	0.2995
TRIM72	0.548333333333333
DBX2	-0.12625
IPO8	0.10125
C21orf88	-1.2221
MAP3K14	0.1425
LOC51233	0.455
GGTLA4	0.2455
PDE6D	-0.04375
ZNF117	-0.67625
CLK2	-1.0125
NKRF	0.46175
TNFSF15	2.6744
DUSP2	1.150125
SECISBP2	-0.0323
GABRR2	-0.4165
PPAP2C	1.43125
LOC51145	0.195833333333333
PAG1	2.22875
PIK3C3	-1.2965
GNG10	0.16
APOL4	-0.613666666666667
ANKRD28	-0.88225
STMN3	-2.0307
RAB14	0.231
CDK2AP2	0.3215
HDDC3	0.323875
COMMD7	0.968375
CXXC1	-1.32675
HMCN1	-2.84433333333333
CD40	-1.75375
DYNC1LI2	-0.16475
GDI1	-0.04925
LOC646938	0.355
VSNL1	1.05383333333333
PIH1D1	-0.130333333333333
RAET1G	0.3345
KRTAP5-9	0.374
EFTUD2	-0.2015
ZNF311	-0.179666666666667
ATP6V1G3	-1.14825
OR2W3	-0.19075
SCN4A	-0.1935
MED10	-0.627625
FAM135A	1.611
ARHGAP4	-3.73375
EHMT2	-1.052625
UFD1L	-0.42375
ERMP1	0.64775
MAG1	-1.52133333333333
THAP8	-0.34
HACE1	-1.53666666666667
FAM82C	0.297
C3orf20	-0.367
UNC84A	-0.2185
SCD5	-0.0160769230769231
LASS6	1.79175
LSG1	0.153833333333333
MAL	-6.85925
GPR22	-0.3275
WDR5B	0.581
ACTRT1	0.199
C17orf60	-2.62133333333333
GRIN2C	-0.071
ARMC8	-0.247083333333333
SLC47A1	-3.44483333333333
DMPK	-0.6755
DHRS13	-0.6355
SMC1A	-0.0886666666666667
KRTAP17-1	-0.05175
SMYD5	0.11
TUSC2	0.384
CRHR2	0.6505
KIR3DL2	0.319
CCDC104	-0.533
ATP2C1	0.38775
CROT	0.23275
PABPC3	1.05766666666667
EGR1	2.40583333333333
THSD1	-0.10975
KHK	0.9395
SLC12A2	3.629
CD58	0.18325
STOX2	-2.87116666666667
CCDC76	-0.1228
CCDC48	3.209
DNAH1	0.0633333333333333
ZIC4	-0.173
OR1G1	0.5975
PSMC6	-0.347333333333333
PROKR1	0.1725
ABCB1	2.36575
TRAT1	-3.1765
LLGL1	-0.373
MTF1	0.22575
USP54	1.2335
PAGE2B	-1.344
ITGB7	-5.20975
CCDC81	-0.242
LOC149837	1.43975
SCUBE1	0.615
ZSCAN10	-0.1705
HUWE1	0.813714285714286
CDH17	7.268
CD180	-0.87425
IL17A	0.4025
TMPO	-0.232375
KIAA1524	-0.0543333333333333
HDGFRP3	-3.20183333333333
OXCT1	-3.96190909090909
RRAS2	-0.285666666666667
LTBP2	-0.37325
SV2B	-1.73916666666667
CYP2A6	0.17125
PKD1L2	-1.29
PPM1M	-1.54625
FLJ22662	3.49166666666667
ZNF502	2.23875
GP6	-0.516
CRYBA2	-0.13875
LEF1	-3.4946
CTPS	-0.408285714285714
EYA1	-3.13083333333333
EPS8L1	0.0555
MAPK14	0.545333333333333
SERPINB2	-5.306375
GTF2F2	0.725333333333333
ZNHIT4	-0.217
PLA1A	0.143375
C20orf114	-0.17725
HPR	-5.256
C18orf2	-3.46233333333333
SATB2	3.834
KCNJ9	0.0445
MGC157906	0.2305
MOCS3	1.259
C17orf71	-0.335666666666667
PPHLN1	-0.2449
HIST1H2BN	-0.7465
RAPGEF1	-0.08725
MAP3K8	0.426
DLG4	-0.202166666666667
STC1	-1.29291666666667
CDGAP	-0.8095
DDX26B	0.43875
LOC150223	-0.65275
CPSF3	-0.260833333333333
TMEM14A	0.38775
MYH3	-2.38975
GPKOW	0.51725
SULT1A1	-0.498666666666667
SPON1	-0.4414
YY1AP1	-0.528333333333333
RAB23	-0.42675
PLA2G4A	-4.738
MAPRE3	-0.6345
ZNF516	-0.628
GGPS1	-0.00949999999999999
EXOC3L2	-0.458
C19orf42	0.2722
MAP2K2	-0.126333333333333
HIST1H2BB	-1.14425
RNF19B	1.152
C6orf128	-0.561
TLR8	0.498666666666667
PCDHA9	-1.5305
CARS2	0.36825
CLUL1	-1.463
RHAG	-4.62383333333333
UNK	-0.341
EXOC8	0.1137
C9orf95	1.07925
C14orf143	0.427833333333333
MAML3	0.4345
LDHA	-1.1235
MRPL20	0.274875
KLHDC6	3.23566666666667
ATP5S	0.5885
C8orf55	1.0325
PHF19	-1.261625
KRTAP13-4	0.291
TTC5	-0.22925
XKR5	0.3835
SILV	-5.70666666666667
TEX28	-1.226
TCTN1	-0.0305
CX40.1	0.065
PPP2R5C	0.241375
C12orf30	-0.2895
CAPG	1.16625
MPZL1	0.853
ARSB	-0.964666666666667
TDH	-2.18175
WASF4	-0.463
TSSK3	-0.376833333333333
7A5	2.8225
CRISPLD1	-3.0285
MAD1L1	-0.438166666666667
SPIN4	1.71533333333333
AMPD1	-1.7405
DPYSL5	0.3125
INPP1	-0.461166666666667
ANKRD11	-0.695166666666667
NPAS4	0.148125
GCET2	-0.852222222222222
RNASE9	0.693
GUCY2D	-0.0931666666666667
CCDC98	-0.21575
FGF4	-0.00875
CPM	-1.4925
SLC26A4	-2.2715
PLD5	0.0465
FAM59A	0.8295
FBXO5	-0.901
SIPA1L1	0.476875
DPYS	0.7605
ATG4D	-0.13125
TGM3	1.2115
MTCH1	-0.800125
HK1	-0.7845
CDC26	0.45375
GALNT12	1.55233333333333
LOC339229	-0.20775
MRPL35	-1.38777878078145e-17
ORC4L	-0.040375
TNKS	-0.570428571428571
C2orf24	-0.095
ZNF553	0.210166666666667
GGTLA1	0.6096
ZNF497	-3.37875
CDY1B	0.1135
SLC30A4	0.265875
TUB	-2.546625
ARHGEF18	0.2895
ARRB1	0.2705
KCNK1	-2.11475
EREG	5.1274
SCAMP5	0.86525
RUNDC3B	1.19775
ADAMTS20	-0.573
IL17RB	1.53825
FLJ20323	0.08625
MCAM	-0.890125
POLR3E	-0.407666666666667
AQR	0.588
IPMK	0.3975
CDCA7	1.698625
CAMP	-2.00875
GRHL3	-0.587
ADAMTSL2	1.51583333333333
CLMN	2.31366666666667
SSTR3	0.558
MAGEA5	-2.13966666666667
OVOL2	4.6505
JMJD1B	0.85675
RBL2	-0.0103
PYGO2	0.24875
PPP1R10	0.674333333333333
CSE1L	0.159666666666667
LCA5	-1.11625
RDH16	-0.086
ASRGL1	-0.80725
TOM1	-0.514333333333333
PTX3	-7.226
TTC15	0.068
SCGB3A1	0.1225
MRPL50	-0.357
RCAN3	-0.0545
SLC26A11	-0.3565
STYX	-0.1725
CINP	0.1255
MARCH7	-0.14025
PFKM	-0.106
SGMS1	-0.3205
RIOK3	-0.3754
C1orf110	-0.6655
CES7	0.4385
LOC440248	-1.0885
PPP1R12C	-1.073
C10orf27	0.2975
ATG9A	-0.2525
MRPS26	1.18075
TMEM40	0.31375
ELP3	-0.7831
ZNF787	0.2132
HIAT1	-0.16975
C8orf34	-0.1005
MGC4655	-1.1356
PELI1	1.2385
PPT1	-1.4239
SLC35C2	0.0186666666666667
C6orf125	-0.154
MUC4	3.24983333333333
RFC4	-1.03857142857143
GNB2	0.183833333333333
NUP50	0.564928571428571
SULT4A1	-0.6285
C7	1.442125
CCDC130	-0.249333333333333
ARRDC4	1.1105
RQCD1	-0.25775
GLYCTK	1.4585
AYTL2	-1.18327272727273
MTUS1	0.0697
LEMD3	0.432333333333333
PLEKHF2	0.57
HOXA7	1.740375
GTF3C2	-1.1815
DYNLRB2	-2.3735
CNOT10	-0.12275
MR1	-1.90983333333333
FFAR1	0.33425
PRIC285	-0.07825
SLITRK6	-2.084
LIX1	-1.9958
UBE1L2	-0.4115
F8	-1.21725
ACHE	1.45916666666667
KPNA5	-0.648
TNFRSF12A	-0.684666666666667
EGR3	0.7575
SERPIND1	-3.52166666666667
OASL	0.30625
IFRD1	0.351125
WDFY1	0.163333333333333
ZNF267	-0.092125
ACCN5	0.224
ZBTB6	0.425
PPP1R3A	0.49
PRRT3	-0.01175
FBXL19	-0.61
TXNIP	-0.263071428571429
ACTN2	-2.37375
ATG9B	-0.390875
C9orf117	0.42975
IL27	1.2975
RPL36AL	0.365166666666667
KLK15	0.92775
CHAD	0.265
RAP2B	-0.9039
HEBP2	0.9945
ZNF342	0.0375
CAMK2G	0.493166666666667
TLR3	0.79725
FGF14	-0.519
HMGB2	0.1135
TRPM5	0.483166666666667
OR5M11	0.4895
KIF3B	1.309
PRICKLE2	-1.452
MTMR9	-1.4335
C3orf27	0.37925
GLRA3	-1.00133333333333
NSDHL	0.851
TMEM32	0.79
POLR2D	0.061
MYADML	0.4
C9orf114	-0.40825
MRGPRX1	0.2475
TOPORS	0.369
CLDN19	-0.3545
C1QL4	0.0775
RNF165	-3.33
DHRS9	3.0265
DNAH2	-1.044
FXR1	-1.30833333333333
ZMYM3	-0.664125
CASP3	0.604166666666667
FAM120C	-0.186375
SCLY	-0.0795
CA7	0.6515
ENTPD5	2.12966666666667
ZNF461	-0.4925
PDIA5	-0.0985
C1orf19	-0.3515
TMEM67	0.967
KCTD20	-0.77
WDR47	-0.6265
FLJ38723	0.3035
KLRF1	-0.619833333333333
TAS2R16	-0.622
CLDN12	1.6675
PRKCE	-0.4375
UBXD4	-0.2035
ITGAM	0.6615
GLT8D3	-0.015
WDR31	-0.1153
RGS2	-0.93225
OR51L1	0.3915
MST1R	1.63625
KIAA1737	0.59475
OR4A5	0.56
GLIS1	-2.67983333333333
PTMA	0.407285714285714
NAPA	-0.053
PRDM11	-0.07725
LIPF	-0.363
DIRAS3	-0.8845
ASGR2	-4.943625
C1QTNF4	-1.0705
PIK3R4	-0.477333333333333
ARMC3	-0.5985
NDUFV3	0.00483333333333334
BTBD3	0.223833333333333
PPP1R2	0.512
UBE2NL	0.543
FOSL2	0.460571428571429
FAM119A	-0.235666666666667
TUBA4A	0.4966
KRTAP12-1	0.07275
SFRS2	-0.23275
RHPN1	-0.1413
EEF2	-0.561333333333333
ZDHHC11	0.235666666666667
EPHA3	-1.85488888888889
RBM12	0.1005
H2AFJ	1.699
EDIL3	0.2815
KIF26A	-0.9525
SERGEF	-0.07325
B3GALT4	1.2175
LOC90925	0.000666666666666658
OSCAR	-1.53325
NPFF	-0.26875
DEDD	0.315
TMEM155	-1.034625
PTPN1	0.19625
SCYL2	0.0788333333333333
SKAP1	1.4145
LEAP2	-0.856
GADD45G	1.1075
IFITM3	1.308
PILRB	-0.824166666666667
SLU7	-0.1965625
DSC3	-1.74033333333333
DNMT3L	-0.916
PAPD5	0.482625
B3GNT3	3.8955
LHCGR	0.521
MSL-1	0.4105
UBE2S	-0.768875
SAP130	-0.45175
ANAPC11	0.2435
MAGED4B	-4.326
ATP6V1B2	-0.902166666666667
C14orf179	0.7375
CAPZA1	-0.175
CDYL2	-1.6935
GLRX3	-0.2925
LOC136288	0.2495
MOBKL1A	-0.59225
HTR2B	-1.28775
CRYGD	0.3535
NUS1	0.0868333333333333
PGRMC1	1.5595
MYOM2	1.103
FLJ39653	-0.727333333333333
CHM	0.1433
OR5M8	0.2725
ZNF619	-0.1285
FAM105A	3.51025
CCNL1	-0.508
NAP1L3	-2.54875
C10orf57	1.03066666666667
B3GALNT1	-2.05533333333333
CSN1S2A	0.654
TCP10L	-1.1675
GDAP2	0.382125
DMKN	-1.255
COX6B1	0.50225
DNASE2	-0.768166666666667
MSH5	-0.80925
LGMN	-0.4225
USP31	-0.0385
OR13C8	0.7205
SDCBP	-0.1464
NUDT11	-4.04583333333333
PYGL	-5.19083333333333
SNPH	-1.88433333333333
B3GNT4	-0.266
MIZF	-0.3905
NUBPL	0.851
NOD1	0.756333333333333
CDH22	-0.955375
NUBP1	-0.628666666666667
DSCAM	-4.43
DGKI	-1.3345
FAM136A	-0.21025
AKAP1	1.48933333333333
SLC16A6	-3.74825
RIN3	-1.00225
PSG2	-0.062
DIP2B	0.00608333333333337
PSORS1C1	2.0228
KIAA0495	-3.548
FLJ90709	-0.151833333333333
LPA	0.1425
PIGA	1.08833333333333
LY75	4.67183333333333
UTS2	-4.50666666666667
RREB1	-0.189375
GALNACT-2	-0.731
MGC3196	-0.17825
FLJ31568	2.2935
LPHN1	-0.2005
SP1	0.798
TOX4	-0.0536666666666667
HSPA9	0.4125
APOBEC1	4.633
SLC35E4	-0.95525
LSM5	-0.07225
SURF1	-0.0695
ZBTB1	-0.551166666666667
GTF2F1	-0.39175
RPS15A	0.140285714285714
DUSP21	-0.203
GINS4	-1.07733333333333
MYO15A	-0.199
GIMAP7	1.3965
MGC13379	1.04175
ATP6V1E2	-0.171
UTP3	0.08775
HNRPA3	-0.210625
MT4	-0.666
C14orf155	0.72675
U1SNRNPBP	0.1495
CKLF	-0.874166666666667
PLEKHN1	-0.271833333333333
MBNL1	-0.624583333333333
NUP160	-0.86375
ACSM2A	-0.9495
LOC129881	-1.248
KIAA1529	-1.099
FLJ22639	0.1055
HAND1	-0.395
GSX1	0.687
FGA	-3.97275
SERPINB1	1.97975
ZNF642	1.14825
IGFBP1	-8.674125
SLC1A1	-0.576875
DHX57	-0.31025
ZNF766	-0.6655
PTPN21	-0.0843
GDPD3	-0.404
PNPLA5	-0.0505
TBR1	0.912333333333333
FAM116A	0.46175
IQGAP1	0.718875
FOS	2.867375
ZNF226	-0.756125
FIGNL1	0.775166666666667
C14orf1	0.333
ZMYND17	-0.568
PUS7	0.729
TUBB6	-2.870375
KCNQ2	-1.80125
MARCH6	-0.264583333333333
CCDC33	0.246
PRODH	-0.36275
RBM11	0.16375
EPHA6	0.415375
SLC43A1	1.874
LOC196541	0.509
NTN1	-0.440666666666667
ING4	-0.76625
PCDHB10	-1.40425
DPH2	-0.0398333333333333
SPACA4	1.59725
FBXL21	-2.684
DIAPH1	-0.452166666666667
ZNF71	0.29
CEP76	-1.087
CORO1A	-2.979
RRM2	0.017375
EDG4	0.57125
OS9	-0.512666666666667
SLC4A1AP	-0.1355
COG5	0.54375
COPS8	-0.87175
NGLY1	-0.75275
NCBP2	0.98525
C17orf42	-0.0766666666666667
GPSM3	-0.371375
SIL1	0.532666666666667
ASB6	-0.88225
SMAD5OS	0.510166666666667
UNC93A	0.84725
A1BG	-2.32566666666667
C21orf62	1.86725
FMO5	1.06816666666667
ATRIP	0.066
CEBPG	1.2855
C7orf38	0.3015
TNFRSF1B	1.012
CLEC1A	0.0885
IQSEC1	-0.47175
PATZ1	0.7338
RBM22	0.4815
BAG2	-4.35416666666667
PAQR5	0.973666666666667
C9orf127	0.8068
THNSL1	0.039
SHROOM3	1.6596
JAM2	-2.54533333333333
SNRPN	-2.0865
ALX4	0.246
CACNA1S	0.516
FAM130A1	0.3125
CORIN	0.397
CD300LB	0.3325
PLEKHG6	2.2055
LRRC40	-1.21925
PCLKC	2.088
PCDHB16	-2.76033333333333
WNT2B	0.537833333333333
ASNS	0.576333333333333
MRPL49	-0.265
FLJ46111	-0.33725
ISG20	-1.108875
SMU1	0.325666666666667
CASZ1	0.3335
POLR1D	0.5715
GIN1	-0.982
SNAG1	-0.663166666666667
ANKRD29	-3.13575
CDKN2AIP	0.97875
KRR1	-0.04825
CXCL1	3.25166666666667
EPM2A	-0.6983
PC	-0.890833333333333
DEFB127	1.033
PDZRN4	0.00116666666666663
FAH	-0.003625
OR51E1	1.272
CDC2L6	0.219333333333333
DNTTIP1	0.72425
PAX8	-0.47175
TMEM116	-0.695
C1orf150	-0.341
PRO2012	-0.02425
MRPL40	-0.1785
BEX1	-4.3002
SLC2A4	0.565333333333333
PKMYT1	-0.52
FEZF2	-0.281333333333333
SLC26A9	-1.38525
MAP2	-1.1136
LYL1	-2.597
SLC25A19	-0.164666666666667
NOS3	-0.3565
ZNF34	1.22916666666667
TMPRSS11F	-0.2885
FAM43A	-1.78425
FCRL4	0.0728333333333333
KLF14	0.21225
FLRT2	-3.05366666666667
WRN	-1.4835
SDF2	-0.0311
KRT8P12	-0.30275
C6orf195	0.518
C9orf125	-1.28
DZIP3	-0.243
RIT1	-0.605083333333333
SCML1	1.7565
RHBDF2	0.022875
OR2G3	0.2145
REXO1L1	0.00850000000000001
MAP3K7IP3	1.17075
C3orf57	-8.14125
FBXW11	-0.0805
ETAA1	-0.713
C14orf131	-0.3228
AKT1S1	-0.5125
SLC12A5	-0.662125
C9orf164	1.78975
NRIP3	-1.1705
NOS1AP	-0.43175
TMEM121	-2.835
SAP30BP	-0.1911
DGCR6	-0.714
WDR76	-1.396
FAM82B	0.706833333333333
LOC606495	-0.095
MAP9	-2.80883333333333
BCDIN3D	1.0355
CXorf36	2.146
DSCR3	0.1975
ZFAND3	-0.54475
C7orf43	0.345
SPSB3	-0.256
C19orf19	0.36975
FAM133A	-3.4
C12orf25	0.4845
SLC39A3	-0.661
DISP2	1.7005
PI4KAP2	-1.6375
MKRN3	-2.66116666666667
ADAMTS13	-0.260875
CBLN3	0.2927
TTYH1	-1.64683333333333
C3orf18	-2.184
FLJ13236	0.71875
ZMYND12	1.961
C18orf25	-0.28
GLB1L3	-0.21
ATP13A5	0.1575
RANBP10	-0.16475
CD96	-2.733
DENND1C	0.42275
RBMS3	-2.0915
SLC41A3	0.404166666666667
DGCR6L	-0.73425
TMEM128	0.555166666666667
CSNK1G3	0.0626428571428571
MOBKL2C	0.818
TSPAN6	3.071875
MATN2	1.086
MSL2L1	-0.0416666666666667
ST6GALNAC2	-3.806
FGFBP2	-0.973857142857143
FGL1	-7.136
MPP3	-2.53583333333333
ARHGEF6	-2.5715
TGFBR2	1.043
ACMSD	-0.97925
IL33	1.5265
C9orf5	0.041
DEAF1	-0.6144
AMN	1.4125
DEFA6	5.87525
RNF212	-0.95425
METT5D1	0.0811666666666667
CIB1	0.8334
TSSK1B	-0.02875
KIAA1727	3.9125
ZNF680	-0.3325
LOC399900	-0.4425
LOC152217	0.68275
CTNNAL1	-0.8325
CIT	-0.748333333333333
TLE6	-0.86575
ZNF607	0.288
HERC4	-0.557
DRAP1	-0.9029
PEMT	-0.6775
C10orf111	-0.14
ZNF575	0.65075
KCTD7	0.099
MYO1F	-0.446
LOC285382	1.54675
RAB11A	0.371
PLCD3	-0.64925
C15orf28	0.145
PTBP2	-1.2415
CTB-1048E9.5	0.241625
C19orf60	0.790666666666667
C7orf25	0.317333333333333
SETD7	0.257
HOXB9	2.195
VANGL1	-0.1285
CHAF1B	-0.9035
NDUFA3	0.90425
KIAA1328	-0.965166666666667
SHARPIN	0.878125
TTC23	-1.111
UGP2	0.247916666666667
ANKIB1	0.0244
CIRBP	-0.120857142857143
SEC14L4	1.92433333333333
OVCH1	0.461166666666667
VPS52	-0.435
FAT	1.118875
M6PRBP1	-0.86825
GPRIN3	0.947
PPM1F	-0.586
TSR1	-0.45975
CCDC85A	-0.9245
PCSK5	0.1515
ZFHX3	-0.2905
HEMK1	-0.1401
PGBD2	0.11325
RSRC2	0.0178333333333333
AURKC	-1.8555
SCRIB	1.038
ORM2	-3.9775
FAM115A	0.2234
FZD6	0.876375
UNC119	-0.258166666666667
GPX3	-1.967
NOV	-1.571625
CABC1	0.7655
CDC42SE2	0.92775
EIF2S2	0.9335
RNF130	0.596625
CKAP5	-0.974333333333333
RP11-413M3.2	0.005125
C10orf18	0.2134
TMEM93	-0.464
DYX1C1	-0.23675
KCNMB2	-1.875375
ANK3	0.641416666666667
KRT5	-3.7869
CDH12	-0.88825
QRSL1	0.741
JUB	-0.441
SHC4	-3.426375
CCL15	1.173
CCDC22	0.72725
SNX24	-3.738
RARS	-0.17925
MORC2	0.52725
FAM48A	-0.23475
MT1H	-1.563
PPP1R14C	2.36033333333333
FOXD1	-2.69328571428571
C1orf213	-3.0885
AMT	0.092
DSN1	-1.73472347597681e-18
PTPLAD2	-1.32875
DIS3L	-0.29125
RASL11A	2.04825
GPRC5B	-0.5655
FRMD7	-0.1115
STRN4	0.5385
KITLG	0.348818181818182
HDGF	-0.3395
OR1S1	0.3685
SETX	-0.2448
DDR2	-2.338125
KCTD12	-1.271
LYZL2	-0.3165
WDR52	-0.4615
TMEM2	1.607875
ZNF579	-0.137666666666667
LOC200810	0.72075
TNFSF9	-1.434375
PPFIA4	-3.217
CNIH3	-2.017
MAP4K4	-1.09535714285714
ROD1	0.960142857142857
ALS2CR12	-1.1055
DOCK3	-2.243
PAQR9	-4.431
ASB17	0.0223333333333333
STX16	-0.308125
FEZ2	-0.470333333333333
DLAT	-0.00416666666666666
KIF21B	-0.4805
CDC5L	-0.27075
TMEM119	0.303
CRIP3	-1.2175
TPSD1	0.115833333333333
TEPP	-0.10525
GNGT2	-0.2105
C21orf121	0.301
WNK1	-0.307
FLJ10490	0.9525
OR51B5	-1.746
LOC203547	0.619375
HAS1	-0.591
PPA1	1.20116666666667
ST7	0.282
C11orf46	0.053
POPDC3	-3.1165
ACOX2	1.00366666666667
ATCAY	-0.573916666666667
TM4SF19	-2.84
MFSD9	0.4155
PDHB	-0.742
ERN1	0.0615
LCE3C	0.5795
GPR111	0.059
NOTCH3	-0.144833333333333
ADAMTS5	0.978
B3GALT1	-0.56
UGCGL1	0.482166666666667
FAM58A	1.144
FBXO32	0.5295
CLPP	-0.0315
NXPH1	-1.2345
MTMR3	0.3715
ATP1B3	0.3585
TMEM16A	1.104125
HIST1H3F	-0.2965
TRIM25	-0.119333333333333
SDCBP2	3.415
CRKL	-0.349375
HOXB2	-3.02933333333333
ANP32B	0.152
GATM	2.4775
AP4E1	-0.0905
EDG5	0.0120000000000001
CDKN3	0.2175
CDH4	-2.613
PGD	-1.33616666666667
RND1	0.928
GAD1	-2.1939
MPG	-0.57
LOC440350	-0.3345
ZNF133	0.71525
SERPINB12	-0.399
AMELY	0.429666666666667
DHX36	-1.08475
TNFAIP8L2	0.637833333333333
PHTF2	-0.296222222222222
CCDC112	-0.522333333333333
IQCC	-0.09625
HEYL	2.22466666666667
FTSJ2	-0.08
APPL1	0.133
RAB43	-0.458857142857143
OR10G2	0.6765
WAC	0.144166666666667
ADCY9	-1.319
RUNDC2B	-1.17916666666667
PYCRL	1.3548
AGPAT7	0.264166666666667
SLC22A9	-1.0506
CDKAL1	-0.47
PDYN	-0.606333333333333
C20orf74	1.9505
MTMR11	3.117
VAV3	3.52675
DAPL1	-1.54025
STXBP3	0.1075
EIF3G	-0.108
ARHGAP22	-3.026
NPFFR1	0.429
NPC1	-1.318
ALDH9A1	0.193333333333333
ZNF600	0.687625
ZNF678	-0.410833333333333
RASSF1	-0.140916666666667
ADD2	-2.89525
PITPNB	0.2055
PKD2L2	0.032
LRP11	1.29925
CDKL1	0.49
SMEK2	0.53775
PRODH2	-3.72366666666667
C11orf54	0.201666666666667
SFRS11	-0.617833333333333
IL7	2.65783333333333
ALS2CR16	0.18175
BTG3	0.284666666666667
PAK2	-0.537666666666667
RP11-679B17.1	-0.6255
GATA4	0.545666666666667
ATP2B1	-0.387
LOC130940	-0.737
C1orf172	1.826
ATF7IP2	-4.449
SLC25A43	1.23266666666667
CENTG3	-0.104916666666667
IGF2BP1	-0.9837
FCHSD1	0.448
CAMK2N2	0.1045
ELAVL3	-0.0161
NBPF15	-1.633
UBE2J2	0.00833333333333332
GNL2	-0.46675
PRR3	-0.2808
NLF2	0.55625
OR4F6	0.079
KLHL24	0.118666666666667
CCDC88A	-4.4405
SGPP1	-0.941333333333333
C10orf11	-0.779333333333333
SLC35B4	-0.673666666666667
UGT3A2	-0.1745
ARNT2	-3.8612
CBR1	0.25625
ITPR3	0.380666666666667
TRAPPC6B	-0.0131
AMZ1	-2.4525
ARP11	2.69675
WDSUB1	-0.444
APBA1	0.5365
RAB2A	1.6895
C6orf162	-0.338125
HPSE2	0.2985
PLCE1	2.4975
INSL3	-0.1245
DLG1	0.08
PTPLA	-1.64225
PIGX	-0.159875
TFIP11	0.0778333333333333
FIBIN	0.3155
POLR2G	-0.279
GRAP2	-2.9991
DNAJB8	-0.61525
CNBP	0.525833333333333
WASF1	-2.86375
INPP5E	-1.1761
HSPB1	-0.598875
TMEM167	-0.7121
CUBN	-0.3685
IGF1	-1.0755625
ITPK1	0.6106
NAALAD2	-1.17625
G3BP1	0.5894
NT5DC1	0.00774999999999999
CYP39A1	2.8685
TMEM139	2.40141666666667
POLK	-0.6674
GLULD1	5.715
RBM15	-0.671333333333333
AMZ2	-0.891
GDF15	1.57833333333333
MESDC2	0.1435
INCA	0.2355
ACY1L2	1.0975
GZMM	-1.24666666666667
PAIP1	-0.23475
CACNA2D1	-0.011
STK32C	0.258166666666667
SH3BP4	1.49433333333333
DEC1	0.244
PADI1	0.0545
UBB	-0.151
PON3	0.1525
PROP1	0.709
ANKRD13B	0.54
ADCK1	0.6275
TCF25	-0.348
SLC38A5	0.72175
CXorf26	0.795666666666667
C19orf39	0.3505
PPP1R13B	1.396
ARL2	-0.0365
TCL6	0.246166666666667
TOP3A	-1.1265
SLC16A14	-1.5285
FXYD6	-0.254
HIST1H4E	0.1915
BBC3	0.475263157894737
UNC5A	0.203666666666667
FAM86C	0.1604
PI4KB	-0.508125
B3GAT1	-3.85275
SUSD2	-0.839666666666667
OAZ2	-1.0345
NOC4L	0.067
C10orf12	0.2825
FADS1	-3.34383333333333
LOC144097	-0.08825
DKK2	-0.0726666666666666
KIAA1949	-2.65975
RHOT1	0.0468
OXT	0.421166666666667
GPR153	0.0515
ARL4A	0.458166666666667
SAAL1	-0.5725
CCDC64	-0.212
USE1	0.0856666666666667
HNMT	1.302
PCGF3	0.00481250000000001
CYP2C19	0.32975
C20orf4	0.6215
CCDC11	-0.6715
ACSBG2	1.13825
RWDD2A	0.178
PALLD	-0.516625
CPLX4	-0.3625
LOC492311	0.61525
KPNA2	-1.157
MACROD1	1.0368
TMCO3	-0.667
C15orf52	0.8
