Hybridization REF	TCGA-AA-A00R-01A-01R-A002-07
ATAD2B	-0.0515
ARHGAP17	0.77
KCNIP3	-2.2635
SFPQ	0.594125
GFRA4	0.659666666666667
AKR1B10	-3.6075
TIGD6	-0.0368333333333333
RGS16	1.271875
URB1	0.316833333333333
OR4C46	-0.124666666666667
TOP3B	-1.27275
NFATC4	-0.7335
CA14	-4.802
BMPR1A	0.232
SNRP70	-0.41825
PRL	0.349
C6orf130	-0.3805
STAG2	0.8355
CD55	1.16178571428571
RPS23	-0.533333333333333
SSX2	-1.84566666666667
FDPSL2A	-0.3575
FBXO27	-0.989875
SYNGR3	-1.31666666666667
TMSL3	1.417
EML1	-0.8035
NUP93	-0.83
SMAD3	-0.76
KIAA1189	0.858666666666667
HNRPUL2	1.037
TBC1D12	1.607
C16orf24	0.299
MRVI1	1.64466666666667
ZNF581	-0.933333333333333
ELOVL3	1.0205
OR51Q1	-0.34425
CACNB3	-0.586666666666667
GALNT13	2.354625
C10orf84	0.4448125
NEDD4	-0.2135
SPO11	0.366
OR5AU1	0.3275
NEK4	0.837285714285714
PRKAR2A	0.499666666666667
IHPK1	-0.488833333333333
ATP6V0B	0.145625
CACNA1E	0.7435
CEACAM8	0.7525
PEX14	-0.476
FLJ12993	-2.255
ZBTB38	0.985083333333333
PCTK2	0.1605
LRRC16	0.9055
FBLIM1	0.16225
FYCO1	0.689
RP5-1022P6.2	-0.154916666666667
CMTM1	1.17783333333333
PLTP	-1.74733333333333
RAPH1	0.7295
DOCK8	2.0905
EZH2	-0.417133333333333
SLC25A1	-0.623166666666667
PLEKHB1	-1.7764
GRB7	0.6481
ZFP37	-0.13925
MRPL33	-0.475
PELO	-0.48125
ARMC1	0.664181818181818
C9orf27	0.00462500000000001
FLJ25778	-0.251
C9orf37	-1.89433333333333
TMEM66	0.53475
SPRN	-0.135375
HBEGF	0.443125
PI4KA	-1.4095
LEPRE1	-1.23225
POU2AF1	-0.260375
MRPL12	0.668666666666667
REP15	0.5695
ZC3H3	0.73575
RASAL1	-1.839
DDAH1	2.29725
ACBD5	1.488375
TMC2	0.4365
CCDC137	0.02075
SAMD13	1.23716666666667
UGT2B15	0.475833333333333
TIPARP	-1.478
DNASE1L3	3.526
TRIM72	0.769166666666667
DBX2	0.450666666666667
IPO8	1.05425
C21orf88	-1.1239
MAP3K14	0.48925
LOC51233	0.2208
GGTLA4	-0.908
PDE6D	0.22125
ZNF117	-0.0555
CLK2	-0.491125
NKRF	0.395
TNFSF15	2.1403
DUSP2	0.5685
SECISBP2	-0.3882
GABRR2	0.505
PPAP2C	1.51575
LOC51145	-0.1635
PAG1	1.68375
PIK3C3	-0.40125
GNG10	0.074
APOL4	2.2415
ANKRD28	-0.315125
STMN3	0.6928
RAB14	1.0502
CDK2AP2	0.6515
HDDC3	0.07175
COMMD7	0.192375
CXXC1	-0.50325
HMCN1	-2.73466666666667
CD40	2.456
DYNC1LI2	-0.6685
GDI1	-0.48175
LOC646938	0.34675
VSNL1	3.01366666666667
PIH1D1	-0.0308333333333333
RAET1G	-0.41
KRTAP5-9	0.177
EFTUD2	-0.16275
ZNF311	-2.073
ATP6V1G3	-0.10625
OR2W3	1.59925
SCN4A	-0.34875
MED10	-0.771375
FAM135A	0.7699
ARHGAP4	-0.90025
EHMT2	-0.245875
UFD1L	0.023
ERMP1	-0.32225
MAG1	-0.408833333333333
THAP8	-1.2045
HACE1	0.0491666666666667
FAM82C	0.5175
C3orf20	0.2775
UNC84A	-0.789833333333333
SCD5	1.17821428571429
LASS6	2.23425
LSG1	0.445833333333333
MAL	-5.23825
GPR22	0.0165
WDR5B	0.11475
ACTRT1	-0.2165
C17orf60	0.168666666666667
GRIN2C	-0.5406
ARMC8	0.266583333333333
SLC47A1	-2.03766666666667
DMPK	-0.37975
DHRS13	-0.282166666666667
SMC1A	-0.256166666666667
KRTAP17-1	-0.3785
SMYD5	0.0475
TUSC2	0.100125
CRHR2	0.301
KIR3DL2	2.402
CCDC104	-0.3335
ATP2C1	0.520625
CROT	-2.02375
PABPC3	0.654833333333333
EGR1	-0.668166666666667
THSD1	-0.17525
KHK	0.766
SLC12A2	3.1003125
CD58	-0.175
STOX2	-2.0745
CCDC76	-0.2279
CCDC48	1.75175
DNAH1	0.363833333333333
ZIC4	-0.463714285714286
OR1G1	-0.065
PSMC6	-0.203333333333333
PROKR1	0.302
ABCB1	0.337875
TRAT1	0.9665
LLGL1	0.6725
MTF1	1.53425
USP54	0.623375
PAGE2B	-3.9915
ITGB7	-3.12925
CCDC81	-0.6125
LOC149837	0.04475
SCUBE1	1.26
ZSCAN10	0.272
HUWE1	0.237142857142857
CDH17	7.3825
CD180	1.02825
IL17A	0.31775
TMPO	0.165125
KIAA1524	0.0111666666666667
HDGFRP3	-2.93016666666667
OXCT1	0.780454545454545
RRAS2	0.583
LTBP2	0.5234375
SV2B	0.0431666666666667
CYP2A6	0.326
PKD1L2	-1.123
PPM1M	0.37075
FLJ22662	3.44283333333333
ZNF502	-1.013
GP6	-0.7505
CRYBA2	1.4715
LEF1	-2.1316
CTPS	-0.756428571428571
EYA1	-3.523
EPS8L1	-0.6155
MAPK14	0.127833333333333
SERPINB2	-5.476625
GTF2F2	-0.0291666666666667
ZNHIT4	-0.0155
PLA1A	1.93075
C20orf114	-0.5095
HPR	-4.588
C18orf2	-3.02033333333333
SATB2	1.75
KCNJ9	0.098
MGC157906	0.55
MOCS3	0.48225
C17orf71	-1.17066666666667
PPHLN1	-0.2918
HIST1H2BN	-1.092875
RAPGEF1	0.176125
MAP3K8	2.87125
DLG4	-0.0673333333333333
STC1	-1.06333333333333
CDGAP	1.394
DDX26B	0.3865
LOC150223	-1.51825
CPSF3	-0.223333333333333
TMEM14A	-1.12075
MYH3	-0.50225
GPKOW	-0.271
SULT1A1	-1.18616666666667
SPON1	0.5248
YY1AP1	-0.301166666666667
RAB23	1.07425
PLA2G4A	-4.706
MAPRE3	-1.1725
ZNF516	-0.626714285714286
GGPS1	-0.32825
EXOC3L2	0.0355
C19orf42	-0.0339
MAP2K2	-0.205833333333333
HIST1H2BB	-1.79
RNF19B	2.54016666666667
C6orf128	-0.436166666666667
TLR8	4.1635
PCDHA9	-0.092
CARS2	0.61425
CLUL1	-1.31116666666667
RHAG	-4.05116666666667
UNK	-0.562
EXOC8	0.071
C9orf95	1.09875
C14orf143	-0.193
MAML3	0.69675
LDHA	0.06825
MRPL20	0.679375
KLHDC6	0.979333333333333
ATP5S	-0.3675
C8orf55	0.2235
PHF19	-1.16375
KRTAP13-4	0.003
TTC5	-0.5075
XKR5	-0.51475
SILV	-4.494
TEX28	-0.158
TCTN1	-1.38425
CX40.1	0.3655
PPP2R5C	0.318125
C12orf30	0.15
CAPG	1.04975
MPZL1	0.4636
ARSB	-1.02283333333333
TDH	-2.31275
WASF4	1.04125
TSSK3	-0.614333333333333
7A5	2.6445
CRISPLD1	-1.61975
MAD1L1	-0.820666666666667
SPIN4	1.0715
AMPD1	0.067
DPYSL5	0.5515
INPP1	2.45083333333333
ANKRD11	0.267444444444444
NPAS4	0.0445
GCET2	0.9505
RNASE9	0.399
GUCY2D	-0.0155
CCDC98	-0.317
FGF4	-0.445375
CPM	-0.366166666666667
SLC26A4	-1.56566666666667
PLD5	-0.362333333333333
FAM59A	-0.3575
FBXO5	-0.498333333333333
SIPA1L1	0.611375
DPYS	0.3025
ATG4D	0.19275
TGM3	0.176
MTCH1	-0.50475
HK1	-0.521923076923077
CDC26	0.142625
GALNT12	1.39633333333333
LOC339229	-0.9995
MRPL35	0.2805
ORC4L	0.52275
TNKS	0.669928571428572
C2orf24	-0.2425
ZNF553	-0.0258333333333333
GGTLA1	2.1136
ZNF497	-1.454
CDY1B	0.7445
SLC30A4	0.588125
TUB	-0.553875
ARHGEF18	0.33375
ARRB1	1.31575
KCNK1	2.40175
EREG	-1.544
SCAMP5	-1.247
RUNDC3B	0.3765
ADAMTS20	-0.716333333333333
IL17RB	-1.252125
FLJ20323	-0.26175
MCAM	-0.19775
POLR3E	-1.4065
AQR	0.318166666666667
IPMK	1.528
CDCA7	-0.207625
CAMP	-0.4495
GRHL3	-1.424
ADAMTSL2	0.0305
CLMN	0.557
SSTR3	0.1835
MAGEA5	-2.75433333333333
OVOL2	3.652
JMJD1B	0.47025
RBL2	0.2443
PYGO2	0.000500000000000002
PPP1R10	0.2625
CSE1L	-0.475333333333333
LCA5	-1.49775
RDH16	-0.6615
ASRGL1	1.371375
TOM1	-0.565833333333333
PTX3	-7.011
TTC15	-0.17425
SCGB3A1	0.6675
MRPL50	0.2135
RCAN3	1.16325
SLC26A11	-0.55025
STYX	0.127666666666667
CINP	-0.1045
MARCH7	0.07575
PFKM	-0.639666666666667
SGMS1	1.33333333333333
RIOK3	0.255
C1orf110	0.755
CES7	-0.102625
LOC440248	-0.69475
PPP1R12C	-0.58825
C10orf27	0.4665
ATG9A	-0.64775
MRPS26	0.534875
TMEM40	-1.7225
ELP3	0.2832
ZNF787	0.591
HIAT1	-0.063375
C8orf34	0.314666666666667
MGC4655	-0.8371
PELI1	0.971833333333333
PPT1	-0.2057
SLC35C2	-0.466
C6orf125	-0.60975
MUC4	4.12433333333333
RFC4	-0.735714285714286
GNB2	0.145
NUP50	0.891428571428572
SULT4A1	-2.1204
C7	1.3955
CCDC130	-0.382166666666667
ARRDC4	0.671
RQCD1	0.4075
GLYCTK	0.4215
AYTL2	-0.649727272727273
MTUS1	2.1189
LEMD3	1.025
PLEKHF2	-0.005
HOXA7	-0.82725
GTF3C2	-0.998
DYNLRB2	-1.82275
CNOT10	-0.051
MR1	-0.555666666666667
FFAR1	0.236
PRIC285	0.42125
SLITRK6	-2.93375
LIX1	-2.4542
UBE1L2	0.893333333333333
F8	0.081
ACHE	0.199
KPNA5	0.54225
TNFRSF12A	-0.7935
EGR3	-0.734
SERPIND1	-3.344
OASL	2.238
IFRD1	-1.140125
WDFY1	1.07433333333333
ZNF267	0.8055
ACCN5	0.3735
ZBTB6	0.48275
PPP1R3A	-0.8815
PRRT3	-1.3465
FBXL19	-0.8785
TXNIP	-0.1425
ACTN2	-1.728
ATG9B	-0.828142857142857
C9orf117	0.16175
IL27	1.4305
RPL36AL	-0.056
KLK15	0.095
CHAD	-0.081
RAP2B	0.0924
HEBP2	0.7935
ZNF342	0.2745
CAMK2G	-0.068
TLR3	2.307
FGF14	-0.0215
HMGB2	0.055
TRPM5	-0.318666666666667
OR5M11	0.1
KIF3B	0.407157894736842
PRICKLE2	-1.691
MTMR9	-0.1595
C3orf27	-0.19775
GLRA3	-2.3842
NSDHL	-0.47
TMEM32	1.40175
POLR2D	-0.810166666666667
MYADML	-0.0135
C9orf114	-0.37675
MRGPRX1	0.2685
TOPORS	0.46925
CLDN19	-1.21025
C1QL4	-0.2655
RNF165	-1.8235
DHRS9	0.899
DNAH2	-1.09366666666667
FXR1	-1.18266666666667
ZMYM3	-1.069625
CASP3	0.687833333333333
FAM120C	-0.56925
SCLY	0.38075
CA7	0.435
ENTPD5	0.546333333333333
ZNF461	-0.066625
PDIA5	0.17375
C1orf19	-1.26066666666667
TMEM67	0.2555
KCTD20	-0.2015
WDR47	-0.334
FLJ38723	0.361
KLRF1	0.0371666666666667
TAS2R16	0.691
CLDN12	1.15425
PRKCE	-0.246
UBXD4	-0.0745
ITGAM	2.11233333333333
GLT8D3	0.34125
WDR31	1.1451
RGS2	0.0375
OR51L1	0.3525
MST1R	1.83225
KIAA1737	0.157
OR4A5	0.056
GLIS1	-2.643
PTMA	1.06571428571429
NAPA	-0.09
PRDM11	-0.02425
LIPF	2.1945
DIRAS3	-1.25325
ASGR2	-4.49325
C1QTNF4	-0.311
PIK3R4	-0.4615
ARMC3	-0.19575
NDUFV3	-0.224666666666667
BTBD3	-0.613166666666667
PPP1R2	-0.214833333333333
UBE2NL	0.13075
FOSL2	0.9695
FAM119A	-0.726
TUBA4A	0.0722
KRTAP12-1	-0.2055
SFRS2	0.54625
RHPN1	-0.915
EEF2	-0.150166666666667
ZDHHC11	-1.53516666666667
EPHA3	-2.19177777777778
RBM12	-0.908
H2AFJ	-2.46041666666667
EDIL3	1.221
KIF26A	-1.91875
SERGEF	-0.26375
B3GALT4	2.01625
LOC90925	3.05033333333333
OSCAR	0.568125
NPFF	0.119625
DEDD	-0.23325
TMEM155	-0.415375
PTPN1	0.36525
SCYL2	0.178833333333333
SKAP1	2.191
LEAP2	-1.46766666666667
GADD45G	0.935
IFITM3	1.99675
PILRB	-1.16783333333333
SLU7	-0.2545
DSC3	3.061
DNMT3L	-1.568
PAPD5	0.695625
B3GNT3	2.71116666666667
LHCGR	0.446
MSL-1	0.32775
UBE2S	-0.65075
SAP130	-0.05275
ANAPC11	-0.4275
MAGED4B	-3.289
ATP6V1B2	0.924166666666667
C14orf179	0.786375
CAPZA1	0.1805
CDYL2	-0.838666666666667
GLRX3	-0.187166666666667
LOC136288	0.0173333333333333
MOBKL1A	-0.49875
HTR2B	0.2595
CRYGD	0.6102
NUS1	0.409666666666667
PGRMC1	0.987
MYOM2	1.482
FLJ39653	-0.4615
CHM	0.2234
OR5M8	0.6965
ZNF619	-0.044
FAM105A	0.7115
CCNL1	-0.403125
NAP1L3	-2.65125
C10orf57	0.612666666666667
B3GALNT1	-2.78016666666667
CSN1S2A	0.09
TCP10L	-1.028
GDAP2	0.339375
DMKN	0.4075
COX6B1	0.55325
DNASE2	0.139333333333333
MSH5	-1.51775
LGMN	-0.1795
USP31	0.1688
OR13C8	0.9165
SDCBP	0.474
NUDT11	-3.9315
PYGL	-1.17783333333333
SNPH	-1.86066666666667
B3GNT4	2.137
MIZF	-0.1534
NUBPL	-0.26175
NOD1	0.749333333333333
CDH22	0.430875
NUBP1	0.207833333333333
DSCAM	-4.299
DGKI	-0.485
FAM136A	0.3015
AKAP1	0.566666666666667
SLC16A6	-1.564
RIN3	-0.2885
PSG2	-0.67975
DIP2B	0.0145
PSORS1C1	1.1329
KIAA0495	-0.982
FLJ90709	-0.734166666666667
LPA	-0.668333333333333
PIGA	0.0886666666666667
LY75	1.88783333333333
UTS2	-6.39716666666667
RREB1	0.776875
GALNACT-2	0.3468
MGC3196	-0.05575
FLJ31568	-1.5335
LPHN1	-0.44225
SP1	0.9625
TOX4	-0.517333333333333
HSPA9	0.387
APOBEC1	1.205
SLC35E4	-0.52425
LSM5	0.05475
SURF1	0.0565
ZBTB1	0.13375
GTF2F1	-0.329875
RPS15A	-0.445785714285714
DUSP21	-0.888
GINS4	-0.388
MYO15A	-1.4068
GIMAP7	3.065
MGC13379	0.14325
ATP6V1E2	-0.0931666666666667
UTP3	-0.042
HNRPA3	0.0943125
MT4	-0.252
C14orf155	0.475
U1SNRNPBP	0.01625
CKLF	-0.0123333333333333
PLEKHN1	0.900666666666667
MBNL1	0.457416666666667
NUP160	-0.5385
ACSM2A	-2.09325
LOC129881	-1.99725
KIAA1529	-2.19675
FLJ22639	-0.57275
HAND1	-1.345
GSX1	0.776
FGA	-4.79326666666667
SERPINB1	1.093
ZNF642	-1.18375
IGFBP1	-8.66475
SLC1A1	2.1025
DHX57	0.134125
ZNF766	-0.0325
PTPN21	-0.182
GDPD3	-2.20566666666667
PNPLA5	0.2635
TBR1	0.3402
FAM116A	0.345
IQGAP1	0.960375
FOS	-0.321
ZNF226	-0.709625
FIGNL1	0.516166666666667
C14orf1	-0.0508333333333334
ZMYND17	0.3775
PUS7	-0.185166666666667
TUBB6	-1.347125
KCNQ2	-0.85925
MARCH6	-0.308416666666667
CCDC33	0.6755
PRODH	-1.271
RBM11	-3.21825
EPHA6	0.39425
SLC43A1	0.377
LOC196541	0.0805000000000001
NTN1	0.151583333333333
ING4	-1.053
PCDHB10	-1.34075
DPH2	-0.548333333333333
SPACA4	-0.114
FBXL21	-4.352
DIAPH1	0.456333333333333
ZNF71	0.1825
CEP76	0.663
CORO1A	0.19725
RRM2	0.316625
EDG4	0.3515
OS9	-0.0655
SLC4A1AP	-0.0625
COG5	-0.234
COPS8	-1.2755
NGLY1	-0.47725
NCBP2	-0.500625
C17orf42	-0.102333333333333
GPSM3	0.743875
SIL1	0.702666666666667
ASB6	-0.10025
SMAD5OS	0.5875
UNC93A	-3.38528571428571
A1BG	-1.8495
C21orf62	-1.21175
FMO5	-3.37533333333333
ATRIP	0.207833333333333
CEBPG	0.525666666666667
C7orf38	-0.539833333333333
TNFRSF1B	2.03466666666667
CLEC1A	1.40733333333333
IQSEC1	-0.15225
PATZ1	-0.0751
RBM22	1.24825
BAG2	0.414
PAQR5	1.61666666666667
C9orf127	-0.0051
THNSL1	-0.235
SHROOM3	3.3994
JAM2	-0.613
SNRPN	-2.425
ALX4	0.415
CACNA1S	0.071
FAM130A1	-0.78
CORIN	0.286
CD300LB	0.72
PLEKHG6	1.1545
LRRC40	-0.02825
PCLKC	-1.907
PCDHB16	-2.51416666666667
WNT2B	0.799833333333333
ASNS	-1.25233333333333
MRPL49	0.240875
FLJ46111	0.68125
ISG20	0.858375
SMU1	0.776
CASZ1	-0.015
POLR1D	-0.0305833333333333
GIN1	-0.3095
SNAG1	0.0141666666666667
ANKRD29	-0.172
CDKN2AIP	0.5565
KRR1	-0.321
CXCL1	5.492
EPM2A	-0.3038
PC	-1.7665
DEFB127	-0.199
PDZRN4	1.053
FAH	-0.43425
OR51E1	2.074
CDC2L6	0.4915
DNTTIP1	-0.3855
PAX8	0.6075
TMEM116	-0.7695
C1orf150	0.1855
PRO2012	-0.334
MRPL40	-0.484
BEX1	-4.1215
SLC2A4	0.229666666666667
PKMYT1	-0.483
FEZF2	-0.454
SLC26A9	-0.8045
MAP2	-0.267
LYL1	-1.551
SLC25A19	0.065
NOS3	-0.6915
ZNF34	-0.237833333333333
TMPRSS11F	-0.16175
FAM43A	0.1335
FCRL4	1.47366666666667
KLF14	-0.17175
FLRT2	-1.648
WRN	-0.0625
SDF2	-0.4081
KRT8P12	0.3485
C6orf195	-0.7185
C9orf125	2.45516666666667
DZIP3	0.04075
RIT1	-0.5505
SCML1	0.763833333333333
RHBDF2	0.83975
OR2G3	0.406
REXO1L1	-1.111
MAP3K7IP3	-0.51425
C3orf57	-7.4155
FBXW11	-0.274
ETAA1	-0.459
C14orf131	0.2577
AKT1S1	0.535
SLC12A5	-0.795125
C9orf164	0.68325
NRIP3	-1.361125
NOS1AP	0.2375
TMEM121	-0.783
SAP30BP	0.0645
DGCR6	-0.2405
WDR76	0.35625
FAM82B	0.03775
LOC606495	0.008
MAP9	-1.17066666666667
BCDIN3D	0.284
CXorf36	3.1715
DSCR3	0.557
ZFAND3	-0.98825
C7orf43	0.0696666666666667
SPSB3	-0.0562
C19orf19	0.19225
FAM133A	-3.757375
C12orf25	-0.31075
SLC39A3	-0.67175
DISP2	-0.4375
PI4KAP2	-1.529
MKRN3	-1.07566666666667
ADAMTS13	-1.22225
CBLN3	0.3717
TTYH1	-2.2695
C3orf18	-1.39575
FLJ13236	0.67375
ZMYND12	0.4345
C18orf25	0.547125
GLB1L3	-0.823
ATP13A5	-1.468
RANBP10	-0.42475
CD96	1.0939
DENND1C	1.94575
RBMS3	-1.3883
SLC41A3	0.4675
DGCR6L	-0.42575
TMEM128	-0.237333333333333
CSNK1G3	0.0827142857142857
MOBKL2C	1.80525
TSPAN6	0.917875
MATN2	0.4997
MSL2L1	0.235
ST6GALNAC2	-4.1875
FGFBP2	-0.504875
FGL1	-7.8195
MPP3	0.122666666666667
ARHGEF6	0.911166666666667
TGFBR2	0.205875
ACMSD	-1.3105
IL33	2.7295
C9orf5	0.12525
DEAF1	-0.3443
AMN	1.361
DEFA6	-0.15775
RNF212	-0.70575
METT5D1	0.587166666666667
CIB1	0.5502
TSSK1B	-0.22125
KIAA1727	-0.76425
ZNF680	-0.223916666666667
LOC399900	-0.9985
LOC152217	-0.436916666666667
CTNNAL1	-1.296
CIT	-0.850166666666667
TLE6	0.63525
ZNF607	-0.24325
HERC4	-0.843833333333333
DRAP1	-0.5969
PEMT	-0.20775
C10orf111	-0.501
ZNF575	0.78325
KCTD7	-0.23575
MYO1F	2.043875
LOC285382	-0.41975
RAB11A	0.6278
PLCD3	0.03825
C15orf28	-0.26625
PTBP2	-1.18225
CTB-1048E9.5	-0.235875
C19orf60	0.756333333333333
C7orf25	-0.089
SETD7	0.961125
HOXB9	-3.347
VANGL1	0.2431875
CHAF1B	0.17575
NDUFA3	-0.128
KIAA1328	0.249166666666667
SHARPIN	0.280625
TTC23	-0.4795
UGP2	0.0055
ANKIB1	-0.8177
CIRBP	-0.833
SEC14L4	-3.52583333333333
OVCH1	0.811
VPS52	-0.4345
FAT	0.801125
M6PRBP1	-1.294
GPRIN3	1.688
PPM1F	-0.457166666666667
TSR1	0.34275
CCDC85A	0.31225
PCSK5	2.109
ZFHX3	-0.626
HEMK1	-0.2027
PGBD2	-0.29675
RSRC2	0.0116666666666667
AURKC	-1.16983333333333
SCRIB	0.884375
ORM2	-4.77333333333333
FAM115A	0.1395
FZD6	-0.333375
UNC119	-0.9325
GPX3	-1.7404
NOV	-3.000125
CABC1	0.325125
CDC42SE2	1.8591875
EIF2S2	-0.1664
RNF130	0.6535
CKAP5	-0.861166666666667
RP11-413M3.2	0.0005
C10orf18	0.3865
TMEM93	0.0585
DYX1C1	0.71475
KCNMB2	-2.16133333333333
ANK3	1.66633333333333
KRT5	-3.0191
CDH12	-1.519875
QRSL1	0.43875
JUB	-1.118
SHC4	-3.039875
CCL15	1.698
CCDC22	-0.1695
SNX24	-0.84225
RARS	0.128
MORC2	-0.334
FAM48A	-0.38
MT1H	0.1015
PPP1R14C	-1.05183333333333
FOXD1	-0.882571428571429
C1orf213	-2.63875
AMT	-2.1901
DSN1	0.0945
PTPLAD2	1.22375
DIS3L	0.16
RASL11A	5.35225
GPRC5B	-1.1215
FRMD7	-0.5795
STRN4	0.3545
KITLG	0.992681818181818
HDGF	0.56225
OR1S1	0.0245
SETX	0.3524
DDR2	-0.859125
KCTD12	2.41875
LYZL2	-0.769333333333333
WDR52	0.5315
TMEM2	0.80825
ZNF579	0.134333333333333
LOC200810	0.13525
TNFSF9	0.111875
PPFIA4	-3.531
CNIH3	-2.0115
MAP4K4	-0.633285714285714
ROD1	1.11935714285714
ALS2CR12	-0.213833333333333
DOCK3	-1.75533333333333
PAQR9	0.606
ASB17	0.0666666666666667
STX16	-0.96075
FEZ2	-0.353
DLAT	-0.2375
KIF21B	-0.4645
CDC5L	-0.0805
TMEM119	1.44866666666667
CRIP3	-1.2575
TPSD1	-0.0853333333333333
TEPP	-0.07925
GNGT2	2.1235
C21orf121	1.0735
WNK1	0.15475
FLJ10490	-0.1905
OR51B5	-2.939
LOC203547	-0.110125
HAS1	-2.224
PPA1	0.974833333333333
ST7	0.1385
C11orf46	0.1427
POPDC3	-4.35
ACOX2	-3.0825
ATCAY	-0.552083333333333
TM4SF19	-1.007
MFSD9	0.0365
PDHB	-0.70925
ERN1	-0.05125
LCE3C	0.5235
GPR111	0.762
NOTCH3	0.351833333333333
ADAMTS5	1.21825
B3GALT1	-1.617
UGCGL1	0.2645
FAM58A	0.433833333333333
FBXO32	-0.82425
CLPP	0.7605
NXPH1	-1.7405
MTMR3	0.146833333333333
ATP1B3	0.421
TMEM16A	3.894125
HIST1H3F	-0.650833333333333
TRIM25	0.799166666666667
SDCBP2	2.2385
CRKL	-0.511625
HOXB2	-1.41533333333333
ANP32B	0.60125
GATM	1.3
AP4E1	-0.189
EDG5	0.265875
CDKN3	-0.260166666666667
CDH4	-3.20575
PGD	-0.4605
RND1	0.6055
GAD1	1.6179
MPG	-0.742875
LOC440350	-0.5535
ZNF133	-0.1535
SERPINB12	1.29
AMELY	0.1176
DHX36	-1.175
TNFAIP8L2	3.442
PHTF2	-0.147722222222222
CCDC112	0.5495
IQCC	0.12275
HEYL	2.347
FTSJ2	-0.335666666666667
APPL1	0.86975
RAB43	0.237928571428571
OR10G2	0.29
WAC	-0.0125
ADCY9	0.294875
RUNDC2B	0.153
PYCRL	0.2395
AGPAT7	0.108333333333333
SLC22A9	-1.46766666666667
CDKAL1	0.02
PDYN	-0.332333333333333
C20orf74	1.33975
MTMR11	0.83175
VAV3	-0.0275
DAPL1	-2.70075
STXBP3	0.3445
EIF3G	-0.90625
ARHGAP22	-2.1405
NPFFR1	0.2795
NPC1	-0.554166666666667
ALDH9A1	0.768833333333333
ZNF600	0.622625
ZNF678	0.142666666666667
RASSF1	0.57275
ADD2	-3.650125
PITPNB	1.233625
PKD2L2	0.672875
LRP11	0.921
CDKL1	0.11275
SMEK2	-0.241
PRODH2	-3.51283333333333
C11orf54	-0.0176666666666667
SFRS11	-0.0836666666666667
IL7	3.65183333333333
ALS2CR16	0.57675
BTG3	0.0186666666666667
PAK2	0.468166666666667
RP11-679B17.1	-2.54875
GATA4	-0.093
ATP2B1	-0.247
LOC130940	-0.39
C1orf172	2.47466666666667
ATF7IP2	-1.7105
SLC25A43	0.990166666666667
CENTG3	-0.105416666666667
IGF2BP1	-4.6864
FCHSD1	0.071
CAMK2N2	0.651166666666667
ELAVL3	0.2823
NBPF15	0.154833333333333
UBE2J2	0.17725
GNL2	-0.5
PRR3	-0.2426
NLF2	0.4175
OR4F6	0.7095
KLHL24	-0.253666666666667
CCDC88A	-0.8622
SGPP1	-0.2165
C10orf11	-1.598
SLC35B4	-0.7555
UGT3A2	-1.616
ARNT2	-0.2785
CBR1	0.628625
ITPR3	0.408333333333333
TRAPPC6B	-0.489
AMZ1	1.1185
ARP11	1.78225
WDSUB1	0.40475
APBA1	-0.156333333333333
RAB2A	0.7544
C6orf162	-0.28525
HPSE2	0.385
PLCE1	1.87625
INSL3	0.48125
DLG1	0.0973
PTPLA	-1.08825
PIGX	-0.220375
TFIP11	0.121833333333333
FIBIN	1.1725
POLR2G	-0.60475
GRAP2	-0.6138
DNAJB8	0.069
CNBP	0.198166666666667
WASF1	-1.90225
INPP5E	-0.6406
HSPB1	-1.7919375
TMEM167	-0.2972
CUBN	-0.000750000000000001
IGF1	0.48275
ITPK1	1.2259
NAALAD2	-1.254125
G3BP1	0.1243
NT5DC1	0.42375
CYP39A1	-1.642
TMEM139	1.78983333333333
POLK	0.1015
GLULD1	-1.237
RBM15	0.31
AMZ2	-0.472
GDF15	-1.28983333333333
MESDC2	0.6705
INCA	3.52916666666667
ACY1L2	1.454
GZMM	0.372
PAIP1	-0.35125
CACNA2D1	-0.39125
STK32C	1.5665
SH3BP4	-0.132833333333333
DEC1	-0.0515
PADI1	0.7405
UBB	0.4938
PON3	-1.35033333333333
PROP1	1.1015
ANKRD13B	-0.1165
ADCK1	0.5245
TCF25	0.529916666666667
SLC38A5	-3.03475
CXorf26	0.4955
C19orf39	-0.389
PPP1R13B	0.52525
ARL2	-0.6675
TCL6	0.273454545454545
TOP3A	0.417
SLC16A14	1.603625
FXYD6	0.136833333333333
HIST1H4E	0.735
BBC3	-0.0663684210526316
UNC5A	0.393833333333333
FAM86C	-0.444
PI4KB	-0.46775
B3GAT1	-3.14675
SUSD2	0.471166666666667
OAZ2	-0.675333333333333
NOC4L	-0.206
C10orf12	0.58275
FADS1	-2.9085
LOC144097	-0.9505
DKK2	0.515833333333333
KIAA1949	0.09225
RHOT1	0.0281
OXT	1.013
GPR153	0.363
ARL4A	-0.1615
SAAL1	-0.633
CCDC64	0.116
USE1	-0.439833333333333
HNMT	0.764166666666667
PCGF3	0.111375
CYP2C19	1.78125
C20orf4	-0.0455
CCDC11	0.2075
ACSBG2	0.14225
RWDD2A	-0.053
PALLD	1.733125
CPLX4	-0.0755
LOC492311	0.77875
KPNA2	-0.651333333333333
MACROD1	-0.6772
TMCO3	-0.014
C15orf52	-1.00716666666667
BIRC5	-0.3664
PRR16	0.54
FAM63B	-0.206
KATNB1	-0.670833333333333
