Hybridization REF	TCGA-AO-A03U-01B-21R-A10J-07
RY1	0.709
ATAD2B	-0.25675
ARHGAP17	-0.096
KCNIP3	1.59375
SFPQ	-0.51075
GFRA4	0.938666666666667
AKR1B10	-1.71375
TIGD6	0.5065
RGS16	1.105125
URB1	-0.354333333333333
OR4C46	0.6
TOP3B	-0.66125
NFATC4	0.148
CA14	-5.35075
BMPR1A	0.583833333333333
SNRP70	-1.4295
PRL	0.0199166666666667
C6orf130	-0.7785
STAG2	-0.544
CD55	0.341571428571429
RPS23	-0.348333333333333
SSX2	-1.48633333333333
FDPSL2A	-0.90925
FBXO27	0.174125
SYNGR3	-1.56816666666667
TMSL3	2.376
EML1	-1.227
NUP93	-0.665416666666667
SMAD3	-0.8972
KIAA1189	0.360833333333333
HNRPUL2	0.223166666666667
TBC1D12	0.344333333333333
C16orf24	0.1865
MRVI1	2.3835
ZNF581	-0.5755
ELOVL3	-0.0525
OR51Q1	0.18875
CACNB3	-0.151833333333333
GALNT13	-0.67
C10orf84	0.61625
NEDD4	-0.8749
SPO11	-0.1975
OR5AU1	1.4275
NEK4	0.0986428571428571
PRKAR2A	-0.1895
IHPK1	-0.2105
ATP6V0B	0.293875
CACNA1E	1.7625
CEACAM8	0.1275
PEX14	-0.048
FLJ12993	-1.319
ZBTB38	0.434416666666667
PCTK2	-0.0721666666666667
LRRC16	1.428
FBLIM1	1.60008333333333
FYCO1	0.96425
RP5-1022P6.2	2.31616666666667
CMTM1	1.85683333333333
PLTP	1.27983333333333
RAPH1	1.17975
DOCK8	1.700625
EZH2	-2.57346666666667
SLC25A1	-0.951666666666667
PLEKHB1	1.4538
GRB7	1.5199
ZFP37	-1.1585
MRPL33	-0.39325
PELO	-0.03425
ARMC1	-0.874454545454545
C9orf27	0.460875
FLJ25778	0.2985
C9orf37	-0.829166666666667
TMEM66	1.84225
SPRN	0.07775
HBEGF	0.939
PI4KA	-0.612
LEPRE1	-0.41825
POU2AF1	-3.089125
MRPL12	-0.893166666666667
REP15	0.0785
ZC3H3	0.253
RASAL1	2.433
DDAH1	0.518875
ACBD5	0.422375
TMC2	0.216
CCDC137	-1.10875
SAMD13	-0.588666666666667
UGT2B15	-4.60133333333333
TIPARP	-1.009
DNASE1L3	1.95325
TRIM72	0.495833333333333
DBX2	0.82675
IPO8	0.0795
C21orf88	-1.2037
MAP3K14	0.79275
LOC51233	0.581833333333333
GGTLA4	-0.74075
PDE6D	-0.01775
ZNF117	-1.05375
CLK2	-0.80025
NKRF	-0.87625
TNFSF15	0.8945
DUSP2	-0.159375
SECISBP2	-0.8714
GABRR2	-0.4205
PPAP2C	2.85925
LOC51145	0.1665
PAG1	0.364375
PIK3C3	0.22025
GNG10	0.6135
APOL4	0.945666666666667
ANKRD28	-0.753375
STMN3	-1.3598
RAB14	0.7549
CDK2AP2	0.762
HDDC3	-0.126125
COMMD7	0.417875
CXXC1	-0.0325
HMCN1	-0.0666666666666667
CD40	2.8605
DYNC1LI2	0.0746875
GDI1	-0.25625
LOC646938	0.00575
VSNL1	2.2095
PIH1D1	-0.148666666666667
RAET1G	-0.61
KRTAP5-9	0.271
EFTUD2	-0.5815
ZNF311	-0.184833333333333
ATP6V1G3	-0.21075
OR2W3	-0.3205
SCN4A	1.4215
MED10	-0.96875
FAM135A	1.0455
ARHGAP4	0.31325
EHMT2	-1.22625
UFD1L	-0.52625
ERMP1	-0.559
MAG1	0.379833333333333
THAP8	0.101833333333333
HACE1	-0.368333333333333
FAM82C	0.519666666666667
C3orf20	0.497
UNC84A	-0.618
SCD5	0.0419285714285714
LASS6	-1.1565
LSG1	-0.352166666666667
MAL	-5.6665
GPR22	0.514
WDR5B	0.79
ACTRT1	-0.2265
C17orf60	2.0685
GRIN2C	0.3012
ARMC8	-0.277
SLC47A1	-3.04533333333333
DMPK	-0.36225
DHRS13	-0.0925
SMC1A	-0.755833333333333
KRTAP17-1	0.19475
SMYD5	-0.80725
TUSC2	0.322125
CRHR2	0.7045
KIR3DL2	2.388
CCDC104	0.32025
ATP2C1	0.986875
CROT	-0.21225
PABPC3	0.512833333333333
EGR1	0.917166666666667
THSD1	0.3405
KHK	-1.25825
SLC12A2	3.004625
CD58	0.7505
STOX2	0.0546666666666666
CCDC76	-0.9511
CCDC48	1.7185
DNAH1	0.2925
ZIC4	-0.72775
OR1G1	-0.2835
PSMC6	-0.687166666666667
PROKR1	0.3245
ABCB1	0.38275
TRAT1	-1.63475
LLGL1	0.1615
MTF1	0.485
USP54	0.19275
PAGE2B	-1.9355
ITGB7	-3.2135
CCDC81	-0.0855
LOC149837	0.95475
SCUBE1	-0.608
ZSCAN10	1.154
HUWE1	0.345285714285714
CDH17	1.5715
CD180	5.117
IL17A	0.29675
TMPO	-1.38375
KIAA1524	-1.69866666666667
HDGFRP3	-1.08033333333333
OXCT1	-0.848545454545454
RRAS2	0.0221666666666667
LTBP2	3.2890625
SV2B	0.6545
CYP2A6	1.794875
PKD1L2	0.24
PPM1M	1.329
FLJ22662	2.9385
ZNF502	1.5565
GP6	-0.33825
CRYBA2	-1.2245
LEF1	-2.7422
CTPS	-2.33985714285714
EYA1	-3.47083333333333
EPS8L1	1.395
MAPK14	-0.408416666666667
SERPINB2	1.646375
GTF2F2	0.153333333333333
ZNHIT4	-0.486
PLA1A	-0.09025
C20orf114	3.3745
HPR	-1.827
C18orf2	-2.6915
SATB2	-1.58025
KCNJ9	-0.04325
MGC157906	0.7845
MOCS3	-0.0695
C17orf71	-0.587833333333333
PPHLN1	-0.2141
HIST1H2BN	-1.613625
RAPGEF1	0.1555
MAP3K8	1.337
DLG4	-0.00849999999999998
STC1	4.324
CDGAP	1.68925
DDX26B	-1.01525
LOC150223	-1.702
CPSF3	-1.28133333333333
TMEM14A	-0.33975
MYH3	-1.2485
GPKOW	-0.03925
SULT1A1	-1.02733333333333
SPON1	3.7356
YY1AP1	-0.343833333333333
RAB23	-0.288
PLA2G4A	1.7335
MAPRE3	0.32325
ZNF516	0.279285714285714
GGPS1	0.3375
EXOC3L2	-0.247875
C19orf42	0.6316
MAP2K2	-0.0735
HIST1H2BB	-1.78
RNF19B	1.54966666666667
C6orf128	1.1555
TLR8	2.77375
PCDHA9	0.2475
CARS2	0.483375
CLUL1	1.41416666666667
RHAG	-4.7145
UNK	-0.208
EXOC8	0.2973
C9orf95	2.13575
C14orf143	-0.253
MAML3	0.03075
LDHA	-1.59975
MRPL20	0.1625
KLHDC6	3.258
ATP5S	0.081
C8orf55	0.7175
PHF19	-2.3575
KRTAP13-4	0.4175
TTC5	-0.2715
XKR5	-0.1905
SILV	-5.315
TEX28	0.0405
TCTN1	0.75925
CX40.1	0.141
PPP2R5C	-0.13775
C12orf30	-1.00833333333333
CAPG	2.60725
MPZL1	2.7406
ARSB	-0.142
TDH	-1.91275
WASF4	0.1105
TSSK3	-0.724833333333333
7A5	2.105
CRISPLD1	0.29325
MAD1L1	-0.124666666666667
SPIN4	-0.266166666666667
AMPD1	0.53075
DPYSL5	-0.089
INPP1	0.650666666666667
ANKRD11	-1.02116666666667
NPAS4	0.253125
GCET2	0.3107
RNASE9	0.0595
GUCY2D	-0.0753333333333333
CCDC98	0.08425
FGF4	-0.057
CPM	-0.1285
SLC26A4	4.636
PLD5	-0.425
FAM59A	1.781
FBXO5	-2.57688888888889
SIPA1L1	0.886875
DPYS	0.1135
ATG4D	-0.177
TGM3	0.858
MTCH1	-0.4225
HK1	0.567428571428572
CDC26	0.151625
GALNT12	-2.693
LOC339229	-0.40925
MRPL35	-0.92125
ORC4L	-0.435625
TNKS	-0.347214285714286
C2orf24	0.345666666666667
ZNF553	-0.268333333333333
GGTLA1	3.6829
ZNF497	-0.62625
CDY1B	-0.13025
SLC30A4	0.563375
TUB	-1.678375
ARHGEF18	0.4445
ARRB1	1.0515
KCNK1	0.474375
EREG	-1.741
SCAMP5	-0.8645
RUNDC3B	1.561
ADAMTS20	-0.37925
IL17RB	-2.030125
FLJ20323	-0.87575
MCAM	1.927
POLR3E	-2.18858333333333
AQR	0.0635
IPMK	0.303
CDCA7	-5.02725
CAMP	-0.50025
GRHL3	3.67625
ADAMTSL2	0.779833333333333
CLMN	1.86116666666667
SSTR3	0.755
MAGEA5	-2.52616666666667
OVOL2	3.1255
JMJD1B	0.000750000000000001
RBL2	0.4309
PYGO2	0.32
PPP1R10	0.439833333333333
CSE1L	-1.7765
LCA5	1.297
RDH16	-0.7235
ASRGL1	0.529875
TOM1	0.816166666666667
PTX3	-6.05125
TTC15	0.413
SCGB3A1	2.614
MRPL50	-0.74825
RCAN3	1.906375
SLC26A11	0.53225
STYX	0.0703333333333333
CINP	-0.20325
MARCH7	0.33525
PFKM	-1.4475
SGMS1	1.38666666666667
RIOK3	0.2389
C1orf110	-0.073
CES7	0.2855
LOC440248	-1.50675
PPP1R12C	0.54125
C10orf27	0.769
ATG9A	0.081
MRPS26	0.781875
TMEM40	1.6515
ELP3	-0.449
ZNF787	0.5338
HIAT1	0.756125
C8orf34	0.659833333333333
MGC4655	0.974
PELI1	2.00166666666667
PPT1	0.3412
SLC35C2	-0.0288333333333333
C6orf125	-0.8445
MUC4	4.32666666666667
RFC4	-2.87628571428571
GNB2	0.0131666666666667
NUP50	-0.366142857142857
SULT4A1	-1.18383333333333
C7	2.966875
CCDC130	-0.329
ARRDC4	2.25275
RQCD1	-0.3215
GLYCTK	-0.31875
AYTL2	-0.926454545454546
MTUS1	0.9888
LEMD3	-0.00933333333333334
PLEKHF2	-0.36625
HOXA7	-0.2455
GTF3C2	-1.3915
DYNLRB2	1.1115
CNOT10	-0.66375
MR1	1.0635
FFAR1	0.0865
PRIC285	0.08125
SLITRK6	5.0265
LIX1	-1.754
UBE1L2	-0.682083333333333
F8	0.538625
ACHE	0.3935
KPNA5	0.101
TNFRSF12A	0.479166666666667
EGR3	0.536
SERPIND1	-4.064
OASL	1.75875
IFRD1	-1.64275
WDFY1	-0.160833333333333
ZNF267	0.55775
ACCN5	1.047
ZBTB6	-0.20425
PPP1R3A	0.0225
PRRT3	-0.2395
FBXL19	-0.8495
TXNIP	1.00328571428571
ACTN2	-1.01475
ATG9B	-0.2525
C9orf117	0.045125
IL27	0.442
RPL36AL	0.436166666666667
KLK15	-0.20125
CHAD	0.3065
RAP2B	0.4298
HEBP2	1.6605
ZNF342	-0.016
CAMK2G	0.491833333333333
TLR3	2.81325
FGF14	-0.349
HMGB2	-1.57175
TRPM5	-0.0266666666666667
OR5M11	0.6115
KIF3B	-0.339684210526316
PRICKLE2	1.27975
MTMR9	0.093375
C3orf27	0.275
GLRA3	-1.28816666666667
NSDHL	-0.649666666666667
TMEM32	0.07525
POLR2D	-1.27691666666667
MYADML	0.693
C9orf114	-0.24925
MRGPRX1	0.05
TOPORS	0.267
CLDN19	-0.768
C1QL4	-0.336
RNF165	-1.8185
DHRS9	3.79875
DNAH2	-1.07666666666667
FXR1	-0.461
ZMYM3	-0.83625
CASP3	-0.117
FAM120C	-0.268875
SCLY	-1.196
CA7	0.271
ENTPD5	0.104333333333333
ZNF461	-0.092375
PDIA5	-0.1895
C1orf19	-0.708833333333333
TMEM67	-0.4655
KCTD20	-1.0745
WDR47	0.6045
FLJ38723	-0.2585
KLRF1	3.24733333333333
TAS2R16	0.496
CLDN12	1.0805
PRKCE	0.8905
UBXD4	-0.477
ITGAM	3.382
GLT8D3	-0.689875
WDR31	0.5165
RGS2	4.013
OR51L1	0.4355
MST1R	1.46875
KIAA1737	0.65675
OR4A5	0.504
GLIS1	-1.092
PTMA	0.240285714285714
NAPA	0.59825
PRDM11	0.18625
LIPF	0.831
DIRAS3	0.9945
ASGR2	-3.163
C1QTNF4	0.294
PIK3R4	-0.161833333333333
ARMC3	1.02725
NDUFV3	-0.101333333333333
BTBD3	0.649166666666667
PPP1R2	0.848916666666667
UBE2NL	-0.0435
FOSL2	0.548
FAM119A	-0.989333333333333
TUBA4A	-0.1821
KRTAP12-1	0.38925
SFRS2	-1.34825
RHPN1	-0.7273
EEF2	-0.0885
ZDHHC11	-1.52583333333333
EPHA3	-1.4758
RBM12	-0.8445
H2AFJ	0.065
EDIL3	3.0145
KIF26A	-1.72225
SERGEF	0.43875
B3GALT4	3.094
LOC90925	0.504
OSCAR	1.096125
NPFF	-0.432375
DEDD	-0.013875
TMEM155	-0.629875
PTPN1	-0.2505
SCYL2	0.546333333333333
SKAP1	1.90375
LEAP2	-3.4505
GADD45G	1.253
IFITM3	1.530125
PILRB	-1.65566666666667
SLU7	0.5278125
DSC3	-0.06325
DNMT3L	-0.89025
PAPD5	-0.35575
B3GNT3	3.03883333333333
LHCGR	-0.255
MSL-1	-0.75675
UBE2S	-2.7835
SAP130	-0.8095
ANAPC11	0.0405
MAGED4B	-2.2215
ATP6V1B2	0.953666666666667
C14orf179	0.516375
CAPZA1	0.470875
CDYL2	-0.672
GLRX3	-1.09133333333333
LOC136288	-0.31925
MOBKL1A	-0.23325
HTR2B	2.179
CRYGD	0.709333333333333
NUS1	0.654333333333333
PGRMC1	0.4235
MYOM2	1.44725
FLJ39653	-1.40916666666667
CHM	-0.1404
OR5M8	0.539
ZNF619	0.2775
FAM105A	2.174
CCNL1	-1.293125
NAP1L3	-0.58725
C10orf57	0.6895
B3GALNT1	0.813
CSN1S2A	0.8915
TCP10L	-0.088
GDAP2	0.213625
DMKN	-0.412833333333333
COX6B1	-0.348
DNASE2	0.847666666666667
MSH5	-2.278
LGMN	0.703875
USP31	-0.3331
OR13C8	-0.002
SDCBP	1.4069
NUDT11	-2.239
PYGL	-0.4635
SNPH	1.39916666666667
B3GNT4	-0.4795
MIZF	-0.4895
NUBPL	-0.447375
NOD1	0.369666666666667
CDH22	0.039625
NUBP1	0.448166666666667
DSCAM	-4.4
DGKI	3.7615
FAM136A	-0.73675
AKAP1	0.0161666666666667
SLC16A6	-2.534
RIN3	1.96425
PSG2	0.68625
DIP2B	-1.02625
PSORS1C1	1.4169
KIAA0495	-0.4995
FLJ90709	-0.413333333333333
LPA	-0.0201666666666667
PIGA	0.216666666666667
LY75	5.63216666666667
UTS2	-6.66866666666667
RREB1	0.370625
GALNACT-2	0.4556
MGC3196	-0.8525
FLJ31568	-0.602
LPHN1	-0.5105
SP1	1.65475
TOX4	0.263833333333333
HSPA9	-0.5299
APOBEC1	-0.5695
SLC35E4	-1.5245
LSM5	-1.67725
SURF1	0.20825
ZBTB1	0.0889166666666667
GTF2F1	0.221375
RPS15A	0.0596428571428572
DUSP21	-0.696666666666667
GINS4	-3.7345
MYO15A	0.197833333333333
GIMAP7	3.96175
MGC13379	0.90575
ATP6V1E2	-0.462666666666667
UTP3	0.055
HNRPA3	-1.06175
MT4	0.07
C14orf155	-0.118
U1SNRNPBP	0.45975
CKLF	0.843666666666667
PLEKHN1	0.2135
MBNL1	0.433583333333333
NUP160	-1.3565
ACSM2A	-1.10025
LOC129881	-0.98
KIAA1529	-0.7015
FLJ22639	-2.00375
HAND1	-0.965
GSX1	0.297
FGA	-3.976875
SERPINB1	1.824
ZNF642	-0.02725
IGFBP1	-9.3505
SLC1A1	1.55025
DHX57	-0.408125
ZNF766	0.2265
PTPN21	0.431
GDPD3	-1.78116666666667
PNPLA5	0.6305
TBR1	0.306833333333333
FAM116A	-0.146
IQGAP1	1.17075
FOS	1.57075
ZNF226	0.331875
FIGNL1	-1.57816666666667
C14orf1	0.196833333333333
ZMYND17	-0.2445
PUS7	-1.558
TUBB6	0.238875
KCNQ2	-1.54975
MARCH6	-0.631916666666667
CCDC33	0.3655
PRODH	-1.922
RBM11	0.77125
EPHA6	0.14875
SLC43A1	-1.81725
LOC196541	0.059875
NTN1	0.319583333333333
ING4	0.326
PCDHB10	1.1735
DPH2	-0.601
SPACA4	-0.2415
FBXL21	-3.774
DIAPH1	-0.292333333333333
ZNF71	0.6355
CEP76	-0.584
CORO1A	1.31325
RRM2	-3.367875
EDG4	1.1625
OS9	0.542833333333333
SLC4A1AP	-0.07575
COG5	-0.46325
COPS8	-0.505
NGLY1	-0.81875
NCBP2	-0.64875
C17orf42	-0.285166666666667
GPSM3	1.6355
SIL1	1.76733333333333
ASB6	-0.07375
SMAD5OS	0.151333333333333
UNC93A	-2.1945
A1BG	-0.854833333333333
C21orf62	0.33525
FMO5	-1.65091666666667
ATRIP	-0.465
CEBPG	-0.479333333333333
C7orf38	-0.558666666666667
TNFRSF1B	2.00666666666667
CLEC1A	1.215
IQSEC1	-0.1055
PATZ1	0.1928
RBM22	0.3075
BAG2	-2.235
PAQR5	-4.3155
C9orf127	-0.2006
THNSL1	-0.8925
SHROOM3	1.1625
JAM2	1.15225
SNRPN	-1.94825
ALX4	0.139
CACNA1S	0.3595
FAM130A1	0.05325
CORIN	3.0335
CD300LB	1.0455
PLEKHG6	1.297
LRRC40	-1.11225
PCLKC	-1.4395
PCDHB16	0.571166666666667
WNT2B	0.318333333333333
ASNS	-3.58366666666667
MRPL49	-0.202625
FLJ46111	-1.29275
ISG20	0.6215
SMU1	0.0588333333333333
CASZ1	0.6135
POLR1D	0.21475
GIN1	-0.367
SNAG1	1.01816666666667
ANKRD29	-2.04375
CDKN2AIP	0.1555
KRR1	0.62325
CXCL1	-0.919333333333333
EPM2A	0.1158
PC	-0.610833333333333
DEFB127	0.376
PDZRN4	0.922166666666667
FAH	-0.47525
OR51E1	1.789
CDC2L6	0.153833333333333
DNTTIP1	0.4755
PAX8	-0.21325
TMEM116	-1.02425
C1orf150	0.4595
PRO2012	-0.00325
MRPL40	-0.447166666666667
BEX1	-4.4103
SLC2A4	-0.705333333333333
PKMYT1	-2.3335
FEZF2	-0.263666666666667
SLC26A9	-0.8405
MAP2	0.0644166666666667
LYL1	-0.4255
SLC25A19	-0.3735
NOS3	-0.0735
ZNF34	0.468333333333333
TMPRSS11F	-0.425
FAM43A	-0.11075
FCRL4	0.896
KLF14	0.32375
FLRT2	-0.885
WRN	-1.4855
SDF2	0.5884
KRT8P12	-0.398
C6orf195	0.008
C9orf125	-2.07533333333333
DZIP3	-1.025875
RIT1	0.283666666666667
SCML1	-1.8745
RHBDF2	1.27275
OR2G3	0.093
REXO1L1	-0.2785
MAP3K7IP3	-0.476625
C3orf57	-2.56
FBXW11	-0.715833333333333
ETAA1	-0.96925
C14orf131	-0.5198
AKT1S1	-0.61275
SLC12A5	-0.510625
C9orf164	1.43675
NRIP3	-1.2065
NOS1AP	-1.94275
TMEM121	-1.077
SAP30BP	0.0843
DGCR6	0.36525
WDR76	-2.26275
FAM82B	-0.361333333333333
LOC606495	-0.4865
MAP9	1.21208333333333
BCDIN3D	0.45725
CXorf36	3.0595
DSCR3	0.1166
ZFAND3	0.11275
C7orf43	0.366333333333333
SPSB3	0.6889
C19orf19	0.20325
FAM133A	-2.599125
C12orf25	0.22925
SLC39A3	-0.539625
DISP2	1.0025
PI4KAP2	-1.854
MKRN3	-2.807
ADAMTS13	-1.396125
CBLN3	0.3687
TTYH1	-1.994
C3orf18	0.23775
FLJ13236	-1.3485
ZMYND12	1.59225
C18orf25	1.05975
GLB1L3	3.3545
ATP13A5	0.0285
RANBP10	0.05025
CD96	0.2457
DENND1C	1.47675
RBMS3	2.1183
SLC41A3	0.761
DGCR6L	0.31975
TMEM128	0.775333333333333
CSNK1G3	0.0769285714285714
MOBKL2C	1.6185
TSPAN6	1.030875
MATN2	-1.2999
MSL2L1	-0.708
ST6GALNAC2	-0.406666666666667
FGFBP2	-0.496875
FGL1	-6.87616666666667
MPP3	-1.16366666666667
ARHGEF6	1.80683333333333
TGFBR2	4.265625
ACMSD	-0.926
IL33	6.43575
C9orf5	0.4475
DEAF1	0.152
AMN	0.812
DEFA6	0.280125
RNF212	-0.94275
METT5D1	-0.261333333333333
CIB1	1.0284
TSSK1B	0.0295
KIAA1727	-0.138
ZNF680	0.18875
LOC399900	-1.1215
LOC152217	-0.34925
CTNNAL1	-2.1805
CIT	-2.48591666666667
TLE6	2.1745
ZNF607	-0.53275
HERC4	-0.830166666666667
DRAP1	-0.8188
PEMT	-0.40575
C10orf111	0.613
ZNF575	1.245875
KCTD7	0.2655
MYO1F	1.724375
LOC285382	0.1365
RAB11A	0.6087
PLCD3	-1.086
C15orf28	0.4395
PTBP2	-0.69825
CTB-1048E9.5	-0.34475
C19orf60	-0.383333333333333
C7orf25	0.261
SETD7	0.94825
HOXB9	-5.369
VANGL1	-0.507875
CHAF1B	-3.20225
NDUFA3	-0.10325
KIAA1328	-0.0481666666666667
SHARPIN	0.152625
TTC23	0.41275
UGP2	2.00316666666667
ANKIB1	-0.1553
CIRBP	1.66914285714286
SEC14L4	-3.4905
OVCH1	0.394833333333333
VPS52	-0.51975
FAT	-0.513625
M6PRBP1	-0.0255
GPRIN3	1.547
PPM1F	0.38
TSR1	-1.03975
CCDC85A	2.71875
PCSK5	2.07625
ZFHX3	0.2865
HEMK1	-0.6734
PGBD2	-0.301
RSRC2	-0.0263333333333333
AURKC	-0.5255
SCRIB	-0.6315
ORM2	-4.88066666666667
FAM115A	-0.5953
FZD6	0.604
UNC119	0.0336666666666667
GPX3	1.5059
NOV	0.512625
CABC1	0.24375
CDC42SE2	1.299625
EIF2S2	-0.3398
RNF130	1.491125
CKAP5	-1.344
RP11-413M3.2	0.660625
C10orf18	-0.2567
TMEM93	-0.23025
DYX1C1	0.454
KCNMB2	-1.242375
ANK3	0.75
KRT5	1.6892
CDH12	-1.047875
QRSL1	-0.4545
JUB	-2.25225
SHC4	0.19525
CCL15	1.1425
CCDC22	0.09525
SNX24	-0.125
RARS	-0.4305
MORC2	-0.043125
FAM48A	0.26625
MT1H	-0.889
PPP1R14C	1.3255
FOXD1	-2.74778571428571
C1orf213	-1.16375
AMT	0.1852
DSN1	-2.541
PTPLAD2	2.50675
DIS3L	-0.5025
RASL11A	1.482
GPRC5B	3.22275
FRMD7	-0.1375
STRN4	0.05925
KITLG	-0.0578636363636364
HDGF	-1.0605
OR1S1	0.3625
SETX	0.2831
DDR2	0.3975
KCTD12	2.9555
LYZL2	-0.33175
WDR52	-0.549
TMEM2	0.7115
ZNF579	0.931166666666667
LOC200810	-0.10375
TNFSF9	-2.279125
PPFIA4	-3.84875
CNIH3	-0.535166666666667
MAP4K4	-1.10971428571429
ROD1	0.258928571428571
ALS2CR12	-0.554
DOCK3	-0.730833333333333
PAQR9	-4.52825
ASB17	0.0378333333333333
STX16	-1.158625
FEZ2	0.857666666666666
DLAT	-0.357833333333333
KIF21B	-0.892333333333333
CDC5L	-0.94675
TMEM119	1.47383333333333
CRIP3	-1.4955
TPSD1	0.4205
TEPP	0.98125
GNGT2	2.33625
C21orf121	0.1655
WNK1	-0.441583333333333
FLJ10490	0.386
OR51B5	-2.264
LOC203547	-0.1805
HAS1	1.8855
PPA1	0.911166666666667
ST7	-0.10125
C11orf46	0.4459
POPDC3	-4.02566666666667
ACOX2	-1.79116666666667
ATCAY	-0.308166666666667
TM4SF19	-2.60375
MFSD9	-0.0806666666666667
PDHB	-0.54875
ERN1	0.24575
LCE3C	0.474
GPR111	0.079
NOTCH3	1.62483333333333
ADAMTS5	1.4425
B3GALT1	-0.6895
UGCGL1	0.739
FAM58A	0.744833333333333
FBXO32	2.23625
CLPP	-0.451
NXPH1	-1.19475
MTMR3	1.12083333333333
ATP1B3	-0.4175
TMEM16A	3.876375
HIST1H3F	-0.913833333333333
TRIM25	-0.379
SDCBP2	3.456
CRKL	-1.131
HOXB2	-0.507333333333333
ANP32B	-0.4885
GATM	3.4185
AP4E1	-0.019875
EDG5	0.679
CDKN3	-2.92433333333333
CDH4	-2.2885
PGD	-0.441166666666667
RND1	0.133
GAD1	-3.488
MPG	0.230875
LOC440350	-1.177
ZNF133	0.26775
SERPINB12	-0.1385
AMELY	-0.229833333333333
DHX36	-0.92275
TNFAIP8L2	4.03383333333333
PHTF2	0.0136111111111111
CCDC112	-0.836166666666667
IQCC	-1.18375
HEYL	3.15033333333333
FTSJ2	-0.4445
APPL1	0.63675
RAB43	1.78685714285714
OR10G2	0.468
WAC	0.399333333333333
ADCY9	-0.388625
RUNDC2B	-0.1845
PYCRL	-0.3258
AGPAT7	-0.0198333333333333
SLC22A9	-0.989166666666667
CDKAL1	-0.02
PDYN	-0.105833333333333
C20orf74	0.04725
MTMR11	0.31775
VAV3	2.58683333333333
DAPL1	2.865
STXBP3	0.36925
EIF3G	0.43125
ARHGAP22	0.39175
NPFFR1	0.342
NPC1	-0.0873333333333333
ALDH9A1	1.5665
ZNF600	-0.09975
ZNF678	-0.783
RASSF1	-0.19975
ADD2	-1.66925
PITPNB	0.24175
PKD2L2	-0.211875
LRP11	0.74225
CDKL1	-0.00625000000000001
SMEK2	0.088
PRODH2	-3.653
C11orf54	0.474833333333333
SFRS11	-0.972
IL7	1.10666666666667
ALS2CR16	0.65025
BTG3	0.156166666666667
PAK2	-0.6505
RP11-679B17.1	-1.0365
GATA4	-2.0835
ATP2B1	0.1765
LOC130940	0.5885
C1orf172	2.47466666666667
ATF7IP2	-1.3305
SLC25A43	0.242
CENTG3	0.0324166666666667
IGF2BP1	-4.3048
FCHSD1	0.5555
CAMK2N2	1.39333333333333
ELAVL3	0.0017
NBPF15	-1.23066666666667
UBE2J2	-0.0726666666666667
GNL2	-1.017
PRR3	-0.3368
NLF2	1.40775
OR4F6	0.066
KLHL24	1.25266666666667
CCDC88A	-0.6902
SGPP1	0.465666666666667
C10orf11	1.1205
SLC35B4	-1.1255
UGT3A2	-1.3285
ARNT2	-2.5123
CBR1	0.552375
ITPR3	-1.4815
TRAPPC6B	0.0756
AMZ1	-1.5895
ARP11	2.99325
WDSUB1	-0.478
APBA1	0.854333333333333
RAB2A	0.7776
C6orf162	-0.0885
HPSE2	0.17
PLCE1	-1.20025
INSL3	0.488
DLG1	-0.3625
PTPLA	-1.393
PIGX	-1.089
TFIP11	0.295833333333333
FIBIN	3.7925
POLR2G	-0.70275
GRAP2	-1.3956
DNAJB8	-0.11775
CNBP	0.862166666666667
WASF1	-1.5375
INPP5E	-1.1994
HSPB1	-1.1575
TMEM167	-0.1551
CUBN	0.3395
IGF1	3.3545625
ITPK1	0.2171
NAALAD2	-0.73775
G3BP1	-0.3777
NT5DC1	0.42125
CYP39A1	3.282
TMEM139	1.83583333333333
POLK	-0.2223
GLULD1	-1.13375
RBM15	-1.06566666666667
AMZ2	-0.59525
GDF15	-3.19
MESDC2	0.15975
INCA	1.74933333333333
ACY1L2	-0.6925
GZMM	0.0491666666666667
PAIP1	-0.37675
CACNA2D1	1.62875
STK32C	0.337666666666667
SH3BP4	2.465
DEC1	-0.2835
PADI1	-0.5225
UBB	0.4207
PON3	-0.510833333333333
PROP1	0.5665
ANKRD13B	-1.6115
ADCK1	0.01625
TCF25	0.165916666666667
SLC38A5	-2.93375
CXorf26	-0.212166666666667
C19orf39	0.24925
PPP1R13B	0.91175
ARL2	-0.329
TCL6	0.03825
TOP3A	-0.578
SLC16A14	-1.00125
FXYD6	0.656833333333333
HIST1H4E	-0.68125
BBC3	0.311684210526316
UNC5A	0.2315
FAM86C	-0.4813
PI4KB	0.15975
B3GAT1	-4.00725
SUSD2	1.5585
OAZ2	0.4615
NOC4L	-0.3755
C10orf12	-0.0435
FADS1	-2.68466666666667
LOC144097	-0.6185
DKK2	2.08233333333333
KIAA1949	0.95175
RHOT1	0.5778
OXT	0.937166666666667
GPR153	1.2835
ARL4A	2.71433333333333
SAAL1	-1.4315
CCDC64	-0.803
USE1	-0.0363333333333334
HNMT	0.365166666666667
PCGF3	0.063
CYP2C19	0.244
C20orf4	-0.086
CCDC11	0.07075
ACSBG2	0.00525
RWDD2A	-0.125
PALLD	2.2625
CPLX4	-0.303
LOC492311	1.76825
KPNA2	-2.07516666666667
MACROD1	-0.513
TMCO3	0.549333333333333
C15orf52	3.56383333333333
BIRC5	-2.559
