Hybridization REF	TCGA-A8-A09W-01A-11R-A00Z-07
ZNF347	0.0122
GTF2E1	0.61675
RY1	-0.256166666666667
ATAD2B	-0.418125
ARHGAP17	-0.647
KCNIP3	-1.15875
SFPQ	-0.01525
GFRA4	0.786333333333333
AKR1B10	-3.226125
TIGD6	0.713166666666667
RGS16	2.5185
URB1	-0.214166666666667
OR4C46	0.110833333333333
TOP3B	-0.63975
NFATC4	0.573
CA14	-3.899
BMPR1A	0.250333333333333
SNRP70	-0.217875
PRL	-0.0968181818181818
C6orf130	-0.61375
STAG2	-0.4395
CD55	-0.726357142857143
RPS23	0.635333333333333
SSX2	-0.582666666666667
FDPSL2A	0.485
FBXO27	1.14075
SYNGR3	-0.298833333333333
TMSL3	1.4025
EML1	-1.0775
NUP93	-0.806416666666667
SMAD3	-1.0779
KIAA1189	0.663333333333333
HNRPUL2	0.5595
TBC1D12	0.742833333333333
C16orf24	1.1735
MRVI1	0.9295
ZNF581	-0.276666666666667
ELOVL3	0.5695
OR51Q1	-0.0835
CACNB3	0.724
GALNT13	-1.1985
C10orf84	1.2615
NEDD4	-0.6728
SPO11	1.276
OR5AU1	0.3245
NEK4	0.614214285714286
PRKAR2A	-0.0838333333333334
IHPK1	-0.603
ATP6V0B	0.9445
CACNA1E	1.4295
CEACAM8	0.229333333333333
PEX14	-0.5755
FLJ12993	2.618
ZBTB38	-0.920083333333333
PCTK2	-0.0836666666666667
LRRC16	0.5456
FBLIM1	0.389916666666667
FYCO1	0.47325
RP5-1022P6.2	-1.1755
CMTM1	0.998
PLTP	0.439833333333333
RAPH1	1.18125
DOCK8	0.806625
EZH2	-1.6708
SLC25A1	-0.032
PLEKHB1	0.3055
GRB7	1.3041
ZFP37	-1.45625
MRPL33	-0.511
PELO	-0.746
ARMC1	0.343545454545455
C9orf27	-0.080875
FLJ25778	-0.1435
C9orf37	-0.678833333333333
TMEM66	0.4205
SPRN	0.073625
HBEGF	-0.415125
PI4KA	-1.1485
LEPRE1	-0.96725
POU2AF1	-3.458125
MRPL12	1.28316666666667
REP15	-0.971
ZC3H3	0.86075
RASAL1	0.01475
DDAH1	1.270625
ACBD5	1.072
TMC2	0.4635
CCDC137	0.20825
SAMD13	1.18266666666667
UGT2B15	1.5805
TIPARP	-1.274
DNASE1L3	0.83225
TRIM72	1.2265
DBX2	0.56425
IPO8	-0.48975
C21orf88	-0.7701
MAP3K14	-0.0415
LOC51233	0.569
GGTLA4	0.29925
PDE6D	-0.3405
ZNF117	-0.3995
CLK2	-0.51
NKRF	-1.02725
TNFSF15	0.531
DUSP2	-0.3415
SECISBP2	-0.1623
GABRR2	0.1265
PPAP2C	2.7915
LOC51145	0.0768333333333333
PAG1	0.470625
PIK3C3	-0.596
GNG10	0.555
APOL4	0.5095
ANKRD28	-0.95625
STMN3	-1.6447
RAB14	1.3445
CDK2AP2	0.4465
HDDC3	-0.2375
COMMD7	0.786125
CXXC1	-0.38925
HMCN1	-1.20433333333333
CD40	0.3865
DYNC1LI2	0.0486875
GDI1	0.26875
LOC646938	0.06825
VSNL1	-3.769
PIH1D1	0.340833333333333
RAET1G	-0.829
KRTAP5-9	0.472
EFTUD2	-0.47775
ZNF311	-0.972
ATP6V1G3	0.42825
OR2W3	-0.5415
SCN4A	0.37375
MED10	-1.624375
FAM135A	-1.0967
ARHGAP4	-1.49675
EHMT2	-0.5775
UFD1L	-0.2755
ERMP1	-0.17375
MAG1	-1.822
THAP8	-0.0993333333333333
HACE1	-1.49716666666667
FAM82C	0.532333333333333
C3orf20	-0.4755
UNC84A	-0.753
SCD5	0.739357142857143
LASS6	2.398625
LSG1	0.0441666666666667
MAL	-4.78975
GPR22	-0.0355
WDR5B	0.72975
ACTRT1	0.6115
C17orf60	0.0301666666666667
GRIN2C	0.9193
ARMC8	-0.611916666666667
SLC47A1	-1.096
DMPK	-0.2015
DHRS13	0.731333333333334
SMC1A	-0.576166666666667
KRTAP17-1	-0.00899999999999997
SMYD5	-0.09675
TUSC2	0.608875
CRHR2	0.5375
KIR3DL2	1.06
CCDC104	0.79775
ATP2C1	0.08425
CROT	1.3855
PABPC3	0.528166666666667
EGR1	-1.48616666666667
THSD1	0.38725
KHK	0.07825
SLC12A2	2.906125
CD58	-0.66025
STOX2	-0.93
CCDC76	-1.5901
CCDC48	5.553
DNAH1	0.092
ZIC4	0.5335
OR1G1	-0.0485
PSMC6	-0.240166666666667
PROKR1	0.235
ABCB1	-0.4775
TRAT1	-0.90225
LLGL1	0.384
MTF1	0.42475
USP54	0.22875
PAGE2B	-1.984
ITGB7	-3.17525
CCDC81	-0.2015
LOC149837	-0.595
SCUBE1	-0.149
ZSCAN10	1.1835
HUWE1	0.313214285714286
CDH17	0.45
CD180	0.70525
IL17A	0.0995
TMPO	-0.5355
KIAA1524	-0.492
HDGFRP3	-2.1195
OXCT1	-0.478090909090909
RRAS2	-0.456833333333333
LTBP2	2.6088125
SV2B	1.34633333333333
CYP2A6	0.367625
PKD1L2	-0.689833333333333
PPM1M	0.54375
FLJ22662	1.78633333333333
ZNF502	0.17725
GP6	-0.43925
CRYBA2	-0.6585
LEF1	0.0905
CTPS	-1.47928571428571
EYA1	-2.63683333333333
EPS8L1	1.306
MAPK14	-0.189
SERPINB2	-3.38
GTF2F2	-0.974666666666667
ZNHIT4	-0.3785
PLA1A	0.717125
C20orf114	3.421
HPR	-3.3845
C18orf2	-2.437
SATB2	-2.24825
KCNJ9	0.21425
MGC157906	0.5805
MOCS3	-0.0855
C17orf71	0.496666666666667
PPHLN1	-0.4434
HIST1H2BN	-0.061625
RAPGEF1	0.073625
MAP3K8	-1.095
DLG4	0.522333333333333
STC1	0.759166666666667
CDGAP	1.33075
DDX26B	-1.88625
LOC150223	-1.824
CPSF3	-0.550833333333333
TMEM14A	-0.23275
MYH3	-2.4545
GPKOW	-0.123
SULT1A1	-0.262
SPON1	3.2651
YY1AP1	-0.644333333333333
RAB23	-0.2845
PLA2G4A	-4.447
MAPRE3	-0.121
ZNF516	-1.45157142857143
GGPS1	1.2385
EXOC3L2	-0.5685
C19orf42	0.6926
MAP2K2	1.0515
HIST1H2BB	0.1705
RNF19B	0.363
C6orf128	-0.240166666666667
TLR8	2.345
PCDHA9	0.066
CARS2	0.631875
CLUL1	2.53066666666667
RHAG	-3.26233333333333
UNK	-0.2285
EXOC8	1.004
C9orf95	0.15725
C14orf143	1.03033333333333
MAML3	0.225375
LDHA	-1.48525
MRPL20	-0.337375
KLHDC6	0.555166666666667
ATP5S	0.0788333333333333
C8orf55	2.18825
PHF19	-0.962
KRTAP13-4	0.693
TTC5	-0.28875
XKR5	-0.23475
SILV	-3.94983333333333
TEX28	-0.27
TCTN1	0.91025
CX40.1	0.25375
PPP2R5C	-0.390875
C12orf30	-1.184
CAPG	1.62475
MPZL1	1.9378
ARSB	-0.5315
TDH	-0.956666666666667
WASF4	-0.3405
TSSK3	-0.771833333333333
7A5	0.1265
CRISPLD1	0.164625
MAD1L1	0.607666666666667
SPIN4	0.197666666666667
AMPD1	-0.8395
DPYSL5	0.5735
INPP1	-0.364333333333333
ANKRD11	-1.60438888888889
NPAS4	-0.056125
GCET2	-0.2698
RNASE9	0.339
GUCY2D	-0.338833333333333
CCDC98	-0.573
FGF4	-0.132375
CPM	-0.551166666666667
SLC26A4	-1.51833333333333
PLD5	0.27675
FAM59A	-0.8457
FBXO5	-1.20844444444444
SIPA1L1	-0.23525
DPYS	0.07425
ATG4D	0.666
TGM3	0.788
MTCH1	0.245375
HK1	0.0127857142857143
CDC26	0.6055
GALNT12	0.350166666666667
LOC339229	1.245
MRPL35	0.12975
ORC4L	-0.495375
TNKS	-0.114071428571429
C2orf24	1.3965
ZNF553	0.401
GGTLA1	2.4107
ZNF497	-0.4535
CDY1B	-0.229
SLC30A4	-0.357125
TUB	-1.535375
ARHGEF18	-0.08525
ARRB1	1.27075
KCNK1	2.2685
EREG	-1.6422
SCAMP5	-0.972
RUNDC3B	1.8385
ADAMTS20	-0.121
IL17RB	0.57425
FLJ20323	-0.37475
MCAM	0.454125
POLR3E	-1.65791666666667
AQR	0.683333333333333
IPMK	-0.1465
CDCA7	-3.894625
CAMP	1.72525
GRHL3	0.91125
ADAMTSL2	1.88
CLMN	2.37483333333333
SSTR3	0.6975
MAGEA5	-1.4975
OVOL2	3.96475
JMJD1B	-0.3335
RBL2	-0.4264
PYGO2	1.088
PPP1R10	0.498
CSE1L	-0.995833333333333
LCA5	0.26525
RDH16	2.5515
ASRGL1	1.2665
TOM1	0.0113333333333333
PTX3	-6.336
TTC15	0.57825
SCGB3A1	3.26416666666667
MRPL50	-0.0675
RCAN3	0.5715
SLC26A11	0.94325
STYX	0.0828333333333333
CINP	0.12575
MARCH7	-0.79225
PFKM	-2.44616666666667
SGMS1	1.7635
RIOK3	-0.9197
C1orf110	0.5605
CES7	0.010625
LOC440248	-3.35375
PPP1R12C	-0.028
C10orf27	0.2115
ATG9A	0.32375
MRPS26	0.115125
TMEM40	0.465
ELP3	-0.3545
ZNF787	0.7713
HIAT1	-0.178625
C8orf34	0.574666666666667
MGC4655	0.3545
PELI1	0.00916666666666667
PPT1	1.0487
SLC35C2	0.195166666666667
C6orf125	-0.2505
MUC4	-0.847666666666667
RFC4	-1.92085714285714
GNB2	-0.0841666666666667
NUP50	-0.487928571428571
SULT4A1	-1.08516666666667
C7	0.371
CCDC130	-0.867166666666667
ARRDC4	-0.87725
RQCD1	0.07475
GLYCTK	-0.23575
AYTL2	-0.431181818181818
MTUS1	1.1378
LEMD3	-0.004
PLEKHF2	3.0775
HOXA7	-0.442625
GTF3C2	-1.1395
DYNLRB2	2.15975
CNOT10	0.068
MR1	0.963
FFAR1	0.32375
PRIC285	0.611
SLITRK6	-0.12225
LIX1	-1.6255
UBE1L2	-0.402583333333333
F8	1.276
ACHE	-0.111666666666667
KPNA5	-0.44075
TNFRSF12A	-1.413
EGR3	-1.349
SERPIND1	-2.92866666666667
OASL	2.35825
IFRD1	-2.957875
WDFY1	-0.420333333333333
ZNF267	-0.70325
ACCN5	0.5945
ZBTB6	0.35625
PPP1R3A	0.225
PRRT3	1.89275
FBXL19	-0.4215
TXNIP	-0.174357142857143
ACTN2	-0.654
ATG9B	-0.114625
C9orf117	0.868625
IL27	0.773
RPL36AL	0.117
KLK15	-0.60225
CHAD	1.8275
RAP2B	-0.5084
HEBP2	1.65525
ZNF342	1.5045
CAMK2G	-0.2245
TLR3	2.081
FGF14	0.894
HMGB2	-0.4885
TRPM5	0.0171666666666667
OR5M11	0.1585
KIF3B	-0.0826315789473684
PRICKLE2	0.15025
MTMR9	0.387
C3orf27	0.16625
GLRA3	-0.761333333333333
NSDHL	-0.285
TMEM32	-0.258
POLR2D	-0.844
MYADML	0.3055
C9orf114	0.2405
MRGPRX1	0.347
TOPORS	-0.16725
CLDN19	-0.591
C1QL4	0.32
RNF165	-2.1455
DHRS9	-0.798
DNAH2	-0.360833333333333
FXR1	-1.03183333333333
ZMYM3	-0.61475
CASP3	0.534166666666667
FAM120C	-0.389
SCLY	-0.70775
CA7	0.018
ENTPD5	1.96633333333333
ZNF461	0.2945
PDIA5	0.0675
C1orf19	-0.147
TMEM67	-0.15875
KCTD20	-0.19625
WDR47	0.3615
FLJ38723	0.103
KLRF1	1.604
TAS2R16	0.9535
CLDN12	-0.5065
PRKCE	-1.02375
UBXD4	-0.82125
ITGAM	2.4755
GLT8D3	0.32025
WDR31	0.5954
RGS2	-0.477
OR51L1	0.286
MST1R	1.19575
KIAA1737	0.64375
OR4A5	-0.698
GLIS1	-1.656
PTMA	0.174142857142857
NAPA	0.91375
PRDM11	0.105
LIPF	-2.062
DIRAS3	-0.27075
ASGR2	-3.505375
C1QTNF4	0.11425
PIK3R4	0.0393333333333333
ARMC3	0.814
NDUFV3	-0.186666666666667
BTBD3	-0.636833333333333
PPP1R2	0.786333333333333
UBE2NL	0.01625
FOSL2	0.127357142857143
FAM119A	0.25
TUBA4A	-0.5704
KRTAP12-1	0.373
SFRS2	-0.45725
RHPN1	0.2267
EEF2	0.249333333333333
ZDHHC11	-1.68516666666667
EPHA3	1.162
RBM12	-0.84725
H2AFJ	1.87208333333333
EDIL3	2.6205
KIF26A	-0.94375
SERGEF	-0.12175
B3GALT4	2.39125
LOC90925	-0.173
OSCAR	0.085125
NPFF	-0.758
DEDD	0.36325
TMEM155	-0.725
PTPN1	-0.22925
SCYL2	0.624333333333333
SKAP1	3.1065
LEAP2	-3.47633333333333
GADD45G	1.4176
IFITM3	0.441
PILRB	-3.32633333333333
SLU7	-0.426875
DSC3	-0.73275
DNMT3L	-1.02525
PAPD5	-0.576625
B3GNT3	-0.23
LHCGR	0.5045
MSL-1	0.1645
UBE2S	-0.531375
SAP130	-0.84225
ANAPC11	1.2845
MAGED4B	-2.858
ATP6V1B2	0.0951666666666667
C14orf179	0.939625
CAPZA1	0.328375
CDYL2	0.4185
GLRX3	0.128166666666667
LOC136288	-0.3595
MOBKL1A	-0.4485
HTR2B	3.1125
CRYGD	0.297
NUS1	-0.615166666666667
PGRMC1	-0.0295
MYOM2	-1.367
FLJ39653	-1.5155
CHM	-0.2676
OR5M8	0.5205
ZNF619	0.1965
FAM105A	2.64625
CCNL1	-2.136375
NAP1L3	-0.63325
C10orf57	1.5605
B3GALNT1	0.616
CSN1S2A	-0.2985
TCP10L	0.43875
GDAP2	0.373125
DMKN	-3.3155
COX6B1	0.459
DNASE2	1.37783333333333
MSH5	-2.033
LGMN	0.128875
USP31	-0.488
OR13C8	0.346
SDCBP	0.5277
NUDT11	-2.347
PYGL	0.1865
SNPH	-0.8095
B3GNT4	0.1755
MIZF	-1.3186
NUBPL	-0.123375
NOD1	0.269166666666667
CDH22	-0.335
NUBP1	0.604
DSCAM	-3.31525
DGKI	0.1445
FAM136A	-0.415
AKAP1	1.17216666666667
SLC16A6	-0.828
RIN3	0.952
PSG2	0.166
DIP2B	-0.113166666666667
PSORS1C1	-0.9685
KIAA0495	-1.1105
FLJ90709	-0.593833333333333
LPA	-0.0483333333333333
PIGA	-0.496333333333333
LY75	0.850666666666667
UTS2	-5.23516666666667
RREB1	0.18725
GALNACT-2	-0.2412
MGC3196	0.05375
FLJ31568	-0.39575
LPHN1	-1.1635
SP1	1.481
TOX4	0.250666666666667
HSPA9	0.1854
APOBEC1	-0.315
SLC35E4	-2.0965
LSM5	-0.727
SURF1	2.38475
ZBTB1	-0.74725
GTF2F1	0.112125
RPS15A	0.0584999999999999
DUSP21	0.065
GINS4	-2.56916666666667
MYO15A	-0.548333333333333
GIMAP7	4.0985
MGC13379	1.52475
ATP6V1E2	-0.6405
UTP3	-0.08025
HNRPA3	-0.8695625
MT4	0.143
C14orf155	0.60525
U1SNRNPBP	0.361
CKLF	0.376
PLEKHN1	-1.40383333333333
MBNL1	-0.622333333333333
NUP160	-1.09575
ACSM2A	-1.08725
LOC129881	-0.426
KIAA1529	-0.6215
FLJ22639	-1.48775
HAND1	-0.733
GSX1	0.6275
FGA	-3.041375
SERPINB1	0.0055
ZNF642	0.47275
IGFBP1	-7.173625
SLC1A1	2.37325
DHX57	-0.376375
ZNF766	0.05
PTPN21	0.176
GDPD3	1.23066666666667
PNPLA5	0.3405
TBR1	0.1734
FAM116A	0.01125
IQGAP1	-0.393875
FOS	-1.6495
ZNF226	-0.036875
FIGNL1	-0.261
C14orf1	0.366
ZMYND17	0.099
PUS7	-1.5905
TUBB6	-0.66325
KCNQ2	-0.9185
MARCH6	-0.946333333333333
CCDC33	0.5885
PRODH	-1.348
RBM11	2.196
EPHA6	0.589125
SLC43A1	-1.06525
LOC196541	0.174857142857143
NTN1	0.168833333333333
ING4	0.242
PCDHB10	-0.01025
DPH2	-0.471666666666667
SPACA4	0.19275
FBXL21	-4.1415
DIAPH1	0.307833333333333
ZNF71	0.7025
CEP76	-0.026
CORO1A	0.22375
RRM2	-0.812375
EDG4	2.1165
OS9	0.465666666666667
SLC4A1AP	-0.45375
COG5	-1.58775
COPS8	-0.5765
NGLY1	-0.464
NCBP2	-0.06025
C17orf42	0.115333333333333
GPSM3	0.6625
SIL1	1.88983333333333
ASB6	0.40025
SMAD5OS	-0.303
UNC93A	-2.357375
A1BG	0.0635
C21orf62	0.133
FMO5	0.907166666666667
ATRIP	0.9815
CEBPG	-0.191166666666667
C7orf38	-0.753666666666667
TNFRSF1B	0.8165
CLEC1A	1.0455
IQSEC1	0.511375
PATZ1	0.7958
RBM22	0.400625
BAG2	-1.54616666666667
PAQR5	-0.357666666666667
C9orf127	0.7881
THNSL1	-2.5255
SHROOM3	1.3429
JAM2	1.44
SNRPN	-2.37475
ALX4	0.2525
CACNA1S	0.302
FAM130A1	-0.04875
CORIN	0.234
CD300LB	1.2115
PLEKHG6	1.089
LRRC40	-1.13725
PCLKC	-0.225
PCDHB16	-0.1155
WNT2B	1.63116666666667
ASNS	-3.583
MRPL49	1.33975
FLJ46111	1.6125
ISG20	-1.210875
SMU1	0.1985
CASZ1	-0.038
POLR1D	0.218166666666667
GIN1	-0.0275
SNAG1	0.2145
ANKRD29	-1.96375
CDKN2AIP	0.1045
KRR1	-0.24325
CXCL1	-4.04083333333333
EPM2A	-0.5308
PC	-0.581666666666667
DEFB127	-0.056
PDZRN4	0.810666666666667
FAH	0.279
OR51E1	1.858
CDC2L6	0.568166666666667
DNTTIP1	-0.79775
PAX8	0.40675
TMEM116	0.92525
C1orf150	-0.4635
PRO2012	0.09625
MRPL40	-0.839166666666667
BEX1	-3.25566666666667
SLC2A4	-0.742833333333333
PKMYT1	-0.4755
FEZF2	0.181166666666667
SLC26A9	-1.30025
MAP2	0.11775
LYL1	-0.44725
SLC25A19	0.358666666666667
NOS3	0.541
ZNF34	0.448833333333333
TMPRSS11F	-1.31575
FAM43A	-0.03975
FCRL4	0.463333333333333
KLF14	0.452
FLRT2	-0.5635
WRN	-0.929
SDF2	0.7877
KRT8P12	1.457
C6orf195	0.635
C9orf125	-1.18533333333333
DZIP3	-1.14575
RIT1	0.432083333333333
SCML1	-3.14533333333333
RHBDF2	0.31275
OR2G3	0.5595
REXO1L1	0.02
MAP3K7IP3	-0.305375
C3orf57	-4.939
FBXW11	-1.55966666666667
ETAA1	-1.168
C14orf131	-0.4198
AKT1S1	0.69025
SLC12A5	-1.025125
C9orf164	1.1265
NRIP3	0.916
NOS1AP	-0.284
TMEM121	0.98675
SAP30BP	0.8269
DGCR6	0.109
WDR76	-0.304
FAM82B	0.563583333333333
LOC606495	-0.003
MAP9	1.75575
BCDIN3D	1.28825
CXorf36	2.76683333333333
DSCR3	-0.3733
ZFAND3	0.333
C7orf43	0.359166666666667
SPSB3	0.5216
C19orf19	0.7385
FAM133A	2.6805
C12orf25	0.706
SLC39A3	0.3885
DISP2	-0.06975
PI4KAP2	-1.539
MKRN3	-1.07633333333333
ADAMTS13	-0.375375
CBLN3	0.3438
TTYH1	-0.312833333333333
C3orf18	-0.18275
FLJ13236	-0.09925
ZMYND12	2.123
C18orf25	-0.196625
GLB1L3	-0.096
ATP13A5	0.713
RANBP10	-0.71775
CD96	-1.1751
DENND1C	-0.706
RBMS3	0.2408
SLC41A3	0.282666666666667
DGCR6L	0.2065
TMEM128	0.419
CSNK1G3	0.264071428571429
MOBKL2C	0.945375
TSPAN6	-0.87325
MATN2	-1.6419
MSL2L1	0.063
ST6GALNAC2	2.03216666666667
FGFBP2	-0.282375
FGL1	-5.1075
MPP3	-0.923166666666667
ARHGEF6	0.321833333333333
TGFBR2	0.1505
ACMSD	-1.16975
IL33	2.3165
C9orf5	0.456416666666667
DEAF1	0.5431
AMN	0.672
DEFA6	0.324625
RNF212	-0.576
METT5D1	0.201
CIB1	0.1389
TSSK1B	0.331
KIAA1727	1.3225
ZNF680	-0.524
LOC399900	-0.355
LOC152217	0.374916666666667
CTNNAL1	-1.463
CIT	-1.10866666666667
TLE6	1.49025
ZNF607	0.1285
HERC4	-1.23183333333333
DRAP1	-0.281
PEMT	-0.535
C10orf111	-0.5715
ZNF575	1.093875
KCTD7	-0.1325
MYO1F	0.3585
LOC285382	1.09025
RAB11A	0.383
PLCD3	-0.5525
C15orf28	-0.20925
PTBP2	-1.07975
CTB-1048E9.5	-0.503875
C19orf60	0.803
C7orf25	0.1735
SETD7	0.984375
HOXB9	-4.3075
VANGL1	0.0225625
CHAF1B	-0.111
NDUFA3	-0.1185
KIAA1328	-0.464666666666667
SHARPIN	0.713375
TTC23	-0.432
UGP2	0.2595
ANKIB1	-0.8079
CIRBP	0.992714285714286
SEC14L4	-2.45133333333333
OVCH1	-0.231166666666667
VPS52	0.04775
FAT	-0.897625
M6PRBP1	-0.01425
GPRIN3	0.524
PPM1F	-0.77
TSR1	-0.3235
CCDC85A	1.14475
PCSK5	1.25425
ZFHX3	-0.379
HEMK1	-0.5629
PGBD2	0.0865
RSRC2	-0.5195
AURKC	-1.03416666666667
SCRIB	-0.3475
ORM2	-3.7875
FAM115A	-0.7236
FZD6	1.179125
UNC119	0.587166666666667
GPX3	-0.8924
NOV	0.361375
CABC1	0.2115
CDC42SE2	-0.041875
EIF2S2	-0.4768
RNF130	0.42825
CKAP5	-0.052
RP11-413M3.2	1.553875
C10orf18	-0.449
TMEM93	0.01075
DYX1C1	-0.25225
KCNMB2	-0.995142857142857
ANK3	1.30583333333333
KRT5	-2.399
CDH12	-0.487428571428571
QRSL1	-1.11175
JUB	-2.35675
SHC4	-2.54825
CCL15	1.5465
CCDC22	0.9955
SNX24	-0.25775
RARS	-0.7245
MORC2	-0.5575
FAM48A	-0.80475
MT1H	-0.4255
PPP1R14C	-2.6255
FOXD1	-2.07785714285714
C1orf213	-2.95825
AMT	-2.2519
DSN1	-0.3355
PTPLAD2	2.3825
DIS3L	-0.67425
RASL11A	0.52325
GPRC5B	0.536625
FRMD7	0.1635
STRN4	-0.1215
KITLG	2.39831818181818
HDGF	-0.33175
OR1S1	0.436
SETX	-0.1564
DDR2	-0.607
KCTD12	1.77125
LYZL2	-0.208
WDR52	-0.3545
TMEM2	-0.2515
ZNF579	0.442666666666667
LOC200810	0.17125
TNFSF9	-1.168125
PPFIA4	-3.20525
CNIH3	0.366333333333333
MAP4K4	-1.15114285714286
ROD1	0.498357142857143
ALS2CR12	-0.150333333333333
DOCK3	-1.1465
PAQR9	-2.28675
ASB17	-0.282
STX16	-1.241375
FEZ2	0.0765
DLAT	-0.162666666666667
KIF21B	-0.862333333333333
CDC5L	-0.59875
TMEM119	1.217
CRIP3	-1.57975
TPSD1	1.09983333333333
TEPP	0.47125
GNGT2	1.17525
C21orf121	0.94225
WNK1	-0.3385
FLJ10490	1.4075
OR51B5	-1.68
LOC203547	-0.237875
HAS1	0.104
PPA1	0.251166666666667
ST7	0.420125
C11orf46	-0.1064
POPDC3	-3.09533333333333
ACOX2	3.45016666666667
ATCAY	0.0320833333333333
TM4SF19	-2.061
MFSD9	0.3055
PDHB	-0.0285
ERN1	0.2995
LCE3C	0.4985
GPR111	0.964
NOTCH3	1.7815
ADAMTS5	2.608
B3GALT1	0.884
UGCGL1	-0.3005
FAM58A	0.473166666666667
FBXO32	0.35425
CLPP	-0.0895
NXPH1	-0.54775
MTMR3	0.241
ATP1B3	-0.601
TMEM16A	4.106875
HIST1H3F	-0.0971666666666667
TRIM25	0.987666666666667
SDCBP2	-0.5815
CRKL	-1.2265
HOXB2	2.19183333333333
ANP32B	-0.0155
GATM	4.0845
AP4E1	-0.420625
EDG5	0.151125
CDKN3	-0.110166666666667
CDH4	-2.3535
PGD	-0.192166666666667
RND1	0.901
GAD1	-2.4459
MPG	0.685625
LOC440350	-1.364
ZNF133	-0.5885
SERPINB12	0.244
AMELY	-0.147666666666667
DHX36	-1.00525
TNFAIP8L2	2.59766666666667
PHTF2	-0.452222222222222
CCDC112	-0.572666666666667
IQCC	0.29375
HEYL	3.33716666666667
FTSJ2	0.489833333333333
APPL1	0.628375
RAB43	0.655857142857143
OR10G2	0.283
WAC	0.255833333333333
ADCY9	0.884625
RUNDC2B	-0.333666666666667
PYCRL	1.8771
AGPAT7	-0.308166666666667
SLC22A9	-0.798666666666667
CDKAL1	-1.0695
PDYN	-0.145833333333333
C20orf74	-1.29475
MTMR11	0.69725
VAV3	3.69891666666667
DAPL1	-0.72675
STXBP3	0.269
EIF3G	-0.30375
ARHGAP22	-0.99725
NPFFR1	-0.228
NPC1	-0.9055
ALDH9A1	0.942166666666667
ZNF600	0.445875
ZNF678	-0.184666666666667
RASSF1	0.555666666666667
ADD2	-2.295875
PITPNB	-1.033875
PKD2L2	-0.042375
LRP11	0.213
CDKL1	0.08
SMEK2	-0.011
PRODH2	-2.83316666666667
C11orf54	-0.368
SFRS11	-1.2445
IL7	3.04133333333333
ALS2CR16	0.24375
BTG3	-0.3615
PAK2	-0.221166666666667
RP11-679B17.1	-0.208
GATA4	-1.306
ATP2B1	-0.6655
LOC130940	-0.5615
C1orf172	2.52733333333333
ATF7IP2	-1.8685
SLC25A43	-0.115666666666667
CENTG3	-0.322666666666667
IGF2BP1	-3.1015
FCHSD1	0.439
CAMK2N2	1.11083333333333
ELAVL3	0.0493
NBPF15	-0.7795
UBE2J2	-0.0949166666666667
GNL2	-0.9565
PRR3	-0.158
NLF2	1.27225
OR4F6	0.096
KLHL24	-0.07
CCDC88A	-2.2357
SGPP1	0.5165
C10orf11	0.8175
SLC35B4	-1.0305
UGT3A2	-0.618
ARNT2	-0.3459
CBR1	-0.234625
ITPR3	-0.0283333333333333
TRAPPC6B	0.2454
AMZ1	-0.8295
ARP11	0.8045
WDSUB1	-0.0825
APBA1	0.238166666666667
RAB2A	0.9483
C6orf162	-0.516125
HPSE2	3.279
PLCE1	0.84175
INSL3	0.48075
DLG1	-0.8393
PTPLA	-3.984
PIGX	0.176
TFIP11	-0.0721666666666667
FIBIN	3.387
POLR2G	-0.1565
GRAP2	-1.4377
DNAJB8	-0.133
CNBP	0.2245
WASF1	-1.899
INPP5E	-0.9074
HSPB1	-0.3076875
TMEM167	-0.5621
CUBN	0.25525
IGF1	2.9475
ITPK1	0.2595
NAALAD2	-1.25375
G3BP1	0.2016
NT5DC1	0.474375
CYP39A1	-0.875
TMEM139	0.578416666666667
POLK	-1.0715
GLULD1	-1.06625
RBM15	-0.1475
AMZ2	1.0245
GDF15	-1.82483333333333
MESDC2	-0.50375
INCA	-0.0541666666666667
ACY1L2	-0.1515
GZMM	-0.422166666666667
PAIP1	-0.08325
CACNA2D1	-0.103
STK32C	1.47083333333333
SH3BP4	-0.0483333333333333
DEC1	0.487
PADI1	0.6635
UBB	0.5922
PON3	-2.01966666666667
PROP1	0.643
ANKRD13B	-0.111
ADCK1	0.301
TCF25	-0.30925
SLC38A5	-2.169
CXorf26	-0.0663333333333333
C19orf39	1.15725
PPP1R13B	1.11925
ARL2	-0.4465
TCL6	0.286166666666667
TOP3A	-0.174
SLC16A14	1.959125
FXYD6	1.604
HIST1H4E	0.048
BBC3	0.506210526315789
UNC5A	0.178666666666667
FAM86C	-0.1415
PI4KB	0.610125
B3GAT1	-2.97775
SUSD2	1.625
OAZ2	-0.837166666666667
NOC4L	0.00775
C10orf12	0.14825
FADS1	-0.765
LOC144097	-0.08275
DKK2	1.7315
KIAA1949	-0.557
RHOT1	-0.0483
OXT	0.727666666666667
GPR153	1.3155
ARL4A	-0.5265
SAAL1	-1.03775
CCDC64	-0.6725
USE1	-0.466
HNMT	0.4115
PCGF3	-0.3795
CYP2C19	1.25825
C20orf4	0.2125
CCDC11	-1.22825
ACSBG2	0.06975
RWDD2A	0.919
PALLD	1.718125
CPLX4	0.6835
LOC492311	0.402
KPNA2	0.564333333333333
MACROD1	0.584
TMCO3	-0.149666666666667
C15orf52	-1.10366666666667
BIRC5	0.880666666666667
PRR16	0.0146666666666667
FAM63B	-0.84075
