Hybridization REF	TCGA-C8-A12U-01A-11R-A115-07
ZNF347	0.7043
GTF2E1	0.487
RY1	0.141333333333333
ATAD2B	0.710125
ARHGAP17	0.6381
KCNIP3	-1.76325
SFPQ	0.59725
GFRA4	0.01
AKR1B10	-2.736375
TIGD6	1.13366666666667
RGS16	1.3895
URB1	0.479
OR4C46	-0.0781666666666667
TOP3B	-0.79825
NFATC4	-0.485
CA14	-4.98725
BMPR1A	-0.358833333333333
SNRP70	-0.759625
PRL	-0.121833333333333
C6orf130	-0.3215
STAG2	0.18075
CD55	-2.35771428571429
RPS23	0.660666666666667
SSX2	-1.46983333333333
FDPSL2A	0.8805
FBXO27	0.7235
SYNGR3	-0.913166666666667
TMSL3	0.5465
EML1	-1.537
NUP93	-0.331083333333333
SMAD3	-0.964
KIAA1189	-0.2705
HNRPUL2	0.1125
TBC1D12	0.316333333333333
C16orf24	2.334
MRVI1	2.74066666666667
ZNF581	-1.00816666666667
ELOVL3	0.1945
OR51Q1	0.3055
CACNB3	0.751833333333333
GALNT13	-1.42875
C10orf84	0.339875
NEDD4	-0.2335
SPO11	-0.074
OR5AU1	0.504
NEK4	0.939928571428571
PRKAR2A	-0.154666666666667
IHPK1	0.426166666666667
ATP6V0B	1.3255
CACNA1E	0.069
CEACAM8	0.024
PEX14	0.2605
FLJ12993	4.147
ZBTB38	-0.35075
PCTK2	0.586166666666667
LRRC16	-0.000399999999999995
FBLIM1	-0.614916666666667
FYCO1	1.401
RP5-1022P6.2	-1.1925
CMTM1	0.217166666666667
PLTP	-0.684166666666667
RAPH1	0.825375
DOCK8	0.64625
EZH2	-0.805066666666667
SLC25A1	0.639333333333333
PLEKHB1	-1.3156
GRB7	0.0385
ZFP37	-2.61975
MRPL33	-0.47925
PELO	-0.16475
ARMC1	0.987363636363637
C9orf27	-0.186375
FLJ25778	0.1495
C9orf37	-1.20316666666667
TMEM66	0.28575
SPRN	0.577625
HBEGF	-0.42225
PI4KA	-1.369
LEPRE1	-0.14825
POU2AF1	-1.708125
MRPL12	0.2815
REP15	-1.294
ZC3H3	0.5475
RASAL1	-1.1115
DDAH1	0.614
ACBD5	0.946625
TMC2	0.3525
CCDC137	0.4625
SAMD13	-1.34916666666667
UGT2B15	0.507833333333333
TIPARP	-0.22575
DNASE1L3	0.219
TRIM72	0.334166666666667
DBX2	0.06025
IPO8	-0.4745
C21orf88	-1.3309
MAP3K14	0.6385
LOC51233	0.451333333333333
GGTLA4	2.84375
PDE6D	0.6395
ZNF117	1.17325
CLK2	-0.3925
NKRF	-0.3215
TNFSF15	0.1163
DUSP2	0.63225
SECISBP2	0.5344
GABRR2	0.0835
PPAP2C	2.39125
LOC51145	0.0815
PAG1	-0.489375
PIK3C3	-0.1485
GNG10	-1.0555
APOL4	1.10483333333333
ANKRD28	-0.879125
STMN3	-0.295
RAB14	1.1074
CDK2AP2	-0.05575
HDDC3	0.511875
COMMD7	1.044625
CXXC1	-0.09075
HMCN1	-1.58983333333333
CD40	0.65025
DYNC1LI2	0.9330625
GDI1	1.56425
LOC646938	-0.28625
VSNL1	-5.32533333333333
PIH1D1	-0.0211666666666667
RAET1G	0.5935
KRTAP5-9	0.0135
EFTUD2	-0.7605
ZNF311	-0.271
ATP6V1G3	0.11775
OR2W3	-0.6485
SCN4A	0.5445
MED10	-1.313625
FAM135A	-0.2854
ARHGAP4	-0.256
EHMT2	-0.879
UFD1L	-0.3525
ERMP1	-0.932
MAG1	-1.782
THAP8	1.20516666666667
HACE1	-0.772666666666667
FAM82C	0.132166666666667
C3orf20	0.0825
UNC84A	-0.453166666666667
SCD5	0.780285714285714
LASS6	3.275625
LSG1	0.863833333333333
MAL	-5.07725
GPR22	0.259
WDR5B	1.5225
ACTRT1	0.282
C17orf60	-0.419
GRIN2C	0.8799
ARMC8	-0.157333333333333
SLC47A1	-2.054
DMPK	-0.39375
DHRS13	-0.675166666666667
SMC1A	-0.543833333333333
KRTAP17-1	-0.09025
SMYD5	-0.01625
TUSC2	0.701375
CRHR2	0.3585
KIR3DL2	1.615
CCDC104	0.5395
ATP2C1	-0.28575
CROT	-1.0075
PABPC3	0.174666666666667
EGR1	-2.41433333333333
THSD1	-0.4815
KHK	-1.812
SLC12A2	2.2665
CD58	-1.61375
STOX2	-1.21233333333333
CCDC76	-1.0589
CCDC48	4.60225
DNAH1	-0.295333333333333
ZIC4	0.033375
OR1G1	0.0285
PSMC6	0.3645
PROKR1	0.21
ABCB1	-0.267
TRAT1	-0.11325
LLGL1	0.0105
MTF1	1.95725
USP54	0.354625
PAGE2B	-2.2805
ITGB7	-3.84775
CCDC81	-0.3365
LOC149837	1.4415
SCUBE1	-0.3665
ZSCAN10	-0.1045
HUWE1	0.557785714285714
CDH17	0.198
CD180	0.44175
IL17A	-0.02175
TMPO	-0.699375
KIAA1524	-0.0735
HDGFRP3	-0.654833333333333
OXCT1	-0.626636363636364
RRAS2	-2.79666666666667
LTBP2	0.9329375
SV2B	0.739833333333333
CYP2A6	0.2735
PKD1L2	-0.204333333333333
PPM1M	0.47175
FLJ22662	0.0626666666666667
ZNF502	-1.32775
GP6	-0.40625
CRYBA2	-0.41075
LEF1	-2.5825
CTPS	-1.42585714285714
EYA1	0.784833333333333
EPS8L1	0.58325
MAPK14	-0.6235
SERPINB2	-5.040875
GTF2F2	-0.428
ZNHIT4	0.475
PLA1A	1.303125
C20orf114	0.72025
HPR	-4.9125
C18orf2	-2.82416666666667
SATB2	-3.24975
KCNJ9	0.08425
MGC157906	0.8085
MOCS3	0.25425
C17orf71	0.873833333333333
PPHLN1	-0.4405
HIST1H2BN	0.0725
RAPGEF1	-0.576375
MAP3K8	2.51
DLG4	-0.489333333333333
STC1	-0.119
CDGAP	0.29325
DDX26B	-0.08575
LOC150223	-0.876
CPSF3	-0.341833333333333
TMEM14A	2.36525
MYH3	-1.5595
GPKOW	0.97975
SULT1A1	1.28933333333333
SPON1	-0.3438
YY1AP1	0.197333333333333
RAB23	0.01875
PLA2G4A	-4.75975
MAPRE3	0.68375
ZNF516	1.23507142857143
GGPS1	0.81475
EXOC3L2	-0.57625
C19orf42	-0.3653
MAP2K2	-0.703
HIST1H2BB	2.033
RNF19B	1.7405
C6orf128	-0.599833333333333
TLR8	3.23375
PCDHA9	2.0855
CARS2	-0.2935
CLUL1	2.08266666666667
RHAG	-4.05983333333333
UNK	0.9625
EXOC8	0.5453
C9orf95	1.164
C14orf143	1.03983333333333
MAML3	0.22825
LDHA	-1.2015
MRPL20	0.81175
KLHDC6	0.0678333333333333
ATP5S	0.110333333333333
C8orf55	-0.041
PHF19	-2.009125
KRTAP13-4	0.5875
TTC5	1.09325
XKR5	-0.43825
SILV	-4.69316666666667
TEX28	-0.4715
TCTN1	0.71475
CX40.1	0.20025
PPP2R5C	0.04725
C12orf30	-0.279666666666667
CAPG	0.896
MPZL1	-0.01585
ARSB	-0.8335
TDH	-1.7225
WASF4	1.36375
TSSK3	-0.440833333333333
7A5	-1.5705
CRISPLD1	-1.96575
MAD1L1	-0.137166666666667
SPIN4	-0.3
AMPD1	-0.17975
DPYSL5	0.166
INPP1	-1.3925
ANKRD11	-0.307833333333333
NPAS4	0.200375
GCET2	0.6263
RNASE9	0.549
GUCY2D	0.194666666666667
CCDC98	-0.46125
FGF4	0.01025
CPM	-0.0323333333333333
SLC26A4	-2.59583333333333
PLD5	-0.667
FAM59A	0.4868
FBXO5	-0.871
SIPA1L1	-0.080125
DPYS	0.53875
ATG4D	-0.00775
TGM3	0.9605
MTCH1	-0.685625
HK1	-0.469
CDC26	0.265875
GALNT12	-3.28316666666667
LOC339229	1.041
MRPL35	0.591
ORC4L	0.4895
TNKS	-0.293142857142857
C2orf24	0.713333333333333
ZNF553	0.211666666666667
GGTLA1	1.3393
ZNF497	0.168
CDY1B	0.03825
SLC30A4	0.74675
TUB	-1.563375
ARHGEF18	-0.66375
ARRB1	0.437
KCNK1	-5.279625
EREG	-2.9517
SCAMP5	0.83525
RUNDC3B	3.577
ADAMTS20	-0.43175
IL17RB	-0.30925
FLJ20323	-0.9875
MCAM	-0.719375
POLR3E	-1.21025
AQR	0.262333333333333
IPMK	1.4305
CDCA7	-3.139625
CAMP	2.36925
GRHL3	-0.32225
ADAMTSL2	0.0608333333333333
CLMN	1.88366666666667
SSTR3	0.405
MAGEA5	-2.23633333333333
OVOL2	4.00025
JMJD1B	0.34025
RBL2	0.2734
PYGO2	1.13025
PPP1R10	0.375666666666667
CSE1L	-0.585666666666667
LCA5	0.978
RDH16	-0.55425
ASRGL1	-0.705375
TOM1	0.253166666666667
PTX3	-6.483
TTC15	0.1275
SCGB3A1	0.4575
MRPL50	-0.047
RCAN3	0.445125
SLC26A11	2.106
STYX	0.291166666666667
CINP	-0.296
MARCH7	0.24
PFKM	-2.7485
SGMS1	-0.289666666666667
RIOK3	0.2778
C1orf110	0.405
CES7	0.3385
LOC440248	-1.38925
PPP1R12C	-0.68075
C10orf27	0.4295
ATG9A	-0.24425
MRPS26	0.68975
TMEM40	-0.786
ELP3	-0.5025
ZNF787	-0.1054
HIAT1	-0.24525
C8orf34	0.340166666666667
MGC4655	-0.5163
PELI1	-0.418333333333333
PPT1	-0.3779
SLC35C2	-0.443666666666667
C6orf125	-0.19475
MUC4	-0.913166666666667
RFC4	-1.87185714285714
GNB2	0.660666666666667
NUP50	0.0549285714285715
SULT4A1	0.235333333333333
C7	0.89025
CCDC130	0.236833333333333
ARRDC4	1.49675
RQCD1	0.31625
GLYCTK	-0.6375
AYTL2	-1.13190909090909
MTUS1	1.6264
LEMD3	1.3605
PLEKHF2	2.87
HOXA7	-0.660625
GTF3C2	-0.8215
DYNLRB2	3.17825
CNOT10	-0.3085
MR1	-1.289
FFAR1	-0.243
PRIC285	0.202
SLITRK6	-2.60375
LIX1	-2.1091
UBE1L2	-0.0853333333333333
F8	1.583375
ACHE	0.494166666666667
KPNA5	-0.78625
TNFRSF12A	-1.62266666666667
EGR3	-1.244
SERPIND1	-3.709
OASL	1.753
IFRD1	-1.753
WDFY1	0.632
ZNF267	0.637875
ACCN5	0.057
ZBTB6	0.46625
PPP1R3A	0.215
PRRT3	1.33925
FBXL19	-0.2685
TXNIP	-0.253428571428571
ACTN2	-1.3225
ATG9B	0.191125
C9orf117	1.139
IL27	-0.416
RPL36AL	0.632666666666667
KLK15	-0.6115
CHAD	2.7635
RAP2B	-0.2171
HEBP2	1.20675
ZNF342	0.4145
CAMK2G	-0.108833333333333
TLR3	1.0195
FGF14	-0.52675
HMGB2	-0.5065
TRPM5	-0.144
OR5M11	0.2055
KIF3B	1.30773684210526
PRICKLE2	-1.3015
MTMR9	0.0165
C3orf27	0.38025
GLRA3	-1.22716666666667
NSDHL	0.747
TMEM32	0.22325
POLR2D	-0.38425
MYADML	0.2815
C9orf114	-0.23725
MRGPRX1	0.7745
TOPORS	-0.0215
CLDN19	-0.49325
C1QL4	0.103
RNF165	-0.2975
DHRS9	0.49875
DNAH2	2.21683333333333
FXR1	-0.00300000000000001
ZMYM3	-1.714
CASP3	0.482
FAM120C	0.106125
SCLY	-0.16325
CA7	0.1
ENTPD5	-0.419333333333333
ZNF461	0.11425
PDIA5	0.00449999999999999
C1orf19	-0.208833333333333
TMEM67	1.24775
KCTD20	-1.04
WDR47	0.62
FLJ38723	0.2305
KLRF1	0.557833333333333
TAS2R16	0.4935
CLDN12	-0.07175
PRKCE	0.21275
UBXD4	-0.61825
ITGAM	1.924
GLT8D3	-0.8195
WDR31	1.5819
RGS2	-0.4105
OR51L1	0.336
MST1R	1.985
KIAA1737	0.91975
OR4A5	0.0445
GLIS1	-2.38383333333333
PTMA	1.76164285714286
NAPA	1.217
PRDM11	-0.17325
LIPF	0.0175
DIRAS3	-1.25425
ASGR2	-3.993625
C1QTNF4	0.264
PIK3R4	-0.151833333333333
ARMC3	2.94575
NDUFV3	-0.350833333333333
BTBD3	-0.0503333333333333
PPP1R2	0.593
UBE2NL	-0.3705
FOSL2	0.0723571428571428
FAM119A	-0.9325
TUBA4A	-0.4226
KRTAP12-1	0.1575
SFRS2	0.5625
RHPN1	-0.00310000000000001
EEF2	-1.69416666666667
ZDHHC11	-0.1285
EPHA3	-1.6226
RBM12	0.1815
H2AFJ	2.12925
EDIL3	0.6885
KIF26A	-1.93925
SERGEF	0.12525
B3GALT4	2.1645
LOC90925	0.229333333333333
OSCAR	-0.00474999999999999
NPFF	-0.520125
DEDD	0.7625
TMEM155	-0.735875
PTPN1	0.55275
SCYL2	0.0575
SKAP1	0.9555
LEAP2	-2.19783333333333
GADD45G	1.6729
IFITM3	-0.360625
PILRB	-0.363
SLU7	-0.0443125
DSC3	-0.48325
DNMT3L	-1.08275
PAPD5	1.4385
B3GNT3	-2.27083333333333
LHCGR	0.106
MSL-1	0.1885
UBE2S	-0.504875
SAP130	0.43025
ANAPC11	1.5585
MAGED4B	0.531
ATP6V1B2	0.0231666666666667
C14orf179	1.338875
CAPZA1	-0.585625
CDYL2	0.19
GLRX3	-1.21416666666667
LOC136288	0.64025
MOBKL1A	-0.49
HTR2B	0.4405
CRYGD	-0.0551666666666667
NUS1	-0.907
PGRMC1	0.5695
MYOM2	-1.1995
FLJ39653	-0.9935
CHM	0.7158
OR5M8	0.307
ZNF619	-0.2695
FAM105A	0.0635
CCNL1	-0.848875
NAP1L3	-2.28825
C10orf57	2.13666666666667
B3GALNT1	1.59916666666667
CSN1S2A	0.068
TCP10L	1.01
GDAP2	0.204625
DMKN	-3.65583333333333
COX6B1	1.07925
DNASE2	0.465166666666667
MSH5	-2.55875
LGMN	-0.19
USP31	-0.2432
OR13C8	0.604
SDCBP	0.2837
NUDT11	-0.9915
PYGL	-1.658
SNPH	-0.349
B3GNT4	-0.7795
MIZF	-1.0143
NUBPL	1.217
NOD1	-0.837
CDH22	-0.080125
NUBP1	0.309166666666667
DSCAM	-3.57225
DGKI	-0.233
FAM136A	-0.32475
AKAP1	1.01316666666667
SLC16A6	0.018
RIN3	-0.50125
PSG2	-0.11825
DIP2B	-0.664916666666667
PSORS1C1	0.0867
KIAA0495	-3.0875
FLJ90709	-0.567166666666667
LPA	-0.0491666666666667
PIGA	0.0411666666666667
LY75	1.37833333333333
UTS2	-2.29
RREB1	0.039
GALNACT-2	-0.0992
MGC3196	-0.8255
FLJ31568	-0.5435
LPHN1	0.968375
SP1	0.688
TOX4	1.01683333333333
HSPA9	0.2851
APOBEC1	-0.2165
SLC35E4	-0.871
LSM5	-1.05525
SURF1	0.645
ZBTB1	-0.400166666666667
GTF2F1	-0.37075
RPS15A	-0.873857142857143
DUSP21	-0.417666666666667
GINS4	-2.54816666666667
MYO15A	-0.341
GIMAP7	3.866
MGC13379	0.2535
ATP6V1E2	0.813833333333334
UTP3	-0.23575
HNRPA3	0.216875
MT4	-0.4115
C14orf155	1.24475
U1SNRNPBP	0.43
CKLF	0.196666666666667
PLEKHN1	0.0278333333333333
MBNL1	-0.315333333333333
NUP160	-1.3445
ACSM2A	-1.36475
LOC129881	1.30725
KIAA1529	-0.696
FLJ22639	-0.5055
HAND1	-0.9725
GSX1	0.522
FGA	-4.035375
SERPINB1	-0.10075
ZNF642	1.7415
IGFBP1	-7.928625
SLC1A1	-1.06625
DHX57	-0.550625
ZNF766	0.6285
PTPN21	-0.9089
GDPD3	-0.885666666666667
PNPLA5	-0.24
TBR1	0.177666666666667
FAM116A	-0.12225
IQGAP1	0.107125
FOS	-1.487875
ZNF226	0.123
FIGNL1	-0.5675
C14orf1	0.436
ZMYND17	-1.0675
PUS7	-0.624333333333333
TUBB6	-1.414625
KCNQ2	-1.46175
MARCH6	-0.2305
CCDC33	-0.1175
PRODH	-1.35725
RBM11	0.375
EPHA6	0.16025
SLC43A1	-2.24775
LOC196541	-0.13425
NTN1	-0.67275
ING4	-0.54325
PCDHB10	1.99025
DPH2	-0.342833333333333
SPACA4	0.83325
FBXL21	-4.2895
DIAPH1	-0.186166666666667
ZNF71	0.538666666666667
CEP76	0.0595
CORO1A	-0.51825
RRM2	-0.042
EDG4	0.632
OS9	-0.2435
SLC4A1AP	0.386
COG5	-0.30275
COPS8	0.81225
NGLY1	-0.86075
NCBP2	-0.194875
C17orf42	-0.494666666666667
GPSM3	0.12225
SIL1	0.5455
ASB6	-0.19475
SMAD5OS	0.28
UNC93A	-2.84425
A1BG	0.816833333333333
C21orf62	0.33625
FMO5	-1.04191666666667
ATRIP	-0.0843333333333333
CEBPG	0.091
C7orf38	0.588333333333333
TNFRSF1B	0.554166666666667
CLEC1A	1.14616666666667
IQSEC1	-0.385375
PATZ1	0.4936
RBM22	0.97
BAG2	-4.36216666666667
PAQR5	-2.61866666666667
C9orf127	-0.2456
THNSL1	0.497
SHROOM3	1.3242
JAM2	-0.46775
SNRPN	-2.089
ALX4	0.149
CACNA1S	0.135
FAM130A1	0.7855
CORIN	0.7815
CD300LB	1.23
PLEKHG6	-0.0335
LRRC40	-0.8445
PCLKC	-0.676
PCDHB16	2.56583333333333
WNT2B	1.09366666666667
ASNS	-1.65711111111111
MRPL49	-0.2605
FLJ46111	-0.92
ISG20	1.375375
SMU1	-0.0558333333333333
CASZ1	0.214
POLR1D	-0.361666666666667
GIN1	0.269
SNAG1	0.0138333333333333
ANKRD29	-0.9025
CDKN2AIP	-0.481
KRR1	0.43275
CXCL1	-4.6965
EPM2A	-0.5965
PC	-0.7995
DEFB127	0.19
PDZRN4	-0.292666666666667
FAH	0.371125
OR51E1	1.2105
CDC2L6	0.159833333333333
DNTTIP1	0.318
PAX8	-0.18525
TMEM116	0.631
C1orf150	0.302
PRO2012	0.085
MRPL40	0.0183333333333333
BEX1	-2.5272
SLC2A4	-1.157
PKMYT1	0.08575
FEZF2	-0.728
SLC26A9	-1.1875
MAP2	-0.0465
LYL1	-1.56125
SLC25A19	1.18216666666667
NOS3	-0.3745
ZNF34	0.409333333333333
TMPRSS11F	0.01175
FAM43A	-0.24375
FCRL4	0.460666666666667
KLF14	0.0945
FLRT2	-2.364
WRN	-1.57525
SDF2	0.3215
KRT8P12	-0.01375
C6orf195	0.337
C9orf125	-2.5365
DZIP3	1.649125
RIT1	0.158083333333333
SCML1	-0.365333333333333
RHBDF2	1.735125
OR2G3	0.169
REXO1L1	0.0395
MAP3K7IP3	0.049875
C3orf57	-4.88825
FBXW11	-0.487
ETAA1	0.12175
C14orf131	0.1761
AKT1S1	0.0355
SLC12A5	-1.16775
C9orf164	1.51225
NRIP3	0.697875
NOS1AP	-0.52725
TMEM121	0.07675
SAP30BP	1.4716
DGCR6	0.23275
WDR76	-1.01075
FAM82B	0.709916666666667
LOC606495	0.079
MAP9	1.81583333333333
BCDIN3D	0.38375
CXorf36	2.49783333333333
DSCR3	0.8425
ZFAND3	-0.3085
C7orf43	0.363333333333333
SPSB3	0.6041
C19orf19	0.07
FAM133A	-3.296625
C12orf25	0.418
SLC39A3	-0.38325
DISP2	-0.306
PI4KAP2	-3.0365
MKRN3	-1.27816666666667
ADAMTS13	-0.663625
CBLN3	0.2275
TTYH1	-1.17816666666667
C3orf18	-0.68625
FLJ13236	-2.057
ZMYND12	3.72775
C18orf25	0.981875
GLB1L3	-0.6115
ATP13A5	-0.00699999999999999
RANBP10	0.0695
CD96	-0.2143
DENND1C	0.25925
RBMS3	-0.8838
SLC41A3	-0.224
DGCR6L	-0.03625
TMEM128	0.931166666666667
CSNK1G3	0.326071428571429
MOBKL2C	0.403
TSPAN6	-3.959875
MATN2	-2.3048
MSL2L1	-0.207333333333333
ST6GALNAC2	1.1555
FGFBP2	0.238
FGL1	-6.27566666666667
MPP3	0.537833333333333
ARHGEF6	-0.0676666666666667
TGFBR2	-0.5045
ACMSD	-0.55
IL33	1.393
C9orf5	-0.587916666666667
DEAF1	-0.4986
AMN	-0.462
DEFA6	0.314125
RNF212	1.98625
METT5D1	1.47816666666667
CIB1	0.6912
TSSK1B	0.163
KIAA1727	2.02475
ZNF680	1.73208333333333
LOC399900	-0.6675
LOC152217	-0.03875
CTNNAL1	-3.888
CIT	-1.13891666666667
TLE6	0.17275
ZNF607	0.89975
HERC4	-1.03783333333333
DRAP1	-0.1458
PEMT	-0.99575
C10orf111	0.148
ZNF575	0.362125
KCTD7	0.0925
MYO1F	0.768125
LOC285382	0.89675
RAB11A	1.448
PLCD3	-1.43575
C15orf28	0.17525
PTBP2	-0.348625
CTB-1048E9.5	-0.3745
C19orf60	0.647666666666667
C7orf25	-0.0985
SETD7	0.647375
HOXB9	-4.3055
VANGL1	0.2415625
CHAF1B	0.50425
NDUFA3	0.66
KIAA1328	1.0205
SHARPIN	0.45125
TTC23	-0.877375
UGP2	-0.13325
ANKIB1	0.6302
CIRBP	0.149285714285714
SEC14L4	-2.9775
OVCH1	0.316666666666667
VPS52	-0.24725
FAT	-2.898125
M6PRBP1	-0.4215
GPRIN3	0.1255
PPM1F	-1.10966666666667
TSR1	-0.948
CCDC85A	0.93425
PCSK5	-0.52525
ZFHX3	1.432
HEMK1	-0.3189
PGBD2	1.2485
RSRC2	-0.0886666666666667
AURKC	-1.52133333333333
SCRIB	0.5065
ORM2	-4.68133333333333
FAM115A	0.767
FZD6	0.538625
UNC119	-2.67633333333333
GPX3	-1.365
NOV	-1.773625
CABC1	-0.306625
CDC42SE2	-0.0296875
EIF2S2	-0.3651
RNF130	0.627125
CKAP5	-0.759
RP11-413M3.2	0.683
C10orf18	0.4014
TMEM93	-0.0045
DYX1C1	1.584
KCNMB2	-2.214125
ANK3	-0.479166666666667
KRT5	-2.4278
CDH12	-1.09
QRSL1	-0.075
JUB	-4.69725
SHC4	-2.24325
CCL15	0.709833333333333
CCDC22	1.032
SNX24	0.59025
RARS	-0.26725
MORC2	0.258125
FAM48A	-0.2535
MT1H	0.7715
PPP1R14C	-3.6225
FOXD1	-1.92542857142857
C1orf213	-2.03075
AMT	-2.3004
DSN1	-0.45225
PTPLAD2	3.4735
DIS3L	0.07125
RASL11A	-0.61375
GPRC5B	-0.652
FRMD7	1.758
STRN4	0.66075
KITLG	4.51668181818182
HDGF	-0.807
OR1S1	0.126
SETX	0.5707
DDR2	-0.9355
KCTD12	0.51175
LYZL2	-0.18175
WDR52	0.789
TMEM2	0.526625
ZNF579	-0.175333333333333
LOC200810	0.3335
TNFSF9	-1.344375
PPFIA4	-3.455
CNIH3	-1.4385
MAP4K4	-0.907071428571429
ROD1	0.649
ALS2CR12	0.731666666666667
DOCK3	0.946833333333333
PAQR9	-3.615
ASB17	-0.309833333333333
STX16	-0.584625
FEZ2	-0.175666666666667
DLAT	-0.377
KIF21B	-0.990333333333333
CDC5L	-0.7
TMEM119	0.6495
CRIP3	-1.635
TPSD1	0.3315
TEPP	-0.37075
GNGT2	1.31475
C21orf121	-0.11825
WNK1	1.27208333333333
FLJ10490	1.1251
OR51B5	-1.479
LOC203547	-0.565125
HAS1	-0.299
PPA1	0.271666666666667
ST7	-0.743
C11orf46	1.0463
POPDC3	-3.76216666666667
ACOX2	4.79083333333333
ATCAY	-0.539166666666667
TM4SF19	-1.2375
MFSD9	0.352166666666667
PDHB	0.58875
ERN1	0.815
LCE3C	0.2335
GPR111	0.085
NOTCH3	1.11983333333333
ADAMTS5	0.71925
B3GALT1	-0.59925
UGCGL1	1.035
FAM58A	0.731666666666667
FBXO32	-0.211
CLPP	-0.01025
NXPH1	3.005
MTMR3	0.342166666666667
ATP1B3	-1.252875
TMEM16A	2.174
HIST1H3F	1.7605
TRIM25	0.0783333333333334
SDCBP2	0.505
CRKL	-1.331875
HOXB2	0.809166666666667
ANP32B	-0.3045
GATM	1.3765
AP4E1	-0.216125
EDG5	0.22275
CDKN3	-0.183
CDH4	-2.02175
PGD	0.0678333333333333
RND1	0.6675
GAD1	-1.7894
MPG	0.983375
LOC440350	-0.3615
ZNF133	-0.3345
SERPINB12	0.2695
AMELY	0.184
DHX36	-0.0945
TNFAIP8L2	2.8355
PHTF2	0.100444444444444
CCDC112	0.804166666666667
IQCC	-0.27675
HEYL	1.96233333333333
FTSJ2	-0.3045
APPL1	0.406
RAB43	-0.0962142857142857
OR10G2	0.081
WAC	0.120833333333333
ADCY9	0.071125
RUNDC2B	0.261166666666667
PYCRL	1.1937
AGPAT7	-0.611333333333333
SLC22A9	-0.903
CDKAL1	-0.1645
PDYN	-0.476166666666667
C20orf74	0.77875
MTMR11	-3.06875
VAV3	3.69483333333333
DAPL1	0.7755
STXBP3	-0.20975
EIF3G	-0.7635
ARHGAP22	-2.07175
NPFFR1	0.144
NPC1	0.3675
ALDH9A1	0.129833333333333
ZNF600	0.611
ZNF678	1.1945
RASSF1	0.719083333333333
ADD2	-2.848
PITPNB	-0.360375
PKD2L2	-0.0915
LRP11	0.38525
CDKL1	-0.56
SMEK2	0.7975
PRODH2	-2.838
C11orf54	-0.345666666666667
SFRS11	-0.356
IL7	1.23833333333333
ALS2CR16	1.105
BTG3	-2.72416666666667
PAK2	-0.329555555555556
RP11-679B17.1	-0.9545
GATA4	0.869833333333333
ATP2B1	0.08525
LOC130940	1.9295
C1orf172	3.6935
ATF7IP2	-0.9335
SLC25A43	0.287
CENTG3	-0.397583333333333
IGF2BP1	-3.8091
FCHSD1	-0.0705
CAMK2N2	0.001
ELAVL3	0.00349999999999999
NBPF15	-0.754166666666667
UBE2J2	-0.134666666666667
GNL2	-0.203
PRR3	-0.6176
NLF2	0.225
OR4F6	-0.01
KLHL24	0.522666666666667
CCDC88A	-0.88
SGPP1	-0.6105
C10orf11	0.630833333333333
SLC35B4	-1.57416666666667
UGT3A2	-1.3885
ARNT2	-0.6257
CBR1	1.7955
ITPR3	-1.3935
TRAPPC6B	-0.0821
AMZ1	1.8925
ARP11	2.28325
WDSUB1	0.7615
APBA1	0.576666666666667
RAB2A	1.5602
C6orf162	0.000375
HPSE2	0.17475
PLCE1	-1.9635
INSL3	0.40675
DLG1	-0.4191
PTPLA	-2.927
PIGX	0.2365
TFIP11	0.0618333333333333
FIBIN	-0.009
POLR2G	-0.1855
GRAP2	-1.093
DNAJB8	0.174
CNBP	0.200166666666667
WASF1	-0.68525
INPP5E	-0.3481
HSPB1	1.826875
TMEM167	-0.2317
CUBN	-0.15775
IGF1	0.268125
ITPK1	0.9545
NAALAD2	-1.363875
G3BP1	-0.6662
NT5DC1	-0.74
CYP39A1	-1.9245
TMEM139	-1.19666666666667
POLK	-0.3184
GLULD1	1.841
RBM15	-1.5025
AMZ2	2.29375
GDF15	-1.30883333333333
MESDC2	-0.23425
INCA	0.594666666666667
ACY1L2	-3.5735
GZMM	0.127666666666667
PAIP1	0.18425
CACNA2D1	-0.08125
STK32C	-0.552666666666667
SH3BP4	1.21266666666667
DEC1	0.1585
PADI1	0.089
UBB	0.9672
PON3	-3.28533333333333
PROP1	0.2325
ANKRD13B	0.3145
ADCK1	0.14775
TCF25	0.515166666666667
SLC38A5	-2.84875
CXorf26	1.35033333333333
C19orf39	0.924
PPP1R13B	1.563
ARL2	-1.0685
TCL6	0.225333333333333
TOP3A	-0.759
SLC16A14	1.951125
FXYD6	0.566833333333333
HIST1H4E	0.71425
BBC3	0.0506315789473684
UNC5A	0.654833333333333
FAM86C	0.2198
PI4KB	-0.5535
B3GAT1	-2.6515
SUSD2	2.18866666666667
OAZ2	-0.1615
NOC4L	0.3375
C10orf12	-0.3145
FADS1	-1.01533333333333
LOC144097	-0.23525
DKK2	0.857833333333333
KIAA1949	-0.7465
RHOT1	-0.1583
OXT	0.176166666666667
GPR153	-0.07425
ARL4A	-1.4535
SAAL1	-0.583
CCDC64	0.374
USE1	-0.2825
HNMT	0.787
PCGF3	1.198625
CYP2C19	0.00725
C20orf4	0.8825
CCDC11	3.53975
ACSBG2	-0.14375
RWDD2A	-0.55675
PALLD	0.549625
CPLX4	-0.321
LOC492311	-0.128
KPNA2	0.2905
MACROD1	-1.2669
