Hybridization REF	TCGA-AR-A0TX-01A-11R-A084-07
RY1	0.107166666666667
ATAD2B	0.42075
ARHGAP17	0.7084
KCNIP3	-0.494
SFPQ	0.1875
GFRA4	-0.0075
AKR1B10	-1.0235
TIGD6	0.6805
RGS16	1.298125
URB1	-0.454
OR4C46	0.157166666666667
TOP3B	-0.68225
NFATC4	0.0845
CA14	-5.67175
BMPR1A	0.372833333333333
SNRP70	-0.451125
PRL	0.165416666666667
C6orf130	-1.188
STAG2	-0.655
CD55	-1.49285714285714
RPS23	0.790666666666667
SSX2	-1.37333333333333
FDPSL2A	-0.66925
FBXO27	0.7625
SYNGR3	-1.422
TMSL3	1.148
EML1	-0.456
NUP93	-0.616166666666667
SMAD3	-0.8163
KIAA1189	0.157666666666667
HNRPUL2	0.167
TBC1D12	0.717833333333333
C16orf24	0.6135
MRVI1	1.0185
ZNF581	-0.369166666666667
ELOVL3	0.0045
OR51Q1	-0.0905
CACNB3	2.44633333333333
GALNT13	-0.75475
C10orf84	0.3090625
NEDD4	-0.9177
SPO11	0.973
OR5AU1	0.513
NEK4	-0.441
PRKAR2A	-0.4905
IHPK1	-0.884833333333333
ATP6V0B	0.58875
CACNA1E	0.375
CEACAM8	0.886166666666667
PEX14	0.266
FLJ12993	3.215
ZBTB38	-0.0185833333333333
PCTK2	0.287
LRRC16	-0.0755
FBLIM1	1.17341666666667
FYCO1	0.81525
RP5-1022P6.2	1.27808333333333
CMTM1	0.861833333333333
PLTP	1.08066666666667
RAPH1	0.509875
DOCK8	1.928125
EZH2	-1.2454
SLC25A1	0.463833333333333
PLEKHB1	-1.3107
GRB7	3.7952
ZFP37	1.14325
MRPL33	-0.29225
PELO	0.3075
ARMC1	-0.0223636363636364
C9orf27	0.504
FLJ25778	0.2005
C9orf37	-1.725
TMEM66	0.94625
SPRN	0.300625
HBEGF	0.794
PI4KA	-0.384
LEPRE1	-0.447
POU2AF1	-0.073375
MRPL12	-0.454666666666667
REP15	-0.3355
ZC3H3	0.36675
RASAL1	-1.60025
DDAH1	1.20075
ACBD5	-0.059
TMC2	0.288
CCDC137	-0.45925
SAMD13	-0.417833333333333
UGT2B15	-1.38816666666667
TIPARP	0.0665
DNASE1L3	1.61625
TRIM72	0.0340000000000001
DBX2	1.7505
IPO8	-0.2015
C21orf88	-1.0907
MAP3K14	0.612
LOC51233	0.323333333333333
GGTLA4	1.25275
PDE6D	0.308
ZNF117	0.82875
CLK2	-0.572375
NKRF	-1.28925
TNFSF15	0.3548
DUSP2	0.39425
SECISBP2	-0.4954
GABRR2	-0.5595
PPAP2C	1.857
LOC51145	0.104166666666667
PAG1	1.094625
PIK3C3	-0.4835
GNG10	-0.04
APOL4	1.61916666666667
ANKRD28	-1.322125
STMN3	-1.5954
RAB14	1.0989
CDK2AP2	0.58625
HDDC3	-0.84675
COMMD7	1.206625
CXXC1	-0.256
HMCN1	0.536166666666667
CD40	1.7215
DYNC1LI2	0.6715625
GDI1	0.33375
LOC646938	-0.24425
VSNL1	-1.367
PIH1D1	-0.0116666666666667
RAET1G	-1.981
KRTAP5-9	0.2215
EFTUD2	-1.53875
ZNF311	-0.413
ATP6V1G3	0.01975
OR2W3	-0.47275
SCN4A	0.6135
MED10	-0.561375
FAM135A	-0.2636
ARHGAP4	-0.243
EHMT2	-0.970125
UFD1L	0.25025
ERMP1	0.0575
MAG1	-0.391833333333333
THAP8	0.743666666666667
HACE1	-0.0905
FAM82C	0.301166666666667
C3orf20	-0.3425
UNC84A	-0.5145
SCD5	0.459
LASS6	2.294375
LSG1	-0.0701666666666667
MAL	-4.2
GPR22	-0.0455
WDR5B	1.03675
ACTRT1	0.203
C17orf60	0.83
GRIN2C	0.2054
ARMC8	-0.45425
SLC47A1	-1.74483333333333
DMPK	-0.52775
DHRS13	-0.242166666666667
SMC1A	-0.360166666666667
KRTAP17-1	0.038
SMYD5	-0.26775
TUSC2	-0.37925
CRHR2	0.002
KIR3DL2	1.0165
CCDC104	0.47
ATP2C1	1.084875
CROT	1.26825
PABPC3	-0.323666666666667
EGR1	-0.543166666666667
THSD1	0.29775
KHK	-1.901
SLC12A2	1.3925625
CD58	-0.79325
STOX2	-1.45266666666667
CCDC76	-0.6121
CCDC48	4.60275
DNAH1	0.0553333333333333
ZIC4	-0.625125
OR1G1	-0.685
PSMC6	0.1605
PROKR1	-0.176
ABCB1	0.287
TRAT1	1.383
LLGL1	0.3865
MTF1	0.932
USP54	1.08
PAGE2B	-2.8825
ITGB7	-3.61025
CCDC81	-0.1725
LOC149837	0.2475
SCUBE1	1.213
ZSCAN10	0.2855
HUWE1	-0.316
CDH17	0.144
CD180	1.5145
IL17A	0.4895
TMPO	-1.023625
KIAA1524	-1.32016666666667
HDGFRP3	-0.000333333333333334
OXCT1	0.0395454545454546
RRAS2	-0.262666666666667
LTBP2	2.66625
SV2B	1.33283333333333
CYP2A6	0.44425
PKD1L2	-0.995666666666667
PPM1M	0.956
FLJ22662	1.6495
ZNF502	1.52475
GP6	-1.0745
CRYBA2	-0.6715
LEF1	-1.6389
CTPS	-1.80257142857143
EYA1	-2.96333333333333
EPS8L1	1.504
MAPK14	-0.21925
SERPINB2	-5.3845
GTF2F2	-1.00916666666667
ZNHIT4	0.267
PLA1A	1.3495
C20orf114	3.23
HPR	-1.9035
C18orf2	-3.00283333333333
SATB2	-3.03075
KCNJ9	-0.483
MGC157906	0.388
MOCS3	2.27925
C17orf71	-0.937
PPHLN1	0.0968
HIST1H2BN	-1.241
RAPGEF1	-0.20825
MAP3K8	1.109
DLG4	-0.277166666666667
STC1	-2.335
CDGAP	2.127
DDX26B	-0.30575
LOC150223	-1.92175
CPSF3	-0.374166666666667
TMEM14A	0.32725
MYH3	-1.54275
GPKOW	-0.42025
SULT1A1	0.314
SPON1	3.9927
YY1AP1	0.329333333333333
RAB23	-0.13175
PLA2G4A	-3.66875
MAPRE3	0.57375
ZNF516	-1.33921428571429
GGPS1	0.29625
EXOC3L2	-0.29675
C19orf42	0.351
MAP2K2	-0.0673333333333333
HIST1H2BB	0.16175
RNF19B	1.80283333333333
C6orf128	0.0663333333333334
TLR8	4.442
PCDHA9	0.3755
CARS2	-0.010875
CLUL1	3.61583333333333
RHAG	-4.33966666666667
UNK	-0.333
EXOC8	0.3878
C9orf95	0.58225
C14orf143	-0.181333333333333
MAML3	0.247125
LDHA	-1.43375
MRPL20	0.186625
KLHDC6	-0.0836666666666667
ATP5S	-0.618166666666667
C8orf55	0.31
PHF19	-1.901375
KRTAP13-4	0.486
TTC5	0.33725
XKR5	-0.566
SILV	-4.926
TEX28	-0.0825
TCTN1	0.35875
CX40.1	0.19075
PPP2R5C	0.33075
C12orf30	-1.62116666666667
CAPG	2.144
MPZL1	0.6876
ARSB	-0.682666666666667
TDH	-1.53875
WASF4	-0.05075
TSSK3	-0.998166666666667
7A5	-1.1925
CRISPLD1	-0.942
MAD1L1	-0.739833333333333
SPIN4	-0.576
AMPD1	1.11225
DPYSL5	-0.0345
INPP1	0.442666666666667
ANKRD11	-1.13738888888889
NPAS4	-0.027125
GCET2	1.5178
RNASE9	-0.4265
GUCY2D	0.477
CCDC98	0.2435
FGF4	-0.5735
CPM	0.886333333333333
SLC26A4	-2.0345
PLD5	0.157666666666667
FAM59A	1.7525
FBXO5	-1.70488888888889
SIPA1L1	-0.20875
DPYS	1.4255
ATG4D	-0.02275
TGM3	0.8155
MTCH1	0.179875
HK1	0.146428571428571
CDC26	0.205375
GALNT12	-0.954
LOC339229	-0.2345
MRPL35	-0.447875
ORC4L	0.569375
TNKS	-0.527
C2orf24	0.3735
ZNF553	0.723166666666667
GGTLA1	2.7712
ZNF497	-0.01625
CDY1B	0.07425
SLC30A4	0.321625
TUB	-0.9165
ARHGEF18	0.5845
ARRB1	0.79625
KCNK1	1.999125
EREG	-3.5542
SCAMP5	0.4795
RUNDC3B	1.7905
ADAMTS20	-0.087
IL17RB	-0.444875
FLJ20323	0.663
MCAM	-0.107375
POLR3E	-1.48641666666667
AQR	0.0701666666666667
IPMK	1.7155
CDCA7	-3.10525
CAMP	4.8895
GRHL3	-1.859
ADAMTSL2	0.5475
CLMN	2.25083333333333
SSTR3	0.2285
MAGEA5	-2.46033333333333
OVOL2	3.42175
JMJD1B	-0.4865
RBL2	0.4467
PYGO2	0.2215
PPP1R10	1.093
CSE1L	0.00600000000000001
LCA5	1.90275
RDH16	0.81025
ASRGL1	0.761625
TOM1	1.49766666666667
PTX3	-5.57525
TTC15	0.99425
SCGB3A1	0.796
MRPL50	-0.6625
RCAN3	1.053125
SLC26A11	1.81225
STYX	-0.267333333333333
CINP	-0.368
MARCH7	-0.01525
PFKM	-0.573
SGMS1	1.199
RIOK3	-0.1232
C1orf110	0.0765
CES7	0.30025
LOC440248	-1.836
PPP1R12C	-0.32275
C10orf27	0.955
ATG9A	-0.2235
MRPS26	0.015875
TMEM40	-0.25375
ELP3	-0.542
ZNF787	0.0791
HIAT1	0.5095
C8orf34	0.228833333333333
MGC4655	0.9371
PELI1	1.33383333333333
PPT1	0.9218
SLC35C2	1.64816666666667
C6orf125	-0.626
MUC4	-1.57866666666667
RFC4	-1.95585714285714
GNB2	1.0185
NUP50	0.0137142857142857
SULT4A1	-0.759833333333333
C7	3.99225
CCDC130	-0.202833333333333
ARRDC4	0.4175
RQCD1	-0.30625
GLYCTK	-0.83575
AYTL2	-0.732636363636364
MTUS1	1.6584
LEMD3	2.56216666666667
PLEKHF2	2.50025
HOXA7	-0.512625
GTF3C2	-0.604
DYNLRB2	2.379
CNOT10	-1.07125
MR1	-0.398333333333333
FFAR1	0.257
PRIC285	0.10225
SLITRK6	-1.49375
LIX1	-2.3643
UBE1L2	0.285833333333333
F8	0.915
ACHE	0.522
KPNA5	-0.038
TNFRSF12A	-0.249666666666667
EGR3	-0.9165
SERPIND1	-3.75966666666667
OASL	1.39475
IFRD1	-1.721375
WDFY1	0.621166666666667
ZNF267	0.258
ACCN5	0.0445
ZBTB6	0.34425
PPP1R3A	0.1645
PRRT3	1.03425
FBXL19	-0.1785
TXNIP	0.604571428571428
ACTN2	-2.06625
ATG9B	-0.4505
C9orf117	0.865625
IL27	-2.896
RPL36AL	-0.270666666666667
KLK15	-0.06675
CHAD	1.357
RAP2B	-0.0399
HEBP2	2.053
ZNF342	2.217
CAMK2G	0.8525
TLR3	1.5985
FGF14	-0.10825
HMGB2	-1.1595
TRPM5	-0.159
OR5M11	0.0735
KIF3B	1.22884210526316
PRICKLE2	0.57975
MTMR9	-0.242625
C3orf27	0.3905
GLRA3	-2.0525
NSDHL	-0.13
TMEM32	-0.179
POLR2D	-0.80075
MYADML	0.172
C9orf114	-0.00475
MRGPRX1	0.3195
TOPORS	0.31725
CLDN19	-1.27325
C1QL4	-0.031
RNF165	-0.687
DHRS9	1.87475
DNAH2	0.128166666666667
FXR1	-0.913666666666667
ZMYM3	-0.70825
CASP3	0.619
FAM120C	-0.673375
SCLY	-0.177
CA7	-0.0615
ENTPD5	0.453666666666667
ZNF461	0.20875
PDIA5	1.48275
C1orf19	-0.5175
TMEM67	-0.3465
KCTD20	-0.44375
WDR47	-0.308
FLJ38723	0.295
KLRF1	3.47516666666667
TAS2R16	0.8665
CLDN12	0.62975
PRKCE	-0.31525
UBXD4	-0.20275
ITGAM	2.892
GLT8D3	0.54125
WDR31	-0.0595
RGS2	-0.8435
OR51L1	-0.027
MST1R	0.28225
KIAA1737	1.053
OR4A5	-0.395
GLIS1	-1.60566666666667
PTMA	0.464642857142857
NAPA	1.70225
PRDM11	-0.26775
LIPF	0.9265
DIRAS3	-0.1415
ASGR2	-4.378
C1QTNF4	0.4305
PIK3R4	0.384333333333333
ARMC3	4.3495
NDUFV3	-1.11608333333333
BTBD3	-0.288666666666667
PPP1R2	0.45675
UBE2NL	-0.43
FOSL2	0.888785714285714
FAM119A	-0.738833333333333
TUBA4A	0.2423
KRTAP12-1	0.2035
SFRS2	-0.05975
RHPN1	-0.7152
EEF2	0.1055
ZDHHC11	0.353333333333333
EPHA3	-1.3205
RBM12	-0.24525
H2AFJ	1.18166666666667
EDIL3	1.3445
KIF26A	-0.94425
SERGEF	0.43275
B3GALT4	2.557
LOC90925	4.5055
OSCAR	0.7145
NPFF	0.213125
DEDD	0.369875
TMEM155	-0.299125
PTPN1	1.9795
SCYL2	0.203
SKAP1	1.9065
LEAP2	-3.2125
GADD45G	2.0583
IFITM3	-0.04975
PILRB	-1.66683333333333
SLU7	0.026375
DSC3	-1.4445
DNMT3L	-1.62375
PAPD5	0.245125
B3GNT3	-1.2695
LHCGR	0.2785
MSL-1	2.1365
UBE2S	-1.357125
SAP130	-0.2055
ANAPC11	0.43825
MAGED4B	-2.247
ATP6V1B2	0.659333333333333
C14orf179	1.03225
CAPZA1	-0.2345
CDYL2	0.6555
GLRX3	-0.465833333333333
LOC136288	-0.7815
MOBKL1A	0.004
HTR2B	3.09075
CRYGD	0.225833333333333
NUS1	-0.2475
PGRMC1	1.912
MYOM2	-0.859
FLJ39653	-1.66966666666667
CHM	-0.0709
OR5M8	0.1615
ZNF619	-0.3225
FAM105A	1.20375
CCNL1	-1.035125
NAP1L3	-0.602
C10orf57	2.25316666666667
B3GALNT1	0.953
CSN1S2A	-0.1085
TCP10L	-0.556
GDAP2	0.52075
DMKN	-3.13566666666667
COX6B1	0.148
DNASE2	0.973333333333333
MSH5	-2.72075
LGMN	0.445625
USP31	-1.0344
OR13C8	0.812
SDCBP	0.3915
NUDT11	-2.7045
PYGL	-2.12483333333333
SNPH	1.68683333333333
B3GNT4	-1.1315
MIZF	-0.2762
NUBPL	0.0225
NOD1	0.135333333333333
CDH22	-0.31525
NUBP1	0.516833333333333
DSCAM	-4.359
DGKI	0.093
FAM136A	-0.317
AKAP1	-1.05416666666667
SLC16A6	-0.8065
RIN3	0.48025
PSG2	-0.18625
DIP2B	0.333333333333333
PSORS1C1	-0.6038
KIAA0495	0.502
FLJ90709	-0.283
LPA	-0.386166666666667
PIGA	0.0405
LY75	3.02
UTS2	-5.211
RREB1	0.40475
GALNACT-2	1.0132
MGC3196	-0.83875
FLJ31568	0.16775
LPHN1	-1.606875
SP1	0.067
TOX4	0.628666666666667
HSPA9	-0.1899
APOBEC1	-0.6895
SLC35E4	-0.88025
LSM5	-1.709
SURF1	-0.01975
ZBTB1	0.974916666666667
GTF2F1	0.062
RPS15A	0.435142857142857
DUSP21	-1.0924
GINS4	-0.259666666666667
MYO15A	-0.177166666666667
GIMAP7	4.467
MGC13379	0.41225
ATP6V1E2	-0.6785
UTP3	0.1905
HNRPA3	-0.918125
MT4	0.5525
C14orf155	0.12925
U1SNRNPBP	-0.2475
CKLF	-0.413
PLEKHN1	-0.879166666666667
MBNL1	0.214583333333333
NUP160	-1.4245
ACSM2A	-1.6805
LOC129881	1.4385
KIAA1529	-1.022
FLJ22639	-1.455
HAND1	-1.6795
GSX1	0.431
FGA	-4.9491875
SERPINB1	-0.478
ZNF642	0.30525
IGFBP1	-9.025375
SLC1A1	1.418875
DHX57	0.660625
ZNF766	0.3425
PTPN21	-0.8395
GDPD3	-1.6545
PNPLA5	-0.0935
TBR1	-0.0386666666666667
FAM116A	-0.19125
IQGAP1	0.380875
FOS	1.13575
ZNF226	0.230125
FIGNL1	-0.500833333333333
C14orf1	0.464833333333333
ZMYND17	0.5015
PUS7	-1.37766666666667
TUBB6	-0.79775
KCNQ2	-1.5055
MARCH6	-0.0129166666666667
CCDC33	-0.142
PRODH	2.04
RBM11	1.897
EPHA6	-0.196125
SLC43A1	-1.0675
LOC196541	-0.03025
NTN1	0.869916666666667
ING4	0.701
PCDHB10	1.275
DPH2	-0.668
SPACA4	1.21025
FBXL21	-4.7645
DIAPH1	-0.138
ZNF71	0.873666666666667
CEP76	-0.876
CORO1A	0.705
RRM2	0.396625
EDG4	1.02625
OS9	2.25566666666667
SLC4A1AP	0.29075
COG5	-0.08425
COPS8	-0.0025
NGLY1	-1.10625
NCBP2	-0.7545
C17orf42	-0.112833333333333
GPSM3	0.4735
SIL1	0.448833333333333
ASB6	-0.321
SMAD5OS	-0.163833333333333
UNC93A	-2.826125
A1BG	0.287666666666667
C21orf62	0.29475
FMO5	0.884416666666667
ATRIP	-0.571666666666667
CEBPG	-0.229166666666667
C7orf38	-0.0168333333333333
TNFRSF1B	1.37883333333333
CLEC1A	2.31216666666667
IQSEC1	0.088
PATZ1	2.2062
RBM22	0.8765
BAG2	-2.73683333333333
PAQR5	-3.17833333333333
C9orf127	1.2698
THNSL1	-0.9375
SHROOM3	2.0859
JAM2	1.10725
SNRPN	-0.233
ALX4	0.3645
CACNA1S	-0.2355
FAM130A1	1.74225
CORIN	2.772
CD300LB	0.629
PLEKHG6	0.961
LRRC40	-0.85075
PCLKC	-1.62775
PCDHB16	-0.0536666666666667
WNT2B	-0.5405
ASNS	-1.90444444444444
MRPL49	0.271875
FLJ46111	0.69525
ISG20	0.62975
SMU1	0.0386666666666667
CASZ1	1.509
POLR1D	-0.3155
GIN1	-0.19275
SNAG1	0.989
ANKRD29	-0.851
CDKN2AIP	-0.04425
KRR1	-0.8485
CXCL1	-2.13533333333333
EPM2A	0.341
PC	-0.0195
DEFB127	0.939
PDZRN4	2.5655
FAH	0.521125
OR51E1	2.0165
CDC2L6	0.0245
DNTTIP1	0.0115
PAX8	-0.83125
TMEM116	-0.532
C1orf150	0.386
PRO2012	-0.03375
MRPL40	-0.279
BEX1	-4.2232
SLC2A4	0.029
PKMYT1	-0.78325
FEZF2	-0.713
SLC26A9	-1.219
MAP2	0.33275
LYL1	-0.9765
SLC25A19	-0.572166666666667
NOS3	0.152
ZNF34	0.600166666666667
TMPRSS11F	-0.31725
FAM43A	0.828
FCRL4	1.32
KLF14	-0.18875
FLRT2	-0.144666666666667
WRN	-1.6985
SDF2	0.613
KRT8P12	0.2045
C6orf195	-1.03
C9orf125	-2.2065
DZIP3	-0.187375
RIT1	-0.234916666666667
SCML1	-1.586
RHBDF2	0.00325
OR2G3	0.0115
REXO1L1	-0.429
MAP3K7IP3	-0.18975
C3orf57	-6.53375
FBXW11	-0.376833333333333
ETAA1	-0.242
C14orf131	-1.6368
AKT1S1	-0.00975
SLC12A5	-0.417875
C9orf164	1.718
NRIP3	-0.32725
NOS1AP	-1.857
TMEM121	1.13725
SAP30BP	0.0307
DGCR6	1.15675
WDR76	-1.56475
FAM82B	-0.61975
LOC606495	0.3345
MAP9	2.245
BCDIN3D	0.62625
CXorf36	3.27766666666667
DSCR3	-0.3068
ZFAND3	0.436375
C7orf43	0.468666666666667
SPSB3	0.728
C19orf19	-0.159
FAM133A	-3.519375
C12orf25	0.0135
SLC39A3	-0.209125
DISP2	1.07725
PI4KAP2	-1.3305
MKRN3	-2.61616666666667
ADAMTS13	-0.400625
CBLN3	0.2401
TTYH1	-0.743833333333333
C3orf18	-0.64175
FLJ13236	1.5055
ZMYND12	3.5305
C18orf25	0.3645
GLB1L3	-1.2585
ATP13A5	4.9335
RANBP10	0.11025
CD96	0.4667
DENND1C	1.06325
RBMS3	0.4655
SLC41A3	-0.154333333333333
DGCR6L	0.98075
TMEM128	-0.1155
CSNK1G3	-0.0922142857142857
MOBKL2C	1.331625
TSPAN6	0.01375
MATN2	0.5497
MSL2L1	0.1655
ST6GALNAC2	1.10466666666667
FGFBP2	1.281875
FGL1	-4.59283333333333
MPP3	-0.367833333333333
ARHGEF6	1.2165
TGFBR2	1.010625
ACMSD	0.1995
IL33	4.1335
C9orf5	-0.0896666666666667
DEAF1	-0.6148
AMN	-0.046
DEFA6	0.0805
RNF212	-1.4335
METT5D1	0.0653333333333333
CIB1	0.1737
TSSK1B	-0.0655
KIAA1727	2.116
ZNF680	0.550583333333333
LOC399900	-1.3165
LOC152217	-0.91175
CTNNAL1	-2.3165
CIT	-2.15266666666667
TLE6	1.4645
ZNF607	-1.52925
HERC4	-0.960333333333333
DRAP1	-0.2344
PEMT	-0.97275
C10orf111	-0.7105
ZNF575	0.44175
KCTD7	-0.31125
MYO1F	1.415375
LOC285382	0.495
RAB11A	0.43
PLCD3	-0.80725
C15orf28	-0.09475
PTBP2	-0.763625
CTB-1048E9.5	0.19225
C19orf60	-0.508833333333333
C7orf25	0.609833333333333
SETD7	1.421
HOXB9	-5.1195
VANGL1	0.4033125
CHAF1B	-0.89875
NDUFA3	-0.1495
KIAA1328	0.214333333333333
SHARPIN	0.109
TTC23	-0.4075
UGP2	0.483833333333333
ANKIB1	0.4932
CIRBP	1.35528571428571
SEC14L4	-3.34816666666667
OVCH1	0.7175
VPS52	0.037
FAT	0.24875
M6PRBP1	-0.11825
GPRIN3	1.6235
PPM1F	-0.7025
TSR1	-1.23725
CCDC85A	2.1865
PCSK5	2.131
ZFHX3	0.7395
HEMK1	-1.4143
PGBD2	0.3035
RSRC2	-0.6955
AURKC	0.609
SCRIB	-0.249375
ORM2	-2.77733333333333
FAM115A	0.1544
FZD6	0.17425
UNC119	0.436666666666667
GPX3	1.2311
NOV	-0.812125
CABC1	-0.055375
CDC42SE2	0.7874375
EIF2S2	0.0977
RNF130	1.384625
CKAP5	-0.610833333333333
RP11-413M3.2	0.410875
C10orf18	0.465
TMEM93	-0.965
DYX1C1	0.07075
KCNMB2	-2.456625
ANK3	2.15433333333333
KRT5	-2.7698
CDH12	-1.210375
QRSL1	-0.346875
JUB	-1.53725
SHC4	-2.76175
CCL15	1.98166666666667
CCDC22	-0.31875
SNX24	-0.59475
RARS	-0.1805
MORC2	0.13825
FAM48A	0.736
MT1H	-0.4865
PPP1R14C	-3.97033333333333
FOXD1	-2.97492857142857
C1orf213	-2.0885
AMT	-2.1017
DSN1	-0.60625
PTPLAD2	2.0275
DIS3L	-0.88625
RASL11A	1.7055
GPRC5B	0.226
FRMD7	0.094
STRN4	0.1925
KITLG	1.71968181818182
HDGF	-0.57625
OR1S1	0.0125
SETX	0.0602
DDR2	0.868875
KCTD12	1.908
LYZL2	-0.1165
WDR52	-0.109
TMEM2	0.722125
ZNF579	-0.3215
LOC200810	0.9875
TNFSF9	-1.802625
PPFIA4	-4.224
CNIH3	-1.15233333333333
MAP4K4	-0.509214285714286
ROD1	0.110714285714286
ALS2CR12	0.1825
DOCK3	-1.59733333333333
PAQR9	-4.6385
ASB17	-0.325166666666667
STX16	0.621375
FEZ2	0.136833333333333
DLAT	-0.530833333333333
KIF21B	-0.847333333333333
CDC5L	-0.259
TMEM119	2.22633333333333
CRIP3	-0.983
TPSD1	0.567333333333333
TEPP	-0.39825
GNGT2	1.62425
C21orf121	2.0195
WNK1	0.20425
FLJ10490	0.3933
OR51B5	-2.7595
LOC203547	-0.8085
HAS1	-0.711
PPA1	0.814666666666667
ST7	0.61225
C11orf46	1.2114
POPDC3	-4.68716666666667
ACOX2	-0.1845
ATCAY	-0.54825
TM4SF19	-1.88025
MFSD9	0.191
PDHB	-1.0255
ERN1	-0.2095
LCE3C	0.1805
GPR111	0.324
NOTCH3	1.336
ADAMTS5	1.20925
B3GALT1	-1.5245
UGCGL1	-0.360166666666667
FAM58A	0.454833333333333
FBXO32	-0.00750000000000001
CLPP	-0.255
NXPH1	6.14025
MTMR3	1.11
ATP1B3	-0.924375
TMEM16A	3.401
HIST1H3F	-0.287
TRIM25	-0.275166666666667
SDCBP2	1.7355
CRKL	0.027625
HOXB2	2.024
ANP32B	-0.761125
GATM	1.4375
AP4E1	-0.436625
EDG5	0.488625
CDKN3	-1.2115
CDH4	-1.9525
PGD	0.926666666666667
RND1	1.367
GAD1	-4.3218
MPG	0.2155
LOC440350	-0.4985
ZNF133	-0.22125
SERPINB12	0.0155
AMELY	-0.107166666666667
DHX36	-0.723
TNFAIP8L2	3.40683333333333
PHTF2	0.0791111111111111
CCDC112	-0.231166666666667
IQCC	-0.22375
HEYL	2.50083333333333
FTSJ2	-0.4015
APPL1	-0.2305
RAB43	1.25771428571429
OR10G2	-0.051
WAC	0.271166666666667
ADCY9	0.96725
RUNDC2B	0.290666666666667
PYCRL	0.3422
AGPAT7	-0.642666666666667
SLC22A9	-1.237
CDKAL1	-0.4025
PDYN	-0.5685
C20orf74	0.3045
MTMR11	-0.8215
VAV3	2.53058333333333
DAPL1	-0.0955
STXBP3	-0.6865
EIF3G	-0.34675
ARHGAP22	-1.33775
NPFFR1	0.3865
NPC1	0.0978333333333333
ALDH9A1	1.28666666666667
ZNF600	0.518625
ZNF678	0.623
RASSF1	-0.47825
ADD2	-2.48875
PITPNB	-0.15775
PKD2L2	-0.586666666666667
LRP11	0.353
CDKL1	-0.14225
SMEK2	0.75625
PRODH2	-3.5385
C11orf54	0.3085
SFRS11	-0.769
IL7	0.393
ALS2CR16	0.68975
BTG3	-0.840833333333333
PAK2	-0.577333333333333
RP11-679B17.1	0.262
GATA4	-2.206
ATP2B1	-0.566
LOC130940	1.549
C1orf172	2.97683333333333
ATF7IP2	-1.90825
SLC25A43	1.12933333333333
CENTG3	0.519083333333333
IGF2BP1	-4.7109
FCHSD1	0.1245
CAMK2N2	0.384666666666667
ELAVL3	-0.2914
NBPF15	-0.851666666666667
UBE2J2	0.670333333333333
GNL2	-0.70725
PRR3	-0.0683
NLF2	0.3205
OR4F6	0.2445
KLHL24	0.725666666666667
CCDC88A	-1.377
SGPP1	0.486833333333333
C10orf11	0.181666666666667
SLC35B4	-0.907666666666667
UGT3A2	-0.155
ARNT2	0.9705
CBR1	-0.947
ITPR3	-0.313166666666667
TRAPPC6B	-0.7242
AMZ1	-0.503
ARP11	1.766
WDSUB1	0.76475
APBA1	0.252
RAB2A	0.5923
C6orf162	-0.371875
HPSE2	0.118
PLCE1	-0.591
INSL3	1.25125
DLG1	-0.2999
PTPLA	-4.254
PIGX	0.1605
TFIP11	0.413833333333333
FIBIN	2.605
POLR2G	-0.5065
GRAP2	-0.4576
DNAJB8	-0.2505
CNBP	-0.4815
WASF1	-2.12575
INPP5E	-0.9186
HSPB1	-1.5749375
TMEM167	0.3203
CUBN	0.02675
IGF1	3.3950625
ITPK1	0.5116
NAALAD2	-0.900875
G3BP1	-0.1989
NT5DC1	0.353125
CYP39A1	1.739
TMEM139	-1.66925
POLK	-0.1243
GLULD1	-1.22675
RBM15	-0.933
AMZ2	0.7605
GDF15	-4.2565
MESDC2	-1.24075
INCA	1.506
ACY1L2	-2.971
GZMM	0.276833333333333
PAIP1	0.1135
CACNA2D1	0.03125
STK32C	0.200833333333333
SH3BP4	2.18866666666667
DEC1	-0.0015
PADI1	0.033
UBB	0.9032
PON3	-2.60166666666667
PROP1	0.154
ANKRD13B	-0.2705
ADCK1	0.42875
TCF25	0.169916666666667
SLC38A5	-2.9005
CXorf26	0.303166666666667
C19orf39	0.501
PPP1R13B	1.232
ARL2	-0.811
TCL6	0.0146666666666667
TOP3A	-0.247
SLC16A14	1.701
FXYD6	0.979833333333333
HIST1H4E	-0.8625
BBC3	0.436421052631579
UNC5A	1.0435
FAM86C	-0.3957
PI4KB	0.67125
B3GAT1	-2.477
SUSD2	2.79083333333333
OAZ2	-0.3435
NOC4L	-0.79
C10orf12	-0.294
FADS1	-3.21416666666667
LOC144097	-0.3295
DKK2	2.04866666666667
KIAA1949	0.8345
RHOT1	1.4743
OXT	1.09166666666667
GPR153	0.14275
ARL4A	-0.679666666666667
SAAL1	-1.335
CCDC64	-0.3345
USE1	-0.594
HNMT	0.271333333333333
PCGF3	0.4933125
CYP2C19	0.40175
C20orf4	0.8385
CCDC11	0.5855
ACSBG2	-0.10025
RWDD2A	0.86825
PALLD	2.431625
CPLX4	-0.2995
LOC492311	1.1115
KPNA2	-1.36416666666667
MACROD1	-0.1029
TMCO3	0.802
C15orf52	0.256
BIRC5	-0.859733333333333
PRR16	-0.3465
FAM63B	-0.449875
KATNB1	-0.621666666666667
WNT8B	0.084
CPLX3	0.1595
GHR	3.13375
CCDC124	-0.5615
