Hybridization REF	TCGA-AN-A0AR-01A-11R-A00Z-07
MUSK	0.702666666666667
ZNF434	0.307833333333333
SMARCD1	-0.994166666666667
ZFP106	-1.265
ZNF347	0.3624
GTF2E1	-0.39425
RY1	-0.695666666666667
ATAD2B	0.694625
ARHGAP17	0.2283
KCNIP3	0.0855
SFPQ	-0.264375
GFRA4	0.281833333333333
AKR1B10	-3.08575
TIGD6	-0.5895
RGS16	0.127
URB1	-0.6605
OR4C46	0.265
TOP3B	-0.556
NFATC4	0.124
CA14	-4.1885
BMPR1A	0.921166666666667
SNRP70	-1.00375
PRL	-0.190416666666667
C6orf130	-0.208
STAG2	0.2285
CD55	-1.2455
RPS23	0.1165
SSX2	-0.241666666666667
FDPSL2A	-1.1065
FBXO27	1.2515
SYNGR3	-1.11283333333333
TMSL3	1.522
EML1	-1.6165
NUP93	-0.434166666666667
SMAD3	-2.139
KIAA1189	0.2355
HNRPUL2	0.969166666666667
TBC1D12	0.611
C16orf24	0.02825
MRVI1	1.19316666666667
ZNF581	0.487333333333333
ELOVL3	-0.801
OR51Q1	0.67
CACNB3	1.5905
GALNT13	-0.4285
C10orf84	1.2806875
NEDD4	-2.2505
SPO11	1.733
OR5AU1	0.5135
NEK4	-0.178
PRKAR2A	-0.913166666666667
IHPK1	-0.874833333333333
ATP6V0B	-0.80875
CACNA1E	0.424
CEACAM8	-0.300666666666667
PEX14	-0.573
FLJ12993	0.6675
ZBTB38	-0.8805
PCTK2	-0.9665
LRRC16	2.0769
FBLIM1	1.017
FYCO1	-0.10575
RP5-1022P6.2	-1.083
CMTM1	0.219666666666667
PLTP	-0.8635
RAPH1	1.020625
DOCK8	-0.437875
EZH2	-0.672733333333333
SLC25A1	-0.260666666666667
PLEKHB1	3.4952
GRB7	0.3431
ZFP37	0.795
MRPL33	0.29825
PELO	-0.31375
ARMC1	0.0413636363636364
C9orf27	0.025
FLJ25778	0.19
C9orf37	-0.106333333333333
TMEM66	0.16175
SPRN	0.011875
HBEGF	-0.715125
PI4KA	-0.578
LEPRE1	-1.501
POU2AF1	-1.5515
MRPL12	0.0506666666666667
REP15	-0.1395
ZC3H3	0.384
RASAL1	1.8585
DDAH1	1.246375
ACBD5	1.62775
TMC2	0.319
CCDC137	-0.245
SAMD13	1.06966666666667
UGT2B15	-3.89733333333333
TIPARP	-1.77675
DNASE1L3	1.274
TRIM72	0.689333333333333
DBX2	-0.238
IPO8	0.72125
C21orf88	1.4964
MAP3K14	0.351
LOC51233	-0.182333333333333
GGTLA4	1.07025
PDE6D	-0.75525
ZNF117	0.374
CLK2	-1.050375
NKRF	-0.2035
TNFSF15	0.5608
DUSP2	-1.3155
SECISBP2	-0.2015
GABRR2	1.2985
PPAP2C	1.0735
LOC51145	-0.328
PAG1	-1.557375
PIK3C3	0.45625
GNG10	0.6275
APOL4	-0.182333333333333
ANKRD28	-0.912625
STMN3	-2.6077
RAB14	0.6374
CDK2AP2	-0.20575
HDDC3	0.409125
COMMD7	0.5465
CXXC1	0.71925
HMCN1	-1.80133333333333
CD40	-1.04625
DYNC1LI2	-0.2529375
GDI1	-0.438
LOC646938	-0.0625
VSNL1	3.7325
PIH1D1	-0.323333333333333
RAET1G	0.9435
KRTAP5-9	-0.637
EFTUD2	-1.05575
ZNF311	1.119
ATP6V1G3	0.979
OR2W3	-0.33875
SCN4A	0.195
MED10	-0.66525
FAM135A	-0.182
ARHGAP4	-0.541
EHMT2	0.534125
UFD1L	0.1285
ERMP1	0.9255
MAG1	-2.18616666666667
THAP8	1.50983333333333
HACE1	-0.390833333333333
FAM82C	-0.572833333333333
C3orf20	-0.2715
UNC84A	-0.309166666666667
SCD5	1.09521428571429
LASS6	0.067375
LSG1	1.02491666666667
MAL	-5.1475
GPR22	-0.0625
WDR5B	0.30225
ACTRT1	0.4715
C17orf60	-0.453166666666667
GRIN2C	0.0676
ARMC8	-0.625166666666667
SLC47A1	-2.94
DMPK	-0.16775
DHRS13	0.352833333333333
SMC1A	-1.07616666666667
KRTAP17-1	0.16725
SMYD5	0.04725
TUSC2	-0.21
CRHR2	0.7495
KIR3DL2	0.5245
CCDC104	0.395
ATP2C1	0.37425
CROT	-0.3185
PABPC3	0.399333333333333
EGR1	-1.4505
THSD1	-0.3685
KHK	0.81625
SLC12A2	0.4038125
CD58	-0.42025
STOX2	1.14133333333333
CCDC76	-0.6567
CCDC48	0.40975
DNAH1	-0.0558333333333333
ZIC4	0.195625
OR1G1	0.1595
PSMC6	-0.256666666666667
PROKR1	0.2645
ABCB1	-1.757125
TRAT1	-2.054
LLGL1	0.335
MTF1	0.087
USP54	1.039125
PAGE2B	3.264
ITGB7	-3.55725
CCDC81	0.164
LOC149837	0.467
SCUBE1	-0.2685
ZSCAN10	0.3705
HUWE1	0.711071428571429
CDH17	0.3095
CD180	0.47525
IL17A	0.308
TMPO	0.045875
KIAA1524	-0.962333333333333
HDGFRP3	0.729333333333333
OXCT1	-0.220363636363636
RRAS2	0.184
LTBP2	0.647875
SV2B	2.76316666666667
CYP2A6	0.976
PKD1L2	-0.530833333333333
PPM1M	-0.12775
FLJ22662	2.82333333333333
ZNF502	1.88
GP6	-0.349
CRYBA2	1.36625
LEF1	-3.8753
CTPS	-1.28557142857143
EYA1	1.5455
EPS8L1	-1.64575
MAPK14	-0.294416666666667
SERPINB2	-4.879375
GTF2F2	-0.280833333333333
ZNHIT4	0.2145
PLA1A	-1.4155
C20orf114	-0.67875
HPR	-3.7675
C18orf2	-2.11733333333333
SATB2	-3.6195
KCNJ9	0.02075
MGC157906	1.035
MOCS3	-0.44475
C17orf71	-1.41366666666667
PPHLN1	0.3799
HIST1H2BN	-0.479125
RAPGEF1	-0.04075
MAP3K8	-0.3035
DLG4	-0.194333333333333
STC1	1.34858333333333
CDGAP	0.95225
DDX26B	0.1885
LOC150223	-1.10425
CPSF3	-0.14
TMEM14A	0.3815
MYH3	-1.01525
GPKOW	-0.4115
SULT1A1	-0.477833333333333
SPON1	2.267
YY1AP1	-0.335166666666667
RAB23	0.0835
PLA2G4A	-3.78725
MAPRE3	-0.34175
ZNF516	-0.143285714285714
GGPS1	0.23925
EXOC3L2	-0.331
C19orf42	0.994
MAP2K2	-0.439333333333333
HIST1H2BB	-0.466
RNF19B	0.1405
C6orf128	-0.0578333333333333
TLR8	1.32275
PCDHA9	2.0035
CARS2	0.218625
CLUL1	-0.506833333333333
RHAG	-3.21533333333333
UNK	0.9335
EXOC8	0.1532
C9orf95	1.02425
C14orf143	-0.271666666666667
MAML3	0.01825
LDHA	-4.13825
MRPL20	0.602125
KLHDC6	0.981833333333333
ATP5S	1.17383333333333
C8orf55	0.05625
PHF19	-2.09725
KRTAP13-4	0.3695
TTC5	0.3775
XKR5	-0.189
SILV	-4.227
TEX28	0.331
TCTN1	0.735
CX40.1	0.84775
PPP2R5C	-0.45325
C12orf30	-0.791666666666667
CAPG	1.77225
MPZL1	2.188
ARSB	-0.813666666666667
TDH	-1.45475
WASF4	0.42875
TSSK3	-0.8265
7A5	1.563
CRISPLD1	1.442125
MAD1L1	-0.672666666666667
SPIN4	0.449666666666667
AMPD1	-1.3055
DPYSL5	0.7055
INPP1	-0.724833333333333
ANKRD11	-0.767
NPAS4	-0.066875
GCET2	-0.3765
RNASE9	0.7535
GUCY2D	0.113
CCDC98	0.42675
FGF4	-0.141375
CPM	-0.577333333333333
SLC26A4	-1.79466666666667
PLD5	-0.16475
FAM59A	0.6362
FBXO5	-1.32077777777778
SIPA1L1	0.710625
DPYS	0.37775
ATG4D	-0.176
TGM3	0.4165
MTCH1	0.580375
HK1	-0.249642857142857
CDC26	0.684
GALNT12	-3.71716666666667
LOC339229	0.08425
MRPL35	-1.06175
ORC4L	0.130375
TNKS	-0.323357142857143
C2orf24	0.639333333333333
ZNF553	1.31933333333333
GGTLA1	1.3224
ZNF497	-0.6185
CDY1B	0.55925
SLC30A4	0.133125
TUB	-0.084125
ARHGEF18	-0.60425
ARRB1	0.3635
KCNK1	0.06025
EREG	-2.8897
SCAMP5	-1.12525
RUNDC3B	1.12725
ADAMTS20	0.114
IL17RB	-0.499875
FLJ20323	-0.77975
MCAM	0.88075
POLR3E	-0.902583333333333
AQR	-0.341
IPMK	1.064
CDCA7	-1.2345
CAMP	1.43275
GRHL3	0.59025
ADAMTSL2	0.2275
CLMN	1.5315
SSTR3	0.565
MAGEA5	1.37166666666667
OVOL2	3.9335
JMJD1B	0.09525
RBL2	1.6816
PYGO2	0.636
PPP1R10	-0.0015
CSE1L	-1.4575
LCA5	1.21175
RDH16	0.13525
ASRGL1	-1.815
TOM1	0.317
PTX3	-5.30625
TTC15	-0.12175
SCGB3A1	3.18283333333333
MRPL50	-1.21325
RCAN3	1.1605
SLC26A11	0.8315
STYX	0.475333333333333
CINP	-1.148
MARCH7	0.08025
PFKM	-1.102
SGMS1	0.0515
RIOK3	0.6312
C1orf110	0.551
CES7	0.57775
LOC440248	-1.35525
PPP1R12C	-0.10775
C10orf27	-0.8125
ATG9A	0.24125
MRPS26	1.06
TMEM40	0.659
ELP3	-0.5128
ZNF787	0.2898
HIAT1	0.319
C8orf34	-0.123833333333333
MGC4655	-0.657
PELI1	1.48433333333333
PPT1	-1.1594
SLC35C2	-0.796333333333333
C6orf125	-0.04825
MUC4	-0.457833333333333
RFC4	-0.869571428571429
GNB2	0.767166666666667
NUP50	-0.315142857142857
SULT4A1	-1.12233333333333
C7	0.433875
CCDC130	-0.107
ARRDC4	-0.33425
RQCD1	0.5285
GLYCTK	-1.017
AYTL2	-0.134818181818182
MTUS1	0.1609
LEMD3	-1.121
PLEKHF2	-0.4365
HOXA7	1.510375
GTF3C2	-0.521
DYNLRB2	-2.49125
CNOT10	0.43475
MR1	-0.743166666666667
FFAR1	0.08325
PRIC285	0.08725
SLITRK6	3.7835
LIX1	-2.2017
UBE1L2	-0.246083333333333
F8	-0.603125
ACHE	-0.115833333333333
KPNA5	1.31025
TNFRSF12A	-1.79483333333333
EGR3	-2.5585
SERPIND1	-3.1675
OASL	-0.17375
IFRD1	-0.277875
WDFY1	-1.287
ZNF267	0.435625
ACCN5	-0.045
ZBTB6	-0.046
PPP1R3A	-0.2625
PRRT3	1.06225
FBXL19	0.163
TXNIP	-1.61928571428571
ACTN2	1.37175
ATG9B	-0.557625
C9orf117	0.67425
IL27	0.488
RPL36AL	0.5795
KLK15	-0.10775
CHAD	0
RAP2B	0.2189
HEBP2	2.2095
ZNF342	-0.238
CAMK2G	0.084
TLR3	-0.12375
FGF14	-0.10225
HMGB2	-1.02225
TRPM5	-0.0236666666666667
OR5M11	1.3235
KIF3B	0.48821052631579
PRICKLE2	-1.32875
MTMR9	-0.686
C3orf27	0.257
GLRA3	-1.251
NSDHL	0.00683333333333333
TMEM32	0.23475
POLR2D	-0.252416666666667
MYADML	0.449
C9orf114	0.08025
MRGPRX1	0.293
TOPORS	1.10275
CLDN19	-0.9425
C1QL4	0.2965
RNF165	0.5255
DHRS9	-1.13325
DNAH2	-0.343833333333333
FXR1	-0.404
ZMYM3	-0.065375
CASP3	-0.2545
FAM120C	-0.07325
SCLY	-1.47275
CA7	0.4225
ENTPD5	1.12116666666667
ZNF461	0.33875
PDIA5	-0.625
C1orf19	0.0581666666666667
TMEM67	-0.6275
KCTD20	-0.34825
WDR47	0.0115
FLJ38723	0.568
KLRF1	0.248166666666667
TAS2R16	0.158
CLDN12	0.7365
PRKCE	-0.94775
UBXD4	-0.00725
ITGAM	1.77583333333333
GLT8D3	-0.0705
WDR31	1.782
RGS2	-1.697
OR51L1	0.164
MST1R	-0.34925
KIAA1737	1.02675
OR4A5	-0.7565
GLIS1	-2.02366666666667
PTMA	-0.118071428571429
NAPA	0.61625
PRDM11	0.39525
LIPF	-1.2275
DIRAS3	-0.9195
ASGR2	-3.753125
C1QTNF4	-0.032
PIK3R4	-0.8735
ARMC3	-0.32125
NDUFV3	-0.698416666666667
BTBD3	0.542166666666667
PPP1R2	0.681
UBE2NL	0.6935
FOSL2	0.0995
FAM119A	0.4535
TUBA4A	-0.2752
KRTAP12-1	0.13425
SFRS2	-0.4385
RHPN1	-0.1832
EEF2	-0.549
ZDHHC11	0.540833333333333
EPHA3	-1.9762
RBM12	-1.33625
H2AFJ	0.474416666666667
EDIL3	0.2165
KIF26A	-2.0445
SERGEF	-0.68775
B3GALT4	1.45925
LOC90925	-0.0611666666666667
OSCAR	0.105375
NPFF	-0.3385
DEDD	0.715625
TMEM155	-0.7775
PTPN1	-1.66975
SCYL2	0.940833333333333
SKAP1	-0.95925
LEAP2	-3.1105
GADD45G	1.0735
IFITM3	-1.020875
PILRB	-1.33683333333333
SLU7	-0.5231875
DSC3	5.0835
DNMT3L	-1.08925
PAPD5	0.484375
B3GNT3	0.861
LHCGR	-0.9085
MSL-1	-0.5425
UBE2S	-0.90475
SAP130	0.1365
ANAPC11	0.11925
MAGED4B	-0.934
ATP6V1B2	-0.576333333333333
C14orf179	0.81975
CAPZA1	-0.00600000000000001
CDYL2	-1.39733333333333
GLRX3	-0.357
LOC136288	-0.71875
MOBKL1A	0.0095
HTR2B	0.63575
CRYGD	0.2605
NUS1	0.688166666666667
PGRMC1	0.5565
MYOM2	0.8465
FLJ39653	-1.97116666666667
CHM	-0.3508
OR5M8	0.8165
ZNF619	0.257
FAM105A	0.55675
CCNL1	-1.4055
NAP1L3	-2.2175
C10orf57	0.766166666666667
B3GALNT1	1.07183333333333
CSN1S2A	0.1115
TCP10L	-1.21675
GDAP2	1.078625
DMKN	1.1675
COX6B1	0.07575
DNASE2	0.76
MSH5	0.00975
LGMN	-0.383
USP31	0.233
OR13C8	0.5135
SDCBP	-0.5641
NUDT11	-0.004
PYGL	-0.756
SNPH	1.8065
B3GNT4	0.485
MIZF	0.4239
NUBPL	0.022625
NOD1	0.797666666666667
CDH22	0.266
NUBP1	0.189833333333333
DSCAM	-3.5235
DGKI	1.627
FAM136A	0.31375
AKAP1	0.601666666666667
SLC16A6	-3.42625
RIN3	0.4265
PSG2	-0.04375
DIP2B	0.231833333333333
PSORS1C1	0.1044
KIAA0495	0.38
FLJ90709	0.577
LPA	-0.369833333333333
PIGA	0.151833333333333
LY75	2.37783333333333
UTS2	-5.85333333333333
RREB1	0.13175
GALNACT-2	0.9817
MGC3196	0.00775
FLJ31568	0.22425
LPHN1	-0.135
SP1	1.337375
TOX4	-0.378166666666667
HSPA9	-0.4877
APOBEC1	0.7725
SLC35E4	-1.34325
LSM5	-0.58025
SURF1	0.066
ZBTB1	-1.01266666666667
GTF2F1	-0.53575
RPS15A	0.497714285714286
DUSP21	-0.196333333333333
GINS4	-1.41866666666667
MYO15A	-0.417666666666667
GIMAP7	2.26875
MGC13379	1.00625
ATP6V1E2	1.45933333333333
UTP3	0.01575
HNRPA3	-0.5735
MT4	0.4355
C14orf155	-0.2635
U1SNRNPBP	0.1635
CKLF	-1.011
PLEKHN1	0.107833333333333
MBNL1	-0.48675
NUP160	-0.0815
ACSM2A	-1.0255
LOC129881	-1.1655
KIAA1529	-0.41075
FLJ22639	-0.11675
HAND1	-0.74
GSX1	0.052
FGA	-3.5446875
SERPINB1	-1.10375
ZNF642	-0.056
IGFBP1	-7.676
SLC1A1	1.099
DHX57	0.441125
ZNF766	0.9175
PTPN21	1.7163
GDPD3	-2.588
PNPLA5	0.224
TBR1	0.0726666666666667
FAM116A	-1.08375
IQGAP1	0.875375
FOS	-2.005125
ZNF226	0.491875
FIGNL1	0.0608333333333333
C14orf1	0.126
ZMYND17	0.144
PUS7	0.322
TUBB6	-0.6765
KCNQ2	-1.22
MARCH6	0.499833333333333
CCDC33	0.26
PRODH	-1.291
RBM11	-2.723
EPHA6	1.22325
SLC43A1	0.283
LOC196541	0.380125
NTN1	1.32558333333333
ING4	1.5085
PCDHB10	3.25325
DPH2	-0.704333333333333
SPACA4	0.27425
FBXL21	-4.1985
DIAPH1	-0.5585
ZNF71	1.32033333333333
CEP76	-0.337
CORO1A	-0.88
RRM2	-1.335125
EDG4	1.8965
OS9	-0.407833333333333
SLC4A1AP	-0.02725
COG5	0.38425
COPS8	-1.42975
NGLY1	-0.7545
NCBP2	0.998375
C17orf42	0.00766666666666666
GPSM3	-0.042625
SIL1	0.161833333333333
ASB6	-0.07375
SMAD5OS	-0.2735
UNC93A	-2.572
A1BG	-0.0175
C21orf62	0.224
FMO5	-2.44066666666667
ATRIP	-0.5815
CEBPG	0.332166666666667
C7orf38	-0.161166666666667
TNFRSF1B	-0.269666666666667
CLEC1A	0.537
IQSEC1	0.20025
PATZ1	1.1912
RBM22	0.0525
BAG2	0.212666666666667
PAQR5	1.101
C9orf127	0.1441
THNSL1	1.2165
SHROOM3	0.643
JAM2	-0.72975
SNRPN	-2.87875
ALX4	0.2365
CACNA1S	0.71
FAM130A1	-0.34
CORIN	0.1375
CD300LB	0.118
PLEKHG6	2.0035
LRRC40	-1.25425
PCLKC	-0.6605
PCDHB16	3.27433333333333
WNT2B	0.113333333333333
ASNS	-0.778222222222222
MRPL49	0.238125
FLJ46111	-1.209
ISG20	1.43225
SMU1	0.192
CASZ1	0.1365
POLR1D	0.931333333333333
GIN1	-0.751
SNAG1	1.2655
ANKRD29	-1.87475
CDKN2AIP	-0.9615
KRR1	-0.03725
CXCL1	-4.512
EPM2A	0.5618
PC	0.372
DEFB127	-0.00600000000000001
PDZRN4	-0.0915
FAH	-1.238125
OR51E1	1.2735
CDC2L6	1.72016666666667
DNTTIP1	-1.58825
PAX8	-1.3755
TMEM116	-0.177
C1orf150	-0.7935
PRO2012	0.22675
MRPL40	-0.844166666666667
BEX1	-3.4523
SLC2A4	-0.214833333333333
PKMYT1	-0.17125
FEZF2	-0.185333333333333
SLC26A9	0.16675
MAP2	2.44058333333333
LYL1	-1.707
SLC25A19	0.0488333333333333
NOS3	0.7905
ZNF34	0.4685
TMPRSS11F	-0.00425
FAM43A	1.00925
FCRL4	0.000500000000000019
KLF14	0.24625
FLRT2	-1.35383333333333
WRN	-0.39775
SDF2	0.5661
KRT8P12	-0.41
C6orf195	1.3765
C9orf125	-2.825
DZIP3	-0.56125
RIT1	-2.23075
SCML1	-1.097
RHBDF2	0.91325
OR2G3	0.1095
REXO1L1	0.215
MAP3K7IP3	0.171625
C3orf57	-4.189
FBXW11	-1.2165
ETAA1	-0.33275
C14orf131	-0.462
AKT1S1	0.03
SLC12A5	-1.188
C9orf164	0.37325
NRIP3	-0.63125
NOS1AP	-1.011
TMEM121	-0.2605
SAP30BP	0.7466
DGCR6	1.06325
WDR76	-0.855
FAM82B	-0.4635
LOC606495	-0.089
MAP9	0.99925
BCDIN3D	-0.01025
CXorf36	2.301
DSCR3	0.4548
ZFAND3	0.187875
C7orf43	0.244
SPSB3	0.6139
C19orf19	0.5125
FAM133A	3.135
C12orf25	0.58375
SLC39A3	-0.393
DISP2	1.6395
PI4KAP2	-1.466
MKRN3	0.974666666666667
ADAMTS13	-0.092875
CBLN3	0.7063
TTYH1	3.58116666666667
C3orf18	0.03
FLJ13236	-0.7385
ZMYND12	2.217
C18orf25	1.556875
GLB1L3	-0.263
ATP13A5	4.9205
RANBP10	-0.9285
CD96	-1.775
DENND1C	-1.17825
RBMS3	-1.0215
SLC41A3	0.0428333333333333
DGCR6L	0.96175
TMEM128	-0.684666666666667
CSNK1G3	-0.873071428571428
MOBKL2C	0.14325
TSPAN6	1.260375
MATN2	-1.4636
MSL2L1	-1.204
ST6GALNAC2	-0.4745
FGFBP2	-0.466125
FGL1	-4.85633333333333
MPP3	0.6925
ARHGEF6	-0.0748333333333334
TGFBR2	-0.282375
ACMSD	-1.281
IL33	4.24775
C9orf5	-0.86675
DEAF1	-0.476
AMN	0.034
DEFA6	0.174875
RNF212	-1.48675
METT5D1	-0.383
CIB1	0.1355
TSSK1B	0.63075
KIAA1727	1.30075
ZNF680	0.334666666666667
LOC399900	0.2635
LOC152217	0.79775
CTNNAL1	-2.625
CIT	-1.14033333333333
TLE6	-1.1385
ZNF607	0.177
HERC4	0.117833333333333
DRAP1	-0.5872
PEMT	1.118
C10orf111	0.8905
ZNF575	0.874
KCTD7	0.665
MYO1F	-0.083
LOC285382	-0.5825
RAB11A	-0.5146
PLCD3	-1.01975
C15orf28	-0.118
PTBP2	0.813375
CTB-1048E9.5	-0.041125
C19orf60	0.742666666666667
C7orf25	0.355666666666667
SETD7	0.157375
HOXB9	-3.981
VANGL1	1.226375
CHAF1B	-0.9005
NDUFA3	0.3635
KIAA1328	0.754
SHARPIN	0.235625
TTC23	0.7245
UGP2	0.30575
ANKIB1	0.7133
CIRBP	0.370142857142857
SEC14L4	1.6755
OVCH1	-0.171
VPS52	-0.263
FAT	0.329875
M6PRBP1	-1.00225
GPRIN3	0.1125
PPM1F	-0.177166666666667
TSR1	1.29625
CCDC85A	2.49025
PCSK5	0.223
ZFHX3	-0.0985
HEMK1	-1.0875
PGBD2	-3.2675
RSRC2	-0.245
AURKC	-0.969333333333333
SCRIB	0.637125
ORM2	-4.1545
FAM115A	0.0113
FZD6	-0.231
UNC119	0.3985
GPX3	-0.9601
NOV	-0.898625
CABC1	0.411625
CDC42SE2	-0.4859375
EIF2S2	-0.4056
RNF130	1.67425
CKAP5	0.00916666666666666
RP11-413M3.2	0.601
C10orf18	0.5071
TMEM93	0.7435
DYX1C1	0.94825
KCNMB2	-2.08271428571429
ANK3	2.73216666666667
KRT5	2.4346
CDH12	4.73125
QRSL1	0.980875
JUB	-0.6395
SHC4	-2.020125
CCL15	0.51
CCDC22	-0.47
SNX24	-2.55025
RARS	-1.26025
MORC2	0.9065
FAM48A	0.7235
MT1H	-0.9585
PPP1R14C	1.19033333333333
FOXD1	-2.72307142857143
C1orf213	-0.66825
AMT	-1.8438
DSN1	-1.5305
PTPLAD2	0.07
DIS3L	-0.6635
RASL11A	-0.22075
GPRC5B	2.1375
FRMD7	-0.555
STRN4	0.187
KITLG	0.471681818181818
HDGF	0.26575
OR1S1	0.075
SETX	0.1582
DDR2	-1.272
KCTD12	0.05925
LYZL2	0.2495
WDR52	-1.1035
TMEM2	-0.759125
ZNF579	0.449666666666667
LOC200810	-0.161
TNFSF9	-1.56475
PPFIA4	-2.5825
CNIH3	-1.0845
MAP4K4	-0.952571428571429
ROD1	1.52414285714286
ALS2CR12	-0.0963333333333334
DOCK3	0.755333333333333
PAQR9	-4.061
ASB17	-0.401
STX16	-0.741875
FEZ2	-0.0815
DLAT	0.569
KIF21B	-0.889166666666667
CDC5L	0.03025
TMEM119	-0.232333333333333
CRIP3	0.059
TPSD1	0.460666666666667
TEPP	0.14925
GNGT2	0.2355
C21orf121	-0.02575
WNK1	0.547083333333333
FLJ10490	0.7144
OR51B5	-1.974
LOC203547	0.137625
HAS1	-0.4255
PPA1	0.691833333333333
ST7	-0.640125
C11orf46	0.5458
POPDC3	-2.24433333333333
ACOX2	-3.47433333333333
ATCAY	-0.377833333333333
TM4SF19	-1.82775
MFSD9	-0.038
PDHB	-1.252
ERN1	-0.122
LCE3C	0.2265
GPR111	0.65
NOTCH3	1.58283333333333
ADAMTS5	0.67275
B3GALT1	-0.796
UGCGL1	0.677
FAM58A	1.29916666666667
FBXO32	-0.67
CLPP	-0.838
NXPH1	-1.60075
MTMR3	0.582333333333333
ATP1B3	-1.653625
TMEM16A	4.3605
HIST1H3F	0.586166666666667
TRIM25	0.103166666666667
SDCBP2	1.7265
CRKL	-0.64825
HOXB2	-2.62233333333333
ANP32B	-3.131875
GATM	3.749
AP4E1	-0.361625
EDG5	0.454375
CDKN3	-0.497833333333333
CDH4	1.90175
PGD	-0.283666666666667
RND1	-0.325
GAD1	-3.3209
MPG	-0.705875
LOC440350	-0.0115
ZNF133	0.5285
SERPINB12	-0.1365
AMELY	0.0478333333333333
DHX36	-0.32175
TNFAIP8L2	2.07883333333333
PHTF2	-0.159611111111111
CCDC112	-0.332
IQCC	-0.97825
HEYL	2.2885
FTSJ2	-0.3905
APPL1	0.228875
RAB43	-0.345071428571429
OR10G2	0.0845
WAC	1.514
ADCY9	-0.54675
RUNDC2B	0.469666666666667
PYCRL	0.9168
AGPAT7	-0.6015
SLC22A9	-0.74
CDKAL1	1.956
PDYN	-0.530666666666667
C20orf74	0.5385
MTMR11	1.07825
VAV3	1.51833333333333
DAPL1	3.406
STXBP3	0.93175
EIF3G	0.088
ARHGAP22	0.52625
NPFFR1	0.3215
NPC1	0.152666666666667
ALDH9A1	-0.654666666666667
ZNF600	0.385375
ZNF678	0.360833333333333
RASSF1	-0.152416666666667
ADD2	1.3625
PITPNB	0.524375
PKD2L2	0.056375
LRP11	0.22075
CDKL1	0.66675
SMEK2	0.84775
PRODH2	-2.98733333333333
C11orf54	0.5905
SFRS11	-1.27933333333333
IL7	-1.7335
ALS2CR16	1.5755
BTG3	-1.4695
PAK2	0.873
RP11-679B17.1	-1.3435
GATA4	-1.3885
ATP2B1	0.244
LOC130940	-0.5465
C1orf172	1.752
ATF7IP2	-3.0005
SLC25A43	0.0688333333333333
CENTG3	-0.1265
IGF2BP1	-3.8529
FCHSD1	0.2925
CAMK2N2	0.449
ELAVL3	-0.2033
NBPF15	-0.00516666666666667
UBE2J2	0.211916666666667
GNL2	-1.09175
PRR3	0.8023
NLF2	0.5895
OR4F6	-0.192
KLHL24	1.01116666666667
CCDC88A	0.2117
SGPP1	-3.387
C10orf11	-1.5675
SLC35B4	-0.5755
UGT3A2	-0.4195
ARNT2	0.9778
CBR1	0.47525
ITPR3	-0.529
TRAPPC6B	0.2608
AMZ1	-1.9475
ARP11	0.67825
WDSUB1	0.99925
APBA1	0.968
RAB2A	0.676
C6orf162	1.1855
HPSE2	0.402
PLCE1	3.0645
INSL3	-0.14225
DLG1	0.7264
PTPLA	-1.392
PIGX	0.32625
TFIP11	0.486
FIBIN	1.054
POLR2G	-0.4725
GRAP2	-0.7132
DNAJB8	-0.11575
CNBP	-0.315833333333333
WASF1	-0.729
INPP5E	-0.4397
HSPB1	-0.859
TMEM167	-0.554
CUBN	0.0155
IGF1	0.9048125
ITPK1	-0.6835
NAALAD2	-1.078125
G3BP1	0.2027
NT5DC1	0.175125
CYP39A1	1.922
TMEM139	-1.1115
POLK	-0.9646
GLULD1	5.1225
RBM15	0.228833333333333
AMZ2	0.31175
GDF15	-4.0145
MESDC2	-0.43075
INCA	-1.463
ACY1L2	1.0485
GZMM	-0.858166666666667
PAIP1	0.5675
CACNA2D1	2.869
STK32C	1.16966666666667
SH3BP4	0.107
DEC1	0.4815
PADI1	0.5455
UBB	0.3055
PON3	0.558333333333333
PROP1	0.2305
ANKRD13B	0.9405
ADCK1	0.76925
TCF25	-0.347916666666667
SLC38A5	-3.046
CXorf26	0.72
C19orf39	0.51725
PPP1R13B	1.505
ARL2	0.1345
TCL6	0.134166666666667
TOP3A	0.1705
SLC16A14	-1.79425
FXYD6	3.26183333333333
HIST1H4E	0.485
BBC3	-0.319473684210526
UNC5A	0.0158333333333333
FAM86C	0.2204
PI4KB	0.559875
B3GAT1	-3.3985
SUSD2	0.0916666666666667
OAZ2	-0.873833333333333
NOC4L	0.087
C10orf12	0.73575
FADS1	-1.66866666666667
LOC144097	-0.10225
DKK2	0.511166666666667
KIAA1949	0.01675
RHOT1	0.2004
OXT	0.323
GPR153	0.4565
ARL4A	1.3635
SAAL1	-0.25825
CCDC64	-0.548
USE1	0.651333333333333
HNMT	0.420333333333333
PCGF3	-0.271875
CYP2C19	0.23475
C20orf4	-0.312
CCDC11	0.90275
ACSBG2	-0.32075
RWDD2A	0.221
PALLD	1.1785
CPLX4	0.601
LOC492311	-1.16075
KPNA2	-0.448166666666667
MACROD1	0.8714
TMCO3	-0.115166666666667
C15orf52	0.6865
BIRC5	-0.107333333333333
PRR16	-1.39783333333333
FAM63B	-1.34175
KATNB1	-0.864833333333333
WNT8B	0.888
