Hybridization REF	TCGA-AN-A0XV-01A-11R-A109-07
RY1	-0.327833333333333
ATAD2B	0.18875
ARHGAP17	0.0193
KCNIP3	0.14425
SFPQ	0.1595
GFRA4	0.0561666666666667
AKR1B10	-2.949625
TIGD6	0.8495
RGS16	2.158375
URB1	-0.575833333333333
OR4C46	0.148333333333333
TOP3B	-0.227
NFATC4	1.0235
CA14	-2.64325
BMPR1A	0.4075
SNRP70	-0.238875
PRL	0.155333333333333
C6orf130	-0.1275
STAG2	-0.28575
CD55	-0.1405
RPS23	0.625166666666667
SSX2	-0.938166666666667
FDPSL2A	-0.52525
FBXO27	0.052625
SYNGR3	-1.36483333333333
TMSL3	0.52525
EML1	-1.307
NUP93	-0.540333333333333
SMAD3	-0.2571
KIAA1189	0.626166666666667
HNRPUL2	0.630666666666667
TBC1D12	0.721666666666667
C16orf24	0.70225
MRVI1	2.23333333333333
ZNF581	-0.480166666666667
ELOVL3	0.189
OR51Q1	0.14725
CACNB3	0.553666666666667
GALNT13	-0.83375
C10orf84	0.4244375
NEDD4	-0.4394
SPO11	0.2065
OR5AU1	0.325
NEK4	0.0216428571428571
PRKAR2A	-0.285333333333333
IHPK1	0.0261666666666667
ATP6V0B	0.85675
CACNA1E	0.8395
CEACAM8	0.746333333333333
PEX14	-0.2995
FLJ12993	-1.175
ZBTB38	0.54775
PCTK2	0.726166666666667
LRRC16	0.2603
FBLIM1	0.59975
FYCO1	1.7905
RP5-1022P6.2	-0.524166666666667
CMTM1	0.455833333333333
PLTP	0.074
RAPH1	1.060125
DOCK8	0.845
EZH2	-1.36466666666667
SLC25A1	-0.5525
PLEKHB1	0.5417
GRB7	0.625
ZFP37	-0.7635
MRPL33	-0.864
PELO	-0.72775
ARMC1	-1.26681818181818
C9orf27	0.00212499999999999
FLJ25778	-0.183
C9orf37	-0.7975
TMEM66	1.6565
SPRN	-0.15475
HBEGF	0.55375
PI4KA	-0.437
LEPRE1	-0.1755
POU2AF1	-1.089375
MRPL12	-0.319333333333333
REP15	-0.305
ZC3H3	0.0985
RASAL1	-0.843
DDAH1	1.49725
ACBD5	0.259125
TMC2	0.105
CCDC137	-0.979
SAMD13	0.351333333333333
UGT2B15	-3.10283333333333
TIPARP	0.23825
DNASE1L3	1.6335
TRIM72	0.802
DBX2	-0.00300000000000002
IPO8	-0.1295
C21orf88	-0.9638
MAP3K14	0.5725
LOC51233	0.6375
GGTLA4	0.87825
PDE6D	0.1455
ZNF117	0.3845
CLK2	-0.4865
NKRF	-0.88425
TNFSF15	-0.094
DUSP2	0.373375
SECISBP2	0.3014
GABRR2	0.0385
PPAP2C	2.0315
LOC51145	0.0498333333333333
PAG1	0.284875
PIK3C3	-0.0505
GNG10	-0.1305
APOL4	0.8305
ANKRD28	-0.296
STMN3	-1.4569
RAB14	0.7849
CDK2AP2	-0.50375
HDDC3	0.06925
COMMD7	0.214375
CXXC1	-0.1895
HMCN1	1.09366666666667
CD40	0.836
DYNC1LI2	0.59775
GDI1	0.14175
LOC646938	-0.182
VSNL1	-1.71366666666667
PIH1D1	0.0875
RAET1G	-0.718
KRTAP5-9	-0.1915
EFTUD2	-0.733
ZNF311	0.607666666666667
ATP6V1G3	0.39875
OR2W3	-0.18875
SCN4A	0.103
MED10	-1.245625
FAM135A	-0.2641
ARHGAP4	-0.583
EHMT2	-0.910625
UFD1L	-0.752
ERMP1	0.696
MAG1	-1.57766666666667
THAP8	0.258833333333333
HACE1	-0.2675
FAM82C	0.774
C3orf20	0.564
UNC84A	-0.0973333333333333
SCD5	-0.443714285714286
LASS6	2.242625
LSG1	0.314916666666667
MAL	-4.76075
GPR22	1.328
WDR5B	1.26025
ACTRT1	0.726
C17orf60	-0.575333333333333
GRIN2C	-0.064
ARMC8	-0.684333333333333
SLC47A1	-2.4225
DMPK	0.3115
DHRS13	-0.509
SMC1A	-0.702333333333333
KRTAP17-1	0.7455
SMYD5	-0.41025
TUSC2	0.14425
CRHR2	-0.069
KIR3DL2	-0.058
CCDC104	0.53425
ATP2C1	-0.12525
CROT	0.6875
PABPC3	0.787333333333333
EGR1	1.19966666666667
THSD1	0.8405
KHK	-0.44175
SLC12A2	0.2204375
CD58	-0.97525
STOX2	-0.13
CCDC76	-0.2533
CCDC48	4.2455
DNAH1	0.502333333333333
ZIC4	0.01325
OR1G1	-0.0165
PSMC6	-0.744833333333333
PROKR1	-0.012
ABCB1	0.466625
TRAT1	-0.04125
LLGL1	-0.0135
MTF1	0.3935
USP54	0.779375
PAGE2B	-0.98
ITGB7	-3.36775
CCDC81	-0.3115
LOC149837	0.251
SCUBE1	0.7445
ZSCAN10	0.3515
HUWE1	0.0611428571428571
CDH17	1.4565
CD180	0.674
IL17A	-0.01375
TMPO	-1.77075
KIAA1524	-1.782
HDGFRP3	-0.221833333333333
OXCT1	-0.789818181818182
RRAS2	-0.823833333333333
LTBP2	2.2010625
SV2B	1.407
CYP2A6	0.749125
PKD1L2	0.041
PPM1M	0.78925
FLJ22662	0.773333333333333
ZNF502	0.14425
GP6	-0.34475
CRYBA2	-0.148
LEF1	-1.3596
CTPS	-1.79028571428571
EYA1	-2.069
EPS8L1	1.61425
MAPK14	-0.49375
SERPINB2	-3.62825
GTF2F2	-0.745666666666667
ZNHIT4	-0.022
PLA1A	1.585625
C20orf114	3.53875
HPR	-3.624
C18orf2	-1.4425
SATB2	-0.59875
KCNJ9	-0.256125
MGC157906	0.62
MOCS3	-0.3485
C17orf71	-0.481666666666667
PPHLN1	-0.2958
HIST1H2BN	-0.568375
RAPGEF1	-0.05675
MAP3K8	0.3755
DLG4	0.0485
STC1	0.852416666666667
CDGAP	1.54475
DDX26B	-0.44125
LOC150223	-0.79925
CPSF3	-0.761333333333333
TMEM14A	-0.3455
MYH3	-0.6565
GPKOW	-0.05325
SULT1A1	-0.170333333333333
SPON1	3.3915
YY1AP1	0.625833333333333
RAB23	0.66975
PLA2G4A	-2.97575
MAPRE3	0.05
ZNF516	0.613071428571429
GGPS1	0.18175
EXOC3L2	0.025625
C19orf42	0.3031
MAP2K2	-0.341
HIST1H2BB	0.32225
RNF19B	0.878833333333333
C6orf128	0.2475
TLR8	1.85025
PCDHA9	0.217
CARS2	0.031625
CLUL1	1.772
RHAG	-3.67916666666667
UNK	-0.326
EXOC8	0.3424
C9orf95	1.45675
C14orf143	-0.1355
MAML3	0.222375
LDHA	-1.2475
MRPL20	0.1385
KLHDC6	0.0808333333333334
ATP5S	0.095
C8orf55	-0.55075
PHF19	-2.21125
KRTAP13-4	0.604
TTC5	0.00974999999999999
XKR5	-0.39625
SILV	-4.15783333333333
TEX28	-0.0695
TCTN1	1.17325
CX40.1	0.3565
PPP2R5C	-0.213125
C12orf30	-0.593
CAPG	2.21475
MPZL1	0.29135
ARSB	-1.19066666666667
TDH	-1.14725
WASF4	0.4885
TSSK3	-0.638166666666667
7A5	1.073
CRISPLD1	1.891875
MAD1L1	-0.315666666666667
SPIN4	-0.717333333333333
AMPD1	1.6045
DPYSL5	0.1095
INPP1	0.263666666666667
ANKRD11	-0.821666666666667
NPAS4	0.23175
GCET2	0.2439
RNASE9	-0.68
GUCY2D	0.382833333333333
CCDC98	0.0685
FGF4	0.108125
CPM	-0.955666666666667
SLC26A4	-0.6495
PLD5	0.302
FAM59A	-1.5172
FBXO5	-2.26266666666667
SIPA1L1	-0.004375
DPYS	0.3275
ATG4D	-0.40825
TGM3	0.6975
MTCH1	-0.279625
HK1	0.0941428571428571
CDC26	-0.80825
GALNT12	-2.8075
LOC339229	0.43825
MRPL35	-0.4245
ORC4L	-0.0985
TNKS	-0.526857142857143
C2orf24	0.509166666666667
ZNF553	-0.127
GGTLA1	2.3616
ZNF497	0.341
CDY1B	0.479666666666667
SLC30A4	-0.26775
TUB	-0.824875
ARHGEF18	-0.50175
ARRB1	0.80625
KCNK1	-2.081875
EREG	-2.1704
SCAMP5	0.49275
RUNDC3B	1.951
ADAMTS20	-0.0675
IL17RB	3.56625
FLJ20323	-0.3555
MCAM	0.301875
POLR3E	-1.323
AQR	0.713333333333333
IPMK	2.1015
CDCA7	-3.02375
CAMP	-0.605
GRHL3	0.08875
ADAMTSL2	1.16
CLMN	2.30516666666667
SSTR3	0.2265
MAGEA5	-2.2375
OVOL2	3.6765
JMJD1B	0.50225
RBL2	1.0171
PYGO2	0.97975
PPP1R10	0.206
CSE1L	-1.11716666666667
LCA5	1.458
RDH16	0.0245
ASRGL1	-2.76075
TOM1	1.10716666666667
PTX3	-4.95375
TTC15	0.7775
SCGB3A1	0.922666666666667
MRPL50	-1.03325
RCAN3	1.0675
SLC26A11	0.25625
STYX	-0.5165
CINP	-0.31925
MARCH7	0.1005
PFKM	-0.718166666666667
SGMS1	0.372833333333333
RIOK3	0.3402
C1orf110	0.204
CES7	0.066125
LOC440248	-0.55575
PPP1R12C	-0.08025
C10orf27	0.6395
ATG9A	-0.73125
MRPS26	0.768625
TMEM40	-0.0675
ELP3	0.2039
ZNF787	0.167
HIAT1	-0.121
C8orf34	-0.0478333333333333
MGC4655	-0.105
PELI1	0.6395
PPT1	0.5076
SLC35C2	-0.334833333333333
C6orf125	-0.6015
MUC4	-1.07283333333333
RFC4	-2.40285714285714
GNB2	0.461166666666667
NUP50	0.0457857142857143
SULT4A1	-1.1345
C7	4.034375
CCDC130	0.399333333333333
ARRDC4	-0.2365
RQCD1	-0.538
GLYCTK	-0.55175
AYTL2	-0.598727272727273
MTUS1	0.9548
LEMD3	0.233333333333333
PLEKHF2	2.66975
HOXA7	-0.1245
GTF3C2	-1.214
DYNLRB2	3.705
CNOT10	-0.197
MR1	0.312
FFAR1	0.095
PRIC285	-0.03625
SLITRK6	5.172
LIX1	-1.4213
UBE1L2	-0.411
F8	1.52275
ACHE	-0.152
KPNA5	-0.42025
TNFRSF12A	-1.228
EGR3	0.2185
SERPIND1	-3.394
OASL	1.782
IFRD1	-1.455
WDFY1	0.312166666666667
ZNF267	0.0985
ACCN5	0.284
ZBTB6	-0.43775
PPP1R3A	-0.2395
PRRT3	2.24825
FBXL19	-0.6275
TXNIP	0.738571428571429
ACTN2	-0.67275
ATG9B	-0.091
C9orf117	0.68975
IL27	1.888
RPL36AL	-0.0926666666666667
KLK15	0.0325
CHAD	2.687
RAP2B	-0.6717
HEBP2	0.6115
ZNF342	0.1875
CAMK2G	-0.416833333333333
TLR3	1.64075
FGF14	0.354
HMGB2	-0.845875
TRPM5	-0.190666666666667
OR5M11	0.034
KIF3B	0.183947368421053
PRICKLE2	0.87675
MTMR9	-0.33275
C3orf27	0.2255
GLRA3	-0.733
NSDHL	-0.348833333333333
TMEM32	-0.265
POLR2D	-1.01191666666667
MYADML	0.0715
C9orf114	-0.98
MRGPRX1	0.37
TOPORS	0.0315
CLDN19	0.00325
C1QL4	0.2135
RNF165	-1.5
DHRS9	0.848
DNAH2	-0.130833333333333
FXR1	-0.5965
ZMYM3	-1.586125
CASP3	0.0118333333333333
FAM120C	-0.323625
SCLY	-1.13925
CA7	0.203
ENTPD5	0.560333333333333
ZNF461	-0.1565
PDIA5	0.09875
C1orf19	-0.566166666666667
TMEM67	1.93875
KCTD20	-0.61575
WDR47	0.54
FLJ38723	0.549
KLRF1	0.735333333333333
TAS2R16	0.319
CLDN12	0.367
PRKCE	-0.61525
UBXD4	-0.9465
ITGAM	1.39816666666667
GLT8D3	-0.905125
WDR31	0.722
RGS2	0.48425
OR51L1	0.115
MST1R	1.20475
KIAA1737	1.6235
OR4A5	0.0315
GLIS1	0.223
PTMA	0.252714285714286
NAPA	1.46625
PRDM11	0.2515
LIPF	-0.4465
DIRAS3	0.61675
ASGR2	-3.766875
C1QTNF4	0.9345
PIK3R4	0.432833333333333
ARMC3	0.5945
NDUFV3	-0.149
BTBD3	-0.453
PPP1R2	0.126333333333333
UBE2NL	-0.26825
FOSL2	0.9665
FAM119A	-1.481
TUBA4A	0.1719
KRTAP12-1	0.2755
SFRS2	-0.087
RHPN1	-0.5328
EEF2	-0.250166666666667
ZDHHC11	0.826
EPHA3	-0.5522
RBM12	-0.5825
H2AFJ	1.2325
EDIL3	2.59
KIF26A	-0.9495
SERGEF	0.3935
B3GALT4	2.48325
LOC90925	0.945333333333333
OSCAR	0.554625
NPFF	-0.10425
DEDD	0.1915
TMEM155	-0.405125
PTPN1	0.87825
SCYL2	0.144833333333333
SKAP1	2.62725
LEAP2	-2.62666666666667
GADD45G	2.227
IFITM3	1.03
PILRB	0.188333333333333
SLU7	-0.028625
DSC3	0.68375
DNMT3L	-0.376
PAPD5	0.406125
B3GNT3	-0.952833333333333
LHCGR	0.14
MSL-1	0.46325
UBE2S	-1.13525
SAP130	-0.37275
ANAPC11	-0.1405
MAGED4B	-2.222
ATP6V1B2	-0.479833333333333
C14orf179	0.993875
CAPZA1	-0.162375
CDYL2	-0.199833333333333
GLRX3	-0.998333333333333
LOC136288	-0.5295
MOBKL1A	1.63025
HTR2B	3.03575
CRYGD	0.219166666666667
NUS1	-0.675666666666667
PGRMC1	0.5355
MYOM2	-1.488
FLJ39653	-1.30283333333333
CHM	0.3137
OR5M8	0.4975
ZNF619	-0.148
FAM105A	0.489
CCNL1	-0.363125
NAP1L3	0.1745
C10orf57	2.49416666666667
B3GALNT1	0.4305
CSN1S2A	0.1175
TCP10L	0.67025
GDAP2	0.285625
DMKN	0.189333333333333
COX6B1	0.29675
DNASE2	0.933166666666667
MSH5	-1.92225
LGMN	0.130625
USP31	-0.3899
OR13C8	0.2285
SDCBP	0.3142
NUDT11	-2.10116666666667
PYGL	1.18016666666667
SNPH	-0.406
B3GNT4	-0.6355
MIZF	-0.2318
NUBPL	0.353
NOD1	0.388
CDH22	1.266875
NUBP1	0.491333333333333
DSCAM	-3.882
DGKI	0.599
FAM136A	-0.987
AKAP1	0.291
SLC16A6	1.6635
RIN3	-0.18675
PSG2	0.0475
DIP2B	-0.212416666666667
PSORS1C1	1.7517
KIAA0495	-0.7035
FLJ90709	0.161666666666667
LPA	0.108333333333333
PIGA	-0.420333333333333
LY75	1.58716666666667
UTS2	-5.27583333333333
RREB1	-0.005
GALNACT-2	0.4324
MGC3196	-0.389
FLJ31568	0.08975
LPHN1	-0.4655
SP1	0.831
TOX4	0.5695
HSPA9	0.3104
APOBEC1	-0.164
SLC35E4	-0.64575
LSM5	-1.3485
SURF1	0.679
ZBTB1	-0.35425
GTF2F1	0.026375
RPS15A	-0.0540714285714286
DUSP21	-0.241166666666667
GINS4	-2.49083333333333
MYO15A	0.617333333333333
GIMAP7	3.25475
MGC13379	0.76575
ATP6V1E2	-1.58933333333333
UTP3	-0.2905
HNRPA3	-0.6876875
MT4	-0.466
C14orf155	0.18525
U1SNRNPBP	0.36175
CKLF	-0.797166666666667
PLEKHN1	-0.255833333333333
MBNL1	0.137666666666667
NUP160	-1.35975
ACSM2A	-0.92675
LOC129881	0.40025
KIAA1529	0.35025
FLJ22639	-1.382
HAND1	-0.412
GSX1	0.303
FGA	-3.2580625
SERPINB1	0.981
ZNF642	0.03425
IGFBP1	-7.85575
SLC1A1	-0.204625
DHX57	-0.212875
ZNF766	-0.0375
PTPN21	-0.1432
GDPD3	-0.604
PNPLA5	-0.064
TBR1	-0.2455
FAM116A	0.2275
IQGAP1	1.03275
FOS	2.5595
ZNF226	-0.252875
FIGNL1	-0.716833333333333
C14orf1	0.356
ZMYND17	0.2795
PUS7	-0.884833333333333
TUBB6	-0.993375
KCNQ2	-1.477
MARCH6	0.0766666666666667
CCDC33	0.1855
PRODH	-0.82575
RBM11	0.7015
EPHA6	0.229375
SLC43A1	-0.618
LOC196541	-0.433
NTN1	1.4525
ING4	1.1915
PCDHB10	0.48225
DPH2	-0.8475
SPACA4	0.0115
FBXL21	-4.621
DIAPH1	-0.515833333333333
ZNF71	0.146166666666667
CEP76	-0.292
CORO1A	-0.51325
RRM2	-2.892
EDG4	0.3745
OS9	0.479
SLC4A1AP	0.1475
COG5	-0.07175
COPS8	-0.36675
NGLY1	-1.1915
NCBP2	-0.310375
C17orf42	-0.666666666666667
GPSM3	0.412375
SIL1	1.49216666666667
ASB6	-0.411
SMAD5OS	-0.0905
UNC93A	-1.7665
A1BG	0.156166666666667
C21orf62	0.78125
FMO5	2.0865
ATRIP	0.388333333333333
CEBPG	0.2115
C7orf38	0.206833333333333
TNFRSF1B	0.868333333333333
CLEC1A	1.42766666666667
IQSEC1	-0.027875
PATZ1	1.0283
RBM22	1.0305
BAG2	-2.01966666666667
PAQR5	-1.57483333333333
C9orf127	1.2788
THNSL1	0.206
SHROOM3	2.5865
JAM2	2.06
SNRPN	-1.41675
ALX4	-0.156
CACNA1S	0.03
FAM130A1	0.96775
CORIN	2.301
CD300LB	0.375
PLEKHG6	0.3325
LRRC40	-1.02
PCLKC	-0.62
PCDHB16	1.10316666666667
WNT2B	0.720333333333333
ASNS	-1.41833333333333
MRPL49	0.444
FLJ46111	-0.65075
ISG20	0.485625
SMU1	-0.225666666666667
CASZ1	0.0715
POLR1D	-0.30125
GIN1	-0.255
SNAG1	0.749333333333333
ANKRD29	-0.303
CDKN2AIP	-0.226
KRR1	-0.2355
CXCL1	-2.89416666666667
EPM2A	0.1844
PC	-0.8195
DEFB127	0.015
PDZRN4	1.56866666666667
FAH	0.945625
OR51E1	0.53
CDC2L6	0.0413333333333333
DNTTIP1	-0.22325
PAX8	0.97
TMEM116	0.5825
C1orf150	0.3655
PRO2012	0.05175
MRPL40	0.0541666666666667
BEX1	-3.974
SLC2A4	-0.0848333333333333
PKMYT1	-1.27275
FEZF2	0.0268
SLC26A9	-1.01425
MAP2	0.740083333333333
LYL1	-0.82925
SLC25A19	-0.6515
NOS3	0.3395
ZNF34	0.231333333333333
TMPRSS11F	0.24025
FAM43A	0.132
FCRL4	-0.161
KLF14	-0.20725
FLRT2	0.897333333333333
WRN	-0.63275
SDF2	0.9321
KRT8P12	-0.40475
C6orf195	0.00549999999999999
C9orf125	-1.1265
DZIP3	-0.128375
RIT1	0.226916666666667
SCML1	-1.76066666666667
RHBDF2	-0.340125
OR2G3	0.702
REXO1L1	0.365
MAP3K7IP3	-0.328625
C3orf57	-5.09225
FBXW11	-0.73
ETAA1	-0.3245
C14orf131	-0.0685
AKT1S1	-0.4995
SLC12A5	-0.711125
C9orf164	1.07775
NRIP3	-0.73775
NOS1AP	-0.60725
TMEM121	-0.06625
SAP30BP	-0.1094
DGCR6	1.523
WDR76	-1.0245
FAM82B	0.859083333333333
LOC606495	-0.163
MAP9	1.07866666666667
BCDIN3D	1.44925
CXorf36	2.47816666666667
DSCR3	-0.1865
ZFAND3	0.251375
C7orf43	0.0606666666666667
SPSB3	0.6002
C19orf19	0.50425
FAM133A	-1.752875
C12orf25	0.4605
SLC39A3	-0.403375
DISP2	-1.4735
PI4KAP2	-1.6825
MKRN3	-1.76366666666667
ADAMTS13	0.01375
CBLN3	0.4298
TTYH1	-0.832833333333333
C3orf18	1.112
FLJ13236	-0.26825
ZMYND12	3.047
C18orf25	0.651375
GLB1L3	-0.8275
ATP13A5	3.37
RANBP10	0.291
CD96	-0.8396
DENND1C	0.15875
RBMS3	1.066
SLC41A3	0.6235
DGCR6L	1.2135
TMEM128	0.615833333333333
CSNK1G3	0.0477857142857143
MOBKL2C	0.6635
TSPAN6	1.089125
MATN2	1.0744
MSL2L1	0.0818333333333333
ST6GALNAC2	1.56266666666667
FGFBP2	-0.066875
FGL1	-6.13816666666667
MPP3	-0.409333333333333
ARHGEF6	2.375
TGFBR2	0.98875
ACMSD	3.55125
IL33	4.01425
C9orf5	0.202416666666667
DEAF1	-0.2402
AMN	0.0535
DEFA6	0.075625
RNF212	-0.65675
METT5D1	0.3235
CIB1	1.0322
TSSK1B	0.303
KIAA1727	0.87625
ZNF680	0.774
LOC399900	-0.627
LOC152217	-0.0713333333333333
CTNNAL1	-2.2
CIT	-2.61416666666667
TLE6	1.255
ZNF607	-0.95425
HERC4	-0.95
DRAP1	-0.243
PEMT	-0.377
C10orf111	0.125
ZNF575	0.6405
KCTD7	-0.01875
MYO1F	0.51375
LOC285382	0.4885
RAB11A	1.1411
PLCD3	-0.75025
C15orf28	-0.198
PTBP2	-0.48025
CTB-1048E9.5	-0.055
C19orf60	0.0125
C7orf25	0.221333333333333
SETD7	0.618375
HOXB9	-3.95
VANGL1	0.442
CHAF1B	-1.6935
NDUFA3	0.32475
KIAA1328	0.163666666666667
SHARPIN	-0.473375
TTC23	-0.185875
UGP2	0.171583333333333
ANKIB1	0.2031
CIRBP	1.10928571428571
SEC14L4	-2.15433333333333
OVCH1	0.117666666666667
VPS52	0.08125
FAT	-0.427375
M6PRBP1	-0.065
GPRIN3	0.4895
PPM1F	-0.701833333333333
TSR1	-0.3525
CCDC85A	1.74575
PCSK5	1.97275
ZFHX3	0.826
HEMK1	0.3883
PGBD2	0.20325
RSRC2	-0.366
AURKC	-1.00416666666667
SCRIB	-0.671875
ORM2	-4.12916666666667
FAM115A	0.152
FZD6	1.833875
UNC119	0.384166666666667
GPX3	-0.1309
NOV	0.78125
CABC1	0.683375
CDC42SE2	-0.377
EIF2S2	-0.6742
RNF130	0.774625
CKAP5	-0.300166666666667
RP11-413M3.2	-0.061375
C10orf18	0.4798
TMEM93	-0.42225
DYX1C1	1.43375
KCNMB2	-0.497625
ANK3	0.2885
KRT5	-0.396
CDH12	-0.8155
QRSL1	-0.3665
JUB	-1.4445
SHC4	-2.406375
CCL15	1.87333333333333
CCDC22	0.111
SNX24	-0.8085
RARS	-0.69475
MORC2	0.30575
FAM48A	-0.262
MT1H	1.207
PPP1R14C	-2.39783333333333
FOXD1	-1.93821428571429
C1orf213	-2.0045
AMT	-0.6966
DSN1	-1.23325
PTPLAD2	2.82475
DIS3L	0.10425
RASL11A	1.28925
GPRC5B	-0.127875
FRMD7	0.755
STRN4	0.4295
KITLG	0.857
HDGF	-0.8565
OR1S1	0.292
SETX	-0.1493
DDR2	0.9545
KCTD12	2.091
LYZL2	0.43625
WDR52	-0.065
TMEM2	-0.238375
ZNF579	0.308333333333333
LOC200810	0.6465
TNFSF9	-1.555375
PPFIA4	-2.87625
CNIH3	0.5255
MAP4K4	-0.826928571428572
ROD1	0.405714285714286
ALS2CR12	-0.248166666666667
DOCK3	-0.282333333333333
PAQR9	-3.4505
ASB17	0.194666666666667
STX16	-1.244625
FEZ2	0.0263333333333333
DLAT	-0.463333333333333
KIF21B	-1.286
CDC5L	-0.342
TMEM119	1.594
CRIP3	-0.6765
TPSD1	0.353
TEPP	0.02325
GNGT2	0.616
C21orf121	0.78
WNK1	0.0903333333333333
FLJ10490	0.695
OR51B5	-1.1345
LOC203547	-1.038875
HAS1	0.634
PPA1	-0.0373333333333333
ST7	0.348
C11orf46	0.0949
POPDC3	-3.21083333333333
ACOX2	1.356
ATCAY	-0.216666666666667
TM4SF19	-1.286
MFSD9	-0.198833333333333
PDHB	0.3725
ERN1	0.1205
LCE3C	0.0145
GPR111	0.2125
NOTCH3	1.32566666666667
ADAMTS5	1.1745
B3GALT1	-0.36525
UGCGL1	-0.289166666666667
FAM58A	0.00633333333333333
FBXO32	1.5055
CLPP	-0.06125
NXPH1	-0.98575
MTMR3	0.5075
ATP1B3	-0.920875
TMEM16A	3.5925
HIST1H3F	-0.014
TRIM25	-0.6205
SDCBP2	0.7965
CRKL	-1.276375
HOXB2	2.45233333333333
ANP32B	-0.71525
GATM	2.5025
AP4E1	-0.090375
EDG5	0.086125
CDKN3	-2.0185
CDH4	-2.035
PGD	-0.409833333333333
RND1	0.259
GAD1	0.7855
MPG	0.226875
LOC440350	-0.201
ZNF133	-0.41425
SERPINB12	0.082
AMELY	-0.1845
DHX36	-0.5695
TNFAIP8L2	2.38316666666667
PHTF2	-0.479555555555556
CCDC112	-0.736666666666667
IQCC	-0.6965
HEYL	2.6815
FTSJ2	-0.466
APPL1	0.51025
RAB43	-0.320142857142857
OR10G2	0.182
WAC	0.0311666666666667
ADCY9	-0.174875
RUNDC2B	0.187166666666667
PYCRL	-0.5169
AGPAT7	-0.325833333333333
SLC22A9	-0.644166666666667
CDKAL1	-0.049
PDYN	-0.1785
C20orf74	-0.26525
MTMR11	0.08775
VAV3	3.68883333333333
DAPL1	1.116
STXBP3	0.57575
EIF3G	0.19375
ARHGAP22	-1.0935
NPFFR1	0.219
NPC1	-0.0671666666666667
ALDH9A1	1.2595
ZNF600	0.355125
ZNF678	0.3305
RASSF1	0.725083333333333
ADD2	-1.86225
PITPNB	-0.16025
PKD2L2	0.234428571428571
LRP11	0.663
CDKL1	0.03375
SMEK2	0.57625
PRODH2	-2.86166666666667
C11orf54	-0.0443333333333333
SFRS11	-0.2885
IL7	0.256
ALS2CR16	1.079
BTG3	-1.78483333333333
PAK2	-0.179277777777778
RP11-679B17.1	-0.9185
GATA4	-1.7115
ATP2B1	-0.661
LOC130940	0.4095
C1orf172	2.111
ATF7IP2	-1.3285
SLC25A43	0.3195
CENTG3	-0.0305
IGF2BP1	-3.6116
FCHSD1	0.1215
CAMK2N2	0.854333333333333
ELAVL3	-0.2458
NBPF15	-0.763833333333333
UBE2J2	-0.319333333333333
GNL2	-0.92425
PRR3	-0.2576
NLF2	0.29
OR4F6	0.4545
KLHL24	0.767833333333333
CCDC88A	-1.8481
SGPP1	-1.20133333333333
C10orf11	0.0983333333333333
SLC35B4	-1.13166666666667
UGT3A2	-0.8105
ARNT2	0.2844
CBR1	-0.494375
ITPR3	-0.436166666666667
TRAPPC6B	-0.27
AMZ1	-1.0165
ARP11	1.405
WDSUB1	1.105
APBA1	0.373333333333333
RAB2A	0.4338
C6orf162	-0.105875
HPSE2	0.15825
PLCE1	-1.03275
INSL3	0.239
DLG1	-0.033
PTPLA	-2.97575
PIGX	-0.068
TFIP11	0.490166666666667
FIBIN	2.891
POLR2G	-0.511
GRAP2	-1.3763
DNAJB8	-0.04375
CNBP	0.695333333333333
WASF1	-1.122
INPP5E	-1.3439
HSPB1	1.050125
TMEM167	-0.5811
CUBN	0.0875
IGF1	2.8899375
ITPK1	0.5391
NAALAD2	-0.473125
G3BP1	-0.1234
NT5DC1	1.009
CYP39A1	1.9565
TMEM139	0.892833333333333
POLK	-0.3188
GLULD1	-0.6785
RBM15	-0.6445
AMZ2	-0.223
GDF15	-1.66483333333333
MESDC2	-0.25925
INCA	0.1965
ACY1L2	-2.716
GZMM	-0.137833333333333
PAIP1	-0.2375
CACNA2D1	0.035
STK32C	0.434666666666667
SH3BP4	1.34166666666667
DEC1	0.234
PADI1	-0.5745
UBB	0.5295
PON3	-1.4215
PROP1	0.323
ANKRD13B	-0.836
ADCK1	-0.02325
TCF25	0.36325
SLC38A5	-2.0375
CXorf26	-0.365666666666667
C19orf39	0.6435
PPP1R13B	0.90575
ARL2	-0.494
TCL6	0.0731666666666667
TOP3A	-0.7175
SLC16A14	0.9235
FXYD6	1.47783333333333
HIST1H4E	0.2865
BBC3	0.291368421052632
UNC5A	0.654333333333333
FAM86C	-0.3604
PI4KB	0.246625
B3GAT1	-3.108
SUSD2	1.245
OAZ2	0.0283333333333333
NOC4L	-0.61975
C10orf12	-0.0675
FADS1	-2.53833333333333
LOC144097	-0.79825
DKK2	1.1785
KIAA1949	0.176
RHOT1	-0.0522
OXT	0.710166666666667
GPR153	0.506
ARL4A	-1.25833333333333
SAAL1	-2.05575
CCDC64	-0.173
USE1	0.1045
HNMT	0.855
PCGF3	-0.02125
CYP2C19	-0.73275
C20orf4	0.561
CCDC11	1.6025
ACSBG2	-0.093
RWDD2A	0.18625
PALLD	2.324375
CPLX4	1.6535
LOC492311	0.8335
KPNA2	-1.841
MACROD1	0.0951
TMCO3	-0.645333333333333
C15orf52	0.812666666666667
BIRC5	-1.37533333333333
PRR16	0.0925
FAM63B	0.325625
KATNB1	-0.558666666666667
WNT8B	0.1375
CPLX3	0.365
GHR	1.3665
