Hybridization REF	TCGA-A2-A0EW-01A-21R-A115-07
ATAD2B	0.209625
ARHGAP17	-0.0381
KCNIP3	-0.699
SFPQ	0.06625
GFRA4	0.365
AKR1B10	-2.873375
TIGD6	0.542333333333333
RGS16	1.914
URB1	-0.598
OR4C46	-0.00933333333333335
TOP3B	-0.589
NFATC4	0.523
CA14	-4.45075
BMPR1A	-0.0853333333333333
SNRP70	-0.502875
PRL	0.438090909090909
C6orf130	-0.06025
STAG2	-0.102
CD55	-0.745357142857143
RPS23	0.731833333333333
SSX2	-1.7315
FDPSL2A	-0.4845
FBXO27	0.3505
SYNGR3	-1.32233333333333
TMSL3	2.012
EML1	-0.876
NUP93	-0.845166666666667
SMAD3	-0.726
KIAA1189	0.317166666666667
HNRPUL2	-0.216
TBC1D12	0.445166666666667
C16orf24	0.8655
MRVI1	1.61633333333333
ZNF581	0.2375
ELOVL3	0.5765
OR51Q1	0.748
CACNB3	0.5645
GALNT13	-0.8
C10orf84	1.0671875
NEDD4	0.0812
SPO11	-0.1165
OR5AU1	0.1945
NEK4	0.0831428571428572
PRKAR2A	-0.789666666666667
IHPK1	-0.381666666666667
ATP6V0B	0.553
CACNA1E	1.9295
CEACAM8	-0.0108333333333333
PEX14	0.2555
FLJ12993	0.816
ZBTB38	0.0970833333333333
PCTK2	0.834
LRRC16	0.6203
FBLIM1	0.719583333333333
FYCO1	1.40575
RP5-1022P6.2	0.17175
CMTM1	0.325666666666667
PLTP	1.219
RAPH1	0.827875
DOCK8	0.956
EZH2	-2.17986666666667
SLC25A1	-0.684666666666667
PLEKHB1	0.863
GRB7	1.0732
ZFP37	-0.3945
MRPL33	-0.12975
PELO	-0.681
ARMC1	-1.53445454545455
C9orf27	0.131
FLJ25778	0.156
C9orf37	-0.578333333333333
TMEM66	0.795
SPRN	0.140625
HBEGF	1.59925
PI4KA	-0.604
LEPRE1	-0.12125
POU2AF1	-1.42925
MRPL12	-0.649
REP15	-0.6965
ZC3H3	0.22725
RASAL1	-0.43
DDAH1	1.59975
ACBD5	-0.035875
TMC2	0.069
CCDC137	-1.143
SAMD13	0.239666666666667
UGT2B15	-3.76716666666667
TIPARP	1.964
DNASE1L3	3.11325
TRIM72	0.171333333333333
DBX2	1.5215
IPO8	-0.3625
C21orf88	-1.3862
MAP3K14	0.9135
LOC51233	0.562666666666667
GGTLA4	-0.24575
PDE6D	-0.0155
ZNF117	0.323
CLK2	-0.825
NKRF	-1.114
TNFSF15	-0.4167
DUSP2	1.345875
SECISBP2	-0.5759
GABRR2	-0.748
PPAP2C	2.60025
LOC51145	-0.103333333333333
PAG1	-0.149
PIK3C3	0.1295
GNG10	-0.2725
APOL4	0.578
ANKRD28	-0.97125
STMN3	-1.0316
RAB14	0.6766
CDK2AP2	0.02675
HDDC3	0.0528749999999999
COMMD7	0.611875
CXXC1	0.20025
HMCN1	0.3005
CD40	0.92275
DYNC1LI2	-0.0138125
GDI1	0.02
LOC646938	-0.43725
VSNL1	-1.69683333333333
PIH1D1	-0.205666666666667
RAET1G	-0.219
KRTAP5-9	-0.69
EFTUD2	-0.306
ZNF311	0.0511666666666667
ATP6V1G3	0.57375
OR2W3	0.80425
SCN4A	1.20175
MED10	-0.91525
FAM135A	-0.1223
ARHGAP4	-0.64825
EHMT2	-0.486375
UFD1L	-0.87975
ERMP1	-0.532
MAG1	-1.24033333333333
THAP8	-0.00750000000000001
HACE1	-0.381
FAM82C	0.297
C3orf20	0.028
UNC84A	-0.342166666666667
SCD5	0.335428571428571
LASS6	1.369625
LSG1	-0.47175
MAL	-3.88725
GPR22	-0.126
WDR5B	1.01475
ACTRT1	0.148
C17orf60	-0.130833333333333
GRIN2C	0.1851
ARMC8	-0.270833333333333
SLC47A1	-1.35883333333333
DMPK	0.10525
DHRS13	-0.330333333333333
SMC1A	-0.480333333333333
KRTAP17-1	0.98625
SMYD5	-0.54
TUSC2	0.615875
CRHR2	0.139
KIR3DL2	0.348
CCDC104	0.367
ATP2C1	0.217375
CROT	1.168
PABPC3	-0.769666666666667
EGR1	4.19366666666667
THSD1	1.127
KHK	-1.111
SLC12A2	1.9846875
CD58	-0.64475
STOX2	0.231
CCDC76	-0.8763
CCDC48	4.71875
DNAH1	0.341666666666667
ZIC4	-0.258375
OR1G1	-0.0945
PSMC6	-0.4195
PROKR1	0.8575
ABCB1	0.507125
TRAT1	-0.463
LLGL1	0.5535
MTF1	0.44225
USP54	0.387875
PAGE2B	-2.499
ITGB7	-3.32
CCDC81	-0.2345
LOC149837	0.21775
SCUBE1	0.308
ZSCAN10	1.394
HUWE1	0.0183571428571428
CDH17	0.6655
CD180	-0.00825
IL17A	0.008
TMPO	-2.027375
KIAA1524	-2.07866666666667
HDGFRP3	-0.0281666666666667
OXCT1	-1.19445454545455
RRAS2	-0.582
LTBP2	2.9269375
SV2B	3.11483333333333
CYP2A6	0.992625
PKD1L2	-0.6325
PPM1M	1.20675
FLJ22662	1.68616666666667
ZNF502	1.08525
GP6	-0.65525
CRYBA2	-1.488
LEF1	-2.329
CTPS	-2.28257142857143
EYA1	-2.52233333333333
EPS8L1	1.7255
MAPK14	-0.902666666666667
SERPINB2	-4.844
GTF2F2	-0.364333333333333
ZNHIT4	-0.356
PLA1A	0.80425
C20orf114	3.85325
HPR	-3.321
C18orf2	-3.78
SATB2	-2.123
KCNJ9	-0.035625
MGC157906	0.306
MOCS3	-0.3505
C17orf71	-0.605166666666667
PPHLN1	-0.0445
HIST1H2BN	-1.06725
RAPGEF1	0.176875
MAP3K8	1.39725
DLG4	1.0205
STC1	-0.135
CDGAP	1.6055
DDX26B	-1.1765
LOC150223	-2.01975
CPSF3	-0.901
TMEM14A	0.597
MYH3	-0.9305
GPKOW	0.0715
SULT1A1	0.232833333333333
SPON1	4.304
YY1AP1	-0.344333333333333
RAB23	0.00675
PLA2G4A	-2.5385
MAPRE3	-0.0895
ZNF516	1.01357142857143
GGPS1	0.6685
EXOC3L2	0.368375
C19orf42	0.6579
MAP2K2	0.278666666666667
HIST1H2BB	-1.39725
RNF19B	0.438333333333333
C6orf128	0.2135
TLR8	3.094
PCDHA9	0.344
CARS2	-0.275
CLUL1	3.07966666666667
RHAG	-4.19033333333333
UNK	-0.119
EXOC8	0.3765
C9orf95	0.45625
C14orf143	0.215
MAML3	0.43075
LDHA	-2.20875
MRPL20	0.365625
KLHDC6	1.35616666666667
ATP5S	-0.0396666666666667
C8orf55	0.41625
PHF19	-2.243375
KRTAP13-4	0.512
TTC5	-0.18375
XKR5	-0.4805
SILV	-4.0635
TEX28	-0.4245
TCTN1	0.998
CX40.1	-0.03075
PPP2R5C	-0.243375
C12orf30	-1.90566666666667
CAPG	2.38725
MPZL1	0.78675
ARSB	-0.930333333333333
TDH	-2.08875
WASF4	1.00575
TSSK3	-0.638333333333333
7A5	0.8265
CRISPLD1	3.165375
MAD1L1	-0.209666666666667
SPIN4	-0.527833333333333
AMPD1	0.2815
DPYSL5	-0.202
INPP1	0.567166666666667
ANKRD11	-1.1215
NPAS4	-0.238125
GCET2	0.4435
RNASE9	0.2465
GUCY2D	-0.0618333333333333
CCDC98	0.34175
FGF4	-0.150625
CPM	0.720166666666667
SLC26A4	-1.38016666666667
PLD5	0.5055
FAM59A	0.6682
FBXO5	-2.52055555555556
SIPA1L1	-0.125375
DPYS	1.94275
ATG4D	0.419
TGM3	0.5545
MTCH1	0.159625
HK1	0.196214285714286
CDC26	0.51075
GALNT12	-2.4305
LOC339229	-0.01525
MRPL35	-0.519625
ORC4L	-0.49175
TNKS	-0.646
C2orf24	0.554333333333333
ZNF553	0.1325
GGTLA1	3.3167
ZNF497	0.6135
CDY1B	-0.02025
SLC30A4	-0.408125
TUB	-0.00074999999999998
ARHGEF18	0.41
ARRB1	1.117
KCNK1	-1.1475
EREG	-3.3566
SCAMP5	0.0985
RUNDC3B	2.447
ADAMTS20	0.1385
IL17RB	0.996625
FLJ20323	-0.53275
MCAM	1.36325
POLR3E	-1.35558333333333
AQR	0.476666666666667
IPMK	0.016
CDCA7	-4.632
CAMP	1.80725
GRHL3	0.43425
ADAMTSL2	1.249
CLMN	2.54033333333333
SSTR3	0.5445
MAGEA5	-2.5915
OVOL2	4.03625
JMJD1B	0.15475
RBL2	0.293
PYGO2	0.5995
PPP1R10	0.432833333333333
CSE1L	-1.40466666666667
LCA5	1.72625
RDH16	0.07975
ASRGL1	-0.675375
TOM1	0.4345
PTX3	-3.15025
TTC15	0.69725
SCGB3A1	2.83883333333333
MRPL50	-1.358
RCAN3	0.094
SLC26A11	1.06375
STYX	-0.4575
CINP	-0.72625
MARCH7	0.0435
PFKM	-1.01033333333333
SGMS1	0.553666666666667
RIOK3	-0.4931
C1orf110	0.129
CES7	0.49675
LOC440248	-1.1575
PPP1R12C	0.763
C10orf27	0.2425
ATG9A	-0.11025
MRPS26	0.65125
TMEM40	1.8695
ELP3	-0.3614
ZNF787	1.2999
HIAT1	0.156625
C8orf34	3.43616666666667
MGC4655	0.3555
PELI1	0.776
PPT1	0.5778
SLC35C2	0.338166666666667
C6orf125	-0.6325
MUC4	-1.267
RFC4	-2.421
GNB2	0.8325
NUP50	-0.514857142857143
SULT4A1	-1.60583333333333
C7	4.681125
CCDC130	0.419166666666667
ARRDC4	1.119
RQCD1	-1.088
GLYCTK	-0.4015
AYTL2	-0.926727272727273
MTUS1	0.9965
LEMD3	-0.0693333333333333
PLEKHF2	1.67375
HOXA7	0.76175
GTF3C2	-1.1785
DYNLRB2	3.10025
CNOT10	-0.552
MR1	0.488333333333333
FFAR1	-0.09725
PRIC285	0.365
SLITRK6	0.99575
LIX1	-2.7401
UBE1L2	-1.00683333333333
F8	1.515
ACHE	0.293166666666667
KPNA5	0.43275
TNFRSF12A	-1.25233333333333
EGR3	3.119
SERPIND1	-3.72466666666667
OASL	1.13575
IFRD1	-1.75675
WDFY1	-0.525333333333333
ZNF267	-0.072125
ACCN5	-0.0025
ZBTB6	-0.44575
PPP1R3A	-0.069
PRRT3	1.568
FBXL19	-0.911
TXNIP	2.58357142857143
ACTN2	-0.07725
ATG9B	-0.495
C9orf117	0.5375
IL27	0.658
RPL36AL	0.4305
KLK15	-0.1205
CHAD	2.7765
RAP2B	-0.1975
HEBP2	2.19575
ZNF342	0.0835
CAMK2G	-0.316666666666667
TLR3	1.812
FGF14	1.8195
HMGB2	-1.0315
TRPM5	-0.334666666666667
OR5M11	0.2215
KIF3B	0.286210526315789
PRICKLE2	1.05275
MTMR9	-0.269
C3orf27	0.28075
GLRA3	0.207333333333333
NSDHL	-0.716166666666667
TMEM32	-0.1375
POLR2D	-0.8595
MYADML	0.206
C9orf114	-0.46675
MRGPRX1	-0.56
TOPORS	0.598
CLDN19	0.0205
C1QL4	0.301
RNF165	0.5975
DHRS9	0.702
DNAH2	-0.333
FXR1	-0.569
ZMYM3	-0.67525
CASP3	-0.1815
FAM120C	-0.121375
SCLY	-1.279
CA7	0.0215
ENTPD5	0.2895
ZNF461	-0.133625
PDIA5	0.37925
C1orf19	-0.468
TMEM67	-0.5335
KCTD20	-1.124
WDR47	0.761
FLJ38723	2.1935
KLRF1	0.526166666666667
TAS2R16	-0.144
CLDN12	0.49325
PRKCE	-0.09525
UBXD4	-1.002
ITGAM	2.44883333333333
GLT8D3	-0.550875
WDR31	-0.2263
RGS2	3.22825
OR51L1	-0.0155
MST1R	0.968
KIAA1737	1.555
OR4A5	0.0695
GLIS1	0.00283333333333333
PTMA	-0.120571428571429
NAPA	1.3725
PRDM11	0.30675
LIPF	0.464
DIRAS3	1.96275
ASGR2	-3.610125
C1QTNF4	2.12175
PIK3R4	0.256166666666667
ARMC3	1.6565
NDUFV3	-0.324666666666667
BTBD3	-0.3635
PPP1R2	0.455583333333333
UBE2NL	-0.53775
FOSL2	1.17964285714286
FAM119A	-1.33183333333333
TUBA4A	-0.9212
KRTAP12-1	0.18875
SFRS2	-0.8145
RHPN1	-0.1498
EEF2	0.294
ZDHHC11	-0.449
EPHA3	-0.7966
RBM12	-0.42825
H2AFJ	0.661
EDIL3	1.547
KIF26A	-0.5345
SERGEF	-0.257
B3GALT4	2.51425
LOC90925	0.203166666666667
OSCAR	0.230875
NPFF	0.274875
DEDD	0.063875
TMEM155	-0.98875
PTPN1	-0.59425
SCYL2	-0.249666666666667
SKAP1	1.5305
LEAP2	-1.45583333333333
GADD45G	3.1541
IFITM3	1.13325
PILRB	-0.905333333333333
SLU7	0.1530625
DSC3	1.44275
DNMT3L	-1.479
PAPD5	-0.610875
B3GNT3	-0.743833333333333
LHCGR	0.385
MSL-1	-0.4605
UBE2S	-1.8235
SAP130	-0.752
ANAPC11	0.408
MAGED4B	-2.195
ATP6V1B2	0.103
C14orf179	0.89325
CAPZA1	-0.2815
CDYL2	-0.152833333333333
GLRX3	-0.891666666666667
LOC136288	-0.86325
MOBKL1A	-0.2565
HTR2B	3.93825
CRYGD	0.3625
NUS1	-1.13583333333333
PGRMC1	-0.1765
MYOM2	1.6245
FLJ39653	-1.60583333333333
CHM	-0.1882
OR5M8	0.075
ZNF619	0.161
FAM105A	1.38575
CCNL1	-0.53
NAP1L3	0.76575
C10orf57	1.45983333333333
B3GALNT1	0.8155
CSN1S2A	-0.661
TCP10L	-0.41475
GDAP2	-0.226625
DMKN	-1.32016666666667
COX6B1	0.5705
DNASE2	1.1905
MSH5	-1.766
LGMN	0.2145
USP31	0.2018
OR13C8	1.031
SDCBP	0.8317
NUDT11	-2.00233333333333
PYGL	-0.371166666666667
SNPH	0.519833333333333
B3GNT4	-0.7615
MIZF	-1.0222
NUBPL	0.3905
NOD1	0.217666666666667
CDH22	1.571375
NUBP1	0.415
DSCAM	-3.38475
DGKI	0.8305
FAM136A	-1.18475
AKAP1	0.477666666666667
SLC16A6	-0.0315
RIN3	1.61875
PSG2	-0.155
DIP2B	-0.476083333333333
PSORS1C1	0.4027
KIAA0495	0.632
FLJ90709	-0.4045
LPA	-0.462333333333333
PIGA	-0.306833333333333
LY75	3.31133333333333
UTS2	-2.09966666666667
RREB1	0.356125
GALNACT-2	0.195
MGC3196	-0.898
FLJ31568	0.03625
LPHN1	-0.06
SP1	-0.00125000000000001
TOX4	0.432833333333333
HSPA9	-0.4776
APOBEC1	0.554
SLC35E4	-0.9285
LSM5	-1.08075
SURF1	0.9275
ZBTB1	0.04775
GTF2F1	0.37325
RPS15A	0.335357142857143
DUSP21	-0.512666666666667
GINS4	-3.092
MYO15A	0.741333333333333
GIMAP7	4.3485
MGC13379	0.639
ATP6V1E2	-0.677
UTP3	0.16525
HNRPA3	-0.48825
MT4	1.037
C14orf155	0.078
U1SNRNPBP	0.6615
CKLF	-1.02216666666667
PLEKHN1	-1.1015
MBNL1	0.321
NUP160	-1.17775
ACSM2A	-1.2395
LOC129881	1.074
KIAA1529	-0.099
FLJ22639	-2.41975
HAND1	-1.155
GSX1	0.0045
FGA	-4.329125
SERPINB1	0.22375
ZNF642	-0.007
IGFBP1	-7.4555
SLC1A1	-0.1485
DHX57	-0.342875
ZNF766	0.1395
PTPN21	0.1898
GDPD3	-1.38216666666667
PNPLA5	0.026
TBR1	-0.143
FAM116A	0.386
IQGAP1	0.93775
FOS	4.16975
ZNF226	0.8415
FIGNL1	-1.17716666666667
C14orf1	0.4235
ZMYND17	-0.1655
PUS7	-1.24266666666667
TUBB6	-0.641125
KCNQ2	-1.49925
MARCH6	-0.4325
CCDC33	-0.0035
PRODH	0.21775
RBM11	1.91325
EPHA6	0.2305
SLC43A1	-0.7975
LOC196541	0.548875
NTN1	1.40733333333333
ING4	0.7835
PCDHB10	1.92075
DPH2	-0.698166666666667
SPACA4	0.34975
FBXL21	-4.4575
DIAPH1	-0.6615
ZNF71	0.652666666666667
CEP76	-0.6935
CORO1A	0.354
RRM2	-3.588625
EDG4	0.745
OS9	0.643833333333333
SLC4A1AP	-0.46825
COG5	-0.8255
COPS8	0.464
NGLY1	-0.30825
NCBP2	-0.55775
C17orf42	-0.478666666666667
GPSM3	1.50175
SIL1	1.18016666666667
ASB6	-0.25475
SMAD5OS	0.501666666666667
UNC93A	-3.28175
A1BG	0.712
C21orf62	0.361
FMO5	0.0650833333333333
ATRIP	0.560833333333333
CEBPG	-0.0525
C7orf38	0.00566666666666667
TNFRSF1B	1.61766666666667
CLEC1A	2.2635
IQSEC1	0.575375
PATZ1	1.1531
RBM22	-0.10475
BAG2	-2.31016666666667
PAQR5	-2.397
C9orf127	1.2042
THNSL1	-0.19175
SHROOM3	2.4989
JAM2	1.82375
SNRPN	-0.9725
ALX4	0.145
CACNA1S	-0.429
FAM130A1	0.86025
CORIN	1.5855
CD300LB	0.7415
PLEKHG6	0.71
LRRC40	-0.89275
PCLKC	-0.833
PCDHB16	1.885
WNT2B	0.357333333333333
ASNS	-2.48033333333333
MRPL49	0.03125
FLJ46111	-1.13375
ISG20	-0.23525
SMU1	-0.00816666666666667
CASZ1	1.0915
POLR1D	-0.196416666666667
GIN1	-0.3225
SNAG1	0.439333333333333
ANKRD29	-0.42875
CDKN2AIP	-0.39525
KRR1	-0.1035
CXCL1	-2.2725
EPM2A	0.0132
PC	0.516333333333333
DEFB127	-1.0685
PDZRN4	2.3305
FAH	1.47975
OR51E1	1.707
CDC2L6	-0.296833333333333
DNTTIP1	-0.31725
PAX8	-0.8945
TMEM116	0.57925
C1orf150	0.43
PRO2012	0.019
MRPL40	-0.763333333333333
BEX1	-2.492
SLC2A4	0.9575
PKMYT1	-1.91825
FEZF2	0.112333333333333
SLC26A9	-1.342
MAP2	0.548416666666667
LYL1	-0.394
SLC25A19	-1.04933333333333
NOS3	0.1805
ZNF34	0.857333333333333
TMPRSS11F	-0.22625
FAM43A	0.462
FCRL4	1.56566666666667
KLF14	-0.1405
FLRT2	0.700333333333333
WRN	-1.57175
SDF2	0.6939
KRT8P12	-0.67125
C6orf195	0.5175
C9orf125	-0.2645
DZIP3	-0.808375
RIT1	0.16375
SCML1	-1.27566666666667
RHBDF2	0.029375
OR2G3	0.9475
REXO1L1	-0.1065
MAP3K7IP3	-0.216625
C3orf57	-4.859
FBXW11	-1.21366666666667
ETAA1	-0.68275
C14orf131	-0.3213
AKT1S1	0.11675
SLC12A5	-0.644375
C9orf164	1.358
NRIP3	-0.07425
NOS1AP	-0.1965
TMEM121	0.22525
SAP30BP	0.0121
DGCR6	0.86975
WDR76	-2.72875
FAM82B	-0.5925
LOC606495	0.0685
MAP9	1.1175
BCDIN3D	1.19225
CXorf36	3.61333333333333
DSCR3	-0.4749
ZFAND3	0.292875
C7orf43	0.0558333333333333
SPSB3	1.133
C19orf19	0.27075
FAM133A	-1.141375
C12orf25	0.296
SLC39A3	-0.167
DISP2	0.6585
PI4KAP2	-1.9815
MKRN3	-2.94066666666667
ADAMTS13	-0.7265
CBLN3	0.166
TTYH1	0.364
C3orf18	0.97575
FLJ13236	0.35075
ZMYND12	3.14825
C18orf25	0.0825
GLB1L3	-0.9235
ATP13A5	1.6015
RANBP10	0.20225
CD96	-0.6921
DENND1C	0.45025
RBMS3	1.9561
SLC41A3	0.912833333333333
DGCR6L	0.97
TMEM128	0.848833333333333
CSNK1G3	-0.196642857142857
MOBKL2C	1.387375
TSPAN6	0.1625
MATN2	0.9689
MSL2L1	-0.3895
ST6GALNAC2	0.623
FGFBP2	2.027
FGL1	-5.83616666666667
MPP3	-0.712833333333333
ARHGEF6	1.59116666666667
TGFBR2	1.53125
ACMSD	1.72375
IL33	4.96625
C9orf5	0.110916666666667
DEAF1	0.8082
AMN	0.2595
DEFA6	-0.191125
RNF212	1.00675
METT5D1	0.158166666666667
CIB1	1.0697
TSSK1B	0.13025
KIAA1727	0.37975
ZNF680	0.73775
LOC399900	-1.2835
LOC152217	0.1955
CTNNAL1	-2.054
CIT	-1.74975
TLE6	0.294
ZNF607	-0.46775
HERC4	-1.65516666666667
DRAP1	-0.455
PEMT	0.73325
C10orf111	-0.029
ZNF575	2.150875
KCTD7	-0.44325
MYO1F	0.86775
LOC285382	0.44125
RAB11A	1.0666
PLCD3	-0.26275
C15orf28	-0.046
PTBP2	-0.176625
CTB-1048E9.5	-0.48175
C19orf60	-0.0848333333333333
C7orf25	-0.189833333333333
SETD7	1.057
HOXB9	-4.278
VANGL1	-0.9015625
CHAF1B	-1.9725
NDUFA3	0.543
KIAA1328	0.0266666666666667
SHARPIN	0.252125
TTC23	-0.058
UGP2	0.726
ANKIB1	-0.4938
CIRBP	2.34171428571429
SEC14L4	-2.43616666666667
OVCH1	-0.454833333333333
VPS52	-0.1085
FAT	-0.6415
M6PRBP1	-0.118
GPRIN3	0.226
PPM1F	-0.474666666666667
TSR1	-0.97675
CCDC85A	2.95475
PCSK5	2.45575
ZFHX3	0.3595
HEMK1	-0.5328
PGBD2	-0.08425
RSRC2	-0.211666666666667
AURKC	-0.457833333333333
SCRIB	-0.4255
ORM2	-4.1625
FAM115A	-0.194
FZD6	-0.29875
UNC119	0.658333333333333
GPX3	1.3588
NOV	1.415875
CABC1	0.307625
CDC42SE2	0.34425
EIF2S2	-0.8332
RNF130	1.44975
CKAP5	-1.10683333333333
RP11-413M3.2	0.976125
C10orf18	-0.1235
TMEM93	-0.17375
DYX1C1	1.6175
KCNMB2	-0.969125
ANK3	1.12
KRT5	1.8973
CDH12	-0.3865
QRSL1	-0.312125
JUB	-1.4315
SHC4	-1.324875
CCL15	2.15983333333333
CCDC22	0.6895
SNX24	-0.77675
RARS	-0.39625
MORC2	-0.059
FAM48A	-0.06325
MT1H	0.525
PPP1R14C	-1.37333333333333
FOXD1	-1.64835714285714
C1orf213	-1.061
AMT	-1.2569
DSN1	-2.092
PTPLAD2	3.138
DIS3L	-0.0985
RASL11A	2.5145
GPRC5B	0.9575
FRMD7	0.3865
STRN4	0.1765
KITLG	1.81559090909091
HDGF	-1.62325
OR1S1	-0.1865
SETX	-0.4603
DDR2	1.543125
KCTD12	2.69975
LYZL2	-0.3315
WDR52	-0.154
TMEM2	0.00900000000000001
ZNF579	2.095
LOC200810	0.052
TNFSF9	-1.176
PPFIA4	-3.81225
CNIH3	0.66
MAP4K4	-1.25978571428571
ROD1	-0.416428571428571
ALS2CR12	-0.97
DOCK3	-0.8385
PAQR9	-4.59325
ASB17	-0.00633333333333333
STX16	-1.79175
FEZ2	0.361333333333333
DLAT	-1.24633333333333
KIF21B	-0.959666666666667
CDC5L	-0.53125
TMEM119	2.72366666666667
CRIP3	-1.28425
TPSD1	0.313
TEPP	0.40825
GNGT2	1.05975
C21orf121	1.34025
WNK1	-0.279833333333333
FLJ10490	1.4362
OR51B5	-2.183
LOC203547	-1.08125
HAS1	-0.266
PPA1	-0.553
ST7	0.049
C11orf46	0.492
POPDC3	-3.03233333333333
ACOX2	3.52433333333333
ATCAY	-0.612083333333333
TM4SF19	-0.96075
MFSD9	-0.470333333333333
PDHB	0.52175
ERN1	0.08875
LCE3C	-0.00750000000000001
GPR111	-0.4115
NOTCH3	2.277
ADAMTS5	3.71375
B3GALT1	-1.0685
UGCGL1	-1.277
FAM58A	0.05
FBXO32	2.23125
CLPP	-0.285
NXPH1	4.59825
MTMR3	0.901
ATP1B3	-0.96525
TMEM16A	4.649
HIST1H3F	-0.503833333333333
TRIM25	-0.8635
SDCBP2	1.495
CRKL	-0.748875
HOXB2	0.321166666666667
ANP32B	-1.239375
GATM	3.688
AP4E1	-0.23425
EDG5	0.334
CDKN3	-2.98883333333333
CDH4	-2.20025
PGD	-0.133833333333333
RND1	1.795
GAD1	-0.7161
MPG	0.542625
LOC440350	-0.696
ZNF133	0.0455
SERPINB12	0.323
AMELY	-0.0696666666666667
DHX36	-0.508
TNFAIP8L2	2.70566666666667
PHTF2	-0.719222222222222
CCDC112	-0.852
IQCC	-0.607
HEYL	3.60166666666667
FTSJ2	-0.629
APPL1	0.32525
RAB43	0.683214285714286
OR10G2	0.2795
WAC	0.579166666666667
ADCY9	0.224
RUNDC2B	0.0865
PYCRL	-0.0261
AGPAT7	-0.490333333333333
SLC22A9	-1.05233333333333
CDKAL1	-0.031
PDYN	-0.689666666666667
C20orf74	0.756
MTMR11	0.651
VAV3	3.74641666666667
DAPL1	0.37175
STXBP3	0.35625
EIF3G	0.41975
ARHGAP22	0.534
NPFFR1	0.3385
NPC1	-0.486333333333333
ALDH9A1	0.498666666666667
ZNF600	-0.073125
ZNF678	0.377666666666667
RASSF1	0.207
ADD2	-2.361875
PITPNB	-0.40825
PKD2L2	0.085625
LRP11	-1.13775
CDKL1	0.324
SMEK2	0.1855
PRODH2	-3.02133333333333
C11orf54	-0.0775
SFRS11	-0.2015
IL7	0.161
ALS2CR16	1.25175
BTG3	-1.22233333333333
PAK2	-0.672777777777778
RP11-679B17.1	-0.077
GATA4	-2.054
ATP2B1	-0.99875
LOC130940	1.146
C1orf172	2.459
ATF7IP2	-0.899
SLC25A43	-0.498333333333333
CENTG3	0.189
IGF2BP1	-4.0554
FCHSD1	0.2405
CAMK2N2	2.678
ELAVL3	-0.3729
NBPF15	-0.356
UBE2J2	0.42475
GNL2	-0.747
PRR3	-0.3761
NLF2	1.872
OR4F6	-0.331
KLHL24	0.8055
CCDC88A	-1.6849
SGPP1	-0.2235
C10orf11	1.43216666666667
SLC35B4	-1.3215
UGT3A2	-1.2895
ARNT2	1.1556
CBR1	-0.84775
ITPR3	-0.801666666666667
TRAPPC6B	-0.1794
AMZ1	-1.48
ARP11	0.80825
WDSUB1	0.09075
APBA1	0.836166666666667
RAB2A	0.8191
C6orf162	0.297125
HPSE2	1.2685
PLCE1	0.60775
INSL3	1.389
DLG1	-0.3504
PTPLA	-3.1445
PIGX	0.058125
TFIP11	0.119666666666667
FIBIN	3.6675
POLR2G	-0.6305
GRAP2	-1.9707
DNAJB8	-0.04375
CNBP	0.939
WASF1	-2.04175
INPP5E	-1.0142
HSPB1	-0.414375
TMEM167	-0.4411
CUBN	0.2025
IGF1	5.209
ITPK1	0.6666
NAALAD2	-0.913
G3BP1	-0.268
NT5DC1	0.642625
CYP39A1	0.5225
TMEM139	0.909666666666667
POLK	-0.6358
GLULD1	-1.73525
RBM15	-0.815666666666667
AMZ2	-0.2275
GDF15	-1.9695
MESDC2	-0.388
INCA	0.5765
ACY1L2	-1.554
GZMM	0.281
PAIP1	0.002
CACNA2D1	0.6465
STK32C	0.132833333333333
SH3BP4	1.39316666666667
DEC1	0.549
PADI1	0.5525
UBB	0.798
PON3	-1.0485
PROP1	0.688
ANKRD13B	-0.6975
ADCK1	-0.219
TCF25	0.0966666666666667
SLC38A5	-2.07725
CXorf26	-0.0175
C19orf39	0.24025
PPP1R13B	0.5625
ARL2	-0.296
TCL6	0.0234166666666667
TOP3A	-0.6
SLC16A14	1.0075
FXYD6	2.07683333333333
HIST1H4E	-0.0507500000000001
BBC3	0.573210526315789
UNC5A	0.620666666666667
FAM86C	-0.3427
PI4KB	0.394875
B3GAT1	-2.407
SUSD2	1.67683333333333
OAZ2	0.318833333333333
NOC4L	0.04425
C10orf12	-0.8475
FADS1	-2.8185
LOC144097	-0.6285
DKK2	2.2125
KIAA1949	0.22375
RHOT1	0.5957
OXT	1.46683333333333
GPR153	2.5095
ARL4A	-0.874166666666667
SAAL1	-1.21175
CCDC64	-0.3565
USE1	-0.338
HNMT	1.3705
PCGF3	0.2666875
CYP2C19	0.0745
C20orf4	0.376
CCDC11	1.2195
ACSBG2	0.29925
RWDD2A	0.38225
PALLD	2.435
CPLX4	-0.729
LOC492311	1.472
KPNA2	-2.23866666666667
MACROD1	-0.0762
TMCO3	-0.311
C15orf52	0.800333333333333
BIRC5	-2.50986666666667
PRR16	1.05116666666667
FAM63B	0.162875
KATNB1	-0.529833333333333
WNT8B	-0.2085
CPLX3	0.43525
GHR	3.24325
CCDC124	-0.26625
BCLAF1	-0.37375
GOLGA3	0.5898
CLEC4E	4.55033333333333
