Hybridization REF	TCGA-B6-A0RM-01A-11R-A084-07
RY1	-0.173166666666667
ATAD2B	0.512
ARHGAP17	0.7802
KCNIP3	-0.65175
SFPQ	0.330875
GFRA4	0.169666666666667
AKR1B10	-2.613875
TIGD6	1.47983333333333
RGS16	1.3265
URB1	-0.141333333333333
OR4C46	0.239333333333333
TOP3B	-1.19225
NFATC4	0.945
CA14	-3.9685
BMPR1A	0.407166666666667
SNRP70	-0.926875
PRL	-0.01675
C6orf130	0.08125
STAG2	0.6605
CD55	-1.10792857142857
RPS23	0.774333333333333
SSX2	-1.07566666666667
FDPSL2A	-1.4725
FBXO27	0.764125
SYNGR3	-1.32966666666667
TMSL3	0.98025
EML1	-2.3445
NUP93	-1.50975
SMAD3	0.9499
KIAA1189	-0.0948333333333333
HNRPUL2	0.774833333333333
TBC1D12	1.2695
C16orf24	1.85675
MRVI1	0.4145
ZNF581	-0.567666666666667
ELOVL3	-0.7635
OR51Q1	-0.349
CACNB3	0.542
GALNT13	-1.491625
C10orf84	1.374
NEDD4	0.0379
SPO11	0.353
OR5AU1	-0.0795
NEK4	0.676071428571429
PRKAR2A	-0.2375
IHPK1	-0.304666666666667
ATP6V0B	0.56475
CACNA1E	0.5485
CEACAM8	-0.357
PEX14	0.0785
FLJ12993	5.3355
ZBTB38	0.05175
PCTK2	1.1135
LRRC16	0.5393
FBLIM1	-1.17441666666667
FYCO1	1.4365
RP5-1022P6.2	-0.603583333333333
CMTM1	0.256333333333333
PLTP	-1.54616666666667
RAPH1	1.0505
DOCK8	-0.059
EZH2	-1.3986
SLC25A1	-1.1255
PLEKHB1	-0.9435
GRB7	1.2285
ZFP37	-0.888
MRPL33	-0.40375
PELO	-1.05425
ARMC1	1.09927272727273
C9orf27	-0.166875
FLJ25778	0.2205
C9orf37	-0.5655
TMEM66	0.40425
SPRN	-0.104125
HBEGF	-0.020875
PI4KA	-0.4905
LEPRE1	-1.83925
POU2AF1	-4.105
MRPL12	-0.724
REP15	-0.316
ZC3H3	0.96625
RASAL1	-2.0385
DDAH1	1.65775
ACBD5	0.870625
TMC2	0.355
CCDC137	-0.69075
SAMD13	-1.356
UGT2B15	3.19333333333333
TIPARP	-0.07075
DNASE1L3	-0.23725
TRIM72	0.817666666666667
DBX2	0.74525
IPO8	0.459
C21orf88	-1.618
MAP3K14	-0.00574999999999999
LOC51233	0.358166666666667
GGTLA4	-1.72
PDE6D	-0.561
ZNF117	0.633
CLK2	-0.771125
NKRF	-0.7315
TNFSF15	1.1155
DUSP2	-1.084
SECISBP2	1.0286
GABRR2	-1.338
PPAP2C	1.9775
LOC51145	-0.00583333333333334
PAG1	-0.374
PIK3C3	-0.2755
GNG10	-0.181
APOL4	0.0441666666666667
ANKRD28	-0.219375
STMN3	-0.5286
RAB14	1.0444
CDK2AP2	-1.38575
HDDC3	0.26725
COMMD7	0.60725
CXXC1	-0.56075
HMCN1	-1.23783333333333
CD40	-1.01825
DYNC1LI2	-0.151875
GDI1	-0.0075
LOC646938	-0.401
VSNL1	-5.144
PIH1D1	-0.057
RAET1G	0.725
KRTAP5-9	0.2335
EFTUD2	-0.63825
ZNF311	0.656833333333333
ATP6V1G3	0.37275
OR2W3	-0.549
SCN4A	0.935
MED10	-1.206375
FAM135A	-1.3508
ARHGAP4	-1.66975
EHMT2	-0.46
UFD1L	-0.83075
ERMP1	1.01125
MAG1	-1.04666666666667
THAP8	0.4955
HACE1	-0.155833333333333
FAM82C	0.829833333333333
C3orf20	0.2735
UNC84A	-0.128833333333333
SCD5	-0.788076923076923
LASS6	2.47
LSG1	0.422166666666667
MAL	-5.353
GPR22	-0.4495
WDR5B	1.3245
ACTRT1	2.5725
C17orf60	-0.895833333333333
GRIN2C	-0.3634
ARMC8	-0.2875
SLC47A1	0.642333333333333
DMPK	0.66975
DHRS13	0.585666666666667
SMC1A	-0.330333333333333
KRTAP17-1	0.86
SMYD5	-0.7125
TUSC2	0.490625
CRHR2	0.649
KIR3DL2	-0.187
CCDC104	0.04575
ATP2C1	0.7795
CROT	0.74075
PABPC3	1.21066666666667
EGR1	-1.66316666666667
THSD1	0.70625
KHK	-0.96725
SLC12A2	0.3095625
CD58	-1.77625
STOX2	-1.0565
CCDC76	0.1633
CCDC48	3.043
DNAH1	-0.071
ZIC4	-0.564875
OR1G1	-0.016
PSMC6	-0.223333333333333
PROKR1	0.0895
ABCB1	-2.283125
TRAT1	-1.254
LLGL1	-0.079
MTF1	1.151
USP54	0.44775
PAGE2B	-1.5305
ITGB7	-3.7465
CCDC81	-0.382
LOC149837	0.1685
SCUBE1	2.5125
ZSCAN10	0.2615
HUWE1	0.1825
CDH17	-0.363
CD180	-0.33175
IL17A	0.30275
TMPO	-1.040125
KIAA1524	-1.59166666666667
HDGFRP3	0.603833333333333
OXCT1	-1.12181818181818
RRAS2	-0.783
LTBP2	2.3583125
SV2B	1.1255
CYP2A6	0.127375
PKD1L2	-0.946666666666667
PPM1M	-0.2415
FLJ22662	1.83633333333333
ZNF502	1.60325
GP6	-0.66425
CRYBA2	-0.9755
LEF1	-2.7117
CTPS	-1.88885714285714
EYA1	-1.817
EPS8L1	1.565
MAPK14	-0.733916666666667
SERPINB2	-5.469125
GTF2F2	-0.425666666666667
ZNHIT4	-0.4275
PLA1A	0.679
C20orf114	4.221
HPR	-4.606
C18orf2	-2.69633333333333
SATB2	-2.55925
KCNJ9	-0.16225
MGC157906	0.2705
MOCS3	-0.1745
C17orf71	-0.425666666666667
PPHLN1	-0.0698
HIST1H2BN	-1.259875
RAPGEF1	-0.5905
MAP3K8	1.42825
DLG4	-0.158333333333333
STC1	-2.37391666666667
CDGAP	-0.35775
DDX26B	-2.37575
LOC150223	-1.18675
CPSF3	-0.861333333333333
TMEM14A	-0.568
MYH3	3.255
GPKOW	0.058
SULT1A1	0.631333333333333
SPON1	2.4399
YY1AP1	-0.3015
RAB23	-0.20175
PLA2G4A	-4.9805
MAPRE3	-0.69725
ZNF516	0.971285714285714
GGPS1	0.65125
EXOC3L2	-0.3
C19orf42	0.6329
MAP2K2	-0.331333333333333
HIST1H2BB	-0.65425
RNF19B	1.1145
C6orf128	-0.689166666666667
TLR8	1.67175
PCDHA9	1.32
CARS2	0.794875
CLUL1	1.96266666666667
RHAG	-4.09166666666667
UNK	-0.121
EXOC8	0.4144
C9orf95	1.00125
C14orf143	0.065
MAML3	0.075625
LDHA	-1.82725
MRPL20	0.371875
KLHDC6	3.228
ATP5S	0.1955
C8orf55	0.992
PHF19	-2.416125
KRTAP13-4	0.274
TTC5	-0.097
XKR5	-0.38325
SILV	-4.71466666666667
TEX28	0.0435
TCTN1	1.13725
CX40.1	0.05375
PPP2R5C	-0.15725
C12orf30	-0.878166666666667
CAPG	1.999
MPZL1	0.11635
ARSB	-2.16833333333333
TDH	-0.34
WASF4	1.0795
TSSK3	-0.7775
7A5	1.467
CRISPLD1	3.943125
MAD1L1	-0.805
SPIN4	0.0356666666666667
AMPD1	5.8195
DPYSL5	0.0415
INPP1	-1.67733333333333
ANKRD11	-0.931722222222222
NPAS4	-0.12725
GCET2	-0.0794
RNASE9	-0.04
GUCY2D	0.112
CCDC98	-0.06
FGF4	-0.656
CPM	0.9065
SLC26A4	-0.906666666666667
PLD5	0.382
FAM59A	2.1961
FBXO5	-1.41777777777778
SIPA1L1	0.149
DPYS	0.11
ATG4D	-0.26525
TGM3	0.548
MTCH1	-0.28925
HK1	0.412285714285714
CDC26	-0.019875
GALNT12	-3.6275
LOC339229	0.20175
MRPL35	-0.34075
ORC4L	0.4115
TNKS	-0.532285714285714
C2orf24	0.637
ZNF553	1.21983333333333
GGTLA1	2.1735
ZNF497	0.062
CDY1B	0.1395
SLC30A4	0.250625
TUB	-0.41475
ARHGEF18	-0.16625
ARRB1	0.69
KCNK1	0.154875
EREG	-2.1553
SCAMP5	-1.62075
RUNDC3B	-0.0895
ADAMTS20	-0.20525
IL17RB	1.6035
FLJ20323	-0.77375
MCAM	-0.993625
POLR3E	-0.3955
AQR	0.335166666666667
IPMK	0.415
CDCA7	-3.568125
CAMP	1.18575
GRHL3	1.1125
ADAMTSL2	1.00916666666667
CLMN	2.09116666666667
SSTR3	0.1355
MAGEA5	-1.9775
OVOL2	4.144
JMJD1B	0.64575
RBL2	1.2571
PYGO2	0.58825
PPP1R10	0.273166666666667
CSE1L	-1.29716666666667
LCA5	1.0915
RDH16	2.851
ASRGL1	-0.329
TOM1	0.371833333333333
PTX3	-6.7325
TTC15	0.6435
SCGB3A1	2.162
MRPL50	-1.347
RCAN3	0.695875
SLC26A11	0.86325
STYX	-0.524
CINP	-0.757
MARCH7	-0.0905
PFKM	0.734666666666667
SGMS1	-1.4455
RIOK3	0.00389999999999997
C1orf110	0.057
CES7	-0.1475
LOC440248	-0.93
PPP1R12C	-0.53575
C10orf27	0.3195
ATG9A	-0.7845
MRPS26	0.665375
TMEM40	-0.4725
ELP3	-0.9938
ZNF787	0.1394
HIAT1	0.287
C8orf34	0.570833333333333
MGC4655	-1.0458
PELI1	-0.487666666666667
PPT1	1.7187
SLC35C2	-0.6155
C6orf125	0.22125
MUC4	-1.30333333333333
RFC4	-1.96657142857143
GNB2	-0.208
NUP50	7.14285714285794e-05
SULT4A1	-0.7495
C7	1.24
CCDC130	0.1485
ARRDC4	-1.027
RQCD1	-0.72625
GLYCTK	-1.62175
AYTL2	0.154181818181818
MTUS1	0.7573
LEMD3	0.189
PLEKHF2	3.54875
HOXA7	0.34125
GTF3C2	-1.66
DYNLRB2	4.204
CNOT10	-0.1635
MR1	-0.745
FFAR1	0.19275
PRIC285	-0.04175
SLITRK6	1.54625
LIX1	-1.7567
UBE1L2	-0.187416666666667
F8	1.071125
ACHE	0.822666666666667
KPNA5	-0.0505
TNFRSF12A	-1.97683333333333
EGR3	-1.979
SERPIND1	-3.23533333333333
OASL	0.61875
IFRD1	-1.373875
WDFY1	0.185666666666667
ZNF267	0.1315
ACCN5	0.0335
ZBTB6	0.2505
PPP1R3A	3.003
PRRT3	3.11975
FBXL19	-0.3565
TXNIP	-0.0914285714285714
ACTN2	7.58325
ATG9B	-0.410625
C9orf117	0.55075
IL27	-0.1435
RPL36AL	-0.320166666666667
KLK15	0.12425
CHAD	2.8305
RAP2B	-1.1526
HEBP2	1.322
ZNF342	0.0855
CAMK2G	-0.495833333333333
TLR3	0.2135
FGF14	1.14625
HMGB2	-0.271625
TRPM5	-0.0125
OR5M11	0.0145
KIF3B	0.38821052631579
PRICKLE2	-0.4505
MTMR9	-0.162125
C3orf27	0.14375
GLRA3	1.76316666666667
NSDHL	-0.813166666666667
TMEM32	-0.96925
POLR2D	-0.899833333333333
MYADML	0.1875
C9orf114	-0.50375
MRGPRX1	0.999
TOPORS	0.6835
CLDN19	-1.5135
C1QL4	0.2195
RNF165	-1.751
DHRS9	0.33425
DNAH2	0.0691666666666667
FXR1	-0.4225
ZMYM3	-1.2045
CASP3	-0.385166666666667
FAM120C	-0.309375
SCLY	-1.09325
CA7	-0.108
ENTPD5	0.814166666666667
ZNF461	0.09225
PDIA5	-1.57325
C1orf19	-0.955
TMEM67	0.4005
KCTD20	-0.8755
WDR47	0.747
FLJ38723	0.4695
KLRF1	1.45216666666667
TAS2R16	0.1895
CLDN12	0.42
PRKCE	0.378
UBXD4	-0.787
ITGAM	1.7545
GLT8D3	-0.595875
WDR31	1.5512
RGS2	-0.76675
OR51L1	0.4625
MST1R	0.08575
KIAA1737	2.033
OR4A5	0.3155
GLIS1	-2.373
PTMA	0.692
NAPA	1.43775
PRDM11	0.445
LIPF	0.033
DIRAS3	-0.22475
ASGR2	-4.362125
C1QTNF4	0.64325
PIK3R4	0.368166666666667
ARMC3	1.33525
NDUFV3	-0.556333333333333
BTBD3	-0.582333333333333
PPP1R2	0.386
UBE2NL	-0.14575
FOSL2	0.671571428571429
FAM119A	-1.66066666666667
TUBA4A	-0.4074
KRTAP12-1	-0.06675
SFRS2	-0.456
RHPN1	0.4843
EEF2	0.213
ZDHHC11	0.311
EPHA3	-0.0671
RBM12	-0.1535
H2AFJ	1.447
EDIL3	3.2285
KIF26A	-2.118
SERGEF	0.11975
B3GALT4	1.96575
LOC90925	0.081
OSCAR	-0.059375
NPFF	-0.890125
DEDD	0.129
TMEM155	-1.02725
PTPN1	1.4955
SCYL2	0.123166666666667
SKAP1	0.03225
LEAP2	-1.94733333333333
GADD45G	2.1994
IFITM3	0.7145
PILRB	-0.469166666666667
SLU7	0.1315
DSC3	-0.41575
DNMT3L	-1.459
PAPD5	1.260875
B3GNT3	-2.54416666666667
LHCGR	0.7135
MSL-1	0.1045
UBE2S	-2.052
SAP130	-0.78475
ANAPC11	0.285
MAGED4B	-3.111
ATP6V1B2	-0.801833333333333
C14orf179	1.061625
CAPZA1	-0.287
CDYL2	-0.3025
GLRX3	-1.13266666666667
LOC136288	-0.5065
MOBKL1A	0.193
HTR2B	1.197
CRYGD	0.246666666666667
NUS1	-0.904
PGRMC1	-0.3685
MYOM2	4.13575
FLJ39653	-1.30066666666667
CHM	0.3187
OR5M8	0.0155
ZNF619	-0.087
FAM105A	1.54875
CCNL1	-0.775
NAP1L3	-1.11675
C10orf57	2.18583333333333
B3GALNT1	0.786
CSN1S2A	-0.168
TCP10L	1.26675
GDAP2	-0.203
DMKN	-1.29416666666667
COX6B1	-0.30225
DNASE2	0.804166666666667
MSH5	-1.96775
LGMN	-0.96675
USP31	1.1964
OR13C8	0.6785
SDCBP	-0.4776
NUDT11	-3.03616666666667
PYGL	0.569
SNPH	-1.95783333333333
B3GNT4	-1.6845
MIZF	-0.4732
NUBPL	-0.475375
NOD1	-0.779666666666667
CDH22	0.1645
NUBP1	1.07283333333333
DSCAM	-4.04225
DGKI	-0.799
FAM136A	-0.89075
AKAP1	1.06533333333333
SLC16A6	2.0435
RIN3	-1.1765
PSG2	-0.13
DIP2B	-0.0886666666666666
PSORS1C1	1.5489
KIAA0495	-0.0565
FLJ90709	-0.2505
LPA	-0.290666666666667
PIGA	-0.644166666666667
LY75	0.540333333333333
UTS2	-6.18383333333333
RREB1	0.070125
GALNACT-2	0.4778
MGC3196	-0.6275
FLJ31568	-1.2475
LPHN1	0.379875
SP1	0.7505
TOX4	0.6505
HSPA9	0.6496
APOBEC1	-0.3795
SLC35E4	-0.9615
LSM5	-1.22125
SURF1	0.46475
ZBTB1	0.721833333333333
GTF2F1	-0.3015
RPS15A	-0.0341428571428571
DUSP21	-0.477333333333333
GINS4	-2.23766666666667
MYO15A	0.268833333333333
GIMAP7	2.12975
MGC13379	0.95025
ATP6V1E2	-0.621333333333333
UTP3	0.16
HNRPA3	-0.3265625
MT4	-0.439
C14orf155	0.09875
U1SNRNPBP	0.358
CKLF	-1.35433333333333
PLEKHN1	-1.1325
MBNL1	-0.164
NUP160	-1.2335
ACSM2A	-1.4605
LOC129881	0.5105
KIAA1529	1.34175
FLJ22639	-1.4715
HAND1	-1.763
GSX1	0.046
FGA	-3.927625
SERPINB1	0.777
ZNF642	-0.05725
IGFBP1	-8.1715
SLC1A1	-2.2
DHX57	-0.275875
ZNF766	0.6995
PTPN21	0.3068
GDPD3	2.899
PNPLA5	0.029
TBR1	0.2495
FAM116A	0.36175
IQGAP1	1.141
FOS	-0.92125
ZNF226	-0.215125
FIGNL1	-0.574166666666667
C14orf1	0.0165
ZMYND17	0.801
PUS7	-0.619166666666667
TUBB6	-1.984
KCNQ2	-1.349
MARCH6	0.162166666666667
CCDC33	-0.0615
PRODH	-1.821
RBM11	1.6055
EPHA6	0.55475
SLC43A1	-0.69
LOC196541	1.1715
NTN1	1.04375
ING4	0.98175
PCDHB10	-0.495
DPH2	-0.5025
SPACA4	0.15025
FBXL21	-3.534
DIAPH1	-0.892166666666667
ZNF71	-0.165166666666667
CEP76	-0.315
CORO1A	-1.85925
RRM2	-3.38225
EDG4	0.0435
OS9	-0.375166666666667
SLC4A1AP	0.04625
COG5	-0.96625
COPS8	-0.2565
NGLY1	-0.73275
NCBP2	-0.374
C17orf42	-0.633666666666667
GPSM3	0.439625
SIL1	-0.406
ASB6	-0.79375
SMAD5OS	-0.2495
UNC93A	-3.156125
A1BG	-0.352333333333333
C21orf62	0.522
FMO5	0.993583333333333
ATRIP	0.510666666666667
CEBPG	0.165166666666667
C7orf38	0.261666666666667
TNFRSF1B	-0.551833333333333
CLEC1A	0.571833333333333
IQSEC1	1.06825
PATZ1	1.4895
RBM22	1.2365
BAG2	-2.734
PAQR5	0.4035
C9orf127	0.6649
THNSL1	0.24175
SHROOM3	3.3089
JAM2	0.59075
SNRPN	-1.7455
ALX4	-0.1105
CACNA1S	3.3955
FAM130A1	1.52325
CORIN	0.388
CD300LB	0.4285
PLEKHG6	0.1415
LRRC40	-1.08475
PCLKC	-1.62325
PCDHB16	-1.005
WNT2B	0.0721666666666667
ASNS	-2.21666666666667
MRPL49	0.429
FLJ46111	-0.0655
ISG20	-0.038
SMU1	-0.111166666666667
CASZ1	1.1205
POLR1D	-0.393166666666667
GIN1	-0.437
SNAG1	0.628833333333333
ANKRD29	-1.97725
CDKN2AIP	0.097
KRR1	0.516
CXCL1	-4.93
EPM2A	0.8412
PC	-1.10616666666667
DEFB127	0.863
PDZRN4	0.5225
FAH	1.08875
OR51E1	1.3495
CDC2L6	-0.0828333333333333
DNTTIP1	-0.50525
PAX8	-0.504
TMEM116	0.965
C1orf150	-0.286
PRO2012	0.27975
MRPL40	-0.217
BEX1	0.9927
SLC2A4	0.665666666666667
PKMYT1	-0.81
FEZF2	-0.0305
SLC26A9	-1.71625
MAP2	-0.102833333333333
LYL1	-1.6955
SLC25A19	-0.0766666666666667
NOS3	-1.0425
ZNF34	1.624
TMPRSS11F	-0.286
FAM43A	-1.23375
FCRL4	2.24516666666667
KLF14	-0.09725
FLRT2	-0.2265
WRN	-1.7325
SDF2	0.6636
KRT8P12	-0.21475
C6orf195	0.265
C9orf125	-2.116
DZIP3	0.051125
RIT1	-0.591583333333333
SCML1	-0.594666666666667
RHBDF2	-0.506
OR2G3	0.5545
REXO1L1	-0.0185
MAP3K7IP3	-0.18625
C3orf57	0.3545
FBXW11	-0.344833333333333
ETAA1	0.33975
C14orf131	0.0273
AKT1S1	-0.43925
SLC12A5	-1.645125
C9orf164	2.609
NRIP3	1.294375
NOS1AP	-0.89
TMEM121	1.26475
SAP30BP	-0.4132
DGCR6	0.4795
WDR76	-1.04925
FAM82B	-0.0289166666666667
LOC606495	-0.633
MAP9	1.5505
BCDIN3D	1.3625
CXorf36	2.2765
DSCR3	-0.3692
ZFAND3	0.3545
C7orf43	-0.2135
SPSB3	1.3622
C19orf19	0.11175
FAM133A	-2.783
C12orf25	0.086
SLC39A3	-0.58025
DISP2	-1.229
PI4KAP2	-2.254
MKRN3	-0.754
ADAMTS13	0.001
CBLN3	0.3491
TTYH1	-1.61066666666667
C3orf18	2.15225
FLJ13236	-0.6715
ZMYND12	3.88275
C18orf25	0.476375
GLB1L3	-0.6605
ATP13A5	-0.24
RANBP10	0.073
CD96	-1.6022
DENND1C	-0.8375
RBMS3	0.5511
SLC41A3	0.428166666666667
DGCR6L	0.43225
TMEM128	0.6635
CSNK1G3	0.756
MOBKL2C	0.419625
TSPAN6	0.81025
MATN2	-0.3683
MSL2L1	-0.0363333333333333
ST6GALNAC2	0.242
FGFBP2	0.7885
FGL1	-6.88783333333333
MPP3	-1.48216666666667
ARHGEF6	2.86316666666667
TGFBR2	-0.3225
ACMSD	-0.6125
IL33	1.863
C9orf5	0.1135
DEAF1	0.086
AMN	-0.052
DEFA6	0.197125
RNF212	-0.34075
METT5D1	0.831333333333333
CIB1	0.7272
TSSK1B	-0.0395
KIAA1727	1.8505
ZNF680	0.72775
LOC399900	-1.1805
LOC152217	-0.0758333333333333
CTNNAL1	-3.024
CIT	-2.05816666666667
TLE6	1.83825
ZNF607	-0.86275
HERC4	-0.290833333333333
DRAP1	-0.2853
PEMT	-0.0235
C10orf111	0.474
ZNF575	0.714375
KCTD7	-0.147
MYO1F	0.119125
LOC285382	-0.6195
RAB11A	1.1011
PLCD3	-0.56525
C15orf28	-0.0615
PTBP2	-0.63
CTB-1048E9.5	-0.067875
C19orf60	0.152166666666667
C7orf25	0.246
SETD7	0.982875
HOXB9	-4.71
VANGL1	-0.8028125
CHAF1B	-1.53675
NDUFA3	0.07225
KIAA1328	-0.1615
SHARPIN	1.244375
TTC23	-0.981125
UGP2	0.267666666666667
ANKIB1	0.6582
CIRBP	1.10057142857143
SEC14L4	-2.969
OVCH1	-0.286833333333333
VPS52	-0.0535
FAT	-2.354
M6PRBP1	-0.182
GPRIN3	-0.314
PPM1F	-1.55516666666667
TSR1	-0.17575
CCDC85A	1.7065
PCSK5	0.1165
ZFHX3	0.0865
HEMK1	0.2985
PGBD2	0.01075
RSRC2	0.3125
AURKC	-2.00933333333333
SCRIB	1.213375
ORM2	-4.37933333333333
FAM115A	0.3418
FZD6	1.02125
UNC119	-0.18
GPX3	-1.0838
NOV	-0.6385
CABC1	1.188375
CDC42SE2	-0.1424375
EIF2S2	-1.1358
RNF130	0.64675
CKAP5	-0.563333333333333
RP11-413M3.2	0.63825
C10orf18	0.7459
TMEM93	-0.22325
DYX1C1	2.069
KCNMB2	-1.7935
ANK3	1.84516666666667
KRT5	-3.0112
CDH12	-1.524625
QRSL1	-0.296
JUB	-0.022
SHC4	-3.01125
CCL15	0.537333333333333
CCDC22	-0.1285
SNX24	1.2795
RARS	-0.601
MORC2	0.02125
FAM48A	0.1575
MT1H	-0.2055
PPP1R14C	-0.281666666666667
FOXD1	-2.44778571428572
C1orf213	-1.242
AMT	-1.6348
DSN1	-1.13175
PTPLAD2	2.8825
DIS3L	0.344
RASL11A	2.23275
GPRC5B	0.00387499999999998
FRMD7	0.0145
STRN4	-0.061
KITLG	3.17677272727273
HDGF	-0.034
OR1S1	0.096
SETX	0.0171
DDR2	-1.200875
KCTD12	0.68375
LYZL2	3.90625
WDR52	1.086
TMEM2	0.523875
ZNF579	0.3855
LOC200810	0.4245
TNFSF9	-1.920625
PPFIA4	-1.2915
CNIH3	-1.03916666666667
MAP4K4	-2.20057142857143
ROD1	0.666642857142857
ALS2CR12	-0.2495
DOCK3	0.514333333333333
PAQR9	-3.3515
ASB17	0.252333333333333
STX16	-1.182375
FEZ2	-0.0361666666666667
DLAT	-0.425833333333333
KIF21B	-1.7525
CDC5L	-0.323
TMEM119	1.2155
CRIP3	-1.75
TPSD1	0.1705
TEPP	-0.3725
GNGT2	0.3315
C21orf121	-0.369
WNK1	0.218666666666667
FLJ10490	0.4266
OR51B5	-2.462
LOC203547	-0.703375
HAS1	-1.4205
PPA1	-0.767333333333333
ST7	0.195
C11orf46	0.6546
POPDC3	0.444166666666667
ACOX2	4.6745
ATCAY	-0.504
TM4SF19	-1.99775
MFSD9	-1.24083333333333
PDHB	0.315
ERN1	-0.177
LCE3C	0.0295
GPR111	0.302
NOTCH3	1.25666666666667
ADAMTS5	-0.1745
B3GALT1	-1.088
UGCGL1	-0.497666666666667
FAM58A	0.0728333333333333
FBXO32	1.9505
CLPP	-0.3705
NXPH1	-0.8195
MTMR3	1.13333333333333
ATP1B3	-0.8045
TMEM16A	4.25625
HIST1H3F	-0.546333333333333
TRIM25	0.0465
SDCBP2	0.907
CRKL	-0.75475
HOXB2	-1.57416666666667
ANP32B	-0.42375
GATM	3.9335
AP4E1	0.05375
EDG5	0.05925
CDKN3	-1.935
CDH4	-3.034
PGD	-0.9825
RND1	0.2025
GAD1	-3.5751
MPG	0.394
LOC440350	0.2465
ZNF133	-0.2905
SERPINB12	-0.55
AMELY	-0.232166666666667
DHX36	-0.65325
TNFAIP8L2	2.15
PHTF2	-0.127833333333333
CCDC112	-0.517166666666667
IQCC	-0.59375
HEYL	2.681
FTSJ2	-0.344833333333333
APPL1	1.464125
RAB43	-0.278857142857143
OR10G2	0.219
WAC	0.446
ADCY9	0.258875
RUNDC2B	0.237666666666667
PYCRL	1.7506
AGPAT7	-0.655833333333333
SLC22A9	-0.952
CDKAL1	-0.2
PDYN	-0.0823333333333334
C20orf74	0.835
MTMR11	-0.14275
VAV3	4.935
DAPL1	-2.534
STXBP3	0.79125
EIF3G	-0.088
ARHGAP22	-1.917
NPFFR1	0.306
NPC1	-0.299333333333333
ALDH9A1	0.897
ZNF600	-0.131625
ZNF678	0.575666666666667
RASSF1	0.33575
ADD2	-2.563375
PITPNB	0.53775
PKD2L2	0.02325
LRP11	0.847
CDKL1	-0.87
SMEK2	0.2945
PRODH2	-3.4595
C11orf54	1.14566666666667
SFRS11	-0.205833333333333
IL7	-1.387
ALS2CR16	0.93325
BTG3	-1.605
PAK2	0.266111111111111
RP11-679B17.1	-0.229
GATA4	-1.67666666666667
ATP2B1	0.81225
LOC130940	2.238
C1orf172	2.5305
ATF7IP2	-0.21275
SLC25A43	-0.576166666666667
CENTG3	-0.0884166666666667
IGF2BP1	-4.0026
FCHSD1	-0.007
CAMK2N2	0.122166666666667
ELAVL3	-0.146666666666667
NBPF15	-0.527333333333333
UBE2J2	-0.243833333333333
GNL2	-0.5935
PRR3	-0.1652
NLF2	0.445
OR4F6	-0.1165
KLHL24	1.471
CCDC88A	-1.7124
SGPP1	-0.745666666666667
C10orf11	-1.58783333333333
SLC35B4	-2.11433333333333
UGT3A2	-1.096
ARNT2	2.7281
CBR1	-1.71675
ITPR3	-0.878833333333333
TRAPPC6B	-0.7906
AMZ1	2.878
ARP11	1.53925
WDSUB1	0.63475
APBA1	-0.0275
RAB2A	1.9524
C6orf162	0.043
HPSE2	0.08525
PLCE1	3.327
INSL3	-0.68675
DLG1	-0.205
PTPLA	-3.066
PIGX	0.1985
TFIP11	0.676666666666667
FIBIN	3.167
POLR2G	-0.03475
GRAP2	-1.713
DNAJB8	-0.068
CNBP	0.743166666666667
WASF1	-0.6465
INPP5E	-0.8853
HSPB1	0.5585
TMEM167	-0.6257
CUBN	-0.19025
IGF1	2.486
ITPK1	1.029
NAALAD2	-0.853375
G3BP1	0.3361
NT5DC1	-0.31475
CYP39A1	0.483
TMEM139	0.937666666666667
POLK	-0.1044
GLULD1	-1.4245
RBM15	-0.624333333333333
AMZ2	-0.2225
GDF15	-2.91766666666667
MESDC2	-0.17925
INCA	-0.3755
ACY1L2	-1.8005
GZMM	-1.39916666666667
PAIP1	0.21925
CACNA2D1	0.7735
STK32C	0.939333333333333
SH3BP4	1.65566666666667
DEC1	0.0975
PADI1	0.2155
UBB	0.7417
PON3	-3.15633333333333
PROP1	0.3565
ANKRD13B	-0.378
ADCK1	-0.79825
TCF25	-0.46825
SLC38A5	-3.35375
CXorf26	0.0991666666666667
C19orf39	0.50525
PPP1R13B	0.71925
ARL2	-1.087
TCL6	0.064
TOP3A	-0.3145
SLC16A14	1.92425
FXYD6	0.514166666666667
HIST1H4E	-0.38525
BBC3	0.34321052631579
UNC5A	0.4835
FAM86C	-0.1786
PI4KB	-0.096
B3GAT1	-3.30675
SUSD2	1.1015
OAZ2	0.165
NOC4L	-0.534
C10orf12	-0.24525
FADS1	-4.302
LOC144097	-0.7295
DKK2	1.287
KIAA1949	-1.18125
RHOT1	0.1893
OXT	0.471333333333333
GPR153	0.25325
ARL4A	-2.2005
SAAL1	-1.8375
CCDC64	-0.00600000000000001
USE1	-0.0181666666666666
HNMT	0.353833333333333
PCGF3	0.7874375
CYP2C19	-0.31225
C20orf4	0.4125
CCDC11	2.06
ACSBG2	1.12425
RWDD2A	0.113
PALLD	2.109
CPLX4	0.4905
LOC492311	0.80075
KPNA2	-1.916
MACROD1	0.3884
TMCO3	0.00683333333333332
C15orf52	1.00366666666667
BIRC5	-1.694
PRR16	-0.088
FAM63B	1.13675
KATNB1	-1.727
WNT8B	-0.177
CPLX3	-0.39475
GHR	3.153125
CCDC124	-0.5825
BCLAF1	-0.07125
