Hybridization REF	TCGA-AN-A0AS-01A-11R-A00Z-07
ATAD2B	-0.07325
ARHGAP17	-0.1345
KCNIP3	-0.1715
SFPQ	-0.39925
GFRA4	0.691166666666667
AKR1B10	-2.27275
TIGD6	0.1415
RGS16	2.146
URB1	-0.284333333333333
OR4C46	0.321
TOP3B	-0.3225
NFATC4	1.504
CA14	-4.2615
BMPR1A	-0.0521666666666667
SNRP70	-1.23925
PRL	-0.0265
C6orf130	-0.87125
STAG2	-0.34975
CD55	0.687214285714286
RPS23	0.707833333333333
SSX2	-1.2435
FDPSL2A	-0.64425
FBXO27	-0.21325
SYNGR3	-0.7985
TMSL3	2.08825
EML1	-0.53
NUP93	-0.652333333333333
SMAD3	-0.5743
KIAA1189	3.80033333333333
HNRPUL2	0.111166666666667
TBC1D12	0.1585
C16orf24	0.442
MRVI1	2.40416666666667
ZNF581	0.357166666666667
ELOVL3	-0.73
OR51Q1	0.354
CACNB3	0.75
GALNT13	-0.493
C10orf84	0.4834375
NEDD4	-0.1926
SPO11	0.331
OR5AU1	0.462
NEK4	0.617428571428571
PRKAR2A	-0.1045
IHPK1	0.145
ATP6V0B	0.7525
CACNA1E	1.4205
CEACAM8	1.31266666666667
PEX14	-0.0055
FLJ12993	0.2865
ZBTB38	-0.38075
PCTK2	-0.47
LRRC16	-0.2489
FBLIM1	0.848916666666667
FYCO1	1.01975
RP5-1022P6.2	-0.339666666666667
CMTM1	-0.0871666666666667
PLTP	1.1595
RAPH1	0.595875
DOCK8	0.731875
EZH2	-2.41386666666667
SLC25A1	-0.0125
PLEKHB1	-0.3568
GRB7	1.5646
ZFP37	-1.21975
MRPL33	-0.72975
PELO	-0.264
ARMC1	0.144636363636364
C9orf27	0.611
FLJ25778	0.062
C9orf37	-0.905333333333333
TMEM66	0.215
SPRN	1.14725
HBEGF	-0.146
PI4KA	-0.9075
LEPRE1	0.20725
POU2AF1	-4.610125
MRPL12	-0.508166666666667
REP15	0.6155
ZC3H3	1.051
RASAL1	1.211
DDAH1	1.235625
ACBD5	-0.358625
TMC2	0.544
CCDC137	-1.04725
SAMD13	-1.52216666666667
UGT2B15	-4.816
TIPARP	-0.75475
DNASE1L3	-1.70975
TRIM72	1.13733333333333
DBX2	0.27175
IPO8	0.16475
C21orf88	-0.1026
MAP3K14	-0.2315
LOC51233	0.472666666666667
GGTLA4	-0.14275
PDE6D	-0.99175
ZNF117	-0.99825
CLK2	0.026375
NKRF	-0.85025
TNFSF15	0.7747
DUSP2	-0.116125
SECISBP2	-0.3825
GABRR2	0.2155
PPAP2C	0.26325
LOC51145	0.187166666666667
PAG1	0.489625
PIK3C3	0.20875
GNG10	-0.307
APOL4	0.821333333333333
ANKRD28	-0.89175
STMN3	-1.3369
RAB14	1.0065
CDK2AP2	1.48325
HDDC3	-0.196625
COMMD7	0.171375
CXXC1	0.44625
HMCN1	-0.0811666666666667
CD40	0.7775
DYNC1LI2	-0.163125
GDI1	0.6285
LOC646938	0.27775
VSNL1	-1.90183333333333
PIH1D1	0.062
RAET1G	1.4755
KRTAP5-9	0.6205
EFTUD2	-0.911
ZNF311	-1.37016666666667
ATP6V1G3	0.205
OR2W3	-0.227333333333333
SCN4A	0.1055
MED10	-0.38175
FAM135A	-0.7302
ARHGAP4	-1.1385
EHMT2	-0.510375
UFD1L	-0.8495
ERMP1	1.725
MAG1	-1.82783333333333
THAP8	0.128
HACE1	-1.14283333333333
FAM82C	0.7215
C3orf20	0.6325
UNC84A	0.0945
SCD5	-0.226857142857143
LASS6	0.87275
LSG1	-0.07525
MAL	-5.30625
GPR22	0.5425
WDR5B	0.66525
ACTRT1	0.7725
C17orf60	0.3835
GRIN2C	-0.1101
ARMC8	-0.223416666666667
SLC47A1	-2.243
DMPK	-0.681
DHRS13	-0.321333333333333
SMC1A	-1.03416666666667
KRTAP17-1	0.12025
SMYD5	-0.36
TUSC2	0.644875
CRHR2	0.8345
KIR3DL2	0.3715
CCDC104	-0.39625
ATP2C1	0.65925
CROT	-1.0795
PABPC3	0.332833333333333
EGR1	-0.565833333333333
THSD1	-0.00949999999999999
KHK	-1.9725
SLC12A2	-0.0493125
CD58	-0.82825
STOX2	-1.91783333333333
CCDC76	-1.0911
CCDC48	1.13875
DNAH1	0.115
ZIC4	-0.0695
OR1G1	0.786
PSMC6	-0.623833333333333
PROKR1	0.754
ABCB1	-2.417
TRAT1	-2.9015
LLGL1	0.051
MTF1	0.98
USP54	0.20425
PAGE2B	-2.3825
ITGB7	-3.14875
CCDC81	-0.0485
LOC149837	0.044
SCUBE1	-0.2755
ZSCAN10	1.0515
HUWE1	-0.0992857142857143
CDH17	0.0185
CD180	0.8875
IL17A	0.421
TMPO	-2.174
KIAA1524	-1.47283333333333
HDGFRP3	-1.501
OXCT1	-1.81690909090909
RRAS2	-0.238166666666667
LTBP2	2.778125
SV2B	1.20433333333333
CYP2A6	6.02675
PKD1L2	-0.911833333333333
PPM1M	1.21675
FLJ22662	1.389
ZNF502	2.13175
GP6	-0.05875
CRYBA2	-1.19425
LEF1	-2.3074
CTPS	-2.496
EYA1	-3.309
EPS8L1	2.753
MAPK14	-0.255916666666667
SERPINB2	-3.116625
GTF2F2	0.7915
ZNHIT4	-0.2575
PLA1A	-0.99675
C20orf114	5.50275
HPR	-3.6335
C18orf2	-2.75116666666667
SATB2	-1.698
KCNJ9	-0.124857142857143
MGC157906	0.2775
MOCS3	-0.00875
C17orf71	-0.825
PPHLN1	0.0738
HIST1H2BN	-0.858375
RAPGEF1	0.437125
MAP3K8	0.3425
DLG4	0.335
STC1	-0.387333333333333
CDGAP	1.72
DDX26B	-1.49825
LOC150223	-1.24775
CPSF3	-1.73066666666667
TMEM14A	-0.37025
MYH3	-1.5355
GPKOW	0.217
SULT1A1	-0.781833333333333
SPON1	4.5557
YY1AP1	-0.0423333333333333
RAB23	0.05825
PLA2G4A	-4.56625
MAPRE3	-0.1375
ZNF516	-0.212428571428571
GGPS1	0.48225
EXOC3L2	0.0135
C19orf42	-0.0969
MAP2K2	0.315166666666667
HIST1H2BB	0.3725
RNF19B	1.19433333333333
C6orf128	0.200166666666667
TLR8	2.82825
PCDHA9	-0.841
CARS2	0.318375
CLUL1	-0.119666666666667
RHAG	-3.282
UNK	-0.54
EXOC8	0.6916
C9orf95	1.0795
C14orf143	-0.576833333333333
MAML3	0.029125
LDHA	-1.1785
MRPL20	-0.124125
KLHDC6	0.121
ATP5S	-0.704
C8orf55	1.64175
PHF19	-1.83975
KRTAP13-4	0.347
TTC5	-0.4625
XKR5	-0.15525
SILV	-4.48
TEX28	0.5685
TCTN1	-0.127
CX40.1	0.46975
PPP2R5C	0.577625
C12orf30	-1.6405
CAPG	1.8215
MPZL1	0.8593
ARSB	-0.371833333333333
TDH	-2.13775
WASF4	0.911
TSSK3	-0.5195
7A5	2.233
CRISPLD1	0.4365
MAD1L1	0.200333333333333
SPIN4	-0.229333333333333
AMPD1	-2.215
DPYSL5	-0.5065
INPP1	-0.620833333333333
ANKRD11	-0.526777777777778
NPAS4	0.09
GCET2	-0.531555555555556
RNASE9	0.405
GUCY2D	0.519166666666667
CCDC98	-0.0635
FGF4	-0.2305
CPM	-0.463333333333333
SLC26A4	-1.75266666666667
PLD5	0.42525
FAM59A	2.0151
FBXO5	-2.40377777777778
SIPA1L1	0.517875
DPYS	0.4035
ATG4D	0.068
TGM3	0.765
MTCH1	-0.32
HK1	0.126923076923077
CDC26	0.0905
GALNT12	-2.42483333333333
LOC339229	-0.61325
MRPL35	-0.4855
ORC4L	-0.316125
TNKS	-0.596214285714286
C2orf24	0.745333333333333
ZNF553	0.531
GGTLA1	3.0291
ZNF497	0.28975
CDY1B	0.156333333333333
SLC30A4	0.5325
TUB	-0.33975
ARHGEF18	0.2455
ARRB1	1.03325
KCNK1	1.484875
EREG	-3.108
SCAMP5	-0.72325
RUNDC3B	-0.79575
ADAMTS20	-0.261
IL17RB	-0.251
FLJ20323	-0.616
MCAM	0.124375
POLR3E	-1.804
AQR	0.484333333333333
IPMK	0.026
CDCA7	-3.187875
CAMP	2.52775
GRHL3	1.71225
ADAMTSL2	2.45316666666667
CLMN	3.41083333333333
SSTR3	0.988
MAGEA5	-1.727
OVOL2	4.69525
JMJD1B	-0.067
RBL2	0.0537
PYGO2	0.80475
PPP1R10	0.1515
CSE1L	-0.970833333333333
LCA5	1.166
RDH16	0.20325
ASRGL1	-1.523875
TOM1	1.17083333333333
PTX3	-5.708
TTC15	0.11025
SCGB3A1	2.95783333333333
MRPL50	-1.17725
RCAN3	0.410375
SLC26A11	0.377
STYX	-0.444666666666667
CINP	0.78975
MARCH7	-0.13425
PFKM	-1.8715
SGMS1	0.794
RIOK3	0.3063
C1orf110	0.6175
CES7	0.1015
LOC440248	-2.2805
PPP1R12C	0.41675
C10orf27	0.7685
ATG9A	-0.033
MRPS26	1.237125
TMEM40	-0.04525
ELP3	-0.443
ZNF787	1.0147
HIAT1	-0.394875
C8orf34	0.639666666666667
MGC4655	0.453
PELI1	-0.0338333333333333
PPT1	0.8467
SLC35C2	0.128666666666667
C6orf125	-1.45125
MUC4	-1.182
RFC4	-2.51771428571429
GNB2	0.237
NUP50	0.169071428571429
SULT4A1	-0.987
C7	0.384428571428571
CCDC130	-0.147
ARRDC4	-0.24775
RQCD1	-0.8075
GLYCTK	-0.888
AYTL2	0.722
MTUS1	1.2624
LEMD3	0.836
PLEKHF2	1.75425
HOXA7	0.5315
GTF3C2	-1.3365
DYNLRB2	0.53875
CNOT10	-0.406
MR1	-0.127
FFAR1	0.2485
PRIC285	0.51225
SLITRK6	4.8655
LIX1	-2.2954
UBE1L2	-0.922583333333333
F8	-0.0795
ACHE	0.189333333333333
KPNA5	-1.38825
TNFRSF12A	-0.554833333333333
EGR3	-1.3405
SERPIND1	-2.98666666666667
OASL	1.79425
IFRD1	-2.2045
WDFY1	-0.0821666666666667
ZNF267	-0.377875
ACCN5	0.8835
ZBTB6	-0.082
PPP1R3A	0.144
PRRT3	1.93575
FBXL19	-0.1745
TXNIP	-0.668857142857143
ACTN2	-0.71225
ATG9B	-0.412875
C9orf117	0.254875
IL27	-1.035
RPL36AL	0.0103333333333333
KLK15	-0.05475
CHAD	3.0205
RAP2B	0.4846
HEBP2	0.8545
ZNF342	0.7235
CAMK2G	0.203666666666667
TLR3	0.07875
FGF14	3.07825
HMGB2	-1.3425
TRPM5	0.358
OR5M11	0.433
KIF3B	-0.206578947368421
PRICKLE2	0.49775
MTMR9	-0.2995
C3orf27	0.35875
GLRA3	-1.93166666666667
NSDHL	-0.432166666666667
TMEM32	0.235
POLR2D	-1.09533333333333
MYADML	0.64
C9orf114	0.025
MRGPRX1	0.566
TOPORS	0.3915
CLDN19	-1.359
C1QL4	-0.13
RNF165	-3.1275
DHRS9	0.759
DNAH2	-1.64083333333333
FXR1	-1.1305
ZMYM3	-0.495875
CASP3	-0.402833333333333
FAM120C	-0.3425
SCLY	-1.3685
CA7	0.2405
ENTPD5	-0.788333333333333
ZNF461	-0.008875
PDIA5	0.8765
C1orf19	-1.38133333333333
TMEM67	-0.026
KCTD20	-0.59125
WDR47	0.5305
FLJ38723	0.337
KLRF1	-0.280333333333333
TAS2R16	0.319
CLDN12	0.02575
PRKCE	-0.419
UBXD4	-1.4385
ITGAM	3.4685
GLT8D3	0.39925
WDR31	0.3966
RGS2	1.05575
OR51L1	0.674
MST1R	-0.06125
KIAA1737	2.246
OR4A5	0.357
GLIS1	-0.673666666666667
PTMA	-0.0447857142857143
NAPA	1.054
PRDM11	0.229
LIPF	0.046
DIRAS3	-0.07675
ASGR2	-3.718125
C1QTNF4	-0.05525
PIK3R4	-0.084
ARMC3	1.28125
NDUFV3	-0.292333333333333
BTBD3	-0.254333333333333
PPP1R2	0.0389166666666667
UBE2NL	-0.76325
FOSL2	2.02192857142857
FAM119A	-1.72383333333333
TUBA4A	-1.0745
KRTAP12-1	0.1875
SFRS2	-1.51975
RHPN1	0.3975
EEF2	-0.147833333333333
ZDHHC11	-0.738333333333333
EPHA3	-0.9866
RBM12	0.068
H2AFJ	0.5755
EDIL3	3.4765
KIF26A	-1.16675
SERGEF	0.104
B3GALT4	2.395
LOC90925	-0.391
OSCAR	1.440875
NPFF	-0.3505
DEDD	0.549375
TMEM155	-0.78375
PTPN1	-0.24675
SCYL2	-0.385166666666667
SKAP1	2.164
LEAP2	-2.92616666666667
GADD45G	2.4045
IFITM3	0.76925
PILRB	-2.46383333333333
SLU7	0.1049375
DSC3	-0.82325
DNMT3L	-0.778
PAPD5	0.385625
B3GNT3	0.755333333333333
LHCGR	1.1785
MSL-1	-0.52575
UBE2S	-1.43675
SAP130	-0.826
ANAPC11	-0.32025
MAGED4B	-1.3875
ATP6V1B2	0.369833333333333
C14orf179	1.945875
CAPZA1	-0.08
CDYL2	-0.231666666666667
GLRX3	-0.990166666666667
LOC136288	-0.6515
MOBKL1A	-0.67475
HTR2B	2.43875
CRYGD	0.399166666666667
NUS1	0.496333333333333
PGRMC1	0.588
MYOM2	-0.156
FLJ39653	-1.69116666666667
CHM	-0.4319
OR5M8	0.4925
ZNF619	0.697
FAM105A	0.11875
CCNL1	-1.084375
NAP1L3	0.43025
C10orf57	1.7945
B3GALNT1	0.135666666666667
CSN1S2A	0.0325
TCP10L	0.79925
GDAP2	0.212
DMKN	-2.02666666666667
COX6B1	-0.00525
DNASE2	0.4075
MSH5	-2.1155
LGMN	0.594625
USP31	-0.0275
OR13C8	0.867
SDCBP	1.2069
NUDT11	-1.56
PYGL	-0.351333333333333
SNPH	-0.468833333333333
B3GNT4	-0.3525
MIZF	-0.6248
NUBPL	-0.83925
NOD1	0.0135
CDH22	-0.1485
NUBP1	0.405666666666667
DSCAM	-3.668
DGKI	1.113
FAM136A	-1.112
AKAP1	-0.349833333333333
SLC16A6	-1.25075
RIN3	1.73275
PSG2	0.475
DIP2B	-0.498916666666667
PSORS1C1	1.4459
KIAA0495	-0.3795
FLJ90709	-0.837833333333333
LPA	-0.421333333333333
PIGA	-0.292333333333333
LY75	0.7785
UTS2	-5.98166666666667
RREB1	0.1295
GALNACT-2	1.2064
MGC3196	-0.68975
FLJ31568	-0.836
LPHN1	-0.899
SP1	0.818
TOX4	0.127833333333333
HSPA9	-0.1186
APOBEC1	0.7125
SLC35E4	-1.4675
LSM5	-1.1955
SURF1	0.251
ZBTB1	-0.845916666666667
GTF2F1	0.273
RPS15A	0.414
DUSP21	-0.553833333333333
GINS4	-2.68083333333333
MYO15A	-0.498333333333333
GIMAP7	2.07825
MGC13379	0.89425
ATP6V1E2	-2.60216666666667
UTP3	-0.21125
HNRPA3	-1.4805625
MT4	0.197
C14orf155	0.28925
U1SNRNPBP	0.284
CKLF	-0.687
PLEKHN1	0.548
MBNL1	-0.286583333333333
NUP160	-1.0165
ACSM2A	-1.154
LOC129881	-0.781
KIAA1529	-1.144
FLJ22639	-1.45475
HAND1	-0.897
GSX1	0.612
FGA	-3.6849375
SERPINB1	1.0165
ZNF642	0.01375
IGFBP1	-7.787375
SLC1A1	2.338
DHX57	-0.40575
ZNF766	-0.3795
PTPN21	0.2567
GDPD3	1.75716666666667
PNPLA5	0.6735
TBR1	-0.0913333333333333
FAM116A	0.15625
IQGAP1	1.0715
FOS	-0.7365
ZNF226	-0.099625
FIGNL1	-0.9555
C14orf1	0.5615
ZMYND17	0.134
PUS7	-1.398
TUBB6	-0.641
KCNQ2	-0.8345
MARCH6	-0.131
CCDC33	0.5225
PRODH	-0.6075
RBM11	0.20475
EPHA6	-0.0385
SLC43A1	-0.3395
LOC196541	0.80625
NTN1	1.54233333333333
ING4	0.2735
PCDHB10	0.625
DPH2	-0.574166666666667
SPACA4	0.0465
FBXL21	-3.362
DIAPH1	-0.825333333333333
ZNF71	1.127
CEP76	-1.227
CORO1A	0.20925
RRM2	-3.759625
EDG4	0.64525
OS9	1.19716666666667
SLC4A1AP	-0.473
COG5	-1.12775
COPS8	-0.5655
NGLY1	-1.048
NCBP2	-0.078125
C17orf42	-1.3705
GPSM3	0.994125
SIL1	1.31633333333333
ASB6	0.42075
SMAD5OS	-0.453333333333333
UNC93A	-2.8715
A1BG	0.801
C21orf62	0.30725
FMO5	1.54525
ATRIP	0.409833333333333
CEBPG	-0.0185
C7orf38	-0.198
TNFRSF1B	0.887166666666667
CLEC1A	0.853
IQSEC1	0.558375
PATZ1	0.5273
RBM22	0.500625
BAG2	-2.26683333333333
PAQR5	0.258666666666667
C9orf127	0.7064
THNSL1	-0.21725
SHROOM3	2.7643
JAM2	0.28275
SNRPN	-3.13725
ALX4	0.51
CACNA1S	1.308
FAM130A1	0.18825
CORIN	2.07
CD300LB	1.2105
PLEKHG6	0.7505
LRRC40	-0.9795
PCLKC	-0.702
PCDHB16	0.626666666666667
WNT2B	0.809
ASNS	-1.76477777777778
MRPL49	1.105125
FLJ46111	-0.07125
ISG20	0.43025
SMU1	0.313666666666667
CASZ1	0.756
POLR1D	0.16375
GIN1	-0.34
SNAG1	0.176833333333333
ANKRD29	-1.446
CDKN2AIP	-0.25525
KRR1	0.35225
CXCL1	-2.8715
EPM2A	-0.5145
PC	-0.323833333333333
DEFB127	-0.051
PDZRN4	2.31433333333333
FAH	0.24775
OR51E1	1.0635
CDC2L6	0.267666666666667
DNTTIP1	-0.61375
PAX8	0.054
TMEM116	-1.304
C1orf150	-0.0445
PRO2012	-0.109
MRPL40	-0.882833333333333
BEX1	-3.2697
SLC2A4	0.641
PKMYT1	-0.85775
FEZF2	-0.2962
SLC26A9	-1.85925
MAP2	0.5015
LYL1	-0.5925
SLC25A19	-0.301166666666667
NOS3	-0.2265
ZNF34	1.35866666666667
TMPRSS11F	-0.27175
FAM43A	0.91775
FCRL4	0.521166666666667
KLF14	0.59
FLRT2	0.309333333333333
WRN	-2.09925
SDF2	0.0301
KRT8P12	0.1045
C6orf195	-0.095
C9orf125	-1.51266666666667
DZIP3	-1.480375
RIT1	0.699416666666667
SCML1	-2.82883333333333
RHBDF2	0.0855
OR2G3	0.548
REXO1L1	0.2825
MAP3K7IP3	0.755125
C3orf57	-0.23175
FBXW11	-0.0693333333333333
ETAA1	-1.1345
C14orf131	0.5578
AKT1S1	0.21825
SLC12A5	-0.839375
C9orf164	0.88275
NRIP3	-0.199625
NOS1AP	-0.047
TMEM121	1.64975
SAP30BP	-0.2967
DGCR6	0.23025
WDR76	-2.182
FAM82B	-0.274833333333333
LOC606495	-0.525
MAP9	0.992083333333333
BCDIN3D	0.96625
CXorf36	2.952
DSCR3	0.0554
ZFAND3	0.4635
C7orf43	0.516833333333333
SPSB3	0.8841
C19orf19	0.65075
FAM133A	-2.692875
C12orf25	0.169
SLC39A3	-0.563625
DISP2	-0.79375
PI4KAP2	-1.896
MKRN3	-2.5105
ADAMTS13	-0.605875
CBLN3	0.3453
TTYH1	-1.63033333333333
C3orf18	1.271
FLJ13236	-0.974
ZMYND12	2.8185
C18orf25	1.07925
GLB1L3	-1.3605
ATP13A5	0.179
RANBP10	0.02025
CD96	-2.2412
DENND1C	-0.22325
RBMS3	1.0779
SLC41A3	1.089
DGCR6L	0.1735
TMEM128	0.558833333333333
CSNK1G3	-0.171571428571429
MOBKL2C	0.941625
TSPAN6	-0.158
MATN2	2.2309
MSL2L1	0.535
ST6GALNAC2	-2.7075
FGFBP2	-0.76625
FGL1	-5.58216666666667
MPP3	-0.319
ARHGEF6	-0.389333333333333
TGFBR2	0.362625
ACMSD	-0.998
IL33	-0.60475
C9orf5	0.1495
DEAF1	0.1523
AMN	0.314
DEFA6	0.1915
RNF212	-1.04675
METT5D1	-0.3435
CIB1	0.628
TSSK1B	-0.1545
KIAA1727	-0.55375
ZNF680	-0.801166666666667
LOC399900	0.1065
LOC152217	-0.0215833333333333
CTNNAL1	-2.266
CIT	-3.08808333333333
TLE6	1.30575
ZNF607	-0.625
HERC4	-0.9295
DRAP1	-0.2148
PEMT	-0.64275
C10orf111	-0.3765
ZNF575	1.02925
KCTD7	0.284
MYO1F	0.969625
LOC285382	-0.75125
RAB11A	0.2875
PLCD3	0.11125
C15orf28	0.25225
PTBP2	-1.367375
CTB-1048E9.5	0.2595
C19orf60	-0.00683333333333333
C7orf25	-0.0403333333333333
SETD7	1.005625
HOXB9	-2.303
VANGL1	-0.1075625
CHAF1B	-2.503
NDUFA3	-0.5375
KIAA1328	-0.064
SHARPIN	1.38075
TTC23	-0.296625
UGP2	0.439666666666667
ANKIB1	-0.6544
CIRBP	0.492285714285714
SEC14L4	-3.26533333333333
OVCH1	0.0351666666666667
VPS52	-0.526
FAT	0.050375
M6PRBP1	-0.12
GPRIN3	0.329
PPM1F	-0.397666666666667
TSR1	-0.88375
CCDC85A	2.04875
PCSK5	1.768
ZFHX3	0.439
HEMK1	0.2701
PGBD2	0.1525
RSRC2	-0.429166666666667
AURKC	-1.061
SCRIB	-0.07825
ORM2	-1.04616666666667
FAM115A	-1.2864
FZD6	1.341125
UNC119	-0.066
GPX3	-0.207
NOV	-1.002
CABC1	-0.047875
CDC42SE2	-0.3949375
EIF2S2	-0.5719
RNF130	1.033
CKAP5	-0.678
RP11-413M3.2	0.689125
C10orf18	-0.1218
TMEM93	-0.551
DYX1C1	-0.11375
KCNMB2	-1.81628571428571
ANK3	-0.71425
KRT5	-2.4501
CDH12	-1.390875
QRSL1	-0.864
JUB	-0.0665
SHC4	-2.8175
CCL15	1.23716666666667
CCDC22	0.60825
SNX24	-0.40125
RARS	-0.47875
MORC2	0.558625
FAM48A	1.071
MT1H	-1
PPP1R14C	-1.90366666666667
FOXD1	-2.06842857142857
C1orf213	-2.18875
AMT	-1.9018
DSN1	-2.18775
PTPLAD2	2.68725
DIS3L	-0.50175
RASL11A	3.27925
GPRC5B	0.601375
FRMD7	2.177
STRN4	0.1195
KITLG	1.58890909090909
HDGF	0.138
OR1S1	0.115
SETX	-0.2224
DDR2	0.516125
KCTD12	1.67825
LYZL2	1.47725
WDR52	-1.03
TMEM2	1.324375
ZNF579	0.820666666666667
LOC200810	0.22625
TNFSF9	-1.430625
PPFIA4	-2.30975
CNIH3	2.138
MAP4K4	-0.850428571428571
ROD1	0.00235714285714285
ALS2CR12	-0.518333333333333
DOCK3	-1.29433333333333
PAQR9	-4.5795
ASB17	0.215666666666667
STX16	-1.95625
FEZ2	0.3745
DLAT	-0.325666666666667
KIF21B	-0.906833333333333
CDC5L	-0.73825
TMEM119	2.37833333333333
CRIP3	-1.8715
TPSD1	0.394
TEPP	0.317
GNGT2	1.505
C21orf121	0.20375
WNK1	0.0850833333333333
FLJ10490	0.3976
OR51B5	-2.0935
LOC203547	-0.4825
HAS1	1.098
PPA1	0.00683333333333334
ST7	0.03075
C11orf46	-0.0328
POPDC3	-3.66783333333333
ACOX2	2.82
ATCAY	-0.302833333333333
TM4SF19	2.219
MFSD9	0.0486666666666667
PDHB	-0.844
ERN1	0.15075
LCE3C	0.2115
GPR111	-0.233
NOTCH3	1.8285
ADAMTS5	2.91275
B3GALT1	-1.3
UGCGL1	-0.433
FAM58A	0.864666666666667
FBXO32	3.4585
CLPP	-0.84175
NXPH1	-1.2865
MTMR3	1.5655
ATP1B3	-1.187875
TMEM16A	3.78075
HIST1H3F	-0.212166666666667
TRIM25	0.380166666666667
SDCBP2	2.1695
CRKL	-0.9825
HOXB2	2.71583333333333
ANP32B	-0.60425
GATM	2.011
AP4E1	-0.490125
EDG5	0.354875
CDKN3	-1.56616666666667
CDH4	-2.3695
PGD	0.193166666666667
RND1	0.973
GAD1	-2.5669
MPG	0.411375
LOC440350	-0.768
ZNF133	0.567
SERPINB12	-0.426
AMELY	-0.144833333333333
DHX36	-1.202
TNFAIP8L2	3.23933333333333
PHTF2	-0.0385555555555556
CCDC112	-0.6155
IQCC	-0.9545
HEYL	3.5325
FTSJ2	-0.247
APPL1	0.666
RAB43	1.13735714285714
OR10G2	0.4295
WAC	0.464666666666667
ADCY9	0.87875
RUNDC2B	0.372333333333333
PYCRL	1.611
AGPAT7	0.2845
SLC22A9	-0.958666666666667
CDKAL1	-0.74
PDYN	-0.344833333333333
C20orf74	0.30575
MTMR11	0.636
VAV3	2.12391666666667
DAPL1	-1.922
STXBP3	-0.312
EIF3G	-0.295
ARHGAP22	0.16775
NPFFR1	0.5745
NPC1	-0.202833333333333
ALDH9A1	0.609166666666667
ZNF600	-0.00775
ZNF678	-0.595333333333333
RASSF1	0.177916666666667
ADD2	-2.656625
PITPNB	0.11125
PKD2L2	-0.0288749999999999
LRP11	0.596
CDKL1	-0.3545
SMEK2	-0.56875
PRODH2	-2.94933333333333
C11orf54	0.1935
SFRS11	-1.25516666666667
IL7	-1.13483333333333
ALS2CR16	0.5745
BTG3	-0.356333333333333
PAK2	-0.166
RP11-679B17.1	-1.5065
GATA4	-1.35633333333333
ATP2B1	-0.58125
LOC130940	0.158
C1orf172	2.42733333333333
ATF7IP2	-2.346
SLC25A43	0.0461666666666667
CENTG3	0.4865
IGF2BP1	-3.7462
FCHSD1	0.608
CAMK2N2	1.33416666666667
ELAVL3	-0.024
NBPF15	-0.898666666666667
UBE2J2	0.161583333333333
GNL2	-0.46875
PRR3	-0.0726
NLF2	1.21125
OR4F6	-0.1645
KLHL24	0.697666666666667
CCDC88A	-1.5536
SGPP1	0.0583333333333333
C10orf11	0.2145
SLC35B4	-1.24683333333333
UGT3A2	-1.578
ARNT2	2.3849
CBR1	-1.21625
ITPR3	-1.13566666666667
TRAPPC6B	0.1858
AMZ1	-0.3345
ARP11	-0.32975
WDSUB1	-0.5965
APBA1	0.48
RAB2A	2.3694
C6orf162	-0.49125
HPSE2	0.21875
PLCE1	-0.698
INSL3	-0.1475
DLG1	-0.5218
PTPLA	-2.8605
PIGX	-0.816875
TFIP11	0.730833333333333
FIBIN	4.173
POLR2G	-0.61325
GRAP2	-2.0864
DNAJB8	0.21025
CNBP	0.915833333333333
WASF1	-1.091
INPP5E	-1.1343
HSPB1	0.4311875
TMEM167	0.1451
CUBN	0.03775
IGF1	1.40225
ITPK1	1.0238
NAALAD2	-1.310125
G3BP1	-0.088
NT5DC1	-0.88475
CYP39A1	0.5625
TMEM139	-2.22925
POLK	-1.2703
GLULD1	-1.58975
RBM15	-0.915
AMZ2	-1.079
GDF15	-1.45466666666667
MESDC2	-0.2895
INCA	0.173166666666667
ACY1L2	-2.9045
GZMM	-0.970666666666667
PAIP1	-0.12125
CACNA2D1	-0.34075
STK32C	1.257
SH3BP4	1.97516666666667
DEC1	-0.247
PADI1	0.692
UBB	-0.1677
PON3	-0.3315
PROP1	0.911
ANKRD13B	-0.587
ADCK1	0.62425
TCF25	0.449666666666667
SLC38A5	0.382
CXorf26	0.334
C19orf39	-0.50175
PPP1R13B	2.12475
ARL2	-0.499
TCL6	0.506833333333333
TOP3A	-0.474
SLC16A14	-2.5905
FXYD6	2.43366666666667
HIST1H4E	-0.96
BBC3	0.417105263157895
UNC5A	0.902
FAM86C	-0.1479
PI4KB	0.4215
B3GAT1	-3.04775
SUSD2	1.23783333333333
OAZ2	-0.288666666666667
NOC4L	-0.03375
C10orf12	-0.17325
FADS1	-2.3255
LOC144097	-0.1935
DKK2	-0.2645
KIAA1949	0.28875
RHOT1	-0.4314
OXT	2.20316666666667
GPR153	1.1205
ARL4A	-1.226
SAAL1	-1.905
CCDC64	0.433
USE1	-0.158
HNMT	0.518166666666667
PCGF3	-0.277
CYP2C19	0.01975
C20orf4	1.3555
CCDC11	-0.5155
ACSBG2	-0.18325
RWDD2A	0.313
PALLD	2.1875
CPLX4	0.199
LOC492311	1.30425
KPNA2	-2.43666666666667
MACROD1	0.3248
TMCO3	0.514666666666667
C15orf52	0.2065
BIRC5	-2.10046666666667
PRR16	0.632
FAM63B	0.481625
KATNB1	-0.848666666666667
WNT8B	0.044
CPLX3	-0.01325
GHR	0.67175
