Hybridization REF	TCGA-E2-A15D-01A-11R-A115-07
GTF2E1	-0.689
RY1	-0.798333333333333
ATAD2B	0.42825
ARHGAP17	0.3993
KCNIP3	-1.30475
SFPQ	-0.18075
GFRA4	0.266166666666667
AKR1B10	-3.55825
TIGD6	1.039
RGS16	1.753
URB1	-0.438333333333333
OR4C46	-0.0701666666666667
TOP3B	-0.68975
NFATC4	0.8015
CA14	-2.672
BMPR1A	0.0526666666666667
SNRP70	-0.175875
PRL	-0.204333333333333
C6orf130	-0.2335
STAG2	-0.1505
CD55	-0.800357142857143
RPS23	-0.645
SSX2	-2.67266666666667
FDPSL2A	-0.3815
FBXO27	0.93425
SYNGR3	0.232666666666667
TMSL3	1.27825
EML1	-1.068
NUP93	-1.372
SMAD3	-0.5151
KIAA1189	0.813833333333333
HNRPUL2	0.693666666666667
TBC1D12	1.02783333333333
C16orf24	1.72
MRVI1	1.42766666666667
ZNF581	-0.4835
ELOVL3	0.0525
OR51Q1	0.89625
CACNB3	1.63566666666667
GALNT13	-1.292125
C10orf84	0.414
NEDD4	0.6808
SPO11	0.862
OR5AU1	-0.214
NEK4	0.175142857142857
PRKAR2A	-0.5195
IHPK1	-0.444
ATP6V0B	0.2525
CACNA1E	1.497
CEACAM8	0.615833333333333
PEX14	0.1585
FLJ12993	-2.058
ZBTB38	0.133833333333333
PCTK2	0.326833333333333
LRRC16	0.8299
FBLIM1	0.916333333333333
FYCO1	1.50725
RP5-1022P6.2	-0.247416666666667
CMTM1	-0.167833333333333
PLTP	-0.7655
RAPH1	0.849375
DOCK8	1.350125
EZH2	-1.7008
SLC25A1	-0.692833333333333
PLEKHB1	-0.202
GRB7	0.8952
ZFP37	-0.38125
MRPL33	-0.5755
PELO	-0.95
ARMC1	-0.418909090909091
C9orf27	0.373
FLJ25778	0.0505
C9orf37	-0.698166666666667
TMEM66	1.53475
SPRN	0.041875
HBEGF	0.118125
PI4KA	-0.5025
LEPRE1	-0.66125
POU2AF1	-2.317
MRPL12	-0.854333333333333
REP15	0.142
ZC3H3	0.885
RASAL1	-1.703
DDAH1	1.49925
ACBD5	0.428375
TMC2	-0.018
CCDC137	-1.12775
SAMD13	0.626666666666667
UGT2B15	-5.14816666666667
TIPARP	-1.25775
DNASE1L3	3.051
TRIM72	-0.341166666666667
DBX2	0.0155
IPO8	-0.27575
C21orf88	0.5194
MAP3K14	0.49
LOC51233	0.662833333333333
GGTLA4	0.956
PDE6D	-0.48525
ZNF117	-0.3365
CLK2	0.11125
NKRF	-1.167
TNFSF15	0.4495
DUSP2	-0.62725
SECISBP2	0.3263
GABRR2	0.894
PPAP2C	2.4215
LOC51145	0.212666666666667
PAG1	-0.73725
PIK3C3	0.27525
GNG10	-0.519
APOL4	1.42966666666667
ANKRD28	-0.554625
STMN3	-0.3764
RAB14	0.6425
CDK2AP2	-0.31625
HDDC3	0.402125
COMMD7	0.308
CXXC1	0.097
HMCN1	0.1728
CD40	0.439
DYNC1LI2	-0.4254375
GDI1	0.57375
LOC646938	-0.12825
VSNL1	-3.2665
PIH1D1	-0.412333333333333
RAET1G	0.3615
KRTAP5-9	-0.0605
EFTUD2	-0.49125
ZNF311	0.852166666666667
ATP6V1G3	0.026
OR2W3	0.1315
SCN4A	0.54725
MED10	-1.3535
FAM135A	-1.2713
ARHGAP4	-0.05875
EHMT2	-0.338125
UFD1L	-0.93975
ERMP1	0.87325
MAG1	-2.07383333333333
THAP8	-0.0325
HACE1	-0.154
FAM82C	0.836333333333333
C3orf20	0.3635
UNC84A	0.0376666666666667
SCD5	-0.910928571428571
LASS6	0.996375
LSG1	-0.2025
MAL	-4.88675
GPR22	-0.179
WDR5B	0.3545
ACTRT1	-0.208
C17orf60	0.487666666666667
GRIN2C	1.0211
ARMC8	-0.966916666666667
SLC47A1	-2.62616666666667
DMPK	0.9685
DHRS13	-0.5385
SMC1A	-0.478666666666667
KRTAP17-1	2.166
SMYD5	-0.3705
TUSC2	0.515125
CRHR2	0.3215
KIR3DL2	0.244
CCDC104	0.20775
ATP2C1	0.232875
CROT	1.36925
PABPC3	-0.134666666666667
EGR1	1.219
THSD1	1.345
KHK	-1.65075
SLC12A2	3.6080625
CD58	-0.901
STOX2	-0.0323333333333333
CCDC76	-0.3081
CCDC48	5.16225
DNAH1	0.282666666666667
ZIC4	0.82475
OR1G1	-0.0405
PSMC6	-0.976166666666667
PROKR1	0.2485
ABCB1	0.0245
TRAT1	-0.86775
LLGL1	0.203
MTF1	0.80575
USP54	1.226125
PAGE2B	-3.3105
ITGB7	-3.6655
CCDC81	-0.9495
LOC149837	0.39975
SCUBE1	0.1915
ZSCAN10	0.492
HUWE1	-0.252714285714286
CDH17	0.0880000000000001
CD180	0.22175
IL17A	-0.4135
TMPO	-3.010625
KIAA1524	-1.74166666666667
HDGFRP3	0.749833333333333
OXCT1	-1.54381818181818
RRAS2	-1.908
LTBP2	2.811375
SV2B	2.007
CYP2A6	0.99075
PKD1L2	-1.70766666666667
PPM1M	0.87775
FLJ22662	1.58666666666667
ZNF502	0.52175
GP6	-1.384
CRYBA2	-0.68775
LEF1	-1.5708
CTPS	-2.26842857142857
EYA1	-2.5605
EPS8L1	1.7925
MAPK14	-0.683916666666667
SERPINB2	-5.348625
GTF2F2	-0.558
ZNHIT4	-0.2545
PLA1A	0.729125
C20orf114	2.671
HPR	-2.595
C18orf2	-3.88266666666667
SATB2	-2.10475
KCNJ9	0.259375
MGC157906	0.244
MOCS3	-0.262
C17orf71	-0.557166666666667
PPHLN1	-0.3989
HIST1H2BN	-0.46525
RAPGEF1	-0.487625
MAP3K8	1.92225
DLG4	0.693
STC1	-1.89216666666667
CDGAP	1.54675
DDX26B	-1.4115
LOC150223	-1.35325
CPSF3	-0.960333333333333
TMEM14A	-0.34225
MYH3	-1.15975
GPKOW	-0.0085
SULT1A1	-0.349333333333333
SPON1	4.2442
YY1AP1	1.4425
RAB23	-0.279
PLA2G4A	-3.936
MAPRE3	0.52775
ZNF516	1.05621428571429
GGPS1	1.45775
EXOC3L2	0.187125
C19orf42	0.524
MAP2K2	-0.3305
HIST1H2BB	0.219
RNF19B	1.27033333333333
C6orf128	-0.831333333333333
TLR8	3.1645
PCDHA9	0.5345
CARS2	0.482625
CLUL1	3.47933333333333
RHAG	-4.34616666666667
UNK	0.24
EXOC8	0.881
C9orf95	0.756
C14orf143	-0.441666666666667
MAML3	0.236625
LDHA	-1.62425
MRPL20	-0.01225
KLHDC6	-0.2686
ATP5S	-0.750833333333333
C8orf55	-0.575
PHF19	-2.634125
KRTAP13-4	0.3835
TTC5	-0.16125
XKR5	-1.2585
SILV	-4.5855
TEX28	-0.5235
TCTN1	1.378
CX40.1	-0.0415
PPP2R5C	-0.409125
C12orf30	-1.17416666666667
CAPG	2.218
MPZL1	1.19145
ARSB	-1.11933333333333
TDH	-2.5955
WASF4	0.632
TSSK3	-0.569
7A5	1.793
CRISPLD1	0.522
MAD1L1	-0.025
SPIN4	-1.47283333333333
AMPD1	0.972
DPYSL5	-0.4235
INPP1	-0.275166666666667
ANKRD11	-1.2595
NPAS4	-0.018
GCET2	-0.1237
RNASE9	1.417
GUCY2D	0.1732
CCDC98	-0.0645
FGF4	-0.489
CPM	-0.4
SLC26A4	-1.89866666666667
PLD5	0.436
FAM59A	-0.0961
FBXO5	-3.09955555555556
SIPA1L1	-0.100625
DPYS	0.053
ATG4D	-0.289
TGM3	1.3095
MTCH1	-0.11675
HK1	-0.146928571428571
CDC26	-0.0015
GALNT12	-2.9765
LOC339229	0.213
MRPL35	-0.493
ORC4L	-0.01275
TNKS	0.4185
C2orf24	0.239333333333333
ZNF553	1.02133333333333
GGTLA1	3.2302
ZNF497	0.08825
CDY1B	-0.447
SLC30A4	1.28325
TUB	-0.516125
ARHGEF18	0.31725
ARRB1	0.08525
KCNK1	2.565375
EREG	2.4094
SCAMP5	-0.30775
RUNDC3B	2.52625
ADAMTS20	0.39675
IL17RB	0.074625
FLJ20323	-0.392
MCAM	0.381125
POLR3E	-0.732833333333333
AQR	0.520833333333333
IPMK	0.2125
CDCA7	-4.033
CAMP	2.01275
GRHL3	2.5365
ADAMTSL2	2.27633333333333
CLMN	1.82066666666667
SSTR3	0.3735
MAGEA5	-2.3775
OVOL2	3.904
JMJD1B	0.4035
RBL2	-0.2428
PYGO2	1.5545
PPP1R10	0.7295
CSE1L	-1.53816666666667
LCA5	1.93475
RDH16	0.17575
ASRGL1	-2.4005
TOM1	0.929
PTX3	-6.1365
TTC15	0.43275
SCGB3A1	1.8355
MRPL50	-1.4505
RCAN3	1.10225
SLC26A11	0.817
STYX	-0.483333333333333
CINP	-0.33925
MARCH7	-0.40375
PFKM	-0.975666666666667
SGMS1	0.557166666666667
RIOK3	0.1022
C1orf110	2.108
CES7	-0.273375
LOC440248	-0.86175
PPP1R12C	-0.05
C10orf27	0.2155
ATG9A	-0.496
MRPS26	0.264375
TMEM40	0.49025
ELP3	0.3487
ZNF787	0.4315
HIAT1	-0.026125
C8orf34	6.98483333333333
MGC4655	-0.1417
PELI1	0.589
PPT1	0.1762
SLC35C2	-0.0858333333333333
C6orf125	-0.66825
MUC4	-0.6115
RFC4	-2.68071428571429
GNB2	1.19483333333333
NUP50	-0.172714285714286
SULT4A1	-0.142166666666667
C7	5.067
CCDC130	0.35
ARRDC4	0.51825
RQCD1	-1.30025
GLYCTK	-1.03225
AYTL2	-1.08218181818182
MTUS1	1.6356
LEMD3	0.256833333333333
PLEKHF2	1.52725
HOXA7	0.20025
GTF3C2	-1.055
DYNLRB2	3.993
CNOT10	-0.48275
MR1	1.34216666666667
FFAR1	-0.40375
PRIC285	0.24075
SLITRK6	6.009
LIX1	-2.32044444444444
UBE1L2	-0.787583333333333
F8	1.291
ACHE	-0.188833333333333
KPNA5	-0.2415
TNFRSF12A	-0.031
EGR3	1.643
SERPIND1	-3.91616666666667
OASL	1.15275
IFRD1	-1.087875
WDFY1	-0.0095
ZNF267	0.45975
ACCN5	0.0285
ZBTB6	-0.35775
PPP1R3A	-0.108
PRRT3	1.05
FBXL19	0.286
TXNIP	1.68142857142857
ACTN2	-0.6355
ATG9B	-0.14775
C9orf117	2.122375
IL27	0.471
RPL36AL	-0.479666666666667
KLK15	-0.18425
CHAD	2.411
RAP2B	-0.7949
HEBP2	0.9225
ZNF342	1.158
CAMK2G	-0.374666666666667
TLR3	1.47725
FGF14	2.0635
HMGB2	-2.54225
TRPM5	0.012
OR5M11	-0.086
KIF3B	0.605842105263158
PRICKLE2	1.46675
MTMR9	0.34925
C3orf27	-0.03825
GLRA3	-2.03383333333333
NSDHL	-0.520833333333333
TMEM32	-0.67875
POLR2D	-1.42708333333333
MYADML	0.0275
C9orf114	-0.34125
MRGPRX1	-0.547
TOPORS	0.4015
CLDN19	-1.4995
C1QL4	0.4115
RNF165	0.1235
DHRS9	-0.565
DNAH2	1.1745
FXR1	-0.4595
ZMYM3	-0.6645
CASP3	-0.204
FAM120C	-0.658125
SCLY	-1.32775
CA7	-0.192
ENTPD5	-0.114666666666667
ZNF461	-0.00924999999999997
PDIA5	-0.9585
C1orf19	-0.459
TMEM67	0.6295
KCTD20	-0.56375
WDR47	0.5325
FLJ38723	3.753
KLRF1	0.443833333333333
TAS2R16	-0.015
CLDN12	0.87775
PRKCE	-0.06575
UBXD4	-0.9215
ITGAM	2.65766666666667
GLT8D3	-0.788375
WDR31	1.7562
RGS2	-0.41
OR51L1	0.211
MST1R	0.9505
KIAA1737	1.43175
OR4A5	0.132
GLIS1	-1.06683333333333
PTMA	-0.0602857142857143
NAPA	0.948
PRDM11	-0.18675
LIPF	0.127
DIRAS3	0.83925
ASGR2	-4.24125
C1QTNF4	0.332
PIK3R4	0.139166666666667
ARMC3	6.052
NDUFV3	-0.517166666666667
BTBD3	-0.633666666666667
PPP1R2	-0.3005
UBE2NL	-0.62575
FOSL2	0.615357142857143
FAM119A	-1.98866666666667
TUBA4A	-0.4651
KRTAP12-1	-0.169
SFRS2	-1.23675
RHPN1	0.2581
EEF2	0.0535
ZDHHC11	0.892833333333333
EPHA3	-0.2393
RBM12	-1.0475
H2AFJ	-0.0793333333333333
EDIL3	3.185
KIF26A	-0.9055
SERGEF	1.04475
B3GALT4	3.044
LOC90925	0.282333333333333
OSCAR	0.087125
NPFF	0.674125
DEDD	1.041375
TMEM155	-0.783875
PTPN1	-0.54425
SCYL2	0.134333333333333
SKAP1	3.494
LEAP2	-1.88883333333333
GADD45G	2.7275
IFITM3	1.107875
PILRB	0.233333333333333
SLU7	0.1408125
DSC3	-0.951
DNMT3L	-1.99375
PAPD5	-0.686875
B3GNT3	-0.486
LHCGR	0.0125000000000001
MSL-1	-0.1055
UBE2S	-2.18175
SAP130	-0.406
ANAPC11	0.1375
MAGED4B	-2.4575
ATP6V1B2	0.271833333333333
C14orf179	1.0725
CAPZA1	-0.412875
CDYL2	-0.875
GLRX3	-1.37966666666667
LOC136288	2.724
MOBKL1A	-0.192
HTR2B	2.77425
CRYGD	-0.239166666666667
NUS1	-0.969
PGRMC1	-0.4875
MYOM2	0.193
FLJ39653	0.381333333333333
CHM	-0.0162
OR5M8	-0.085
ZNF619	0.02
FAM105A	1.86
CCNL1	-0.779125
NAP1L3	0.021
C10orf57	2.669
B3GALNT1	0.515333333333333
CSN1S2A	-0.603
TCP10L	0.80325
GDAP2	-0.0855
DMKN	-0.996833333333333
COX6B1	-0.33225
DNASE2	0.547833333333333
MSH5	-1.8765
LGMN	-0.410125
USP31	0.5998
OR13C8	0.778
SDCBP	0.0472
NUDT11	-3.18166666666667
PYGL	-1.127
SNPH	-0.6025
B3GNT4	-0.253
MIZF	-0.1797
NUBPL	-0.01825
NOD1	0.634666666666667
CDH22	-0.64575
NUBP1	0.848666666666667
DSCAM	-3.733
DGKI	1.4945
FAM136A	-1.23925
AKAP1	0.187666666666667
SLC16A6	0.40325
RIN3	0.01075
PSG2	-0.115
DIP2B	0.356583333333333
PSORS1C1	-0.2643
KIAA0495	0.527
FLJ90709	-0.467666666666667
LPA	-0.178833333333333
PIGA	-0.648166666666667
LY75	3.11633333333333
UTS2	-6.3445
RREB1	-0.141
GALNACT-2	0.2867
MGC3196	-0.608
FLJ31568	-0.1925
LPHN1	0.9145
SP1	0.563875
TOX4	0.0901666666666667
HSPA9	-0.1371
APOBEC1	-0.27
SLC35E4	-0.40425
LSM5	-0.786
SURF1	0.4165
ZBTB1	0.32675
GTF2F1	0.1815
RPS15A	0.197428571428571
DUSP21	-0.8375
GINS4	-3.20966666666667
MYO15A	1.60933333333333
GIMAP7	3.6255
MGC13379	0.6695
ATP6V1E2	0.430833333333333
UTP3	-0.46025
HNRPA3	-1.008
MT4	-0.705
C14orf155	0.68425
U1SNRNPBP	0.161
CKLF	-1.35416666666667
PLEKHN1	0.407
MBNL1	-0.256916666666667
NUP160	-1.74325
ACSM2A	-1.625
LOC129881	1.75475
KIAA1529	0.7355
FLJ22639	-1.6145
HAND1	-1.2135
GSX1	0.071
FGA	-4.493125
SERPINB1	0.17125
ZNF642	0.86175
IGFBP1	-8.14725
SLC1A1	4.149125
DHX57	-0.088375
ZNF766	-0.0975
PTPN21	0.5173
GDPD3	-0.00733333333333333
PNPLA5	-0.072
TBR1	1.66483333333333
FAM116A	-0.18925
IQGAP1	0.7575
FOS	2.16825
ZNF226	-0.350375
FIGNL1	-1.11483333333333
C14orf1	0.208666666666667
ZMYND17	0.237
PUS7	-0.287833333333333
TUBB6	-1.1055
KCNQ2	-1.4805
MARCH6	-0.151083333333333
CCDC33	0.429
PRODH	-0.1485
RBM11	1.0265
EPHA6	0.120375
SLC43A1	0.14
LOC196541	0.970714285714286
NTN1	1.10833333333333
ING4	0.8835
PCDHB10	0.2285
DPH2	-0.879166666666667
SPACA4	-0.00599999999999999
FBXL21	-3.677
DIAPH1	-0.743166666666667
ZNF71	0.563833333333333
CEP76	-0.0805
CORO1A	-0.842
RRM2	-4.00875
EDG4	0.51725
OS9	0.404333333333333
SLC4A1AP	-0.24575
COG5	-0.26875
COPS8	-0.62725
NGLY1	-0.69775
NCBP2	-0.5165
C17orf42	-0.644166666666667
GPSM3	0.546125
SIL1	1.035
ASB6	-0.30925
SMAD5OS	-0.426333333333333
UNC93A	-3.336625
A1BG	-0.263333333333333
C21orf62	0.32225
FMO5	1.58125
ATRIP	0.282166666666667
CEBPG	-0.478333333333333
C7orf38	0.5235
TNFRSF1B	0.576666666666667
CLEC1A	2.76716666666667
IQSEC1	0.055875
PATZ1	1.5934
RBM22	1.317125
BAG2	-2.65816666666667
PAQR5	-1.655
C9orf127	0.8917
THNSL1	0.3225
SHROOM3	2.5249
JAM2	1.627
SNRPN	-0.778
ALX4	0.167
CACNA1S	-0.0125
FAM130A1	0.666
CORIN	1.1945
CD300LB	0.36
PLEKHG6	1.491
LRRC40	-1.07275
PCLKC	-1.14375
PCDHB16	0.321166666666667
WNT2B	2.34466666666667
ASNS	-1.71211111111111
MRPL49	0.029125
FLJ46111	-0.117
ISG20	-0.229125
SMU1	0.374666666666667
CASZ1	0.244
POLR1D	-0.35525
GIN1	-0.6165
SNAG1	0.248
ANKRD29	-1.68375
CDKN2AIP	0.531
KRR1	-0.65075
CXCL1	-1.626
EPM2A	-0.1435
PC	0.165333333333333
DEFB127	1.1585
PDZRN4	3.69483333333333
FAH	0.9145
OR51E1	1.6195
CDC2L6	-0.2195
DNTTIP1	-0.7325
PAX8	0.66475
TMEM116	0.20325
C1orf150	0.508
PRO2012	0.37125
MRPL40	-0.7125
BEX1	-1.1163
SLC2A4	0.877166666666667
PKMYT1	-1.76775
FEZF2	-0.133333333333333
SLC26A9	-1.84575
MAP2	-0.4445
LYL1	-0.83675
SLC25A19	-1.47033333333333
NOS3	0.0965
ZNF34	1.387
TMPRSS11F	-1.56133333333333
FAM43A	0.31075
FCRL4	0.708333333333333
KLF14	-0.154
FLRT2	0.586666666666667
WRN	-0.7935
SDF2	0.514
KRT8P12	-0.045
C6orf195	-0.024
C9orf125	-1.4835
DZIP3	0.74075
RIT1	0.900333333333333
SCML1	-2.28816666666667
RHBDF2	0.29175
OR2G3	-0.1675
REXO1L1	-0.442
MAP3K7IP3	-0.088625
C3orf57	-4.12975
FBXW11	-1.349
ETAA1	0.0235
C14orf131	0.3099
AKT1S1	0.39925
SLC12A5	-1.151375
C9orf164	1.1465
NRIP3	-1.576125
NOS1AP	0.78625
TMEM121	2.27875
SAP30BP	-0.0284
DGCR6	0.6015
WDR76	-1.73725
FAM82B	-0.416666666666667
LOC606495	-0.1825
MAP9	2.19
BCDIN3D	0.76125
CXorf36	3.16383333333333
DSCR3	-0.4177
ZFAND3	0.10275
C7orf43	0.315166666666667
SPSB3	1.5561
C19orf19	-0.1475
FAM133A	-1.547625
C12orf25	0.5655
SLC39A3	-0.664375
DISP2	1.1785
PI4KAP2	-2.3855
MKRN3	-1.27333333333333
ADAMTS13	0.27775
CBLN3	0.3027
TTYH1	-2.20483333333333
C3orf18	1.72725
FLJ13236	0.3105
ZMYND12	4.06325
C18orf25	0.3825
GLB1L3	-1.1975
ATP13A5	1.431
RANBP10	-0.41975
CD96	-1.2496
DENND1C	-0.127
RBMS3	1.5069
SLC41A3	0.346
DGCR6L	0.43
TMEM128	0.383833333333333
CSNK1G3	-0.368428571428571
MOBKL2C	1.084625
TSPAN6	0.083375
MATN2	-0.0751
MSL2L1	-0.357166666666667
ST6GALNAC2	0.0515
FGFBP2	1.8375
FGL1	-5.649
MPP3	0.760166666666667
ARHGEF6	1.58766666666667
TGFBR2	0.95425
ACMSD	-1.14325
IL33	3.67175
C9orf5	-0.227
DEAF1	0.7497
AMN	-0.3735
DEFA6	-0.224285714285714
RNF212	-1.733
METT5D1	0.339666666666667
CIB1	1.5104
TSSK1B	0.76475
KIAA1727	2.03675
ZNF680	0.195416666666667
LOC399900	-1.2945
LOC152217	-0.61975
CTNNAL1	-3.42
CIT	-1.91941666666667
TLE6	1.736
ZNF607	-0.7265
HERC4	-1.1575
DRAP1	-0.3347
PEMT	0.2395
C10orf111	-0.303
ZNF575	1.383875
KCTD7	-0.93175
MYO1F	0.657375
LOC285382	0.49475
RAB11A	0.746
PLCD3	-0.159
C15orf28	-0.2645
PTBP2	-0.77175
CTB-1048E9.5	-0.30025
C19orf60	-0.133333333333333
C7orf25	0.344833333333333
SETD7	0.6595
HOXB9	-4.152
VANGL1	-0.9645
CHAF1B	-1.445
NDUFA3	0.22875
KIAA1328	0.569333333333333
SHARPIN	0.659125
TTC23	0.66075
UGP2	0.141583333333333
ANKIB1	0.1439
CIRBP	1.47542857142857
SEC14L4	-2.64983333333333
OVCH1	0.0681666666666667
VPS52	0.31625
FAT	0.488375
M6PRBP1	-0.27475
GPRIN3	0.046
PPM1F	-0.260666666666667
TSR1	-1.09425
CCDC85A	2.3325
PCSK5	1.908
ZFHX3	0.5735
HEMK1	0.00919999999999999
PGBD2	1.033
RSRC2	0.115
AURKC	-1.68283333333333
SCRIB	0.888125
ORM2	-4.09733333333333
FAM115A	0.596
FZD6	-0.432
UNC119	0.0085
GPX3	1.6673
NOV	0.991
CABC1	0.809375
CDC42SE2	-0.2911875
EIF2S2	-1.3397
RNF130	0.425625
CKAP5	-0.9555
RP11-413M3.2	0.77675
C10orf18	0.0244
TMEM93	-0.47425
DYX1C1	2.78375
KCNMB2	-2.04
ANK3	1.90508333333333
KRT5	-3.0158
CDH12	-2.48225
QRSL1	-0.280375
JUB	-0.8705
SHC4	-3.0125
CCL15	2.29866666666667
CCDC22	-0.12925
SNX24	-0.123
RARS	-0.96525
MORC2	0.860625
FAM48A	-0.4415
MT1H	-1.6165
PPP1R14C	-1.24066666666667
FOXD1	-2.74985714285714
C1orf213	-0.77575
AMT	-0.8401
DSN1	-2.23725
PTPLAD2	1.86575
DIS3L	0.57625
RASL11A	0.96925
GPRC5B	0.49225
FRMD7	-0.2855
STRN4	0.54975
KITLG	0.272227272727273
HDGF	-0.44425
OR1S1	0.2795
SETX	-0.0541
DDR2	0.4025
KCTD12	1.766
LYZL2	-0.2685
WDR52	0.721
TMEM2	0.575125
ZNF579	1.091
LOC200810	0.46425
TNFSF9	-1.666375
PPFIA4	-3.5755
CNIH3	-0.0573333333333333
MAP4K4	-1.12428571428571
ROD1	0.0610714285714286
ALS2CR12	-0.15
DOCK3	-2.20916666666667
PAQR9	-5.30775
ASB17	0.0678333333333333
STX16	-1.247
FEZ2	0.266166666666667
DLAT	-0.925166666666667
KIF21B	-1.064
CDC5L	-0.4105
TMEM119	2.1085
CRIP3	-0.812
TPSD1	-0.471
TEPP	-0.30375
GNGT2	0.85175
C21orf121	1.087
WNK1	0.717833333333333
FLJ10490	0.8622
OR51B5	-2.6335
LOC203547	-1.437875
HAS1	1.2095
PPA1	-0.624833333333333
ST7	-0.050125
C11orf46	0.53
POPDC3	-3.99166666666667
ACOX2	-0.0825
ATCAY	-1.23433333333333
TM4SF19	-1.675
MFSD9	-1.0005
PDHB	-0.6135
ERN1	-0.061
LCE3C	0.209
GPR111	-0.177
NOTCH3	1.80733333333333
ADAMTS5	2.23125
B3GALT1	-0.7305
UGCGL1	-1.01766666666667
FAM58A	0.0366666666666667
FBXO32	1.265
CLPP	-0.0955
NXPH1	-1.7495
MTMR3	1.12683333333333
ATP1B3	-1.657875
TMEM16A	4.17025
HIST1H3F	0.231333333333333
TRIM25	-0.539833333333333
SDCBP2	1.091
CRKL	-0.59375
HOXB2	1.70416666666667
ANP32B	-1.15125
GATM	5.03
AP4E1	-0.291875
EDG5	0.149625
CDKN3	-3.54966666666667
CDH4	-2.998
PGD	-0.717666666666667
RND1	1.644
GAD1	-2.2951
MPG	0.589625
LOC440350	0.2985
ZNF133	-0.0505
SERPINB12	0.401
AMELY	-0.7158
DHX36	-1.14775
TNFAIP8L2	3.02316666666667
PHTF2	0.0263333333333333
CCDC112	-0.764333333333333
IQCC	0.341
HEYL	3.23466666666667
FTSJ2	-0.0693333333333333
APPL1	0.259625
RAB43	-0.024
OR10G2	0.077
WAC	-0.0171666666666667
ADCY9	-0.128
RUNDC2B	0.567166666666667
PYCRL	0.4535
AGPAT7	-0.206166666666667
SLC22A9	-1.29066666666667
CDKAL1	-0.328
PDYN	-0.926833333333333
C20orf74	-0.4115
MTMR11	2.99225
VAV3	3.72775
DAPL1	-2.08375
STXBP3	0.19275
EIF3G	0.1225
ARHGAP22	1.19675
NPFFR1	0.4475
NPC1	-0.445
ALDH9A1	2.025
ZNF600	0.51125
ZNF678	0.0401666666666667
RASSF1	0.205333333333333
ADD2	-2.327625
PITPNB	-0.080625
PKD2L2	0.203375
LRP11	-0.35175
CDKL1	0.56525
SMEK2	0.2485
PRODH2	-3.37666666666667
C11orf54	0.0916666666666667
SFRS11	-0.388
IL7	0.903333333333333
ALS2CR16	1.38175
BTG3	-0.931333333333333
PAK2	-0.279
RP11-679B17.1	-0.52775
GATA4	-2.345
ATP2B1	-0.61975
LOC130940	1.1805
C1orf172	2.832
ATF7IP2	-1.443
SLC25A43	-0.139666666666667
CENTG3	0.422833333333333
IGF2BP1	-3.8312
FCHSD1	0.2915
CAMK2N2	1.39983333333333
ELAVL3	-0.3029
NBPF15	0.466666666666667
UBE2J2	0.026
GNL2	-1.109
PRR3	-0.2929
NLF2	0.88025
OR4F6	-0.964
KLHL24	0.280166666666667
CCDC88A	-1.89
SGPP1	-0.318166666666667
C10orf11	-0.2285
SLC35B4	-1.35533333333333
UGT3A2	-1.6145
ARNT2	0.4098
CBR1	-0.713
ITPR3	-0.460833333333333
TRAPPC6B	-0.8864
AMZ1	-0.329
ARP11	1.26
WDSUB1	-0.05975
APBA1	0.595333333333333
RAB2A	0.5314
C6orf162	-1.034125
HPSE2	0.0133333333333333
PLCE1	0.339
INSL3	0.6005
DLG1	0.1399
PTPLA	-3.7755
PIGX	-0.352875
TFIP11	0.6115
FIBIN	3.364
POLR2G	-0.80725
GRAP2	-2.1868
DNAJB8	-0.24375
CNBP	-0.1745
WASF1	-1.00825
INPP5E	-0.3539
HSPB1	1.0246875
TMEM167	-0.7585
CUBN	0.3105
IGF1	3.82625
ITPK1	0.8324
NAALAD2	-1.249625
G3BP1	-0.3453
NT5DC1	0.486375
CYP39A1	-0.3235
TMEM139	2.18641666666667
POLK	-0.068
GLULD1	-1.6865
RBM15	-0.952
AMZ2	0.02
GDF15	-1.71683333333333
MESDC2	-0.1385
INCA	0.0993333333333334
ACY1L2	-1.708
GZMM	-0.448666666666667
PAIP1	-0.275
CACNA2D1	-0.16275
STK32C	0.413166666666667
SH3BP4	1.5935
DEC1	0.0155
PADI1	0.829
UBB	0.1848
PON3	1.59133333333333
PROP1	0.28
ANKRD13B	0.1655
ADCK1	-0.2795
TCF25	-0.237
SLC38A5	-2.702
CXorf26	-0.256833333333333
C19orf39	0.3565
PPP1R13B	0.85
ARL2	-0.5165
TCL6	-0.374583333333333
TOP3A	-0.3635
SLC16A14	0.279875
FXYD6	1.24516666666667
HIST1H4E	-1.0565
BBC3	0.621631578947368
UNC5A	0.287166666666667
FAM86C	-0.1229
PI4KB	1.463625
B3GAT1	-3.0495
SUSD2	3.52483333333333
OAZ2	0.105
NOC4L	-0.28775
C10orf12	-0.55675
FADS1	-3.1265
LOC144097	-0.73425
DKK2	3.45716666666667
KIAA1949	0.3285
RHOT1	-0.0704
OXT	1.80633333333333
GPR153	0.97225
ARL4A	-0.6085
SAAL1	-1.57775
CCDC64	0.1385
USE1	-0.0313333333333333
HNMT	0.539833333333333
PCGF3	0.426625
CYP2C19	1.20175
C20orf4	0.3985
CCDC11	3.20725
ACSBG2	-0.40175
RWDD2A	0.27875
PALLD	2.08225
CPLX4	0.3345
LOC492311	1.507
KPNA2	-2.6075
MACROD1	-0.6005
TMCO3	0.9195
C15orf52	1.07
BIRC5	-3.1126
