Hybridization REF	TCGA-A8-A08A-01A-11R-A00Z-07
ZNF434	0.09
SMARCD1	-0.388833333333333
ZFP106	-0.2515
ZNF347	-0.188
GTF2E1	-0.516
RY1	-0.627833333333333
ATAD2B	-0.216125
ARHGAP17	-0.187
KCNIP3	-0.9935
SFPQ	-0.457
GFRA4	0.7365
AKR1B10	-2.716125
TIGD6	1.314
RGS16	1.119375
URB1	0.108333333333333
OR4C46	0.0868333333333334
TOP3B	-0.85325
NFATC4	0.9115
CA14	-2.728
BMPR1A	-2.44066666666667
SNRP70	-0.394875
PRL	0.0796666666666666
C6orf130	-0.09925
STAG2	0.18375
CD55	-1.49707692307692
RPS23	0.623833333333333
SSX2	-1.6215
FDPSL2A	-0.05925
FBXO27	0.470875
SYNGR3	-0.599166666666667
TMSL3	1.398
EML1	-1.662
NUP93	-1.43925
SMAD3	-1.0778
KIAA1189	0.7225
HNRPUL2	0.6225
TBC1D12	0.896166666666667
C16orf24	1.51425
MRVI1	1.77483333333333
ZNF581	-0.203333333333333
ELOVL3	-0.7665
OR51Q1	0.16475
CACNB3	0.688333333333333
GALNT13	-0.64925
C10orf84	0.6695
NEDD4	-0.382
SPO11	1.4075
OR5AU1	0.228
NEK4	0.231214285714286
PRKAR2A	0.3025
IHPK1	-1.104
ATP6V0B	0.337375
CACNA1E	1.169
CEACAM8	-0.0938333333333333
PEX14	0.0085
FLJ12993	-1.896
ZBTB38	0.299916666666667
PCTK2	0.387166666666667
LRRC16	0.0373
FBLIM1	1.48991666666667
FYCO1	1.46475
RP5-1022P6.2	-0.851333333333333
CMTM1	0.00733333333333333
PLTP	-0.0896666666666667
RAPH1	1.127625
DOCK8	1.0805
EZH2	-1.97113333333333
SLC25A1	-0.830166666666667
PLEKHB1	-0.1818
GRB7	0.443
ZFP37	-0.153
MRPL33	-0.55
PELO	-0.79875
ARMC1	-0.191
C9orf27	0.646714285714286
FLJ25778	0.223
C9orf37	-0.825166666666667
TMEM66	0.65075
SPRN	0.485375
HBEGF	0.33675
PI4KA	-0.36
LEPRE1	-0.234
POU2AF1	-4.361375
MRPL12	-0.213833333333333
REP15	-0.632
ZC3H3	0.37225
RASAL1	-1.2455
DDAH1	2.0295
ACBD5	0.151
TMC2	0.1765
CCDC137	-0.541
SAMD13	-2.977
UGT2B15	-1.62216666666667
TIPARP	-0.73525
DNASE1L3	-0.07425
TRIM72	2.1195
DBX2	0.637666666666667
IPO8	-0.3175
C21orf88	-1.5195
MAP3K14	0.147
LOC51233	-0.244666666666667
GGTLA4	2.0205
PDE6D	-0.34925
ZNF117	-0.04675
CLK2	-0.44475
NKRF	-1.0315
TNFSF15	-0.177888888888889
DUSP2	-0.6695
SECISBP2	0.0249
GABRR2	-0.2295
PPAP2C	1.68125
LOC51145	0.289333333333333
PAG1	0.020125
PIK3C3	0.08275
GNG10	-0.016
APOL4	0.3455
ANKRD28	-0.205
STMN3	-1.9689
RAB14	0.8176
CDK2AP2	-0.2505
HDDC3	0.014625
COMMD7	0.2455
CXXC1	-0.545
HMCN1	0.394666666666667
CD40	0.37975
DYNC1LI2	-0.176375
GDI1	-0.06875
LOC646938	0.05075
VSNL1	-2.92383333333333
PIH1D1	0.0461666666666667
RAET1G	0.48
KRTAP5-9	-0.607
EFTUD2	-0.38625
ZNF311	0.964666666666667
ATP6V1G3	0.03025
OR2W3	1.23675
SCN4A	0.0215
MED10	-1.218
FAM135A	-0.7409
ARHGAP4	-1.14625
EHMT2	-0.45925
UFD1L	-0.72825
ERMP1	-0.18825
MAG1	-1.85616666666667
THAP8	0.290833333333333
HACE1	-1.20416666666667
FAM82C	0.455666666666667
C3orf20	-0.0305
UNC84A	-1.09266666666667
SCD5	-0.710846153846154
LASS6	1.786125
LSG1	-0.123833333333333
MAL	-5.24775
GPR22	-1.4755
WDR5B	1.534
ACTRT1	-0.9225
C17orf60	0.491
GRIN2C	0.5239
ARMC8	-0.889416666666666
SLC47A1	-2.7615
DMPK	0.637
DHRS13	0.012
SMC1A	-0.507166666666667
KRTAP17-1	0.74125
SMYD5	-0.50875
TUSC2	0.48075
CRHR2	0.28
KIR3DL2	-0.219
CCDC104	0.20475
ATP2C1	0.643875
CROT	1.306
PABPC3	-0.174333333333333
EGR1	-0.115833333333333
THSD1	-0.34875
KHK	-1.32525
SLC12A2	0.8989375
CD58	-0.807
STOX2	-2.03733333333333
CCDC76	-0.707
CCDC48	4.89
DNAH1	0.143166666666667
ZIC4	-0.421875
OR1G1	null
PSMC6	-0.608333333333333
PROKR1	0.2225
ABCB1	-1.833875
TRAT1	-1.3485
LLGL1	0.2145
MTF1	1.65775
USP54	0.939875
PAGE2B	-4.503
ITGB7	-3.6395
CCDC81	-0.389
LOC149837	0.2305
SCUBE1	1.8515
ZSCAN10	1.262
HUWE1	0.3005
CDH17	0.969
CD180	0.39075
IL17A	-0.00225
TMPO	-1.605375
KIAA1524	-1.8555
HDGFRP3	-0.494
OXCT1	-1.05636363636364
RRAS2	-2.08583333333333
LTBP2	1.645
SV2B	-0.261
CYP2A6	3.82375
PKD1L2	-0.3632
PPM1M	0.9305
FLJ22662	0.839333333333333
ZNF502	0.7305
GP6	-0.923
CRYBA2	-1.13875
LEF1	-2.5024
CTPS	-1.99357142857143
EYA1	-3.2335
EPS8L1	2.215
MAPK14	-0.750583333333333
SERPINB2	-4.689125
GTF2F2	-0.602333333333333
ZNHIT4	-0.273
PLA1A	-0.995
C20orf114	4.523
HPR	-4.248
C18orf2	-3.62016666666667
SATB2	-1.83225
KCNJ9	0.428875
MGC157906	0.51
MOCS3	-0.342
C17orf71	-0.68
PPHLN1	0.0802
HIST1H2BN	-0.39
RAPGEF1	-0.497
MAP3K8	0.19975
DLG4	0.333333333333333
STC1	2.22266666666667
CDGAP	1.07125
DDX26B	-1.5935
LOC150223	-1.41625
CPSF3	-0.929
TMEM14A	0.22025
MYH3	-2.53125
GPKOW	-0.22975
SULT1A1	0.727166666666667
SPON1	3.335
YY1AP1	0.5235
RAB23	-0.31025
PLA2G4A	-4.16575
MAPRE3	0.634
ZNF516	0.596428571428572
GGPS1	1.19375
EXOC3L2	0.098
C19orf42	0.6111
MAP2K2	-0.0435
HIST1H2BB	0.2125
RNF19B	1.223
C6orf128	0.228333333333333
TLR8	4.04175
PCDHA9	0.364
CARS2	0.521375
CLUL1	4.00533333333333
RHAG	-3.88433333333333
UNK	-0.481
EXOC8	1.0904
C9orf95	1.26475
C14orf143	0.451333333333333
MAML3	-0.255875
LDHA	-2.13225
MRPL20	0.40175
KLHDC6	-0.777833333333333
ATP5S	-0.0111666666666667
C8orf55	-0.15525
PHF19	-2.128125
KRTAP13-4	0.658
TTC5	-0.2575
XKR5	-2.00225
SILV	-4.43066666666667
TEX28	-0.4465
TCTN1	1.93475
CX40.1	0.1675
PPP2R5C	-0.286
C12orf30	-1.54966666666667
CAPG	2.4655
MPZL1	1.1766
ARSB	-1.50683333333333
TDH	-1.93225
WASF4	1.07025
TSSK3	-1.54683333333333
7A5	0.634
CRISPLD1	-0.435875
MAD1L1	-0.498833333333333
SPIN4	-0.6335
AMPD1	-1.73325
DPYSL5	-1.5205
INPP1	-0.226666666666667
ANKRD11	-0.178833333333333
NPAS4	-0.35575
GCET2	0.0115
RNASE9	-0.28
GUCY2D	-0.7065
CCDC98	-0.06075
FGF4	-0.378
CPM	-0.280333333333333
SLC26A4	-2.2635
PLD5	0.0903333333333333
FAM59A	-1.1633
FBXO5	-2.37977777777778
SIPA1L1	0.143125
DPYS	2.26275
ATG4D	-0.371
TGM3	0.6305
MTCH1	-0.525
HK1	0.392692307692308
CDC26	-0.08775
GALNT12	-3.6315
LOC339229	0.17225
MRPL35	-0.267125
ORC4L	0.1795
TNKS	0.00978571428571429
C2orf24	0.642833333333333
ZNF553	0.6575
GGTLA1	2.4986
ZNF497	0.40625
CDY1B	0.41375
SLC30A4	0.35675
TUB	-1.771875
ARHGEF18	-0.18225
ARRB1	0.01775
KCNK1	-2.700625
EREG	-3.36777777777778
SCAMP5	-0.7925
RUNDC3B	0.06625
ADAMTS20	0.109666666666667
IL17RB	-0.6225
FLJ20323	-0.2255
MCAM	-0.049375
POLR3E	-0.526333333333333
AQR	0.451166666666667
IPMK	0.4945
CDCA7	-5.017625
CAMP	1.629
GRHL3	0.586
ADAMTSL2	1.11333333333333
CLMN	2.57366666666667
SSTR3	0.0595
MAGEA5	-2.50433333333333
OVOL2	4.2655
JMJD1B	0.0165
RBL2	-0.2242
PYGO2	1.25625
PPP1R10	0.261666666666667
CSE1L	-1.213
LCA5	1.6365
RDH16	0.0335
ASRGL1	-2.58025
TOM1	0.773333333333333
PTX3	-6.94925
TTC15	0.728
SCGB3A1	3.8525
MRPL50	-0.81575
RCAN3	1.229625
SLC26A11	0.29025
STYX	-0.095
CINP	-0.00325
MARCH7	-0.174
PFKM	-1.13833333333333
SGMS1	0.8555
RIOK3	0.0658
C1orf110	-0.838
CES7	0.0121428571428572
LOC440248	-2.3065
PPP1R12C	0.08625
C10orf27	0.678
ATG9A	-0.54625
MRPS26	0.57
TMEM40	-0.9655
ELP3	0.1206
ZNF787	0.6905
HIAT1	0.339
C8orf34	0.464333333333333
MGC4655	-0.2575
PELI1	0.151166666666667
PPT1	0.1277
SLC35C2	-0.181
C6orf125	0.1545
MUC4	-1.44733333333333
RFC4	-2.628
GNB2	0.156166666666667
NUP50	-0.127428571428571
SULT4A1	-1.435
C7	0.5765
CCDC130	0.173666666666667
ARRDC4	0.012
RQCD1	-0.90075
GLYCTK	-0.6835
AYTL2	-1.20863636363636
MTUS1	1.0548
LEMD3	0.275333333333333
PLEKHF2	0.7475
HOXA7	3.415125
GTF3C2	-1.5135
DYNLRB2	3.9275
CNOT10	-0.578
MR1	1.11466666666667
FFAR1	0.1245
PRIC285	0.08325
SLITRK6	7.245
LIX1	-2.1685
UBE1L2	-0.388833333333333
F8	0.745125
ACHE	0.368833333333333
KPNA5	-0.7835
TNFRSF12A	-0.527666666666667
EGR3	-0.8065
SERPIND1	-3.22266666666667
OASL	1.244
IFRD1	-2.394875
WDFY1	-0.271833333333333
ZNF267	-0.34425
ACCN5	-0.105
ZBTB6	-0.232
PPP1R3A	0.0035
PRRT3	1.28975
FBXL19	0.0445
TXNIP	0.347857142857143
ACTN2	-1.9065
ATG9B	-0.387875
C9orf117	1.793625
IL27	0.0995
RPL36AL	-0.148166666666667
KLK15	0.4405
CHAD	1.877
RAP2B	-0.0599
HEBP2	1.36425
ZNF342	0.605
CAMK2G	-0.216333333333333
TLR3	1.78925
FGF14	0.33875
HMGB2	-2.1405
TRPM5	-0.298666666666667
OR5M11	0.2885
KIF3B	0.80578947368421
PRICKLE2	1.7515
MTMR9	-0.110625
C3orf27	-0.57025
GLRA3	-1.25566666666667
NSDHL	-0.361833333333333
TMEM32	-0.1645
POLR2D	-1.18608333333333
MYADML	0.3655
C9orf114	-0.35675
MRGPRX1	-0.023
TOPORS	0.67675
CLDN19	-1.2175
C1QL4	0.1
RNF165	0.943
DHRS9	-1.33025
DNAH2	-2.04183333333333
FXR1	-0.452166666666667
ZMYM3	-0.8085
CASP3	-0.125
FAM120C	-0.407875
SCLY	-1.012
CA7	0.607
ENTPD5	0.636666666666667
ZNF461	-0.1775
PDIA5	-0.40125
C1orf19	0.341666666666667
TMEM67	-0.221
KCTD20	-0.61525
WDR47	0.6685
FLJ38723	-1.5025
KLRF1	-0.776333333333333
TAS2R16	0.2485
CLDN12	1.17775
PRKCE	0.4285
UBXD4	-1.2295
ITGAM	3.36383333333333
GLT8D3	-0.787
WDR31	1.7183
RGS2	-1.043
OR51L1	0.679
MST1R	0.7105
KIAA1737	1.09175
OR4A5	1.607
GLIS1	-0.511833333333333
PTMA	-0.0372857142857143
NAPA	1.20225
PRDM11	0.05275
LIPF	1.263
DIRAS3	3.2065
ASGR2	-3.769
C1QTNF4	-0.50425
PIK3R4	-0.00916666666666666
ARMC3	3.725
NDUFV3	-0.106083333333333
BTBD3	-0.723833333333333
PPP1R2	0.771583333333333
UBE2NL	-0.59675
FOSL2	1.29721428571429
FAM119A	-1.77716666666667
TUBA4A	-0.688
KRTAP12-1	0.13875
SFRS2	-0.6235
RHPN1	0.066
EEF2	0.442666666666667
ZDHHC11	0.840833333333333
EPHA3	-2.1355
RBM12	-0.9635
H2AFJ	1.29825
EDIL3	3.069
KIF26A	-1.85175
SERGEF	0.66675
B3GALT4	2.61075
LOC90925	-0.0538333333333333
OSCAR	0.07625
NPFF	-0.38875
DEDD	0.3315
TMEM155	-0.809375
PTPN1	-0.4435
SCYL2	0.0655
SKAP1	-0.03025
LEAP2	-2.95716666666667
GADD45G	1.7481
IFITM3	0.718875
PILRB	-1.1125
SLU7	-0.2519375
DSC3	-1.2795
DNMT3L	-0.8765
PAPD5	0.3335
B3GNT3	-2.31516666666667
LHCGR	0.01
MSL-1	-0.80425
UBE2S	-1.964125
SAP130	-0.43275
ANAPC11	0.04825
MAGED4B	-2.3975
ATP6V1B2	0.467833333333333
C14orf179	1.147
CAPZA1	-0.224375
CDYL2	-0.531833333333333
GLRX3	-1.02266666666667
LOC136288	-0.121
MOBKL1A	-0.47675
HTR2B	0.56925
CRYGD	0.214666666666667
NUS1	-0.896333333333333
PGRMC1	-0.1625
MYOM2	-2.99675
FLJ39653	-1.36583333333333
CHM	-0.1258
OR5M8	0.262
ZNF619	0.141
FAM105A	1.94575
CCNL1	-1.40625
NAP1L3	-0.5685
C10orf57	2.7625
B3GALNT1	1.05783333333333
CSN1S2A	-1.0615
TCP10L	-0.50025
GDAP2	0.015375
DMKN	-0.109833333333333
COX6B1	0.37075
DNASE2	0.887833333333333
MSH5	-2.06275
LGMN	-0.120875
USP31	-0.3553
OR13C8	1.108
SDCBP	0.142
NUDT11	-2.69566666666667
PYGL	-0.683333333333333
SNPH	1.90083333333333
B3GNT4	-1.1055
MIZF	-1.455
NUBPL	-0.245625
NOD1	-0.00883333333333333
CDH22	-0.858714285714286
NUBP1	0.513166666666667
DSCAM	-3.78375
DGKI	-0.0925
FAM136A	-1.05275
AKAP1	0.5365
SLC16A6	0.7435
RIN3	0.27725
PSG2	-0.1325
DIP2B	-0.44775
PSORS1C1	1.3511
KIAA0495	-0.216
FLJ90709	-0.2395
LPA	-0.0116666666666666
PIGA	-1.001
LY75	1.73866666666667
UTS2	-6.42433333333333
RREB1	0.11475
GALNACT-2	0.0715
MGC3196	-0.2475
FLJ31568	-0.83775
LPHN1	0.434125
SP1	0.52575
TOX4	0.452166666666667
HSPA9	-0.1778
APOBEC1	2.645
SLC35E4	-0.4215
LSM5	-1.03525
SURF1	0.5875
ZBTB1	0.289583333333333
GTF2F1	0.17025
RPS15A	-0.112285714285714
DUSP21	-0.581333333333333
GINS4	-3.18616666666667
MYO15A	0.272666666666667
GIMAP7	3.477
MGC13379	0.656
ATP6V1E2	-0.102333333333333
UTP3	-0.14825
HNRPA3	-0.6799375
MT4	-2.3865
C14orf155	0.362333333333333
U1SNRNPBP	0.2745
CKLF	-0.664833333333333
PLEKHN1	0.2395
MBNL1	-0.315666666666667
NUP160	-1.58825
ACSM2A	-1.28725
LOC129881	-0.24475
KIAA1529	-0.647
FLJ22639	-2.8915
HAND1	-0.591
GSX1	0.515
FGA	-4.6369375
SERPINB1	0.58825
ZNF642	0.36925
IGFBP1	-8.346
SLC1A1	1.2735
DHX57	-0.858
ZNF766	0.793
PTPN21	0.0322
GDPD3	-1.99716666666667
PNPLA5	0.2475
TBR1	1.3445
FAM116A	-0.11425
IQGAP1	0.854875
FOS	-0.738875
ZNF226	0.15275
FIGNL1	-1.20083333333333
C14orf1	0.329333333333333
ZMYND17	-0.7485
PUS7	-0.7525
TUBB6	-1.46925
KCNQ2	-1.31325
MARCH6	-0.0715
CCDC33	0.3765
PRODH	-1.20325
RBM11	1.98275
EPHA6	0.291166666666667
SLC43A1	0.8355
LOC196541	0.509285714285714
NTN1	1.04766666666667
ING4	0.50075
PCDHB10	-0.046
DPH2	-0.361166666666667
SPACA4	-0.6085
FBXL21	-3.073
DIAPH1	-0.608333333333333
ZNF71	0.4125
CEP76	-0.2165
CORO1A	-0.3195
RRM2	-2.782375
EDG4	1.0455
OS9	0.447666666666667
SLC4A1AP	-0.39775
COG5	-0.29875
COPS8	-0.57375
NGLY1	-0.5035
NCBP2	-0.3555
C17orf42	-0.48
GPSM3	0.835125
SIL1	1.30633333333333
ASB6	-0.25025
SMAD5OS	-0.117
UNC93A	-3.44525
A1BG	0.324166666666667
C21orf62	0.4695
FMO5	3.10933333333333
ATRIP	0.319
CEBPG	-0.452833333333333
C7orf38	0.161333333333333
TNFRSF1B	0.749833333333333
CLEC1A	1.3885
IQSEC1	0.1795
PATZ1	1.3274
RBM22	0.665125
BAG2	-2.37933333333333
PAQR5	-2.5525
C9orf127	1.4326
THNSL1	-0.40325
SHROOM3	3.1458
JAM2	-0.24575
SNRPN	-1.87375
ALX4	0.3685
CACNA1S	0.1965
FAM130A1	0.85925
CORIN	2.5655
CD300LB	0.5955
PLEKHG6	1.0995
LRRC40	-0.96525
PCLKC	-0.71275
PCDHB16	-0.5825
WNT2B	-0.0598333333333333
ASNS	-2.06611111111111
MRPL49	0.0575
FLJ46111	-1.17775
ISG20	-1.046
SMU1	-0.184333333333333
CASZ1	0.633
POLR1D	-0.506666666666667
GIN1	-0.40275
SNAG1	0.000666666666666677
ANKRD29	0.737
CDKN2AIP	-0.14225
KRR1	-0.107
CXCL1	-6.31983333333333
EPM2A	0.083
PC	0.236
DEFB127	2.853
PDZRN4	2.773
FAH	0.662
OR51E1	1.868
CDC2L6	-0.367166666666667
DNTTIP1	-0.57075
PAX8	-0.81625
TMEM116	0.2035
C1orf150	-0.83
PRO2012	-0.3545
MRPL40	-0.384166666666667
BEX1	-3.8303
SLC2A4	-1.973
PKMYT1	-1.5285
FEZF2	0.4404
SLC26A9	-1.6065
MAP2	-0.618454545454545
LYL1	-0.8365
SLC25A19	-0.789333333333333
NOS3	-0.3005
ZNF34	0.3345
TMPRSS11F	0.114666666666667
FAM43A	-0.13325
FCRL4	0.669833333333333
KLF14	0.03875
FLRT2	-0.734333333333333
WRN	-1.15975
SDF2	0.6239
KRT8P12	-0.8885
C6orf195	-1.1855
C9orf125	-2.541
DZIP3	0.349625
RIT1	0.0580833333333333
SCML1	-1.17283333333333
RHBDF2	-0.07475
OR2G3	-0.0935
REXO1L1	0.0335
MAP3K7IP3	-0.355125
C3orf57	-5.74575
FBXW11	-0.535
ETAA1	-0.23125
C14orf131	-0.2072
AKT1S1	0.411
SLC12A5	-1.227875
C9orf164	1.165
NRIP3	1.478625
NOS1AP	0.884
TMEM121	1.6725
SAP30BP	-0.5405
DGCR6	0.762
WDR76	-1.75575
FAM82B	-0.411083333333333
LOC606495	-0.38
MAP9	2.76441666666667
BCDIN3D	1.11375
CXorf36	2.8355
DSCR3	-0.5778
ZFAND3	0.334875
C7orf43	0.283333333333333
SPSB3	0.8726
C19orf19	0.74125
FAM133A	-3.25816666666667
C12orf25	0.389
SLC39A3	-0.022
DISP2	2.44775
PI4KAP2	-1.7755
MKRN3	-2.48633333333333
ADAMTS13	-0.58325
CBLN3	0.3784
TTYH1	-1.82716666666667
C3orf18	1.96725
FLJ13236	0.435
ZMYND12	3.5355
C18orf25	0.0225
GLB1L3	-0.9385
ATP13A5	-3.6375
RANBP10	-0.479
CD96	-1.3432
DENND1C	-0.3105
RBMS3	-0.0698
SLC41A3	-0.0576666666666667
DGCR6L	0.708
TMEM128	0.567666666666667
CSNK1G3	0.424
MOBKL2C	0.653125
TSPAN6	0.592375
MATN2	-2.2655
MSL2L1	0.3055
ST6GALNAC2	0.461166666666667
FGFBP2	-1.040625
FGL1	-6.91533333333333
MPP3	-0.0508333333333333
ARHGEF6	0.5105
TGFBR2	-0.117125
ACMSD	4.21975
IL33	0.02975
C9orf5	0.177916666666667
DEAF1	0.0716
AMN	0.4155
DEFA6	-0.178
RNF212	-2.07375
METT5D1	0.260333333333333
CIB1	1.1414
TSSK1B	-1.234
KIAA1727	0.94825
ZNF680	0.281333333333333
LOC399900	-1.2985
LOC152217	-0.0620833333333333
CTNNAL1	-2.7395
CIT	-1.89933333333333
TLE6	1.9145
ZNF607	-0.8695
HERC4	-1.01433333333333
DRAP1	-0.2494
PEMT	-0.07225
C10orf111	-3.6895
ZNF575	1.22625
KCTD7	0.15525
MYO1F	0.90325
LOC285382	-2.264
RAB11A	0.7842
PLCD3	-0.9705
C15orf28	-0.1915
PTBP2	-1.28125
CTB-1048E9.5	-0.04925
C19orf60	-0.041
C7orf25	-0.252333333333333
SETD7	1.551
HOXB9	-4.783
VANGL1	-0.0889375
CHAF1B	-1.973
NDUFA3	0.5285
KIAA1328	0.12
SHARPIN	0.030625
TTC23	-1.66275
UGP2	0.14075
ANKIB1	0.4641
CIRBP	1.84171428571429
SEC14L4	-3.20483333333333
OVCH1	0.464
VPS52	-0.06325
FAT	-1.04875
M6PRBP1	0.052
GPRIN3	0.865
PPM1F	-0.918166666666667
TSR1	-0.63975
CCDC85A	1.8695
PCSK5	1.6865
ZFHX3	-0.1695
HEMK1	-0.637
PGBD2	0.32925
RSRC2	-0.253833333333333
AURKC	-1.34283333333333
SCRIB	-0.063
ORM2	-3.29366666666667
FAM115A	0.531
FZD6	0.36825
UNC119	0.1
GPX3	-0.7647
NOV	-1.11725
CABC1	0.486375
CDC42SE2	-0.2638125
EIF2S2	-1.304
RNF130	0.92675
CKAP5	-0.827166666666667
RP11-413M3.2	0.580625
C10orf18	0.2687
TMEM93	-0.42175
DYX1C1	2.063
KCNMB2	-2.65
ANK3	1.33775
KRT5	-3.0133
CDH12	-1.387875
QRSL1	-0.3285
JUB	-1.2135
SHC4	-3.25075
CCL15	0.972833333333334
CCDC22	0.3685
SNX24	0.31475
RARS	-0.4535
MORC2	0.1285
FAM48A	-0.29475
MT1H	-2.385
PPP1R14C	-3.9035
FOXD1	-2.62364285714286
C1orf213	-1.972
AMT	-2.2472
DSN1	-1.4565
PTPLAD2	4.111
DIS3L	0.433
RASL11A	0.337
GPRC5B	-0.2985
FRMD7	-0.434
STRN4	0.2155
KITLG	0.902227272727273
HDGF	0.32225
OR1S1	-0.0365
SETX	-0.1391
DDR2	-0.019
KCTD12	1.94775
LYZL2	-0.78275
WDR52	0.5205
TMEM2	0.092875
ZNF579	1.00283333333333
LOC200810	0.48675
TNFSF9	-1.740875
PPFIA4	-3.83875
CNIH3	-0.638
MAP4K4	-1.12907142857143
ROD1	-0.2885
ALS2CR12	-1.14266666666667
DOCK3	-1.911
PAQR9	-4.7905
ASB17	0.58675
STX16	-1.501375
FEZ2	0.4015
DLAT	-0.966166666666667
KIF21B	-1.02366666666667
CDC5L	-0.59575
TMEM119	1.627
CRIP3	-1.58225
TPSD1	0.171
TEPP	0.445
GNGT2	1.20575
C21orf121	-0.17575
WNK1	0.286333333333333
FLJ10490	1.09
OR51B5	-1.902
LOC203547	-0.985375
HAS1	-0.693
PPA1	0.0303333333333334
ST7	0.376
C11orf46	0.3459
POPDC3	-3.998
ACOX2	3.092
ATCAY	-0.0370833333333334
TM4SF19	-2.3
MFSD9	-0.831333333333333
PDHB	0.204
ERN1	-0.17825
LCE3C	0.1115
GPR111	0.1765
NOTCH3	1.9515
ADAMTS5	2.423
B3GALT1	-1.606
UGCGL1	-0.960666666666667
FAM58A	-0.173166666666667
FBXO32	1.41175
CLPP	-0.2985
NXPH1	-0.90625
MTMR3	0.957333333333333
ATP1B3	-1.210375
TMEM16A	3.747625
HIST1H3F	0.574166666666667
TRIM25	0.261
SDCBP2	0.821
CRKL	-0.972375
HOXB2	-1.19633333333333
ANP32B	-0.77725
GATM	3.429
AP4E1	-0.398125
EDG5	0.412625
CDKN3	-2.34683333333333
CDH4	-2.15275
PGD	-0.496666666666667
RND1	1.1105
GAD1	-3.4948
MPG	0.7925
LOC440350	-0.7665
ZNF133	-0.19875
SERPINB12	1.5415
AMELY	-0.0866666666666667
DHX36	-0.93125
TNFAIP8L2	3.211
PHTF2	-0.311166666666667
CCDC112	-0.665666666666667
IQCC	-0.73775
HEYL	3.10866666666667
FTSJ2	-0.931
APPL1	1.19075
RAB43	-0.0223571428571429
OR10G2	0.3345
WAC	0.0876666666666667
ADCY9	-0.255875
RUNDC2B	0.8625
PYCRL	0.546
AGPAT7	-1.04633333333333
SLC22A9	-0.905333333333333
CDKAL1	-0.681
PDYN	-1.129
C20orf74	1.1405
MTMR11	1.15625
VAV3	4.4215
DAPL1	1.09325
STXBP3	0.5715
EIF3G	0.04425
ARHGAP22	-0.74575
NPFFR1	1.034
NPC1	-0.671166666666667
ALDH9A1	2.13116666666667
ZNF600	-0.166375
ZNF678	0.1515
RASSF1	0.71175
ADD2	-2.60125
PITPNB	0.1355
PKD2L2	-0.207333333333333
LRP11	-1.32
CDKL1	-0.034
SMEK2	0.40375
PRODH2	-3.24266666666667
C11orf54	-0.937333333333333
SFRS11	-0.276833333333333
IL7	-0.7155
ALS2CR16	1.214
BTG3	-2.93333333333333
PAK2	-0.238888888888889
RP11-679B17.1	-0.7905
GATA4	-2.11366666666667
ATP2B1	-0.29225
LOC130940	0.8345
C1orf172	2.617
ATF7IP2	-1.5565
SLC25A43	-0.873
CENTG3	0.162916666666667
IGF2BP1	-4.0365
FCHSD1	0.4295
CAMK2N2	1.2105
ELAVL3	-0.5171
NBPF15	0.351166666666667
UBE2J2	0.0699166666666667
GNL2	-0.9775
PRR3	-0.1041
NLF2	1.249
OR4F6	0.2745
KLHL24	0.895333333333333
CCDC88A	-1.9641
SGPP1	1.04583333333333
C10orf11	-1.028
SLC35B4	-1.18
UGT3A2	-1.3945
ARNT2	1.9489
CBR1	0.2645
ITPR3	-0.4935
TRAPPC6B	-0.7741
AMZ1	-0.487
ARP11	0.79125
WDSUB1	-0.09875
APBA1	0.6095
RAB2A	0.5822
C6orf162	-0.830125
HPSE2	0.52025
PLCE1	-2.0665
INSL3	0.42175
DLG1	0.2065
PTPLA	-4.27475
PIGX	0.665125
TFIP11	0.7725
FIBIN	3.3075
POLR2G	-0.0945
GRAP2	-2.649
DNAJB8	-0.2475
CNBP	-0.0525
WASF1	-2.58175
INPP5E	-1.4475
HSPB1	-0.4033125
TMEM167	-0.477
CUBN	0.025
IGF1	1.8869375
ITPK1	0.3363
NAALAD2	-0.81275
G3BP1	-0.1951
NT5DC1	1.04325
CYP39A1	-1.4775
TMEM139	2.1285
POLK	0.0722222222222223
GLULD1	-0.782
RBM15	-0.725833333333333
AMZ2	0.00975
GDF15	-2.59533333333333
MESDC2	-0.15675
INCA	0.317
ACY1L2	0.4485
GZMM	-0.9675
PAIP1	-0.03825
CACNA2D1	-0.54825
STK32C	1.5105
SH3BP4	0.880333333333333
DEC1	0.2985
PADI1	-1.059
UBB	0.5051
PON3	4.86266666666667
PROP1	0.696
ANKRD13B	-0.8855
ADCK1	-0.11175
TCF25	1.305
SLC38A5	-1.8525
CXorf26	0.187166666666667
C19orf39	0.6465
PPP1R13B	-0.0805
ARL2	-0.4495
TCL6	0.236090909090909
TOP3A	-0.388
SLC16A14	0.556
FXYD6	0.428833333333333
HIST1H4E	0.0784999999999999
BBC3	0.931684210526316
UNC5A	0.489
FAM86C	-0.1245
PI4KB	0.949875
B3GAT1	-3.52775
SUSD2	1.11166666666667
OAZ2	0.0398333333333333
NOC4L	0.054
C10orf12	-0.586
FADS1	-2.86666666666667
LOC144097	-0.88975
DKK2	0.896833333333333
KIAA1949	-0.51475
RHOT1	0.3659
OXT	1.17266666666667
GPR153	1.02775
ARL4A	-2.63666666666667
SAAL1	-1.3615
CCDC64	-0.088
USE1	-0.0776666666666667
HNMT	0.941166666666667
PCGF3	0.263333333333333
CYP2C19	-0.964
C20orf4	0.586
CCDC11	1.2705
