Hybridization REF	TCGA-A8-A07E-01A-11R-A034-07
RY1	-0.170166666666667
ATAD2B	0.266375
ARHGAP17	0.0308
KCNIP3	-0.5805
SFPQ	0.298
GFRA4	0.2495
AKR1B10	-3.78825
TIGD6	0.4725
RGS16	1.7505
URB1	-0.7545
OR4C46	0.3986
TOP3B	-1.18525
NFATC4	0.994
CA14	-4.85125
BMPR1A	0.678833333333333
SNRP70	-0.7785
PRL	0.173909090909091
C6orf130	-0.957
STAG2	-0.0535
CD55	-0.667714285714286
RPS23	0.7695
SSX2	-1.4332
FDPSL2A	0.029
FBXO27	-0.1015
SYNGR3	-0.625
TMSL3	1.91275
EML1	0.339
NUP93	-1.052
SMAD3	-0.0849
KIAA1189	-0.00150000000000004
HNRPUL2	1.069
TBC1D12	1.01733333333333
C16orf24	0.6695
MRVI1	1.41633333333333
ZNF581	-0.483
ELOVL3	0.211
OR51Q1	0.189
CACNB3	1.48266666666667
GALNT13	0.4795
C10orf84	1.1499375
NEDD4	-0.0964
SPO11	1.615
OR5AU1	-0.0105
NEK4	0.178785714285714
PRKAR2A	-0.553333333333333
IHPK1	-0.786
ATP6V0B	0.4545
CACNA1E	0.74
CEACAM8	0.991833333333333
PEX14	-0.058
FLJ12993	1.967
ZBTB38	0.243083333333333
PCTK2	0.718833333333333
LRRC16	0.1323
FBLIM1	1.38958333333333
FYCO1	1.33075
RP5-1022P6.2	-0.0109166666666667
CMTM1	-0.0778333333333333
PLTP	1.39766666666667
RAPH1	1.625
DOCK8	0.543
EZH2	-1.05933333333333
SLC25A1	-1.00383333333333
PLEKHB1	0.0312
GRB7	0.0268
ZFP37	0.57975
MRPL33	-0.57
PELO	-0.3745
ARMC1	-0.372272727272727
C9orf27	0.049875
FLJ25778	0.189
C9orf37	-1.17783333333333
TMEM66	0.49525
SPRN	0.707
HBEGF	0.337875
PI4KA	-0.894
LEPRE1	0.4055
POU2AF1	-3.8225
MRPL12	-0.672333333333333
REP15	0.1785
ZC3H3	0.33975
RASAL1	-0.522
DDAH1	1.467375
ACBD5	-0.2515
TMC2	0.3435
CCDC137	-0.98475
SAMD13	1.28916666666667
UGT2B15	4.185
TIPARP	-0.11375
DNASE1L3	2.25175
TRIM72	0.093
DBX2	0.50025
IPO8	-0.0115
C21orf88	-0.6868
MAP3K14	0.07925
LOC51233	0.444333333333333
GGTLA4	-0.83175
PDE6D	0.0965
ZNF117	0.6045
CLK2	-0.70875
NKRF	-1.05425
TNFSF15	0.4178
DUSP2	-0.649625
SECISBP2	-0.1807
GABRR2	0.1225
PPAP2C	1.83175
LOC51145	-0.132666666666667
PAG1	0.713
PIK3C3	0.158
GNG10	0.5475
APOL4	0.779166666666667
ANKRD28	-1.058625
STMN3	-0.7465
RAB14	1.0022
CDK2AP2	-0.06625
HDDC3	-0.416125
COMMD7	0.62425
CXXC1	-0.3445
HMCN1	0.607666666666667
CD40	1.2575
DYNC1LI2	0.1141875
GDI1	0.02775
LOC646938	0.06225
VSNL1	-1.35883333333333
PIH1D1	-0.153666666666667
RAET1G	0.48
KRTAP5-9	-0.291
EFTUD2	-0.706
ZNF311	-0.256166666666667
ATP6V1G3	-0.5885
OR2W3	0.4085
SCN4A	0.90625
MED10	-0.700375
FAM135A	-0.489
ARHGAP4	-0.80625
EHMT2	-1.04425
UFD1L	-0.323
ERMP1	0.032
MAG1	-1.235
THAP8	0.0648333333333333
HACE1	-0.487166666666667
FAM82C	0.141333333333333
C3orf20	0.194
UNC84A	-0.519833333333333
SCD5	0.665923076923077
LASS6	1.73575
LSG1	0.253166666666667
MAL	-4.27225
GPR22	0.198
WDR5B	0.648
ACTRT1	0.091
C17orf60	0.0761666666666667
GRIN2C	1.3743
ARMC8	-0.131416666666667
SLC47A1	-2.79316666666667
DMPK	-0.45825
DHRS13	-1.42266666666667
SMC1A	-0.0813333333333333
KRTAP17-1	-0.5735
SMYD5	-0.6025
TUSC2	0.6545
CRHR2	0.4425
KIR3DL2	0.4905
CCDC104	-0.076
ATP2C1	0.718625
CROT	1.32275
PABPC3	-0.542166666666667
EGR1	0.187666666666667
THSD1	1.609
KHK	-1.00575
SLC12A2	1.98575
CD58	-0.56625
STOX2	-0.607
CCDC76	-0.678
CCDC48	4.512
DNAH1	-0.226333333333333
ZIC4	-0.18325
OR1G1	0.4735
PSMC6	-0.236333333333333
PROKR1	-0.024
ABCB1	0.011625
TRAT1	0.124
LLGL1	0.138
MTF1	1.31
USP54	1.006125
PAGE2B	-2.931
ITGB7	-3.824
CCDC81	0.4125
LOC149837	0.4815
SCUBE1	0.216
ZSCAN10	0.5755
HUWE1	0.175
CDH17	1.691
CD180	0.475
IL17A	0.11275
TMPO	-0.71125
KIAA1524	-1.19833333333333
HDGFRP3	0.567166666666667
OXCT1	-1.16336363636364
RRAS2	-0.25
LTBP2	3.1465
SV2B	3.81633333333333
CYP2A6	0.0685
PKD1L2	-0.7975
PPM1M	0.9615
FLJ22662	1.38
ZNF502	1.3005
GP6	-1.0215
CRYBA2	0.67925
LEF1	-1.7823
CTPS	-1.311
EYA1	-2.215
EPS8L1	1.41925
MAPK14	-0.289833333333333
SERPINB2	-4.7175
GTF2F2	-0.424333333333333
ZNHIT4	-0.54
PLA1A	0.90525
C20orf114	3.27975
HPR	-3.5705
C18orf2	-3.1704
SATB2	-1.10525
KCNJ9	0.45275
MGC157906	0.447
MOCS3	-0.00699999999999999
C17orf71	-0.435166666666667
PPHLN1	-0.0685
HIST1H2BN	-1.795125
RAPGEF1	-0.21675
MAP3K8	0.3225
DLG4	0.200666666666667
STC1	-0.73075
CDGAP	2.4295
DDX26B	-0.9535
LOC150223	-2.26675
CPSF3	-0.931833333333333
TMEM14A	-0.02825
MYH3	-1.95825
GPKOW	0.0135
SULT1A1	-1.9175
SPON1	4.1156
YY1AP1	0.282833333333333
RAB23	0.69
PLA2G4A	-3.159
MAPRE3	-0.692
ZNF516	0.603142857142857
GGPS1	1.22125
EXOC3L2	-0.4955
C19orf42	0.8301
MAP2K2	-0.198333333333333
HIST1H2BB	-2
RNF19B	1.33083333333333
C6orf128	0.734833333333333
TLR8	3.5375
PCDHA9	0.1875
CARS2	0.212625
CLUL1	0.6645
RHAG	-4.12116666666667
UNK	-0.539
EXOC8	0.778
C9orf95	0.8525
C14orf143	0.0756666666666666
MAML3	-0.204
LDHA	-1.5035
MRPL20	0.85675
KLHDC6	0.9915
ATP5S	-0.0951666666666667
C8orf55	0.374
PHF19	-1.97025
KRTAP13-4	0.526
TTC5	-0.04875
XKR5	-0.291
SILV	-4.74916666666667
TEX28	0.0775
TCTN1	0.69975
CX40.1	-0.01025
PPP2R5C	0.0565
C12orf30	-0.9725
CAPG	1.743
MPZL1	1.26705
ARSB	-0.4005
TDH	-2.581
WASF4	1.581
TSSK3	-0.929166666666667
7A5	1.5515
CRISPLD1	0.82825
MAD1L1	-0.798
SPIN4	-0.167833333333333
AMPD1	-1.51575
DPYSL5	-0.1905
INPP1	0.342666666666667
ANKRD11	-0.882388888888889
NPAS4	-0.032875
GCET2	0.7391
RNASE9	-0.1535
GUCY2D	-0.168666666666667
CCDC98	0.20225
FGF4	-0.2975
CPM	-0.665
SLC26A4	0.758333333333333
PLD5	-0.05275
FAM59A	2.1379
FBXO5	-1.09111111111111
SIPA1L1	-0.209125
DPYS	1.071
ATG4D	0.06425
TGM3	0.8025
MTCH1	0.15875
HK1	0.358642857142857
CDC26	0.2075
GALNT12	-1.19516666666667
LOC339229	-0.678
MRPL35	-0.254125
ORC4L	0.078375
TNKS	-0.304642857142857
C2orf24	0.123
ZNF553	0.147666666666667
GGTLA1	2.9066
ZNF497	0.30575
CDY1B	-0.19725
SLC30A4	0.624375
TUB	-0.467375
ARHGEF18	0.00675
ARRB1	0.52175
KCNK1	1.396625
EREG	-2.8298
SCAMP5	0.35275
RUNDC3B	3.159
ADAMTS20	-0.7185
IL17RB	-0.86
FLJ20323	-0.75425
MCAM	0.99
POLR3E	-2.26183333333333
AQR	0.624333333333333
IPMK	0.9605
CDCA7	-3.700375
CAMP	3.935
GRHL3	1.3895
ADAMTSL2	0.656
CLMN	1.49466666666667
SSTR3	0.5335
MAGEA5	-2.403
OVOL2	3.567
JMJD1B	0.21125
RBL2	-0.2084
PYGO2	0.93775
PPP1R10	0.1215
CSE1L	-0.866833333333333
LCA5	0.7015
RDH16	0.6295
ASRGL1	0.00837500000000001
TOM1	-0.510166666666667
PTX3	-2.946
TTC15	0.42875
SCGB3A1	3.6575
MRPL50	-0.717
RCAN3	1.067125
SLC26A11	0.782
STYX	0.192833333333333
CINP	-0.2465
MARCH7	0.129
PFKM	-1.12466666666667
SGMS1	0.941666666666667
RIOK3	0.122
C1orf110	0.5785
CES7	0.134625
LOC440248	-2.3665
PPP1R12C	-0.22
C10orf27	0.526
ATG9A	-0.37575
MRPS26	0.378625
TMEM40	-0.25825
ELP3	-0.2128
ZNF787	0.3074
HIAT1	0.484
C8orf34	0.825666666666667
MGC4655	0.2557
PELI1	0.231666666666667
PPT1	0.0238
SLC35C2	-0.343833333333333
C6orf125	-1.18875
MUC4	-1.4035
RFC4	-1.93385714285714
GNB2	0.512333333333333
NUP50	-0.158071428571429
SULT4A1	-1.41283333333333
C7	3.24475
CCDC130	-0.1745
ARRDC4	0.6095
RQCD1	-0.13825
GLYCTK	-0.682
AYTL2	-0.180363636363636
MTUS1	0.9479
LEMD3	0.292666666666667
PLEKHF2	1.76525
HOXA7	0.562625
GTF3C2	-1.0085
DYNLRB2	0.434
CNOT10	-0.28875
MR1	0.0856666666666667
FFAR1	-0.06775
PRIC285	-0.1665
SLITRK6	1.98025
LIX1	-1.9546
UBE1L2	1.09458333333333
F8	0.666875
ACHE	0.143
KPNA5	0.04125
TNFRSF12A	-1.0315
EGR3	1.3495
SERPIND1	-3.67133333333333
OASL	2.47125
IFRD1	-1.96875
WDFY1	0.265333333333333
ZNF267	0.341125
ACCN5	0.41
ZBTB6	-0.0275
PPP1R3A	0.259
PRRT3	1.416
FBXL19	-0.3575
TXNIP	0.884
ACTN2	-0.29475
ATG9B	-0.513875
C9orf117	0.449
IL27	-0.1985
RPL36AL	0.0773333333333333
KLK15	0.285
CHAD	1.79
RAP2B	0.3559
HEBP2	1.73775
ZNF342	1.3855
CAMK2G	-0.236333333333333
TLR3	0.8755
FGF14	0.837
HMGB2	-2.5815
TRPM5	-0.192833333333333
OR5M11	0.35
KIF3B	0.379052631578947
PRICKLE2	1.527
MTMR9	0.178
C3orf27	0.42575
GLRA3	-1.5212
NSDHL	-0.306333333333333
TMEM32	0.15075
POLR2D	-0.866
MYADML	0.3255
C9orf114	-0.68325
MRGPRX1	0.151
TOPORS	0.4985
CLDN19	-0.82475
C1QL4	0.2095
RNF165	-0.727
DHRS9	0.3655
DNAH2	-1.26116666666667
FXR1	-0.809666666666667
ZMYM3	-1.07375
CASP3	0.0295
FAM120C	-0.752375
SCLY	-1.425
CA7	0.36
ENTPD5	1.13583333333333
ZNF461	0.126125
PDIA5	0.373
C1orf19	-0.0908333333333333
TMEM67	-0.46775
KCTD20	-0.3525
WDR47	0.9925
FLJ38723	5.739
KLRF1	1.17183333333333
TAS2R16	-0.5405
CLDN12	0.76425
PRKCE	0.282
UBXD4	-0.5475
ITGAM	2.65433333333333
GLT8D3	0.2105
WDR31	-0.2372
RGS2	0.11725
OR51L1	0.238
MST1R	0.3945
KIAA1737	0.92875
OR4A5	0.5305
GLIS1	-0.780333333333333
PTMA	0.888071428571429
NAPA	1.04825
PRDM11	-0.09275
LIPF	0.919
DIRAS3	0.19975
ASGR2	-3.8675
C1QTNF4	2.2325
PIK3R4	-0.0456666666666667
ARMC3	2.6795
NDUFV3	-0.993833333333333
BTBD3	-0.0785
PPP1R2	0.425083333333333
UBE2NL	0.2345
FOSL2	1.04828571428571
FAM119A	-1.15366666666667
TUBA4A	-0.1312
KRTAP12-1	0.12825
SFRS2	-0.398
RHPN1	-0.3364
EEF2	-0.150333333333333
ZDHHC11	-1.719
EPHA3	-0.3855
RBM12	-0.18175
H2AFJ	0.18575
EDIL3	2.5365
KIF26A	-0.48025
SERGEF	0.5785
B3GALT4	2.57475
LOC90925	-0.4325
OSCAR	-0.26675
NPFF	-0.47925
DEDD	0.445625
TMEM155	0.194875
PTPN1	-0.13875
SCYL2	0.5795
SKAP1	1.95025
LEAP2	-3.38183333333333
GADD45G	1.6818
IFITM3	0.7135
PILRB	-2.20966666666667
SLU7	-0.0321875
DSC3	2.70625
DNMT3L	-1.2215
PAPD5	-0.2935
B3GNT3	-0.941666666666667
LHCGR	0.208
MSL-1	-0.38825
UBE2S	-1.39625
SAP130	-0.594
ANAPC11	0.5475
MAGED4B	-2.474
ATP6V1B2	0.208333333333333
C14orf179	0.709875
CAPZA1	0.424875
CDYL2	-0.208833333333333
GLRX3	-0.5535
LOC136288	0.043
MOBKL1A	0.803
HTR2B	2.8095
CRYGD	0.182166666666667
NUS1	-0.333666666666667
PGRMC1	0.2815
MYOM2	0.2715
FLJ39653	-2.2105
CHM	0.1565
OR5M8	-0.116
ZNF619	0.1245
FAM105A	2.0965
CCNL1	-1.06475
NAP1L3	1.275
C10orf57	2.3835
B3GALNT1	1.2085
CSN1S2A	0.1255
TCP10L	-0.0395
GDAP2	0.288
DMKN	0.0423333333333333
COX6B1	0.15725
DNASE2	0.2845
MSH5	-2.33025
LGMN	0.279
USP31	-0.1416
OR13C8	0.742
SDCBP	0.3734
NUDT11	-1.61183333333333
PYGL	-1.419
SNPH	2.14233333333333
B3GNT4	-0.2175
MIZF	-1.0878
NUBPL	-0.699125
NOD1	0.582
CDH22	0.21075
NUBP1	0.1055
DSCAM	-3.839
DGKI	1.9885
FAM136A	-0.55425
AKAP1	-0.967166666666667
SLC16A6	0.1315
RIN3	0.8705
PSG2	-0.00599999999999999
DIP2B	0.365166666666667
PSORS1C1	0.1139
KIAA0495	-0.456
FLJ90709	-0.676166666666667
LPA	-0.2735
PIGA	0.1075
LY75	2.1955
UTS2	-5.88
RREB1	0.235625
GALNACT-2	0.8246
MGC3196	-0.7815
FLJ31568	-0.91675
LPHN1	-0.317625
SP1	0.876875
TOX4	0.116166666666667
HSPA9	-0.028
APOBEC1	0.3785
SLC35E4	-1.55
LSM5	-1.018
SURF1	0.17475
ZBTB1	0.8095
GTF2F1	-0.04075
RPS15A	-0.255142857142857
DUSP21	-0.318333333333333
GINS4	-3.46866666666667
MYO15A	-0.650166666666667
GIMAP7	4.81675
MGC13379	0.222
ATP6V1E2	-1.0615
UTP3	1.048
HNRPA3	0.126875
MT4	-1.4905
C14orf155	0.1735
U1SNRNPBP	0.6355
CKLF	-0.779333333333333
PLEKHN1	-0.0035
MBNL1	0.416
NUP160	-0.492
ACSM2A	-1.6975
LOC129881	-0.16575
KIAA1529	-1.1205
FLJ22639	-2.21775
HAND1	-0.856
GSX1	0.1345
FGA	-3.81169230769231
SERPINB1	-0.10775
ZNF642	1.00475
IGFBP1	-8.329625
SLC1A1	4.135375
DHX57	-0.214125
ZNF766	0.1945
PTPN21	0.3361
GDPD3	-1.65533333333333
PNPLA5	0.0835
TBR1	0.354
FAM116A	-0.151
IQGAP1	1.322375
FOS	0.214625
ZNF226	0.202875
FIGNL1	-0.466833333333333
C14orf1	0.160333333333333
ZMYND17	-0.677
PUS7	-0.833833333333333
TUBB6	0.17825
KCNQ2	-1.3365
MARCH6	-0.2145
CCDC33	0.063
PRODH	-0.943
RBM11	1.39175
EPHA6	-0.169875
SLC43A1	0.33875
LOC196541	0.168142857142857
NTN1	0.953166666666667
ING4	0.23975
PCDHB10	0.74525
DPH2	-0.579833333333333
SPACA4	0.10125
FBXL21	-3.6455
DIAPH1	-0.409833333333333
ZNF71	1.04783333333333
CEP76	-0.1555
CORO1A	-0.17575
RRM2	-0.964125
EDG4	0.96425
OS9	0.29
SLC4A1AP	-0.388
COG5	0.07375
COPS8	0.28225
NGLY1	-0.86125
NCBP2	-0.218875
C17orf42	-0.889
GPSM3	0.425625
SIL1	0.641833333333333
ASB6	-0.42625
SMAD5OS	0.488
UNC93A	-3.05075
A1BG	0.176833333333333
C21orf62	0.65475
FMO5	-0.089
ATRIP	0.177833333333333
CEBPG	0.126
C7orf38	-0.175166666666667
TNFRSF1B	1.41266666666667
CLEC1A	2.36583333333333
IQSEC1	0.38775
PATZ1	0.8664
RBM22	1.950125
BAG2	-1.55533333333333
PAQR5	-1.3975
C9orf127	0.6855
THNSL1	-1.85925
SHROOM3	3.3722
JAM2	2.32025
SNRPN	-1.973
ALX4	0.002
CACNA1S	-0.137
FAM130A1	0.79875
CORIN	1.804
CD300LB	0.402
PLEKHG6	0.7975
LRRC40	-0.52775
PCLKC	-1.1515
PCDHB16	1.36883333333333
WNT2B	2.43316666666667
ASNS	-2.71111111111111
MRPL49	-0.265125
FLJ46111	-1.60825
ISG20	-0.48975
SMU1	0.1964
CASZ1	0.4345
POLR1D	-0.203333333333333
GIN1	-0.351
SNAG1	0.8645
ANKRD29	-0.87825
CDKN2AIP	-0.73725
KRR1	-0.02075
CXCL1	-3.38816666666667
EPM2A	-0.0515
PC	-0.23
DEFB127	-0.99
PDZRN4	1.7175
FAH	0.412375
OR51E1	2.5415
CDC2L6	0.328
DNTTIP1	-0.60075
PAX8	-0.00650000000000002
TMEM116	-0.434
C1orf150	-0.2935
PRO2012	0.25975
MRPL40	-1.129
BEX1	-4.23488888888889
SLC2A4	-0.294
PKMYT1	-1.34625
FEZF2	0.055
SLC26A9	-0.92
MAP2	0.322166666666667
LYL1	-0.7095
SLC25A19	-1.09766666666667
NOS3	0.2765
ZNF34	0.538166666666667
TMPRSS11F	-0.5585
FAM43A	0.94375
FCRL4	0.325333333333333
KLF14	0.01425
FLRT2	1.32116666666667
WRN	-1.49625
SDF2	0.0143
KRT8P12	-0.96975
C6orf195	0.414
C9orf125	0.192166666666667
DZIP3	-0.732625
RIT1	0.0704166666666667
SCML1	-1.475
RHBDF2	-0.384125
OR2G3	0.558
REXO1L1	0.13
MAP3K7IP3	-0.26625
C3orf57	-3.8015
FBXW11	-0.542666666666667
ETAA1	-0.98675
C14orf131	-0.6389
AKT1S1	-0.16475
SLC12A5	-0.338375
C9orf164	1.0325
NRIP3	-0.0705
NOS1AP	0.97675
TMEM121	1.71225
SAP30BP	-0.4061
DGCR6	0.027
WDR76	-1.2195
FAM82B	-0.676583333333333
LOC606495	-0.1415
MAP9	-0.00583333333333335
BCDIN3D	0.81
CXorf36	4.43333333333333
DSCR3	-0.1911
ZFAND3	0.309625
C7orf43	0.197166666666667
SPSB3	0.4159
C19orf19	0.36425
FAM133A	-1.46275
C12orf25	-0.06825
SLC39A3	-0.35375
DISP2	1.39375
PI4KAP2	-2.4265
MKRN3	-1.76183333333333
ADAMTS13	-1.312
CBLN3	0.2472
TTYH1	-0.694166666666667
C3orf18	0.9165
FLJ13236	0.66025
ZMYND12	1.428
C18orf25	0.292375
GLB1L3	-0.8285
ATP13A5	0.00949999999999998
RANBP10	-0.178
CD96	-0.507
DENND1C	0.0635
RBMS3	1.617
SLC41A3	0.481666666666667
DGCR6L	-0.074
TMEM128	0.1835
CSNK1G3	0.2515
MOBKL2C	1.1795
TSPAN6	-0.6375
MATN2	-0.1098
MSL2L1	0.00966666666666667
ST6GALNAC2	0.918333333333333
FGFBP2	2.5665
FGL1	-7.15616666666667
MPP3	-0.763166666666667
ARHGEF6	0.751166666666667
TGFBR2	1.575
ACMSD	-1.0815
IL33	4.717
C9orf5	-0.111583333333333
DEAF1	-0.2741
AMN	0.2055
DEFA6	-0.162428571428571
RNF212	-1.39375
METT5D1	0.0871666666666667
CIB1	0.9649
TSSK1B	0.395
KIAA1727	0.882
ZNF680	0.8545
LOC399900	-1.8015
LOC152217	-0.398583333333333
CTNNAL1	-2.241
CIT	-1.37675
TLE6	-0.64175
ZNF607	-1.20525
HERC4	-0.731666666666667
DRAP1	-0.4272
PEMT	-0.76975
C10orf111	0.7335
ZNF575	0.9895
KCTD7	-0.22925
MYO1F	0.59
LOC285382	1.15675
RAB11A	0.9496
PLCD3	-0.97225
C15orf28	0.1875
PTBP2	-0.809
CTB-1048E9.5	-0.33875
C19orf60	-0.326833333333333
C7orf25	-0.105333333333333
SETD7	1.042125
HOXB9	-3.169
VANGL1	1.13875
CHAF1B	-1.0315
NDUFA3	0.197
KIAA1328	0.250166666666667
SHARPIN	0.40025
TTC23	0.078125
UGP2	0.317333333333333
ANKIB1	0.3073
CIRBP	1.26885714285714
SEC14L4	-3.33316666666667
OVCH1	0.642833333333333
VPS52	-0.31175
FAT	-0.52525
M6PRBP1	0.08575
GPRIN3	0.8725
PPM1F	1.29583333333333
TSR1	-0.82525
CCDC85A	2.42025
PCSK5	2.82475
ZFHX3	0.3495
HEMK1	-1.0604
PGBD2	0.56725
RSRC2	0.023
AURKC	-1.95716666666667
SCRIB	0.258875
ORM2	-4.75816666666667
FAM115A	0.0916
FZD6	-0.1015
UNC119	-0.374333333333333
GPX3	0.6817
NOV	1.35425
CABC1	-0.518875
CDC42SE2	0.41425
EIF2S2	-0.7289
RNF130	0.99125
CKAP5	-0.6185
RP11-413M3.2	0.40925
C10orf18	1.2721
TMEM93	-0.73575
DYX1C1	1.25525
KCNMB2	-0.907875
ANK3	1.3475
KRT5	0.9573
CDH12	-0.624
QRSL1	-1.50175
JUB	-1.258
SHC4	-0.973875
CCL15	2.19866666666667
CCDC22	-0.045
SNX24	-0.18
RARS	-0.261
MORC2	0.017625
FAM48A	-0.27675
MT1H	-0.769
PPP1R14C	-3.2225
FOXD1	-2.30314285714286
C1orf213	-2.62625
AMT	-2.8811
DSN1	-1.402
PTPLAD2	2.19175
DIS3L	0.03675
RASL11A	0.8655
GPRC5B	0.36525
FRMD7	0.3565
STRN4	0.32725
KITLG	2.217
HDGF	-0.1295
OR1S1	0.542
SETX	0.4635
DDR2	1.108375
KCTD12	2.65375
LYZL2	-0.3445
WDR52	0.139
TMEM2	0.877
ZNF579	0.341333333333333
LOC200810	0.65775
TNFSF9	-1.89425
PPFIA4	-4.47225
CNIH3	0.887166666666667
MAP4K4	-0.0629285714285714
ROD1	0.381285714285714
ALS2CR12	1.03166666666667
DOCK3	-1.581
PAQR9	-4.105
ASB17	-0.5026
STX16	-1.504625
FEZ2	0.334166666666667
DLAT	-0.819833333333333
KIF21B	-0.806333333333333
CDC5L	-0.63075
TMEM119	2.52683333333333
CRIP3	-1.586
TPSD1	1.458
TEPP	-0.13775
GNGT2	1.252
C21orf121	1.196
WNK1	-0.197833333333333
FLJ10490	0.5496
OR51B5	-2.1795
LOC203547	-0.656625
HAS1	0.8755
PPA1	0.122166666666667
ST7	0.055125
C11orf46	0.5208
POPDC3	-3.94216666666667
ACOX2	0.144
ATCAY	-0.249666666666667
TM4SF19	-3.3095
MFSD9	-0.4625
PDHB	-0.0465
ERN1	-0.149
LCE3C	0.0125
GPR111	-0.373
NOTCH3	1.94783333333333
ADAMTS5	3.4765
B3GALT1	-0.74525
UGCGL1	-0.00700000000000001
FAM58A	0.565
FBXO32	0.9385
CLPP	-0.27
NXPH1	0.6915
MTMR3	0.560333333333333
ATP1B3	-0.181625
TMEM16A	4.190625
HIST1H3F	-0.0223333333333334
TRIM25	-0.0596666666666667
SDCBP2	2.0815
CRKL	-1.350875
HOXB2	1.11583333333333
ANP32B	-0.392625
GATM	2.983
AP4E1	0.157625
EDG5	0.575875
CDKN3	-1.02216666666667
CDH4	-2.6625
PGD	-0.249333333333333
RND1	0.7525
GAD1	-2.8129
MPG	-0.09875
LOC440350	-0.757
ZNF133	-0.34025
SERPINB12	-0.875
AMELY	0.00139999999999996
DHX36	-0.8225
TNFAIP8L2	3.28033333333333
PHTF2	-0.206555555555556
CCDC112	-0.525166666666667
IQCC	-1.0085
HEYL	3.64166666666667
FTSJ2	-0.578166666666667
APPL1	0.81875
RAB43	0.873142857142857
OR10G2	-0.1165
WAC	-0.0945
ADCY9	0.317875
RUNDC2B	0.154833333333333
PYCRL	0.3964
AGPAT7	-0.852
SLC22A9	-0.912
CDKAL1	-0.092
PDYN	-0.174833333333333
C20orf74	0.88575
MTMR11	1.04275
VAV3	4.33333333333333
DAPL1	3.8805
STXBP3	0.20725
EIF3G	-0.3005
ARHGAP22	1.79725
NPFFR1	0.573
NPC1	-0.895
ALDH9A1	1.01333333333333
ZNF600	0.502375
ZNF678	0.5975
RASSF1	0.02975
ADD2	-2.87225
PITPNB	0.00299999999999999
PKD2L2	0.596125
LRP11	0.115
CDKL1	0.693
SMEK2	0.51975
PRODH2	-3.6315
C11orf54	0.0688333333333333
SFRS11	-0.341666666666667
IL7	0.606166666666667
ALS2CR16	1.11225
BTG3	-1.2475
PAK2	-0.0768333333333333
RP11-679B17.1	-0.69675
GATA4	-2.09716666666667
ATP2B1	-0.1025
LOC130940	0.617
C1orf172	2.4255
ATF7IP2	-1.78475
SLC25A43	-0.18
CENTG3	0.15025
IGF2BP1	-4.3542
FCHSD1	0.1165
CAMK2N2	0.385
ELAVL3	0.1316
NBPF15	-0.137833333333333
UBE2J2	0.548
GNL2	-0.6025
PRR3	-0.2618
NLF2	0.62825
OR4F6	-0.39
KLHL24	0.989333333333333
CCDC88A	-1.406
SGPP1	0.2475
C10orf11	1.303
SLC35B4	-1.0705
UGT3A2	-1.624
ARNT2	2.0276
CBR1	-1.270625
ITPR3	0.113666666666667
TRAPPC6B	-0.3547
AMZ1	-1.1225
ARP11	0.94125
WDSUB1	0.27725
APBA1	0.342833333333333
RAB2A	1.031
C6orf162	-0.017375
HPSE2	1.15175
PLCE1	1.8315
INSL3	0.4515
DLG1	-0.1584
PTPLA	-2.663
PIGX	-0.050625
TFIP11	0.1205
FIBIN	3.2515
POLR2G	-0.476
GRAP2	-1.1089
DNAJB8	-0.0415
CNBP	0.3415
WASF1	-1.49175
INPP5E	-1.0834
HSPB1	-0.368375
TMEM167	0.0697
CUBN	0.6705
IGF1	3.1216875
ITPK1	0.577
NAALAD2	-0.724
G3BP1	0.4371
NT5DC1	0.09025
CYP39A1	0.491
TMEM139	-0.285333333333333
POLK	-0.5922
GLULD1	-1.88275
RBM15	-0.953333333333333
AMZ2	-0.4355
GDF15	-1.7095
MESDC2	0.11775
INCA	0.712833333333334
ACY1L2	-2.631
GZMM	0.0983333333333333
PAIP1	0.27125
CACNA2D1	0.532
STK32C	0.0605
SH3BP4	1.49316666666667
DEC1	0.094
PADI1	-0.002
UBB	0.1527
PON3	0.580333333333333
PROP1	0.231
ANKRD13B	-0.67
ADCK1	-0.24425
TCF25	-0.271833333333333
SLC38A5	-2.2405
CXorf26	0.351
C19orf39	0.3995
PPP1R13B	1.0345
ARL2	-0.782
TCL6	0.184818181818182
TOP3A	-0.789
SLC16A14	1.78025
FXYD6	1.47833333333333
HIST1H4E	-0.47875
BBC3	0.381578947368421
UNC5A	0.852666666666667
FAM86C	-0.8224
PI4KB	0.546875
B3GAT1	-3.399
SUSD2	2.76266666666667
OAZ2	0.258333333333333
NOC4L	-0.40425
C10orf12	0.204
FADS1	-3.18566666666667
LOC144097	-0.55225
DKK2	3.46716666666667
KIAA1949	0.8535
RHOT1	-0.1437
OXT	0.839166666666667
GPR153	0.334
ARL4A	-0.5385
SAAL1	-1.08325
CCDC64	-0.772
USE1	-0.386833333333333
HNMT	0.172
PCGF3	0.582625
CYP2C19	0.26625
C20orf4	0.2795
CCDC11	-0.0495
ACSBG2	0.05425
RWDD2A	0.35225
PALLD	2.735
CPLX4	0.2065
LOC492311	1.15325
KPNA2	-0.947833333333333
MACROD1	-0.6179
TMCO3	0.87
C15orf52	0.382333333333333
BIRC5	-1.3964
PRR16	1.0905
FAM63B	0.2495
KATNB1	-0.908
WNT8B	-0.1985
CPLX3	0.09775
GHR	2.602875
CCDC124	-0.74025
BCLAF1	-0.30575
