Hybridization REF	TCGA-AN-A0FY-01A-11R-A034-07
RY1	-0.209
ATAD2B	0.638375
ARHGAP17	-0.0015
KCNIP3	-0.074
SFPQ	0.47425
GFRA4	0.470666666666667
AKR1B10	-3.84925
TIGD6	0.1605
RGS16	2.191375
URB1	-0.975
OR4C46	-0.179333333333333
TOP3B	-1.5925
NFATC4	0.2285
CA14	-3.63525
BMPR1A	0.222333333333333
SNRP70	-0.968625
PRL	-0.15975
C6orf130	-0.60625
STAG2	0.37425
CD55	-0.611642857142857
RPS23	0.455833333333333
SSX2	-1.74116666666667
FDPSL2A	-1.02825
FBXO27	0.637125
SYNGR3	-1.0505
TMSL3	1.52275
EML1	-1.671
NUP93	-0.455583333333333
SMAD3	-0.000399999999999989
KIAA1189	0.659333333333333
HNRPUL2	0.931833333333333
TBC1D12	0.880666666666666
C16orf24	0.81
MRVI1	2.12333333333333
ZNF581	0.416166666666667
ELOVL3	-0.3345
OR51Q1	-0.04725
CACNB3	2.10583333333333
GALNT13	-0.372625
C10orf84	1.5845625
NEDD4	-0.4066
SPO11	0.514
OR5AU1	-0.0405
NEK4	0.4425
PRKAR2A	-0.670666666666667
IHPK1	-0.175333333333333
ATP6V0B	1.00825
CACNA1E	0.732
CEACAM8	0.446666666666667
PEX14	0.5125
FLJ12993	2.3475
ZBTB38	-0.59375
PCTK2	0.318666666666667
LRRC16	0.7506
FBLIM1	0.288
FYCO1	0.263
RP5-1022P6.2	-0.808666666666667
CMTM1	0.778166666666667
PLTP	0.103833333333333
RAPH1	1.034375
DOCK8	0.9805
EZH2	-0.807
SLC25A1	-1.87616666666667
PLEKHB1	-1.6927
GRB7	1.1294
ZFP37	-1.43675
MRPL33	-1.01725
PELO	-0.44125
ARMC1	0.0938181818181818
C9orf27	-0.116875
FLJ25778	0.209
C9orf37	-1.166
TMEM66	-0.74325
SPRN	0.3415
HBEGF	-0.5855
PI4KA	-0.8475
LEPRE1	-0.4375
POU2AF1	-4.668125
MRPL12	-0.0795
REP15	0.536
ZC3H3	0.464
RASAL1	-1.9155
DDAH1	2.1375
ACBD5	0.127625
TMC2	-0.052
CCDC137	-0.222
SAMD13	-1.46466666666667
UGT2B15	-4.7575
TIPARP	-0.39825
DNASE1L3	-0.07425
TRIM72	0.0166666666666666
DBX2	0.34275
IPO8	0.32825
C21orf88	-1.0126
MAP3K14	0.0345
LOC51233	0.4185
GGTLA4	-1.781
PDE6D	0.048
ZNF117	-0.59325
CLK2	-0.6205
NKRF	-0.18625
TNFSF15	1.5446
DUSP2	-0.552
SECISBP2	-0.1684
GABRR2	0.0555
PPAP2C	0.73575
LOC51145	0.0521666666666666
PAG1	-0.947125
PIK3C3	0.84525
GNG10	-0.4615
APOL4	-0.165333333333333
ANKRD28	-0.934
STMN3	1.3292
RAB14	0.4915
CDK2AP2	-0.0185
HDDC3	-0.693125
COMMD7	0.238375
CXXC1	0.58925
HMCN1	-0.165166666666667
CD40	0.3215
DYNC1LI2	0.663375
GDI1	0.651
LOC646938	-0.29275
VSNL1	-2.3025
PIH1D1	-0.137
RAET1G	0.6175
KRTAP5-9	0.1925
EFTUD2	-0.6095
ZNF311	0.3135
ATP6V1G3	-0.43575
OR2W3	-0.75975
SCN4A	0.21975
MED10	-0.327875
FAM135A	0.303
ARHGAP4	0.6775
EHMT2	-0.516375
UFD1L	-0.824
ERMP1	1.73775
MAG1	-2.7405
THAP8	1.217
HACE1	0.617166666666667
FAM82C	-0.611
C3orf20	0.0255
UNC84A	-0.750333333333333
SCD5	0.674857142857143
LASS6	0.98975
LSG1	0.0470833333333333
MAL	-5.15075
GPR22	-0.3795
WDR5B	0.48575
ACTRT1	0.598
C17orf60	-0.939
GRIN2C	2.013
ARMC8	-0.435
SLC47A1	-2.78916666666667
DMPK	0.1845
DHRS13	0.577833333333333
SMC1A	-0.0256666666666666
KRTAP17-1	0.23125
SMYD5	-0.7865
TUSC2	0.040125
CRHR2	0.203
KIR3DL2	-0.174
CCDC104	-0.13475
ATP2C1	0.432
CROT	-0.30125
PABPC3	-0.2125
EGR1	-0.4885
THSD1	0.9185
KHK	-0.719
SLC12A2	1.45925
CD58	-0.9465
STOX2	-1.604
CCDC76	0.1737
CCDC48	1.119
DNAH1	0.501333333333333
ZIC4	-0.06025
OR1G1	-0.146
PSMC6	-0.6435
PROKR1	0.3605
ABCB1	-1.62975
TRAT1	-1.735
LLGL1	0.1355
MTF1	1.1505
USP54	0.28
PAGE2B	-2.283
ITGB7	-3.65425
CCDC81	0.665
LOC149837	0.29475
SCUBE1	0.034
ZSCAN10	0.522
HUWE1	0.340785714285714
CDH17	0.8265
CD180	-0.3545
IL17A	0.361
TMPO	-0.740875
KIAA1524	-0.793333333333333
HDGFRP3	-0.2745
OXCT1	-0.288454545454545
RRAS2	-0.0936666666666667
LTBP2	2.6726875
SV2B	-0.157166666666667
CYP2A6	5.628625
PKD1L2	-0.470833333333333
PPM1M	0.27175
FLJ22662	2.22666666666667
ZNF502	1.813
GP6	-0.675
CRYBA2	-1.2055
LEF1	-2.3317
CTPS	-0.539142857142857
EYA1	-3.55166666666667
EPS8L1	1.639
MAPK14	-0.366916666666667
SERPINB2	-5.448
GTF2F2	-0.796166666666667
ZNHIT4	-0.6375
PLA1A	-0.2955
C20orf114	2.3945
HPR	-4.3285
C18orf2	-3.05083333333333
SATB2	-2.15975
KCNJ9	-0.04525
MGC157906	0.4175
MOCS3	0.98825
C17orf71	-0.939833333333333
PPHLN1	-0.12
HIST1H2BN	-0.719625
RAPGEF1	0.131125
MAP3K8	1.222
DLG4	-0.0695
STC1	-1.40691666666667
CDGAP	0.491
DDX26B	-2.018
LOC150223	-1.5845
CPSF3	-0.6985
TMEM14A	0.6395
MYH3	-0.4005
GPKOW	0.43725
SULT1A1	-0.628666666666667
SPON1	3.7091
YY1AP1	0.438333333333333
RAB23	0.48125
PLA2G4A	-4.579
MAPRE3	-0.57075
ZNF516	1.65614285714286
GGPS1	0.5465
EXOC3L2	-0.16475
C19orf42	0.4897
MAP2K2	-0.620833333333333
HIST1H2BB	-1.37275
RNF19B	0.830166666666667
C6orf128	0.679166666666667
TLR8	2.06575
PCDHA9	-0.6275
CARS2	0.222
CLUL1	1.27116666666667
RHAG	-4.08433333333333
UNK	0.212
EXOC8	0.2713
C9orf95	0.24625
C14orf143	-0.824666666666667
MAML3	-0.2255
LDHA	-1.3345
MRPL20	0.414
KLHDC6	3.065
ATP5S	-0.734833333333333
C8orf55	1.125
PHF19	-1.565375
KRTAP13-4	0.261
TTC5	-0.29825
XKR5	-0.60175
SILV	-4.35366666666667
TEX28	0.175
TCTN1	0.13775
CX40.1	0.0635
PPP2R5C	-0.6445
C12orf30	-0.884
CAPG	2.55075
MPZL1	-0.12955
ARSB	-1.183
TDH	-0.344
WASF4	1.4205
TSSK3	-0.907166666666667
7A5	2.049
CRISPLD1	-0.819
MAD1L1	-0.7055
SPIN4	0.515333333333333
AMPD1	-1.5105
DPYSL5	-0.0415
INPP1	-0.738833333333333
ANKRD11	-0.0772222222222222
NPAS4	-0.00450000000000002
GCET2	-0.0574
RNASE9	-0.2985
GUCY2D	-0.1955
CCDC98	-0.443
FGF4	-0.543875
CPM	-1.10833333333333
SLC26A4	-2.43616666666667
PLD5	0.1755
FAM59A	2.0295
FBXO5	-0.392444444444444
SIPA1L1	-0.10675
DPYS	-0.185
ATG4D	0.10125
TGM3	0.1315
MTCH1	-0.054
HK1	0.421785714285714
CDC26	-0.43975
GALNT12	-3.575
LOC339229	-0.07875
MRPL35	-0.366375
ORC4L	-0.10775
TNKS	-0.785
C2orf24	0.569666666666667
ZNF553	0.9085
GGTLA1	2.6269
ZNF497	0.88275
CDY1B	-0.0247499999999999
SLC30A4	0.884625
TUB	-1.25275
ARHGEF18	0.85475
ARRB1	1.32475
KCNK1	1.894125
EREG	0.3068
SCAMP5	1.33175
RUNDC3B	0.47975
ADAMTS20	-0.975
IL17RB	0.698
FLJ20323	-1.21725
MCAM	0.324
POLR3E	-1.29425
AQR	-0.0558333333333333
IPMK	0.555
CDCA7	-1.632625
CAMP	0.5325
GRHL3	2.88
ADAMTSL2	1.2995
CLMN	0.780666666666667
SSTR3	0.517
MAGEA5	-2.06233333333333
OVOL2	5.213
JMJD1B	-0.11075
RBL2	0.0928
PYGO2	0.816
PPP1R10	0.0308333333333333
CSE1L	1.34716666666667
LCA5	1.19325
RDH16	0.9765
ASRGL1	-0.18675
TOM1	-0.448
PTX3	-6.4105
TTC15	-0.124
SCGB3A1	0.799666666666667
MRPL50	-1.1165
RCAN3	1.334625
SLC26A11	1.9725
STYX	-0.00483333333333333
CINP	-1.59275
MARCH7	-0.4865
PFKM	-1.22433333333333
SGMS1	-0.957166666666667
RIOK3	0.9849
C1orf110	-0.279
CES7	-0.05425
LOC440248	-1.57775
PPP1R12C	0.95075
C10orf27	1.0845
ATG9A	-0.17925
MRPS26	0.405375
TMEM40	1.396
ELP3	-0.7043
ZNF787	0.9238
HIAT1	0.2595
C8orf34	0.823833333333333
MGC4655	0.1647
PELI1	0.0121666666666667
PPT1	0.5809
SLC35C2	0.876666666666667
C6orf125	-0.4475
MUC4	-1.132
RFC4	-1.193
GNB2	0.0435
NUP50	0.064
SULT4A1	-0.101
C7	0.9845
CCDC130	0.453833333333333
ARRDC4	-1.04075
RQCD1	-0.4865
GLYCTK	-1.58825
AYTL2	-1.01063636363636
MTUS1	-0.248
LEMD3	0.262166666666667
PLEKHF2	1.216
HOXA7	-0.135125
GTF3C2	-1.8145
DYNLRB2	3.68625
CNOT10	-0.0915
MR1	-0.661333333333333
FFAR1	0.3585
PRIC285	0.3165
SLITRK6	4.66
LIX1	-2.0695
UBE1L2	-0.317166666666667
F8	1.0875
ACHE	0.3285
KPNA5	1.02775
TNFRSF12A	-0.713833333333333
EGR3	0.1575
SERPIND1	-3.527
OASL	1.397
IFRD1	-1.037375
WDFY1	0.105
ZNF267	-0.364625
ACCN5	0.3905
ZBTB6	-0.5275
PPP1R3A	0.1675
PRRT3	1.609
FBXL19	-0.3185
TXNIP	0.513285714285714
ACTN2	1.48
ATG9B	-0.41575
C9orf117	0.137875
IL27	0.1845
RPL36AL	-0.342166666666667
KLK15	0.16025
CHAD	2.673
RAP2B	-0.3329
HEBP2	1.365
ZNF342	0.6205
CAMK2G	-0.250333333333333
TLR3	0.01125
FGF14	0.522
HMGB2	0.466
TRPM5	0.754333333333333
OR5M11	0.1205
KIF3B	-0.223105263157895
PRICKLE2	0.3815
MTMR9	-0.6485
C3orf27	-0.08675
GLRA3	-2.34533333333333
NSDHL	-0.238333333333333
TMEM32	-0.37325
POLR2D	-0.94
MYADML	0.264
C9orf114	-0.86425
MRGPRX1	0.361
TOPORS	1.182
CLDN19	-0.46225
C1QL4	-0.1215
RNF165	0.3835
DHRS9	-0.5795
DNAH2	-1.88533333333333
FXR1	-1.40483333333333
ZMYM3	-0.80775
CASP3	-0.179333333333333
FAM120C	-0.103875
SCLY	-0.4675
CA7	0.0205
ENTPD5	-0.441666666666667
ZNF461	0.239
PDIA5	-1.1735
C1orf19	-0.796666666666667
TMEM67	0.53975
KCTD20	-0.3105
WDR47	1.21
FLJ38723	0.0705
KLRF1	-0.119166666666667
TAS2R16	0.5905
CLDN12	-0.58575
PRKCE	0.069
UBXD4	-0.7885
ITGAM	2.44533333333333
GLT8D3	0.2765
WDR31	-0.066
RGS2	-0.64975
OR51L1	0.444
MST1R	0.4695
KIAA1737	0.7855
OR4A5	0.959
GLIS1	-1.21966666666667
PTMA	1.36892857142857
NAPA	0.391
PRDM11	0.689
LIPF	0.039
DIRAS3	-0.8415
ASGR2	-4.323625
C1QTNF4	0.30425
PIK3R4	-0.356833333333333
ARMC3	0.43725
NDUFV3	-0.811666666666667
BTBD3	-0.258166666666667
PPP1R2	-0.241583333333333
UBE2NL	0.1555
FOSL2	0.978142857142857
FAM119A	-1.69483333333333
TUBA4A	-0.0728
KRTAP12-1	0.30275
SFRS2	-0.0645
RHPN1	0.1889
EEF2	-0.707166666666667
ZDHHC11	0.274
EPHA3	-1.1815
RBM12	-0.23625
H2AFJ	-0.0585
EDIL3	4.6655
KIF26A	-2.015
SERGEF	-0.30375
B3GALT4	2.0785
LOC90925	0.581833333333333
OSCAR	0.365875
NPFF	0.03425
DEDD	0.449125
TMEM155	-0.8105
PTPN1	2.95475
SCYL2	0.344333333333333
SKAP1	-0.2445
LEAP2	-2.33083333333333
GADD45G	2.81
IFITM3	0.478
PILRB	-1.02966666666667
SLU7	0.196625
DSC3	0.21825
DNMT3L	-1.743
PAPD5	0.798125
B3GNT3	-2.367
LHCGR	0.241
MSL-1	0.094
UBE2S	-0.890625
SAP130	-0.739
ANAPC11	0.39825
MAGED4B	-1.711
ATP6V1B2	-0.127666666666667
C14orf179	0.1635
CAPZA1	-0.005125
CDYL2	1.78416666666667
GLRX3	-0.722
LOC136288	-0.51975
MOBKL1A	0.0675
HTR2B	2.1235
CRYGD	-0.363833333333333
NUS1	-0.215666666666667
PGRMC1	-0.182
MYOM2	-0.53475
FLJ39653	-1.45666666666667
CHM	-0.4287
OR5M8	0.1545
ZNF619	0.4105
FAM105A	0.5935
CCNL1	-0.568375
NAP1L3	-0.36425
C10orf57	1.0195
B3GALNT1	1.10966666666667
CSN1S2A	0.3405
TCP10L	-0.181
GDAP2	0.607
DMKN	1.37283333333333
COX6B1	0.26
DNASE2	0.6255
MSH5	-1.64525
LGMN	-0.5445
USP31	0.7375
OR13C8	0.2385
SDCBP	-1.0419
NUDT11	-2.15816666666667
PYGL	0.606666666666667
SNPH	-1.21583333333333
B3GNT4	-1.548
MIZF	0.5509
NUBPL	-0.8585
NOD1	0.642333333333333
CDH22	0.1895
NUBP1	-0.211
DSCAM	-4.29125
DGKI	0.079
FAM136A	-0.40775
AKAP1	-0.763833333333333
SLC16A6	0.33
RIN3	-0.117
PSG2	-0.14125
DIP2B	0.25075
PSORS1C1	0.9403
KIAA0495	-0.2645
FLJ90709	-0.100666666666667
LPA	0.0505
PIGA	0.047
LY75	2.61516666666667
UTS2	-6.31816666666667
RREB1	0.174125
GALNACT-2	0.281
MGC3196	-0.37825
FLJ31568	-1.3455
LPHN1	0.3385
SP1	0.875875
TOX4	-0.091
HSPA9	-0.2793
APOBEC1	0.3175
SLC35E4	-0.8745
LSM5	-1.54525
SURF1	-0.3215
ZBTB1	0.86475
GTF2F1	-0.738
RPS15A	-0.13
DUSP21	-0.499666666666667
GINS4	-3.07716666666667
MYO15A	-0.198166666666667
GIMAP7	2.30325
MGC13379	0.70375
ATP6V1E2	-2.5915
UTP3	0.16375
HNRPA3	0.06175
MT4	-0.4525
C14orf155	0.0233333333333333
U1SNRNPBP	0.59125
CKLF	-0.0501666666666667
PLEKHN1	-0.0773333333333333
MBNL1	-0.30175
NUP160	-0.58875
ACSM2A	-1.757
LOC129881	0.72
KIAA1529	-0.64325
FLJ22639	-0.35125
HAND1	-1.261
GSX1	0.26
FGA	-4.288875
SERPINB1	-1.131
ZNF642	0.5675
IGFBP1	-7.7005
SLC1A1	-1.176
DHX57	-0.576625
ZNF766	0.383
PTPN21	-0.1238
GDPD3	-0.324166666666667
PNPLA5	-0.0425
TBR1	-0.191833333333333
FAM116A	0.34025
IQGAP1	0.24775
FOS	-0.91075
ZNF226	-0.087375
FIGNL1	-0.103333333333333
C14orf1	-0.712166666666667
ZMYND17	-0.0985
PUS7	-1.01133333333333
TUBB6	-0.749375
KCNQ2	-1.32725
MARCH6	0.65675
CCDC33	0.204
PRODH	-2.06675
RBM11	1.0475
EPHA6	0.21675
SLC43A1	-0.26475
LOC196541	-0.280125
NTN1	2.24258333333333
ING4	0.985
PCDHB10	-0.2825
DPH2	-0.318333333333333
SPACA4	0.43725
FBXL21	-5.8205
DIAPH1	-0.687833333333333
ZNF71	1.24866666666667
CEP76	-1.045
CORO1A	-1.053
RRM2	-2.458
EDG4	-0.0705
OS9	-0.276166666666667
SLC4A1AP	-0.222
COG5	-1.37025
COPS8	-0.1805
NGLY1	-1.304
NCBP2	-0.2155
C17orf42	-1.07483333333333
GPSM3	0.46525
SIL1	-0.461333333333333
ASB6	-0.4505
SMAD5OS	-0.779666666666667
UNC93A	-3.482
A1BG	0.348666666666667
C21orf62	0.21825
FMO5	-2.04416666666667
ATRIP	-0.137
CEBPG	0.253666666666667
C7orf38	-0.675333333333333
TNFRSF1B	0.026
CLEC1A	0.697333333333333
IQSEC1	0.057875
PATZ1	0.6699
RBM22	0.951
BAG2	-2.687
PAQR5	-2.56016666666667
C9orf127	2.0956
THNSL1	-0.181
SHROOM3	2.5828
JAM2	0.3435
SNRPN	-2.77225
ALX4	-0.652
CACNA1S	-0.199
FAM130A1	0.6415
CORIN	2.9715
CD300LB	0.8405
PLEKHG6	0.3205
LRRC40	-0.31025
PCLKC	-1.58525
PCDHB16	0.3445
WNT2B	-0.2015
ASNS	-1.97855555555556
MRPL49	0.06075
FLJ46111	0.44575
ISG20	-0.428875
SMU1	0.982666666666667
CASZ1	0.9805
POLR1D	-0.656833333333333
GIN1	-0.5975
SNAG1	-0.0611666666666667
ANKRD29	-2.32
CDKN2AIP	0.27975
KRR1	0.26525
CXCL1	-3.50716666666667
EPM2A	0.4385
PC	0.5445
DEFB127	0.1415
PDZRN4	1.5555
FAH	-0.965375
OR51E1	2.0405
CDC2L6	0.691166666666667
DNTTIP1	1.5885
PAX8	-1.13225
TMEM116	-0.77875
C1orf150	-0.545
PRO2012	0.03025
MRPL40	-1.15083333333333
BEX1	-3.2741
SLC2A4	-0.887
PKMYT1	-0.47
FEZF2	-0.468833333333333
SLC26A9	-1.9135
MAP2	-0.0565
LYL1	-1.579
SLC25A19	0.296166666666667
NOS3	-0.381
ZNF34	1.54583333333333
TMPRSS11F	-0.673333333333333
FAM43A	-0.65675
FCRL4	-0.302166666666667
KLF14	0.20625
FLRT2	-0.764666666666667
WRN	-1.9965
SDF2	0.6514
KRT8P12	0.41275
C6orf195	-0.4465
C9orf125	-2.18883333333333
DZIP3	-1.101875
RIT1	0.204666666666667
SCML1	-0.165
RHBDF2	0.39775
OR2G3	-0.4085
REXO1L1	0.2575
MAP3K7IP3	0.038875
C3orf57	-1.0415
FBXW11	0.0436666666666667
ETAA1	-0.848
C14orf131	-1.1178
AKT1S1	0.35525
SLC12A5	0.86575
C9orf164	2.2095
NRIP3	1.152375
NOS1AP	-0.04625
TMEM121	0.11675
SAP30BP	0.0992
DGCR6	-0.1505
WDR76	-1.078
FAM82B	0.000999999999999982
LOC606495	-0.4165
MAP9	-0.47375
BCDIN3D	0.75
CXorf36	3.08116666666667
DSCR3	-0.4133
ZFAND3	0.312
C7orf43	0.0681666666666667
SPSB3	1.2355
C19orf19	0.3385
FAM133A	-3.2185
C12orf25	-0.0475
SLC39A3	-1.2245
DISP2	-0.99025
PI4KAP2	-2.1875
MKRN3	-2.7265
ADAMTS13	-1.028875
CBLN3	0.0949
TTYH1	-1.86316666666667
C3orf18	0.50325
FLJ13236	-1.32675
ZMYND12	3.36775
C18orf25	1.138
GLB1L3	-1.6555
ATP13A5	0.61
RANBP10	0.83375
CD96	-1.551
DENND1C	-0.6285
RBMS3	0.4523
SLC41A3	0.490666666666667
DGCR6L	-0.1645
TMEM128	0.597
CSNK1G3	0.232857142857143
MOBKL2C	1.559375
TSPAN6	-0.8755
MATN2	1.6659
MSL2L1	0.099
ST6GALNAC2	1.267
FGFBP2	-0.571125
FGL1	-7.15066666666667
MPP3	-0.740166666666667
ARHGEF6	2.06966666666667
TGFBR2	-0.103125
ACMSD	-1.107
IL33	1.63625
C9orf5	-0.459
DEAF1	0.4423
AMN	0.2935
DEFA6	-0.05175
RNF212	0.02
METT5D1	0.0451666666666667
CIB1	-0.6284
TSSK1B	0.0835
KIAA1727	1.728
ZNF680	0.0440833333333333
LOC399900	-0.9945
LOC152217	-0.414
CTNNAL1	-2.51
CIT	-1.46125
TLE6	0.048
ZNF607	-1.078
HERC4	-1.2005
DRAP1	0.1155
PEMT	-0.23475
C10orf111	0.589
ZNF575	0.896625
KCTD7	0.43575
MYO1F	0.237375
LOC285382	-0.47875
RAB11A	-0.2775
PLCD3	-0.043
C15orf28	0.07575
PTBP2	0.16525
CTB-1048E9.5	-0.763125
C19orf60	-0.607333333333333
C7orf25	0.019
SETD7	0.5095
HOXB9	-4.43
VANGL1	-0.1624375
CHAF1B	-1.46075
NDUFA3	0.28925
KIAA1328	0.731
SHARPIN	0.67675
TTC23	-0.83125
UGP2	0.0986666666666667
ANKIB1	-0.1158
CIRBP	0.162571428571429
SEC14L4	-3.48483333333333
OVCH1	0.141166666666667
VPS52	-0.41775
FAT	0.013375
M6PRBP1	-0.575
GPRIN3	-0.37
PPM1F	-1.14783333333333
TSR1	-0.733
CCDC85A	1.55175
PCSK5	2.22325
ZFHX3	1.045
HEMK1	-0.3889
PGBD2	0.02
RSRC2	0.171
AURKC	1.336
SCRIB	0.51475
ORM2	-4.62583333333333
FAM115A	-0.7803
FZD6	1.234
UNC119	0.9
GPX3	-0.2278
NOV	-1.118
CABC1	0.241625
CDC42SE2	0.086
EIF2S2	-0.6634
RNF130	0.203375
CKAP5	-0.547666666666667
RP11-413M3.2	0.701625
C10orf18	0.2513
TMEM93	-0.57925
DYX1C1	0.4425
KCNMB2	-2.074125
ANK3	0.354166666666667
KRT5	-2.2852
CDH12	-1.44375
QRSL1	-0.330625
JUB	-0.14175
SHC4	-3.091875
CCL15	0.432
CCDC22	0.0665
SNX24	0.20825
RARS	-0.48975
MORC2	0.290875
FAM48A	-0.23125
MT1H	1.0875
PPP1R14C	-3.888
FOXD1	-2.65028571428571
C1orf213	-0.76325
AMT	-1.5242
DSN1	-0.61275
PTPLAD2	1.44275
DIS3L	-0.9335
RASL11A	1.443
GPRC5B	0.77375
FRMD7	-0.963
STRN4	0.28025
KITLG	1.18840909090909
HDGF	0.0655
OR1S1	0.187
SETX	-0.3661
DDR2	0.297375
KCTD12	1.14525
LYZL2	2.11075
WDR52	0.333
TMEM2	0.172
ZNF579	0.789333333333333
LOC200810	0.24025
TNFSF9	-2.042625
PPFIA4	-0.72325
CNIH3	0.622333333333333
MAP4K4	-1.9085
ROD1	0.700142857142857
ALS2CR12	-0.617333333333333
DOCK3	-0.701833333333333
PAQR9	-4.3435
ASB17	-0.212333333333333
STX16	1.7465
FEZ2	-0.275
DLAT	0.2915
KIF21B	-1.8255
CDC5L	-0.22175
TMEM119	1.24716666666667
CRIP3	-1.57825
TPSD1	-0.151166666666667
TEPP	-0.199
GNGT2	0.954
C21orf121	0.17
WNK1	0.879666666666667
FLJ10490	0.3316
OR51B5	-2.3315
LOC203547	-0.389375
HAS1	-0.893
PPA1	-0.715333333333333
ST7	-0.305125
C11orf46	0.2698
POPDC3	-4.06266666666667
ACOX2	0.574
ATCAY	-0.370416666666667
TM4SF19	-0.30475
MFSD9	-0.905833333333333
PDHB	-0.47425
ERN1	-0.46325
LCE3C	0.229
GPR111	0.069
NOTCH3	1.62233333333333
ADAMTS5	1.26675
B3GALT1	-1.811
UGCGL1	-0.3
FAM58A	0.268833333333333
FBXO32	1.989
CLPP	-0.623
NXPH1	-2.4935
MTMR3	0.819166666666666
ATP1B3	-0.751875
TMEM16A	3.888125
HIST1H3F	0.0185
TRIM25	-0.375333333333333
SDCBP2	1.3725
CRKL	-1.011125
HOXB2	-0.461333333333333
ANP32B	-0.324625
GATM	2.173
AP4E1	-0.591
EDG5	0.274625
CDKN3	-1.34416666666667
CDH4	-2.138
PGD	-0.911666666666667
RND1	0.8615
GAD1	-3.1998
MPG	-0.3325
LOC440350	0.9065
ZNF133	1.88375
SERPINB12	-0.2525
AMELY	0.196833333333333
DHX36	-1.45125
TNFAIP8L2	2.74683333333333
PHTF2	0.403722222222222
CCDC112	-0.810666666666667
IQCC	0.08525
HEYL	3.20466666666667
FTSJ2	-0.773166666666667
APPL1	0.701625
RAB43	-0.488571428571429
OR10G2	-0.468
WAC	0.4345
ADCY9	1.529125
RUNDC2B	0.4655
PYCRL	0.6596
AGPAT7	-0.783
SLC22A9	-1.102
CDKAL1	-0.051
PDYN	-0.460666666666667
C20orf74	0.17375
MTMR11	1.81625
VAV3	3.79041666666667
DAPL1	0.4195
STXBP3	0.61725
EIF3G	0.127
ARHGAP22	-0.60175
NPFFR1	0.201
NPC1	-0.0856666666666667
ALDH9A1	0.5885
ZNF600	1.2575
ZNF678	-0.516333333333333
RASSF1	0.0475833333333333
ADD2	-2.086875
PITPNB	-0.128625
PKD2L2	0.136625
LRP11	-0.25275
CDKL1	-0.67475
SMEK2	0.41825
PRODH2	-3.37816666666667
C11orf54	1.54583333333333
SFRS11	-0.0858333333333333
IL7	-1.33566666666667
ALS2CR16	1.11675
BTG3	-0.7235
PAK2	-0.771222222222222
RP11-679B17.1	0.32375
GATA4	-1.74616666666667
ATP2B1	-0.3525
LOC130940	1.0385
C1orf172	3.05733333333333
ATF7IP2	-2.617
SLC25A43	-0.693833333333333
CENTG3	0.127333333333333
IGF2BP1	-4.1351
FCHSD1	0.2455
CAMK2N2	0.641333333333333
ELAVL3	-0.2109
NBPF15	-0.0136666666666667
UBE2J2	-0.218083333333333
GNL2	-0.1355
PRR3	-0.0694
NLF2	1.06425
OR4F6	0.3795
KLHL24	0.3925
CCDC88A	-2.1666
SGPP1	-1.97616666666667
C10orf11	-0.733166666666667
SLC35B4	-1.70666666666667
UGT3A2	-0.664
ARNT2	1.4305
CBR1	-1.1525
ITPR3	0.466
TRAPPC6B	-0.0935
AMZ1	3.073
ARP11	1.64925
WDSUB1	0.40775
APBA1	0.451166666666667
RAB2A	1.1599
C6orf162	0.020125
HPSE2	0.66225
PLCE1	-1.085
INSL3	0.27375
DLG1	-0.2997
PTPLA	-1.44875
PIGX	-1.015375
TFIP11	-0.174333333333333
FIBIN	3.2775
POLR2G	0.131
GRAP2	-2.3366
DNAJB8	-0.14575
CNBP	0.361
WASF1	-0.0365
INPP5E	-0.9291
HSPB1	0.5939375
TMEM167	-0.8538
CUBN	-0.63875
IGF1	1.3321875
ITPK1	0.6899
NAALAD2	-1.42475
G3BP1	0.4468
NT5DC1	0.4495
CYP39A1	1.7285
TMEM139	1.20391666666667
POLK	-1.52522222222222
GLULD1	-1.56125
RBM15	-0.134833333333333
AMZ2	0.06
GDF15	-2.188
MESDC2	-0.9805
INCA	-0.308
ACY1L2	-3.371
GZMM	-1.04833333333333
PAIP1	0.09025
CACNA2D1	0.25525
STK32C	1.48966666666667
SH3BP4	0.952666666666667
DEC1	0.0305
PADI1	0.359
UBB	0.2819
PON3	-2.56516666666667
PROP1	0.675
ANKRD13B	1.4075
ADCK1	-1.22225
TCF25	0.501166666666667
SLC38A5	-2.149
CXorf26	0.0655
C19orf39	0.6845
PPP1R13B	0.048
ARL2	-0.3785
TCL6	0.04325
TOP3A	-0.137
SLC16A14	0.00600000000000001
FXYD6	2.42833333333333
HIST1H4E	0.0985
BBC3	0.522052631578947
UNC5A	0.1105
FAM86C	-0.9548
PI4KB	0.045375
B3GAT1	-3.499
SUSD2	0.8135
OAZ2	-0.5345
NOC4L	-0.45325
C10orf12	-0.082
FADS1	-1.78683333333333
LOC144097	-0.04175
DKK2	1.07716666666667
KIAA1949	0.17925
RHOT1	-0.3714
OXT	1.32316666666667
GPR153	0.558
ARL4A	-2.26866666666667
SAAL1	-0.3955
CCDC64	-0.1625
USE1	-0.694833333333333
HNMT	-0.672166666666667
PCGF3	0.6855
CYP2C19	-0.0385
C20orf4	-0.0965
CCDC11	0.34575
ACSBG2	0.0965
RWDD2A	0.39725
PALLD	2.83475
CPLX4	0.1975
LOC492311	0.70725
KPNA2	-0.9215
MACROD1	0.9392
TMCO3	0.625333333333333
C15orf52	-1.55033333333333
BIRC5	-0.763733333333333
