Hybridization REF	TCGA-A2-A0ST-01A-12R-A084-07
EPDR1	-2.3976
MUSK	0.294
ZNF434	-0.313166666666667
SMARCD1	-0.466333333333333
ZFP106	-0.29025
ZNF347	-0.3647
GTF2E1	0.00199999999999999
RY1	-0.220666666666667
ATAD2B	0.80025
ARHGAP17	0.4689
KCNIP3	-1.17925
SFPQ	0.192125
GFRA4	0.798833333333333
AKR1B10	-3.365875
TIGD6	-0.180333333333333
RGS16	2.54475
URB1	-0.076
OR4C46	0.1145
TOP3B	-1.12925
NFATC4	0.0115
CA14	-4.69725
BMPR1A	1.84483333333333
SNRP70	-0.663375
PRL	-0.2605
C6orf130	-0.427
STAG2	1.13725
CD55	-0.7915
RPS23	0.470166666666667
SSX2	-1.0225
FDPSL2A	-0.258
FBXO27	0.107375
SYNGR3	-0.633666666666667
TMSL3	2.705
EML1	-0.8765
NUP93	-0.4885
SMAD3	-0.9966
KIAA1189	1.80116666666667
HNRPUL2	0.6425
TBC1D12	0.249166666666667
C16orf24	0.17775
MRVI1	1.51583333333333
ZNF581	-0.285833333333333
ELOVL3	0.522
OR51Q1	0.12925
CACNB3	0.570166666666667
GALNT13	-1.93525
C10orf84	0.7678125
NEDD4	-0.9805
SPO11	0.3915
OR5AU1	0.036
NEK4	0.1695
PRKAR2A	-0.548166666666667
IHPK1	0.0776666666666667
ATP6V0B	-0.119375
CACNA1E	1.573
CEACAM8	0.643
PEX14	-0.237
FLJ12993	0.8855
ZBTB38	0.859083333333333
PCTK2	0.5085
LRRC16	0.6615
FBLIM1	0.687333333333333
FYCO1	0.9655
RP5-1022P6.2	-0.115666666666667
CMTM1	1.06816666666667
PLTP	1.019
RAPH1	0.4345
DOCK8	2.5525
EZH2	-0.954933333333333
SLC25A1	-1.276
PLEKHB1	0.9623
GRB7	0.8643
ZFP37	-1.4295
MRPL33	-0.68625
PELO	-0.7375
ARMC1	-0.0929090909090909
C9orf27	0.328142857142857
FLJ25778	-0.3705
C9orf37	-1.4635
TMEM66	0.96325
SPRN	0.044375
HBEGF	0.741625
PI4KA	-1.1535
LEPRE1	-0.6035
POU2AF1	2.384375
MRPL12	-0.581
REP15	-0.166
ZC3H3	-0.00650000000000001
RASAL1	0.41375
DDAH1	-0.85875
ACBD5	0.96675
TMC2	0.355
CCDC137	-0.92675
SAMD13	-1.3865
UGT2B15	-3.5845
TIPARP	-0.5675
DNASE1L3	3.45075
TRIM72	-0.242333333333333
DBX2	-0.0265
IPO8	0.44275
C21orf88	-0.1658
MAP3K14	1.7615
LOC51233	0.0338
GGTLA4	0.0795
PDE6D	-0.2925
ZNF117	-0.26725
CLK2	-0.634375
NKRF	-0.018
TNFSF15	1.3887
DUSP2	1.550625
SECISBP2	-0.0691
GABRR2	-0.1665
PPAP2C	1.681
LOC51145	-0.0431666666666667
PAG1	1.827625
PIK3C3	-0.255
GNG10	-0.0125
APOL4	1.91283333333333
ANKRD28	-0.50175
STMN3	-1.4073
RAB14	0.6463
CDK2AP2	-0.34575
HDDC3	-0.691375
COMMD7	0.16525
CXXC1	-0.42325
HMCN1	-0.765833333333333
CD40	3.07025
DYNC1LI2	0.3425
GDI1	-0.23375
LOC646938	-0.17025
VSNL1	-0.830166666666667
PIH1D1	-0.340833333333333
RAET1G	0.2595
KRTAP5-9	0.09
EFTUD2	-0.376
ZNF311	-1.3235
ATP6V1G3	0.02425
OR2W3	-1.468
SCN4A	0.54775
MED10	-1.02125
FAM135A	0.7884
ARHGAP4	0.5455
EHMT2	-0.449375
UFD1L	-0.6
ERMP1	-1.37325
MAG1	-0.148666666666667
THAP8	0.444666666666667
HACE1	0.321166666666667
FAM82C	0.0196666666666667
C3orf20	-0.141
UNC84A	-0.2865
SCD5	-0.188428571428572
LASS6	0.630375
LSG1	0.181
MAL	-2.42025
GPR22	-0.164
WDR5B	0.08425
ACTRT1	-0.4345
C17orf60	1.3115
GRIN2C	-0.1155
ARMC8	-0.15075
SLC47A1	-2.426
DMPK	-0.678
DHRS13	-0.695833333333333
SMC1A	-0.203166666666667
KRTAP17-1	0.65825
SMYD5	-0.777
TUSC2	-0.082875
CRHR2	-0.1885
KIR3DL2	0.9045
CCDC104	-0.618
ATP2C1	0.665
CROT	-0.39375
PABPC3	0.397333333333333
EGR1	1.47
THSD1	0.61975
KHK	-1.0685
SLC12A2	0.151125
CD58	-0.085
STOX2	1.46433333333333
CCDC76	-0.5774
CCDC48	2.08
DNAH1	0.373833333333333
ZIC4	0.05625
OR1G1	0.1625
PSMC6	-0.845166666666667
PROKR1	0.2275
ABCB1	0.807125
TRAT1	2.81925
LLGL1	0.1175
MTF1	1.493
USP54	-0.169875
PAGE2B	-3.2215
ITGB7	-2.357
CCDC81	-0.357
LOC149837	-0.24425
SCUBE1	-0.45
ZSCAN10	1.285
HUWE1	0.663642857142857
CDH17	0.104
CD180	2.15675
IL17A	0.05075
TMPO	-0.899625
KIAA1524	-1.019
HDGFRP3	-0.812
OXCT1	-0.513909090909091
RRAS2	-0.374833333333333
LTBP2	1.99375
SV2B	3.00683333333333
CYP2A6	0.85125
PKD1L2	-1.22633333333333
PPM1M	1.11275
FLJ22662	2.89233333333333
ZNF502	1.503
GP6	-1.08325
CRYBA2	-0.88
LEF1	-1.1357
CTPS	-1.71871428571429
EYA1	-2.58533333333333
EPS8L1	-0.697
MAPK14	-0.251
SERPINB2	-5.003
GTF2F2	-0.214333333333333
ZNHIT4	-0.284
PLA1A	2.715
C20orf114	-0.367
HPR	-4.1835
C18orf2	-4.013
SATB2	-3.4205
KCNJ9	0.15475
MGC157906	1.0775
MOCS3	-0.24525
C17orf71	-0.4045
PPHLN1	0.0439
HIST1H2BN	-0.8255
RAPGEF1	-0.319875
MAP3K8	1.967
DLG4	0.507
STC1	-0.670416666666667
CDGAP	2.3795
DDX26B	0.4465
LOC150223	-1.414
CPSF3	-0.632666666666667
TMEM14A	-0.54275
MYH3	-1.108
GPKOW	0.14575
SULT1A1	-0.890166666666667
SPON1	0.9251
YY1AP1	0.243833333333333
RAB23	-0.09975
PLA2G4A	-3.01825
MAPRE3	0.1795
ZNF516	0.335071428571429
GGPS1	0.2135
EXOC3L2	0.30575
C19orf42	0.1185
MAP2K2	-0.185333333333333
HIST1H2BB	-0.4925
RNF19B	2.40783333333333
C6orf128	-0.396666666666667
TLR8	4.6035
PCDHA9	0.385
CARS2	0.625875
CLUL1	0.931
RHAG	-4.15416666666667
UNK	0.0395
EXOC8	0.5964
C9orf95	1.22975
C14orf143	-0.872166666666667
MAML3	0.114375
LDHA	-2.24275
MRPL20	-0.27175
KLHDC6	0.355166666666667
ATP5S	0.123333333333333
C8orf55	-0.6255
PHF19	-1.7035
KRTAP13-4	0.6785
TTC5	-0.31925
XKR5	-0.477
SILV	-3.936
TEX28	0.234
TCTN1	-0.3255
CX40.1	-0.075
PPP2R5C	0.00924999999999999
C12orf30	-0.9772
CAPG	3.18775
MPZL1	0.49005
ARSB	-0.789333333333333
TDH	-2.531
WASF4	1.852
TSSK3	-0.232833333333333
7A5	1.374
CRISPLD1	1.44
MAD1L1	-0.34
SPIN4	-0.278666666666667
AMPD1	2.19525
DPYSL5	-0.538
INPP1	0.311833333333333
ANKRD11	0.0839444444444445
NPAS4	0.219875
GCET2	1.7799
RNASE9	-1.0555
GUCY2D	-0.187
CCDC98	0.078
FGF4	-0.62075
CPM	1.363
SLC26A4	0.288833333333333
PLD5	-0.0583333333333333
FAM59A	0.00579999999999999
FBXO5	-1.378
SIPA1L1	0.23975
DPYS	1.286
ATG4D	-0.67625
TGM3	0.0815
MTCH1	-0.539875
HK1	-0.290357142857143
CDC26	-0.08875
GALNT12	-2.29383333333333
LOC339229	-0.395
MRPL35	-0.404375
ORC4L	0.121875
TNKS	0.0372857142857143
C2orf24	0.303333333333333
ZNF553	-0.345333333333333
GGTLA1	3.5468
ZNF497	0.0275
CDY1B	0.40525
SLC30A4	0.57425
TUB	-0.763875
ARHGEF18	0.44
ARRB1	0.3905
KCNK1	-2.86075
EREG	-2.73571428571429
SCAMP5	0.4445
RUNDC3B	2.2685
ADAMTS20	-0.217666666666667
IL17RB	-1.383
FLJ20323	-0.59275
MCAM	0.062625
POLR3E	-1.87575
AQR	0.243833333333333
IPMK	0.6145
CDCA7	-1.91625
CAMP	0.86625
GRHL3	0.15675
ADAMTSL2	0.4835
CLMN	1.42
SSTR3	0.3095
MAGEA5	-0.785
OVOL2	2.386
JMJD1B	0.4535
RBL2	0.8128
PYGO2	0.7315
PPP1R10	0.755666666666667
CSE1L	-0.971666666666667
LCA5	0.64625
RDH16	-0.068
ASRGL1	-2.11325
TOM1	0.083
PTX3	-3.01
TTC15	0.34875
SCGB3A1	2.85966666666667
MRPL50	-1.09025
RCAN3	1.572875
SLC26A11	0.0825
STYX	0.218166666666667
CINP	-0.607
MARCH7	0.08325
PFKM	-2.0005
SGMS1	0.713666666666667
RIOK3	-0.1787
C1orf110	0.17
CES7	0.066875
LOC440248	-1.7525
PPP1R12C	-0.1365
C10orf27	0.4925
ATG9A	-0.88175
MRPS26	-0.3975
TMEM40	1.2925
ELP3	-0.1031
ZNF787	0.5364
HIAT1	0.559125
C8orf34	0.134166666666667
MGC4655	-0.3574
PELI1	2.14533333333333
PPT1	0.0869
SLC35C2	-0.659833333333333
C6orf125	-1.18525
MUC4	-0.754333333333333
RFC4	-1.91728571428571
GNB2	-0.349833333333333
NUP50	0.169642857142857
SULT4A1	-2.08516666666667
C7	4.33575
CCDC130	-0.0123333333333333
ARRDC4	0.4695
RQCD1	-0.74975
GLYCTK	-0.74025
AYTL2	-1.31063636363636
MTUS1	0.2472
LEMD3	0.0538333333333333
PLEKHF2	0.57275
HOXA7	0.24875
GTF3C2	-1.2315
DYNLRB2	1.82725
CNOT10	-0.422
MR1	0.6025
FFAR1	0.44275
PRIC285	0.78925
SLITRK6	0.44875
LIX1	-1.6224
UBE1L2	0.0755
F8	1.517125
ACHE	0.250333333333333
KPNA5	0.6665
TNFRSF12A	-1.947
EGR3	1.2855
SERPIND1	-3.11583333333333
OASL	4.36775
IFRD1	-0.881625
WDFY1	0.994666666666667
ZNF267	1.29175
ACCN5	0.4245
ZBTB6	-0.586
PPP1R3A	0.3295
PRRT3	0.34925
FBXL19	-0.743
TXNIP	2.09221428571429
ACTN2	-0.69775
ATG9B	-0.519125
C9orf117	-0.520125
IL27	-0.236
RPL36AL	0.214666666666667
KLK15	0.642
CHAD	0.5145
RAP2B	0.5248
HEBP2	2.21125
ZNF342	0.4695
CAMK2G	-0.4295
TLR3	2.51625
FGF14	0.306
HMGB2	-0.174125
TRPM5	-0.1395
OR5M11	-0.902
KIF3B	0.17521052631579
PRICKLE2	-0.423
MTMR9	-0.325
C3orf27	0.36025
GLRA3	-1.01483333333333
NSDHL	-0.201666666666667
TMEM32	0.0795
POLR2D	-0.974833333333333
MYADML	0.0655
C9orf114	-1.1725
MRGPRX1	0.4495
TOPORS	0.77075
CLDN19	0.9475
C1QL4	0.0855
RNF165	0.943
DHRS9	2.2105
DNAH2	-0.368666666666667
FXR1	-0.6555
ZMYM3	-0.6355
CASP3	0.930666666666667
FAM120C	0.072875
SCLY	-1.72625
CA7	-0.4805
ENTPD5	-0.323166666666667
ZNF461	0.19025
PDIA5	-0.1145
C1orf19	-0.402833333333333
TMEM67	-1.24875
KCTD20	-0.3965
WDR47	0.7965
FLJ38723	1.9655
KLRF1	1.508
TAS2R16	1.0855
CLDN12	-0.66625
PRKCE	0.24375
UBXD4	-0.4675
ITGAM	3.48083333333333
GLT8D3	-0.2445
WDR31	-0.4572
RGS2	1.77675
OR51L1	0.5955
MST1R	0.45275
KIAA1737	0.19625
OR4A5	0.587
GLIS1	-1.69516666666667
PTMA	0.839142857142857
NAPA	0.67675
PRDM11	1.026
LIPF	null
DIRAS3	0.752
ASGR2	-3.35425
C1QTNF4	1.26725
PIK3R4	0.0191666666666667
ARMC3	3.63075
NDUFV3	-0.0490833333333333
BTBD3	-1.06516666666667
PPP1R2	0.668166666666667
UBE2NL	-0.35325
FOSL2	0.746642857142857
FAM119A	-1.12833333333333
TUBA4A	-0.2475
KRTAP12-1	-0.27975
SFRS2	-0.51125
RHPN1	-0.8643
EEF2	-0.445833333333333
ZDHHC11	-3.251
EPHA3	-1.4152
RBM12	-0.44775
H2AFJ	0.00825000000000001
EDIL3	0.7555
KIF26A	-1.268
SERGEF	-0.2515
B3GALT4	2.90075
LOC90925	2.952
OSCAR	1.527625
NPFF	-0.165125
DEDD	0.4095
TMEM155	-0.626857142857143
PTPN1	0.987
SCYL2	0.197166666666667
SKAP1	3.46125
LEAP2	-2.69883333333333
GADD45G	2.047
IFITM3	1.082625
PILRB	-1.07533333333333
SLU7	0.0980625
DSC3	1.9555
DNMT3L	-0.4225
PAPD5	0.3105
B3GNT3	0.727833333333333
LHCGR	0.1465
MSL-1	0.4185
UBE2S	-1.3205
SAP130	-0.705
ANAPC11	-0.271
MAGED4B	-1.3315
ATP6V1B2	0.832166666666667
C14orf179	0.193125
CAPZA1	0.428375
CDYL2	-0.0588333333333333
GLRX3	-0.832
LOC136288	0.43325
MOBKL1A	0.07775
HTR2B	1.36075
CRYGD	-0.0346666666666666
NUS1	0.675333333333333
PGRMC1	0.9075
MYOM2	-0.369
FLJ39653	-1.77916666666667
CHM	0.2333
OR5M8	0.4265
ZNF619	-0.7905
FAM105A	2.37575
CCNL1	-0.61175
NAP1L3	-0.575
C10orf57	1.1705
B3GALNT1	0.5025
CSN1S2A	0.1185
TCP10L	-0.3215
GDAP2	1.13925
DMKN	-0.018
COX6B1	0.32275
DNASE2	0.266666666666667
MSH5	-1.417
LGMN	0.079875
USP31	-0.0422
OR13C8	0.7375
SDCBP	0.1378
NUDT11	-2.1655
PYGL	-2.6555
SNPH	-0.9095
B3GNT4	0.002
MIZF	-0.8302
NUBPL	-1.00457142857143
NOD1	1.00583333333333
CDH22	0.96325
NUBP1	0.324666666666667
DSCAM	-4.0395
DGKI	-1.5085
FAM136A	-0.31425
AKAP1	0.351666666666667
SLC16A6	-0.59325
RIN3	0.87
PSG2	-0.72175
DIP2B	0.579416666666667
PSORS1C1	0.2196
KIAA0495	-0.8925
FLJ90709	-0.194166666666667
LPA	-0.1185
PIGA	0.445666666666667
LY75	4.69116666666667
UTS2	-5.011
RREB1	-0.060125
GALNACT-2	0.921
MGC3196	-0.955
FLJ31568	-0.27675
LPHN1	-0.765375
SP1	0.391
TOX4	0.212666666666667
HSPA9	-0.3829
APOBEC1	-0.122
SLC35E4	-0.86475
LSM5	-0.74175
SURF1	-0.14275
ZBTB1	0.365916666666667
GTF2F1	-0.01625
RPS15A	-0.164142857142857
DUSP21	-0.845833333333333
GINS4	-2.4065
MYO15A	-0.571
GIMAP7	4.50975
MGC13379	0.935
ATP6V1E2	-0.611833333333333
UTP3	-0.291
HNRPA3	-0.192
MT4	0.379
C14orf155	-0.274
U1SNRNPBP	0.193
CKLF	-0.223166666666667
PLEKHN1	-0.606666666666667
MBNL1	1.1715
NUP160	-0.9955
ACSM2A	-1.154
LOC129881	-1.301
KIAA1529	-0.6805
FLJ22639	-1.21575
HAND1	-1.492
GSX1	0.29
FGA	-3.78046666666667
SERPINB1	0.466
ZNF642	0.2355
IGFBP1	-8.063875
SLC1A1	0.34375
DHX57	-0.18525
ZNF766	0.6075
PTPN21	-0.2601
GDPD3	-1.65916666666667
PNPLA5	0.278
TBR1	0.240166666666667
FAM116A	0.56775
IQGAP1	0.91575
FOS	2.104
ZNF226	0.191375
FIGNL1	0.125833333333333
C14orf1	-0.470833333333333
ZMYND17	-0.5215
PUS7	-0.799333333333333
TUBB6	-1.052375
KCNQ2	-1.23875
MARCH6	-0.0524166666666667
CCDC33	0.8505
PRODH	-0.1795
RBM11	0.79575
EPHA6	0.547714285714286
SLC43A1	-1.18925
LOC196541	-0.002625
NTN1	1.41941666666667
ING4	0.6025
PCDHB10	0.90825
DPH2	-0.489833333333333
SPACA4	-0.56475
FBXL21	-3.622
DIAPH1	0.110166666666667
ZNF71	0.938
CEP76	-0.621
CORO1A	1.6125
RRM2	-1.51075
EDG4	0.5505
OS9	0.717833333333333
SLC4A1AP	0.02525
COG5	-0.33925
COPS8	-1.02625
NGLY1	-0.2215
NCBP2	0.136125
C17orf42	-0.810166666666667
GPSM3	1.71325
SIL1	0.437166666666667
ASB6	-0.3745
SMAD5OS	-0.362333333333333
UNC93A	-3.112125
A1BG	-0.533
C21orf62	0.9975
FMO5	-1.63433333333333
ATRIP	-0.9065
CEBPG	0.248333333333333
C7orf38	0.0866666666666667
TNFRSF1B	2.4495
CLEC1A	2.0595
IQSEC1	0.397125
PATZ1	0.3376
RBM22	1.64875
BAG2	-2.14383333333333
PAQR5	-2.67266666666667
C9orf127	0.0142
THNSL1	0.796
SHROOM3	1.4128
JAM2	1.62925
SNRPN	-1.109
ALX4	-0.6
CACNA1S	0.276
FAM130A1	0.34175
CORIN	0.343
CD300LB	0.3485
PLEKHG6	1.545
LRRC40	-0.78775
PCLKC	-1.756
PCDHB16	-1.00116666666667
WNT2B	0.197666666666667
ASNS	-1.61011111111111
MRPL49	-0.185125
FLJ46111	-0.9855
ISG20	2.25825
SMU1	0.127333333333333
CASZ1	-0.4445
POLR1D	-0.619166666666667
GIN1	-0.8505
SNAG1	0.735
ANKRD29	0.44525
CDKN2AIP	0.49925
KRR1	-0.3295
CXCL1	0.545833333333333
EPM2A	-0.1175
PC	-0.947833333333334
DEFB127	0.6265
PDZRN4	1.7055
FAH	-1.3465
OR51E1	1.3225
CDC2L6	0.661166666666667
DNTTIP1	-0.435
PAX8	0.536
TMEM116	-0.657
C1orf150	0.22
PRO2012	0.2725
MRPL40	-0.936333333333333
BEX1	-3.7519
SLC2A4	-0.477833333333333
PKMYT1	-1.3075
FEZF2	-0.357833333333333
SLC26A9	0.8255
MAP2	0.2165
LYL1	-0.1345
SLC25A19	-0.5185
NOS3	-0.5285
ZNF34	0.462166666666667
TMPRSS11F	0.597
FAM43A	0.6065
FCRL4	3.6915
KLF14	0.441
FLRT2	0.257833333333333
WRN	-0.9655
SDF2	-0.0714
KRT8P12	-0.62975
C6orf195	-0.2005
C9orf125	-1.92633333333333
DZIP3	-0.120375
RIT1	0.157583333333333
SCML1	-0.263333333333333
RHBDF2	1.175125
OR2G3	0.528
REXO1L1	-0.976
MAP3K7IP3	-0.414625
C3orf57	-5.65
FBXW11	-0.771666666666667
ETAA1	-0.783
C14orf131	-0.6136
AKT1S1	-0.351
SLC12A5	-0.684625
C9orf164	1.70475
NRIP3	-0.8955
NOS1AP	-1.30225
TMEM121	-0.6185
SAP30BP	-0.0714
DGCR6	0.215
WDR76	-1.207
FAM82B	-0.521083333333333
LOC606495	-1.341
MAP9	1.53408333333333
BCDIN3D	0.32875
CXorf36	3.61083333333333
DSCR3	-0.1897
ZFAND3	-0.046875
C7orf43	0.349666666666667
SPSB3	0.341
C19orf19	0.39025
FAM133A	-2.268125
C12orf25	0.246
SLC39A3	-1.011375
DISP2	-1.76425
PI4KAP2	-2.7795
MKRN3	-0.617
ADAMTS13	-0.994125
CBLN3	0.4259
TTYH1	2.01483333333333
C3orf18	0.3975
FLJ13236	-1.79
ZMYND12	1.2935
C18orf25	0.169625
GLB1L3	-1.0465
ATP13A5	-0.314
RANBP10	0.275
CD96	1.792
DENND1C	2.448
RBMS3	1.6659
SLC41A3	0.179333333333333
DGCR6L	0.09125
TMEM128	-0.464
CSNK1G3	-0.0525
MOBKL2C	1.644125
TSPAN6	0.218125
MATN2	0.3378
MSL2L1	0.518
ST6GALNAC2	-1.95716666666667
FGFBP2	1.76275
FGL1	-6.53133333333333
MPP3	-1.9705
ARHGEF6	2.04966666666667
TGFBR2	1.296
ACMSD	-0.711333333333333
IL33	5.45925
C9orf5	-0.27075
DEAF1	-0.1458
AMN	0.57
DEFA6	0.211375
RNF212	-0.97375
METT5D1	-0.563166666666667
CIB1	0.2909
TSSK1B	-0.20725
KIAA1727	1.274
ZNF680	0.0793333333333334
LOC399900	-1.751
LOC152217	0.173833333333333
CTNNAL1	-2.5245
CIT	-1.5135
TLE6	-0.98025
ZNF607	-0.42525
HERC4	-0.671333333333333
DRAP1	-0.0758
PEMT	-0.68675
C10orf111	0.3905
ZNF575	1.221625
KCTD7	-0.22625
MYO1F	2.1475
LOC285382	-0.45375
RAB11A	0.0286
PLCD3	-0.48825
C15orf28	-0.54625
PTBP2	-0.907
CTB-1048E9.5	-0.35925
C19orf60	0.286
C7orf25	0.0513333333333333
SETD7	0.326375
HOXB9	-4.2375
VANGL1	0.266375
CHAF1B	-0.86875
NDUFA3	0.487
KIAA1328	-0.104333333333333
SHARPIN	-0.300625
TTC23	0.02525
UGP2	0.16375
ANKIB1	0.704
CIRBP	0.796
SEC14L4	-0.304833333333333
OVCH1	0.033
VPS52	-0.61075
FAT	1.27475
M6PRBP1	-0.26075
GPRIN3	1.388
PPM1F	-0.362166666666667
TSR1	-0.28275
CCDC85A	1.488
PCSK5	0.94375
ZFHX3	-0.941
HEMK1	-1.0783
PGBD2	0.41425
RSRC2	-0.120666666666667
AURKC	-1.40916666666667
SCRIB	-0.141
ORM2	-0.9905
FAM115A	0.126
FZD6	0.00450000000000001
UNC119	0.083
GPX3	-0.8574
NOV	-0.4105
CABC1	0.7115
CDC42SE2	1.3815
EIF2S2	-0.4455
RNF130	1.3575
CKAP5	0.127
RP11-413M3.2	1.060125
C10orf18	0.9548
TMEM93	-0.49525
DYX1C1	0.0875
KCNMB2	-1.454
ANK3	1.9075
KRT5	3.0611
CDH12	-1.2775
QRSL1	1.560375
JUB	-2.2745
SHC4	1.1845
CCL15	2.645
CCDC22	-0.41275
SNX24	-0.6545
RARS	-0.95975
MORC2	-0.093
FAM48A	-0.07775
MT1H	-1.2225
PPP1R14C	3.42933333333333
FOXD1	-1.22107142857143
C1orf213	-2.40625
AMT	-1.6574
DSN1	-0.966
PTPLAD2	2.63825
DIS3L	-0.804
RASL11A	1.25075
GPRC5B	0.848375
FRMD7	0.0165
STRN4	0.21625
KITLG	1.56254545454545
HDGF	0.116
OR1S1	-0.0555
SETX	0.8786
DDR2	0.22625
KCTD12	2.94125
LYZL2	0.767
WDR52	0.613
TMEM2	0.807
ZNF579	0.754666666666667
LOC200810	-0.219
TNFSF9	-1.613625
PPFIA4	-3.8685
CNIH3	-0.7325
MAP4K4	-0.5735
ROD1	0.418428571428571
ALS2CR12	-0.0635
DOCK3	0.757
PAQR9	-4.17425
ASB17	0.399166666666667
STX16	-0.8905
FEZ2	0.165
DLAT	-0.695833333333333
KIF21B	-0.44
CDC5L	0.161
TMEM119	1.76883333333333
CRIP3	-0.6135
TPSD1	-0.200333333333333
TEPP	1.00375
GNGT2	2.4285
C21orf121	-0.075
WNK1	0.2515
FLJ10490	0.5779
OR51B5	-2.4725
LOC203547	-0.261875
HAS1	-0.7645
PPA1	0.3855
ST7	-0.355
C11orf46	0.4004
POPDC3	-3.60816666666667
ACOX2	-1.43416666666667
ATCAY	-0.388833333333333
TM4SF19	-1.81925
MFSD9	-0.690833333333333
PDHB	-0.67475
ERN1	-0.0425
LCE3C	-0.0015
GPR111	0.493
NOTCH3	2.1605
ADAMTS5	2.73975
B3GALT1	-1.67525
UGCGL1	-0.270666666666667
FAM58A	1.19033333333333
FBXO32	0.94575
CLPP	-0.3995
NXPH1	-1.51675
MTMR3	0.5875
ATP1B3	-0.314
TMEM16A	3.817875
HIST1H3F	-0.196833333333333
TRIM25	0.1675
SDCBP2	0.1125
CRKL	-1.106375
HOXB2	-0.127833333333333
ANP32B	-0.121
GATM	3.1115
AP4E1	0.021875
EDG5	0.781125
CDKN3	-1.97066666666667
CDH4	0.91725
PGD	-0.361
RND1	-0.1825
GAD1	-2.88755555555556
MPG	-0.20075
LOC440350	-0.5205
ZNF133	-0.6015
SERPINB12	-0.138
AMELY	-0.469833333333333
DHX36	-0.425
TNFAIP8L2	4.36866666666667
PHTF2	0.064
CCDC112	-0.5515
IQCC	-1.618
HEYL	2.95683333333333
FTSJ2	-0.499333333333333
APPL1	0.783625
RAB43	0.231571428571429
OR10G2	-0.111
WAC	0.821
ADCY9	-0.89
RUNDC2B	1.86533333333333
PYCRL	-0.4686
AGPAT7	-0.413333333333333
SLC22A9	-1.50266666666667
CDKAL1	0.4855
PDYN	-0.223
C20orf74	0.6185
MTMR11	1.2335
VAV3	2.69991666666667
DAPL1	4.04525
STXBP3	0.5725
EIF3G	-0.36575
ARHGAP22	1.0925
NPFFR1	0.3455
NPC1	-0.4525
ALDH9A1	1.276
ZNF600	0.439125
ZNF678	0.1295
RASSF1	-0.16675
ADD2	-1.557875
PITPNB	0.69275
PKD2L2	0.731857142857143
LRP11	-0.6525
CDKL1	0.6285
SMEK2	0.37525
PRODH2	-3.3395
C11orf54	-0.229833333333333
SFRS11	-0.2845
IL7	2.431
ALS2CR16	0.749
BTG3	0.2995
PAK2	0.135388888888889
RP11-679B17.1	-1.28775
GATA4	-1.819
ATP2B1	-0.23575
LOC130940	0.416
C1orf172	1.64233333333333
ATF7IP2	-0.3615
SLC25A43	0.605166666666667
CENTG3	0.152666666666667
IGF2BP1	-4.1667
FCHSD1	0.133
CAMK2N2	1.18333333333333
ELAVL3	-0.1959
NBPF15	-0.2435
UBE2J2	-0.564583333333333
GNL2	-0.845
PRR3	0.00780000000000001
NLF2	1.2885
OR4F6	0.2745
KLHL24	1.83383333333333
CCDC88A	-0.4998
SGPP1	0.226833333333333
C10orf11	0.303333333333333
SLC35B4	-1.12583333333333
UGT3A2	-1.01
ARNT2	0.76
CBR1	0.581625
ITPR3	-0.392333333333333
TRAPPC6B	-0.385
AMZ1	-0.397
ARP11	1.9305
WDSUB1	0.119
APBA1	0.685666666666667
RAB2A	0.5489
C6orf162	0.5005
HPSE2	-0.10025
PLCE1	-1.04225
INSL3	1.67975
DLG1	-0.0844
PTPLA	-3.242
PIGX	-1.030375
TFIP11	0.248
FIBIN	2.4275
POLR2G	-0.6135
GRAP2	-0.5256
DNAJB8	0.19225
CNBP	0.495166666666667
WASF1	-1.90025
INPP5E	-0.9616
HSPB1	-1.566875
TMEM167	-0.4656
CUBN	0.39525
IGF1	2.7744375
ITPK1	-0.907
NAALAD2	-1.27225
G3BP1	0.4424
NT5DC1	0.9065
CYP39A1	2.7655
TMEM139	2.38545454545455
POLK	0.0462000000000001
GLULD1	1.1505
RBM15	-0.035
AMZ2	-0.72725
GDF15	-3.97483333333333
MESDC2	-0.42125
INCA	2.3185
ACY1L2	0.6445
GZMM	2.12166666666667
PAIP1	0.2415
CACNA2D1	0.16225
STK32C	-0.183666666666667
SH3BP4	-0.478333333333333
DEC1	0.6775
PADI1	0.1665
UBB	0.0841
PON3	2.271
PROP1	0.8075
ANKRD13B	-0.837
ADCK1	-0.8215
TCF25	0.421583333333333
SLC38A5	-2.49125
CXorf26	0.0481666666666667
C19orf39	-0.2195
PPP1R13B	0.17575
ARL2	-0.8675
TCL6	0.259
TOP3A	-0.7535
SLC16A14	-0.410875
FXYD6	2.20166666666667
HIST1H4E	0.3985
BBC3	0.41421052631579
UNC5A	0.393833333333333
FAM86C	-0.6925
PI4KB	0.469625
B3GAT1	-2.28175
SUSD2	1.41266666666667
OAZ2	-0.398333333333333
NOC4L	-0.5155
C10orf12	-0.26475
FADS1	-2.39333333333333
LOC144097	-0.6495
DKK2	1.26933333333333
KIAA1949	1.21375
RHOT1	0.1717
OXT	0.695
GPR153	1.13525
ARL4A	-0.371666666666667
SAAL1	-1.24175
CCDC64	-0.048
USE1	-0.214666666666667
HNMT	0.300833333333333
PCGF3	-0.3890625
CYP2C19	-0.1105
C20orf4	0.509
CCDC11	-0.133
ACSBG2	0.08875
RWDD2A	-0.52625
PALLD	2.19625
CPLX4	0.0865
LOC492311	0.8245
