Hybridization REF	TCGA-AO-A12H-01A-11R-A115-07
GTF2E1	-0.2575
RY1	-0.1525
ATAD2B	0.2515
ARHGAP17	-0.1774
KCNIP3	1.11425
SFPQ	0.324625
GFRA4	-0.223166666666667
AKR1B10	-4.104625
TIGD6	1.38
RGS16	1.063
URB1	-0.380833333333333
OR4C46	-0.0333333333333333
TOP3B	-0.98675
NFATC4	1.384
CA14	-4.04375
BMPR1A	0.0663333333333333
SNRP70	0.03875
PRL	-0.309090909090909
C6orf130	-0.04425
STAG2	0.541
CD55	-1.18385714285714
RPS23	0.848166666666667
SSX2	-1.99866666666667
FDPSL2A	-1.279
FBXO27	0.080375
SYNGR3	-1.87183333333333
TMSL3	-0.048
EML1	-0.1295
NUP93	-1.16875
SMAD3	0.842
KIAA1189	-0.251166666666667
HNRPUL2	1.094
TBC1D12	2.443
C16orf24	0.418
MRVI1	1.32316666666667
ZNF581	-0.074
ELOVL3	-0.4635
OR51Q1	0.244
CACNB3	1.50183333333333
GALNT13	-1.589
C10orf84	1.20925
NEDD4	-0.6014
SPO11	-0.39
OR5AU1	0.2
NEK4	1.41835714285714
PRKAR2A	0.317333333333333
IHPK1	-0.7525
ATP6V0B	0.45
CACNA1E	-1.482
CEACAM8	0.0923333333333333
PEX14	0.4535
FLJ12993	-0.7795
ZBTB38	0.56975
PCTK2	1.049
LRRC16	-0.4126
FBLIM1	1.34616666666667
FYCO1	1.0905
RP5-1022P6.2	-0.248666666666667
CMTM1	0.283
PLTP	-0.265333333333333
RAPH1	1.33575
DOCK8	0.359875
EZH2	-1.78933333333333
SLC25A1	-0.111333333333333
PLEKHB1	2.0651
GRB7	-0.0971
ZFP37	-0.20675
MRPL33	-0.67075
PELO	-0.59175
ARMC1	-0.393909090909091
C9orf27	0.498
FLJ25778	1.0535
C9orf37	-0.903166666666667
TMEM66	1.064
SPRN	1.08
HBEGF	0.909375
PI4KA	-0.247
LEPRE1	-1.0495
POU2AF1	-5.480875
MRPL12	-0.6845
REP15	0.1995
ZC3H3	0.354
RASAL1	-1.8535
DDAH1	0.890625
ACBD5	0.874625
TMC2	0.3035
CCDC137	-1.185
SAMD13	4.612
UGT2B15	1.64983333333333
TIPARP	-1.58475
DNASE1L3	1.01075
TRIM72	1.16266666666667
DBX2	-0.532
IPO8	0.6205
C21orf88	-1.4093
MAP3K14	-0.3025
LOC51233	0.0493333333333333
GGTLA4	-1.09075
PDE6D	-0.68825
ZNF117	1.28175
CLK2	-0.47175
NKRF	-0.71625
TNFSF15	-0.3386
DUSP2	-0.551875
SECISBP2	0.3757
GABRR2	-0.781
PPAP2C	-2.048
LOC51145	0.0153333333333333
PAG1	-0.010625
PIK3C3	-0.13025
GNG10	-0.142
APOL4	1.29733333333333
ANKRD28	-1.139875
STMN3	-0.7641
RAB14	1.2138
CDK2AP2	0.36025
HDDC3	0.12725
COMMD7	0.15775
CXXC1	-0.3455
HMCN1	-1.34766666666667
CD40	-0.27225
DYNC1LI2	1.0661875
GDI1	1.27525
LOC646938	0.091
VSNL1	-4.44516666666667
PIH1D1	0.260833333333333
RAET1G	0.6905
KRTAP5-9	-0.3915
EFTUD2	-1.22025
ZNF311	-0.199833333333333
ATP6V1G3	-0.315
OR2W3	-0.40575
SCN4A	-0.08975
MED10	-0.910375
FAM135A	2.3205
ARHGAP4	-1.38575
EHMT2	-0.5535
UFD1L	-0.6285
ERMP1	1.421
MAG1	0.112166666666667
THAP8	0.735166666666667
HACE1	-0.00133333333333333
FAM82C	0.694166666666667
C3orf20	0.22
UNC84A	-0.576666666666667
SCD5	-0.687571428571429
LASS6	1.9105
LSG1	0.236833333333333
MAL	-5.22825
GPR22	0.052
WDR5B	1.66025
ACTRT1	0.3915
C17orf60	0.385166666666667
GRIN2C	0.0416
ARMC8	-0.497083333333333
SLC47A1	-2.12433333333333
DMPK	0.5755
DHRS13	0.574666666666667
SMC1A	-0.9745
KRTAP17-1	0.0685
SMYD5	-0.33275
TUSC2	0.323625
CRHR2	0.615
KIR3DL2	-0.174
CCDC104	1.334
ATP2C1	0.238375
CROT	1.116
PABPC3	0.037
EGR1	1.13
THSD1	1.3085
KHK	-0.73975
SLC12A2	0.9415625
CD58	-1.751
STOX2	-0.900666666666667
CCDC76	-0.1481
CCDC48	5.22825
DNAH1	0.328333333333333
ZIC4	-0.29825
OR1G1	-0.6685
PSMC6	-0.096
PROKR1	0.254
ABCB1	-0.08475
TRAT1	-2.67225
LLGL1	0.0435
MTF1	1.037
USP54	0.17
PAGE2B	-1.3105
ITGB7	-3.729
CCDC81	-0.3525
LOC149837	0.622
SCUBE1	0.0825
ZSCAN10	-1.388
HUWE1	-0.107785714285714
CDH17	-0.152
CD180	1.02075
IL17A	0.174
TMPO	-1.874125
KIAA1524	-1.607
HDGFRP3	0.466166666666667
OXCT1	-0.183909090909091
RRAS2	-0.871166666666667
LTBP2	1.5188125
SV2B	-0.9435
CYP2A6	4.94975
PKD1L2	-0.737
PPM1M	1.45675
FLJ22662	2.83666666666667
ZNF502	2.1335
GP6	-0.364
CRYBA2	2.03725
LEF1	-2.2309
CTPS	-1.962
EYA1	-1.58433333333333
EPS8L1	2.06475
MAPK14	-0.456583333333333
SERPINB2	-4.997875
GTF2F2	-0.1815
ZNHIT4	-0.1615
PLA1A	0.52325
C20orf114	-0.43525
HPR	-4.846
C18orf2	-3.5888
SATB2	-2.0445
KCNJ9	0.233
MGC157906	0.601
MOCS3	-0.2705
C17orf71	-0.416833333333333
PPHLN1	-0.0861
HIST1H2BN	-1.6715
RAPGEF1	-0.136375
MAP3K8	0.6365
DLG4	0.0578333333333333
STC1	3.13958333333333
CDGAP	0.98525
DDX26B	-2.10025
LOC150223	-1.44275
CPSF3	-0.7455
TMEM14A	0.12575
MYH3	-1.2575
GPKOW	0.03375
SULT1A1	1.16383333333333
SPON1	1.6229
YY1AP1	0.839
RAB23	-0.6365
PLA2G4A	-4.5165
MAPRE3	1.42725
ZNF516	0.0245714285714286
GGPS1	1.069
EXOC3L2	-0.86125
C19orf42	0.8692
MAP2K2	-0.179833333333333
HIST1H2BB	0.10525
RNF19B	1.36133333333333
C6orf128	0.666333333333333
TLR8	2.12575
PCDHA9	-0.395
CARS2	0.84925
CLUL1	2.923
RHAG	-4.3155
UNK	-0.144
EXOC8	0.9795
C9orf95	1.07375
C14orf143	0.8685
MAML3	0.45875
LDHA	-1.16375
MRPL20	0.431875
KLHDC6	0.506666666666667
ATP5S	0.9735
C8orf55	-0.71325
PHF19	-2.230125
KRTAP13-4	0.588
TTC5	0.41325
XKR5	0.25175
SILV	-4.62983333333333
TEX28	-0.3105
TCTN1	1.40225
CX40.1	0.6445
PPP2R5C	0.0226250000000001
C12orf30	-1.18633333333333
CAPG	1.63875
MPZL1	0.1079
ARSB	-0.882833333333333
TDH	-2.2905
WASF4	0.24675
TSSK3	-0.537166666666667
7A5	-1.2015
CRISPLD1	1.91525
MAD1L1	-0.453833333333333
SPIN4	-0.855666666666667
AMPD1	-3.25825
DPYSL5	-0.49
INPP1	1.14816666666667
ANKRD11	-0.0065
NPAS4	-0.100375
GCET2	-0.2262
RNASE9	-1.753
GUCY2D	-0.328
CCDC98	0.48625
FGF4	-0.236625
CPM	-0.425166666666667
SLC26A4	-1.49883333333333
PLD5	0.84675
FAM59A	-2.3819
FBXO5	-2.21411111111111
SIPA1L1	0.595
DPYS	0.183
ATG4D	0.3025
TGM3	1.9885
MTCH1	-0.10375
HK1	0.376785714285714
CDC26	-0.422875
GALNT12	-2.80783333333333
LOC339229	-0.32
MRPL35	-0.449375
ORC4L	1.196375
TNKS	0.116142857142857
C2orf24	0.709666666666667
ZNF553	0.389333333333333
GGTLA1	2.8683
ZNF497	0.54225
CDY1B	-0.111
SLC30A4	1.335375
TUB	0.218
ARHGEF18	-0.1865
ARRB1	1.71375
KCNK1	-0.838875
EREG	-4.13833333333333
SCAMP5	2.15325
RUNDC3B	2.64075
ADAMTS20	-0.723
IL17RB	-0.34125
FLJ20323	-0.72375
MCAM	0.970125
POLR3E	-1.70216666666667
AQR	0.0505
IPMK	-0.0555
CDCA7	-5.065
CAMP	-1.971
GRHL3	1.08925
ADAMTSL2	1.0375
CLMN	1.94033333333333
SSTR3	0.7295
MAGEA5	-2.2935
OVOL2	4.00675
JMJD1B	0.422
RBL2	0.871
PYGO2	1.0125
PPP1R10	0.637666666666667
CSE1L	-1.272
LCA5	0.1675
RDH16	-0.3705
ASRGL1	-1.37675
TOM1	0.547666666666667
PTX3	-6.81925
TTC15	1.269
SCGB3A1	1.66466666666667
MRPL50	-0.32175
RCAN3	-0.122
SLC26A11	1.2835
STYX	-0.7585
CINP	0.03525
MARCH7	-0.301
PFKM	-1.504
SGMS1	0.96
RIOK3	-0.1631
C1orf110	-0.2675
CES7	0.1155
LOC440248	-1.8765
PPP1R12C	-0.2495
C10orf27	0.319
ATG9A	-0.49575
MRPS26	0.5045
TMEM40	-1.31425
ELP3	-0.0392
ZNF787	-0.3997
HIAT1	-0.204625
C8orf34	-0.0231666666666667
MGC4655	1.0213
PELI1	-0.757333333333333
PPT1	0.4532
SLC35C2	-0.965166666666667
C6orf125	-0.63525
MUC4	-1.55516666666667
RFC4	-2.63385714285714
GNB2	0.663
NUP50	-0.0804285714285714
SULT4A1	0.429833333333333
C7	0.17025
CCDC130	-0.363
ARRDC4	0.314
RQCD1	-1.03
GLYCTK	-1.17075
AYTL2	-0.525818181818182
MTUS1	1.5611
LEMD3	0.406
PLEKHF2	1.56725
HOXA7	-0.60675
GTF3C2	-1.668
DYNLRB2	4.3
CNOT10	-0.09575
MR1	-0.739666666666667
FFAR1	0.14375
PRIC285	-0.135
SLITRK6	2.6355
LIX1	-1.8776
UBE1L2	-0.25025
F8	1.892125
ACHE	-0.282666666666667
KPNA5	-0.206
TNFRSF12A	-2.55183333333333
EGR3	-1.488
SERPIND1	-4.05433333333333
OASL	1.87625
IFRD1	-2.25825
WDFY1	0.443833333333333
ZNF267	-0.578625
ACCN5	-0.323
ZBTB6	1.03325
PPP1R3A	-0.331
PRRT3	2.2255
FBXL19	-1.0225
TXNIP	0.0967142857142857
ACTN2	-1.00725
ATG9B	-0.4575
C9orf117	1.13675
IL27	-1.61
RPL36AL	0.2275
KLK15	0.6315
CHAD	0.3345
RAP2B	-0.9103
HEBP2	0.37925
ZNF342	0.2695
CAMK2G	-0.159
TLR3	1.00525
FGF14	-0.0515
HMGB2	-1.558125
TRPM5	-0.199166666666667
OR5M11	0.205
KIF3B	1.09178947368421
PRICKLE2	1.84125
MTMR9	0.388375
C3orf27	-0.06025
GLRA3	-2.08933333333333
NSDHL	-0.552166666666667
TMEM32	-1.1695
POLR2D	-1.618
MYADML	0.091
C9orf114	-0.5925
MRGPRX1	0.3565
TOPORS	1.1585
CLDN19	-1.27275
C1QL4	-0.27
RNF165	0.783
DHRS9	-1.55175
DNAH2	0.594666666666667
FXR1	-0.486666666666667
ZMYM3	-0.06725
CASP3	-0.378833333333333
FAM120C	-1.56875
SCLY	-1.295
CA7	0.23
ENTPD5	2.9225
ZNF461	0.457
PDIA5	-0.3605
C1orf19	-1.66383333333333
TMEM67	-0.505
KCTD20	-0.56725
WDR47	0.677
FLJ38723	2.9575
KLRF1	0.356333333333333
TAS2R16	-0.0345
CLDN12	-0.00124999999999997
PRKCE	1.8935
UBXD4	-0.924
ITGAM	2.72383333333333
GLT8D3	0.0535
WDR31	1.9576
RGS2	-1.03575
OR51L1	0.24
MST1R	0.79425
KIAA1737	2.08825
OR4A5	0.804
GLIS1	-2.38133333333333
PTMA	-0.175428571428571
NAPA	1.8115
PRDM11	0.2395
LIPF	0.1725
DIRAS3	-0.339
ASGR2	-4.1255
C1QTNF4	0.04725
PIK3R4	-0.0135
ARMC3	0.38575
NDUFV3	-0.0589166666666667
BTBD3	-0.625166666666667
PPP1R2	0.295
UBE2NL	-0.55275
FOSL2	-0.0256428571428571
FAM119A	-1.5575
TUBA4A	-1.0243
KRTAP12-1	0.37825
SFRS2	-0.8895
RHPN1	-0.0058
EEF2	0.103666666666667
ZDHHC11	1.51016666666667
EPHA3	-1.2993
RBM12	0.28625
H2AFJ	2.32183333333333
EDIL3	2.6885
KIF26A	0.18175
SERGEF	0.7975
B3GALT4	2.14725
LOC90925	-0.597666666666667
OSCAR	0.409125
NPFF	-0.942375
DEDD	0.29475
TMEM155	-0.27025
PTPN1	0.5915
SCYL2	-0.226833333333333
SKAP1	3.15775
LEAP2	-3.1065
GADD45G	2.778
IFITM3	0.707375
PILRB	-0.981333333333333
SLU7	0.60275
DSC3	-1.5875
DNMT3L	-1.6705
PAPD5	0.984375
B3GNT3	-2.35533333333333
LHCGR	0.575
MSL-1	0.63125
UBE2S	-1.736875
SAP130	-0.2645
ANAPC11	0.263
MAGED4B	-3.0385
ATP6V1B2	0.026
C14orf179	1.1455
CAPZA1	-0.291
CDYL2	1.20166666666667
GLRX3	-1.4765
LOC136288	-1.5975
MOBKL1A	1.6375
HTR2B	2.97225
CRYGD	1.253
NUS1	-1.68933333333333
PGRMC1	-1.301
MYOM2	-0.109
FLJ39653	-1.05683333333333
CHM	1.2571
OR5M8	0.178
ZNF619	0.3605
FAM105A	1.82925
CCNL1	-0.85025
NAP1L3	-0.638
C10orf57	2.25666666666667
B3GALNT1	1.686
CSN1S2A	0.078
TCP10L	0.74125
GDAP2	0.35075
DMKN	1.061
COX6B1	-0.449
DNASE2	1.18083333333333
MSH5	-2.469
LGMN	-0.408125
USP31	-0.4627
OR13C8	0.424
SDCBP	-1.4242
NUDT11	-3.848
PYGL	-2.28133333333333
SNPH	1.83116666666667
B3GNT4	-0.147
MIZF	-0.1567
NUBPL	-0.22875
NOD1	-0.375166666666667
CDH22	-0.991625
NUBP1	0.446833333333333
DSCAM	-3.59325
DGKI	-0.4795
FAM136A	-0.34825
AKAP1	-0.140333333333333
SLC16A6	1.548
RIN3	1.50675
PSG2	-0.2105
DIP2B	-0.1335
PSORS1C1	0.1713
KIAA0495	0.7595
FLJ90709	-0.678666666666667
LPA	-0.039
PIGA	-1.30633333333333
LY75	-0.445833333333333
UTS2	-4.47833333333333
RREB1	-0.068375
GALNACT-2	0.4194
MGC3196	-0.8075
FLJ31568	2.13525
LPHN1	0.617
SP1	0.995125
TOX4	0.550333333333333
HSPA9	-0.4216
APOBEC1	-0.904
SLC35E4	-0.6135
LSM5	-1.50975
SURF1	0.3235
ZBTB1	0.965666666666667
GTF2F1	0.327375
RPS15A	-0.699428571428572
DUSP21	-1.02716666666667
GINS4	-2.287
MYO15A	0.8395
GIMAP7	4.21475
MGC13379	0.4035
ATP6V1E2	-0.6955
UTP3	0.09775
HNRPA3	-0.4014375
MT4	0.036
C14orf155	-0.6125
U1SNRNPBP	0.7125
CKLF	-0.8285
PLEKHN1	0.276166666666667
MBNL1	-0.8245
NUP160	-1.86
ACSM2A	-1.584
LOC129881	2.198
KIAA1529	-0.58025
FLJ22639	-1.21925
HAND1	-0.994
GSX1	0.4215
FGA	-4.54625
SERPINB1	0.71375
ZNF642	1.64075
IGFBP1	-8.074625
SLC1A1	3.853
DHX57	-0.026375
ZNF766	0.6705
PTPN21	-0.7692
GDPD3	-0.478333333333333
PNPLA5	0.1535
TBR1	0.301333333333333
FAM116A	0.40675
IQGAP1	-0.07975
FOS	2.5265
ZNF226	0.61575
FIGNL1	-1.4335
C14orf1	-0.131333333333333
ZMYND17	-0.748
PUS7	-1.061
TUBB6	-1.191
KCNQ2	-1.8745
MARCH6	0.209666666666667
CCDC33	-0.443
PRODH	-1.3005
RBM11	2.62025
EPHA6	0.170857142857143
SLC43A1	-0.09325
LOC196541	0.478875
NTN1	-0.9315
ING4	0.13425
PCDHB10	2.62425
DPH2	-1.31666666666667
SPACA4	1.416
FBXL21	-4.6495
DIAPH1	-0.870666666666667
ZNF71	0.771333333333333
CEP76	-0.536
CORO1A	-0.76975
RRM2	-3.056875
EDG4	0.471
OS9	1.08283333333333
SLC4A1AP	0.61075
COG5	-0.6525
COPS8	-0.9465
NGLY1	-0.9795
NCBP2	-0.17575
C17orf42	0.0103333333333333
GPSM3	-0.5655
SIL1	1.3005
ASB6	-0.63025
SMAD5OS	0.0133333333333333
UNC93A	-3.247375
A1BG	0.526333333333333
C21orf62	0.9715
FMO5	0.372333333333333
ATRIP	0.59
CEBPG	0.141666666666667
C7orf38	0.973166666666667
TNFRSF1B	0.8245
CLEC1A	1.8785
IQSEC1	0.714875
PATZ1	1.8135
RBM22	1.308
BAG2	-2.84533333333333
PAQR5	-1.42416666666667
C9orf127	0.6586
THNSL1	1.04175
SHROOM3	3.3208
JAM2	1.08
SNRPN	-1.391
ALX4	0.296
CACNA1S	-0.335
FAM130A1	0.90375
CORIN	1.4595
CD300LB	0.956
PLEKHG6	0.971
LRRC40	-1.497
PCLKC	-1.05625
PCDHB16	0.287
WNT2B	2.37866666666667
ASNS	-0.860111111111111
MRPL49	0.515375
FLJ46111	-0.47425
ISG20	0.69275
SMU1	-0.5435
CASZ1	0.4115
POLR1D	-0.139916666666667
GIN1	0.3415
SNAG1	0.598
ANKRD29	-0.2925
CDKN2AIP	0.8195
KRR1	0.34725
CXCL1	-5.71383333333333
EPM2A	0.2376
PC	-0.151666666666667
DEFB127	-0.5955
PDZRN4	2.60016666666667
FAH	0.4915
OR51E1	2.9215
CDC2L6	-0.3915
DNTTIP1	-0.635
PAX8	-0.86975
TMEM116	-0.17275
C1orf150	-0.01
PRO2012	0.561666666666667
MRPL40	-0.0743333333333333
BEX1	-2.5
SLC2A4	-1.897
PKMYT1	-1.919
FEZF2	-0.856
SLC26A9	-1.88475
MAP2	0.80375
LYL1	-1.24675
SLC25A19	-0.8035
NOS3	0.162
ZNF34	0.8245
TMPRSS11F	-0.826
FAM43A	-0.3435
FCRL4	-0.194
KLF14	0.31425
FLRT2	-1.49033333333333
WRN	-1.1285
SDF2	0.7521
KRT8P12	-0.61325
C6orf195	0.865
C9orf125	-2.236
DZIP3	1.420625
RIT1	-0.952833333333333
SCML1	-3.4125
RHBDF2	-0.392625
OR2G3	0.4615
REXO1L1	-1.2295
MAP3K7IP3	-0.0839999999999999
C3orf57	-4.54975
FBXW11	-0.986333333333334
ETAA1	-0.05425
C14orf131	0.3203
AKT1S1	0.4305
SLC12A5	-0.871375
C9orf164	1.8755
NRIP3	1.645375
NOS1AP	1.19375
TMEM121	0.61675
SAP30BP	-0.2
DGCR6	1.02825
WDR76	-1.123
FAM82B	-0.198666666666667
LOC606495	-0.0835
MAP9	4.15125
BCDIN3D	0.902
CXorf36	4.04666666666667
DSCR3	-1.0974
ZFAND3	0.6475
C7orf43	0.334166666666667
SPSB3	0.663
C19orf19	-0.29125
FAM133A	-3.337
C12orf25	0.7055
SLC39A3	-0.383625
DISP2	1.55425
PI4KAP2	-1.6825
MKRN3	-2.71433333333333
ADAMTS13	-0.11775
CBLN3	0.6978
TTYH1	-2.14583333333333
C3orf18	1.37925
FLJ13236	-0.685
ZMYND12	4.4515
C18orf25	0.359375
GLB1L3	-0.7165
ATP13A5	-0.6755
RANBP10	0.05025
CD96	-2.694
DENND1C	-0.67
RBMS3	-0.2837
SLC41A3	0.473166666666667
DGCR6L	0.9585
TMEM128	0.29
CSNK1G3	0.0596428571428571
MOBKL2C	1.07875
TSPAN6	-0.081375
MATN2	-1.6092
MSL2L1	1.007
ST6GALNAC2	1.359
FGFBP2	-1.141
FGL1	-6.7575
MPP3	0.726333333333333
ARHGEF6	2.273
TGFBR2	-0.402
ACMSD	-0.88275
IL33	0.5685
C9orf5	0.43875
DEAF1	0.1298
AMN	-0.9445
DEFA6	-0.156875
RNF212	-1.78166666666667
METT5D1	0.730333333333333
CIB1	0.4248
TSSK1B	0.31275
KIAA1727	1.99675
ZNF680	0.996666666666667
LOC399900	-0.988
LOC152217	-0.68325
CTNNAL1	-2.835
CIT	-3.11675
TLE6	0.767
ZNF607	-1.4075
HERC4	-0.163166666666667
DRAP1	0.1416
PEMT	-0.65675
C10orf111	0.235
ZNF575	-0.251125
KCTD7	-0.18275
MYO1F	0.584125
LOC285382	0.39775
RAB11A	1.6104
PLCD3	-0.491
C15orf28	-0.18875
PTBP2	-0.479625
CTB-1048E9.5	-0.47425
C19orf60	-0.396833333333333
C7orf25	0.8685
SETD7	1.126125
HOXB9	-4.507
VANGL1	0.48375
CHAF1B	-1.64425
NDUFA3	-0.7695
KIAA1328	0.596
SHARPIN	0.421
TTC23	-0.45675
UGP2	-0.11925
ANKIB1	0.6812
CIRBP	2.10728571428571
SEC14L4	-2.583
OVCH1	-0.0555
VPS52	0.61375
FAT	-2.066125
M6PRBP1	0.07925
GPRIN3	3.202
PPM1F	0.209833333333333
TSR1	-0.73575
CCDC85A	2.01775
PCSK5	0.89825
ZFHX3	1.5445
HEMK1	-0.0877
PGBD2	0.1
RSRC2	0.329833333333333
AURKC	-1.13833333333333
SCRIB	-0.144125
ORM2	-4.704
FAM115A	1.1403
FZD6	2.029875
UNC119	0.1415
GPX3	-1.454
NOV	-0.414875
CABC1	-0.43325
CDC42SE2	-0.9311875
EIF2S2	-1.2746
RNF130	0.228625
CKAP5	-0.0383333333333333
RP11-413M3.2	-0.85825
C10orf18	0.5802
TMEM93	-0.23875
DYX1C1	1.438
KCNMB2	-3.2925
ANK3	3.43041666666667
KRT5	-2.9572
CDH12	-1.172875
QRSL1	0.277375
JUB	-0.89875
SHC4	-3.155125
CCL15	0.588
CCDC22	0.22875
SNX24	0.342
RARS	-0.35825
MORC2	0.36325
FAM48A	-0.00375
MT1H	-0.839
PPP1R14C	-4.27533333333333
FOXD1	-3.1595
C1orf213	-2.96025
AMT	-1.9478
DSN1	-1.694
PTPLAD2	4.26375
DIS3L	1.37325
RASL11A	-0.82125
GPRC5B	-0.96075
FRMD7	-0.752
STRN4	0.03875
KITLG	1.88040909090909
HDGF	-0.62225
OR1S1	0.325
SETX	0.3734
DDR2	-1.650375
KCTD12	1.20425
LYZL2	-0.25475
WDR52	1.5405
TMEM2	-0.2445
ZNF579	-0.588333333333333
LOC200810	-0.174
TNFSF9	-1.935375
PPFIA4	-4.04125
CNIH3	-0.809166666666667
MAP4K4	-1.48314285714286
ROD1	0.130785714285714
ALS2CR12	-0.187166666666667
DOCK3	1.26433333333333
PAQR9	-5.107
ASB17	-0.257
STX16	-1.368375
FEZ2	0.1822
DLAT	-0.739
KIF21B	-1.52366666666667
CDC5L	0.04825
TMEM119	1.7985
CRIP3	-1.6415
TPSD1	0.1855
TEPP	-0.853
GNGT2	1.52275
C21orf121	-0.19875
WNK1	0.461833333333333
FLJ10490	-0.6618
OR51B5	-1.9945
LOC203547	-1.47725
HAS1	0.0525
PPA1	-0.117666666666667
ST7	0.543875
C11orf46	1.0566
POPDC3	-4.08883333333333
ACOX2	0.892833333333333
ATCAY	-1.00558333333333
TM4SF19	-2.491
MFSD9	-0.731
PDHB	0.35625
ERN1	-0.2235
LCE3C	0.4215
GPR111	0.443
NOTCH3	-0.0921666666666667
ADAMTS5	-0.11925
B3GALT1	-1.17525
UGCGL1	-0.825333333333333
FAM58A	0.462833333333333
FBXO32	0.64575
CLPP	0.067
NXPH1	0.602
MTMR3	1.3175
ATP1B3	-1.144625
TMEM16A	3.141125
HIST1H3F	-0.279333333333333
TRIM25	0.263333333333333
SDCBP2	0.577
CRKL	-1.6375
HOXB2	0.8575
ANP32B	-0.373
GATM	1.985
AP4E1	0.046375
EDG5	0.12025
CDKN3	-2.48
CDH4	-2.256
PGD	-0.447
RND1	1.4905
GAD1	-3.4617
MPG	-0.316625
LOC440350	-0.6375
ZNF133	-0.355
SERPINB12	-1.063
AMELY	-0.3445
DHX36	-0.7385
TNFAIP8L2	3.10966666666667
PHTF2	-0.797
CCDC112	-0.3285
IQCC	0.0645
HEYL	2.33666666666667
FTSJ2	-0.396833333333333
APPL1	0.979125
RAB43	0.0883571428571428
OR10G2	-0.263
WAC	0.0928333333333333
ADCY9	-0.14175
RUNDC2B	-0.0381666666666667
PYCRL	0.2114
AGPAT7	-0.1235
SLC22A9	-1.36383333333333
CDKAL1	-0.4505
PDYN	-0.397
C20orf74	-0.03975
MTMR11	0.1425
VAV3	0.798333333333333
DAPL1	-2.18875
STXBP3	0.82225
EIF3G	-0.368
ARHGAP22	-0.503
NPFFR1	0.39
NPC1	-1.12583333333333
ALDH9A1	1.4155
ZNF600	0.105875
ZNF678	1.24016666666667
RASSF1	0.27525
ADD2	-2.950375
PITPNB	-0.135375
PKD2L2	-0.113571428571429
LRP11	1.12975
CDKL1	-0.43075
SMEK2	0.43175
PRODH2	-3.17733333333333
C11orf54	-0.382166666666667
SFRS11	-0.460166666666667
IL7	-1.6115
ALS2CR16	0.18625
BTG3	-1.5975
PAK2	-0.2845
RP11-679B17.1	-0.388
GATA4	-1.7965
ATP2B1	0.18575
LOC130940	1.9485
C1orf172	2.83766666666667
ATF7IP2	-0.1085
SLC25A43	-0.7665
CENTG3	0.195333333333333
IGF2BP1	-4.0509
FCHSD1	0.119
CAMK2N2	-0.9905
ELAVL3	-0.5727
NBPF15	0.114166666666667
UBE2J2	0.536333333333333
GNL2	-0.32475
PRR3	-0.2165
NLF2	-0.623
OR4F6	-0.228
KLHL24	0.0873333333333333
CCDC88A	-2.5263
SGPP1	0.370333333333333
C10orf11	0.735666666666667
SLC35B4	-1.7145
UGT3A2	-1.254
ARNT2	2.5985
CBR1	-1.030375
ITPR3	-0.839
TRAPPC6B	-0.4088
AMZ1	-2.4505
ARP11	2.487
WDSUB1	1.1535
APBA1	0.161
RAB2A	0.633
C6orf162	0.182625
HPSE2	-0.02325
PLCE1	1.71825
INSL3	-0.0565
DLG1	-0.2819
PTPLA	-4.35025
PIGX	0.083125
TFIP11	0.457
FIBIN	2.3385
POLR2G	-0.08875
GRAP2	-2.5505
DNAJB8	0.22075
CNBP	0.874666666666667
WASF1	-0.213
INPP5E	-0.4625
HSPB1	0.20775
TMEM167	-0.7284
CUBN	0.52225
IGF1	1.900125
ITPK1	0.5477
NAALAD2	-1.88066666666667
G3BP1	-0.3037
NT5DC1	1.8085
CYP39A1	-1.4515
TMEM139	0.434083333333333
POLK	-0.0196
GLULD1	-1.941
RBM15	-0.850166666666667
AMZ2	0.3255
GDF15	-0.5665
MESDC2	0.148
INCA	-0.138666666666667
ACY1L2	0.1085
GZMM	-1.664
PAIP1	0.31875
CACNA2D1	-0.89975
STK32C	0.185833333333333
SH3BP4	1.32033333333333
DEC1	-0.5845
PADI1	0.053
UBB	0.355
PON3	2.65983333333333
PROP1	0.421
ANKRD13B	-0.118
ADCK1	0.68325
TCF25	0.844416666666667
SLC38A5	-3.126
CXorf26	0.506666666666667
C19orf39	0.7045
PPP1R13B	-0.1675
ARL2	-1.349
TCL6	-0.0750833333333333
TOP3A	-0.122
SLC16A14	1.909875
FXYD6	0.729666666666667
HIST1H4E	-0.9435
BBC3	-0.244315789473684
UNC5A	0.383
FAM86C	-0.2006
PI4KB	0.48075
B3GAT1	-4.03675
SUSD2	1.403
OAZ2	0.354166666666667
NOC4L	-0.4245
C10orf12	0.35
FADS1	-1.81616666666667
LOC144097	-0.70525
DKK2	1.9325
KIAA1949	-1.0395
RHOT1	0.3466
OXT	0.716
GPR153	-0.74025
ARL4A	-0.906333333333333
SAAL1	-0.994
CCDC64	0.501
USE1	0.0838333333333333
HNMT	-0.0666666666666667
PCGF3	0.4240625
CYP2C19	0.80975
C20orf4	0.2585
CCDC11	2.352
ACSBG2	-0.49675
RWDD2A	0.9565
PALLD	0.013
CPLX4	0.5435
LOC492311	1.68525
KPNA2	-1.98566666666667
MACROD1	0.1084
TMCO3	-0.523333333333333
C15orf52	1.446
BIRC5	-2.0072
PRR16	-0.630666666666667
FAM63B	1.343625
KATNB1	-0.3235
WNT8B	-0.418
CPLX3	-0.8365
