Hybridization REF	TCGA-B6-A0IH-01A-11R-A115-07
KCNIP3	-0.9255
SFPQ	-0.087375
GFRA4	-0.332666666666667
AKR1B10	-3.395875
TIGD6	1.81083333333333
RGS16	1.796375
URB1	-0.384333333333333
OR4C46	-0.481
TOP3B	-1.04825
NFATC4	0.4695
CA14	-3.945
BMPR1A	0.895666666666667
SNRP70	-1.3725
PRL	0.303
C6orf130	-0.25375
STAG2	0.3665
CD55	-0.526857142857143
RPS23	1.22066666666667
SSX2	-1.51983333333333
FDPSL2A	-0.83575
FBXO27	0.2515
SYNGR3	-1.7365
TMSL3	0.59625
EML1	-0.5875
NUP93	-1.38883333333333
SMAD3	-0.4134
KIAA1189	-0.0113333333333333
HNRPUL2	0.0176666666666667
TBC1D12	0.851666666666667
C16orf24	0.29925
MRVI1	1.97066666666667
ZNF581	-0.641166666666667
ELOVL3	-0.613
OR51Q1	0.18575
CACNB3	0.797333333333333
GALNT13	-1.22125
C10orf84	1.0463125
NEDD4	-0.3744
SPO11	1.414
OR5AU1	0.316
NEK4	-0.00971428571428571
PRKAR2A	-0.761166666666667
IHPK1	-0.623
ATP6V0B	-0.629375
CACNA1E	-0.517
CEACAM8	-0.225
PEX14	0.221
FLJ12993	0.1245
ZBTB38	0.471916666666667
PCTK2	0.333166666666667
LRRC16	0.8692
FBLIM1	0.826583333333333
FYCO1	1.113
RP5-1022P6.2	0.988083333333333
CMTM1	0.826833333333333
PLTP	1.134
RAPH1	0.861125
DOCK8	1.973625
EZH2	-2.39246666666667
SLC25A1	-1.029
PLEKHB1	-0.1869
GRB7	0.381
ZFP37	0.94175
MRPL33	-0.2635
PELO	-0.226
ARMC1	-0.0554545454545455
C9orf27	-0.15475
FLJ25778	0.1435
C9orf37	-1.55616666666667
TMEM66	1.48575
SPRN	0.292875
HBEGF	0.6885
PI4KA	-0.67
LEPRE1	-0.12875
POU2AF1	0.024625
MRPL12	-1.85033333333333
REP15	-0.088
ZC3H3	-0.0075
RASAL1	-1.50525
DDAH1	0.7855
ACBD5	0.82275
TMC2	-0.206
CCDC137	-1.25125
SAMD13	-0.444
UGT2B15	-1.49816666666667
TIPARP	-0.82725
DNASE1L3	2.6945
TRIM72	0.200833333333333
DBX2	1.19
IPO8	-0.15125
C21orf88	0.8676
MAP3K14	0.5905
LOC51233	0.167333333333333
GGTLA4	-0.511
PDE6D	0.12975
ZNF117	1.2285
CLK2	-0.684875
NKRF	-0.81
TNFSF15	0.7119
DUSP2	-0.871375
SECISBP2	-0.0304
GABRR2	0.155
PPAP2C	0.8805
LOC51145	-0.0126666666666667
PAG1	0.288125
PIK3C3	0.4505
GNG10	0.028
APOL4	0.6815
ANKRD28	-0.546625
STMN3	0.04
RAB14	1.2582
CDK2AP2	-0.97725
HDDC3	-0.491625
COMMD7	0.8975
CXXC1	-0.62325
HMCN1	1.39433333333333
CD40	1.2075
DYNC1LI2	0.131875
GDI1	0.22225
LOC646938	-0.03425
VSNL1	-0.199
PIH1D1	-0.65
RAET1G	-0.572
KRTAP5-9	-0.623
EFTUD2	-1.2805
ZNF311	0.1255
ATP6V1G3	-0.10825
OR2W3	0.3145
SCN4A	0.331
MED10	-0.659
FAM135A	-0.1714
ARHGAP4	-0.5745
EHMT2	-0.75925
UFD1L	-0.439
ERMP1	1.003
MAG1	0.898
THAP8	0.168166666666667
HACE1	0.510333333333333
FAM82C	-0.174666666666667
C3orf20	0.209
UNC84A	-0.185
SCD5	-0.369285714285714
LASS6	1.91125
LSG1	0.179166666666667
MAL	-4.8135
GPR22	0.379
WDR5B	1.3565
ACTRT1	0.0625
C17orf60	0.737
GRIN2C	-0.3795
ARMC8	-0.45925
SLC47A1	-2.60066666666667
DMPK	0.109
DHRS13	-1.67866666666667
SMC1A	-0.7485
KRTAP17-1	0.495
SMYD5	-0.80825
TUSC2	0.0695
CRHR2	0.3155
KIR3DL2	0.3505
CCDC104	0.181
ATP2C1	0.791875
CROT	1.36775
PABPC3	0.215166666666667
EGR1	1.4005
THSD1	2.15725
KHK	-2.627
SLC12A2	0.6535625
CD58	-0.51675
STOX2	0.406
CCDC76	-0.2258
CCDC48	4.199
DNAH1	0.116
ZIC4	0.405375
OR1G1	-0.118
PSMC6	-0.482833333333333
PROKR1	0.6165
ABCB1	2.491
TRAT1	0.4265
LLGL1	-0.202
MTF1	1.1895
USP54	1.0215
PAGE2B	-2.2345
ITGB7	-3.88725
CCDC81	-0.3335
LOC149837	0.20475
SCUBE1	0.112
ZSCAN10	-0.907
HUWE1	-0.5315
CDH17	0.9645
CD180	0.737
IL17A	-0.0415
TMPO	-2.203625
KIAA1524	-1.94666666666667
HDGFRP3	-0.1775
OXCT1	-0.611
RRAS2	-1.3355
LTBP2	2.716875
SV2B	2.14616666666667
CYP2A6	1.804
PKD1L2	-1.19533333333333
PPM1M	0.90975
FLJ22662	1.74083333333333
ZNF502	1.628
GP6	-0.68975
CRYBA2	-0.979
LEF1	-1.319
CTPS	-2.86242857142857
EYA1	-2.37866666666667
EPS8L1	1.256
MAPK14	-0.391083333333333
SERPINB2	-5.17625
GTF2F2	-0.478166666666667
ZNHIT4	-0.263
PLA1A	1.152
C20orf114	1.4555
HPR	-3.667
C18orf2	-3.475
SATB2	0.48175
KCNJ9	-0.144285714285714
MGC157906	0.3135
MOCS3	0.14875
C17orf71	-0.652333333333333
PPHLN1	0.1661
HIST1H2BN	-2.116125
RAPGEF1	-1.114125
MAP3K8	0.52075
DLG4	0.631666666666667
STC1	-0.968083333333333
CDGAP	1.85475
DDX26B	-0.09025
LOC150223	-1.49725
CPSF3	-0.984166666666667
TMEM14A	0.174
MYH3	-1.02725
GPKOW	0.09925
SULT1A1	-0.986666666666667
SPON1	4.9149
YY1AP1	0.928
RAB23	-0.12475
PLA2G4A	-2.23275
MAPRE3	0.1755
ZNF516	0.567571428571429
GGPS1	1.3755
EXOC3L2	-0.06075
C19orf42	0.7878
MAP2K2	-1.06616666666667
HIST1H2BB	-1.3885
RNF19B	0.478333333333333
C6orf128	0.6815
TLR8	3.2835
PCDHA9	0.011
CARS2	-0.299375
CLUL1	4.75383333333333
RHAG	-4.40066666666667
UNK	0.087
EXOC8	1.246
C9orf95	0.9375
C14orf143	0.591333333333333
MAML3	0.047875
LDHA	-2.10175
MRPL20	-0.052375
KLHDC6	0.533666666666667
ATP5S	0.445833333333333
C8orf55	-0.91625
PHF19	-2.57725
KRTAP13-4	0.3525
TTC5	-0.70525
XKR5	-0.53675
SILV	-4.685
TEX28	-0.078
TCTN1	0.81075
CX40.1	-0.072
PPP2R5C	0.1265
C12orf30	-1.07566666666667
CAPG	1.89025
MPZL1	1.10365
ARSB	-1.2595
TDH	-1.1415
WASF4	1.3675
TSSK3	-0.554666666666667
7A5	1.8165
CRISPLD1	2.4915
MAD1L1	-1.39783333333333
SPIN4	-0.487166666666667
AMPD1	3.11475
DPYSL5	-0.1805
INPP1	0.808833333333333
ANKRD11	-0.3845
NPAS4	0.003125
GCET2	0.8193
RNASE9	-0.069
GUCY2D	0.349666666666667
CCDC98	0.703
FGF4	-0.140125
CPM	-0.527333333333333
SLC26A4	-1.42816666666667
PLD5	0.5215
FAM59A	2.0619
FBXO5	-2.17244444444444
SIPA1L1	-0.342375
DPYS	0.249
ATG4D	-1.111
TGM3	0.351
MTCH1	-0.782875
HK1	-0.0782857142857143
CDC26	0.5515
GALNT12	-2.01583333333333
LOC339229	-0.4865
MRPL35	-0.258375
ORC4L	0.701625
TNKS	0.290071428571429
C2orf24	0.277
ZNF553	0.500666666666667
GGTLA1	3.1378
ZNF497	0.18325
CDY1B	0.42375
SLC30A4	-0.058875
TUB	-0.1945
ARHGEF18	0.30375
ARRB1	-0.0165
KCNK1	2.881875
EREG	-2.7968
SCAMP5	0.29575
RUNDC3B	4.68475
ADAMTS20	-0.5875
IL17RB	-0.479125
FLJ20323	-0.22125
MCAM	0.321
POLR3E	-1.82791666666667
AQR	-0.169666666666667
IPMK	1.148
CDCA7	-3.903125
CAMP	0.49475
GRHL3	0.892
ADAMTSL2	0.3695
CLMN	1.93266666666667
SSTR3	0.2145
MAGEA5	-2.2645
OVOL2	3.971
JMJD1B	0.3045
RBL2	0.2712
PYGO2	0.68225
PPP1R10	0.171333333333333
CSE1L	-1.21366666666667
LCA5	2.319
RDH16	-0.6925
ASRGL1	-1.388875
TOM1	-0.491666666666667
PTX3	-3.80075
TTC15	0.1145
SCGB3A1	3.3885
MRPL50	-0.416
RCAN3	0.46625
SLC26A11	0.92025
STYX	-0.362166666666667
CINP	-0.73725
MARCH7	0.51675
PFKM	-1.29933333333333
SGMS1	1.19483333333333
RIOK3	0.1651
C1orf110	0.28
CES7	0.12075
LOC440248	-0.97875
PPP1R12C	-1.02875
C10orf27	0.155
ATG9A	-0.7425
MRPS26	-0.11125
TMEM40	0.41425
ELP3	-0.0477
ZNF787	-0.7946
HIAT1	0.50775
C8orf34	0.6285
MGC4655	0.2564
PELI1	0.6075
PPT1	0.5264
SLC35C2	-0.765666666666667
C6orf125	-0.94025
MUC4	-1.3645
RFC4	-2.01757142857143
GNB2	-0.3875
NUP50	-0.2665
SULT4A1	-0.956
C7	4.527875
CCDC130	-0.0348333333333333
ARRDC4	-0.0575
RQCD1	-0.696
GLYCTK	-1.46425
AYTL2	-1.15790909090909
MTUS1	2.003
LEMD3	0.5555
PLEKHF2	1.926
HOXA7	1.338375
GTF3C2	-1.883
DYNLRB2	3.26675
CNOT10	-0.38175
MR1	0.912666666666667
FFAR1	-0.3115
PRIC285	-0.3185
SLITRK6	3.021
LIX1	-1.8372
UBE1L2	-0.970333333333333
F8	1.657875
ACHE	-0.152833333333333
KPNA5	0.691
TNFRSF12A	-1.89983333333333
EGR3	1.378
SERPIND1	-4.08816666666667
OASL	0.9615
IFRD1	-1.736875
WDFY1	0.415833333333333
ZNF267	0.670875
ACCN5	0.146
ZBTB6	-0.39575
PPP1R3A	-0.047
PRRT3	1.08175
FBXL19	-1.104
TXNIP	1.42014285714286
ACTN2	1.15825
ATG9B	-0.439
C9orf117	0.45725
IL27	-0.275
RPL36AL	0.0295
KLK15	-0.24
CHAD	1.6585
RAP2B	-0.2099
HEBP2	1.843
ZNF342	0.1935
CAMK2G	0.00116666666666666
TLR3	1.99175
FGF14	1.1465
HMGB2	-2.589375
TRPM5	-0.203666666666667
OR5M11	0.047
KIF3B	1.03936842105263
PRICKLE2	0.997
MTMR9	0.382
C3orf27	-0.0485
GLRA3	0.756333333333333
NSDHL	-0.720833333333333
TMEM32	-0.1985
POLR2D	-1.69258333333333
MYADML	-0.117
C9orf114	-0.741
MRGPRX1	0.604
TOPORS	0.612
CLDN19	0.8265
C1QL4	0.124
RNF165	-0.61
DHRS9	1.40425
DNAH2	-0.2245
FXR1	-0.650166666666667
ZMYM3	-1.00225
CASP3	-0.0698333333333333
FAM120C	-1.627375
SCLY	-1.52525
CA7	-0.084
ENTPD5	-0.0988333333333333
ZNF461	0.689875
PDIA5	-0.4005
C1orf19	0.002
TMEM67	0.732
KCTD20	-0.7285
WDR47	0.598
FLJ38723	1.79
KLRF1	2.44216666666667
TAS2R16	0.175
CLDN12	0.7115
PRKCE	0.95025
UBXD4	-0.37525
ITGAM	2.55316666666667
GLT8D3	-0.173
WDR31	0.7614
RGS2	0.6045
OR51L1	0.1455
MST1R	-0.55575
KIAA1737	1.20625
OR4A5	-0.332
GLIS1	-0.688166666666667
PTMA	0.564
NAPA	1.15525
PRDM11	0.23975
LIPF	-0.4265
DIRAS3	2.06875
ASGR2	-3.998625
C1QTNF4	1.6
PIK3R4	0.356666666666667
ARMC3	2.58075
NDUFV3	-0.276666666666667
BTBD3	-0.150833333333333
PPP1R2	0.674666666666667
UBE2NL	-0.6585
FOSL2	0.419714285714286
FAM119A	-1.2875
TUBA4A	-0.8816
KRTAP12-1	0.0245
SFRS2	-1.03125
RHPN1	-0.5511
EEF2	-0.806666666666667
ZDHHC11	-0.4755
EPHA3	-0.6289
RBM12	0.025
H2AFJ	0.117833333333333
EDIL3	2.045
KIF26A	-0.64325
SERGEF	1.40975
B3GALT4	2.159
LOC90925	0.598666666666667
OSCAR	-0.324875
NPFF	0.050125
DEDD	0.634375
TMEM155	-0.52525
PTPN1	0.09225
SCYL2	0.204333333333333
SKAP1	3.2685
LEAP2	-2.1905
GADD45G	2.648
IFITM3	1.542
PILRB	-0.8065
SLU7	0.427125
DSC3	1.10525
DNMT3L	-1.5135
PAPD5	-0.212125
B3GNT3	0.131166666666667
LHCGR	-0.2
MSL-1	-0.25425
UBE2S	-3.067625
SAP130	0.0265
ANAPC11	-0.34275
MAGED4B	-1.5865
ATP6V1B2	0.294
C14orf179	0.717875
CAPZA1	-0.27825
CDYL2	-0.564666666666667
GLRX3	-1.21666666666667
LOC136288	-0.532
MOBKL1A	-0.539
HTR2B	3.95
CRYGD	0.011
NUS1	-0.828
PGRMC1	1.227
MYOM2	0.85375
FLJ39653	-1.28233333333333
CHM	0.5255
OR5M8	0.0335
ZNF619	0.747
FAM105A	3.085
CCNL1	-0.624875
NAP1L3	1.584
C10orf57	2.14983333333333
B3GALNT1	1.224
CSN1S2A	-0.0035
TCP10L	0.74675
GDAP2	-0.152625
DMKN	-0.541166666666667
COX6B1	0.0995
DNASE2	0.779833333333333
MSH5	-2.07575
LGMN	-0.7395
USP31	0.2978
OR13C8	0.6265
SDCBP	0.3789
NUDT11	-1.37866666666667
PYGL	-0.727333333333333
SNPH	0.7665
B3GNT4	-1.038
MIZF	-0.7945
NUBPL	-0.30725
NOD1	0.5295
CDH22	1.955625
NUBP1	0.104333333333333
DSCAM	-3.84425
DGKI	0.5695
FAM136A	-1.526
AKAP1	0.0581666666666667
SLC16A6	-1.68525
RIN3	-0.0185
PSG2	0.27925
DIP2B	-0.35975
PSORS1C1	0.2278
KIAA0495	-0.1455
FLJ90709	0.00366666666666667
LPA	-0.3675
PIGA	-0.374
LY75	4.03733333333333
UTS2	-5.67183333333333
RREB1	-0.345375
GALNACT-2	0.9306
MGC3196	-0.149
FLJ31568	1.29575
LPHN1	0.46825
SP1	0.187125
TOX4	0.260166666666667
HSPA9	-0.6524
APOBEC1	-0.1215
SLC35E4	-0.583
LSM5	-0.655
SURF1	-0.1375
ZBTB1	1.07025
GTF2F1	-0.122625
RPS15A	-0.137142857142857
DUSP21	-0.625166666666667
GINS4	-2.42366666666667
MYO15A	0.0903333333333333
GIMAP7	5.269
MGC13379	1.11325
ATP6V1E2	-0.2565
UTP3	0.094
HNRPA3	-0.1931875
MT4	-0.3205
C14orf155	-0.19275
U1SNRNPBP	0.23475
CKLF	-0.941833333333333
PLEKHN1	0.426166666666667
MBNL1	0.26275
NUP160	-1.31025
ACSM2A	-0.9355
LOC129881	1.5915
KIAA1529	0.986
FLJ22639	-2.302
HAND1	-1.126
GSX1	0.45
FGA	-4.4515625
SERPINB1	-0.135
ZNF642	0.88325
IGFBP1	-8.2455
SLC1A1	1.06
DHX57	-0.458375
ZNF766	1.9105
PTPN21	-0.2076
GDPD3	-2.12
PNPLA5	-0.1645
TBR1	-0.05
FAM116A	0.402
IQGAP1	0.133
FOS	0.056875
ZNF226	0.91625
FIGNL1	-0.618666666666667
C14orf1	-0.3965
ZMYND17	0.0985
PUS7	-1.3365
TUBB6	-0.78375
KCNQ2	-1.97925
MARCH6	-0.22675
CCDC33	-0.4575
PRODH	-1.30175
RBM11	1.4555
EPHA6	1.02675
SLC43A1	-0.376
LOC196541	0.5375
NTN1	0.107166666666667
ING4	0.73575
PCDHB10	1.74525
DPH2	-1.32916666666667
SPACA4	-0.06825
FBXL21	-4.6045
DIAPH1	-1.10916666666667
ZNF71	0.755666666666667
CEP76	-0.6105
CORO1A	-0.955
RRM2	-4.865875
EDG4	-0.0455
OS9	0.572333333333333
SLC4A1AP	-0.18925
COG5	0.01975
COPS8	-0.178
NGLY1	-0.76025
NCBP2	-0.293
C17orf42	-0.401666666666667
GPSM3	-0.318375
SIL1	0.215333333333333
ASB6	-0.23475
SMAD5OS	0.185833333333333
UNC93A	-3.027625
A1BG	0.432333333333333
C21orf62	1.13925
FMO5	0.49475
ATRIP	-0.835
CEBPG	-0.157833333333333
C7orf38	0.347833333333333
TNFRSF1B	1.45366666666667
CLEC1A	2.6085
IQSEC1	0.0805
PATZ1	0.7865
RBM22	1.379625
BAG2	-1.61083333333333
PAQR5	-2.06966666666667
C9orf127	1.5587
THNSL1	0.37075
SHROOM3	2.8461
JAM2	3.15725
SNRPN	-1.63575
ALX4	0.2245
CACNA1S	-0.087
FAM130A1	1.1635
CORIN	2.247
CD300LB	0.2465
PLEKHG6	0.7655
LRRC40	-0.8555
PCLKC	-0.94775
PCDHB16	1.98533333333333
WNT2B	1.10433333333333
ASNS	-2.11322222222222
MRPL49	-0.427125
FLJ46111	-1.813
ISG20	-0.162
SMU1	0.145666666666667
CASZ1	0.2905
POLR1D	-0.608083333333333
GIN1	0.0585
SNAG1	0.800666666666667
ANKRD29	0.40575
CDKN2AIP	0.26825
KRR1	-0.187
CXCL1	-3.77883333333333
EPM2A	0.2439
PC	-1.474
DEFB127	0.324
PDZRN4	0.210666666666667
FAH	-0.885125
OR51E1	1.162
CDC2L6	0.125833333333333
DNTTIP1	-0.737
PAX8	-0.9145
TMEM116	0.39275
C1orf150	-0.098
PRO2012	0.05475
MRPL40	-0.798666666666667
BEX1	-4.3837
SLC2A4	-0.573166666666667
PKMYT1	-2.62275
FEZF2	0.0273333333333333
SLC26A9	-0.9055
MAP2	0.551333333333333
LYL1	-1.25975
SLC25A19	-2.07533333333333
NOS3	0.111
ZNF34	0.602
TMPRSS11F	-0.057
FAM43A	0.4935
FCRL4	-0.187
KLF14	0.05575
FLRT2	1.491
WRN	-0.46025
SDF2	0.5924
KRT8P12	-1.56
C6orf195	-0.1475
C9orf125	-0.339833333333333
DZIP3	0.86075
RIT1	0.825083333333333
SCML1	-0.398
RHBDF2	-0.698125
OR2G3	0.146
REXO1L1	-0.5185
MAP3K7IP3	0.435
C3orf57	-3.772
FBXW11	-0.953333333333333
ETAA1	-0.136
C14orf131	-0.374
AKT1S1	-0.13575
SLC12A5	-0.37275
C9orf164	1.352
NRIP3	0.776125
NOS1AP	-0.06975
TMEM121	1.01325
SAP30BP	-0.484
DGCR6	0.141
WDR76	-2.569
FAM82B	-0.633333333333333
LOC606495	-0.306
MAP9	2.5195
BCDIN3D	0.84175
CXorf36	4.58316666666667
DSCR3	-0.5877
ZFAND3	0.15575
C7orf43	-0.3475
SPSB3	0.1848
C19orf19	-0.14525
FAM133A	-0.788
C12orf25	-0.14
SLC39A3	-0.97025
DISP2	-0.049
PI4KAP2	-2.693
MKRN3	-2.49833333333333
ADAMTS13	-0.650375
CBLN3	-0.002
TTYH1	-0.608333333333333
C3orf18	0.7075
FLJ13236	-1.67925
ZMYND12	3.373
C18orf25	-0.00737500000000001
GLB1L3	-0.5085
ATP13A5	1.597
RANBP10	-0.186
CD96	0.197
DENND1C	0.28125
RBMS3	2.1136
SLC41A3	0.593333333333333
DGCR6L	0.071
TMEM128	0.788166666666667
CSNK1G3	0.693714285714286
MOBKL2C	0.690375
TSPAN6	1.72125
MATN2	1.5387
MSL2L1	0.0128333333333333
ST6GALNAC2	-1.1265
FGFBP2	1.630875
FGL1	-6.24166666666667
MPP3	0.107833333333333
ARHGEF6	1.13316666666667
TGFBR2	1.303625
ACMSD	0.14875
IL33	5.3645
C9orf5	-0.0691666666666667
DEAF1	-0.4247
AMN	-0.9085
DEFA6	0.126
RNF212	0.02475
METT5D1	0.3025
CIB1	-0.5193
TSSK1B	0.24825
KIAA1727	1.25375
ZNF680	1.17658333333333
LOC399900	-1.212
LOC152217	-0.441333333333333
CTNNAL1	-1.677
CIT	-2.88541666666667
TLE6	-0.71825
ZNF607	-1.29875
HERC4	-0.518166666666667
DRAP1	-0.5533
PEMT	-0.85225
C10orf111	-0.7105
ZNF575	0.15725
KCTD7	0.018
MYO1F	0.747
LOC285382	1.3025
RAB11A	0.5025
PLCD3	-0.57825
C15orf28	-0.0165
PTBP2	-0.5985
CTB-1048E9.5	-0.678375
C19orf60	-0.188
C7orf25	0.851833333333333
SETD7	0.618625
HOXB9	-4.449
VANGL1	-0.246625
CHAF1B	-1.48575
NDUFA3	0.435
KIAA1328	1.25833333333333
SHARPIN	-0.4925
TTC23	0.371625
UGP2	0.1965
ANKIB1	0.4218
CIRBP	1.83628571428571
SEC14L4	-2.465
OVCH1	0.573833333333333
VPS52	-0.33375
FAT	0.317375
M6PRBP1	-0.49725
GPRIN3	0.169
PPM1F	-0.2675
TSR1	-1.54975
CCDC85A	2.3505
PCSK5	3.39725
ZFHX3	0.6315
HEMK1	-0.4034
PGBD2	1.42275
RSRC2	-0.0903333333333333
AURKC	-1.87983333333333
SCRIB	-0.18
ORM2	-5.0825
FAM115A	0.6054
FZD6	0.583
UNC119	-0.203833333333333
GPX3	-0.4626
NOV	3.195625
CABC1	0.209375
CDC42SE2	0.1218125
EIF2S2	-0.9661
RNF130	0.967
CKAP5	-1.3035
RP11-413M3.2	-0.440875
C10orf18	1.3396
TMEM93	-0.9205
DYX1C1	1.713
KCNMB2	-0.213125
ANK3	2.14708333333333
KRT5	0.9068
CDH12	-0.429625
QRSL1	-0.592125
JUB	-0.6905
SHC4	-1.294125
CCL15	2.72583333333333
CCDC22	-0.85325
SNX24	0.99875
RARS	-0.6775
MORC2	-0.06725
FAM48A	-0.12375
MT1H	-1.16
PPP1R14C	-2.98916666666667
FOXD1	-1.84242857142857
C1orf213	-1.982
AMT	-1.8165
DSN1	-0.5555
PTPLAD2	3.105
DIS3L	-0.59625
RASL11A	0.5025
GPRC5B	0.135625
FRMD7	1.5905
STRN4	-0.03825
KITLG	1.48581818181818
HDGF	0.04475
OR1S1	0.1325
SETX	0.8515
DDR2	0.944375
KCTD12	2.941
LYZL2	-0.1115
WDR52	1.6345
TMEM2	0.401875
ZNF579	-0.744166666666667
LOC200810	-0.404
TNFSF9	-1.538375
PPFIA4	-3.27875
CNIH3	0.868666666666667
MAP4K4	-0.607071428571429
ROD1	-0.396785714285714
ALS2CR12	0.2755
DOCK3	-1.50166666666667
PAQR9	-4.41875
ASB17	-0.388
STX16	-1.31925
FEZ2	0.4185
DLAT	-0.818166666666667
KIF21B	-1.24183333333333
CDC5L	-0.06425
TMEM119	2.1405
CRIP3	-1.46325
TPSD1	0.2075
TEPP	-0.3195
GNGT2	1.6025
C21orf121	-0.11025
WNK1	0.13075
FLJ10490	-0.2956
OR51B5	-2.1495
LOC203547	-1.183375
HAS1	-0.1045
PPA1	-0.206333333333333
ST7	-0.161125
C11orf46	1.3169
POPDC3	-3.90216666666667
ACOX2	-0.078
ATCAY	-0.864583333333333
TM4SF19	-2.297
MFSD9	-0.951
PDHB	-0.18875
ERN1	-0.32275
LCE3C	-0.155
GPR111	0.2015
NOTCH3	1.9615
ADAMTS5	3.4215
B3GALT1	-0.506
UGCGL1	-0.420333333333333
FAM58A	0.306833333333333
FBXO32	2.4065
CLPP	-0.40225
NXPH1	0.7685
MTMR3	1.08983333333333
ATP1B3	-1.082
TMEM16A	4.889
HIST1H3F	-0.0401666666666667
TRIM25	-0.4275
SDCBP2	1.075
CRKL	-0.54425
HOXB2	0.7565
ANP32B	-0.342
GATM	3.3435
AP4E1	-0.45525
EDG5	0.58125
CDKN3	-3.109
CDH4	-2.25075
PGD	-2.21283333333333
RND1	0.329
GAD1	-2.7732
MPG	-0.518625
LOC440350	-0.1835
ZNF133	0.625
SERPINB12	0.246
AMELY	0.107833333333333
DHX36	-0.6695
TNFAIP8L2	3.4045
PHTF2	-0.307166666666667
CCDC112	-0.334166666666667
IQCC	-1.284
HEYL	2.7205
FTSJ2	-0.725666666666667
APPL1	0.7425
RAB43	0.237285714285714
OR10G2	-0.00899999999999998
WAC	0.8015
ADCY9	0.108
RUNDC2B	0.590333333333333
PYCRL	-0.1453
AGPAT7	-0.384333333333333
SLC22A9	-0.8865
CDKAL1	-0.596
PDYN	-0.475666666666667
C20orf74	1.57825
MTMR11	1.21725
VAV3	4.19541666666667
DAPL1	3.32025
STXBP3	0.65975
EIF3G	-0.3665
ARHGAP22	0.10675
NPFFR1	-0.0385
NPC1	-0.336666666666667
ALDH9A1	2.43133333333333
ZNF600	0.8515
ZNF678	1.30783333333333
RASSF1	-0.474416666666667
ADD2	-1.868625
PITPNB	0.02725
PKD2L2	0.119833333333333
LRP11	0.12275
CDKL1	0.3435
SMEK2	0.12525
PRODH2	-3.42683333333333
C11orf54	0.511666666666667
SFRS11	-0.7845
IL7	0.910666666666667
ALS2CR16	0.901
BTG3	0.194166666666667
PAK2	0.353777777777778
RP11-679B17.1	0.01025
GATA4	-2.0085
ATP2B1	-0.02725
LOC130940	1.833
C1orf172	2.4975
ATF7IP2	0.03725
SLC25A43	0.224166666666667
CENTG3	-0.743
IGF2BP1	-4.0229
FCHSD1	0.198
CAMK2N2	-0.6335
ELAVL3	-0.101
NBPF15	-0.202
UBE2J2	-0.674583333333333
GNL2	-0.99625
PRR3	-0.746
NLF2	-0.57925
OR4F6	0.6835
KLHL24	1.62283333333333
CCDC88A	-1.0754
SGPP1	-0.783
C10orf11	0.977333333333333
SLC35B4	-1.242
UGT3A2	-1.239
ARNT2	0.0883
CBR1	0.0995
ITPR3	-1.52283333333333
TRAPPC6B	-0.4232
AMZ1	-2.26
ARP11	1.37275
WDSUB1	1.79325
APBA1	0.579333333333333
RAB2A	0.9759
C6orf162	0.024125
HPSE2	1.35625
PLCE1	0.104
INSL3	0.79025
DLG1	0.0848
PTPLA	-2.9235
PIGX	-0.02225
TFIP11	-0.148666666666667
FIBIN	3.644
POLR2G	-0.31575
GRAP2	-1.4499
DNAJB8	-0.4385
CNBP	0.1915
WASF1	-0.3215
INPP5E	-1.1554
HSPB1	-0.908
TMEM167	0.00370000000000005
CUBN	1.01325
IGF1	4.399125
ITPK1	-0.5591
NAALAD2	-0.144375
G3BP1	-0.1531
NT5DC1	0.67925
CYP39A1	2.491
TMEM139	0.55275
POLK	0.144333333333333
GLULD1	-1.406
RBM15	-1.4815
AMZ2	-0.1085
GDF15	-3.17433333333333
MESDC2	-0.2745
INCA	1.06183333333333
ACY1L2	-1.584
GZMM	-0.243833333333333
PAIP1	0.33775
CACNA2D1	0.6815
STK32C	-1.57016666666667
SH3BP4	1.60933333333333
DEC1	-0.1745
PADI1	0.8545
UBB	-0.1497
PON3	-0.428333333333333
PROP1	0.005
ANKRD13B	-0.6865
ADCK1	-0.5045
TCF25	-0.178666666666667
SLC38A5	-2.74975
CXorf26	0.212166666666667
C19orf39	0.35475
PPP1R13B	0.517
ARL2	-1.1885
TCL6	0.0164545454545455
TOP3A	-1.0735
SLC16A14	1.54475
FXYD6	2.3005
HIST1H4E	-0.31675
BBC3	-0.243473684210526
UNC5A	0.202333333333333
FAM86C	-0.2965
PI4KB	0.4705
B3GAT1	-1.8585
SUSD2	1.605
OAZ2	-0.56
NOC4L	-0.92325
C10orf12	-1.11425
FADS1	-3.374
LOC144097	-0.53275
DKK2	2.30433333333333
KIAA1949	-0.00225000000000001
RHOT1	0.1674
OXT	1.06366666666667
GPR153	-0.5135
ARL4A	0.577166666666667
SAAL1	-0.91875
CCDC64	-0.5605
USE1	0.132
HNMT	1.54466666666667
PCGF3	-0.2430625
CYP2C19	0.05625
C20orf4	0.4405
CCDC11	2.27025
ACSBG2	0.03025
RWDD2A	0.763
PALLD	2.4795
CPLX4	-0.325
LOC492311	1.11275
KPNA2	-2.57983333333333
MACROD1	-0.5465
TMCO3	-0.0155
C15orf52	0.00949999999999999
BIRC5	-3.8738
PRR16	0.854333333333333
FAM63B	0.223875
KATNB1	-1.74966666666667
WNT8B	0.293
CPLX3	-0.3925
GHR	2.44025
CCDC124	-1.16175
