Hybridization REF	TCGA-A2-A04P-01A-31R-A034-07
ZNF230	-0.82
MSN	0.689642857142857
SLC9A5	-1.14
EPDR1	-1.4156
MUSK	0.0685
ZNF434	-1.08316666666667
SMARCD1	-0.741666666666667
ZFP106	-0.5145
ZNF347	-0.5398
GTF2E1	-0.262
RY1	-0.551
ATAD2B	1.539375
ARHGAP17	0.5411
KCNIP3	0.98525
SFPQ	0.61825
GFRA4	1.454
AKR1B10	-2.2705
TIGD6	0.608333333333333
RGS16	3.376375
URB1	-0.912833333333333
OR4C46	-0.5682
TOP3B	-0.8515
NFATC4	0.283
CA14	-4.437
BMPR1A	-0.406833333333333
SNRP70	-0.535125
PRL	-0.18575
C6orf130	-1.735
STAG2	-0.2805
CD55	-1.20221428571429
RPS23	-2.4995
SSX2	-0.873
FDPSL2A	-1.79
FBXO27	1.7955
SYNGR3	-1.1045
TMSL3	2.12225
EML1	-1.041
NUP93	-1.272
SMAD3	-1.4024
KIAA1189	0.317333333333333
HNRPUL2	1.18366666666667
TBC1D12	-0.253333333333333
C16orf24	0.8045
MRVI1	2.7695
ZNF581	-0.575833333333333
ELOVL3	-0.1015
OR51Q1	0.18625
CACNB3	1.2255
GALNT13	1.697375
C10orf84	0.5561875
NEDD4	-1.4434
SPO11	-0.725
OR5AU1	1.19
NEK4	-0.3
PRKAR2A	-0.539833333333333
IHPK1	-0.516166666666667
ATP6V0B	0.513
CACNA1E	2.531
CEACAM8	-0.191833333333333
PEX14	1.381
FLJ12993	0.8995
ZBTB38	0.907
PCTK2	-0.9845
LRRC16	0.7351
FBLIM1	1.654
FYCO1	1.046
RP5-1022P6.2	0.224083333333333
CMTM1	0.863833333333333
PLTP	-0.0736666666666667
RAPH1	0.217
DOCK8	1.175625
EZH2	-0.894266666666667
SLC25A1	-0.127166666666667
PLEKHB1	0.3265
GRB7	0.9982
ZFP37	-1.654
MRPL33	0.0622499999999999
PELO	-1.4035
ARMC1	-0.206636363636364
C9orf27	0.22125
FLJ25778	0.1535
C9orf37	-1.16333333333333
TMEM66	-2.30525
SPRN	-0.708875
HBEGF	1.408375
PI4KA	-1.2665
LEPRE1	0.443
POU2AF1	-0.367125
MRPL12	1.11483333333333
REP15	0.1785
ZC3H3	1.1355
RASAL1	1.0715
DDAH1	0.50275
ACBD5	0.775625
TMC2	0.092
CCDC137	1.23575
SAMD13	0.541666666666667
UGT2B15	-0.690833333333333
TIPARP	-0.92475
DNASE1L3	0.65875
TRIM72	0.430666666666667
DBX2	0.542333333333333
IPO8	1.97475
C21orf88	0.0694
MAP3K14	0.23
LOC51233	0.525333333333333
GGTLA4	0.65825
PDE6D	-0.26275
ZNF117	1.1175
CLK2	-1.1405
NKRF	0.293
TNFSF15	1.1201
DUSP2	2.23325
SECISBP2	0.0983
GABRR2	0.444
PPAP2C	0.65875
LOC51145	0.480166666666667
PAG1	-0.524625
PIK3C3	-1.0235
GNG10	-1.583
APOL4	0.4255
ANKRD28	-1.697
STMN3	-2.3036
RAB14	-0.3136
CDK2AP2	-0.25
HDDC3	-0.362375
COMMD7	-0.218
CXXC1	-1.10775
HMCN1	-1.9775
CD40	0.65325
DYNC1LI2	0.3078125
GDI1	1.05775
LOC646938	0.01925
VSNL1	-0.901333333333333
PIH1D1	-0.1005
RAET1G	0.3505
KRTAP5-9	1.4095
EFTUD2	-0.33475
ZNF311	0.7185
ATP6V1G3	0.15975
OR2W3	-0.463
SCN4A	0.17225
MED10	-1.3595
FAM135A	-0.1551
ARHGAP4	-1.19775
EHMT2	0.483125
UFD1L	0.3065
ERMP1	-0.44375
MAG1	-1.6095
THAP8	1.06183333333333
HACE1	-0.781833333333333
FAM82C	-0.201333333333333
C3orf20	0.2765
UNC84A	0.197166666666667
SCD5	-0.373857142857143
LASS6	0.084125
LSG1	0.488166666666667
MAL	-4.41675
GPR22	0.2735
WDR5B	0.08425
ACTRT1	0.3345
C17orf60	-0.604333333333333
GRIN2C	0.9768
ARMC8	-0.355916666666667
SLC47A1	-2.43683333333333
DMPK	0.9715
DHRS13	-1.06966666666667
SMC1A	-0.396
KRTAP17-1	1.164
SMYD5	-0.19575
TUSC2	0.12125
CRHR2	0.5095
KIR3DL2	-0.9785
CCDC104	-0.7995
ATP2C1	0.3605
CROT	-2.0375
PABPC3	-0.1575
EGR1	2.0585
THSD1	0.4755
KHK	-1.59
SLC12A2	-0.529
CD58	-0.76475
STOX2	1.206
CCDC76	-0.5755
CCDC48	2.094
DNAH1	0.235166666666667
ZIC4	0.319375
OR1G1	0.6395
PSMC6	-2.016
PROKR1	0.9545
ABCB1	-1.008125
TRAT1	-0.73725
LLGL1	0.062
MTF1	2.54425
USP54	1.18375
PAGE2B	-1.687
ITGB7	-3.1835
CCDC81	1.853
LOC149837	0.24625
SCUBE1	-0.1245
ZSCAN10	2.2395
HUWE1	0.299285714285714
CDH17	-0.347
CD180	0.688
IL17A	0.3515
TMPO	-1.289875
KIAA1524	-0.657333333333333
HDGFRP3	-1.962
OXCT1	-1.52854545454545
RRAS2	-1.40133333333333
LTBP2	2.8889375
SV2B	2.29966666666667
CYP2A6	0.45325
PKD1L2	-0.934333333333333
PPM1M	-0.269
FLJ22662	1.78233333333333
ZNF502	1.29775
GP6	-1.05575
CRYBA2	-0.3855
LEF1	-2.4016
CTPS	-1.48157142857143
EYA1	-2.99616666666667
EPS8L1	-0.65125
MAPK14	-0.976416666666667
SERPINB2	-4.667625
GTF2F2	-0.1845
ZNHIT4	0.079
PLA1A	1.879875
C20orf114	-0.45575
HPR	-3.8675
C18orf2	-2.803
SATB2	-3.137
KCNJ9	0.365
MGC157906	0.5275
MOCS3	-1.57475
C17orf71	-2.07633333333333
PPHLN1	0.6535
HIST1H2BN	0.576375
RAPGEF1	-0.31875
MAP3K8	1.74775
DLG4	0.572333333333333
STC1	-0.0995
CDGAP	1.02775
DDX26B	0.90075
LOC150223	-0.594
CPSF3	-0.277333333333333
TMEM14A	-1.1485
MYH3	0.1775
GPKOW	-0.5685
SULT1A1	-0.603666666666667
SPON1	1.8685
YY1AP1	-0.102833333333333
RAB23	-0.012
PLA2G4A	-2.30975
MAPRE3	-0.2315
ZNF516	-0.691642857142857
GGPS1	0.84675
EXOC3L2	0.916375
C19orf42	0.0772
MAP2K2	-0.214166666666667
HIST1H2BB	0.30475
RNF19B	1.23966666666667
C6orf128	1.89033333333333
TLR8	1.5535
PCDHA9	2.978
CARS2	-0.520625
CLUL1	1.12033333333333
RHAG	-3.691
UNK	1.3095
EXOC8	-0.335
C9orf95	1.51575
C14orf143	-0.1705
MAML3	0.2335
LDHA	-2.97525
MRPL20	0.531625
KLHDC6	2.7995
ATP5S	-0.4685
C8orf55	0.3205
PHF19	-1.80575
KRTAP13-4	0.8015
TTC5	-1.74175
XKR5	-0.35925
SILV	-4.38666666666667
TEX28	-0.18
TCTN1	-0.003
CX40.1	0.8765
PPP2R5C	-0.002625
C12orf30	-1.18033333333333
CAPG	1.9735
MPZL1	0.841
ARSB	-0.939833333333333
TDH	-2.647
WASF4	1.9845
TSSK3	0.144333333333333
7A5	1.7275
CRISPLD1	2.609625
MAD1L1	0.096
SPIN4	-0.491
AMPD1	0.3625
DPYSL5	-0.3545
INPP1	0.132333333333333
ANKRD11	1.84638888888889
NPAS4	-0.016875
GCET2	0.523
RNASE9	0.4355
GUCY2D	0.4265
CCDC98	-1.67725
FGF4	-0.2545
CPM	-0.2315
SLC26A4	-1.4105
PLD5	0.65225
FAM59A	1.0221
FBXO5	-0.807888888888889
SIPA1L1	1.302375
DPYS	0.66775
ATG4D	-0.24275
TGM3	0.2925
MTCH1	-1.465
HK1	-0.128642857142857
CDC26	-0.9465
GALNT12	-2.829
LOC339229	1.55275
MRPL35	-0.011625
ORC4L	-0.458875
TNKS	-0.768357142857143
C2orf24	-0.142666666666667
ZNF553	0.399333333333333
GGTLA1	3.1279
ZNF497	-0.5155
CDY1B	0.5775
SLC30A4	1.092875
TUB	-0.732625
ARHGEF18	-0.21175
ARRB1	-1.49675
KCNK1	1.605875
EREG	-2.2764
SCAMP5	0.775
RUNDC3B	1.58875
ADAMTS20	-0.46025
IL17RB	0.087625
FLJ20323	-1.14675
MCAM	1.323625
POLR3E	-0.787666666666667
AQR	0.2325
IPMK	0.935
CDCA7	-2.39675
CAMP	2.965
GRHL3	-0.00525
ADAMTSL2	2.393
CLMN	2.1645
SSTR3	0.8575
MAGEA5	-1.92133333333333
OVOL2	3.69525
JMJD1B	0.19375
RBL2	-0.217
PYGO2	1.6825
PPP1R10	0.899833333333333
CSE1L	-1.52383333333333
LCA5	0.5815
RDH16	0.04975
ASRGL1	0.022375
TOM1	-0.382
PTX3	-5.19225
TTC15	1.20175
SCGB3A1	6.401
MRPL50	-1.138
RCAN3	1.96675
SLC26A11	0.713
STYX	-0.781666666666667
CINP	-0.27675
MARCH7	-0.96775
PFKM	-2.48333333333333
SGMS1	0.396833333333333
RIOK3	-0.4484
C1orf110	0.658
CES7	0.122625
LOC440248	-1.7055
PPP1R12C	-0.04275
C10orf27	0.809
ATG9A	-0.1735
MRPS26	1.68125
TMEM40	2.6265
ELP3	-1.5566
ZNF787	1.7622
HIAT1	-1.426625
C8orf34	0.5055
MGC4655	0.2996
PELI1	2.15
PPT1	-1.4068
SLC35C2	-1.53216666666667
C6orf125	1.53075
MUC4	0.0643333333333333
RFC4	-2.21014285714286
GNB2	-0.104166666666667
NUP50	0.501
SULT4A1	-1.358
C7	2.91875
CCDC130	1.42116666666667
ARRDC4	-0.05525
RQCD1	-1.49725
GLYCTK	-1.34325
AYTL2	-0.658454545454546
MTUS1	0.1801
LEMD3	-0.895333333333333
PLEKHF2	-0.87525
HOXA7	0.201875
GTF3C2	-1.654
DYNLRB2	1.239
CNOT10	-0.18525
MR1	-0.802333333333333
FFAR1	0.11125
PRIC285	0.7315
SLITRK6	2.196
LIX1	-2.2824
UBE1L2	0.223083333333333
F8	0.829
ACHE	0.529333333333333
KPNA5	-1.0145
TNFRSF12A	0.217833333333333
EGR3	0.1725
SERPIND1	-2.9685
OASL	4.3575
IFRD1	0.11725
WDFY1	-0.0876666666666667
ZNF267	-0.827125
ACCN5	0.0785
ZBTB6	-1.30275
PPP1R3A	0.343
PRRT3	0.02125
FBXL19	0.3675
TXNIP	-0.0597857142857143
ACTN2	0.7
ATG9B	-0.747625
C9orf117	-0.1065
IL27	-1.1825
RPL36AL	0.269333333333333
KLK15	0.946333333333333
CHAD	0.599
RAP2B	0.5846
HEBP2	3.919
ZNF342	1.4455
CAMK2G	0.616333333333334
TLR3	0.3905
FGF14	-0.5565
HMGB2	-1.811
TRPM5	0.518166666666667
OR5M11	0.6085
KIF3B	0.343210526315789
PRICKLE2	0.03225
MTMR9	-1.449
C3orf27	0.4385
GLRA3	-1.6725
NSDHL	-0.794166666666667
TMEM32	-1.59425
POLR2D	-1.79075
MYADML	0.7265
C9orf114	-1.727
MRGPRX1	0.0205
TOPORS	0.918
CLDN19	-1.22075
C1QL4	0.2195
RNF165	-0.2075
DHRS9	-0.99875
DNAH2	0.00700000000000001
FXR1	-0.906666666666667
ZMYM3	-0.74225
CASP3	-0.161166666666667
FAM120C	1.330875
SCLY	-1.50875
CA7	-0.106
ENTPD5	0.672666666666667
ZNF461	0.07
PDIA5	-0.5305
C1orf19	-0.487333333333333
TMEM67	-1.8605
KCTD20	-0.433
WDR47	-0.353
FLJ38723	2.9365
KLRF1	-0.042
TAS2R16	0.5445
CLDN12	-1.058
PRKCE	0.717
UBXD4	-1.842
ITGAM	2.45866666666667
GLT8D3	-0.59925
WDR31	-0.0586
RGS2	3.2305
OR51L1	1.1745
MST1R	0.0075
KIAA1737	0.3075
OR4A5	0.593
GLIS1	-1.95166666666667
PTMA	1.73385714285714
NAPA	1.25575
PRDM11	0.3335
LIPF	-0.294
DIRAS3	0.399
ASGR2	-3.917375
C1QTNF4	0.70275
PIK3R4	-0.733833333333333
ARMC3	2.06075
NDUFV3	0.687666666666667
BTBD3	0.507
PPP1R2	0.0135833333333333
UBE2NL	-0.2305
FOSL2	1.85942857142857
FAM119A	-1.0685
TUBA4A	-0.066
KRTAP12-1	0.1635
SFRS2	0.05825
RHPN1	0.839
EEF2	-0.375666666666667
ZDHHC11	-0.877333333333333
EPHA3	-0.8017
RBM12	-1.051
H2AFJ	1.89016666666667
EDIL3	1.3805
KIF26A	-1.521
SERGEF	1.1055
B3GALT4	3.04775
LOC90925	1.61116666666667
OSCAR	0.62225
NPFF	0.0465
DEDD	0.455875
TMEM155	-0.394125
PTPN1	-0.39125
SCYL2	0.371666666666667
SKAP1	1.288
LEAP2	-3.44383333333333
GADD45G	3.4208
IFITM3	1.244375
PILRB	-0.131
SLU7	-0.21675
DSC3	-0.69275
DNMT3L	-0.91725
PAPD5	-0.572875
B3GNT3	4.11516666666667
LHCGR	0.226
MSL-1	-0.206
UBE2S	-0.297875
SAP130	-0.53775
ANAPC11	1.35375
MAGED4B	1.2385
ATP6V1B2	-1.0505
C14orf179	1.59025
CAPZA1	-0.6725
CDYL2	0.0263333333333333
GLRX3	-2.5785
LOC136288	-0.576
MOBKL1A	0.4805
HTR2B	3.72475
CRYGD	-0.0256
NUS1	-1.1035
PGRMC1	-0.001
MYOM2	-2.061
FLJ39653	-1.57583333333333
CHM	-0.8491
OR5M8	-0.0405
ZNF619	-0.5465
FAM105A	0.1305
CCNL1	0.4935
NAP1L3	-0.69625
C10orf57	0.365666666666667
B3GALNT1	-0.177
CSN1S2A	0.4735
TCP10L	0.353
GDAP2	0.244125
DMKN	-2.746
COX6B1	1.57125
DNASE2	-0.178333333333333
MSH5	-0.39675
LGMN	-0.17625
USP31	0.1239
OR13C8	0.289
SDCBP	-0.5103
NUDT11	-3.2205
PYGL	-1.11066666666667
SNPH	2.2
B3GNT4	-0.533
MIZF	-1.3368
NUBPL	-2.295
NOD1	0.401833333333333
CDH22	0.433
NUBP1	-0.122
DSCAM	-3.779
DGKI	-0.599
FAM136A	-0.304
AKAP1	0.875166666666667
SLC16A6	-1.465
RIN3	2.15575
PSG2	-0.11775
DIP2B	-0.147666666666667
PSORS1C1	1.2418
KIAA0495	-1.967
FLJ90709	-0.8175
LPA	0.063
PIGA	-0.659333333333333
LY75	2.67483333333333
UTS2	-3.10116666666667
RREB1	1.489375
GALNACT-2	-0.3984
MGC3196	0.569
FLJ31568	0.284
LPHN1	0.625125
SP1	0.75925
TOX4	-0.466
HSPA9	-0.1893
APOBEC1	0.229
SLC35E4	-0.562
LSM5	-1.26075
SURF1	-1.30325
ZBTB1	0.354666666666667
GTF2F1	-0.345625
RPS15A	-0.372214285714286
DUSP21	-0.4585
GINS4	-1.67283333333333
MYO15A	-0.431
GIMAP7	3.52
MGC13379	1.462
ATP6V1E2	0.675166666666667
UTP3	-0.858
HNRPA3	-0.31025
MT4	0.1045
C14orf155	0.43
U1SNRNPBP	0.79875
CKLF	-1.20516666666667
PLEKHN1	0.5725
MBNL1	0.434583333333333
NUP160	-1.23675
ACSM2A	-0.96575
LOC129881	-0.66525
KIAA1529	1.62675
FLJ22639	-0.1115
HAND1	-0.836
GSX1	0.8195
FGA	-4.1115625
SERPINB1	-0.78325
ZNF642	0.51875
IGFBP1	-8.122625
SLC1A1	-0.573625
DHX57	0.085
ZNF766	-0.052
PTPN21	1.2886
GDPD3	-2.3395
PNPLA5	0.453
TBR1	0.047
FAM116A	-0.6095
IQGAP1	0.295125
FOS	2.869125
ZNF226	-0.31575
FIGNL1	-0.467833333333333
C14orf1	-0.331833333333333
ZMYND17	-0.3765
PUS7	-0.423
TUBB6	-0.5905
KCNQ2	-1.139
MARCH6	0.481666666666667
CCDC33	0.916
PRODH	-1.158
RBM11	-1.713
EPHA6	0.42425
SLC43A1	-0.936
LOC196541	0.58825
NTN1	0.689583333333333
ING4	0.00775
PCDHB10	1.6735
DPH2	-0.945833333333333
SPACA4	0.01025
FBXL21	-3.777
DIAPH1	0.0208333333333333
ZNF71	0.757
CEP76	-1.2705
CORO1A	-0.65825
RRM2	-2.824375
EDG4	0.7005
OS9	-0.299
SLC4A1AP	0.01575
COG5	-0.283
COPS8	-1.44825
NGLY1	-1.76775
NCBP2	0.6825
C17orf42	-2.14866666666667
GPSM3	1.598875
SIL1	1.0025
ASB6	-0.0595
SMAD5OS	1.18483333333333
UNC93A	-2.713875
A1BG	-0.156833333333333
C21orf62	-0.16375
FMO5	-2.03241666666667
ATRIP	-1.19866666666667
CEBPG	0.896333333333333
C7orf38	-0.2025
TNFRSF1B	0.974833333333333
CLEC1A	1.70066666666667
IQSEC1	-0.338
PATZ1	0.2881
RBM22	1.79575
BAG2	-1.75483333333333
PAQR5	-2.64183333333333
C9orf127	1.5414
THNSL1	-0.19575
SHROOM3	1.7869
JAM2	0.5305
SNRPN	-1.52275
ALX4	0.26
CACNA1S	0.0765
FAM130A1	0.30875
CORIN	1.368
CD300LB	1.206
PLEKHG6	1.3455
LRRC40	-1.1395
PCLKC	-0.90075
PCDHB16	-1.35716666666667
WNT2B	1.67483333333333
ASNS	-1.107
MRPL49	-0.498625
FLJ46111	-1.67325
ISG20	0.98075
SMU1	-0.0573333333333333
CASZ1	1.133
POLR1D	-0.52075
GIN1	-1.22775
SNAG1	-0.119833333333333
ANKRD29	-0.70375
CDKN2AIP	-0.8035
KRR1	0.093
CXCL1	-2.45366666666667
EPM2A	-0.0679
PC	1.16933333333333
DEFB127	0.163
PDZRN4	0.5302
FAH	-0.593
OR51E1	1.519
CDC2L6	0.749833333333333
DNTTIP1	-1.323
PAX8	-1.3515
TMEM116	-1.06125
C1orf150	-0.3085
PRO2012	0.15525
MRPL40	-0.0178333333333333
BEX1	-3.81455555555556
SLC2A4	0.125833333333333
PKMYT1	-1.37025
FEZF2	0.2975
SLC26A9	1.071
MAP2	2.22166666666667
LYL1	-0.8355
SLC25A19	0.7565
NOS3	1.152
ZNF34	0.8605
TMPRSS11F	-0.046
FAM43A	0.31325
FCRL4	2.11983333333333
KLF14	1.072
FLRT2	-0.800166666666667
WRN	-1.10275
SDF2	-0.7664
KRT8P12	0.03675
C6orf195	1.9705
C9orf125	-1.71133333333333
DZIP3	-0.034625
RIT1	-0.241916666666667
SCML1	-0.493666666666667
RHBDF2	1.076875
OR2G3	0.2055
REXO1L1	-0.2755
MAP3K7IP3	1.000375
C3orf57	-1.38675
FBXW11	0.0773333333333333
ETAA1	-0.47575
C14orf131	-0.2553
AKT1S1	-0.14275
SLC12A5	-0.488375
C9orf164	1.15025
NRIP3	-0.2095
NOS1AP	-0.1815
TMEM121	-1.184
SAP30BP	0.7439
DGCR6	0.67175
WDR76	-2.119
FAM82B	-1.02033333333333
LOC606495	-0.6575
MAP9	0.8605
BCDIN3D	-0.34925
CXorf36	3.40933333333333
DSCR3	-0.5352
ZFAND3	0.62375
C7orf43	0.665333333333333
SPSB3	-0.1323
C19orf19	1.08225
FAM133A	-1.67175
C12orf25	0.5725
SLC39A3	0.39475
DISP2	-1.95325
PI4KAP2	-2.268
MKRN3	-2.03233333333333
ADAMTS13	-0.346375
CBLN3	0.2389
TTYH1	-1.64866666666667
C3orf18	-0.678
FLJ13236	-1.63525
ZMYND12	2.34775
C18orf25	0.188625
GLB1L3	-1.8
ATP13A5	5.2005
RANBP10	-0.42175
CD96	-0.4734
DENND1C	0.69025
RBMS3	0.7248
SLC41A3	0.7995
DGCR6L	-0.00775000000000001
TMEM128	-0.653
CSNK1G3	-1.40092857142857
MOBKL2C	0.63475
TSPAN6	-0.41625
MATN2	-1.7755
MSL2L1	0.375166666666667
ST6GALNAC2	-1.92116666666667
FGFBP2	-0.48025
FGL1	-6.5425
MPP3	-1.232
ARHGEF6	-0.0973333333333333
TGFBR2	-0.349
ACMSD	-2.26225
IL33	2.395
C9orf5	-0.90975
DEAF1	-0.2252
AMN	1.447
DEFA6	0.21525
RNF212	-1.4045
METT5D1	-0.216
CIB1	0.368
TSSK1B	0.456
KIAA1727	-0.8055
ZNF680	-0.26625
LOC399900	-1.0645
LOC152217	-0.0254166666666667
CTNNAL1	-3.615
CIT	-1.22208333333333
TLE6	-1.28775
ZNF607	-1.4775
HERC4	-1.0565
DRAP1	0.1381
PEMT	-0.804
C10orf111	0.433
ZNF575	1.838
KCTD7	0.161
MYO1F	0.665875
LOC285382	-0.8345
RAB11A	-0.6798
PLCD3	-0.43875
C15orf28	-0.25225
PTBP2	-0.16125
CTB-1048E9.5	-1.0365
C19orf60	2.632
C7orf25	0.834333333333333
SETD7	0.21325
HOXB9	-4.3455
VANGL1	1.0125625
CHAF1B	-0.344
NDUFA3	1.56025
KIAA1328	-1.59816666666667
SHARPIN	0.51625
TTC23	0.50025
UGP2	0.36975
ANKIB1	0.8598
CIRBP	-0.247285714285714
SEC14L4	-1.86383333333333
OVCH1	-0.075
VPS52	-0.35175
FAT	-0.529
M6PRBP1	0.204
GPRIN3	0.1505
PPM1F	0.111333333333333
TSR1	-0.7825
CCDC85A	0.20475
PCSK5	2.53475
ZFHX3	1.1785
HEMK1	-1.1594
PGBD2	-0.0445
RSRC2	-0.623166666666667
AURKC	-1.60466666666667
SCRIB	0.905
ORM2	-1.37183333333333
FAM115A	0.672
FZD6	0.20725
UNC119	0.0711666666666667
GPX3	-1.1269
NOV	-1.558625
CABC1	-0.361375
CDC42SE2	-1.5058125
EIF2S2	-2.0692
RNF130	1.11325
CKAP5	-0.438666666666667
RP11-413M3.2	1.03125
C10orf18	0.4016
TMEM93	-0.32025
DYX1C1	-0.578
KCNMB2	7.04775
ANK3	1.15658333333333
KRT5	-1.9683
CDH12	0.27475
QRSL1	-0.859875
JUB	-1.7545
SHC4	-1.425125
CCL15	1.04016666666667
CCDC22	-0.746
SNX24	-0.61375
RARS	-0.7945
MORC2	1.074875
FAM48A	0.285
MT1H	-1.386
PPP1R14C	2.963
FOXD1	1.16557142857143
C1orf213	-0.3905
AMT	-1.2164
DSN1	-1.85
PTPLAD2	0.23
DIS3L	-0.5335
RASL11A	1.05775
GPRC5B	1.7325
FRMD7	-1.0475
STRN4	1.308
KITLG	0.0921818181818182
HDGF	0.49275
OR1S1	0.5305
SETX	0.1374
DDR2	-0.14225
KCTD12	1.18225
LYZL2	-0.64025
WDR52	-0.098
TMEM2	1.27325
ZNF579	2.09233333333333
LOC200810	-1.17925
TNFSF9	-1.522375
PPFIA4	-2.715
CNIH3	-1.55666666666667
MAP4K4	-0.131857142857143
ROD1	0.577
ALS2CR12	0.563166666666667
DOCK3	1.44966666666667
PAQR9	-4.1835
ASB17	0.482166666666667
STX16	0.069875
FEZ2	-0.993
DLAT	-0.477333333333333
KIF21B	-0.645
CDC5L	-0.09975
TMEM119	1.57966666666667
CRIP3	-1.3565
TPSD1	-0.273666666666667
TEPP	1.3105
GNGT2	1.726
C21orf121	0.48525
WNK1	-0.36225
FLJ10490	2.613
OR51B5	-1.722
LOC203547	-0.262
HAS1	1.649
PPA1	-0.572833333333333
ST7	-0.61125
C11orf46	-0.3567
POPDC3	-3.93516666666667
ACOX2	-1.55266666666667
ATCAY	0.26525
TM4SF19	-2.981
MFSD9	0.960333333333333
PDHB	-1.35775
ERN1	0.60075
LCE3C	0.253
GPR111	-0.126
NOTCH3	2.82533333333333
ADAMTS5	2.9395
B3GALT1	-0.877
UGCGL1	1.0885
FAM58A	1.7255
FBXO32	2.114
CLPP	-0.48825
NXPH1	-1.22433333333333
MTMR3	0.7225
ATP1B3	-0.799625
TMEM16A	3.9715
HIST1H3F	1.39983333333333
TRIM25	-0.259166666666667
SDCBP2	0.677
CRKL	-2.349625
HOXB2	-1.37066666666667
ANP32B	0.62275
GATM	3.25
AP4E1	-0.538375
EDG5	0.334625
CDKN3	-1.955
CDH4	-2.72525
PGD	-0.672166666666667
RND1	0.4515
GAD1	-2.2343
MPG	0.183
LOC440350	0.1455
ZNF133	1.025
SERPINB12	-0.7115
AMELY	0.302666666666667
DHX36	-0.90875
TNFAIP8L2	3.36166666666667
PHTF2	-0.0353333333333333
CCDC112	-1.02033333333333
IQCC	-2.248
HEYL	3.89466666666667
FTSJ2	-0.5505
APPL1	0.113
RAB43	0.444785714285714
OR10G2	-0.2965
WAC	-0.0263333333333334
ADCY9	-0.92725
RUNDC2B	1.306
PYCRL	1.3678
AGPAT7	-0.7525
SLC22A9	-0.874166666666667
CDKAL1	0.3725
PDYN	-0.613333333333334
C20orf74	1.38575
MTMR11	0.083
VAV3	2.21216666666667
DAPL1	4.86575
STXBP3	-0.0115
EIF3G	-1.12975
ARHGAP22	0.6175
NPFFR1	0.818
NPC1	0.192666666666667
ALDH9A1	0.8595
ZNF600	-0.721875
ZNF678	0.485666666666667
RASSF1	0.0413333333333334
ADD2	-2.572875
PITPNB	-0.18875
PKD2L2	0.131
LRP11	0.4375
CDKL1	-0.485
SMEK2	1.546
PRODH2	-2.75466666666667
C11orf54	-1.1505
SFRS11	-0.668
IL7	0.184833333333333
ALS2CR16	0.922
BTG3	0.457
PAK2	-0.361333333333333
RP11-679B17.1	-0.6875
GATA4	-1.42316666666667
ATP2B1	-0.39
LOC130940	-0.5285
C1orf172	2.1205
ATF7IP2	-2.49725
SLC25A43	0.140166666666667
CENTG3	0.485916666666667
IGF2BP1	-3.636
FCHSD1	0.335
CAMK2N2	2.26383333333333
ELAVL3	-0.157111111111111
NBPF15	-0.00816666666666667
UBE2J2	-0.322583333333333
GNL2	0.794
PRR3	0.2496
NLF2	2.4445
OR4F6	0.1875
KLHL24	1.07533333333333
CCDC88A	-0.7312
SGPP1	-1.40366666666667
C10orf11	1.84133333333333
SLC35B4	-0.751166666666667
UGT3A2	-1.823
ARNT2	-0.9775
CBR1	0.59675
ITPR3	-0.228166666666667
TRAPPC6B	-1.0109
AMZ1	-2.462
ARP11	2.23775
WDSUB1	-0.92825
APBA1	0.708833333333333
RAB2A	0.3847
C6orf162	-0.695625
HPSE2	0.88475
PLCE1	0.73275
INSL3	0.608
DLG1	0.4463
PTPLA	-3.55875
PIGX	-1.312
TFIP11	-0.208666666666667
FIBIN	2.4445
POLR2G	-0.98625
GRAP2	-2.297
DNAJB8	-0.068
CNBP	0.0496666666666667
WASF1	-0.254
INPP5E	-1.3585
HSPB1	0.705125
TMEM167	-0.8923
CUBN	0.3015
IGF1	2.3291875
ITPK1	0.3101
NAALAD2	-0.80125
G3BP1	-0.0094
NT5DC1	-0.2515
CYP39A1	-0.321
TMEM139	1.85541666666667
POLK	-0.5775
GLULD1	-3.04925
RBM15	0.165166666666667
AMZ2	0.30575
GDF15	-3.435
MESDC2	-1.23175
INCA	0.628166666666667
ACY1L2	1.047
GZMM	0.317833333333333
PAIP1	-0.1645
CACNA2D1	-0.365
STK32C	-1.567
SH3BP4	0.09
DEC1	0.8105
PADI1	0.1945
UBB	-0.3807
PON3	1.05583333333333
PROP1	1.434
ANKRD13B	-0.5795
ADCK1	-0.6725
TCF25	1.29158333333333
SLC38A5	-2.8735
CXorf26	0.684
C19orf39	0.51375
PPP1R13B	0.06225
ARL2	-1.1095
TCL6	0.543166666666667
TOP3A	-0.187
SLC16A14	0.0995
FXYD6	1.62816666666667
HIST1H4E	0.839
BBC3	0.510421052631579
UNC5A	0.1125
FAM86C	-0.4068
PI4KB	0.07575
B3GAT1	-1.7635
SUSD2	1.85883333333333
OAZ2	0.3025
NOC4L	0.02675
C10orf12	-0.687
FADS1	-2.343
LOC144097	0.342
DKK2	1.34016666666667
KIAA1949	0.838
RHOT1	-0.6249
OXT	1.44233333333333
GPR153	2.192
ARL4A	0.0236666666666667
SAAL1	-0.966
CCDC64	1.225
USE1	1.13166666666667
HNMT	0.251333333333333
PCGF3	0.9450625
CYP2C19	-0.354
C20orf4	-0.22
CCDC11	1.20325
ACSBG2	0.033
RWDD2A	-0.64925
PALLD	2.5295
CPLX4	-0.388
LOC492311	0.372
