Hybridization REF	TCGA-A2-A04X-01A-21R-A034-07
GTF2E1	0.05575
RY1	-0.115
ATAD2B	1.01325
ARHGAP17	0.1349
KCNIP3	-1.52025
SFPQ	0.466875
GFRA4	0.874333333333333
AKR1B10	-4.20175
TIGD6	0.324
RGS16	1.320625
URB1	-0.555833333333333
OR4C46	0.245833333333333
TOP3B	-0.809
NFATC4	0.4045
CA14	-4.4615
BMPR1A	-0.260666666666667
SNRP70	-0.84975
PRL	0.00333333333333332
C6orf130	-0.297
STAG2	-0.3055
CD55	-1.33685714285714
RPS23	-0.351166666666667
SSX2	-1.117
FDPSL2A	1.54575
FBXO27	1.63075
SYNGR3	-1.1235
TMSL3	2.05525
EML1	-0.6755
NUP93	-0.55775
SMAD3	-0.4322
KIAA1189	0.525
HNRPUL2	0.261333333333333
TBC1D12	1.24316666666667
C16orf24	1.36925
MRVI1	2.60216666666667
ZNF581	0.039
ELOVL3	0.4275
OR51Q1	0.10775
CACNB3	0.857333333333333
GALNT13	-1.5435
C10orf84	1.359125
NEDD4	-0.4369
SPO11	0.379
OR5AU1	0.3065
NEK4	0.733642857142857
PRKAR2A	0.173333333333333
IHPK1	0.162833333333333
ATP6V0B	0.200875
CACNA1E	1.991
CEACAM8	1.54066666666667
PEX14	0.0825
FLJ12993	2.488
ZBTB38	0.590916666666667
PCTK2	0.3385
LRRC16	0.6333
FBLIM1	0.200583333333333
FYCO1	2.18325
RP5-1022P6.2	-0.0286666666666667
CMTM1	0.292333333333333
PLTP	0.194
RAPH1	1.478375
DOCK8	1.111875
EZH2	-1.82546666666667
SLC25A1	0.03
PLEKHB1	-1.1373
GRB7	3.0897
ZFP37	-1.651
MRPL33	-0.832
PELO	-0.11225
ARMC1	-0.573272727272727
C9orf27	0.10225
FLJ25778	0.183
C9orf37	-0.995
TMEM66	-0.78275
SPRN	0.24625
HBEGF	-0.09275
PI4KA	-0.525
LEPRE1	-0.48825
POU2AF1	0.30175
MRPL12	-0.4585
REP15	-0.29
ZC3H3	0.18575
RASAL1	1.208
DDAH1	-0.6395
ACBD5	0.56625
TMC2	-0.059
CCDC137	-0.65
SAMD13	4.01633333333333
UGT2B15	3.5565
TIPARP	-0.221
DNASE1L3	1.47575
TRIM72	0.527
DBX2	0.404
IPO8	0.93525
C21orf88	-1.4315
MAP3K14	0.4825
LOC51233	0.677
GGTLA4	-0.66475
PDE6D	-0.577
ZNF117	0.43175
CLK2	0.66875
NKRF	-0.971
TNFSF15	2.6149
DUSP2	0.3105
SECISBP2	0.3592
GABRR2	-0.169
PPAP2C	1.19475
LOC51145	-0.0203333333333333
PAG1	0.34
PIK3C3	0.35225
GNG10	-1.082
APOL4	1.8754
ANKRD28	-0.922875
STMN3	-2.2116
RAB14	0.625
CDK2AP2	-0.146
HDDC3	0.856
COMMD7	0.595875
CXXC1	-0.85975
HMCN1	-1.2125
CD40	1.29475
DYNC1LI2	0.7036875
GDI1	0.4195
LOC646938	-0.03325
VSNL1	-3.16716666666667
PIH1D1	0.3895
RAET1G	-0.3345
KRTAP5-9	0.316
EFTUD2	-1.07475
ZNF311	1.76633333333333
ATP6V1G3	0.92925
OR2W3	-0.92175
SCN4A	0.3045
MED10	-1.263375
FAM135A	-0.0312
ARHGAP4	-0.4835
EHMT2	-0.128375
UFD1L	0.57325
ERMP1	1.32375
MAG1	-0.661166666666667
THAP8	1.24266666666667
HACE1	-1.21533333333333
FAM82C	0.855166666666667
C3orf20	0.367
UNC84A	-1.06216666666667
SCD5	-0.0269285714285715
LASS6	1.770125
LSG1	0.502
MAL	-4.1935
GPR22	0.31
WDR5B	1.2445
ACTRT1	0.4835
C17orf60	-0.149
GRIN2C	0.335
ARMC8	-0.773
SLC47A1	-1.44783333333333
DMPK	-0.083
DHRS13	0.968
SMC1A	-1.105
KRTAP17-1	0.5185
SMYD5	-0.4855
TUSC2	0.772
CRHR2	0.6205
KIR3DL2	0.9975
CCDC104	0.6145
ATP2C1	0.493625
CROT	0.4635
PABPC3	-0.7985
EGR1	-0.726833333333333
THSD1	0.27225
KHK	-0.43575
SLC12A2	1.4813125
CD58	-0.68925
STOX2	-0.874166666666667
CCDC76	-0.5674
CCDC48	4.34
DNAH1	-0.259
ZIC4	-0.2165
OR1G1	0.4815
PSMC6	-0.317833333333333
PROKR1	0.4895
ABCB1	-0.459375
TRAT1	0.127
LLGL1	0.187
MTF1	1.2795
USP54	1.851125
PAGE2B	-1.893
ITGB7	-3.245
CCDC81	-0.51
LOC149837	0.23475
SCUBE1	0.582
ZSCAN10	1.7945
HUWE1	0.4475
CDH17	0.6585
CD180	0.56175
IL17A	0.048
TMPO	-0.765625
KIAA1524	0.0771666666666667
HDGFRP3	0.0321666666666667
OXCT1	-0.688727272727273
RRAS2	-0.758166666666667
LTBP2	1.65625
SV2B	0.1875
CYP2A6	0.148875
PKD1L2	-0.622666666666667
PPM1M	0.27975
FLJ22662	2.03166666666667
ZNF502	2.43
GP6	-0.319
CRYBA2	-0.19525
LEF1	-1.919
CTPS	-2.49628571428571
EYA1	-3.01983333333333
EPS8L1	2.23475
MAPK14	0.1245
SERPINB2	-4.907375
GTF2F2	-1.00466666666667
ZNHIT4	-0.152
PLA1A	2.31475
C20orf114	5.42775
HPR	-4.582
C18orf2	-2.40366666666667
SATB2	-1.8375
KCNJ9	-0.008875
MGC157906	0.674
MOCS3	0.062
C17orf71	0.116833333333333
PPHLN1	0.0262
HIST1H2BN	0.465625
RAPGEF1	0.314375
MAP3K8	1.56825
DLG4	0.323833333333333
STC1	-1.52933333333333
CDGAP	0.67725
DDX26B	-0.97575
LOC150223	-1.429
CPSF3	-0.922166666666667
TMEM14A	0.62325
MYH3	-0.0885
GPKOW	0.0725
SULT1A1	0.498833333333333
SPON1	1.8287
YY1AP1	2.0745
RAB23	0.0985
PLA2G4A	-4.49325
MAPRE3	-0.21575
ZNF516	0.235142857142857
GGPS1	-0.10625
EXOC3L2	0.09225
C19orf42	0.3802
MAP2K2	-0.0505
HIST1H2BB	0.81575
RNF19B	1.553
C6orf128	-0.0305
TLR8	3.1845
PCDHA9	1.5325
CARS2	-0.172875
CLUL1	0.7485
RHAG	-3.821
UNK	0.2175
EXOC8	-0.8623
C9orf95	0.82025
C14orf143	1.45133333333333
MAML3	-0.41475
LDHA	-1.29025
MRPL20	0.3465
KLHDC6	0.427833333333333
ATP5S	0.1255
C8orf55	-0.15075
PHF19	-1.907125
KRTAP13-4	1.1005
TTC5	-0.366
XKR5	-0.34425
SILV	-4.31833333333333
TEX28	0.251
TCTN1	0.8265
CX40.1	0.30725
PPP2R5C	-0.246125
C12orf30	-0.394333333333333
CAPG	1.782
MPZL1	0.76535
ARSB	-0.651833333333333
TDH	-3.20175
WASF4	0.5915
TSSK3	-0.664833333333333
7A5	2.173
CRISPLD1	0.688125
MAD1L1	0.141
SPIN4	-0.0446666666666667
AMPD1	0.63575
DPYSL5	-1.0135
INPP1	0.0781666666666667
ANKRD11	-0.738722222222222
NPAS4	0.331875
GCET2	0.5433
RNASE9	0.751
GUCY2D	0.182666666666667
CCDC98	-0.23625
FGF4	-0.273
CPM	-0.153
SLC26A4	-1.568
PLD5	0.3265
FAM59A	0.8881
FBXO5	-2.33188888888889
SIPA1L1	0.492125
DPYS	0.70625
ATG4D	0.1795
TGM3	3.317
MTCH1	-0.392
HK1	0.377642857142857
CDC26	-0.12725
GALNT12	-3.27666666666667
LOC339229	0.33375
MRPL35	0.018
ORC4L	0.0545
TNKS	0.257357142857143
C2orf24	0.145
ZNF553	-0.0126666666666667
GGTLA1	2.7239
ZNF497	-0.42325
CDY1B	0.015
SLC30A4	0.6135
TUB	-0.647375
ARHGEF18	0.155
ARRB1	-0.376
KCNK1	0.25975
EREG	-2.3107
SCAMP5	-0.63425
RUNDC3B	1.356
ADAMTS20	0.294
IL17RB	0.528625
FLJ20323	-0.24475
MCAM	0.48175
POLR3E	-1.45991666666667
AQR	0.501833333333333
IPMK	0.3705
CDCA7	-4.081
CAMP	0.2005
GRHL3	0.85875
ADAMTSL2	1.64633333333333
CLMN	2.37716666666667
SSTR3	0.454
MAGEA5	-2.04466666666667
OVOL2	4.285
JMJD1B	0.00900000000000001
RBL2	0.143
PYGO2	2.56175
PPP1R10	1.73633333333333
CSE1L	-0.6655
LCA5	-0.28075
RDH16	0.61275
ASRGL1	0.160625
TOM1	0.366833333333333
PTX3	-6.882
TTC15	1.05775
SCGB3A1	1.6785
MRPL50	-0.81725
RCAN3	1.270875
SLC26A11	0.74775
STYX	0.163833333333333
CINP	-0.07475
MARCH7	0.26275
PFKM	-2.4245
SGMS1	0.623
RIOK3	-0.4944
C1orf110	0.8225
CES7	-0.161375
LOC440248	-0.50475
PPP1R12C	-0.1335
C10orf27	0.4915
ATG9A	-0.2255
MRPS26	1.497
TMEM40	-0.97175
ELP3	-0.2843
ZNF787	0.9005
HIAT1	-0.503875
C8orf34	0.446
MGC4655	0.1813
PELI1	-0.3445
PPT1	1.3745
SLC35C2	0.318833333333333
C6orf125	0.82175
MUC4	-1.4575
RFC4	-1.68485714285714
GNB2	-0.844
NUP50	0.440714285714286
SULT4A1	-1.27466666666667
C7	0.578375
CCDC130	0.450833333333333
ARRDC4	-0.53825
RQCD1	-0.874
GLYCTK	-0.68525
AYTL2	-0.207454545454545
MTUS1	1.6562
LEMD3	-0.354
PLEKHF2	1.51475
HOXA7	-0.329375
GTF3C2	-1.531
DYNLRB2	4.52275
CNOT10	-0.2845
MR1	0.446166666666667
FFAR1	-0.09
PRIC285	0.384
SLITRK6	5.6185
LIX1	-1.8969
UBE1L2	-0.237083333333333
F8	1.301625
ACHE	0.257833333333333
KPNA5	-0.82
TNFRSF12A	-1.05683333333333
EGR3	-1.825
SERPIND1	-3.263
OASL	4.4925
IFRD1	-2.478625
WDFY1	0.218
ZNF267	-0.3515
ACCN5	0.598
ZBTB6	-0.46975
PPP1R3A	0.87
PRRT3	2.72475
FBXL19	-0.0995
TXNIP	0.539571428571429
ACTN2	-1.11575
ATG9B	-0.372125
C9orf117	0.7535
IL27	-1.325
RPL36AL	-0.0156666666666667
KLK15	-0.00325
CHAD	3.725
RAP2B	-0.3307
HEBP2	0.8745
ZNF342	1.7275
CAMK2G	-0.0991666666666667
TLR3	3.1595
FGF14	-0.91425
HMGB2	-0.994125
TRPM5	0.1125
OR5M11	-0.2135
KIF3B	1.42036842105263
PRICKLE2	1.93375
MTMR9	0.396625
C3orf27	-0.00125000000000001
GLRA3	-1.7565
NSDHL	0.0515
TMEM32	-1.115
POLR2D	-1.05983333333333
MYADML	0.4395
C9orf114	-0.579
MRGPRX1	0.415
TOPORS	0.77025
CLDN19	-1.18275
C1QL4	-0.0665
RNF165	-3.581
DHRS9	2.438
DNAH2	-1.916
FXR1	-0.623666666666667
ZMYM3	-1.378125
CASP3	0.324666666666667
FAM120C	0.431625
SCLY	-0.557
CA7	-0.278
ENTPD5	2.35233333333333
ZNF461	0.049375
PDIA5	-0.7145
C1orf19	-0.6615
TMEM67	-0.74075
KCTD20	0.2485
WDR47	0.3145
FLJ38723	0.5055
KLRF1	1.35766666666667
TAS2R16	0.6705
CLDN12	-0.7365
PRKCE	-1.318
UBXD4	-1.319
ITGAM	2.28333333333333
GLT8D3	-0.354875
WDR31	0.7858
RGS2	0.062
OR51L1	0.7975
MST1R	1.866
KIAA1737	0.50725
OR4A5	-0.48
GLIS1	-1.0545
PTMA	0.594642857142857
NAPA	0.9165
PRDM11	0.46675
LIPF	0.565
DIRAS3	-0.5715
ASGR2	-3.906125
C1QTNF4	0.4505
PIK3R4	0.785
ARMC3	-0.091
NDUFV3	0.127666666666667
BTBD3	0.7225
PPP1R2	0.747833333333333
UBE2NL	-0.085
FOSL2	1.277
FAM119A	-0.442666666666667
TUBA4A	-0.4951
KRTAP12-1	0.166
SFRS2	-0.878
RHPN1	-0.3711
EEF2	-0.276
ZDHHC11	0.143
EPHA3	-1.7977
RBM12	-0.0815
H2AFJ	1.85283333333333
EDIL3	1.6875
KIF26A	-1.751
SERGEF	0.66625
B3GALT4	3.85275
LOC90925	3.4965
OSCAR	0.697875
NPFF	-0.300375
DEDD	2.066375
TMEM155	-0.6265
PTPN1	0.869
SCYL2	0.196333333333333
SKAP1	4.359
LEAP2	-3.264
GADD45G	3.32
IFITM3	0.418875
PILRB	-1.14
SLU7	0.2549375
DSC3	-0.51925
DNMT3L	-1.08075
PAPD5	0.013
B3GNT3	1.61133333333333
LHCGR	0.0805
MSL-1	-0.55875
UBE2S	-1.520625
SAP130	-0.4165
ANAPC11	0.34225
MAGED4B	-2.351
ATP6V1B2	0.0113333333333334
C14orf179	1.53
CAPZA1	-0.173625
CDYL2	-0.0166666666666667
GLRX3	-1.0825
LOC136288	-0.38575
MOBKL1A	-0.73825
HTR2B	1.81025
CRYGD	0.0833333333333333
NUS1	-0.817
PGRMC1	-0.6295
MYOM2	-2.616
FLJ39653	-1.21416666666667
CHM	-0.2765
OR5M8	0.355
ZNF619	0.0635
FAM105A	0.3705
CCNL1	-1.267125
NAP1L3	-1.33
C10orf57	1.66583333333333
B3GALNT1	0.835666666666667
CSN1S2A	-0.0965
TCP10L	0.37125
GDAP2	0.0605
DMKN	-3.01933333333333
COX6B1	0.46075
DNASE2	1.07633333333333
MSH5	-1.2975
LGMN	0.48
USP31	-0.3188
OR13C8	0.0785
SDCBP	-0.4194
NUDT11	-3.285
PYGL	-0.815166666666667
SNPH	-1.16583333333333
B3GNT4	-1.493
MIZF	-1.1695
NUBPL	-0.411875
NOD1	0.342166666666667
CDH22	0.466625
NUBP1	0.520333333333333
DSCAM	-4.1295
DGKI	-0.8115
FAM136A	-0.38475
AKAP1	0.2805
SLC16A6	0.85275
RIN3	0.7765
PSG2	-0.022
DIP2B	0.57275
PSORS1C1	0.7813
KIAA0495	-0.859
FLJ90709	-0.572333333333333
LPA	-0.310166666666667
PIGA	-0.4375
LY75	2.49616666666667
UTS2	-4.55166666666667
RREB1	0.52125
GALNACT-2	0.3882
MGC3196	0.77375
FLJ31568	0.43425
LPHN1	-0.759875
SP1	1.53525
TOX4	0.308666666666667
HSPA9	-0.0132
APOBEC1	-0.672
SLC35E4	-1.2785
LSM5	-1.19025
SURF1	0.46575
ZBTB1	-0.3325
GTF2F1	0.19325
RPS15A	-0.584214285714286
DUSP21	-0.0515
GINS4	-2.2445
MYO15A	-0.864333333333334
GIMAP7	4.144
MGC13379	0.83025
ATP6V1E2	-0.352
UTP3	-0.47025
HNRPA3	-0.6906875
MT4	0.198
C14orf155	0.519
U1SNRNPBP	1.389
CKLF	-0.246
PLEKHN1	0.743833333333333
MBNL1	-0.124333333333333
NUP160	-1.49825
ACSM2A	-1.115
LOC129881	-0.5025
KIAA1529	0.264
FLJ22639	-0.7125
HAND1	-1.0215
GSX1	0.7295
FGA	-3.553375
SERPINB1	1.1685
ZNF642	-0.03125
IGFBP1	-8.3085
SLC1A1	1.26725
DHX57	-0.379375
ZNF766	0.805
PTPN21	0.69
GDPD3	0.2945
PNPLA5	0.099
TBR1	0.287666666666667
FAM116A	0.0755
IQGAP1	0.45975
FOS	-0.863125
ZNF226	0.115875
FIGNL1	-0.374
C14orf1	0.150333333333333
ZMYND17	-0.7245
PUS7	-1.62166666666667
TUBB6	-1.02175
KCNQ2	-1.21
MARCH6	-0.4905
CCDC33	0.7985
PRODH	2.35825
RBM11	1.13425
EPHA6	0.177375
SLC43A1	0.44675
LOC196541	0.641285714285714
NTN1	0.347916666666667
ING4	0.12925
PCDHB10	0.1425
DPH2	-0.818
SPACA4	0.71625
FBXL21	-3.9775
DIAPH1	0.1005
ZNF71	0.249666666666667
CEP76	-1.005
CORO1A	0.1535
RRM2	-0.997625
EDG4	1.0635
OS9	0.141833333333333
SLC4A1AP	0.1665
COG5	-0.97
COPS8	-0.8075
NGLY1	-0.6895
NCBP2	0.067375
C17orf42	-1.30666666666667
GPSM3	1.545125
SIL1	1.27566666666667
ASB6	-0.602
SMAD5OS	0.154
UNC93A	-2.44885714285714
A1BG	-0.624333333333333
C21orf62	0.30925
FMO5	-1.21041666666667
ATRIP	-0.218833333333333
CEBPG	0.2675
C7orf38	-0.672166666666667
TNFRSF1B	1.53633333333333
CLEC1A	1.23916666666667
IQSEC1	-0.42975
PATZ1	1.5276
RBM22	0.9585
BAG2	-1.26683333333333
PAQR5	-2.9755
C9orf127	-0.1415
THNSL1	-1.1045
SHROOM3	2.4543
JAM2	0.258
SNRPN	-2.2365
ALX4	-0.3325
CACNA1S	0.0635
FAM130A1	-0.08225
CORIN	1.2815
CD300LB	0.6345
PLEKHG6	0.747
LRRC40	-1.284
PCLKC	-1.069
PCDHB16	-0.6175
WNT2B	-0.595
ASNS	-1.92066666666667
MRPL49	-0.107625
FLJ46111	-0.83825
ISG20	2.782875
SMU1	0.2195
CASZ1	0.6175
POLR1D	-0.561916666666667
GIN1	-0.2625
SNAG1	0.0823333333333334
ANKRD29	-2.32675
CDKN2AIP	0.01875
KRR1	0.07
CXCL1	-4.40916666666667
EPM2A	-1.2036
PC	-0.7555
DEFB127	-0.1725
PDZRN4	0.7024
FAH	0.66775
OR51E1	2.6645
CDC2L6	-0.274833333333333
DNTTIP1	-0.1545
PAX8	-0.043
TMEM116	1.30275
C1orf150	0.1565
PRO2012	0.221
MRPL40	0.5175
BEX1	0.53
SLC2A4	-1.79583333333333
PKMYT1	-0.6945
FEZF2	-0.0635
SLC26A9	-1.13225
MAP2	0.528583333333333
LYL1	-0.64175
SLC25A19	-0.237666666666667
NOS3	0.077
ZNF34	0.396333333333333
TMPRSS11F	-0.22275
FAM43A	0.04975
FCRL4	0.950833333333333
KLF14	0.26025
FLRT2	-1.17016666666667
WRN	-1.958
SDF2	0.8084
KRT8P12	-0.2235
C6orf195	0.745
C9orf125	-2.0745
DZIP3	2.206125
RIT1	-0.81925
SCML1	-1.56483333333333
RHBDF2	0.3585
OR2G3	0.0985
REXO1L1	0.682
MAP3K7IP3	0.136125
C3orf57	-5.0635
FBXW11	-0.521666666666667
ETAA1	-0.42325
C14orf131	-0.3482
AKT1S1	-0.17875
SLC12A5	-0.74175
C9orf164	2.08775
NRIP3	-1.03575
NOS1AP	1.073
TMEM121	-1.043
SAP30BP	-0.2042
DGCR6	1.35875
WDR76	-0.72175
FAM82B	0.0263333333333333
LOC606495	-0.24
MAP9	2.036
BCDIN3D	0.69
CXorf36	3.35233333333333
DSCR3	-0.0836
ZFAND3	0.872125
C7orf43	0.428166666666667
SPSB3	0.7027
C19orf19	0.8405
FAM133A	-3.3165
C12orf25	0.6465
SLC39A3	-0.030875
DISP2	-0.92975
PI4KAP2	-1.5245
MKRN3	-2.27083333333333
ADAMTS13	-0.722625
CBLN3	0.2956
TTYH1	-1.4995
C3orf18	0.22625
FLJ13236	-1.365
ZMYND12	2.3665
C18orf25	0.14525
GLB1L3	-0.923
ATP13A5	0.5015
RANBP10	-0.02225
CD96	0.6412
DENND1C	1.36125
RBMS3	-0.2157
SLC41A3	0.813166666666667
DGCR6L	1.3955
TMEM128	-0.366166666666667
CSNK1G3	0.231785714285714
MOBKL2C	1.41725
TSPAN6	-1.524
MATN2	-1.8994
MSL2L1	-0.216333333333333
ST6GALNAC2	2.4635
FGFBP2	0.91125
FGL1	-6.41533333333333
MPP3	-0.903666666666667
ARHGEF6	0.245666666666667
TGFBR2	0.0775
ACMSD	-0.64075
IL33	1.81075
C9orf5	-0.0374166666666666
DEAF1	0.5786
AMN	1.2415
DEFA6	-0.063
RNF212	-0.92125
METT5D1	0.333333333333333
CIB1	0.9481
TSSK1B	0.07775
KIAA1727	-0.171
ZNF680	1.4005
LOC399900	-0.2665
LOC152217	-0.0869166666666667
CTNNAL1	-2.393
CIT	-1.35766666666667
TLE6	2.43775
ZNF607	0.30525
HERC4	-0.716
DRAP1	0.0468
PEMT	-0.4395
C10orf111	-1.5225
ZNF575	1.71275
KCTD7	0.07925
MYO1F	0.994875
LOC285382	3.18425
RAB11A	0.4555
PLCD3	-1.07175
C15orf28	-0.5055
PTBP2	-1.395625
CTB-1048E9.5	-0.192
C19orf60	0.918
C7orf25	0.341666666666667
SETD7	0.93175
HOXB9	-2.9435
VANGL1	0.5730625
CHAF1B	-0.7165
NDUFA3	0.78475
KIAA1328	-0.518333333333333
SHARPIN	-0.2415
TTC23	0.070875
UGP2	0.0548333333333333
ANKIB1	0.1242
CIRBP	1.27428571428571
SEC14L4	-2.83883333333333
OVCH1	2.32633333333333
VPS52	0.36775
FAT	-1.2745
M6PRBP1	-0.102
GPRIN3	-0.4165
PPM1F	-0.987666666666667
TSR1	-0.48675
CCDC85A	0.479
PCSK5	0.8505
ZFHX3	-0.0355
HEMK1	0.3306
PGBD2	0.18725
RSRC2	0.013
AURKC	-1.36666666666667
SCRIB	-0.840375
ORM2	-4.44666666666667
FAM115A	-0.9793
FZD6	0.267
UNC119	-0.334
GPX3	-1.0829
NOV	-1.4535
CABC1	-0.9155
CDC42SE2	-0.316
EIF2S2	-0.1218
RNF130	1.060625
CKAP5	-0.6615
RP11-413M3.2	0.7595
C10orf18	0.2189
TMEM93	0.28675
DYX1C1	0.85475
KCNMB2	-1.80442857142857
ANK3	3.05491666666667
KRT5	-1.6674
CDH12	-1.57975
QRSL1	-0.898
JUB	-0.41275
SHC4	-2.46025
CCL15	1.11866666666667
CCDC22	-0.53
SNX24	0.2115
RARS	-0.37875
MORC2	0.278125
FAM48A	-0.60525
MT1H	-0.3675
PPP1R14C	-2.99
FOXD1	-2.37214285714286
C1orf213	-1.74225
AMT	-1.7606
DSN1	-0.11475
PTPLAD2	1.012
DIS3L	0.42525
RASL11A	0.033
GPRC5B	-0.3925
FRMD7	-0.3635
STRN4	0.5205
KITLG	2.34118181818182
HDGF	-1.626
OR1S1	0.083
SETX	0.3816
DDR2	-0.732375
KCTD12	1.22025
LYZL2	-0.57975
WDR52	0.0645
TMEM2	0.959625
ZNF579	0.9965
LOC200810	-0.23275
TNFSF9	-1.806125
PPFIA4	-3.6045
CNIH3	-0.566166666666667
MAP4K4	-1.40035714285714
ROD1	0.2905
ALS2CR12	-0.390833333333333
DOCK3	0.804833333333333
PAQR9	-3.89025
ASB17	0.744
STX16	-0.692375
FEZ2	-0.373833333333333
DLAT	-0.8785
KIF21B	-1.0555
CDC5L	0.0785
TMEM119	0.997666666666667
CRIP3	-0.94075
TPSD1	-0.162833333333333
TEPP	0.5535
GNGT2	2.11575
C21orf121	-0.22575
WNK1	0.107916666666667
FLJ10490	2.1151
OR51B5	-1.8745
LOC203547	-1.02125
HAS1	-0.983
PPA1	-0.169666666666667
ST7	-0.358625
C11orf46	0.316
POPDC3	-4.34783333333333
ACOX2	-2.11433333333333
ATCAY	-0.11025
TM4SF19	-1.85275
MFSD9	-0.188333333333333
PDHB	-0.65475
ERN1	0.17025
LCE3C	0.1495
GPR111	-0.384
NOTCH3	1.6885
ADAMTS5	0.8055
B3GALT1	-0.8215
UGCGL1	0.980333333333333
FAM58A	0.749
FBXO32	1.71275
CLPP	0.12225
NXPH1	-0.654
MTMR3	0.753
ATP1B3	-0.635
TMEM16A	2.8925
HIST1H3F	0.520166666666667
TRIM25	0.432
SDCBP2	1.8625
CRKL	-2.12025
HOXB2	3.61483333333333
ANP32B	-0.351625
GATM	4.4865
AP4E1	-0.106375
EDG5	0.27475
CDKN3	-1.40883333333333
CDH4	-2.705
PGD	0.509666666666667
RND1	0.646
GAD1	-2.9102
MPG	0.406375
LOC440350	-0.504
ZNF133	0.7435
SERPINB12	-0.0055
AMELY	0.580833333333333
DHX36	-0.51875
TNFAIP8L2	3.654
PHTF2	-0.280666666666667
CCDC112	-0.797333333333333
IQCC	-0.27075
HEYL	3.427
FTSJ2	-0.772833333333333
APPL1	0.732875
RAB43	0.169071428571429
OR10G2	0.316
WAC	0.253333333333333
ADCY9	0.721125
RUNDC2B	0.682666666666667
PYCRL	0.1904
AGPAT7	-0.9
SLC22A9	-1.1055
CDKAL1	0.1045
PDYN	0.0491666666666666
C20orf74	0.28575
MTMR11	-0.8705
VAV3	3.59333333333333
DAPL1	-0.862
STXBP3	-0.08525
EIF3G	0.1415
ARHGAP22	-1.04025
NPFFR1	0.216
NPC1	-0.859
ALDH9A1	2.023
ZNF600	0.07425
ZNF678	0.6545
RASSF1	1.08975
ADD2	-2.603
PITPNB	0.138375
PKD2L2	0.31875
LRP11	-0.63775
CDKL1	-0.59025
SMEK2	0.703
PRODH2	-3.11666666666667
C11orf54	0.160333333333333
SFRS11	-0.8155
IL7	0.335666666666667
ALS2CR16	1.55125
BTG3	-0.3915
PAK2	0.283222222222222
RP11-679B17.1	-0.94225
GATA4	-1.56066666666667
ATP2B1	-0.28175
LOC130940	0.2235
C1orf172	2.55216666666667
ATF7IP2	-1.36
SLC25A43	-0.599333333333333
CENTG3	-0.108416666666667
IGF2BP1	-3.8597
FCHSD1	0.247
CAMK2N2	1.41083333333333
ELAVL3	0.00089999999999999
NBPF15	0.249166666666667
UBE2J2	0.580416666666667
GNL2	0.002
PRR3	0.4888
NLF2	1.97675
OR4F6	-0.111
KLHL24	0.858166666666667
CCDC88A	-1.7425
SGPP1	-0.228333333333333
C10orf11	1.731
SLC35B4	-1.4545
UGT3A2	-1.2455
ARNT2	1.336
CBR1	-0.199
ITPR3	0.0815
TRAPPC6B	0.2304
AMZ1	-0.6155
ARP11	1.789
WDSUB1	0.059
APBA1	0.329
RAB2A	0.7283
C6orf162	-0.536625
HPSE2	-0.34325
PLCE1	1.1155
INSL3	0.95375
DLG1	-0.2691
PTPLA	-4.1775
PIGX	0.11425
TFIP11	0.607
FIBIN	1.6645
POLR2G	-0.1915
GRAP2	-1.7445
DNAJB8	0.1475
CNBP	0.360833333333333
WASF1	-2.62675
INPP5E	-1.1041
HSPB1	-0.0588125
TMEM167	0.039
CUBN	-0.4905
IGF1	1.6605625
ITPK1	0.7153
NAALAD2	-0.780625
G3BP1	0.0959
NT5DC1	0.059
CYP39A1	2.19
TMEM139	1.90925
POLK	-0.1091
GLULD1	-1.55325
RBM15	-0.051
AMZ2	0.267
GDF15	1.287
MESDC2	-0.502
INCA	1.6555
ACY1L2	-3.3225
GZMM	0.661333333333333
PAIP1	-0.3435
CACNA2D1	-0.56375
STK32C	-0.982666666666667
SH3BP4	1.557
DEC1	0.342
PADI1	-0.0075
UBB	0.5335
PON3	-2.4912
PROP1	0.892
ANKRD13B	-0.745
ADCK1	-0.44125
TCF25	0.387416666666667
SLC38A5	-2.4845
CXorf26	0.0476666666666667
C19orf39	1.33875
PPP1R13B	0.59275
ARL2	-0.824
TCL6	0.39675
TOP3A	0.372
SLC16A14	1.114875
FXYD6	1.198
HIST1H4E	0.295
BBC3	1.23189473684211
UNC5A	0.194333333333333
FAM86C	-0.6395
PI4KB	-0.82425
B3GAT1	-3.46725
SUSD2	1.506
OAZ2	-0.5585
NOC4L	-0.10225
C10orf12	0.63675
FADS1	-0.656333333333333
LOC144097	-0.5115
DKK2	0.450333333333333
KIAA1949	0.32975
RHOT1	-0.5271
OXT	1.01216666666667
GPR153	1.585
ARL4A	-0.122166666666667
SAAL1	-0.73625
CCDC64	0.3685
USE1	0.194833333333333
HNMT	1.18683333333333
PCGF3	-0.1339375
CYP2C19	0.6925
C20orf4	0.737
CCDC11	1.121
ACSBG2	-0.64125
RWDD2A	0.51075
PALLD	1.536125
CPLX4	0.673
LOC492311	0.08525
KPNA2	-1.64816666666667
MACROD1	-1.2013
TMCO3	-0.719166666666667
C15orf52	-1.14166666666667
BIRC5	-1.15826666666667
PRR16	0.1355
FAM63B	0.38175
KATNB1	-0.148833333333333
WNT8B	0.7915
CPLX3	0.7965
GHR	2.5265
CCDC124	-0.39425
BCLAF1	-0.881
GOLGA3	0.6756
CLEC4E	4.81633333333333
AKR1CL1	1.1065
