Hybridization REF	TCGA-AN-A0XP-01A-11R-A109-07
MUSK	0.155666666666667
ZNF434	0.498
SMARCD1	-0.4435
ZFP106	0.04325
ZNF347	0.5611
GTF2E1	-0.283
RY1	-1.2285
ATAD2B	-0.079875
ARHGAP17	-0.4709
KCNIP3	-1.12175
SFPQ	-0.328625
GFRA4	1.27916666666667
AKR1B10	-2.280875
TIGD6	1.52366666666667
RGS16	2.1125
URB1	-0.156833333333333
OR4C46	0.331666666666667
TOP3B	-0.482
NFATC4	0.724
CA14	-3.69125
BMPR1A	-0.805166666666667
SNRP70	-0.776625
PRL	-0.27925
C6orf130	-0.22575
STAG2	-0.10025
CD55	-0.7175
RPS23	-0.3515
SSX2	-1.44566666666667
FDPSL2A	-0.42
FBXO27	-0.099125
SYNGR3	-0.834833333333333
TMSL3	1.39625
EML1	-1.627
NUP93	-1.42058333333333
SMAD3	-0.2845
KIAA1189	1.35066666666667
HNRPUL2	0.428833333333333
TBC1D12	0.161
C16orf24	1.343
MRVI1	2.2745
ZNF581	0.347
ELOVL3	0.0305
OR51Q1	-0.65975
CACNB3	0.338666666666667
GALNT13	-1.19825
C10orf84	0.5183125
NEDD4	-0.3373
SPO11	0.46
OR5AU1	-0.146
NEK4	0.358642857142857
PRKAR2A	0.303
IHPK1	-0.397333333333333
ATP6V0B	0.605125
CACNA1E	3.2975
CEACAM8	1.54666666666667
PEX14	-0.059
FLJ12993	-0.6735
ZBTB38	0.42675
PCTK2	0.409666666666667
LRRC16	0.1745
FBLIM1	1.59425
FYCO1	1.5265
RP5-1022P6.2	1.31341666666667
CMTM1	-0.4715
PLTP	-0.455
RAPH1	1.221875
DOCK8	-0.279375
EZH2	-1.62986666666667
SLC25A1	-0.938
PLEKHB1	-0.5253
GRB7	0.638
ZFP37	-2.90425
MRPL33	-0.2015
PELO	-0.159
ARMC1	-0.658818181818182
C9orf27	0.09925
FLJ25778	1.022
C9orf37	-0.693
TMEM66	0.19025
SPRN	0.3495
HBEGF	-0.093
PI4KA	-0.1765
LEPRE1	-0.368
POU2AF1	-4.321875
MRPL12	-0.214833333333333
REP15	0.286
ZC3H3	0.3285
RASAL1	0.92675
DDAH1	0.70325
ACBD5	-0.00987500000000001
TMC2	-0.7585
CCDC137	-0.48975
SAMD13	-1.28583333333333
UGT2B15	-3.9075
TIPARP	1.11475
DNASE1L3	-0.763
TRIM72	0.458
DBX2	0.24975
IPO8	-0.44375
C21orf88	-0.2485
MAP3K14	0.70475
LOC51233	0.913166666666667
GGTLA4	-0.7985
PDE6D	-0.64875
ZNF117	0.15125
CLK2	-0.696
NKRF	-0.968
TNFSF15	-0.4233
DUSP2	-0.772625
SECISBP2	0.7375
GABRR2	-0.328
PPAP2C	2.543
LOC51145	-0.148166666666667
PAG1	-0.32825
PIK3C3	-0.463
GNG10	-0.549
APOL4	1.757
ANKRD28	-0.826
STMN3	-1.2171
RAB14	1.1955
CDK2AP2	0.133
HDDC3	0.13675
COMMD7	0.69625
CXXC1	-1.10025
HMCN1	-0.739833333333333
CD40	1.50175
DYNC1LI2	-0.0875625
GDI1	0.13
LOC646938	-0.597
VSNL1	-2.73166666666667
PIH1D1	-0.352833333333333
RAET1G	-0.9325
KRTAP5-9	-0.3155
EFTUD2	-0.34325
ZNF311	0.630333333333333
ATP6V1G3	1.16825
OR2W3	0.69125
SCN4A	0.116
MED10	-1.093875
FAM135A	-1.3857
ARHGAP4	-1.42025
EHMT2	-0.345875
UFD1L	-0.01075
ERMP1	-0.41
MAG1	-2.71083333333333
THAP8	0.8395
HACE1	-0.693
FAM82C	1.05866666666667
C3orf20	-0.5145
UNC84A	-0.963833333333333
SCD5	-0.256642857142857
LASS6	2.155375
LSG1	0.38025
MAL	-5.21625
GPR22	0.698
WDR5B	1.596
ACTRT1	0.137
C17orf60	0.780833333333333
GRIN2C	0.9395
ARMC8	-0.50175
SLC47A1	-2.50983333333333
DMPK	-0.07
DHRS13	-0.396333333333333
SMC1A	-0.726166666666667
KRTAP17-1	0.39525
SMYD5	-0.91625
TUSC2	0.7855
CRHR2	0.237
KIR3DL2	-0.2085
CCDC104	0.28
ATP2C1	0.07275
CROT	-0.28825
PABPC3	-0.823833333333333
EGR1	-1.94416666666667
THSD1	0.8925
KHK	-2.09875
SLC12A2	0.16025
CD58	0.017
STOX2	-2.2305
CCDC76	-0.4065
CCDC48	3.06775
DNAH1	0.0378333333333333
ZIC4	-0.201857142857143
OR1G1	0.9605
PSMC6	-0.266166666666667
PROKR1	0.1825
ABCB1	-2.70675
TRAT1	-2.7555
LLGL1	-0.339
MTF1	2.0375
USP54	0.51425
PAGE2B	-1.8485
ITGB7	-3.33725
CCDC81	-0.167
LOC149837	-0.241
SCUBE1	3.7105
ZSCAN10	2.8265
HUWE1	0.0754285714285714
CDH17	0.639
CD180	-0.27925
IL17A	0.00799999999999998
TMPO	-1.793125
KIAA1524	-1.48516666666667
HDGFRP3	-0.160333333333333
OXCT1	-3.26854545454545
RRAS2	-1.8188
LTBP2	2.006
SV2B	-1.14316666666667
CYP2A6	3.159875
PKD1L2	-1.1506
PPM1M	0.67275
FLJ22662	1.1925
ZNF502	2.25925
GP6	-1.023
CRYBA2	-1.247
LEF1	-1.2307
CTPS	-2.38428571428571
EYA1	-2.8035
EPS8L1	2.3635
MAPK14	-0.732583333333333
SERPINB2	-4.264875
GTF2F2	-0.503666666666667
ZNHIT4	-0.1915
PLA1A	-0.03675
C20orf114	5.29
HPR	-3.865
C18orf2	-2.798
SATB2	-2.58525
KCNJ9	-0.23675
MGC157906	0.8305
MOCS3	0.0855
C17orf71	-0.5115
PPHLN1	-0.2171
HIST1H2BN	0.0375
RAPGEF1	-0.455375
MAP3K8	0.16075
DLG4	0.150333333333333
STC1	1.71583333333333
CDGAP	0.6515
DDX26B	-2.054
LOC150223	-1.05
CPSF3	-1.04983333333333
TMEM14A	0.576
MYH3	-2.30425
GPKOW	0.43775
SULT1A1	0.546833333333333
SPON1	2.9663
YY1AP1	0.6765
RAB23	-0.293
PLA2G4A	-4.1655
MAPRE3	-0.207
ZNF516	0.161642857142857
GGPS1	1.378
EXOC3L2	1.045125
C19orf42	0.7796
MAP2K2	-0.203833333333333
HIST1H2BB	0.222
RNF19B	0.469333333333333
C6orf128	-0.298166666666667
TLR8	1.094
PCDHA9	1.0695
CARS2	0.243
CLUL1	1.98216666666667
RHAG	-3.66566666666667
UNK	-0.03
EXOC8	1.1692
C9orf95	1.33275
C14orf143	0.804333333333333
MAML3	0.180625
LDHA	-1.65975
MRPL20	0.719625
KLHDC6	0.0466666666666667
ATP5S	1.0815
C8orf55	0.194
PHF19	-2.46225
KRTAP13-4	0.672
TTC5	-0.788
XKR5	-0.8185
SILV	-4.13416666666667
TEX28	0.495
TCTN1	1.7275
CX40.1	-0.36675
PPP2R5C	-0.375
C12orf30	-1.48633333333333
CAPG	2.23975
MPZL1	0.777
ARSB	-1.6415
TDH	-2.3515
WASF4	1.8245
TSSK3	-1.56133333333333
7A5	1.2145
CRISPLD1	-0.035375
MAD1L1	-0.753166666666667
SPIN4	-1.05416666666667
AMPD1	-1.17825
DPYSL5	-0.0415
INPP1	-1.26133333333333
ANKRD11	-0.795333333333333
NPAS4	-0.049875
GCET2	-1.11777777777778
RNASE9	0.235
GUCY2D	0.3945
CCDC98	-0.81575
FGF4	-1.53625
CPM	-0.2685
SLC26A4	-1.911
PLD5	-0.13075
FAM59A	1.4712
FBXO5	-2.66944444444444
SIPA1L1	0.116625
DPYS	0.69325
ATG4D	0.1985
TGM3	0.8795
MTCH1	-0.2895
HK1	0.424285714285714
CDC26	0.319625
GALNT12	-3.84933333333333
LOC339229	0.11025
MRPL35	0.059875
ORC4L	-0.04775
TNKS	0.0192142857142857
C2orf24	0.268166666666667
ZNF553	0.183666666666667
GGTLA1	3.16
ZNF497	0.77675
CDY1B	1.08225
SLC30A4	-0.0651428571428572
TUB	-1.53075
ARHGEF18	0.1265
ARRB1	0.758
KCNK1	-2.280875
EREG	-2.5241
SCAMP5	0.4835
RUNDC3B	-0.49625
ADAMTS20	-0.396666666666667
IL17RB	-1.109125
FLJ20323	-0.27325
MCAM	1.240375
POLR3E	-0.904583333333333
AQR	0.3045
IPMK	0.358
CDCA7	-5.28
CAMP	0.8565
GRHL3	0.279
ADAMTSL2	2.17316666666667
CLMN	2.90833333333333
SSTR3	0.038
MAGEA5	-2.49033333333333
OVOL2	4.3705
JMJD1B	-0.49325
RBL2	-0.7349
PYGO2	1.291
PPP1R10	0.0546666666666667
CSE1L	-0.401833333333333
LCA5	0.466
RDH16	0.1995
ASRGL1	-0.49825
TOM1	1.628
PTX3	-6.7515
TTC15	0.45925
SCGB3A1	3.86633333333333
MRPL50	-0.7895
RCAN3	0.223125
SLC26A11	0.6735
STYX	-0.0443333333333333
CINP	0.351
MARCH7	-1.42075
PFKM	-2.11333333333333
SGMS1	1.0565
RIOK3	-0.4943
C1orf110	0.513
CES7	0.01175
LOC440248	-2.146
PPP1R12C	-0.2895
C10orf27	0.635
ATG9A	-1.061
MRPS26	1.0075
TMEM40	-1.05225
ELP3	0.2247
ZNF787	1.2041
HIAT1	-0.411875
C8orf34	2.95016666666667
MGC4655	-0.1297
PELI1	-0.235333333333333
PPT1	-0.3331
SLC35C2	0.587833333333333
C6orf125	-0.23225
MUC4	-1.11333333333333
RFC4	-2.32128571428571
GNB2	0.283166666666667
NUP50	0.113571428571429
SULT4A1	-1.66883333333333
C7	-0.191875
CCDC130	0.161333333333333
ARRDC4	-0.117
RQCD1	-0.719
GLYCTK	-0.253
AYTL2	-1.02790909090909
MTUS1	1.8101
LEMD3	0.0435
PLEKHF2	2.2065
HOXA7	-0.045875
GTF3C2	-1.7865
DYNLRB2	3.774
CNOT10	-0.01975
MR1	1.6015
FFAR1	-0.259
PRIC285	0.88625
SLITRK6	5.7575
LIX1	-0.879
UBE1L2	-0.646666666666667
F8	0.848875
ACHE	0.143666666666667
KPNA5	-1.173
TNFRSF12A	-1.1555
EGR3	0.2955
SERPIND1	-2.95466666666667
OASL	5.02725
IFRD1	-2.335
WDFY1	-0.166666666666667
ZNF267	-1.002875
ACCN5	0.4715
ZBTB6	-0.857
PPP1R3A	0.4255
PRRT3	1.2175
FBXL19	-0.6305
TXNIP	0.889928571428571
ACTN2	-0.532
ATG9B	-0.38525
C9orf117	1.404
IL27	0.659
RPL36AL	0.457
KLK15	0.4495
CHAD	3.288
RAP2B	-0.1472
HEBP2	1.07075
ZNF342	1.56
CAMK2G	-0.582166666666667
TLR3	3.81425
FGF14	-0.55625
HMGB2	-1.96975
TRPM5	-0.0936666666666667
OR5M11	-0.184
KIF3B	1.31573684210526
PRICKLE2	1.11075
MTMR9	-0.06125
C3orf27	-0.2735
GLRA3	-2.1075
NSDHL	0.0976666666666667
TMEM32	-0.28825
POLR2D	-1.45591666666667
MYADML	0.3615
C9orf114	0.0175
MRGPRX1	0.537
TOPORS	0.67625
CLDN19	-2.103
C1QL4	-0.207
RNF165	-1.554
DHRS9	-0.8855
DNAH2	-1.62133333333333
FXR1	-1.03383333333333
ZMYM3	-1.121
CASP3	0.410333333333333
FAM120C	0.409625
SCLY	-1.2405
CA7	-0.1555
ENTPD5	1.931
ZNF461	-0.34625
PDIA5	0.417
C1orf19	-0.285333333333333
TMEM67	-0.139
KCTD20	-0.953
WDR47	0.262
FLJ38723	0.609
KLRF1	0.0916666666666666
TAS2R16	0.3625
CLDN12	0.2575
PRKCE	0.03675
UBXD4	-1.278
ITGAM	2.66966666666667
GLT8D3	-0.108875
WDR31	1.288
RGS2	-0.337
OR51L1	0.562
MST1R	1.07225
KIAA1737	1.663
OR4A5	1.0615
GLIS1	-1.12833333333333
PTMA	-0.281142857142857
NAPA	2.19125
PRDM11	-0.03725
LIPF	-0.6205
DIRAS3	0.2515
ASGR2	-3.6845
C1QTNF4	0.402
PIK3R4	0.189166666666667
ARMC3	-0.31475
NDUFV3	0.0391666666666667
BTBD3	-0.705166666666667
PPP1R2	0.316333333333333
UBE2NL	-0.94025
FOSL2	1.0925
FAM119A	-1.75783333333333
TUBA4A	-0.5883
KRTAP12-1	0.283
SFRS2	-0.9635
RHPN1	-0.0156
EEF2	-0.487833333333333
ZDHHC11	-0.9605
EPHA3	-0.6999
RBM12	-0.04575
H2AFJ	1.4685
EDIL3	2.759
KIF26A	-1.78025
SERGEF	0.0695
B3GALT4	3.20475
LOC90925	-0.122833333333333
OSCAR	0.893375
NPFF	0.138375
DEDD	0.38825
TMEM155	-1.064
PTPN1	1.04725
SCYL2	-0.1875
SKAP1	3.217
LEAP2	-1.61583333333333
GADD45G	2.5481
IFITM3	2.539
PILRB	-1.62216666666667
SLU7	0.3340625
DSC3	-0.0305
DNMT3L	-1.22075
PAPD5	-0.065875
B3GNT3	-1.28216666666667
LHCGR	-0.205
MSL-1	-0.75425
UBE2S	-1.394
SAP130	-0.29
ANAPC11	0.7295
MAGED4B	-2.254
ATP6V1B2	0.171333333333333
C14orf179	1.8255
CAPZA1	-0.799625
CDYL2	-0.167
GLRX3	-1.08183333333333
LOC136288	-0.96475
MOBKL1A	-0.32125
HTR2B	2.33025
CRYGD	-0.3965
NUS1	-1.91566666666667
PGRMC1	-0.8625
MYOM2	-1.833
FLJ39653	-0.768
CHM	-0.155
OR5M8	0.158
ZNF619	0.66
FAM105A	-0.29875
CCNL1	-1.113625
NAP1L3	-0.44325
C10orf57	1.92283333333333
B3GALNT1	0.671166666666667
CSN1S2A	-0.7445
TCP10L	-0.7815
GDAP2	0.919625
DMKN	-0.1125
COX6B1	1.00775
DNASE2	1.51216666666667
MSH5	-1.95525
LGMN	0.291125
USP31	-0.9099
OR13C8	0.696
SDCBP	-0.1185
NUDT11	-3.251
PYGL	0.290666666666667
SNPH	2.11816666666667
B3GNT4	-1.1435
MIZF	-0.5819
NUBPL	0.154875
NOD1	0.153333333333333
CDH22	0.17375
NUBP1	0.775833333333333
DSCAM	-3.88575
DGKI	0.778
FAM136A	-1.284
AKAP1	0.0505
SLC16A6	1.33925
RIN3	0.734
PSG2	-0.51975
DIP2B	-0.0584166666666667
PSORS1C1	0.5089
KIAA0495	-0.363
FLJ90709	0.376
LPA	-0.2965
PIGA	-0.766833333333333
LY75	-0.310166666666667
UTS2	-6.16616666666667
RREB1	-0.139625
GALNACT-2	-0.7961
MGC3196	0.392
FLJ31568	-0.4075
LPHN1	0.031
SP1	1.181
TOX4	0.7785
HSPA9	-0.2268
APOBEC1	0.912
SLC35E4	0.19325
LSM5	-0.5185
SURF1	0.9675
ZBTB1	0.049
GTF2F1	0.065625
RPS15A	-0.125571428571429
DUSP21	-0.00183333333333332
GINS4	-2.54933333333333
MYO15A	-1.09433333333333
GIMAP7	3.24575
MGC13379	1.38175
ATP6V1E2	-1.6645
UTP3	-0.265
HNRPA3	-0.625875
MT4	0.00549999999999999
C14orf155	0.70075
U1SNRNPBP	1.06475
CKLF	-0.611833333333333
PLEKHN1	0.0533333333333333
MBNL1	0.248416666666667
NUP160	-1.51375
ACSM2A	-1.6405
LOC129881	-0.238
KIAA1529	-0.6395
FLJ22639	-2.21725
HAND1	-1.467
GSX1	-0.325
FGA	-4.047625
SERPINB1	0.46625
ZNF642	0.188
IGFBP1	-7.906
SLC1A1	-0.477375
DHX57	-1.2845
ZNF766	2.1475
PTPN21	0.258
GDPD3	-1.96316666666667
PNPLA5	0.0235
TBR1	0.516
FAM116A	0.2225
IQGAP1	0.761125
FOS	-2.01675
ZNF226	1.012375
FIGNL1	-1.1355
C14orf1	0.4035
ZMYND17	-0.051
PUS7	-1.5545
TUBB6	-0.723375
KCNQ2	-0.95875
MARCH6	-0.312333333333333
CCDC33	0.675
PRODH	-1.4555
RBM11	2.91525
EPHA6	0.446875
SLC43A1	0.68125
LOC196541	0.246714285714286
NTN1	1.8005
ING4	0.58425
PCDHB10	-1.17675
DPH2	-0.552666666666667
SPACA4	0.42025
FBXL21	-5.129
DIAPH1	-0.802
ZNF71	0.5585
CEP76	-1.174
CORO1A	-0.97525
RRM2	-2.985625
EDG4	1.6925
OS9	0.163166666666667
SLC4A1AP	-0.4165
COG5	-0.27725
COPS8	-0.4395
NGLY1	-0.531
NCBP2	-0.38325
C17orf42	-0.0883333333333333
GPSM3	1.349625
SIL1	1.56033333333333
ASB6	0.05475
SMAD5OS	-0.356833333333333
UNC93A	-3.22175
A1BG	-0.0815
C21orf62	-0.1745
FMO5	1.07258333333333
ATRIP	0.711666666666667
CEBPG	-0.619166666666667
C7orf38	0.385833333333333
TNFRSF1B	0.18
CLEC1A	0.503
IQSEC1	0.25925
PATZ1	1.4242
RBM22	0.872375
BAG2	-2.232
PAQR5	-1.129
C9orf127	0.8079
THNSL1	-0.29475
SHROOM3	2.6734
JAM2	-0.16825
SNRPN	-1.35325
ALX4	0.0715
CACNA1S	0.4645
FAM130A1	1.61725
CORIN	3.367
CD300LB	0.011
PLEKHG6	0.0695
LRRC40	-0.7475
PCLKC	-1.026
PCDHB16	-0.0715
WNT2B	-0.0528333333333333
ASNS	-2.77633333333333
MRPL49	0.07425
FLJ46111	-1.209
ISG20	2.1355
SMU1	-0.0796666666666667
CASZ1	0.382
POLR1D	-0.199
GIN1	0.68675
SNAG1	0.178666666666667
ANKRD29	-2.63275
CDKN2AIP	-0.21775
KRR1	0.246
CXCL1	-4.72766666666667
EPM2A	-0.3773
PC	-0.336166666666667
DEFB127	-0.5875
PDZRN4	1.36216666666667
FAH	0.939125
OR51E1	2.038
CDC2L6	-0.0608333333333334
DNTTIP1	0.4085
PAX8	-1.022
TMEM116	0.98775
C1orf150	0.3415
PRO2012	0.4805
MRPL40	0.419166666666667
BEX1	-3.5506
SLC2A4	-1.46783333333333
PKMYT1	-1.86025
FEZF2	-0.235666666666667
SLC26A9	-1.48625
MAP2	0.522333333333333
LYL1	-0.9015
SLC25A19	-0.6605
NOS3	-0.218
ZNF34	0.254333333333333
TMPRSS11F	-0.22075
FAM43A	-0.48875
FCRL4	0.321166666666667
KLF14	0.27025
FLRT2	-1.52766666666667
WRN	-1.48025
SDF2	1.0249
KRT8P12	-0.93075
C6orf195	0.1545
C9orf125	-1.17316666666667
DZIP3	0.275
RIT1	0.446916666666667
SCML1	-2.77333333333333
RHBDF2	-0.24875
OR2G3	0.1555
REXO1L1	0.3395
MAP3K7IP3	-0.286625
C3orf57	-6.36025
FBXW11	-0.626166666666667
ETAA1	-0.87025
C14orf131	0.0041
AKT1S1	-0.14325
SLC12A5	-1.1945
C9orf164	0.965
NRIP3	1.1965
NOS1AP	0.4725
TMEM121	1.577
SAP30BP	0.0681
DGCR6	0.81325
WDR76	-1.25675
FAM82B	-0.281916666666667
LOC606495	-0.343
MAP9	0.194916666666667
BCDIN3D	1.67125
CXorf36	3.82433333333333
DSCR3	-0.598
ZFAND3	0.18325
C7orf43	-0.0338333333333333
SPSB3	0.6763
C19orf19	0.50725
FAM133A	-1.886375
C12orf25	-0.13925
SLC39A3	0.225375
DISP2	-0.22125
PI4KAP2	-1.6695
MKRN3	-2.57933333333333
ADAMTS13	-0.587125
CBLN3	-0.0529999999999999
TTYH1	-1.1
C3orf18	1.3805
FLJ13236	0.07925
ZMYND12	2.64775
C18orf25	-0.323
GLB1L3	-1.3415
ATP13A5	1.3055
RANBP10	-0.0055
CD96	-2.2685
DENND1C	-1.43825
RBMS3	0.4267
SLC41A3	0.266666666666667
DGCR6L	0.74225
TMEM128	0.928333333333333
CSNK1G3	0.413928571428571
MOBKL2C	1.392
TSPAN6	-1.661
MATN2	-2.8376
MSL2L1	0.356666666666667
ST6GALNAC2	1.4265
FGFBP2	-0.429
FGL1	-6.22366666666667
MPP3	-1.36716666666667
ARHGEF6	-0.468333333333333
TGFBR2	-0.401625
ACMSD	3.20975
IL33	-1.76375
C9orf5	0.147666666666667
DEAF1	0.4556
AMN	1.2705
DEFA6	0.123125
RNF212	-1.4585
METT5D1	-0.213166666666667
CIB1	1.4788
TSSK1B	0.35225
KIAA1727	1.78625
ZNF680	0.14875
LOC399900	-1.329
LOC152217	0.0970833333333334
CTNNAL1	-3.724
CIT	-2.18475
TLE6	1.56425
ZNF607	-0.5395
HERC4	-1.805
DRAP1	0.1329
PEMT	-0.3565
C10orf111	-0.575
ZNF575	2.14325
KCTD7	-0.21
MYO1F	0.506
LOC285382	-0.12725
RAB11A	1.0762
PLCD3	-0.336
C15orf28	-0.7535
PTBP2	-1.251
CTB-1048E9.5	0.38625
C19orf60	-0.124833333333333
C7orf25	0.304166666666667
SETD7	0.680875
HOXB9	-4.1335
VANGL1	0.0944375000000001
CHAF1B	-1.40575
NDUFA3	0.95425
KIAA1328	-0.452333333333333
SHARPIN	0.02575
TTC23	0.067625
UGP2	-0.00158333333333333
ANKIB1	0.4585
CIRBP	1.27928571428571
SEC14L4	-3.02933333333333
OVCH1	-0.0645
VPS52	-0.0455
FAT	-0.991
M6PRBP1	0.26075
GPRIN3	-0.7175
PPM1F	-0.774166666666667
TSR1	-1.293
CCDC85A	0.82075
PCSK5	0.84775
ZFHX3	0.4215
HEMK1	0.3382
PGBD2	0.4845
RSRC2	-0.334833333333333
AURKC	-0.9435
SCRIB	-0.24775
ORM2	-3.02333333333333
FAM115A	-0.00130000000000002
FZD6	-1.95775
UNC119	0.155833333333333
GPX3	-1.2215
NOV	-1.73925
CABC1	0.070125
CDC42SE2	-1.080625
EIF2S2	-0.554
RNF130	0.582875
CKAP5	-1.11283333333333
RP11-413M3.2	1.539875
C10orf18	0.3485
TMEM93	-0.83
DYX1C1	1.9755
KCNMB2	-2.276
ANK3	0.9545
KRT5	-1.8815
CDH12	-1.847125
QRSL1	0.059375
JUB	-1.8315
SHC4	-1.928
CCL15	0.461166666666667
CCDC22	0.3615
SNX24	-0.51425
RARS	0.02575
MORC2	0.264375
FAM48A	0.11425
MT1H	-0.7255
PPP1R14C	-3.292
FOXD1	-1.91442857142857
C1orf213	-2.48775
AMT	-2.3305
DSN1	-1.1595
PTPLAD2	5.302
DIS3L	-0.18325
RASL11A	1.56175
GPRC5B	-0.388125
FRMD7	0.1975
STRN4	0.16725
KITLG	1.91768181818182
HDGF	-0.0455
OR1S1	-0.8785
SETX	0.0738999999999999
DDR2	-0.26975
KCTD12	1.0955
LYZL2	-1.359
WDR52	0.6335
TMEM2	0.667875
ZNF579	2.07433333333333
LOC200810	0.00325
TNFSF9	-1.998875
PPFIA4	-3.36425
CNIH3	0.047
MAP4K4	-1.94057142857143
ROD1	0.449714285714286
ALS2CR12	-0.852166666666667
DOCK3	-1.6835
PAQR9	-3.94375
ASB17	0.4975
STX16	-1.374875
FEZ2	0.1675
DLAT	-0.390666666666667
KIF21B	-1.61316666666667
CDC5L	-0.641
TMEM119	0.786333333333333
CRIP3	-2.11325
TPSD1	0.218
TEPP	1.098
GNGT2	1.577
C21orf121	-0.4475
WNK1	-0.453083333333333
FLJ10490	1.9316
OR51B5	-1.8075
LOC203547	-0.954875
HAS1	-1.5985
PPA1	-0.324166666666667
ST7	0.082625
C11orf46	0.511
POPDC3	-3.42816666666667
ACOX2	3.88683333333333
ATCAY	-0.254166666666667
TM4SF19	-1.1605
MFSD9	-0.148166666666667
PDHB	0.417
ERN1	0.09825
LCE3C	0.07
GPR111	-0.1415
NOTCH3	3.365
ADAMTS5	2.9595
B3GALT1	-1.58325
UGCGL1	-0.513833333333333
FAM58A	0.179333333333333
FBXO32	1.05875
CLPP	-0.043
NXPH1	-0.0962500000000001
MTMR3	1.06433333333333
ATP1B3	-1.246125
TMEM16A	3.817125
HIST1H3F	0.265
TRIM25	0.295
SDCBP2	1.1365
CRKL	0.16825
HOXB2	2.565
ANP32B	-0.86425
GATM	3.3775
AP4E1	-0.3665
EDG5	0.255125
CDKN3	-2.36766666666667
CDH4	-2.09275
PGD	-0.437166666666667
RND1	0.5945
GAD1	3.6844
MPG	0.845875
LOC440350	-0.281
ZNF133	0.28975
SERPINB12	-0.5385
AMELY	0.560666666666667
DHX36	-0.4645
TNFAIP8L2	2.94516666666667
PHTF2	-0.408666666666667
CCDC112	-1.21616666666667
IQCC	-0.37675
HEYL	4.09216666666667
FTSJ2	-0.824
APPL1	1.1755
RAB43	0.658928571428571
OR10G2	0.262
WAC	0.2825
ADCY9	0.0805
RUNDC2B	0.790166666666667
PYCRL	0.6894
AGPAT7	-1.6635
SLC22A9	-1.2278
CDKAL1	-0.5605
PDYN	-0.233166666666667
C20orf74	2.6785
MTMR11	0.72425
VAV3	4.60666666666667
DAPL1	-2.05375
STXBP3	0.249
EIF3G	0.0595
ARHGAP22	-0.654
NPFFR1	0.422
NPC1	-0.937666666666667
ALDH9A1	1.72883333333333
ZNF600	0.172625
ZNF678	0.388833333333333
RASSF1	0.472583333333333
ADD2	-2.52875
PITPNB	0.151375
PKD2L2	0.371375
LRP11	-1.1405
CDKL1	-0.54675
SMEK2	-0.01825
PRODH2	-3.06116666666667
C11orf54	-0.452
SFRS11	-0.694
IL7	0.805333333333333
ALS2CR16	1.94
BTG3	-2.53266666666667
PAK2	0.458444444444444
RP11-679B17.1	0.34525
GATA4	-1.57166666666667
ATP2B1	-1.3135
LOC130940	0.2755
C1orf172	2.68983333333333
ATF7IP2	0.0585
SLC25A43	-1.33183333333333
CENTG3	0.124916666666667
IGF2BP1	-3.3354
FCHSD1	-0.309
CAMK2N2	2.74016666666667
ELAVL3	-0.3199
NBPF15	-0.208333333333333
UBE2J2	-0.332272727272727
GNL2	-0.92875
PRR3	-0.9398
NLF2	2.293
OR4F6	0.1595
KLHL24	1.1245
CCDC88A	-2.2419
SGPP1	-1.90983333333333
C10orf11	1.472
SLC35B4	-1.53933333333333
UGT3A2	-0.63
ARNT2	3.853
CBR1	-1.846875
ITPR3	-0.742333333333333
TRAPPC6B	-0.4323
AMZ1	-0.1925
ARP11	1.56475
WDSUB1	-0.049
APBA1	-0.0368333333333333
RAB2A	0.9644
C6orf162	-0.04325
HPSE2	0.73725
PLCE1	-0.448
INSL3	-0.3655
DLG1	-0.6141
PTPLA	-4.3525
PIGX	0.583875
TFIP11	0.982166666666667
FIBIN	2.7235
POLR2G	-0.1745
GRAP2	-2.9466
DNAJB8	-0.93525
CNBP	0.206833333333333
WASF1	-2.7755
INPP5E	-1.2719
HSPB1	0.9550625
TMEM167	0.0696
CUBN	-0.5575
IGF1	1.5855
ITPK1	-0.0642
NAALAD2	-1.207375
G3BP1	-0.0523
NT5DC1	0.35175
CYP39A1	-1.554
TMEM139	-0.4875
POLK	-0.142333333333333
GLULD1	-1.63475
RBM15	-1.21516666666667
AMZ2	0.06125
GDF15	-1.65433333333333
MESDC2	-0.0675
INCA	2.347
ACY1L2	-2.815
GZMM	-1.20666666666667
PAIP1	0.06
CACNA2D1	-0.48375
STK32C	-1.30433333333333
SH3BP4	0.679333333333333
DEC1	-0.391
PADI1	0.583
UBB	0.6818
PON3	-2.571
PROP1	1.6305
ANKRD13B	-1.2735
ADCK1	0.012
TCF25	-0.262416666666667
SLC38A5	-2.5215
CXorf26	0.0786666666666667
C19orf39	1.0625
PPP1R13B	0.66225
ARL2	0.1365
TCL6	0.286083333333333
TOP3A	-0.699
SLC16A14	0.216875
FXYD6	1.16833333333333
HIST1H4E	-0.13075
BBC3	1.40115789473684
UNC5A	0.0171666666666667
FAM86C	-0.3089
PI4KB	0.6935
B3GAT1	-3.734
SUSD2	1.26033333333333
OAZ2	-0.229666666666667
NOC4L	0.0285
C10orf12	-0.79275
FADS1	-3.06133333333333
LOC144097	-0.48775
DKK2	0.974333333333333
KIAA1949	-0.4085
RHOT1	-0.1372
OXT	0.881166666666667
GPR153	2.5135
ARL4A	-2.81866666666667
SAAL1	-1.82275
CCDC64	0.0425
USE1	0.332166666666667
HNMT	0.9675
PCGF3	0.0806875
CYP2C19	0.031
C20orf4	1.1445
