Hybridization REF	TCGA-B6-A0IP-01A-11R-A034-07
MUSK	0.0736666666666667
ZNF434	0.3965
SMARCD1	-0.366833333333333
ZFP106	0.25625
ZNF347	0.4808
GTF2E1	-0.18675
RY1	-0.5645
ATAD2B	0.70475
ARHGAP17	-0.2787
KCNIP3	-0.95975
SFPQ	0.284125
GFRA4	0.6515
AKR1B10	-3.718625
TIGD6	1.47566666666667
RGS16	1.1525
URB1	-1.008
OR4C46	0.0728333333333333
TOP3B	-0.9425
NFATC4	0.335
CA14	-4.1455
BMPR1A	-0.776833333333333
SNRP70	-0.92625
PRL	0.0332727272727273
C6orf130	-0.504
STAG2	0.127
CD55	-0.908571428571429
RPS23	0.8575
SSX2	-1.951
FDPSL2A	-0.99
FBXO27	0.69625
SYNGR3	-1.6505
TMSL3	0.9285
EML1	-1.923
NUP93	-1.48283333333333
SMAD3	0.2008
KIAA1189	1.66533333333333
HNRPUL2	1.10566666666667
TBC1D12	0.682666666666667
C16orf24	0.67375
MRVI1	1.86383333333333
ZNF581	-0.357833333333333
ELOVL3	0.193
OR51Q1	-0.25375
CACNB3	1.389
GALNT13	-1.97575
C10orf84	1.218
NEDD4	-0.1316
SPO11	-0.4555
OR5AU1	0.0305
NEK4	0.605714285714286
PRKAR2A	-0.699166666666667
IHPK1	-0.819166666666667
ATP6V0B	-0.057625
CACNA1E	1.8775
CEACAM8	-0.131833333333333
PEX14	0.4295
FLJ12993	-0.9665
ZBTB38	0.210416666666667
PCTK2	-0.0186666666666667
LRRC16	1.5092
FBLIM1	1.18325
FYCO1	1.69275
RP5-1022P6.2	-0.000666666666666658
CMTM1	0.0791666666666667
PLTP	-0.624
RAPH1	1.4285
DOCK8	0.8545
EZH2	-0.905866666666667
SLC25A1	-1.40816666666667
PLEKHB1	-0.6933
GRB7	1.1929
ZFP37	-0.10175
MRPL33	-0.73375
PELO	-1.11075
ARMC1	-0.144363636363636
C9orf27	0.13725
FLJ25778	0.256
C9orf37	-1.05416666666667
TMEM66	0.56925
SPRN	0.044875
HBEGF	-0.51875
PI4KA	-0.2865
LEPRE1	-0.9565
POU2AF1	-0.64875
MRPL12	-0.838666666666667
REP15	-0.1275
ZC3H3	0.09775
RASAL1	-1.619
DDAH1	2.23075
ACBD5	0.387625
TMC2	0.0515
CCDC137	-1.16575
SAMD13	-2.15516666666667
UGT2B15	-3.207
TIPARP	-1.1135
DNASE1L3	1.39675
TRIM72	0.546
DBX2	1.25325
IPO8	-0.01475
C21orf88	-0.9268
MAP3K14	0.469
LOC51233	0.6955
GGTLA4	2.0115
PDE6D	-0.199
ZNF117	-0.5365
CLK2	-0.16175
NKRF	-0.8005
TNFSF15	0.0107000000000001
DUSP2	-0.2745
SECISBP2	-0.5677
GABRR2	-0.7755
PPAP2C	2.045
LOC51145	0.400666666666667
PAG1	-0.520375
PIK3C3	0.14875
GNG10	-1.281
APOL4	0.847
ANKRD28	-0.318
STMN3	-1.9404
RAB14	0.8641
CDK2AP2	-0.22575
HDDC3	-0.2035
COMMD7	0.43025
CXXC1	-0.35875
HMCN1	-0.677333333333333
CD40	0.27425
DYNC1LI2	-0.53575
GDI1	-0.10325
LOC646938	-0.413
VSNL1	-2.34333333333333
PIH1D1	0.0611666666666667
RAET1G	-1.16
KRTAP5-9	-0.5985
EFTUD2	-0.4045
ZNF311	0.9645
ATP6V1G3	0.328333333333333
OR2W3	0.47125
SCN4A	0.14925
MED10	-1.570375
FAM135A	-1.5292
ARHGAP4	-1.357
EHMT2	-0.4035
UFD1L	-0.8695
ERMP1	0.566
MAG1	-1.95483333333333
THAP8	0.156
HACE1	-0.121
FAM82C	0.425666666666667
C3orf20	0.12
UNC84A	-0.6815
SCD5	-0.263571428571429
LASS6	2.482875
LSG1	-0.153833333333333
MAL	-5.0205
GPR22	-1.177
WDR5B	1.33175
ACTRT1	null
C17orf60	-0.953166666666667
GRIN2C	0.1627
ARMC8	-0.546666666666667
SLC47A1	-2.79016666666667
DMPK	-0.1395
DHRS13	0.344166666666667
SMC1A	-0.34
KRTAP17-1	0.87825
SMYD5	-0.6645
TUSC2	0.489375
CRHR2	0.2585
KIR3DL2	0.386
CCDC104	0.3655
ATP2C1	0.364625
CROT	1.24075
PABPC3	-0.193666666666667
EGR1	-1.31
THSD1	0.652
KHK	-1.3625
SLC12A2	1.91625
CD58	-1.05625
STOX2	-0.635833333333333
CCDC76	-0.00410000000000001
CCDC48	4.36
DNAH1	0.0265
ZIC4	0.321125
OR1G1	-0.4505
PSMC6	-0.329166666666667
PROKR1	0.4215
ABCB1	-0.439
TRAT1	-1.12375
LLGL1	-0.1085
MTF1	0.92375
USP54	0.646125
PAGE2B	-1.3655
ITGB7	-3.5445
CCDC81	-0.549
LOC149837	0.18175
SCUBE1	0.958
ZSCAN10	1.5425
HUWE1	0.2175
CDH17	0.171
CD180	0.17675
IL17A	-0.33525
TMPO	-1.514875
KIAA1524	-1.29533333333333
HDGFRP3	0.138833333333333
OXCT1	-0.299090909090909
RRAS2	-0.8475
LTBP2	2.5658125
SV2B	0.884166666666667
CYP2A6	0.989375
PKD1L2	-1.24833333333333
PPM1M	0.60925
FLJ22662	1.02633333333333
ZNF502	0.5505
GP6	-0.98725
CRYBA2	-1.89475
LEF1	-0.5093
CTPS	-2.20571428571429
EYA1	-2.2
EPS8L1	2.072
MAPK14	-0.794833333333333
SERPINB2	-5.097875
GTF2F2	-0.352
ZNHIT4	-0.4235
PLA1A	0.22475
C20orf114	3.62675
HPR	-2.468
C18orf2	-3.276
SATB2	-1.53675
KCNJ9	0.163375
MGC157906	0.2995
MOCS3	-0.28725
C17orf71	-0.571833333333333
PPHLN1	-0.3091
HIST1H2BN	-1.545125
RAPGEF1	-0.155375
MAP3K8	0.4865
DLG4	0.533
STC1	0.40125
CDGAP	0.8755
DDX26B	-0.87675
LOC150223	-1.46875
CPSF3	-0.938666666666667
TMEM14A	-0.02
MYH3	-1.07175
GPKOW	0.18625
SULT1A1	-0.7175
SPON1	2.9627
YY1AP1	0.644
RAB23	-0.25175
PLA2G4A	-4.717
MAPRE3	0.018
ZNF516	-0.185071428571429
GGPS1	1.233
EXOC3L2	0.209125
C19orf42	0.4284
MAP2K2	-0.178666666666667
HIST1H2BB	-1.5815
RNF19B	0.9485
C6orf128	0.342
TLR8	1.6095
PCDHA9	0.2505
CARS2	0.384375
CLUL1	4.01283333333333
RHAG	-3.96983333333333
UNK	0.161
EXOC8	0.9849
C9orf95	0.9255
C14orf143	0.231
MAML3	-0.089375
LDHA	-2.0725
MRPL20	0.42125
KLHDC6	0.0486666666666666
ATP5S	-0.0505
C8orf55	-0.715
PHF19	-2.1345
KRTAP13-4	0.8885
TTC5	-0.21625
XKR5	-0.76575
SILV	-4.15833333333333
TEX28	-0.936
TCTN1	1.19775
CX40.1	0.5115
PPP2R5C	-0.253375
C12orf30	-1.04316666666667
CAPG	1.942
MPZL1	0.96045
ARSB	-1.81633333333333
TDH	-2.4315
WASF4	0.8715
TSSK3	-0.690166666666667
7A5	1.7605
CRISPLD1	0.96475
MAD1L1	-0.715666666666667
SPIN4	-0.00633333333333333
AMPD1	0.36675
DPYSL5	0.0995
INPP1	0.108333333333333
ANKRD11	-0.919055555555556
NPAS4	-0.289625
GCET2	0.1783
RNASE9	1.87
GUCY2D	0.326333333333333
CCDC98	-0.00575000000000001
FGF4	-0.364
CPM	-1.889
SLC26A4	-2.16883333333333
PLD5	0.3135
FAM59A	-0.8891
FBXO5	-1.47788888888889
SIPA1L1	0.2505
DPYS	0.79575
ATG4D	-0.3435
TGM3	0.4555
MTCH1	-0.5645
HK1	0.104
CDC26	0.1425
GALNT12	-3.65166666666667
LOC339229	-0.2185
MRPL35	-0.04425
ORC4L	-0.138625
TNKS	0.202285714285714
C2orf24	0.530833333333333
ZNF553	0.379333333333333
GGTLA1	2.5026
ZNF497	-0.40575
CDY1B	-0.51725
SLC30A4	0.395875
TUB	-0.998125
ARHGEF18	0.31625
ARRB1	0.19725
KCNK1	2.819125
EREG	-3.5535
SCAMP5	-0.9655
RUNDC3B	1.7255
ADAMTS20	0.3445
IL17RB	2.017375
FLJ20323	0.3035
MCAM	-0.14575
POLR3E	-1.80191666666667
AQR	0.770333333333333
IPMK	0.3215
CDCA7	-3.220625
CAMP	0.90925
GRHL3	0.40275
ADAMTSL2	0.861
CLMN	2.38683333333333
SSTR3	0.4305
MAGEA5	-2.737
OVOL2	4.3715
JMJD1B	0.49125
RBL2	-0.048
PYGO2	1.47425
PPP1R10	0.303666666666667
CSE1L	-1.13033333333333
LCA5	1.985
RDH16	-0.6065
ASRGL1	-1.6425
TOM1	-0.312666666666667
PTX3	-4.864
TTC15	0.552
SCGB3A1	4.231
MRPL50	-1.57825
RCAN3	1.296375
SLC26A11	0.7935
STYX	-0.0761666666666667
CINP	-0.58725
MARCH7	0.01275
PFKM	-1.408
SGMS1	1.15083333333333
RIOK3	-0.1094
C1orf110	0.601
CES7	-0.447375
LOC440248	-1.21925
PPP1R12C	-0.068
C10orf27	0.618
ATG9A	-0.7445
MRPS26	0.763875
TMEM40	0.35475
ELP3	-0.4661
ZNF787	0.4271
HIAT1	-0.166125
C8orf34	-0.145
MGC4655	-0.5045
PELI1	0.516666666666667
PPT1	0.4944
SLC35C2	-0.778833333333333
C6orf125	-0.10275
MUC4	-1.56683333333333
RFC4	-2.05085714285714
GNB2	0.0656666666666667
NUP50	0.383785714285714
SULT4A1	-1.90533333333333
C7	2.764875
CCDC130	0.46
ARRDC4	0.9165
RQCD1	-0.91075
GLYCTK	-0.98575
AYTL2	-1.13081818181818
MTUS1	1.3347
LEMD3	0.425833333333333
PLEKHF2	1.749
HOXA7	0.034
GTF3C2	-1.538
DYNLRB2	3.38125
CNOT10	-0.212
MR1	0.4985
FFAR1	0.13275
PRIC285	0.037
SLITRK6	5.82325
LIX1	-2.6024
UBE1L2	-0.78125
F8	0.848875
ACHE	0.0413333333333334
KPNA5	-0.80575
TNFRSF12A	-0.8945
EGR3	1.413
SERPIND1	-3.448
OASL	0.70875
IFRD1	-1.507
WDFY1	-0.0826666666666667
ZNF267	-0.193375
ACCN5	0.672
ZBTB6	0.445
PPP1R3A	-0.1505
PRRT3	1.84075
FBXL19	-0.442
TXNIP	1.34421428571429
ACTN2	-1.94775
ATG9B	-0.5545
C9orf117	0.699875
IL27	0.0715
RPL36AL	0.183666666666667
KLK15	-0.285
CHAD	2.6815
RAP2B	-0.413
HEBP2	1.611
ZNF342	0.9965
CAMK2G	-0.6235
TLR3	2.49675
FGF14	0.04975
HMGB2	-0.70025
TRPM5	-0.0358333333333333
OR5M11	0.4905
KIF3B	0.610052631578947
PRICKLE2	1.24275
MTMR9	0.400625
C3orf27	0.354
GLRA3	-1.171
NSDHL	-0.486833333333333
TMEM32	-0.52175
POLR2D	-1.23358333333333
MYADML	-0.00149999999999999
C9orf114	-0.8555
MRGPRX1	2.766
TOPORS	0.8715
CLDN19	0.616
C1QL4	-0.141
RNF165	-0.469
DHRS9	-1.39075
DNAH2	0.642833333333333
FXR1	-0.549833333333333
ZMYM3	-0.54375
CASP3	-0.033
FAM120C	-0.240125
SCLY	-0.6995
CA7	0.185
ENTPD5	0.685333333333333
ZNF461	0.20375
PDIA5	-0.5945
C1orf19	-0.261833333333333
TMEM67	0.26825
KCTD20	-0.762
WDR47	0.4785
FLJ38723	1.5105
KLRF1	-0.627166666666667
TAS2R16	0.4035
CLDN12	-0.02025
PRKCE	-0.71975
UBXD4	-1.42525
ITGAM	2.945
GLT8D3	-0.4355
WDR31	1.3449
RGS2	0.278
OR51L1	0.232
MST1R	1.51
KIAA1737	1.9105
OR4A5	-0.9965
GLIS1	-0.649
PTMA	0.439714285714286
NAPA	0.7225
PRDM11	-0.2955
LIPF	0.4995
DIRAS3	2.55025
ASGR2	-4.1325
C1QTNF4	0.705
PIK3R4	0.0925
ARMC3	1.13175
NDUFV3	-0.47125
BTBD3	-0.454333333333333
PPP1R2	0.233166666666667
UBE2NL	-0.5745
FOSL2	1.36371428571429
FAM119A	-1.15883333333333
TUBA4A	-0.5875
KRTAP12-1	-0.3285
SFRS2	-0.63825
RHPN1	-0.1831
EEF2	-0.444833333333333
ZDHHC11	-0.849833333333333
EPHA3	-1.7424
RBM12	-0.1475
H2AFJ	0.5235
EDIL3	1.883
KIF26A	-1.1165
SERGEF	0.645
B3GALT4	2.7445
LOC90925	2.339
OSCAR	0.03725
NPFF	0.23625
DEDD	0.746125
TMEM155	-1.097
PTPN1	-0.11575
SCYL2	0.193333333333333
SKAP1	3.48175
LEAP2	-1.65566666666667
GADD45G	1.7618
IFITM3	0.994875
PILRB	-0.8995
SLU7	0.38325
DSC3	2.07825
DNMT3L	-1.29175
PAPD5	-1.039375
B3GNT3	-1.62466666666667
LHCGR	-0.239
MSL-1	-0.2355
UBE2S	-1.98725
SAP130	-0.50925
ANAPC11	0.4405
MAGED4B	-2.513
ATP6V1B2	-0.0861666666666667
C14orf179	1.144375
CAPZA1	-0.0585
CDYL2	0.568833333333333
GLRX3	-1.23083333333333
LOC136288	-0.7745
MOBKL1A	0.724
HTR2B	2.20425
CRYGD	0.0473333333333333
NUS1	-1.17233333333333
PGRMC1	0.0185
MYOM2	-0.867
FLJ39653	-1.469
CHM	-0.2585
OR5M8	0.526
ZNF619	0.7295
FAM105A	-0.18825
CCNL1	-0.8155
NAP1L3	0.01475
C10orf57	2.41933333333333
B3GALNT1	0.64
CSN1S2A	0.025
TCP10L	-0.19625
GDAP2	0.2635
DMKN	-0.4225
COX6B1	-0.01675
DNASE2	0.530333333333333
MSH5	-1.82675
LGMN	-0.1735
USP31	-0.2132
OR13C8	0.6395
SDCBP	-0.2862
NUDT11	-2.47583333333333
PYGL	-1.7805
SNPH	1.76
B3GNT4	0.1215
MIZF	-0.6289
NUBPL	-0.546
NOD1	0.5735
CDH22	1.97175
NUBP1	0.337666666666667
DSCAM	-4.05175
DGKI	0.941
FAM136A	-0.69
AKAP1	0.322333333333333
SLC16A6	0.20625
RIN3	-0.1575
PSG2	-0.28225
DIP2B	0.52825
PSORS1C1	1.1987
KIAA0495	-0.141
FLJ90709	-0.0378333333333334
LPA	-0.385333333333333
PIGA	-0.771333333333333
LY75	2.941
UTS2	-6.27233333333333
RREB1	0.011375
GALNACT-2	0.0275
MGC3196	-0.28825
FLJ31568	-0.4275
LPHN1	0.312125
SP1	0.927
TOX4	0.660666666666667
HSPA9	-0.4659
APOBEC1	-0.134
SLC35E4	-1.059
LSM5	-0.87675
SURF1	0.546
ZBTB1	0.68825
GTF2F1	0.03975
RPS15A	0.149785714285714
DUSP21	-0.705833333333334
GINS4	-3.51566666666667
MYO15A	-0.0201666666666667
GIMAP7	3.88675
MGC13379	1.06225
ATP6V1E2	-0.2265
UTP3	-0.01325
HNRPA3	-0.4056875
MT4	-1.068
C14orf155	0.281
U1SNRNPBP	0.5965
CKLF	-0.763666666666667
PLEKHN1	-0.789666666666667
MBNL1	-0.24075
NUP160	-1.027
ACSM2A	-2.12475
LOC129881	0.4665
KIAA1529	-0.0175
FLJ22639	-1.52975
HAND1	-1.676
GSX1	0.0135
FGA	-4.38206666666667
SERPINB1	0.59875
ZNF642	0.83775
IGFBP1	-8.328875
SLC1A1	0.96725
DHX57	0.036625
ZNF766	0.4265
PTPN21	0.6332
GDPD3	-2.3495
PNPLA5	0.6235
TBR1	-0.8058
FAM116A	0.382
IQGAP1	1.05525
FOS	-2.082875
ZNF226	0.63175
FIGNL1	-0.386666666666667
C14orf1	0.294166666666667
ZMYND17	-0.648
PUS7	-1.025
TUBB6	-0.975
KCNQ2	-1.43175
MARCH6	0.18
CCDC33	0.124
PRODH	-0.13925
RBM11	0.23425
EPHA6	0.697428571428571
SLC43A1	-1.39875
LOC196541	0.186
NTN1	1.72425
ING4	0.72425
PCDHB10	0.60575
DPH2	-0.854
SPACA4	-0.2665
FBXL21	-3.2235
DIAPH1	-0.482
ZNF71	0.8195
CEP76	-0.53
CORO1A	-0.5925
RRM2	-2.66225
EDG4	0.99725
OS9	0.0876666666666667
SLC4A1AP	-0.11775
COG5	-0.60525
COPS8	-0.60575
NGLY1	-0.5165
NCBP2	-0.252
C17orf42	-0.921
GPSM3	0.777
SIL1	0.410333333333333
ASB6	-0.475
SMAD5OS	-0.298666666666667
UNC93A	-3.3445
A1BG	-0.526333333333333
C21orf62	0.3945
FMO5	3.08175
ATRIP	0.483833333333333
CEBPG	-0.346
C7orf38	0.405666666666667
TNFRSF1B	0.309166666666667
CLEC1A	1.23833333333333
IQSEC1	0.30125
PATZ1	1.333
RBM22	0.966875
BAG2	-2.91533333333333
PAQR5	-1.55066666666667
C9orf127	1.1949
THNSL1	-0.17775
SHROOM3	3.1212
JAM2	1.26225
SNRPN	-2.2375
ALX4	0.4815
CACNA1S	-0.5875
FAM130A1	1.59925
CORIN	1.348
CD300LB	0.614
PLEKHG6	0.6325
LRRC40	-0.40525
PCLKC	-1.424
PCDHB16	0.002
WNT2B	1.64083333333333
ASNS	-1.94966666666667
MRPL49	-0.139375
FLJ46111	-1.035
ISG20	-0.407375
SMU1	0.713833333333333
CASZ1	1.0035
POLR1D	-0.168833333333333
GIN1	-0.24875
SNAG1	0.0175
ANKRD29	-1.28075
CDKN2AIP	0.2565
KRR1	-0.038
CXCL1	-3.71716666666667
EPM2A	-0.2174
PC	-0.666166666666667
DEFB127	null
PDZRN4	1.38833333333333
FAH	0.339375
OR51E1	1.4055
CDC2L6	-0.1305
DNTTIP1	-0.7455
PAX8	0.9695
TMEM116	0.51375
C1orf150	1.4725
PRO2012	0.35925
MRPL40	-0.428666666666667
BEX1	-4.0099
SLC2A4	-0.940666666666667
PKMYT1	-1.811
FEZF2	-0.582333333333333
SLC26A9	-1.03325
MAP2	0.20825
LYL1	-0.83825
SLC25A19	-0.796833333333333
NOS3	-0.3285
ZNF34	0.268833333333333
TMPRSS11F	-0.9685
FAM43A	-0.4795
FCRL4	0.781333333333333
KLF14	0.32175
FLRT2	-0.545333333333333
WRN	-1.15175
SDF2	0.522
KRT8P12	-0.90525
C6orf195	1.0225
C9orf125	-1.4355
DZIP3	-0.244125
RIT1	0.366416666666667
SCML1	-1.87
RHBDF2	-0.132125
OR2G3	-0.1705
REXO1L1	-0.385
MAP3K7IP3	0.72575
C3orf57	-5.64875
FBXW11	-0.295333333333333
ETAA1	-0.0255
C14orf131	0.0532
AKT1S1	-0.61175
SLC12A5	-1.193625
C9orf164	0.858
NRIP3	0.829125
NOS1AP	0.26625
TMEM121	0.96075
SAP30BP	-0.2638
DGCR6	1.06675
WDR76	-1.167
FAM82B	-0.69675
LOC606495	0.0035
MAP9	1.7875
BCDIN3D	1.2105
CXorf36	3.08116666666667
DSCR3	-0.7363
ZFAND3	0.268125
C7orf43	0.0265
SPSB3	0.5821
C19orf19	0.48975
FAM133A	-1.59925
C12orf25	0.0175
SLC39A3	-0.190375
DISP2	-0.02875
PI4KAP2	-2.136
MKRN3	-2.68
ADAMTS13	-0.3295
CBLN3	-0.188
TTYH1	-0.270833333333333
C3orf18	1.66925
FLJ13236	1.00675
ZMYND12	3.26125
C18orf25	0.35
GLB1L3	-1.7735
ATP13A5	0.5575
RANBP10	-0.333
CD96	-0.8898
DENND1C	0.33125
RBMS3	0.4177
SLC41A3	0.648333333333333
DGCR6L	1.0575
TMEM128	0.375333333333333
CSNK1G3	0.0205714285714286
MOBKL2C	1.117625
TSPAN6	1.052875
MATN2	-0.9835
MSL2L1	0.808833333333333
ST6GALNAC2	1.2685
FGFBP2	-0.6545
FGL1	-6.66066666666667
MPP3	-0.810333333333333
ARHGEF6	1.83683333333333
TGFBR2	0.183
ACMSD	4.66475
IL33	3.93575
C9orf5	-0.507583333333333
DEAF1	0.4033
AMN	0.9055
DEFA6	0.115125
RNF212	1.28575
METT5D1	0.505166666666667
CIB1	0.8772
TSSK1B	-0.25
KIAA1727	2.00075
ZNF680	0.4355
LOC399900	-1.4465
LOC152217	-0.438
CTNNAL1	-2.8185
CIT	-1.45466666666667
TLE6	1.2935
ZNF607	-0.72425
HERC4	-0.713
DRAP1	-0.4984
PEMT	-0.4185
C10orf111	-1.183
ZNF575	1.598375
KCTD7	0.04575
MYO1F	0.248375
LOC285382	-0.95775
RAB11A	0.6875
PLCD3	-0.5565
C15orf28	-0.39375
PTBP2	-0.034375
CTB-1048E9.5	-0.3195
C19orf60	-0.289
C7orf25	-0.0988333333333333
SETD7	1.160625
HOXB9	-4.897
VANGL1	0.243375
CHAF1B	-1.675
NDUFA3	0.215
KIAA1328	0.121166666666667
SHARPIN	-0.141
TTC23	0.091875
UGP2	0.28825
ANKIB1	0.5044
CIRBP	1.70771428571429
SEC14L4	-3.51033333333333
OVCH1	-0.189
VPS52	-0.24375
FAT	-1.210625
M6PRBP1	-0.0685
GPRIN3	-0.206
PPM1F	-0.636833333333333
TSR1	-0.5875
CCDC85A	1.633
PCSK5	1.54675
ZFHX3	0.5095
HEMK1	-0.3835
PGBD2	0.75425
RSRC2	-0.00516666666666667
AURKC	-1.67333333333333
SCRIB	0.1915
ORM2	-4.54783333333333
FAM115A	0.1149
FZD6	-0.072875
UNC119	0.139333333333333
GPX3	-0.7291
NOV	-0.37075
CABC1	0.20675
CDC42SE2	-0.3549375
EIF2S2	-1.2366
RNF130	1.02175
CKAP5	-0.9025
RP11-413M3.2	0.771125
C10orf18	0.2772
TMEM93	-0.334
DYX1C1	1.83525
KCNMB2	-2.32575
ANK3	2.15858333333333
KRT5	0.9121
CDH12	-1.127375
QRSL1	-0.14575
JUB	-0.623
SHC4	-1.524875
CCL15	1.342
CCDC22	0.34
SNX24	-0.05775
RARS	-0.37825
MORC2	0.118125
FAM48A	-0.18775
MT1H	-0.5925
PPP1R14C	-1.30366666666667
FOXD1	-2.50971428571429
C1orf213	-1.8
AMT	-1.9132
DSN1	-1.16175
PTPLAD2	2.1215
DIS3L	0.246
RASL11A	1.62375
GPRC5B	0.0372857142857143
FRMD7	-0.4435
STRN4	-0.06625
KITLG	1.21554545454545
HDGF	-0.168
OR1S1	0.4855
SETX	0.0413
DDR2	-0.459875
KCTD12	1.14675
LYZL2	-2.62266666666667
WDR52	0.573
TMEM2	-0.00474999999999998
ZNF579	1.28416666666667
LOC200810	-0.37875
TNFSF9	-2.226875
PPFIA4	-3.865
CNIH3	0.806
MAP4K4	-1.46692857142857
ROD1	-0.1245
ALS2CR12	-0.357666666666667
DOCK3	-1.75116666666667
PAQR9	-5.99875
ASB17	-0.4296
STX16	-1.66325
FEZ2	0.2265
DLAT	-0.6555
KIF21B	-1.22066666666667
CDC5L	-0.306
TMEM119	0.925666666666667
CRIP3	-0.92125
TPSD1	0.4375
TEPP	0.858
GNGT2	1.168
C21orf121	0.419
WNK1	0.0983333333333333
FLJ10490	0.7173
OR51B5	-1.999
LOC203547	-1.3265
HAS1	-1.269
PPA1	-0.823833333333333
ST7	-0.13675
C11orf46	0.1623
POPDC3	-4.231
ACOX2	2.383
ATCAY	-0.287166666666667
TM4SF19	-2.6505
MFSD9	-0.643
PDHB	0.11125
ERN1	0.44125
LCE3C	0.00699999999999999
GPR111	-0.422
NOTCH3	2.25266666666667
ADAMTS5	1.80825
B3GALT1	-1.00775
UGCGL1	-0.512
FAM58A	0.4495
FBXO32	1.785
CLPP	-0.25175
NXPH1	3.82175
MTMR3	1.29466666666667
ATP1B3	-1.40225
TMEM16A	4.378125
HIST1H3F	-0.0618333333333334
TRIM25	-0.183166666666667
SDCBP2	0.8435
CRKL	-1.078375
HOXB2	1.39666666666667
ANP32B	-1.296375
GATM	2.7155
AP4E1	-0.304
EDG5	0.462875
CDKN3	-2.08816666666667
CDH4	-2.216
PGD	-0.974666666666667
RND1	1.127
GAD1	-1.8056
MPG	0.181875
LOC440350	-0.5955
ZNF133	0.463
SERPINB12	-0.06
AMELY	0.1784
DHX36	-0.912
TNFAIP8L2	2.65266666666667
PHTF2	-0.646555555555556
CCDC112	-0.666
IQCC	-0.25225
HEYL	3.26466666666667
FTSJ2	-0.588
APPL1	1.275875
RAB43	0.274071428571429
OR10G2	-0.1385
WAC	0.575333333333333
ADCY9	-0.421625
RUNDC2B	0.154333333333333
PYCRL	-0.2067
AGPAT7	-0.812666666666667
SLC22A9	-1.656
CDKAL1	-0.039
PDYN	-0.2336
C20orf74	0.38075
MTMR11	1.69275
VAV3	4.775
DAPL1	1.406
STXBP3	0.694
EIF3G	-0.169
ARHGAP22	-0.572
NPFFR1	0.11
NPC1	-0.701166666666667
ALDH9A1	1.83033333333333
ZNF600	0.28675
ZNF678	-0.0335
RASSF1	0.0675
ADD2	-2.78175
PITPNB	0.230375
PKD2L2	0.449625
LRP11	-0.8735
CDKL1	-0.16125
SMEK2	0.32775
PRODH2	-3.43933333333333
C11orf54	0.385833333333333
SFRS11	-0.2105
IL7	0.456666666666667
ALS2CR16	1.62825
BTG3	-1.2525
PAK2	-0.166333333333333
RP11-679B17.1	-1.202
GATA4	-2.04683333333333
ATP2B1	-0.57825
LOC130940	1.666
C1orf172	3.21216666666667
ATF7IP2	0.034
SLC25A43	-0.6645
CENTG3	0.17475
IGF2BP1	-4.4238
FCHSD1	0.1695
CAMK2N2	1.43466666666667
ELAVL3	0.0346666666666667
NBPF15	-0.0876666666666666
UBE2J2	0.205666666666667
GNL2	-0.62225
PRR3	-0.4696
NLF2	1.55675
OR4F6	0.5915
KLHL24	0.907666666666667
CCDC88A	-2.6393
SGPP1	-2.10483333333333
C10orf11	0.778333333333333
SLC35B4	-1.5215
UGT3A2	-1.5995
ARNT2	2.2917
CBR1	-1.168875
ITPR3	-0.306333333333333
TRAPPC6B	-0.4337
AMZ1	-1.014
ARP11	1.0425
WDSUB1	0.04125
APBA1	0.511666666666667
RAB2A	0.213
C6orf162	0.122625
HPSE2	-0.489
PLCE1	-1.32
INSL3	0.4425
DLG1	0.2052
PTPLA	-3.20525
PIGX	-0.31775
TFIP11	0.9905
FIBIN	2.978
POLR2G	-0.35375
GRAP2	-2.1493
DNAJB8	-0.28725
CNBP	0.768166666666667
WASF1	-1.12375
INPP5E	-1.2029
HSPB1	-0.881625
TMEM167	-0.5514
CUBN	-0.1435
IGF1	2.200375
ITPK1	-0.2021
NAALAD2	-1.193125
G3BP1	-0.2693
NT5DC1	0.921875
CYP39A1	-0.4665
TMEM139	1.5225
POLK	-0.370555555555556
GLULD1	-1.96275
RBM15	-0.764333333333333
AMZ2	0.05
GDF15	-1.8285
MESDC2	-0.0345
INCA	0.872666666666667
ACY1L2	-0.016
GZMM	-0.701666666666667
PAIP1	0.20625
CACNA2D1	-0.42975
STK32C	-0.558166666666667
SH3BP4	1.88433333333333
DEC1	0.687
PADI1	0.4255
UBB	0.1544
PON3	1.5885
PROP1	0.677
ANKRD13B	-0.0245
ADCK1	-0.29125
TCF25	-0.548
SLC38A5	-2.6905
CXorf26	0.193166666666667
C19orf39	0.63275
PPP1R13B	0.9255
ARL2	-1.018
TCL6	-0.113
TOP3A	-0.0595
SLC16A14	1.366125
FXYD6	1.278
HIST1H4E	-0.30925
BBC3	1.29742105263158
UNC5A	0.577
FAM86C	-0.6435
PI4KB	0.56475
B3GAT1	-3.0105
SUSD2	0.553333333333333
OAZ2	0.0818333333333333
NOC4L	-0.38225
C10orf12	-0.162
FADS1	-3.12616666666667
LOC144097	-0.82475
DKK2	0.303833333333333
KIAA1949	-0.39125
RHOT1	0.3466
OXT	1.16266666666667
GPR153	1.50425
ARL4A	-1.14283333333333
SAAL1	-1.42575
CCDC64	-0.8725
USE1	-0.2625
HNMT	1.14566666666667
PCGF3	0.563125
CYP2C19	0.27725
C20orf4	-0.031
CCDC11	1.4335
ACSBG2	0.2605
RWDD2A	0.53
PALLD	2.045875
CPLX4	0.896
LOC492311	1.28725
KPNA2	-1.475
