Hybridization REF	TCGA-AN-A0XO-01A-11R-A109-07
SMARCD1	0.471833333333333
ZFP106	-0.29
ZNF347	0.4562
GTF2E1	-0.122
RY1	-0.343
ATAD2B	-0.076625
ARHGAP17	-0.4339
KCNIP3	-0.52775
SFPQ	0.3545
GFRA4	0.497666666666667
AKR1B10	-0.783
TIGD6	1.45883333333333
RGS16	2.240375
URB1	-0.661666666666667
OR4C46	0.277
TOP3B	-1.1325
NFATC4	0.253
CA14	-3.6445
BMPR1A	0.5365
SNRP70	-0.985625
PRL	-0.648666666666667
C6orf130	-0.6045
STAG2	-0.20675
CD55	-0.0498571428571428
RPS23	0.690333333333333
SSX2	-1.151
FDPSL2A	-0.4715
FBXO27	0.16325
SYNGR3	-1.33633333333333
TMSL3	1.55975
EML1	-0.704
NUP93	-0.3685
SMAD3	-0.4141
KIAA1189	1.14983333333333
HNRPUL2	0.679833333333333
TBC1D12	0.645333333333333
C16orf24	2.16675
MRVI1	1.75833333333333
ZNF581	0.0015
ELOVL3	0.2955
OR51Q1	-0.7155
CACNB3	1.847
GALNT13	-1.3
C10orf84	0.449
NEDD4	-0.0974
SPO11	0.9715
OR5AU1	0.4365
NEK4	0.245785714285714
PRKAR2A	-0.2945
IHPK1	0.182166666666667
ATP6V0B	0.4225
CACNA1E	1.54
CEACAM8	-0.0823333333333333
PEX14	-0.259
FLJ12993	2.0055
ZBTB38	0.106166666666667
PCTK2	0.327166666666667
LRRC16	0.697
FBLIM1	1.14366666666667
FYCO1	2.03425
RP5-1022P6.2	-1.24116666666667
CMTM1	0.153666666666667
PLTP	-0.884666666666667
RAPH1	0.789875
DOCK8	-0.84175
EZH2	-2.1222
SLC25A1	-1.1835
PLEKHB1	-0.8129
GRB7	1.1328
ZFP37	0.15525
MRPL33	-0.796
PELO	-0.38525
ARMC1	-0.155363636363636
C9orf27	0.249625
FLJ25778	0.3195
C9orf37	-1.05716666666667
TMEM66	0.52475
SPRN	0.497
HBEGF	0.357
PI4KA	-1.401
LEPRE1	0.04875
POU2AF1	-4.501375
MRPL12	-0.449833333333333
REP15	-0.0775
ZC3H3	0.55325
RASAL1	-0.9575
DDAH1	1.1
ACBD5	0.2755
TMC2	-0.4785
CCDC137	-1.2955
SAMD13	-2.41366666666667
UGT2B15	-2.55466666666667
TIPARP	-0.36525
DNASE1L3	-0.76875
TRIM72	0.4565
DBX2	0.648
IPO8	0.3385
C21orf88	-0.0511
MAP3K14	0.5975
LOC51233	0.6705
GGTLA4	0.817
PDE6D	0.061
ZNF117	-0.12225
CLK2	-0.41025
NKRF	-0.81125
TNFSF15	0.5918
DUSP2	-0.827875
SECISBP2	-0.2342
GABRR2	-0.7265
PPAP2C	1.42875
LOC51145	0.173
PAG1	-0.964
PIK3C3	-0.32925
GNG10	0.377
APOL4	0.302333333333333
ANKRD28	-0.577375
STMN3	-1.9448
RAB14	0.6886
CDK2AP2	-0.61375
HDDC3	-0.10775
COMMD7	0.466
CXXC1	-0.68775
HMCN1	0.270333333333333
CD40	0.1935
DYNC1LI2	-0.31
GDI1	0.16375
LOC646938	-0.081
VSNL1	-2.17916666666667
PIH1D1	0.0226666666666667
RAET1G	0.9475
KRTAP5-9	0.079
EFTUD2	-0.5095
ZNF311	0.624833333333333
ATP6V1G3	0.20975
OR2W3	0.06
SCN4A	0.11125
MED10	-0.903125
FAM135A	-1.6437
ARHGAP4	-2.3395
EHMT2	-0.65325
UFD1L	-1.5125
ERMP1	1.6235
MAG1	-2.169
THAP8	0.444833333333333
HACE1	-0.605833333333333
FAM82C	0.504166666666667
C3orf20	-0.0995
UNC84A	-1.0855
SCD5	0.569642857142857
LASS6	2.172
LSG1	0.403583333333333
MAL	-5.35275
GPR22	-0.304
WDR5B	1.08175
ACTRT1	0.884
C17orf60	-0.945666666666667
GRIN2C	-0.3125
ARMC8	-0.373333333333333
SLC47A1	-2.524
DMPK	0.6365
DHRS13	0.0578333333333333
SMC1A	-0.858333333333333
KRTAP17-1	1.09625
SMYD5	-0.42575
TUSC2	0.6745
CRHR2	0.3945
KIR3DL2	-0.8705
CCDC104	0.233
ATP2C1	0.5
CROT	-0.09475
PABPC3	0.0383333333333333
EGR1	-0.363166666666667
THSD1	0.22025
KHK	-1.97625
SLC12A2	1.81475
CD58	-1.31575
STOX2	-1.07166666666667
CCDC76	-0.832
CCDC48	2.71275
DNAH1	0.0113333333333333
ZIC4	0.310125
OR1G1	0.1195
PSMC6	-0.809166666666667
PROKR1	0.334
ABCB1	-1.78625
TRAT1	-2.27825
LLGL1	0.406
MTF1	0.856
USP54	0.545125
PAGE2B	-2.0075
ITGB7	-3.915
CCDC81	-0.1345
LOC149837	0.0855
SCUBE1	-0.058
ZSCAN10	0.827
HUWE1	0.266642857142857
CDH17	0.745
CD180	-0.19175
IL17A	0.261
TMPO	-1.236875
KIAA1524	-1.43233333333333
HDGFRP3	-1.1195
OXCT1	-0.800363636363636
RRAS2	-0.714666666666667
LTBP2	2.8759375
SV2B	-0.542833333333333
CYP2A6	0.5385
PKD1L2	-0.899833333333333
PPM1M	0.55675
FLJ22662	-0.3285
ZNF502	1.2545
GP6	-0.8065
CRYBA2	-0.7465
LEF1	-2.1108
CTPS	-2.11628571428571
EYA1	-2.66433333333333
EPS8L1	1.37025
MAPK14	-0.223
SERPINB2	-4.305625
GTF2F2	-0.9665
ZNHIT4	-0.1255
PLA1A	-0.530375
C20orf114	3.5905
HPR	-4.121
C18orf2	-2.47033333333333
SATB2	-2.14075
KCNJ9	0.04225
MGC157906	0.368
MOCS3	0.233
C17orf71	-0.0891666666666667
PPHLN1	-0.1926
HIST1H2BN	-0.66775
RAPGEF1	-1.01975
MAP3K8	-0.39325
DLG4	0.921
STC1	-1.01116666666667
CDGAP	0.811
DDX26B	-1.938
LOC150223	-1.7975
CPSF3	-0.662
TMEM14A	0.189
MYH3	-2.32225
GPKOW	0.1875
SULT1A1	-0.318666666666667
SPON1	3.6997
YY1AP1	0.758666666666667
RAB23	0.463
PLA2G4A	-4.56225
MAPRE3	0.138
ZNF516	1.50892857142857
GGPS1	1.2205
EXOC3L2	-0.28725
C19orf42	0.8039
MAP2K2	-0.247333333333333
HIST1H2BB	0.11325
RNF19B	0.701833333333333
C6orf128	-0.0343333333333333
TLR8	0.9475
PCDHA9	-0.1885
CARS2	1.08325
CLUL1	2.87066666666667
RHAG	-3.79466666666667
UNK	-0.3045
EXOC8	1.2023
C9orf95	0.6185
C14orf143	0.387166666666667
MAML3	0.106625
LDHA	-1.6225
MRPL20	0.331375
KLHDC6	0.0515
ATP5S	-0.312833333333333
C8orf55	0.11225
PHF19	-2.37825
KRTAP13-4	0.4805
TTC5	0.263
XKR5	-0.3755
SILV	-4.62616666666667
TEX28	-0.039
TCTN1	0.719
CX40.1	0.26725
PPP2R5C	0.216125
C12orf30	-0.933166666666667
CAPG	1.67925
MPZL1	1.0489
ARSB	-1.27983333333333
TDH	-0.9445
WASF4	1.14
TSSK3	-0.779
7A5	2.3145
CRISPLD1	3.092125
MAD1L1	-0.389666666666667
SPIN4	-1.38133333333333
AMPD1	-1.678
DPYSL5	-0.1055
INPP1	-0.510333333333333
ANKRD11	-1.54727777777778
NPAS4	-0.113125
GCET2	-0.3896
RNASE9	-0.049
GUCY2D	0.4244
CCDC98	0.106
FGF4	-0.153875
CPM	-2.22383333333333
SLC26A4	-0.136166666666667
PLD5	0.85425
FAM59A	2.1983
FBXO5	-2.07988888888889
SIPA1L1	0.63475
DPYS	0.38175
ATG4D	0.013
TGM3	0.4815
MTCH1	-0.53525
HK1	0.0814285714285714
CDC26	-0.47075
GALNT12	-3.63083333333333
LOC339229	-0.06675
MRPL35	-0.241125
ORC4L	0.16725
TNKS	-0.0498571428571429
C2orf24	-0.0776666666666667
ZNF553	0.2865
GGTLA1	2.681
ZNF497	0.35825
CDY1B	0.3405
SLC30A4	-0.459625
TUB	-0.55
ARHGEF18	-0.35675
ARRB1	-0.039
KCNK1	2.26625
EREG	-3.0627
SCAMP5	-0.01075
RUNDC3B	1.07725
ADAMTS20	-0.72575
IL17RB	-0.32525
FLJ20323	-0.46475
MCAM	0.701
POLR3E	-2.25875
AQR	0.461
IPMK	0.2165
CDCA7	-4.534625
CAMP	0.85
GRHL3	2.56025
ADAMTSL2	1.41266666666667
CLMN	2.30916666666667
SSTR3	0.5
MAGEA5	-1.54083333333333
OVOL2	3.9695
JMJD1B	1.038
RBL2	0.4814
PYGO2	1.031
PPP1R10	-0.053
CSE1L	-0.854666666666667
LCA5	1.18125
RDH16	0.27475
ASRGL1	-1.34325
TOM1	-0.0988333333333333
PTX3	-6.0935
TTC15	0.2065
SCGB3A1	3.03333333333333
MRPL50	-1.1795
RCAN3	1.113625
SLC26A11	0.42325
STYX	0.0795
CINP	0.87
MARCH7	0.61625
PFKM	-0.744666666666667
SGMS1	0.998666666666666
RIOK3	0.6761
C1orf110	0.115
CES7	0.168375
LOC440248	-2.205
PPP1R12C	-0.30375
C10orf27	0.6855
ATG9A	-0.56525
MRPS26	0.718875
TMEM40	2.133
ELP3	-0.5978
ZNF787	0.2346
HIAT1	0.266125
C8orf34	0.239
MGC4655	-0.4955
PELI1	0.508333333333333
PPT1	0.5117
SLC35C2	-0.273
C6orf125	-0.42875
MUC4	-1.58783333333333
RFC4	-1.62771428571429
GNB2	0.286833333333333
NUP50	-0.518571428571429
SULT4A1	-1.05766666666667
C7	-0.139125
CCDC130	-0.211666666666667
ARRDC4	-0.574
RQCD1	-0.62475
GLYCTK	-1.31975
AYTL2	-0.459181818181818
MTUS1	1.5525
LEMD3	0.5285
PLEKHF2	0.91725
HOXA7	0.099
GTF3C2	-1.012
DYNLRB2	2.06875
CNOT10	0.052
MR1	0.614
FFAR1	0.02425
PRIC285	0.10875
SLITRK6	6.2075
LIX1	-1.2974
UBE1L2	-0.89575
F8	0.738875
ACHE	0.320833333333333
KPNA5	0.58925
TNFRSF12A	0.2675
EGR3	-0.6715
SERPIND1	-3.44883333333333
OASL	1.22975
IFRD1	-1.979125
WDFY1	0.183
ZNF267	-0.012
ACCN5	0.1565
ZBTB6	-0.87775
PPP1R3A	0.172
PRRT3	2.33225
FBXL19	-0.7015
TXNIP	-0.152357142857143
ACTN2	0.22025
ATG9B	-0.474625
C9orf117	0.4235
IL27	0.846
RPL36AL	-0.147666666666667
KLK15	0.21325
CHAD	1.928
RAP2B	-0.0929
HEBP2	1.4545
ZNF342	0.4035
CAMK2G	-0.555333333333333
TLR3	1.7435
FGF14	0.58225
HMGB2	-1.35525
TRPM5	0.137666666666667
OR5M11	0.204
KIF3B	0.492947368421053
PRICKLE2	1.77775
MTMR9	-0.429375
C3orf27	0.07825
GLRA3	-1.213
NSDHL	-0.228666666666667
TMEM32	-0.61725
POLR2D	-1.11266666666667
MYADML	0.418
C9orf114	-0.9845
MRGPRX1	0.38
TOPORS	0.4825
CLDN19	1.915
C1QL4	0.229
RNF165	-0.0605
DHRS9	-0.86775
DNAH2	-0.0426666666666667
FXR1	1.16183333333333
ZMYM3	-0.64925
CASP3	0.245
FAM120C	-0.312125
SCLY	-0.917
CA7	0.1455
ENTPD5	0.122
ZNF461	0.2835
PDIA5	-1.19725
C1orf19	-0.258666666666667
TMEM67	0.1395
KCTD20	-0.40825
WDR47	0.7515
FLJ38723	0.3275
KLRF1	-0.590666666666667
TAS2R16	0.516
CLDN12	0.7065
PRKCE	-0.05175
UBXD4	-0.68775
ITGAM	1.249
GLT8D3	-0.573125
WDR31	0.619
RGS2	0.06775
OR51L1	0.3215
MST1R	1.47775
KIAA1737	1.06875
OR4A5	0.291
GLIS1	-0.444666666666667
PTMA	0.190214285714286
NAPA	1.11125
PRDM11	-0.0545
LIPF	0.4125
DIRAS3	0.37875
ASGR2	-4.0545
C1QTNF4	1.3315
PIK3R4	0.455833333333333
ARMC3	2.0535
NDUFV3	0.0676666666666667
BTBD3	-0.2045
PPP1R2	0.773083333333333
UBE2NL	-0.50675
FOSL2	1.31835714285714
FAM119A	-1.9065
TUBA4A	-0.3942
KRTAP12-1	0.32625
SFRS2	-0.768
RHPN1	0.0636
EEF2	-0.346833333333333
ZDHHC11	-0.335166666666667
EPHA3	-0.9733
RBM12	-0.4785
H2AFJ	-0.551083333333333
EDIL3	3.9575
KIF26A	-1.6425
SERGEF	0.86625
B3GALT4	2.60525
LOC90925	0.1825
OSCAR	-0.121
NPFF	-0.40075
DEDD	0.4915
TMEM155	-0.394
PTPN1	0.07125
SCYL2	-0.151666666666667
SKAP1	3.54225
LEAP2	-2.3325
GADD45G	2.4836
IFITM3	1.30775
PILRB	-2.00366666666667
SLU7	0.5091875
DSC3	2.387
DNMT3L	-1.32825
PAPD5	0.417375
B3GNT3	-0.534333333333333
LHCGR	0.24
MSL-1	0.259
UBE2S	-1.798375
SAP130	-0.4335
ANAPC11	0.22575
MAGED4B	-2.17
ATP6V1B2	0.390166666666667
C14orf179	1.29075
CAPZA1	-0.698875
CDYL2	0.110333333333333
GLRX3	-1.06083333333333
LOC136288	-0.494
MOBKL1A	-0.31575
HTR2B	3.01075
CRYGD	0.0461666666666667
NUS1	-0.380833333333333
PGRMC1	1.143
MYOM2	-0.88675
FLJ39653	-2.34466666666667
CHM	0.088
OR5M8	0.345
ZNF619	0.4605
FAM105A	0.63
CCNL1	-1.028875
NAP1L3	-0.06925
C10orf57	2.17633333333333
B3GALNT1	0.0646666666666667
CSN1S2A	0.1965
TCP10L	0.2565
GDAP2	-0.70175
DMKN	0.361
COX6B1	0.293
DNASE2	0.291833333333333
MSH5	-1.7845
LGMN	-0.059875
USP31	0.0945
OR13C8	0.4695
SDCBP	-0.0614
NUDT11	-2.045
PYGL	-1.45116666666667
SNPH	-0.5775
B3GNT4	-0.227
MIZF	-0.1328
NUBPL	0.131375
NOD1	0.0508333333333333
CDH22	1.342625
NUBP1	0.0355
DSCAM	-3.97025
DGKI	0.7245
FAM136A	-1.3505
AKAP1	0.433
SLC16A6	-0.05125
RIN3	-0.6975
PSG2	-0.01225
DIP2B	0.395666666666667
PSORS1C1	1.6652
KIAA0495	-0.1725
FLJ90709	-0.00333333333333335
LPA	-0.447
PIGA	0.2065
LY75	1.37666666666667
UTS2	-6.01716666666667
RREB1	0.25175
GALNACT-2	0.5537
MGC3196	-0.0885
FLJ31568	0.016
LPHN1	0.262125
SP1	0.898625
TOX4	0.398833333333333
HSPA9	0.6975
APOBEC1	-0.1595
SLC35E4	-1.711
LSM5	-1.1365
SURF1	0.85325
ZBTB1	0.107916666666667
GTF2F1	0.06725
RPS15A	0.372357142857143
DUSP21	-0.0538333333333333
GINS4	-2.97433333333333
MYO15A	0.039
GIMAP7	2.0745
MGC13379	0.94625
ATP6V1E2	-0.639333333333333
UTP3	-0.4795
HNRPA3	-1.0055625
MT4	0.133
C14orf155	0.032
U1SNRNPBP	-0.238
CKLF	-1.2425
PLEKHN1	1.1205
MBNL1	-0.137416666666667
NUP160	-1.1755
ACSM2A	-1.52225
LOC129881	0.43375
KIAA1529	-0.36175
FLJ22639	-2.3515
HAND1	-1.4315
GSX1	0.266
FGA	-3.901125
SERPINB1	-0.3395
ZNF642	0.26325
IGFBP1	-8.474125
SLC1A1	1.251375
DHX57	-0.069625
ZNF766	0.6085
PTPN21	0.6026
GDPD3	-1.47116666666667
PNPLA5	0.503
TBR1	0.261666666666667
FAM116A	0.11775
IQGAP1	0.87975
FOS	-0.912
ZNF226	-0.306
FIGNL1	-0.8455
C14orf1	0.555
ZMYND17	0.00950000000000001
PUS7	-1.10416666666667
TUBB6	-1.050375
KCNQ2	-1.1845
MARCH6	0.67625
CCDC33	0.305
PRODH	0.3605
RBM11	0.442
EPHA6	-0.0705
SLC43A1	-0.86325
LOC196541	0.04425
NTN1	1.10325
ING4	1.1815
PCDHB10	1.05025
DPH2	-0.8625
SPACA4	0.2235
FBXL21	-4.2685
DIAPH1	-0.691
ZNF71	0.541
CEP76	0.635
CORO1A	-1.886
RRM2	-2.086
EDG4	0.39825
OS9	0.076
SLC4A1AP	-0.65425
COG5	-0.27825
COPS8	-0.0845
NGLY1	-1.1895
NCBP2	0.274625
C17orf42	-0.607166666666667
GPSM3	0.210875
SIL1	1.11666666666667
ASB6	0.0855
SMAD5OS	-0.5535
UNC93A	-3.053625
A1BG	0.537666666666667
C21orf62	0.42975
FMO5	1.5375
ATRIP	0.754
CEBPG	-0.745666666666667
C7orf38	0.669666666666667
TNFRSF1B	-0.660833333333333
CLEC1A	0.851666666666667
IQSEC1	0.241375
PATZ1	0.6734
RBM22	1.284125
BAG2	-2.5215
PAQR5	-1.64
C9orf127	0.8614
THNSL1	0.205
SHROOM3	2.4843
JAM2	0.47275
SNRPN	-2.7665
ALX4	0.365
CACNA1S	0.9485
FAM130A1	1.96675
CORIN	3.787
CD300LB	0.612
PLEKHG6	0.534
LRRC40	-1.815
PCLKC	-1.317
PCDHB16	0.421
WNT2B	0.291166666666667
ASNS	-2.76022222222222
MRPL49	0.283625
FLJ46111	0.62075
ISG20	-0.585625
SMU1	0.432
CASZ1	0.6685
POLR1D	0.272916666666667
GIN1	0.258
SNAG1	0.322333333333333
ANKRD29	-2.05
CDKN2AIP	0.22625
KRR1	-0.01225
CXCL1	-4.094
EPM2A	-0.5145
PC	-0.272333333333333
DEFB127	0.2195
PDZRN4	4.6835
FAH	0.232
OR51E1	1.4335
CDC2L6	0.969833333333333
DNTTIP1	-0.3685
PAX8	0.639
TMEM116	-0.1265
C1orf150	0.6355
PRO2012	0.13075
MRPL40	-0.908666666666667
BEX1	-1.6647
SLC2A4	-0.932833333333333
PKMYT1	-1.29175
FEZF2	-0.365
SLC26A9	-1.068
MAP2	0.78675
LYL1	-1.79125
SLC25A19	-0.7575
NOS3	-0.7595
ZNF34	0.763166666666667
TMPRSS11F	-0.26575
FAM43A	-0.38075
FCRL4	0.467333333333333
KLF14	-0.02025
FLRT2	-0.0536666666666667
WRN	-2.29675
SDF2	0.5946
KRT8P12	0.2745
C6orf195	-0.4585
C9orf125	-1.1645
DZIP3	-1.36825
RIT1	0.798583333333333
SCML1	-1.70883333333333
RHBDF2	-0.27825
OR2G3	0.275
REXO1L1	-0.5705
MAP3K7IP3	0.365625
C3orf57	-4.2365
FBXW11	-0.4605
ETAA1	-0.65675
C14orf131	0.1733
AKT1S1	-0.77925
SLC12A5	-1.07225
C9orf164	1.266
NRIP3	0.0125
NOS1AP	-0.861
TMEM121	1.684
SAP30BP	-0.1241
DGCR6	0.3665
WDR76	-1.069
FAM82B	-0.912833333333333
LOC606495	-0.127
MAP9	-0.166166666666667
BCDIN3D	1.2025
CXorf36	2.511
DSCR3	0.0401
ZFAND3	0.619
C7orf43	0.0221666666666667
SPSB3	0.7645
C19orf19	0.385
FAM133A	-1.8715
C12orf25	0.47875
SLC39A3	-0.549125
DISP2	0.827
PI4KAP2	-2.8765
MKRN3	-1.61066666666667
ADAMTS13	-0.6145
CBLN3	0.286
TTYH1	-1.30716666666667
C3orf18	1.61625
FLJ13236	0.47925
ZMYND12	3.005
C18orf25	0.904125
GLB1L3	-0.5415
ATP13A5	3.055
RANBP10	-0.4165
CD96	-2.4877
DENND1C	-1.92475
RBMS3	0.6261
SLC41A3	0.618333333333333
DGCR6L	0.418
TMEM128	-0.206166666666667
CSNK1G3	0.431071428571429
MOBKL2C	0.495875
TSPAN6	-0.767375
MATN2	-0.6922
MSL2L1	0.00383333333333333
ST6GALNAC2	-0.0555
FGFBP2	-0.984875
FGL1	-6.49666666666667
MPP3	-0.603
ARHGEF6	0.318
TGFBR2	-0.14
ACMSD	2.04025
IL33	0.9425
C9orf5	0.515333333333333
DEAF1	-0.0944
AMN	0.6305
DEFA6	-0.048
RNF212	1.052
METT5D1	0.523833333333333
CIB1	1.2187
TSSK1B	0.438
KIAA1727	0.41875
ZNF680	0.478916666666667
LOC399900	-0.8795
LOC152217	-0.213666666666667
CTNNAL1	-2.4705
CIT	-2.93691666666667
TLE6	2.03
ZNF607	-0.34725
HERC4	-0.963833333333333
DRAP1	-0.5844
PEMT	-0.26125
C10orf111	-0.3185
ZNF575	0.97875
KCTD7	0.165
MYO1F	-0.661875
LOC285382	0.1055
RAB11A	0.6539
PLCD3	-0.76225
C15orf28	0.03475
PTBP2	-1.46725
CTB-1048E9.5	-0.16825
C19orf60	-0.00166666666666666
C7orf25	0.175
SETD7	0.60975
HOXB9	-3.891
VANGL1	-0.2858125
CHAF1B	-1.49025
NDUFA3	0.6185
KIAA1328	-0.0540000000000001
SHARPIN	0.4965
TTC23	-0.58725
UGP2	0.4065
ANKIB1	0.1752
CIRBP	1.22271428571429
SEC14L4	-3.1915
OVCH1	-0.0186666666666666
VPS52	-0.037
FAT	0.148625
M6PRBP1	-0.01225
GPRIN3	-0.1195
PPM1F	-1.39383333333333
TSR1	-1.04875
CCDC85A	1.5755
PCSK5	1.61775
ZFHX3	0.1205
HEMK1	-0.0698
PGBD2	1.11075
RSRC2	-0.428166666666667
AURKC	-1.07366666666667
SCRIB	0.229125
ORM2	-3.92816666666667
FAM115A	0.0747
FZD6	-0.30025
UNC119	0.287
GPX3	-1.3158
NOV	1.322625
CABC1	-0.004125
CDC42SE2	0.6361875
EIF2S2	-0.6291
RNF130	1.311125
CKAP5	-0.732166666666667
RP11-413M3.2	0.65925
C10orf18	0.4092
TMEM93	-1.221
DYX1C1	1.096
KCNMB2	-1.586625
ANK3	0.519416666666667
KRT5	0.4861
CDH12	-1.598375
QRSL1	0.035875
JUB	-0.91325
SHC4	-0.293125
CCL15	0.794333333333333
CCDC22	-0.00749999999999999
SNX24	0.43675
RARS	0.11325
MORC2	-0.085875
FAM48A	0.35675
MT1H	-0.8635
PPP1R14C	-0.169833333333333
FOXD1	-2.21714285714286
C1orf213	-2.33175
AMT	-1.7096
DSN1	-1.90825
PTPLAD2	2.01575
DIS3L	-0.172
RASL11A	2.8265
GPRC5B	-0.430375
FRMD7	0.3435
STRN4	0.29425
KITLG	1.82009090909091
HDGF	-0.8675
OR1S1	0.411
SETX	-0.3331
DDR2	0.439
KCTD12	0.5885
LYZL2	-0.365
WDR52	-0.114
TMEM2	1.147375
ZNF579	0.472666666666667
LOC200810	0.2245
TNFSF9	-2.168
PPFIA4	-2.67675
CNIH3	0.505
MAP4K4	-1.10771428571429
ROD1	0.0943571428571429
ALS2CR12	0.276333333333333
DOCK3	-1.29916666666667
PAQR9	-3.825
ASB17	0.199166666666667
STX16	-1.715125
FEZ2	-0.102833333333333
DLAT	-0.6385
KIF21B	-1.424
CDC5L	-0.22925
TMEM119	1.4265
CRIP3	-1.75275
TPSD1	0.4195
TEPP	0.50575
GNGT2	0.15475
C21orf121	0.579
WNK1	0.27175
FLJ10490	0.227
OR51B5	-2.2215
LOC203547	-0.347375
HAS1	-0.9575
PPA1	-0.717333333333333
ST7	0.01575
C11orf46	0.4441
POPDC3	-3.7775
ACOX2	0.689333333333333
ATCAY	-0.284416666666667
TM4SF19	-0.198
MFSD9	-0.119833333333333
PDHB	-0.2715
ERN1	0.04475
LCE3C	0.3805
GPR111	0.3195
NOTCH3	2.52566666666667
ADAMTS5	2.64075
B3GALT1	-0.99825
UGCGL1	-0.598
FAM58A	0.3035
FBXO32	2.63375
CLPP	-0.3195
NXPH1	2.34875
MTMR3	0.7165
ATP1B3	-0.942625
TMEM16A	3.719625
HIST1H3F	0.749166666666667
TRIM25	-0.268666666666667
SDCBP2	1.3465
CRKL	-1.139375
HOXB2	1.99283333333333
ANP32B	-0.62525
GATM	3.554
AP4E1	-0.08325
EDG5	0.352375
CDKN3	-2.432
CDH4	-2.38925
PGD	-0.8515
RND1	1.325
GAD1	-1.549
MPG	0.730125
LOC440350	-0.953
ZNF133	-0.46625
SERPINB12	-0.2695
AMELY	0.109333333333333
DHX36	-0.343
TNFAIP8L2	1.8345
PHTF2	-0.236944444444444
CCDC112	-0.4335
IQCC	0.23575
HEYL	3.142
FTSJ2	-0.6875
APPL1	0.65075
RAB43	0.168
OR10G2	0.4635
WAC	0.204
ADCY9	0.663375
RUNDC2B	-0.0378333333333334
PYCRL	0.6032
AGPAT7	-1.0085
SLC22A9	-0.597666666666667
CDKAL1	0.0925
PDYN	-0.276666666666667
C20orf74	0.7065
MTMR11	0.96625
VAV3	4.02541666666667
DAPL1	-0.46425
STXBP3	0.0075
EIF3G	0.33
ARHGAP22	-0.7905
NPFFR1	0.1
NPC1	-0.451833333333333
ALDH9A1	1.60016666666667
ZNF600	0.10825
ZNF678	0.257333333333333
RASSF1	0.173833333333333
ADD2	-2.923
PITPNB	-0.898125
PKD2L2	0.19
LRP11	-0.26075
CDKL1	0.12975
SMEK2	0.36825
PRODH2	-3.2305
C11orf54	-0.0245
SFRS11	-0.722166666666667
IL7	0.382
ALS2CR16	0.525
BTG3	-0.700833333333333
PAK2	0.372111111111111
RP11-679B17.1	-1.4345
GATA4	-0.342833333333333
ATP2B1	-0.3645
LOC130940	0.76
C1orf172	2.769
ATF7IP2	-1.718
SLC25A43	0.00833333333333334
CENTG3	-0.174083333333333
IGF2BP1	-3.8749
FCHSD1	0.061
CAMK2N2	1.05266666666667
ELAVL3	-0.1922
NBPF15	-0.950333333333333
UBE2J2	-0.0286363636363636
GNL2	-0.94175
PRR3	-0.458
NLF2	0.8795
OR4F6	0.3755
KLHL24	1.72683333333333
CCDC88A	-2.5108
SGPP1	-2.04583333333333
C10orf11	0.413833333333333
SLC35B4	-1.29133333333333
UGT3A2	-1.531
ARNT2	0.7849
CBR1	-0.269375
ITPR3	-1.1105
TRAPPC6B	-0.288
AMZ1	2.6245
ARP11	0.0325
WDSUB1	-0.153
APBA1	0.432
RAB2A	0.7349
C6orf162	-0.365625
HPSE2	0.15525
PLCE1	0.3585
INSL3	-0.47425
DLG1	-0.2274
PTPLA	-2.38025
PIGX	0.74375
TFIP11	-0.063
FIBIN	3.082
POLR2G	-0.10675
GRAP2	-2.4094
DNAJB8	0.31325
CNBP	0.81
WASF1	-2.2505
INPP5E	-1.3182
HSPB1	0.504625
TMEM167	-0.3117
CUBN	0.445
IGF1	2.4041875
ITPK1	0.3499
NAALAD2	-1.10557142857143
G3BP1	0.6836
NT5DC1	1.000875
CYP39A1	0.5845
TMEM139	1.01825
POLK	0.128111111111111
GLULD1	-1.636
RBM15	-0.816833333333333
AMZ2	-0.41275
GDF15	-1.234
MESDC2	-0.1085
INCA	0.818166666666667
ACY1L2	-2.307
GZMM	-1.595
PAIP1	0.08975
CACNA2D1	-0.1755
STK32C	-0.321666666666667
SH3BP4	1.539
DEC1	0.623
PADI1	0.2865
UBB	0.1006
PON3	0.6135
PROP1	0.4125
ANKRD13B	-0.7455
ADCK1	-0.4105
TCF25	-0.599166666666667
SLC38A5	-1.9145
CXorf26	0.262833333333333
C19orf39	0.413
PPP1R13B	1.1005
ARL2	-0.6255
TCL6	0.239583333333333
TOP3A	-0.601
SLC16A14	0.639125
FXYD6	1.64333333333333
HIST1H4E	-0.1545
BBC3	0.334894736842105
UNC5A	0.426333333333333
FAM86C	-0.045
PI4KB	0.52225
B3GAT1	-2.06025
SUSD2	1.8305
OAZ2	-0.3535
NOC4L	-0.49575
C10orf12	0.029
FADS1	-2.78433333333333
LOC144097	-0.44275
DKK2	1.52983333333333
KIAA1949	0.02475
RHOT1	0.2278
OXT	1.54666666666667
GPR153	0.7035
ARL4A	-2.09183333333333
SAAL1	-1.52725
CCDC64	-0.613
USE1	0.0443333333333333
HNMT	0.890833333333333
PCGF3	-0.5315
CYP2C19	-0.0935
C20orf4	0.5365
CCDC11	0.88225
ACSBG2	-0.19725
RWDD2A	0.0335
PALLD	2.745
CPLX4	0.2285
LOC492311	1.6285
KPNA2	-2.025
MACROD1	-0.1292
TMCO3	0.193333333333333
C15orf52	1.53766666666667
BIRC5	-1.83626666666667
PRR16	1.95283333333333
