Hybridization REF	TCGA-B6-A0WV-01A-11R-A109-07
ZFP106	-0.69
ZNF347	-0.6004
GTF2E1	-0.0375
RY1	-0.646833333333333
ATAD2B	0.376875
ARHGAP17	-0.4614
KCNIP3	-1.0525
SFPQ	-0.20375
GFRA4	0.136833333333333
AKR1B10	-3.800375
TIGD6	1.12033333333333
RGS16	0.4275
URB1	-0.6315
OR4C46	-0.655
TOP3B	-0.19025
NFATC4	1.2725
CA14	-3.3405
BMPR1A	0.383333333333333
SNRP70	-0.521875
PRL	0.511416666666667
C6orf130	-1.261
STAG2	0.034
CD55	-1.25478571428571
RPS23	1.296
SSX2	-1.5615
FDPSL2A	0.15275
FBXO27	1.05
SYNGR3	-1.071
TMSL3	0.269
EML1	-0.5925
NUP93	-0.251583333333333
SMAD3	-0.5624
KIAA1189	1.48233333333333
HNRPUL2	1.20333333333333
TBC1D12	1.1355
C16orf24	1.496
MRVI1	1.41133333333333
ZNF581	-0.247333333333333
ELOVL3	2.6685
OR51Q1	0.50825
CACNB3	1.45133333333333
GALNT13	-1.434
C10orf84	0.872875
NEDD4	-0.6281
SPO11	-0.771
OR5AU1	0.7685
NEK4	0.571214285714286
PRKAR2A	-0.344833333333333
IHPK1	-0.116166666666667
ATP6V0B	0.506125
CACNA1E	1.0885
CEACAM8	-0.109833333333333
PEX14	-0.393
FLJ12993	0.8795
ZBTB38	0.1445
PCTK2	1.5685
LRRC16	0.2306
FBLIM1	-0.230666666666667
FYCO1	2.007
RP5-1022P6.2	0.0445833333333333
CMTM1	0.488666666666667
PLTP	-1.24166666666667
RAPH1	1.33425
DOCK8	0.4245
EZH2	-0.767266666666667
SLC25A1	0.15
PLEKHB1	1.8925
GRB7	-0.1724
ZFP37	0.0705
MRPL33	-0.42125
PELO	-1.11675
ARMC1	-0.349
C9orf27	-0.253857142857143
FLJ25778	-0.091
C9orf37	-0.9615
TMEM66	1.77575
SPRN	0.87875
HBEGF	-0.6415
PI4KA	-0.088
LEPRE1	-0.39225
POU2AF1	-5.478
MRPL12	0.1525
REP15	0.454
ZC3H3	0.53275
RASAL1	-2.00475
DDAH1	0.967
ACBD5	0.291125
TMC2	-0.376
CCDC137	-1.02
SAMD13	-0.5475
UGT2B15	-0.249333333333333
TIPARP	-0.6365
DNASE1L3	-0.24
TRIM72	0.322666666666667
DBX2	0.906
IPO8	0.396
C21orf88	-2.1224
MAP3K14	0.7815
LOC51233	1.0494
GGTLA4	1.3705
PDE6D	0.69175
ZNF117	-0.8285
CLK2	-0.783
NKRF	-0.1845
TNFSF15	-0.2646
DUSP2	-1.308
SECISBP2	0.0914
GABRR2	0.259
PPAP2C	1.83225
LOC51145	0.468166666666667
PAG1	-1.731875
PIK3C3	-0.734
GNG10	0.0515
APOL4	0.274833333333333
ANKRD28	0.06475
STMN3	1.016
RAB14	0.8988
CDK2AP2	0.47625
HDDC3	-0.221875
COMMD7	1.474875
CXXC1	-0.488
HMCN1	-0.798166666666667
CD40	-1.16175
DYNC1LI2	0.3236875
GDI1	0.676
LOC646938	-0.33
VSNL1	-2.61316666666667
PIH1D1	0.211833333333333
RAET1G	-1.51
KRTAP5-9	0.4895
EFTUD2	0.0595
ZNF311	-1.71283333333333
ATP6V1G3	0.791
OR2W3	-1.05475
SCN4A	0.0255
MED10	-1.174375
FAM135A	-1.1491
ARHGAP4	-2.061
EHMT2	-1.13375
UFD1L	0.05875
ERMP1	0.35425
MAG1	-2.05233333333333
THAP8	1.139
HACE1	-0.274833333333333
FAM82C	0.09
C3orf20	0.1035
UNC84A	-0.154333333333333
SCD5	0.0924285714285714
LASS6	2.33425
LSG1	0.391583333333333
MAL	-6.227
GPR22	0.4515
WDR5B	1.92325
ACTRT1	0.2825
C17orf60	-1.62933333333333
GRIN2C	-0.3586
ARMC8	-0.223083333333333
SLC47A1	-2.01183333333333
DMPK	0.33775
DHRS13	0.0255
SMC1A	-0.0436666666666667
KRTAP17-1	1.537
SMYD5	-0.2505
TUSC2	0.90425
CRHR2	0.139
KIR3DL2	-0.41
CCDC104	0.8875
ATP2C1	0.37025
CROT	1.32075
PABPC3	-0.755
EGR1	-2.04533333333333
THSD1	-0.55225
KHK	-0.03
SLC12A2	1.4525
CD58	-1.463
STOX2	-1.945
CCDC76	-0.8456
CCDC48	3.864
DNAH1	0.5465
ZIC4	-0.523625
OR1G1	-0.5525
PSMC6	-0.236166666666667
PROKR1	0.0125
ABCB1	-1.69475
TRAT1	-2.76625
LLGL1	0.261
MTF1	0.301
USP54	1.28414285714286
PAGE2B	-1.8755
ITGB7	-4.0345
CCDC81	0.0875
LOC149837	0.817
SCUBE1	2.573
ZSCAN10	-0.022
HUWE1	0.6175
CDH17	-1.2385
CD180	-0.394
IL17A	0.14225
TMPO	-0.433625
KIAA1524	-0.556666666666667
HDGFRP3	-0.499333333333333
OXCT1	-1.38127272727273
RRAS2	-1.75866666666667
LTBP2	2.19175
SV2B	-0.0375
CYP2A6	4.655625
PKD1L2	-0.8525
PPM1M	0.17975
FLJ22662	-0.3575
ZNF502	0.99975
GP6	-0.86675
CRYBA2	0.274
LEF1	-1.0978
CTPS	-1.67014285714286
EYA1	-1.43783333333333
EPS8L1	1.024
MAPK14	-0.64575
SERPINB2	-5.772625
GTF2F2	-0.846166666666667
ZNHIT4	-0.044
PLA1A	-0.486625
C20orf114	2.05675
HPR	-3.8725
C18orf2	-2.9945
SATB2	-0.223
KCNJ9	-0.207142857142857
MGC157906	0.648
MOCS3	0.69475
C17orf71	0.0548333333333333
PPHLN1	-0.1689
HIST1H2BN	-0.536875
RAPGEF1	-1.076625
MAP3K8	-0.122
DLG4	0.448166666666667
STC1	-1.1235
CDGAP	0.27725
DDX26B	-0.919
LOC150223	-0.762
CPSF3	-0.589333333333333
TMEM14A	0.108
MYH3	-1.747
GPKOW	0.31875
SULT1A1	0.0895
SPON1	2.345
YY1AP1	0.417333333333333
RAB23	0.25825
PLA2G4A	-5.29675
MAPRE3	0.706
ZNF516	0.8595
GGPS1	0.42125
EXOC3L2	-0.432875
C19orf42	1.079
MAP2K2	0.088
HIST1H2BB	0.1745
RNF19B	0.6835
C6orf128	-0.439833333333333
TLR8	1.624
PCDHA9	0.1375
CARS2	0.036875
CLUL1	2.90666666666667
RHAG	-4.18916666666667
UNK	0.2645
EXOC8	1.0074
C9orf95	0.481
C14orf143	-0.00833333333333332
MAML3	-0.053375
LDHA	-0.4865
MRPL20	0.392875
KLHDC6	0.445333333333333
ATP5S	0.135166666666667
C8orf55	0.45425
PHF19	-2.2455
KRTAP13-4	0.1035
TTC5	0.70625
XKR5	-0.802
SILV	-4.5945
TEX28	-0.214
TCTN1	1.7845
CX40.1	0.015
PPP2R5C	-0.68775
C12orf30	-0.752166666666667
CAPG	2.3205
MPZL1	0.38255
ARSB	-1.5385
TDH	-1.8625
WASF4	0.03675
TSSK3	-0.785833333333333
7A5	0.0785
CRISPLD1	1.3015
MAD1L1	-0.210833333333333
SPIN4	-0.0491666666666667
AMPD1	-1.40875
DPYSL5	-0.297
INPP1	-1.12
ANKRD11	-0.780166666666667
NPAS4	-0.03725
GCET2	-0.5978
RNASE9	-0.241
GUCY2D	0.836666666666667
CCDC98	0.57525
FGF4	-0.594125
CPM	-2.344
SLC26A4	-1.3635
PLD5	-0.4015
FAM59A	-0.7335
FBXO5	-1.77344444444444
SIPA1L1	0.674375
DPYS	1.38525
ATG4D	0.10175
TGM3	-0.393
MTCH1	-0.229625
HK1	0.602857142857143
CDC26	-0.459625
GALNT12	-4.60133333333333
LOC339229	0.73875
MRPL35	-0.5205
ORC4L	0.5515
TNKS	-0.224785714285714
C2orf24	0.275666666666667
ZNF553	0.460833333333333
GGTLA1	3.0429
ZNF497	0.65675
CDY1B	0.63575
SLC30A4	0.10525
TUB	-0.726
ARHGEF18	0.368
ARRB1	0.1325
KCNK1	-1.115875
EREG	-2.8241
SCAMP5	0.96625
RUNDC3B	0.25875
ADAMTS20	0.24075
IL17RB	-0.6655
FLJ20323	-0.31925
MCAM	-0.555625
POLR3E	-2.15091666666667
AQR	-0.135
IPMK	0.4335
CDCA7	-6.12175
CAMP	1.1195
GRHL3	-0.7235
ADAMTSL2	0.444166666666667
CLMN	1.3685
SSTR3	0.446
MAGEA5	-2.80333333333333
OVOL2	4.2
JMJD1B	0.81425
RBL2	0.826
PYGO2	0.7125
PPP1R10	-0.0635
CSE1L	-0.104833333333333
LCA5	0.676
RDH16	1.34675
ASRGL1	-3.606125
TOM1	1.48933333333333
PTX3	-6.645
TTC15	0.56975
SCGB3A1	0.698833333333333
MRPL50	-1.7145
RCAN3	0.890375
SLC26A11	1.13875
STYX	0.2575
CINP	-0.0835
MARCH7	0.186
PFKM	0.0208333333333333
SGMS1	0.569833333333333
RIOK3	-0.3581
C1orf110	0.416
CES7	0.132125
LOC440248	-1.8495
PPP1R12C	-0.0985
C10orf27	0.662
ATG9A	-0.521
MRPS26	1.399375
TMEM40	2.4195
ELP3	-1.0171
ZNF787	-0.0523
HIAT1	0.065625
C8orf34	1.5395
MGC4655	0.1452
PELI1	0.072
PPT1	-0.1675
SLC35C2	0.527
C6orf125	-0.12625
MUC4	-1.70966666666667
RFC4	-1.76342857142857
GNB2	0.668333333333333
NUP50	0.310642857142857
SULT4A1	-0.460166666666667
C7	2.16025
CCDC130	-0.166
ARRDC4	-0.55
RQCD1	-0.3855
GLYCTK	-0.948
AYTL2	-0.855818181818182
MTUS1	0.7331
LEMD3	0.554166666666667
PLEKHF2	1.04025
HOXA7	-0.777625
GTF3C2	-0.35
DYNLRB2	3.73875
CNOT10	-0.20525
MR1	-0.0156666666666667
FFAR1	-0.35075
PRIC285	0.43575
SLITRK6	2.54475
LIX1	-2.1774
UBE1L2	0.339833333333333
F8	1.55375
ACHE	0.2045
KPNA5	-0.952
TNFRSF12A	0.00183333333333334
EGR3	0.3065
SERPIND1	-3.98133333333333
OASL	2.14975
IFRD1	-1.758625
WDFY1	0.758166666666667
ZNF267	-0.088625
ACCN5	-0.352
ZBTB6	0.0325
PPP1R3A	0.2425
PRRT3	2.5145
FBXL19	-0.9275
TXNIP	-0.0734285714285714
ACTN2	0.947
ATG9B	-0.13025
C9orf117	1.638875
IL27	-1.8
RPL36AL	0.146333333333333
KLK15	0.43425
CHAD	1.306
RAP2B	-0.4364
HEBP2	0.70075
ZNF342	0.759
CAMK2G	-0.266
TLR3	0.965
FGF14	0.30775
HMGB2	-0.956625
TRPM5	-0.25
OR5M11	0.765
KIF3B	1.43978947368421
PRICKLE2	0.764
MTMR9	-0.19275
C3orf27	0.02025
GLRA3	-2.20833333333333
NSDHL	1.065
TMEM32	-0.29775
POLR2D	-1.20316666666667
MYADML	0.308
C9orf114	-0.65475
MRGPRX1	0.6055
TOPORS	-0.0035
CLDN19	0.60925
C1QL4	0.1445
RNF165	-1.2005
DHRS9	-1.705
DNAH2	0.1635
FXR1	-0.758833333333333
ZMYM3	-0.355125
CASP3	0.173166666666667
FAM120C	-0.88575
SCLY	-0.33875
CA7	0.122
ENTPD5	-0.2535
ZNF461	0.34425
PDIA5	-0.593
C1orf19	-0.122
TMEM67	0.45725
KCTD20	-0.84875
WDR47	0.9425
FLJ38723	0.613
KLRF1	-0.7295
TAS2R16	0.393
CLDN12	0.08175
PRKCE	-0.60025
UBXD4	-0.549
ITGAM	1.77683333333333
GLT8D3	-0.446
WDR31	0.9789
RGS2	-1.16775
OR51L1	0.1925
MST1R	1.86175
KIAA1737	0.538
OR4A5	0.3205
GLIS1	-1.61416666666667
PTMA	0.182785714285714
NAPA	1.51225
PRDM11	0.052
LIPF	0.0735
DIRAS3	0.678
ASGR2	-4.80475
C1QTNF4	0.3805
PIK3R4	0.652666666666667
ARMC3	1.194
NDUFV3	-0.194583333333333
BTBD3	0.3885
PPP1R2	0.328
UBE2NL	0.22075
FOSL2	-0.0462142857142857
FAM119A	-1.05116666666667
TUBA4A	0.692
KRTAP12-1	0.653
SFRS2	0.06375
RHPN1	0.0881
EEF2	-0.363
ZDHHC11	-0.459
EPHA3	-2.0557
RBM12	0.40175
H2AFJ	2.83325
EDIL3	1.776
KIF26A	-2.5025
SERGEF	0.58
B3GALT4	2.1355
LOC90925	-0.2935
OSCAR	-0.6325
NPFF	-0.311125
DEDD	0.320625
TMEM155	-1.348
PTPN1	1.3045
SCYL2	0.547666666666667
SKAP1	3.4035
LEAP2	-2.82633333333333
GADD45G	1.6123
IFITM3	1.20125
PILRB	-1.4475
SLU7	0.249375
DSC3	0.63325
DNMT3L	-1.458
PAPD5	0.807
B3GNT3	-1.17766666666667
LHCGR	1.2105
MSL-1	0.56425
UBE2S	-0.83025
SAP130	0.134
ANAPC11	1.03625
MAGED4B	-2.8625
ATP6V1B2	-0.748166666666667
C14orf179	1.014
CAPZA1	-0.246375
CDYL2	0.117
GLRX3	-0.598666666666667
LOC136288	0.76425
MOBKL1A	-0.3205
HTR2B	2.3165
CRYGD	-0.0575
NUS1	-0.756666666666667
PGRMC1	0.871
MYOM2	-1.1265
FLJ39653	-1.67216666666667
CHM	0.5413
OR5M8	0.834
ZNF619	0.524
FAM105A	-0.46675
CCNL1	-0.90175
NAP1L3	-1.11
C10orf57	2.71083333333333
B3GALNT1	0.6615
CSN1S2A	0.3475
TCP10L	0.3095
GDAP2	0.044875
DMKN	0.501166666666667
COX6B1	0.478
DNASE2	0.974833333333333
MSH5	-2.313
LGMN	-0.2405
USP31	0.0262
OR13C8	1.006
SDCBP	-0.4548
NUDT11	-3.49283333333333
PYGL	-0.123
SNPH	1.15133333333333
B3GNT4	0.7215
MIZF	-0.6977
NUBPL	0.928125
NOD1	-0.213166666666667
CDH22	1.3575
NUBP1	0.489333333333333
DSCAM	-4.7005
DGKI	0.935
FAM136A	-0.498
AKAP1	0.4245
SLC16A6	0.693
RIN3	-1.33425
PSG2	-0.3725
DIP2B	-0.157416666666667
PSORS1C1	0.2865
KIAA0495	-1.2485
FLJ90709	-1.08383333333333
LPA	-0.3
PIGA	0.584166666666667
LY75	0.528333333333333
UTS2	-7.41366666666667
RREB1	0.065375
GALNACT-2	0.2403
MGC3196	-0.16625
FLJ31568	1.127
LPHN1	0.370625
SP1	1.058875
TOX4	1.0815
HSPA9	0.662
APOBEC1	-0.507
SLC35E4	-1.0955
LSM5	-1.429
SURF1	0.85075
ZBTB1	-0.233333333333333
GTF2F1	0.25125
RPS15A	-0.365857142857143
DUSP21	-0.9212
GINS4	-3.06
MYO15A	0.3195
GIMAP7	1.56525
MGC13379	0.63575
ATP6V1E2	-0.6625
UTP3	0.1065
HNRPA3	-0.495125
MT4	3.305
C14orf155	0.49875
U1SNRNPBP	0.59525
CKLF	-0.409
PLEKHN1	-0.8205
MBNL1	-0.131416666666667
NUP160	-0.474
ACSM2A	-1.6795
LOC129881	1.82125
KIAA1529	-1.35875
FLJ22639	-1.94075
HAND1	-1.4105
GSX1	0.2425
FGA	-4.6508
SERPINB1	-0.79575
ZNF642	-0.92325
IGFBP1	-9.17025
SLC1A1	-1.722
DHX57	0.00899999999999999
ZNF766	0.083
PTPN21	-0.07
GDPD3	-0.173833333333333
PNPLA5	0.567
TBR1	-0.0158333333333333
FAM116A	0.13825
IQGAP1	0.319
FOS	-1.216125
ZNF226	0.178875
FIGNL1	-0.251
C14orf1	0.208833333333333
ZMYND17	-0.265
PUS7	-1.02466666666667
TUBB6	-1.34625
KCNQ2	-1.65625
MARCH6	0.334
CCDC33	0.0905
PRODH	0.857
RBM11	2.96625
EPHA6	-0.461875
SLC43A1	-1.3305
LOC196541	-0.11625
NTN1	1.07
ING4	1.19875
PCDHB10	1.3
DPH2	-0.524666666666667
SPACA4	0.22325
FBXL21	-5.2535
DIAPH1	-0.2985
ZNF71	-0.277333333333333
CEP76	-0.3815
CORO1A	-2.26725
RRM2	-0.828375
EDG4	1.087
OS9	0.438833333333333
SLC4A1AP	0.0995
COG5	0.5105
COPS8	-0.076
NGLY1	-0.5735
NCBP2	-0.22325
C17orf42	-1.12516666666667
GPSM3	-0.28275
SIL1	2.03516666666667
ASB6	-0.072
SMAD5OS	-0.4325
UNC93A	-3.5585
A1BG	0.921333333333333
C21orf62	0.3735
FMO5	0.259916666666667
ATRIP	0.956
CEBPG	0.0701666666666667
C7orf38	0.265333333333333
TNFRSF1B	-0.944166666666667
CLEC1A	0.640166666666667
IQSEC1	0.3515
PATZ1	1.4283
RBM22	1.021125
BAG2	-2.7725
PAQR5	-1.9865
C9orf127	0.6282
THNSL1	-0.196
SHROOM3	1.8421
JAM2	-0.4565
SNRPN	-3.07925
ALX4	0.096
CACNA1S	1.3515
FAM130A1	0.931
CORIN	1.834
CD300LB	1.2315
PLEKHG6	0.4975
LRRC40	-0.988
PCLKC	-1.345
PCDHB16	0.228666666666667
WNT2B	-0.261833333333333
ASNS	-0.966111111111111
MRPL49	0.5145
FLJ46111	0.291
ISG20	-0.837375
SMU1	-0.573
CASZ1	0.2745
POLR1D	-0.14175
GIN1	0.01725
SNAG1	-0.0338333333333333
ANKRD29	-2.4545
CDKN2AIP	-0.5095
KRR1	0.47775
CXCL1	-4.70633333333333
EPM2A	-0.00640000000000001
PC	-0.643833333333333
DEFB127	0.0525
PDZRN4	1.2476
FAH	-0.533
OR51E1	1.9565
CDC2L6	0.521
DNTTIP1	0.93075
PAX8	0.709
TMEM116	0.9075
C1orf150	0.0925
PRO2012	2.42575
MRPL40	0.494
BEX1	-1.4278
SLC2A4	-0.100666666666667
PKMYT1	-0.90925
FEZF2	-0.310666666666667
SLC26A9	-2.22825
MAP2	0.579333333333333
LYL1	-2.3265
SLC25A19	-0.314
NOS3	-0.758
ZNF34	0.4115
TMPRSS11F	0.215333333333333
FAM43A	-0.81625
FCRL4	0.0713333333333334
KLF14	-0.30925
FLRT2	-1.16916666666667
WRN	-0.7395
SDF2	0.6929
KRT8P12	0.082
C6orf195	0.219
C9orf125	-2.54116666666667
DZIP3	0.695875
RIT1	0.0975833333333333
SCML1	-0.665833333333333
RHBDF2	0.563
OR2G3	1.1455
REXO1L1	0.1945
MAP3K7IP3	-0.232875
C3orf57	-4.07675
FBXW11	-0.552666666666667
ETAA1	-0.1995
C14orf131	-0.6726
AKT1S1	-0.01925
SLC12A5	-0.73775
C9orf164	1.7315
NRIP3	1.303875
NOS1AP	0.5525
TMEM121	0.22275
SAP30BP	0.4536
DGCR6	1.54825
WDR76	-1.10075
FAM82B	-0.348
LOC606495	0.312
MAP9	2.54316666666667
BCDIN3D	0.63925
CXorf36	2.7315
DSCR3	0.1861
ZFAND3	0.19725
C7orf43	0.018
SPSB3	0.2996
C19orf19	0.0825
FAM133A	-2.816375
C12orf25	1.12975
SLC39A3	0.1645
DISP2	0.99975
PI4KAP2	-1.289
MKRN3	-1.55466666666667
ADAMTS13	-0.05175
CBLN3	0.766555555555555
TTYH1	-1.32366666666667
C3orf18	1.90975
FLJ13236	0.579
ZMYND12	3.409
C18orf25	0.572
GLB1L3	-1.037
ATP13A5	-0.2415
RANBP10	0.159
CD96	-2.7391
DENND1C	-1.96
RBMS3	-0.7251
SLC41A3	0.554666666666667
DGCR6L	1.406
TMEM128	0.203666666666667
CSNK1G3	0.793214285714286
MOBKL2C	0.32725
TSPAN6	-1.781875
MATN2	-1.9181
MSL2L1	-0.2975
ST6GALNAC2	1.5905
FGFBP2	-0.9865
FGL1	-7.57333333333333
MPP3	-1.4925
ARHGEF6	1.72366666666667
TGFBR2	-0.7865
ACMSD	1.76075
IL33	2.16425
C9orf5	0.242333333333333
DEAF1	0.2615
AMN	-0.0485
DEFA6	0.26625
RNF212	-1.93875
METT5D1	0.76
CIB1	0.6734
TSSK1B	1.061
KIAA1727	1.781
ZNF680	0.273833333333333
LOC399900	-0.478
LOC152217	0.121666666666667
CTNNAL1	-3.2315
CIT	-1.26975
TLE6	1.7715
ZNF607	-0.06975
HERC4	-0.778666666666667
DRAP1	-0.0407
PEMT	-0.04975
C10orf111	-0.7925
ZNF575	0.442375
KCTD7	0.33
MYO1F	-0.232125
LOC285382	-0.16725
RAB11A	0.4896
PLCD3	-0.6635
C15orf28	0.05825
PTBP2	-1.07225
CTB-1048E9.5	0.377125
C19orf60	-0.0281666666666667
C7orf25	0.5615
SETD7	0.965625
HOXB9	-5.223
VANGL1	0.2186875
CHAF1B	-1.02375
NDUFA3	0.56
KIAA1328	0.0808333333333333
SHARPIN	0.185875
TTC23	-0.106875
UGP2	0.512666666666667
ANKIB1	0.944
CIRBP	1.30842857142857
SEC14L4	-3.27016666666667
OVCH1	-0.13
VPS52	0.06775
FAT	-1.705875
M6PRBP1	-0.0585
GPRIN3	-0.2885
PPM1F	-0.9095
TSR1	-0.61775
CCDC85A	1.45125
PCSK5	0.50075
ZFHX3	0.5275
HEMK1	0.1143
PGBD2	-0.0865
RSRC2	-0.173833333333333
AURKC	-1.00633333333333
SCRIB	0.408375
ORM2	-4.4685
FAM115A	0.1645
FZD6	0.914875
UNC119	0.843333333333333
GPX3	-0.8872
NOV	-1.18925
CABC1	-0.362375
CDC42SE2	0.1023125
EIF2S2	0.4134
RNF130	0.80925
CKAP5	-0.0588333333333333
RP11-413M3.2	0.167375
C10orf18	0.5656
TMEM93	-0.52925
DYX1C1	1.64075
KCNMB2	-1.518625
ANK3	2.14058333333333
KRT5	-0.8743
CDH12	-1.68175
QRSL1	-0.59825
JUB	-0.85975
SHC4	-2.053875
CCL15	0.501
CCDC22	0.34
SNX24	0.66225
RARS	-0.2275
MORC2	0.374625
FAM48A	-0.22225
MT1H	-0.9765
PPP1R14C	-2.00283333333333
FOXD1	-3.39157142857143
C1orf213	-2.36225
AMT	-1.8785
DSN1	-0.506
PTPLAD2	2.1585
DIS3L	-0.68575
RASL11A	-0.01825
GPRC5B	-0.839
FRMD7	1.687
STRN4	0.652
KITLG	1.57536363636364
HDGF	-0.51275
OR1S1	0.41
SETX	-0.1065
DDR2	-0.507125
KCTD12	0.0435
LYZL2	-1.06575
WDR52	0.226
TMEM2	-0.67925
ZNF579	0.0763333333333333
LOC200810	0.54125
TNFSF9	-2.727
PPFIA4	-2.86575
CNIH3	0.487
MAP4K4	-1.14021428571429
ROD1	0.347785714285714
ALS2CR12	-0.129333333333333
DOCK3	1.5085
PAQR9	-4.2595
ASB17	0.3495
STX16	-0.422875
FEZ2	0.0261666666666667
DLAT	-1.16983333333333
KIF21B	-1.76016666666667
CDC5L	-1.28225
TMEM119	0.7685
CRIP3	-2.20975
TPSD1	0.0788
TEPP	-0.24275
GNGT2	0.24525
C21orf121	1.52325
WNK1	0.1765
FLJ10490	0.6445
OR51B5	-2.662
LOC203547	-0.554125
HAS1	-1.159
PPA1	-0.217
ST7	0.384375
C11orf46	0.7808
POPDC3	-4.36583333333333
ACOX2	2.46416666666667
ATCAY	-0.521333333333333
TM4SF19	-1.73075
MFSD9	0.0761666666666667
PDHB	0.03875
ERN1	0.372
LCE3C	0.051
GPR111	-0.329
NOTCH3	1.833
ADAMTS5	-0.0655
B3GALT1	-1.1325
UGCGL1	-0.0521666666666667
FAM58A	0.603166666666667
FBXO32	0.52975
CLPP	0.2715
NXPH1	-0.85925
MTMR3	1.3195
ATP1B3	-1.01125
TMEM16A	3.94275
HIST1H3F	0.2295
TRIM25	0.2205
SDCBP2	0.867
CRKL	-0.6885
HOXB2	2.64983333333333
ANP32B	-0.714125
GATM	3.1385
AP4E1	-0.003125
EDG5	0.5205
CDKN3	-0.770666666666667
CDH4	-2.714
PGD	-0.412666666666667
RND1	0.8685
GAD1	-3.2756
MPG	0.10025
LOC440350	-0.361
ZNF133	0.41625
SERPINB12	-0.3085
AMELY	-0.566833333333333
DHX36	-0.899
TNFAIP8L2	1.67383333333333
PHTF2	0.556333333333333
CCDC112	-0.642333333333333
IQCC	0.06975
HEYL	2.451
FTSJ2	-0.337833333333333
APPL1	0.563
RAB43	0.155214285714286
OR10G2	0.5285
WAC	-0.0666666666666667
ADCY9	0.248375
RUNDC2B	-0.0935
PYCRL	0.8761
AGPAT7	-1.024
SLC22A9	-1.29683333333333
CDKAL1	-0.043
PDYN	0.548166666666667
C20orf74	-0.47525
MTMR11	0.86775
VAV3	3.77166666666667
DAPL1	-1.118
STXBP3	-0.283
EIF3G	0.23125
ARHGAP22	-2.059
NPFFR1	0.395
NPC1	-0.337
ALDH9A1	0.945166666666667
ZNF600	0.55825
ZNF678	-0.407666666666667
RASSF1	0.426083333333333
ADD2	-3.555875
PITPNB	0.111625
PKD2L2	-0.245875
LRP11	-0.359
CDKL1	-0.856
SMEK2	0.2245
PRODH2	-3.906
C11orf54	-0.903
SFRS11	-0.685666666666667
IL7	-2.17516666666667
ALS2CR16	0.89175
BTG3	-1.13516666666667
PAK2	-0.0993888888888889
RP11-679B17.1	0.12975
GATA4	-1.77216666666667
ATP2B1	0.20725
LOC130940	2.05
C1orf172	2.095
ATF7IP2	-0.83525
SLC25A43	1.39283333333333
CENTG3	-0.4705
IGF2BP1	-4.1468
FCHSD1	0.249
CAMK2N2	0.3025
ELAVL3	-0.0051
NBPF15	-0.6535
UBE2J2	-0.0731666666666667
GNL2	-1.1015
PRR3	-0.595
NLF2	0.195
OR4F6	0.2555
KLHL24	0.0295
CCDC88A	-2.4137
SGPP1	-2.74816666666667
C10orf11	0.226333333333333
SLC35B4	-0.703
UGT3A2	-1.731
ARNT2	0.6202
CBR1	-0.456375
ITPR3	-0.907666666666667
TRAPPC6B	-0.1328
AMZ1	3.039
ARP11	2.633
WDSUB1	0.9515
APBA1	0.336333333333333
RAB2A	0.6051
C6orf162	-0.606875
HPSE2	0.50925
PLCE1	-1.25775
INSL3	-0.27175
DLG1	0.3887
PTPLA	-4.26675
PIGX	0.897625
TFIP11	0.602166666666667
FIBIN	1.3565
POLR2G	0.32425
GRAP2	-2.7389
DNAJB8	-0.0325
CNBP	0.503833333333333
WASF1	-1.57175
INPP5E	-0.8638
HSPB1	2.3201875
TMEM167	-0.4486
CUBN	0.15875
IGF1	1.01875
ITPK1	0.0496
NAALAD2	-1.42025
G3BP1	-0.073
NT5DC1	0.135
CYP39A1	-0.2095
TMEM139	-0.595833333333333
POLK	-0.4507
GLULD1	-1.90775
RBM15	-1.34883333333333
AMZ2	0.7175
GDF15	-3.159
MESDC2	-1.0095
INCA	-1.3175
ACY1L2	-3.161
GZMM	-1.74783333333333
PAIP1	0.23025
CACNA2D1	0.553
STK32C	-0.602666666666667
SH3BP4	0.886166666666667
DEC1	-0.6525
PADI1	-0.215
UBB	0.3883
PON3	-1.52266666666667
PROP1	0.431
ANKRD13B	0.242
ADCK1	-0.658
TCF25	0.115416666666667
SLC38A5	-3.31575
CXorf26	-0.104833333333333
C19orf39	0.59375
PPP1R13B	0.76875
ARL2	-0.9015
TCL6	0.135833333333333
TOP3A	-0.863
SLC16A14	1.513125
FXYD6	0.609333333333333
HIST1H4E	-0.39
BBC3	0.215368421052632
UNC5A	-0.0246666666666667
FAM86C	0.0689
PI4KB	0.5025
B3GAT1	-4.35125
SUSD2	1.28533333333333
OAZ2	-0.756166666666667
NOC4L	0.08175
C10orf12	0.488
FADS1	-1.66616666666667
LOC144097	-0.43375
DKK2	1.60883333333333
KIAA1949	-0.91775
RHOT1	0.1128
OXT	0.982166666666667
GPR153	-0.0145
ARL4A	-1.551
SAAL1	-1.082
CCDC64	0.381
USE1	-0.241833333333333
HNMT	0.400333333333333
PCGF3	0.2304375
CYP2C19	-0.145333333333333
C20orf4	1.263
CCDC11	1.39925
ACSBG2	-0.591
RWDD2A	0.1635
PALLD	2.006625
CPLX4	0.95
LOC492311	1.2335
KPNA2	-0.900666666666667
MACROD1	0.0934
TMCO3	1.258
C15orf52	0.232833333333333
BIRC5	-0.2132
PRR16	-1.09533333333333
FAM63B	-0.74675
KATNB1	-0.107
WNT8B	-0.374
CPLX3	0.35625
GHR	2.924
