Hybridization REF	TCGA-A2-A0ER-01A-21R-A034-07
ZNF434	-0.6175
SMARCD1	-0.755666666666667
ZFP106	0.0385
ZNF347	0.2883
GTF2E1	0.4835
RY1	0.293333333333333
ATAD2B	0.01675
ARHGAP17	-0.2713
KCNIP3	1.587
SFPQ	0.058125
GFRA4	-0.3575
AKR1B10	-2.315125
TIGD6	0.570333333333333
RGS16	1.79225
URB1	-0.6625
OR4C46	-0.1302
TOP3B	-1.18
NFATC4	-0.1555
CA14	-2.22125
BMPR1A	0.413
SNRP70	-1.184125
PRL	0.034
C6orf130	0.026
STAG2	-0.05175
CD55	-0.695928571428571
RPS23	1.334
SSX2	-1.37066666666667
FDPSL2A	-0.5105
FBXO27	1.012875
SYNGR3	-0.231166666666667
TMSL3	1.32125
EML1	-0.6755
NUP93	-0.814
SMAD3	0.0129
KIAA1189	0.501833333333333
HNRPUL2	-0.2685
TBC1D12	1.58866666666667
C16orf24	0.52475
MRVI1	1.96766666666667
ZNF581	-0.320333333333333
ELOVL3	-0.877
OR51Q1	0.135
CACNB3	1.249
GALNT13	-1.9915
C10orf84	1.7978125
NEDD4	-0.1161
SPO11	0.328
OR5AU1	0.0815
NEK4	1.27071428571429
PRKAR2A	-0.3595
IHPK1	-0.1255
ATP6V0B	1.3915
CACNA1E	0.2665
CEACAM8	1.00733333333333
PEX14	0.0485
FLJ12993	0.7895
ZBTB38	0.643666666666667
PCTK2	1.38733333333333
LRRC16	0.00629999999999999
FBLIM1	-0.3495
FYCO1	1.525
RP5-1022P6.2	-0.960916666666667
CMTM1	0.716833333333333
PLTP	-0.698
RAPH1	0.868625
DOCK8	-0.0282857142857143
EZH2	-1.67506666666667
SLC25A1	-0.2625
PLEKHB1	1.0165
GRB7	0.9881
ZFP37	-2.57025
MRPL33	-0.039
PELO	-0.407
ARMC1	0.0573636363636364
C9orf27	0.0243333333333334
FLJ25778	0.6065
C9orf37	-1.15833333333333
TMEM66	0.771
SPRN	-0.479875
HBEGF	0.507714285714286
PI4KA	-0.2285
LEPRE1	-1.198
POU2AF1	-2.82425
MRPL12	-0.9815
REP15	-1.9955
ZC3H3	-0.02875
RASAL1	-1.55075
DDAH1	2.092125
ACBD5	0.569625
TMC2	-0.035
CCDC137	-0.923
SAMD13	-0.714333333333333
UGT2B15	-2.88433333333333
TIPARP	-0.1435
DNASE1L3	1.15175
TRIM72	0.011
DBX2	0.764
IPO8	0.27325
C21orf88	-1.5538
MAP3K14	-0.39875
LOC51233	0.1365
GGTLA4	-0.81475
PDE6D	-0.08425
ZNF117	1.1165
CLK2	-1.50675
NKRF	-1.10525
TNFSF15	-0.2265
DUSP2	-0.540875
SECISBP2	-0.1142
GABRR2	-0.825
PPAP2C	1.33975
LOC51145	-0.145166666666667
PAG1	-0.707
PIK3C3	-0.08625
GNG10	0.765
APOL4	0.513333333333333
ANKRD28	-0.550875
STMN3	0.2988
RAB14	1.0711
CDK2AP2	0.35225
HDDC3	-0.302875
COMMD7	0.572125
CXXC1	-0.39275
HMCN1	-1.6745
CD40	-0.30975
DYNC1LI2	0.6204375
GDI1	0.91
LOC646938	-0.10425
VSNL1	-3.45233333333333
PIH1D1	0.0631666666666667
RAET1G	-1.2165
KRTAP5-9	-0.0925
EFTUD2	-0.99925
ZNF311	-0.566166666666667
ATP6V1G3	0.64075
OR2W3	-0.88975
SCN4A	0.3665
MED10	-0.574
FAM135A	0.3781
ARHGAP4	-1.428
EHMT2	-0.820625
UFD1L	0.2325
ERMP1	0.08975
MAG1	-1.25733333333333
THAP8	0.463333333333333
HACE1	0.0146666666666667
FAM82C	0.874833333333333
C3orf20	-0.3265
UNC84A	-0.215833333333333
SCD5	-0.799769230769231
LASS6	2.779875
LSG1	0.136833333333333
MAL	-5.11275
GPR22	1.21
WDR5B	0.7565
ACTRT1	-1.217
C17orf60	-0.668166666666667
GRIN2C	-0.4292
ARMC8	-0.204166666666667
SLC47A1	0.879166666666667
DMPK	0.4555
DHRS13	0.337166666666667
SMC1A	-0.656666666666667
KRTAP17-1	2.134
SMYD5	-0.651
TUSC2	0.22225
CRHR2	0.918
KIR3DL2	1.817
CCDC104	1.185
ATP2C1	0.41525
CROT	0.4225
PABPC3	-0.7505
EGR1	-0.5485
THSD1	0.36375
KHK	-0.063
SLC12A2	0.553375
CD58	-1.1075
STOX2	-1.4605
CCDC76	-0.7624
CCDC48	2.792
DNAH1	0.0401666666666667
ZIC4	-1.13
OR1G1	0.662
PSMC6	-0.3815
PROKR1	0.5615
ABCB1	-0.685
TRAT1	-0.82475
LLGL1	0.248
MTF1	1.195
USP54	0.44925
PAGE2B	-4.405
ITGB7	-3.7955
CCDC81	-0.537
LOC149837	0.01525
SCUBE1	0.2
ZSCAN10	-0.0525
HUWE1	0.0492857142857143
CDH17	0.248
CD180	0.2115
IL17A	-0.64
TMPO	-0.26425
KIAA1524	-1.20433333333333
HDGFRP3	0.097
OXCT1	0.255272727272727
RRAS2	-2.87233333333333
LTBP2	1.7960625
SV2B	2.00116666666667
CYP2A6	2.01175
PKD1L2	-1.11533333333333
PPM1M	0.644
FLJ22662	2.39833333333333
ZNF502	-0.82625
GP6	-0.6415
CRYBA2	-0.6265
LEF1	-2.4955
CTPS	-1.80714285714286
EYA1	-4.50666666666667
EPS8L1	1.6525
MAPK14	-0.131916666666667
SERPINB2	-5.127125
GTF2F2	0.2705
ZNHIT4	0.1515
PLA1A	-0.089875
C20orf114	4.6235
HPR	-4.28
C18orf2	-2.9804
SATB2	-2.01575
KCNJ9	0.472571428571429
MGC157906	0.221
MOCS3	-0.78775
C17orf71	-0.64
PPHLN1	-0.2583
HIST1H2BN	-0.9135
RAPGEF1	-0.222
MAP3K8	0.92475
DLG4	0.166833333333333
STC1	0.76725
CDGAP	0.7785
DDX26B	-1.82375
LOC150223	-2.1925
CPSF3	-0.661
TMEM14A	-0.35125
MYH3	-2.70875
GPKOW	0.53425
SULT1A1	-0.0371666666666667
SPON1	2.3174
YY1AP1	0.245333333333333
RAB23	0.35375
PLA2G4A	-4.35775
MAPRE3	0.58775
ZNF516	1.12342857142857
GGPS1	0.57225
EXOC3L2	-0.855125
C19orf42	0.3107
MAP2K2	-0.319666666666667
HIST1H2BB	-0.8585
RNF19B	1.12483333333333
C6orf128	0.0513333333333333
TLR8	1.933
PCDHA9	0.741
CARS2	0.379
CLUL1	2.32233333333333
RHAG	-3.86666666666667
UNK	-0.1995
EXOC8	0.7266
C9orf95	1.687
C14orf143	0.6635
MAML3	0.254625
LDHA	-1.30125
MRPL20	0.219875
KLHDC6	0.568833333333333
ATP5S	0.600333333333333
C8orf55	0.28725
PHF19	-2.008
KRTAP13-4	-0.325
TTC5	-0.034
XKR5	-0.73
SILV	-4.16566666666667
TEX28	0.581
TCTN1	1.1215
CX40.1	0.013
PPP2R5C	0.14825
C12orf30	-0.783666666666667
CAPG	2.489
MPZL1	0.45655
ARSB	-1.26866666666667
TDH	-1.5275
WASF4	1.246
TSSK3	-0.8248
7A5	2.2725
CRISPLD1	1.506
MAD1L1	-0.0925
SPIN4	-0.525666666666667
AMPD1	-0.53525
DPYSL5	-0.736
INPP1	0.228
ANKRD11	-0.8795
NPAS4	-0.302125
GCET2	-0.2284
RNASE9	-0.069
GUCY2D	-0.3634
CCDC98	-1.1695
FGF4	-0.48925
CPM	-1.29166666666667
SLC26A4	-2.1555
PLD5	-0.14475
FAM59A	-0.8183
FBXO5	-1.38911111111111
SIPA1L1	0.351375
DPYS	1.01375
ATG4D	-0.04175
TGM3	1.0525
MTCH1	-0.018125
HK1	1.14585714285714
CDC26	-0.365875
GALNT12	-3.35233333333333
LOC339229	-0.389
MRPL35	-0.35825
ORC4L	0.40775
TNKS	-0.599642857142857
C2orf24	0.291
ZNF553	0.3995
GGTLA1	2.4921
ZNF497	0.37525
CDY1B	-0.202
SLC30A4	0.2955
TUB	0.132875
ARHGEF18	0.20025
ARRB1	0.32675
KCNK1	0.398625
EREG	-2.70925
SCAMP5	0.54725
RUNDC3B	1.3585
ADAMTS20	1.727
IL17RB	2.54675
FLJ20323	-0.56175
MCAM	-0.461375
POLR3E	-1.65608333333333
AQR	0.426833333333333
IPMK	0.7465
CDCA7	-4.327625
CAMP	4.23625
GRHL3	1.46275
ADAMTSL2	0.0263333333333333
CLMN	2.2175
SSTR3	0.3275
MAGEA5	-1.88633333333333
OVOL2	3.63575
JMJD1B	0.618
RBL2	0.4978
PYGO2	0.56575
PPP1R10	-0.0351666666666667
CSE1L	-1.18816666666667
LCA5	0.7525
RDH16	0.84475
ASRGL1	-1.78775
TOM1	1.03583333333333
PTX3	-5.15275
TTC15	0.2475
SCGB3A1	2.06033333333333
MRPL50	-1.0115
RCAN3	1.25225
SLC26A11	1.78875
STYX	-0.091
CINP	0.02825
MARCH7	0.4925
PFKM	-0.935833333333333
SGMS1	-0.6605
RIOK3	0.0139
C1orf110	-0.1875
CES7	0.106
LOC440248	-2.38275
PPP1R12C	-0.82
C10orf27	0.5995
ATG9A	-1.03875
MRPS26	0.898875
TMEM40	-0.60825
ELP3	-0.5608
ZNF787	-0.2824
HIAT1	0.936375
C8orf34	0.4896
MGC4655	0.835
PELI1	-0.503666666666667
PPT1	1.5022
SLC35C2	-0.8355
C6orf125	-0.17575
MUC4	-1.6388
RFC4	-1.95914285714286
GNB2	0.602666666666667
NUP50	0.107714285714286
SULT4A1	-1.38316666666667
C7	3.203
CCDC130	-0.372666666666667
ARRDC4	0.09275
RQCD1	-0.1065
GLYCTK	-1.1215
AYTL2	-0.810636363636364
MTUS1	0.9179
LEMD3	0.507666666666667
PLEKHF2	2.062
HOXA7	-0.59025
GTF3C2	-1.413
DYNLRB2	4.1865
CNOT10	-0.3675
MR1	-0.476333333333333
FFAR1	0.2935
PRIC285	-0.2805
SLITRK6	1.3175
LIX1	-2.4109
UBE1L2	0.28725
F8	1.020375
ACHE	-0.333833333333333
KPNA5	1.254
TNFRSF12A	-0.646166666666667
EGR3	2.254
SERPIND1	-3.34416666666667
OASL	2.707
IFRD1	-2.338125
WDFY1	0.7285
ZNF267	0.113375
ACCN5	0.5545
ZBTB6	-0.19175
PPP1R3A	-0.089
PRRT3	1.8565
FBXL19	-0.6465
TXNIP	1.34257142857143
ACTN2	-2.24675
ATG9B	-0.6145
C9orf117	0.21975
IL27	-1.8675
RPL36AL	0.0896666666666667
KLK15	-0.1225
CHAD	2.407
RAP2B	-0.3957
HEBP2	1.47975
ZNF342	-0.115
CAMK2G	-0.0981666666666667
TLR3	0.689
FGF14	-2.1055
HMGB2	-0.4505
TRPM5	0.078
OR5M11	-0.2705
KIF3B	0.71521052631579
PRICKLE2	1.17475
MTMR9	-0.304625
C3orf27	-0.362
GLRA3	-1.73033333333333
NSDHL	0.1445
TMEM32	0.2665
POLR2D	-1.07208333333333
MYADML	0.322
C9orf114	-0.866
MRGPRX1	-1.2535
TOPORS	1.5685
CLDN19	-0.63975
C1QL4	-0.3405
RNF165	-1.3335
DHRS9	-0.24975
DNAH2	0.3465
FXR1	-0.612666666666667
ZMYM3	-0.95375
CASP3	0.0106666666666667
FAM120C	-0.89225
SCLY	-0.83975
CA7	-0.2895
ENTPD5	0.584
ZNF461	-0.470375
PDIA5	-0.6725
C1orf19	-1.03966666666667
TMEM67	-0.18975
KCTD20	-0.5585
WDR47	1.139
FLJ38723	0.9655
KLRF1	-0.2575
TAS2R16	0.1535
CLDN12	1.13125
PRKCE	0.3705
UBXD4	0.0185
ITGAM	2.19916666666667
GLT8D3	-0.297125
WDR31	1.0259
RGS2	0.3175
OR51L1	0.167
MST1R	1.30125
KIAA1737	1.22325
OR4A5	1.574
GLIS1	-1.86816666666667
PTMA	0.273142857142857
NAPA	1.54825
PRDM11	0.703
LIPF	2.0345
DIRAS3	2.0255
ASGR2	-4.03575
C1QTNF4	0.5135
PIK3R4	0.160833333333333
ARMC3	0.24375
NDUFV3	-0.456
BTBD3	-0.298333333333333
PPP1R2	1.02975
UBE2NL	-0.28825
FOSL2	0.936928571428571
FAM119A	-1.125
TUBA4A	-0.7395
KRTAP12-1	0.80075
SFRS2	-0.73225
RHPN1	-0.1497
EEF2	0.00783333333333336
ZDHHC11	0.496333333333333
EPHA3	-1.875125
RBM12	-0.424
H2AFJ	1.0575
EDIL3	0.4545
KIF26A	-1.42975
SERGEF	0.74275
B3GALT4	2.9785
LOC90925	3.7735
OSCAR	-0.2185
NPFF	-1.120875
DEDD	0.253375
TMEM155	-0.39
PTPN1	1.443
SCYL2	0.633166666666667
SKAP1	0.249
LEAP2	-3.06
GADD45G	0.8806
IFITM3	0.998
PILRB	-1.95516666666667
SLU7	0.3100625
DSC3	0.36575
DNMT3L	-1.01325
PAPD5	2.18225
B3GNT3	-1.5205
LHCGR	0.8395
MSL-1	0.2455
UBE2S	-1.06225
SAP130	-0.0445
ANAPC11	0.01675
MAGED4B	-3.271
ATP6V1B2	-0.413833333333333
C14orf179	1.0045
CAPZA1	0.149875
CDYL2	1.22416666666667
GLRX3	-0.348666666666667
LOC136288	-0.5785
MOBKL1A	-0.201
HTR2B	2.797
CRYGD	0.170833333333333
NUS1	-0.574833333333333
PGRMC1	0.0195
MYOM2	-0.133
FLJ39653	-1.44583333333333
CHM	0.8114
OR5M8	0.3255
ZNF619	0.005
FAM105A	0.79125
CCNL1	-1.35225
NAP1L3	-1.08125
C10orf57	1.65733333333333
B3GALNT1	2.87183333333333
CSN1S2A	0.526
TCP10L	0.89175
GDAP2	0.375375
DMKN	1.8175
COX6B1	0.1285
DNASE2	1.23433333333333
MSH5	-2.72925
LGMN	-0.455
USP31	-0.3469
OR13C8	0.8505
SDCBP	-1.6753
NUDT11	-3.68583333333333
PYGL	-0.824333333333333
SNPH	0.370166666666667
B3GNT4	-1.403
MIZF	-1.2507
NUBPL	0.192875
NOD1	-1.021
CDH22	-0.00812499999999998
NUBP1	-0.081
DSCAM	-3.85425
DGKI	-0.3325
FAM136A	-0.8925
AKAP1	-0.252333333333333
SLC16A6	2.7405
RIN3	-0.727
PSG2	-0.00125000000000008
DIP2B	-0.263416666666667
PSORS1C1	-0.5041
KIAA0495	-0.317
FLJ90709	-0.810833333333333
LPA	-0.385166666666667
PIGA	0.0708333333333333
LY75	1.50566666666667
UTS2	-5.84466666666667
RREB1	0.13875
GALNACT-2	0.6605
MGC3196	-1.41125
FLJ31568	-0.87625
LPHN1	1.07475
SP1	0.913625
TOX4	0.818666666666667
HSPA9	-0.1246
APOBEC1	1.0045
SLC35E4	-1.58725
LSM5	-1.23025
SURF1	0.436
ZBTB1	0.08825
GTF2F1	-0.02
RPS15A	-0.52
DUSP21	-0.269166666666667
GINS4	-1.7455
MYO15A	0.702333333333333
GIMAP7	2.67025
MGC13379	-0.09575
ATP6V1E2	-1.58666666666667
UTP3	-0.101
HNRPA3	0.162875
MT4	null
C14orf155	-0.0365
U1SNRNPBP	1.1985
CKLF	-0.388666666666667
PLEKHN1	-0.593333333333333
MBNL1	-0.244
NUP160	-0.745
ACSM2A	-1.13625
LOC129881	1.39325
KIAA1529	-0.193
FLJ22639	-1.31475
HAND1	-0.9385
GSX1	0.0455
FGA	-3.675
SERPINB1	0.46975
ZNF642	0.4265
IGFBP1	-7.601625
SLC1A1	0.186625
DHX57	-0.252375
ZNF766	0.612
PTPN21	0.797
GDPD3	1.5515
PNPLA5	0.4905
TBR1	0.270166666666667
FAM116A	0.12
IQGAP1	0.763625
FOS	1.3265
ZNF226	0.38
FIGNL1	-0.757666666666667
C14orf1	0.2015
ZMYND17	-0.367
PUS7	-1.5365
TUBB6	-1.505875
KCNQ2	-1.92675
MARCH6	-0.14875
CCDC33	0.166
PRODH	-0.6735
RBM11	1.97175
EPHA6	-0.367285714285714
SLC43A1	-1.89875
LOC196541	0.550666666666667
NTN1	-0.458666666666667
ING4	0.42925
PCDHB10	-0.466
DPH2	-0.895166666666667
SPACA4	-2.2125
FBXL21	-3.719
DIAPH1	-0.231
ZNF71	0.2575
CEP76	-0.1305
CORO1A	-1.31425
RRM2	-2.033875
EDG4	0.66825
OS9	0.446833333333333
SLC4A1AP	0.095
COG5	0.3105
COPS8	0.34
NGLY1	-1.032
NCBP2	-0.694125
C17orf42	-0.281833333333333
GPSM3	0.131625
SIL1	0.2385
ASB6	-1.2005
SMAD5OS	-0.994666666666667
UNC93A	-2.73825
A1BG	0.692333333333333
C21orf62	-0.042
FMO5	-1.58866666666667
ATRIP	0.150333333333333
CEBPG	0.268666666666667
C7orf38	0.536666666666667
TNFRSF1B	0.4535
CLEC1A	0.802166666666667
IQSEC1	0.052125
PATZ1	1.1698
RBM22	0.957125
BAG2	-3.2105
PAQR5	1.00366666666667
C9orf127	1.1665
THNSL1	-0.5965
SHROOM3	2.6141
JAM2	0.49175
SNRPN	-2.171
ALX4	0.0285
CACNA1S	0.286
FAM130A1	1.036
CORIN	1.02
CD300LB	0.2455
PLEKHG6	0.457
LRRC40	-0.28325
PCLKC	-1.1885
PCDHB16	-0.719
WNT2B	-0.575666666666667
ASNS	-1.886
MRPL49	0.628
FLJ46111	-0.35275
ISG20	0.81275
SMU1	0.303166666666667
CASZ1	0.6785
POLR1D	-0.546416666666667
GIN1	-0.22375
SNAG1	0.3235
ANKRD29	0.609
CDKN2AIP	-0.04375
KRR1	0.40325
CXCL1	-2.6515
EPM2A	-0.3031
PC	1.30183333333333
DEFB127	2.087
PDZRN4	0.4574
FAH	0.855375
OR51E1	1.9965
CDC2L6	0.3645
DNTTIP1	-0.63225
PAX8	-0.768666666666667
TMEM116	-0.033
C1orf150	-0.9645
PRO2012	-0.54025
MRPL40	-0.086
BEX1	-1.1596
SLC2A4	-0.376333333333333
PKMYT1	-0.959
FEZF2	-0.023
SLC26A9	-0.71875
MAP2	0.862333333333333
LYL1	-1.519
SLC25A19	-0.787833333333333
NOS3	-0.063
ZNF34	0.993166666666667
TMPRSS11F	-0.4505
FAM43A	-0.4125
FCRL4	0.3194
KLF14	-0.0595
FLRT2	-1.03466666666667
WRN	-1.3525
SDF2	1.0562
KRT8P12	-0.56
C6orf195	-0.296
C9orf125	-2.16583333333333
DZIP3	0.30275
RIT1	0.340583333333333
SCML1	-0.562833333333333
RHBDF2	-0.604
OR2G3	1.1755
REXO1L1	-0.082
MAP3K7IP3	-0.8315
C3orf57	-1.93
FBXW11	-0.0806666666666667
ETAA1	-0.43225
C14orf131	-0.1685
AKT1S1	-0.27425
SLC12A5	-0.883857142857143
C9orf164	0.33775
NRIP3	0.972375
NOS1AP	-1.499
TMEM121	1.4965
SAP30BP	-0.1315
DGCR6	1.041
WDR76	-0.54075
FAM82B	-0.54325
LOC606495	0.038
MAP9	3.20558333333333
BCDIN3D	0.8925
CXorf36	2.7015
DSCR3	-0.2784
ZFAND3	0.010875
C7orf43	0.0971666666666667
SPSB3	0.562
C19orf19	0.07625
FAM133A	-2.39333333333333
C12orf25	0.29425
SLC39A3	-0.36075
DISP2	-2.09825
PI4KAP2	-1.969
MKRN3	-2.17283333333333
ADAMTS13	-1.089125
CBLN3	0.0104
TTYH1	-1.83083333333333
C3orf18	2.03225
FLJ13236	-0.81325
ZMYND12	3.885
C18orf25	0.525875
GLB1L3	-0.6835
ATP13A5	1.0905
RANBP10	0.38475
CD96	-1.5153
DENND1C	-0.2795
RBMS3	-0.3086
SLC41A3	0.677833333333333
DGCR6L	0.9045
TMEM128	0.932666666666667
CSNK1G3	1.25935714285714
MOBKL2C	0.869875
TSPAN6	-0.14825
MATN2	-1.3862
MSL2L1	-0.4715
ST6GALNAC2	1.31283333333333
FGFBP2	-0.34675
FGL1	-6.50233333333333
MPP3	-1.08983333333333
ARHGEF6	2.06233333333333
TGFBR2	-0.22625
ACMSD	3.18525
IL33	3.3195
C9orf5	-0.440166666666667
DEAF1	0.5413
AMN	0.002
DEFA6	-0.19925
RNF212	-0.65575
METT5D1	1.17216666666667
CIB1	0.6858
TSSK1B	0.00650000000000001
KIAA1727	1.457
ZNF680	1.33975
LOC399900	-1.958
LOC152217	-0.180333333333333
CTNNAL1	-2.4695
CIT	-0.987833333333333
TLE6	1.88375
ZNF607	-1.0475
HERC4	-0.8665
DRAP1	0.4519
PEMT	0.648
C10orf111	0.1175
ZNF575	0.619625
KCTD7	-0.00874999999999998
MYO1F	0.15525
LOC285382	-0.36425
RAB11A	1.1516
PLCD3	-1.08975
C15orf28	0.356
PTBP2	-0.71625
CTB-1048E9.5	-0.512125
C19orf60	-0.23
C7orf25	0.0771666666666667
SETD7	0.311125
HOXB9	-4.9225
VANGL1	0.04125
CHAF1B	-1.60125
NDUFA3	0.8095
KIAA1328	-0.0721666666666666
SHARPIN	0.0165
TTC23	-1.45725
UGP2	0.389833333333333
ANKIB1	0.9155
CIRBP	1.07057142857143
SEC14L4	-2.557
OVCH1	0.1305
VPS52	-0.027
FAT	-1.0245
M6PRBP1	-0.0985
GPRIN3	3.907
PPM1F	-0.529666666666667
TSR1	-0.85975
CCDC85A	3.64075
PCSK5	0.92875
ZFHX3	-0.244
HEMK1	-0.8749
PGBD2	-0.4355
RSRC2	0.100333333333333
AURKC	-1.497
SCRIB	0.1005
ORM2	-4.46616666666667
FAM115A	-0.3573
FZD6	0.733625
UNC119	0.383666666666667
GPX3	-0.9829
NOV	-0.57425
CABC1	-0.45825
CDC42SE2	-0.2641875
EIF2S2	-0.9293
RNF130	0.577875
CKAP5	0.2405
RP11-413M3.2	-0.071
C10orf18	0.9481
TMEM93	-0.2415
DYX1C1	2.34325
KCNMB2	-1.80071428571429
ANK3	1.12583333333333
KRT5	-1.461
CDH12	-1.344875
QRSL1	-0.26775
JUB	-0.1645
SHC4	-2.877625
CCL15	1.9435
CCDC22	0.1705
SNX24	1.62525
RARS	-0.347
MORC2	-0.182875
FAM48A	-0.24225
MT1H	-0.6845
PPP1R14C	-3.3495
FOXD1	-3.1405
C1orf213	-2.4895
AMT	-2.0239
DSN1	-1.1445
PTPLAD2	3.116
DIS3L	-0.0785
RASL11A	0.87925
GPRC5B	-1.153
FRMD7	-1.4705
STRN4	0.61175
KITLG	2.68327272727273
HDGF	0.22525
OR1S1	0.312
SETX	0.185
DDR2	-0.62775
KCTD12	1.46125
LYZL2	1.90125
WDR52	0.1465
TMEM2	-0.18375
ZNF579	-0.206833333333333
LOC200810	-0.1615
TNFSF9	-2.05875
PPFIA4	-2.2275
CNIH3	-0.306333333333333
MAP4K4	-1.36242857142857
ROD1	0.984714285714286
ALS2CR12	-1.0585
DOCK3	-0.665666666666667
PAQR9	-4.07275
ASB17	1.26833333333333
STX16	-1.600375
FEZ2	-0.331333333333333
DLAT	-0.3935
KIF21B	-2.09583333333333
CDC5L	-0.381
TMEM119	2.23233333333333
CRIP3	-2.6455
TPSD1	0.057
TEPP	-0.3425
GNGT2	0.77475
C21orf121	-0.303333333333333
WNK1	-0.11
FLJ10490	0.3356
OR51B5	-1.6725
LOC203547	-0.786625
HAS1	-0.8985
PPA1	-0.218833333333333
ST7	-0.37575
C11orf46	1.0695
POPDC3	-4.56333333333333
ACOX2	2.158
ATCAY	-0.453916666666667
TM4SF19	-1.03825
MFSD9	-0.837833333333333
PDHB	0.367
ERN1	-0.596
LCE3C	0.1945
GPR111	0.5945
NOTCH3	1.39
ADAMTS5	0.723
B3GALT1	-0.2515
UGCGL1	-0.802
FAM58A	0.672166666666667
FBXO32	0.336
CLPP	0.2
NXPH1	0.765
MTMR3	1.105
ATP1B3	-0.309875
TMEM16A	4.05525
HIST1H3F	-0.632166666666667
TRIM25	-0.322
SDCBP2	2.029
CRKL	-1.00175
HOXB2	-1.71166666666667
ANP32B	-0.3785
GATM	3.398
AP4E1	-0.30825
EDG5	0.18275
CDKN3	-1.15033333333333
CDH4	-2.3795
PGD	-0.406833333333333
RND1	0.8875
GAD1	-3.689
MPG	-0.237125
LOC440350	-0.841
ZNF133	-0.351
SERPINB12	0.3765
AMELY	-0.968333333333333
DHX36	-0.3905
TNFAIP8L2	2.8265
PHTF2	-0.150166666666667
CCDC112	-0.484166666666667
IQCC	-0.0215
HEYL	2.57183333333333
FTSJ2	-0.534166666666667
APPL1	1.4135
RAB43	0.459142857142857
OR10G2	0.397
WAC	0.283666666666667
ADCY9	0.08925
RUNDC2B	-0.4585
PYCRL	0.2904
AGPAT7	-0.665833333333333
SLC22A9	-1.1454
CDKAL1	-0.7295
PDYN	-0.4176
C20orf74	0.39225
MTMR11	0.17175
VAV3	3.8085
DAPL1	2.63275
STXBP3	1.6325
EIF3G	-0.17375
ARHGAP22	-1.5355
NPFFR1	-0.0295
NPC1	-0.900333333333333
ALDH9A1	1.23716666666667
ZNF600	-0.21075
ZNF678	1.09516666666667
RASSF1	0.37425
ADD2	-2.466125
PITPNB	0.18725
PKD2L2	-0.4086
LRP11	0.10325
CDKL1	-1.02275
SMEK2	0.372
PRODH2	-3.0305
C11orf54	-0.172166666666667
SFRS11	-0.407
IL7	-1.457
ALS2CR16	1.2385
BTG3	-0.784166666666667
PAK2	-0.320777777777778
RP11-679B17.1	0.2305
GATA4	0.8805
ATP2B1	0.26875
LOC130940	3.187
C1orf172	2.89933333333333
ATF7IP2	-1.35425
SLC25A43	0.206833333333333
CENTG3	-0.13725
IGF2BP1	-3.3011
FCHSD1	-0.004
CAMK2N2	-0.166333333333333
ELAVL3	-0.336666666666667
NBPF15	-0.711166666666667
UBE2J2	-0.3275
GNL2	-0.75125
PRR3	-0.3786
NLF2	0.05
OR4F6	0.351
KLHL24	0.7515
CCDC88A	-1.854
SGPP1	-0.165
C10orf11	-1.29166666666667
SLC35B4	-1.4155
UGT3A2	-1.319
ARNT2	2.1295
CBR1	-2.520875
ITPR3	0.159666666666667
TRAPPC6B	-0.0532
AMZ1	1.789
ARP11	1.86425
WDSUB1	1.11975
APBA1	-0.415333333333333
RAB2A	1.1081
C6orf162	-0.542
HPSE2	2.24075
PLCE1	-1.40375
INSL3	0.18125
DLG1	-0.1931
PTPLA	-2.5535
PIGX	0.471625
TFIP11	-0.0118333333333333
FIBIN	1.5465
POLR2G	-1.12
GRAP2	-1.8936
DNAJB8	0.01775
CNBP	0.109666666666667
WASF1	-2.43525
INPP5E	-0.5588
HSPB1	-0.155
TMEM167	-0.6689
CUBN	0.0575
IGF1	2.6303125
ITPK1	1.2816
NAALAD2	-0.939125
G3BP1	-0.4691
NT5DC1	1.103
CYP39A1	-1.241
TMEM139	1.68133333333333
POLK	0.3256
GLULD1	-1.149
RBM15	-1.43266666666667
AMZ2	0.4645
GDF15	-0.734833333333333
MESDC2	-0.229
INCA	-0.821166666666667
ACY1L2	-1.5475
GZMM	-0.7135
PAIP1	1.0575
CACNA2D1	-0.718
STK32C	0.571833333333333
SH3BP4	1.71716666666667
DEC1	-1.671
PADI1	0.1535
UBB	0.2123
PON3	2.88483333333333
PROP1	0.465
ANKRD13B	-1.032
ADCK1	-0.88425
TCF25	0.587916666666667
SLC38A5	-3.464
CXorf26	0.053
C19orf39	-0.33775
PPP1R13B	0.5455
ARL2	-0.4155
TCL6	-0.163416666666667
TOP3A	-0.6605
SLC16A14	2.0915
FXYD6	0.466333333333333
HIST1H4E	0.0555
BBC3	-0.0625263157894736
UNC5A	0.412833333333333
FAM86C	-0.9214
PI4KB	-0.08825
B3GAT1	-3.4875
SUSD2	1.69483333333333
OAZ2	0.314166666666667
NOC4L	-0.38325
C10orf12	0.1745
FADS1	-3.80333333333333
LOC144097	-0.82425
DKK2	1.35416666666667
KIAA1949	0.05225
RHOT1	0.4897
OXT	0.4225
GPR153	-0.19425
ARL4A	-1.86933333333333
SAAL1	-0.78825
CCDC64	-0.5825
USE1	-0.677666666666667
HNMT	0.907333333333333
PCGF3	-0.36925
CYP2C19	-0.232
C20orf4	0.0335
CCDC11	1.79075
ACSBG2	0.30625
RWDD2A	0.27675
PALLD	1.4485
CPLX4	0.9355
