Hybridization REF	TCGA-A7-A0CH-11A-32R-A089-07
SMARCD1	-0.0475
ZFP106	0.94425
ZNF347	0.3721
GTF2E1	-0.295
RY1	-0.207166666666667
ATAD2B	0.382125
ARHGAP17	0.3027
KCNIP3	-0.93025
SFPQ	-0.401375
GFRA4	0.199666666666667
AKR1B10	1.142375
TIGD6	0.709833333333333
RGS16	1.118125
URB1	-0.295833333333333
OR4C46	-0.203166666666667
TOP3B	-1.1655
NFATC4	-0.0905
CA14	-3.7385
BMPR1A	0.379833333333333
SNRP70	-1.72475
PRL	0.442583333333333
C6orf130	-0.30525
STAG2	0.50475
CD55	-0.623285714285714
RPS23	0.6965
SSX2	-2.09733333333333
FDPSL2A	-1.40325
FBXO27	0.78625
SYNGR3	-2.04766666666667
TMSL3	1.142
EML1	-0.246
NUP93	-1.53525
SMAD3	0.2595
KIAA1189	0.241333333333333
HNRPUL2	0.422666666666667
TBC1D12	0.741333333333333
C16orf24	0.01225
MRVI1	2.1345
ZNF581	-0.8295
ELOVL3	2.143
OR51Q1	-0.0555
CACNB3	-0.412
GALNT13	-0.277
C10orf84	1.3978125
NEDD4	0.0319
SPO11	2.2565
OR5AU1	0.098
NEK4	0.0206428571428571
PRKAR2A	-0.193
IHPK1	-0.226666666666667
ATP6V0B	-0.617125
CACNA1E	0.7495
CEACAM8	0.0483333333333333
PEX14	0.6975
FLJ12993	0.694
ZBTB38	1.02533333333333
PCTK2	-0.609666666666667
LRRC16	0.5619
FBLIM1	0.377583333333333
FYCO1	2.0855
RP5-1022P6.2	0.243666666666667
CMTM1	-0.219166666666667
PLTP	2.27966666666667
RAPH1	1.10225
DOCK8	1.17925
EZH2	-2.6626
SLC25A1	-0.715333333333333
PLEKHB1	0.1445
GRB7	0.2547
ZFP37	0.11925
MRPL33	-0.13525
PELO	-0.36625
ARMC1	-0.417727272727273
C9orf27	0.27
FLJ25778	0.1055
C9orf37	-1.02166666666667
TMEM66	0.247
SPRN	-0.283375
HBEGF	1.313125
PI4KA	-0.791
LEPRE1	-1.05125
POU2AF1	-0.620125
MRPL12	-0.96
REP15	0.389
ZC3H3	-0.5105
RASAL1	-1.0555
DDAH1	0.599625
ACBD5	0.387
TMC2	-0.0185
CCDC137	-1.209
SAMD13	0.15
UGT2B15	-2.93633333333333
TIPARP	0.81375
DNASE1L3	4.21025
TRIM72	-0.0771666666666667
DBX2	1.7445
IPO8	-0.4135
C21orf88	-0.5517
MAP3K14	0.41875
LOC51233	0.630666666666667
GGTLA4	1.82275
PDE6D	-0.81325
ZNF117	-0.65975
CLK2	-1.152625
NKRF	-1.1025
TNFSF15	-0.3306
DUSP2	0.404875
SECISBP2	0.0406
GABRR2	-0.168
PPAP2C	1.29125
LOC51145	-0.109333333333333
PAG1	-0.08125
PIK3C3	0.143
GNG10	-0.1595
APOL4	0.4836
ANKRD28	-0.873625
STMN3	-1.4344
RAB14	1.0407
CDK2AP2	-0.4715
HDDC3	0.24575
COMMD7	-0.087375
CXXC1	-0.60325
HMCN1	-0.0456666666666667
CD40	1.609
DYNC1LI2	0.8450625
GDI1	-0.63375
LOC646938	0.03375
VSNL1	-1.4145
PIH1D1	-0.450666666666667
RAET1G	-0.825
KRTAP5-9	-0.672
EFTUD2	-1.0755
ZNF311	-0.4745
ATP6V1G3	0.39675
OR2W3	-0.70125
SCN4A	1.57
MED10	-0.983625
FAM135A	0.214
ARHGAP4	-0.579
EHMT2	-1.48025
UFD1L	-0.428
ERMP1	-0.74575
MAG1	-0.600833333333333
THAP8	0.386333333333333
HACE1	0.186166666666667
FAM82C	0.362333333333333
C3orf20	-0.2065
UNC84A	-0.363666666666667
SCD5	-0.306142857142857
LASS6	1.16075
LSG1	-0.427083333333333
MAL	-3.79925
GPR22	0.065
WDR5B	1.29225
ACTRT1	0.5435
C17orf60	1.09816666666667
GRIN2C	0.3379
ARMC8	-0.0403333333333333
SLC47A1	-1.61483333333333
DMPK	-0.3655
DHRS13	-1.1075
SMC1A	-1.02333333333333
KRTAP17-1	0.58
SMYD5	-1.1795
TUSC2	0.464625
CRHR2	0.241
KIR3DL2	0.7045
CCDC104	0.62525
ATP2C1	0.17
CROT	0.45375
PABPC3	-0.689
EGR1	3.75066666666667
THSD1	1.37775
KHK	-1.183
SLC12A2	1.287
CD58	-0.544
STOX2	1.32416666666667
CCDC76	-0.3248
CCDC48	4.42375
DNAH1	0.147166666666667
ZIC4	-0.29375
OR1G1	0.4285
PSMC6	-0.3675
PROKR1	0.247
ABCB1	0.342
TRAT1	-0.81275
LLGL1	0.08
MTF1	1.7315
USP54	0.49175
PAGE2B	-1.968
ITGB7	-3.74575
CCDC81	-1.0075
LOC149837	-0.69725
SCUBE1	0.8915
ZSCAN10	0.1295
HUWE1	-0.109928571428571
CDH17	0.1235
CD180	1.188
IL17A	0.12
TMPO	-2.3865
KIAA1524	-1.93566666666667
HDGFRP3	-0.683166666666667
OXCT1	0.342090909090909
RRAS2	0.576166666666667
LTBP2	2.773875
SV2B	3.8105
CYP2A6	4.051
PKD1L2	0.318666666666667
PPM1M	0.65925
FLJ22662	2.18383333333333
ZNF502	2.483
GP6	-1.246
CRYBA2	-1.381
LEF1	-2.9518
CTPS	-3.12971428571429
EYA1	-2.616
EPS8L1	0.06675
MAPK14	-0.602833333333333
SERPINB2	-4.8625
GTF2F2	-0.43
ZNHIT4	-0.923
PLA1A	1.243875
C20orf114	2.69175
HPR	-2.8725
C18orf2	-3.20866666666667
SATB2	-0.95575
KCNJ9	0.546375
MGC157906	0.871
MOCS3	-0.79075
C17orf71	-0.679833333333333
PPHLN1	0.156
HIST1H2BN	-1.601375
RAPGEF1	-0.265
MAP3K8	2.35125
DLG4	0.364666666666667
STC1	0.4905
CDGAP	2.412
DDX26B	-0.05375
LOC150223	-2.4035
CPSF3	-0.849
TMEM14A	-0.316
MYH3	-0.25625
GPKOW	0.03575
SULT1A1	-0.0456666666666667
SPON1	4.1441
YY1AP1	-0.149166666666667
RAB23	-0.17975
PLA2G4A	-1.0775
MAPRE3	-0.52375
ZNF516	0.312714285714286
GGPS1	0.579
EXOC3L2	-0.125125
C19orf42	0.4521
MAP2K2	-0.683833333333333
HIST1H2BB	-1.1185
RNF19B	0.447
C6orf128	0.142
TLR8	3.4915
PCDHA9	0.6245
CARS2	-0.03625
CLUL1	2.26733333333333
RHAG	-3.99016666666667
UNK	-0.1905
EXOC8	0.7216
C9orf95	1.8055
C14orf143	-0.155
MAML3	0.109375
LDHA	-2.016
MRPL20	0.6865
KLHDC6	0.443833333333333
ATP5S	0.362833333333333
C8orf55	-0.3955
PHF19	-2.416125
KRTAP13-4	0.953
TTC5	-0.5565
XKR5	-0.173
SILV	-4.1935
TEX28	0.4785
TCTN1	0.79575
CX40.1	-0.54475
PPP2R5C	0.0165
C12orf30	-2.02866666666667
CAPG	1.86725
MPZL1	0.79025
ARSB	-1.57066666666667
TDH	-2.098
WASF4	2.27075
TSSK3	-0.957333333333333
7A5	0.933
CRISPLD1	1.615875
MAD1L1	-0.635333333333333
SPIN4	-0.948333333333333
AMPD1	2.86625
DPYSL5	-1.0105
INPP1	0.847833333333333
ANKRD11	-0.476722222222222
NPAS4	0.11375
GCET2	0.5695
RNASE9	-0.1465
GUCY2D	-0.118333333333333
CCDC98	0.50525
FGF4	-0.53625
CPM	2.59566666666667
SLC26A4	0.00100000000000004
PLD5	1.304
FAM59A	1.8318
FBXO5	-2.75822222222222
SIPA1L1	-0.2355
DPYS	0.86625
ATG4D	-0.61925
TGM3	0.1905
MTCH1	-0.51175
HK1	-0.214214285714286
CDC26	0.571625
GALNT12	-0.837166666666667
LOC339229	-0.47025
MRPL35	-0.27425
ORC4L	0.02125
TNKS	-0.193214285714286
C2orf24	-0.187
ZNF553	-0.669333333333333
GGTLA1	3.1935
ZNF497	-0.21575
CDY1B	0.34025
SLC30A4	0.00537499999999999
TUB	-0.145375
ARHGEF18	-0.11475
ARRB1	-0.06425
KCNK1	-0.29625
EREG	-2.9102
SCAMP5	-0.71525
RUNDC3B	3.48675
ADAMTS20	0.0316666666666667
IL17RB	0.00775
FLJ20323	-0.71675
MCAM	2.304
POLR3E	-1.52858333333333
AQR	0.0725
IPMK	0.025
CDCA7	-4.446375
CAMP	-0.09275
GRHL3	-0.5205
ADAMTSL2	-0.076
CLMN	2.48166666666667
SSTR3	0.5005
MAGEA5	-2.95583333333333
OVOL2	3.07075
JMJD1B	0.3895
RBL2	-0.0187
PYGO2	0.4185
PPP1R10	-0.0166666666666667
CSE1L	-1.4575
LCA5	2.15475
RDH16	-0.88525
ASRGL1	-0.97325
TOM1	0.139666666666667
PTX3	-1.5105
TTC15	0.4055
SCGB3A1	4.35966666666667
MRPL50	-1.0235
RCAN3	0.3685
SLC26A11	0.529
STYX	-0.223
CINP	-0.2155
MARCH7	-0.456
PFKM	-0.8925
SGMS1	1.40783333333333
RIOK3	-0.0165
C1orf110	0.7005
CES7	0.072625
LOC440248	-0.83025
PPP1R12C	0.4525
C10orf27	0.398
ATG9A	-0.613
MRPS26	0.085875
TMEM40	0.5195
ELP3	-0.1149
ZNF787	-0.0285
HIAT1	-0.31625
C8orf34	1.85433333333333
MGC4655	-0.6213
PELI1	1.25083333333333
PPT1	-0.2519
SLC35C2	-0.922833333333333
C6orf125	-0.68325
MUC4	-1.81433333333333
RFC4	-2.72671428571429
GNB2	-0.231166666666667
NUP50	-0.493857142857143
SULT4A1	-1.6215
C7	5.0325
CCDC130	-0.00366666666666667
ARRDC4	1.06875
RQCD1	-1.14
GLYCTK	-0.70175
AYTL2	-1.81645454545455
MTUS1	1.7773
LEMD3	0.395
PLEKHF2	0.6335
HOXA7	2.518875
GTF3C2	-2.148
DYNLRB2	2.9785
CNOT10	-0.74125
MR1	0.0266666666666667
FFAR1	0.197
PRIC285	-0.672
SLITRK6	5.24075
LIX1	-2.5502
UBE1L2	-0.534083333333333
F8	2.906375
ACHE	-0.2115
KPNA5	0.01675
TNFRSF12A	-1.799
EGR3	3.333
SERPIND1	-3.39633333333333
OASL	0.72175
IFRD1	-1.053125
WDFY1	-0.0828333333333334
ZNF267	-0.651875
ACCN5	0.213
ZBTB6	-0.846
PPP1R3A	-0.1885
PRRT3	0.5015
FBXL19	-1.306
TXNIP	2.67685714285714
ACTN2	-0.87075
ATG9B	-0.656625
C9orf117	0.252875
IL27	0.1515
RPL36AL	0.619
KLK15	-0.2055
CHAD	1.8855
RAP2B	-0.248
HEBP2	2.587
ZNF342	-0.1295
CAMK2G	0.0308333333333333
TLR3	2.35425
FGF14	2.3255
HMGB2	-1.66125
TRPM5	-0.3985
OR5M11	0.433
KIF3B	0.178315789473684
PRICKLE2	2.1545
MTMR9	0.205375
C3orf27	0.02525
GLRA3	-0.4115
NSDHL	-0.681166666666667
TMEM32	0.54125
POLR2D	-1.59683333333333
MYADML	0.227
C9orf114	-1.08
MRGPRX1	0.663
TOPORS	0.8075
CLDN19	1.95425
C1QL4	-0.5485
RNF165	0.782
DHRS9	2.925
DNAH2	-0.2665
FXR1	-0.4475
ZMYM3	-1.2345
CASP3	-0.271666666666667
FAM120C	-0.59825
SCLY	-1.51625
CA7	0.035
ENTPD5	0.938833333333333
ZNF461	-0.035125
PDIA5	-0.5735
C1orf19	-0.642166666666667
TMEM67	-0.1035
KCTD20	-1.13375
WDR47	0.898
FLJ38723	4.8305
KLRF1	2.85666666666667
TAS2R16	0.004
CLDN12	-0.5315
PRKCE	-0.01775
UBXD4	-0.9195
ITGAM	3.55616666666667
GLT8D3	-0.186625
WDR31	0.6479
RGS2	3.81175
OR51L1	0.012
MST1R	-0.01
KIAA1737	1.40525
OR4A5	1.006
GLIS1	-1.13133333333333
PTMA	0.0725
NAPA	0.19975
PRDM11	-0.056
LIPF	-0.08
DIRAS3	3.2525
ASGR2	-3.486
C1QTNF4	0.6335
PIK3R4	0.123
ARMC3	2.42875
NDUFV3	-0.332916666666667
BTBD3	-0.8685
PPP1R2	0.20075
UBE2NL	-1.50325
FOSL2	0.6165
FAM119A	-1.83916666666667
TUBA4A	-0.6346
KRTAP12-1	-0.2395
SFRS2	-1.17075
RHPN1	-0.9772
EEF2	-0.347
ZDHHC11	-0.4935
EPHA3	-0.9534
RBM12	0.076
H2AFJ	1.38425
EDIL3	1.542
KIF26A	-0.18875
SERGEF	0.39625
B3GALT4	3.002
LOC90925	1.47866666666667
OSCAR	0.45925
NPFF	0.15625
DEDD	0.33825
TMEM155	-0.666625
PTPN1	0.47925
SCYL2	-0.232833333333333
SKAP1	2.02275
LEAP2	-2.28783333333333
GADD45G	1.8064
IFITM3	1.164
PILRB	-1.16216666666667
SLU7	0.5648125
DSC3	2.948
DNMT3L	-1.15125
PAPD5	0.157875
B3GNT3	-0.629166666666667
LHCGR	0.8205
MSL-1	-1.187
UBE2S	-2.94825
SAP130	-0.52125
ANAPC11	0.00850000000000001
MAGED4B	-2.16
ATP6V1B2	0.297666666666667
C14orf179	1.1965
CAPZA1	-0.960125
CDYL2	-1.13283333333333
GLRX3	-0.816333333333333
LOC136288	-0.983
MOBKL1A	0.3845
HTR2B	4.018
CRYGD	-0.167666666666667
NUS1	-1.5835
PGRMC1	-0.028
MYOM2	3.2865
FLJ39653	-0.89
CHM	0.0386
OR5M8	-0.2195
ZNF619	0.2215
FAM105A	1.0075
CCNL1	-0.464
NAP1L3	0.576
C10orf57	1.68766666666667
B3GALNT1	-0.0466666666666667
CSN1S2A	0.109
TCP10L	-0.355
GDAP2	-0.097625
DMKN	-0.305166666666667
COX6B1	0.22175
DNASE2	-0.118833333333333
MSH5	-2.02175
LGMN	1.025875
USP31	0.5523
OR13C8	0.751
SDCBP	0.9993
NUDT11	-1.85416666666667
PYGL	0.964666666666667
SNPH	-0.1855
B3GNT4	-1.437
MIZF	-1.2405
NUBPL	0.34525
NOD1	0.562833333333333
CDH22	1.931875
NUBP1	-0.0281666666666667
DSCAM	-3.366
DGKI	2.3835
FAM136A	-1.14375
AKAP1	0.806333333333333
SLC16A6	-0.528
RIN3	0.74075
PSG2	-0.54475
DIP2B	-0.357666666666667
PSORS1C1	-0.118
KIAA0495	-0.4335
FLJ90709	-0.131
LPA	-0.5638
PIGA	-0.5945
LY75	3.703
UTS2	-5.55266666666667
RREB1	-0.757375
GALNACT-2	0.0265
MGC3196	-0.687
FLJ31568	0.154
LPHN1	-0.324
SP1	0.183
TOX4	0.4035
HSPA9	-0.3019
APOBEC1	-0.4005
SLC35E4	-0.405
LSM5	-0.79325
SURF1	0.61125
ZBTB1	0.216166666666667
GTF2F1	-0.523125
RPS15A	0.179285714285714
DUSP21	-0.162833333333333
GINS4	-3.289
MYO15A	0.208666666666667
GIMAP7	5.087
MGC13379	0.78725
ATP6V1E2	-0.0085
UTP3	0.0265
HNRPA3	-0.48275
MT4	-0.5305
C14orf155	-0.33575
U1SNRNPBP	0.55075
CKLF	-0.5395
PLEKHN1	-0.343
MBNL1	0.756083333333333
NUP160	-1.4895
ACSM2A	-2.1
LOC129881	0.22775
KIAA1529	-0.07775
FLJ22639	-1.45625
HAND1	-1.535
GSX1	0.2095
FGA	-4.25613333333333
SERPINB1	0.00725
ZNF642	0.42225
IGFBP1	-7.77975
SLC1A1	1.1285
DHX57	-0.168375
ZNF766	-0.012
PTPN21	0.4414
GDPD3	-1.65466666666667
PNPLA5	-0.1695
TBR1	0.1856
FAM116A	0.29225
IQGAP1	0.994125
FOS	3.265375
ZNF226	0.54625
FIGNL1	-1.14533333333333
C14orf1	-0.516333333333333
ZMYND17	-0.2655
PUS7	-1.5025
TUBB6	0.389125
KCNQ2	-1.65275
MARCH6	-0.171916666666667
CCDC33	-0.4245
PRODH	-0.949
RBM11	1.06025
EPHA6	0.112625
SLC43A1	-0.27875
LOC196541	0.29075
NTN1	0.833583333333333
ING4	0.412
PCDHB10	1.685
DPH2	-1.28916666666667
SPACA4	0.01725
FBXL21	-4.2175
DIAPH1	-0.913833333333333
ZNF71	0.4935
CEP76	-1.0475
CORO1A	-0.35025
RRM2	-4.4395
EDG4	0.131
OS9	-0.0373333333333333
SLC4A1AP	-0.133
COG5	-0.80975
COPS8	-0.84825
NGLY1	-0.6085
NCBP2	-0.567875
C17orf42	-0.820666666666667
GPSM3	0.670875
SIL1	1.10266666666667
ASB6	-0.63075
SMAD5OS	1.1025
UNC93A	-3.630125
A1BG	-0.7915
C21orf62	0.1165
FMO5	1.52708333333333
ATRIP	-0.701
CEBPG	0.284166666666667
C7orf38	-0.052
TNFRSF1B	1.50216666666667
CLEC1A	2.85133333333333
IQSEC1	0.874625
PATZ1	0.1332
RBM22	1.70225
BAG2	-1.4175
PAQR5	-1.96066666666667
C9orf127	0.6082
THNSL1	-0.49325
SHROOM3	2.1963
JAM2	3.24625
SNRPN	-0.7245
ALX4	-0.1685
CACNA1S	0.2275
FAM130A1	0.2015
CORIN	0.288
CD300LB	0.946
PLEKHG6	1.255
LRRC40	-0.94225
PCLKC	-1.82225
PCDHB16	2.26483333333333
WNT2B	2.04533333333333
ASNS	-2.48355555555556
MRPL49	-0.671125
FLJ46111	-2.2965
ISG20	-0.2115
SMU1	-0.0761666666666667
CASZ1	0.141
POLR1D	-0.459916666666667
GIN1	0.02725
SNAG1	0.545833333333333
ANKRD29	0.66425
CDKN2AIP	0.2115
KRR1	-0.122
CXCL1	-1.0085
EPM2A	0.4646
PC	1.28583333333333
DEFB127	-0.081
PDZRN4	3.143
FAH	1.66175
OR51E1	2.914
CDC2L6	-0.750833333333333
DNTTIP1	-0.641
PAX8	0.673
TMEM116	0.2505
C1orf150	0.186
PRO2012	-0.108
MRPL40	-0.124166666666667
BEX1	-3.4395
SLC2A4	2.117
PKMYT1	-2.983
FEZF2	-0.211833333333333
SLC26A9	-1.6885
MAP2	-0.00991666666666664
LYL1	-0.37625
SLC25A19	-1.23233333333333
NOS3	0.3035
ZNF34	0.711
TMPRSS11F	0.684
FAM43A	0.7925
FCRL4	1.9505
KLF14	0.93
FLRT2	1.38183333333333
WRN	-1.01025
SDF2	0.4646
KRT8P12	-1.3585
C6orf195	-0.4965
C9orf125	0.663166666666667
DZIP3	0.384625
RIT1	0.0415833333333334
SCML1	-0.728833333333333
RHBDF2	-0.536875
OR2G3	0.0535
REXO1L1	0.291
MAP3K7IP3	-0.4315
C3orf57	-5.64625
FBXW11	-0.94
ETAA1	-0.23075
C14orf131	-0.4731
AKT1S1	-0.66525
SLC12A5	-0.653
C9orf164	0.827
NRIP3	-0.07925
NOS1AP	-0.77625
TMEM121	-0.0485
SAP30BP	-0.255
DGCR6	0.64775
WDR76	-2.5385
FAM82B	-0.0615
LOC606495	-0.3555
MAP9	1.93841666666667
BCDIN3D	0.65575
CXorf36	4.2825
DSCR3	-0.7652
ZFAND3	-0.016
C7orf43	-0.497333333333333
SPSB3	0.3426
C19orf19	-0.03025
FAM133A	-1.706125
C12orf25	0.1185
SLC39A3	-0.61675
DISP2	1.40525
PI4KAP2	-2.3775
MKRN3	-2.99883333333333
ADAMTS13	-1.267625
CBLN3	0.331
TTYH1	0.7085
C3orf18	1.22375
FLJ13236	-2.54275
ZMYND12	2.7265
C18orf25	-0.057
GLB1L3	-1.232
ATP13A5	3.0755
RANBP10	-0.02575
CD96	-0.6588
DENND1C	0.1675
RBMS3	3.0892
SLC41A3	0.774
DGCR6L	0.498
TMEM128	0.848333333333333
CSNK1G3	-0.0408571428571429
MOBKL2C	1.719125
TSPAN6	0.499
MATN2	1.7109
MSL2L1	0.427166666666667
ST6GALNAC2	-0.9545
FGFBP2	5.399875
FGL1	-5.80383333333333
MPP3	-0.688
ARHGEF6	2.97216666666667
TGFBR2	2.178375
ACMSD	2.21875
IL33	5.8015
C9orf5	0.643666666666667
DEAF1	-0.508
AMN	0.0415
DEFA6	0.159625
RNF212	-0.30825
METT5D1	-0.284333333333333
CIB1	0.2394
TSSK1B	0.0275
KIAA1727	0.0105
ZNF680	-0.12525
LOC399900	-1.642
LOC152217	-0.33425
CTNNAL1	-1.5255
CIT	-2.81275
TLE6	0.13775
ZNF607	-0.8955
HERC4	-1.15783333333333
DRAP1	-0.9741
PEMT	1.86325
C10orf111	-0.0725
ZNF575	1.247125
KCTD7	-0.12825
MYO1F	0.894875
LOC285382	0.6465
RAB11A	0.5102
PLCD3	-0.62325
C15orf28	-0.7465
PTBP2	-0.4375
CTB-1048E9.5	-0.622125
C19orf60	0.0478333333333333
C7orf25	0.139
SETD7	1.613375
HOXB9	-5.203
VANGL1	-0.57425
CHAF1B	-2.686
NDUFA3	0.04725
KIAA1328	0.343833333333333
SHARPIN	-0.32325
TTC23	0.803375
UGP2	1.27316666666667
ANKIB1	0.2415
CIRBP	1.48971428571429
SEC14L4	-2.84383333333333
OVCH1	0.504333333333333
VPS52	-0.9075
FAT	0.19925
M6PRBP1	-0.81125
GPRIN3	0.447
PPM1F	0.344166666666667
TSR1	-1.275
CCDC85A	4.573
PCSK5	3.528
ZFHX3	0.5995
HEMK1	-0.3621
PGBD2	-0.013
RSRC2	-0.356666666666667
AURKC	-0.7955
SCRIB	-0.505125
ORM2	-4.4555
FAM115A	-0.0459
FZD6	-0.190625
UNC119	-0.08
GPX3	2.9491
NOV	0.83
CABC1	0.831625
CDC42SE2	-0.363625
EIF2S2	-0.978
RNF130	1.83125
CKAP5	-1.44966666666667
RP11-413M3.2	0.667125
C10orf18	0.0291000000000001
TMEM93	-0.6625
DYX1C1	0.61075
KCNMB2	-1.09525
ANK3	0.616416666666667
KRT5	2.0296
CDH12	-0.476875
QRSL1	-0.313875
JUB	-1.34875
SHC4	-1.202625
CCL15	2.93833333333333
CCDC22	-0.0475
SNX24	-0.15725
RARS	-0.55625
MORC2	0.080125
FAM48A	-0.83175
MT1H	0.0705
PPP1R14C	-0.178833333333333
FOXD1	-2.79642857142857
C1orf213	-0.00375
AMT	-0.8606
DSN1	-1.76225
PTPLAD2	2.315
DIS3L	0.41825
RASL11A	2.39525
GPRC5B	0.724
FRMD7	-0.485
STRN4	-0.628
KITLG	0.766090909090909
HDGF	-1.30775
OR1S1	0.031
SETX	0.4183
DDR2	2.9435
KCTD12	3.479
LYZL2	-0.53375
WDR52	0.3195
TMEM2	0.28125
ZNF579	0.3125
LOC200810	-0.517
TNFSF9	-1.6355
PPFIA4	-3.793
CNIH3	-0.285833333333333
MAP4K4	-1.2115
ROD1	-0.246214285714286
ALS2CR12	0.180666666666667
DOCK3	-0.221166666666667
PAQR9	-3.34525
ASB17	0.6835
STX16	-1.792375
FEZ2	0.835333333333333
DLAT	-0.684166666666667
KIF21B	-1.18716666666667
CDC5L	-0.451
TMEM119	1.637
CRIP3	-1.26075
TPSD1	0.526
TEPP	0.56525
GNGT2	1.50925
C21orf121	0.579
WNK1	0.17675
FLJ10490	0.6512
OR51B5	-2.015
LOC203547	-0.688875
HAS1	1.9905
PPA1	0.312666666666667
ST7	-0.172375
C11orf46	0.5065
POPDC3	-2.09833333333333
ACOX2	1.79583333333333
ATCAY	-0.786833333333333
TM4SF19	2.0205
MFSD9	-0.384
PDHB	-0.068
ERN1	-0.47775
LCE3C	-0.037
GPR111	-0.1215
NOTCH3	2.68633333333333
ADAMTS5	5.992
B3GALT1	-1.05575
UGCGL1	-1.0225
FAM58A	0.829833333333333
FBXO32	2.296
CLPP	-0.37725
NXPH1	-1.14125
MTMR3	0.994166666666667
ATP1B3	-0.706375
TMEM16A	4.139
HIST1H3F	-0.4695
TRIM25	-0.598666666666667
SDCBP2	1.218
CRKL	-0.879
HOXB2	1.0215
ANP32B	-0.66325
GATM	4.464
AP4E1	-0.33125
EDG5	0.1735
CDKN3	-3.522
CDH4	-1.938
PGD	-0.384
RND1	0.5125
GAD1	-3.9173
MPG	0.0705
LOC440350	-1.1245
ZNF133	0.3665
SERPINB12	0.227
AMELY	-0.2636
DHX36	-0.8655
TNFAIP8L2	3.58866666666667
PHTF2	-0.799882352941176
CCDC112	-0.704166666666667
IQCC	-1.54025
HEYL	2.60683333333333
FTSJ2	-0.880333333333333
APPL1	0.72675
RAB43	0.68
OR10G2	-0.898
WAC	0.389666666666667
ADCY9	-0.800125
RUNDC2B	0.883666666666667
PYCRL	-0.8043
AGPAT7	-0.433
SLC22A9	-1.1365
CDKAL1	-0.886
PDYN	-0.3095
C20orf74	1.5735
MTMR11	0.57075
VAV3	2.40191666666667
DAPL1	2.961
STXBP3	0.44625
EIF3G	0.258
ARHGAP22	1.324
NPFFR1	-0.2145
NPC1	-0.414666666666667
ALDH9A1	1.6695
ZNF600	-0.32875
ZNF678	-0.491
RASSF1	0.18075
ADD2	-2.3935
PITPNB	0.25375
PKD2L2	0.072625
LRP11	-0.41225
CDKL1	0.39475
SMEK2	0.249
PRODH2	-3.39566666666667
C11orf54	0.0386666666666667
SFRS11	-0.4095
IL7	1.73466666666667
ALS2CR16	3.21925
BTG3	-1.00716666666667
PAK2	-0.717555555555556
RP11-679B17.1	0.86225
GATA4	-1.93433333333333
ATP2B1	-0.16975
LOC130940	1.261
C1orf172	2.11933333333333
ATF7IP2	-0.63425
SLC25A43	-0.196833333333333
CENTG3	-0.301583333333333
IGF2BP1	-4.0584
FCHSD1	-0.1315
CAMK2N2	1.2385
ELAVL3	-0.6363
NBPF15	-0.657666666666667
UBE2J2	-0.304833333333333
GNL2	-0.94225
PRR3	-1.0885
NLF2	0.913
OR4F6	-0.3325
KLHL24	1.31683333333333
CCDC88A	-0.8095
SGPP1	0.0111666666666667
C10orf11	1.66883333333333
SLC35B4	-0.965166666666667
UGT3A2	-2.097
ARNT2	0.0896
CBR1	0.0055
ITPR3	-1.11183333333333
TRAPPC6B	-0.5195
AMZ1	-0.8115
ARP11	1.4005
WDSUB1	0.3335
APBA1	1.43383333333333
RAB2A	0.362
C6orf162	0.003875
HPSE2	2.0755
PLCE1	0.43175
INSL3	2.24625
DLG1	0.0566
PTPLA	-2.00475
PIGX	-0.58525
TFIP11	0.280333333333333
FIBIN	3.5885
POLR2G	-0.48575
GRAP2	-2.7087
DNAJB8	-0.269
CNBP	0.612166666666667
WASF1	-1.3305
INPP5E	-1.3459
HSPB1	0.1453125
TMEM167	-0.2026
CUBN	0.65
IGF1	4.8699375
ITPK1	1.0764
NAALAD2	-0.54975
G3BP1	-0.0493
NT5DC1	0.927625
CYP39A1	1.317
TMEM139	1.22358333333333
POLK	-0.0839
GLULD1	-1.07275
RBM15	-1.28166666666667
AMZ2	0.01725
GDF15	-3.35083333333333
MESDC2	-0.24275
INCA	0.834333333333333
ACY1L2	-0.568
GZMM	-0.910166666666667
PAIP1	-0.38875
CACNA2D1	0.5915
STK32C	-0.999
SH3BP4	0.16
DEC1	-0.571
PADI1	0.9715
UBB	0.2376
PON3	2.95833333333333
PROP1	0.434
ANKRD13B	-0.9905
ADCK1	-0.64575
TCF25	0.0621666666666667
SLC38A5	-3.0915
CXorf26	-0.171166666666667
C19orf39	0.29525
PPP1R13B	0.09175
ARL2	-0.307
TCL6	-0.17075
TOP3A	-1.2255
SLC16A14	0.2095
FXYD6	2.40383333333333
HIST1H4E	-0.50675
BBC3	-0.530736842105263
UNC5A	0.328666666666667
FAM86C	-0.7062
PI4KB	0.4005
B3GAT1	0.44175
SUSD2	1.89716666666667
OAZ2	-0.577833333333333
NOC4L	-0.85925
C10orf12	-0.94975
FADS1	-2.97466666666667
LOC144097	-1.24475
DKK2	1.1825
KIAA1949	-0.189
RHOT1	-0.3676
OXT	2.09516666666667
GPR153	0.99075
ARL4A	-0.1445
SAAL1	-1.61125
CCDC64	-0.6945
USE1	0.112833333333333
HNMT	1.89783333333333
PCGF3	-0.025125
CYP2C19	0.5775
C20orf4	-0.0355
CCDC11	0.9565
ACSBG2	0.484
RWDD2A	0.28425
PALLD	2.611875
CPLX4	-0.1255
LOC492311	2.228
KPNA2	-2.70883333333333
MACROD1	-0.7566
