Hybridization REF	TCGA-B6-A0RP-01A-21R-A084-07
ZFP106	-0.41775
ZNF347	0.521
GTF2E1	0.717
RY1	-0.422333333333333
ATAD2B	0.349
ARHGAP17	-0.1159
KCNIP3	-0.50625
SFPQ	-0.18525
GFRA4	0.274833333333333
AKR1B10	-3.409375
TIGD6	0.9605
RGS16	2.8955
URB1	-0.703833333333333
OR4C46	-0.0508333333333333
TOP3B	-0.818
NFATC4	0.5805
CA14	-3.92575
BMPR1A	0.289666666666667
SNRP70	-0.767625
PRL	-0.0474166666666667
C6orf130	0.0105
STAG2	-0.00875
CD55	0.0286428571428572
RPS23	0.399333333333333
SSX2	-1.09166666666667
FDPSL2A	0.05975
FBXO27	0.83625
SYNGR3	-0.340833333333333
TMSL3	1.06275
EML1	-1.075
NUP93	-1.13441666666667
SMAD3	-0.5198
KIAA1189	1.883
HNRPUL2	0.0245
TBC1D12	0.877666666666667
C16orf24	1.138
MRVI1	1.62483333333333
ZNF581	-0.153
ELOVL3	0.401
OR51Q1	-0.14425
CACNB3	0.999333333333333
GALNT13	-0.172375
C10orf84	0.691375
NEDD4	-0.1003
SPO11	0.6625
OR5AU1	0.294
NEK4	0.866071428571429
PRKAR2A	0.089
IHPK1	0.4405
ATP6V0B	0.051875
CACNA1E	0.8725
CEACAM8	0.845166666666667
PEX14	-0.0095
FLJ12993	-1.584
ZBTB38	0.216833333333333
PCTK2	0.908166666666667
LRRC16	0.126
FBLIM1	0.800416666666667
FYCO1	1.7535
RP5-1022P6.2	0.0959166666666667
CMTM1	0.347833333333333
PLTP	0.176166666666667
RAPH1	1.077125
DOCK8	0.897125
EZH2	-1.86686666666667
SLC25A1	-1.175
PLEKHB1	-0.1055
GRB7	0.276
ZFP37	-0.06725
MRPL33	-0.07175
PELO	-0.411
ARMC1	-0.166
C9orf27	-0.21775
FLJ25778	0.303
C9orf37	-0.838666666666667
TMEM66	1.58275
SPRN	0.56375
HBEGF	0.81075
PI4KA	-0.9915
LEPRE1	-0.113
POU2AF1	-2.36425
MRPL12	-0.770166666666667
REP15	-0.3445
ZC3H3	0.3765
RASAL1	-1.00025
DDAH1	1.231375
ACBD5	0.33775
TMC2	0.401
CCDC137	-1.3895
SAMD13	-2.1925
UGT2B15	-4.26433333333333
TIPARP	1.03725
DNASE1L3	0.91475
TRIM72	0.459333333333333
DBX2	-0.07725
IPO8	-0.36175
C21orf88	-1.006
MAP3K14	0.7055
LOC51233	0.171333333333333
GGTLA4	-1.67325
PDE6D	0.10725
ZNF117	0.2495
CLK2	-0.033375
NKRF	-1.03875
TNFSF15	-0.0614
DUSP2	0.344
SECISBP2	-0.0192
GABRR2	-0.0325
PPAP2C	2.2715
LOC51145	0.1195
PAG1	0.091875
PIK3C3	-0.15025
GNG10	-0.321
APOL4	0.723666666666667
ANKRD28	-0.73925
STMN3	-0.7995
RAB14	0.5237
CDK2AP2	-0.53475
HDDC3	-0.12
COMMD7	0.368
CXXC1	-0.31075
HMCN1	0.531666666666667
CD40	0.62525
DYNC1LI2	-0.5535
GDI1	0.07275
LOC646938	-0.483
VSNL1	-1.623
PIH1D1	-0.330333333333333
RAET1G	-1.038
KRTAP5-9	-0.219
EFTUD2	-0.848
ZNF311	1.3255
ATP6V1G3	0.3775
OR2W3	0.53975
SCN4A	0.12275
MED10	-1.603
FAM135A	-0.4676
ARHGAP4	-0.35425
EHMT2	-0.507625
UFD1L	-0.7705
ERMP1	-0.24525
MAG1	-1.27516666666667
THAP8	0.7155
HACE1	-0.0345
FAM82C	0.317833333333333
C3orf20	-0.073
UNC84A	-0.664833333333333
SCD5	-0.282285714285714
LASS6	2.11675
LSG1	0.18425
MAL	-5.41675
GPR22	-0.36
WDR5B	2.005
ACTRT1	0.711
C17orf60	0.478166666666667
GRIN2C	0.2168
ARMC8	-0.07925
SLC47A1	-2.08083333333333
DMPK	0.07825
DHRS13	-0.2005
SMC1A	-1.3645
KRTAP17-1	0.0775
SMYD5	-0.15525
TUSC2	0.699
CRHR2	0.2545
KIR3DL2	0.3385
CCDC104	0.843
ATP2C1	0.725
CROT	1.09825
PABPC3	-0.688333333333333
EGR1	2.80316666666667
THSD1	0.7015
KHK	-1.62825
SLC12A2	0.6874375
CD58	-1.2645
STOX2	-0.852
CCDC76	-0.6273
CCDC48	2.8715
DNAH1	0.267833333333333
ZIC4	-0.1615
OR1G1	0.2395
PSMC6	-0.461333333333333
PROKR1	0.1415
ABCB1	-0.604125
TRAT1	-0.90175
LLGL1	0.276
MTF1	0.3505
USP54	1.1955
PAGE2B	-2.059
ITGB7	-3.5075
CCDC81	-0.162
LOC149837	0.16475
SCUBE1	1.364
ZSCAN10	0.7935
HUWE1	-0.0664285714285714
CDH17	-0.936
CD180	0.13075
IL17A	-0.01625
TMPO	-1.245375
KIAA1524	-1.91666666666667
HDGFRP3	-1.9275
OXCT1	-1.95809090909091
RRAS2	-2.6205
LTBP2	2.121125
SV2B	0.5205
CYP2A6	2.27425
PKD1L2	-0.531833333333333
PPM1M	1.39275
FLJ22662	1.20533333333333
ZNF502	0.6795
GP6	-0.548
CRYBA2	-0.83875
LEF1	0.0889
CTPS	-2.91442857142857
EYA1	-2.71266666666667
EPS8L1	2.06575
MAPK14	-0.3705
SERPINB2	-4.212625
GTF2F2	-1.00816666666667
ZNHIT4	-0.018
PLA1A	0.416
C20orf114	3.826
HPR	-3.005
C18orf2	-2.57583333333333
SATB2	-1.717
KCNJ9	-0.088375
MGC157906	-0.041
MOCS3	0.41725
C17orf71	-0.202
PPHLN1	-0.2056
HIST1H2BN	-1.74075
RAPGEF1	-0.587625
MAP3K8	0.38975
DLG4	0.158166666666667
STC1	1.34258333333333
CDGAP	1.5895
DDX26B	-1.2765
LOC150223	-1.8195
CPSF3	-0.7095
TMEM14A	0.75775
MYH3	-1.10925
GPKOW	0.3735
SULT1A1	-0.1445
SPON1	3.9652
YY1AP1	0.906666666666667
RAB23	0.382
PLA2G4A	-3.64075
MAPRE3	-0.12075
ZNF516	1.07871428571429
GGPS1	1.485
EXOC3L2	-0.0535
C19orf42	1.2253
MAP2K2	-0.2275
HIST1H2BB	-1.718
RNF19B	1.1005
C6orf128	-0.00433333333333334
TLR8	2.0565
PCDHA9	0.8755
CARS2	0.024875
CLUL1	3.75183333333333
RHAG	-4.04333333333333
UNK	0.013
EXOC8	1.0655
C9orf95	1.5325
C14orf143	-0.150333333333333
MAML3	0.298625
LDHA	-1.7095
MRPL20	-0.08
KLHDC6	0.244666666666667
ATP5S	-0.18
C8orf55	0.06575
PHF19	-2.5595
KRTAP13-4	0.362
TTC5	0.349
XKR5	-0.15275
SILV	-4.56083333333333
TEX28	-0.201
TCTN1	1.22525
CX40.1	0.161
PPP2R5C	-0.328375
C12orf30	-1.14016666666667
CAPG	2.41
MPZL1	1.3077
ARSB	-1.13833333333333
TDH	-1.6655
WASF4	0.0255
TSSK3	-0.454833333333333
7A5	0.3365
CRISPLD1	1.015375
MAD1L1	-0.442
SPIN4	-0.461833333333333
AMPD1	-0.201
DPYSL5	-0.0365
INPP1	0.225166666666667
ANKRD11	-1.50838888888889
NPAS4	0.011375
GCET2	0.0262
RNASE9	-0.503
GUCY2D	0.439666666666667
CCDC98	0.44675
FGF4	-0.30075
CPM	-0.815
SLC26A4	-1.7515
PLD5	0.13325
FAM59A	-1.3964
FBXO5	-2.751
SIPA1L1	-0.054375
DPYS	0.01925
ATG4D	-0.3105
TGM3	0.416
MTCH1	0.14675
HK1	0.257928571428571
CDC26	-0.1465
GALNT12	-2.81016666666667
LOC339229	0.21725
MRPL35	-0.278625
ORC4L	0.286875
TNKS	0.181357142857143
C2orf24	0.677333333333333
ZNF553	0.905666666666667
GGTLA1	2.3864
ZNF497	0.585
CDY1B	0.108
SLC30A4	0.249
TUB	-0.8105
ARHGEF18	0.1215
ARRB1	0.64625
KCNK1	1.09775
EREG	-2.6902
SCAMP5	-0.133
RUNDC3B	0.82425
ADAMTS20	0.3825
IL17RB	0.594375
FLJ20323	0.02925
MCAM	0.491375
POLR3E	-0.899833333333333
AQR	0.1105
IPMK	0.193
CDCA7	-4.936625
CAMP	1.582
GRHL3	0.11175
ADAMTSL2	1.48116666666667
CLMN	2.52383333333333
SSTR3	0.3785
MAGEA5	-1.99316666666667
OVOL2	4.01625
JMJD1B	0.1575
RBL2	0.1118
PYGO2	1.4375
PPP1R10	0.629666666666667
CSE1L	-1.34316666666667
LCA5	1.365
RDH16	-0.0525
ASRGL1	-2.792
TOM1	0.527166666666667
PTX3	-6.689
TTC15	0.91625
SCGB3A1	3.46033333333333
MRPL50	-0.918
RCAN3	0.157
SLC26A11	1.2005
STYX	-0.229833333333333
CINP	0.024
MARCH7	0.088
PFKM	-2.211
SGMS1	1.5355
RIOK3	-0.3906
C1orf110	0.391
CES7	-0.0665
LOC440248	-2.1845
PPP1R12C	0.042
C10orf27	0.896
ATG9A	-0.6245
MRPS26	0.398
TMEM40	-1.09875
ELP3	0.238
ZNF787	0.3364
HIAT1	0.102
C8orf34	0.437833333333333
MGC4655	0.6354
PELI1	-0.0121666666666667
PPT1	1.587
SLC35C2	-0.13
C6orf125	-0.002
MUC4	-1.28633333333333
RFC4	-2.22314285714286
GNB2	0.489833333333333
NUP50	-0.374785714285714
SULT4A1	-1.34116666666667
C7	1.998625
CCDC130	0.320833333333333
ARRDC4	-0.3015
RQCD1	-0.7205
GLYCTK	-1.15875
AYTL2	-0.801545454545455
MTUS1	1.8624
LEMD3	0.105833333333333
PLEKHF2	2.81225
HOXA7	1.968125
GTF3C2	-0.9595
DYNLRB2	5.1135
CNOT10	-0.12675
MR1	1.437
FFAR1	-0.3625
PRIC285	-0.0785
SLITRK6	-0.8535
LIX1	-1.4721
UBE1L2	-0.426666666666667
F8	1.05025
ACHE	0.553833333333333
KPNA5	-0.3885
TNFRSF12A	-0.826
EGR3	3.5355
SERPIND1	-3.28466666666667
OASL	1.48175
IFRD1	-2.36575
WDFY1	0.076
ZNF267	0.466625
ACCN5	-0.2145
ZBTB6	-0.2345
PPP1R3A	-0.043
PRRT3	2.52225
FBXL19	-0.389
TXNIP	0.303142857142857
ACTN2	-1.32425
ATG9B	-0.14475
C9orf117	1.280625
IL27	1.2385
RPL36AL	0.137833333333333
KLK15	-0.1825
CHAD	3.0775
RAP2B	-0.3787
HEBP2	0.74225
ZNF342	0.6825
CAMK2G	-0.616
TLR3	2.87625
FGF14	0.5265
HMGB2	-1.24725
TRPM5	-0.0831666666666667
OR5M11	0.201
KIF3B	0.425631578947368
PRICKLE2	1.0155
MTMR9	0.4455
C3orf27	0.1155
GLRA3	-1.508
NSDHL	-0.330333333333333
TMEM32	-0.2005
POLR2D	-1.11458333333333
MYADML	0.182
C9orf114	-0.66475
MRGPRX1	0.4765
TOPORS	0.2305
CLDN19	-1.2
C1QL4	-0.002
RNF165	-2.4345
DHRS9	-0.2045
DNAH2	-0.903666666666667
FXR1	-0.271166666666667
ZMYM3	-0.351875
CASP3	-0.162333333333333
FAM120C	-0.449
SCLY	-1.3145
CA7	0.265
ENTPD5	0.701
ZNF461	0.309375
PDIA5	0.4275
C1orf19	-0.0673333333333333
TMEM67	0.385
KCTD20	-0.4
WDR47	0.499
FLJ38723	-0.0185
KLRF1	0.957333333333333
TAS2R16	0.4205
CLDN12	0.87475
PRKCE	-0.2105
UBXD4	-0.29075
ITGAM	2.86266666666667
GLT8D3	-0.508125
WDR31	0.9633
RGS2	0.97325
OR51L1	0.4215
MST1R	1.37725
KIAA1737	1.69425
OR4A5	0.363
GLIS1	-0.121
PTMA	0.211714285714286
NAPA	0.92925
PRDM11	0.208
LIPF	-0.3095
DIRAS3	2.85525
ASGR2	-3.891875
C1QTNF4	0.37275
PIK3R4	0.794333333333333
ARMC3	0.32975
NDUFV3	-0.596666666666667
BTBD3	-0.452833333333333
PPP1R2	0.709916666666667
UBE2NL	-0.36775
FOSL2	1.28671428571429
FAM119A	-1.486
TUBA4A	-1.3468
KRTAP12-1	0.29025
SFRS2	-0.97425
RHPN1	-0.2392
EEF2	-0.316833333333333
ZDHHC11	-0.0301666666666667
EPHA3	-0.5932
RBM12	-0.446
H2AFJ	0.818916666666667
EDIL3	3.742
KIF26A	-1.59725
SERGEF	-0.91025
B3GALT4	2.89675
LOC90925	2.13683333333333
OSCAR	0.89975
NPFF	-0.049625
DEDD	0.510875
TMEM155	-0.17775
PTPN1	-0.055
SCYL2	-0.0166666666666667
SKAP1	3.82725
LEAP2	-2.0515
GADD45G	2.2979
IFITM3	1.24725
PILRB	-0.939333333333333
SLU7	0.182
DSC3	-0.7215
DNMT3L	-0.89125
PAPD5	-0.683125
B3GNT3	-2.14516666666667
LHCGR	0.029
MSL-1	0.46675
UBE2S	-2.242625
SAP130	-0.397
ANAPC11	0.56375
MAGED4B	-1.9235
ATP6V1B2	1.01583333333333
C14orf179	1.46425
CAPZA1	-0.152875
CDYL2	0.206333333333333
GLRX3	-1.17666666666667
LOC136288	-0.26525
MOBKL1A	0.22525
HTR2B	2.5835
CRYGD	0.047
NUS1	-0.868166666666667
PGRMC1	-0.313
MYOM2	-0.22125
FLJ39653	-0.603666666666667
CHM	0.3557
OR5M8	0.263
ZNF619	1.2595
FAM105A	1.35075
CCNL1	-0.836125
NAP1L3	1.0015
C10orf57	2.38783333333333
B3GALNT1	1.14733333333333
CSN1S2A	0.3125
TCP10L	-0.08975
GDAP2	0.327375
DMKN	0.392166666666667
COX6B1	-0.05325
DNASE2	1.1785
MSH5	-1.6385
LGMN	-0.278
USP31	-0.2427
OR13C8	0.3355
SDCBP	0.352
NUDT11	-1.68416666666667
PYGL	0.341333333333333
SNPH	-0.526666666666667
B3GNT4	-0.4075
MIZF	-0.1134
NUBPL	0.302
NOD1	0.202
CDH22	-0.454125
NUBP1	0.798333333333333
DSCAM	-3.867
DGKI	1.1775
FAM136A	-1.2865
AKAP1	0.184833333333333
SLC16A6	-0.27825
RIN3	0.49375
PSG2	-0.00324999999999998
DIP2B	0.5445
PSORS1C1	0.8882
KIAA0495	0.0265
FLJ90709	-0.202666666666667
LPA	-0.298833333333333
PIGA	-0.422
LY75	2.65816666666667
UTS2	-6.17616666666667
RREB1	0.206
GALNACT-2	0.7368
MGC3196	-0.2745
FLJ31568	-0.78975
LPHN1	-0.139375
SP1	0.6305
TOX4	0.918333333333333
HSPA9	-0.6559
APOBEC1	-1.9185
SLC35E4	-0.771
LSM5	-1.299
SURF1	0.215
ZBTB1	0.359916666666666
GTF2F1	0.160875
RPS15A	0.154785714285714
DUSP21	-0.633666666666667
GINS4	-3.18983333333333
MYO15A	1.39616666666667
GIMAP7	3.12925
MGC13379	1.0715
ATP6V1E2	-0.905333333333333
UTP3	0.14775
HNRPA3	-0.8024375
MT4	-0.35
C14orf155	0.40625
U1SNRNPBP	0.48925
CKLF	-0.334
PLEKHN1	-0.981666666666667
MBNL1	0.210416666666667
NUP160	-1.19125
ACSM2A	-1.21725
LOC129881	0.8495
KIAA1529	0.096
FLJ22639	-0.87275
HAND1	-1.079
GSX1	0.0435
FGA	-3.5518125
SERPINB1	1.06175
ZNF642	0.8215
IGFBP1	-8.30375
SLC1A1	5.532
DHX57	0.069
ZNF766	0.5605
PTPN21	0.1647
GDPD3	-1.88516666666667
PNPLA5	-0.0535
TBR1	0.129333333333333
FAM116A	0.785
IQGAP1	0.76775
FOS	3.5235
ZNF226	0.53275
FIGNL1	-0.6615
C14orf1	0.1965
ZMYND17	-0.673
PUS7	-0.950833333333333
TUBB6	-1.031625
KCNQ2	-1.22175
MARCH6	-0.38925
CCDC33	0.195
PRODH	-1.33
RBM11	1.83825
EPHA6	0.019
SLC43A1	1.273
LOC196541	0.156375
NTN1	1.43183333333333
ING4	0.68775
PCDHB10	0.43075
DPH2	-0.776
SPACA4	-0.000499999999999997
FBXL21	-4.2395
DIAPH1	-0.8355
ZNF71	0.828166666666667
CEP76	-0.711
CORO1A	0.028
RRM2	-3.495375
EDG4	1.07225
OS9	0.2375
SLC4A1AP	0.111
COG5	-0.3685
COPS8	-0.16925
NGLY1	-0.15025
NCBP2	0.00437500000000003
C17orf42	-0.0621666666666667
GPSM3	0.595875
SIL1	0.982166666666667
ASB6	-0.31225
SMAD5OS	0.118
UNC93A	-2.810375
A1BG	0.365833333333333
C21orf62	0.44225
FMO5	2.72616666666667
ATRIP	0.614833333333333
CEBPG	-0.2985
C7orf38	0.524333333333333
TNFRSF1B	0.6205
CLEC1A	1.312
IQSEC1	0.91625
PATZ1	1.5889
RBM22	0.259875
BAG2	-1.24716666666667
PAQR5	-1.71683333333333
C9orf127	1.2251
THNSL1	0.707
SHROOM3	3.6162
JAM2	1.0655
SNRPN	-1.84475
ALX4	0.329
CACNA1S	0.3965
FAM130A1	0.611
CORIN	3.1805
CD300LB	0.887
PLEKHG6	0.966
LRRC40	-0.81425
PCLKC	-1.15525
PCDHB16	0.309666666666667
WNT2B	1.127
ASNS	-2.72155555555556
MRPL49	0.2385
FLJ46111	-1.3815
ISG20	-0.003375
SMU1	-0.212166666666667
CASZ1	0.6875
POLR1D	-0.69525
GIN1	-0.11125
SNAG1	0.420833333333333
ANKRD29	-0.5905
CDKN2AIP	0.05075
KRR1	-0.50175
CXCL1	-4.8035
EPM2A	-0.1943
PC	-0.137
DEFB127	-0.2375
PDZRN4	2.03466666666667
FAH	0.781125
OR51E1	1.77
CDC2L6	-0.166333333333333
DNTTIP1	-0.1815
PAX8	0.624
TMEM116	0.1335
C1orf150	0.208
PRO2012	0.24325
MRPL40	-0.288
BEX1	-2.3696
SLC2A4	-0.6665
PKMYT1	-1.921
FEZF2	-0.047
SLC26A9	-1.1505
MAP2	0.833583333333333
LYL1	-0.748
SLC25A19	-1.15483333333333
NOS3	-0.22
ZNF34	0.994
TMPRSS11F	-0.14
FAM43A	-0.28125
FCRL4	0.538
KLF14	0.005
FLRT2	0.419666666666667
WRN	-0.898
SDF2	1.1624
KRT8P12	-0.90125
C6orf195	0.513
C9orf125	-1.69616666666667
DZIP3	0.403875
RIT1	-0.000916666666666654
SCML1	-2.94133333333333
RHBDF2	-0.19125
OR2G3	0.156
REXO1L1	-0.159
MAP3K7IP3	0.669
C3orf57	-4.94175
FBXW11	-0.905
ETAA1	-0.051
C14orf131	0.4122
AKT1S1	-0.3245
SLC12A5	-1.051
C9orf164	0.65975
NRIP3	0.5975
NOS1AP	-1.88275
TMEM121	2.25775
SAP30BP	0.1135
DGCR6	0.627
WDR76	-1.593
FAM82B	-0.0702499999999999
LOC606495	-0.0035
MAP9	0.0194166666666667
BCDIN3D	1.89275
CXorf36	2.7605
DSCR3	-0.5158
ZFAND3	-0.034875
C7orf43	0.0931666666666667
SPSB3	1.215
C19orf19	0.1955
FAM133A	-1.028375
C12orf25	0.16375
SLC39A3	-0.41625
DISP2	-0.112
PI4KAP2	-2.0595
MKRN3	-0.885333333333333
ADAMTS13	-0.18525
CBLN3	0.576
TTYH1	-1.7945
C3orf18	2.452
FLJ13236	0.87275
ZMYND12	3.675
C18orf25	0.294125
GLB1L3	-0.7835
ATP13A5	0.922
RANBP10	-0.40775
CD96	-0.7674
DENND1C	0.26
RBMS3	1.1424
SLC41A3	0.8685
DGCR6L	0.55875
TMEM128	0.945
CSNK1G3	-0.184214285714286
MOBKL2C	1.43925
TSPAN6	-1.987375
MATN2	-0.6629
MSL2L1	0.454666666666667
ST6GALNAC2	1.83766666666667
FGFBP2	-0.4495
FGL1	-6.39816666666667
MPP3	-0.729666666666667
ARHGEF6	1.10083333333333
TGFBR2	0.5675
ACMSD	3.3185
IL33	1.84175
C9orf5	-0.104333333333333
DEAF1	0.494
AMN	0.3855
DEFA6	0.049375
RNF212	0.59275
METT5D1	0.572166666666667
CIB1	0.6277
TSSK1B	0.245
KIAA1727	1.7465
ZNF680	0.682333333333333
LOC399900	-0.1925
LOC152217	0.250666666666667
CTNNAL1	-3.4635
CIT	-2.79466666666667
TLE6	1.016
ZNF607	-0.76025
HERC4	-0.8085
DRAP1	-0.4752
PEMT	-0.23525
C10orf111	-0.4235
ZNF575	1.28425
KCTD7	-0.13875
MYO1F	0.9625
LOC285382	0.25825
RAB11A	0.3853
PLCD3	-0.2055
C15orf28	-0.07925
PTBP2	-0.8205
CTB-1048E9.5	-0.159625
C19orf60	-0.396666666666667
C7orf25	0.470666666666667
SETD7	0.76425
HOXB9	-4.517
VANGL1	-0.2321875
CHAF1B	-2.3245
NDUFA3	0.25425
KIAA1328	0.546
SHARPIN	0.28925
TTC23	-0.40375
UGP2	0.207833333333333
ANKIB1	0.2597
CIRBP	1.28871428571429
SEC14L4	-2.99783333333333
OVCH1	0.149166666666667
VPS52	0.154
FAT	-1.330375
M6PRBP1	0.12775
GPRIN3	0.716
PPM1F	-0.880166666666667
TSR1	-0.7115
CCDC85A	1.84125
PCSK5	2.00725
ZFHX3	-0.157
HEMK1	0.4148
PGBD2	0.42625
RSRC2	-0.279
AURKC	-1.414
SCRIB	0.237
ORM2	-4.06733333333333
FAM115A	-0.3577
FZD6	-0.67875
UNC119	0.412166666666667
GPX3	-0.9615
NOV	-0.593375
CABC1	0.187625
CDC42SE2	-0.668125
EIF2S2	-1.0396
RNF130	0.89225
CKAP5	-0.930333333333333
RP11-413M3.2	-0.056875
C10orf18	0.2764
TMEM93	-0.36675
DYX1C1	1.345
KCNMB2	-1.06925
ANK3	-0.117333333333333
KRT5	-2.9168
CDH12	-0.8595
QRSL1	-0.072
JUB	-0.1615
SHC4	-2.86825
CCL15	1.70183333333333
CCDC22	0.37375
SNX24	-0.454
RARS	-0.612
MORC2	0.48075
FAM48A	-0.60575
MT1H	-1.745
PPP1R14C	-3.6425
FOXD1	-2.38242857142857
C1orf213	-1.71725
AMT	-0.64
DSN1	-1.49975
PTPLAD2	4.04
DIS3L	-0.23075
RASL11A	0.008
GPRC5B	-0.310625
FRMD7	0.369
STRN4	-0.0115
KITLG	1.11268181818182
HDGF	-0.61425
OR1S1	-0.331
SETX	-0.4592
DDR2	0.26775
KCTD12	2.20875
LYZL2	-0.63725
WDR52	0.683
TMEM2	-0.2565
ZNF579	0.710166666666667
LOC200810	0.41675
TNFSF9	-1.756625
PPFIA4	-3.3085
CNIH3	0.891333333333333
MAP4K4	-0.904
ROD1	-0.470642857142857
ALS2CR12	-0.841666666666667
DOCK3	-1.185
PAQR9	-3.9875
ASB17	0.174
STX16	-1.599875
FEZ2	0.4425
DLAT	-0.6635
KIF21B	-1.3075
CDC5L	-0.37775
TMEM119	2.00783333333333
CRIP3	-1.1905
TPSD1	0.229333333333333
TEPP	0.089
GNGT2	1.51025
C21orf121	0.25475
WNK1	-0.103
FLJ10490	0.9104
OR51B5	-1.799
LOC203547	-0.95225
HAS1	0.9655
PPA1	-0.417666666666667
ST7	0.622125
C11orf46	0.757
POPDC3	-4.04816666666667
ACOX2	0.317166666666667
ATCAY	-0.324
TM4SF19	-1.7775
MFSD9	-0.392666666666667
PDHB	0.27675
ERN1	-0.096
LCE3C	-0.183
GPR111	0.479
NOTCH3	1.244
ADAMTS5	2.222
B3GALT1	-1.09325
UGCGL1	-1.06866666666667
FAM58A	0.4105
FBXO32	1.493
CLPP	-0.11375
NXPH1	-1.68125
MTMR3	0.996166666666667
ATP1B3	-1.5225
TMEM16A	3.86425
HIST1H3F	-0.5995
TRIM25	-0.436833333333333
SDCBP2	-0.369
CRKL	-0.86575
HOXB2	3.22583333333333
ANP32B	-1.065125
GATM	4.422
AP4E1	-0.20675
EDG5	0.3415
CDKN3	-2.7895
CDH4	-2.62325
PGD	-0.791666666666667
RND1	0.3085
GAD1	-2.2623
MPG	0.770875
LOC440350	-0.597
ZNF133	0.1635
SERPINB12	0.0505
AMELY	-0.0818333333333333
DHX36	-0.51675
TNFAIP8L2	3.30783333333333
PHTF2	-0.216
CCDC112	-1.20566666666667
IQCC	0.2645
HEYL	3.29216666666667
FTSJ2	-0.320833333333333
APPL1	0.860625
RAB43	0.293785714285714
OR10G2	-0.35
WAC	0.217666666666667
ADCY9	0.481625
RUNDC2B	0.785
PYCRL	0.5974
AGPAT7	-0.873333333333333
SLC22A9	-0.999666666666667
CDKAL1	-0.2665
PDYN	-0.259833333333333
C20orf74	0.4755
MTMR11	2.30575
VAV3	3.56916666666667
DAPL1	-1.767
STXBP3	0.15275
EIF3G	0.2015
ARHGAP22	-0.52875
NPFFR1	0.257
NPC1	-0.6665
ALDH9A1	1.3905
ZNF600	0.57225
ZNF678	0.391333333333333
RASSF1	0.699083333333333
ADD2	-2.3675
PITPNB	-0.509
PKD2L2	-0.493285714285714
LRP11	-0.34975
CDKL1	0.452
SMEK2	0.214
PRODH2	-3.09583333333333
C11orf54	0.6465
SFRS11	-0.612833333333333
IL7	-0.036
ALS2CR16	0.68575
BTG3	-1.65466666666667
PAK2	0.376333333333333
RP11-679B17.1	-0.754
GATA4	-1.83766666666667
ATP2B1	-0.97325
LOC130940	0.9775
C1orf172	2.39066666666667
ATF7IP2	-1.657
SLC25A43	-0.202833333333333
CENTG3	0.0755833333333333
IGF2BP1	-3.9136
FCHSD1	0.0765
CAMK2N2	0.770833333333333
ELAVL3	-0.0103
NBPF15	-0.402833333333333
UBE2J2	-0.09575
GNL2	-1.25575
PRR3	-0.0994999999999999
NLF2	0.8025
OR4F6	-0.313
KLHL24	1.093
CCDC88A	-1.7175
SGPP1	-1.18816666666667
C10orf11	1.40233333333333
SLC35B4	-1.32366666666667
UGT3A2	-0.6005
ARNT2	3.7547
CBR1	-1.84225
ITPR3	-0.733
TRAPPC6B	-0.1674
AMZ1	-1.3155
ARP11	0.28375
WDSUB1	0.99225
APBA1	0.5825
RAB2A	0.8372
C6orf162	0.0835
HPSE2	0.07975
PLCE1	1.95725
INSL3	0.028
DLG1	-0.2034
PTPLA	-4.01275
PIGX	0.22775
TFIP11	0.76
FIBIN	3.3965
POLR2G	-0.13225
GRAP2	-1.7431
DNAJB8	-0.2665
CNBP	0.632166666666667
WASF1	-2.5155
INPP5E	-1.053
HSPB1	-0.6631875
TMEM167	-0.5705
CUBN	0.181
IGF1	2.62725
ITPK1	0.0514
NAALAD2	-0.454125
G3BP1	-0.3697
NT5DC1	0.61725
CYP39A1	-1.089
TMEM139	-0.266666666666667
POLK	0.0642
GLULD1	1.71075
RBM15	-0.9625
AMZ2	0.25
GDF15	-3.12366666666667
MESDC2	0.014
INCA	0.29
ACY1L2	-2.9685
GZMM	-0.535333333333333
PAIP1	-0.27875
CACNA2D1	-0.08975
STK32C	-0.342
SH3BP4	1.62583333333333
DEC1	0.196
PADI1	0.1195
UBB	0.4574
PON3	3.4945
PROP1	0.502
ANKRD13B	-0.365
ADCK1	-0.557
TCF25	-0.189583333333333
SLC38A5	-1.52725
CXorf26	-0.214
C19orf39	0.71625
PPP1R13B	0.608
ARL2	-0.3545
TCL6	-0.00250000000000001
TOP3A	-0.2965
SLC16A14	0.270625
FXYD6	1.42916666666667
HIST1H4E	-0.5345
BBC3	0.836421052631579
UNC5A	0.200833333333333
FAM86C	-0.0238
PI4KB	0.947875
B3GAT1	-3.4815
SUSD2	0.3275
OAZ2	-0.163166666666667
NOC4L	-0.46925
C10orf12	-0.432
FADS1	-1.717
LOC144097	-0.89275
DKK2	1.35466666666667
KIAA1949	0.261
RHOT1	0.2835
OXT	1.32833333333333
GPR153	0.70775
ARL4A	-1.9845
SAAL1	-1.5425
CCDC64	-0.465
USE1	0.0506666666666666
HNMT	1.45983333333333
PCGF3	0.263125
CYP2C19	0.19375
C20orf4	0.1705
CCDC11	1.70825
ACSBG2	-0.11125
RWDD2A	1.574
PALLD	2.9005
CPLX4	0.243
LOC492311	1.227
KPNA2	-2.35183333333333
MACROD1	-0.1911
TMCO3	-0.596666666666667
C15orf52	-1.21016666666667
BIRC5	-2.67006666666667
PRR16	-0.316666666666667
