Hybridization REF	TCGA-AR-A0TZ-01A-12R-A084-07
SMARCD1	-0.583666666666667
ZFP106	-0.328
ZNF347	1.0859
GTF2E1	0.2045
RY1	-1.2295
ATAD2B	-0.450375
ARHGAP17	-0.3931
KCNIP3	-0.799
SFPQ	-0.098875
GFRA4	-0.402666666666667
AKR1B10	-4.321
TIGD6	1.56866666666667
RGS16	2.26875
URB1	-0.546666666666667
OR4C46	-0.0248333333333333
TOP3B	-0.6505
NFATC4	1.321
CA14	-2.875
BMPR1A	0.847666666666667
SNRP70	0.484
PRL	-0.325454545454545
C6orf130	-0.388
STAG2	0.3895
CD55	-0.752142857142857
RPS23	1.81083333333333
SSX2	-1.74516666666667
FDPSL2A	-0.008
FBXO27	-1.269125
SYNGR3	-0.6505
TMSL3	0.2215
EML1	0.1485
NUP93	-0.7925
SMAD3	0.6419
KIAA1189	0.364833333333333
HNRPUL2	0.854833333333333
TBC1D12	2.04433333333333
C16orf24	0.25775
MRVI1	0.911666666666667
ZNF581	-0.366333333333333
ELOVL3	-1.262
OR51Q1	0.2275
CACNB3	1.30916666666667
GALNT13	-0.992125
C10orf84	0.9913125
NEDD4	-0.1196
SPO11	0.996
OR5AU1	0.3175
NEK4	-0.435642857142857
PRKAR2A	-0.1935
IHPK1	-0.948166666666667
ATP6V0B	0.3945
CACNA1E	-0.102
CEACAM8	0.844166666666667
PEX14	-0.03
FLJ12993	2.922
ZBTB38	-0.383333333333333
PCTK2	1.877
LRRC16	-0.0224
FBLIM1	0.448833333333333
FYCO1	0.0195
RP5-1022P6.2	-0.219833333333333
CMTM1	0.0245
PLTP	-0.0128333333333333
RAPH1	0.607125
DOCK8	0.597625
EZH2	-0.820866666666667
SLC25A1	-0.825666666666667
PLEKHB1	0.5523
GRB7	1.2156
ZFP37	0.352
MRPL33	-1.76
PELO	-0.533
ARMC1	0.534363636363636
C9orf27	-0.301875
FLJ25778	0.00600000000000001
C9orf37	-1.04033333333333
TMEM66	2.25275
SPRN	0.693875
HBEGF	1.765875
PI4KA	-0.5395
LEPRE1	-1.07725
POU2AF1	-5.868
MRPL12	-0.936333333333333
REP15	-0.073
ZC3H3	1.042
RASAL1	-2.61925
DDAH1	1.0245
ACBD5	1.433375
TMC2	-0.3315
CCDC137	-0.5295
SAMD13	-1.27333333333333
UGT2B15	0.453166666666667
TIPARP	0.19525
DNASE1L3	-0.349
TRIM72	0.8495
DBX2	0.06
IPO8	0.1825
C21orf88	-1.1168
MAP3K14	0.02
LOC51233	0.5495
GGTLA4	-2.53125
PDE6D	0.376
ZNF117	1.14825
CLK2	0.252625
NKRF	-0.419
TNFSF15	-0.0292
DUSP2	0.473375
SECISBP2	0.6836
GABRR2	-1.189
PPAP2C	2.30075
LOC51145	0.0876666666666667
PAG1	-1.342875
PIK3C3	0.37175
GNG10	0.343
APOL4	0.0931666666666667
ANKRD28	0.66975
STMN3	0.4564
RAB14	0.9442
CDK2AP2	0.1405
HDDC3	-0.526875
COMMD7	0.9385
CXXC1	0.05725
HMCN1	-0.217
CD40	-0.48975
DYNC1LI2	0.1679375
GDI1	0.58675
LOC646938	-0.3515
VSNL1	-1.18766666666667
PIH1D1	0.114833333333333
RAET1G	-0.8855
KRTAP5-9	0.082
EFTUD2	-0.10075
ZNF311	1.3115
ATP6V1G3	0.075
OR2W3	0.393
SCN4A	-0.11675
MED10	-0.034625
FAM135A	-0.4493
ARHGAP4	-1.81225
EHMT2	-0.49525
UFD1L	-1.45
ERMP1	0.328
MAG1	1.70433333333333
THAP8	0.687166666666667
HACE1	-0.579666666666667
FAM82C	1.1855
C3orf20	-0.438
UNC84A	0.119666666666667
SCD5	1.1485
LASS6	2.610875
LSG1	0.768333333333333
MAL	-6.5125
GPR22	-0.237
WDR5B	0.6615
ACTRT1	0.629
C17orf60	0.427333333333333
GRIN2C	1.3072
ARMC8	-0.964666666666667
SLC47A1	-1.4775
DMPK	-0.01075
DHRS13	0.462166666666667
SMC1A	-0.216
KRTAP17-1	-0.01375
SMYD5	-0.7225
TUSC2	-0.380875
CRHR2	0.102
KIR3DL2	-0.1835
CCDC104	0.02425
ATP2C1	0.31825
CROT	2.40825
PABPC3	-0.0726666666666667
EGR1	1.28233333333333
THSD1	0.17225
KHK	-0.96275
SLC12A2	2.278125
CD58	-0.9855
STOX2	-0.031
CCDC76	-0.2393
CCDC48	3.0635
DNAH1	0.394833333333333
ZIC4	-0.2445
OR1G1	0.2055
PSMC6	0.258333333333333
PROKR1	-0.2655
ABCB1	-0.78075
TRAT1	-1.47075
LLGL1	0.171
MTF1	-0.409
USP54	0.543375
PAGE2B	-3
ITGB7	-4.69525
CCDC81	-0.146
LOC149837	0.51625
SCUBE1	2.3325
ZSCAN10	-0.432
HUWE1	-0.0285
CDH17	0.715
CD180	0.341
IL17A	0.206
TMPO	0.1445
KIAA1524	-0.5365
HDGFRP3	1.25033333333333
OXCT1	-0.642363636363636
RRAS2	-0.835
LTBP2	2.2058125
SV2B	-0.944166666666667
CYP2A6	4.208125
PKD1L2	-1.09983333333333
PPM1M	0.37375
FLJ22662	1.9555
ZNF502	-1.0615
GP6	-0.1495
CRYBA2	0.07375
LEF1	-0.6327
CTPS	-2.85628571428571
EYA1	-3.87766666666667
EPS8L1	1.559
MAPK14	0.301083333333333
SERPINB2	-5.880875
GTF2F2	-0.903166666666667
ZNHIT4	-0.4915
PLA1A	3.4125
C20orf114	1.632
HPR	-5.6575
C18orf2	-3.3572
SATB2	-0.07425
KCNJ9	-0.698875
MGC157906	1.1455
MOCS3	1.15175
C17orf71	0.654333333333333
PPHLN1	0.6237
HIST1H2BN	-1.589
RAPGEF1	0.312875
MAP3K8	3.8695
DLG4	-0.725833333333333
STC1	1.42558333333333
CDGAP	1.3445
DDX26B	-2.16525
LOC150223	-2.01575
CPSF3	-1.6865
TMEM14A	-0.491
MYH3	-2.5025
GPKOW	-0.09925
SULT1A1	-0.727333333333333
SPON1	3.5297
YY1AP1	0.440833333333333
RAB23	-0.045
PLA2G4A	-4.9005
MAPRE3	0.1235
ZNF516	1.53664285714286
GGPS1	0.9505
EXOC3L2	-0.473375
C19orf42	1.2669
MAP2K2	-0.312666666666667
HIST1H2BB	-0.431
RNF19B	1.25133333333333
C6orf128	0.0323333333333333
TLR8	2.5105
PCDHA9	2.5645
CARS2	-0.222375
CLUL1	2.33283333333333
RHAG	-4.717
UNK	0.1445
EXOC8	0.6267
C9orf95	0.82875
C14orf143	0.283
MAML3	0.450375
LDHA	-1.64075
MRPL20	-0.55225
KLHDC6	0.206166666666667
ATP5S	-0.678333333333333
C8orf55	0.65425
PHF19	-1.234875
KRTAP13-4	0.166
TTC5	1.33075
XKR5	-0.23175
SILV	-5.3345
TEX28	-0.804
TCTN1	1.961
CX40.1	-0.0735
PPP2R5C	-0.01025
C12orf30	-0.933333333333333
CAPG	1.747
MPZL1	0.8487
ARSB	-0.995333333333333
TDH	-2.354
WASF4	-1.37275
TSSK3	-0.844333333333333
7A5	0.3955
CRISPLD1	-0.499625
MAD1L1	-0.420166666666667
SPIN4	0.652833333333333
AMPD1	-2.41
DPYSL5	0.4075
INPP1	-0.500666666666667
ANKRD11	-1.14816666666667
NPAS4	-0.062375
GCET2	-0.297
RNASE9	0.5225
GUCY2D	0.399166666666667
CCDC98	1.2455
FGF4	-0.544125
CPM	-1.58733333333333
SLC26A4	-0.572333333333333
PLD5	0.317666666666667
FAM59A	-0.2942
FBXO5	-2.22666666666667
SIPA1L1	-0.290875
DPYS	0.1795
ATG4D	0.5905
TGM3	1.4445
MTCH1	0.858625
HK1	0.0600714285714286
CDC26	-0.3735
GALNT12	-3.32883333333333
LOC339229	-0.49175
MRPL35	-1.305125
ORC4L	0.892875
TNKS	0.416928571428572
C2orf24	0.6215
ZNF553	0.387166666666667
GGTLA1	2.5708
ZNF497	-1.20925
CDY1B	-0.21125
SLC30A4	1.5675
TUB	0.41175
ARHGEF18	0.41125
ARRB1	1.46875
KCNK1	2.015125
EREG	-2.8707
SCAMP5	-0.57975
RUNDC3B	1.75225
ADAMTS20	-0.4885
IL17RB	0.393125
FLJ20323	-0.4825
MCAM	-0.45975
POLR3E	-0.63975
AQR	0.205333333333333
IPMK	0.6885
CDCA7	-1.421625
CAMP	-1.14875
GRHL3	1.46975
ADAMTSL2	0.457333333333333
CLMN	1.179
SSTR3	0.0665
MAGEA5	-2.55966666666667
OVOL2	3.05975
JMJD1B	0.6645
RBL2	0.7167
PYGO2	1.04325
PPP1R10	0.886666666666667
CSE1L	-0.199
LCA5	1.32575
RDH16	1.53025
ASRGL1	-3.37525
TOM1	0.920833333333333
PTX3	-6.5485
TTC15	-0.58375
SCGB3A1	0.316666666666667
MRPL50	-0.5185
RCAN3	0.19375
SLC26A11	1.78175
STYX	-0.613166666666667
CINP	-0.0405
MARCH7	0.8895
PFKM	-0.517
SGMS1	0.858
RIOK3	0.087
C1orf110	0.327
CES7	0.246125
LOC440248	-0.75875
PPP1R12C	0.098
C10orf27	0.6605
ATG9A	-0.713
MRPS26	0.380375
TMEM40	-2.12125
ELP3	0.2286
ZNF787	0.2076
HIAT1	1.539375
C8orf34	0.732166666666667
MGC4655	0.8143
PELI1	-0.986333333333333
PPT1	0.4632
SLC35C2	0.507333333333333
C6orf125	-1.0155
MUC4	-2.0685
RFC4	-1.03228571428571
GNB2	1.107
NUP50	-0.503142857142857
SULT4A1	-1.77016666666667
C7	1.578625
CCDC130	-0.263
ARRDC4	-0.09325
RQCD1	0.02425
GLYCTK	-2.243
AYTL2	-1.04454545454545
MTUS1	1.6066
LEMD3	0.528166666666667
PLEKHF2	1.84225
HOXA7	-0.944875
GTF3C2	-0.5125
DYNLRB2	1.86275
CNOT10	-0.65675
MR1	-0.356
FFAR1	0.704
PRIC285	-0.04425
SLITRK6	2.03275
LIX1	-2.1469
UBE1L2	0.3455
F8	0.55925
ACHE	-0.1555
KPNA5	-0.39875
TNFRSF12A	-1.6915
EGR3	2.3065
SERPIND1	-4.44216666666667
OASL	1.67775
IFRD1	-1.481125
WDFY1	0.293833333333333
ZNF267	0.4045
ACCN5	0.4645
ZBTB6	1.458
PPP1R3A	0.2315
PRRT3	0.996
FBXL19	-0.3445
TXNIP	-0.461285714285714
ACTN2	-1.87975
ATG9B	-0.1735
C9orf117	0.292
IL27	-0.2275
RPL36AL	-0.214166666666667
KLK15	-0.13975
CHAD	0.5975
RAP2B	-0.9689
HEBP2	0.121
ZNF342	1.39
CAMK2G	-0.242
TLR3	0.5305
FGF14	0.374
HMGB2	-0.101875
TRPM5	-0.2555
OR5M11	0.2065
KIF3B	1.011
PRICKLE2	-0.3545
MTMR9	0.654875
C3orf27	0.2015
GLRA3	0.470166666666667
NSDHL	0.116333333333333
TMEM32	-0.39275
POLR2D	-0.131083333333333
MYADML	0.274
C9orf114	-0.1145
MRGPRX1	0.388
TOPORS	0.011
CLDN19	-1.46425
C1QL4	-0.3495
RNF165	-1.281
DHRS9	-1.0455
DNAH2	-1.28883333333333
FXR1	-1.06
ZMYM3	0.167875
CASP3	0.250166666666667
FAM120C	-1.49625
SCLY	-2.18675
CA7	0.002
ENTPD5	1.4555
ZNF461	0.373375
PDIA5	-0.78175
C1orf19	-1.03266666666667
TMEM67	0.4385
KCTD20	-0.13875
WDR47	1.034
FLJ38723	0.4835
KLRF1	-0.160166666666667
TAS2R16	0.223
CLDN12	0.5995
PRKCE	0.31425
UBXD4	-0.53
ITGAM	3.00666666666667
GLT8D3	-0.12075
WDR31	0.8009
RGS2	0.97025
OR51L1	-0.1335
MST1R	-1.69675
KIAA1737	1.93
OR4A5	0.528
GLIS1	-2.45566666666667
PTMA	0.708
NAPA	1.98625
PRDM11	0.34575
LIPF	0.374
DIRAS3	1.7445
ASGR2	-5.203
C1QTNF4	0.81725
PIK3R4	0.2885
ARMC3	1.206
NDUFV3	-1.21841666666667
BTBD3	-0.736333333333333
PPP1R2	0.229833333333333
UBE2NL	0.28975
FOSL2	1.10535714285714
FAM119A	-0.622
TUBA4A	-0.8877
KRTAP12-1	0.01425
SFRS2	0.035
RHPN1	-0.0228
EEF2	0.581
ZDHHC11	0.098
EPHA3	-1.722
RBM12	0.36
H2AFJ	-0.0395833333333333
EDIL3	1.91
KIF26A	0.074
SERGEF	0.40775
B3GALT4	1.65475
LOC90925	-0.00250000000000002
OSCAR	-0.53575
NPFF	-0.86075
DEDD	0.30175
TMEM155	-0.29325
PTPN1	0.5405
SCYL2	0.578333333333333
SKAP1	1.42
LEAP2	-3.5465
GADD45G	2.2294
IFITM3	0.71425
PILRB	-0.163333333333333
SLU7	0.5623125
DSC3	-0.3385
DNMT3L	-1.58625
PAPD5	0.3915
B3GNT3	-2.63483333333333
LHCGR	-0.096
MSL-1	1.903
UBE2S	-1.246875
SAP130	-0.1365
ANAPC11	0.6425
MAGED4B	-2.664
ATP6V1B2	0.193833333333333
C14orf179	1.028375
CAPZA1	0.70525
CDYL2	0.375666666666667
GLRX3	-0.342833333333333
LOC136288	-0.456
MOBKL1A	0.19075
HTR2B	2.36225
CRYGD	0.0135
NUS1	-0.720166666666667
PGRMC1	1.371
MYOM2	-1.86
FLJ39653	-1.143
CHM	1.0919
OR5M8	0.3105
ZNF619	-0.738
FAM105A	2.43125
CCNL1	-0.41325
NAP1L3	-0.2915
C10orf57	2.0825
B3GALNT1	1.58433333333333
CSN1S2A	-0.096
TCP10L	0.1165
GDAP2	0.409625
DMKN	0.00716666666666667
COX6B1	-0.485
DNASE2	0.425166666666667
MSH5	-2.06275
LGMN	-0.346
USP31	-0.1299
OR13C8	0.464
SDCBP	-0.2279
NUDT11	-2.91133333333333
PYGL	-1.59583333333333
SNPH	0.933666666666667
B3GNT4	-0.8855
MIZF	-0.0926
NUBPL	-0.066125
NOD1	-0.622333333333333
CDH22	-0.206375
NUBP1	0.2575
DSCAM	-5.002
DGKI	0.942
FAM136A	-1.378
AKAP1	0.0975
SLC16A6	0.11575
RIN3	-0.324
PSG2	0.20375
DIP2B	-0.11825
PSORS1C1	-0.9525
KIAA0495	0.893
FLJ90709	-0.542
LPA	-0.601166666666667
PIGA	0.117666666666667
LY75	1.1615
UTS2	-7.00533333333333
RREB1	0.530875
GALNACT-2	1.0082
MGC3196	-0.70625
FLJ31568	1.47425
LPHN1	0.235875
SP1	1.69225
TOX4	0.809833333333333
HSPA9	-0.0199
APOBEC1	0.4405
SLC35E4	-0.5435
LSM5	-1.48075
SURF1	0.42675
ZBTB1	0.33125
GTF2F1	0.317875
RPS15A	-0.966928571428571
DUSP21	-0.775166666666667
GINS4	-1.66983333333333
MYO15A	-0.5755
GIMAP7	2.46075
MGC13379	0.445
ATP6V1E2	-2.28033333333333
UTP3	0.71075
HNRPA3	-0.5425625
MT4	-0.594
C14orf155	-0.48625
U1SNRNPBP	0.32925
CKLF	-1.28066666666667
PLEKHN1	-2.127
MBNL1	-0.664916666666667
NUP160	-0.55775
ACSM2A	-1.7345
LOC129881	0.9735
KIAA1529	0.6455
FLJ22639	-1.5505
HAND1	-1.947
GSX1	0.1585
FGA	-4.3993125
SERPINB1	-0.158
ZNF642	0.6335
IGFBP1	-9.423625
SLC1A1	0.762875
DHX57	-0.641375
ZNF766	1.2015
PTPN21	-0.3205
GDPD3	2.22816666666667
PNPLA5	0.088
TBR1	-0.124166666666667
FAM116A	-0.11575
IQGAP1	0.303875
FOS	3.151875
ZNF226	-0.24275
FIGNL1	0.0988333333333333
C14orf1	0.4485
ZMYND17	-0.242
PUS7	-0.789
TUBB6	-0.276375
KCNQ2	-1.98075
MARCH6	0.608916666666667
CCDC33	-0.355
PRODH	-0.98
RBM11	2.95
EPHA6	0.5675
SLC43A1	-1.08075
LOC196541	0.3105
NTN1	0.11725
ING4	0.209
PCDHB10	3.117
DPH2	-1.18616666666667
SPACA4	1.0625
FBXL21	-4.252
DIAPH1	-0.00616666666666666
ZNF71	1.38433333333333
CEP76	0.2045
CORO1A	-1.1915
RRM2	-2.072375
EDG4	1.0565
OS9	1.01216666666667
SLC4A1AP	-0.50225
COG5	0.1195
COPS8	0.47175
NGLY1	-1.73425
NCBP2	-0.3385
C17orf42	0.423333333333333
GPSM3	-0.658375
SIL1	0.946
ASB6	-0.38825
SMAD5OS	-0.8265
UNC93A	-3.488875
A1BG	0.174833333333333
C21orf62	0.7305
FMO5	-0.507666666666667
ATRIP	0.892
CEBPG	0.216166666666667
C7orf38	0.7335
TNFRSF1B	0.244
CLEC1A	1.7885
IQSEC1	0.520125
PATZ1	1.6443
RBM22	1.594375
BAG2	-2.18466666666667
PAQR5	-0.1525
C9orf127	1.5112
THNSL1	0.10875
SHROOM3	3.4508
JAM2	0.06225
SNRPN	-0.25175
ALX4	0.465
CACNA1S	-0.024
FAM130A1	1.3025
CORIN	2.717
CD300LB	1.125
PLEKHG6	1.3535
LRRC40	-0.86
PCLKC	-1.79425
PCDHB16	0.558333333333333
WNT2B	1.36683333333333
ASNS	-1.74088888888889
MRPL49	1.34425
FLJ46111	1.60925
ISG20	-0.3705
SMU1	0.2195
CASZ1	0.594
POLR1D	-0.406333333333333
GIN1	-0.08775
SNAG1	0.625666666666667
ANKRD29	-1.00575
CDKN2AIP	0.556
KRR1	0.9
CXCL1	-5.2335
EPM2A	-0.2262
PC	-0.889166666666667
DEFB127	-0.98
PDZRN4	1.52766666666667
FAH	0.12425
OR51E1	1.119
CDC2L6	0.766
DNTTIP1	0.261
PAX8	-1.066
TMEM116	0.362
C1orf150	-0.45
PRO2012	-0.04825
MRPL40	-1.89283333333333
BEX1	-4.4746
SLC2A4	-1.3255
PKMYT1	-0.05175
FEZF2	-0.290833333333333
SLC26A9	-1.6785
MAP2	0.118833333333333
LYL1	-2.22375
SLC25A19	-0.868
NOS3	-1.075
ZNF34	1.0035
TMPRSS11F	-1.09475
FAM43A	-0.96475
FCRL4	-0.158333333333333
KLF14	-0.42675
FLRT2	-0.213333333333333
WRN	-0.63
SDF2	1.0905
KRT8P12	1.0205
C6orf195	-0.2825
C9orf125	-2.59583333333333
DZIP3	0.657
RIT1	-0.645083333333333
SCML1	-0.5575
RHBDF2	-0.366125
OR2G3	0.674
REXO1L1	-0.2905
MAP3K7IP3	-0.307375
C3orf57	-4.74525
FBXW11	0.49
ETAA1	-1.36975
C14orf131	0.7551
AKT1S1	0.08375
SLC12A5	-0.19375
C9orf164	1.51
NRIP3	-0.577375
NOS1AP	1.15525
TMEM121	1.2585
SAP30BP	0.1546
DGCR6	-0.0285
WDR76	0.309
FAM82B	-0.674416666666667
LOC606495	0.856
MAP9	2.60591666666667
BCDIN3D	1.02975
CXorf36	2.8665
DSCR3	-0.8491
ZFAND3	0.6735
C7orf43	0.128166666666667
SPSB3	0.7779
C19orf19	-0.328
FAM133A	-2.079
C12orf25	0.08525
SLC39A3	-0.06325
DISP2	2.084
PI4KAP2	-1.1815
MKRN3	-2.85883333333333
ADAMTS13	0.359625
CBLN3	1.1714
TTYH1	-2.53833333333333
C3orf18	-0.8705
FLJ13236	-0.21275
ZMYND12	1.1175
C18orf25	0.90825
GLB1L3	-0.7255
ATP13A5	0.397
RANBP10	-0.42675
CD96	-2.2962
DENND1C	-1.43425
RBMS3	-0.2302
SLC41A3	-0.441333333333333
DGCR6L	0.03475
TMEM128	0.872833333333333
CSNK1G3	0.179357142857143
MOBKL2C	0.364
TSPAN6	-0.59225
MATN2	-1.4795
MSL2L1	-0.326166666666667
ST6GALNAC2	1.48816666666667
FGFBP2	-1.405125
FGL1	-8.10716666666667
MPP3	0.868333333333333
ARHGEF6	0.252833333333333
TGFBR2	0.092
ACMSD	-1.00125
IL33	1.79375
C9orf5	0.844583333333333
DEAF1	0.6947
AMN	-0.51
DEFA6	0.37525
RNF212	-2.1015
METT5D1	0.730166666666667
CIB1	0.9924
TSSK1B	0.818
KIAA1727	2.212
ZNF680	1.12791666666667
LOC399900	-0.5165
LOC152217	0.0410833333333333
CTNNAL1	-1.955
CIT	-1.45483333333333
TLE6	-0.958
ZNF607	-0.718
HERC4	-0.531833333333333
DRAP1	0.0337
PEMT	-1.04325
C10orf111	-0.0425
ZNF575	-0.14025
KCTD7	-0.053
MYO1F	0.31675
LOC285382	2.3005
RAB11A	1.2853
PLCD3	0.604
C15orf28	0.08725
PTBP2	-0.47425
CTB-1048E9.5	-1.052375
C19orf60	-0.729166666666667
C7orf25	0.48
SETD7	0.4895
HOXB9	-5.236
VANGL1	0.837125
CHAF1B	-1.34025
NDUFA3	-0.2055
KIAA1328	0.691333333333333
SHARPIN	0.598125
TTC23	-1.17475
UGP2	-0.542416666666667
ANKIB1	1.2025
CIRBP	2.54742857142857
SEC14L4	-3.75683333333333
OVCH1	0.202166666666667
VPS52	0.9425
FAT	-0.262875
M6PRBP1	-0.11575
GPRIN3	1.905
PPM1F	-1.15
TSR1	-0.41375
CCDC85A	2.4305
PCSK5	0.787
ZFHX3	0.757
HEMK1	-0.942
PGBD2	0.0735
RSRC2	0.411333333333333
AURKC	-1.70116666666667
SCRIB	0.31
ORM2	-5.77916666666667
FAM115A	0.637
FZD6	0.253
UNC119	0.643333333333333
GPX3	-1.6517
NOV	-0.822875
CABC1	-0.5515
CDC42SE2	0.5966875
EIF2S2	-0.2867
RNF130	0.1155
CKAP5	1.1475
RP11-413M3.2	-0.49775
C10orf18	0.9683
TMEM93	-0.6855
DYX1C1	2.219
KCNMB2	-2.006
ANK3	2.22766666666667
KRT5	-2.3196
CDH12	-1.203625
QRSL1	-0.6715
JUB	-0.31525
SHC4	-2.957125
CCL15	0.743
CCDC22	-0.06575
SNX24	0.593
RARS	0.63075
MORC2	0.34425
FAM48A	0.41425
MT1H	-2.1105
PPP1R14C	-3.90366666666667
FOXD1	-2.95928571428571
C1orf213	-3.03775
AMT	-2.5631
DSN1	0.79525
PTPLAD2	1.16725
DIS3L	0.2345
RASL11A	-1.511
GPRC5B	-1.00775
FRMD7	1.8405
STRN4	0.22675
KITLG	3.38340909090909
HDGF	-0.5035
OR1S1	0.3055
SETX	0.2617
DDR2	-0.028
KCTD12	1.13675
LYZL2	-0.69725
WDR52	0.254
TMEM2	-0.425875
ZNF579	0.137333333333333
LOC200810	0.28775
TNFSF9	-2.1325
PPFIA4	-2.34025
CNIH3	0.549833333333333
MAP4K4	-0.354142857142857
ROD1	-0.229
ALS2CR12	1.3615
DOCK3	-0.353166666666667
PAQR9	-4.7005
ASB17	-0.376
STX16	0.09925
FEZ2	-0.139166666666667
DLAT	-1.43166666666667
KIF21B	-1.829
CDC5L	0.08575
TMEM119	2.33333333333333
CRIP3	-1.32425
TPSD1	1.14283333333333
TEPP	-0.70675
GNGT2	0.552
C21orf121	0.07125
WNK1	-0.674833333333333
FLJ10490	-1.0947
OR51B5	-3.224
LOC203547	-1.093125
HAS1	2.894
PPA1	-0.5545
ST7	0.313375
C11orf46	1.1754
POPDC3	-5.00366666666667
ACOX2	-2.49983333333333
ATCAY	-0.911666666666667
TM4SF19	-2.83175
MFSD9	-0.592166666666667
PDHB	-0.99525
ERN1	0.028
LCE3C	0.434
GPR111	0.3985
NOTCH3	0.438
ADAMTS5	0.09425
B3GALT1	-1.25625
UGCGL1	-0.294666666666667
FAM58A	-0.115166666666667
FBXO32	0.08
CLPP	-0.19025
NXPH1	-0.919
MTMR3	0.778666666666667
ATP1B3	-1.462875
TMEM16A	3.4795
HIST1H3F	-0.408
TRIM25	0.232
SDCBP2	2.047
CRKL	0.00950000000000002
HOXB2	-0.163166666666667
ANP32B	0.219625
GATM	1.184
AP4E1	0.389875
EDG5	0.24025
CDKN3	-1.87666666666667
CDH4	-2.71675
PGD	-0.932333333333333
RND1	0.935
GAD1	-3.9291
MPG	-0.871
LOC440350	0.0985
ZNF133	-0.7005
SERPINB12	-0.48
AMELY	-0.207166666666667
DHX36	-1.254
TNFAIP8L2	1.989
PHTF2	0.104833333333333
CCDC112	-0.284166666666667
IQCC	-0.40575
HEYL	2.10783333333333
FTSJ2	0.571833333333333
APPL1	0.051625
RAB43	-0.321214285714286
OR10G2	-0.1185
WAC	0.643166666666667
ADCY9	1.01
RUNDC2B	-0.5475
PYCRL	0.1582
AGPAT7	-0.298666666666667
SLC22A9	-1.12033333333333
CDKAL1	0.221
PDYN	-0.86
C20orf74	-2.07925
MTMR11	1.77975
VAV3	1.47475
DAPL1	-1.51375
STXBP3	1.1605
EIF3G	-0.1605
ARHGAP22	-2.638
NPFFR1	0.056
NPC1	-0.596166666666667
ALDH9A1	0.689333333333333
ZNF600	0.95725
ZNF678	1.16766666666667
RASSF1	-0.44775
ADD2	-2.273125
PITPNB	-0.389375
PKD2L2	0.301714285714286
LRP11	-0.3545
CDKL1	-0.38075
SMEK2	-0.40225
PRODH2	-4.22116666666667
C11orf54	-0.6385
SFRS11	-0.267333333333333
IL7	-0.529333333333333
ALS2CR16	0.61625
BTG3	-2.35816666666667
PAK2	0.206111111111111
RP11-679B17.1	-1.131
GATA4	-2.1805
ATP2B1	0.30275
LOC130940	1.8085
C1orf172	2.4065
ATF7IP2	-0.88525
SLC25A43	0.4765
CENTG3	0.367916666666667
IGF2BP1	-4.7651
FCHSD1	-0.227
CAMK2N2	-0.252333333333333
ELAVL3	-0.0575
NBPF15	0.518333333333333
UBE2J2	0.497166666666667
GNL2	-1.45625
PRR3	0.2281
NLF2	-0.347
OR4F6	-0.192
KLHL24	0.817
CCDC88A	-2.3355
SGPP1	0.285833333333333
C10orf11	-1.20083333333333
SLC35B4	-1.28433333333333
UGT3A2	-0.907
ARNT2	2.5392
CBR1	-3.346625
ITPR3	0.523833333333333
TRAPPC6B	0.0147
AMZ1	0.6555
ARP11	1.05525
WDSUB1	1.248
APBA1	0.126833333333333
RAB2A	0.455
C6orf162	-0.855125
HPSE2	-0.2155
PLCE1	-1.6645
INSL3	-0.25925
DLG1	-0.3488
PTPLA	-2.60325
PIGX	1.28375
TFIP11	-0.255
FIBIN	3.2725
POLR2G	-0.018
GRAP2	-1.7935
DNAJB8	0.26825
CNBP	-0.392333333333333
WASF1	-0.96375
INPP5E	0.7527
HSPB1	1.2359375
TMEM167	-0.4347
CUBN	-0.22875
IGF1	2.7570625
ITPK1	1.0882
NAALAD2	-1.1915
G3BP1	0.315
NT5DC1	-0.33125
CYP39A1	-0.5985
TMEM139	0.928916666666667
POLK	0.1347
GLULD1	-0.766
RBM15	0.497833333333333
AMZ2	0.592
GDF15	0.506166666666667
MESDC2	-0.34725
INCA	-0.641833333333333
ACY1L2	-1.368
GZMM	-1.62466666666667
PAIP1	0.898
CACNA2D1	0.288
STK32C	0.850666666666667
SH3BP4	2.50083333333333
DEC1	-0.12
PADI1	-0.036
UBB	0.6861
PON3	-0.0145
PROP1	0.0765
ANKRD13B	-0.3845
ADCK1	0.18775
TCF25	-0.0869166666666667
SLC38A5	-3.83675
CXorf26	0.270666666666667
C19orf39	0.16125
PPP1R13B	0.0045
ARL2	-0.7425
TCL6	-0.0946666666666666
TOP3A	-0.885
SLC16A14	2.11925
FXYD6	0.379333333333333
HIST1H4E	-1.1825
BBC3	0.509842105263158
UNC5A	0.0988333333333333
FAM86C	-0.5618
PI4KB	1.179125
B3GAT1	-4.679
SUSD2	2.4395
OAZ2	0.4955
NOC4L	-0.261
C10orf12	-0.38125
FADS1	-3.51683333333333
LOC144097	-0.3475
DKK2	2.45616666666667
KIAA1949	-0.2075
RHOT1	0.7478
OXT	0.564333333333333
GPR153	-0.3925
ARL4A	-1.35516666666667
SAAL1	-0.9465
CCDC64	-0.031
USE1	-0.470666666666667
HNMT	-0.9765
PCGF3	0.957125
CYP2C19	0.791
C20orf4	0.992
CCDC11	0.03275
ACSBG2	-0.58775
RWDD2A	0.78775
PALLD	2.115625
CPLX4	1.1935
LOC492311	1.6245
KPNA2	-1.35233333333333
MACROD1	-0.1312
TMCO3	0.303666666666667
