Hybridization REF	TCGA-AN-A0XW-01A-11R-A109-07
ATAD2B	0.2865
ARHGAP17	0.2764
KCNIP3	-0.86575
SFPQ	0.19475
GFRA4	0.467166666666667
AKR1B10	-0.785
TIGD6	0.907833333333333
RGS16	2.022
URB1	-0.909833333333333
OR4C46	0.609
TOP3B	-1.15475
NFATC4	0.6335
CA14	-3.68125
BMPR1A	-0.128166666666667
SNRP70	-0.646625
PRL	-0.0615
C6orf130	-0.97675
STAG2	-0.758
CD55	0.240071428571429
RPS23	0.9075
SSX2	-1.325
FDPSL2A	1.04325
FBXO27	0.796625
SYNGR3	-1.30266666666667
TMSL3	1.46675
EML1	-0.2565
NUP93	-0.570416666666667
SMAD3	-0.9819
KIAA1189	0.576
HNRPUL2	0.0438333333333333
TBC1D12	0.8585
C16orf24	1.2155
MRVI1	2.59966666666667
ZNF581	-0.410833333333333
ELOVL3	-0.708
OR51Q1	0.05725
CACNB3	1.57533333333333
GALNT13	-0.2375
C10orf84	-0.247875
NEDD4	0.4704
SPO11	0.674
OR5AU1	0.6895
NEK4	0.140785714285714
PRKAR2A	-0.321833333333333
IHPK1	0.145166666666667
ATP6V0B	0.525875
CACNA1E	1.0805
CEACAM8	0.741
PEX14	-0.6225
FLJ12993	-1.5635
ZBTB38	0.00441666666666666
PCTK2	1.053
LRRC16	-0.4578
FBLIM1	1.12866666666667
FYCO1	1.72275
RP5-1022P6.2	-0.13
CMTM1	0.785333333333333
PLTP	1.2475
RAPH1	0.673125
DOCK8	1.248
EZH2	-1.31693333333333
SLC25A1	0.116166666666667
PLEKHB1	-0.1599
GRB7	0.1886
ZFP37	0.0725
MRPL33	-0.0655
PELO	-0.41075
ARMC1	-0.341727272727273
C9orf27	0.59075
FLJ25778	0.4225
C9orf37	-1.624
TMEM66	1.26525
SPRN	0.21175
HBEGF	0.280375
PI4KA	-0.478
LEPRE1	0.70575
POU2AF1	-1.41825
MRPL12	-0.735
REP15	0.133
ZC3H3	0.36475
RASAL1	-0.7675
DDAH1	0.54
ACBD5	0.251625
TMC2	-0.048
CCDC137	-1.00725
SAMD13	0.460166666666667
UGT2B15	0.127
TIPARP	-0.1585
DNASE1L3	0.22575
TRIM72	0.376666666666667
DBX2	1.15375
IPO8	0.497
C21orf88	-0.0321999999999999
MAP3K14	0.76275
LOC51233	0.800166666666667
GGTLA4	-0.5595
PDE6D	0.68875
ZNF117	-0.4105
CLK2	-0.58325
NKRF	-0.91425
TNFSF15	-0.0378
DUSP2	0.519125
SECISBP2	-0.1091
GABRR2	0.0695
PPAP2C	1.1085
LOC51145	0.213166666666667
PAG1	0.333625
PIK3C3	0.344
GNG10	0.1045
APOL4	1.62866666666667
ANKRD28	-0.27575
STMN3	-0.7128
RAB14	0.9065
CDK2AP2	1.851
HDDC3	-0.306875
COMMD7	0.231125
CXXC1	-0.45575
HMCN1	1.65933333333333
CD40	2.06525
DYNC1LI2	0.3935625
GDI1	0.56125
LOC646938	-0.2385
VSNL1	-0.950666666666667
PIH1D1	0.371833333333333
RAET1G	-0.0185
KRTAP5-9	-0.0615
EFTUD2	-0.694
ZNF311	-0.513666666666667
ATP6V1G3	0.15225
OR2W3	-0.28625
SCN4A	0.0225
MED10	-0.6895
FAM135A	-0.1496
ARHGAP4	0.1985
EHMT2	-0.910625
UFD1L	-0.05475
ERMP1	0.992
MAG1	-1.98866666666667
THAP8	1.16483333333333
HACE1	1.09333333333333
FAM82C	0.597166666666667
C3orf20	0.0445
UNC84A	-0.541
SCD5	-0.425214285714286
LASS6	2.285875
LSG1	0.243083333333333
MAL	-4.69475
GPR22	-0.016
WDR5B	0.823
ACTRT1	-0.1835
C17orf60	0.3635
GRIN2C	-0.1711
ARMC8	-0.435416666666667
SLC47A1	-0.547333333333333
DMPK	1.24725
DHRS13	-0.875
SMC1A	-0.675
KRTAP17-1	-0.28525
SMYD5	-0.36975
TUSC2	0.4605
CRHR2	0.2875
KIR3DL2	2.197
CCDC104	0.5615
ATP2C1	1.12125
CROT	1.13675
PABPC3	0.185333333333333
EGR1	0.612333333333333
THSD1	-0.18975
KHK	-0.98425
SLC12A2	0.4621875
CD58	-0.676
STOX2	0.0178333333333333
CCDC76	0.1264
CCDC48	4.47675
DNAH1	-0.0771666666666667
ZIC4	-0.360875
OR1G1	-0.317
PSMC6	-0.382333333333333
PROKR1	0.288
ABCB1	-0.122625
TRAT1	0.8885
LLGL1	-0.2045
MTF1	0.18425
USP54	0.142
PAGE2B	-2.0355
ITGB7	-3.4465
CCDC81	0.549
LOC149837	0.254
SCUBE1	0.7245
ZSCAN10	0.4265
HUWE1	0.203
CDH17	0.115
CD180	1.64725
IL17A	0.2525
TMPO	-0.655875
KIAA1524	-0.543333333333333
HDGFRP3	0.205666666666667
OXCT1	-1.09345454545455
RRAS2	-1.60316666666667
LTBP2	2.7081875
SV2B	-0.5185
CYP2A6	0.14975
PKD1L2	-0.436166666666667
PPM1M	0.905
FLJ22662	1.59533333333333
ZNF502	0.772
GP6	-0.8235
CRYBA2	-0.80525
LEF1	-1.4185
CTPS	-1.81857142857143
EYA1	-2.82433333333333
EPS8L1	1.232
MAPK14	-0.50525
SERPINB2	-5.061
GTF2F2	-0.9285
ZNHIT4	-0.4865
PLA1A	1.46325
C20orf114	4.432
HPR	-4.1595
C18orf2	-2.898
SATB2	-1.87275
KCNJ9	-0.37025
MGC157906	0.879
MOCS3	-0.51375
C17orf71	1.44583333333333
PPHLN1	0.0781
HIST1H2BN	-0.437
RAPGEF1	-0.437625
MAP3K8	1.187
DLG4	0.0686666666666667
STC1	0.61125
CDGAP	1.90275
DDX26B	-0.40875
LOC150223	-1.0415
CPSF3	-0.711833333333333
TMEM14A	0.76775
MYH3	-2.3945
GPKOW	-0.276
SULT1A1	-1.19466666666667
SPON1	4.3106
YY1AP1	0.305666666666667
RAB23	1.487
PLA2G4A	-3.16475
MAPRE3	0.22975
ZNF516	1.09907142857143
GGPS1	0.636
EXOC3L2	-0.331375
C19orf42	0.7543
MAP2K2	-0.850833333333333
HIST1H2BB	-0.022
RNF19B	1.4295
C6orf128	0.104166666666667
TLR8	3.92875
PCDHA9	1.1565
CARS2	0.5335
CLUL1	2.4355
RHAG	-3.97
UNK	-0.5685
EXOC8	1.0064
C9orf95	1.4485
C14orf143	0.1105
MAML3	0.2085
LDHA	-0.932
MRPL20	0.1985
KLHDC6	0.0481666666666667
ATP5S	-1.18366666666667
C8orf55	-0.89775
PHF19	-1.230875
KRTAP13-4	0.737
TTC5	0.13375
XKR5	-0.405
SILV	-4.40433333333333
TEX28	0.7165
TCTN1	1.0835
CX40.1	0.07925
PPP2R5C	-0.17775
C12orf30	-1.07666666666667
CAPG	2.66575
MPZL1	0.84835
ARSB	0.00449999999999999
TDH	-1.9585
WASF4	0.099
TSSK3	-0.752666666666667
7A5	1.577
CRISPLD1	2.604125
MAD1L1	-0.4655
SPIN4	-0.493166666666667
AMPD1	0.5245
DPYSL5	-0.7765
INPP1	0.262833333333333
ANKRD11	-0.918333333333333
NPAS4	0.11475
GCET2	0.4796
RNASE9	-0.2195
GUCY2D	0.953333333333333
CCDC98	-0.32275
FGF4	-0.291125
CPM	-0.896666666666667
SLC26A4	-1.76133333333333
PLD5	0.44975
FAM59A	0.1898
FBXO5	-1.77833333333333
SIPA1L1	0.489125
DPYS	0.87425
ATG4D	0.21525
TGM3	2.3215
MTCH1	-0.146
HK1	-0.561642857142857
CDC26	-0.53025
GALNT12	-2.57533333333333
LOC339229	-0.191
MRPL35	-0.59425
ORC4L	0.32025
TNKS	0.00221428571428571
C2orf24	-0.2245
ZNF553	0.0241666666666667
GGTLA1	3.0142
ZNF497	0.64425
CDY1B	0.4135
SLC30A4	0.420875
TUB	-0.630125
ARHGEF18	-0.20025
ARRB1	-0.51925
KCNK1	1.553375
EREG	0.5833
SCAMP5	0.3855
RUNDC3B	0.9115
ADAMTS20	0.44425
IL17RB	1.919875
FLJ20323	-0.89825
MCAM	0.017625
POLR3E	-1.89066666666667
AQR	0.686
IPMK	-0.235
CDCA7	-4.12875
CAMP	3.1425
GRHL3	0.52075
ADAMTSL2	1.3005
CLMN	0.857833333333333
SSTR3	0.697
MAGEA5	-2.40716666666667
OVOL2	2.963
JMJD1B	0.42125
RBL2	0.2581
PYGO2	0.937
PPP1R10	0.0538333333333333
CSE1L	-0.825833333333333
LCA5	1.653
RDH16	0.79025
ASRGL1	-1.578
TOM1	0.8045
PTX3	-6.2145
TTC15	0.82275
SCGB3A1	0.754333333333333
MRPL50	-1.00275
RCAN3	0.982625
SLC26A11	0.45425
STYX	-0.0278333333333334
CINP	0.323
MARCH7	0.2785
PFKM	-0.7685
SGMS1	0.978666666666667
RIOK3	0.3251
C1orf110	1.026
CES7	0.292375
LOC440248	-0.49175
PPP1R12C	-0.0585
C10orf27	0.9605
ATG9A	-0.6395
MRPS26	0.449
TMEM40	0.9385
ELP3	-0.4681
ZNF787	0.1424
HIAT1	0.85475
C8orf34	1.135
MGC4655	0.2104
PELI1	1.11483333333333
PPT1	0.4897
SLC35C2	-0.304833333333333
C6orf125	-0.1275
MUC4	-1.467
RFC4	-1.96
GNB2	0.289666666666667
NUP50	0.271142857142857
SULT4A1	-0.494333333333333
C7	0.5135
CCDC130	0.278333333333333
ARRDC4	0.533
RQCD1	-0.31675
GLYCTK	-1.11625
AYTL2	-0.113727272727273
MTUS1	0.7852
LEMD3	0.352666666666667
PLEKHF2	0.66625
HOXA7	-0.262125
GTF3C2	-1.05
DYNLRB2	2.50325
CNOT10	-0.312
MR1	0.890833333333333
FFAR1	0.05125
PRIC285	0.2305
SLITRK6	5.38475
LIX1	-1.8315
UBE1L2	-0.327916666666667
F8	1.1195
ACHE	0.449166666666667
KPNA5	-0.5275
TNFRSF12A	-0.249833333333333
EGR3	0.6675
SERPIND1	-3.425
OASL	2.608
IFRD1	-1.633375
WDFY1	0.956333333333333
ZNF267	0.52975
ACCN5	0.2525
ZBTB6	-0.0695
PPP1R3A	0.051
PRRT3	1.461
FBXL19	-0.6365
TXNIP	0.282571428571429
ACTN2	-1.31425
ATG9B	-0.3545
C9orf117	-0.00225000000000002
IL27	-0.0365
RPL36AL	-0.1785
KLK15	-0.22075
CHAD	2.8585
RAP2B	0.4067
HEBP2	0.699
ZNF342	0.518
CAMK2G	-0.551833333333333
TLR3	1.909
FGF14	1.10775
HMGB2	-1.67225
TRPM5	-0.133666666666667
OR5M11	0.592
KIF3B	0.318368421052632
PRICKLE2	2.125
MTMR9	0.35575
C3orf27	0.4895
GLRA3	1.07933333333333
NSDHL	0.244666666666667
TMEM32	-0.34725
POLR2D	-1.07708333333333
MYADML	0.4145
C9orf114	-1.2625
MRGPRX1	-0.852
TOPORS	-0.12825
CLDN19	0.3065
C1QL4	0.472
RNF165	-0.7355
DHRS9	-0.17925
DNAH2	0.0796666666666667
FXR1	-0.267833333333333
ZMYM3	-1.06225
CASP3	-0.0226666666666667
FAM120C	-0.623125
SCLY	-0.55075
CA7	-0.001
ENTPD5	-0.141333333333333
ZNF461	0.522875
PDIA5	-0.3295
C1orf19	0.216666666666667
TMEM67	0.136
KCTD20	-0.06325
WDR47	0.389
FLJ38723	0.407
KLRF1	0.906666666666667
TAS2R16	0.4585
CLDN12	-0.19825
PRKCE	0.55425
UBXD4	-0.49
ITGAM	2.81933333333333
GLT8D3	-0.372875
WDR31	0.8867
RGS2	0.157
OR51L1	0.316
MST1R	0.992
KIAA1737	0.33675
OR4A5	-0.0725
GLIS1	0.0931666666666667
PTMA	0.223142857142857
NAPA	1.305
PRDM11	0.01825
LIPF	1.1845
DIRAS3	2.7925
ASGR2	-4.0705
C1QTNF4	1.546
PIK3R4	0.2805
ARMC3	2.8385
NDUFV3	-0.0563333333333333
BTBD3	0.8785
PPP1R2	0.22425
UBE2NL	-0.305
FOSL2	1.42342857142857
FAM119A	-1.469
TUBA4A	-0.2201
KRTAP12-1	0.1535
SFRS2	-0.4765
RHPN1	-0.3732
EEF2	-0.366
ZDHHC11	-0.689333333333333
EPHA3	-1.0671
RBM12	-0.2665
H2AFJ	0.270916666666667
EDIL3	4.02
KIF26A	-1.646
SERGEF	-0.17
B3GALT4	2.39
LOC90925	3.07683333333333
OSCAR	0.676875
NPFF	-0.1725
DEDD	0.379875
TMEM155	-0.5505
PTPN1	-0.0325
SCYL2	0.373666666666667
SKAP1	3.49475
LEAP2	-2.89733333333333
GADD45G	2.4569
IFITM3	1.19275
PILRB	-0.807833333333333
SLU7	0.0233125
DSC3	0.98075
DNMT3L	-1.15775
PAPD5	1.060625
B3GNT3	-0.175
LHCGR	0.536
MSL-1	0.171
UBE2S	-0.208125
SAP130	0.0625
ANAPC11	0.5295
MAGED4B	0.571
ATP6V1B2	0.575833333333333
C14orf179	1.13675
CAPZA1	-0.321625
CDYL2	-0.0426666666666667
GLRX3	-1.4095
LOC136288	-0.082
MOBKL1A	0.03725
HTR2B	3.20625
CRYGD	0.097
NUS1	-1.0755
PGRMC1	0.1365
MYOM2	0.254
FLJ39653	-1.73183333333333
CHM	0.2371
OR5M8	0.984
ZNF619	-0.2405
FAM105A	1.682
CCNL1	-0.874875
NAP1L3	1.00025
C10orf57	1.323
B3GALNT1	1.05633333333333
CSN1S2A	0.169
TCP10L	0.931
GDAP2	0.007
DMKN	-0.800833333333333
COX6B1	0.89425
DNASE2	0.419333333333333
MSH5	-2.29875
LGMN	0.606875
USP31	-0.2945
OR13C8	0.636
SDCBP	0.7184
NUDT11	-1.7635
PYGL	-0.717
SNPH	-0.744666666666667
B3GNT4	-0.648
MIZF	-0.6106
NUBPL	-0.575875
NOD1	0.310833333333333
CDH22	1.75625
NUBP1	0.334
DSCAM	-4.105
DGKI	0.676
FAM136A	-1.111
AKAP1	1.92516666666667
SLC16A6	-1.322
RIN3	0.5335
PSG2	-0.172
DIP2B	0.283666666666667
PSORS1C1	2.5124
KIAA0495	-1.0505
FLJ90709	-0.0203333333333333
LPA	-0.599166666666667
PIGA	0.0865
LY75	1.93216666666667
UTS2	-4.87283333333333
RREB1	-0.31775
GALNACT-2	0.7425
MGC3196	-0.87825
FLJ31568	0.69375
LPHN1	0.138
SP1	0.804125
TOX4	0.417166666666667
HSPA9	-0.1696
APOBEC1	2.442
SLC35E4	-1.44575
LSM5	-1.06025
SURF1	0.9265
ZBTB1	0.30775
GTF2F1	-0.166375
RPS15A	-0.125571428571429
DUSP21	-0.228333333333333
GINS4	-2.52816666666667
MYO15A	1.38033333333333
GIMAP7	3.301
MGC13379	1.34575
ATP6V1E2	-1.0525
UTP3	-0.37375
HNRPA3	-0.5383125
MT4	-0.4265
C14orf155	0.495
U1SNRNPBP	0.16
CKLF	-0.0995
PLEKHN1	-0.489
MBNL1	0.318166666666667
NUP160	-0.85625
ACSM2A	-1.43225
LOC129881	0.85875
KIAA1529	0.344
FLJ22639	-1.9275
HAND1	-1.472
GSX1	0.509
FGA	-3.5981875
SERPINB1	-0.064
ZNF642	1.0235
IGFBP1	-8.323625
SLC1A1	2.115
DHX57	-0.285125
ZNF766	0.267
PTPN21	0.426
GDPD3	-2.063
PNPLA5	0.0955
TBR1	0.748666666666667
FAM116A	-0.6325
IQGAP1	1.077625
FOS	0.76025
ZNF226	0.289375
FIGNL1	-0.313
C14orf1	0.6795
ZMYND17	-0.3995
PUS7	-1.558
TUBB6	-0.57025
KCNQ2	-1.2425
MARCH6	0.2575
CCDC33	0.324
PRODH	2.3795
RBM11	1.67525
EPHA6	-0.266125
SLC43A1	-0.37075
LOC196541	0.349
NTN1	-0.109416666666667
ING4	0.8575
PCDHB10	1.126
DPH2	-0.774166666666667
SPACA4	0.203
FBXL21	-4.119
DIAPH1	-0.686833333333333
ZNF71	1.02683333333333
CEP76	-0.301
CORO1A	0.3275
RRM2	-1.39075
EDG4	1.06325
OS9	0.1835
SLC4A1AP	0.19225
COG5	0.142
COPS8	0.08975
NGLY1	-0.6485
NCBP2	-0.68075
C17orf42	-0.631
GPSM3	1.090875
SIL1	0.459833333333333
ASB6	-0.592
SMAD5OS	-0.338666666666667
UNC93A	-3.02875
A1BG	0.965333333333333
C21orf62	0.265
FMO5	0.98575
ATRIP	0.0555
CEBPG	0.254
C7orf38	0.3535
TNFRSF1B	1.1725
CLEC1A	1.96566666666667
IQSEC1	0.184625
PATZ1	1.0801
RBM22	0.84575
BAG2	0.286833333333333
PAQR5	-3.11016666666667
C9orf127	-0.0719
THNSL1	-0.34775
SHROOM3	1.6977
JAM2	1.495
SNRPN	-2.3375
ALX4	0.1
CACNA1S	-0.014
FAM130A1	1.27775
CORIN	4.887
CD300LB	0.6415
PLEKHG6	0.633
LRRC40	-0.605
PCLKC	-1.086
PCDHB16	0.117666666666667
WNT2B	0.443
ASNS	-1.23633333333333
MRPL49	-0.990125
FLJ46111	-0.448
ISG20	0.713875
SMU1	-0.217
CASZ1	0.4545
POLR1D	0.0963333333333333
GIN1	-0.7765
SNAG1	0.26
ANKRD29	-0.081
CDKN2AIP	-0.565
KRR1	-0.02975
CXCL1	-1.92516666666667
EPM2A	-0.4234
PC	-1.8
DEFB127	0.498
PDZRN4	3.69216666666667
FAH	0.60725
OR51E1	2
CDC2L6	0.161666666666667
DNTTIP1	-0.4325
PAX8	0.6865
TMEM116	0.41625
C1orf150	0.3715
PRO2012	0.48875
MRPL40	-0.2295
BEX1	1.4418
SLC2A4	-1.10666666666667
PKMYT1	-1.266
FEZF2	-0.332
SLC26A9	-1.196
MAP2	0.682666666666667
LYL1	-0.6565
SLC25A19	-0.453
NOS3	-0.412
ZNF34	1.10816666666667
TMPRSS11F	-0.6645
FAM43A	-0.3485
FCRL4	0.2075
KLF14	-0.154
FLRT2	0.07
WRN	-1.10575
SDF2	1.1151
KRT8P12	-0.1705
C6orf195	-0.5175
C9orf125	-2.34783333333333
DZIP3	0.19875
RIT1	0.0728333333333333
SCML1	-0.982833333333333
RHBDF2	0.152625
OR2G3	0.415
REXO1L1	0.061
MAP3K7IP3	-0.064125
C3orf57	-5.81975
FBXW11	-0.830333333333333
ETAA1	-0.1595
C14orf131	-0.2417
AKT1S1	-0.01775
SLC12A5	-0.826375
C9orf164	1.91725
NRIP3	-0.420625
NOS1AP	-0.56125
TMEM121	0.12725
SAP30BP	0.0521
DGCR6	0.95725
WDR76	-0.73075
FAM82B	-0.299416666666667
LOC606495	-0.4
MAP9	1.45383333333333
BCDIN3D	0.118
CXorf36	2.34616666666667
DSCR3	-0.1442
ZFAND3	0.596375
C7orf43	0.261666666666667
SPSB3	0.2094
C19orf19	0.618
FAM133A	-1.839
C12orf25	0.37375
SLC39A3	-0.2135
DISP2	-1.15325
PI4KAP2	-2.146
MKRN3	-2.36083333333333
ADAMTS13	-1.11525
CBLN3	0.2103
TTYH1	-1.75516666666667
C3orf18	0.97875
FLJ13236	-0.00525
ZMYND12	2.42125
C18orf25	0.857375
GLB1L3	-1.7235
ATP13A5	-0.3875
RANBP10	-0.303
CD96	0.2618
DENND1C	0.853
RBMS3	0.6102
SLC41A3	0.313333333333333
DGCR6L	0.8715
TMEM128	-0.188666666666667
CSNK1G3	0.163785714285714
MOBKL2C	1.094
TSPAN6	-0.979375
MATN2	-1.6507
MSL2L1	-0.0385
ST6GALNAC2	0.454333333333333
FGFBP2	1.1755
FGL1	-5.97
MPP3	0.211333333333333
ARHGEF6	1.68
TGFBR2	0.830375
ACMSD	4.93775
IL33	1.52125
C9orf5	-0.0215833333333333
DEAF1	-0.2618
AMN	0.176
DEFA6	0.064625
RNF212	-0.0615
METT5D1	0.1785
CIB1	0.9207
TSSK1B	0.64775
KIAA1727	0.5455
ZNF680	0.0321666666666667
LOC399900	-1.348
LOC152217	-0.186333333333333
CTNNAL1	-2.7265
CIT	-1.60091666666667
TLE6	0.546
ZNF607	0.68175
HERC4	-1.15066666666667
DRAP1	-0.4214
PEMT	-0.24575
C10orf111	1.9575
ZNF575	1.2645
KCTD7	-0.208
MYO1F	1.311
LOC285382	0.56025
RAB11A	0.7154
PLCD3	-1.16625
C15orf28	-0.234
PTBP2	0.10075
CTB-1048E9.5	0.224875
C19orf60	0.738833333333333
C7orf25	0.313333333333333
SETD7	0.57875
HOXB9	-4.725
VANGL1	-0.5984375
CHAF1B	-1.42925
NDUFA3	1.43925
KIAA1328	0.332833333333333
SHARPIN	-0.081
TTC23	0.534625
UGP2	0.5245
ANKIB1	0.7936
CIRBP	0.129142857142857
SEC14L4	-2.65933333333333
OVCH1	0.2745
VPS52	-0.37175
FAT	0.483125
M6PRBP1	0.305
GPRIN3	1.016
PPM1F	-1.2445
TSR1	-1.35475
CCDC85A	2.9705
PCSK5	3.23825
ZFHX3	0.8355
HEMK1	-0.7526
PGBD2	0.17675
RSRC2	-0.248333333333333
AURKC	-0.5865
SCRIB	-0.018875
ORM2	-3.875
FAM115A	0.1105
FZD6	-0.837875
UNC119	0.042
GPX3	-0.5163
NOV	-0.447375
CABC1	-0.167125
CDC42SE2	0.1133125
EIF2S2	-0.6479
RNF130	1.185125
CKAP5	-0.0693333333333333
RP11-413M3.2	1.276625
C10orf18	0.5626
TMEM93	-0.5165
DYX1C1	1.58725
KCNMB2	0.645375
ANK3	1.82316666666667
KRT5	-0.102
CDH12	-1.17275
QRSL1	2.006625
JUB	-0.93625
SHC4	-0.732875
CCL15	0.6035
CCDC22	-0.32675
SNX24	0.63625
RARS	-0.8615
MORC2	0.03525
FAM48A	1.79
MT1H	0.008
PPP1R14C	-1.02866666666667
FOXD1	-2.8575
C1orf213	-2.474
AMT	-1.6105
DSN1	-1.472
PTPLAD2	2.9455
DIS3L	0.24675
RASL11A	0.3895
GPRC5B	-0.380625
FRMD7	0.466
STRN4	0.9635
KITLG	1.9255
HDGF	-0.29625
OR1S1	0.2495
SETX	0.3274
DDR2	1.157625
KCTD12	2.33525
LYZL2	-0.15625
WDR52	-0.5685
TMEM2	0.84
ZNF579	0.614333333333333
LOC200810	-0.4865
TNFSF9	-1.93725
PPFIA4	-2.93825
CNIH3	-0.0776666666666667
MAP4K4	-0.551785714285714
ROD1	0.345
ALS2CR12	1.33416666666667
DOCK3	-1.16683333333333
PAQR9	-3.73625
ASB17	0.00650000000000002
STX16	-1.490625
FEZ2	0.0341666666666667
DLAT	-0.999166666666667
KIF21B	-1.1575
CDC5L	-0.3765
TMEM119	2.4395
CRIP3	-0.96625
TPSD1	0.724666666666667
TEPP	0.12475
GNGT2	1.7675
C21orf121	-0.112
WNK1	0.05025
FLJ10490	0.8533
OR51B5	-2.2965
LOC203547	-0.6295
HAS1	-0.9415
PPA1	-1.05683333333333
ST7	0.084875
C11orf46	0.2983
POPDC3	0.567333333333333
ACOX2	-0.321666666666667
ATCAY	-0.30775
TM4SF19	-2.5885
MFSD9	-0.3755
PDHB	-0.15075
ERN1	-0.22875
LCE3C	0.197
GPR111	0.1775
NOTCH3	1.91883333333333
ADAMTS5	2.17475
B3GALT1	-0.54625
UGCGL1	-0.3145
FAM58A	0.00216666666666666
FBXO32	1.44925
CLPP	0.082
NXPH1	0.5555
MTMR3	0.563
ATP1B3	-0.863125
TMEM16A	3.93075
HIST1H3F	0.633833333333333
TRIM25	0.445833333333333
SDCBP2	1.684
CRKL	-1.3055
HOXB2	0.861166666666667
ANP32B	-0.928
GATM	3.7995
AP4E1	-0.2175
EDG5	0.401875
CDKN3	-1.20583333333333
CDH4	-1.74575
PGD	-0.371333333333333
RND1	0.854
GAD1	-2.2821
MPG	0.32625
LOC440350	-0.6865
ZNF133	-1.01875
SERPINB12	0.664
AMELY	-0.1725
DHX36	-0.36175
TNFAIP8L2	3.80433333333333
PHTF2	-0.0458888888888889
CCDC112	-0.0693333333333333
IQCC	-1.5005
HEYL	2.77683333333333
FTSJ2	-0.803166666666667
APPL1	0.298125
RAB43	-0.069
OR10G2	0.099
WAC	0.0233333333333333
ADCY9	-0.550875
RUNDC2B	0.284333333333333
PYCRL	-0.2567
AGPAT7	-0.331666666666667
SLC22A9	-0.880666666666667
CDKAL1	0.0935
PDYN	0.046
C20orf74	-1.98275
MTMR11	1.088
VAV3	2.48433333333333
DAPL1	-0.54025
STXBP3	-0.3445
EIF3G	0.30875
ARHGAP22	-1.0955
NPFFR1	0.632
NPC1	0.423166666666667
ALDH9A1	0.92
ZNF600	0.39125
ZNF678	-0.199
RASSF1	0.415583333333333
ADD2	-3.087625
PITPNB	-0.079875
PKD2L2	0.087875
LRP11	-0.17675
CDKL1	0.4005
SMEK2	0.52425
PRODH2	-3.34533333333333
C11orf54	-1.00966666666667
SFRS11	-0.634
IL7	1.31716666666667
ALS2CR16	0.10325
BTG3	-0.440666666666667
PAK2	0.0395
RP11-679B17.1	-0.8065
GATA4	-1.90983333333333
ATP2B1	-0.5405
LOC130940	0.456
C1orf172	1.52
ATF7IP2	-1.08
SLC25A43	0.443166666666667
CENTG3	-0.408333333333333
IGF2BP1	-4.151
FCHSD1	0.1545
CAMK2N2	0.795
ELAVL3	0.5269
NBPF15	-1.13383333333333
UBE2J2	-0.352
GNL2	-0.63825
PRR3	-0.4096
NLF2	0.488
OR4F6	0.3565
KLHL24	0.645833333333333
CCDC88A	-1.4382
SGPP1	-0.505333333333333
C10orf11	0.772833333333333
SLC35B4	-0.943166666666667
UGT3A2	0.335
ARNT2	0.4859
CBR1	-0.2115
ITPR3	-1.10016666666667
TRAPPC6B	-0.5887
AMZ1	1.1205
ARP11	1.554
WDSUB1	0.939
APBA1	0.485333333333333
RAB2A	0.6967
C6orf162	-0.287
HPSE2	0.25625
PLCE1	0.09075
INSL3	0.654
DLG1	0.3686
PTPLA	-2.2275
PIGX	0.150625
TFIP11	0.596833333333333
FIBIN	3.439
POLR2G	-0.68075
GRAP2	-0.9201
DNAJB8	-0.35825
CNBP	0.128
WASF1	-0.90175
INPP5E	-0.738
HSPB1	1.4455625
TMEM167	-0.1386
CUBN	0.36675
IGF1	3.5799375
ITPK1	0.5302
NAALAD2	-0.918625
G3BP1	0.0725
NT5DC1	-0.476625
CYP39A1	-0.753
TMEM139	0.700833333333333
POLK	0.2039
GLULD1	-1.17725
RBM15	-1.23033333333333
AMZ2	-0.48175
GDF15	-2.5745
MESDC2	-0.16475
INCA	1.49133333333333
ACY1L2	-2.5255
GZMM	0.246833333333333
PAIP1	0.00750000000000002
CACNA2D1	0.48475
STK32C	-1.18016666666667
SH3BP4	1.23583333333333
DEC1	-0.3125
PADI1	0.00650000000000001
UBB	0.721
PON3	0.0706666666666667
PROP1	0.636
ANKRD13B	-0.469
ADCK1	-0.5665
TCF25	-0.245333333333333
SLC38A5	-1.74075
CXorf26	-0.370333333333333
C19orf39	0.704
PPP1R13B	0.0555
ARL2	-0.7755
TCL6	0.0195833333333333
TOP3A	-0.733
SLC16A14	0.892875
FXYD6	1.73566666666667
HIST1H4E	0.17175
BBC3	0.370157894736842
UNC5A	0.646
FAM86C	-0.3437
PI4KB	0.5815
B3GAT1	-3.15125
SUSD2	1.70566666666667
OAZ2	-0.291833333333333
NOC4L	-0.3395
C10orf12	-0.13025
FADS1	-0.7955
LOC144097	-0.58475
DKK2	2.16083333333333
KIAA1949	1.5825
RHOT1	0.0339000000000001
OXT	1.55616666666667
GPR153	0.4975
ARL4A	-1.177
SAAL1	-1.19175
CCDC64	-0.294
USE1	0.1585
HNMT	1.54383333333333
PCGF3	0.1108125
CYP2C19	0.11
C20orf4	0.4345
CCDC11	1.51375
ACSBG2	0.163
RWDD2A	-0.3805
PALLD	3.071875
CPLX4	0.551
LOC492311	0.9075
KPNA2	-1.00316666666667
MACROD1	-1.1652
TMCO3	0.51
C15orf52	-0.571
BIRC5	-1.37753333333333
PRR16	0.39
FAM63B	0.763125
KATNB1	-0.279833333333333
WNT8B	-0.3455
CPLX3	-0.13025
GHR	0.68775
CCDC124	-0.2015
BCLAF1	-1.03875
GOLGA3	0.0597
