Hybridization REF	TCGA-E2-A10B-01A-11R-A10J-07
ZFP106	-0.18425
ZNF347	-0.2439
GTF2E1	-0.22225
RY1	-0.4565
ATAD2B	0.041625
ARHGAP17	-0.0906
KCNIP3	-0.12775
SFPQ	0.010125
GFRA4	0.511
AKR1B10	-2.03375
TIGD6	1.24366666666667
RGS16	1.71375
URB1	-0.351333333333333
OR4C46	0.08
TOP3B	-0.869
NFATC4	0.929
CA14	0.014
BMPR1A	-0.6315
SNRP70	-0.607875
PRL	-0.12375
C6orf130	-0.523
STAG2	-0.012
CD55	-0.842
RPS23	0.81
SSX2	-0.949833333333333
FDPSL2A	-0.06625
FBXO27	0.423625
SYNGR3	-0.0865
TMSL3	0.90325
EML1	-0.2765
NUP93	-0.46775
SMAD3	-0.7912
KIAA1189	0.289333333333333
HNRPUL2	0.234833333333333
TBC1D12	0.481833333333333
C16orf24	1.09525
MRVI1	0.651166666666667
ZNF581	-0.4175
ELOVL3	0.5475
OR51Q1	0.1695
CACNB3	2.288
GALNT13	-0.468875
C10orf84	0.690375
NEDD4	-0.616
SPO11	-0.598
OR5AU1	0.222
NEK4	0.432928571428571
PRKAR2A	-0.19
IHPK1	-0.574666666666667
ATP6V0B	0.75725
CACNA1E	1.2935
CEACAM8	1.12883333333333
PEX14	-0.2235
FLJ12993	-0.115
ZBTB38	-0.0810833333333333
PCTK2	0.769333333333333
LRRC16	0.9871
FBLIM1	0.959833333333333
FYCO1	0.851
RP5-1022P6.2	0.828916666666667
CMTM1	-0.299166666666667
PLTP	0.488833333333333
RAPH1	0.613375
DOCK8	0.773
EZH2	-1.38093333333333
SLC25A1	-1.00883333333333
PLEKHB1	0.8392
GRB7	0.6038
ZFP37	-0.84425
MRPL33	-0.61675
PELO	-0.9315
ARMC1	-0.872545454545455
C9orf27	0.251
FLJ25778	0.2385
C9orf37	-0.280166666666667
TMEM66	0.62575
SPRN	0.249375
HBEGF	-0.095625
PI4KA	-0.2815
LEPRE1	-0.59025
POU2AF1	-3.33125
MRPL12	-0.752666666666667
REP15	0.2825
ZC3H3	0.12325
RASAL1	-0.402
DDAH1	1.138375
ACBD5	0.262
TMC2	0.1075
CCDC137	-0.77325
SAMD13	-1.69183333333333
UGT2B15	-0.177666666666667
TIPARP	-0.622
DNASE1L3	0.6365
TRIM72	0.495
DBX2	0.212
IPO8	0.49875
C21orf88	-0.1326
MAP3K14	0.6465
LOC51233	0.157166666666667
GGTLA4	-0.87025
PDE6D	-0.1435
ZNF117	0.123
CLK2	-0.270625
NKRF	-1.1085
TNFSF15	0.209
DUSP2	-0.134875
SECISBP2	-0.2527
GABRR2	0.183
PPAP2C	0.96725
LOC51145	-0.501166666666667
PAG1	0.03075
PIK3C3	0.511
GNG10	0.376
APOL4	0.448833333333333
ANKRD28	-0.7495
STMN3	0.227
RAB14	0.8241
CDK2AP2	0.183
HDDC3	-0.104875
COMMD7	0.949
CXXC1	0.1295
HMCN1	-0.0943333333333333
CD40	0.68625
DYNC1LI2	0.234875
GDI1	0.0865
LOC646938	-0.29725
VSNL1	-2.02933333333333
PIH1D1	-0.0588333333333333
RAET1G	1.195
KRTAP5-9	-0.5335
EFTUD2	-0.57775
ZNF311	-0.393666666666667
ATP6V1G3	0.36375
OR2W3	-0.07275
SCN4A	0.091
MED10	-1.018125
FAM135A	-0.8755
ARHGAP4	-1.10325
EHMT2	-0.797625
UFD1L	-0.402
ERMP1	0.409
MAG1	-1.21333333333333
THAP8	0.706833333333333
HACE1	-0.927166666666667
FAM82C	0.585
C3orf20	-0.0795
UNC84A	-0.867833333333333
SCD5	0.0205
LASS6	1.965625
LSG1	0.235916666666667
MAL	-5.15275
GPR22	-0.0435
WDR5B	0.8845
ACTRT1	-0.304
C17orf60	0.0703333333333333
GRIN2C	0.4615
ARMC8	-0.752916666666667
SLC47A1	-1.0635
DMPK	-0.50325
DHRS13	-0.106333333333333
SMC1A	-0.6955
KRTAP17-1	0.2405
SMYD5	-0.9135
TUSC2	0.568
CRHR2	0.2025
KIR3DL2	-0.021
CCDC104	0.309
ATP2C1	0.430625
CROT	0.52925
PABPC3	-1.20666666666667
EGR1	0.12
THSD1	0.4715
KHK	-2.13725
SLC12A2	1.03675
CD58	-0.50375
STOX2	-1.34216666666667
CCDC76	-0.9749
CCDC48	3.6035
DNAH1	-0.0881666666666667
ZIC4	0.025625
OR1G1	0.1335
PSMC6	-0.559333333333333
PROKR1	0.09
ABCB1	-0.938375
TRAT1	-1.043
LLGL1	0.1235
MTF1	1.2205
USP54	-0.00975000000000001
PAGE2B	-1.0865
ITGB7	-3.58875
CCDC81	-0.1195
LOC149837	0.3015
SCUBE1	0.51
ZSCAN10	1.037
HUWE1	-0.0497857142857143
CDH17	0.182
CD180	0.3595
IL17A	-0.0615
TMPO	-0.8445
KIAA1524	-0.735833333333333
HDGFRP3	0.667166666666667
OXCT1	-0.241909090909091
RRAS2	-1.58866666666667
LTBP2	2.1663125
SV2B	0.9705
CYP2A6	5.465375
PKD1L2	-0.4295
PPM1M	0.81
FLJ22662	2.57833333333333
ZNF502	0.08525
GP6	-0.5935
CRYBA2	-0.112
LEF1	-0.0242
CTPS	-1.61728571428571
EYA1	-0.8135
EPS8L1	1.69075
MAPK14	-0.66875
SERPINB2	-3.914625
GTF2F2	-0.514
ZNHIT4	-0.286
PLA1A	0.5605
C20orf114	3.97125
HPR	-1.422
C18orf2	-1.88
SATB2	-2.1755
KCNJ9	-0.2585
MGC157906	0.1175
MOCS3	0.36225
C17orf71	-0.383
PPHLN1	0.0544
HIST1H2BN	-1.05
RAPGEF1	-0.44
MAP3K8	-0.625
DLG4	0.372833333333333
STC1	-1.54358333333333
CDGAP	0.78575
DDX26B	-2.0005
LOC150223	-1.54975
CPSF3	-0.840666666666667
TMEM14A	0.09425
MYH3	-2.036
GPKOW	0.20625
SULT1A1	0.243833333333333
SPON1	3.7278
YY1AP1	0.792833333333333
RAB23	-0.756
PLA2G4A	-3.8995
MAPRE3	-0.37875
ZNF516	1.0745
GGPS1	1.40425
EXOC3L2	-0.023875
C19orf42	0.6592
MAP2K2	0.0921666666666667
HIST1H2BB	-1.03075
RNF19B	0.441
C6orf128	0.172666666666667
TLR8	0.444
PCDHA9	0.5385
CARS2	0.185
CLUL1	1.48066666666667
RHAG	-3.8875
UNK	-0.4305
EXOC8	1.106
C9orf95	1.1955
C14orf143	0.516666666666667
MAML3	-0.158625
LDHA	-1.87975
MRPL20	0.37325
KLHDC6	0.0845
ATP5S	0.111166666666667
C8orf55	0.11875
PHF19	-2.23775
KRTAP13-4	0.284
TTC5	-0.24375
XKR5	-0.02125
SILV	-4.143
TEX28	-0.1965
TCTN1	2.26675
CX40.1	0.065
PPP2R5C	-0.295375
C12orf30	-0.767333333333333
CAPG	2.4635
MPZL1	0.74125
ARSB	-0.994166666666667
TDH	-1.04
WASF4	0.5295
TSSK3	-0.3995
7A5	0.811
CRISPLD1	-0.115
MAD1L1	-0.455666666666667
SPIN4	-0.175
AMPD1	-0.60325
DPYSL5	0.0595
INPP1	-0.0188333333333333
ANKRD11	-0.837611111111111
NPAS4	-0.054875
GCET2	-0.0047
RNASE9	-0.028
GUCY2D	0.134666666666667
CCDC98	-0.33825
FGF4	-0.260625
CPM	-0.178666666666667
SLC26A4	-1.03983333333333
PLD5	-0.01575
FAM59A	-0.4896
FBXO5	-2.17744444444444
SIPA1L1	0.032375
DPYS	-0.30525
ATG4D	0.3225
TGM3	2.375
MTCH1	-0.12775
HK1	0.4345
CDC26	0.195125
GALNT12	-2.85233333333333
LOC339229	-0.43125
MRPL35	-0.41175
ORC4L	-0.368875
TNKS	-0.374714285714286
C2orf24	0.107333333333333
ZNF553	1.15366666666667
GGTLA1	2.5406
ZNF497	0.60875
CDY1B	0.08225
SLC30A4	0.112125
TUB	-0.549125
ARHGEF18	0.521
ARRB1	0.158
KCNK1	-2.616875
EREG	-1.7522
SCAMP5	0.9915
RUNDC3B	0.71525
ADAMTS20	0.02775
IL17RB	-0.620875
FLJ20323	-0.64375
MCAM	0.037875
POLR3E	-1.21091666666667
AQR	0.026
IPMK	-0.096
CDCA7	-4.760625
CAMP	3.342
GRHL3	2.065
ADAMTSL2	1.58233333333333
CLMN	2.18033333333333
SSTR3	0.34
MAGEA5	-2.20233333333333
OVOL2	4.0965
JMJD1B	0.30125
RBL2	0.2406
PYGO2	0.9925
PPP1R10	0.6735
CSE1L	-0.352333333333333
LCA5	0.52575
RDH16	0.19275
ASRGL1	0.5205
TOM1	0.310833333333333
PTX3	-5.3095
TTC15	0.23625
SCGB3A1	2.38483333333333
MRPL50	-0.4365
RCAN3	1.225125
SLC26A11	0.64025
STYX	-0.212166666666667
CINP	-0.358
MARCH7	-0.6
PFKM	-0.487833333333333
SGMS1	0.989
RIOK3	0.1379
C1orf110	0.1655
CES7	0.0775
LOC440248	-2.677
PPP1R12C	0.24275
C10orf27	0.3335
ATG9A	-0.48425
MRPS26	0.7285
TMEM40	-0.52975
ELP3	0.1693
ZNF787	0.8262
HIAT1	-0.0465
C8orf34	0.524333333333333
MGC4655	-0.199
PELI1	-0.1075
PPT1	-0.5681
SLC35C2	0.046
C6orf125	-0.266
MUC4	-1.17966666666667
RFC4	-1.86028571428571
GNB2	0.307166666666667
NUP50	-0.260428571428571
SULT4A1	-0.605333333333333
C7	1.8605
CCDC130	0.182166666666667
ARRDC4	0.02575
RQCD1	-0.90275
GLYCTK	-0.53025
AYTL2	-0.589454545454545
MTUS1	1.3221
LEMD3	0.270166666666667
PLEKHF2	0.929
HOXA7	0.2005
GTF3C2	-1.148
DYNLRB2	3.739
CNOT10	-0.21475
MR1	0.812833333333333
FFAR1	-0.0925
PRIC285	0.09875
SLITRK6	4.2815
LIX1	-0.5826
UBE1L2	-0.904333333333334
F8	0.683875
ACHE	0.27
KPNA5	-0.5935
TNFRSF12A	-1.13033333333333
EGR3	0.2455
SERPIND1	-3.41016666666667
OASL	3.23125
IFRD1	-2.30275
WDFY1	-0.271333333333333
ZNF267	0.275
ACCN5	0.059
ZBTB6	0.08675
PPP1R3A	0.159
PRRT3	2.152
FBXL19	-0.7055
TXNIP	1.13514285714286
ACTN2	-0.94175
ATG9B	-0.167125
C9orf117	0.963
IL27	0.7065
RPL36AL	-0.291833333333333
KLK15	-0.10275
CHAD	1.6685
RAP2B	-0.3867
HEBP2	1.098
ZNF342	0.6295
CAMK2G	-0.415
TLR3	1.53575
FGF14	0.09275
HMGB2	-0.70675
TRPM5	-0.00616666666666666
OR5M11	-0.099
KIF3B	1.02357894736842
PRICKLE2	0.909
MTMR9	-0.119375
C3orf27	0.119
GLRA3	-0.986
NSDHL	-0.229833333333333
TMEM32	-0.476
POLR2D	-1.23808333333333
MYADML	0.2215
C9orf114	-0.28675
MRGPRX1	0.1335
TOPORS	0.82925
CLDN19	-0.55925
C1QL4	-0.2085
RNF165	1.2975
DHRS9	0.48975
DNAH2	0.704833333333333
FXR1	-0.783833333333333
ZMYM3	-0.7665
CASP3	-0.149166666666667
FAM120C	-0.510625
SCLY	-0.4115
CA7	0.2305
ENTPD5	0.519666666666667
ZNF461	0
PDIA5	-0.302
C1orf19	0.0201666666666667
TMEM67	-0.29925
KCTD20	-0.725
WDR47	0.811
FLJ38723	-0.028
KLRF1	0.784333333333333
TAS2R16	0.208
CLDN12	0.5985
PRKCE	0.18025
UBXD4	-1.32725
ITGAM	2.72633333333333
GLT8D3	0.16775
WDR31	0.9578
RGS2	-0.399
OR51L1	0.2775
MST1R	0.18125
KIAA1737	0.953
OR4A5	-0.043
GLIS1	-0.913333333333333
PTMA	0.335571428571429
NAPA	1.341
PRDM11	-0.19275
LIPF	0.0435
DIRAS3	-0.26225
ASGR2	-3.8045
C1QTNF4	0.52575
PIK3R4	0.004
ARMC3	2.3505
NDUFV3	0.497916666666667
BTBD3	-0.686
PPP1R2	0.09175
UBE2NL	0.3735
FOSL2	0.654928571428571
FAM119A	-1.2575
TUBA4A	-0.0706
KRTAP12-1	-0.01225
SFRS2	-0.81375
RHPN1	-0.3201
EEF2	-0.1835
ZDHHC11	0.332
EPHA3	-0.7727
RBM12	-0.16575
H2AFJ	2.41216666666667
EDIL3	2.693
KIF26A	-1.38825
SERGEF	0.71375
B3GALT4	2.51225
LOC90925	0.1005
OSCAR	0.261625
NPFF	-0.041375
DEDD	0.186375
TMEM155	-0.2915
PTPN1	0.8345
SCYL2	0.601166666666667
SKAP1	3.08875
LEAP2	-1.69666666666667
GADD45G	2.0661
IFITM3	1.072125
PILRB	-1.85433333333333
SLU7	0.878
DSC3	0.38325
DNMT3L	-0.8715
PAPD5	0.2535
B3GNT3	-1.50516666666667
LHCGR	0.167
MSL-1	-0.03125
UBE2S	-1.542625
SAP130	-0.62775
ANAPC11	0.42375
MAGED4B	-2.557
ATP6V1B2	0.445166666666667
C14orf179	0.860375
CAPZA1	-0.05925
CDYL2	0.151
GLRX3	-1.15083333333333
LOC136288	0.2935
MOBKL1A	-0.9505
HTR2B	2.4655
CRYGD	0.100166666666667
NUS1	-1.07533333333333
PGRMC1	0.151
MYOM2	-0.7565
FLJ39653	-1.87983333333333
CHM	-0.4241
OR5M8	0.2185
ZNF619	0.5085
FAM105A	2.30175
CCNL1	-1.549375
NAP1L3	-0.00150000000000001
C10orf57	1.498
B3GALNT1	0.644166666666667
CSN1S2A	0.539
TCP10L	-0.06375
GDAP2	0.164125
DMKN	0.0416666666666667
COX6B1	0.68275
DNASE2	0.865166666666667
MSH5	-2.6545
LGMN	-0.1705
USP31	0.2272
OR13C8	0.3825
SDCBP	-0.727
NUDT11	-1.96016666666667
PYGL	1.75633333333333
SNPH	2.1085
B3GNT4	0.418
MIZF	-0.4551
NUBPL	-0.197625
NOD1	-0.0365
CDH22	0.43425
NUBP1	0.945833333333333
DSCAM	-3.6425
DGKI	0.276
FAM136A	-1.19875
AKAP1	-0.458833333333333
SLC16A6	-0.28675
RIN3	0.507
PSG2	-0.09325
DIP2B	0.519416666666667
PSORS1C1	0.2785
KIAA0495	-0.1675
FLJ90709	-0.108833333333333
LPA	-0.162833333333333
PIGA	-0.173666666666667
LY75	1.96633333333333
UTS2	-5.43183333333333
RREB1	0.0145
GALNACT-2	0.045
MGC3196	-0.38375
FLJ31568	-0.0835
LPHN1	0.23525
SP1	1.26875
TOX4	0.278166666666667
HSPA9	0.0427
APOBEC1	0.257
SLC35E4	-0.94275
LSM5	-0.989
SURF1	1.1015
ZBTB1	-0.175083333333333
GTF2F1	0.49225
RPS15A	-0.265714285714286
DUSP21	-0.169166666666667
GINS4	-2.95816666666667
MYO15A	0.167
GIMAP7	2.7275
MGC13379	0.613
ATP6V1E2	-2.03166666666667
UTP3	-0.13225
HNRPA3	-0.583375
MT4	0.1595
C14orf155	0.012
U1SNRNPBP	0.7895
CKLF	-0.435833333333333
PLEKHN1	-0.103833333333333
MBNL1	0.07
NUP160	-2.021
ACSM2A	-1.03975
LOC129881	0.66175
KIAA1529	-0.78875
FLJ22639	-1.8635
HAND1	-1.066
GSX1	0.102
FGA	-3.30875
SERPINB1	-0.133
ZNF642	0.3695
IGFBP1	-8.141625
SLC1A1	2.661125
DHX57	-0.352125
ZNF766	0.773
PTPN21	-0.4059
GDPD3	-1.14016666666667
PNPLA5	-0.099
TBR1	0.188833333333333
FAM116A	-0.081
IQGAP1	0.478375
FOS	-0.244875
ZNF226	0.56125
FIGNL1	-0.771666666666667
C14orf1	-0.162
ZMYND17	-0.49
PUS7	-0.8655
TUBB6	-0.689875
KCNQ2	-0.805
MARCH6	0.08625
CCDC33	0.2285
PRODH	-0.772
RBM11	0.881
EPHA6	0.17725
SLC43A1	-0.2605
LOC196541	0.294875
NTN1	1.33166666666667
ING4	0.13475
PCDHB10	0.0955
DPH2	-0.874
SPACA4	-0.03675
FBXL21	-2.6285
DIAPH1	-0.356
ZNF71	0.7725
CEP76	-0.058
CORO1A	-0.3585
RRM2	-2.525375
EDG4	0.614
OS9	0.8515
SLC4A1AP	-0.22475
COG5	-0.62525
COPS8	-0.181
NGLY1	-0.434
NCBP2	-0.27225
C17orf42	-0.176333333333333
GPSM3	0.6465
SIL1	1.51883333333333
ASB6	0.215
SMAD5OS	0.0743333333333333
UNC93A	-2.534
A1BG	0.108
C21orf62	0.0605
FMO5	0.0601666666666667
ATRIP	0.415166666666667
CEBPG	0.372666666666667
C7orf38	-0.1365
TNFRSF1B	0.985666666666667
CLEC1A	0.849
IQSEC1	0.25675
PATZ1	1.0962
RBM22	1.048125
BAG2	-2.772
PAQR5	0.0265
C9orf127	0.9911
THNSL1	-0.10925
SHROOM3	2.6271
JAM2	0.78325
SNRPN	-1.54475
ALX4	-0.129
CACNA1S	0.024
FAM130A1	1.81975
CORIN	1.9925
CD300LB	0.446
PLEKHG6	0.6255
LRRC40	-0.992
PCLKC	-1.08675
PCDHB16	-0.247166666666667
WNT2B	-0.258333333333333
ASNS	-2.02977777777778
MRPL49	-0.09975
FLJ46111	-0.71825
ISG20	-0.165875
SMU1	0.204
CASZ1	0.3865
POLR1D	-0.807666666666667
GIN1	0.54875
SNAG1	0.075
ANKRD29	-0.93425
CDKN2AIP	-0.30425
KRR1	0.7525
CXCL1	-4.03216666666667
EPM2A	0.0873
PC	0.501833333333333
DEFB127	0.0885
PDZRN4	1.62466666666667
FAH	1.189125
OR51E1	0.7085
CDC2L6	0.00750000000000001
DNTTIP1	0.5465
PAX8	0.05575
TMEM116	0.1265
C1orf150	0.0645
PRO2012	-0.1435
MRPL40	-0.163666666666667
BEX1	-1.3233
SLC2A4	-0.650333333333333
PKMYT1	-0.928
FEZF2	-0.117833333333333
SLC26A9	-1.2105
MAP2	-0.0285833333333333
LYL1	-0.85775
SLC25A19	-0.967166666666667
NOS3	-0.0995
ZNF34	0.649666666666667
TMPRSS11F	-0.4795
FAM43A	0.1795
FCRL4	0.00533333333333332
KLF14	0.24525
FLRT2	-0.0451666666666667
WRN	-1.8335
SDF2	0.3467
KRT8P12	-0.531
C6orf195	-0.044
C9orf125	-1.17083333333333
DZIP3	0.489375
RIT1	0.219583333333333
SCML1	-1.3915
RHBDF2	-0.39225
OR2G3	0.0215
REXO1L1	0.131
MAP3K7IP3	-0.33625
C3orf57	-5.419
FBXW11	-0.145833333333333
ETAA1	-0.68125
C14orf131	-0.5954
AKT1S1	0.44875
SLC12A5	-0.394375
C9orf164	1.27275
NRIP3	0.508125
NOS1AP	0.899
TMEM121	0.8185
SAP30BP	-0.4283
DGCR6	0.853
WDR76	-1.65925
FAM82B	-0.756333333333333
LOC606495	-0.224
MAP9	2.39725
BCDIN3D	1.45025
CXorf36	1.75716666666667
DSCR3	-0.4584
ZFAND3	0.202625
C7orf43	0.198666666666667
SPSB3	1.1532
C19orf19	0.28975
FAM133A	-1.516
C12orf25	0.0615
SLC39A3	-0.10825
DISP2	1.47875
PI4KAP2	-1.5715
MKRN3	-1.78516666666667
ADAMTS13	-0.383125
CBLN3	0.1742
TTYH1	-1.31383333333333
C3orf18	1.67225
FLJ13236	0.87875
ZMYND12	1.853
C18orf25	0.4675
GLB1L3	-0.363
ATP13A5	0.114
RANBP10	0.252
CD96	-0.6698
DENND1C	-0.05275
RBMS3	0.613
SLC41A3	0.331333333333333
DGCR6L	0.77375
TMEM128	0.645
CSNK1G3	0.689285714285714
MOBKL2C	1.12675
TSPAN6	-0.366625
MATN2	-0.8154
MSL2L1	-0.0403333333333333
ST6GALNAC2	0.728333333333333
FGFBP2	0.4935
FGL1	-6.47516666666667
MPP3	-0.115833333333333
ARHGEF6	0.047
TGFBR2	0.292875
ACMSD	2.107
IL33	1.87425
C9orf5	0.0144166666666667
DEAF1	0.281
AMN	0.414
DEFA6	0.040125
RNF212	0.006
METT5D1	0.0853333333333334
CIB1	0.8678
TSSK1B	0.152
KIAA1727	1.70675
ZNF680	0.490083333333333
LOC399900	-0.6995
LOC152217	-0.298916666666667
CTNNAL1	-1.18
CIT	-1.13091666666667
TLE6	1.67625
ZNF607	-0.66025
HERC4	-1.31733333333333
DRAP1	-0.1494
PEMT	-0.65175
C10orf111	-0.0835
ZNF575	1.2455
KCTD7	-0.105
MYO1F	0.69575
LOC285382	0.6575
RAB11A	0.4403
PLCD3	-0.54475
C15orf28	0.0755
PTBP2	-0.88175
CTB-1048E9.5	-0.112
C19orf60	-0.083
C7orf25	0.438666666666667
SETD7	0.638
HOXB9	-2.262
VANGL1	0.12125
CHAF1B	-0.6735
NDUFA3	0.31225
KIAA1328	0.092
SHARPIN	0.094125
TTC23	-0.824375
UGP2	-0.00266666666666665
ANKIB1	0.3772
CIRBP	1.92228571428571
SEC14L4	-2.97583333333333
OVCH1	-0.0536666666666667
VPS52	-0.22375
FAT	-1.179625
M6PRBP1	-0.09525
GPRIN3	0.3555
PPM1F	-1.01933333333333
TSR1	-0.7755
CCDC85A	1.5735
PCSK5	1.9765
ZFHX3	0.7215
HEMK1	-0.3612
PGBD2	0.3735
RSRC2	0.381333333333333
AURKC	-1.05833333333333
SCRIB	-0.591125
ORM2	-2.61633333333333
FAM115A	0.0698
FZD6	0.452375
UNC119	0.201833333333333
GPX3	-0.3072
NOV	1.570875
CABC1	-0.026625
CDC42SE2	0.1935
EIF2S2	-0.0487
RNF130	0.781
CKAP5	-0.9705
RP11-413M3.2	1.05425
C10orf18	0.1201
TMEM93	-0.24475
DYX1C1	1.93575
KCNMB2	-0.723375
ANK3	-0.0490833333333333
KRT5	-1.1113
CDH12	-0.77925
QRSL1	-0.539375
JUB	-1.7345
SHC4	-1.50875
CCL15	0.948833333333333
CCDC22	0.163
SNX24	-0.64925
RARS	0.358
MORC2	0.192
FAM48A	-0.22725
MT1H	-1.3395
PPP1R14C	-2.23533333333333
FOXD1	-2.41814285714286
C1orf213	-1.8585
AMT	-2.1788
DSN1	-0.41975
PTPLAD2	3.53825
DIS3L	-0.3295
RASL11A	-0.328
GPRC5B	0.78075
FRMD7	0.3625
STRN4	0.09275
KITLG	1.2735
HDGF	-0.16625
OR1S1	-0.001
SETX	0.3246
DDR2	-0.479875
KCTD12	1.67425
LYZL2	0.15275
WDR52	0.3015
TMEM2	0.42125
ZNF579	1.22333333333333
LOC200810	0.5545
TNFSF9	-1.953375
PPFIA4	-3.003
CNIH3	-0.4995
MAP4K4	-1.29307142857143
ROD1	-0.119571428571429
ALS2CR12	0.199166666666667
DOCK3	-0.124833333333333
PAQR9	-2.943
ASB17	-0.0796666666666667
STX16	-0.76325
FEZ2	0.368833333333333
DLAT	-0.622333333333333
KIF21B	-1.03866666666667
CDC5L	-0.9285
TMEM119	1.61966666666667
CRIP3	-0.30575
TPSD1	-0.326666666666667
TEPP	-0.1195
GNGT2	0.9
C21orf121	-0.075
WNK1	-0.117166666666667
FLJ10490	0.9387
OR51B5	-1.845
LOC203547	-1.06125
HAS1	-0.518
PPA1	-0.4275
ST7	0.37125
C11orf46	0.5264
POPDC3	-1.171
ACOX2	1.093
ATCAY	-0.226333333333333
TM4SF19	-0.905
MFSD9	-0.758333333333333
PDHB	0.0785
ERN1	-0.04675
LCE3C	0.027
GPR111	0.2065
NOTCH3	1.49816666666667
ADAMTS5	2.5025
B3GALT1	-0.358
UGCGL1	-0.413666666666667
FAM58A	0.240166666666667
FBXO32	1.86975
CLPP	0.272
NXPH1	-0.134
MTMR3	0.930833333333333
ATP1B3	-1.048
TMEM16A	2.996375
HIST1H3F	0.0261666666666666
TRIM25	-0.043
SDCBP2	1.3885
CRKL	-0.723375
HOXB2	1.36283333333333
ANP32B	-0.546375
GATM	3.578
AP4E1	0.0605
EDG5	0.152
CDKN3	-1.93516666666667
CDH4	-1.69275
PGD	-0.492333333333333
RND1	0.974
GAD1	0.4262
MPG	0.74825
LOC440350	-0.617
ZNF133	0.35275
SERPINB12	-0.192
AMELY	0.163166666666667
DHX36	-1.15775
TNFAIP8L2	2.8765
PHTF2	-0.193555555555556
CCDC112	0.087
IQCC	-0.0895
HEYL	2.888
FTSJ2	-0.7375
APPL1	0.90075
RAB43	-0.0709285714285714
OR10G2	0.039
WAC	0.187
ADCY9	0.74225
RUNDC2B	0.5995
PYCRL	0.2975
AGPAT7	-0.575
SLC22A9	-0.705333333333333
CDKAL1	-0.5645
PDYN	-0.285166666666667
C20orf74	0.61725
MTMR11	0.663
VAV3	2.32358333333333
DAPL1	-0.2775
STXBP3	0.21925
EIF3G	-0.0685
ARHGAP22	-0.81125
NPFFR1	0.68
NPC1	-0.672333333333333
ALDH9A1	1.86983333333333
ZNF600	0.223375
ZNF678	0.1865
RASSF1	0.112666666666667
ADD2	-1.763625
PITPNB	-0.230375
PKD2L2	0.07975
LRP11	-0.66025
CDKL1	-0.157
SMEK2	-0.25325
PRODH2	-3.0895
C11orf54	-0.7725
SFRS11	-0.407166666666667
IL7	-0.380166666666667
ALS2CR16	0.3825
BTG3	-1.09266666666667
PAK2	0.0152777777777778
RP11-679B17.1	-0.5835
GATA4	-1.519
ATP2B1	-0.864
LOC130940	0.8355
C1orf172	2.44233333333333
ATF7IP2	-2.057
SLC25A43	-0.712833333333333
CENTG3	0.306666666666667
IGF2BP1	-3.4594
FCHSD1	0.116
CAMK2N2	1.1515
ELAVL3	0.1185
NBPF15	-0.3
UBE2J2	-0.0808333333333333
GNL2	-0.81825
PRR3	-0.0950000000000001
NLF2	1.116
OR4F6	0.116
KLHL24	0.29
CCDC88A	-1.8375
SGPP1	-1.386
C10orf11	1.39483333333333
SLC35B4	-1.12983333333333
UGT3A2	-0.96
ARNT2	3.7652
CBR1	-1.243375
ITPR3	-0.980333333333333
TRAPPC6B	-0.3121
AMZ1	1.065
ARP11	1.00525
WDSUB1	-0.30375
APBA1	0.127333333333333
RAB2A	0.4222
C6orf162	-0.22825
HPSE2	0.3195
PLCE1	-0.8655
INSL3	0.29425
DLG1	-0.1344
PTPLA	-3.1255
PIGX	-0.07375
TFIP11	0.651333333333333
FIBIN	2.7105
POLR2G	0.621
GRAP2	-1.4089
DNAJB8	-0.198
CNBP	-0.0845
WASF1	-1.85325
INPP5E	-0.7194
HSPB1	0.7975625
TMEM167	0.251
CUBN	-0.28075
IGF1	2.999875
ITPK1	0.5022
NAALAD2	-0.662375
G3BP1	0.5361
NT5DC1	0.15675
CYP39A1	-0.047
TMEM139	-0.05425
POLK	-0.0341
GLULD1	-0.332
RBM15	-0.967333333333333
AMZ2	-0.13225
GDF15	-1.94183333333333
MESDC2	-0.4615
INCA	0.523666666666667
ACY1L2	-2.689
GZMM	-0.5155
PAIP1	0.518
CACNA2D1	0.06625
STK32C	0.406666666666667
SH3BP4	0.841833333333333
DEC1	-0.078
PADI1	0.3
UBB	0.5698
PON3	0.434666666666667
PROP1	0.221
ANKRD13B	0.0005
ADCK1	0.128
TCF25	0.255333333333333
SLC38A5	-2.424
CXorf26	-0.499666666666667
C19orf39	0.7185
PPP1R13B	0.3705
ARL2	-1.0535
TCL6	-0.11775
TOP3A	-0.342
SLC16A14	0.859
FXYD6	1.35416666666667
HIST1H4E	-0.428
BBC3	0.826210526315789
UNC5A	-0.0343333333333333
FAM86C	-0.0974
PI4KB	0.768875
B3GAT1	-1.8685
SUSD2	0.948
OAZ2	-0.0408333333333333
NOC4L	0.27225
C10orf12	-0.69475
FADS1	-2.07716666666667
LOC144097	-0.692
DKK2	1.4735
KIAA1949	0.025
RHOT1	0.0585
OXT	1.07916666666667
GPR153	1.19275
ARL4A	-1.71633333333333
SAAL1	-0.901
CCDC64	0.223
USE1	0.302666666666667
HNMT	0.296333333333333
PCGF3	-0.3843125
CYP2C19	0.12625
C20orf4	0.7525
CCDC11	1.61675
ACSBG2	-0.07375
RWDD2A	0.07225
PALLD	2.218375
CPLX4	0.0395
LOC492311	1.039
KPNA2	-1.6175
MACROD1	-0.9528
TMCO3	-0.2405
C15orf52	0.0148333333333333
