Hybridization REF	TCGA-AR-A0TS-01A-11R-A115-07
GFRA4	0.342833333333333
AKR1B10	-3.717625
TIGD6	0.3325
RGS16	0.809875
URB1	-0.861666666666667
OR4C46	0.321
TOP3B	-0.703
NFATC4	-0.2415
CA14	-4.6045
BMPR1A	-0.0528333333333333
SNRP70	-1.17125
PRL	0.149333333333333
C6orf130	0.381
STAG2	-0.21575
CD55	-0.662285714285714
RPS23	0.1295
SSX2	-1.81866666666667
FDPSL2A	0.1805
FBXO27	0.276375
SYNGR3	-0.677
TMSL3	2.003
EML1	-0.542
NUP93	-0.066
SMAD3	-0.9565
KIAA1189	0.4065
HNRPUL2	-0.730333333333333
TBC1D12	0.4805
C16orf24	0.61675
MRVI1	2.41083333333333
ZNF581	0.200333333333333
ELOVL3	-0.003
OR51Q1	0.2675
CACNB3	0.740666666666667
GALNT13	0.313125
C10orf84	0.0360625
NEDD4	-0.6272
SPO11	-0.104
OR5AU1	0.3955
NEK4	-0.390285714285714
PRKAR2A	-1.1415
IHPK1	-0.135333333333333
ATP6V0B	1.10575
CACNA1E	1.0525
CEACAM8	0.0698333333333333
PEX14	-0.679
FLJ12993	-1.373
ZBTB38	0.21
PCTK2	0.2115
LRRC16	1.2798
FBLIM1	0.251916666666667
FYCO1	0.784
RP5-1022P6.2	-0.36775
CMTM1	0.2395
PLTP	1.34983333333333
RAPH1	0.81125
DOCK8	2.136875
EZH2	-1.116
SLC25A1	-0.890333333333333
PLEKHB1	1.8621
GRB7	1.6039
ZFP37	-0.3845
MRPL33	0.23875
PELO	-0.7235
ARMC1	-0.619090909090909
C9orf27	0.1305
FLJ25778	-0.1015
C9orf37	-0.9875
TMEM66	0.64425
SPRN	0.00700000000000003
HBEGF	0.348
PI4KA	-0.5495
LEPRE1	-0.20475
POU2AF1	1.479875
MRPL12	-0.400666666666667
REP15	-1.061
ZC3H3	0.0665
RASAL1	0.05975
DDAH1	1.548
ACBD5	0.465375
TMC2	0.1445
CCDC137	-0.452
SAMD13	2.3185
UGT2B15	-3.93966666666667
TIPARP	-0.86825
DNASE1L3	4.32225
TRIM72	-0.139666666666667
DBX2	0.75025
IPO8	0.3855
C21orf88	-1.7529
MAP3K14	1.40225
LOC51233	0.2845
GGTLA4	0.435
PDE6D	0.35825
ZNF117	-0.42125
CLK2	-0.443
NKRF	-0.794
TNFSF15	1.046
DUSP2	0.868125
SECISBP2	-0.8558
GABRR2	-0.2515
PPAP2C	2.4385
LOC51145	0.2545
PAG1	1.619125
PIK3C3	-0.3635
GNG10	-0.2655
APOL4	0.451833333333333
ANKRD28	-1.71
STMN3	-1.3665
RAB14	0.0207
CDK2AP2	0.20225
HDDC3	0.46525
COMMD7	0.835375
CXXC1	-0.2345
HMCN1	-0.781833333333333
CD40	1.83325
DYNC1LI2	0.1779375
GDI1	0.5745
LOC646938	-0.40825
VSNL1	-2.946
PIH1D1	-0.8375
RAET1G	-0.2615
KRTAP5-9	-0.829
EFTUD2	-0.04625
ZNF311	0.00233333333333334
ATP6V1G3	0.4235
OR2W3	-0.30425
SCN4A	0.52475
MED10	-1.381125
FAM135A	-0.3673
ARHGAP4	0.911
EHMT2	0.058875
UFD1L	-0.534
ERMP1	-1.19725
MAG1	-0.811666666666667
THAP8	0.114333333333333
HACE1	-0.290833333333333
FAM82C	-0.593
C3orf20	0.151
UNC84A	0.930333333333333
SCD5	0.387857142857143
LASS6	-0.172375
LSG1	-0.0100833333333333
MAL	-1.554
GPR22	0.3485
WDR5B	0.907
ACTRT1	0.9205
C17orf60	0.6295
GRIN2C	0.3563
ARMC8	0.238416666666667
SLC47A1	-2.3215
DMPK	0.177
DHRS13	-0.402
SMC1A	-0.521166666666667
KRTAP17-1	2.9795
SMYD5	-0.55625
TUSC2	0.185125
CRHR2	0.564
KIR3DL2	0.6965
CCDC104	-0.5605
ATP2C1	0.651875
CROT	-0.94125
PABPC3	0.200166666666667
EGR1	-1.20583333333333
THSD1	0.438
KHK	-1.05075
SLC12A2	0.582
CD58	-0.244
STOX2	1.84466666666667
CCDC76	-0.5363
CCDC48	2.856
DNAH1	0.477
ZIC4	1.504
OR1G1	-0.0125
PSMC6	-0.288
PROKR1	0.803
ABCB1	0.22575
TRAT1	1.442
LLGL1	0.164
MTF1	0.47875
USP54	0.580625
PAGE2B	-2.1125
ITGB7	-2.84975
CCDC81	-0.3255
LOC149837	0.88225
SCUBE1	-0.2
ZSCAN10	0.5405
HUWE1	-0.199357142857143
CDH17	0.966
CD180	2.64675
IL17A	-0.1515
TMPO	-1.048875
KIAA1524	-0.4925
HDGFRP3	0.881333333333333
OXCT1	0.0948181818181818
RRAS2	0.256666666666667
LTBP2	2.338375
SV2B	3.21066666666667
CYP2A6	0.37775
PKD1L2	-1.02266666666667
PPM1M	1.196
FLJ22662	2.2635
ZNF502	1.55725
GP6	-0.96175
CRYBA2	1.10825
LEF1	-0.8617
CTPS	-0.397285714285714
EYA1	-3.18866666666667
EPS8L1	0.863
MAPK14	0.19275
SERPINB2	-2.93075
GTF2F2	0.00983333333333333
ZNHIT4	0.014
PLA1A	2.267125
C20orf114	1.29725
HPR	-3.408
C18orf2	-3.81
SATB2	-2.19775
KCNJ9	-0.210125
MGC157906	0.4215
MOCS3	-0.015
C17orf71	-0.367
PPHLN1	-0.2818
HIST1H2BN	1.90975
RAPGEF1	-0.25625
MAP3K8	1.10825
DLG4	-0.024
STC1	-1.58416666666667
CDGAP	1.4745
DDX26B	0.60575
LOC150223	-1.46275
CPSF3	0.2155
TMEM14A	1.94775
MYH3	-0.9975
GPKOW	-0.317
SULT1A1	-0.162333333333333
SPON1	3.3281
YY1AP1	0.2725
RAB23	1.4875
PLA2G4A	-1.78425
MAPRE3	0.0305
ZNF516	-0.290142857142857
GGPS1	0.42125
EXOC3L2	0.0127499999999999
C19orf42	-0.3929
MAP2K2	-0.269333333333333
HIST1H2BB	1.98425
RNF19B	1.21333333333333
C6orf128	1.7785
TLR8	3.52725
PCDHA9	0.946
CARS2	-0.237
CLUL1	3.12433333333333
RHAG	-4.12416666666667
UNK	0.171
EXOC8	0.7303
C9orf95	1.33925
C14orf143	-0.617166666666667
MAML3	0.067
LDHA	-2.184
MRPL20	-0.09775
KLHDC6	3.621
ATP5S	-0.0141666666666667
C8orf55	0.92175
PHF19	-0.45475
KRTAP13-4	0.4535
TTC5	-0.7935
XKR5	-0.14725
SILV	-4.37966666666667
TEX28	0.0615
TCTN1	0.576
CX40.1	-0.06925
PPP2R5C	0.451375
C12orf30	-1.19066666666667
CAPG	3.38575
MPZL1	1.4022
ARSB	0.186666666666667
TDH	-1.755
WASF4	0.811
TSSK3	-0.433333333333333
7A5	1.2825
CRISPLD1	2.4925
MAD1L1	-0.211666666666667
SPIN4	0.169833333333333
AMPD1	2.80425
DPYSL5	-0.061
INPP1	-0.403166666666667
ANKRD11	-0.623388888888889
NPAS4	0.37875
GCET2	2.4702
RNASE9	0.412
GUCY2D	0.217333333333333
CCDC98	-0.16275
FGF4	-0.146375
CPM	1.18666666666667
SLC26A4	-1.274
PLD5	1.98025
FAM59A	0.1087
FBXO5	-1.17644444444444
SIPA1L1	-0.317625
DPYS	0.33525
ATG4D	-0.2455
TGM3	0.2615
MTCH1	1.111375
HK1	-0.268785714285714
CDC26	0.22925
GALNT12	-1.81433333333333
LOC339229	0.47075
MRPL35	-0.125375
ORC4L	-1.06775
TNKS	-0.794571428571429
C2orf24	0.338333333333333
ZNF553	0.479333333333333
GGTLA1	2.9491
ZNF497	0.47875
CDY1B	-0.201
SLC30A4	-0.161125
TUB	0.750625
ARHGEF18	0.576
ARRB1	0.2195
KCNK1	0.4575
EREG	-3.692
SCAMP5	0.412
RUNDC3B	0.9765
ADAMTS20	-0.54325
IL17RB	-0.559125
FLJ20323	-0.513
MCAM	0.90125
POLR3E	-1.61058333333333
AQR	0.121333333333333
IPMK	0.184
CDCA7	-2.48175
CAMP	2.0405
GRHL3	2.83025
ADAMTSL2	1.68333333333333
CLMN	2.48666666666667
SSTR3	0.264
MAGEA5	-2.58816666666667
OVOL2	3.33675
JMJD1B	0.2025
RBL2	0.6001
PYGO2	0.999
PPP1R10	0.106
CSE1L	-0.932666666666667
LCA5	0.41875
RDH16	-0.364
ASRGL1	-0.403125
TOM1	0.2535
PTX3	-3.27325
TTC15	0.60325
SCGB3A1	3.46966666666667
MRPL50	-1.14725
RCAN3	0.919
SLC26A11	0.52225
STYX	0.4015
CINP	-0.40825
MARCH7	-0.101
PFKM	-1.27616666666667
SGMS1	-0.200333333333333
RIOK3	0.4522
C1orf110	0.0265
CES7	0.30275
LOC440248	-1.65425
PPP1R12C	0.59175
C10orf27	0.09
ATG9A	-0.3755
MRPS26	-0.01375
TMEM40	1.856
ELP3	-0.8811
ZNF787	0.9536
HIAT1	0.440625
C8orf34	0.580833333333333
MGC4655	-0.1254
PELI1	1.29433333333333
PPT1	-0.1523
SLC35C2	-0.0643333333333333
C6orf125	0.71875
MUC4	-1.04066666666667
RFC4	-0.510285714285714
GNB2	-0.365333333333333
NUP50	0.165
SULT4A1	-1.15733333333333
C7	5.064875
CCDC130	-0.0366666666666667
ARRDC4	0.572
RQCD1	-0.1815
GLYCTK	-0.57225
AYTL2	-0.139727272727273
MTUS1	-1.1488
LEMD3	0.1285
PLEKHF2	0.956
HOXA7	0.899625
GTF3C2	-1.1955
DYNLRB2	1.34225
CNOT10	-0.5475
MR1	0.659166666666667
FFAR1	0.32125
PRIC285	0.178
SLITRK6	-1.97825
LIX1	-2.0788
UBE1L2	-0.0181666666666666
F8	2.3
ACHE	0.3385
KPNA5	0.42975
TNFRSF12A	-0.268166666666667
EGR3	-0.686
SERPIND1	-3.81833333333333
OASL	2.3545
IFRD1	-0.491625
WDFY1	-0.370166666666667
ZNF267	0.662375
ACCN5	0.8065
ZBTB6	-1.45425
PPP1R3A	-0.043
PRRT3	0.31175
FBXL19	-0.874
TXNIP	1.57142857142857
ACTN2	-1.52475
ATG9B	-0.14525
C9orf117	-0.00912500000000001
IL27	-0.1265
RPL36AL	0.909166666666667
KLK15	0.20425
CHAD	0.354
RAP2B	1.3569
HEBP2	2.53775
ZNF342	0.1685
CAMK2G	-0.269833333333333
TLR3	0.77225
FGF14	0.40475
HMGB2	0.76425
TRPM5	-0.271
OR5M11	0.189
KIF3B	0.018
PRICKLE2	-0.1515
MTMR9	-0.621125
C3orf27	0.0185
GLRA3	-2.40333333333333
NSDHL	0.311833333333333
TMEM32	1.421
POLR2D	-0.85125
MYADML	0.2295
C9orf114	-0.5995
MRGPRX1	0.238
TOPORS	0.04625
CLDN19	-0.80725
C1QL4	0.934
RNF165	-0.0495
DHRS9	1.1845
DNAH2	-0.948
FXR1	-0.149666666666667
ZMYM3	-1.1155
CASP3	0.468666666666667
FAM120C	-0.3685
SCLY	-1.32475
CA7	-0.0405
ENTPD5	-0.570166666666667
ZNF461	0.041375
PDIA5	-0.05325
C1orf19	-0.0401666666666667
TMEM67	-0.082
KCTD20	0.67525
WDR47	0.6775
FLJ38723	0.343
KLRF1	2.18716666666667
TAS2R16	0.1935
CLDN12	-0.16675
PRKCE	-0.30375
UBXD4	0.28575
ITGAM	2.68916666666667
GLT8D3	-0.472125
WDR31	-0.2541
RGS2	0.63475
OR51L1	-0.115
MST1R	0.9735
KIAA1737	0.199
OR4A5	0.593
GLIS1	-2.3225
PTMA	0.270071428571429
NAPA	0.78225
PRDM11	0.39625
LIPF	-0.1715
DIRAS3	-0.74725
ASGR2	-3.64175
C1QTNF4	0.68025
PIK3R4	-0.281166666666667
ARMC3	0.109
NDUFV3	-0.288333333333333
BTBD3	1.48866666666667
PPP1R2	0.92075
UBE2NL	-0.53525
FOSL2	1.05585714285714
FAM119A	-0.838833333333333
TUBA4A	0.013
KRTAP12-1	-0.11675
SFRS2	-0.30525
RHPN1	-0.1594
EEF2	-0.781166666666667
ZDHHC11	-2.85
EPHA3	-0.7748
RBM12	-0.585
H2AFJ	0.634666666666667
EDIL3	-1.678
KIF26A	0.464
SERGEF	-0.229
B3GALT4	3.48275
LOC90925	2.864
OSCAR	-0.0695
NPFF	-0.156125
DEDD	0.633625
TMEM155	-0.514625
PTPN1	-0.50025
SCYL2	-0.391666666666667
SKAP1	2.84225
LEAP2	-2.9155
GADD45G	0.544
IFITM3	0.81075
PILRB	-1.35583333333333
SLU7	0.0411875
DSC3	4.181
DNMT3L	-1.63025
PAPD5	-0.313625
B3GNT3	1.09966666666667
LHCGR	0.312
MSL-1	0.3955
UBE2S	-0.282875
SAP130	-0.69175
ANAPC11	0.456
MAGED4B	0.5205
ATP6V1B2	0.028
C14orf179	0.03175
CAPZA1	-0.232375
CDYL2	-0.212666666666667
GLRX3	-0.775166666666667
LOC136288	-0.83375
MOBKL1A	-0.3515
HTR2B	3.5655
CRYGD	0.128833333333333
NUS1	-0.0386666666666667
PGRMC1	0.069
MYOM2	-0.69825
FLJ39653	-0.743333333333333
CHM	-0.2276
OR5M8	0.158
ZNF619	-0.0445
FAM105A	1.392
CCNL1	-0.637625
NAP1L3	0.31575
C10orf57	1.5505
B3GALNT1	1.1805
CSN1S2A	3.458
TCP10L	-1.125
GDAP2	-0.000374999999999997
DMKN	-0.938
COX6B1	0.851
DNASE2	0.7315
MSH5	-0.45775
LGMN	0.489
USP31	0.5926
OR13C8	0.8785
SDCBP	0.4862
NUDT11	-2.06466666666667
PYGL	-1.40116666666667
SNPH	-0.262666666666667
B3GNT4	0.52
MIZF	-0.5957
NUBPL	-0.583375
NOD1	0.167333333333333
CDH22	0.13625
NUBP1	0.0418333333333333
DSCAM	-3.55175
DGKI	2.1235
FAM136A	-0.682
AKAP1	0.411833333333333
SLC16A6	-2.92525
RIN3	1.661
PSG2	-0.15725
DIP2B	-0.6625
PSORS1C1	1.8362
KIAA0495	-0.838
FLJ90709	-0.472666666666667
LPA	-0.202166666666667
PIGA	0.0385
LY75	3.08066666666667
UTS2	-4.81883333333333
RREB1	-0.188125
GALNACT-2	0.5387
MGC3196	-0.0685
FLJ31568	-0.78575
LPHN1	-0.1875
SP1	0.26775
TOX4	-0.3365
HSPA9	-0.8303
APOBEC1	-0.539
SLC35E4	-0.98
LSM5	-0.74675
SURF1	0.4125
ZBTB1	-0.494166666666667
GTF2F1	-0.474125
RPS15A	0.4865
DUSP21	-0.1516
GINS4	-1.22433333333333
MYO15A	0.915666666666667
GIMAP7	4.4695
MGC13379	1.8835
ATP6V1E2	0.138833333333333
UTP3	0.4155
HNRPA3	-0.282375
MT4	-1.416
C14orf155	-0.026
U1SNRNPBP	0.153
CKLF	-0.42
PLEKHN1	-0.271
MBNL1	0.6565
NUP160	-0.69275
ACSM2A	-1.76725
LOC129881	-1.96325
KIAA1529	-0.0395
FLJ22639	-1.06125
HAND1	-1.3295
GSX1	0.422
FGA	-4.51
SERPINB1	-0.26125
ZNF642	1.0995
IGFBP1	-7.582125
SLC1A1	-0.82425
DHX57	-0.38175
ZNF766	0.7005
PTPN21	0.8448
GDPD3	-1.00916666666667
PNPLA5	-0.2935
TBR1	0.531333333333333
FAM116A	1.24125
IQGAP1	1.47275
FOS	-0.49
ZNF226	-0.125375
FIGNL1	-0.0595
C14orf1	0.232333333333333
ZMYND17	-0.737
PUS7	-1.06433333333333
TUBB6	0.673125
KCNQ2	-1.77525
MARCH6	-0.701166666666667
CCDC33	0.2295
PRODH	-0.84475
RBM11	-0.2435
EPHA6	-0.3035
SLC43A1	-1.1885
LOC196541	0.84525
NTN1	1.68125
ING4	1.04325
PCDHB10	1.096
DPH2	0.121166666666667
SPACA4	-0.0965
FBXL21	-4.479
DIAPH1	-0.137666666666667
ZNF71	0.949666666666667
CEP76	-0.016
CORO1A	1.6855
RRM2	-1.261875
EDG4	0.453
OS9	-0.1075
SLC4A1AP	-0.06125
COG5	-0.4685
COPS8	0.041
NGLY1	-1.08025
NCBP2	-0.14825
C17orf42	-0.488166666666667
GPSM3	1.964125
SIL1	0.471833333333333
ASB6	-0.2955
SMAD5OS	-0.000333333333333336
UNC93A	-3.512375
A1BG	-0.0565
C21orf62	-0.0215
FMO5	-2.22333333333333
ATRIP	-0.148
CEBPG	0.462833333333333
C7orf38	-0.6185
TNFRSF1B	1.522
CLEC1A	1.8245
IQSEC1	0.215375
PATZ1	0.5311
RBM22	-0.083625
BAG2	-0.353833333333333
PAQR5	0.454333333333333
C9orf127	1.0919
THNSL1	1.157
SHROOM3	1.8024
JAM2	0.9255
SNRPN	-0.92625
ALX4	0.28
CACNA1S	-0.225
FAM130A1	0.228
CORIN	-0.032
CD300LB	0.549
PLEKHG6	1.2185
LRRC40	0.43
PCLKC	-0.881
PCDHB16	0.6365
WNT2B	0.3765
ASNS	-1.436
MRPL49	-0.326875
FLJ46111	-1.55675
ISG20	1.4005
SMU1	0.249
CASZ1	0.231
POLR1D	-0.791083333333333
GIN1	-0.55775
SNAG1	0.461833333333333
ANKRD29	-0.19775
CDKN2AIP	0.12175
KRR1	-0.75225
CXCL1	-1.57583333333333
EPM2A	0.47
PC	0.435
DEFB127	-0.558
PDZRN4	0.461833333333333
FAH	-0.588875
OR51E1	1.583
CDC2L6	1.676
DNTTIP1	-0.14125
PAX8	-0.34875
TMEM116	0.516
C1orf150	0.9455
PRO2012	0.25125
MRPL40	-0.664
BEX1	-3.3202
SLC2A4	-0.541
PKMYT1	-0.77325
FEZF2	-0.492333333333333
SLC26A9	0.5505
MAP2	1.79266666666667
LYL1	0.30625
SLC25A19	-0.100833333333333
NOS3	0.05
ZNF34	1.2205
TMPRSS11F	-1.9005
FAM43A	0.49225
FCRL4	1.728
KLF14	0.08175
FLRT2	0.489
WRN	-0.9945
SDF2	0.9216
KRT8P12	-0.68725
C6orf195	0.915
C9orf125	-1.39283333333333
DZIP3	-0.42525
RIT1	1.18658333333333
SCML1	-2.5515
RHBDF2	0.616375
OR2G3	0.3445
REXO1L1	-0.0895
MAP3K7IP3	-0.554375
C3orf57	-6.01625
FBXW11	-1.16916666666667
ETAA1	-0.67275
C14orf131	-0.1016
AKT1S1	-1.03325
SLC12A5	-0.90675
C9orf164	1.977
NRIP3	-0.46075
NOS1AP	-1.315
TMEM121	2.05025
SAP30BP	-0.0691
DGCR6	0.5295
WDR76	-1.206
FAM82B	0.21525
LOC606495	-0.154
MAP9	0.244416666666667
BCDIN3D	0.68
CXorf36	3.28866666666667
DSCR3	0.0717
ZFAND3	0.605875
C7orf43	-0.0553333333333333
SPSB3	0.9632
C19orf19	0.1945
FAM133A	-3.484625
C12orf25	0.69775
SLC39A3	-0.23975
DISP2	0.87675
PI4KAP2	-2.2085
MKRN3	-3.03083333333333
ADAMTS13	-0.881875
CBLN3	0.2747
TTYH1	2.887
C3orf18	-0.5615
FLJ13236	0.03575
ZMYND12	3.547
C18orf25	0.261375
GLB1L3	-0.8995
ATP13A5	0.863
RANBP10	0.18975
CD96	0.8413
DENND1C	2.3275
RBMS3	0.1851
SLC41A3	0.874166666666667
DGCR6L	0.49
TMEM128	0.144333333333333
CSNK1G3	0.265857142857143
MOBKL2C	1.111
TSPAN6	1.4265
MATN2	-0.265
MSL2L1	-0.685333333333333
ST6GALNAC2	1.06316666666667
FGFBP2	1.792
FGL1	-6.317
MPP3	-1.22483333333333
ARHGEF6	1.96416666666667
TGFBR2	1.132625
ACMSD	-1.2415
IL33	5.0615
C9orf5	-0.422833333333333
DEAF1	0.2683
AMN	-0.369
DEFA6	0.117125
RNF212	-1.2625
METT5D1	-0.567
CIB1	0.4279
TSSK1B	0.25475
KIAA1727	2.5855
ZNF680	0.15575
LOC399900	-0.2275
LOC152217	1.22516666666667
CTNNAL1	-1.9355
CIT	0.0426666666666667
TLE6	0.2605
ZNF607	-0.05425
HERC4	-1.33966666666667
DRAP1	-0.284
PEMT	0.22125
C10orf111	1.117
ZNF575	1.493875
KCTD7	0.15975
MYO1F	1.433125
LOC285382	0.62425
RAB11A	0.4807
PLCD3	-0.74925
C15orf28	0.09525
PTBP2	0.347125
CTB-1048E9.5	-0.399
C19orf60	-0.078
C7orf25	0.35
SETD7	0.445375
HOXB9	-3.947
VANGL1	0.1444375
CHAF1B	0.29775
NDUFA3	1.45875
KIAA1328	0.611333333333333
SHARPIN	0.540625
TTC23	0.85525
UGP2	0.466583333333333
ANKIB1	-0.3875
CIRBP	0.805
SEC14L4	-2.76083333333333
OVCH1	0.452166666666667
VPS52	0.32575
FAT	1.296375
M6PRBP1	-0.84375
GPRIN3	1.1665
PPM1F	-0.607333333333333
TSR1	-1.01675
CCDC85A	1.9965
PCSK5	2.07175
ZFHX3	0.0065
HEMK1	-0.6162
PGBD2	0.2665
RSRC2	-0.515
AURKC	-1.10283333333333
SCRIB	0.859625
ORM2	-4.50383333333333
FAM115A	-1.3747
FZD6	1.654875
UNC119	-0.0755
GPX3	0.5927
NOV	-0.247625
CABC1	0.367125
CDC42SE2	1.0025625
EIF2S2	-0.3505
RNF130	1.382875
CKAP5	-0.300333333333333
RP11-413M3.2	0.4325
C10orf18	2.0724
TMEM93	-0.3065
DYX1C1	-0.488
KCNMB2	-2.291625
ANK3	-0.436666666666667
KRT5	-0.9689
CDH12	-1.66125
QRSL1	0.58675
JUB	-2.56875
SHC4	2.352875
CCL15	2.04566666666667
CCDC22	0.08875
SNX24	-0.5385
RARS	-0.6245
MORC2	0.692125
FAM48A	0.2795
MT1H	-0.531
PPP1R14C	2.43983333333333
FOXD1	-0.386428571428571
C1orf213	-1.4245
AMT	-0.8455
DSN1	-0.5645
PTPLAD2	3.354
DIS3L	-0.65425
RASL11A	0.42875
GPRC5B	1.929875
FRMD7	-0.6465
STRN4	-0.205
KITLG	-0.479863636363636
HDGF	-0.16225
OR1S1	0.2845
SETX	-0.1614
DDR2	0.699375
KCTD12	2.35025
LYZL2	1.5085
WDR52	-1.899
TMEM2	-0.1765
ZNF579	1.278
LOC200810	-0.117
TNFSF9	-1.182
PPFIA4	-3.46725
CNIH3	-1.20016666666667
MAP4K4	-0.184285714285714
ROD1	0.597714285714286
ALS2CR12	-0.5705
DOCK3	-0.254166666666667
PAQR9	-4.373
ASB17	0.146666666666667
STX16	-1.11825
FEZ2	-0.065
DLAT	0.0145
KIF21B	-0.153
CDC5L	0.3125
TMEM119	1.27133333333333
CRIP3	-0.365
TPSD1	0.267166666666667
TEPP	0.65375
GNGT2	1.56825
C21orf121	2.20775
WNK1	0.209083333333333
FLJ10490	1.7805
OR51B5	-2.355
LOC203547	0.295125
HAS1	-0.1735
PPA1	-0.703333333333333
ST7	-0.50625
C11orf46	0.0979
POPDC3	-3.19966666666667
ACOX2	-0.209833333333333
ATCAY	-0.772833333333333
TM4SF19	-1.5965
MFSD9	0.1235
PDHB	0.08575
ERN1	-0.19625
LCE3C	0.289
GPR111	0.1655
NOTCH3	1.95066666666667
ADAMTS5	2.82275
B3GALT1	-0.79525
UGCGL1	-0.7685
FAM58A	1.26333333333333
FBXO32	3.16
CLPP	-0.359
NXPH1	-2.0845
MTMR3	0.5815
ATP1B3	-0.426875
TMEM16A	3.34675
HIST1H3F	1.214
TRIM25	-0.664666666666667
SDCBP2	1.1175
CRKL	-0.45325
HOXB2	-0.270333333333333
ANP32B	-0.447375
GATM	2.938
AP4E1	-0.2115
EDG5	0.116625
CDKN3	-0.510333333333333
CDH4	-1.726
PGD	-1.3665
RND1	-0.497
GAD1	-3.6129
MPG	0.226375
LOC440350	-0.348
ZNF133	-0.0905
SERPINB12	-0.417
AMELY	-0.00683333333333333
DHX36	-0.18075
TNFAIP8L2	3.64766666666667
PHTF2	-0.263944444444444
CCDC112	-0.4
IQCC	-0.82575
HEYL	2.96166666666667
FTSJ2	-0.454166666666667
APPL1	0.80825
RAB43	0.742571428571429
OR10G2	0.2065
WAC	0.887833333333333
ADCY9	1.063625
RUNDC2B	0.792166666666667
PYCRL	1.3648
AGPAT7	-0.261833333333333
SLC22A9	-1.15966666666667
CDKAL1	1.1185
PDYN	-0.348666666666667
C20orf74	-1.004
MTMR11	2.91575
VAV3	0.395666666666667
DAPL1	0.8755
STXBP3	0.24825
EIF3G	-0.263
ARHGAP22	-0.05025
NPFFR1	0.1995
NPC1	0.0135
ALDH9A1	1.2985
ZNF600	1.156875
ZNF678	-0.254166666666667
RASSF1	0.237583333333333
ADD2	-1.3165
PITPNB	-0.322875
PKD2L2	0.054625
LRP11	-0.62375
CDKL1	1.00475
SMEK2	1.07975
PRODH2	-3.18533333333333
C11orf54	-0.597333333333333
SFRS11	-0.565666666666667
IL7	1.6485
ALS2CR16	-0.77775
BTG3	-0.0521666666666666
PAK2	0.588888888888889
RP11-679B17.1	-0.89575
GATA4	-1.83216666666667
ATP2B1	-1.53075
LOC130940	-0.2395
C1orf172	2.0895
ATF7IP2	-0.0095
SLC25A43	-0.0586666666666667
CENTG3	-0.527916666666667
IGF2BP1	-3.5184
FCHSD1	0.229
CAMK2N2	1.70766666666667
ELAVL3	0.1517
NBPF15	-0.658
UBE2J2	-0.455333333333333
GNL2	-1.68775
PRR3	-0.241
NLF2	1.2125
OR4F6	-0.349
KLHL24	1.54816666666667
CCDC88A	0.2479
SGPP1	-0.133333333333333
C10orf11	0.859833333333333
SLC35B4	-1.3515
UGT3A2	-1.2485
ARNT2	0.1602
CBR1	0.03925
ITPR3	0.565333333333333
TRAPPC6B	-0.0921
AMZ1	-0.2205
ARP11	1.26
WDSUB1	0.559
APBA1	1.38166666666667
RAB2A	1.1381
C6orf162	0.355
HPSE2	0.1895
PLCE1	0.5905
INSL3	1.83125
DLG1	0.0799
PTPLA	0.20825
PIGX	0.39725
TFIP11	0.106166666666667
FIBIN	1.5675
POLR2G	-0.56075
GRAP2	-0.346
DNAJB8	-0.11175
CNBP	-0.00350000000000002
WASF1	-0.78925
INPP5E	-1.0914
HSPB1	-0.091875
TMEM167	-0.5954
CUBN	0.5905
IGF1	4.0210625
ITPK1	-0.2105
NAALAD2	-1.32925
G3BP1	0.5471
NT5DC1	0.2435
CYP39A1	2.023
TMEM139	2.43758333333333
POLK	-0.4816
GLULD1	-1.60525
RBM15	-0.775166666666667
AMZ2	0.12925
GDF15	-3.853
MESDC2	0.1475
INCA	1.63216666666667
ACY1L2	0.731
GZMM	1.30716666666667
PAIP1	-0.09875
CACNA2D1	-0.1125
STK32C	-0.815333333333333
SH3BP4	-0.0651666666666667
DEC1	0.0975
PADI1	-0.36
UBB	0.6478
PON3	-1.50166666666667
PROP1	0.2465
ANKRD13B	-0.3985
ADCK1	-0.409
TCF25	0.22725
SLC38A5	-2.0975
CXorf26	0.217
C19orf39	-0.07
PPP1R13B	0.6775
ARL2	-0.7275
TCL6	0.2205
TOP3A	0.4245
SLC16A14	-0.508125
FXYD6	3.15133333333333
HIST1H4E	1.32725
BBC3	0.0654210526315789
UNC5A	0.118833333333333
FAM86C	-0.4287
PI4KB	0.69375
B3GAT1	-1.11875
SUSD2	1.907
OAZ2	-0.123666666666667
NOC4L	0.039
C10orf12	-0.20625
FADS1	-2.3085
LOC144097	0.09425
DKK2	2.57583333333333
KIAA1949	1.699
RHOT1	0.0589
OXT	0.981833333333333
GPR153	1.546
ARL4A	-1.869
SAAL1	-0.769
CCDC64	-0.188
USE1	-0.461333333333333
HNMT	-0.120833333333333
PCGF3	-0.333125
CYP2C19	-0.01375
C20orf4	0.5065
CCDC11	-1.2465
ACSBG2	-0.15575
RWDD2A	-0.202
PALLD	2.279375
CPLX4	0.218
LOC492311	0.71725
KPNA2	0.0746666666666667
MACROD1	-0.183
TMCO3	-0.227333333333333
C15orf52	1.58733333333333
BIRC5	-0.261333333333333
PRR16	-0.613333333333333
FAM63B	-0.197
KATNB1	-0.477666666666667
WNT8B	0.2945
CPLX3	0.4605
GHR	1.887625
CCDC124	-0.3015
BCLAF1	-0.4805
GOLGA3	0.8439
CLEC4E	4.18783333333333
