Hybridization REF	TCGA-AR-A0TV-01A-21R-A084-07
ATAD2B	0.09225
ARHGAP17	0.2181
KCNIP3	0.1255
SFPQ	0.067
GFRA4	0.189833333333333
AKR1B10	-4.859
TIGD6	-0.145166666666667
RGS16	1.603625
URB1	0.249333333333333
OR4C46	0.254333333333333
TOP3B	-0.753
NFATC4	0.916
CA14	-4.51775
BMPR1A	0.00583333333333333
SNRP70	-0.4935
PRL	0.0188333333333333
C6orf130	0.1025
STAG2	0.1635
CD55	-1.84271428571429
RPS23	0.503333333333333
SSX2	-1.5856
FDPSL2A	-0.98625
FBXO27	1.719125
SYNGR3	-0.919333333333333
TMSL3	0.6915
EML1	-0.1465
NUP93	-1.34233333333333
SMAD3	0.3031
KIAA1189	0.3775
HNRPUL2	-0.4475
TBC1D12	1.117
C16orf24	1.0665
MRVI1	1.0665
ZNF581	-1.60433333333333
ELOVL3	-0.5675
OR51Q1	0.2525
CACNB3	0.275
GALNT13	-1.8615
C10orf84	0.4734375
NEDD4	-0.965
SPO11	-0.22
OR5AU1	0.4065
NEK4	1.16242857142857
PRKAR2A	0.708333333333333
IHPK1	0.0725
ATP6V0B	1.045
CACNA1E	0.451
CEACAM8	-0.192166666666667
PEX14	0.483
FLJ12993	-1.816
ZBTB38	0.0651666666666667
PCTK2	1.97566666666667
LRRC16	0.1843
FBLIM1	0.0786666666666667
FYCO1	1.132
RP5-1022P6.2	-0.16525
CMTM1	-0.061
PLTP	0.0491666666666667
RAPH1	0.587125
DOCK8	0.970375
EZH2	-1.88446666666667
SLC25A1	0.140833333333333
PLEKHB1	1.5951
GRB7	0.3192
ZFP37	0.749
MRPL33	0.4455
PELO	0.60325
ARMC1	-0.988
C9orf27	0.48575
FLJ25778	-0.1235
C9orf37	-0.532166666666667
TMEM66	1.00825
SPRN	-0.226
HBEGF	0.744
PI4KA	0.2405
LEPRE1	-1.57625
POU2AF1	-1.30875
MRPL12	-0.417666666666667
REP15	-0.895
ZC3H3	0.41625
RASAL1	-1.6305
DDAH1	2.029375
ACBD5	1.31125
TMC2	0.0015
CCDC137	-0.9045
SAMD13	-2.9295
UGT2B15	-3.931
TIPARP	1.3785
DNASE1L3	0.79075
TRIM72	0.335666666666667
DBX2	-0.3165
IPO8	0.6375
C21orf88	-2.1894
MAP3K14	0.89475
LOC51233	0.248
GGTLA4	-0.6535
PDE6D	-0.022
ZNF117	0.41675
CLK2	-0.68125
NKRF	-0.82025
TNFSF15	0.7154
DUSP2	1.250875
SECISBP2	0.497
GABRR2	-0.3025
PPAP2C	1.53775
LOC51145	0.159333333333333
PAG1	-0.4085
PIK3C3	-0.94275
GNG10	0.5035
APOL4	1.59133333333333
ANKRD28	-0.45275
STMN3	-0.9996
RAB14	1.0822
CDK2AP2	0.50875
HDDC3	0.344875
COMMD7	0.930125
CXXC1	-0.8755
HMCN1	-1.66416666666667
CD40	0.812
DYNC1LI2	0.0475625
GDI1	0.7265
LOC646938	-0.1245
VSNL1	-5.07833333333333
PIH1D1	-0.370333333333333
RAET1G	0.9815
KRTAP5-9	-0.268
EFTUD2	-0.9865
ZNF311	-0.621333333333333
ATP6V1G3	0.17
OR2W3	-0.464
SCN4A	-0.0415
MED10	-0.026
FAM135A	-0.6691
ARHGAP4	-0.03975
EHMT2	-0.364625
UFD1L	0.15725
ERMP1	0.25125
MAG1	-1.91666666666667
THAP8	0.0681666666666667
HACE1	0.889
FAM82C	0.894833333333333
C3orf20	0.0645
UNC84A	-1.114
SCD5	-0.738285714285714
LASS6	2.199125
LSG1	0.544083333333333
MAL	-5.06125
GPR22	0.2795
WDR5B	1.60025
ACTRT1	-0.00649999999999999
C17orf60	0.757
GRIN2C	-0.0376
ARMC8	-0.251666666666667
SLC47A1	-1.94483333333333
DMPK	-0.60525
DHRS13	1.35066666666667
SMC1A	-0.603166666666667
KRTAP17-1	1.29075
SMYD5	0.15425
TUSC2	0.72125
CRHR2	0.2085
KIR3DL2	0.49
CCDC104	1.791
ATP2C1	0.685875
CROT	-0.26775
PABPC3	1.9385
EGR1	1.93533333333333
THSD1	-0.51925
KHK	-0.4155
SLC12A2	-1.01475
CD58	-0.9915
STOX2	-2.1355
CCDC76	-0.5376
CCDC48	5.32875
DNAH1	0.0398333333333333
ZIC4	-0.128875
OR1G1	0.7045
PSMC6	-0.740166666666667
PROKR1	-0.2655
ABCB1	-0.53825
TRAT1	0.8185
LLGL1	-0.1985
MTF1	1.20975
USP54	1.35075
PAGE2B	-2.405
ITGB7	-3.62725
CCDC81	-0.57
LOC149837	0.05625
SCUBE1	0.1465
ZSCAN10	0.351
HUWE1	0.248142857142857
CDH17	-0.039
CD180	0.94475
IL17A	0.09275
TMPO	-0.23725
KIAA1524	-0.625833333333333
HDGFRP3	0.644166666666667
OXCT1	-1.93218181818182
RRAS2	-4.004
LTBP2	1.377875
SV2B	-0.658
CYP2A6	3.07325
PKD1L2	-0.916833333333333
PPM1M	1.324
FLJ22662	2.726
ZNF502	2.28175
GP6	-0.6545
CRYBA2	-0.96075
LEF1	-1.2327
CTPS	-1.516
EYA1	-2.926
EPS8L1	1.3065
MAPK14	0.284166666666667
SERPINB2	-5.350625
GTF2F2	-1.10133333333333
ZNHIT4	0.3225
PLA1A	1.818625
C20orf114	2.66
HPR	-5.0935
C18orf2	-2.79983333333333
SATB2	-2.709
KCNJ9	-0.451125
MGC157906	0.67
MOCS3	0.33375
C17orf71	-0.0576666666666667
PPHLN1	-0.2183
HIST1H2BN	-1.733625
RAPGEF1	0.00687499999999998
MAP3K8	1.07575
DLG4	0.0415
STC1	-2.12483333333333
CDGAP	1.4195
DDX26B	-1.355
LOC150223	-0.71025
CPSF3	-0.895833333333333
TMEM14A	0.887
MYH3	-0.64375
GPKOW	0.115
SULT1A1	0.8545
SPON1	1.0539
YY1AP1	0.154166666666667
RAB23	-0.2665
PLA2G4A	-4.133
MAPRE3	1.07625
ZNF516	-2.29585714285714
GGPS1	0.764
EXOC3L2	-0.301
C19orf42	1.0276
MAP2K2	-0.0478333333333333
HIST1H2BB	-1.39075
RNF19B	1.46716666666667
C6orf128	0.0126666666666667
TLR8	4.254
PCDHA9	0.4185
CARS2	-0.05325
CLUL1	3.25066666666667
RHAG	-4.00116666666667
UNK	-0.4145
EXOC8	0.4564
C9orf95	2.35425
C14orf143	-0.884833333333333
MAML3	0.406
LDHA	-1.95475
MRPL20	0.607875
KLHDC6	0.02
ATP5S	-0.2925
C8orf55	-0.3845
PHF19	-2.15575
KRTAP13-4	0.3985
TTC5	0.987
XKR5	-0.3105
SILV	-4.71
TEX28	-0.3065
TCTN1	1.98425
CX40.1	0.163
PPP2R5C	-0.137125
C12orf30	-0.883666666666667
CAPG	1.61625
MPZL1	0.638
ARSB	-1.16166666666667
TDH	-1.9955
WASF4	-0.08325
TSSK3	-0.630666666666667
7A5	-1.6815
CRISPLD1	6.157125
MAD1L1	-1.16583333333333
SPIN4	0.0345
AMPD1	0.6365
DPYSL5	0.095
INPP1	0.603166666666667
ANKRD11	-1.12461111111111
NPAS4	-0.147
GCET2	0.6487
RNASE9	-0.0505
GUCY2D	0.498333333333333
CCDC98	-0.119
FGF4	-0.595875
CPM	0.442833333333333
SLC26A4	-1.8766
PLD5	-0.04925
FAM59A	-2.711
FBXO5	-1.252
SIPA1L1	-0.357625
DPYS	0.60775
ATG4D	0.04625
TGM3	0.8785
MTCH1	0.5735
HK1	-0.00471428571428572
CDC26	0.02475
GALNT12	-3.0445
LOC339229	0.1645
MRPL35	-0.627125
ORC4L	0.688
TNKS	-0.36
C2orf24	0.667833333333333
ZNF553	0.716166666666667
GGTLA1	2.2628
ZNF497	-0.0595
CDY1B	0.4135
SLC30A4	0.80575
TUB	0.507375
ARHGEF18	0.0475
ARRB1	1.1215
KCNK1	-4.884625
EREG	-3.0934
SCAMP5	0.497
RUNDC3B	1.022
ADAMTS20	-0.36425
IL17RB	1.424125
FLJ20323	-0.86225
MCAM	-0.505875
POLR3E	-0.470916666666667
AQR	-0.2305
IPMK	-0.7065
CDCA7	-2.490625
CAMP	0.666
GRHL3	0.0245
ADAMTSL2	0.561833333333333
CLMN	1.892
SSTR3	0.302
MAGEA5	-1.9605
OVOL2	2.5605
JMJD1B	-0.562
RBL2	0.4436
PYGO2	0.52175
PPP1R10	0.870666666666667
CSE1L	-0.598333333333333
LCA5	0.874
RDH16	0.307
ASRGL1	-2.812625
TOM1	1.70033333333333
PTX3	-7.241
TTC15	0.38125
SCGB3A1	0.282833333333333
MRPL50	-0.798
RCAN3	0.77425
SLC26A11	0.5725
STYX	-1.1095
CINP	-0.61125
MARCH7	-0.386
PFKM	-0.407333333333333
SGMS1	0.1635
RIOK3	0.0513
C1orf110	0.8845
CES7	0.189125
LOC440248	-1.55725
PPP1R12C	-0.441
C10orf27	0.7365
ATG9A	-1.16925
MRPS26	0.05475
TMEM40	1.322
ELP3	0.0786
ZNF787	0.2837
HIAT1	0.37775
C8orf34	0.103833333333333
MGC4655	0.1704
PELI1	-0.0483333333333333
PPT1	1.698
SLC35C2	0.200666666666667
C6orf125	-0.522
MUC4	-1.81416666666667
RFC4	-1.64614285714286
GNB2	-0.480666666666667
NUP50	0.652642857142857
SULT4A1	0.714833333333333
C7	2.088625
CCDC130	-0.271666666666667
ARRDC4	-0.73325
RQCD1	-0.442
GLYCTK	-0.35375
AYTL2	-0.0439090909090909
MTUS1	0.8651
LEMD3	0.653
PLEKHF2	2.82825
HOXA7	-0.229125
GTF3C2	-1.104
DYNLRB2	3.467
CNOT10	-0.1935
MR1	0.294166666666667
FFAR1	0.217
PRIC285	-0.18625
SLITRK6	4.7025
LIX1	-1.9381
UBE1L2	-0.106166666666667
F8	2.061
ACHE	-0.0901666666666667
KPNA5	0.19875
TNFRSF12A	-2.449
EGR3	-1.116
SERPIND1	-3.7
OASL	2.52125
IFRD1	-1.671125
WDFY1	0.1035
ZNF267	0.655125
ACCN5	0.8065
ZBTB6	0.475
PPP1R3A	-0.099
PRRT3	2.95175
FBXL19	-0.0865
TXNIP	-0.475285714285714
ACTN2	3.98275
ATG9B	-0.441875
C9orf117	1.820625
IL27	0.544
RPL36AL	0.4145
KLK15	-0.01625
CHAD	2.8855
RAP2B	-1.3276
HEBP2	0.491
ZNF342	-0.082
CAMK2G	-1.0185
TLR3	0.59725
FGF14	0.3365
HMGB2	-0.420375
TRPM5	-0.0686666666666667
OR5M11	0.341
KIF3B	1.22905263157895
PRICKLE2	-1.31975
MTMR9	-0.060375
C3orf27	0.114
GLRA3	-1.623
NSDHL	-0.2245
TMEM32	0.182
POLR2D	-0.531
MYADML	0.01
C9orf114	-0.3255
MRGPRX1	-0.154
TOPORS	0.07925
CLDN19	-0.83525
C1QL4	0.037
RNF165	-3.629
DHRS9	0.386
DNAH2	1.64383333333333
FXR1	-0.594666666666667
ZMYM3	-0.6525
CASP3	-0.131
FAM120C	-0.446375
SCLY	-1.13275
CA7	0.301
ENTPD5	0.3395
ZNF461	0.3605
PDIA5	-0.32075
C1orf19	-0.929166666666667
TMEM67	1.7235
KCTD20	0.38875
WDR47	0.588
FLJ38723	-0.0175
KLRF1	0.842
TAS2R16	0.458
CLDN12	0.287
PRKCE	-1.254
UBXD4	-0.0645
ITGAM	2.52816666666667
GLT8D3	0.013875
WDR31	1.1433
RGS2	-0.38925
OR51L1	0.2075
MST1R	1.3965
KIAA1737	0.68725
OR4A5	0.378
GLIS1	-2.00016666666667
PTMA	0.072
NAPA	1.86
PRDM11	0.1115
LIPF	-0.383
DIRAS3	-0.7185
ASGR2	-4.573875
C1QTNF4	-0.4885
PIK3R4	0.391666666666667
ARMC3	1.1115
NDUFV3	-0.00591666666666667
BTBD3	-1.34283333333333
PPP1R2	0.417916666666667
UBE2NL	0.33425
FOSL2	0.895071428571429
FAM119A	-0.973666666666667
TUBA4A	-0.6702
KRTAP12-1	-0.07575
SFRS2	-0.2785
RHPN1	-0.4472
EEF2	0.0248333333333333
ZDHHC11	1.11583333333333
EPHA3	-1.594
RBM12	0.6925
H2AFJ	1.93366666666667
EDIL3	1.3225
KIF26A	-2.08775
SERGEF	0.554
B3GALT4	1.884
LOC90925	1.80783333333333
OSCAR	0.64075
NPFF	-1.37275
DEDD	0.06825
TMEM155	-0.8235
PTPN1	1.4845
SCYL2	0.254333333333333
SKAP1	1.1205
LEAP2	-3.38583333333333
GADD45G	2.917
IFITM3	0.192375
PILRB	-1.76916666666667
SLU7	-0.460375
DSC3	-0.61725
DNMT3L	-1.448
PAPD5	0.2245
B3GNT3	-2.333
LHCGR	-0.0835
MSL-1	0.84475
UBE2S	-0.9865
SAP130	-0.80225
ANAPC11	0.76425
MAGED4B	-3.852
ATP6V1B2	0.304333333333333
C14orf179	0.480875
CAPZA1	-0.060625
CDYL2	-0.800333333333333
GLRX3	-1.08366666666667
LOC136288	-0.12025
MOBKL1A	0.8885
HTR2B	1.25775
CRYGD	-0.190333333333333
NUS1	-0.2675
PGRMC1	-0.183
MYOM2	2.1985
FLJ39653	-0.8755
CHM	1.1375
OR5M8	0.4645
ZNF619	0.3525
FAM105A	0.76125
CCNL1	-0.967875
NAP1L3	-1.93675
C10orf57	2.63233333333333
B3GALNT1	1.4725
CSN1S2A	-0.0105
TCP10L	1.3285
GDAP2	1.23825
DMKN	-0.702833333333333
COX6B1	-0.019
DNASE2	1.33216666666667
MSH5	-2.0205
LGMN	-0.278625
USP31	2.0234
OR13C8	0.6455
SDCBP	-0.3752
NUDT11	-0.289166666666667
PYGL	1.72533333333333
SNPH	-0.897666666666667
B3GNT4	-1.6465
MIZF	-0.7483
NUBPL	1.321125
NOD1	-0.766333333333333
CDH22	-0.32975
NUBP1	0.9005
DSCAM	-4.49675
DGKI	-0.803
FAM136A	-0.0035
AKAP1	1.24816666666667
SLC16A6	2.55175
RIN3	-0.15975
PSG2	-0.1095
DIP2B	0.22775
PSORS1C1	1.3389
KIAA0495	0.104
FLJ90709	-0.9125
LPA	-0.309166666666667
PIGA	-0.411333333333333
LY75	2.90666666666667
UTS2	-5.8135
RREB1	-0.594875
GALNACT-2	0.721
MGC3196	-1.53725
FLJ31568	0.309
LPHN1	0.5115
SP1	1.255625
TOX4	0.950166666666667
HSPA9	-0.5491
APOBEC1	-0.5095
SLC35E4	-0.68525
LSM5	-1.174
SURF1	0.36475
ZBTB1	-1.46708333333333
GTF2F1	0.10075
RPS15A	-0.301428571428571
DUSP21	-0.587666666666667
GINS4	-1.35216666666667
MYO15A	2.24933333333333
GIMAP7	3.511
MGC13379	-0.2625
ATP6V1E2	0.5
UTP3	-0.168
HNRPA3	-0.9205625
MT4	0.205
C14orf155	-0.14125
U1SNRNPBP	0.48125
CKLF	-0.523
PLEKHN1	-1.03433333333333
MBNL1	-0.0419166666666667
NUP160	-2.3365
ACSM2A	-1.499
LOC129881	1.91775
KIAA1529	0.83325
FLJ22639	1.54425
HAND1	-1.033
GSX1	0.316
FGA	-4.4428125
SERPINB1	0.66275
ZNF642	1.171
IGFBP1	-8.690875
SLC1A1	2.313125
DHX57	0.41125
ZNF766	0.0835
PTPN21	-1.609
GDPD3	0.831333333333333
PNPLA5	0.0705
TBR1	-0.235666666666667
FAM116A	0.83875
IQGAP1	0.336125
FOS	1.541625
ZNF226	-0.779
FIGNL1	0.254666666666667
C14orf1	0.0245
ZMYND17	-0.419
PUS7	-1.35733333333333
TUBB6	-0.67475
KCNQ2	-1.3145
MARCH6	1.02
CCDC33	0.0455
PRODH	-1.974
RBM11	2.1585
EPHA6	0.27875
SLC43A1	-2.47675
LOC196541	0.149857142857143
NTN1	0.242083333333333
ING4	0.399
PCDHB10	-0.8705
DPH2	-0.235333333333333
SPACA4	0.71175
FBXL21	-3.739
DIAPH1	-0.886333333333333
ZNF71	0.400166666666667
CEP76	-0.5405
CORO1A	-0.46925
RRM2	-0.904375
EDG4	0.56025
OS9	0.738166666666667
SLC4A1AP	0.42375
COG5	-0.251
COPS8	-0.38025
NGLY1	-0.35825
NCBP2	-0.075875
C17orf42	0.131166666666667
GPSM3	1.01075
SIL1	0.746833333333333
ASB6	-0.51225
SMAD5OS	-0.201666666666667
UNC93A	-2.8965
A1BG	1.18033333333333
C21orf62	0.202
FMO5	2.49075
ATRIP	0.572666666666667
CEBPG	0.376
C7orf38	-0.517166666666667
TNFRSF1B	0.980666666666667
CLEC1A	1.16683333333333
IQSEC1	1.167375
PATZ1	1.975
RBM22	0.418875
BAG2	-2.34066666666667
PAQR5	-2.875
C9orf127	-0.7017
THNSL1	0.6925
SHROOM3	-2.7917
JAM2	-0.02625
SNRPN	-1.66075
ALX4	-0.1675
CACNA1S	3.304
FAM130A1	0.553
CORIN	0.5035
CD300LB	0.697
PLEKHG6	0.9385
LRRC40	-0.94925
PCLKC	-1.558
PCDHB16	-0.744666666666667
WNT2B	0.1315
ASNS	-1.48755555555556
MRPL49	0.210875
FLJ46111	-1.19075
ISG20	0.928625
SMU1	-0.655666666666667
CASZ1	0.714
POLR1D	-0.30425
GIN1	-0.85925
SNAG1	0.951333333333333
ANKRD29	-2.00325
CDKN2AIP	-0.2715
KRR1	0.51525
CXCL1	-4.61366666666667
EPM2A	0.2659
PC	-0.321833333333333
DEFB127	-0.265
PDZRN4	1.46933333333333
FAH	0.373125
OR51E1	1.525
CDC2L6	0.589
DNTTIP1	0.51825
PAX8	-0.7225
TMEM116	0.45025
C1orf150	-0.1335
PRO2012	0.9565
MRPL40	0.7525
BEX1	-1.7928
SLC2A4	-0.8215
PKMYT1	-0.22575
FEZF2	-0.0538333333333333
SLC26A9	-1.37725
MAP2	-0.355083333333333
LYL1	-1.55525
SLC25A19	-0.151333333333333
NOS3	-0.225
ZNF34	0.739666666666667
TMPRSS11F	-0.68875
FAM43A	-0.8265
FCRL4	0.123166666666667
KLF14	-0.29925
FLRT2	-1.39516666666667
WRN	-1.64825
SDF2	1.3545
KRT8P12	-0.93675
C6orf195	0.5505
C9orf125	-2.85483333333333
DZIP3	0.922625
RIT1	-0.054
SCML1	1.36866666666667
RHBDF2	-0.444
OR2G3	0.7535
REXO1L1	-0.238
MAP3K7IP3	-0.083875
C3orf57	-7.46125
FBXW11	0.376666666666667
ETAA1	-0.6225
C14orf131	-0.6087
AKT1S1	0.777
SLC12A5	-0.624875
C9orf164	2.02525
NRIP3	-1.23375
NOS1AP	-1.601
TMEM121	0.9895
SAP30BP	-0.0182
DGCR6	1.34825
WDR76	-0.09575
FAM82B	2.14275
LOC606495	0.2315
MAP9	3.3505
BCDIN3D	0.948
CXorf36	2.45866666666667
DSCR3	0.1349
ZFAND3	0.93125
C7orf43	-0.044
SPSB3	0.7029
C19orf19	0.07575
FAM133A	-3.504125
C12orf25	-0.02375
SLC39A3	-0.438
DISP2	0.0115
PI4KAP2	-0.807
MKRN3	-1.41883333333333
ADAMTS13	-0.361875
CBLN3	0.8973
TTYH1	-1.943
C3orf18	1.111
FLJ13236	-1.55025
ZMYND12	4.0745
C18orf25	0.910625
GLB1L3	-0.446
ATP13A5	0.2075
RANBP10	-0.48875
CD96	-0.2793
DENND1C	0.17975
RBMS3	-0.8579
SLC41A3	0.695333333333333
DGCR6L	1.37825
TMEM128	1.42466666666667
CSNK1G3	-0.433571428571429
MOBKL2C	1.12525
TSPAN6	-3.83
MATN2	-1.344
MSL2L1	0.237166666666667
ST6GALNAC2	-4.27833333333333
FGFBP2	-0.35575
FGL1	-6.57683333333333
MPP3	-0.308666666666667
ARHGEF6	3.16816666666667
TGFBR2	-0.169
ACMSD	-1.132
IL33	2.34475
C9orf5	0.572916666666667
DEAF1	-0.8925
AMN	-0.1295
DEFA6	0.0325
RNF212	-1.626
METT5D1	-0.318166666666667
CIB1	0.9379
TSSK1B	-0.1245
KIAA1727	0.01125
ZNF680	-0.00133333333333332
LOC399900	-0.8535
LOC152217	0.20925
CTNNAL1	-1.787
CIT	-2.142
TLE6	2.3155
ZNF607	-1.11925
HERC4	-1.04383333333333
DRAP1	0.5386
PEMT	-0.465
C10orf111	-0.2375
ZNF575	0.998625
KCTD7	-0.66475
MYO1F	0.85375
LOC285382	-0.068
RAB11A	0.5169
PLCD3	-1.072
C15orf28	-0.301
PTBP2	-1.462375
CTB-1048E9.5	1.08375
C19orf60	0.320166666666667
C7orf25	1.01866666666667
SETD7	1.6965
HOXB9	-5.217
VANGL1	-0.2159375
CHAF1B	-0.26075
NDUFA3	0.293
KIAA1328	-0.208
SHARPIN	0.105625
TTC23	-0.591625
UGP2	0.288333333333333
ANKIB1	0.0672
CIRBP	0.567714285714286
SEC14L4	-2.7815
OVCH1	-0.148333333333333
VPS52	0.56275
FAT	-2.744
M6PRBP1	-0.142
GPRIN3	0.759
PPM1F	-0.491666666666667
TSR1	-0.0075
CCDC85A	-0.04275
PCSK5	-0.44725
ZFHX3	0.037
HEMK1	-0.0612
PGBD2	-0.71725
RSRC2	0.165833333333333
AURKC	-1.46116666666667
SCRIB	-0.08525
ORM2	-4.85766666666667
FAM115A	0.627
FZD6	2.26975
UNC119	0.547
GPX3	-1.1247
NOV	-1.011
CABC1	0.67325
CDC42SE2	-0.3640625
EIF2S2	-0.1046
RNF130	1.03275
CKAP5	-0.684333333333333
RP11-413M3.2	-0.284375
C10orf18	1.6936
TMEM93	0.48475
DYX1C1	1.4485
KCNMB2	-1.60225
ANK3	1.39283333333333
KRT5	-3.2785
CDH12	-1.149875
QRSL1	0.420625
JUB	-1.80425
SHC4	-3.012
CCL15	1.29116666666667
CCDC22	-0.03775
SNX24	0.0015
RARS	-1.29325
MORC2	0.783375
FAM48A	-0.756
MT1H	0.668
PPP1R14C	-4.395
FOXD1	-3.16285714285714
C1orf213	-2.4965
AMT	-1.8405
DSN1	0.46
PTPLAD2	3.84925
DIS3L	0.8605
RASL11A	-0.62575
GPRC5B	-1.10325
FRMD7	0.3665
STRN4	0.3105
KITLG	-1.14422727272727
HDGF	-0.039
OR1S1	0.3195
SETX	-0.0702
DDR2	-1.413125
KCTD12	1.248
LYZL2	3.20725
WDR52	-0.43
TMEM2	-1.401375
ZNF579	0.211666666666667
LOC200810	1.4955
TNFSF9	-2.017875
PPFIA4	-2.179
CNIH3	-0.998166666666667
MAP4K4	-2.18028571428571
ROD1	0.791714285714286
ALS2CR12	-0.421333333333333
DOCK3	0.678333333333333
PAQR9	-4.793
ASB17	0.141333333333333
STX16	-0.457
FEZ2	0.114833333333333
DLAT	-0.892666666666667
KIF21B	-1.06733333333333
CDC5L	0.146
TMEM119	1.82666666666667
CRIP3	-0.3765
TPSD1	0.0121666666666667
TEPP	-0.35225
GNGT2	1.37325
C21orf121	0.0885
WNK1	0.561083333333333
FLJ10490	0.7746
OR51B5	-2.251
LOC203547	-0.6065
HAS1	-0.1335
PPA1	-0.116333333333333
ST7	1.209875
C11orf46	0.3375
POPDC3	-4.27383333333333
ACOX2	-1.8195
ATCAY	-0.609666666666667
TM4SF19	0.478
MFSD9	-0.444666666666667
PDHB	0.10625
ERN1	0.51475
LCE3C	0.3375
GPR111	0.3335
NOTCH3	-0.00766666666666666
ADAMTS5	0.32675
B3GALT1	-2.3925
UGCGL1	-0.328166666666667
FAM58A	0.477333333333333
FBXO32	2.52725
CLPP	0.469
NXPH1	-1.56775
MTMR3	1.60883333333333
ATP1B3	-0.498
TMEM16A	2.841375
HIST1H3F	-0.903833333333333
TRIM25	0.910666666666667
SDCBP2	1.763
CRKL	-0.08975
HOXB2	-1.65133333333333
ANP32B	-0.57375
GATM	3.2685
AP4E1	-0.081
EDG5	0.132125
CDKN3	-1.73933333333333
CDH4	-3.29475
PGD	-0.254166666666667
RND1	0.085
GAD1	-3.5591
MPG	0.289
LOC440350	0.2315
ZNF133	-0.6885
SERPINB12	0.1065
AMELY	0.1815
DHX36	-0.503
TNFAIP8L2	3.04233333333333
PHTF2	-0.632944444444444
CCDC112	-0.724333333333333
IQCC	0.2485
HEYL	2.744
FTSJ2	-0.970833333333333
APPL1	1.811
RAB43	-0.121928571428571
OR10G2	-0.151
WAC	0.5445
ADCY9	1.434
RUNDC2B	0.3505
PYCRL	0.8748
AGPAT7	-0.823666666666667
SLC22A9	-0.8885
CDKAL1	0.0005
PDYN	-0.393
C20orf74	-0.05075
MTMR11	-0.3665
VAV3	-0.557416666666667
DAPL1	-1.5625
STXBP3	0.13075
EIF3G	-0.21625
ARHGAP22	-1.668
NPFFR1	0.132
NPC1	-1.03533333333333
ALDH9A1	1.12583333333333
ZNF600	0.269125
ZNF678	0.588
RASSF1	1.05258333333333
ADD2	-2.967125
PITPNB	1.309
PKD2L2	0.270375
LRP11	1.36075
CDKL1	-0.51625
SMEK2	0.8885
PRODH2	-3.6335
C11orf54	0.7325
SFRS11	-0.576166666666667
IL7	0.304166666666667
ALS2CR16	-0.18275
BTG3	-0.734333333333333
PAK2	0.241666666666667
RP11-679B17.1	0.84925
GATA4	-1.88266666666667
ATP2B1	-0.19075
LOC130940	2.498
C1orf172	2.20283333333333
ATF7IP2	0.67825
SLC25A43	0.682666666666667
CENTG3	-1.42858333333333
IGF2BP1	-4.2367
FCHSD1	0.1595
CAMK2N2	0.459666666666667
ELAVL3	-0.1917
NBPF15	-0.717
UBE2J2	0.341416666666667
GNL2	-0.80475
PRR3	0.1088
NLF2	0.3405
OR4F6	0.134
KLHL24	0.520833333333333
CCDC88A	-1.835
SGPP1	-1.625
C10orf11	-0.646833333333333
SLC35B4	-1.19066666666667
UGT3A2	-1.288
ARNT2	1.2148
CBR1	1.77475
ITPR3	-1.4245
TRAPPC6B	-0.2359
AMZ1	-1.027
ARP11	1.60225
WDSUB1	1.5315
APBA1	0.398333333333333
RAB2A	0.4553
C6orf162	-0.159875
HPSE2	0.208
PLCE1	-2.07325
INSL3	0.2755
DLG1	0.3561
PTPLA	-4.90425
PIGX	1.510875
TFIP11	1.05466666666667
FIBIN	1.9845
POLR2G	-0.55025
GRAP2	-1.03
DNAJB8	-0.19675
CNBP	0.773333333333333
WASF1	-3.65775
INPP5E	-0.2468
HSPB1	0.124125
TMEM167	-0.8937
CUBN	0.17025
IGF1	1.796625
ITPK1	0.7865
NAALAD2	-1.176375
G3BP1	-1.0301
NT5DC1	0.20025
CYP39A1	3.2015
TMEM139	-0.543333333333333
POLK	-0.1497
GLULD1	-1.29475
RBM15	-0.597
AMZ2	1.01375
GDF15	-0.296
MESDC2	-0.16475
INCA	0.783666666666667
ACY1L2	-0.3315
GZMM	-0.00566666666666666
PAIP1	0.971
CACNA2D1	-0.7565
STK32C	0.610833333333333
SH3BP4	0.567333333333333
DEC1	0.0995
PADI1	-0.046
UBB	0.6525
PON3	-3.67983333333333
PROP1	0.191
ANKRD13B	-0.9395
ADCK1	-0.388
TCF25	-0.3455
SLC38A5	-3.39325
CXorf26	-0.251666666666667
C19orf39	0.42075
PPP1R13B	0.95025
ARL2	-1.1815
TCL6	-0.0143333333333333
TOP3A	0.167
SLC16A14	0.85625
FXYD6	0.8265
HIST1H4E	-0.39875
BBC3	0.49278947368421
UNC5A	0.764333333333333
FAM86C	-0.2877
PI4KB	0.513125
B3GAT1	-3.41075
SUSD2	1.31916666666667
OAZ2	0.234833333333333
NOC4L	-0.48375
C10orf12	0.1575
FADS1	-1.53383333333333
LOC144097	-1.096
DKK2	1.30966666666667
KIAA1949	-0.26325
RHOT1	0.4103
OXT	0.497333333333333
GPR153	0.241
ARL4A	-2.662
SAAL1	-2.30325
CCDC64	-0.3505
USE1	-0.0693333333333333
HNMT	-0.178166666666667
PCGF3	0.05025
CYP2C19	0.06475
C20orf4	0.665
CCDC11	1.86075
ACSBG2	0.79925
RWDD2A	1.48
PALLD	1.508125
CPLX4	0.2255
LOC492311	0.85675
KPNA2	-1.032
MACROD1	-1.0189
TMCO3	-0.348833333333333
C15orf52	-0.320833333333333
BIRC5	-0.5856
PRR16	-0.3695
FAM63B	1.001625
