Hybridization REF	TCGA-AN-A0FV-01A-11R-A00Z-07
ZNF434	0.741833333333333
SMARCD1	-0.366833333333333
ZFP106	-0.3665
ZNF347	-0.4521
GTF2E1	0.07175
RY1	-0.068
ATAD2B	0.236625
ARHGAP17	0.3036
KCNIP3	-1.159
SFPQ	0.170875
GFRA4	0.5215
AKR1B10	-1.555
TIGD6	0.790666666666667
RGS16	1.509875
URB1	-0.342
OR4C46	0.246833333333333
TOP3B	-0.7185
NFATC4	1.208
CA14	-4.41075
BMPR1A	-0.0788333333333333
SNRP70	-0.750625
PRL	-0.2
C6orf130	-0.929
STAG2	0.0335
CD55	-0.63
RPS23	-0.674666666666667
SSX2	-1.17966666666667
FDPSL2A	0.12925
FBXO27	0.728
SYNGR3	1.995
TMSL3	2.39325
EML1	-0.059
NUP93	-0.65875
SMAD3	-1.939
KIAA1189	2.29983333333333
HNRPUL2	0.1765
TBC1D12	0.455833333333333
C16orf24	1.44225
MRVI1	2.56483333333333
ZNF581	-0.942833333333333
ELOVL3	-0.47
OR51Q1	0.47125
CACNB3	1.4115
GALNT13	-0.656125
C10orf84	0.3178125
NEDD4	0.411
SPO11	0.3825
OR5AU1	0.274
NEK4	0.584642857142857
PRKAR2A	0.000833333333333334
IHPK1	-0.794833333333333
ATP6V0B	0.303375
CACNA1E	1.1565
CEACAM8	1.01566666666667
PEX14	0.584
FLJ12993	0.4625
ZBTB38	0.308
PCTK2	0.115333333333333
LRRC16	0.8694
FBLIM1	0.847333333333333
FYCO1	2.074
RP5-1022P6.2	1.0935
CMTM1	0.541166666666667
PLTP	0.2445
RAPH1	0.991875
DOCK8	0.579375
EZH2	-1.95806666666667
SLC25A1	0.570166666666667
PLEKHB1	0.7878
GRB7	4.0476
ZFP37	-0.12275
MRPL33	0.1825
PELO	-0.63175
ARMC1	0.207
C9orf27	0.1745
FLJ25778	0.1685
C9orf37	-1.042
TMEM66	0.02325
SPRN	0.435125
HBEGF	-0.242625
PI4KA	-0.124
LEPRE1	-0.3705
POU2AF1	-5.173125
MRPL12	0.531166666666667
REP15	0.2105
ZC3H3	0.6625
RASAL1	-1.324
DDAH1	-0.140625
ACBD5	-0.13775
TMC2	0.459
CCDC137	0.2755
SAMD13	0.745333333333333
UGT2B15	-3.08633333333333
TIPARP	-0.02475
DNASE1L3	-0.84375
TRIM72	0.4645
DBX2	0.5345
IPO8	-0.55625
C21orf88	-0.615
MAP3K14	-0.8155
LOC51233	0.652666666666667
GGTLA4	3.692
PDE6D	0.18425
ZNF117	-0.74225
CLK2	-0.588375
NKRF	-0.69775
TNFSF15	-0.4721
DUSP2	-1.42025
SECISBP2	1.183
GABRR2	0.013
PPAP2C	1.613
LOC51145	0.2395
PAG1	-0.623875
PIK3C3	-0.0285
GNG10	-0.7385
APOL4	1.067
ANKRD28	-1.149
STMN3	-0.8774
RAB14	1.6322
CDK2AP2	-0.0715
HDDC3	0.1175
COMMD7	0.964375
CXXC1	-0.59725
HMCN1	0.048
CD40	-0.1955
DYNC1LI2	0.652375
GDI1	0.7285
LOC646938	-0.05575
VSNL1	-2.12
PIH1D1	-0.903
RAET1G	-1.2865
KRTAP5-9	0.74
EFTUD2	-0.82525
ZNF311	0.175166666666667
ATP6V1G3	-0.05575
OR2W3	-0.7745
SCN4A	0.34675
MED10	-1.449625
FAM135A	-1.4046
ARHGAP4	0.86675
EHMT2	-0.9315
UFD1L	-0.35825
ERMP1	-0.44125
MAG1	0.179666666666667
THAP8	0.411666666666667
HACE1	-0.904
FAM82C	-0.150666666666667
C3orf20	0.216
UNC84A	-0.533666666666667
SCD5	0.159857142857143
LASS6	1.987375
LSG1	0.844833333333333
MAL	-5.5745
GPR22	-0.279
WDR5B	2.064
ACTRT1	-0.251
C17orf60	-0.587666666666667
GRIN2C	0.7996
ARMC8	-0.365166666666667
SLC47A1	-2.54816666666667
DMPK	-0.14375
DHRS13	0.301166666666667
SMC1A	-0.4035
KRTAP17-1	0.2675
SMYD5	-0.359
TUSC2	0.678375
CRHR2	0.5415
KIR3DL2	0.8505
CCDC104	0.9735
ATP2C1	0.7015
CROT	-1.19625
PABPC3	-0.294833333333333
EGR1	-1.34283333333333
THSD1	0.28625
KHK	-1.6295
SLC12A2	3.0686875
CD58	-0.71925
STOX2	-2.33866666666667
CCDC76	-0.5031
CCDC48	5.499
DNAH1	0.0341666666666667
ZIC4	1.317875
OR1G1	0.523
PSMC6	-0.0715
PROKR1	0.271
ABCB1	-2.528875
TRAT1	-2.8675
LLGL1	0.327
MTF1	1.28275
USP54	0.139125
PAGE2B	-1.992
ITGB7	-3.64425
CCDC81	0.326
LOC149837	0.7885
SCUBE1	1.2715
ZSCAN10	0.9465
HUWE1	0.397571428571429
CDH17	0.2755
CD180	0.83325
IL17A	0.14725
TMPO	-1.242375
KIAA1524	-0.4025
HDGFRP3	-0.724666666666667
OXCT1	-0.602090909090909
RRAS2	-0.785333333333333
LTBP2	2.431625
SV2B	1.25883333333333
CYP2A6	0.1785
PKD1L2	-0.141
PPM1M	0.6365
FLJ22662	2.26616666666667
ZNF502	0.24275
GP6	-0.3975
CRYBA2	1.00075
LEF1	-2.636
CTPS	-2.79257142857143
EYA1	-3.15383333333333
EPS8L1	1.67275
MAPK14	-0.521833333333333
SERPINB2	-4.119
GTF2F2	-0.177666666666667
ZNHIT4	0.1485
PLA1A	-0.406375
C20orf114	2.30125
HPR	-3.877
C18orf2	-2.92716666666667
SATB2	-2.46
KCNJ9	-0.175857142857143
MGC157906	0.609
MOCS3	-0.05025
C17orf71	-0.0236666666666667
PPHLN1	0.2345
HIST1H2BN	-0.5255
RAPGEF1	-0.165375
MAP3K8	-0.4725
DLG4	-0.0771666666666666
STC1	2.06683333333333
CDGAP	1.40675
DDX26B	-0.90275
LOC150223	-1.25025
CPSF3	-0.256
TMEM14A	0.1845
MYH3	-1.5255
GPKOW	0.14325
SULT1A1	-0.393333333333333
SPON1	3.1687
YY1AP1	-0.365166666666667
RAB23	-0.2415
PLA2G4A	-4.86475
MAPRE3	0.46225
ZNF516	-1.68978571428571
GGPS1	0.86725
EXOC3L2	-0.306125
C19orf42	0.0253
MAP2K2	-0.248666666666667
HIST1H2BB	-0.13225
RNF19B	0.491166666666667
C6orf128	-0.180166666666667
TLR8	2.0145
PCDHA9	0.3095
CARS2	0.893625
CLUL1	0.616166666666667
RHAG	-3.9095
UNK	-0.4325
EXOC8	1.0745
C9orf95	1.5945
C14orf143	0.913
MAML3	-0.055
LDHA	-0.444
MRPL20	0.3275
KLHDC6	0.1835
ATP5S	0.111166666666667
C8orf55	0.1125
PHF19	-1.793125
KRTAP13-4	0.4475
TTC5	0.0365
XKR5	-0.90775
SILV	-4.197
TEX28	-0.1935
TCTN1	1.14725
CX40.1	0.328
PPP2R5C	0.61375
C12orf30	-1.393
CAPG	1.5045
MPZL1	0.6953
ARSB	-0.933333333333333
TDH	-1.4795
WASF4	1.0075
TSSK3	0.343
7A5	-0.7
CRISPLD1	-0.441875
MAD1L1	-0.603666666666667
SPIN4	0.203666666666667
AMPD1	-1.984
DPYSL5	-0.116
INPP1	-1.09983333333333
ANKRD11	0.0711666666666667
NPAS4	0.063375
GCET2	-0.5106
RNASE9	0.992
GUCY2D	0.391
CCDC98	-1.03825
FGF4	-0.252625
CPM	-1.20733333333333
SLC26A4	1.94666666666667
PLD5	-0.2405
FAM59A	0.9065
FBXO5	-1.971
SIPA1L1	0.16175
DPYS	0.1485
ATG4D	0.09075
TGM3	1.785
MTCH1	-0.161
HK1	0.538142857142857
CDC26	-0.393875
GALNT12	-1.117
LOC339229	0.603
MRPL35	-0.58075
ORC4L	0.293875
TNKS	-0.253285714285714
C2orf24	0.094
ZNF553	0.9165
GGTLA1	2.2304
ZNF497	0.0715
CDY1B	0.12175
SLC30A4	1.006375
TUB	-0.95275
ARHGEF18	-0.53
ARRB1	0.4005
KCNK1	2.628875
EREG	-3.1718
SCAMP5	0.323
RUNDC3B	0.187
ADAMTS20	-0.1805
IL17RB	-1.061625
FLJ20323	-1.09075
MCAM	0.71525
POLR3E	-1.506
AQR	0.277833333333333
IPMK	1.082
CDCA7	-3.6025
CAMP	5.4495
GRHL3	-0.51075
ADAMTSL2	1.21633333333333
CLMN	2.33966666666667
SSTR3	0.7025
MAGEA5	0.648333333333333
OVOL2	3.713
JMJD1B	-0.607
RBL2	0.3969
PYGO2	1.0635
PPP1R10	1.59433333333333
CSE1L	-1.33066666666667
LCA5	1.43125
RDH16	3.34825
ASRGL1	1.599375
TOM1	0.906666666666667
PTX3	-6.49675
TTC15	0.64125
SCGB3A1	1.11183333333333
MRPL50	-0.5365
RCAN3	0.5555
SLC26A11	0.67575
STYX	0.0631666666666666
CINP	0.52175
MARCH7	0.02725
PFKM	-0.430333333333333
SGMS1	1.95016666666667
RIOK3	-0.4543
C1orf110	0.2175
CES7	3.185125
LOC440248	-2.81875
PPP1R12C	-0.67625
C10orf27	0.775
ATG9A	-0.05975
MRPS26	0.711
TMEM40	1.90625
ELP3	-0.645
ZNF787	0.278
HIAT1	0.028125
C8orf34	0.326
MGC4655	0.0722
PELI1	0.2895
PPT1	-0.2741
SLC35C2	0.278166666666667
C6orf125	-0.0925
MUC4	-0.03
RFC4	-1.95257142857143
GNB2	0.2715
NUP50	-0.164642857142857
SULT4A1	-1.17616666666667
C7	0.226375
CCDC130	-0.637
ARRDC4	-0.3575
RQCD1	-0.674
GLYCTK	-1.103
AYTL2	-0.141090909090909
MTUS1	1.3398
LEMD3	0.2765
PLEKHF2	2.38
HOXA7	0.4535
GTF3C2	-1.355
DYNLRB2	3.35575
CNOT10	-0.28925
MR1	0.186
FFAR1	0.2365
PRIC285	0.35375
SLITRK6	-0.168
LIX1	-1.9473
UBE1L2	0.271083333333333
F8	0.85
ACHE	0.4345
KPNA5	-1.08925
TNFRSF12A	-1.17483333333333
EGR3	-1.913
SERPIND1	-3.31083333333333
OASL	2.18
IFRD1	-1.59275
WDFY1	0.1035
ZNF267	-0.260125
ACCN5	0.706
ZBTB6	0.6025
PPP1R3A	0.372
PRRT3	0.47
FBXL19	-0.3975
TXNIP	-0.480785714285714
ACTN2	2.86575
ATG9B	0.19575
C9orf117	1.143875
IL27	-0.4505
RPL36AL	0.0481666666666667
KLK15	0.187
CHAD	0.587
RAP2B	-0.4102
HEBP2	0.28875
ZNF342	0.965
CAMK2G	-0.400833333333333
TLR3	-0.01075
FGF14	-0.1575
HMGB2	-1.639
TRPM5	0.226333333333333
OR5M11	0.8525
KIF3B	0.972263157894737
PRICKLE2	1.4025
MTMR9	-0.344
C3orf27	0.2505
GLRA3	-1.637
NSDHL	0.047
TMEM32	0.46475
POLR2D	-1.08925
MYADML	0.547
C9orf114	-0.42175
MRGPRX1	0.5305
TOPORS	1.092
CLDN19	-0.19875
C1QL4	0.407
RNF165	-0.0565
DHRS9	-1.1335
DNAH2	0.722666666666667
FXR1	-0.761
ZMYM3	-0.854875
CASP3	1.12183333333333
FAM120C	0.4535
SCLY	-1.62375
CA7	0.193
ENTPD5	0.0521666666666667
ZNF461	-0.22025
PDIA5	0.451
C1orf19	0.288833333333333
TMEM67	-0.25375
KCTD20	-0.6475
WDR47	0.593
FLJ38723	0.1975
KLRF1	-0.7895
TAS2R16	1.0235
CLDN12	-0.52525
PRKCE	-0.60575
UBXD4	-0.555
ITGAM	2.4405
GLT8D3	0.032875
WDR31	0.8064
RGS2	1.23325
OR51L1	0.315
MST1R	1.62825
KIAA1737	0.855
OR4A5	-0.4295
GLIS1	-1.07116666666667
PTMA	0.701071428571429
NAPA	1.77825
PRDM11	0.2135
LIPF	0.891
DIRAS3	-0.60475
ASGR2	-4.07975
C1QTNF4	0.8365
PIK3R4	0.415666666666667
ARMC3	2.94475
NDUFV3	-0.529833333333333
BTBD3	-0.294333333333333
PPP1R2	0.62025
UBE2NL	-0.57025
FOSL2	0.412357142857143
FAM119A	-1.0945
TUBA4A	-0.9753
KRTAP12-1	0.08925
SFRS2	-0.537
RHPN1	0.4868
EEF2	-0.638333333333333
ZDHHC11	-0.5685
EPHA3	-1.1887
RBM12	-0.2265
H2AFJ	1.97416666666667
EDIL3	3.361
KIF26A	-2.0605
SERGEF	1.7275
B3GALT4	2.97725
LOC90925	1.44416666666667
OSCAR	0.337125
NPFF	-0.8305
DEDD	0.4545
TMEM155	-0.08075
PTPN1	0.315
SCYL2	0.618833333333333
SKAP1	1.15875
LEAP2	-2.08666666666667
GADD45G	1.5763
IFITM3	-0.023375
PILRB	-2.88116666666667
SLU7	-0.3870625
DSC3	0.8235
DNMT3L	-1.19625
PAPD5	1.235875
B3GNT3	-0.286666666666667
LHCGR	-0.118
MSL-1	2.779
UBE2S	-1.297375
SAP130	-0.5675
ANAPC11	1.04175
MAGED4B	-0.5265
ATP6V1B2	0.0408333333333333
C14orf179	1.626
CAPZA1	0.172
CDYL2	0.124833333333333
GLRX3	-0.992333333333333
LOC136288	-0.6485
MOBKL1A	-0.711
HTR2B	1.65225
CRYGD	0.1795
NUS1	-1.1945
PGRMC1	0.1435
MYOM2	-0.53925
FLJ39653	-2.97016666666667
CHM	0.3261
OR5M8	0.5775
ZNF619	-0.464
FAM105A	1.1525
CCNL1	-1.404
NAP1L3	0.23475
C10orf57	1.41383333333333
B3GALNT1	0.725666666666667
CSN1S2A	0.0745
TCP10L	1.26625
GDAP2	0.640875
DMKN	-2.2125
COX6B1	0.5055
DNASE2	0.548666666666667
MSH5	-2.4115
LGMN	0.857625
USP31	-0.1083
OR13C8	0.582
SDCBP	0.8197
NUDT11	-2.05833333333333
PYGL	-1.61916666666667
SNPH	2.31483333333333
B3GNT4	1.1055
MIZF	-1.4798
NUBPL	-0.47325
NOD1	-0.5645
CDH22	0.61025
NUBP1	0.339833333333333
DSCAM	-3.32875
DGKI	0.6595
FAM136A	-0.48425
AKAP1	0.111833333333333
SLC16A6	0.4405
RIN3	0.63225
PSG2	-0.081
DIP2B	-0.331
PSORS1C1	1.6099
KIAA0495	-1.107
FLJ90709	-0.873666666666667
LPA	-0.231333333333333
PIGA	0.365333333333333
LY75	0.111833333333333
UTS2	-6.524
RREB1	-0.1265
GALNACT-2	0.5077
MGC3196	0.05475
FLJ31568	1.12475
LPHN1	0.214875
SP1	0.401
TOX4	0.209666666666667
HSPA9	-0.039
APOBEC1	1.205
SLC35E4	-1.3215
LSM5	-0.5995
SURF1	1.27475
ZBTB1	0.382916666666667
GTF2F1	-0.318375
RPS15A	-0.252642857142857
DUSP21	-0.4505
GINS4	-3.1055
MYO15A	1.282
GIMAP7	2.676
MGC13379	0.4675
ATP6V1E2	0.1965
UTP3	-0.21225
HNRPA3	-0.3381875
MT4	0.023
C14orf155	0.61475
U1SNRNPBP	0.90225
CKLF	-0.552
PLEKHN1	-0.326333333333333
MBNL1	-0.59425
NUP160	-1.7005
ACSM2A	-0.9825
LOC129881	0.59425
KIAA1529	-0.2425
FLJ22639	-1.13275
HAND1	-1.188
GSX1	0.5635
FGA	-4.0345625
SERPINB1	0.43325
ZNF642	0.46225
IGFBP1	-7.7925
SLC1A1	0.625375
DHX57	-0.2615
ZNF766	1.0455
PTPN21	0.2206
GDPD3	-0.217166666666667
PNPLA5	0.041
TBR1	-0.0785
FAM116A	-0.2135
IQGAP1	0.738375
FOS	-0.920375
ZNF226	-0.826125
FIGNL1	-0.447666666666667
C14orf1	0.553333333333333
ZMYND17	-0.8255
PUS7	-1.67133333333333
TUBB6	-0.738875
KCNQ2	-0.39625
MARCH6	0.54175
CCDC33	0.442
PRODH	1.17075
RBM11	0.42575
EPHA6	1.055625
SLC43A1	-0.763
LOC196541	-0.212625
NTN1	1.32
ING4	-0.29125
PCDHB10	0.93325
DPH2	-0.8515
SPACA4	0.86875
FBXL21	-4.301
DIAPH1	-0.577833333333333
ZNF71	-0.2755
CEP76	-0.7595
CORO1A	-0.0545
RRM2	-1.66125
EDG4	0.957
OS9	0.496833333333333
SLC4A1AP	0.23425
COG5	-0.766
COPS8	0.036
NGLY1	-0.3235
NCBP2	-0.805375
C17orf42	-0.827833333333333
GPSM3	0.40175
SIL1	0.308333333333333
ASB6	-0.472
SMAD5OS	0.198833333333333
UNC93A	-2.8425
A1BG	0.727666666666667
C21orf62	0.72275
FMO5	2.39866666666667
ATRIP	-0.291
CEBPG	-0.144666666666667
C7orf38	-0.461166666666667
TNFRSF1B	0.194333333333333
CLEC1A	0.747333333333333
IQSEC1	0.38575
PATZ1	0.8438
RBM22	0.462
BAG2	-2.28766666666667
PAQR5	-2.93766666666667
C9orf127	2.0748
THNSL1	-0.75
SHROOM3	1.8417
JAM2	1.356
SNRPN	-2.5095
ALX4	0.0825
CACNA1S	-0.1365
FAM130A1	0.67525
CORIN	3.1785
CD300LB	0.862
PLEKHG6	1.603
LRRC40	-0.745
PCLKC	-0.75525
PCDHB16	-0.443166666666667
WNT2B	-0.151166666666667
ASNS	-1.29155555555556
MRPL49	0.02675
FLJ46111	0.06475
ISG20	0.666375
SMU1	0.094
CASZ1	0.7115
POLR1D	-0.1605
GIN1	-0.68025
SNAG1	0.371166666666667
ANKRD29	-2.3305
CDKN2AIP	0.24425
KRR1	0.225
CXCL1	-3.69783333333333
EPM2A	-0.4918
PC	-0.139333333333333
DEFB127	-0.2505
PDZRN4	1.58066666666667
FAH	0.1045
OR51E1	2.392
CDC2L6	-0.0273333333333333
DNTTIP1	-0.26875
PAX8	-0.29275
TMEM116	-0.16825
C1orf150	0.936
PRO2012	0.55775
MRPL40	0.029
BEX1	-3.6075
SLC2A4	-0.8795
PKMYT1	-0.861
FEZF2	-0.184333333333333
SLC26A9	-2.0655
MAP2	0.13175
LYL1	-1.435
SLC25A19	-0.725
NOS3	0.168
ZNF34	1.02166666666667
TMPRSS11F	0.88
FAM43A	0.4765
FCRL4	0.268
KLF14	0.2615
FLRT2	-1.11183333333333
WRN	-1.42625
SDF2	0.9326
KRT8P12	0.36325
C6orf195	0.2855
C9orf125	-1.51166666666667
DZIP3	2.093375
RIT1	-0.605416666666667
SCML1	-3.11633333333333
RHBDF2	-0.025125
OR2G3	0.5545
REXO1L1	-0.009
MAP3K7IP3	-0.10575
C3orf57	-4.455
FBXW11	-0.875333333333333
ETAA1	-0.4575
C14orf131	-0.3776
AKT1S1	0.12575
SLC12A5	-1.344875
C9orf164	0.73575
NRIP3	-0.212625
NOS1AP	-1.1785
TMEM121	1.573
SAP30BP	0.0625
DGCR6	1.04975
WDR76	-1.8815
FAM82B	-0.0705
LOC606495	-0.7345
MAP9	3.36183333333333
BCDIN3D	2.11825
CXorf36	2.8925
DSCR3	-0.457
ZFAND3	0.322875
C7orf43	0.432833333333333
SPSB3	0.777
C19orf19	0.92975
FAM133A	-2.087125
C12orf25	0.08775
SLC39A3	-0.080125
DISP2	-1.35125
PI4KAP2	-1.4855
MKRN3	-0.6695
ADAMTS13	-0.556375
CBLN3	0.3147
TTYH1	-0.114833333333333
C3orf18	0.774
FLJ13236	1.2155
ZMYND12	1.44125
C18orf25	-0.003875
GLB1L3	-0.7015
ATP13A5	2.4245
RANBP10	0.402
CD96	-2.4552
DENND1C	-1.04625
RBMS3	0.1392
SLC41A3	0.0361666666666667
DGCR6L	0.98875
TMEM128	-0.501833333333333
CSNK1G3	-0.184642857142857
MOBKL2C	0.874375
TSPAN6	-1.473875
MATN2	-2.5277
MSL2L1	0.492333333333333
ST6GALNAC2	1.97866666666667
FGFBP2	-0.521625
FGL1	-7.0715
MPP3	0.372666666666667
ARHGEF6	-0.529333333333333
TGFBR2	0.080375
ACMSD	-0.3945
IL33	-0.75425
C9orf5	0.100083333333333
DEAF1	0.00120000000000002
AMN	0.1505
DEFA6	0.2135
RNF212	-0.88775
METT5D1	0.00566666666666668
CIB1	0.3661
TSSK1B	-0.04525
KIAA1727	2.589
ZNF680	-0.528666666666667
LOC399900	-1.026
LOC152217	0.38375
CTNNAL1	-2.519
CIT	-1.42691666666667
TLE6	0.89475
ZNF607	-1.171
HERC4	-0.6705
DRAP1	-0.4933
PEMT	-0.3275
C10orf111	-0.9745
ZNF575	0.80575
KCTD7	0.1365
MYO1F	0.32
LOC285382	-0.3835
RAB11A	0.7592
PLCD3	-0.87975
C15orf28	0.05925
PTBP2	-1.287375
CTB-1048E9.5	-0.26025
C19orf60	-0.190833333333333
C7orf25	0.548666666666667
SETD7	1.768625
HOXB9	-4.1995
VANGL1	0.4523125
CHAF1B	-2.32775
NDUFA3	-0.217
KIAA1328	-0.935
SHARPIN	0.37775
TTC23	-0.38375
UGP2	0.207916666666667
ANKIB1	0.9648
CIRBP	0.260285714285714
SEC14L4	-3.23133333333333
OVCH1	0.0366666666666667
VPS52	-0.7235
FAT	0.156375
M6PRBP1	-0.60075
GPRIN3	0.2005
PPM1F	-0.871333333333333
TSR1	-1.03125
CCDC85A	1.017
PCSK5	1.24675
ZFHX3	0.132
HEMK1	-0.9286
PGBD2	0.3525
RSRC2	-0.4045
AURKC	-1.85616666666667
SCRIB	-0.26675
ORM2	-3.794
FAM115A	0.3883
FZD6	-0.1215
UNC119	0.3185
GPX3	-0.9923
NOV	-0.857625
CABC1	-1.21025
CDC42SE2	-0.8256875
EIF2S2	-0.4551
RNF130	0.69175
CKAP5	-0.295833333333333
RP11-413M3.2	1.083375
C10orf18	-0.2274
TMEM93	-0.4175
DYX1C1	0.133
KCNMB2	-2.587375
ANK3	1.91766666666667
KRT5	-0.3351
CDH12	-1.375375
QRSL1	-0.604125
JUB	-2.80275
SHC4	-1.422875
CCL15	0.7345
CCDC22	0.478
SNX24	-0.9065
RARS	-0.7715
MORC2	0.195875
FAM48A	0.06375
MT1H	0.624
PPP1R14C	-1.39866666666667
FOXD1	-2.27564285714286
C1orf213	-2.17375
AMT	-2.226
DSN1	-0.87525
PTPLAD2	3.51575
DIS3L	-0.44825
RASL11A	-0.11
GPRC5B	1.38725
FRMD7	1.477
STRN4	-0.17825
KITLG	2.40654545454545
HDGF	-0.1245
OR1S1	0.523
SETX	0.568
DDR2	0.19825
KCTD12	1.3
LYZL2	-0.696
WDR52	0.134
TMEM2	0.492625
ZNF579	0.6205
LOC200810	0.638
TNFSF9	-1.80175
PPFIA4	-2.13975
CNIH3	1.27316666666667
MAP4K4	-0.620357142857143
ROD1	0.461214285714286
ALS2CR12	-0.331166666666667
DOCK3	-1.40266666666667
PAQR9	-4.4125
ASB17	0.3045
STX16	-0.551
FEZ2	0.323833333333333
DLAT	-0.936833333333333
KIF21B	-0.747666666666667
CDC5L	-0.776
TMEM119	1.26916666666667
CRIP3	-1.884
TPSD1	0.196666666666667
TEPP	0.25075
GNGT2	0.84125
C21orf121	0.033
WNK1	-0.172583333333333
FLJ10490	1.5229
OR51B5	-2.1
LOC203547	-0.613625
HAS1	-0.394
PPA1	0.623
ST7	0.161125
C11orf46	0.2026
POPDC3	-3.84233333333333
ACOX2	2.18916666666667
ATCAY	-0.245166666666667
TM4SF19	-1.34425
MFSD9	-0.386333333333333
PDHB	0.42975
ERN1	-0.39575
LCE3C	0.237
GPR111	0.135
NOTCH3	2.21766666666667
ADAMTS5	1.963
B3GALT1	-0.46025
UGCGL1	-0.1205
FAM58A	0.7485
FBXO32	1.02975
CLPP	-0.43825
NXPH1	4.668
MTMR3	0.901166666666667
ATP1B3	-0.254375
TMEM16A	3.925625
HIST1H3F	0.314333333333333
TRIM25	-0.129666666666667
SDCBP2	1.989
CRKL	-1.282375
HOXB2	0.456
ANP32B	-0.244375
GATM	0.944
AP4E1	-0.20825
EDG5	0.063875
CDKN3	0.00900000000000001
CDH4	-1.56325
PGD	-0.355166666666667
RND1	1.082
GAD1	-3.3194
MPG	0.5955
LOC440350	-0.6115
ZNF133	-0.42875
SERPINB12	-0.2
AMELY	0.016
DHX36	-0.44575
TNFAIP8L2	2.12883333333333
PHTF2	-0.0951666666666667
CCDC112	-0.484
IQCC	-1.70075
HEYL	3.07866666666667
FTSJ2	-0.428
APPL1	0.95425
RAB43	0.714357142857143
OR10G2	0.2685
WAC	-0.194666666666667
ADCY9	0.252
RUNDC2B	0.947833333333333
PYCRL	0.9428
AGPAT7	-0.944666666666667
SLC22A9	-1.11283333333333
CDKAL1	-0.937
PDYN	-0.388833333333333
C20orf74	-0.40975
MTMR11	0.13225
VAV3	1.80925
DAPL1	-1.57225
STXBP3	0.003
EIF3G	-0.70575
ARHGAP22	-1.32325
NPFFR1	0.394
NPC1	-0.642333333333333
ALDH9A1	1.06766666666667
ZNF600	-0.284125
ZNF678	-0.624
RASSF1	0.327083333333333
ADD2	-2.937125
PITPNB	0.4345
PKD2L2	0.01825
LRP11	-0.12025
CDKL1	-0.6455
SMEK2	0.591
PRODH2	-3.11166666666667
C11orf54	-1.07683333333333
SFRS11	-1.28516666666667
IL7	-0.7415
ALS2CR16	1.423
BTG3	-2.02766666666667
PAK2	-0.495222222222222
RP11-679B17.1	-1.8555
GATA4	-1.53433333333333
ATP2B1	0.10825
LOC130940	-0.0765
C1orf172	2.65716666666667
ATF7IP2	-2.9365
SLC25A43	0.403833333333333
CENTG3	0.01875
IGF2BP1	-3.6642
FCHSD1	0.227
CAMK2N2	1.00716666666667
ELAVL3	-0.0739
NBPF15	-0.4355
UBE2J2	-0.22525
GNL2	-1.07025
PRR3	-0.1344
NLF2	0.89825
OR4F6	0.052
KLHL24	1.08983333333333
CCDC88A	-2.0559
SGPP1	0.1535
C10orf11	-0.6985
SLC35B4	-0.622166666666667
UGT3A2	1.1415
ARNT2	-0.3007
CBR1	-1.991875
ITPR3	-0.0626666666666667
TRAPPC6B	-0.4514
AMZ1	-0.933
ARP11	2.32625
WDSUB1	0.896
APBA1	0.518333333333333
RAB2A	0.8899
C6orf162	-0.205375
HPSE2	-0.044
PLCE1	-1.664
INSL3	0.416
DLG1	-0.3498
PTPLA	-3.76225
PIGX	0.310625
TFIP11	0.52
FIBIN	2.8305
POLR2G	-0.113
GRAP2	-2.3994
DNAJB8	0.06375
CNBP	0.135166666666667
WASF1	-0.042
INPP5E	-1.224
HSPB1	0.73725
TMEM167	-0.3084
CUBN	0.33225
IGF1	0.583375
ITPK1	0.3965
NAALAD2	-1.302625
G3BP1	-0.379
NT5DC1	0.312875
CYP39A1	-1.5615
TMEM139	-0.277916666666667
POLK	-0.7944
GLULD1	-1.32425
RBM15	-0.862666666666667
AMZ2	0.932
GDF15	-3.83883333333333
MESDC2	-0.811
INCA	-0.581333333333333
ACY1L2	-3.248
GZMM	-0.6025
PAIP1	0.396
CACNA2D1	-0.27825
STK32C	0.146333333333333
SH3BP4	1.4995
DEC1	-0.083
PADI1	0.1715
UBB	0.2682
PON3	2.42016666666667
PROP1	0.415
ANKRD13B	-1.1665
ADCK1	0.1445
TCF25	0.302916666666667
SLC38A5	-1.691
CXorf26	0.9825
C19orf39	0.883
PPP1R13B	1.43575
ARL2	-0.2645
TCL6	0.159416666666667
TOP3A	-0.558
SLC16A14	1.450125
FXYD6	1.67333333333333
HIST1H4E	-0.06575
BBC3	0.337052631578947
UNC5A	0.924333333333333
FAM86C	-0.8231
PI4KB	0.561
B3GAT1	-1.60775
SUSD2	3.65266666666667
OAZ2	-0.447833333333333
NOC4L	0.21125
C10orf12	-0.6505
FADS1	0.0821666666666667
LOC144097	0.22375
DKK2	0.921166666666667
KIAA1949	-0.185
RHOT1	-0.0996
OXT	1.21383333333333
GPR153	0.889
ARL4A	0.257666666666667
SAAL1	-1.188
CCDC64	0.029
USE1	-0.736666666666667
HNMT	-0.281
PCGF3	-0.3573125
CYP2C19	0.199
C20orf4	0.6875
CCDC11	1.955
ACSBG2	1.00025
RWDD2A	-0.05475
PALLD	2.2735
CPLX4	0.779
LOC492311	0.79225
KPNA2	-0.743166666666667
MACROD1	0.6755
TMCO3	0.612
C15orf52	0.753166666666667
BIRC5	-0.650466666666667
PRR16	-0.1815
