Hybridization REF	TCGA-B6-A0WW-01A-11R-A109-07
GTF2E1	-0.14525
RY1	-0.0641666666666667
ATAD2B	0.595875
ARHGAP17	-0.0694
KCNIP3	0.566
SFPQ	-0.1505
GFRA4	0.545333333333333
AKR1B10	-1.860125
TIGD6	0.996166666666667
RGS16	2.276
URB1	-0.781833333333333
OR4C46	-0.0535
TOP3B	-0.335
NFATC4	1.084
CA14	-3.422
BMPR1A	0.88
SNRP70	-0.649375
PRL	0.323166666666667
C6orf130	-1.0135
STAG2	-0.01875
CD55	-0.218285714285714
RPS23	0.4435
SSX2	-1.40833333333333
FDPSL2A	0.1295
FBXO27	-0.138625
SYNGR3	-1.64416666666667
TMSL3	1.0535
EML1	-0.621
NUP93	-0.899916666666667
SMAD3	-0.0196
KIAA1189	0.467
HNRPUL2	0.6875
TBC1D12	1.139
C16orf24	1.92175
MRVI1	1.35683333333333
ZNF581	-0.830666666666667
ELOVL3	-0.355
OR51Q1	0.64725
CACNB3	1.58933333333333
GALNT13	-0.796
C10orf84	0.48825
NEDD4	-0.3441
SPO11	0.1445
OR5AU1	-0.02
NEK4	-0.497428571428571
PRKAR2A	0.0723333333333333
IHPK1	-0.525333333333333
ATP6V0B	0.548
CACNA1E	1.3955
CEACAM8	0.818833333333333
PEX14	-0.7005
FLJ12993	2.241
ZBTB38	0.546916666666667
PCTK2	1.10233333333333
LRRC16	0.5465
FBLIM1	0.65025
FYCO1	1.082
RP5-1022P6.2	-0.932416666666667
CMTM1	0.479833333333333
PLTP	-0.637333333333333
RAPH1	1.2885
DOCK8	0.19775
EZH2	-1.6338
SLC25A1	0.897666666666667
PLEKHB1	1.2726
GRB7	0.6226
ZFP37	0.2995
MRPL33	-0.18475
PELO	-0.9995
ARMC1	0.584181818181818
C9orf27	0.472
FLJ25778	-0.256
C9orf37	-0.506166666666667
TMEM66	0.47725
SPRN	0.644625
HBEGF	-0.125375
PI4KA	0.3835
LEPRE1	-0.1475
POU2AF1	-4.002875
MRPL12	-0.2535
REP15	0.496
ZC3H3	1.4635
RASAL1	-1.87725
DDAH1	0.408875
ACBD5	0.858125
TMC2	0.0005
CCDC137	-1.1625
SAMD13	-0.942166666666667
UGT2B15	1.40733333333333
TIPARP	-1.239
DNASE1L3	-0.31125
TRIM72	0.518833333333333
DBX2	0.01875
IPO8	0.585
C21orf88	-0.214
MAP3K14	-0.154
LOC51233	0.776833333333333
GGTLA4	1.2245
PDE6D	0.47725
ZNF117	-0.60075
CLK2	-0.12325
NKRF	-0.61825
TNFSF15	0.592
DUSP2	-0.89025
SECISBP2	0.589
GABRR2	0.1595
PPAP2C	2.1135
LOC51145	0.398833333333333
PAG1	-0.311
PIK3C3	-0.75375
GNG10	-0.183
APOL4	0.531666666666667
ANKRD28	-1.51525
STMN3	-1.9155
RAB14	1.1121
CDK2AP2	1.136
HDDC3	-0.512
COMMD7	1.111625
CXXC1	-1.27525
HMCN1	-0.017
CD40	0.39125
DYNC1LI2	-0.15175
GDI1	0.7475
LOC646938	-0.0585
VSNL1	-2.79166666666667
PIH1D1	0.236166666666667
RAET1G	-1.096
KRTAP5-9	-0.376
EFTUD2	-0.3275
ZNF311	0.283333333333333
ATP6V1G3	-0.4115
OR2W3	-0.639
SCN4A	-0.12775
MED10	-1.45825
FAM135A	-1.8907
ARHGAP4	-1.69525
EHMT2	-0.641625
UFD1L	0.63325
ERMP1	0.721
MAG1	-2.599
THAP8	1.11716666666667
HACE1	-0.402
FAM82C	1.196
C3orf20	0.379
UNC84A	-0.4715
SCD5	-0.0686428571428571
LASS6	3.164125
LSG1	0.453416666666667
MAL	-5.91875
GPR22	-0.007
WDR5B	1.21425
ACTRT1	-0.5525
C17orf60	-0.124
GRIN2C	0.2263
ARMC8	-0.368416666666667
SLC47A1	-3.13483333333333
DMPK	0.28
DHRS13	-0.324166666666667
SMC1A	-0.705666666666667
KRTAP17-1	-0.261
SMYD5	-0.281
TUSC2	0.1805
CRHR2	0.489
KIR3DL2	0.7765
CCDC104	0.27475
ATP2C1	0.687375
CROT	0.784
PABPC3	0.6195
EGR1	-0.7925
THSD1	0.052
KHK	-0.52625
SLC12A2	2.0313125
CD58	-1.66675
STOX2	-1.66666666666667
CCDC76	-1.7407
CCDC48	4.18075
DNAH1	-0.319833333333333
ZIC4	1.26425
OR1G1	-0.321
PSMC6	-0.438333333333333
PROKR1	0.2925
ABCB1	-1.179
TRAT1	-1.99675
LLGL1	0.1215
MTF1	0.49625
USP54	1.38875
PAGE2B	-1.64
ITGB7	-3.9465
CCDC81	-0.22
LOC149837	0.434
SCUBE1	0.026
ZSCAN10	0.782
HUWE1	0.332857142857143
CDH17	0.621
CD180	0.5805
IL17A	0.0705
TMPO	-1.506
KIAA1524	-1.30833333333333
HDGFRP3	0.286833333333333
OXCT1	-1.72245454545455
RRAS2	-3.3975
LTBP2	2.0480625
SV2B	-0.979666666666667
CYP2A6	1.3875
PKD1L2	-0.762
PPM1M	0.14125
FLJ22662	2.75716666666667
ZNF502	-0.12675
GP6	-0.3805
CRYBA2	-0.15025
LEF1	-0.9361
CTPS	-2.548
EYA1	-2.624
EPS8L1	0.95175
MAPK14	0.165166666666667
SERPINB2	-5.182875
GTF2F2	-1.2
ZNHIT4	-0.2445
PLA1A	1.1975
C20orf114	0.78625
HPR	-4.0275
C18orf2	-2.198
SATB2	-1.7965
KCNJ9	-0.019875
MGC157906	1.071
MOCS3	0.2805
C17orf71	0.160166666666667
PPHLN1	-0.2873
HIST1H2BN	-0.407875
RAPGEF1	-0.796375
MAP3K8	0.68525
DLG4	0.00716666666666665
STC1	-0.0503333333333333
CDGAP	0.99825
DDX26B	-2.24275
LOC150223	-0.061
CPSF3	-0.676166666666667
TMEM14A	0.3005
MYH3	-2.67425
GPKOW	0.222
SULT1A1	-0.773
SPON1	2.5586
YY1AP1	0.961333333333333
RAB23	0.31475
PLA2G4A	-4.46775
MAPRE3	0.474
ZNF516	0.0748571428571428
GGPS1	1.4865
EXOC3L2	0.164375
C19orf42	1.1763
MAP2K2	-0.0316666666666667
HIST1H2BB	0.21775
RNF19B	0.5885
C6orf128	0.4475
TLR8	1.61225
PCDHA9	1.3725
CARS2	0.048375
CLUL1	3.0545
RHAG	-3.9445
UNK	-0.1
EXOC8	1.6371
C9orf95	1.11925
C14orf143	0.0753333333333333
MAML3	-0.07225
LDHA	-2.47375
MRPL20	0.022875
KLHDC6	0.219166666666667
ATP5S	-0.260666666666667
C8orf55	1.2915
PHF19	-2.5215
KRTAP13-4	0.4315
TTC5	0.2855
XKR5	-0.32075
SILV	-4.777
TEX28	0.5165
TCTN1	1.35925
CX40.1	0.4145
PPP2R5C	-0.729
C12orf30	-0.9565
CAPG	2.51025
MPZL1	1.59945
ARSB	-0.934333333333333
TDH	-1.865
WASF4	0.39275
TSSK3	-0.533
7A5	-0.43
CRISPLD1	2.391125
MAD1L1	-0.217333333333333
SPIN4	-1.33316666666667
AMPD1	-1.14775
DPYSL5	0.0915
INPP1	-1.171
ANKRD11	-1.55866666666667
NPAS4	0.010125
GCET2	-0.0849
RNASE9	-0.0975
GUCY2D	0.615666666666667
CCDC98	-0.3515
FGF4	-0.230125
CPM	-1.324
SLC26A4	-1.13333333333333
PLD5	0.3955
FAM59A	-0.067
FBXO5	-2.36366666666667
SIPA1L1	0.877625
DPYS	-0.20675
ATG4D	0.21025
TGM3	0.6555
MTCH1	0.347375
HK1	0.266714285714286
CDC26	-0.255375
GALNT12	-4.13183333333333
LOC339229	0.16025
MRPL35	-0.331625
ORC4L	0.6735
TNKS	-0.127285714285714
C2orf24	0.0588333333333333
ZNF553	0.283833333333333
GGTLA1	2.3067
ZNF497	0.07325
CDY1B	0.1875
SLC30A4	0.4175
TUB	-1.108875
ARHGEF18	-0.13825
ARRB1	-0.12
KCNK1	3.57525
EREG	-2.5809
SCAMP5	-0.2445
RUNDC3B	0.90425
ADAMTS20	-0.06525
IL17RB	-1.01075
FLJ20323	-0.015
MCAM	0.511375
POLR3E	-1.30275
AQR	0.237833333333333
IPMK	0.2965
CDCA7	-4.965625
CAMP	0.7
GRHL3	1.099
ADAMTSL2	1.50983333333333
CLMN	2.63616666666667
SSTR3	0.6705
MAGEA5	-2.7475
OVOL2	4.2065
JMJD1B	0.747
RBL2	-0.0974
PYGO2	1.473
PPP1R10	0.2255
CSE1L	-0.7395
LCA5	0.889
RDH16	0.622
ASRGL1	-3.25175
TOM1	0.803166666666667
PTX3	-6.7775
TTC15	1.034
SCGB3A1	0.804333333333333
MRPL50	-0.88825
RCAN3	-0.09875
SLC26A11	0.88675
STYX	0.329166666666667
CINP	0.257
MARCH7	-0.0615
PFKM	-0.717166666666667
SGMS1	0.819166666666667
RIOK3	-0.4636
C1orf110	0.577
CES7	0.289375
LOC440248	-1.9625
PPP1R12C	-0.334
C10orf27	0.62
ATG9A	-0.35575
MRPS26	1.047875
TMEM40	0.4785
ELP3	-0.7453
ZNF787	0.4697
HIAT1	-0.32675
C8orf34	0.331666666666667
MGC4655	-0.129
PELI1	0.2395
PPT1	0.7613
SLC35C2	0.0945
C6orf125	-0.04725
MUC4	-1.45616666666667
RFC4	-2.50342857142857
GNB2	0.205
NUP50	-0.519714285714286
SULT4A1	-1.39766666666667
C7	0.612625
CCDC130	-0.0618333333333333
ARRDC4	-0.9985
RQCD1	-0.7735
GLYCTK	-1.3425
AYTL2	-0.546818181818182
MTUS1	0.9755
LEMD3	0.499
PLEKHF2	2.30225
HOXA7	-0.376125
GTF3C2	-0.9275
DYNLRB2	2.30875
CNOT10	-0.816
MR1	1.4765
FFAR1	0.16325
PRIC285	0.2805
SLITRK6	5.07625
LIX1	-1.4686
UBE1L2	-0.314083333333333
F8	0.946625
ACHE	0.386333333333333
KPNA5	-0.587
TNFRSF12A	-1.47316666666667
EGR3	-2.1855
SERPIND1	-3.53466666666667
OASL	3.05775
IFRD1	-2.029375
WDFY1	0.817833333333333
ZNF267	-0.505625
ACCN5	-0.073
ZBTB6	-0.017
PPP1R3A	0.2255
PRRT3	1.658
FBXL19	-0.5425
TXNIP	-0.604928571428571
ACTN2	-0.9885
ATG9B	-0.390625
C9orf117	1.0995
IL27	-1.365
RPL36AL	-0.0895
KLK15	0.28125
CHAD	1.2955
RAP2B	-0.5099
HEBP2	1.4685
ZNF342	-0.606
CAMK2G	-0.280666666666667
TLR3	0.91175
FGF14	-0.3965
HMGB2	-1.54425
TRPM5	-0.112833333333333
OR5M11	0.0285
KIF3B	1.26442105263158
PRICKLE2	0.46825
MTMR9	-0.346375
C3orf27	0.30675
GLRA3	-0.9475
NSDHL	-0.320833333333333
TMEM32	-0.3725
POLR2D	-0.62675
MYADML	0.428
C9orf114	-0.392
MRGPRX1	-0.1595
TOPORS	0.02125
CLDN19	-0.4475
C1QL4	0.1095
RNF165	-1.068
DHRS9	-0.35175
DNAH2	0.743333333333333
FXR1	-0.494833333333333
ZMYM3	-1.22325
CASP3	0.189
FAM120C	-0.406625
SCLY	-1.08975
CA7	-0.116
ENTPD5	0.0271666666666667
ZNF461	0.236625
PDIA5	-1.01475
C1orf19	0.448333333333333
TMEM67	1.20025
KCTD20	-0.32025
WDR47	0.2725
FLJ38723	0.4415
KLRF1	0.847833333333333
TAS2R16	-0.2195
CLDN12	-0.1055
PRKCE	0.25825
UBXD4	-0.306
ITGAM	1.86983333333333
GLT8D3	-0.269125
WDR31	0.5234
RGS2	-0.67075
OR51L1	0.547
MST1R	-0.115
KIAA1737	0.518
OR4A5	-0.3815
GLIS1	-0.507
PTMA	0.436785714285714
NAPA	1.57625
PRDM11	0.06575
LIPF	-0.0465
DIRAS3	0.26025
ASGR2	-4.3755
C1QTNF4	0.6875
PIK3R4	0.807833333333334
ARMC3	0.53175
NDUFV3	0.135583333333333
BTBD3	0.0675
PPP1R2	0.470166666666667
UBE2NL	-0.07025
FOSL2	0.332214285714286
FAM119A	-0.728666666666667
TUBA4A	-1.0505
KRTAP12-1	0.1335
SFRS2	-0.86975
RHPN1	0.7551
EEF2	-0.957166666666667
ZDHHC11	-0.771
EPHA3	-1.2267
RBM12	-0.55975
H2AFJ	1.43125
EDIL3	3.0025
KIF26A	-1.69225
SERGEF	0.00475
B3GALT4	2.981
LOC90925	0.770333333333333
OSCAR	0.065875
NPFF	-0.900625
DEDD	0.9315
TMEM155	-0.63
PTPN1	0.1715
SCYL2	0.381166666666667
SKAP1	2.22625
LEAP2	-3.04
GADD45G	2.5572
IFITM3	1.305125
PILRB	-2.11933333333333
SLU7	0.046375
DSC3	-0.1185
DNMT3L	-0.84525
PAPD5	0.136625
B3GNT3	-2.25433333333333
LHCGR	0.0425
MSL-1	0.645
UBE2S	-0.962125
SAP130	-0.223
ANAPC11	0.85425
MAGED4B	-2.0515
ATP6V1B2	-0.554
C14orf179	1.316625
CAPZA1	-0.759
CDYL2	0.0186666666666667
GLRX3	-1.1235
LOC136288	-0.4475
MOBKL1A	-0.42825
HTR2B	2.545
CRYGD	0.102666666666667
NUS1	-0.8275
PGRMC1	0.0305
MYOM2	-0.137
FLJ39653	-0.210666666666667
CHM	0.4302
OR5M8	0.311
ZNF619	-0.292
FAM105A	-0.0815
CCNL1	-1.5685
NAP1L3	-0.1185
C10orf57	2.65016666666667
B3GALNT1	1.531
CSN1S2A	-0.283
TCP10L	0.607
GDAP2	0.040125
DMKN	0.211333333333333
COX6B1	0.672
DNASE2	1.06833333333333
MSH5	-2.54125
LGMN	-0.11675
USP31	-0.019
OR13C8	0.7605
SDCBP	-0.6561
NUDT11	-2.6425
PYGL	-0.113166666666667
SNPH	-0.379666666666667
B3GNT4	-0.8495
MIZF	-1.18
NUBPL	-0.095875
NOD1	-0.429333333333333
CDH22	0.49775
NUBP1	0.269333333333333
DSCAM	-4.047
DGKI	0.389
FAM136A	-1.00575
AKAP1	1.7025
SLC16A6	-0.9745
RIN3	0.079
PSG2	-0.38075
DIP2B	0.306583333333333
PSORS1C1	0.266
KIAA0495	-0.457
FLJ90709	-0.243666666666667
LPA	-0.240833333333333
PIGA	-0.657166666666667
LY75	0.8705
UTS2	-6.51166666666667
RREB1	-0.151625
GALNACT-2	0.3431
MGC3196	0.3855
FLJ31568	0.117
LPHN1	0.00125
SP1	1.1245
TOX4	0.7535
HSPA9	0.5834
APOBEC1	0.7045
SLC35E4	-0.57975
LSM5	-1.075
SURF1	1.274
ZBTB1	-0.580833333333333
GTF2F1	-0.01175
RPS15A	-0.434214285714286
DUSP21	0.0691666666666667
GINS4	-1.99933333333333
MYO15A	0.193
GIMAP7	2.29225
MGC13379	1.298
ATP6V1E2	0.402166666666667
UTP3	-0.10975
HNRPA3	-1.0756875
MT4	-0.3515
C14orf155	0.08525
U1SNRNPBP	0.6415
CKLF	-1.21616666666667
PLEKHN1	-1.2705
MBNL1	-0.757416666666667
NUP160	-2.02625
ACSM2A	-1.357
LOC129881	0.70525
KIAA1529	-0.38225
FLJ22639	-2.5845
HAND1	-1.1335
GSX1	0.2865
FGA	-3.7340625
SERPINB1	-0.079
ZNF642	0.175
IGFBP1	-8.54025
SLC1A1	0.000875000000000029
DHX57	0.063625
ZNF766	0.505
PTPN21	-0.4504
GDPD3	3.21866666666667
PNPLA5	0.113
TBR1	0.523166666666667
FAM116A	-0.44475
IQGAP1	0.482
FOS	-0.160125
ZNF226	-0.4635
FIGNL1	-0.740833333333333
C14orf1	0.180333333333333
ZMYND17	-0.6755
PUS7	-1.399
TUBB6	-1.391625
KCNQ2	-1.49225
MARCH6	0.286833333333333
CCDC33	0.522
PRODH	-0.83375
RBM11	-0.75725
EPHA6	-0.153142857142857
SLC43A1	-0.962
LOC196541	0.39925
NTN1	0.662583333333333
ING4	1.09875
PCDHB10	2.34
DPH2	-1.56883333333333
SPACA4	0.198
FBXL21	-4.199
DIAPH1	-0.500833333333333
ZNF71	0.0346666666666667
CEP76	-1.395
CORO1A	-1.37275
RRM2	-2.682
EDG4	0.62125
OS9	0.321666666666667
SLC4A1AP	0.29525
COG5	-0.02375
COPS8	-0.0055
NGLY1	-1.6785
NCBP2	-0.010875
C17orf42	-0.668666666666667
GPSM3	0.35575
SIL1	1.51916666666667
ASB6	-0.029
SMAD5OS	-0.445666666666667
UNC93A	-2.71325
A1BG	0.4105
C21orf62	0.20475
FMO5	-0.144583333333333
ATRIP	0.369
CEBPG	0.3165
C7orf38	0.535166666666667
TNFRSF1B	0.397
CLEC1A	1.2835
IQSEC1	-0.124375
PATZ1	0.9577
RBM22	1.0705
BAG2	-2.17016666666667
PAQR5	0.385
C9orf127	1.4646
THNSL1	-0.32675
SHROOM3	1.8691
JAM2	0.594
SNRPN	-0.895
ALX4	-0.3145
CACNA1S	-0.1695
FAM130A1	1.09175
CORIN	3.076
CD300LB	1.0675
PLEKHG6	1.269
LRRC40	-2.0145
PCLKC	-1.16825
PCDHB16	1.70066666666667
WNT2B	0.1715
ASNS	-2.56466666666667
MRPL49	0.525375
FLJ46111	0.558
ISG20	-0.8505
SMU1	-0.0905
CASZ1	0.0675
POLR1D	-0.687833333333333
GIN1	-0.3305
SNAG1	0.4825
ANKRD29	-2.399
CDKN2AIP	-0.22575
KRR1	0.044
CXCL1	-5.19966666666667
EPM2A	-0.3904
PC	0.816666666666667
DEFB127	-0.037
PDZRN4	1.21766666666667
FAH	0.55825
OR51E1	2.697
CDC2L6	1.06616666666667
DNTTIP1	-0.5335
PAX8	0.97525
TMEM116	1.76275
C1orf150	0.3895
PRO2012	0.39325
MRPL40	0.8355
BEX1	-3.8326
SLC2A4	-0.766666666666667
PKMYT1	-1.4375
FEZF2	-0.359
SLC26A9	-1.19925
MAP2	0.326833333333333
LYL1	-1.1355
SLC25A19	-0.949833333333333
NOS3	0.282
ZNF34	1.64883333333333
TMPRSS11F	-0.25575
FAM43A	-0.106
FCRL4	0.155666666666667
KLF14	0.0145
FLRT2	-1.1765
WRN	-1.73525
SDF2	1.5811
KRT8P12	0.56825
C6orf195	0.1005
C9orf125	-1.73316666666667
DZIP3	0.32525
RIT1	1.11466666666667
SCML1	-3.52083333333333
RHBDF2	-0.124
OR2G3	0.8005
REXO1L1	-0.2905
MAP3K7IP3	-0.30575
C3orf57	-6.0685
FBXW11	-0.724
ETAA1	-0.974
C14orf131	-0.2017
AKT1S1	-0.45
SLC12A5	-0.827625
C9orf164	2.07425
NRIP3	0.53275
NOS1AP	0.92025
TMEM121	1.48625
SAP30BP	0.0845
DGCR6	2.634
WDR76	-0.474
FAM82B	0.3395
LOC606495	-0.269
MAP9	2.39258333333333
BCDIN3D	0.764
CXorf36	2.3335
DSCR3	-0.2528
ZFAND3	0.943875
C7orf43	0.179
SPSB3	0.3536
C19orf19	0.178
FAM133A	-1.728625
C12orf25	0.45325
SLC39A3	0.436875
DISP2	-0.51875
PI4KAP2	-1.0735
MKRN3	-2.23033333333333
ADAMTS13	-0.473375
CBLN3	0.7965
TTYH1	-1.19633333333333
C3orf18	0.6775
FLJ13236	-0.8855
ZMYND12	2.66375
C18orf25	0.247625
GLB1L3	-1.2235
ATP13A5	-0.3475
RANBP10	-0.7265
CD96	-1.7465
DENND1C	-1.1975
RBMS3	0.2899
SLC41A3	0.8195
DGCR6L	2.56225
TMEM128	0.734333333333333
CSNK1G3	0.0451428571428572
MOBKL2C	0.431125
TSPAN6	-0.7035
MATN2	-2.4913
MSL2L1	0.1115
ST6GALNAC2	0.694333333333333
FGFBP2	-0.929625
FGL1	-5.638
MPP3	-0.5735
ARHGEF6	0.945
TGFBR2	0.014625
ACMSD	-0.3755
IL33	1.699
C9orf5	0.278666666666667
DEAF1	-0.6605
AMN	0.3665
DEFA6	0.167125
RNF212	-1.368
METT5D1	0.0333333333333333
CIB1	0.2697
TSSK1B	0.3575
KIAA1727	2.46775
ZNF680	-0.391333333333333
LOC399900	-1.123
LOC152217	0.02875
CTNNAL1	-2.791
CIT	-2.35716666666667
TLE6	0.81725
ZNF607	-0.46675
HERC4	-0.611333333333333
DRAP1	-0.1693
PEMT	-0.2695
C10orf111	-0.4795
ZNF575	1.265625
KCTD7	-0.18425
MYO1F	0.158875
LOC285382	-0.19525
RAB11A	0.7377
PLCD3	-0.94075
C15orf28	0.23875
PTBP2	-1.68175
CTB-1048E9.5	0.653625
C19orf60	0.1725
C7orf25	1.022
SETD7	1.17625
HOXB9	-3.595
VANGL1	-0.2188125
CHAF1B	-1.9755
NDUFA3	0.923
KIAA1328	-0.558166666666667
SHARPIN	1.0105
TTC23	-0.007875
UGP2	0.229916666666667
ANKIB1	0.722
CIRBP	0.582571428571429
SEC14L4	-3.3675
OVCH1	-0.223666666666667
VPS52	0.301
FAT	-1.25
M6PRBP1	-0.16325
GPRIN3	1.0455
PPM1F	-0.829833333333333
TSR1	-0.01675
CCDC85A	0.8235
PCSK5	1.582
ZFHX3	0.9765
HEMK1	-1.0188
PGBD2	0.9735
RSRC2	-0.152
AURKC	-1.46816666666667
SCRIB	1.405375
ORM2	-4.64266666666667
FAM115A	0.4998
FZD6	-0.277375
UNC119	0.4525
GPX3	-1.2763
NOV	-0.90025
CABC1	0.3575
CDC42SE2	-0.4544375
EIF2S2	-0.5402
RNF130	0.599125
CKAP5	-0.755833333333333
RP11-413M3.2	0.480375
C10orf18	-0.0735
TMEM93	0.594
DYX1C1	1.08575
KCNMB2	-1.438875
ANK3	1.72333333333333
KRT5	-2.0947
CDH12	-1.19225
QRSL1	0.55275
JUB	-0.837
SHC4	-1.76225
CCL15	0.526666666666667
CCDC22	0.25225
SNX24	0.65175
RARS	-0.76975
MORC2	0.39525
FAM48A	-0.39425
MT1H	-0.9075
PPP1R14C	-2.69666666666667
FOXD1	-2.13642857142857
C1orf213	-2.97225
AMT	-0.3961
DSN1	-1.323
PTPLAD2	2.109
DIS3L	0.47025
RASL11A	0.57275
GPRC5B	0.31725
FRMD7	1.535
STRN4	0.27425
KITLG	2.23409090909091
HDGF	0.32875
OR1S1	-0.054
SETX	0.3877
DDR2	0.0895
KCTD12	1.081
LYZL2	0.25225
WDR52	0.0195
TMEM2	2.41825
ZNF579	0.548
LOC200810	1.4935
TNFSF9	-2.164125
PPFIA4	-3.89925
CNIH3	0.3175
MAP4K4	-0.775285714285714
ROD1	0.612071428571428
ALS2CR12	2.03133333333333
DOCK3	-1.75
PAQR9	-3.42575
ASB17	0.285833333333333
STX16	-1.374625
FEZ2	-0.121666666666667
DLAT	-1.00983333333333
KIF21B	-1.214
CDC5L	-0.273
TMEM119	1.9435
CRIP3	-1.32625
TPSD1	0.2885
TEPP	0.42275
GNGT2	1.242
C21orf121	0.1365
WNK1	0.0983333333333333
FLJ10490	1.2129
OR51B5	-2.387
LOC203547	-0.843125
HAS1	-1.084
PPA1	-0.718
ST7	0.61875
C11orf46	-0.1977
POPDC3	-3.98583333333333
ACOX2	-1.42416666666667
ATCAY	-0.300666666666667
TM4SF19	-1.646
MFSD9	0.292
PDHB	-0.7545
ERN1	-0.1565
LCE3C	0.321
GPR111	0.013
NOTCH3	1.87
ADAMTS5	0.83775
B3GALT1	-0.47775
UGCGL1	0.5595
FAM58A	0.2905
FBXO32	2.0275
CLPP	0.33525
NXPH1	0.347
MTMR3	0.284
ATP1B3	-1.114125
TMEM16A	4.441375
HIST1H3F	0.283833333333333
TRIM25	0.198333333333333
SDCBP2	0.4295
CRKL	-0.276
HOXB2	2.70466666666667
ANP32B	-0.618125
GATM	3.1955
AP4E1	0.092875
EDG5	0.397125
CDKN3	-1.74966666666667
CDH4	-1.92375
PGD	-1.053
RND1	1.0005
GAD1	-3.1384
MPG	0.131125
LOC440350	-1.2915
ZNF133	-0.45325
SERPINB12	-0.6245
AMELY	-0.087
DHX36	-0.97825
TNFAIP8L2	2.49616666666667
PHTF2	-0.146222222222222
CCDC112	-1.084
IQCC	-0.85975
HEYL	2.981
FTSJ2	-0.269
APPL1	-0.167125
RAB43	-0.258142857142857
OR10G2	0.283
WAC	0.386666666666667
ADCY9	0.767125
RUNDC2B	0.1045
PYCRL	1.5558
AGPAT7	-1.3095
SLC22A9	-0.820666666666666
CDKAL1	0.2475
PDYN	-0.230833333333333
C20orf74	-0.09175
MTMR11	0.4955
VAV3	3.35091666666667
DAPL1	-1.11625
STXBP3	-0.784
EIF3G	0.039
ARHGAP22	-1.59775
NPFFR1	0.326
NPC1	-1.15733333333333
ALDH9A1	1.96566666666667
ZNF600	0.4695
ZNF678	0.00150000000000002
RASSF1	-0.8965
ADD2	-3.273375
PITPNB	-2.252875
PKD2L2	-0.0145
LRP11	0.78175
CDKL1	-0.08675
SMEK2	1.03025
PRODH2	-3.31616666666667
C11orf54	-1.33433333333333
SFRS11	-0.778166666666667
IL7	-0.597166666666667
ALS2CR16	0.97375
BTG3	-1.85366666666667
PAK2	0.476277777777778
RP11-679B17.1	-0.957
GATA4	-1.782
ATP2B1	-0.184
LOC130940	1.259
C1orf172	2.1305
ATF7IP2	-1.7925
SLC25A43	0.598666666666667
CENTG3	-0.350833333333333
IGF2BP1	-4.0956
FCHSD1	-0.208
CAMK2N2	1.2495
ELAVL3	0.165
NBPF15	-0.417
UBE2J2	-0.363166666666667
GNL2	-1.51425
PRR3	-0.5737
NLF2	0.776
OR4F6	0.2275
KLHL24	0.921333333333333
CCDC88A	-2.8784
SGPP1	-2.3455
C10orf11	1.29683333333333
SLC35B4	-1.1405
UGT3A2	-0.995
ARNT2	0.4594
CBR1	-0.36425
ITPR3	-1.42783333333333
TRAPPC6B	-0.4241
AMZ1	0.399
ARP11	0.552
WDSUB1	1.2345
APBA1	0.731166666666667
RAB2A	0.6214
C6orf162	-0.450125
HPSE2	0.18925
PLCE1	-0.96525
INSL3	0.114
DLG1	0.3736
PTPLA	-3.99525
PIGX	0.979875
TFIP11	0.786
FIBIN	2.4405
POLR2G	-0.19425
GRAP2	-1.8914
DNAJB8	0.40325
CNBP	0.395666666666667
WASF1	-3.03925
INPP5E	-0.7768
HSPB1	2.4995
TMEM167	-0.4563
CUBN	0.43125
IGF1	0.44875
ITPK1	0.356
NAALAD2	-1.385125
G3BP1	-0.4854
NT5DC1	0.320125
CYP39A1	-0.862
TMEM139	0.783166666666667
POLK	0.3626
GLULD1	-0.9315
RBM15	-0.962666666666667
AMZ2	0.19
GDF15	0.316333333333333
MESDC2	-0.03075
INCA	0.123166666666667
ACY1L2	-3.3625
GZMM	-1.30866666666667
PAIP1	0.037
CACNA2D1	0.00425
STK32C	-0.7865
SH3BP4	1.23883333333333
DEC1	0.4545
PADI1	0.52
UBB	1.2922
PON3	1.40666666666667
PROP1	0.954
ANKRD13B	-0.692
ADCK1	-0.19075
TCF25	-0.17575
SLC38A5	-2.759
CXorf26	0.171666666666667
C19orf39	0.6405
PPP1R13B	0.4565
ARL2	-0.0325
TCL6	0.243833333333333
TOP3A	0.041
SLC16A14	1.825375
FXYD6	1.37316666666667
HIST1H4E	-0.549
BBC3	0.552052631578947
UNC5A	0.335333333333333
FAM86C	-0.11
PI4KB	1.322125
B3GAT1	-3.99325
SUSD2	0.867
OAZ2	0.1
NOC4L	0.072
C10orf12	0.19575
FADS1	-2.31066666666667
LOC144097	-0.235
DKK2	2.4965
KIAA1949	-0.07775
RHOT1	0.3556
OXT	1.05633333333333
GPR153	0.86975
ARL4A	-1.16133333333333
SAAL1	-2.6505
CCDC64	-0.802
USE1	-0.0391666666666667
HNMT	0.274666666666667
PCGF3	0.5909375
CYP2C19	0.15275
C20orf4	0.795
CCDC11	1.18375
ACSBG2	-0.48775
RWDD2A	0.97775
PALLD	2.3405
CPLX4	1.2955
LOC492311	1.42075
KPNA2	-1.445
MACROD1	-0.0833
TMCO3	-0.9145
C15orf52	0.252
BIRC5	-1.10526666666667
PRR16	0.200166666666667
FAM63B	0.56325
KATNB1	-1.15266666666667
WNT8B	0.711
CPLX3	0.52675
GHR	2.515125
CCDC124	-0.08825
