Hybridization REF	TCGA-AN-A04C-01A-21R-A034-07
SLC9A5	-0.164
EPDR1	-2.5857
MUSK	-0.189833333333333
ZNF434	-0.729166666666667
SMARCD1	-0.6545
ZFP106	-0.05775
ZNF347	-0.0771
GTF2E1	0.392
RY1	-0.4605
ATAD2B	1.59125
ARHGAP17	0.3678
KCNIP3	-1.467
SFPQ	0.7015
GFRA4	0.381
AKR1B10	-0.30725
TIGD6	0.312666666666667
RGS16	0.998375
URB1	0.13
OR4C46	0.0356666666666667
TOP3B	-0.82675
NFATC4	0.436
CA14	-4.39066666666667
BMPR1A	0.774666666666667
SNRP70	-0.272
PRL	-0.385777777777778
C6orf130	-1.48225
STAG2	0.09325
CD55	-1.43057142857143
RPS23	-0.0296666666666667
SSX2	-0.762
FDPSL2A	-1.23675
FBXO27	3.18725
SYNGR3	-0.912
TMSL3	2.0265
EML1	-0.9735
NUP93	-0.308416666666667
SMAD3	-0.0846
KIAA1189	-0.684166666666667
HNRPUL2	0.735333333333333
TBC1D12	1.12416666666667
C16orf24	1.34275
MRVI1	1.878
ZNF581	0.128333333333333
ELOVL3	0.124
OR51Q1	-0.30625
CACNB3	2.29933333333333
GALNT13	-1.139875
C10orf84	0.6450625
NEDD4	-0.7165
SPO11	-0.1135
OR5AU1	-0.2195
NEK4	0.300571428571429
PRKAR2A	0.0478333333333333
IHPK1	-1.38083333333333
ATP6V0B	0.205375
CACNA1E	1.04
CEACAM8	1.54266666666667
PEX14	0.173
FLJ12993	-1.298
ZBTB38	-0.442
PCTK2	-0.0928333333333333
LRRC16	0.8178
FBLIM1	1.49175
FYCO1	-0.3755
RP5-1022P6.2	0.25025
CMTM1	1.04866666666667
PLTP	0.171166666666667
RAPH1	2.1695
DOCK8	0.65925
EZH2	-0.994066666666667
SLC25A1	-0.17
PLEKHB1	-1.0817
GRB7	3.6595
ZFP37	-0.44275
MRPL33	-0.51125
PELO	-0.98125
ARMC1	1.10890909090909
C9orf27	0.281875
FLJ25778	0.0285
C9orf37	-1.896
TMEM66	-1.683
SPRN	0.540375
HBEGF	0.21075
PI4KA	-0.9875
LEPRE1	-1.274
POU2AF1	-2.221625
MRPL12	0.826166666666667
REP15	-0.209
ZC3H3	0.30525
RASAL1	0.75575
DDAH1	1.346375
ACBD5	0.917
TMC2	0.319
CCDC137	0.58975
SAMD13	0.760166666666667
UGT2B15	-2.79683333333333
TIPARP	-0.38725
DNASE1L3	-0.28925
TRIM72	0.601333333333333
DBX2	1.091
IPO8	0.3455
C21orf88	-0.1223
MAP3K14	-0.484
LOC51233	-0.134833333333333
GGTLA4	1.20075
PDE6D	-1.02075
ZNF117	-0.035
CLK2	-0.70825
NKRF	-0.0545
TNFSF15	0.1537
DUSP2	0.914625
SECISBP2	0.051
GABRR2	-0.1585
PPAP2C	1.6585
LOC51145	0.662166666666667
PAG1	-1.23925
PIK3C3	-0.113
GNG10	-2.101
APOL4	-0.3615
ANKRD28	-1.109375
STMN3	-1.7471
RAB14	0.7812
CDK2AP2	0.2785
HDDC3	-0.28775
COMMD7	1.149
CXXC1	-0.0935
HMCN1	-1.0505
CD40	0.03625
DYNC1LI2	0.366375
GDI1	0.7465
LOC646938	-0.0765
VSNL1	-3.9888
PIH1D1	-0.209
RAET1G	0.022
KRTAP5-9	0.0265
EFTUD2	-0.9215
ZNF311	-0.00683333333333333
ATP6V1G3	0.592333333333333
OR2W3	-0.1185
SCN4A	0.49075
MED10	-1.161375
FAM135A	-1.67466666666667
ARHGAP4	-1.67175
EHMT2	-0.274
UFD1L	-0.37525
ERMP1	2.77675
MAG1	-2.13966666666667
THAP8	1.10133333333333
HACE1	-1.01866666666667
FAM82C	0.463833333333333
C3orf20	1.0225
UNC84A	-0.627666666666667
SCD5	-0.268769230769231
LASS6	2.4275
LSG1	0.439333333333333
MAL	-5.23575
GPR22	0.2995
WDR5B	0.641
ACTRT1	-0.1825
C17orf60	-0.538666666666667
GRIN2C	0.1325
ARMC8	-0.70325
SLC47A1	-2.437
DMPK	0.8425
DHRS13	-0.968666666666667
SMC1A	-0.544
KRTAP17-1	2.42525
SMYD5	0.2015
TUSC2	0.259375
CRHR2	0.686
KIR3DL2	-0.9695
CCDC104	-0.515
ATP2C1	0.396875
CROT	1.0845
PABPC3	0.843333333333333
EGR1	-0.554
THSD1	0.017
KHK	-1.118
SLC12A2	1.7560625
CD58	-1.05975
STOX2	0.946666666666667
CCDC76	-0.2915
CCDC48	3.7375
DNAH1	-0.416666666666667
ZIC4	0.338714285714286
OR1G1	-0.003
PSMC6	-0.969666666666667
PROKR1	0.269
ABCB1	-0.595125
TRAT1	-1.3455
LLGL1	-0.397
MTF1	1.419
USP54	2.037625
PAGE2B	-2.0855
ITGB7	-3.832
CCDC81	-0.032
LOC149837	-0.185
SCUBE1	-1.034
ZSCAN10	0.892
HUWE1	0.714285714285714
CDH17	0.593
CD180	0.33125
IL17A	0.423
TMPO	-1.137
KIAA1524	-1.03583333333333
HDGFRP3	-2.84916666666667
OXCT1	-0.358636363636364
RRAS2	-2.227
LTBP2	1.725625
SV2B	1.008
CYP2A6	0.198285714285714
PKD1L2	-0.329666666666667
PPM1M	-0.065
FLJ22662	2.22866666666667
ZNF502	-1.1885
GP6	-0.5775
CRYBA2	-0.9045
LEF1	-3.0589
CTPS	-1.36857142857143
EYA1	-2.49583333333333
EPS8L1	2.47025
MAPK14	-0.556583333333333
SERPINB2	-4.996375
GTF2F2	0.444333333333333
ZNHIT4	0.1955
PLA1A	0.544125
C20orf114	0.01125
HPR	-4.2285
C18orf2	-1.81616666666667
SATB2	-3.33375
KCNJ9	0.0245
MGC157906	-0.00849999999999998
MOCS3	0.57325
C17orf71	0.324
PPHLN1	0.4041
HIST1H2BN	0.44375
RAPGEF1	-0.19875
MAP3K8	2.072
DLG4	0.6315
STC1	-1.09483333333333
CDGAP	0.6075
DDX26B	-0.13675
LOC150223	-1.123
CPSF3	-0.537
TMEM14A	-1.40375
MYH3	-0.98625
GPKOW	-0.4515
SULT1A1	-0.440333333333333
SPON1	1.3963
YY1AP1	-0.233166666666667
RAB23	-0.6445
PLA2G4A	-4.713
MAPRE3	-0.12275
ZNF516	-1.91307142857143
GGPS1	1.2525
EXOC3L2	-0.26375
C19orf42	0.0262
MAP2K2	-0.639333333333333
HIST1H2BB	0.56475
RNF19B	0.638833333333333
C6orf128	-0.604833333333333
TLR8	1.221
PCDHA9	0.599
CARS2	0.19625
CLUL1	3.08783333333333
RHAG	-3.6065
UNK	0.337
EXOC8	0.6647
C9orf95	0.58
C14orf143	-0.205
MAML3	1.055375
LDHA	-3.22625
MRPL20	0.304
KLHDC6	0.280166666666667
ATP5S	-0.148
C8orf55	-0.6985
PHF19	-2.403625
KRTAP13-4	0.7425
TTC5	-0.2935
XKR5	0.382
SILV	-4.686
TEX28	0.585
TCTN1	-0.62775
CX40.1	0.591
PPP2R5C	-0.25775
C12orf30	-0.6865
CAPG	1.9245
MPZL1	1.0161
ARSB	-1.31883333333333
TDH	-0.93775
WASF4	1.128
TSSK3	-0.2085
7A5	1.9235
CRISPLD1	-0.641125
MAD1L1	-0.841333333333333
SPIN4	-0.348833333333333
AMPD1	-0.405
DPYSL5	-0.00600000000000001
INPP1	-1.15
ANKRD11	-0.348722222222222
NPAS4	-0.245571428571429
GCET2	-0.178
RNASE9	2.92
GUCY2D	0.145666666666667
CCDC98	-1.34425
FGF4	-0.138375
CPM	-0.783
SLC26A4	-1.2414
PLD5	0.515
FAM59A	0.6262
FBXO5	0.0584444444444444
SIPA1L1	0.446875
DPYS	0.047
ATG4D	-0.47375
TGM3	1.2685
MTCH1	-1.48325
HK1	-0.272428571428571
CDC26	-0.651
GALNT12	-1.2345
LOC339229	0.589
MRPL35	0.422625
ORC4L	0.394875
TNKS	-0.723714285714286
C2orf24	0.845
ZNF553	0.734
GGTLA1	2.6781
ZNF497	-2.36375
CDY1B	1.01225
SLC30A4	0.7375
TUB	-1.44125
ARHGEF18	-0.681
ARRB1	0.592
KCNK1	1.038125
EREG	-2.08577777777778
SCAMP5	-1.04475
RUNDC3B	1.748
ADAMTS20	0.1055
IL17RB	0.238125
FLJ20323	-0.82225
MCAM	0.043125
POLR3E	-0.639166666666667
AQR	0.989833333333333
IPMK	0.681
CDCA7	-0.849125
CAMP	1.6235
GRHL3	2.2055
ADAMTSL2	0.640166666666667
CLMN	3.05983333333333
SSTR3	0.8565
MAGEA5	-1.98516666666667
OVOL2	3.82825
JMJD1B	-0.0385
RBL2	0.1845
PYGO2	1.37225
PPP1R10	1.558
CSE1L	-0.633333333333333
LCA5	0.3935
RDH16	1.52825
ASRGL1	-2.20275
TOM1	0.458333333333333
PTX3	-5.6335
TTC15	0.784
SCGB3A1	1.722
MRPL50	-0.0505
RCAN3	1.730875
SLC26A11	0.9055
STYX	0.466833333333333
CINP	-0.53675
MARCH7	-0.0495
PFKM	-2.69533333333333
SGMS1	1.2255
RIOK3	-0.0428
C1orf110	-0.00650000000000001
CES7	-0.14875
LOC440248	-0.46875
PPP1R12C	-0.39
C10orf27	0.56
ATG9A	-0.63325
MRPS26	1.049625
TMEM40	2.206
ELP3	-1.6298
ZNF787	0.9186
HIAT1	-0.599125
C8orf34	0.252666666666667
MGC4655	0.2897
PELI1	1.5345
PPT1	-0.9684
SLC35C2	-0.789833333333333
C6orf125	0.20975
MUC4	-1.03783333333333
RFC4	-2.47114285714286
GNB2	-0.257833333333333
NUP50	1.13721428571429
SULT4A1	-0.255666666666667
C7	1.0525
CCDC130	0.2095
ARRDC4	-0.1695
RQCD1	-1.00925
GLYCTK	-1.29925
AYTL2	-0.514363636363636
MTUS1	0.1534
LEMD3	0.132833333333333
PLEKHF2	1.26975
HOXA7	-0.59675
GTF3C2	-0.997
DYNLRB2	1.31025
CNOT10	0.1355
MR1	-1.26983333333333
FFAR1	-0.524
PRIC285	0.15875
SLITRK6	6.652
LIX1	-0.9045
UBE1L2	0.169916666666667
F8	-0.421125
ACHE	0.3285
KPNA5	-0.518
TNFRSF12A	-0.644166666666667
EGR3	-1.401
SERPIND1	-3.38
OASL	1.3305
IFRD1	-1.574875
WDFY1	0.118
ZNF267	0.22325
ACCN5	-0.151
ZBTB6	0.307
PPP1R3A	-0.1745
PRRT3	0.723
FBXL19	0.6745
TXNIP	-0.221214285714286
ACTN2	1.20225
ATG9B	-0.17575
C9orf117	1.16942857142857
IL27	0.5235
RPL36AL	-0.223666666666667
KLK15	0.31225
CHAD	0.756
RAP2B	-0.2126
HEBP2	-0.18825
ZNF342	1.551
CAMK2G	0.415
TLR3	-0.73375
FGF14	0.11475
HMGB2	-0.749125
TRPM5	-0.00216666666666667
OR5M11	-0.3065
KIF3B	0.818947368421053
PRICKLE2	0.60675
MTMR9	-0.982125
C3orf27	-0.049
GLRA3	0.203
NSDHL	-0.138166666666667
TMEM32	-0.75475
POLR2D	-0.26875
MYADML	0.3745
C9orf114	-0.3535
MRGPRX1	0.5145
TOPORS	0.83675
CLDN19	0.1745
C1QL4	-0.172
RNF165	-0.13
DHRS9	0.02225
DNAH2	-0.929
FXR1	-1.05533333333333
ZMYM3	-0.796125
CASP3	0.751333333333333
FAM120C	0.207125
SCLY	-1.4475
CA7	-0.303
ENTPD5	0.771
ZNF461	1.00775
PDIA5	-0.6455
C1orf19	-0.743666666666667
TMEM67	0.36775
KCTD20	-0.4475
WDR47	0.284
FLJ38723	0.982
KLRF1	0.583666666666667
TAS2R16	0.3585
CLDN12	-0.6205
PRKCE	-0.917666666666667
UBXD4	-0.4115
ITGAM	1.90516666666667
GLT8D3	0.129125
WDR31	0.738
RGS2	-0.97775
OR51L1	1.1165
MST1R	0.938
KIAA1737	1.08075
OR4A5	0.1545
GLIS1	-2.046
PTMA	0.673714285714286
NAPA	1.74575
PRDM11	0.635
LIPF	0.5995
DIRAS3	4.00475
ASGR2	-3.991125
C1QTNF4	-0.2125
PIK3R4	-0.184666666666667
ARMC3	3.39425
NDUFV3	-0.353666666666667
BTBD3	0.420833333333333
PPP1R2	-0.376666666666667
UBE2NL	-0.5835
FOSL2	0.833
FAM119A	-0.598
TUBA4A	0.2777
KRTAP12-1	-0.15425
SFRS2	-0.223
RHPN1	-0.1445
EEF2	-0.466333333333333
ZDHHC11	-1.1125
EPHA3	-1.4882
RBM12	-0.578
H2AFJ	0.4955
EDIL3	0.464
KIF26A	-1.647
SERGEF	-2.081
B3GALT4	1.943
LOC90925	0.201333333333333
OSCAR	-0.365125
NPFF	-0.057375
DEDD	0.544625
TMEM155	-0.148875
PTPN1	0.20175
SCYL2	0.497666666666667
SKAP1	0.03475
LEAP2	-3.34666666666667
GADD45G	2.1781
IFITM3	-0.45
PILRB	-0.804
SLU7	-0.9454375
DSC3	-0.684
DNMT3L	-0.47675
PAPD5	0.172375
B3GNT3	-0.486166666666667
LHCGR	-0.051
MSL-1	0.406
UBE2S	-1.312625
SAP130	-0.08625
ANAPC11	0.7145
MAGED4B	-0.9955
ATP6V1B2	-1.1255
C14orf179	0.955375
CAPZA1	-0.848375
CDYL2	-0.646
GLRX3	-0.681166666666667
LOC136288	-0.57775
MOBKL1A	0.59875
HTR2B	0.48075
CRYGD	-0.409333333333333
NUS1	-0.742166666666667
PGRMC1	0.0575
MYOM2	-0.71525
FLJ39653	-0.8625
CHM	-0.5399
OR5M8	-0.8565
ZNF619	-1.2595
FAM105A	-0.2585
CCNL1	-1.030125
NAP1L3	-1.515
C10orf57	2.1515
B3GALNT1	0.488
CSN1S2A	1.8935
TCP10L	0.27875
GDAP2	0.861125
DMKN	0.771333333333333
COX6B1	1.4445
DNASE2	0.293
MSH5	-1.6195
LGMN	0.0440000000000001
USP31	-0.3399
OR13C8	0.6945
SDCBP	-0.1862
NUDT11	-3.14416666666667
PYGL	-3.48516666666667
SNPH	0.357
B3GNT4	-0.752
MIZF	-0.0152
NUBPL	-1.08675
NOD1	0.893833333333333
CDH22	0.499125
NUBP1	0.098
DSCAM	-3.77725
DGKI	-0.2055
FAM136A	-0.16925
AKAP1	1.53483333333333
SLC16A6	0.3345
RIN3	0.8645
PSG2	-0.427
DIP2B	0.97675
PSORS1C1	-0.6242
KIAA0495	-0.823
FLJ90709	-1.00116666666667
LPA	-0.570666666666667
PIGA	-0.474
LY75	0.563666666666667
UTS2	-5.616
RREB1	0.77925
GALNACT-2	-0.0902
MGC3196	0.4655
FLJ31568	0.5505
LPHN1	-1.299375
SP1	1.619625
TOX4	0.167333333333333
HSPA9	-0.2133
APOBEC1	1.2145
SLC35E4	-1.29275
LSM5	-0.53375
SURF1	-0.41075
ZBTB1	0.277916666666667
GTF2F1	-0.620875
RPS15A	0.210785714285714
DUSP21	-0.0765
GINS4	-3.10233333333333
MYO15A	-0.861333333333333
GIMAP7	3.3685
MGC13379	1.62825
ATP6V1E2	-0.603166666666667
UTP3	-0.31025
HNRPA3	-0.21125
MT4	0.031
C14orf155	0.8135
U1SNRNPBP	0.257
CKLF	-0.786
PLEKHN1	0.695666666666667
MBNL1	-0.303083333333333
NUP160	-1.20525
ACSM2A	-1.25725
LOC129881	-0.71825
KIAA1529	-1.08275
FLJ22639	-1.31825
HAND1	-0.493
GSX1	0.5235
FGA	-3.714375
SERPINB1	-1.34625
ZNF642	0.29375
IGFBP1	-7.9595
SLC1A1	-1.796375
DHX57	0.74675
ZNF766	0.595
PTPN21	-0.0829
GDPD3	-1.94
PNPLA5	0.4635
TBR1	-0.223
FAM116A	-1.0025
IQGAP1	0.994875
FOS	-0.148125
ZNF226	-0.4935
FIGNL1	-0.172666666666667
C14orf1	-0.411166666666667
ZMYND17	-0.292
PUS7	-0.207833333333333
TUBB6	-1.519875
KCNQ2	-1.42225
MARCH6	1.08975
CCDC33	0.8345
PRODH	2.513
RBM11	-0.81275
EPHA6	-0.01325
SLC43A1	-2.2815
LOC196541	-0.0105714285714286
NTN1	1.16654545454545
ING4	0.044
PCDHB10	0.44475
DPH2	-0.440666666666667
SPACA4	-0.3565
FBXL21	-3.4475
DIAPH1	-1.26483333333333
ZNF71	1.6275
CEP76	0.823
CORO1A	-0.87725
RRM2	-1.527625
EDG4	1.6145
OS9	-0.114666666666667
SLC4A1AP	0.5125
COG5	-0.313
COPS8	-0.744
NGLY1	-1.1075
NCBP2	0.198375
C17orf42	-0.973
GPSM3	0.58875
SIL1	-0.598166666666667
ASB6	0.127
SMAD5OS	0.53
UNC93A	-2.88875
A1BG	-1.40366666666667
C21orf62	0.53125
FMO5	1.01133333333333
ATRIP	-0.535666666666667
CEBPG	1.9015
C7orf38	0.2195
TNFRSF1B	0.391166666666667
CLEC1A	0.614833333333333
IQSEC1	-0.17775
PATZ1	1.5208
RBM22	0.922625
BAG2	-3.79533333333333
PAQR5	0.252
C9orf127	0.4228
THNSL1	-0.945
SHROOM3	2.9916
JAM2	-0.0265
SNRPN	-1.759
ALX4	0.2595
CACNA1S	0.8115
FAM130A1	2.00175
CORIN	0.0275
CD300LB	0.808
PLEKHG6	1.053
LRRC40	-0.9015
PCLKC	-0.88
PCDHB16	-1.76133333333333
WNT2B	1.45783333333333
ASNS	-2.941
MRPL49	-0.215875
FLJ46111	-0.64925
ISG20	0.25075
SMU1	-0.0343333333333333
CASZ1	-0.1125
POLR1D	-0.749083333333333
GIN1	-1.31025
SNAG1	0.0188333333333334
ANKRD29	-1.5255
CDKN2AIP	0.9
KRR1	-0.52425
CXCL1	0.8775
EPM2A	0.5219
PC	-0.675
DEFB127	1.515
PDZRN4	0.3472
FAH	0.746375
OR51E1	1.559
CDC2L6	0.770333333333333
DNTTIP1	-0.558
PAX8	0.51175
TMEM116	-0.39925
C1orf150	0.076
PRO2012	1.0485
MRPL40	-0.681
BEX1	-3.5765
SLC2A4	-0.516
PKMYT1	-0.516
FEZF2	0.71
SLC26A9	-0.89075
MAP2	0.0723636363636364
LYL1	-1.18525
SLC25A19	0.016
NOS3	1.2005
ZNF34	0.6205
TMPRSS11F	0.648666666666667
FAM43A	0.80325
FCRL4	0.5878
KLF14	0.411
FLRT2	-1.7335
WRN	-1.942
SDF2	-0.6055
KRT8P12	-0.01875
C6orf195	-0.2305
C9orf125	-2.27633333333333
DZIP3	-0.692
RIT1	-0.601916666666667
SCML1	-2.8525
RHBDF2	0.607125
OR2G3	0.5995
REXO1L1	-0.673
MAP3K7IP3	0.1345
C3orf57	-4.3535
FBXW11	-0.852833333333333
ETAA1	-0.01425
C14orf131	-1.0202
AKT1S1	0.162
SLC12A5	-0.233875
C9orf164	0.9495
NRIP3	-0.3185
NOS1AP	-0.98725
TMEM121	-1.12925
SAP30BP	0.8337
DGCR6	0.993
WDR76	-0.9335
FAM82B	0.102333333333333
LOC606495	-0.288
MAP9	2.07675
BCDIN3D	0.07825
CXorf36	2.26383333333333
DSCR3	-0.2853
ZFAND3	0.3985
C7orf43	0.453333333333333
SPSB3	0.4801
C19orf19	0.791
FAM133A	-2.6005
C12orf25	0.127
SLC39A3	-0.231
DISP2	2.324
PI4KAP2	-2.242
MKRN3	-2.723
ADAMTS13	-0.851875
CBLN3	0.1593
TTYH1	-0.417
C3orf18	-1.826
FLJ13236	-0.97275
ZMYND12	1.51875
C18orf25	0.903875
GLB1L3	-1.1585
ATP13A5	1.1375
RANBP10	0.26
CD96	-1.2465
DENND1C	-0.6705
RBMS3	-0.7796
SLC41A3	-0.127166666666667
DGCR6L	0.918
TMEM128	-1.00866666666667
CSNK1G3	-0.602214285714286
MOBKL2C	0.53275
TSPAN6	0.26425
MATN2	-0.3717
MSL2L1	0.5595
ST6GALNAC2	1.27233333333333
FGFBP2	0.80775
FGL1	-6.67733333333333
MPP3	0.536833333333333
ARHGEF6	1.23366666666667
TGFBR2	-0.177125
ACMSD	-0.77225
IL33	2.22225
C9orf5	-0.188416666666667
DEAF1	-0.4656
AMN	1.058
DEFA6	0.0635
RNF212	-0.9305
METT5D1	-0.114666666666667
CIB1	-0.0388
TSSK1B	0.39575
KIAA1727	3.78325
ZNF680	0.0343333333333333
LOC399900	-1.255
LOC152217	0.00041666666666669
CTNNAL1	-3.3295
CIT	-2.22791666666667
TLE6	0.5165
ZNF607	0.547
HERC4	-0.342833333333333
DRAP1	-0.0143
PEMT	-0.3525
C10orf111	0.436
ZNF575	0.841
KCTD7	-0.32575
MYO1F	0.127
LOC285382	-0.065
RAB11A	1.2653
PLCD3	-1.46
C15orf28	0.19075
PTBP2	-0.707625
CTB-1048E9.5	0.341
C19orf60	0.7055
C7orf25	0.150333333333333
SETD7	2.252875
HOXB9	-4.69
VANGL1	1.0206875
CHAF1B	-1.8705
NDUFA3	1.131
KIAA1328	0.352
SHARPIN	-0.32875
TTC23	-1.13325
UGP2	0.309583333333333
ANKIB1	0.6098
CIRBP	-0.491285714285714
SEC14L4	0.958333333333333
OVCH1	-0.00250000000000001
VPS52	-0.0835
FAT	1.545875
M6PRBP1	0.0525
GPRIN3	0.4915
PPM1F	-0.601333333333333
TSR1	-0.47525
CCDC85A	0.5235
PCSK5	0.24
ZFHX3	1.266
HEMK1	-1.2538
PGBD2	1.2875
RSRC2	-0.152333333333333
AURKC	-1.51516666666667
SCRIB	-0.451375
ORM2	-4.36033333333333
FAM115A	0.7761
FZD6	-2.430875
UNC119	-0.614166666666667
GPX3	-0.95
NOV	-0.969375
CABC1	0.567375
CDC42SE2	-1.2528125
EIF2S2	-0.8869
RNF130	-0.096375
CKAP5	0.205833333333333
RP11-413M3.2	0.809375
C10orf18	0.4949
TMEM93	-0.1915
DYX1C1	1.501
KCNMB2	-1.23314285714286
ANK3	1.191
KRT5	-0.9599
CDH12	-1.3715
QRSL1	1.4845
JUB	-1.347
SHC4	-2.117
CCL15	1.534
CCDC22	-0.47475
SNX24	-0.8755
RARS	-1.3235
MORC2	1.64275
FAM48A	0.136
MT1H	0.709
PPP1R14C	4.54983333333333
FOXD1	-2.31985714285714
C1orf213	-2.077
AMT	-2.0836
DSN1	-0.739
PTPLAD2	-0.84925
DIS3L	-0.54725
RASL11A	-0.447
GPRC5B	0.085
FRMD7	-0.261
STRN4	0.65675
KITLG	-0.615227272727273
HDGF	0.6695
OR1S1	0.1555
SETX	-0.3909
DDR2	-1.16025
KCTD12	1.0575
LYZL2	2.75775
WDR52	0.001
TMEM2	0.588875
ZNF579	0.734166666666667
LOC200810	0.058
TNFSF9	-1.6145
PPFIA4	-3.842
CNIH3	-0.3235
MAP4K4	-0.356142857142857
ROD1	1.08792857142857
ALS2CR12	0.2235
DOCK3	-0.762
PAQR9	-3.2765
ASB17	0.320333333333333
STX16	-1.075125
FEZ2	-0.259166666666667
DLAT	0.084
KIF21B	-0.861833333333333
CDC5L	-0.2865
TMEM119	0.71
CRIP3	-1.7745
TPSD1	0.407666666666667
TEPP	0.539
GNGT2	1.10725
C21orf121	0.947
WNK1	-0.0129999999999999
FLJ10490	1.1373
OR51B5	-1.9315
LOC203547	-0.622
HAS1	-1.021
PPA1	0.296833333333333
ST7	-0.160625
C11orf46	-0.108
POPDC3	1.08216666666667
ACOX2	-1.20366666666667
ATCAY	0.138
TM4SF19	-2.1535
MFSD9	0.102166666666667
PDHB	-0.64825
ERN1	0.44925
LCE3C	0.392
GPR111	null
NOTCH3	2.22983333333333
ADAMTS5	2.18725
B3GALT1	-1.13666666666667
UGCGL1	0.896666666666667
FAM58A	0.640333333333333
FBXO32	1.9165
CLPP	-0.477
NXPH1	2.28625
MTMR3	0.629666666666667
ATP1B3	-0.874875
TMEM16A	4.416625
HIST1H3F	1.05416666666667
TRIM25	-0.000833333333333334
SDCBP2	0.2855
CRKL	-1.271875
HOXB2	3.41016666666667
ANP32B	-0.310375
GATM	4.833
AP4E1	-0.358428571428571
EDG5	0.27325
CDKN3	-2.03483333333333
CDH4	-2.094
PGD	-0.459666666666667
RND1	1.0215
GAD1	-1.8217
MPG	-0.17325
LOC440350	-0.151
ZNF133	-0.01
SERPINB12	0.426
AMELY	-0.385333333333333
DHX36	-0.43975
TNFAIP8L2	2.27516666666667
PHTF2	-0.6245
CCDC112	0.0923333333333333
IQCC	-0.66225
HEYL	2.55033333333333
FTSJ2	-0.590833333333333
APPL1	0.47125
RAB43	0.177142857142857
OR10G2	-0.3765
WAC	0.539833333333333
ADCY9	-2.0625
RUNDC2B	0.211
PYCRL	-0.1127
AGPAT7	-1.002
SLC22A9	-0.172666666666667
CDKAL1	-0.317
PDYN	0.3055
C20orf74	2.23925
MTMR11	-1.81175
VAV3	3.38991666666667
DAPL1	3.94475
STXBP3	-0.02925
EIF3G	-0.7915
ARHGAP22	-1.57625
NPFFR1	0.182
NPC1	-0.198833333333333
ALDH9A1	1.39266666666667
ZNF600	0.5985
ZNF678	0.0278333333333333
RASSF1	-0.599
ADD2	-2.47725
PITPNB	0.263875
PKD2L2	1.44885714285714
LRP11	3.547
CDKL1	-1.1715
SMEK2	1.18725
PRODH2	-3.01116666666667
C11orf54	-0.352666666666667
SFRS11	-0.5355
IL7	-0.886833333333333
ALS2CR16	1.02175
BTG3	-0.305
PAK2	-0.2895
RP11-679B17.1	-1.80875
GATA4	-1.44483333333333
ATP2B1	-0.85225
LOC130940	0.0755
C1orf172	2.52733333333333
ATF7IP2	0.5045
SLC25A43	0.0763333333333333
CENTG3	-0.0540833333333333
IGF2BP1	-3.0429
FCHSD1	0.5605
CAMK2N2	0.700166666666667
ELAVL3	-0.1106
NBPF15	-0.363666666666667
UBE2J2	0.152833333333333
GNL2	-0.38525
PRR3	0.3997
NLF2	1.0835
OR4F6	-0.024
KLHL24	0.986166666666667
CCDC88A	-2.2171
SGPP1	-2.3915
C10orf11	-0.203666666666667
SLC35B4	-1.71483333333333
UGT3A2	2.404
ARNT2	-2.3871
CBR1	-2.73575
ITPR3	-0.9235
TRAPPC6B	-0.3377
AMZ1	-2.031
ARP11	1.911
WDSUB1	0.9555
APBA1	-0.324
RAB2A	1.0857
C6orf162	-0.630625
HPSE2	0.1345
PLCE1	-1.72
INSL3	0.34275
DLG1	0.3935
PTPLA	-4.6635
PIGX	-0.718375
TFIP11	0.400833333333333
FIBIN	1.2275
POLR2G	-0.5355
GRAP2	-2.08933333333333
DNAJB8	0.229
CNBP	0.1615
WASF1	-2.43375
INPP5E	-1.018
HSPB1	0.8724375
TMEM167	-0.4489
CUBN	-0.5335
IGF1	2.0585
ITPK1	-0.6206
NAALAD2	-0.169714285714286
G3BP1	-0.2747
NT5DC1	-0.6325
CYP39A1	-1.1875
TMEM139	1.42591666666667
POLK	-0.518
GLULD1	-1.01
RBM15	0.155333333333333
AMZ2	-0.719
GDF15	-2.13233333333333
MESDC2	-0.528
INCA	0.0668333333333334
ACY1L2	0.6815
GZMM	-0.662166666666667
PAIP1	0.88725
CACNA2D1	0.674
STK32C	0.0298333333333333
SH3BP4	1.088
DEC1	0.551
PADI1	0.2125
UBB	-0.468
PON3	2.2685
PROP1	0.9415
ANKRD13B	-1.2675
ADCK1	-0.45625
TCF25	-0.0673333333333334
SLC38A5	-3.21625
CXorf26	0.312833333333333
C19orf39	0.864
PPP1R13B	1.69675
ARL2	-1.0925
TCL6	0.534090909090909
TOP3A	-0.354
SLC16A14	0.100875
FXYD6	0.709333333333333
HIST1H4E	0.26575
BBC3	0.0111052631578947
UNC5A	0.3195
FAM86C	-0.3373
PI4KB	0.212
B3GAT1	-0.9395
SUSD2	2.743
OAZ2	0.203166666666667
NOC4L	-0.371
C10orf12	1.08325
FADS1	-3.04516666666667
LOC144097	0.65225
DKK2	1.24016666666667
KIAA1949	-0.14675
RHOT1	-0.2748
OXT	0.777333333333333
GPR153	0.72675
ARL4A	-0.72
SAAL1	-2.48975
CCDC64	-0.2515
USE1	0.0685
HNMT	-0.102
PCGF3	-0.624
CYP2C19	1.171
C20orf4	0.8085
CCDC11	1.04725
ACSBG2	0.001
RWDD2A	-0.455
PALLD	2.14525
CPLX4	0.32
