Hybridization REF	TCGA-C8-A12W-01A-11R-A115-07
ZNF434	0.092
SMARCD1	-0.397
ZFP106	0.15125
ZNF347	-0.7692
GTF2E1	0.5285
RY1	-0.116666666666667
ATAD2B	-0.10675
ARHGAP17	-0.1487
KCNIP3	-1.40625
SFPQ	0.12125
GFRA4	0.7345
AKR1B10	-3.499375
TIGD6	0.5555
RGS16	2.116625
URB1	-0.312166666666667
OR4C46	-0.424666666666667
TOP3B	-0.75775
NFATC4	0.301
CA14	-5.0335
BMPR1A	-0.563666666666667
SNRP70	-0.88975
PRL	-0.4735
C6orf130	-0.22475
STAG2	-0.19425
CD55	-0.300285714285714
RPS23	0.154333333333333
SSX2	-1.45983333333333
FDPSL2A	-0.0865
FBXO27	1.542375
SYNGR3	-0.701333333333333
TMSL3	2.1025
EML1	-1.6905
NUP93	0.291583333333333
SMAD3	-0.7139
KIAA1189	1.55316666666667
HNRPUL2	0.0623333333333333
TBC1D12	0.3755
C16orf24	1.46025
MRVI1	2.76383333333333
ZNF581	0.4335
ELOVL3	-0.269
OR51Q1	0.9585
CACNB3	0.2395
GALNT13	-1.56642857142857
C10orf84	0.7535625
NEDD4	-0.5741
SPO11	1.7325
OR5AU1	0.2405
NEK4	0.732214285714286
PRKAR2A	-0.054
IHPK1	0.303666666666667
ATP6V0B	0.49475
CACNA1E	2.231
CEACAM8	0.0606
PEX14	-0.2595
FLJ12993	1.229
ZBTB38	-0.204333333333333
PCTK2	0.437166666666667
LRRC16	-0.227
FBLIM1	0.548333333333333
FYCO1	0.7635
RP5-1022P6.2	-0.613166666666667
CMTM1	0.263166666666667
PLTP	1.8455
RAPH1	1.1405
DOCK8	0.583625
EZH2	-1.74106666666667
SLC25A1	0.525
PLEKHB1	0.1108
GRB7	1.1168
ZFP37	-0.3335
MRPL33	1.56775
PELO	-0.6995
ARMC1	0.992545454545455
C9orf27	-0.348
FLJ25778	-0.9005
C9orf37	-1.65316666666667
TMEM66	0.01425
SPRN	0.225875
HBEGF	0.0535
PI4KA	-0.4875
LEPRE1	-0.41975
POU2AF1	0.24625
MRPL12	0.327
REP15	0.3865
ZC3H3	0.63225
RASAL1	-0.11925
DDAH1	1.140375
ACBD5	0.703625
TMC2	0.2315
CCDC137	0.13225
SAMD13	-0.660833333333333
UGT2B15	-3.84983333333333
TIPARP	0.35225
DNASE1L3	-0.76875
TRIM72	0.9064
DBX2	1.04175
IPO8	0.42325
C21orf88	-0.7495
MAP3K14	-0.03225
LOC51233	-0.1875
GGTLA4	0.9835
PDE6D	-0.42075
ZNF117	-0.1665
CLK2	-1.378
NKRF	-0.32575
TNFSF15	0.2453
DUSP2	-0.397875
SECISBP2	0.0503
GABRR2	-0.9965
PPAP2C	1.867
LOC51145	0.133666666666667
PAG1	0.210375
PIK3C3	-0.6985
GNG10	0.1665
APOL4	0.793333333333333
ANKRD28	-0.70625
STMN3	0.3619
RAB14	0.7042
CDK2AP2	1.67125
HDDC3	0.444375
COMMD7	0.471375
CXXC1	-0.46475
HMCN1	-0.0183333333333333
CD40	0.8495
DYNC1LI2	0.9535
GDI1	1.39225
LOC646938	-0.41475
VSNL1	-2.458
PIH1D1	0.0561666666666667
RAET1G	0.3665
KRTAP5-9	-0.0585
EFTUD2	-0.0415
ZNF311	-2.04283333333333
ATP6V1G3	-0.224
OR2W3	-0.517333333333333
SCN4A	-0.0565
MED10	-1.002125
FAM135A	-0.6216
ARHGAP4	-0.69275
EHMT2	-0.568
UFD1L	0.0665
ERMP1	1.19375
MAG1	-2.102
THAP8	1.03833333333333
HACE1	-0.974666666666667
FAM82C	0.8145
C3orf20	0.189
UNC84A	-0.967
SCD5	-0.209153846153846
LASS6	2.077125
LSG1	0.0698333333333333
MAL	-5.0825
GPR22	-1.409
WDR5B	0.92775
ACTRT1	0.25
C17orf60	1.34283333333333
GRIN2C	0.0187
ARMC8	-0.676583333333333
SLC47A1	-0.847666666666667
DMPK	0.35625
DHRS13	0.606833333333333
SMC1A	-0.666333333333333
KRTAP17-1	-0.712
SMYD5	-0.02725
TUSC2	0.658375
CRHR2	0.2245
KIR3DL2	0.316
CCDC104	0.01175
ATP2C1	-0.0976249999999999
CROT	-1.41325
PABPC3	-0.430833333333333
EGR1	-0.612833333333333
THSD1	0.2625
KHK	-1.09825
SLC12A2	1.0876875
CD58	-0.39
STOX2	-2.01566666666667
CCDC76	-0.5962
CCDC48	3.45425
DNAH1	-0.1975
ZIC4	-0.323125
OR1G1	0.3945
PSMC6	-0.493
PROKR1	1.439
ABCB1	-0.901625
TRAT1	-1.66825
LLGL1	0.564
MTF1	1.516
USP54	0.1125
PAGE2B	-1.937
ITGB7	-3.53825
CCDC81	-0.9935
LOC149837	0.8875
SCUBE1	0.695
ZSCAN10	1.9515
HUWE1	-0.0812142857142857
CDH17	1.202
CD180	2.0595
IL17A	0.3175
TMPO	-0.6495
KIAA1524	-0.814
HDGFRP3	-0.336166666666667
OXCT1	-0.825454545454545
RRAS2	-1.141
LTBP2	3.0198125
SV2B	1.09083333333333
CYP2A6	0.3325
PKD1L2	-1.128
PPM1M	1.4935
FLJ22662	3.39766666666667
ZNF502	0.90375
GP6	-1.531
CRYBA2	-0.26875
LEF1	-2.1243
CTPS	-1.63014285714286
EYA1	-2.47616666666667
EPS8L1	1.85175
MAPK14	-0.0274166666666667
SERPINB2	-5.126625
GTF2F2	-0.1985
ZNHIT4	0.8455
PLA1A	0.099
C20orf114	3.6805
HPR	-4.556
C18orf2	-2.9982
SATB2	-1.66425
KCNJ9	0.646125
MGC157906	0.4665
MOCS3	0.538
C17orf71	-0.204833333333333
PPHLN1	0.1797
HIST1H2BN	1.695
RAPGEF1	-0.355375
MAP3K8	-0.3785
DLG4	0.4045
STC1	0.600833333333333
CDGAP	1.61
DDX26B	-1.53375
LOC150223	-0.6585
CPSF3	-1.14216666666667
TMEM14A	0.76375
MYH3	-1.6065
GPKOW	0.159
SULT1A1	-0.704666666666667
SPON1	4.4643
YY1AP1	-0.141166666666667
RAB23	0.7295
PLA2G4A	-3.634
MAPRE3	-0.62425
ZNF516	0.1165
GGPS1	0.492
EXOC3L2	-0.04825
C19orf42	-0.1472
MAP2K2	-0.6565
HIST1H2BB	1.60175
RNF19B	1.2435
C6orf128	-0.189333333333333
TLR8	2.92625
PCDHA9	2.1405
CARS2	0.159625
CLUL1	-0.0126666666666667
RHAG	-4.42483333333333
UNK	-0.281
EXOC8	0.3656
C9orf95	-0.34675
C14orf143	0.3795
MAML3	0.056375
LDHA	-2.5125
MRPL20	0.209125
KLHDC6	-0.4205
ATP5S	0.487833333333333
C8orf55	1.773
PHF19	-1.401875
KRTAP13-4	0.3915
TTC5	0.174
XKR5	-0.83975
SILV	-4.5065
TEX28	0.0025
TCTN1	0.94125
CX40.1	-0.226
PPP2R5C	-0.69075
C12orf30	-1.43516666666667
CAPG	2.395
MPZL1	0.45665
ARSB	-0.322
TDH	-1.17925
WASF4	1.4945
TSSK3	-0.985
7A5	1.2295
CRISPLD1	-0.605625
MAD1L1	-0.690333333333333
SPIN4	-0.019
AMPD1	3.146
DPYSL5	-0.251
INPP1	-0.887166666666667
ANKRD11	-0.5805
NPAS4	-0.191285714285714
GCET2	-0.3759
RNASE9	0.969
GUCY2D	0.501333333333333
CCDC98	-1.01225
FGF4	-0.59675
CPM	0.222666666666667
SLC26A4	-2.26583333333333
PLD5	-0.0636666666666667
FAM59A	0.6072
FBXO5	-2.09111111111111
SIPA1L1	-0.375875
DPYS	0.09925
ATG4D	-0.50175
TGM3	0.7725
MTCH1	-0.2935
HK1	-0.0539285714285714
CDC26	0.229875
GALNT12	-3.50133333333333
LOC339229	0.45825
MRPL35	-0.046625
ORC4L	-0.27025
TNKS	-0.782071428571429
C2orf24	0.604
ZNF553	0.356166666666667
GGTLA1	3.682
ZNF497	0.77025
CDY1B	0.949666666666667
SLC30A4	0.54125
TUB	-1.158625
ARHGEF18	-0.71975
ARRB1	0.59875
KCNK1	1.590625
EREG	-3.287
SCAMP5	0.816
RUNDC3B	2.23525
ADAMTS20	-0.453
IL17RB	0.280625
FLJ20323	-0.84675
MCAM	-0.4315
POLR3E	-1.5135
AQR	0.0261666666666667
IPMK	0.9705
CDCA7	-2.351875
CAMP	3.06625
GRHL3	1.2395
ADAMTSL2	1.99466666666667
CLMN	0.684166666666667
SSTR3	0.642
MAGEA5	0.411333333333333
OVOL2	4.348
JMJD1B	-0.3485
RBL2	0.3826
PYGO2	0.5725
PPP1R10	0.0618333333333333
CSE1L	-0.0845
LCA5	0.725
RDH16	-0.0275
ASRGL1	-0.104
TOM1	0.960333333333333
PTX3	-6.493
TTC15	-0.20275
SCGB3A1	3.59516666666667
MRPL50	-1.228
RCAN3	0.73175
SLC26A11	1.49675
STYX	-0.1145
CINP	-0.58775
MARCH7	-0.8495
PFKM	-0.0798333333333333
SGMS1	0.589833333333333
RIOK3	-0.1611
C1orf110	0.2995
CES7	-0.790714285714286
LOC440248	-2.66325
PPP1R12C	-0.4395
C10orf27	0.394
ATG9A	-0.6195
MRPS26	0.3755
TMEM40	2.242
ELP3	-0.7563
ZNF787	0.7435
HIAT1	0.0625
C8orf34	2.12266666666667
MGC4655	0.2568
PELI1	-0.2185
PPT1	1.5985
SLC35C2	0.0435
C6orf125	0.238
MUC4	-1.8385
RFC4	-1.67542857142857
GNB2	-0.129166666666667
NUP50	0.425785714285714
SULT4A1	-2.09066666666667
C7	1.1315
CCDC130	-0.6945
ARRDC4	-0.43625
RQCD1	-0.31925
GLYCTK	-0.4245
AYTL2	-1.36227272727273
MTUS1	0.3977
LEMD3	0.230833333333333
PLEKHF2	2.2755
HOXA7	0.205375
GTF3C2	-1.344
DYNLRB2	5.13475
CNOT10	-0.59175
MR1	-0.307166666666667
FFAR1	-0.1325
PRIC285	0.309
SLITRK6	0.079
LIX1	-2.2137
UBE1L2	-0.488583333333333
F8	-0.325375
ACHE	0.7335
KPNA5	-0.76725
TNFRSF12A	-0.966
EGR3	0.7905
SERPIND1	-3.8265
OASL	1.14375
IFRD1	-1.729375
WDFY1	-0.0416666666666667
ZNF267	-0.115875
ACCN5	-0.206
ZBTB6	-0.531
PPP1R3A	0.439
PRRT3	1.858
FBXL19	-0.6175
TXNIP	-0.168857142857143
ACTN2	1.546
ATG9B	-0.524125
C9orf117	1.287625
IL27	-0.1915
RPL36AL	0.0165
KLK15	-0.401
CHAD	2.984
RAP2B	0.2519
HEBP2	0.56475
ZNF342	0.925
CAMK2G	-0.3745
TLR3	1.31475
FGF14	-0.24
HMGB2	-0.712125
TRPM5	4.50716666666667
OR5M11	0.305
KIF3B	0.712210526315789
PRICKLE2	0.83525
MTMR9	-0.79
C3orf27	0.00875000000000001
GLRA3	1.36333333333333
NSDHL	-0.015
TMEM32	0.497
POLR2D	-1.13766666666667
MYADML	0.218
C9orf114	-0.398
MRGPRX1	0.79
TOPORS	0.09175
CLDN19	-0.6515
C1QL4	-0.6775
RNF165	-1.8725
DHRS9	0.32925
DNAH2	-1.05433333333333
FXR1	-1.543
ZMYM3	-1.211375
CASP3	0.1985
FAM120C	0.181625
SCLY	-1.18325
CA7	0.753
ENTPD5	-0.617333333333333
ZNF461	-0.393125
PDIA5	-0.47
C1orf19	-0.462666666666667
TMEM67	0.85325
KCTD20	-0.827
WDR47	0.7565
FLJ38723	-1.5925
KLRF1	1.64466666666667
TAS2R16	1.157
CLDN12	-0.25275
PRKCE	-0.7065
UBXD4	-1.469
ITGAM	3.0355
GLT8D3	0.11975
WDR31	0.9441
RGS2	1.256
OR51L1	-0.134
MST1R	1.05075
KIAA1737	0.3595
OR4A5	0.072
GLIS1	-2.1375
PTMA	-0.166571428571429
NAPA	1.84225
PRDM11	-0.14975
LIPF	0.085
DIRAS3	-0.74525
ASGR2	-3.9575
C1QTNF4	1.6745
PIK3R4	-0.191166666666667
ARMC3	3.41625
NDUFV3	0.608583333333333
BTBD3	-0.793166666666667
PPP1R2	0.121583333333333
UBE2NL	0.11175
FOSL2	1.65685714285714
FAM119A	-1.06266666666667
TUBA4A	-1.2225
KRTAP12-1	0.4125
SFRS2	-0.60775
RHPN1	0.5862
EEF2	-1.289
ZDHHC11	-3.246
EPHA3	-1.6338
RBM12	0.28975
H2AFJ	3.2265
EDIL3	2.842
KIF26A	-1.32875
SERGEF	-0.66625
B3GALT4	2.66475
LOC90925	1.71666666666667
OSCAR	1.355875
NPFF	-0.69325
DEDD	0.45375
TMEM155	-1.502125
PTPN1	1.57025
SCYL2	0.406833333333333
SKAP1	0.20925
LEAP2	-2.67666666666667
GADD45G	1.01
IFITM3	0.72425
PILRB	-2.47983333333333
SLU7	-0.310125
DSC3	0.189
DNMT3L	-1.79225
PAPD5	1.011875
B3GNT3	-0.3055
LHCGR	0.296
MSL-1	-0.105
UBE2S	-0.97075
SAP130	-0.346
ANAPC11	0.93075
MAGED4B	-1.6025
ATP6V1B2	0.404
C14orf179	0.910875
CAPZA1	-0.481625
CDYL2	1.07383333333333
GLRX3	-0.682166666666667
LOC136288	-0.09275
MOBKL1A	-1.18275
HTR2B	3.89625
CRYGD	0.0426666666666667
NUS1	-1.30416666666667
PGRMC1	-0.5995
MYOM2	1.48675
FLJ39653	-1.45433333333333
CHM	-0.3268
OR5M8	-0.867
ZNF619	-0.042
FAM105A	0.7675
CCNL1	-1.712375
NAP1L3	0.2765
C10orf57	1.53266666666667
B3GALNT1	1.19016666666667
CSN1S2A	0.253
TCP10L	-1.299
GDAP2	0.159
DMKN	-2.70733333333333
COX6B1	0.61325
DNASE2	0.636166666666667
MSH5	-2.0255
LGMN	0.010625
USP31	-0.3027
OR13C8	0.702
SDCBP	-0.0851
NUDT11	-2.10866666666667
PYGL	-1.24883333333333
SNPH	-1.12683333333333
B3GNT4	-0.5465
MIZF	-0.913
NUBPL	0.789
NOD1	-0.339333333333333
CDH22	-0.700625
NUBP1	0.190166666666667
DSCAM	-3.366
DGKI	0.5395
FAM136A	-1.22975
AKAP1	-0.108833333333333
SLC16A6	0.1925
RIN3	0.80475
PSG2	-0.1855
DIP2B	0.0969166666666667
PSORS1C1	-0.48
KIAA0495	-1.423
FLJ90709	-0.705333333333333
LPA	-0.0781666666666667
PIGA	-0.6775
LY75	1.56916666666667
UTS2	-2.773
RREB1	0.309
GALNACT-2	0.2895
MGC3196	0.411
FLJ31568	-0.153
LPHN1	-0.194375
SP1	1.68675
TOX4	0.677166666666667
HSPA9	-0.3818
APOBEC1	-0.2515
SLC35E4	-1.475
LSM5	-0.645
SURF1	0.225
ZBTB1	-0.401083333333333
GTF2F1	-0.33725
RPS15A	-0.402571428571429
DUSP21	-0.611833333333333
GINS4	-2.71116666666667
MYO15A	-0.267833333333333
GIMAP7	3.30125
MGC13379	0.26275
ATP6V1E2	-1.413
UTP3	-0.05175
HNRPA3	0.02125
MT4	-0.951
C14orf155	0.813
U1SNRNPBP	1.1165
CKLF	0.777
PLEKHN1	-0.100833333333333
MBNL1	-0.374083333333333
NUP160	-1.694
ACSM2A	-1.567
LOC129881	1.43575
KIAA1529	-1.03225
FLJ22639	-1.59375
HAND1	-1.401
GSX1	0.456
FGA	-5.03393333333333
SERPINB1	-0.8995
ZNF642	0.28075
IGFBP1	-8.0335
SLC1A1	-0.91275
DHX57	-0.51475
ZNF766	-0.132
PTPN21	-0.4487
GDPD3	3.05016666666667
PNPLA5	0.1155
TBR1	1.10583333333333
FAM116A	0.0455
IQGAP1	0.61575
FOS	-1.065125
ZNF226	0.44025
FIGNL1	-0.705
C14orf1	-0.145166666666667
ZMYND17	0.6585
PUS7	-1.12383333333333
TUBB6	-1.029
KCNQ2	-1.772
MARCH6	-1.27558333333333
CCDC33	0.3285
PRODH	-1.28025
RBM11	-0.17325
EPHA6	0.23075
SLC43A1	-0.79025
LOC196541	0.18475
NTN1	2.15775
ING4	0.81925
PCDHB10	0.47525
DPH2	-0.899166666666667
SPACA4	0.24075
FBXL21	-5.2595
DIAPH1	-1.22
ZNF71	0.309333333333333
CEP76	-0.7665
CORO1A	-0.2855
RRM2	-1.851875
EDG4	0.31025
OS9	0.2335
SLC4A1AP	-0.034
COG5	-0.464
COPS8	-0.00799999999999999
NGLY1	-0.709
NCBP2	-0.6255
C17orf42	0.731
GPSM3	1.632
SIL1	0.2945
ASB6	-1.072
SMAD5OS	-0.438333333333333
UNC93A	-3.318375
A1BG	0.875
C21orf62	0.1415
FMO5	-1.53483333333333
ATRIP	0.283666666666667
CEBPG	0.147166666666667
C7orf38	-0.405333333333333
TNFRSF1B	0.810833333333333
CLEC1A	1.25516666666667
IQSEC1	0.3395
PATZ1	1.3132
RBM22	0.586625
BAG2	-1.39516666666667
PAQR5	-2.14733333333333
C9orf127	-0.4031
THNSL1	0.3085
SHROOM3	2.273
JAM2	1.781
SNRPN	-1.6595
ALX4	0.39
CACNA1S	0.2015
FAM130A1	0.34
CORIN	2.4695
CD300LB	0.6315
PLEKHG6	0.977
LRRC40	-0.47775
PCLKC	-1.22
PCDHB16	-0.036
WNT2B	0.835333333333333
ASNS	-1.96977777777778
MRPL49	0.068375
FLJ46111	1.4705
ISG20	0.51575
SMU1	-0.985333333333333
CASZ1	0.1745
POLR1D	-0.7015
GIN1	0.0565
SNAG1	0.286166666666667
ANKRD29	-1.836
CDKN2AIP	-0.2255
KRR1	0.64725
CXCL1	-4.80116666666667
EPM2A	-0.7115
PC	0.122166666666667
DEFB127	0.9595
PDZRN4	0.894833333333333
FAH	0.663125
OR51E1	2.3955
CDC2L6	-0.035
DNTTIP1	0.212
PAX8	0.28925
TMEM116	0.10725
C1orf150	1.019
PRO2012	0.066
MRPL40	0.815833333333333
BEX1	-3.7531
SLC2A4	-0.855166666666667
PKMYT1	-0.3165
FEZF2	-0.3515
SLC26A9	-2.33525
MAP2	-0.152
LYL1	-0.8255
SLC25A19	-0.0476666666666667
NOS3	-0.109
ZNF34	1.39033333333333
TMPRSS11F	0.0406666666666667
FAM43A	-0.12875
FCRL4	0.737666666666667
KLF14	0.8435
FLRT2	0.1695
WRN	-1.98975
SDF2	0.9561
KRT8P12	1.07275
C6orf195	-0.238
C9orf125	-1.65683333333333
DZIP3	0.335375
RIT1	0.236083333333333
SCML1	-2.79166666666667
RHBDF2	-0.13175
OR2G3	0.918
REXO1L1	-0.6465
MAP3K7IP3	-0.61325
C3orf57	-3.30825
FBXW11	-0.942166666666667
ETAA1	-0.78375
C14orf131	-1.079
AKT1S1	0.09975
SLC12A5	-1.145875
C9orf164	0.33375
NRIP3	0.17225
NOS1AP	-0.572
TMEM121	0.872
SAP30BP	0.0969
DGCR6	0.89275
WDR76	-0.661
FAM82B	0.0766666666666666
LOC606495	-0.3585
MAP9	0.533916666666666
BCDIN3D	1.03575
CXorf36	3.632
DSCR3	-0.0714
ZFAND3	-0.06725
C7orf43	0.161
SPSB3	0.3722
C19orf19	0.47175
FAM133A	-2.726625
C12orf25	0.62475
SLC39A3	0.1355
DISP2	0.24225
PI4KAP2	-2.65
MKRN3	-2.4775
ADAMTS13	-1.06875
CBLN3	0.3754
TTYH1	-0.7685
C3orf18	-0.19875
FLJ13236	0.31975
ZMYND12	4.2205
C18orf25	-0.077125
GLB1L3	-0.7235
ATP13A5	0.6675
RANBP10	-0.215
CD96	-1.113
DENND1C	0.11025
RBMS3	0.1763
SLC41A3	-0.315833333333333
DGCR6L	0.72425
TMEM128	0.766166666666667
CSNK1G3	0.617142857142857
MOBKL2C	-0.04525
TSPAN6	-0.242125
MATN2	-2.1147
MSL2L1	-0.529833333333333
ST6GALNAC2	0.1665
FGFBP2	-0.8205
FGL1	-5.76483333333333
MPP3	-0.947166666666667
ARHGEF6	0.373833333333333
TGFBR2	0.0345
ACMSD	-0.35325
IL33	1.68975
C9orf5	-0.952666666666667
DEAF1	-0.1432
AMN	0.3005
DEFA6	-0.0245
RNF212	-1.3625
METT5D1	0.161333333333333
CIB1	0.3396
TSSK1B	-0.4455
KIAA1727	-0.177
ZNF680	0.168833333333333
LOC399900	-1
LOC152217	-0.13425
CTNNAL1	-3.1115
CIT	-0.907666666666667
TLE6	0.07175
ZNF607	-0.04275
HERC4	-1.29933333333333
DRAP1	-0.3263
PEMT	0.95175
C10orf111	-0.513
ZNF575	1.479875
KCTD7	-0.50275
MYO1F	0.735625
LOC285382	1.79775
RAB11A	0.3881
PLCD3	-0.53125
C15orf28	-0.1485
PTBP2	-1.340875
CTB-1048E9.5	0.679125
C19orf60	0.389833333333333
C7orf25	0.129666666666667
SETD7	1.025625
HOXB9	-4.329
VANGL1	-0.5920625
CHAF1B	-1.0955
NDUFA3	1.297
KIAA1328	0.277
SHARPIN	0.896875
TTC23	0.13875
UGP2	-0.01375
ANKIB1	-0.0502
CIRBP	0.0884285714285714
SEC14L4	-3.22116666666667
OVCH1	0.0498333333333333
VPS52	0.866
FAT	-0.43225
M6PRBP1	-0.2315
GPRIN3	0.668
PPM1F	-0.7845
TSR1	-0.2045
CCDC85A	0.64675
PCSK5	1.077
ZFHX3	0.876
HEMK1	-0.4217
PGBD2	-0.046
RSRC2	-0.3625
AURKC	-1.155
SCRIB	0.320125
ORM2	-4.53016666666667
FAM115A	-0.1744
FZD6	0.4925
UNC119	-0.0421666666666667
GPX3	-0.5194
NOV	-0.34675
CABC1	-0.014
CDC42SE2	-0.470375
EIF2S2	-0.5265
RNF130	0.83575
CKAP5	-1.0085
RP11-413M3.2	1.024
C10orf18	0.7903
TMEM93	0.44275
DYX1C1	1.4905
KCNMB2	-2.491
ANK3	1.10516666666667
KRT5	-1.0906
CDH12	-1.749375
QRSL1	-0.735
JUB	-0.254
SHC4	-1.98475
CCL15	1.57583333333333
CCDC22	0.223
SNX24	-0.28725
RARS	-0.5335
MORC2	0.19375
FAM48A	-0.94925
MT1H	1.447
PPP1R14C	-2.97316666666667
FOXD1	-1.56057142857143
C1orf213	-2.659
AMT	-0.4714
DSN1	-0.046
PTPLAD2	2.71975
DIS3L	-0.68575
RASL11A	-0.252
GPRC5B	0.57075
FRMD7	-0.439
STRN4	0.98425
KITLG	2.172
HDGF	-0.18425
OR1S1	0.3105
SETX	-0.0506
DDR2	0.95725
KCTD12	2.4225
LYZL2	1.0105
WDR52	-0.829
TMEM2	-0.101875
ZNF579	1.25616666666667
LOC200810	0.3805
TNFSF9	-1.469375
PPFIA4	-3.4135
CNIH3	1.26616666666667
MAP4K4	-1.31135714285714
ROD1	0.292714285714286
ALS2CR12	-1.0105
DOCK3	-0.804333333333333
PAQR9	-4.63925
ASB17	-0.0296666666666667
STX16	-0.72475
FEZ2	-0.576166666666667
DLAT	-0.0703333333333333
KIF21B	-1.46983333333333
CDC5L	-0.3665
TMEM119	1.6355
CRIP3	-2.85525
TPSD1	0.3285
TEPP	0.5995
GNGT2	1.45175
C21orf121	0.0645
WNK1	0.583166666666667
FLJ10490	1.8981
OR51B5	-2.954
LOC203547	-0.377
HAS1	0.139
PPA1	-0.656166666666667
ST7	-0.453
C11orf46	0.2167
POPDC3	-3.65733333333333
ACOX2	4.8105
ATCAY	-0.189583333333333
TM4SF19	0.41125
MFSD9	-0.484333333333333
PDHB	0.56225
ERN1	-0.2995
LCE3C	0.6035
GPR111	0.2145
NOTCH3	2.3965
ADAMTS5	2.53875
B3GALT1	-0.731666666666667
UGCGL1	-0.3145
FAM58A	-0.155166666666667
FBXO32	1.52125
CLPP	-0.41025
NXPH1	-2.54025
MTMR3	1.20066666666667
ATP1B3	-0.87025
TMEM16A	4.963625
HIST1H3F	1.55233333333333
TRIM25	-0.684166666666667
SDCBP2	-0.3195
CRKL	0.570125
HOXB2	0.742
ANP32B	-0.825125
GATM	2.125
AP4E1	-0.1025
EDG5	0.336
CDKN3	-0.749833333333333
CDH4	-1.77325
PGD	-0.796
RND1	0.915
GAD1	-3.1887
MPG	0.060875
LOC440350	-0.5545
ZNF133	0.164
SERPINB12	-0.4255
AMELY	0.2638
DHX36	-0.80725
TNFAIP8L2	3.23883333333333
PHTF2	-0.0621111111111111
CCDC112	-0.721166666666667
IQCC	-1.13575
HEYL	3.55733333333333
FTSJ2	-0.620166666666667
APPL1	0.56525
RAB43	-0.242071428571429
OR10G2	0.5385
WAC	0.679333333333333
ADCY9	1.67375
RUNDC2B	0.316166666666667
PYCRL	1.5634
AGPAT7	-0.084
SLC22A9	-1.1135
CDKAL1	-0.5395
PDYN	0.116833333333333
C20orf74	0.3045
MTMR11	-0.1705
VAV3	4.20225
DAPL1	-1.14425
STXBP3	0.37075
EIF3G	-0.6565
ARHGAP22	-0.869
NPFFR1	0.1855
NPC1	-0.564333333333333
ALDH9A1	0.322833333333333
ZNF600	-0.1875
ZNF678	-0.145166666666667
RASSF1	1.10316666666667
ADD2	-2.4975
PITPNB	0.600625
PKD2L2	0.159
LRP11	-0.666
CDKL1	-0.69925
SMEK2	0.12525
PRODH2	-3.16066666666667
C11orf54	0.979833333333333
SFRS11	-1.53166666666667
IL7	0.303
ALS2CR16	0.83175
BTG3	-2.122
PAK2	-0.0301111111111111
RP11-679B17.1	-0.45225
GATA4	-1.7465
ATP2B1	-0.7695
LOC130940	1.6935
C1orf172	2.0345
ATF7IP2	-1.104
SLC25A43	-0.353333333333333
CENTG3	-0.315083333333333
IGF2BP1	-2.2777
FCHSD1	0.377
CAMK2N2	2.10466666666667
ELAVL3	-0.3657
NBPF15	-0.978333333333333
UBE2J2	-0.263833333333333
GNL2	-1.252
PRR3	-0.6126
NLF2	1.824
OR4F6	0.787
KLHL24	0.270666666666667
CCDC88A	-1.3119
SGPP1	-0.362333333333333
C10orf11	-0.2395
SLC35B4	-1.51533333333333
UGT3A2	-1.173
ARNT2	-1.4937
CBR1	-1.861375
ITPR3	-1.31416666666667
TRAPPC6B	-0.5287
AMZ1	2.6285
ARP11	2.0185
WDSUB1	-0.0425
APBA1	0.738833333333333
RAB2A	1.6923
C6orf162	-0.699125
HPSE2	0.4355
PLCE1	-1.29075
INSL3	-0.06575
DLG1	-0.3699
PTPLA	-2.78975
PIGX	-0.251125
TFIP11	1.07083333333333
FIBIN	3.9205
POLR2G	-0.069
GRAP2	-1.974
DNAJB8	0.08925
CNBP	-0.637166666666667
WASF1	-1.51275
INPP5E	-1.3328
HSPB1	1.61
TMEM167	0.1167
CUBN	0.0745
IGF1	3.0709375
ITPK1	0.5331
NAALAD2	-2.23
G3BP1	0.1486
NT5DC1	-0.5515
CYP39A1	-1.271
TMEM139	1.57808333333333
POLK	-0.134875
GLULD1	-1.04725
RBM15	-1.00916666666667
AMZ2	0.31675
GDF15	-3.016
MESDC2	-0.65825
INCA	0.491
ACY1L2	-2.381
GZMM	-0.589833333333333
PAIP1	-0.20675
CACNA2D1	0.00175
STK32C	0.0261666666666667
SH3BP4	0.375833333333333
DEC1	1.123
PADI1	0.2495
UBB	0.8385
PON3	-3.529
PROP1	0.444
ANKRD13B	0.64
ADCK1	-0.793
TCF25	0.525833333333333
SLC38A5	-1.87825
CXorf26	0.812166666666667
C19orf39	0.6285
PPP1R13B	0.67725
ARL2	-0.1915
TCL6	-0.302833333333333
TOP3A	0.148
SLC16A14	0.145375
FXYD6	2.28233333333333
HIST1H4E	0.955
BBC3	0.335210526315789
UNC5A	0.478666666666667
FAM86C	-0.0593
PI4KB	-0.218875
B3GAT1	-3.10275
SUSD2	2.62666666666667
OAZ2	-0.332333333333333
NOC4L	0.72725
C10orf12	-0.577
FADS1	-1.19466666666667
LOC144097	-0.24
DKK2	0.8935
KIAA1949	-0.07075
RHOT1	0.6873
OXT	1.729
GPR153	1.853
ARL4A	-1.54583333333333
SAAL1	-1.543
CCDC64	-0.2395
USE1	-0.138166666666667
HNMT	0.360166666666667
PCGF3	-0.0455625
CYP2C19	0.1905
C20orf4	0.891
CCDC11	1.97
ACSBG2	0.11325
RWDD2A	0.083
PALLD	2.653875
CPLX4	-1.3245
