Hybridization REF	TCGA-C8-A12Q-01A-11R-A115-07
SMARCD1	-0.409333333333333
ZFP106	-0.41475
ZNF347	0.4577
GTF2E1	0.5195
RY1	-0.347
ATAD2B	0.5235
ARHGAP17	0.1993
KCNIP3	-1.353
SFPQ	0.25325
GFRA4	0.227166666666667
AKR1B10	1.30975
TIGD6	0.909833333333333
RGS16	1.911875
URB1	-0.9085
OR4C46	2.63366666666667
TOP3B	-0.92025
NFATC4	-0.143
CA14	-4.74425
BMPR1A	0.614
SNRP70	-0.84475
PRL	0.43325
C6orf130	-0.4195
STAG2	0.2545
CD55	-0.347571428571429
RPS23	-0.127
SSX2	-1.92833333333333
FDPSL2A	0.4975
FBXO27	0.191875
SYNGR3	-1.81766666666667
TMSL3	1.248
EML1	-0.421
NUP93	-0.206666666666667
SMAD3	-0.6851
KIAA1189	0.688
HNRPUL2	0.619
TBC1D12	0.913333333333333
C16orf24	0.827
MRVI1	3.89866666666667
ZNF581	-0.847833333333333
ELOVL3	1.9715
OR51Q1	0.399
CACNB3	1.27933333333333
GALNT13	0.69875
C10orf84	0.574625
NEDD4	-0.1957
SPO11	0.4655
OR5AU1	0.298
NEK4	-0.3525
PRKAR2A	-0.760166666666667
IHPK1	-0.646
ATP6V0B	0.980125
CACNA1E	0.707
CEACAM8	0.511833333333333
PEX14	0.073
FLJ12993	-1.1545
ZBTB38	0.682
PCTK2	0.949333333333333
LRRC16	0.9216
FBLIM1	0.669416666666667
FYCO1	0.963
RP5-1022P6.2	1.3165
CMTM1	1.00633333333333
PLTP	0.615666666666667
RAPH1	1.948625
DOCK8	0.977875
EZH2	-0.7272
SLC25A1	0.194166666666667
PLEKHB1	0.9392
GRB7	3.3974
ZFP37	0.24225
MRPL33	-0.3395
PELO	0.24125
ARMC1	0.306727272727273
C9orf27	0.80675
FLJ25778	0.4635
C9orf37	-1.858
TMEM66	0.94825
SPRN	0.302125
HBEGF	0.38925
PI4KA	-0.7045
LEPRE1	0.0435
POU2AF1	-1.634625
MRPL12	-0.705833333333333
REP15	0.268
ZC3H3	0.547
RASAL1	0.4535
DDAH1	0.18975
ACBD5	0.704125
TMC2	0.053
CCDC137	0.18725
SAMD13	0.0873333333333333
UGT2B15	0.712666666666667
TIPARP	-0.35125
DNASE1L3	0.88675
TRIM72	0.4195
DBX2	1.48225
IPO8	0.328
C21orf88	-1.4335
MAP3K14	1.0045
LOC51233	0.358166666666667
GGTLA4	2.27025
PDE6D	0.691
ZNF117	1.05275
CLK2	-0.92
NKRF	-0.40725
TNFSF15	0.8504
DUSP2	-0.743625
SECISBP2	-1.1868
GABRR2	-0.6715
PPAP2C	1.0725
LOC51145	-0.357
PAG1	-0.334375
PIK3C3	-0.39275
GNG10	0.069
APOL4	0.8245
ANKRD28	-0.537375
STMN3	-1.6931
RAB14	0.329
CDK2AP2	1.72175
HDDC3	-0.473
COMMD7	0.75525
CXXC1	-0.5765
HMCN1	-0.0946666666666667
CD40	0.9635
DYNC1LI2	0.783125
GDI1	0.8575
LOC646938	-0.5065
VSNL1	-2.08766666666667
PIH1D1	-0.405
RAET1G	-1.7005
KRTAP5-9	-0.137
EFTUD2	-1.22225
ZNF311	-0.6075
ATP6V1G3	0.18175
OR2W3	-0.681
SCN4A	0.26
MED10	0.122625
FAM135A	-0.7942
ARHGAP4	-0.465
EHMT2	-0.234375
UFD1L	0.39225
ERMP1	0.1285
MAG1	-1.01033333333333
THAP8	0.102333333333333
HACE1	-1.10166666666667
FAM82C	0.886
C3orf20	-0.131
UNC84A	-0.584666666666667
SCD5	-0.315214285714286
LASS6	2.28675
LSG1	1.4215
MAL	-4.66675
GPR22	0.4435
WDR5B	0.81425
ACTRT1	0.3185
C17orf60	0.6875
GRIN2C	0.1449
ARMC8	-0.2555
SLC47A1	-1.26783333333333
DMPK	0.666
DHRS13	-1.33866666666667
SMC1A	-0.419
KRTAP17-1	0.44775
SMYD5	-0.25375
TUSC2	-0.04375
CRHR2	0.3775
KIR3DL2	0.3505
CCDC104	-0.13475
ATP2C1	1.275125
CROT	2.28725
PABPC3	0.0765
EGR1	-0.3055
THSD1	0.5325
KHK	-1.60025
SLC12A2	0.8896875
CD58	-0.4115
STOX2	-0.987666666666667
CCDC76	-0.4105
CCDC48	2.843
DNAH1	-0.435333333333333
ZIC4	-0.511875
OR1G1	0.282
PSMC6	-0.101833333333333
PROKR1	0.2145
ABCB1	-0.372125
TRAT1	-0.61025
LLGL1	-0.285
MTF1	1.91225
USP54	1.433375
PAGE2B	-1.6195
ITGB7	-3.238
CCDC81	1.0415
LOC149837	0.56325
SCUBE1	-0.358
ZSCAN10	0.4435
HUWE1	0.590142857142857
CDH17	0.0115
CD180	1.2455
IL17A	-0.132
TMPO	-0.79925
KIAA1524	-1.095
HDGFRP3	-1.37116666666667
OXCT1	-0.589
RRAS2	-1.43116666666667
LTBP2	2.7446875
SV2B	1.82766666666667
CYP2A6	0.1315
PKD1L2	-0.294833333333333
PPM1M	0.22075
FLJ22662	1.24883333333333
ZNF502	1.1395
GP6	-0.95825
CRYBA2	-0.42125
LEF1	-2.1794
CTPS	-1.89057142857143
EYA1	-3.14466666666667
EPS8L1	1.541
MAPK14	-0.12375
SERPINB2	-5.4495
GTF2F2	-0.3395
ZNHIT4	-0.0735
PLA1A	-0.07
C20orf114	3.8225
HPR	-3.277
C18orf2	-3.46333333333333
SATB2	-2.11725
KCNJ9	-0.178714285714286
MGC157906	0.767
MOCS3	0.20125
C17orf71	-0.0806666666666667
PPHLN1	0.108
HIST1H2BN	0.083375
RAPGEF1	0.01625
MAP3K8	0.338
DLG4	-0.645333333333333
STC1	0.8335
CDGAP	1.7685
DDX26B	-1.4385
LOC150223	-0.9365
CPSF3	-0.807166666666667
TMEM14A	1.0545
MYH3	-2.88975
GPKOW	0.71125
SULT1A1	0.3635
SPON1	3.6841
YY1AP1	0.103333333333333
RAB23	0.309
PLA2G4A	-3.486
MAPRE3	0.4475
ZNF516	-1.34228571428571
GGPS1	0.11975
EXOC3L2	-0.203625
C19orf42	1.4325
MAP2K2	-1.068
HIST1H2BB	0.6565
RNF19B	1.63366666666667
C6orf128	1.1195
TLR8	2.96325
PCDHA9	2.4165
CARS2	-0.634375
CLUL1	0.151166666666667
RHAG	-3.99983333333333
UNK	-0.4185
EXOC8	0.3569
C9orf95	1.08975
C14orf143	0.236333333333333
MAML3	0.158625
LDHA	-2.21625
MRPL20	0.46375
KLHDC6	0.581666666666667
ATP5S	-0.235333333333333
C8orf55	0.9275
PHF19	-2.3535
KRTAP13-4	0.561
TTC5	0.0815
XKR5	-0.7415
SILV	-4.18733333333333
TEX28	-1.295
TCTN1	0.4985
CX40.1	0.045
PPP2R5C	0.64175
C12orf30	-1.05983333333333
CAPG	1.76075
MPZL1	1.5421
ARSB	-0.943333333333333
TDH	-2.278
WASF4	1.815
TSSK3	-1.15383333333333
7A5	3.0205
CRISPLD1	0.5065
MAD1L1	-0.586166666666667
SPIN4	-0.456166666666667
AMPD1	1.72875
DPYSL5	0.147
INPP1	-0.525666666666667
ANKRD11	-0.637611111111111
NPAS4	-0.0975
GCET2	0.3093
RNASE9	0.2555
GUCY2D	0.223833333333333
CCDC98	-0.1265
FGF4	0.081625
CPM	1.00466666666667
SLC26A4	1.10616666666667
PLD5	0.09025
FAM59A	1.3379
FBXO5	-2.16466666666667
SIPA1L1	-0.5965
DPYS	0.61675
ATG4D	0.5605
TGM3	1.0085
MTCH1	-0.048
HK1	0.192428571428571
CDC26	0.169
GALNT12	-2.84466666666667
LOC339229	-0.15375
MRPL35	-0.539
ORC4L	0.170625
TNKS	-0.505142857142857
C2orf24	0.485
ZNF553	-0.262833333333333
GGTLA1	2.8245
ZNF497	-0.066
CDY1B	-0.10675
SLC30A4	0.35075
TUB	-1.160875
ARHGEF18	-0.77425
ARRB1	0.424
KCNK1	0.96125
EREG	-1.6751
SCAMP5	-0.022
RUNDC3B	2.2085
ADAMTS20	-0.44
IL17RB	-1.599
FLJ20323	-0.353
MCAM	0.383625
POLR3E	-1.71141666666667
AQR	0.0793333333333333
IPMK	2.03
CDCA7	-3.719125
CAMP	3.4635
GRHL3	-1.17425
ADAMTSL2	1.48933333333333
CLMN	1.125
SSTR3	0.338
MAGEA5	-1.32883333333333
OVOL2	3.67025
JMJD1B	0.25925
RBL2	0.0037
PYGO2	0.83575
PPP1R10	0.239833333333333
CSE1L	-1.08
LCA5	1.2155
RDH16	1.40475
ASRGL1	2.043375
TOM1	1.0375
PTX3	-5.06875
TTC15	-0.05875
SCGB3A1	1.33566666666667
MRPL50	-1.64
RCAN3	1.305
SLC26A11	0.708
STYX	0.333333333333333
CINP	0.54475
MARCH7	0.59875
PFKM	-2.382
SGMS1	1.919
RIOK3	0.4581
C1orf110	-0.5065
CES7	0.60425
LOC440248	-1.75025
PPP1R12C	-0.4245
C10orf27	0.3405
ATG9A	-0.5775
MRPS26	0.703625
TMEM40	3.00175
ELP3	-0.504
ZNF787	-0.00269999999999999
HIAT1	0.646375
C8orf34	0.893
MGC4655	-0.6521
PELI1	0.5215
PPT1	1.289
SLC35C2	0.0803333333333333
C6orf125	0.07375
MUC4	-1.41
RFC4	-2.04042857142857
GNB2	0.464333333333333
NUP50	0.138714285714286
SULT4A1	-0.405
C7	3.7785
CCDC130	0.0983333333333333
ARRDC4	0.2065
RQCD1	0.007
GLYCTK	-1.2675
AYTL2	0.510818181818182
MTUS1	1.0784
LEMD3	0.0675
PLEKHF2	1.7445
HOXA7	0.28175
GTF3C2	-0.635
DYNLRB2	1.99575
CNOT10	-0.46275
MR1	1.0035
FFAR1	0.37375
PRIC285	0.3405
SLITRK6	4.54925
LIX1	-2.5377
UBE1L2	0.589583333333333
F8	1.286375
ACHE	-0.0769999999999999
KPNA5	0.42425
TNFRSF12A	-0.659333333333333
EGR3	-0.7775
SERPIND1	-2.86333333333333
OASL	1.394
IFRD1	-0.089125
WDFY1	0.446166666666667
ZNF267	0.853125
ACCN5	0.4935
ZBTB6	-0.007
PPP1R3A	0.0765
PRRT3	-0.20725
FBXL19	-0.007
TXNIP	1.184
ACTN2	-2.52075
ATG9B	-0.368625
C9orf117	0.5585
IL27	-1.109
RPL36AL	-0.1015
KLK15	-0.00524999999999999
CHAD	0.8305
RAP2B	0.7751
HEBP2	1.6625
ZNF342	0.94
CAMK2G	0.1325
TLR3	0.89725
FGF14	0.2825
HMGB2	-1.505
TRPM5	-0.163666666666667
OR5M11	0.1225
KIF3B	0.985578947368421
PRICKLE2	0.09475
MTMR9	-0.489125
C3orf27	0.47575
GLRA3	-1.21783333333333
NSDHL	1.20383333333333
TMEM32	0.509
POLR2D	-0.9215
MYADML	0.2635
C9orf114	-0.48875
MRGPRX1	0.4815
TOPORS	0.0705
CLDN19	0.13675
C1QL4	-0.227
RNF165	-0.6455
DHRS9	1.08575
DNAH2	0.0631666666666667
FXR1	-0.893166666666667
ZMYM3	-1.818375
CASP3	1.01533333333333
FAM120C	-1.0915
SCLY	-0.7325
CA7	0.1595
ENTPD5	-0.392333333333333
ZNF461	-0.295625
PDIA5	0.7335
C1orf19	0.044
TMEM67	-0.00625
KCTD20	-0.4585
WDR47	1.2675
FLJ38723	-0.0305
KLRF1	2.01683333333333
TAS2R16	0.2695
CLDN12	0.65725
PRKCE	0.15
UBXD4	-0.37475
ITGAM	2.73116666666667
GLT8D3	-0.2775
WDR31	-0.1556
RGS2	0.73375
OR51L1	0.3235
MST1R	1.587
KIAA1737	-0.01725
OR4A5	1.046
GLIS1	-1.37183333333333
PTMA	0.9265
NAPA	0.58925
PRDM11	-0.59025
LIPF	-0.3535
DIRAS3	1.412
ASGR2	-3.5695
C1QTNF4	0.51475
PIK3R4	0.236666666666667
ARMC3	1.05325
NDUFV3	-1.10008333333333
BTBD3	-0.106833333333333
PPP1R2	1.42616666666667
UBE2NL	0.12175
FOSL2	0.3635
FAM119A	-0.725
TUBA4A	0.0802
KRTAP12-1	-0.0645
SFRS2	-0.3855
RHPN1	0.0907
EEF2	-0.646
ZDHHC11	-0.542333333333333
EPHA3	-1.3004
RBM12	-0.89425
H2AFJ	-0.490583333333333
EDIL3	4.4465
KIF26A	-1.00725
SERGEF	-0.50075
B3GALT4	2.835
LOC90925	2.06266666666667
OSCAR	0.705125
NPFF	-0.82575
DEDD	0.495375
TMEM155	-0.73225
PTPN1	0.9105
SCYL2	0.9235
SKAP1	0.372
LEAP2	-3.28783333333333
GADD45G	1.6544
IFITM3	0.317625
PILRB	-1.11033333333333
SLU7	0.5096875
DSC3	1.65625
DNMT3L	-1.9075
PAPD5	0.912625
B3GNT3	-1.04183333333333
LHCGR	0.018
MSL-1	-0.237
UBE2S	-1.15125
SAP130	-0.41225
ANAPC11	0.269
MAGED4B	-2.2785
ATP6V1B2	0.0775
C14orf179	0.221375
CAPZA1	0.825
CDYL2	-0.704666666666667
GLRX3	0.237166666666667
LOC136288	-0.78975
MOBKL1A	-0.49675
HTR2B	3.39175
CRYGD	0.000499999999999996
NUS1	0.694166666666667
PGRMC1	1.8405
MYOM2	0.25
FLJ39653	-1.23866666666667
CHM	1.0389
OR5M8	0.2785
ZNF619	-1.323
FAM105A	0.48325
CCNL1	-0.996125
NAP1L3	0.1805
C10orf57	1.85816666666667
B3GALNT1	0.272833333333333
CSN1S2A	0.0175
TCP10L	-1.296
GDAP2	0.6085
DMKN	-1.00916666666667
COX6B1	-0.37325
DNASE2	1.14916666666667
MSH5	-2.5205
LGMN	0.32175
USP31	-0.4632
OR13C8	0.879
SDCBP	0.4185
NUDT11	-2.63233333333333
PYGL	-0.0226666666666667
SNPH	1.7655
B3GNT4	-0.7265
MIZF	-1.0134
NUBPL	0.407875
NOD1	-0.193833333333333
CDH22	1.015
NUBP1	-0.116833333333333
DSCAM	-3.375
DGKI	1.2195
FAM136A	-0.952
AKAP1	0.0415
SLC16A6	2.15675
RIN3	0.50175
PSG2	-0.0705
DIP2B	-0.26225
PSORS1C1	0.9944
KIAA0495	-1.144
FLJ90709	-0.3225
LPA	-0.508833333333333
PIGA	0.5735
LY75	2.17133333333333
UTS2	-5.77433333333333
RREB1	0.55625
GALNACT-2	1.1465
MGC3196	-0.32625
FLJ31568	0.10425
LPHN1	-0.000250000000000021
SP1	0.938125
TOX4	0.468666666666667
HSPA9	0.1661
APOBEC1	0.448
SLC35E4	-1.04675
LSM5	-0.353
SURF1	0.278
ZBTB1	0.667916666666667
GTF2F1	-0.660125
RPS15A	-0.628428571428571
DUSP21	-0.891
GINS4	-3.00466666666667
MYO15A	0.375833333333333
GIMAP7	3.63125
MGC13379	0.6905
ATP6V1E2	-0.165666666666667
UTP3	-0.24775
HNRPA3	-0.2610625
MT4	-0.4775
C14orf155	0.08825
U1SNRNPBP	0.235
CKLF	-0.2805
PLEKHN1	-0.7835
MBNL1	0.530083333333333
NUP160	-0.10975
ACSM2A	-2.2265
LOC129881	0.31875
KIAA1529	-0.24875
FLJ22639	-2.38375
HAND1	-1.643
GSX1	0.415
FGA	1.144875
SERPINB1	-0.05425
ZNF642	0.38425
IGFBP1	-7.320625
SLC1A1	1.988125
DHX57	-0.596625
ZNF766	1.647
PTPN21	-0.6878
GDPD3	0.528166666666667
PNPLA5	0.032
TBR1	-0.0301666666666667
FAM116A	-0.72125
IQGAP1	1.09775
FOS	0.388125
ZNF226	-0.212875
FIGNL1	-0.564333333333333
C14orf1	0.0966666666666667
ZMYND17	-0.1415
PUS7	-0.880166666666667
TUBB6	-0.7705
KCNQ2	-1.3955
MARCH6	0.35675
CCDC33	0.079
PRODH	2.677
RBM11	-0.4665
EPHA6	2.348375
SLC43A1	-1.40175
LOC196541	-0.26575
NTN1	0.28425
ING4	0.002
PCDHB10	1.881
DPH2	-0.3915
SPACA4	0.629
FBXL21	-4.4595
DIAPH1	-0.0173333333333333
ZNF71	0.799333333333333
CEP76	-0.2115
CORO1A	-0.60875
RRM2	-1.86825
EDG4	1.54525
OS9	0.201166666666667
SLC4A1AP	-0.00175
COG5	0.698
COPS8	0.28825
NGLY1	-0.20225
NCBP2	-0.202125
C17orf42	-0.677333333333333
GPSM3	0.4605
SIL1	0.446333333333333
ASB6	-0.61125
SMAD5OS	0.170166666666667
UNC93A	-3.652375
A1BG	0.146
C21orf62	0.85625
FMO5	0.716833333333333
ATRIP	-0.586666666666667
CEBPG	-0.831666666666667
C7orf38	0.377833333333333
TNFRSF1B	0.795166666666667
CLEC1A	1.6975
IQSEC1	-0.292875
PATZ1	0.6183
RBM22	0.832
BAG2	-2.39283333333333
PAQR5	-2.22116666666667
C9orf127	0.5782
THNSL1	-1.04075
SHROOM3	2.2715
JAM2	1.47875
SNRPN	-2.1495
ALX4	-0.215
CACNA1S	-0.5505
FAM130A1	0.56225
CORIN	3.095
CD300LB	0.877
PLEKHG6	1.0305
LRRC40	-0.363
PCLKC	-1.30625
PCDHB16	1.3735
WNT2B	-0.596666666666667
ASNS	-2.29822222222222
MRPL49	-0.586625
FLJ46111	-0.489
ISG20	0.5995
SMU1	-0.649166666666667
CASZ1	1.1265
POLR1D	-0.4395
GIN1	-0.38225
SNAG1	1.27683333333333
ANKRD29	-1.345
CDKN2AIP	0.11075
KRR1	0.32975
CXCL1	-2.89333333333333
EPM2A	-0.4221
PC	-1.21833333333333
DEFB127	-1.973
PDZRN4	1.585
FAH	0.5055
OR51E1	3.003
CDC2L6	1.04983333333333
DNTTIP1	0.07925
PAX8	0.0855
TMEM116	0.726
C1orf150	0.7165
PRO2012	0.10225
MRPL40	-0.466833333333333
BEX1	-3.3784
SLC2A4	-0.615166666666667
PKMYT1	-1.101
FEZF2	-0.692666666666667
SLC26A9	-1.55675
MAP2	0.296666666666667
LYL1	-0.93025
SLC25A19	-0.9525
NOS3	0.349
ZNF34	0.35
TMPRSS11F	-0.05925
FAM43A	-0.32825
FCRL4	0.116166666666667
KLF14	0.06225
FLRT2	-0.265166666666667
WRN	-1.889
SDF2	0.239
KRT8P12	-0.17125
C6orf195	-0.1
C9orf125	-1.62116666666667
DZIP3	1.11975
RIT1	1.03358333333333
SCML1	-1.32216666666667
RHBDF2	0.183
OR2G3	-0.0765
REXO1L1	-0.508
MAP3K7IP3	-0.54525
C3orf57	-3.0125
FBXW11	-0.496833333333333
ETAA1	-0.717
C14orf131	0.2604
AKT1S1	-0.0675
SLC12A5	-1.547125
C9orf164	1.0185
NRIP3	-0.43075
NOS1AP	-2.12275
TMEM121	1.06175
SAP30BP	0.0798
DGCR6	0.69875
WDR76	-1.054
FAM82B	-0.2055
LOC606495	-0.38
MAP9	3.27641666666667
BCDIN3D	0.98225
CXorf36	3.78166666666667
DSCR3	-0.7366
ZFAND3	0.288375
C7orf43	1.34383333333333
SPSB3	0.3697
C19orf19	0.1945
FAM133A	-2.518
C12orf25	0.38
SLC39A3	-0.9125
DISP2	-1.699
PI4KAP2	-2.179
MKRN3	-0.567666666666667
ADAMTS13	-1.453625
CBLN3	0.2385
TTYH1	-1.27816666666667
C3orf18	-0.58775
FLJ13236	0.823
ZMYND12	3.1975
C18orf25	0.21925
GLB1L3	-1.7805
ATP13A5	2.9625
RANBP10	0.4495
CD96	-0.9068
DENND1C	-0.09375
RBMS3	0.6704
SLC41A3	-0.338666666666667
DGCR6L	0.65475
TMEM128	-0.146166666666667
CSNK1G3	0.45
MOBKL2C	1.31725
TSPAN6	-0.1975
MATN2	-0.9661
MSL2L1	-0.486666666666667
ST6GALNAC2	0.315166666666667
FGFBP2	1.57925
FGL1	-5.80216666666667
MPP3	0.2115
ARHGEF6	0.6955
TGFBR2	0.68
ACMSD	5.32975
IL33	3.886
C9orf5	-0.13575
DEAF1	-0.6253
AMN	-0.231
DEFA6	0.188375
RNF212	-0.9495
METT5D1	-0.2785
CIB1	1.3609
TSSK1B	0.02525
KIAA1727	1.663
ZNF680	1.4295
LOC399900	-1.66
LOC152217	-0.362333333333333
CTNNAL1	-3.2435
CIT	-1.95975
TLE6	-0.20075
ZNF607	-0.45825
HERC4	-0.4725
DRAP1	-0.6074
PEMT	-0.75025
C10orf111	-0.6735
ZNF575	0.283875
KCTD7	0.60825
MYO1F	0.771375
LOC285382	0.43475
RAB11A	1.0972
PLCD3	-0.75775
C15orf28	-0.08825
PTBP2	0.00150000000000001
CTB-1048E9.5	-0.557125
C19orf60	0.119
C7orf25	0.2875
SETD7	1.707
HOXB9	-3.756
VANGL1	0.77625
CHAF1B	-2.628
NDUFA3	0.077
KIAA1328	-0.0963333333333333
SHARPIN	0.015375
TTC23	-0.522875
UGP2	0.344916666666667
ANKIB1	1.1412
CIRBP	-0.0432857142857143
SEC14L4	-3.44283333333333
OVCH1	0.0451666666666667
VPS52	0.19375
FAT	-1.282
M6PRBP1	-0.4565
GPRIN3	1.303
PPM1F	-0.860333333333333
TSR1	-1.19275
CCDC85A	1.21425
PCSK5	1.365
ZFHX3	0.319
HEMK1	-1.3708
PGBD2	0.47275
RSRC2	0.260666666666667
AURKC	-1.64333333333333
SCRIB	-0.351625
ORM2	-3.72666666666667
FAM115A	0.6208
FZD6	-1.072625
UNC119	-0.844166666666667
GPX3	-0.1071
NOV	-0.37125
CABC1	-1.138125
CDC42SE2	0.75375
EIF2S2	-0.3727
RNF130	1.325875
CKAP5	-1.34533333333333
RP11-413M3.2	0.21375
C10orf18	1.0243
TMEM93	-0.55225
DYX1C1	1.373
KCNMB2	-2.655125
ANK3	1.68533333333333
KRT5	-0.5173
CDH12	-1.2955
QRSL1	1.704875
JUB	-1.9595
SHC4	-1.195125
CCL15	1.4765
CCDC22	0.24225
SNX24	-0.53375
RARS	-0.3615
MORC2	0.24925
FAM48A	0.46925
MT1H	-0.7165
PPP1R14C	-2.0035
FOXD1	-2.5685
C1orf213	-2.42775
AMT	-2.4408
DSN1	-0.72375
PTPLAD2	2.5995
DIS3L	-0.3965
RASL11A	1.79625
GPRC5B	0.000499999999999959
FRMD7	1.2245
STRN4	-0.164
KITLG	2.07709090909091
HDGF	0.62125
OR1S1	0.363
SETX	0.6648
DDR2	0.942125
KCTD12	1.943
LYZL2	-0.02325
WDR52	1.784
TMEM2	0.8175
ZNF579	0.0661666666666667
LOC200810	-0.0295
TNFSF9	-1.85175
PPFIA4	-3.51225
CNIH3	0.8725
MAP4K4	-0.505642857142857
ROD1	0.799857142857143
ALS2CR12	-0.6105
DOCK3	-1.64183333333333
PAQR9	-4.81225
ASB17	0.114166666666667
STX16	-0.528875
FEZ2	0.196666666666667
DLAT	-0.587833333333333
KIF21B	-1.39616666666667
CDC5L	-0.18875
TMEM119	2.1265
CRIP3	-2.05825
TPSD1	0.314333333333333
TEPP	-0.34975
GNGT2	1.555
C21orf121	-0.30725
WNK1	-0.482666666666667
FLJ10490	0.1579
OR51B5	-2.665
LOC203547	0.20325
HAS1	-0.2885
PPA1	0.163833333333333
ST7	-0.052125
C11orf46	-0.0826
POPDC3	-3.452
ACOX2	-0.0891666666666667
ATCAY	-0.58875
TM4SF19	1.77675
MFSD9	0.000333333333333335
PDHB	-1.0575
ERN1	0.11075
LCE3C	0.121
GPR111	0.473
NOTCH3	2.30066666666667
ADAMTS5	2.4335
B3GALT1	-1.02925
UGCGL1	0.2435
FAM58A	1.55383333333333
FBXO32	1.32375
CLPP	-0.916
NXPH1	-0.52275
MTMR3	0.815666666666667
ATP1B3	-0.435625
TMEM16A	4.2525
HIST1H3F	-0.649833333333333
TRIM25	-0.298833333333333
SDCBP2	3.2775
CRKL	-0.48825
HOXB2	-0.348166666666667
ANP32B	-0.913
GATM	4.1035
AP4E1	0.34
EDG5	0.312375
CDKN3	-1.41416666666667
CDH4	-1.7455
PGD	-0.241333333333333
RND1	1.8185
GAD1	-3.5339
MPG	0.131375
LOC440350	-0.9705
ZNF133	-0.1815
SERPINB12	0.159
AMELY	-0.517833333333333
DHX36	-0.11725
TNFAIP8L2	2.812
PHTF2	0.551944444444444
CCDC112	0.958333333333333
IQCC	0.23175
HEYL	3.04916666666667
FTSJ2	-0.278166666666667
APPL1	0.280875
RAB43	1.17271428571429
OR10G2	0.3685
WAC	0.513
ADCY9	-0.763625
RUNDC2B	0.547166666666667
PYCRL	0.4461
AGPAT7	-1.26083333333333
SLC22A9	-1.60233333333333
CDKAL1	0.253
PDYN	-0.9815
C20orf74	1.72375
MTMR11	-0.303
VAV3	3.40233333333333
DAPL1	-0.7235
STXBP3	0.4835
EIF3G	-0.12475
ARHGAP22	-1.62275
NPFFR1	0.2515
NPC1	-0.1955
ALDH9A1	0.364333333333333
ZNF600	0.40225
ZNF678	1.0925
RASSF1	-0.554583333333333
ADD2	-2.932875
PITPNB	-0.152625
PKD2L2	0.115125
LRP11	-0.40525
CDKL1	0.01675
SMEK2	0.86625
PRODH2	-2.93416666666667
C11orf54	-0.4585
SFRS11	-0.376
IL7	0.564166666666667
ALS2CR16	1.25175
BTG3	-2.21166666666667
PAK2	0.344444444444444
RP11-679B17.1	-1.1065
GATA4	-2.047
ATP2B1	0.205
LOC130940	1.283
C1orf172	2.7405
ATF7IP2	-2.884
SLC25A43	1.13716666666667
CENTG3	0.292833333333333
IGF2BP1	-3.7368
FCHSD1	0.1475
CAMK2N2	0.633333333333333
ELAVL3	-0.4541
NBPF15	-0.2175
UBE2J2	0.18475
GNL2	-0.65225
PRR3	-0.0264
NLF2	0.782
OR4F6	0.719
KLHL24	1.54383333333333
CCDC88A	-1.1208
SGPP1	-0.181
C10orf11	-0.428
SLC35B4	-1.00866666666667
UGT3A2	-1.6515
ARNT2	0.5052
CBR1	-0.476625
ITPR3	-0.0536666666666667
TRAPPC6B	0.3577
AMZ1	-0.97
ARP11	-1.08625
WDSUB1	0.7055
APBA1	0.646166666666667
RAB2A	1.4238
C6orf162	-0.79375
HPSE2	0.78125
PLCE1	-1.57075
INSL3	0.272
DLG1	0.4563
PTPLA	-3.51425
PIGX	0.07875
TFIP11	-0.125833333333333
FIBIN	2.941
POLR2G	-0.35875
GRAP2	-1.4769
DNAJB8	-0.1175
CNBP	-0.271166666666667
WASF1	-0.47325
INPP5E	-1.4954
HSPB1	1.0033125
TMEM167	-0.3868
CUBN	0.4915
IGF1	2.894125
ITPK1	-0.136
NAALAD2	-1.456125
G3BP1	-0.2658
NT5DC1	1.50875
CYP39A1	-0.575
TMEM139	2.18366666666667
POLK	-0.0691
GLULD1	-2.9065
RBM15	-0.679666666666667
AMZ2	0.488
GDF15	-2.65566666666667
MESDC2	0.0965
INCA	0.385833333333333
ACY1L2	-2.7675
GZMM	-0.467166666666667
PAIP1	0.9585
CACNA2D1	0.9225
STK32C	0.631
SH3BP4	1.14833333333333
DEC1	0.1055
PADI1	0.3165
UBB	0.4969
PON3	3.7125
PROP1	0.428
ANKRD13B	-1.122
ADCK1	-0.569
TCF25	0.237
SLC38A5	-2.43825
CXorf26	-1.13366666666667
C19orf39	0.9105
PPP1R13B	1.13725
ARL2	-1.3825
TCL6	0.0195
TOP3A	-0.2735
SLC16A14	1.395
FXYD6	1.70916666666667
HIST1H4E	-1.00825
BBC3	0.126473684210526
UNC5A	0.613666666666667
FAM86C	-0.6672
PI4KB	0.0685
B3GAT1	-3.35025
SUSD2	2.80866666666667
OAZ2	0.0233333333333333
NOC4L	0.19525
C10orf12	-0.2125
FADS1	-1.8375
LOC144097	-0.155
DKK2	2.263
KIAA1949	0.48725
RHOT1	-0.0811
OXT	1.38016666666667
GPR153	0.59325
ARL4A	0.847166666666667
SAAL1	-2.46325
CCDC64	0.679
USE1	0.151
HNMT	0.490666666666667
PCGF3	0.2341875
CYP2C19	0.1525
C20orf4	0.4465
CCDC11	1.26725
ACSBG2	-0.15675
RWDD2A	-0.69825
PALLD	2.515875
CPLX4	-0.23
LOC492311	0.24
KPNA2	-0.878333333333333
MACROD1	-0.171
TMCO3	0.8245
C15orf52	0.226166666666667
BIRC5	-1.67753333333333
