Hybridization REF	TCGA-AN-A0FN-01A-11R-A034-07
ZFP106	-0.392
ZNF347	0.0648
GTF2E1	0.293
RY1	-0.622166666666667
ATAD2B	0.68675
ARHGAP17	0.1234
KCNIP3	-0.758
SFPQ	0.65975
GFRA4	0.509333333333333
AKR1B10	-2.4755
TIGD6	0.732166666666667
RGS16	3.739375
URB1	-0.6105
OR4C46	-0.169
TOP3B	-1.23275
NFATC4	0.9305
CA14	-3.67625
BMPR1A	-0.0801666666666667
SNRP70	-1.206375
PRL	0.596444444444444
C6orf130	-0.93525
STAG2	-0.25
CD55	-0.0195
RPS23	-0.69
SSX2	-1.24966666666667
FDPSL2A	-0.911
FBXO27	-0.062375
SYNGR3	-1.256
TMSL3	2.2985
EML1	-0.0745
NUP93	-1.71625
SMAD3	-0.5257
KIAA1189	2.01116666666667
HNRPUL2	0.344666666666667
TBC1D12	0.534166666666667
C16orf24	0.81725
MRVI1	2.39666666666667
ZNF581	-0.3745
ELOVL3	-1.0345
OR51Q1	-0.07825
CACNB3	0.769333333333333
GALNT13	-0.1705
C10orf84	0.9881875
NEDD4	0.1605
SPO11	1.25
OR5AU1	-0.103
NEK4	0.450285714285714
PRKAR2A	-0.742
IHPK1	0.0101666666666667
ATP6V0B	-0.0491249999999999
CACNA1E	1.124
CEACAM8	0.5602
PEX14	-0.3685
FLJ12993	0.704
ZBTB38	0.578
PCTK2	1.07483333333333
LRRC16	0.4472
FBLIM1	1.63091666666667
FYCO1	1.3075
RP5-1022P6.2	0.59925
CMTM1	0.623166666666667
PLTP	1.05516666666667
RAPH1	0.706875
DOCK8	1.520375
EZH2	-2.1914
SLC25A1	-1.21883333333333
PLEKHB1	-0.1205
GRB7	-0.7249
ZFP37	-0.58
MRPL33	-0.1765
PELO	-0.15
ARMC1	-0.223181818181818
C9orf27	0.142571428571429
FLJ25778	-0.0165
C9orf37	-1.6075
TMEM66	0.1465
SPRN	0.844625
HBEGF	2.222625
PI4KA	-1.0665
LEPRE1	1.01475
POU2AF1	0.341
MRPL12	-0.865166666666667
REP15	0.584
ZC3H3	-0.29875
RASAL1	-1.163
DDAH1	0.82025
ACBD5	0.10775
TMC2	0.1855
CCDC137	-0.68875
SAMD13	0.780333333333333
UGT2B15	-2.08766666666667
TIPARP	0.0105
DNASE1L3	2.46175
TRIM72	-0.0953333333333333
DBX2	0.223
IPO8	0.3165
C21orf88	-1.114
MAP3K14	0.84075
LOC51233	0.769166666666667
GGTLA4	-0.59875
PDE6D	-0.098
ZNF117	-0.46575
CLK2	-1.125625
NKRF	-1.00775
TNFSF15	0.1776
DUSP2	1.532
SECISBP2	-0.0835
GABRR2	-2.891
PPAP2C	0.88675
LOC51145	0.594166666666667
PAG1	1.378375
PIK3C3	-0.16075
GNG10	0.29
APOL4	1.4568
ANKRD28	-0.77575
STMN3	-0.528
RAB14	0.6864
CDK2AP2	-0.23075
HDDC3	-0.25225
COMMD7	-0.292125
CXXC1	-0.87875
HMCN1	0.751
CD40	1.789
DYNC1LI2	0.1601875
GDI1	-0.11275
LOC646938	-0.42575
VSNL1	-0.0371666666666667
PIH1D1	-0.553833333333333
RAET1G	1.251
KRTAP5-9	-0.7185
EFTUD2	-0.7785
ZNF311	-0.317166666666667
ATP6V1G3	0.9975
OR2W3	-1.6435
SCN4A	1.05925
MED10	-0.90725
FAM135A	0.0148
ARHGAP4	0.1975
EHMT2	-1.19675
UFD1L	0.04575
ERMP1	-0.28675
MAG1	-0.635333333333333
THAP8	-0.023
HACE1	-0.915833333333333
FAM82C	-0.0396666666666667
C3orf20	-0.9775
UNC84A	-0.779333333333333
SCD5	0.0535
LASS6	1.465125
LSG1	0.150416666666667
MAL	-3.71875
GPR22	-2.2295
WDR5B	0.7215
ACTRT1	-0.193
C17orf60	1.04583333333333
GRIN2C	0.2376
ARMC8	-0.479583333333333
SLC47A1	-3.436
DMPK	0.11075
DHRS13	-1.25433333333333
SMC1A	-0.745166666666667
KRTAP17-1	0.06925
SMYD5	-1.124
TUSC2	0.343375
CRHR2	0.424
KIR3DL2	-1.1195
CCDC104	0.42275
ATP2C1	-0.02125
CROT	0.18825
PABPC3	-0.5645
EGR1	3.2135
THSD1	1.87175
KHK	-2.2905
SLC12A2	1.535375
CD58	-0.556
STOX2	-0.0575
CCDC76	-0.7597
CCDC48	4.5715
DNAH1	-0.465833333333333
ZIC4	-0.556625
OR1G1	0.4425
PSMC6	-0.896833333333333
PROKR1	0.2145
ABCB1	0.419375
TRAT1	1.57575
LLGL1	0.268
MTF1	1.42575
USP54	0.103625
PAGE2B	-1.788
ITGB7	-3.297
CCDC81	0.4205
LOC149837	-0.13375
SCUBE1	0.6295
ZSCAN10	1.147
HUWE1	-0.179785714285714
CDH17	0.0509999999999999
CD180	1.45275
IL17A	0.21525
TMPO	-1.6245
KIAA1524	-1.80666666666667
HDGFRP3	0.200666666666667
OXCT1	-0.791272727272727
RRAS2	-1.1565
LTBP2	2.8321875
SV2B	2.971
CYP2A6	0.496
PKD1L2	-1.73083333333333
PPM1M	0.661
FLJ22662	2.158
ZNF502	1.355
GP6	-0.873
CRYBA2	-0.804
LEF1	-0.8704
CTPS	-1.84728571428571
EYA1	-2.384
EPS8L1	1.01175
MAPK14	-0.545833333333334
SERPINB2	-4.425625
GTF2F2	-0.169833333333333
ZNHIT4	-0.933
PLA1A	2.463625
C20orf114	1.7575
HPR	-3.984
C18orf2	-2.73766666666667
SATB2	-0.96375
KCNJ9	0.0718571428571428
MGC157906	0.143
MOCS3	-0.8265
C17orf71	-0.5705
PPHLN1	-0.0262
HIST1H2BN	-1.33225
RAPGEF1	0.260875
MAP3K8	0.798
DLG4	0.512
STC1	0.0316666666666667
CDGAP	2.3465
DDX26B	-0.1025
LOC150223	-2.03325
CPSF3	-0.807166666666667
TMEM14A	0.177
MYH3	-1.83375
GPKOW	0.08
SULT1A1	-0.285166666666667
SPON1	5.5151
YY1AP1	0.138166666666667
RAB23	0.98575
PLA2G4A	-2.7305
MAPRE3	-0.26375
ZNF516	0.444571428571429
GGPS1	0.647
EXOC3L2	-0.321375
C19orf42	0.4097
MAP2K2	-0.411333333333333
HIST1H2BB	-1.32675
RNF19B	1.57716666666667
C6orf128	0.78
TLR8	3.20975
PCDHA9	0.0375
CARS2	-0.07525
CLUL1	2.51466666666667
RHAG	-3.87816666666667
UNK	0.1775
EXOC8	0.6305
C9orf95	1.15425
C14orf143	0.169166666666667
MAML3	0.398125
LDHA	-2.07625
MRPL20	0.377
KLHDC6	0.761166666666667
ATP5S	0.250833333333333
C8orf55	-1.195
PHF19	-1.932125
KRTAP13-4	0.298
TTC5	-0.7525
XKR5	0.262
SILV	-4.42233333333333
TEX28	0.301
TCTN1	0.51275
CX40.1	-0.2255
PPP2R5C	0.00575000000000001
C12orf30	-1.796
CAPG	2.36425
MPZL1	0.7196
ARSB	-0.5845
TDH	-1.6555
WASF4	2.02825
TSSK3	-0.3665
7A5	0.641
CRISPLD1	1.795875
MAD1L1	-0.533666666666667
SPIN4	-0.516333333333333
AMPD1	1.79475
DPYSL5	0.08
INPP1	0.625666666666667
ANKRD11	-0.572333333333333
NPAS4	0.0795
GCET2	0.6271
RNASE9	-0.4105
GUCY2D	0.534666666666667
CCDC98	0.44525
FGF4	-0.582625
CPM	0.7185
SLC26A4	-2.03766666666667
PLD5	0.398
FAM59A	0.0338
FBXO5	-2.12244444444444
SIPA1L1	0.286625
DPYS	1.002
ATG4D	-0.72975
TGM3	1.73
MTCH1	-0.561125
HK1	0.0935384615384616
CDC26	0.09175
GALNT12	-1.7645
LOC339229	-0.15425
MRPL35	-0.26475
ORC4L	-0.4935
TNKS	-0.0508571428571429
C2orf24	-0.1635
ZNF553	0.077
GGTLA1	3.3185
ZNF497	0.387
CDY1B	1.01066666666667
SLC30A4	0.723428571428571
TUB	-0.83425
ARHGEF18	0.10625
ARRB1	0.39125
KCNK1	-0.7605
EREG	-3.10922222222222
SCAMP5	-0.3225
RUNDC3B	2.422
ADAMTS20	-0.48575
IL17RB	-1.584125
FLJ20323	-0.73225
MCAM	1.327625
POLR3E	-2.26366666666667
AQR	0.376
IPMK	1.445
CDCA7	-4.285875
CAMP	1.308
GRHL3	0.4645
ADAMTSL2	2.46283333333333
CLMN	2.31683333333333
SSTR3	0.647
MAGEA5	-2.47783333333333
OVOL2	2.9665
JMJD1B	0.04
RBL2	-0.0016
PYGO2	0.75725
PPP1R10	0.0196666666666667
CSE1L	-1.77666666666667
LCA5	1.719
RDH16	-0.49325
ASRGL1	0.677875
TOM1	-0.0626666666666666
PTX3	-4.65925
TTC15	0.63175
SCGB3A1	3.00516666666667
MRPL50	-0.736
RCAN3	0.947875
SLC26A11	0.89775
STYX	-0.177166666666667
CINP	-0.18575
MARCH7	-0.063
PFKM	-1.10933333333333
SGMS1	0.953333333333333
RIOK3	-0.1761
C1orf110	1.2935
CES7	-0.162375
LOC440248	-1.71675
PPP1R12C	-0.4095
C10orf27	1.248
ATG9A	-0.624
MRPS26	0.2465
TMEM40	0.28
ELP3	-0.2586
ZNF787	0.4236
HIAT1	-0.140125
C8orf34	1.21433333333333
MGC4655	0.4178
PELI1	0.6395
PPT1	0.2318
SLC35C2	-0.823
C6orf125	-0.278
MUC4	-1.86766666666667
RFC4	-2.62442857142857
GNB2	-0.0853333333333334
NUP50	0.119142857142857
SULT4A1	-2.20433333333333
C7	4.114
CCDC130	0.227333333333333
ARRDC4	0.953
RQCD1	-0.80075
GLYCTK	-0.55575
AYTL2	-1.41727272727273
MTUS1	1.514
LEMD3	0.259666666666667
PLEKHF2	0.50975
HOXA7	1.323
GTF3C2	-1.816
DYNLRB2	3.02075
CNOT10	-0.89525
MR1	0.32
FFAR1	-0.253
PRIC285	-0.29575
SLITRK6	4.873
LIX1	-1.7048
UBE1L2	-0.611583333333333
F8	1.037
ACHE	0.639833333333333
KPNA5	0.14625
TNFRSF12A	-0.495
EGR3	2.6315
SERPIND1	-3.27183333333333
OASL	2.5705
IFRD1	-2.148
WDFY1	0.430666666666667
ZNF267	0.53975
ACCN5	0.877
ZBTB6	-0.58025
PPP1R3A	0.771
PRRT3	1.10625
FBXL19	-0.364
TXNIP	1.64242857142857
ACTN2	-0.02025
ATG9B	-0.702875
C9orf117	0.825375
IL27	-1.345
RPL36AL	0.312666666666667
KLK15	-0.1565
CHAD	1.6565
RAP2B	0.6886
HEBP2	1.43125
ZNF342	-0.852
CAMK2G	-0.0991666666666667
TLR3	2.68325
FGF14	0.33825
HMGB2	-1.756625
TRPM5	-0.00433333333333332
OR5M11	0.3795
KIF3B	0.39521052631579
PRICKLE2	1.87125
MTMR9	0.580875
C3orf27	0.13525
GLRA3	-0.176833333333333
NSDHL	-0.4215
TMEM32	0.058
POLR2D	-1.48766666666667
MYADML	0.299
C9orf114	-1.30525
MRGPRX1	1.168
TOPORS	0.573
CLDN19	-2.0855
C1QL4	-0.02
RNF165	-0.9935
DHRS9	0.72675
DNAH2	0.0741666666666666
FXR1	-0.557666666666667
ZMYM3	-1.53175
CASP3	0.516
FAM120C	-0.256125
SCLY	-1.38425
CA7	-0.995
ENTPD5	1.36816666666667
ZNF461	0.30925
PDIA5	0.08225
C1orf19	-0.531333333333333
TMEM67	-0.1235
KCTD20	-0.252
WDR47	0.5155
FLJ38723	1.1345
KLRF1	1.58133333333333
TAS2R16	1.5835
CLDN12	-0.494
PRKCE	0.47725
UBXD4	-1.04125
ITGAM	3.4625
GLT8D3	-0.0485
WDR31	0.3423
RGS2	2.13125
OR51L1	0.3795
MST1R	0.2855
KIAA1737	1.01325
OR4A5	1.132
GLIS1	0.8535
PTMA	0.497428571428571
NAPA	0.38725
PRDM11	0.1315
LIPF	0.43
DIRAS3	1.46975
ASGR2	-3.134375
C1QTNF4	1.5615
PIK3R4	-0.0671666666666667
ARMC3	2.78175
NDUFV3	-0.860666666666667
BTBD3	-0.460833333333333
PPP1R2	0.568666666666667
UBE2NL	-0.629
FOSL2	1.22957142857143
FAM119A	-1.43266666666667
TUBA4A	-0.5445
KRTAP12-1	0.207
SFRS2	-0.99875
RHPN1	-0.8041
EEF2	-0.502833333333333
ZDHHC11	-0.953333333333333
EPHA3	-0.2694
RBM12	-0.1035
H2AFJ	0.460833333333333
EDIL3	4.1455
KIF26A	-0.4515
SERGEF	0.39675
B3GALT4	3.313
LOC90925	2.472
OSCAR	0.661
NPFF	-0.40575
DEDD	0.407125
TMEM155	-0.192125
PTPN1	0.5145
SCYL2	0.3455
SKAP1	3.12175
LEAP2	-2.57666666666667
GADD45G	2.5544
IFITM3	1.291125
PILRB	-1.13966666666667
SLU7	0.191375
DSC3	-0.12975
DNMT3L	-1.39175
PAPD5	0.00800000000000001
B3GNT3	-1.55883333333333
LHCGR	0.188
MSL-1	-0.48675
UBE2S	-1.836375
SAP130	-0.44525
ANAPC11	0.1985
MAGED4B	-0.4725
ATP6V1B2	0.814333333333333
C14orf179	1.0665
CAPZA1	-0.38175
CDYL2	0.274666666666667
GLRX3	-1.02233333333333
LOC136288	-0.129
MOBKL1A	0.2005
HTR2B	4.0555
CRYGD	-0.2138
NUS1	-0.736666666666667
PGRMC1	-0.421
MYOM2	0.877
FLJ39653	-2.57083333333333
CHM	-0.0572
OR5M8	0.084
ZNF619	0.3225
FAM105A	2.5215
CCNL1	-0.92575
NAP1L3	1.966
C10orf57	1.4385
B3GALNT1	0.865166666666667
CSN1S2A	0.173
TCP10L	-0.52725
GDAP2	0.075375
DMKN	-1.0905
COX6B1	0.51525
DNASE2	0.8035
MSH5	-2.38975
LGMN	0.23025
USP31	-0.6785
OR13C8	1.463
SDCBP	0.5725
NUDT11	-1.06866666666667
PYGL	-0.5875
SNPH	0.722
B3GNT4	-0.507
MIZF	-0.781
NUBPL	-0.521625
NOD1	0.5075
CDH22	0.152625
NUBP1	0.171666666666667
DSCAM	-3.3505
DGKI	1.863
FAM136A	-1.25975
AKAP1	-0.671166666666667
SLC16A6	-0.32025
RIN3	0.7815
PSG2	-0.62025
DIP2B	0.154916666666667
PSORS1C1	-0.3784
KIAA0495	-1.025
FLJ90709	-0.2575
LPA	0.257166666666667
PIGA	-0.280666666666667
LY75	2.51816666666667
UTS2	-4.44816666666667
RREB1	-0.09175
GALNACT-2	0.8241
MGC3196	0.021
FLJ31568	-0.25025
LPHN1	-0.316625
SP1	0.719625
TOX4	0.336166666666667
HSPA9	-0.5344
APOBEC1	1.944
SLC35E4	-1.547
LSM5	-1.0425
SURF1	0.234
ZBTB1	0.46125
GTF2F1	-0.2315
RPS15A	-0.039
DUSP21	-0.363833333333333
GINS4	-3.56016666666667
MYO15A	-0.398333333333333
GIMAP7	5.2165
MGC13379	0.98575
ATP6V1E2	-0.7035
UTP3	-0.2995
HNRPA3	-0.3183125
MT4	0.2895
C14orf155	1.21366666666667
U1SNRNPBP	0.8215
CKLF	-0.0845
PLEKHN1	0.175333333333333
MBNL1	0.853333333333333
NUP160	-1.855
ACSM2A	-1.74825
LOC129881	0.797
KIAA1529	-0.3715
FLJ22639	-1.337
HAND1	-1.885
GSX1	0.2
FGA	-3.8706
SERPINB1	0.3375
ZNF642	1.04675
IGFBP1	-7.876125
SLC1A1	3.55225
DHX57	-0.473875
ZNF766	0.273
PTPN21	0.4971
GDPD3	-1.84766666666667
PNPLA5	-0.035
TBR1	0.226166666666667
FAM116A	0.397
IQGAP1	0.921375
FOS	3.60575
ZNF226	0.561125
FIGNL1	-1.221
C14orf1	-0.501166666666667
ZMYND17	-0.401
PUS7	-1.7495
TUBB6	-0.24175
KCNQ2	-1.44725
MARCH6	-0.56825
CCDC33	0.547
PRODH	0.4655
RBM11	0.466
EPHA6	2.19542857142857
SLC43A1	0.22475
LOC196541	0.521857142857143
NTN1	0.958916666666667
ING4	0.21625
PCDHB10	1.475
DPH2	-1.36266666666667
SPACA4	-1.4265
FBXL21	-2.795
DIAPH1	-0.563666666666667
ZNF71	0.728833333333333
CEP76	-0.8155
CORO1A	0.746
RRM2	-3.286
EDG4	0.48725
OS9	0.0773333333333333
SLC4A1AP	-0.1285
COG5	-0.483
COPS8	-0.41975
NGLY1	-1.1265
NCBP2	-0.023875
C17orf42	-0.789666666666667
GPSM3	1.346625
SIL1	0.844
ASB6	-0.67475
SMAD5OS	0.0353333333333333
UNC93A	-3.30775
A1BG	0.404166666666667
C21orf62	0.16025
FMO5	0.342333333333333
ATRIP	-0.3385
CEBPG	-0.0706666666666667
C7orf38	0.119333333333333
TNFRSF1B	1.765
CLEC1A	1.9735
IQSEC1	0.3695
PATZ1	0.8429
RBM22	1.0005
BAG2	-0.843333333333333
PAQR5	-2.07616666666667
C9orf127	0.7901
THNSL1	-0.77975
SHROOM3	1.5267
JAM2	3.215
SNRPN	-2.196
ALX4	0.238
CACNA1S	-0.082
FAM130A1	1.2845
CORIN	4.036
CD300LB	0.7415
PLEKHG6	0.257
LRRC40	-0.9205
PCLKC	-1.069
PCDHB16	2.41
WNT2B	2.01183333333333
ASNS	-2.86411111111111
MRPL49	-1.024
FLJ46111	-2.48975
ISG20	0.792125
SMU1	0.564333333333333
CASZ1	0.1505
POLR1D	-0.165666666666667
GIN1	-0.4135
SNAG1	0.455
ANKRD29	-0.157
CDKN2AIP	0.01525
KRR1	-0.25175
CXCL1	-3.308
EPM2A	-0.7726
PC	-0.465666666666667
DEFB127	-0.163
PDZRN4	2.995
FAH	0.3575
OR51E1	2.3305
CDC2L6	0.0296666666666667
DNTTIP1	-0.5755
PAX8	-0.5895
TMEM116	-0.2255
C1orf150	0.3825
PRO2012	0.17225
MRPL40	-0.111666666666667
BEX1	-2.8325
SLC2A4	0.116666666666667
PKMYT1	-2.29225
FEZF2	-0.258833333333333
SLC26A9	-0.78275
MAP2	0.774
LYL1	0.09525
SLC25A19	-0.753166666666667
NOS3	0.751
ZNF34	0.787
TMPRSS11F	-0.50175
FAM43A	0.5705
FCRL4	0.539166666666667
KLF14	0.4775
FLRT2	1.691
WRN	-1.24775
SDF2	0.5644
KRT8P12	-1.84425
C6orf195	0.3845
C9orf125	-0.277166666666667
DZIP3	0.423625
RIT1	0.355333333333333
SCML1	-1.60466666666667
RHBDF2	-0.0605
OR2G3	-0.5815
REXO1L1	0.02
MAP3K7IP3	-0.18775
C3orf57	-5.2545
FBXW11	-0.1485
ETAA1	-0.5405
C14orf131	-0.6864
AKT1S1	-0.984
SLC12A5	-0.78625
C9orf164	1.28675
NRIP3	2.57425
NOS1AP	-0.96425
TMEM121	1.008
SAP30BP	-0.2492
DGCR6	0.61275
WDR76	-1.59375
FAM82B	-0.914166666666667
LOC606495	-0.1025
MAP9	2.42508333333333
BCDIN3D	0.70725
CXorf36	4.508
DSCR3	-0.4862
ZFAND3	-0.203375
C7orf43	-0.0288333333333333
SPSB3	0.1099
C19orf19	0.54025
FAM133A	-1.098
C12orf25	-0.09375
SLC39A3	-0.483375
DISP2	0.4275
PI4KAP2	-3.1305
MKRN3	-2.365
ADAMTS13	-0.37125
CBLN3	0.4928
TTYH1	-1.52983333333333
C3orf18	0.88975
FLJ13236	-0.5835
ZMYND12	1.35775
C18orf25	0.00887499999999999
GLB1L3	-0.442
ATP13A5	null
RANBP10	-0.4335
CD96	1.0189
DENND1C	1.678
RBMS3	2.2429
SLC41A3	0.3975
DGCR6L	0.34925
TMEM128	0.339333333333333
CSNK1G3	0.386071428571429
MOBKL2C	1.17025
TSPAN6	-0.68325
MATN2	-0.4053
MSL2L1	0.389166666666667
ST6GALNAC2	0.881333333333333
FGFBP2	0.315125
FGL1	-6.47183333333333
MPP3	-0.307666666666667
ARHGEF6	1.3875
TGFBR2	1.439625
ACMSD	-0.2105
IL33	4.8685
C9orf5	-0.142333333333333
DEAF1	-0.0871
AMN	0.461
DEFA6	0.1865
RNF212	0.199
METT5D1	-0.0725
CIB1	0.7025
TSSK1B	-0.36475
KIAA1727	0.72925
ZNF680	-0.220416666666667
LOC399900	-2.275
LOC152217	-0.06825
CTNNAL1	-2.8325
CIT	-1.86891666666667
TLE6	0.47975
ZNF607	-1.49075
HERC4	-0.875166666666667
DRAP1	-0.2012
PEMT	-0.32825
C10orf111	-0.228
ZNF575	1.70225
KCTD7	-0.294
MYO1F	1.432375
LOC285382	0.9945
RAB11A	0.4015
PLCD3	-0.98175
C15orf28	-0.6525
PTBP2	-0.52975
CTB-1048E9.5	-0.19675
C19orf60	0.208333333333333
C7orf25	-0.1225
SETD7	1.027625
HOXB9	-2.982
VANGL1	0.137
CHAF1B	-2.545
NDUFA3	0.88625
KIAA1328	-0.5385
SHARPIN	-0.556125
TTC23	0.164625
UGP2	0.14975
ANKIB1	0.3383
CIRBP	0.866571428571429
SEC14L4	-2.67283333333333
OVCH1	0.7102
VPS52	-1.068
FAT	0.026
M6PRBP1	-0.101
GPRIN3	0.9315
PPM1F	-0.423833333333333
TSR1	-1.039
CCDC85A	2.91525
PCSK5	3.4795
ZFHX3	0.99
HEMK1	-0.8862
PGBD2	0.27475
RSRC2	-0.2255
AURKC	-2.03516666666667
SCRIB	-0.228
ORM2	-4.44216666666667
FAM115A	0.2048
FZD6	0.23975
UNC119	-0.389
GPX3	0.4158
NOV	1.070625
CABC1	-0.4305
CDC42SE2	0.065375
EIF2S2	-1.2519
RNF130	1.13825
CKAP5	-1.24216666666667
RP11-413M3.2	0.816125
C10orf18	0.2001
TMEM93	-0.525
DYX1C1	1.38225
KCNMB2	-0.889125
ANK3	1.33541666666667
KRT5	-2.3368
CDH12	-1.333375
QRSL1	-0.345
JUB	-1.21475
SHC4	-2.028375
CCL15	2.1865
CCDC22	-0.1245
SNX24	0.32975
RARS	-0.647
MORC2	-0.297875
FAM48A	-0.51675
MT1H	-0.215
PPP1R14C	-2.4375
FOXD1	-1.91514285714286
C1orf213	-2.4
AMT	-1.821
DSN1	-1.692
PTPLAD2	3.704
DIS3L	-0.187
RASL11A	1.9245
GPRC5B	0.102625
FRMD7	-0.484
STRN4	0.24425
KITLG	1.74313636363636
HDGF	-0.66925
OR1S1	-0.5835
SETX	0.4
DDR2	1.848375
KCTD12	3.55825
LYZL2	-1.12825
WDR52	-0.437
TMEM2	1.254375
ZNF579	0.550166666666667
LOC200810	-0.63125
TNFSF9	-1.866125
PPFIA4	-3.86775
CNIH3	0.964666666666667
MAP4K4	-0.181428571428571
ROD1	0.569714285714286
ALS2CR12	-0.2658
DOCK3	-1.47933333333333
PAQR9	-4.0445
ASB17	-0.449166666666667
STX16	-1.790625
FEZ2	0.324166666666667
DLAT	-0.4605
KIF21B	-1.082
CDC5L	-0.1095
TMEM119	2.44466666666667
CRIP3	-1.283
TPSD1	0.5535
TEPP	0.5335
GNGT2	1.85725
C21orf121	2.06925
WNK1	0.138833333333333
FLJ10490	0.7334
OR51B5	-2.0475
LOC203547	-0.71925
HAS1	1.922
PPA1	-0.753166666666667
ST7	-0.131625
C11orf46	0.34
POPDC3	-3.23233333333333
ACOX2	2.02983333333333
ATCAY	-0.0670833333333333
TM4SF19	-0.13475
MFSD9	-0.3975
PDHB	-0.027
ERN1	-0.1345
LCE3C	0.3635
GPR111	1.2355
NOTCH3	2.73733333333333
ADAMTS5	3.59325
B3GALT1	-0.9975
UGCGL1	-0.3925
FAM58A	0.855666666666667
FBXO32	1.42175
CLPP	-0.11825
NXPH1	5.038
MTMR3	0.683
ATP1B3	-0.19975
TMEM16A	3.7785
HIST1H3F	-0.491666666666667
TRIM25	-0.921166666666667
SDCBP2	0.2595
CRKL	-1.479875
HOXB2	1.194
ANP32B	-0.538125
GATM	2.643
AP4E1	-0.209375
EDG5	0.19625
CDKN3	-2.38116666666667
CDH4	-2.34975
PGD	-1.63283333333333
RND1	0.838
GAD1	-2.0056
MPG	0.222375
LOC440350	-0.3465
ZNF133	-0.097
SERPINB12	0.322
AMELY	0.554666666666667
DHX36	-0.5965
TNFAIP8L2	3.75083333333333
PHTF2	0.349611111111111
CCDC112	-0.571833333333333
IQCC	-1.115
HEYL	3.57733333333333
FTSJ2	-0.711
APPL1	0.9595
RAB43	0.462571428571429
OR10G2	0.135
WAC	0.062
ADCY9	-0.07575
RUNDC2B	0.848833333333333
PYCRL	-0.4599
AGPAT7	-0.917333333333333
SLC22A9	-0.393833333333333
CDKAL1	-0.536
PDYN	-0.4138
C20orf74	0.89925
MTMR11	1.38275
VAV3	2.15733333333333
DAPL1	-1.341
STXBP3	0.292
EIF3G	-0.2655
ARHGAP22	0.1775
NPFFR1	0.2655
NPC1	-0.543166666666667
ALDH9A1	1.2905
ZNF600	-0.16275
ZNF678	0.057
RASSF1	0.12375
ADD2	-2.056125
PITPNB	-0.0795
PKD2L2	0.641285714285714
LRP11	-0.303
CDKL1	0.7145
SMEK2	0.0515
PRODH2	-3.67016666666667
C11orf54	-0.325333333333333
SFRS11	-0.73
IL7	0.979333333333333
ALS2CR16	1.1525
BTG3	-1.22383333333333
PAK2	0.0285
RP11-679B17.1	-0.06375
GATA4	-1.48583333333333
ATP2B1	-0.3515
LOC130940	0.7425
C1orf172	0.869666666666667
ATF7IP2	-1.11275
SLC25A43	-0.303666666666667
CENTG3	0.0484166666666667
IGF2BP1	-3.4715
FCHSD1	0.187
CAMK2N2	1.2525
ELAVL3	0.343666666666667
NBPF15	-0.347666666666667
UBE2J2	-0.892454545454545
GNL2	-0.50375
PRR3	-0.3873
NLF2	1.38575
OR4F6	0.037
KLHL24	1.331
CCDC88A	-0.4832
SGPP1	0.158833333333333
C10orf11	1.44133333333333
SLC35B4	-0.935333333333333
UGT3A2	-1.2085
ARNT2	1.5797
CBR1	-0.695125
ITPR3	-1.26466666666667
TRAPPC6B	-0.193
AMZ1	-0.5225
ARP11	0.66775
WDSUB1	-0.76275
APBA1	0.253666666666667
RAB2A	0.6573
C6orf162	-0.102125
HPSE2	0.623666666666667
PLCE1	0.09875
INSL3	1.2805
DLG1	-0.2131
PTPLA	-2.86225
PIGX	-0.466625
TFIP11	0.343833333333333
FIBIN	3.4495
POLR2G	-0.271
GRAP2	-0.9681
DNAJB8	-1.298
CNBP	0.543
WASF1	-1.16275
INPP5E	-1.2725
HSPB1	0.1469375
TMEM167	-0.0678
CUBN	1.01325
IGF1	4.7056875
ITPK1	-0.1244
NAALAD2	-0.643625
G3BP1	0.2674
NT5DC1	-0.1705
CYP39A1	-0.117
TMEM139	1.24933333333333
POLK	0.0185
GLULD1	-0.65275
RBM15	-1.74466666666667
AMZ2	-0.1305
GDF15	-2.41116666666667
MESDC2	-0.3395
INCA	0.869
ACY1L2	-1.5625
GZMM	1.76366666666667
PAIP1	-0.167
CACNA2D1	1.3715
STK32C	-0.7495
SH3BP4	0.438833333333333
DEC1	0.436
PADI1	0.401
UBB	0.2779
PON3	3.98083333333333
PROP1	0.963
ANKRD13B	-0.0925
ADCK1	-0.843
TCF25	0.124916666666667
SLC38A5	-1.05675
CXorf26	0.123166666666667
C19orf39	-0.0415
PPP1R13B	0.6115
ARL2	-0.164
TCL6	0.287545454545455
TOP3A	-0.852
SLC16A14	0.957
FXYD6	2.16566666666667
HIST1H4E	-0.1955
BBC3	0.678052631578947
UNC5A	0.9075
FAM86C	-0.9072
PI4KB	-0.132875
B3GAT1	-2.708
SUSD2	1.495
OAZ2	0.417
NOC4L	-0.56575
C10orf12	-0.52525
FADS1	-2.46083333333333
LOC144097	-0.721
DKK2	2.05266666666667
KIAA1949	1.01525
RHOT1	-0.0187
OXT	1.73883333333333
GPR153	1.07025
ARL4A	-0.5865
SAAL1	-1.82675
CCDC64	-0.464
USE1	0.014
HNMT	0.978333333333333
PCGF3	-0.2653125
CYP2C19	0.47525
C20orf4	0.297
CCDC11	0.79275
ACSBG2	0.12625
RWDD2A	0.216
PALLD	3.81625
CPLX4	0.2075
LOC492311	1.22
KPNA2	-2.13433333333333
MACROD1	-1.7151
TMCO3	-0.387333333333333
