Hybridization REF	TCGA-B6-A0X7-01A-11R-A10J-07
EPDR1	-1.7323
MUSK	0.130166666666667
ZNF434	-0.08
SMARCD1	-0.484
ZFP106	0.31375
ZNF347	0.2079
GTF2E1	0.1785
RY1	-0.448666666666667
ATAD2B	0.129625
ARHGAP17	-0.2043
KCNIP3	-0.7755
SFPQ	-0.0785
GFRA4	0.546
AKR1B10	-3.174625
TIGD6	1.48766666666667
RGS16	0.621
URB1	-0.561
OR4C46	0.0978333333333333
TOP3B	-0.9315
NFATC4	1.0705
CA14	-1.407
BMPR1A	0.0693333333333333
SNRP70	-0.837
PRL	0.2075
C6orf130	-0.0105
STAG2	0.6605
CD55	-1.12592857142857
RPS23	1.30816666666667
SSX2	-0.941833333333333
FDPSL2A	-0.889
FBXO27	-0.187125
SYNGR3	-1.61116666666667
TMSL3	1.07475
EML1	-0.8385
NUP93	-1.456
SMAD3	-0.3069
KIAA1189	0.2185
HNRPUL2	0.3895
TBC1D12	0.413333333333333
C16orf24	0.39925
MRVI1	1.14516666666667
ZNF581	-0.372
ELOVL3	-0.011
OR51Q1	-0.00925
CACNB3	1.0025
GALNT13	-0.047875
C10orf84	1.2246875
NEDD4	-0.0444
SPO11	-1.3885
OR5AU1	0.1135
NEK4	-0.149642857142857
PRKAR2A	-0.494166666666667
IHPK1	-0.533833333333333
ATP6V0B	-0.279625
CACNA1E	1.7645
CEACAM8	-0.237
PEX14	0.238
FLJ12993	2.4325
ZBTB38	0.343166666666667
PCTK2	-0.0378333333333333
LRRC16	0.8102
FBLIM1	0.729416666666667
FYCO1	1.3175
RP5-1022P6.2	-0.18475
CMTM1	0.0673333333333333
PLTP	0.166166666666667
RAPH1	0.637125
DOCK8	-0.030375
EZH2	-1.70433333333333
SLC25A1	-0.727166666666667
PLEKHB1	-0.7482
GRB7	0.927
ZFP37	0.59175
MRPL33	-0.22975
PELO	-0.75175
ARMC1	0.271909090909091
C9orf27	-0.01925
FLJ25778	-0.0275
C9orf37	-0.915
TMEM66	-0.388
SPRN	0.101
HBEGF	-0.544125
PI4KA	-0.512
LEPRE1	0.19525
POU2AF1	-2.52975
MRPL12	-0.637666666666667
REP15	-0.081
ZC3H3	0.35125
RASAL1	-1.57325
DDAH1	0.325
ACBD5	0.048
TMC2	-0.1495
CCDC137	-0.62925
SAMD13	-0.686333333333333
UGT2B15	-2.57316666666667
TIPARP	-1.332
DNASE1L3	0.761
TRIM72	0.225833333333333
DBX2	0.47725
IPO8	-0.067
C21orf88	-0.0327
MAP3K14	0.1465
LOC51233	0.1745
GGTLA4	-0.7445
PDE6D	-0.36125
ZNF117	0.16675
CLK2	-0.246
NKRF	-0.63475
TNFSF15	0.7475
DUSP2	-0.78025
SECISBP2	0.3885
GABRR2	0.0115
PPAP2C	1.356
LOC51145	-0.0403333333333333
PAG1	-0.4775
PIK3C3	-0.09475
GNG10	-0.7915
APOL4	0.497
ANKRD28	-0.40125
STMN3	-1.114
RAB14	0.9515
CDK2AP2	-0.929
HDDC3	0.161125
COMMD7	0.551125
CXXC1	-0.4635
HMCN1	0.927666666666667
CD40	0.662
DYNC1LI2	-0.234375
GDI1	-0.03
LOC646938	-0.26075
VSNL1	-0.5415
PIH1D1	-0.106
RAET1G	-0.258
KRTAP5-9	-0.701
EFTUD2	-0.59375
ZNF311	0.8025
ATP6V1G3	0.244
OR2W3	0.69075
SCN4A	0.41175
MED10	-1.13375
FAM135A	-0.4058
ARHGAP4	-1.353
EHMT2	-0.47125
UFD1L	-0.6615
ERMP1	1.01925
MAG1	0.281333333333333
THAP8	-0.0855
HACE1	0.184
FAM82C	0.307666666666667
C3orf20	-0.0625
UNC84A	-1.07466666666667
SCD5	-0.0544285714285715
LASS6	1.78225
LSG1	0.208583333333333
MAL	-5.0165
GPR22	0.0855
WDR5B	1.068
ACTRT1	-0.037
C17orf60	-0.676666666666667
GRIN2C	0.1928
ARMC8	-0.748833333333333
SLC47A1	-2.382
DMPK	-0.03325
DHRS13	-0.6905
SMC1A	-0.485333333333333
KRTAP17-1	0.252
SMYD5	-0.56975
TUSC2	0.542
CRHR2	0.0645
KIR3DL2	-0.236
CCDC104	0.27925
ATP2C1	0.235375
CROT	1.156
PABPC3	0.902666666666667
EGR1	0.341666666666667
THSD1	1.13175
KHK	-1.4585
SLC12A2	1.825875
CD58	-1.03
STOX2	-0.135666666666667
CCDC76	-0.5379
CCDC48	4.02225
DNAH1	0.363833333333333
ZIC4	-0.053875
OR1G1	0.041
PSMC6	-0.562166666666667
PROKR1	0.241
ABCB1	0.024
TRAT1	-1.83025
LLGL1	-0.315
MTF1	1.67825
USP54	0.440875
PAGE2B	-1.329
ITGB7	-3.50025
CCDC81	-0.3445
LOC149837	0.06475
SCUBE1	-0.209
ZSCAN10	1.2935
HUWE1	-0.0412857142857143
CDH17	0
CD180	-0.10675
IL17A	-0.15125
TMPO	-1.987625
KIAA1524	-1.341
HDGFRP3	-0.289333333333333
OXCT1	-0.719363636363636
RRAS2	-1.40166666666667
LTBP2	2.081375
SV2B	2.06366666666667
CYP2A6	0.160375
PKD1L2	-0.162666666666667
PPM1M	0.0915
FLJ22662	1.19483333333333
ZNF502	2.155
GP6	-0.64275
CRYBA2	-1.1405
LEF1	-2.422
CTPS	-2.04171428571429
EYA1	-2.28683333333333
EPS8L1	0.97425
MAPK14	-0.752
SERPINB2	-4.407375
GTF2F2	-0.3515
ZNHIT4	-0.72
PLA1A	-0.330375
C20orf114	2.05
HPR	-2.1985
C18orf2	-1.6565
SATB2	-2.02
KCNJ9	-0.120875
MGC157906	0.2015
MOCS3	-0.567
C17orf71	-0.633
PPHLN1	-0.1149
HIST1H2BN	-1.652375
RAPGEF1	-0.693875
MAP3K8	0.19675
DLG4	0.265166666666667
STC1	-0.647833333333333
CDGAP	1.1235
DDX26B	-1.044
LOC150223	-1.442
CPSF3	-0.8425
TMEM14A	-0.44825
MYH3	-0.86075
GPKOW	-0.043
SULT1A1	-0.7835
SPON1	4.3832
YY1AP1	0.4035
RAB23	-0.18425
PLA2G4A	-3.91925
MAPRE3	-0.28425
ZNF516	0.8095
GGPS1	1.2675
EXOC3L2	0.70225
C19orf42	0.4967
MAP2K2	-0.3305
HIST1H2BB	-1.434
RNF19B	0.0983333333333333
C6orf128	0.1185
TLR8	0.833
PCDHA9	0.159
CARS2	-0.10575
CLUL1	2.79283333333333
RHAG	-3.617
UNK	0.098
EXOC8	0.9047
C9orf95	0.308
C14orf143	0.2275
MAML3	-0.087125
LDHA	-2.38425
MRPL20	0.143
KLHDC6	0.198666666666667
ATP5S	0.177833333333333
C8orf55	0.305
PHF19	-2.27225
KRTAP13-4	0.1515
TTC5	-0.47425
XKR5	0.02
SILV	-4.253
TEX28	-0.054
TCTN1	0.97325
CX40.1	0.09525
PPP2R5C	-0.06325
C12orf30	-1.24466666666667
CAPG	2.16325
MPZL1	-0.1351
ARSB	-1.31683333333333
TDH	-1.338
WASF4	1.43125
TSSK3	-0.546166666666667
7A5	1.0055
CRISPLD1	2.048125
MAD1L1	-1.02633333333333
SPIN4	-0.388
AMPD1	0.639
DPYSL5	0.099
INPP1	-0.299166666666667
ANKRD11	-0.322166666666667
NPAS4	-0.082875
GCET2	-0.194
RNASE9	-0.068
GUCY2D	-0.125333333333333
CCDC98	0.07225
FGF4	-0.296375
CPM	-0.4075
SLC26A4	-0.6795
PLD5	0.043
FAM59A	1.6305
FBXO5	-2.25822222222222
SIPA1L1	-0.00799999999999999
DPYS	0.02775
ATG4D	-0.488
TGM3	0.103
MTCH1	-0.512
HK1	0.129214285714286
CDC26	0.2565
GALNT12	-2.888
LOC339229	-0.0365
MRPL35	-0.053375
ORC4L	0.19125
TNKS	-0.478357142857143
C2orf24	0.205166666666667
ZNF553	0.264333333333333
GGTLA1	2.4137
ZNF497	-0.08375
CDY1B	-0.0985
SLC30A4	0.33725
TUB	-0.587625
ARHGEF18	0.014
ARRB1	0.232
KCNK1	2.591875
EREG	-2.1347
SCAMP5	0.46775
RUNDC3B	2.15725
ADAMTS20	0.1765
IL17RB	0.2055
FLJ20323	-0.6565
MCAM	0.345125
POLR3E	-1.26633333333333
AQR	0.360833333333333
IPMK	-0.19
CDCA7	-4.35925
CAMP	1.43425
GRHL3	0.1315
ADAMTSL2	1.26883333333333
CLMN	2.33533333333333
SSTR3	0.043
MAGEA5	-1.99783333333333
OVOL2	4.06625
JMJD1B	0.47325
RBL2	-0.2724
PYGO2	0.9655
PPP1R10	-0.00916666666666667
CSE1L	-1.25716666666667
LCA5	1.898
RDH16	-0.3475
ASRGL1	-0.49925
TOM1	-0.116666666666667
PTX3	-5.033
TTC15	0.66675
SCGB3A1	1.663
MRPL50	-0.9815
RCAN3	1.068625
SLC26A11	1.00575
STYX	-0.416833333333333
CINP	-0.43225
MARCH7	-0.125
PFKM	-0.498
SGMS1	0.224333333333333
RIOK3	-0.2173
C1orf110	0.136
CES7	-0.007875
LOC440248	-0.8405
PPP1R12C	-0.22625
C10orf27	0.034
ATG9A	-0.57775
MRPS26	0.280625
TMEM40	1.08775
ELP3	-0.8618
ZNF787	0.4784
HIAT1	-0.729125
C8orf34	1.0315
MGC4655	0.1858
PELI1	0.321666666666667
PPT1	1.0288
SLC35C2	-0.530166666666667
C6orf125	-0.3825
MUC4	-0.984666666666667
RFC4	-2.36528571428571
GNB2	-0.132833333333333
NUP50	-0.180428571428571
SULT4A1	-1.10483333333333
C7	3.4535
CCDC130	0.3915
ARRDC4	0.40275
RQCD1	-1.53625
GLYCTK	-0.946
AYTL2	-1.22636363636364
MTUS1	0.7841
LEMD3	0.611
PLEKHF2	3.117
HOXA7	0.798625
GTF3C2	-1.3495
DYNLRB2	2.95275
CNOT10	-0.43775
MR1	0.0235
FFAR1	-0.131
PRIC285	0.0425
SLITRK6	2.8525
LIX1	-1.3232
UBE1L2	-0.513166666666667
F8	1.515625
ACHE	0.253666666666667
KPNA5	-0.4555
TNFRSF12A	-1.8295
EGR3	-0.4315
SERPIND1	-2.95283333333333
OASL	2.122
IFRD1	-1.90975
WDFY1	0.0651666666666667
ZNF267	-0.481125
ACCN5	0.3285
ZBTB6	0.187
PPP1R3A	0.094
PRRT3	2.14575
FBXL19	-0.9
TXNIP	1.4345
ACTN2	-0.78475
ATG9B	-0.3795
C9orf117	0.040625
IL27	0.354
RPL36AL	-0.0835
KLK15	0.31375
CHAD	2.36
RAP2B	-0.7227
HEBP2	1.68475
ZNF342	0.5965
CAMK2G	-0.297833333333333
TLR3	1.6015
FGF14	0.54625
HMGB2	-1.414
TRPM5	-0.3455
OR5M11	0.0465
KIF3B	0.692736842105263
PRICKLE2	1.41875
MTMR9	-0.496125
C3orf27	0.0345
GLRA3	-1.16583333333333
NSDHL	-0.778
TMEM32	-0.148
POLR2D	-1.3975
MYADML	0.135
C9orf114	-0.6205
MRGPRX1	0.33
TOPORS	0.84875
CLDN19	0.08725
C1QL4	0.1315
RNF165	-0.309
DHRS9	-0.01175
DNAH2	0.1065
FXR1	-0.773166666666667
ZMYM3	-0.8515
CASP3	0.0015
FAM120C	-0.512
SCLY	-1.31975
CA7	-0.1805
ENTPD5	0.0986666666666667
ZNF461	0.01775
PDIA5	-0.638
C1orf19	-0.168166666666667
TMEM67	0.6315
KCTD20	-0.52675
WDR47	0.8745
FLJ38723	0.8075
KLRF1	0.498666666666667
TAS2R16	0.3435
CLDN12	-0.0270000000000001
PRKCE	0.22725
UBXD4	-1.14125
ITGAM	1.47916666666667
GLT8D3	-0.421
WDR31	1.0769
RGS2	-0.0925
OR51L1	0.3305
MST1R	0.40725
KIAA1737	1.823
OR4A5	-0.172
GLIS1	0.0466666666666667
PTMA	0.494285714285714
NAPA	0.93975
PRDM11	-0.0675
LIPF	0.3665
DIRAS3	1.52975
ASGR2	-4.124875
C1QTNF4	0.6825
PIK3R4	0.428
ARMC3	0.39375
NDUFV3	-0.419
BTBD3	-0.829
PPP1R2	-0.0405833333333333
UBE2NL	-1.213
FOSL2	0.546428571428571
FAM119A	-1.57466666666667
TUBA4A	-0.9629
KRTAP12-1	-0.0155
SFRS2	-0.5705
RHPN1	0.2777
EEF2	-0.1455
ZDHHC11	-0.645
EPHA3	-0.7153
RBM12	0.10325
H2AFJ	0.04875
EDIL3	2.5535
KIF26A	-1.01775
SERGEF	0.405
B3GALT4	2.19525
LOC90925	-0.0481666666666667
OSCAR	-0.348125
NPFF	0.372
DEDD	0.28175
TMEM155	-0.65525
PTPN1	0.1635
SCYL2	-0.1125
SKAP1	2.56075
LEAP2	-1.76033333333333
GADD45G	1.9602
IFITM3	0.83475
PILRB	-0.6965
SLU7	0.42525
DSC3	0.4945
DNMT3L	-1.07975
PAPD5	-0.257125
B3GNT3	-1.69683333333333
LHCGR	0.3835
MSL-1	-0.06975
UBE2S	-2.216625
SAP130	-0.35225
ANAPC11	0.22475
MAGED4B	-1.618
ATP6V1B2	-0.6305
C14orf179	0.7805
CAPZA1	0.0955
CDYL2	-0.370666666666667
GLRX3	-1.32366666666667
LOC136288	-0.211
MOBKL1A	0.25625
HTR2B	2.47025
CRYGD	-0.00783333333333334
NUS1	-1.2985
PGRMC1	0.229
MYOM2	-0.66925
FLJ39653	-0.0998333333333333
CHM	0.0475
OR5M8	0.1855
ZNF619	0.33
FAM105A	1.35675
CCNL1	-0.946
NAP1L3	0.764
C10orf57	2.31483333333333
B3GALNT1	0.7965
CSN1S2A	-0.03
TCP10L	-0.66575
GDAP2	-0.073375
DMKN	-0.342
COX6B1	0.235
DNASE2	0.302
MSH5	-1.65075
LGMN	-0.322625
USP31	-0.2856
OR13C8	0.3925
SDCBP	-0.1351
NUDT11	-1.63016666666667
PYGL	-1.90033333333333
SNPH	-0.3295
B3GNT4	-1.183
MIZF	-1.4955
NUBPL	0.18775
NOD1	0.384833333333333
CDH22	0.549125
NUBP1	0.00166666666666667
DSCAM	-3.69775
DGKI	0.678
FAM136A	-1.063
AKAP1	0.789666666666667
SLC16A6	0.68075
RIN3	-0.382
PSG2	-0.1515
DIP2B	0.167333333333333
PSORS1C1	-1.1284
KIAA0495	0.1055
FLJ90709	-0.244666666666667
LPA	-0.360833333333333
PIGA	-0.574333333333333
LY75	1.9585
UTS2	-5.30083333333333
RREB1	-0.229375
GALNACT-2	-0.139
MGC3196	-0.1235
FLJ31568	0.29075
LPHN1	0.198125
SP1	-0.036
TOX4	0.652166666666667
HSPA9	-0.1936
APOBEC1	-0.3765
SLC35E4	-0.04875
LSM5	-0.76075
SURF1	0.2045
ZBTB1	0.730333333333333
GTF2F1	-0.17825
RPS15A	0.0111428571428572
DUSP21	-0.373166666666667
GINS4	-2.771
MYO15A	0.0911666666666667
GIMAP7	3.4835
MGC13379	1.04125
ATP6V1E2	-0.172333333333333
UTP3	-0.22125
HNRPA3	-0.4603125
MT4	0.0835
C14orf155	0.1885
U1SNRNPBP	0.64125
CKLF	-1.301
PLEKHN1	-0.0988333333333333
MBNL1	-0.1675
NUP160	-1.62825
ACSM2A	-1.38225
LOC129881	0.77725
KIAA1529	0.8175
FLJ22639	-1.8665
HAND1	-0.8845
GSX1	-0.0815
FGA	-3.348
SERPINB1	0.1125
ZNF642	0.9405
IGFBP1	-7.773
SLC1A1	4.10625
DHX57	0.07825
ZNF766	1.1285
PTPN21	-0.0356
GDPD3	-0.972166666666667
PNPLA5	0.077
TBR1	0.0973333333333333
FAM116A	0.394
IQGAP1	0.945875
FOS	-0.306
ZNF226	0.317
FIGNL1	-0.472333333333333
C14orf1	0.270833333333333
ZMYND17	0.0595
PUS7	-1.01033333333333
TUBB6	-1.23925
KCNQ2	-1.466
MARCH6	0.173166666666667
CCDC33	-0.046
PRODH	0.002
RBM11	0.55325
EPHA6	0.108125
SLC43A1	-0.4025
LOC196541	0.302125
NTN1	0.670166666666667
ING4	0.93475
PCDHB10	0.665
DPH2	-0.425666666666667
SPACA4	-0.168
FBXL21	-2.892
DIAPH1	-0.87
ZNF71	0.4685
CEP76	-0.9595
CORO1A	-1.39525
RRM2	-4.131125
EDG4	0.4855
OS9	0.328333333333333
SLC4A1AP	-0.0495
COG5	-0.477
COPS8	-0.5085
NGLY1	-0.905
NCBP2	-0.171375
C17orf42	-0.817166666666667
GPSM3	0.28475
SIL1	0.418
ASB6	-0.172
SMAD5OS	-0.1715
UNC93A	-2.50175
A1BG	0.0891666666666667
C21orf62	0.0995
FMO5	0.72725
ATRIP	0.253166666666667
CEBPG	-0.400333333333333
C7orf38	0.5405
TNFRSF1B	0.570166666666667
CLEC1A	1.01533333333333
IQSEC1	0.650625
PATZ1	1.7175
RBM22	1.077125
BAG2	-2.277
PAQR5	-1.41133333333333
C9orf127	0.9629
THNSL1	0.0555
SHROOM3	2.6094
JAM2	1.806
SNRPN	-0.5255
ALX4	-0.1155
CACNA1S	-0.1825
FAM130A1	0.9545
CORIN	2.377
CD300LB	0.2925
PLEKHG6	0.4065
LRRC40	-1.4115
PCLKC	-0.97525
PCDHB16	0.659333333333333
WNT2B	0.7325
ASNS	-1.83433333333333
MRPL49	-0.3065
FLJ46111	-1.24275
ISG20	-1.127
SMU1	-0.277666666666667
CASZ1	0.316
POLR1D	-0.520833333333333
GIN1	-0.225
SNAG1	0.1415
ANKRD29	-0.40225
CDKN2AIP	0.26675
KRR1	0.178
CXCL1	-3.683
EPM2A	0.0808
PC	-0.624666666666667
DEFB127	0.1855
PDZRN4	1.63466666666667
FAH	0.7385
OR51E1	0.845
CDC2L6	-0.1575
DNTTIP1	-0.88925
PAX8	0.35025
TMEM116	0.9585
C1orf150	-0.238
PRO2012	0.30075
MRPL40	-0.374333333333333
BEX1	-3.3621
SLC2A4	0.2225
PKMYT1	-2.17525
FEZF2	-0.120666666666667
SLC26A9	-1.0445
MAP2	0.109916666666667
LYL1	-1.10675
SLC25A19	-1.076
NOS3	-0.1365
ZNF34	1.411
TMPRSS11F	-0.15025
FAM43A	-0.20925
FCRL4	0.436333333333333
KLF14	0.41625
FLRT2	0.684166666666667
WRN	-1.7625
SDF2	0.5446
KRT8P12	-0.7915
C6orf195	-0.00249999999999999
C9orf125	-0.955333333333333
DZIP3	0.464
RIT1	0.0160833333333334
SCML1	-0.751833333333333
RHBDF2	-0.636375
OR2G3	0.201
REXO1L1	-0.348
MAP3K7IP3	0.091875
C3orf57	-2.71075
FBXW11	-0.402166666666667
ETAA1	0.00175
C14orf131	-0.5206
AKT1S1	-0.47175
SLC12A5	-0.80575
C9orf164	0.982
NRIP3	2.49225
NOS1AP	1.26925
TMEM121	0.7985
SAP30BP	-0.3338
DGCR6	1.06775
WDR76	-1.30225
FAM82B	-0.34325
LOC606495	-0.717
MAP9	2.16491666666667
BCDIN3D	0.8595
CXorf36	2.6545
DSCR3	-1.5023
ZFAND3	0.02575
C7orf43	-0.2565
SPSB3	0.4733
C19orf19	0.1745
FAM133A	-0.662625
C12orf25	-0.056
SLC39A3	-0.514125
DISP2	-0.54275
PI4KAP2	-1.8695
MKRN3	-2.0715
ADAMTS13	-0.30025
CBLN3	0.077
TTYH1	-1.19666666666667
C3orf18	1.446
FLJ13236	-0.474
ZMYND12	3.0905
C18orf25	-0.052375
GLB1L3	-0.592
ATP13A5	-0.1465
RANBP10	-0.04175
CD96	-1.8471
DENND1C	-1.24275
RBMS3	1.541
SLC41A3	0.501833333333333
DGCR6L	0.87525
TMEM128	0.823833333333333
CSNK1G3	0.251142857142857
MOBKL2C	0.846625
TSPAN6	0.98525
MATN2	0.078
MSL2L1	1.01233333333333
ST6GALNAC2	0.3295
FGFBP2	0.347
FGL1	-6.17316666666667
MPP3	-0.399333333333333
ARHGEF6	2.05616666666667
TGFBR2	0.61675
ACMSD	-0.16625
IL33	4.0465
C9orf5	0.18225
DEAF1	-0.0696000000000001
AMN	0.444
DEFA6	0.114375
RNF212	-0.7485
METT5D1	0.5245
CIB1	-0.0453
TSSK1B	-0.04225
KIAA1727	1.88925
ZNF680	0.164916666666667
LOC399900	-0.6985
LOC152217	-0.32
CTNNAL1	-2.2715
CIT	-2.802
TLE6	1.4305
ZNF607	-0.83425
HERC4	-0.588666666666667
DRAP1	-0.6751
PEMT	-0.49575
C10orf111	-0.099
ZNF575	1.389375
KCTD7	-0.163
MYO1F	-0.066625
LOC285382	0
RAB11A	0.8248
PLCD3	-0.514
C15orf28	-0.01675
PTBP2	-0.74975
CTB-1048E9.5	-0.36975
C19orf60	-0.237166666666667
C7orf25	-0.103166666666667
SETD7	0.480375
HOXB9	-4.6345
VANGL1	-0.2551875
CHAF1B	-3.11575
NDUFA3	0.06475
KIAA1328	-0.0548333333333334
SHARPIN	0.367125
TTC23	-0.176875
UGP2	0.143833333333333
ANKIB1	0.6892
CIRBP	2.06071428571429
SEC14L4	-2.54416666666667
OVCH1	-0.173833333333333
VPS52	-0.219
FAT	-0.00187499999999997
M6PRBP1	-0.16975
GPRIN3	0.1885
PPM1F	-0.821833333333333
TSR1	-1.2055
CCDC85A	1.852
PCSK5	2.07625
ZFHX3	0.7725
HEMK1	-0.0995
PGBD2	0.4105
RSRC2	0.0301666666666667
AURKC	-1.063
SCRIB	0.579875
ORM2	-4.41316666666667
FAM115A	0.9615
FZD6	0.697625
UNC119	-0.101166666666667
GPX3	-0.4327
NOV	1.138125
CABC1	0.928125
CDC42SE2	-1.0488125
EIF2S2	-1.0996
RNF130	0.15975
CKAP5	-0.917333333333333
RP11-413M3.2	0.55125
C10orf18	0.0867
TMEM93	-1.232
DYX1C1	1.7575
KCNMB2	-0.798
ANK3	1.765
KRT5	-0.3198
CDH12	-1.178125
QRSL1	-0.4245
JUB	-0.46575
SHC4	-1.80675
CCL15	2.4365
CCDC22	0.00725
SNX24	1.33575
RARS	-0.61175
MORC2	0.1425
FAM48A	-0.19725
MT1H	-1.4365
PPP1R14C	-2.51466666666667
FOXD1	-2.18685714285714
C1orf213	-1.737
AMT	-1.1331
DSN1	-1.50275
PTPLAD2	1.20475
DIS3L	0.065
RASL11A	1.24275
GPRC5B	0.044
FRMD7	0.158
STRN4	-0.1965
KITLG	1.78490909090909
HDGF	0.1265
OR1S1	0.0445
SETX	0.3137
DDR2	0.00925000000000003
KCTD12	1.895
LYZL2	-0.4125
WDR52	0.8665
TMEM2	0.788
ZNF579	1.02266666666667
LOC200810	-0.174
TNFSF9	-1.9815
PPFIA4	-3.10075
CNIH3	0.6305
MAP4K4	-1.159
ROD1	0.137285714285714
ALS2CR12	-0.701166666666666
DOCK3	-1.08316666666667
PAQR9	-3.41275
ASB17	-0.019
STX16	-1.598625
FEZ2	0.150333333333333
DLAT	-1.24766666666667
KIF21B	-1.399
CDC5L	-0.59475
TMEM119	1.35183333333333
CRIP3	-0.98225
TPSD1	0.630166666666667
TEPP	0.2965
GNGT2	0.50925
C21orf121	0.19
WNK1	-0.0836666666666666
FLJ10490	0.5527
OR51B5	-1.672
LOC203547	-1.577875
HAS1	-0.4825
PPA1	-1.41183333333333
ST7	-0.30375
C11orf46	0.1809
POPDC3	-3.47883333333333
ACOX2	0.881833333333333
ATCAY	-0.3695
TM4SF19	-0.671
MFSD9	-0.972333333333333
PDHB	-0.08025
ERN1	-0.353
LCE3C	-0.0785
GPR111	0.405
NOTCH3	2.04216666666667
ADAMTS5	3.98325
B3GALT1	-0.25725
UGCGL1	-1.3065
FAM58A	0.0615
FBXO32	1.88625
CLPP	-0.40175
NXPH1	1.251
MTMR3	1.21633333333333
ATP1B3	-1.36925
TMEM16A	3.909625
HIST1H3F	-0.295833333333333
TRIM25	0.114833333333333
SDCBP2	0.641
CRKL	-1.013375
HOXB2	0.632666666666667
ANP32B	-0.628125
GATM	3.78
AP4E1	-0.2905
EDG5	0.114
CDKN3	-2.9555
CDH4	-2.181
PGD	-1.16383333333333
RND1	0.054
GAD1	-2.3767
MPG	0.11625
LOC440350	-0.432
ZNF133	0.648
SERPINB12	-0.1855
AMELY	0.0791666666666667
DHX36	-0.876
TNFAIP8L2	1.86533333333333
PHTF2	-0.388611111111111
CCDC112	-0.780666666666667
IQCC	-0.579
HEYL	3.18983333333333
FTSJ2	-1.1555
APPL1	1.383
RAB43	0.165928571428571
OR10G2	-0.3075
WAC	0.358333333333333
ADCY9	-0.924125
RUNDC2B	0.741
PYCRL	0.6738
AGPAT7	-0.560166666666667
SLC22A9	-0.517
CDKAL1	-0.582
PDYN	-0.277666666666667
C20orf74	0.97525
MTMR11	1.3065
VAV3	4.72183333333333
DAPL1	1.9255
STXBP3	1.1545
EIF3G	-0.0965
ARHGAP22	-0.3315
NPFFR1	-0.082
NPC1	-1.007
ALDH9A1	1.77433333333333
ZNF600	0.114375
ZNF678	0.128666666666667
RASSF1	-0.394833333333333
ADD2	-1.648375
PITPNB	0.465625
PKD2L2	-0.041625
LRP11	-0.81275
CDKL1	0.32125
SMEK2	0.294
PRODH2	-3.01033333333333
C11orf54	-0.580666666666667
SFRS11	-0.7525
IL7	0.881833333333333
ALS2CR16	1.559
BTG3	-1.76916666666667
PAK2	-0.266055555555556
RP11-679B17.1	0.43875
GATA4	-1.4585
ATP2B1	0.0295
LOC130940	1.4545
C1orf172	2.78533333333333
ATF7IP2	-0.84675
SLC25A43	-0.702166666666667
CENTG3	-0.0895
IGF2BP1	-3.5366
FCHSD1	0.17
CAMK2N2	1.52866666666667
ELAVL3	-0.1156
NBPF15	0.308333333333333
UBE2J2	-0.122416666666667
GNL2	-0.552
PRR3	-0.565
NLF2	1.08175
OR4F6	0.1845
KLHL24	1.13183333333333
CCDC88A	-1.45
SGPP1	-0.428666666666667
C10orf11	-0.0431666666666667
SLC35B4	-1.39316666666667
UGT3A2	-0.576
ARNT2	-0.9966
CBR1	-1.889
ITPR3	-0.966166666666667
TRAPPC6B	-0.5446
AMZ1	-0.226
ARP11	0.34225
WDSUB1	0.611
APBA1	0.237666666666667
RAB2A	0.641
C6orf162	-0.2905
HPSE2	0.174
PLCE1	-0.47475
INSL3	0.2645
DLG1	0.0122
PTPLA	-2.841
PIGX	-0.1145
TFIP11	0.5195
FIBIN	2.869
POLR2G	-0.21975
GRAP2	-1.5235
DNAJB8	-0.10675
CNBP	0.553833333333333
WASF1	-0.427
INPP5E	-1.1988
HSPB1	-0.413375
TMEM167	-0.3876
CUBN	0.09725
IGF1	4.1534375
ITPK1	-0.1025
NAALAD2	-0.197875
G3BP1	-0.3885
NT5DC1	0.481875
CYP39A1	-0.064
TMEM139	1.84041666666667
POLK	0.0123
GLULD1	-0.76475
RBM15	-0.217166666666667
AMZ2	0.12675
GDF15	-3.26083333333333
MESDC2	-0.28425
INCA	-0.174666666666667
ACY1L2	-0.3985
GZMM	-1.09866666666667
PAIP1	0.02175
CACNA2D1	0.00950000000000001
STK32C	-0.154666666666667
SH3BP4	1.56116666666667
DEC1	0.124
PADI1	-0.0225
UBB	-0.0839
PON3	-1.0655
PROP1	0.366
ANKRD13B	-0.4525
ADCK1	-0.58025
TCF25	-0.0228333333333333
SLC38A5	-2.36425
CXorf26	0.0273333333333333
C19orf39	0.57675
PPP1R13B	0.18275
ARL2	-0.7305
TCL6	-0.00466666666666668
TOP3A	-1.068
SLC16A14	0.716125
FXYD6	1.526
HIST1H4E	-0.4965
BBC3	0.796473684210526
UNC5A	-0.2
FAM86C	-0.1884
PI4KB	0.5255
B3GAT1	-3.25975
SUSD2	1.83166666666667
OAZ2	0.523
NOC4L	-0.42275
C10orf12	-0.967
FADS1	-2.867
LOC144097	-0.95825
DKK2	1.49516666666667
KIAA1949	-0.4815
RHOT1	-0.1664
OXT	1.15433333333333
GPR153	1.344
ARL4A	-1.004
SAAL1	-1.86375
CCDC64	-0.76
USE1	-0.228833333333333
HNMT	1.03366666666667
PCGF3	0.7015
CYP2C19	0.18175
C20orf4	0.2765
CCDC11	1.07225
ACSBG2	0.08425
RWDD2A	0.56025
PALLD	2.572125
CPLX4	0.239
