Hybridization REF	TCGA-AN-A0AT-01A-11R-A034-07
RGS16	1.455625
URB1	-0.194666666666667
OR4C46	-0.226333333333333
TOP3B	-0.67175
NFATC4	-0.224
CA14	-4.692
BMPR1A	0.745833333333333
SNRP70	-0.5485
PRL	1.56991666666667
C6orf130	-0.52975
STAG2	-0.06
CD55	-1.28714285714286
RPS23	-0.245333333333333
SSX2	-1.58833333333333
FDPSL2A	-0.0295
FBXO27	0.270375
SYNGR3	-0.668833333333333
TMSL3	0.43225
EML1	-0.8175
NUP93	0.447083333333333
SMAD3	-0.78
KIAA1189	0.660333333333333
HNRPUL2	0.995833333333333
TBC1D12	-0.220833333333333
C16orf24	0.52075
MRVI1	1.62883333333333
ZNF581	0.4025
ELOVL3	0.5195
OR51Q1	0.62
CACNB3	-0.0873333333333333
GALNT13	2.00575
C10orf84	0.000499999999999987
NEDD4	-1.3267
SPO11	0.107
OR5AU1	0.235
NEK4	0.206785714285714
PRKAR2A	-0.424166666666667
IHPK1	-0.224666666666667
ATP6V0B	0.309125
CACNA1E	0.949
CEACAM8	-0.600666666666667
PEX14	-0.6185
FLJ12993	-1.9595
ZBTB38	-0.764083333333333
PCTK2	-0.101833333333333
LRRC16	0.9373
FBLIM1	-0.111
FYCO1	1.149
RP5-1022P6.2	-0.95525
CMTM1	0.300666666666667
PLTP	0.416166666666667
RAPH1	1.74725
DOCK8	0.34375
EZH2	-1.53586666666667
SLC25A1	-0.325833333333333
PLEKHB1	2.7761
GRB7	1.2654
ZFP37	-0.093
MRPL33	0.445
PELO	-0.7135
ARMC1	0.778181818181818
C9orf27	0.082
FLJ25778	0.172
C9orf37	-1.72383333333333
TMEM66	-0.7745
SPRN	0.215875
HBEGF	-0.302125
PI4KA	-1.204
LEPRE1	-0.2645
POU2AF1	-1.1435
MRPL12	0.5185
REP15	-1.242
ZC3H3	0.362
RASAL1	0.331
DDAH1	1.083125
ACBD5	-0.440375
TMC2	0.0475
CCDC137	-0.28675
SAMD13	1.66766666666667
UGT2B15	-4.89366666666667
TIPARP	-1.76725
DNASE1L3	-0.4285
TRIM72	0.454166666666667
DBX2	0.69225
IPO8	0.65275
C21orf88	-0.7357
MAP3K14	0.32025
LOC51233	1.00416666666667
GGTLA4	0.74225
PDE6D	0.08675
ZNF117	-0.61475
CLK2	-0.5765
NKRF	-0.171
TNFSF15	1.3442
DUSP2	1.151
SECISBP2	-0.6915
GABRR2	0.203
PPAP2C	2.187
LOC51145	0.4175
PAG1	-0.46075
PIK3C3	0.4855
GNG10	0.231
APOL4	0.0851666666666667
ANKRD28	-0.24
STMN3	-2.5341
RAB14	1.0968
CDK2AP2	-0.44925
HDDC3	0.225375
COMMD7	0.394
CXXC1	0.25375
HMCN1	-1.36616666666667
CD40	0.80975
DYNC1LI2	0.264
GDI1	-0.37975
LOC646938	0.11175
VSNL1	-0.200666666666667
PIH1D1	-0.1785
RAET1G	0.141
KRTAP5-9	0.063
EFTUD2	-0.27675
ZNF311	1.1205
ATP6V1G3	-0.00875000000000001
OR2W3	-0.026
SCN4A	-0.0935
MED10	-1.429625
FAM135A	0.666
ARHGAP4	-0.61375
EHMT2	-0.053875
UFD1L	0.292
ERMP1	-0.54825
MAG1	-0.0951666666666667
THAP8	1.68683333333333
HACE1	-0.247833333333333
FAM82C	-0.410833333333333
C3orf20	0.639
UNC84A	0.1575
SCD5	0.373285714285714
LASS6	0.529125
LSG1	0.272416666666667
MAL	-4.74975
GPR22	-0.3485
WDR5B	1.2625
ACTRT1	-0.1925
C17orf60	-0.522
GRIN2C	0.4514
ARMC8	-0.817833333333333
SLC47A1	-2.7245
DMPK	-0.4265
DHRS13	0.271833333333333
SMC1A	-0.897
KRTAP17-1	0.45425
SMYD5	-0.07425
TUSC2	-0.287875
CRHR2	0.7775
KIR3DL2	0.2825
CCDC104	1.213
ATP2C1	0.1525
CROT	-0.972
PABPC3	-0.0121666666666667
EGR1	-0.0836666666666667
THSD1	-0.67125
KHK	-0.091
SLC12A2	1.7123125
CD58	-0.03225
STOX2	0.724166666666667
CCDC76	-1.06
CCDC48	0.86725
DNAH1	-0.459666666666667
ZIC4	0.684625
OR1G1	0.041
PSMC6	0.0496666666666667
PROKR1	0.792
ABCB1	-1.982625
TRAT1	-0.69775
LLGL1	0.461
MTF1	1.3165
USP54	-0.167875
PAGE2B	-2.5615
ITGB7	-3.52
CCDC81	0.241
LOC149837	0.224
SCUBE1	-0.3325
ZSCAN10	0.4965
HUWE1	0.699357142857143
CDH17	0.2865
CD180	0.42525
IL17A	0.4745
TMPO	0.116
KIAA1524	0.114166666666667
HDGFRP3	0.418666666666667
OXCT1	-1.99227272727273
RRAS2	0.840333333333333
LTBP2	1.766125
SV2B	2.68483333333333
CYP2A6	0.14325
PKD1L2	-0.819666666666667
PPM1M	-0.26275
FLJ22662	2.01666666666667
ZNF502	2.91075
GP6	-0.8505
CRYBA2	0.8
LEF1	-2.0139
CTPS	-0.0978571428571429
EYA1	-3.60416666666667
EPS8L1	1.09
MAPK14	0.2135
SERPINB2	-4.376
GTF2F2	-0.488666666666667
ZNHIT4	0.739
PLA1A	-1.54475
C20orf114	-0.70225
HPR	-3.9095
C18orf2	-3.11066666666667
SATB2	-1.63975
KCNJ9	-0.059125
MGC157906	0.323
MOCS3	0.2495
C17orf71	-0.134833333333333
PPHLN1	-0.0643
HIST1H2BN	-0.041375
RAPGEF1	-0.330125
MAP3K8	0.4265
DLG4	-0.399166666666667
STC1	-0.241916666666667
CDGAP	0.9765
DDX26B	-0.9055
LOC150223	-0.4405
CPSF3	0.139833333333333
TMEM14A	0.5895
MYH3	-0.85475
GPKOW	-0.06125
SULT1A1	-1.249
SPON1	1.786
YY1AP1	-0.317
RAB23	-0.22475
PLA2G4A	-2.428
MAPRE3	-0.30425
ZNF516	0.203571428571429
GGPS1	1.06725
EXOC3L2	-0.59275
C19orf42	-0.6857
MAP2K2	0.201
HIST1H2BB	-0.46925
RNF19B	1.252
C6orf128	1.32666666666667
TLR8	3.272
PCDHA9	-0.263
CARS2	0.713625
CLUL1	3.02933333333333
RHAG	-3.8275
UNK	-0.031
EXOC8	0.4925
C9orf95	0.47525
C14orf143	-0.878666666666667
MAML3	-0.051875
LDHA	-0.75125
MRPL20	0.38175
KLHDC6	4.02533333333333
ATP5S	0.492
C8orf55	-0.2625
PHF19	-1.154375
KRTAP13-4	0.502
TTC5	0.005
XKR5	-0.43875
SILV	-4.39866666666667
TEX28	-0.374
TCTN1	0.14225
CX40.1	0.63525
PPP2R5C	0.266875
C12orf30	-0.092
CAPG	1.775
MPZL1	0.632
ARSB	-0.472666666666667
TDH	-2.5365
WASF4	0.8685
TSSK3	0.200666666666667
7A5	2.0875
CRISPLD1	1.44075
MAD1L1	-0.861833333333333
SPIN4	0.780166666666667
AMPD1	-0.194
DPYSL5	0.0965
INPP1	0.272166666666667
ANKRD11	-0.2905
NPAS4	0.088
GCET2	0.0643
RNASE9	0.0045
GUCY2D	0.1325
CCDC98	-0.15325
FGF4	-0.668
CPM	-0.540166666666667
SLC26A4	-2.14383333333333
PLD5	-0.102
FAM59A	1.3157
FBXO5	-0.601777777777778
SIPA1L1	0.241875
DPYS	1.40325
ATG4D	0.55125
TGM3	0.442
MTCH1	1.1195
HK1	-0.371714285714286
CDC26	1.29875
GALNT12	-0.202
LOC339229	-0.25175
MRPL35	-0.332625
ORC4L	-0.47825
TNKS	0.174071428571429
C2orf24	0.411666666666667
ZNF553	1.1915
GGTLA1	2.3995
ZNF497	-0.10525
CDY1B	0.76225
SLC30A4	0.100857142857143
TUB	0.70925
ARHGEF18	-0.3685
ARRB1	-0.10175
KCNK1	1.537875
EREG	-0.2707
SCAMP5	-0.48875
RUNDC3B	0.704
ADAMTS20	-0.328
IL17RB	-0.21525
FLJ20323	-0.235
MCAM	-0.187375
POLR3E	-2.18908333333333
AQR	0.0493333333333333
IPMK	-0.2585
CDCA7	-0.876375
CAMP	3.45875
GRHL3	0.61475
ADAMTSL2	0.248833333333333
CLMN	3.40716666666667
SSTR3	0.7615
MAGEA5	0.994
OVOL2	2.96975
JMJD1B	-0.454
RBL2	0.4905
PYGO2	0.3535
PPP1R10	0.235833333333333
CSE1L	0.136
LCA5	-0.5535
RDH16	-0.647
ASRGL1	-1.0775
TOM1	0.259666666666667
PTX3	-1.91725
TTC15	0.33225
SCGB3A1	2.64616666666667
MRPL50	-0.2405
RCAN3	2.063875
SLC26A11	0.36575
STYX	1.4745
CINP	0.50225
MARCH7	-0.289
PFKM	-1.0895
SGMS1	-0.123333333333333
RIOK3	0.5151
C1orf110	-0.084
CES7	-0.055375
LOC440248	-2.55675
PPP1R12C	-0.1275
C10orf27	0.2175
ATG9A	0.122
MRPS26	0.803625
TMEM40	1.90275
ELP3	-0.8536
ZNF787	0.594
HIAT1	-0.24875
C8orf34	0.4115
MGC4655	0.3452
PELI1	1.604
PPT1	0.0291
SLC35C2	-0.0778333333333333
C6orf125	0.58225
MUC4	-1.42566666666667
RFC4	-0.932571428571429
GNB2	-0.833166666666667
NUP50	-0.0861428571428571
SULT4A1	1.6875
C7	0.583
CCDC130	-0.551166666666667
ARRDC4	0.5915
RQCD1	0.65675
GLYCTK	-1.109
AYTL2	-1.496
MTUS1	-0.912
LEMD3	-0.402166666666667
PLEKHF2	-0.5575
HOXA7	0.045875
GTF3C2	0.1775
DYNLRB2	-2.42425
CNOT10	0.7615
MR1	-0.200333333333333
FFAR1	0.1015
PRIC285	0.4315
SLITRK6	1.8335
LIX1	-1.3703
UBE1L2	0.02325
F8	1.267
ACHE	-0.187833333333333
KPNA5	0.015
TNFRSF12A	-0.0618333333333333
EGR3	-0.0455
SERPIND1	-3.18966666666667
OASL	1.5755
IFRD1	-0.47325
WDFY1	-0.124833333333333
ZNF267	0.17525
ACCN5	-0.307
ZBTB6	-0.08575
PPP1R3A	0.1945
PRRT3	0.55975
FBXL19	-0.27
TXNIP	-1.04507142857143
ACTN2	2.04925
ATG9B	-0.429875
C9orf117	0.042125
IL27	-1.0385
RPL36AL	-0.0891666666666667
KLK15	0.10175
CHAD	0.9285
RAP2B	0.0323
HEBP2	1.55225
ZNF342	-0.208
CAMK2G	-0.945166666666667
TLR3	-0.54175
FGF14	1.5945
HMGB2	-0.397375
TRPM5	0.350833333333333
OR5M11	0.109
KIF3B	0.181052631578947
PRICKLE2	-1.33075
MTMR9	-0.64075
C3orf27	0.17675
GLRA3	-1.38
NSDHL	0.282833333333333
TMEM32	0.48275
POLR2D	0.0745833333333333
MYADML	0.581
C9orf114	-1.33675
MRGPRX1	0.6695
TOPORS	-0.205
CLDN19	-0.7045
C1QL4	0.646
RNF165	0.485
DHRS9	-0.57075
DNAH2	-0.527833333333333
FXR1	0.240833333333333
ZMYM3	-0.51525
CASP3	-0.2845
FAM120C	0.048125
SCLY	-0.11775
CA7	-0.288
ENTPD5	1.21166666666667
ZNF461	0.57425
PDIA5	-0.07775
C1orf19	0.414166666666667
TMEM67	0.71925
KCTD20	0.7855
WDR47	0.45
FLJ38723	0.6825
KLRF1	-0.516666666666667
TAS2R16	0.1575
CLDN12	-0.354
PRKCE	-0.3575
UBXD4	0.1645
ITGAM	2.50833333333333
GLT8D3	0.499875
WDR31	1.2776
RGS2	0.539
OR51L1	0.201
MST1R	0.691
KIAA1737	0.46625
OR4A5	-0.1125
GLIS1	-2.36083333333333
PTMA	0.819642857142857
NAPA	-0.77675
PRDM11	1.02225
LIPF	-0.124
DIRAS3	-0.61925
ASGR2	-3.846375
C1QTNF4	-0.77425
PIK3R4	-0.649166666666667
ARMC3	0.833
NDUFV3	-0.0735
BTBD3	1.43216666666667
PPP1R2	-0.519833333333333
UBE2NL	0.56775
FOSL2	0.740357142857143
FAM119A	-0.221333333333333
TUBA4A	1.0254
KRTAP12-1	0.28475
SFRS2	-0.2815
RHPN1	-0.4314
EEF2	-0.480333333333333
ZDHHC11	-3.67116666666667
EPHA3	-2.0256
RBM12	-0.959
H2AFJ	0.4765
EDIL3	0.5065
KIF26A	-0.96275
SERGEF	0.581
B3GALT4	2.583
LOC90925	2.16883333333333
OSCAR	-0.093625
NPFF	-1.10075
DEDD	0.538125
TMEM155	-0.468625
PTPN1	-0.35775
SCYL2	0.977
SKAP1	0.865
LEAP2	-2.57883333333333
GADD45G	0.943
IFITM3	-0.343125
PILRB	-2.006
SLU7	-1.3443125
DSC3	5.582
DNMT3L	-1.362
PAPD5	0.749
B3GNT3	-0.956166666666667
LHCGR	0.3005
MSL-1	-0.11625
UBE2S	-0.5855
SAP130	-0.161
ANAPC11	0.245
MAGED4B	-0.456
ATP6V1B2	-0.3205
C14orf179	1.246125
CAPZA1	0.075125
CDYL2	-1.424
GLRX3	-0.929666666666667
LOC136288	-0.551
MOBKL1A	0.228
HTR2B	-0.36875
CRYGD	0.1115
NUS1	0.286
PGRMC1	0.355
MYOM2	-2.34475
FLJ39653	-2.3525
CHM	-0.0835
OR5M8	0.8345
ZNF619	1.8495
FAM105A	-0.157
CCNL1	-1.068
NAP1L3	-0.55725
C10orf57	0.539833333333333
B3GALNT1	0.975166666666667
CSN1S2A	0.1415
TCP10L	0.515
GDAP2	1.041875
DMKN	-2.59916666666667
COX6B1	1.57975
DNASE2	0.471333333333333
MSH5	-0.64325
LGMN	-0.4685
USP31	-0.2242
OR13C8	0.588
SDCBP	-0.1702
NUDT11	-1.9905
PYGL	-1.19833333333333
SNPH	-1.88783333333333
B3GNT4	0.707
MIZF	-0.8166
NUBPL	-0.543375
NOD1	-0.3
CDH22	-0.4165
NUBP1	-0.3745
DSCAM	-3.85075
DGKI	-0.0635
FAM136A	0.24725
AKAP1	0.508166666666667
SLC16A6	-1.81625
RIN3	1.4005
PSG2	-0.534
DIP2B	-0.36175
PSORS1C1	0.484
KIAA0495	-0.8085
FLJ90709	-0.993833333333333
LPA	-0.3585
PIGA	1.04116666666667
LY75	4.2675
UTS2	-6.64083333333333
RREB1	-0.29875
GALNACT-2	0.5677
MGC3196	-0.24275
FLJ31568	0.381
LPHN1	-1.82775
SP1	0.600875
TOX4	-0.104166666666667
HSPA9	-0.2464
APOBEC1	-0.227
SLC35E4	-1.89375
LSM5	0.1615
SURF1	-0.241
ZBTB1	0.0165
GTF2F1	-0.001125
RPS15A	-0.380571428571429
DUSP21	-0.8465
GINS4	-1.90383333333333
MYO15A	0.776166666666667
GIMAP7	3.0225
MGC13379	1.17425
ATP6V1E2	1.66383333333333
UTP3	0.25775
HNRPA3	-0.348625
MT4	1.128
C14orf155	0.46825
U1SNRNPBP	-0.687
CKLF	0.110833333333333
PLEKHN1	0.530166666666667
MBNL1	-0.156333333333333
NUP160	-0.35775
ACSM2A	-1.854
LOC129881	-0.7725
KIAA1529	0.46275
FLJ22639	0.5155
HAND1	-1.669
GSX1	0.7535
FGA	-4.36913333333333
SERPINB1	0.6295
ZNF642	1.33825
IGFBP1	-8.12725
SLC1A1	-1.647375
DHX57	0.018125
ZNF766	0.203
PTPN21	1.4552
GDPD3	-2.33216666666667
PNPLA5	0.433
TBR1	1.03316666666667
FAM116A	-0.32525
IQGAP1	1.565125
FOS	-1.744
ZNF226	-1.1335
FIGNL1	0.534666666666667
C14orf1	1.08416666666667
ZMYND17	-0.49
PUS7	-0.6005
TUBB6	0.49575
KCNQ2	-1.12275
MARCH6	-1.14983333333333
CCDC33	0.4105
PRODH	-1.58325
RBM11	1.5215
EPHA6	0.21625
SLC43A1	-1.74375
LOC196541	0.121125
NTN1	0.984666666666667
ING4	0.22425
PCDHB10	-0.624
DPH2	0.559333333333333
SPACA4	-0.28875
FBXL21	-3.95
DIAPH1	-0.5565
ZNF71	1.20766666666667
CEP76	0.5885
CORO1A	-0.69625
RRM2	-1.273875
EDG4	0.98275
OS9	-0.715
SLC4A1AP	0.24625
COG5	-0.826
COPS8	0.0555
NGLY1	0.3365
NCBP2	-0.11675
C17orf42	-1.02116666666667
GPSM3	0.75525
SIL1	-0.0676666666666667
ASB6	-0.46025
SMAD5OS	-0.191
UNC93A	-3.737
A1BG	0.348666666666667
C21orf62	-0.18275
FMO5	-2.05616666666667
ATRIP	-0.132
CEBPG	0.0105
C7orf38	-0.4875
TNFRSF1B	0.530666666666667
CLEC1A	0.993
IQSEC1	0.154125
PATZ1	0.912
RBM22	1.175875
BAG2	-0.0416666666666667
PAQR5	1.05916666666667
C9orf127	-0.2261
THNSL1	0.62525
SHROOM3	2.053
JAM2	0.2495
SNRPN	-3.5855
ALX4	0.1485
CACNA1S	0.3285
FAM130A1	-0.608
CORIN	0.492
CD300LB	0.443
PLEKHG6	1.1375
LRRC40	-0.99125
PCLKC	-1.71575
PCDHB16	-1.58583333333333
WNT2B	0.689
ASNS	-1.00155555555556
MRPL49	0.406
FLJ46111	-1.64775
ISG20	0.82425
SMU1	-0.107666666666667
CASZ1	0.018
POLR1D	0.532833333333333
GIN1	-0.54125
SNAG1	0.423833333333333
ANKRD29	-2.17675
CDKN2AIP	-0.6145
KRR1	-0.86775
CXCL1	1.21683333333333
EPM2A	0.6307
PC	-0.362333333333333
DEFB127	0.264
PDZRN4	0.278666666666667
FAH	-0.008625
OR51E1	2.0235
CDC2L6	1.28883333333333
DNTTIP1	0.6305
PAX8	-0.23575
TMEM116	-1.1085
C1orf150	0.3125
PRO2012	0.674
MRPL40	0.00183333333333333
BEX1	-3.5446
SLC2A4	-0.985833333333333
PKMYT1	-0.17725
FEZF2	-0.457166666666667
SLC26A9	0.17525
MAP2	2.33208333333333
LYL1	-1.61225
SLC25A19	0.1745
NOS3	0.028
ZNF34	0.336166666666667
TMPRSS11F	-0.36925
FAM43A	-0.997
FCRL4	1.53016666666667
KLF14	0.80775
FLRT2	-1.17766666666667
WRN	-1.3635
SDF2	0.393
KRT8P12	-0.54325
C6orf195	1.595
C9orf125	0.491
DZIP3	-0.278875
RIT1	0.13875
SCML1	-2.16766666666667
RHBDF2	1.237125
OR2G3	0.755
REXO1L1	0.0915
MAP3K7IP3	0.73225
C3orf57	-5.9575
FBXW11	-0.9355
ETAA1	-0.56425
C14orf131	0.1041
AKT1S1	0.6905
SLC12A5	-0.91675
C9orf164	0.95125
NRIP3	0.211625
NOS1AP	-0.0075
TMEM121	0.82925
SAP30BP	0.2126
DGCR6	0.206
WDR76	-0.901
FAM82B	-0.1425
LOC606495	-0.502
MAP9	1.42725
BCDIN3D	-0.7145
CXorf36	2.75816666666667
DSCR3	0.3422
ZFAND3	0.93575
C7orf43	-0.0448333333333333
SPSB3	0.2148
C19orf19	0.38475
FAM133A	-2.4035
C12orf25	0.26025
SLC39A3	-0.332375
DISP2	0.049
PI4KAP2	-2.103
MKRN3	-2.39166666666667
ADAMTS13	-1.377625
CBLN3	0.6642
TTYH1	2.71416666666667
C3orf18	-0.62
FLJ13236	-1.932
ZMYND12	3.69375
C18orf25	1.142875
GLB1L3	-0.794
ATP13A5	-0.831
RANBP10	0.0455
CD96	-0.6819
DENND1C	0.1815
RBMS3	-0.2785
SLC41A3	0.556833333333333
DGCR6L	0.281
TMEM128	-0.238166666666667
CSNK1G3	0.0737142857142857
MOBKL2C	1.261875
TSPAN6	0.246125
MATN2	-1.6289
MSL2L1	-0.635
ST6GALNAC2	-1.44333333333333
FGFBP2	3.465
FGL1	-7.15
MPP3	-0.639333333333333
ARHGEF6	0.589
TGFBR2	0.4995
ACMSD	-1.034
IL33	1.56875
C9orf5	0.115
DEAF1	0.4999
AMN	1.042
DEFA6	0.212875
RNF212	1.16125
METT5D1	-0.231
CIB1	0.5571
TSSK1B	0.287
KIAA1727	1.4595
ZNF680	0.0995
LOC399900	-0.739
LOC152217	-0.2995
CTNNAL1	-1.5185
CIT	-1.845
TLE6	-1.369
ZNF607	0.58425
HERC4	-1.50666666666667
DRAP1	-0.3171
PEMT	-0.2255
C10orf111	0.7415
ZNF575	0.449125
KCTD7	0.57075
MYO1F	0.63175
LOC285382	0.555
RAB11A	0.3836
PLCD3	-1.11075
C15orf28	-0.03275
PTBP2	-0.952
CTB-1048E9.5	0.34675
C19orf60	-0.124
C7orf25	0.970333333333333
SETD7	0.24375
HOXB9	-4.4835
VANGL1	0.5343125
CHAF1B	0.39525
NDUFA3	-0.2285
KIAA1328	0.969
SHARPIN	0.09175
TTC23	0.481125
UGP2	0.39025
ANKIB1	-0.5562
CIRBP	-0.730714285714286
SEC14L4	0.367833333333333
OVCH1	0.316666666666667
VPS52	0.0415
FAT	-0.606
M6PRBP1	-0.684
GPRIN3	0.9285
PPM1F	-0.706333333333333
TSR1	-0.07775
CCDC85A	1.204
PCSK5	1.373
ZFHX3	-1.1375
HEMK1	-1.1802
PGBD2	-0.27975
RSRC2	-0.521166666666667
AURKC	-1.79166666666667
SCRIB	0.223
ORM2	-4.30666666666667
FAM115A	0.0198
FZD6	0.9065
UNC119	0.334666666666667
GPX3	-0.4365
NOV	-0.42025
CABC1	-0.595625
CDC42SE2	-0.0765
EIF2S2	-0.0981
RNF130	0.597
CKAP5	-0.0376666666666667
RP11-413M3.2	0.815
C10orf18	0.9265
TMEM93	-0.7125
DYX1C1	0.4215
KCNMB2	-1.99857142857143
ANK3	0.176083333333333
KRT5	1.3441
CDH12	-1.122
QRSL1	-0.055375
JUB	-1.6305
SHC4	3.205375
CCL15	0.613333333333333
CCDC22	-0.05725
SNX24	-0.61225
RARS	-0.45375
MORC2	0.349125
FAM48A	0.29
MT1H	1.537
PPP1R14C	3.30683333333333
FOXD1	-0.967357142857143
C1orf213	-1.415
AMT	-2.5566
DSN1	-0.158
PTPLAD2	0.17675
DIS3L	0.17475
RASL11A	-0.4565
GPRC5B	0.158375
FRMD7	-1.417
STRN4	-0.16825
KITLG	-0.708136363636364
HDGF	0.11175
OR1S1	0.7085
SETX	-0.3914
DDR2	-0.018
KCTD12	2.11975
LYZL2	0.0675
WDR52	-0.871
TMEM2	0.396625
ZNF579	0.4215
LOC200810	-0.49475
TNFSF9	-2.2375
PPFIA4	-2.38975
CNIH3	-1.00866666666667
MAP4K4	-0.845928571428571
ROD1	1.30435714285714
ALS2CR12	0.312666666666667
DOCK3	0.799333333333334
PAQR9	-4.46625
ASB17	0.246666666666667
STX16	-0.204625
FEZ2	0.0393333333333333
DLAT	0.0566666666666667
KIF21B	-1.37516666666667
CDC5L	-0.02875
TMEM119	1.4325
CRIP3	-1.22875
TPSD1	0.326666666666667
TEPP	0.268
GNGT2	1.07475
C21orf121	1.94675
WNK1	-0.029
FLJ10490	0.6535
OR51B5	-2.37
LOC203547	0.501875
HAS1	-1.413
PPA1	-0.724666666666667
ST7	-0.65125
C11orf46	0.8937
POPDC3	0.0313333333333333
ACOX2	-0.728833333333333
ATCAY	-0.324916666666667
TM4SF19	-0.40825
MFSD9	0.844666666666667
PDHB	-0.8355
ERN1	0.12725
LCE3C	0.248
GPR111	0.3925
NOTCH3	1.40766666666667
ADAMTS5	3.431
B3GALT1	-0.70075
UGCGL1	0.907833333333333
FAM58A	1.08
FBXO32	2.21575
CLPP	-0.089
NXPH1	-1.1125
MTMR3	0.798166666666667
ATP1B3	-1.2455
TMEM16A	3.910625
HIST1H3F	-0.405333333333333
TRIM25	0.2645
SDCBP2	1.6295
CRKL	-0.8455
HOXB2	-1.88033333333333
ANP32B	0.304375
GATM	2.905
AP4E1	0.15975
EDG5	0.661
CDKN3	-0.144833333333333
CDH4	-2.56775
PGD	-0.317333333333333
RND1	-0.082
GAD1	-3.3749
MPG	0.24075
LOC440350	-0.802
ZNF133	0.39175
SERPINB12	-0.309
AMELY	-0.132
DHX36	-0.299
TNFAIP8L2	2.92783333333333
PHTF2	0.398777777777778
CCDC112	-0.844166666666667
IQCC	-0.1875
HEYL	2.82483333333333
FTSJ2	-0.233
APPL1	0.485
RAB43	0.215285714285714
OR10G2	0.203
WAC	-0.0671666666666667
ADCY9	-0.61425
RUNDC2B	-0.124833333333333
PYCRL	0.5515
AGPAT7	-0.7285
SLC22A9	-0.584166666666667
CDKAL1	0.907
PDYN	-0.747666666666667
C20orf74	-0.528
MTMR11	-0.1955
VAV3	-0.810166666666667
DAPL1	1.5065
STXBP3	0.313
EIF3G	0.596
ARHGAP22	0.19925
NPFFR1	0.5455
NPC1	-0.1715
ALDH9A1	0.610666666666667
ZNF600	0.070625
ZNF678	-0.904333333333333
RASSF1	-0.0741666666666667
ADD2	-0.095125
PITPNB	0.856125
PKD2L2	-0.018875
LRP11	-0.70275
CDKL1	1.47625
SMEK2	1.10525
PRODH2	-3.00983333333333
C11orf54	0.927
SFRS11	-0.826166666666667
IL7	0.271
ALS2CR16	1.66
BTG3	0.7365
PAK2	-0.723333333333333
RP11-679B17.1	1.2315
GATA4	-1.801
ATP2B1	-0.15925
LOC130940	0.1475
C1orf172	3.34
ATF7IP2	-1.22125
SLC25A43	0.389333333333333
CENTG3	-0.8895
IGF2BP1	-4.2358
FCHSD1	0.19
CAMK2N2	0.655166666666667
ELAVL3	1.0072
NBPF15	-0.441333333333333
UBE2J2	0.290416666666667
GNL2	0.066
PRR3	0.248
NLF2	0.9775
OR4F6	0.369
KLHL24	1.337
CCDC88A	-0.0112
SGPP1	-0.8395
C10orf11	-1.24983333333333
SLC35B4	-0.688666666666667
UGT3A2	-1.0925
ARNT2	1.1401
CBR1	0.7985
ITPR3	0.1315
TRAPPC6B	0.6518
AMZ1	0.633
ARP11	1.121
WDSUB1	0.125
APBA1	0.9965
RAB2A	0.9252
C6orf162	0.040875
HPSE2	0.249
PLCE1	-0.459
INSL3	0.4385
DLG1	-0.5321
PTPLA	-0.07125
PIGX	-0.6295
TFIP11	0.262
FIBIN	1.9
POLR2G	-0.07975
GRAP2	-1.8219
DNAJB8	0.059
CNBP	0.251166666666667
WASF1	-0.23775
INPP5E	-0.5819
HSPB1	-0.7525
TMEM167	-0.8315
CUBN	0.04575
IGF1	0.013375
ITPK1	0.1451
NAALAD2	-1.00875
G3BP1	1.8994
NT5DC1	-0.09825
CYP39A1	2.381
TMEM139	1.41308333333333
POLK	-0.8771
GLULD1	2.90625
RBM15	0.00266666666666667
AMZ2	0.493
GDF15	-4.38783333333333
MESDC2	-0.14075
INCA	0.260333333333333
ACY1L2	1.075
GZMM	-0.209833333333333
PAIP1	-0.76075
CACNA2D1	1.6865
STK32C	1.08566666666667
SH3BP4	-0.137166666666667
DEC1	0.1375
PADI1	0.409
UBB	0.2198
PON3	-0.036
PROP1	0.425
ANKRD13B	0.237
ADCK1	0.05125
TCF25	0.229583333333333
SLC38A5	-2.3545
CXorf26	0.764666666666667
C19orf39	0.89125
PPP1R13B	1.00475
ARL2	-0.1685
TCL6	0.122583333333333
TOP3A	-0.614
SLC16A14	-0.907875
FXYD6	1.344
HIST1H4E	0.30825
BBC3	-0.125473684210526
UNC5A	0.230333333333333
FAM86C	-0.1092
PI4KB	0.009125
B3GAT1	-3.69
SUSD2	2.10266666666667
OAZ2	-0.180166666666667
NOC4L	0.65175
C10orf12	0.06575
FADS1	-1.48583333333333
LOC144097	-0.17475
DKK2	0.727666666666667
KIAA1949	0.349
RHOT1	-0.2809
OXT	1.7675
GPR153	0.57625
ARL4A	-0.871833333333333
SAAL1	0.41225
CCDC64	0.0005
USE1	-0.534666666666667
HNMT	-1.25233333333333
PCGF3	-0.64475
CYP2C19	0.10625
C20orf4	0.8295
CCDC11	-0.03525
ACSBG2	-0.16225
RWDD2A	1.42425
PALLD	0.6465
CPLX4	0.1505
LOC492311	-0.31675
KPNA2	-0.092
MACROD1	0.2952
TMCO3	-0.854166666666667
C15orf52	0.641833333333333
BIRC5	0.281933333333333
PRR16	0.900333333333333
FAM63B	-1.176
KATNB1	-0.277833333333333
WNT8B	-0.3155
CPLX3	-0.259
GHR	-0.09775
CCDC124	-0.85125
BCLAF1	-0.807
GOLGA3	0.2612
CLEC4E	4.85416666666667
AKR1CL1	0.054
BBS7	0.336375
