Hybridization REF	TCGA-C8-A12Z-01A-11R-A115-07
ZNF230	-0.598
MSN	-1.01335714285714
SLC9A5	-1.3505
EPDR1	-1.1882
MUSK	0.616333333333333
ZNF434	0.295
SMARCD1	-0.0406666666666667
ZFP106	0.247
ZNF347	-0.0834
GTF2E1	-0.7325
RY1	-0.115333333333333
ATAD2B	-0.126
ARHGAP17	-0.2299
KCNIP3	-0.5545
SFPQ	-0.03825
GFRA4	0.562333333333333
AKR1B10	-0.868
TIGD6	1.42966666666667
RGS16	1.99075
URB1	0.332666666666667
OR4C46	-0.450166666666667
TOP3B	-0.4375
NFATC4	0.585
CA14	-3.78375
BMPR1A	0.825
SNRP70	-1.311
PRL	-0.0670833333333333
C6orf130	-0.6535
STAG2	-1.04375
CD55	-0.261
RPS23	0.458333333333333
SSX2	-1.91133333333333
FDPSL2A	1.05825
FBXO27	-0.227625
SYNGR3	-1.06383333333333
TMSL3	1.1415
EML1	-0.4945
NUP93	-0.9675
SMAD3	-0.6858
KIAA1189	1.51533333333333
HNRPUL2	0.0966666666666667
TBC1D12	0.984666666666667
C16orf24	1.60425
MRVI1	0.820166666666667
ZNF581	-0.809833333333333
ELOVL3	-0.169
OR51Q1	0.285
CACNB3	1.58916666666667
GALNT13	-0.244285714285714
C10orf84	0.5239375
NEDD4	0.2166
SPO11	0.902
OR5AU1	-0.001
NEK4	0.597285714285714
PRKAR2A	-0.876666666666667
IHPK1	0.108166666666667
ATP6V0B	0.457
CACNA1E	1.0325
CEACAM8	1.01
PEX14	-0.4785
FLJ12993	-0.108
ZBTB38	-0.350083333333333
PCTK2	0.370333333333333
LRRC16	0.121
FBLIM1	0.918833333333333
FYCO1	1.86225
RP5-1022P6.2	-0.464083333333333
CMTM1	-0.3955
PLTP	0.256833333333333
RAPH1	0.42625
DOCK8	-0.523875
EZH2	-1.64366666666667
SLC25A1	0.522
PLEKHB1	0.6611
GRB7	3.7433
ZFP37	0.44575
MRPL33	-0.0345
PELO	0.1985
ARMC1	-0.576090909090909
C9orf27	0.091875
FLJ25778	0.7135
C9orf37	-0.3995
TMEM66	0.0355
SPRN	0.697375
HBEGF	0.58225
PI4KA	-0.4695
LEPRE1	-0.57075
POU2AF1	-2.716375
MRPL12	-0.863333333333333
REP15	-0.0555
ZC3H3	0.7005
RASAL1	0.99075
DDAH1	0.456125
ACBD5	-0.006
TMC2	0.349
CCDC137	-1.40925
SAMD13	-0.4015
UGT2B15	-4.2425
TIPARP	-0.35925
DNASE1L3	-1.4595
TRIM72	-0.0488
DBX2	1.08475
IPO8	-0.4235
C21orf88	-2.0213
MAP3K14	-0.60725
LOC51233	0.449166666666667
GGTLA4	2.48075
PDE6D	0.3215
ZNF117	-0.078
CLK2	-0.065625
NKRF	-0.73875
TNFSF15	0.3995
DUSP2	-0.81225
SECISBP2	-0.1139
GABRR2	0.154
PPAP2C	1.70675
LOC51145	-0.180166666666667
PAG1	-0.993625
PIK3C3	0.52225
GNG10	0.5465
APOL4	0.615833333333333
ANKRD28	-0.7085
STMN3	-2.2034
RAB14	0.9849
CDK2AP2	0.99625
HDDC3	0.330375
COMMD7	0.378375
CXXC1	-1.28725
HMCN1	0.0991666666666667
CD40	-0.07
DYNC1LI2	-0.4413125
GDI1	0.65625
LOC646938	0.282
VSNL1	-2.516
PIH1D1	-0.659333333333333
RAET1G	1.573
KRTAP5-9	0.5365
EFTUD2	-1.30575
ZNF311	0.2845
ATP6V1G3	-0.06125
OR2W3	-0.52375
SCN4A	0.0745
MED10	-0.956
FAM135A	-1.682
ARHGAP4	-1.2285
EHMT2	-0.471875
UFD1L	-0.4115
ERMP1	0.28225
MAG1	-1.89066666666667
THAP8	-0.18
HACE1	-0.657
FAM82C	0.7835
C3orf20	-0.163
UNC84A	-0.631666666666667
SCD5	-0.296538461538462
LASS6	2.1415
LSG1	-0.138666666666667
MAL	-3.67975
GPR22	-0.114
WDR5B	1.10975
ACTRT1	0.1115
C17orf60	-0.9305
GRIN2C	0.0967
ARMC8	-0.777583333333333
SLC47A1	-2.22366666666667
DMPK	0.64475
DHRS13	-0.41
SMC1A	-0.47
KRTAP17-1	1.7775
SMYD5	-0.08375
TUSC2	0.51675
CRHR2	1.118
KIR3DL2	-0.223
CCDC104	0.071
ATP2C1	0.918625
CROT	-1.271
PABPC3	-0.430333333333333
EGR1	-0.874
THSD1	-0.08675
KHK	-1.975
SLC12A2	1.466125
CD58	0.5295
STOX2	-0.820833333333333
CCDC76	-1.7446
CCDC48	3.13475
DNAH1	-0.3745
ZIC4	-0.091375
OR1G1	-0.379
PSMC6	-0.3055
PROKR1	1.113
ABCB1	-1.737375
TRAT1	-3.15525
LLGL1	0.184
MTF1	0.23775
USP54	0.917625
PAGE2B	-3.604
ITGB7	-3.78425
CCDC81	-0.457
LOC149837	-0.18875
SCUBE1	0.1735
ZSCAN10	1.4055
HUWE1	0.110428571428571
CDH17	0.614
CD180	0.01175
IL17A	0.2395
TMPO	-1.10325
KIAA1524	-1.04
HDGFRP3	-1.093
OXCT1	-1.13018181818182
RRAS2	-0.871166666666667
LTBP2	1.5095625
SV2B	0.6605
CYP2A6	-0.06125
PKD1L2	-1.823
PPM1M	0.627
FLJ22662	2.14433333333333
ZNF502	0.743
GP6	-0.6985
CRYBA2	-0.033
LEF1	-2.8099
CTPS	-1.91571428571429
EYA1	-3.39616666666667
EPS8L1	1.327
MAPK14	-0.453833333333333
SERPINB2	-4.549375
GTF2F2	-0.2805
ZNHIT4	0.1045
PLA1A	-1.604
C20orf114	3.67725
HPR	-4.6245
C18orf2	-3.51266666666667
SATB2	-2.33325
KCNJ9	-0.237875
MGC157906	0.644
MOCS3	0.53425
C17orf71	0.335666666666667
PPHLN1	-0.3981
HIST1H2BN	0.098
RAPGEF1	-1.16925
MAP3K8	-0.64
DLG4	0.56
STC1	1.71183333333333
CDGAP	0.86575
DDX26B	-1.0365
LOC150223	-0.81325
CPSF3	-0.559833333333333
TMEM14A	0.6555
MYH3	-2.19775
GPKOW	0.285
SULT1A1	0.701833333333333
SPON1	3.9907
YY1AP1	0.669166666666667
RAB23	0.49225
PLA2G4A	-5.04325
MAPRE3	0.48625
ZNF516	0.400857142857143
GGPS1	1.49825
EXOC3L2	-0.564
C19orf42	0.7088
MAP2K2	-1.09116666666667
HIST1H2BB	0.451
RNF19B	0.532666666666667
C6orf128	-0.00133333333333335
TLR8	2.05675
PCDHA9	-0.175
CARS2	0.6615
CLUL1	1.11666666666667
RHAG	-4.12716666666667
UNK	-0.7415
EXOC8	0.678
C9orf95	0.30475
C14orf143	0.593833333333333
MAML3	-0.1015
LDHA	-1.051
MRPL20	-0.29775
KLHDC6	0.315166666666667
ATP5S	-0.5455
C8orf55	0.2395
PHF19	-2.09
KRTAP13-4	0.7005
TTC5	-0.39775
XKR5	-1.117
SILV	-4.42783333333333
TEX28	0.702
TCTN1	0.56775
CX40.1	0.654
PPP2R5C	0.26725
C12orf30	-0.503333333333333
CAPG	1.4185
MPZL1	1.6768
ARSB	-0.759833333333333
TDH	-2.326
WASF4	-0.157
TSSK3	-1.04683333333333
7A5	2.1905
CRISPLD1	-0.596625
MAD1L1	-0.504166666666667
SPIN4	-0.544666666666667
AMPD1	-0.3195
DPYSL5	-0.849
INPP1	-1.16683333333333
ANKRD11	-1.54361111111111
NPAS4	-0.0205
GCET2	-0.6931
RNASE9	0.912
GUCY2D	0.6466
CCDC98	-0.853
FGF4	0.07775
CPM	-1.81333333333333
SLC26A4	-2.3085
PLD5	0.0703333333333333
FAM59A	2.2924
FBXO5	-1.49377777777778
SIPA1L1	-0.015625
DPYS	0.25025
ATG4D	-0.79675
TGM3	2.272
MTCH1	-0.263625
HK1	0.266642857142857
CDC26	0.217125
GALNT12	0.0943333333333333
LOC339229	-0.01125
MRPL35	-0.576875
ORC4L	0.30025
TNKS	-0.221928571428571
C2orf24	0.5555
ZNF553	0.4465
GGTLA1	3.0707
ZNF497	-0.40675
CDY1B	0.57975
SLC30A4	-1.06885714285714
TUB	0.25925
ARHGEF18	-0.60975
ARRB1	0.384
KCNK1	3.477375
EREG	0.2776
SCAMP5	0.39325
RUNDC3B	0.9655
ADAMTS20	-1.13175
IL17RB	-1.107625
FLJ20323	-0.20425
MCAM	-0.601375
POLR3E	-1.99108333333333
AQR	0.676833333333333
IPMK	0.4355
CDCA7	-2.79825
CAMP	5.95075
GRHL3	1.65325
ADAMTSL2	1.86616666666667
CLMN	2.60266666666667
SSTR3	0.4225
MAGEA5	-2.6125
OVOL2	3.657
JMJD1B	0.55775
RBL2	-0.7462
PYGO2	1.404
PPP1R10	1.90366666666667
CSE1L	-0.743
LCA5	1.10875
RDH16	0.9605
ASRGL1	0.450625
TOM1	1.22566666666667
PTX3	-6.46725
TTC15	0.51675
SCGB3A1	2.4585
MRPL50	-0.75975
RCAN3	-0.582375
SLC26A11	0.16225
STYX	0.618666666666667
CINP	0.49225
MARCH7	0.8945
PFKM	-0.442833333333333
SGMS1	1.10783333333333
RIOK3	-0.334
C1orf110	0.1275
CES7	0.0487142857142857
LOC440248	-3.05
PPP1R12C	-1.3725
C10orf27	0.176
ATG9A	-0.70975
MRPS26	0.646
TMEM40	3.14925
ELP3	-0.2143
ZNF787	0.1021
HIAT1	0.24775
C8orf34	0.4035
MGC4655	-0.5998
PELI1	0.44
PPT1	0.9777
SLC35C2	0.268
C6orf125	-0.413
MUC4	-1.52383333333333
RFC4	-1.625
GNB2	-0.6635
NUP50	0.516642857142857
SULT4A1	-1.05383333333333
C7	0.03775
CCDC130	-0.4855
ARRDC4	-0.8005
RQCD1	-0.22425
GLYCTK	0.02725
AYTL2	0.992363636363636
MTUS1	1.5358
LEMD3	-0.275333333333333
PLEKHF2	2.39775
HOXA7	-0.694125
GTF3C2	-1.1805
DYNLRB2	3.563
CNOT10	-0.184
MR1	0.348666666666667
FFAR1	0.00399999999999998
PRIC285	0.4415
SLITRK6	1.866
LIX1	-2.7215
UBE1L2	-0.4335
F8	0.2255
ACHE	0.298833333333333
KPNA5	-0.29725
TNFRSF12A	-0.4045
EGR3	-1.639
SERPIND1	-3.70416666666667
OASL	0.932
IFRD1	-1.569125
WDFY1	0.245
ZNF267	-0.01
ACCN5	0.085
ZBTB6	-1.11775
PPP1R3A	0.389
PRRT3	1.879
FBXL19	-0.3935
TXNIP	-1.27057142857143
ACTN2	3.81425
ATG9B	-0.304375
C9orf117	2.299125
IL27	-1.1675
RPL36AL	0.152333333333333
KLK15	-0.16475
CHAD	1.101
RAP2B	0.261
HEBP2	1.49325
ZNF342	1.417
CAMK2G	0.167
TLR3	2.34125
FGF14	-0.35725
HMGB2	-1.175625
TRPM5	0.933333333333333
OR5M11	0.2445
KIF3B	0.498421052631579
PRICKLE2	0.7825
MTMR9	-0.53125
C3orf27	1.865
GLRA3	-1.5975
NSDHL	0.249
TMEM32	-0.183
POLR2D	-0.603166666666667
MYADML	0.3295
C9orf114	-0.803
MRGPRX1	0.319
TOPORS	0.36225
CLDN19	-1.2615
C1QL4	0.0935
RNF165	-2.047
DHRS9	-0.999
DNAH2	0.7124
FXR1	-0.690166666666667
ZMYM3	-1.179625
CASP3	1.046
FAM120C	0.109
SCLY	-1.042
CA7	0.2595
ENTPD5	0.0425
ZNF461	-0.036125
PDIA5	0.0925
C1orf19	0.2275
TMEM67	0.48625
KCTD20	-0.38725
WDR47	0.3775
FLJ38723	0.089
KLRF1	1.03133333333333
TAS2R16	0.706
CLDN12	0.2995
PRKCE	-0.205
UBXD4	-0.17525
ITGAM	2.18083333333333
GLT8D3	-0.04025
WDR31	0.7219
RGS2	-0.979
OR51L1	0.45
MST1R	2.03325
KIAA1737	0.58975
OR4A5	0.565
GLIS1	-0.811833333333333
PTMA	0.204928571428571
NAPA	1.34175
PRDM11	0.50075
LIPF	0.2115
DIRAS3	1.23475
ASGR2	-4.140375
C1QTNF4	0.65075
PIK3R4	0.284
ARMC3	4.353
NDUFV3	0.26275
BTBD3	0.355833333333333
PPP1R2	0.36575
UBE2NL	-0.1305
FOSL2	0.826714285714286
FAM119A	-1.13583333333333
TUBA4A	-0.6098
KRTAP12-1	-0.3505
SFRS2	-0.49175
RHPN1	0.4328
EEF2	-0.859333333333333
ZDHHC11	-1.60783333333333
EPHA3	-1.7474
RBM12	-0.316
H2AFJ	1.10858333333333
EDIL3	2.4885
KIF26A	-0.893
SERGEF	0.78075
B3GALT4	3.397
LOC90925	1.14033333333333
OSCAR	-0.032875
NPFF	-1.04875
DEDD	1.014375
TMEM155	-0.525125
PTPN1	-0.69525
SCYL2	0.6045
SKAP1	0.925
LEAP2	-1.22216666666667
GADD45G	1.7408
IFITM3	1.198125
PILRB	-2.65833333333333
SLU7	-0.1153125
DSC3	-1.585
DNMT3L	-1.3535
PAPD5	-1.0465
B3GNT3	2.47466666666667
LHCGR	0.507
MSL-1	1.868
UBE2S	-1.781625
SAP130	-0.34425
ANAPC11	-0.385
MAGED4B	-1.2785
ATP6V1B2	-0.3835
C14orf179	1.423375
CAPZA1	-0.427375
CDYL2	0.293166666666667
GLRX3	-0.3545
LOC136288	-0.951
MOBKL1A	-1.026
HTR2B	0.76225
CRYGD	0.0396666666666666
NUS1	0.308333333333333
PGRMC1	0.4505
MYOM2	-2.073
FLJ39653	-2.57783333333333
CHM	-0.3016
OR5M8	0.26
ZNF619	0.559
FAM105A	-0.67125
CCNL1	-1.4365
NAP1L3	-0.2445
C10orf57	2.28
B3GALNT1	0.3425
CSN1S2A	-0.1035
TCP10L	1.817
GDAP2	1.23125
DMKN	0.306833333333333
COX6B1	-0.167
DNASE2	0.127333333333333
MSH5	-1.801
LGMN	-0.15675
USP31	-0.7136
OR13C8	0.365
SDCBP	0.012
NUDT11	-2.063
PYGL	1.586
SNPH	2.70416666666667
B3GNT4	-0.519
MIZF	-0.1251
NUBPL	0.069
NOD1	-0.174333333333333
CDH22	0.246
NUBP1	-0.161166666666667
DSCAM	-3.65
DGKI	0.201
FAM136A	-0.73575
AKAP1	0.0345
SLC16A6	-0.58
RIN3	-0.0935
PSG2	-0.675
DIP2B	0.468
PSORS1C1	-0.0775
KIAA0495	-1.2675
FLJ90709	-0.8185
LPA	-0.579166666666667
PIGA	0.4585
LY75	-0.0951666666666667
UTS2	-3.74266666666667
RREB1	0.24125
GALNACT-2	0.6599
MGC3196	0.3195
FLJ31568	-0.14925
LPHN1	0.84525
SP1	1.183375
TOX4	0.0655
HSPA9	0.2029
APOBEC1	0.138
SLC35E4	-2.02775
LSM5	-0.73625
SURF1	0.45975
ZBTB1	-0.01125
GTF2F1	-0.614
RPS15A	0.290071428571429
DUSP21	-0.115166666666667
GINS4	-3.13516666666667
MYO15A	0.594
GIMAP7	2.555
MGC13379	0.96675
ATP6V1E2	0.132333333333333
UTP3	0.50275
HNRPA3	-1.076375
MT4	0.828
C14orf155	0.838
U1SNRNPBP	0.084
CKLF	-1.14916666666667
PLEKHN1	-0.849333333333333
MBNL1	-0.868833333333333
NUP160	-1.1135
ACSM2A	-2.20475
LOC129881	2.2655
KIAA1529	-0.258
FLJ22639	-2.55825
HAND1	-0.96
GSX1	0.3855
FGA	-3.85733333333333
SERPINB1	1.38775
ZNF642	0.08525
IGFBP1	-7.832875
SLC1A1	-0.462375
DHX57	0.4695
ZNF766	0.02
PTPN21	-0.181
GDPD3	-0.174333333333333
PNPLA5	0.5265
TBR1	0.36
FAM116A	-0.83175
IQGAP1	1.00125
FOS	-0.789875
ZNF226	-0.714375
FIGNL1	-0.147333333333333
C14orf1	0.324833333333333
ZMYND17	-0.172
PUS7	-1.909
TUBB6	-1.22
KCNQ2	-1.007
MARCH6	0.169333333333333
CCDC33	0.289
PRODH	2.87925
RBM11	0.91275
EPHA6	0.106875
SLC43A1	-0.496
LOC196541	-0.034125
NTN1	1.26583333333333
ING4	-0.13425
PCDHB10	0.32875
DPH2	-1.19616666666667
SPACA4	0.3405
FBXL21	-4.595
DIAPH1	-0.7895
ZNF71	0.475833333333333
CEP76	-0.646
CORO1A	-1.4195
RRM2	-0.84875
EDG4	0.5285
OS9	-0.1685
SLC4A1AP	0.0875
COG5	-0.56975
COPS8	0.136
NGLY1	-0.74725
NCBP2	-0.404625
C17orf42	-1.25
GPSM3	0.621125
SIL1	1.09516666666667
ASB6	-0.6705
SMAD5OS	0.4455
UNC93A	-2.84825
A1BG	-0.116666666666667
C21orf62	0.54875
FMO5	-0.1375
ATRIP	-0.00666666666666667
CEBPG	-0.817833333333333
C7orf38	-0.3665
TNFRSF1B	-0.410666666666667
CLEC1A	0.646833333333333
IQSEC1	0.349375
PATZ1	1.4138
RBM22	0.745375
BAG2	-2.78116666666667
PAQR5	-1.57716666666667
C9orf127	0.0990000000000001
THNSL1	0.1245
SHROOM3	2.9804
JAM2	0.16375
SNRPN	-2.94775
ALX4	0.507
CACNA1S	0.96
FAM130A1	2.1
CORIN	1.7215
CD300LB	0.711
PLEKHG6	0.608
LRRC40	0.3015
PCLKC	-0.7165
PCDHB16	-0.0385
WNT2B	-0.757
ASNS	-0.828111111111111
MRPL49	-0.11175
FLJ46111	0.59225
ISG20	0.51375
SMU1	0.112166666666667
CASZ1	0.576
POLR1D	0.00224999999999997
GIN1	-0.4875
SNAG1	0.408166666666667
ANKRD29	-3.23625
CDKN2AIP	0.466
KRR1	-1.1015
CXCL1	-1.12033333333333
EPM2A	-0.5567
PC	0.793833333333333
DEFB127	0.059
PDZRN4	1.00083333333333
FAH	0.92875
OR51E1	1.9915
CDC2L6	-0.349666666666667
DNTTIP1	-0.3715
PAX8	0.16975
TMEM116	-0.01325
C1orf150	0.9865
PRO2012	-0.46125
MRPL40	0.155333333333333
BEX1	-3.89511111111111
SLC2A4	-0.1895
PKMYT1	-0.5875
FEZF2	-0.265333333333333
SLC26A9	-1.62525
MAP2	0.511181818181818
LYL1	-1.805
SLC25A19	-0.913166666666667
NOS3	0.176
ZNF34	0.120166666666667
TMPRSS11F	-1.06125
FAM43A	-0.969
FCRL4	0.42
KLF14	0.223
FLRT2	-0.977833333333333
WRN	-1.71025
SDF2	0.1748
KRT8P12	0.48575
C6orf195	0.3985
C9orf125	-1.75333333333333
DZIP3	-0.5035
RIT1	0.572833333333333
SCML1	-4.30516666666667
RHBDF2	-0.860625
OR2G3	0.25
REXO1L1	0.149
MAP3K7IP3	-0.026
C3orf57	-1.4045
FBXW11	-0.975
ETAA1	-1.09075
C14orf131	-0.5753
AKT1S1	-0.331
SLC12A5	-0.80775
C9orf164	-0.24375
NRIP3	-0.6505
NOS1AP	-1.15
TMEM121	2.85025
SAP30BP	-0.7108
DGCR6	0.6785
WDR76	-1.49775
FAM82B	-0.561083333333333
LOC606495	-0.0985
MAP9	2.258
BCDIN3D	1.80975
CXorf36	3.66533333333333
DSCR3	0.5476
ZFAND3	0.9465
C7orf43	0.845833333333333
SPSB3	0.2056
C19orf19	0.42625
FAM133A	-3.847375
C12orf25	0.383
SLC39A3	-0.02175
DISP2	-1.92025
PI4KAP2	-2.279
MKRN3	-2.87633333333333
ADAMTS13	0.12775
CBLN3	0.3672
TTYH1	-0.791
C3orf18	1.3625
FLJ13236	1.6385
ZMYND12	2.44
C18orf25	0.33825
GLB1L3	-0.69
ATP13A5	3.86
RANBP10	-0.5255
CD96	-2.2337
DENND1C	-1.0745
RBMS3	-0.2002
SLC41A3	0.108833333333333
DGCR6L	0.59125
TMEM128	-0.292
CSNK1G3	0.00985714285714286
MOBKL2C	1.331625
TSPAN6	-0.07525
MATN2	-2.0526
MSL2L1	-1.25733333333333
ST6GALNAC2	0.271333333333333
FGFBP2	0.446875
FGL1	-4.89383333333333
MPP3	-0.935
ARHGEF6	-0.533666666666667
TGFBR2	-0.617875
ACMSD	-0.45275
IL33	1.64725
C9orf5	-0.318416666666667
DEAF1	-0.0796
AMN	0.572
DEFA6	0.033375
RNF212	-2.01475
METT5D1	0.0923333333333333
CIB1	1.3072
TSSK1B	-0.02175
KIAA1727	2.02725
ZNF680	0.24275
LOC399900	-1.004
LOC152217	-0.395083333333333
CTNNAL1	-3.0075
CIT	-1.4435
TLE6	1.2955
ZNF607	-0.4125
HERC4	-0.718666666666667
DRAP1	-0.2318
PEMT	-0.59825
C10orf111	-0.4955
ZNF575	0.815625
KCTD7	-0.15125
MYO1F	0.11175
LOC285382	-0.1325
RAB11A	1.1457
PLCD3	-1.1275
C15orf28	-0.2885
PTBP2	-0.369875
CTB-1048E9.5	0.6035
C19orf60	0.136666666666667
C7orf25	0.650333333333333
SETD7	1.87875
HOXB9	-2.1095
VANGL1	0.2306875
CHAF1B	-1.048
NDUFA3	0.74875
KIAA1328	0.708666666666667
SHARPIN	0.14
TTC23	-0.191875
UGP2	0.655083333333333
ANKIB1	-0.3047
CIRBP	0.008
SEC14L4	-3.37466666666667
OVCH1	0.1218
VPS52	0.30425
FAT	-0.159625
M6PRBP1	-0.7825
GPRIN3	-0.929
PPM1F	-0.4055
TSR1	-0.635
CCDC85A	1.07525
PCSK5	1.172
ZFHX3	-0.2175
HEMK1	-0.4189
PGBD2	1.25275
RSRC2	-0.620333333333333
AURKC	-1.0885
SCRIB	-0.252
ORM2	-3.14766666666667
FAM115A	-0.4659
FZD6	0.140125
UNC119	-0.431166666666667
GPX3	-1.4919
NOV	-0.676125
CABC1	0.480375
CDC42SE2	-0.28725
EIF2S2	-0.4436
RNF130	0.9955
CKAP5	-0.722666666666667
RP11-413M3.2	0.884375
C10orf18	0.5597
TMEM93	-0.58225
DYX1C1	1.83525
KCNMB2	-2.888125
ANK3	1.32591666666667
KRT5	-2.1732
CDH12	-2.157625
QRSL1	0.175125
JUB	-0.334
SHC4	-2.622375
CCL15	0.4365
CCDC22	-0.09925
SNX24	-1.6965
RARS	-0.188
MORC2	-0.13375
FAM48A	0.3375
MT1H	-0.992
PPP1R14C	-1.07983333333333
FOXD1	-2.46207142857143
C1orf213	-2.9585
AMT	-2.7903
DSN1	-1.574
PTPLAD2	4.27775
DIS3L	-0.50575
RASL11A	1.442
GPRC5B	1.09275
FRMD7	1.505
STRN4	0.1865
KITLG	1.24763636363636
HDGF	-0.50025
OR1S1	0.866
SETX	-0.4465
DDR2	0.329375
KCTD12	0.62225
LYZL2	0.08825
WDR52	-1.089
TMEM2	0.157625
ZNF579	0.5125
LOC200810	1.069
TNFSF9	-1.53525
PPFIA4	-2.66425
CNIH3	-0.0358333333333333
MAP4K4	-0.867857142857143
ROD1	0.610642857142857
ALS2CR12	-0.779
DOCK3	-1.714
PAQR9	-5.11225
ASB17	0.359
STX16	-1.36075
FEZ2	-0.3995
DLAT	0.240166666666667
KIF21B	-0.8565
CDC5L	-0.3365
TMEM119	1.29216666666667
CRIP3	-1.986
TPSD1	-0.202166666666667
TEPP	0.056
GNGT2	0.53775
C21orf121	-1.14575
WNK1	0.208916666666667
FLJ10490	1.3615
OR51B5	-2.418
LOC203547	-0.410875
HAS1	-0.628
PPA1	0.3315
ST7	0.535625
C11orf46	0.4739
POPDC3	-3.2845
ACOX2	4.914
ATCAY	-0.648833333333333
TM4SF19	0.552
MFSD9	-0.0255
PDHB	-0.05675
ERN1	0.513
LCE3C	0.1525
GPR111	0.1875
NOTCH3	3.1425
ADAMTS5	2.39875
B3GALT1	-1.118
UGCGL1	0.6955
FAM58A	0.424833333333333
FBXO32	2.973
CLPP	-0.39775
NXPH1	-0.7895
MTMR3	1.21483333333333
ATP1B3	-1.236125
TMEM16A	3.284375
HIST1H3F	0.316
TRIM25	-0.0265
SDCBP2	1.755
CRKL	0.2075
HOXB2	1.70883333333333
ANP32B	-0.8385
GATM	0.7785
AP4E1	-0.474375
EDG5	0.409625
CDKN3	-0.587
CDH4	-2.0735
PGD	-1.2225
RND1	1.2705
GAD1	-3.6963
MPG	0.017375
LOC440350	-0.9525
ZNF133	-0.691
SERPINB12	1.096
AMELY	-0.1064
DHX36	-0.518
TNFAIP8L2	2.37616666666667
PHTF2	-0.178
CCDC112	-1.237
IQCC	-1.06175
HEYL	3.40966666666667
FTSJ2	-0.697666666666667
APPL1	0.13275
RAB43	1.06978571428571
OR10G2	0.9315
WAC	0.437
ADCY9	-0.719875
RUNDC2B	-0.660833333333333
PYCRL	1.0356
AGPAT7	-0.375166666666667
SLC22A9	-1.3755
CDKAL1	-0.254
PDYN	-0.744333333333333
C20orf74	-0.0895
MTMR11	0.7235
VAV3	2.97433333333333
DAPL1	0.43975
STXBP3	-0.59275
EIF3G	-0.436
ARHGAP22	-1.2665
NPFFR1	0.142
NPC1	-0.830333333333333
ALDH9A1	1.56383333333333
ZNF600	-0.35375
ZNF678	0.310666666666667
RASSF1	0.2205
ADD2	-2.989125
PITPNB	-0.203
PKD2L2	0.345857142857143
LRP11	0.646
CDKL1	-1.219
SMEK2	0.84775
PRODH2	-2.86416666666667
C11orf54	0.383
SFRS11	-0.6495
IL7	-1.5445
ALS2CR16	0.50475
BTG3	-0.485833333333333
PAK2	-0.885722222222222
RP11-679B17.1	-2.88275
GATA4	-2.05116666666667
ATP2B1	-1.7305
LOC130940	0.939
C1orf172	2.7025
ATF7IP2	-3.41225
SLC25A43	0.5405
CENTG3	0.178166666666667
IGF2BP1	-3.8157
FCHSD1	-0.0305
CAMK2N2	1.091
ELAVL3	-0.4676
NBPF15	-1.17983333333333
UBE2J2	0.0208333333333333
GNL2	-1.159
PRR3	0.0382
NLF2	1.433
OR4F6	0.4545
KLHL24	0.560166666666667
CCDC88A	-2.7611
SGPP1	1.0565
C10orf11	-0.633333333333333
SLC35B4	-1.50883333333333
UGT3A2	-1.2525
ARNT2	2.3961
CBR1	0.694125
ITPR3	-1.02533333333333
TRAPPC6B	0.0531
AMZ1	-1.1635
ARP11	2.37925
WDSUB1	0.1895
APBA1	0.423
RAB2A	1.3121
C6orf162	-0.152625
HPSE2	0.17075
PLCE1	-1.3355
INSL3	0.1435
DLG1	-0.8401
PTPLA	-2.39125
PIGX	-0.810375
TFIP11	0.566
FIBIN	2.838
POLR2G	-0.61475
GRAP2	-2.6475
DNAJB8	-0.34225
CNBP	0.073
WASF1	-1.57175
INPP5E	-1.1575
HSPB1	0.5004375
TMEM167	0.2844
CUBN	0.41025
IGF1	0.6075625
ITPK1	0.5682
NAALAD2	-1.192
G3BP1	0.1143
NT5DC1	0.457625
CYP39A1	-0.54
TMEM139	0.4615
POLK	-0.1174
GLULD1	-2.893
RBM15	-1.36783333333333
AMZ2	-0.78175
GDF15	-2.05533333333333
MESDC2	0.000500000000000009
INCA	1.446
ACY1L2	-4.908
GZMM	-0.929666666666667
PAIP1	0.019
CACNA2D1	-0.66475
STK32C	-0.2865
SH3BP4	2.103
DEC1	0.0445
PADI1	-0.7155
UBB	0.2012
PON3	-3.22416666666667
PROP1	0.883
ANKRD13B	-1.343
ADCK1	-0.238
TCF25	-0.589083333333333
SLC38A5	-1.72075
CXorf26	0.2725
C19orf39	0.31525
PPP1R13B	1.76225
ARL2	-1.1645
TCL6	0.2935
TOP3A	-1.0325
SLC16A14	1.97525
FXYD6	1.09433333333333
HIST1H4E	-0.057
BBC3	-0.167684210526316
UNC5A	2.0355
FAM86C	-0.2532
PI4KB	1.040375
B3GAT1	-0.95375
SUSD2	3.6005
OAZ2	-0.389166666666667
NOC4L	-0.01925
C10orf12	0.43
FADS1	-3.34766666666667
LOC144097	0.091
DKK2	0.0498333333333333
KIAA1949	-0.1755
RHOT1	-0.2447
OXT	1.80833333333333
GPR153	1.15975
ARL4A	-1.1515
SAAL1	-1.244
CCDC64	-0.017
USE1	0.505833333333333
HNMT	0.972666666666667
PCGF3	-0.7455625
CYP2C19	0.59675
C20orf4	0.477
CCDC11	2.10725
ACSBG2	-0.16225
RWDD2A	0.60775
PALLD	2.02525
CPLX4	0.087
LOC492311	0.7365
KPNA2	-1.67766666666667
MACROD1	0.2655
TMCO3	0.721666666666667
