Hybridization REF	TCGA-A2-A0SY-01A-31R-A084-07
ATAD2B	-0.1905
ARHGAP17	-0.2085
KCNIP3	-1.419
SFPQ	0.330875
GFRA4	0.0175
AKR1B10	-3.625875
TIGD6	1.42933333333333
RGS16	2.015625
URB1	-0.5285
OR4C46	0.0573333333333333
TOP3B	-0.876
NFATC4	0.244
CA14	-3.513
BMPR1A	-0.462166666666667
SNRP70	-0.303125
PRL	-0.177333333333333
C6orf130	-0.436
STAG2	0.24875
CD55	-0.538357142857143
RPS23	1.11683333333333
SSX2	-1.2595
FDPSL2A	-0.293
FBXO27	-0.054375
SYNGR3	-1.71583333333333
TMSL3	1.74975
EML1	-1.0445
NUP93	-0.90975
SMAD3	-0.2277
KIAA1189	0.4658
HNRPUL2	0.7145
TBC1D12	1.62383333333333
C16orf24	0.56675
MRVI1	0.825833333333333
ZNF581	0.246333333333333
ELOVL3	-0.4645
OR51Q1	0.01625
CACNB3	2.0435
GALNT13	-1.39075
C10orf84	1.2556875
NEDD4	0.3565
SPO11	1.033
OR5AU1	0.00149999999999999
NEK4	0.331642857142857
PRKAR2A	-0.2745
IHPK1	-0.0876666666666667
ATP6V0B	0.11625
CACNA1E	0.2705
CEACAM8	-0.271833333333333
PEX14	-0.1905
FLJ12993	3.795
ZBTB38	0.163083333333333
PCTK2	1.20133333333333
LRRC16	0.5264
FBLIM1	0.159666666666667
FYCO1	1.0265
RP5-1022P6.2	0.0875
CMTM1	0.269
PLTP	1.01916666666667
RAPH1	1.145375
DOCK8	1.21425
EZH2	-1.73826666666667
SLC25A1	-0.526333333333333
PLEKHB1	-0.8191
GRB7	1.8799
ZFP37	0.38775
MRPL33	-0.512
PELO	-0.87925
ARMC1	-0.358909090909091
C9orf27	-0.2055
FLJ25778	0.166
C9orf37	-1.11366666666667
TMEM66	1.477
SPRN	-0.121
HBEGF	0.79925
PI4KA	-0.549
LEPRE1	-0.80475
POU2AF1	0.2425
MRPL12	-1.14583333333333
REP15	-0.4655
ZC3H3	0.2695
RASAL1	-1.175
DDAH1	1.3665
ACBD5	0.084
TMC2	0.3075
CCDC137	-1.3625
SAMD13	-1.25283333333333
UGT2B15	-1.83033333333333
TIPARP	0.232
DNASE1L3	2.0515
TRIM72	0.378833333333333
DBX2	0.9895
IPO8	0.0345
C21orf88	-1.4571
MAP3K14	-0.18325
LOC51233	0.179833333333333
GGTLA4	-0.879
PDE6D	0.39775
ZNF117	1.0155
CLK2	-0.04
NKRF	-1.1815
TNFSF15	1.5484
DUSP2	0.628375
SECISBP2	-0.0254
GABRR2	-1.269
PPAP2C	1.386
LOC51145	-0.0298333333333333
PAG1	0.2215
PIK3C3	-0.393
GNG10	0.3575
APOL4	0.881166666666667
ANKRD28	-0.216125
STMN3	-1.0117
RAB14	0.5564
CDK2AP2	-0.3715
HDDC3	0.39175
COMMD7	0.69225
CXXC1	-0.13925
HMCN1	0.0681666666666667
CD40	0.716
DYNC1LI2	-0.238625
GDI1	-0.023
LOC646938	-0.03775
VSNL1	-1.83766666666667
PIH1D1	-0.0328333333333333
RAET1G	-1.238
KRTAP5-9	-0.265
EFTUD2	-1.439
ZNF311	0.846166666666667
ATP6V1G3	0.31125
OR2W3	0.2145
SCN4A	0.522
MED10	-0.5915
FAM135A	-0.9728
ARHGAP4	-1.00725
EHMT2	-0.801375
UFD1L	-0.74725
ERMP1	0.41675
MAG1	-1.23333333333333
THAP8	0.136833333333333
HACE1	-0.6735
FAM82C	0.241166666666667
C3orf20	-0.00599999999999995
UNC84A	-0.8185
SCD5	0.927285714285714
LASS6	1.808625
LSG1	-0.157083333333333
MAL	-4.35775
GPR22	0.083
WDR5B	1.24025
ACTRT1	0.165
C17orf60	0.7595
GRIN2C	-0.1133
ARMC8	-0.285916666666667
SLC47A1	-0.0491666666666667
DMPK	-0.3635
DHRS13	0.0543333333333333
SMC1A	-0.620333333333333
KRTAP17-1	0.684
SMYD5	-0.7175
TUSC2	0.325
CRHR2	0.3305
KIR3DL2	-0.925
CCDC104	0.419
ATP2C1	0.72125
CROT	2.73
PABPC3	-0.275833333333333
EGR1	2.74116666666667
THSD1	0.85775
KHK	-1.7165
SLC12A2	1.446875
CD58	-0.80375
STOX2	-0.637
CCDC76	-0.5385
CCDC48	3.3645
DNAH1	-0.239166666666667
ZIC4	-0.390125
OR1G1	-0.3195
PSMC6	-0.190833333333333
PROKR1	0.1705
ABCB1	-0.056125
TRAT1	0.82575
LLGL1	0.664
MTF1	0.272
USP54	0.821375
PAGE2B	-2.137
ITGB7	-3.693
CCDC81	0.1075
LOC149837	1.03625
SCUBE1	0.4725
ZSCAN10	0.0275
HUWE1	0.0570714285714286
CDH17	-0.341
CD180	1.16325
IL17A	0.11275
TMPO	-0.950875
KIAA1524	-1.57783333333333
HDGFRP3	0.548666666666667
OXCT1	-1.74372727272727
RRAS2	-0.826333333333333
LTBP2	3.05375
SV2B	2.452
CYP2A6	0.374375
PKD1L2	-0.465
PPM1M	1.335
FLJ22662	1.86483333333333
ZNF502	1.65375
GP6	-0.80625
CRYBA2	-0.4395
LEF1	-0.5495
CTPS	-2.26357142857143
EYA1	-2.539
EPS8L1	1.15025
MAPK14	-0.322583333333333
SERPINB2	-4.23975
GTF2F2	-0.289666666666667
ZNHIT4	-0.211
PLA1A	1.378125
C20orf114	3.063
HPR	-3.2395
C18orf2	-2.72283333333333
SATB2	-2.09125
KCNJ9	-0.128875
MGC157906	0.2975
MOCS3	0.35175
C17orf71	-0.523333333333333
PPHLN1	0.0203
HIST1H2BN	-2.10875
RAPGEF1	-0.772875
MAP3K8	1.41725
DLG4	0.388833333333333
STC1	0.31675
CDGAP	1.76825
DDX26B	-1.72275
LOC150223	-1.752
CPSF3	-0.962333333333333
TMEM14A	-0.1295
MYH3	-2.2135
GPKOW	-0.16075
SULT1A1	-1.01466666666667
SPON1	4.1679
YY1AP1	0.3545
RAB23	-0.1245
PLA2G4A	-3.32975
MAPRE3	0.01725
ZNF516	0.580142857142857
GGPS1	1.20225
EXOC3L2	-0.7965
C19orf42	0.8393
MAP2K2	-0.00266666666666667
HIST1H2BB	-1.69175
RNF19B	0.858333333333333
C6orf128	-0.0288333333333333
TLR8	3.1315
PCDHA9	0.065
CARS2	0.744375
CLUL1	3.6515
RHAG	-3.688
UNK	0.029
EXOC8	0.7682
C9orf95	1.08925
C14orf143	-0.279333333333333
MAML3	0.350875
LDHA	-1.98625
MRPL20	0.3555
KLHDC6	-0.0281666666666666
ATP5S	0.048
C8orf55	-0.30075
PHF19	-2.106375
KRTAP13-4	0.4475
TTC5	0.43025
XKR5	-0.199
SILV	-4.72533333333333
TEX28	0.4025
TCTN1	0.96025
CX40.1	0.28675
PPP2R5C	-0.035875
C12orf30	-1.1515
CAPG	1.6565
MPZL1	1.1033
ARSB	-1.014
TDH	-1.52175
WASF4	0.5985
TSSK3	-0.943166666666666
7A5	0.749
CRISPLD1	1.794125
MAD1L1	-0.651166666666667
SPIN4	-0.273166666666667
AMPD1	0.5205
DPYSL5	-0.3725
INPP1	-0.251166666666667
ANKRD11	-1.55494444444444
NPAS4	-0.21125
GCET2	1.6067
RNASE9	0.101
GUCY2D	-0.1835
CCDC98	0.974
FGF4	-0.26875
CPM	-0.266166666666667
SLC26A4	-0.805166666666667
PLD5	0.0213333333333333
FAM59A	1.233
FBXO5	-2.09511111111111
SIPA1L1	0.13875
DPYS	0.6635
ATG4D	-0.441
TGM3	0.509
MTCH1	-0.32225
HK1	0.0657142857142857
CDC26	-0.1495
GALNT12	-2.532
LOC339229	-0.18
MRPL35	-0.633
ORC4L	0.244875
TNKS	0.143928571428571
C2orf24	0.168666666666667
ZNF553	0.3075
GGTLA1	2.6058
ZNF497	0.09425
CDY1B	0.26575
SLC30A4	0.141125
TUB	-0.300125
ARHGEF18	0.10425
ARRB1	0.7935
KCNK1	2.499625
EREG	-2.1141
SCAMP5	-1.15625
RUNDC3B	1.96975
ADAMTS20	0.5805
IL17RB	-1.003875
FLJ20323	-0.4235
MCAM	-0.085
POLR3E	-1.55841666666667
AQR	0.521
IPMK	0.1605
CDCA7	-2.687375
CAMP	0.9065
GRHL3	0.27075
ADAMTSL2	0.845166666666667
CLMN	2.28466666666667
SSTR3	0.3605
MAGEA5	-2.024
OVOL2	4.134
JMJD1B	0.86075
RBL2	0.4844
PYGO2	0.97475
PPP1R10	0.494333333333333
CSE1L	-1.20183333333333
LCA5	1.1775
RDH16	-0.2345
ASRGL1	1.0915
TOM1	0.0806666666666667
PTX3	-4.13325
TTC15	0.5895
SCGB3A1	0.6865
MRPL50	-0.83575
RCAN3	0.967125
SLC26A11	0.9245
STYX	0.226833333333333
CINP	0.0125
MARCH7	0.91925
PFKM	-1.48366666666667
SGMS1	0.605
RIOK3	-0.1678
C1orf110	0.487
CES7	0.091875
LOC440248	-2.091
PPP1R12C	-0.39475
C10orf27	0.762
ATG9A	-0.94725
MRPS26	0.12325
TMEM40	-0.6095
ELP3	0.6757
ZNF787	-0.0173
HIAT1	0.95675
C8orf34	0.256833333333333
MGC4655	0.3125
PELI1	0.422333333333333
PPT1	1.1368
SLC35C2	-0.3355
C6orf125	-0.456
MUC4	-1.42983333333333
RFC4	-2.06571428571429
GNB2	0.461333333333333
NUP50	-0.0509285714285714
SULT4A1	-0.432833333333333
C7	3.87085714285714
CCDC130	-0.383833333333333
ARRDC4	0.2125
RQCD1	-0.25775
GLYCTK	-1.13225
AYTL2	-0.561
MTUS1	1.4177
LEMD3	0.257833333333333
PLEKHF2	1.5105
HOXA7	-0.177125
GTF3C2	-0.869
DYNLRB2	2.67675
CNOT10	-0.48875
MR1	0.530666666666667
FFAR1	0.2505
PRIC285	-0.17425
SLITRK6	3.48825
LIX1	-1.3963
UBE1L2	-0.530166666666667
F8	1.331625
ACHE	-0.2125
KPNA5	0.85075
TNFRSF12A	-1.23483333333333
EGR3	0.943
SERPIND1	-3.4505
OASL	0.91875
IFRD1	-2.489875
WDFY1	-0.017
ZNF267	0.962875
ACCN5	0.2295
ZBTB6	0.718
PPP1R3A	-0.0965
PRRT3	1.5755
FBXL19	-0.4285
TXNIP	0.812
ACTN2	-0.8255
ATG9B	-0.2485
C9orf117	0.310375
IL27	0.899
RPL36AL	-0.0613333333333333
KLK15	-0.3425
CHAD	1.7235
RAP2B	-0.4177
HEBP2	1.26925
ZNF342	0.516
CAMK2G	-0.7305
TLR3	1.94475
FGF14	1.42675
HMGB2	-0.80975
TRPM5	-0.00216666666666666
OR5M11	-0.1605
KIF3B	0.174263157894737
PRICKLE2	1.40125
MTMR9	0.27925
C3orf27	-0.29025
GLRA3	5.61133333333333
NSDHL	-0.523
TMEM32	-0.419
POLR2D	-0.648166666666667
MYADML	0.1815
C9orf114	0.036
MRGPRX1	0.4425
TOPORS	0.58625
CLDN19	-0.53425
C1QL4	-0.402
RNF165	-1.114
DHRS9	0.5795
DNAH2	0.664833333333333
FXR1	0.192166666666667
ZMYM3	-0.2265
CASP3	-0.3665
FAM120C	-1.15025
SCLY	-1.45
CA7	0.1225
ENTPD5	0.843833333333333
ZNF461	0.2125
PDIA5	0.1095
C1orf19	-0.410333333333333
TMEM67	-0.11825
KCTD20	-0.54525
WDR47	0.8065
FLJ38723	3.14
KLRF1	0.084
TAS2R16	0.4715
CLDN12	0.946
PRKCE	0.44225
UBXD4	-0.59275
ITGAM	2.74083333333333
GLT8D3	-0.10475
WDR31	0.3128
RGS2	0.59775
OR51L1	0.167
MST1R	0.33175
KIAA1737	1.66
OR4A5	-1.4115
GLIS1	-1.36033333333333
PTMA	0.275285714285714
NAPA	0.70275
PRDM11	0.33
LIPF	-1.0275
DIRAS3	2.28275
ASGR2	-3.973375
C1QTNF4	0.38925
PIK3R4	0.804666666666667
ARMC3	1.984
NDUFV3	-0.663583333333333
BTBD3	-0.497166666666667
PPP1R2	0.540833333333333
UBE2NL	0.21925
FOSL2	0.73
FAM119A	-1.27566666666667
TUBA4A	-1.0829
KRTAP12-1	0.01525
SFRS2	-0.2355
RHPN1	-0.1232
EEF2	0.255666666666667
ZDHHC11	-0.817333333333333
EPHA3	-0.1821
RBM12	0.22725
H2AFJ	0.63625
EDIL3	3.5395
KIF26A	-1.1075
SERGEF	0.40475
B3GALT4	2.861
LOC90925	1.47883333333333
OSCAR	-0.073125
NPFF	-1.029125
DEDD	0.456375
TMEM155	-0.3845
PTPN1	-0.22425
SCYL2	0.222166666666667
SKAP1	2.63175
LEAP2	-1.75116666666667
GADD45G	2.5199
IFITM3	0.83425
PILRB	-0.872
SLU7	0.4065
DSC3	-0.17025
DNMT3L	-1.186
PAPD5	0.058375
B3GNT3	-1.75733333333333
LHCGR	-0.617
MSL-1	1.1905
UBE2S	-2.28975
SAP130	-0.589
ANAPC11	-0.08325
MAGED4B	-1.7115
ATP6V1B2	0.506166666666667
C14orf179	1.033
CAPZA1	0.76775
CDYL2	-0.138666666666667
GLRX3	-0.823666666666667
LOC136288	-0.22425
MOBKL1A	-0.51875
HTR2B	4.5845
CRYGD	0.135666666666667
NUS1	0.2705
PGRMC1	0.9925
MYOM2	-1.79475
FLJ39653	-1.98966666666667
CHM	0.0339
OR5M8	0.005
ZNF619	0.9705
FAM105A	2.64025
CCNL1	-1.165
NAP1L3	0.61375
C10orf57	2.047
B3GALNT1	0.77
CSN1S2A	-0.4635
TCP10L	0.246
GDAP2	-0.112
DMKN	-0.195166666666667
COX6B1	-0.63575
DNASE2	0.0453333333333333
MSH5	-1.92825
LGMN	0.034375
USP31	-1.1547
OR13C8	0.6755
SDCBP	0.1404
NUDT11	-2.1875
PYGL	-2.07833333333333
SNPH	0.115666666666667
B3GNT4	-1.15
MIZF	-1.1628
NUBPL	-0.089375
NOD1	-0.0811666666666667
CDH22	0.36575
NUBP1	0.097
DSCAM	-3.95675
DGKI	0.32
FAM136A	-1.077
AKAP1	-0.0445
SLC16A6	1.0235
RIN3	0.346
PSG2	0.044
DIP2B	-0.674416666666667
PSORS1C1	-0.5414
KIAA0495	0.602
FLJ90709	-0.704833333333333
LPA	-0.598333333333333
PIGA	0.219833333333333
LY75	1.65083333333333
UTS2	-5.30116666666667
RREB1	0.57025
GALNACT-2	0.969
MGC3196	-0.4925
FLJ31568	0.52225
LPHN1	-0.395625
SP1	0.943125
TOX4	0.4405
HSPA9	0.0137
APOBEC1	-1.859
SLC35E4	-1.70875
LSM5	-1.0995
SURF1	0.37825
ZBTB1	0.0800833333333333
GTF2F1	0.234125
RPS15A	0.164071428571429
DUSP21	-0.536333333333333
GINS4	-3.00733333333333
MYO15A	0.175666666666667
GIMAP7	4.1375
MGC13379	0.3645
ATP6V1E2	-0.334666666666667
UTP3	0.10875
HNRPA3	-0.427
MT4	0.169
C14orf155	0.44825
U1SNRNPBP	0.27875
CKLF	-0.7415
PLEKHN1	-0.388166666666667
MBNL1	0.283583333333333
NUP160	-1.037
ACSM2A	-0.90175
LOC129881	1.1725
KIAA1529	-0.28325
FLJ22639	-1.92775
HAND1	-1.262
GSX1	0.461
FGA	-3.6325625
SERPINB1	-0.18475
ZNF642	0.83925
IGFBP1	-8.266625
SLC1A1	2.049375
DHX57	0.061375
ZNF766	0.7245
PTPN21	-0.354
GDPD3	-2.28233333333333
PNPLA5	0.8715
TBR1	-0.277666666666667
FAM116A	-0.07225
IQGAP1	1.283625
FOS	3.545125
ZNF226	0.22925
FIGNL1	-0.854333333333333
C14orf1	-0.0408333333333333
ZMYND17	0.016
PUS7	-1.27966666666667
TUBB6	-1.147
KCNQ2	-1.3075
MARCH6	-0.397583333333333
CCDC33	-0.021
PRODH	0.494
RBM11	2.02575
EPHA6	0.3575
SLC43A1	-0.527
LOC196541	0.24675
NTN1	0.415416666666667
ING4	0.6805
PCDHB10	0.6735
DPH2	-1.0415
SPACA4	-0.321
FBXL21	-3.6655
DIAPH1	-0.598833333333333
ZNF71	0.9745
CEP76	-0.505
CORO1A	0.54325
RRM2	-2.361375
EDG4	0.5665
OS9	0.484833333333333
SLC4A1AP	-0.2285
COG5	-0.43625
COPS8	0.06225
NGLY1	-0.7125
NCBP2	-0.348375
C17orf42	0.285166666666667
GPSM3	0.025875
SIL1	1.30966666666667
ASB6	-0.15025
SMAD5OS	0.3315
UNC93A	-2.608125
A1BG	0.190333333333333
C21orf62	0.56575
FMO5	1.7635
ATRIP	0.530333333333333
CEBPG	-0.211166666666667
C7orf38	0.570333333333333
TNFRSF1B	1.24033333333333
CLEC1A	1.92166666666667
IQSEC1	0.086375
PATZ1	1.9213
RBM22	1.779375
BAG2	-2.04533333333333
PAQR5	-1.9725
C9orf127	0.4393
THNSL1	-0.266
SHROOM3	2.9468
JAM2	1.755
SNRPN	-1.407
ALX4	0.4215
CACNA1S	0.2035
FAM130A1	1.155
CORIN	2.168
CD300LB	0.616
PLEKHG6	0.706
LRRC40	-0.43925
PCLKC	-0.994
PCDHB16	0.2835
WNT2B	0.651833333333333
ASNS	-2.68888888888889
MRPL49	0.474625
FLJ46111	0.2
ISG20	-0.5165
SMU1	0.107166666666667
CASZ1	1.196
POLR1D	0.0426666666666667
GIN1	-0.1665
SNAG1	0.69
ANKRD29	0.13525
CDKN2AIP	0.2795
KRR1	-0.04975
CXCL1	-2.51983333333333
EPM2A	0.0708
PC	-0.661
DEFB127	0.5875
PDZRN4	1.67716666666667
FAH	0.736875
OR51E1	0.5545
CDC2L6	0.2895
DNTTIP1	-0.7175
PAX8	-0.7685
TMEM116	0.68475
C1orf150	-0.172
PRO2012	0.26425
MRPL40	-0.375833333333333
BEX1	-3.5773
SLC2A4	-0.276
PKMYT1	-1.9335
FEZF2	0.586
SLC26A9	-0.861
MAP2	-0.0118333333333333
LYL1	-0.6875
SLC25A19	-1.32133333333333
NOS3	-0.2185
ZNF34	0.548
TMPRSS11F	-0.754333333333333
FAM43A	0.05625
FCRL4	1.05516666666667
KLF14	0.1535
FLRT2	0.541166666666667
WRN	-1.25375
SDF2	0.3467
KRT8P12	-0.195
C6orf195	-0.2725
C9orf125	-1.07683333333333
DZIP3	0.241875
RIT1	-0.0365833333333334
SCML1	-1.58416666666667
RHBDF2	-0.698625
OR2G3	-0.413
REXO1L1	-0.3265
MAP3K7IP3	-0.03625
C3orf57	-6.36675
FBXW11	-0.602833333333333
ETAA1	-0.6305
C14orf131	-0.1124
AKT1S1	-0.01025
SLC12A5	-0.70575
C9orf164	1.13775
NRIP3	0.775625
NOS1AP	1.49275
TMEM121	0.40475
SAP30BP	-0.1555
DGCR6	0.922
WDR76	-1.2645
FAM82B	-0.486166666666667
LOC606495	0.0965
MAP9	1.62558333333333
BCDIN3D	0.83175
CXorf36	3.3365
DSCR3	-0.065
ZFAND3	0.519
C7orf43	0.15
SPSB3	0.594
C19orf19	-0.00225
FAM133A	-1.902375
C12orf25	0.55025
SLC39A3	-0.392875
DISP2	1.61775
PI4KAP2	-1.5135
MKRN3	-1.9975
ADAMTS13	-0.545875
CBLN3	0.0952
TTYH1	-1.96783333333333
C3orf18	-0.2155
FLJ13236	-1.63
ZMYND12	2.99175
C18orf25	0.432375
GLB1L3	-0.9975
ATP13A5	-0.584
RANBP10	-0.5045
CD96	-0.1813
DENND1C	0.5155
RBMS3	1.9415
SLC41A3	0.350333333333333
DGCR6L	1.01875
TMEM128	0.759166666666667
CSNK1G3	0.601928571428571
MOBKL2C	1.088125
TSPAN6	-0.7005
MATN2	-0.1012
MSL2L1	-0.1285
ST6GALNAC2	0.906666666666667
FGFBP2	1.446875
FGL1	-6.4765
MPP3	-1.59
ARHGEF6	1.8115
TGFBR2	1.32175
ACMSD	-0.43775
IL33	4.301
C9orf5	0.0188333333333333
DEAF1	0.2449
AMN	0.0285
DEFA6	0.121875
RNF212	-1.33725
METT5D1	0.449333333333333
CIB1	0.3271
TSSK1B	-0.4335
KIAA1727	2.0955
ZNF680	1.55108333333333
LOC399900	-1.2905
LOC152217	-0.569083333333333
CTNNAL1	-2.452
CIT	-2.60625
TLE6	-0.002
ZNF607	-0.63675
HERC4	-0.313166666666667
DRAP1	-0.6662
PEMT	-0.381
C10orf111	-2.98
ZNF575	0.47725
KCTD7	0.195
MYO1F	0.544875
LOC285382	0.40275
RAB11A	1.0382
PLCD3	-1.113
C15orf28	0.50775
PTBP2	-0.472875
CTB-1048E9.5	0.057375
C19orf60	-0.7575
C7orf25	0.238833333333333
SETD7	0.702625
HOXB9	-4.61
VANGL1	0.127125
CHAF1B	-1.6655
NDUFA3	0.0635
KIAA1328	0.317833333333333
SHARPIN	0.08925
TTC23	-0.0655
UGP2	0.35325
ANKIB1	0.000899999999999999
CIRBP	2.36485714285714
SEC14L4	-2.74783333333333
OVCH1	-0.0721666666666666
VPS52	0.25475
FAT	-1.462875
M6PRBP1	0.1065
GPRIN3	0.7845
PPM1F	0.0506666666666667
TSR1	-1.17125
CCDC85A	2.37325
PCSK5	2.75625
ZFHX3	0.006
HEMK1	-0.0997
PGBD2	0.2875
RSRC2	-0.133166666666667
AURKC	-0.833166666666667
SCRIB	-0.2635
ORM2	-4.59
FAM115A	0.1909
FZD6	-1.297125
UNC119	0.1485
GPX3	0.7338
NOV	1.98225
CABC1	-0.1455
CDC42SE2	1.117625
EIF2S2	-0.9126
RNF130	0.883
CKAP5	-0.9335
RP11-413M3.2	-0.0685
C10orf18	0.0776
TMEM93	-1.3775
DYX1C1	1.35375
KCNMB2	-1.771625
ANK3	2.19116666666667
KRT5	-2.0272
CDH12	-0.714375
QRSL1	-0.309125
JUB	-1.05875
SHC4	-2.42025
CCL15	2.18166666666667
CCDC22	0.00725
SNX24	1.52525
RARS	-0.2395
MORC2	-0.24575
FAM48A	0.21
MT1H	-1.7325
PPP1R14C	-3.21516666666667
FOXD1	-2.70435714285714
C1orf213	-2.565
AMT	-1.9644
DSN1	-1.2625
PTPLAD2	2.165
DIS3L	-0.214
RASL11A	1.15225
GPRC5B	0.036
FRMD7	0.122
STRN4	0.00775
KITLG	2.65572727272727
HDGF	-0.5215
OR1S1	0.6875
SETX	0.091
DDR2	0.662875
KCTD12	2.3365
LYZL2	-0.61325
WDR52	0.66
TMEM2	1.087
ZNF579	-0.00816666666666666
LOC200810	-0.458
TNFSF9	-1.760125
PPFIA4	-3.47825
CNIH3	0.267
MAP4K4	-0.729785714285714
ROD1	-0.198428571428571
ALS2CR12	-0.384
DOCK3	-1.286
PAQR9	-3.25675
ASB17	-0.259
STX16	-1.214375
FEZ2	0.250833333333333
DLAT	-1.2625
KIF21B	-1.16833333333333
CDC5L	-0.44975
TMEM119	2.5185
CRIP3	-1.43925
TPSD1	1.725
TEPP	-0.072
GNGT2	1.327
C21orf121	0.16675
WNK1	-0.25675
FLJ10490	-0.0453
OR51B5	-1.9665
LOC203547	-0.52625
HAS1	2.13
PPA1	-0.453
ST7	0.352
C11orf46	0.8872
POPDC3	-3.486
ACOX2	0.182
ATCAY	-0.4545
TM4SF19	-1.345
MFSD9	-0.7785
PDHB	-0.278
ERN1	-0.02875
LCE3C	-0.0715
GPR111	0.564
NOTCH3	0.896
ADAMTS5	2.09625
B3GALT1	-1.12833333333333
UGCGL1	-0.780833333333333
FAM58A	0.0801666666666667
FBXO32	1.1775
CLPP	-0.497
NXPH1	5.6365
MTMR3	1.03
ATP1B3	-1.216125
TMEM16A	4.00275
HIST1H3F	-0.448666666666667
TRIM25	-0.1375
SDCBP2	0.3335
CRKL	-0.4595
HOXB2	-0.0801666666666667
ANP32B	-0.389
GATM	3.048
AP4E1	-0.254
EDG5	0.2425
CDKN3	-2.1215
CDH4	-3.3365
PGD	-0.634333333333333
RND1	1.1265
GAD1	-3.1668
MPG	-0.20675
LOC440350	-1.184
ZNF133	-0.37625
SERPINB12	-1.671
AMELY	-0.1505
DHX36	-0.74775
TNFAIP8L2	2.99133333333333
PHTF2	-0.235333333333333
CCDC112	-0.180666666666667
IQCC	0.0425
HEYL	2.60833333333333
FTSJ2	-0.334833333333333
APPL1	0.69375
RAB43	0.436142857142857
OR10G2	0.154
WAC	0.386666666666667
ADCY9	0.3585
RUNDC2B	0.369833333333333
PYCRL	0.2615
AGPAT7	-0.7735
SLC22A9	-0.780833333333333
CDKAL1	0.028
PDYN	-0.1665
C20orf74	1.224
MTMR11	0.72225
VAV3	4.44075
DAPL1	0.7315
STXBP3	0.3925
EIF3G	0.18475
ARHGAP22	0.16325
NPFFR1	0.1475
NPC1	-1.0625
ALDH9A1	1.15816666666667
ZNF600	0.145875
ZNF678	1.141
RASSF1	0.00341666666666667
ADD2	-1.77775
PITPNB	0.063375
PKD2L2	0.788
LRP11	-0.645
CDKL1	0.1855
SMEK2	0.45275
PRODH2	-3.20833333333333
C11orf54	0.399
SFRS11	-0.470666666666667
IL7	0.816833333333333
ALS2CR16	0.80375
BTG3	-1.59433333333333
PAK2	0.175555555555556
RP11-679B17.1	-0.40075
GATA4	-0.448333333333333
ATP2B1	0.30025
LOC130940	1.197
C1orf172	2.87683333333333
ATF7IP2	-2.16175
SLC25A43	-0.224666666666667
CENTG3	-0.252916666666667
IGF2BP1	-3.8976
FCHSD1	0.517
CAMK2N2	0.244166666666667
ELAVL3	-0.3416
NBPF15	-0.2505
UBE2J2	0.436166666666667
GNL2	-0.77025
PRR3	0.1397
NLF2	0.23575
OR4F6	0.388
KLHL24	1.19033333333333
CCDC88A	-2.0964
SGPP1	-0.0195
C10orf11	0.609
SLC35B4	-1.22266666666667
UGT3A2	-0.9125
ARNT2	1.7155
CBR1	-1.085625
ITPR3	-1.32933333333333
TRAPPC6B	-0.0396
AMZ1	1.7715
ARP11	1.19475
WDSUB1	0.0245
APBA1	0.486333333333333
RAB2A	0.8253
C6orf162	0.434875
HPSE2	0.6385
PLCE1	1.85575
INSL3	0.64475
DLG1	-0.0399
PTPLA	-2.84725
PIGX	0.06425
TFIP11	0.578166666666667
FIBIN	3.4525
POLR2G	-0.8525
GRAP2	-0.9815
DNAJB8	-0.27075
CNBP	0.514166666666667
WASF1	-2.15575
INPP5E	-0.8926
HSPB1	-1.330875
TMEM167	-0.5669
CUBN	0.461
IGF1	4.348125
ITPK1	0.1021
NAALAD2	-0.542375
G3BP1	0.489
NT5DC1	0.823125
CYP39A1	1.011
TMEM139	-0.830166666666667
POLK	0.0711
GLULD1	-1.5615
RBM15	-0.456666666666667
AMZ2	0.21625
GDF15	-2.91083333333333
MESDC2	-0.017
INCA	0.2715
ACY1L2	-1.8195
GZMM	-0.633666666666667
PAIP1	0.22625
CACNA2D1	-0.357
STK32C	0.968333333333333
SH3BP4	2.1295
DEC1	-0.3235
PADI1	-0.147
UBB	-0.0794
PON3	-2.62916666666667
PROP1	0.4345
ANKRD13B	-0.659
ADCK1	-0.34225
TCF25	-0.277583333333333
SLC38A5	-2.95425
CXorf26	0.189166666666667
C19orf39	0.03225
PPP1R13B	0.2205
ARL2	-0.949
TCL6	0.0656666666666667
TOP3A	-0.2725
SLC16A14	0.953875
FXYD6	0.993333333333333
HIST1H4E	-0.7865
BBC3	0.355894736842105
UNC5A	0.634
FAM86C	-0.4102
PI4KB	0.620125
B3GAT1	-3.019
SUSD2	1.1565
OAZ2	0.0251666666666667
NOC4L	-0.5625
C10orf12	0.15275
FADS1	-3.76966666666667
LOC144097	-0.74425
DKK2	3.35833333333333
KIAA1949	0.128
RHOT1	0.4271
OXT	0.448833333333333
GPR153	0.1315
ARL4A	-1.42016666666667
SAAL1	-0.83375
CCDC64	-1.027
USE1	-0.206666666666667
HNMT	1.42716666666667
PCGF3	0.168375
CYP2C19	0.53925
C20orf4	0.045
CCDC11	1.46875
ACSBG2	0.05025
RWDD2A	-0.30825
PALLD	2.561
CPLX4	-0.014
LOC492311	1.019
KPNA2	-1.95483333333333
MACROD1	-0.3985
TMCO3	0.765666666666667
C15orf52	0.0396666666666667
BIRC5	-2.0898
PRR16	1.5475
FAM63B	-0.09375
